time;MACHINE_machine_omegaPu;MACHINE_machine_UStatorPu;MACHINE_machine_PGenPu;BUSGEN_bus_p_v_0_;BUSHV_bus_p_v_0_;
0.085160;0.999999;0.893428;0.585764;-0.334105;-0.244001;
0.085180;0.999999;0.895726;0.587873;-0.342713;-0.252110;
0.085200;0.999999;0.898298;0.590104;-0.351299;-0.260216;
0.085220;0.999999;0.901115;0.592433;-0.359862;-0.268321;
0.085240;0.999999;0.904145;0.594832;-0.368398;-0.276426;
0.085260;0.999999;0.907353;0.597274;-0.376904;-0.284534;
0.085280;0.999999;0.910704;0.599731;-0.385378;-0.292646;
0.085300;0.999999;0.914160;0.602176;-0.393816;-0.300763;
0.085320;0.999999;0.917684;0.604580;-0.402218;-0.308887;
0.085340;0.999999;0.921236;0.606916;-0.410580;-0.317019;
0.085360;0.999999;0.924778;0.609157;-0.418902;-0.325159;
0.085380;0.999999;0.928271;0.611279;-0.427182;-0.333308;
0.085400;0.999999;0.931677;0.613257;-0.435419;-0.341467;
0.085420;0.999999;0.934959;0.615069;-0.443611;-0.349636;
0.085440;0.999999;0.938081;0.616695;-0.451759;-0.357814;
0.085460;0.999999;0.941009;0.618118;-0.459862;-0.366002;
0.085480;0.999999;0.943712;0.619322;-0.467919;-0.374197;
0.085500;0.999999;0.946161;0.620294;-0.475930;-0.382401;
0.085520;0.999999;0.948329;0.621025;-0.483895;-0.390610;
0.085540;0.999999;0.950194;0.621508;-0.491816;-0.398825;
0.085560;0.999999;0.951734;0.621738;-0.499691;-0.407043;
0.085580;0.999999;0.952934;0.621716;-0.507521;-0.415262;
0.085600;0.999999;0.953781;0.621442;-0.515307;-0.423480;
0.085620;0.999999;0.954266;0.620922;-0.523050;-0.431696;
0.085640;0.999999;0.954385;0.620164;-0.530750;-0.439905;
0.085660;0.999999;0.954135;0.619178;-0.538407;-0.448107;
0.085680;0.999999;0.953521;0.617976;-0.546023;-0.456298;
0.085700;0.999999;0.952548;0.616573;-0.553598;-0.464474;
0.085720;0.999999;0.951229;0.614987;-0.561133;-0.472634;
0.085740;0.999999;0.949578;0.613236;-0.568629;-0.480774;
0.085760;0.999999;0.947613;0.611341;-0.576085;-0.488890;
0.085780;0.999999;0.945355;0.609324;-0.583504;-0.496980;
0.085800;0.999999;0.942830;0.607206;-0.590885;-0.505040;
0.085820;0.999999;0.940065;0.605011;-0.598228;-0.513068;
0.085840;0.999999;0.937090;0.602763;-0.605535;-0.521059;
0.085860;0.999999;0.933937;0.600486;-0.612806;-0.529011;
0.085880;0.999999;0.930641;0.598204;-0.620040;-0.536921;
0.085900;0.999999;0.927236;0.595940;-0.627238;-0.544785;
0.085920;0.999999;0.923759;0.593718;-0.634400;-0.552602;
0.085940;0.999999;0.920248;0.591559;-0.641527;-0.560367;
0.085960;0.999999;0.916739;0.589487;-0.648618;-0.568078;
0.085980;0.999999;0.913268;0.587520;-0.655673;-0.575734;
0.086000;0.999999;0.909873;0.585678;-0.662692;-0.583331;
0.086020;0.999999;0.906587;0.583979;-0.669675;-0.590867;
0.086040;0.999999;0.903445;0.582440;-0.676621;-0.598341;
0.086060;0.999999;0.900477;0.581075;-0.683531;-0.605751;
0.086080;0.999999;0.897714;0.579897;-0.690405;-0.613095;
0.086100;0.999999;0.895182;0.578916;-0.697241;-0.620372;
0.086120;0.999999;0.892906;0.578144;-0.704039;-0.627581;
0.086140;1.000000;0.890907;0.577586;-0.710800;-0.634721;
0.086160;1.000000;0.889203;0.577247;-0.717523;-0.641792;
0.086180;1.000000;0.887809;0.577132;-0.724208;-0.648793;
0.086200;1.000000;0.886736;0.577241;-0.730854;-0.655725;
0.086220;1.000000;0.885994;0.577573;-0.737461;-0.662586;
0.086240;1.000000;0.885587;0.578124;-0.744029;-0.669379;
0.086260;1.000000;0.885515;0.578890;-0.750557;-0.676102;
0.086280;1.000000;0.885779;0.579861;-0.757046;-0.682758;
0.086300;1.000000;0.886371;0.581029;-0.763496;-0.689347;
0.086320;1.000000;0.887284;0.582382;-0.769905;-0.695870;
0.086340;1.000000;0.888507;0.583906;-0.776274;-0.702329;
0.086360;1.000000;0.890025;0.585585;-0.782603;-0.708726;
0.086380;1.000000;0.891820;0.587402;-0.788892;-0.715062;
0.086400;1.000000;0.893873;0.589337;-0.795141;-0.721340;
0.086420;0.999999;0.896163;0.591370;-0.801349;-0.727561;
0.086440;0.999999;0.898664;0.593480;-0.807518;-0.733728;
0.086460;0.999999;0.901350;0.595644;-0.813646;-0.739843;
0.086480;0.999999;0.904194;0.597838;-0.819734;-0.745909;
0.086500;0.999999;0.907166;0.600038;-0.825781;-0.751929;
0.086520;0.999999;0.910235;0.602221;-0.831789;-0.757905;
0.086540;0.999999;0.913371;0.604363;-0.837757;-0.763839;
0.086560;0.999999;0.916540;0.606440;-0.843684;-0.769735;
0.086580;0.999999;0.919710;0.608429;-0.849571;-0.775596;
0.086600;0.999999;0.922849;0.610308;-0.855419;-0.781424;
0.086620;0.999999;0.925926;0.612058;-0.861226;-0.787222;
0.086640;0.999999;0.928908;0.613659;-0.866994;-0.792994;
0.086660;0.999999;0.931766;0.615095;-0.872721;-0.798740;
0.086680;0.999999;0.934470;0.616350;-0.878408;-0.804466;
0.086700;0.999999;0.936993;0.617412;-0.884055;-0.810172;
0.086720;0.999999;0.939310;0.618271;-0.889662;-0.815861;
0.086740;0.999999;0.941397;0.618919;-0.895229;-0.821536;
0.086760;0.999999;0.943234;0.619351;-0.900755;-0.827199;
0.086780;0.999999;0.944804;0.619564;-0.906241;-0.832852;
0.086800;0.999999;0.946090;0.619559;-0.911687;-0.838498;
0.086820;0.999999;0.947082;0.619339;-0.917092;-0.844136;
0.086840;0.999999;0.947770;0.618909;-0.922456;-0.849770;
0.086860;0.999999;0.948151;0.618278;-0.927780;-0.855401;
0.086880;0.999999;0.948221;0.617455;-0.933064;-0.861029;
0.086900;0.999999;0.947984;0.616452;-0.938307;-0.866656;
0.086920;0.999999;0.947444;0.615285;-0.943510;-0.872282;
0.086940;0.999999;0.946610;0.613967;-0.948673;-0.877908;
0.086960;0.999999;0.945495;0.612517;-0.953796;-0.883534;
0.086980;0.999999;0.944113;0.610953;-0.958879;-0.889160;
0.087000;0.999999;0.942482;0.609293;-0.963924;-0.894787;
0.087020;0.999999;0.940624;0.607558;-0.968930;-0.900412;
0.087040;0.999999;0.938561;0.605766;-0.973898;-0.906037;
0.087060;0.999999;0.936318;0.603939;-0.978829;-0.911659;
0.087080;0.999999;0.933923;0.602097;-0.983723;-0.917278;
0.087100;0.999999;0.931403;0.600258;-0.988582;-0.922893;
0.087120;0.999999;0.928789;0.598441;-0.993407;-0.928503;
0.087140;0.999999;0.926109;0.596665;-0.998198;-0.934105;
0.087160;0.999999;0.923394;0.594946;-1.002957;-0.939697;
0.087180;0.999999;0.920675;0.593302;-1.007685;-0.945279;
0.087200;0.999999;0.917979;0.591747;-1.012384;-0.950847;
0.087220;0.999999;0.915336;0.590294;-1.017055;-0.956400;
0.087240;0.999999;0.912774;0.588956;-1.021699;-0.961936;
0.087260;0.999999;0.910317;0.587745;-1.026319;-0.967451;
0.087280;0.999999;0.907989;0.586669;-1.030916;-0.972944;
0.087300;0.999999;0.905814;0.585736;-1.035491;-0.978413;
0.087320;0.999999;0.903809;0.584954;-1.040047;-0.983855;
0.087340;0.999999;0.901993;0.584327;-1.044584;-0.989267;
0.087360;0.999999;0.900380;0.583858;-1.049106;-0.994648;
0.087380;1.000000;0.898983;0.583551;-1.053613;-0.999995;
0.087400;1.000000;0.897811;0.583405;-1.058107;-1.005305;
0.087420;1.000000;0.896871;0.583419;-1.062589;-1.010577;
0.087440;1.000000;0.896168;0.583592;-1.067062;-1.015809;
0.087460;1.000000;0.895704;0.583918;-1.071525;-1.020999;
0.087480;1.000000;0.895479;0.584394;-1.075981;-1.026145;
0.087500;1.000000;0.895490;0.585012;-1.080431;-1.031246;
0.087520;1.000000;0.895733;0.585764;-1.084875;-1.036300;
0.087540;1.000000;0.896201;0.586642;-1.089313;-1.041307;
0.087560;1.000000;0.896884;0.587634;-1.093748;-1.046265;
0.087580;1.000000;0.897774;0.588730;-1.098177;-1.051173;
0.087600;1.000000;0.898857;0.589916;-1.102602;-1.056031;
0.087620;1.000000;0.900119;0.591179;-1.107023;-1.060840;
0.087640;0.999999;0.901546;0.592505;-1.111438;-1.065598;
0.087660;0.999999;0.903122;0.593880;-1.115847;-1.070305;
0.087680;0.999999;0.904828;0.595286;-1.120249;-1.074963;
0.087700;0.999999;0.906646;0.596710;-1.124643;-1.079572;
0.087720;0.999999;0.908557;0.598134;-1.129027;-1.084132;
0.087740;0.999999;0.910540;0.599545;-1.133398;-1.088645;
0.087760;0.999999;0.912575;0.600925;-1.137756;-1.093111;
0.087780;0.999999;0.914641;0.602260;-1.142098;-1.097532;
0.087800;0.999999;0.916716;0.603537;-1.146421;-1.101909;
0.087820;0.999999;0.918778;0.604741;-1.150723;-1.106244;
0.087840;0.999999;0.920808;0.605861;-1.155000;-1.110538;
0.087860;0.999999;0.922785;0.606886;-1.159250;-1.114793;
0.087880;0.999999;0.924687;0.607806;-1.163469;-1.119011;
0.087900;0.999999;0.926498;0.608614;-1.167654;-1.123193;
0.087920;0.999999;0.928198;0.609303;-1.171802;-1.127341;
0.087940;0.999999;0.929772;0.609869;-1.175909;-1.131457;
0.087960;0.999999;0.931204;0.610310;-1.179972;-1.135543;
0.087980;0.999999;0.932482;0.610625;-1.183988;-1.139600;
0.088000;0.999999;0.933595;0.610814;-1.187952;-1.143629;
0.088020;0.999999;0.934533;0.610882;-1.191861;-1.147632;
0.088040;0.999999;0.935291;0.610831;-1.195713;-1.151610;
0.088060;0.999999;0.935864;0.610669;-1.199505;-1.155564;
0.088080;0.999999;0.936251;0.610403;-1.203232;-1.159495;
0.088100;0.999999;0.936452;0.610041;-1.206893;-1.163404;
0.088120;0.999999;0.936471;0.609594;-1.210485;-1.167290;
0.088140;0.999999;0.936314;0.609071;-1.214006;-1.171155;
0.088160;0.999999;0.935989;0.608485;-1.217453;-1.174998;
0.088180;0.999999;0.935507;0.607847;-1.220825;-1.178819;
0.088200;0.999999;0.934879;0.607168;-1.224121;-1.182616;
0.088220;0.999999;0.934121;0.606462;-1.227339;-1.186390;
0.088240;0.999999;0.933247;0.605738;-1.230478;-1.190139;
0.088260;0.999999;0.932275;0.605010;-1.233538;-1.193862;
0.088280;0.999999;0.931223;0.604287;-1.236519;-1.197557;
0.088300;0.999999;0.930110;0.603580;-1.239422;-1.201222;
0.088320;0.999999;0.928953;0.602898;-1.242245;-1.204855;
0.088340;0.999999;0.927773;0.602249;-1.244991;-1.208454;
0.088360;0.999999;0.926587;0.601641;-1.247660;-1.212015;
0.088380;0.999999;0.925414;0.601080;-1.250254;-1.215538;
0.088400;0.999999;0.924270;0.600572;-1.252773;-1.219017;
0.088420;0.999999;0.923170;0.600120;-1.255221;-1.222452;
0.088440;0.999999;0.922129;0.599729;-1.257599;-1.225837;
0.088460;0.999999;0.921159;0.599400;-1.259909;-1.229171;
0.088480;0.999999;0.920271;0.599135;-1.262154;-1.232450;
0.088500;0.999999;0.919474;0.598935;-1.264336;-1.235670;
0.088520;0.999999;0.918774;0.598798;-1.266457;-1.238828;
0.088540;0.999999;0.918177;0.598724;-1.268520;-1.241922;
0.088560;0.999999;0.917685;0.598712;-1.270528;-1.244948;
0.088580;0.999999;0.917300;0.598758;-1.272483;-1.247902;
0.088600;0.999999;0.917022;0.598860;-1.274388;-1.250782;
0.088620;0.999999;0.916848;0.599015;-1.276245;-1.253586;
0.088640;0.999999;0.916775;0.599219;-1.278056;-1.256310;
0.088660;0.999999;0.916800;0.599467;-1.279824;-1.258952;
0.088680;0.999999;0.916915;0.599756;-1.281549;-1.261511;
0.088700;0.999999;0.917116;0.600080;-1.283234;-1.263983;
0.088720;0.999999;0.917396;0.600433;-1.284879;-1.266368;
0.088740;0.999999;0.917747;0.600812;-1.286487;-1.268664;
0.088760;0.999999;0.918162;0.601209;-1.288057;-1.270871;
0.088780;0.999999;0.918632;0.601619;-1.289590;-1.272987;
0.088800;0.999999;0.919151;0.602037;-1.291086;-1.275011;
0.088820;0.999999;0.919710;0.602455;-1.292544;-1.276945;
0.088840;0.999999;0.920302;0.602867;-1.293965;-1.278788;
0.088860;0.999999;0.920919;0.603267;-1.295346;-1.280541;
0.088880;0.999999;0.921554;0.603649;-1.296688;-1.282204;
0.088900;0.999999;0.922199;0.604006;-1.297987;-1.283779;
0.088920;0.999999;0.922848;0.604331;-1.299242;-1.285267;
0.088940;0.999999;0.923493;0.604620;-1.300451;-1.286669;
0.088960;0.999999;0.924127;0.604865;-1.301611;-1.287989;
0.088980;0.999999;0.924745;0.605061;-1.302720;-1.289227;
0.089000;0.999999;0.925339;0.605205;-1.303774;-1.290386;
0.089020;0.999999;0.925902;0.605291;-1.304771;-1.291469;
0.089040;0.999999;0.926430;0.605316;-1.305706;-1.292478;
0.089060;0.999999;0.926915;0.605277;-1.306578;-1.293416;
0.089080;0.999999;0.927352;0.605174;-1.307381;-1.294285;
0.089100;0.999999;0.927735;0.605004;-1.308113;-1.295090;
0.089120;0.999999;0.928060;0.604768;-1.308771;-1.295831;
0.089140;0.999999;0.928322;0.604468;-1.309351;-1.296513;
0.089160;0.999999;0.928517;0.604106;-1.309849;-1.297138;
0.089180;0.999999;0.928642;0.603686;-1.310263;-1.297709;
0.089200;0.999999;0.928694;0.603211;-1.310590;-1.298228;
0.089220;0.999999;0.928672;0.602689;-1.310828;-1.298698;
0.089240;0.999999;0.928576;0.602125;-1.310973;-1.299121;
0.089260;0.999999;0.928407;0.601526;-1.311024;-1.299498;
0.089280;0.999999;0.928166;0.600902;-1.310979;-1.299833;
0.089300;0.999999;0.927856;0.600259;-1.310838;-1.300127;
0.089320;0.999999;0.927482;0.599607;-1.310598;-1.300380;
0.089340;0.999999;0.927049;0.598956;-1.310260;-1.300594;
0.089360;0.999999;0.926564;0.598313;-1.309824;-1.300770;
0.089380;0.999999;0.926034;0.597689;-1.309290;-1.300909;
0.089400;0.999999;0.925469;0.597092;-1.308658;-1.301010;
0.089420;0.999999;0.924876;0.596529;-1.307931;-1.301075;
0.089440;0.999999;0.924267;0.596008;-1.307110;-1.301101;
0.089460;0.999999;0.923650;0.595536;-1.306198;-1.301090;
0.089480;0.999999;0.923038;0.595118;-1.305196;-1.301039;
0.089500;0.999999;0.922439;0.594759;-1.304109;-1.300949;
0.089520;0.999999;0.921864;0.594461;-1.302939;-1.300818;
0.089540;0.999999;0.921323;0.594228;-1.301690;-1.300644;
0.089560;0.999999;0.920822;0.594059;-1.300366;-1.300426;
0.089580;0.999999;0.920370;0.593955;-1.298972;-1.300162;
0.089600;0.999999;0.919974;0.593913;-1.297512;-1.299851;
0.089620;0.999999;0.919636;0.593932;-1.295992;-1.299490;
0.089640;0.999999;0.919362;0.594007;-1.294415;-1.299078;
0.089660;0.999999;0.919151;0.594133;-1.292787;-1.298612;
0.089680;1.000000;0.919004;0.594305;-1.291113;-1.298090;
0.089700;1.000000;0.918920;0.594517;-1.289397;-1.297511;
0.089720;1.000000;0.918893;0.594762;-1.287646;-1.296873;
0.089740;1.000000;0.918920;0.595031;-1.285863;-1.296174;
0.089760;1.000000;0.918993;0.595318;-1.284054;-1.295413;
0.089780;1.000000;0.919104;0.595615;-1.282222;-1.294587;
0.089800;1.000000;0.919246;0.595913;-1.280372;-1.293696;
0.089820;1.000000;0.919408;0.596206;-1.278507;-1.292739;
0.089840;1.000000;0.919579;0.596485;-1.276632;-1.291715;
0.089860;1.000000;0.919749;0.596743;-1.274749;-1.290624;
0.089880;1.000000;0.919908;0.596974;-1.272860;-1.289465;
0.089900;1.000000;0.920045;0.597171;-1.270969;-1.288239;
0.089920;1.000000;0.920150;0.597329;-1.269077;-1.286945;
0.089940;1.000000;0.920213;0.597443;-1.267185;-1.285585;
0.089960;1.000000;0.920225;0.597509;-1.265294;-1.284161;
0.089980;1.000000;0.920180;0.597522;-1.263404;-1.282672;
0.090000;1.000000;0.920070;0.597481;-1.261515;-1.281120;
0.090020;1.000000;0.919891;0.597383;-1.259627;-1.279509;
0.090040;1.000000;0.919638;0.597227;-1.257738;-1.277839;
0.090060;1.000000;0.919308;0.597011;-1.255846;-1.276114;
0.090080;1.000000;0.918902;0.596738;-1.253950;-1.274335;
0.090100;1.000000;0.918418;0.596406;-1.252046;-1.272506;
0.090120;1.000000;0.917859;0.596019;-1.250133;-1.270630;
0.090140;1.000000;0.917227;0.595577;-1.248206;-1.268711;
0.090160;1.000000;0.916525;0.595086;-1.246263;-1.266750;
0.090180;1.000000;0.915760;0.594548;-1.244299;-1.264753;
0.090200;1.000000;0.914936;0.593967;-1.242311;-1.262722;
0.090220;1.000000;0.914060;0.593350;-1.240294;-1.260660;
0.090240;1.000000;0.913140;0.592703;-1.238245;-1.258572;
0.090260;1.000000;0.912183;0.592031;-1.236158;-1.256460;
0.090280;1.000000;0.911199;0.591343;-1.234030;-1.254328;
0.090300;1.000000;0.910196;0.590646;-1.231857;-1.252178;
0.090320;1.000000;0.909183;0.589950;-1.229635;-1.250014;
0.090340;1.000000;0.908170;0.589262;-1.227359;-1.247839;
0.090360;1.000000;0.907166;0.588593;-1.225026;-1.245654;
0.090380;1.000000;0.906182;0.587953;-1.222633;-1.243462;
0.090400;1.000000;0.905228;0.587352;-1.220176;-1.241264;
0.090420;1.000000;0.904314;0.586800;-1.217654;-1.239063;
0.090440;1.000000;0.903450;0.586309;-1.215063;-1.236859;
0.090460;1.000000;0.902646;0.585887;-1.212402;-1.234652;
0.090480;1.000000;0.901913;0.585547;-1.209670;-1.232444;
0.090500;1.000000;0.901262;0.585297;-1.206865;-1.230234;
0.090520;1.000000;0.900701;0.585146;-1.203987;-1.228022;
0.090540;1.000000;0.900242;0.585103;-1.201036;-1.225807;
0.090560;1.000000;0.899894;0.585176;-1.198012;-1.223588;
0.090580;1.000000;0.899667;0.585370;-1.194918;-1.221362;
0.090600;1.000000;0.899568;0.585692;-1.191753;-1.219129;
0.090620;1.000000;0.899607;0.586144;-1.188521;-1.216886;
0.090640;1.000000;0.899790;0.586729;-1.185223;-1.214630;
0.090660;1.000000;0.900124;0.587448;-1.181863;-1.212358;
0.090680;1.000000;0.900614;0.588299;-1.178443;-1.210067;
0.090700;1.000000;0.901263;0.589280;-1.174967;-1.207753;
0.090720;1.000000;0.902074;0.590386;-1.171440;-1.205414;
0.090740;1.000000;0.903047;0.591610;-1.167865;-1.203045;
0.090760;1.000000;0.904180;0.592945;-1.164246;-1.200642;
0.090780;1.000000;0.905469;0.594380;-1.160587;-1.198201;
0.090800;1.000000;0.906910;0.595904;-1.156895;-1.195719;
0.090820;1.000000;0.908493;0.597503;-1.153172;-1.193191;
0.090840;1.000000;0.910209;0.599164;-1.149423;-1.190613;
0.090860;1.000000;0.912046;0.600872;-1.145654;-1.187982;
0.090880;1.000000;0.913988;0.602609;-1.141867;-1.185293;
0.090900;1.000000;0.916021;0.604360;-1.138068;-1.182544;
0.090920;1.000000;0.918126;0.606106;-1.134259;-1.179731;
0.090940;1.000000;0.920282;0.607829;-1.130445;-1.176851;
0.090960;1.000000;0.922470;0.609513;-1.126629;-1.173901;
0.090980;1.000000;0.924666;0.611140;-1.122813;-1.170879;
0.091000;1.000000;0.926849;0.612693;-1.118999;-1.167783;
0.091020;1.000000;0.928996;0.614156;-1.115189;-1.164611;
0.091040;1.000000;0.931082;0.615513;-1.111385;-1.161361;
0.091060;1.000000;0.933086;0.616751;-1.107588;-1.158034;
0.091080;0.999999;0.934984;0.617856;-1.103796;-1.154629;
0.091100;0.999999;0.936757;0.618817;-1.100011;-1.151145;
0.091120;0.999999;0.938384;0.619625;-1.096230;-1.147583;
0.091140;0.999999;0.939846;0.620271;-1.092453;-1.143943;
0.091160;0.999999;0.941128;0.620749;-1.088676;-1.140227;
0.091180;0.999999;0.942214;0.621054;-1.084899;-1.136437;
0.091200;0.999999;0.943094;0.621183;-1.081117;-1.132574;
0.091220;0.999999;0.943758;0.621136;-1.077326;-1.128641;
0.091240;0.999999;0.944197;0.620914;-1.073523;-1.124640;
0.091260;0.999999;0.944409;0.620518;-1.069702;-1.120574;
0.091280;0.999999;0.944392;0.619954;-1.065860;-1.116445;
0.091300;0.999999;0.944146;0.619228;-1.061990;-1.112259;
0.091320;0.999999;0.943676;0.618346;-1.058087;-1.108017;
0.091340;0.999999;0.942987;0.617319;-1.054145;-1.103723;
0.091360;0.999999;0.942089;0.616156;-1.050159;-1.099382;
0.091380;0.999999;0.940992;0.614870;-1.046122;-1.094995;
0.091400;0.999999;0.939709;0.613473;-1.042028;-1.090569;
0.091420;0.999999;0.938257;0.611980;-1.037871;-1.086104;
0.091440;0.999999;0.936651;0.610406;-1.033647;-1.081606;
0.091460;0.999999;0.934910;0.608766;-1.029347;-1.077077;
0.091480;0.999999;0.933055;0.607076;-1.024968;-1.072521;
0.091500;0.999999;0.931106;0.605354;-1.020505;-1.067939;
0.091520;0.999999;0.929085;0.603617;-1.015951;-1.063335;
0.091540;0.999999;0.927014;0.601883;-1.011304;-1.058711;
0.091560;0.999999;0.924918;0.600169;-1.006558;-1.054068;
0.091580;0.999999;0.922818;0.598493;-1.001711;-1.049408;
0.091600;0.999999;0.920739;0.596873;-0.996760;-1.044731;
0.091620;0.999999;0.918703;0.595325;-0.991702;-1.040039;
0.091640;0.999999;0.916733;0.593866;-0.986536;-1.035332;
0.091660;0.999999;0.914851;0.592511;-0.981260;-1.030608;
0.091680;0.999999;0.913079;0.591277;-0.975875;-1.025868;
0.091700;0.999999;0.911437;0.590176;-0.970379;-1.021110;
0.091720;0.999999;0.909944;0.589220;-0.964775;-1.016332;
0.091740;1.000000;0.908618;0.588422;-0.959063;-1.011532;
0.091760;1.000000;0.907476;0.587791;-0.953247;-1.006709;
0.091780;1.000000;0.906533;0.587334;-0.947327;-1.001858;
0.091800;1.000000;0.905801;0.587058;-0.941308;-0.996977;
0.091820;1.000000;0.905291;0.586967;-0.935194;-0.992062;
0.091840;1.000000;0.905014;0.587062;-0.928988;-0.987109;
0.091860;1.000000;0.904974;0.587343;-0.922695;-0.982115;
0.091880;1.000000;0.905177;0.587809;-0.916321;-0.977074;
0.091900;1.000000;0.905623;0.588454;-0.909871;-0.971983;
0.091920;1.000000;0.906313;0.589271;-0.903351;-0.966838;
0.091940;1.000000;0.907242;0.590251;-0.896766;-0.961633;
0.091960;1.000000;0.908404;0.591383;-0.890123;-0.956364;
0.091980;1.000000;0.909790;0.592654;-0.883428;-0.951027;
0.092000;1.000000;0.911387;0.594048;-0.876687;-0.945617;
0.092020;1.000000;0.913180;0.595549;-0.869906;-0.940131;
0.092040;1.000000;0.915152;0.597137;-0.863091;-0.934563;
0.092060;1.000000;0.917284;0.598793;-0.856249;-0.928912;
0.092080;1.000000;0.919551;0.600496;-0.849384;-0.923173;
0.092100;1.000000;0.921931;0.602224;-0.842502;-0.917344;
0.092120;0.999999;0.924396;0.603954;-0.835608;-0.911422;
0.092140;0.999999;0.926919;0.605663;-0.828707;-0.905405;
0.092160;0.999999;0.929470;0.607330;-0.821803;-0.899291;
0.092180;0.999999;0.932018;0.608931;-0.814899;-0.893080;
0.092200;0.999999;0.934533;0.610445;-0.807999;-0.886770;
0.092220;0.999999;0.936985;0.611850;-0.801104;-0.880362;
0.092240;0.999999;0.939341;0.613127;-0.794218;-0.873857;
0.092260;0.999999;0.941573;0.614257;-0.787342;-0.867254;
0.092280;0.999999;0.943650;0.615224;-0.780476;-0.860558;
0.092300;0.999999;0.945544;0.616012;-0.773621;-0.853768;
0.092320;0.999999;0.947230;0.616609;-0.766776;-0.846889;
0.092340;0.999999;0.948684;0.617004;-0.759941;-0.839923;
0.092360;0.999999;0.949883;0.617189;-0.753114;-0.832875;
0.092380;0.999999;0.950808;0.617157;-0.746293;-0.825748;
0.092400;1.000000;0.951444;0.616905;-0.739476;-0.818547;
0.092420;1.000000;0.951776;0.616432;-0.732660;-0.811278;
0.092440;1.000000;0.951796;0.615739;-0.725842;-0.803946;
0.092460;1.000000;0.951496;0.614831;-0.719017;-0.796557;
0.092480;1.000000;0.950873;0.613714;-0.712184;-0.789116;
0.092500;1.000000;0.949929;0.612396;-0.705336;-0.781631;
0.092520;1.000000;0.948666;0.610888;-0.698470;-0.774107;
0.092540;1.000000;0.947093;0.609202;-0.691582;-0.766550;
0.092560;1.000000;0.945220;0.607355;-0.684667;-0.758969;
0.092580;1.000000;0.943062;0.605362;-0.677721;-0.751368;
0.092600;1.000000;0.940635;0.603242;-0.670739;-0.743754;
0.092620;1.000000;0.937961;0.601014;-0.663717;-0.736134;
0.092640;1.000000;0.935063;0.598698;-0.656651;-0.728513;
0.092660;1.000000;0.931965;0.596317;-0.649538;-0.720898;
0.092680;1.000000;0.928696;0.593894;-0.642373;-0.713294;
0.092700;1.000000;0.925286;0.591451;-0.635155;-0.705705;
0.092720;1.000000;0.921766;0.589011;-0.627880;-0.698138;
0.092740;1.000000;0.918169;0.586600;-0.620545;-0.690595;
0.092760;1.000000;0.914528;0.584239;-0.613150;-0.683082;
0.092780;1.000000;0.910880;0.581953;-0.605694;-0.675601;
0.092800;1.000000;0.907257;0.579764;-0.598174;-0.668154;
0.092820;1.000000;0.903696;0.577695;-0.590592;-0.660745;
0.092840;1.000000;0.900230;0.575767;-0.582948;-0.653375;
0.092860;1.000000;0.896894;0.574000;-0.575243;-0.646045;
0.092880;1.000000;0.893721;0.572413;-0.567478;-0.638755;
0.092900;1.000000;0.890742;0.571024;-0.559656;-0.631506;
0.092920;1.000000;0.887987;0.569848;-0.551780;-0.624297;
0.092940;1.000000;0.885483;0.568899;-0.543852;-0.617126;
0.092960;1.000000;0.883257;0.568189;-0.535877;-0.609993;
0.092980;1.000000;0.881332;0.567729;-0.527858;-0.602895;
0.093000;1.000000;0.879728;0.567525;-0.519801;-0.595829;
0.093020;1.000000;0.878463;0.567582;-0.511709;-0.588792;
0.093040;1.000000;0.877549;0.567904;-0.503590;-0.581781;
0.093060;1.000000;0.877000;0.568490;-0.495447;-0.574792;
0.093080;1.000000;0.876820;0.569337;-0.487287;-0.567821;
0.093100;1.000000;0.877014;0.570441;-0.479116;-0.560864;
0.093120;1.000000;0.877582;0.571793;-0.470940;-0.553916;
0.093140;1.000000;0.878519;0.573382;-0.462764;-0.546973;
0.093160;1.000000;0.879818;0.575195;-0.454595;-0.540029;
0.093180;1.000000;0.881466;0.577217;-0.446438;-0.533080;
0.093200;1.000000;0.883450;0.579429;-0.438300;-0.526122;
0.093220;1.000000;0.885749;0.581812;-0.430185;-0.519149;
0.093240;1.000000;0.888341;0.584342;-0.422099;-0.512157;
0.093260;1.000000;0.891202;0.586996;-0.414047;-0.505142;
0.093280;1.000000;0.894302;0.589748;-0.406032;-0.498100;
0.093300;1.000000;0.897611;0.592571;-0.398060;-0.491026;
0.093320;1.000000;0.901096;0.595437;-0.390134;-0.483918;
0.093340;1.000000;0.904721;0.598319;-0.382256;-0.476771;
0.093360;1.000000;0.908450;0.601186;-0.374429;-0.469584;
0.093380;1.000000;0.912245;0.604010;-0.366655;-0.462354;
0.093400;1.000000;0.916066;0.606763;-0.358935;-0.455078;
0.093420;1.000000;0.919876;0.609416;-0.351271;-0.447757;
0.093440;1.000000;0.923635;0.611944;-0.343661;-0.440387;
0.093460;1.000000;0.927304;0.614321;-0.336106;-0.432970;
0.093480;1.000000;0.930847;0.616522;-0.328605;-0.425505;
0.093500;1.000000;0.934227;0.618527;-0.321155;-0.417992;
0.093520;1.000000;0.937410;0.620316;-0.313755;-0.410432;
0.093540;1.000000;0.940364;0.621871;-0.306402;-0.402827;
0.093560;1.000000;0.943059;0.623179;-0.299092;-0.395178;
