time;SM_generator_omegaPu;SM_generator_PGenPu;SM_generator_UPu;SM_generator_efdPu;
0.000000;1.000000;19.979030;1.000014;2.420747;
0.000001;1.000000;19.979030;1.000014;2.420747;
0.000002;1.000000;19.979030;1.000014;2.420747;
0.000004;1.000000;19.979030;1.000014;2.420747;
0.000008;1.000000;19.979030;1.000014;2.420747;
0.000016;1.000000;19.979030;1.000014;2.420747;
0.000032;1.000000;19.979030;1.000014;2.420747;
0.000064;1.000000;19.979030;1.000014;2.420747;
0.000128;1.000000;19.979030;1.000014;2.420747;
0.000256;1.000000;19.979031;1.000014;2.420747;
0.000512;1.000000;19.979032;1.000014;2.420747;
0.001024;1.000000;19.979035;1.000014;2.420747;
0.002048;1.000000;19.979040;1.000014;2.420747;
0.004096;1.000000;19.979049;1.000015;2.420747;
0.008192;1.000000;19.979068;1.000015;2.420747;
0.016384;1.000000;19.979100;1.000016;2.420746;
0.032768;1.000000;19.979157;1.000016;2.420737;
0.065536;1.000000;19.979261;1.000017;2.420680;
0.098304;1.000000;19.979372;1.000016;2.420548;
0.163840;1.000001;19.979599;1.000013;2.420220;
0.216508;1.000001;19.979767;1.000010;2.419966;
0.269176;1.000001;19.979905;1.000006;2.419766;
0.321844;1.000001;19.980015;1.000001;2.419632;
0.427180;1.000001;19.980159;0.999993;2.419659;
0.532516;1.000000;19.980267;0.999986;2.419996;
0.636146;1.000000;19.980357;0.999985;2.420511;
0.739775;1.000000;19.980415;0.999987;2.421056;
0.843404;1.000000;19.980412;0.999993;2.421482;
1.000000;0.999999;19.980285;1.000003;2.421755;
1.000000;0.999999;2.300840;0.496326;2.421755;
1.000001;1.000000;2.300841;0.496323;2.421755;
1.000002;1.000000;2.300840;0.496320;2.421755;
1.000004;1.000000;2.300838;0.496313;2.421755;
1.000008;1.000000;2.300835;0.496301;2.421755;
1.000016;1.000001;2.300828;0.496275;2.421755;
1.000032;1.000003;2.300815;0.496224;2.421755;
1.000064;1.000007;2.300788;0.496121;2.421755;
1.000128;1.000014;2.300736;0.495917;2.421755;
1.000256;1.000028;2.300633;0.495509;2.421755;
1.000512;1.000056;2.300440;0.494700;2.421755;
1.001024;1.000113;2.300095;0.493102;2.421757;
1.001536;1.000170;2.299807;0.491532;2.421760;
1.002048;1.000227;2.299574;0.489989;2.421769;
1.002560;1.000284;2.299393;0.488473;2.421784;
1.003072;1.000341;2.299265;0.486983;2.421810;
1.003584;1.000398;2.299187;0.485520;2.421851;
1.004096;1.000455;2.299159;0.484081;2.421912;
1.004608;1.000512;2.299179;0.482668;2.421998;
1.005120;1.000569;2.299246;0.481278;2.422115;
1.005632;1.000626;2.299359;0.479913;2.422269;
1.006144;1.000683;2.299517;0.478572;2.422467;
1.006656;1.000740;2.299718;0.477254;2.422716;
1.007168;1.000797;2.299962;0.475958;2.423023;
1.007680;1.000854;2.300247;0.474685;2.423398;
1.008192;1.000911;2.300573;0.473433;2.423847;
1.008704;1.000968;2.300938;0.472203;2.424379;
1.009728;1.001082;2.301781;0.469806;2.425739;
1.010752;1.001196;2.302771;0.467490;2.427543;
1.011776;1.001310;2.303901;0.465252;2.429862;
1.012800;1.001424;2.305163;0.463090;2.432771;
1.013824;1.001538;2.306553;0.461000;2.436347;
1.014848;1.001652;2.308063;0.458981;2.440668;
1.016896;1.001880;2.311419;0.455140;2.451956;
1.018944;1.002109;2.315195;0.451549;2.467179;
1.020992;1.002337;2.319356;0.448190;2.486911;
1.023040;1.002565;2.323870;0.445049;2.511717;
1.023498;1.002616;2.324925;0.444373;2.518034;
1.023499;1.002616;2.324927;0.444372;2.518048;
1.023500;1.002616;2.324929;0.444370;2.518062;
1.023502;1.002616;2.324934;0.444367;2.518090;
1.023506;1.002617;2.324943;0.444362;2.518146;
1.023514;1.002617;2.324962;0.444350;2.518257;
1.023530;1.002619;2.324999;0.444327;2.518481;
