time;EmtTfoYY_circuit_vPrimA;EmtTfoYY_circuit_vSecA;EmtTfoYY_circuit_iPrimA;EmtTfoYY_circuit_iSecA;
0.028740;-1.303998;-0.643918;-0.321959;0.643918;
0.028750;-1.305711;-0.644825;-0.322412;0.644825;
0.028760;-1.307411;-0.645725;-0.322862;0.645725;
0.028770;-1.309099;-0.646618;-0.323309;0.646618;
0.028780;-1.310773;-0.647505;-0.323753;0.647505;
0.028790;-1.312435;-0.648386;-0.324193;0.648386;
0.028800;-1.314083;-0.649261;-0.324630;0.649261;
0.028810;-1.315719;-0.650128;-0.325064;0.650128;
0.028820;-1.317341;-0.650990;-0.325495;0.650990;
0.028830;-1.318951;-0.651845;-0.325923;0.651845;
0.028840;-1.320547;-0.652694;-0.326347;0.652694;
0.028850;-1.322131;-0.653536;-0.326768;0.653536;
0.028860;-1.323701;-0.654372;-0.327186;0.654372;
0.028870;-1.325259;-0.655201;-0.327601;0.655201;
0.028880;-1.326803;-0.656024;-0.328012;0.656024;
0.028890;-1.328334;-0.656841;-0.328420;0.656841;
0.028900;-1.329852;-0.657651;-0.328825;0.657651;
0.028910;-1.331357;-0.658454;-0.329227;0.658454;
0.028920;-1.332849;-0.659251;-0.329625;0.659251;
0.028930;-1.334328;-0.660041;-0.330021;0.660041;
0.028940;-1.335793;-0.660825;-0.330413;0.660825;
0.028950;-1.337246;-0.661603;-0.330801;0.661603;
0.028960;-1.338685;-0.662374;-0.331187;0.662374;
0.028970;-1.340111;-0.663138;-0.331569;0.663138;
0.028980;-1.341523;-0.663896;-0.331948;0.663896;
0.028990;-1.342923;-0.664647;-0.332323;0.664647;
0.029000;-1.344309;-0.665392;-0.332696;0.665392;
0.029010;-1.345682;-0.666130;-0.333065;0.666130;
0.029020;-1.347041;-0.666861;-0.333431;0.666861;
0.029030;-1.348388;-0.667586;-0.333793;0.667586;
0.029040;-1.349721;-0.668305;-0.334152;0.668305;
0.029050;-1.351041;-0.669016;-0.334508;0.669016;
0.029060;-1.352347;-0.669721;-0.334861;0.669721;
0.029070;-1.353640;-0.670420;-0.335210;0.670420;
0.029080;-1.354920;-0.671112;-0.335556;0.671112;
0.029090;-1.356186;-0.671797;-0.335899;0.671797;
0.029100;-1.357439;-0.672476;-0.336238;0.672476;
0.029110;-1.358678;-0.673148;-0.336574;0.673148;
0.029120;-1.359905;-0.673813;-0.336907;0.673813;
0.029130;-1.361117;-0.674472;-0.337236;0.674472;
0.029140;-1.362317;-0.675124;-0.337562;0.675124;
0.029150;-1.363502;-0.675770;-0.337885;0.675770;
0.029160;-1.364675;-0.676408;-0.338204;0.676408;
0.029170;-1.365834;-0.677041;-0.338520;0.677041;
0.029180;-1.366979;-0.677666;-0.338833;0.677666;
0.029190;-1.368111;-0.678285;-0.339142;0.678285;
0.029200;-1.369229;-0.678897;-0.339448;0.678897;
0.029210;-1.370334;-0.679502;-0.339751;0.679502;
0.029220;-1.371426;-0.680101;-0.340050;0.680101;
0.029230;-1.372503;-0.680692;-0.340346;0.680692;
0.029240;-1.373568;-0.681278;-0.340639;0.681278;
0.029250;-1.374618;-0.681856;-0.340928;0.681856;
0.029260;-1.375656;-0.682428;-0.341214;0.682428;
0.029270;-1.376679;-0.682993;-0.341496;0.682993;
0.029280;-1.377689;-0.683551;-0.341776;0.683551;
0.029290;-1.378686;-0.684103;-0.342051;0.684103;
0.029300;-1.379668;-0.684647;-0.342324;0.684647;
0.029310;-1.380638;-0.685185;-0.342593;0.685185;
0.029320;-1.381593;-0.685717;-0.342858;0.685717;
0.029330;-1.382535;-0.686241;-0.343121;0.686241;
0.029340;-1.383463;-0.686759;-0.343379;0.686759;
0.029350;-1.384378;-0.687270;-0.343635;0.687270;
0.029360;-1.385279;-0.687774;-0.343887;0.687774;
0.029370;-1.386166;-0.688271;-0.344136;0.688271;
0.029380;-1.387040;-0.688762;-0.344381;0.688762;
0.029390;-1.387900;-0.689245;-0.344623;0.689245;
0.029400;-1.388746;-0.689722;-0.344861;0.689722;
0.029410;-1.389578;-0.690193;-0.345096;0.690193;
0.029420;-1.390397;-0.690656;-0.345328;0.690656;
0.029430;-1.391202;-0.691112;-0.345556;0.691112;
0.029440;-1.391994;-0.691562;-0.345781;0.691562;
0.029450;-1.392771;-0.692005;-0.346002;0.692005;
0.029460;-1.393535;-0.692441;-0.346221;0.692441;
0.029470;-1.394285;-0.692870;-0.346435;0.692870;
0.029480;-1.395022;-0.693293;-0.346646;0.693293;
0.029490;-1.395744;-0.693708;-0.346854;0.693708;
0.029500;-1.396453;-0.694117;-0.347058;0.694117;
0.029510;-1.397148;-0.694519;-0.347259;0.694519;
0.029520;-1.397829;-0.694914;-0.347457;0.694914;
0.029530;-1.398497;-0.695302;-0.347651;0.695302;
0.029540;-1.399150;-0.695683;-0.347841;0.695683;
0.029550;-1.399790;-0.696057;-0.348029;0.696057;
0.029560;-1.400416;-0.696425;-0.348212;0.696425;
0.029570;-1.401028;-0.696786;-0.348393;0.696786;
0.029580;-1.401627;-0.697139;-0.348570;0.697139;
0.029590;-1.402211;-0.697486;-0.348743;0.697486;
0.029600;-1.402782;-0.697826;-0.348913;0.697826;
0.029610;-1.403339;-0.698159;-0.349080;0.698159;
0.029620;-1.403882;-0.698486;-0.349243;0.698486;
0.029630;-1.404411;-0.698805;-0.349402;0.698805;
0.029640;-1.404926;-0.699117;-0.349559;0.699117;
0.029650;-1.405428;-0.699423;-0.349711;0.699423;
0.029660;-1.405915;-0.699721;-0.349861;0.699721;
0.029670;-1.406389;-0.700013;-0.350007;0.700013;
0.029680;-1.406849;-0.700298;-0.350149;0.700298;
0.029690;-1.407294;-0.700576;-0.350288;0.700576;
0.029700;-1.407726;-0.700847;-0.350423;0.700847;
0.029710;-1.408145;-0.701111;-0.350555;0.701111;
0.029720;-1.408549;-0.701368;-0.350684;0.701368;
0.029730;-1.408939;-0.701618;-0.350809;0.701618;
0.029740;-1.409315;-0.701862;-0.350931;0.701862;
0.029750;-1.409678;-0.702098;-0.351049;0.702098;
0.029760;-1.410027;-0.702327;-0.351164;0.702327;
0.029770;-1.410361;-0.702550;-0.351275;0.702550;
0.029780;-1.410682;-0.702766;-0.351383;0.702766;
0.029790;-1.410989;-0.702974;-0.351487;0.702974;
0.029800;-1.411282;-0.703176;-0.351588;0.703176;
0.029810;-1.411561;-0.703371;-0.351685;0.703371;
0.029820;-1.411826;-0.703559;-0.351779;0.703559;
0.029830;-1.412077;-0.703739;-0.351870;0.703739;
0.029840;-1.412314;-0.703913;-0.351957;0.703913;
0.029850;-1.412537;-0.704080;-0.352040;0.704080;
0.029860;-1.412747;-0.704240;-0.352120;0.704240;
0.029870;-1.412942;-0.704394;-0.352197;0.704394;
0.029880;-1.413123;-0.704540;-0.352270;0.704540;
0.029890;-1.413291;-0.704679;-0.352339;0.704679;
0.029900;-1.413444;-0.704811;-0.352406;0.704811;
0.029910;-1.413584;-0.704936;-0.352468;0.704936;
0.029920;-1.413709;-0.705055;-0.352527;0.705055;
0.029930;-1.413821;-0.705166;-0.352583;0.705166;
0.029940;-1.413919;-0.705270;-0.352635;0.705270;
0.029950;-1.414002;-0.705368;-0.352684;0.705368;
0.029960;-1.414072;-0.705458;-0.352729;0.705458;
0.029970;-1.414128;-0.705542;-0.352771;0.705542;
0.029980;-1.414170;-0.705618;-0.352809;0.705618;
0.029990;-1.414198;-0.705688;-0.352844;0.705688;
0.030000;-1.414212;-0.705751;-0.352875;0.705751;
0.030010;-1.414212;-0.705806;-0.352903;0.705806;
0.030020;-1.414198;-0.705855;-0.352927;0.705855;
0.030030;-1.414170;-0.705897;-0.352948;0.705897;
0.030040;-1.414128;-0.705931;-0.352966;0.705931;
0.030050;-1.414072;-0.705959;-0.352980;0.705959;
0.030060;-1.414002;-0.705980;-0.352990;0.705980;
0.030070;-1.413919;-0.705994;-0.352997;0.705994;
0.030080;-1.413821;-0.706001;-0.353000;0.706001;
0.030090;-1.413709;-0.706001;-0.353000;0.706001;
0.030100;-1.413584;-0.705994;-0.352997;0.705994;
0.030110;-1.413444;-0.705980;-0.352990;0.705980;
0.030120;-1.413291;-0.705959;-0.352979;0.705959;
0.030130;-1.413123;-0.705931;-0.352965;0.705931;
0.030140;-1.412942;-0.705896;-0.352948;0.705896;
0.030150;-1.412747;-0.705854;-0.352927;0.705854;
0.030160;-1.412537;-0.705805;-0.352903;0.705805;
0.030170;-1.412314;-0.705749;-0.352875;0.705749;
0.030180;-1.412077;-0.705686;-0.352843;0.705686;
0.030190;-1.411826;-0.705617;-0.352808;0.705617;
0.030200;-1.411561;-0.705540;-0.352770;0.705540;
0.030210;-1.411282;-0.705456;-0.352728;0.705456;
0.030220;-1.410989;-0.705366;-0.352683;0.705366;
0.030230;-1.410682;-0.705268;-0.352634;0.705268;
0.030240;-1.410361;-0.705163;-0.352582;0.705163;
0.030250;-1.410027;-0.705052;-0.352526;0.705052;
0.030260;-1.409678;-0.704933;-0.352467;0.704933;
0.030270;-1.409315;-0.704808;-0.352404;0.704808;
0.030280;-1.408939;-0.704676;-0.352338;0.704676;
0.030290;-1.408549;-0.704536;-0.352268;0.704536;
0.030300;-1.408145;-0.704390;-0.352195;0.704390;
0.030310;-1.407726;-0.704237;-0.352118;0.704237;
0.030320;-1.407294;-0.704077;-0.352038;0.704077;
0.030330;-1.406849;-0.703909;-0.351955;0.703909;
0.030340;-1.406389;-0.703735;-0.351868;0.703735;
0.030350;-1.405915;-0.703554;-0.351777;0.703554;
0.030360;-1.405428;-0.703366;-0.351683;0.703366;
0.030370;-1.404926;-0.703171;-0.351586;0.703171;
0.030380;-1.404411;-0.702969;-0.351485;0.702969;
0.030390;-1.403882;-0.702761;-0.351380;0.702761;
0.030400;-1.403339;-0.702545;-0.351272;0.702545;
0.030410;-1.402782;-0.702322;-0.351161;0.702322;
0.030420;-1.402211;-0.702093;-0.351046;0.702093;
0.030430;-1.401627;-0.701856;-0.350928;0.701856;
0.030440;-1.401028;-0.701613;-0.350806;0.701613;
0.030450;-1.400416;-0.701362;-0.350681;0.701362;
0.030460;-1.399790;-0.701105;-0.350552;0.701105;
0.030470;-1.399150;-0.700841;-0.350420;0.700841;
0.030480;-1.398497;-0.700570;-0.350285;0.700570;
0.030490;-1.397829;-0.700291;-0.350146;0.700291;
0.030500;-1.397148;-0.700006;-0.350003;0.700006;
0.030510;-1.396453;-0.699715;-0.349857;0.699715;
0.030520;-1.395744;-0.699416;-0.349708;0.699416;
0.030530;-1.395022;-0.699110;-0.349555;0.699110;
0.030540;-1.394285;-0.698798;-0.349399;0.698798;
0.030550;-1.393535;-0.698478;-0.349239;0.698478;
0.030560;-1.392771;-0.698152;-0.349076;0.698152;
0.030570;-1.391994;-0.697818;-0.348909;0.697818;
0.030580;-1.391202;-0.697478;-0.348739;0.697478;
0.030590;-1.390397;-0.697131;-0.348566;0.697131;
0.030600;-1.389578;-0.696777;-0.348389;0.696777;
0.030610;-1.388746;-0.696416;-0.348208;0.696416;
0.030620;-1.387900;-0.696049;-0.348024;0.696049;
0.030630;-1.387040;-0.695674;-0.347837;0.695674;
0.030640;-1.386166;-0.695293;-0.347646;0.695293;
0.030650;-1.385279;-0.694904;-0.347452;0.694904;
0.030660;-1.384378;-0.694509;-0.347255;0.694509;
0.030670;-1.383463;-0.694107;-0.347054;0.694107;
0.030680;-1.382535;-0.693699;-0.346849;0.693699;
0.030690;-1.381593;-0.693283;-0.346641;0.693283;
0.030700;-1.380638;-0.692860;-0.346430;0.692860;
0.030710;-1.379668;-0.692431;-0.346215;0.692431;
0.030720;-1.378686;-0.691995;-0.345997;0.691995;
0.030730;-1.377689;-0.691552;-0.345776;0.691552;
0.030740;-1.376679;-0.691102;-0.345551;0.691102;
0.030750;-1.375656;-0.690645;-0.345323;0.690645;
0.030760;-1.374618;-0.690182;-0.345091;0.690182;
0.030770;-1.373568;-0.689711;-0.344856;0.689711;
0.030780;-1.372503;-0.689234;-0.344617;0.689234;
0.030790;-1.371426;-0.688750;-0.344375;0.688750;
0.030800;-1.370334;-0.688260;-0.344130;0.688260;
0.030810;-1.369229;-0.687762;-0.343881;0.687762;
0.030820;-1.368111;-0.687258;-0.343629;0.687258;
0.030830;-1.366979;-0.686747;-0.343373;0.686747;
0.030840;-1.365834;-0.686229;-0.343114;0.686229;
0.030850;-1.364675;-0.685704;-0.342852;0.685704;
0.030860;-1.363502;-0.685173;-0.342586;0.685173;
0.030870;-1.362317;-0.684635;-0.342317;0.684635;
0.030880;-1.361117;-0.684090;-0.342045;0.684090;
0.030890;-1.359905;-0.683538;-0.341769;0.683538;
0.030900;-1.358678;-0.682980;-0.341490;0.682980;
0.030910;-1.357439;-0.682415;-0.341207;0.682415;
0.030920;-1.356186;-0.681843;-0.340921;0.681843;
0.030930;-1.354920;-0.681264;-0.340632;0.681264;
0.030940;-1.353640;-0.680679;-0.340339;0.680679;
0.030950;-1.352347;-0.680087;-0.340043;0.680087;
0.030960;-1.351041;-0.679488;-0.339744;0.679488;
0.030970;-1.349721;-0.678882;-0.339441;0.678882;
0.030980;-1.348388;-0.678270;-0.339135;0.678270;
0.030990;-1.347041;-0.677651;-0.338826;0.677651;
0.031000;-1.345682;-0.677026;-0.338513;0.677026;
0.031010;-1.344309;-0.676394;-0.338197;0.676394;
0.031020;-1.342923;-0.675755;-0.337877;0.675755;
0.031030;-1.341523;-0.675109;-0.337555;0.675109;
0.031040;-1.340111;-0.674457;-0.337228;0.674457;
0.031050;-1.338685;-0.673798;-0.336899;0.673798;
0.031060;-1.337246;-0.673132;-0.336566;0.673132;
0.031070;-1.335793;-0.672460;-0.336230;0.672460;
0.031080;-1.334328;-0.671781;-0.335891;0.671781;
0.031090;-1.332849;-0.671096;-0.335548;0.671096;
0.031100;-1.331357;-0.670404;-0.335202;0.670404;
0.031110;-1.329852;-0.669705;-0.334853;0.669705;
0.031120;-1.328334;-0.669000;-0.334500;0.669000;
0.031130;-1.326803;-0.668288;-0.334144;0.668288;
0.031140;-1.325259;-0.667569;-0.333785;0.667569;
0.031150;-1.323701;-0.666844;-0.333422;0.666844;
0.031160;-1.322131;-0.666113;-0.333056;0.666113;
0.031170;-1.320547;-0.665374;-0.332687;0.665374;
0.031180;-1.318951;-0.664629;-0.332315;0.664629;
0.031190;-1.317341;-0.663878;-0.331939;0.663878;
0.031200;-1.315719;-0.663120;-0.331560;0.663120;
0.031210;-1.314083;-0.662356;-0.331178;0.662356;
0.031220;-1.312435;-0.661585;-0.330792;0.661585;
0.031230;-1.310773;-0.660807;-0.330404;0.660807;
0.031240;-1.309099;-0.660023;-0.330012;0.660023;
0.031250;-1.307411;-0.659232;-0.329616;0.659232;
0.031260;-1.305711;-0.658435;-0.329218;0.658435;
0.031270;-1.303998;-0.657632;-0.328816;0.657632;
0.031280;-1.302272;-0.656822;-0.328411;0.656822;
0.031290;-1.300533;-0.656005;-0.328003;0.656005;
0.031300;-1.298782;-0.655182;-0.327591;0.655182;
0.031310;-1.297017;-0.654353;-0.327176;0.654353;
0.031320;-1.295240;-0.653517;-0.326758;0.653517;
0.031330;-1.293450;-0.652674;-0.326337;0.652674;
0.031340;-1.291647;-0.651825;-0.325913;0.651825;
0.031350;-1.289831;-0.650970;-0.325485;0.650970;
0.031360;-1.288003;-0.650108;-0.325054;0.650108;
0.031370;-1.286162;-0.649240;-0.324620;0.649240;
0.031380;-1.284308;-0.648366;-0.324183;0.648366;
0.031390;-1.282442;-0.647485;-0.323742;0.647485;
0.031400;-1.280563;-0.646597;-0.323299;0.646597;
0.031410;-1.278671;-0.645704;-0.322852;0.645704;
0.031420;-1.276767;-0.644804;-0.322402;0.644804;
0.031430;-1.274850;-0.643897;-0.321949;0.643897;
0.031440;-1.272921;-0.642984;-0.321492;0.642984;
0.031450;-1.270979;-0.642065;-0.321033;0.642065;
0.031460;-1.269024;-0.641140;-0.320570;0.641140;
0.031470;-1.267057;-0.640208;-0.320104;0.640208;
0.031480;-1.265077;-0.639270;-0.319635;0.639270;
0.031490;-1.263085;-0.638325;-0.319163;0.638325;
0.031500;-1.261080;-0.637375;-0.318687;0.637375;
0.031510;-1.259063;-0.636418;-0.318209;0.636418;
0.031520;-1.257034;-0.635454;-0.317727;0.635454;
0.031530;-1.254992;-0.634485;-0.317242;0.634485;
0.031540;-1.252938;-0.633509;-0.316754;0.633509;
0.031550;-1.250871;-0.632527;-0.316263;0.632527;
0.031560;-1.248792;-0.631538;-0.315769;0.631538;
0.031570;-1.246701;-0.630544;-0.315272;0.630544;
0.031580;-1.244597;-0.629543;-0.314772;0.629543;
0.031590;-1.242482;-0.628536;-0.314268;0.628536;
0.031600;-1.240353;-0.627523;-0.313761;0.627523;
0.031610;-1.238213;-0.626503;-0.313252;0.626503;
0.031620;-1.236060;-0.625478;-0.312739;0.625478;
0.031630;-1.233896;-0.624446;-0.312223;0.624446;
0.031640;-1.231719;-0.623408;-0.311704;0.623408;
0.031650;-1.229530;-0.622364;-0.311182;0.622364;
0.031660;-1.227328;-0.621314;-0.310657;0.621314;
0.031670;-1.225115;-0.620257;-0.310129;0.620257;
0.031680;-1.222889;-0.619195;-0.309598;0.619195;
0.031690;-1.220652;-0.618126;-0.309063;0.618126;
0.031700;-1.218402;-0.617052;-0.308526;0.617052;
0.031710;-1.216141;-0.615971;-0.307985;0.615971;
0.031720;-1.213867;-0.614884;-0.307442;0.614884;
0.031730;-1.211582;-0.613791;-0.306896;0.613791;
0.031740;-1.209284;-0.612692;-0.306346;0.612692;
0.031750;-1.206974;-0.611587;-0.305794;0.611587;
0.031760;-1.204653;-0.610476;-0.305238;0.610476;
0.031770;-1.202320;-0.609359;-0.304680;0.609359;
0.031780;-1.199975;-0.608236;-0.304118;0.608236;
0.031790;-1.197618;-0.607107;-0.303553;0.607107;
0.031800;-1.195249;-0.605972;-0.302986;0.605972;
0.031810;-1.192868;-0.604831;-0.302415;0.604831;
0.031820;-1.190476;-0.603684;-0.301842;0.603684;
0.031830;-1.188072;-0.602531;-0.301265;0.602531;
0.031840;-1.185656;-0.601372;-0.300686;0.601372;
0.031850;-1.183228;-0.600207;-0.300103;0.600207;
0.031860;-1.180789;-0.599036;-0.299518;0.599036;
0.031870;-1.178338;-0.597859;-0.298930;0.597859;
0.031880;-1.175876;-0.596677;-0.298338;0.596677;
0.031890;-1.173401;-0.595488;-0.297744;0.595488;
0.031900;-1.170916;-0.594294;-0.297147;0.594294;
0.031910;-1.168418;-0.593093;-0.296547;0.593093;
0.031920;-1.165910;-0.591887;-0.295944;0.591887;
0.031930;-1.163389;-0.590675;-0.295338;0.590675;
0.031940;-1.160858;-0.589458;-0.294729;0.589458;
0.031950;-1.158314;-0.588234;-0.294117;0.588234;
0.031960;-1.155760;-0.587005;-0.293502;0.587005;
0.031970;-1.153194;-0.585769;-0.292885;0.585769;
0.031980;-1.150616;-0.584528;-0.292264;0.584528;
0.031990;-1.148027;-0.583282;-0.291641;0.583282;
0.032000;-1.145427;-0.582029;-0.291015;0.582029;
0.032010;-1.142816;-0.580771;-0.290385;0.580771;
0.032020;-1.140193;-0.579507;-0.289753;0.579507;
0.032030;-1.137559;-0.578237;-0.289119;0.578237;
0.032040;-1.134914;-0.576962;-0.288481;0.576962;
0.032050;-1.132257;-0.575681;-0.287840;0.575681;
0.032060;-1.129590;-0.574394;-0.287197;0.574394;
0.032070;-1.126911;-0.573101;-0.286551;0.573101;
0.032080;-1.124221;-0.571803;-0.285902;0.571803;
0.032090;-1.121520;-0.570500;-0.285250;0.570500;
0.032100;-1.118808;-0.569190;-0.284595;0.569190;
0.032110;-1.116085;-0.567875;-0.283938;0.567875;
0.032120;-1.113351;-0.566555;-0.283277;0.566555;
0.032130;-1.110606;-0.565228;-0.282614;0.565228;
0.032140;-1.107850;-0.563897;-0.281948;0.563897;
0.032150;-1.105083;-0.562559;-0.281280;0.562559;
0.032160;-1.102305;-0.561216;-0.280608;0.561216;
0.032170;-1.099516;-0.559868;-0.279934;0.559868;
0.032180;-1.096717;-0.558514;-0.279257;0.558514;
0.032190;-1.093906;-0.557154;-0.278577;0.557154;
0.032200;-1.091085;-0.555789;-0.277895;0.555789;
0.032210;-1.088253;-0.554419;-0.277210;0.554419;
0.032220;-1.085410;-0.553043;-0.276522;0.553043;
0.032230;-1.082557;-0.551662;-0.275831;0.551662;
0.032240;-1.079693;-0.550275;-0.275137;0.550275;
0.032250;-1.076818;-0.548883;-0.274441;0.548883;
0.032260;-1.073932;-0.547485;-0.273742;0.547485;
0.032270;-1.071036;-0.546082;-0.273041;0.546082;
0.032280;-1.068130;-0.544673;-0.272337;0.544673;
0.032290;-1.065213;-0.543260;-0.271630;0.543260;
0.032300;-1.062285;-0.541840;-0.270920;0.541840;
0.032310;-1.059347;-0.540416;-0.270208;0.540416;
0.032320;-1.056398;-0.538986;-0.269493;0.538986;
0.032330;-1.053439;-0.537551;-0.268775;0.537551;
0.032340;-1.050470;-0.536110;-0.268055;0.536110;
0.032350;-1.047490;-0.534664;-0.267332;0.534664;
0.032360;-1.044500;-0.533213;-0.266607;0.533213;
0.032370;-1.041500;-0.531757;-0.265878;0.531757;
0.032380;-1.038489;-0.530295;-0.265148;0.530295;
0.032390;-1.035468;-0.528828;-0.264414;0.528828;
0.032400;-1.032437;-0.527356;-0.263678;0.527356;
0.032410;-1.029395;-0.525879;-0.262940;0.525879;
0.032420;-1.026344;-0.524397;-0.262198;0.524397;
0.032430;-1.023282;-0.522909;-0.261455;0.522909;
0.032440;-1.020210;-0.521416;-0.260708;0.521416;
0.032450;-1.017129;-0.519918;-0.259959;0.519918;
0.032460;-1.014037;-0.518415;-0.259208;0.518415;
0.032470;-1.010935;-0.516907;-0.258454;0.516907;
0.032480;-1.007823;-0.515394;-0.257697;0.515394;
0.032490;-1.004701;-0.513876;-0.256938;0.513876;
0.032500;-1.001570;-0.512352;-0.256176;0.512352;
0.032510;-0.998428;-0.510824;-0.255412;0.510824;
0.032520;-0.995277;-0.509290;-0.254645;0.509290;
0.032530;-0.992115;-0.507751;-0.253876;0.507751;
0.032540;-0.988944;-0.506208;-0.253104;0.506208;
0.032550;-0.985763;-0.504659;-0.252330;0.504659;
0.032560;-0.982573;-0.503106;-0.251553;0.503106;
0.032570;-0.979373;-0.501547;-0.250774;0.501547;
0.032580;-0.976163;-0.499984;-0.249992;0.499984;
0.032590;-0.972943;-0.498415;-0.249208;0.498415;
0.032600;-0.969714;-0.496842;-0.248421;0.496842;
0.032610;-0.966475;-0.495264;-0.247632;0.495264;
0.032620;-0.963227;-0.493681;-0.246840;0.493681;
0.032630;-0.959969;-0.492093;-0.246046;0.492093;
0.032640;-0.956702;-0.490500;-0.245250;0.490500;
0.032650;-0.953425;-0.488902;-0.244451;0.488902;
0.032660;-0.950139;-0.487300;-0.243650;0.487300;
0.032670;-0.946844;-0.485692;-0.242846;0.485692;
0.032680;-0.943539;-0.484080;-0.242040;0.484080;
0.032690;-0.940225;-0.482463;-0.241232;0.482463;
0.032700;-0.936901;-0.480842;-0.240421;0.480842;
0.032710;-0.933569;-0.479215;-0.239608;0.479215;
0.032720;-0.930227;-0.477584;-0.238792;0.477584;
0.032730;-0.926876;-0.475948;-0.237974;0.475948;
0.032740;-0.923516;-0.474308;-0.237154;0.474308;
0.032750;-0.920146;-0.472663;-0.236331;0.472663;
0.032760;-0.916768;-0.471013;-0.235506;0.471013;
0.032770;-0.913380;-0.469358;-0.234679;0.469358;
0.032780;-0.909984;-0.467699;-0.233850;0.467699;
0.032790;-0.906579;-0.466035;-0.233018;0.466035;
0.032800;-0.903164;-0.464367;-0.232184;0.464367;
0.032810;-0.899741;-0.462694;-0.231347;0.462694;
0.032820;-0.896309;-0.461017;-0.230508;0.461017;
0.032830;-0.892868;-0.459334;-0.229667;0.459334;
0.032840;-0.889418;-0.457648;-0.228824;0.457648;
0.032850;-0.885959;-0.455957;-0.227978;0.455957;
0.032860;-0.882492;-0.454261;-0.227131;0.454261;
0.032870;-0.879016;-0.452561;-0.226280;0.452561;
0.032880;-0.875531;-0.450856;-0.225428;0.450856;
0.032890;-0.872038;-0.449147;-0.224574;0.449147;
0.032900;-0.868536;-0.447434;-0.223717;0.447434;
0.032910;-0.865025;-0.445716;-0.222858;0.445716;
0.032920;-0.861506;-0.443994;-0.221997;0.443994;
0.032930;-0.857978;-0.442267;-0.221134;0.442267;
0.032940;-0.854442;-0.440536;-0.220268;0.440536;
0.032950;-0.850898;-0.438801;-0.219400;0.438801;
0.032960;-0.847345;-0.437061;-0.218531;0.437061;
0.032970;-0.843784;-0.435317;-0.217659;0.435317;
0.032980;-0.840214;-0.433569;-0.216784;0.433569;
0.032990;-0.836636;-0.431816;-0.215908;0.431816;
0.033000;-0.833050;-0.430059;-0.215030;0.430059;
0.033010;-0.829456;-0.428298;-0.214149;0.428298;
0.033020;-0.825853;-0.426533;-0.213266;0.426533;
0.033030;-0.822242;-0.424763;-0.212382;0.424763;
0.033040;-0.818624;-0.422990;-0.211495;0.422990;
0.033050;-0.814997;-0.421212;-0.210606;0.421212;
0.033060;-0.811362;-0.419430;-0.209715;0.419430;
0.033070;-0.807719;-0.417643;-0.208822;0.417643;
0.033080;-0.804068;-0.415853;-0.207927;0.415853;
0.033090;-0.800409;-0.414059;-0.207029;0.414059;
0.033100;-0.796742;-0.412260;-0.206130;0.412260;
0.033110;-0.793068;-0.410458;-0.205229;0.410458;
0.033120;-0.789385;-0.408651;-0.204325;0.408651;
0.033130;-0.785695;-0.406840;-0.203420;0.406840;
0.033140;-0.781997;-0.405026;-0.202513;0.405026;
0.033150;-0.778291;-0.403207;-0.201603;0.403207;
0.033160;-0.774578;-0.401384;-0.200692;0.401384;
0.033170;-0.770857;-0.399558;-0.199779;0.399558;
0.033180;-0.767128;-0.397727;-0.198864;0.397727;
0.033190;-0.763392;-0.395893;-0.197946;0.395893;
0.033200;-0.759648;-0.394054;-0.197027;0.394054;
0.033210;-0.755897;-0.392212;-0.196106;0.392212;
0.033220;-0.752138;-0.390366;-0.195183;0.390366;
0.033230;-0.748372;-0.388516;-0.194258;0.388516;
0.033240;-0.744599;-0.386662;-0.193331;0.386662;
0.033250;-0.740818;-0.384804;-0.192402;0.384804;
0.033260;-0.737030;-0.382943;-0.191471;0.382943;
0.033270;-0.733234;-0.381078;-0.190539;0.381078;
0.033280;-0.729431;-0.379209;-0.189604;0.379209;
0.033290;-0.725622;-0.377336;-0.188668;0.377336;
0.033300;-0.721804;-0.375459;-0.187730;0.375459;
0.033310;-0.717980;-0.373579;-0.186790;0.373579;
0.033320;-0.714149;-0.371695;-0.185848;0.371695;
0.033330;-0.710311;-0.369808;-0.184904;0.369808;
0.033340;-0.706465;-0.367917;-0.183958;0.367917;
0.033350;-0.702613;-0.366022;-0.183011;0.366022;
0.033360;-0.698754;-0.364124;-0.182062;0.364124;
0.033370;-0.694888;-0.362222;-0.181111;0.362222;
0.033380;-0.691015;-0.360316;-0.180158;0.360316;
0.033390;-0.687135;-0.358407;-0.179203;0.358407;
0.033400;-0.683248;-0.356494;-0.178247;0.356494;
0.033410;-0.679355;-0.354578;-0.177289;0.354578;
0.033420;-0.675455;-0.352658;-0.176329;0.352658;
0.033430;-0.671548;-0.350735;-0.175368;0.350735;
0.033440;-0.667635;-0.348808;-0.174404;0.348808;
0.033450;-0.663715;-0.346878;-0.173439;0.346878;
0.033460;-0.659789;-0.344945;-0.172472;0.344945;
0.033470;-0.655856;-0.343008;-0.171504;0.343008;
0.033480;-0.651916;-0.341068;-0.170534;0.341068;
0.033490;-0.647970;-0.339124;-0.169562;0.339124;
0.033500;-0.644018;-0.337177;-0.168588;0.337177;
0.033510;-0.640059;-0.335227;-0.167613;0.335227;
0.033520;-0.636094;-0.333273;-0.166636;0.333273;
0.033530;-0.632123;-0.331316;-0.165658;0.331316;
