time;EmtTfoYY_circuit_vPrimA;EmtTfoYY_circuit_vSecA;EmtTfoYY_circuit_iPrimA;EmtTfoYY_circuit_iSecA;
0.053750;-0.543248;-0.287471;-0.143735;0.287471;
0.053760;-0.539143;-0.285444;-0.142722;0.285444;
0.053770;-0.535033;-0.283414;-0.141707;0.283414;
0.053780;-0.530918;-0.281381;-0.140690;0.281381;
0.053790;-0.526797;-0.279345;-0.139673;0.279345;
0.053800;-0.522672;-0.277307;-0.138653;0.277307;
0.053810;-0.518541;-0.275266;-0.137633;0.275266;
0.053820;-0.514405;-0.273222;-0.136611;0.273222;
0.053830;-0.510264;-0.271175;-0.135588;0.271175;
0.053840;-0.506117;-0.269126;-0.134563;0.269126;
0.053850;-0.501966;-0.267074;-0.133537;0.267074;
0.053860;-0.497810;-0.265020;-0.132510;0.265020;
0.053870;-0.493649;-0.262963;-0.131481;0.262963;
0.053880;-0.489483;-0.260903;-0.130452;0.260903;
0.053890;-0.485313;-0.258841;-0.129421;0.258841;
0.053900;-0.481137;-0.256776;-0.128388;0.256776;
0.053910;-0.476957;-0.254709;-0.127354;0.254709;
0.053920;-0.472772;-0.252639;-0.126320;0.252639;
0.053930;-0.468583;-0.250567;-0.125283;0.250567;
0.053940;-0.464388;-0.248492;-0.124246;0.248492;
0.053950;-0.460190;-0.246415;-0.123207;0.246415;
0.053960;-0.455986;-0.244335;-0.122167;0.244335;
0.053970;-0.451778;-0.242253;-0.121126;0.242253;
0.053980;-0.447566;-0.240168;-0.120084;0.240168;
0.053990;-0.443349;-0.238081;-0.119041;0.238081;
0.054000;-0.439128;-0.235992;-0.117996;0.235992;
0.054010;-0.434903;-0.233901;-0.116950;0.233901;
0.054020;-0.430673;-0.231807;-0.115903;0.231807;
0.054030;-0.426439;-0.229711;-0.114855;0.229711;
0.054040;-0.422201;-0.227612;-0.113806;0.227612;
0.054050;-0.417959;-0.225512;-0.112756;0.225512;
0.054060;-0.413712;-0.223409;-0.111704;0.223409;
0.054070;-0.409462;-0.221304;-0.110652;0.221304;
0.054080;-0.405207;-0.219196;-0.109598;0.219196;
0.054090;-0.400948;-0.217087;-0.108543;0.217087;
0.054100;-0.396686;-0.214975;-0.107488;0.214975;
0.054110;-0.392419;-0.212862;-0.106431;0.212862;
0.054120;-0.388149;-0.210746;-0.105373;0.210746;
0.054130;-0.383875;-0.208628;-0.104314;0.208628;
0.054140;-0.379597;-0.206508;-0.103254;0.206508;
0.054150;-0.375315;-0.204386;-0.102193;0.204386;
0.054160;-0.371030;-0.202262;-0.101131;0.202262;
0.054170;-0.366741;-0.200136;-0.100068;0.200136;
0.054180;-0.362448;-0.198008;-0.099004;0.198008;
0.054190;-0.358152;-0.195878;-0.097939;0.195878;
0.054200;-0.353852;-0.193746;-0.096873;0.193746;
0.054210;-0.349549;-0.191613;-0.095806;0.191613;
0.054220;-0.345242;-0.189477;-0.094738;0.189477;
0.054230;-0.340932;-0.187339;-0.093670;0.187339;
0.054240;-0.336618;-0.185200;-0.092600;0.185200;
0.054250;-0.332301;-0.183059;-0.091529;0.183059;
0.054260;-0.327981;-0.180916;-0.090458;0.180916;
0.054270;-0.323658;-0.178771;-0.089385;0.178771;
0.054280;-0.319331;-0.176624;-0.088312;0.176624;
0.054290;-0.315002;-0.174476;-0.087238;0.174476;
0.054300;-0.310669;-0.172326;-0.086163;0.172326;
0.054310;-0.306333;-0.170174;-0.085087;0.170174;
0.054320;-0.301994;-0.168021;-0.084010;0.168021;
0.054330;-0.297652;-0.165866;-0.082933;0.165866;
0.054340;-0.293307;-0.163709;-0.081855;0.163709;
0.054350;-0.288959;-0.161551;-0.080775;0.161551;
0.054360;-0.284609;-0.159391;-0.079695;0.159391;
0.054370;-0.280256;-0.157229;-0.078615;0.157229;
0.054380;-0.275899;-0.155066;-0.077533;0.155066;
0.054390;-0.271541;-0.152902;-0.076451;0.152902;
0.054400;-0.267179;-0.150736;-0.075368;0.150736;
0.054410;-0.262815;-0.148568;-0.074284;0.148568;
0.054420;-0.258448;-0.146399;-0.073200;0.146399;
0.054430;-0.254079;-0.144229;-0.072114;0.144229;
0.054440;-0.249707;-0.142057;-0.071028;0.142057;
0.054450;-0.245333;-0.139883;-0.069942;0.139883;
0.054460;-0.240956;-0.137709;-0.068854;0.137709;
0.054470;-0.236577;-0.135533;-0.067766;0.135533;
0.054480;-0.232195;-0.133355;-0.066678;0.133355;
0.054490;-0.227812;-0.131177;-0.065588;0.131177;
0.054500;-0.223426;-0.128997;-0.064498;0.128997;
0.054510;-0.219037;-0.126815;-0.063408;0.126815;
0.054520;-0.214647;-0.124633;-0.062316;0.124633;
0.054530;-0.210255;-0.122449;-0.061225;0.122449;
0.054540;-0.205860;-0.120264;-0.060132;0.120264;
0.054550;-0.201463;-0.118078;-0.059039;0.118078;
0.054560;-0.197065;-0.115891;-0.057945;0.115891;
0.054570;-0.192664;-0.113702;-0.056851;0.113702;
0.054580;-0.188262;-0.111513;-0.055756;0.111513;
0.054590;-0.183858;-0.109322;-0.054661;0.109322;
0.054600;-0.179452;-0.107130;-0.053565;0.107130;
0.054610;-0.175044;-0.104937;-0.052469;0.104937;
0.054620;-0.170634;-0.102744;-0.051372;0.102744;
0.054630;-0.166223;-0.100549;-0.050274;0.100549;
0.054640;-0.161810;-0.098353;-0.049176;0.098353;
0.054650;-0.157396;-0.096156;-0.048078;0.096156;
0.054660;-0.152980;-0.093958;-0.046979;0.093958;
0.054670;-0.148562;-0.091760;-0.045880;0.091760;
0.054680;-0.144143;-0.089560;-0.044780;0.089560;
0.054690;-0.139722;-0.087359;-0.043680;0.087359;
0.054700;-0.135301;-0.085158;-0.042579;0.085158;
0.054710;-0.130878;-0.082956;-0.041478;0.082956;
0.054720;-0.126453;-0.080753;-0.040376;0.080753;
0.054730;-0.122027;-0.078549;-0.039275;0.078549;
0.054740;-0.117600;-0.076345;-0.038172;0.076345;
0.054750;-0.113172;-0.074139;-0.037070;0.074139;
0.054760;-0.108743;-0.071933;-0.035967;0.071933;
0.054770;-0.104313;-0.069726;-0.034863;0.069726;
0.054780;-0.099882;-0.067519;-0.033759;0.067519;
0.054790;-0.095449;-0.065311;-0.032655;0.065311;
0.054800;-0.091016;-0.063102;-0.031551;0.063102;
0.054810;-0.086582;-0.060893;-0.030446;0.060893;
0.054820;-0.082147;-0.058683;-0.029341;0.058683;
0.054830;-0.077711;-0.056472;-0.028236;0.056472;
0.054840;-0.073275;-0.054261;-0.027130;0.054261;
0.054850;-0.068837;-0.052049;-0.026025;0.052049;
0.054860;-0.064400;-0.049837;-0.024918;0.049837;
0.054870;-0.059961;-0.047624;-0.023812;0.047624;
0.054880;-0.055522;-0.045411;-0.022706;0.045411;
0.054890;-0.051082;-0.043198;-0.021599;0.043198;
0.054900;-0.046642;-0.040984;-0.020492;0.040984;
0.054910;-0.042201;-0.038769;-0.019385;0.038769;
0.054920;-0.037760;-0.036554;-0.018277;0.036554;
0.054930;-0.033319;-0.034339;-0.017170;0.034339;
0.054940;-0.028877;-0.032124;-0.016062;0.032124;
0.054950;-0.024435;-0.029908;-0.014954;0.029908;
0.054960;-0.019992;-0.027692;-0.013846;0.027692;
0.054970;-0.015550;-0.025475;-0.012738;0.025475;
0.054980;-0.011107;-0.023259;-0.011629;0.023259;
0.054990;-0.006664;-0.021042;-0.010521;0.021042;
0.055000;-0.002221;-0.018825;-0.009412;0.018825;
0.055010;0.002221;-0.016607;-0.008304;0.016607;
0.055020;0.006664;-0.014390;-0.007195;0.014390;
0.055030;0.011107;-0.012172;-0.006086;0.012172;
0.055040;0.015550;-0.009955;-0.004977;0.009955;
0.055050;0.019992;-0.007737;-0.003868;0.007737;
0.055060;0.024435;-0.005519;-0.002760;0.005519;
0.055070;0.028877;-0.003301;-0.001651;0.003301;
0.055080;0.033319;-0.001083;-0.000542;0.001083;
0.055090;0.037760;0.001135;0.000567;-0.001135;
0.055100;0.042201;0.003353;0.001676;-0.003353;
0.055110;0.046642;0.005571;0.002785;-0.005571;
0.055120;0.051082;0.007789;0.003894;-0.007789;
0.055130;0.055522;0.010006;0.005003;-0.010006;
0.055140;0.059961;0.012224;0.006112;-0.012224;
0.055150;0.064400;0.014442;0.007221;-0.014442;
0.055160;0.068837;0.016659;0.008330;-0.016659;
0.055170;0.073275;0.018876;0.009438;-0.018876;
0.055180;0.077711;0.021093;0.010547;-0.021093;
0.055190;0.082147;0.023310;0.011655;-0.023310;
0.055200;0.086582;0.025527;0.012763;-0.025527;
0.055210;0.091016;0.027743;0.013872;-0.027743;
0.055220;0.095449;0.029959;0.014980;-0.029959;
0.055230;0.099882;0.032175;0.016088;-0.032175;
0.055240;0.104313;0.034391;0.017195;-0.034391;
0.055250;0.108743;0.036606;0.018303;-0.036606;
0.055260;0.113172;0.038821;0.019410;-0.038821;
0.055270;0.117600;0.041035;0.020518;-0.041035;
0.055280;0.122027;0.043249;0.021625;-0.043249;
0.055290;0.126453;0.045463;0.022731;-0.045463;
0.055300;0.130878;0.047676;0.023838;-0.047676;
0.055310;0.135301;0.049889;0.024944;-0.049889;
0.055320;0.139722;0.052101;0.026050;-0.052101;
0.055330;0.144143;0.054312;0.027156;-0.054312;
0.055340;0.148562;0.056524;0.028262;-0.056524;
0.055350;0.152980;0.058734;0.029367;-0.058734;
0.055360;0.157396;0.060944;0.030472;-0.060944;
0.055370;0.161810;0.063153;0.031577;-0.063153;
0.055380;0.166223;0.065362;0.032681;-0.065362;
0.055390;0.170634;0.067570;0.033785;-0.067570;
0.055400;0.175044;0.069778;0.034889;-0.069778;
0.055410;0.179452;0.071985;0.035992;-0.071985;
0.055420;0.183858;0.074191;0.037095;-0.074191;
0.055430;0.188262;0.076396;0.038198;-0.076396;
0.055440;0.192664;0.078600;0.039300;-0.078600;
0.055450;0.197065;0.080804;0.040402;-0.080804;
0.055460;0.201463;0.083007;0.041504;-0.083007;
0.055470;0.205860;0.085209;0.042605;-0.085209;
0.055480;0.210255;0.087411;0.043705;-0.087411;
0.055490;0.214647;0.089611;0.044806;-0.089611;
0.055500;0.219037;0.091811;0.045905;-0.091811;
0.055510;0.223426;0.094010;0.047005;-0.094010;
0.055520;0.227812;0.096207;0.048104;-0.096207;
0.055530;0.232195;0.098404;0.049202;-0.098404;
0.055540;0.236577;0.100600;0.050300;-0.100600;
0.055550;0.240956;0.102795;0.051397;-0.102795;
0.055560;0.245333;0.104989;0.052494;-0.104989;
0.055570;0.249707;0.107181;0.053591;-0.107181;
0.055580;0.254079;0.109373;0.054687;-0.109373;
0.055590;0.258448;0.111564;0.055782;-0.111564;
0.055600;0.262815;0.113753;0.056877;-0.113753;
0.055610;0.267179;0.115942;0.057971;-0.115942;
0.055620;0.271541;0.118129;0.059064;-0.118129;
0.055630;0.275899;0.120315;0.060158;-0.120315;
0.055640;0.280256;0.122500;0.061250;-0.122500;
0.055650;0.284609;0.124684;0.062342;-0.124684;
0.055660;0.288959;0.126866;0.063433;-0.126866;
0.055670;0.293307;0.129047;0.064524;-0.129047;
0.055680;0.297652;0.131227;0.065614;-0.131227;
0.055690;0.301994;0.133406;0.066703;-0.133406;
0.055700;0.306333;0.135583;0.067792;-0.135583;
0.055710;0.310669;0.137759;0.068880;-0.137759;
0.055720;0.315002;0.139934;0.069967;-0.139934;
0.055730;0.319331;0.142107;0.071054;-0.142107;
0.055740;0.323658;0.144279;0.072140;-0.144279;
0.055750;0.327981;0.146450;0.073225;-0.146450;
0.055760;0.332301;0.148619;0.074309;-0.148619;
0.055770;0.336618;0.150786;0.075393;-0.150786;
0.055780;0.340932;0.152952;0.076476;-0.152952;
0.055790;0.345242;0.155117;0.077558;-0.155117;
0.055800;0.349549;0.157280;0.078640;-0.157280;
0.055810;0.353852;0.159441;0.079721;-0.159441;
0.055820;0.358152;0.161601;0.080801;-0.161601;
0.055830;0.362448;0.163759;0.081880;-0.163759;
0.055840;0.366741;0.165916;0.082958;-0.165916;
0.055850;0.371030;0.168071;0.084036;-0.168071;
0.055860;0.375315;0.170224;0.085112;-0.170224;
0.055870;0.379597;0.172376;0.086188;-0.172376;
0.055880;0.383875;0.174526;0.087263;-0.174526;
0.055890;0.388149;0.176674;0.088337;-0.176674;
0.055900;0.392419;0.178821;0.089410;-0.178821;
0.055910;0.396686;0.180966;0.090483;-0.180966;
0.055920;0.400948;0.183109;0.091554;-0.183109;
0.055930;0.405207;0.185250;0.092625;-0.185250;
0.055940;0.409462;0.187389;0.093695;-0.187389;
0.055950;0.413712;0.189527;0.094763;-0.189527;
0.055960;0.417959;0.191662;0.095831;-0.191662;
0.055970;0.422201;0.193796;0.096898;-0.193796;
0.055980;0.426439;0.195928;0.097964;-0.195928;
0.055990;0.430673;0.198058;0.099029;-0.198058;
0.056000;0.434903;0.200186;0.100093;-0.200186;
0.056010;0.439128;0.202312;0.101156;-0.202312;
0.056020;0.443349;0.204436;0.102218;-0.204436;
0.056030;0.447566;0.206557;0.103279;-0.206557;
0.056040;0.451778;0.208677;0.104339;-0.208677;
0.056050;0.455986;0.210795;0.105398;-0.210795;
0.056060;0.460190;0.212911;0.106455;-0.212911;
0.056070;0.464388;0.215025;0.107512;-0.215025;
0.056080;0.468583;0.217136;0.108568;-0.217136;
0.056090;0.472772;0.219246;0.109623;-0.219246;
0.056100;0.476957;0.221353;0.110676;-0.221353;
0.056110;0.481137;0.223458;0.111729;-0.223458;
0.056120;0.485313;0.225561;0.112780;-0.225561;
0.056130;0.489483;0.227661;0.113831;-0.227661;
0.056140;0.493649;0.229760;0.114880;-0.229760;
0.056150;0.497810;0.231856;0.115928;-0.231856;
0.056160;0.501966;0.233949;0.116975;-0.233949;
0.056170;0.506117;0.236041;0.118020;-0.236041;
0.056180;0.510264;0.238130;0.119065;-0.238130;
0.056190;0.514405;0.240217;0.120108;-0.240217;
0.056200;0.518541;0.242301;0.121151;-0.242301;
0.056210;0.522672;0.244383;0.122192;-0.244383;
0.056220;0.526797;0.246463;0.123232;-0.246463;
0.056230;0.530918;0.248540;0.124270;-0.248540;
0.056240;0.535033;0.250615;0.125308;-0.250615;
0.056250;0.539143;0.252687;0.126344;-0.252687;
0.056260;0.543248;0.254757;0.127379;-0.254757;
0.056270;0.547347;0.256824;0.128412;-0.256824;
0.056280;0.551441;0.258889;0.129445;-0.258889;
0.056290;0.555530;0.260951;0.130476;-0.260951;
0.056300;0.559613;0.263011;0.131505;-0.263011;
0.056310;0.563690;0.265068;0.132534;-0.265068;
0.056320;0.567762;0.267122;0.133561;-0.267122;
0.056330;0.571828;0.269174;0.134587;-0.269174;
0.056340;0.575889;0.271223;0.135612;-0.271223;
0.056350;0.579944;0.273270;0.136635;-0.273270;
0.056360;0.583993;0.275313;0.137657;-0.275313;
0.056370;0.588037;0.277354;0.138677;-0.277354;
0.056380;0.592074;0.279393;0.139696;-0.279393;
0.056390;0.596106;0.281428;0.140714;-0.281428;
0.056400;0.600132;0.283461;0.141730;-0.283461;
0.056410;0.604152;0.285491;0.142745;-0.285491;
0.056420;0.608166;0.287518;0.143759;-0.287518;
0.056430;0.612174;0.289542;0.144771;-0.289542;
0.056440;0.616176;0.291564;0.145782;-0.291564;
0.056450;0.620172;0.293582;0.146791;-0.293582;
0.056460;0.624162;0.295598;0.147799;-0.295598;
0.056470;0.628146;0.297611;0.148805;-0.297611;
0.056480;0.632123;0.299620;0.149810;-0.299620;
0.056490;0.636094;0.301627;0.150814;-0.301627;
0.056500;0.640059;0.303631;0.151816;-0.303631;
0.056510;0.644018;0.305632;0.152816;-0.305632;
0.056520;0.647970;0.307630;0.153815;-0.307630;
0.056530;0.651916;0.309625;0.154812;-0.309625;
0.056540;0.655856;0.311616;0.155808;-0.311616;
0.056550;0.659789;0.313605;0.156803;-0.313605;
0.056560;0.663715;0.315591;0.157795;-0.315591;
0.056570;0.667635;0.317573;0.158787;-0.317573;
0.056580;0.671548;0.319553;0.159776;-0.319553;
0.056590;0.675455;0.321529;0.160764;-0.321529;
0.056600;0.679355;0.323502;0.161751;-0.323502;
0.056610;0.683248;0.325472;0.162736;-0.325472;
0.056620;0.687135;0.327438;0.163719;-0.327438;
0.056630;0.691015;0.329402;0.164701;-0.329402;
0.056640;0.694888;0.331362;0.165681;-0.331362;
0.056650;0.698754;0.333319;0.166659;-0.333319;
0.056660;0.702613;0.335272;0.167636;-0.335272;
0.056670;0.706465;0.337222;0.168611;-0.337222;
0.056680;0.710311;0.339169;0.169585;-0.339169;
0.056690;0.714149;0.341113;0.170556;-0.341113;
0.056700;0.717980;0.343053;0.171527;-0.343053;
0.056710;0.721804;0.344990;0.172495;-0.344990;
0.056720;0.725622;0.346923;0.173462;-0.346923;
0.056730;0.729431;0.348853;0.174427;-0.348853;
0.056740;0.733234;0.350780;0.175390;-0.350780;
0.056750;0.737030;0.352703;0.176352;-0.352703;
0.056760;0.740818;0.354623;0.177311;-0.354623;
0.056770;0.744599;0.356539;0.178269;-0.356539;
0.056780;0.748372;0.358451;0.179226;-0.358451;
0.056790;0.752138;0.360360;0.180180;-0.360360;
0.056800;0.755897;0.362266;0.181133;-0.362266;
0.056810;0.759648;0.364168;0.182084;-0.364168;
0.056820;0.763392;0.366066;0.183033;-0.366066;
0.056830;0.767128;0.367961;0.183980;-0.367961;
0.056840;0.770857;0.369852;0.184926;-0.369852;
0.056850;0.774578;0.371739;0.185870;-0.371739;
0.056860;0.778291;0.373623;0.186812;-0.373623;
0.056870;0.781997;0.375503;0.187752;-0.375503;
0.056880;0.785695;0.377380;0.188690;-0.377380;
0.056890;0.789385;0.379252;0.189626;-0.379252;
0.056900;0.793068;0.381121;0.190561;-0.381121;
0.056910;0.796742;0.382986;0.191493;-0.382986;
0.056920;0.800409;0.384848;0.192424;-0.384848;
0.056930;0.804068;0.386705;0.193353;-0.386705;
0.056940;0.807719;0.388559;0.194280;-0.388559;
0.056950;0.811362;0.390409;0.195204;-0.390409;
0.056960;0.814997;0.392255;0.196127;-0.392255;
0.056970;0.818624;0.394097;0.197049;-0.394097;
0.056980;0.822242;0.395935;0.197968;-0.395935;
0.056990;0.825853;0.397770;0.198885;-0.397770;
0.057000;0.829456;0.399600;0.199800;-0.399600;
0.057010;0.833050;0.401427;0.200713;-0.401427;
0.057020;0.836636;0.403249;0.201625;-0.403249;
0.057030;0.840214;0.405068;0.202534;-0.405068;
0.057040;0.843784;0.406883;0.203441;-0.406883;
0.057050;0.847345;0.408693;0.204347;-0.408693;
0.057060;0.850898;0.410500;0.205250;-0.410500;
0.057070;0.854442;0.412302;0.206151;-0.412302;
0.057080;0.857978;0.414101;0.207050;-0.414101;
0.057090;0.861506;0.415895;0.207947;-0.415895;
0.057100;0.865025;0.417685;0.208843;-0.417685;
0.057110;0.868536;0.419471;0.209736;-0.419471;
0.057120;0.872038;0.421253;0.210627;-0.421253;
0.057130;0.875531;0.423031;0.211515;-0.423031;
0.057140;0.879016;0.424805;0.212402;-0.424805;
0.057150;0.882492;0.426574;0.213287;-0.426574;
0.057160;0.885959;0.428339;0.214170;-0.428339;
0.057170;0.889418;0.430100;0.215050;-0.430100;
0.057180;0.892868;0.431857;0.215929;-0.431857;
0.057190;0.896309;0.433610;0.216805;-0.433610;
0.057200;0.899741;0.435358;0.217679;-0.435358;
0.057210;0.903164;0.437102;0.218551;-0.437102;
0.057220;0.906579;0.438841;0.219421;-0.438841;
0.057230;0.909984;0.440577;0.220288;-0.440577;
0.057240;0.913380;0.442307;0.221154;-0.442307;
0.057250;0.916768;0.444034;0.222017;-0.444034;
0.057260;0.920146;0.445756;0.222878;-0.445756;
0.057270;0.923516;0.447474;0.223737;-0.447474;
0.057280;0.926876;0.449187;0.224594;-0.449187;
0.057290;0.930227;0.450896;0.225448;-0.450896;
0.057300;0.933569;0.452601;0.226300;-0.452601;
0.057310;0.936901;0.454301;0.227150;-0.454301;
0.057320;0.940225;0.455996;0.227998;-0.455996;
0.057330;0.943539;0.457687;0.228844;-0.457687;
0.057340;0.946844;0.459374;0.229687;-0.459374;
0.057350;0.950139;0.461056;0.230528;-0.461056;
0.057360;0.953425;0.462733;0.231367;-0.462733;
0.057370;0.956702;0.464406;0.232203;-0.464406;
0.057380;0.959969;0.466074;0.233037;-0.466074;
0.057390;0.963227;0.467738;0.233869;-0.467738;
0.057400;0.966475;0.469397;0.234698;-0.469397;
0.057410;0.969714;0.471051;0.235526;-0.471051;
0.057420;0.972943;0.472701;0.236351;-0.472701;
0.057430;0.976163;0.474346;0.237173;-0.474346;
0.057440;0.979373;0.475987;0.237993;-0.475987;
0.057450;0.982573;0.477622;0.238811;-0.477622;
0.057460;0.985763;0.479253;0.239627;-0.479253;
0.057470;0.988944;0.480880;0.240440;-0.480880;
0.057480;0.992115;0.482501;0.241251;-0.482501;
0.057490;0.995277;0.484118;0.242059;-0.484118;
0.057500;0.998428;0.485730;0.242865;-0.485730;
0.057510;1.001570;0.487337;0.243669;-0.487337;
0.057520;1.004701;0.488940;0.244470;-0.488940;
0.057530;1.007823;0.490537;0.245269;-0.490537;
0.057540;1.010935;0.492130;0.246065;-0.492130;
0.057550;1.014037;0.493718;0.246859;-0.493718;
0.057560;1.017129;0.495301;0.247650;-0.495301;
0.057570;1.020210;0.496879;0.248439;-0.496879;
0.057580;1.023282;0.498452;0.249226;-0.498452;
0.057590;1.026344;0.500020;0.250010;-0.500020;
0.057600;1.029395;0.501584;0.250792;-0.501584;
0.057610;1.032437;0.503142;0.251571;-0.503142;
0.057620;1.035468;0.504696;0.252348;-0.504696;
0.057630;1.038489;0.506244;0.253122;-0.506244;
0.057640;1.041500;0.507787;0.253894;-0.507787;
0.057650;1.044500;0.509326;0.254663;-0.509326;
0.057660;1.047490;0.510859;0.255430;-0.510859;
0.057670;1.050470;0.512388;0.256194;-0.512388;
0.057680;1.053439;0.513911;0.256955;-0.513911;
0.057690;1.056398;0.515429;0.257715;-0.515429;
0.057700;1.059347;0.516942;0.258471;-0.516942;
0.057710;1.062285;0.518450;0.259225;-0.518450;
0.057720;1.065213;0.519953;0.259977;-0.519953;
0.057730;1.068130;0.521451;0.260726;-0.521451;
0.057740;1.071036;0.522944;0.261472;-0.522944;
0.057750;1.073932;0.524431;0.262216;-0.524431;
0.057760;1.076818;0.525914;0.262957;-0.525914;
0.057770;1.079693;0.527391;0.263695;-0.527391;
0.057780;1.082557;0.528863;0.264431;-0.528863;
0.057790;1.085410;0.530329;0.265165;-0.530329;
0.057800;1.088253;0.531791;0.265895;-0.531791;
0.057810;1.091085;0.533247;0.266624;-0.533247;
0.057820;1.093906;0.534698;0.267349;-0.534698;
0.057830;1.096717;0.536144;0.268072;-0.536144;
0.057840;1.099516;0.537584;0.268792;-0.537584;
0.057850;1.102305;0.539019;0.269510;-0.539019;
0.057860;1.105083;0.540449;0.270225;-0.540449;
0.057870;1.107850;0.541873;0.270937;-0.541873;
0.057880;1.110606;0.543293;0.271646;-0.543293;
0.057890;1.113351;0.544706;0.272353;-0.544706;
0.057900;1.116085;0.546115;0.273057;-0.546115;
0.057910;1.118808;0.547518;0.273759;-0.547518;
0.057920;1.121520;0.548915;0.274458;-0.548915;
0.057930;1.124221;0.550307;0.275154;-0.550307;
0.057940;1.126911;0.551694;0.275847;-0.551694;
0.057950;1.129590;0.553075;0.276538;-0.553075;
0.057960;1.132257;0.554451;0.277226;-0.554451;
0.057970;1.134914;0.555821;0.277911;-0.555821;
0.057980;1.137559;0.557186;0.278593;-0.557186;
0.057990;1.140193;0.558546;0.279273;-0.558546;
0.058000;1.142816;0.559899;0.279950;-0.559899;
0.058010;1.145427;0.561248;0.280624;-0.561248;
0.058020;1.148027;0.562590;0.281295;-0.562590;
0.058030;1.150616;0.563928;0.281964;-0.563928;
0.058040;1.153194;0.565259;0.282630;-0.565259;
0.058050;1.155760;0.566585;0.283293;-0.566585;
0.058060;1.158314;0.567906;0.283953;-0.567906;
0.058070;1.160858;0.569221;0.284610;-0.569221;
0.058080;1.163389;0.570530;0.285265;-0.570530;
0.058090;1.165910;0.571834;0.285917;-0.571834;
0.058100;1.168418;0.573132;0.286566;-0.573132;
0.058110;1.170916;0.574424;0.287212;-0.574424;
0.058120;1.173401;0.575711;0.287855;-0.575711;
0.058130;1.175876;0.576992;0.288496;-0.576992;
0.058140;1.178338;0.578267;0.289133;-0.578267;
0.058150;1.180789;0.579536;0.289768;-0.579536;
0.058160;1.183228;0.580800;0.290400;-0.580800;
0.058170;1.185656;0.582058;0.291029;-0.582058;
0.058180;1.188072;0.583311;0.291655;-0.583311;
0.058190;1.190476;0.584557;0.292279;-0.584557;
0.058200;1.192868;0.585798;0.292899;-0.585798;
0.058210;1.195249;0.587033;0.293517;-0.587033;
0.058220;1.197618;0.588263;0.294131;-0.588263;
0.058230;1.199975;0.589486;0.294743;-0.589486;
0.058240;1.202320;0.590704;0.295352;-0.590704;
0.058250;1.204653;0.591915;0.295958;-0.591915;
0.058260;1.206974;0.593121;0.296561;-0.593121;
0.058270;1.209284;0.594322;0.297161;-0.594322;
0.058280;1.211582;0.595516;0.297758;-0.595516;
0.058290;1.213867;0.596704;0.298352;-0.596704;
0.058300;1.216141;0.597887;0.298943;-0.597887;
0.058310;1.218402;0.599063;0.299532;-0.599063;
0.058320;1.220652;0.600234;0.300117;-0.600234;
0.058330;1.222889;0.601399;0.300699;-0.601399;
0.058340;1.225115;0.602558;0.301279;-0.602558;
0.058350;1.227328;0.603710;0.301855;-0.603710;
0.058360;1.229530;0.604857;0.302429;-0.604857;
0.058370;1.231719;0.605998;0.302999;-0.605998;
0.058380;1.233896;0.607133;0.303567;-0.607133;
0.058390;1.236060;0.608262;0.304131;-0.608262;
0.058400;1.238213;0.609385;0.304693;-0.609385;
0.058410;1.240353;0.610502;0.305251;-0.610502;
0.058420;1.242482;0.611613;0.305806;-0.611613;
0.058430;1.244597;0.612718;0.306359;-0.612718;
0.058440;1.246701;0.613817;0.306908;-0.613817;
0.058450;1.248792;0.614910;0.307455;-0.614910;
0.058460;1.250871;0.615996;0.307998;-0.615996;
0.058470;1.252938;0.617077;0.308538;-0.617077;
0.058480;1.254992;0.618151;0.309076;-0.618151;
0.058490;1.257034;0.619220;0.309610;-0.619220;
0.058500;1.259063;0.620282;0.310141;-0.620282;
0.058510;1.261080;0.621338;0.310669;-0.621338;
0.058520;1.263085;0.622388;0.311194;-0.622388;
0.058530;1.265077;0.623432;0.311716;-0.623432;
0.058540;1.267057;0.624470;0.312235;-0.624470;
0.058550;1.269024;0.625502;0.312751;-0.625502;
0.058560;1.270979;0.626527;0.313264;-0.626527;
0.058570;1.272921;0.627547;0.313773;-0.627547;
0.058580;1.274850;0.628560;0.314280;-0.628560;
0.058590;1.276767;0.629566;0.314783;-0.629566;
0.058600;1.278671;0.630567;0.315284;-0.630567;
0.058610;1.280563;0.631562;0.315781;-0.631562;
0.058620;1.282442;0.632550;0.316275;-0.632550;
0.058630;1.284308;0.633532;0.316766;-0.633532;
0.058640;1.286162;0.634507;0.317254;-0.634507;
0.058650;1.288003;0.635477;0.317738;-0.635477;
0.058660;1.289831;0.636440;0.318220;-0.636440;
0.058670;1.291647;0.637397;0.318698;-0.637397;
0.058680;1.293450;0.638347;0.319174;-0.638347;
0.058690;1.295240;0.639292;0.319646;-0.639292;
0.058700;1.297017;0.640230;0.320115;-0.640230;
0.058710;1.298782;0.641161;0.320581;-0.641161;
0.058720;1.300533;0.642087;0.321043;-0.642087;
0.058730;1.302272;0.643006;0.321503;-0.643006;
0.058740;1.303998;0.643918;0.321959;-0.643918;
0.058750;1.305711;0.644825;0.322412;-0.644825;
0.058760;1.307411;0.645725;0.322862;-0.645725;
0.058770;1.309099;0.646618;0.323309;-0.646618;
0.058780;1.310773;0.647505;0.323753;-0.647505;
0.058790;1.312435;0.648386;0.324193;-0.648386;
0.058800;1.314083;0.649261;0.324630;-0.649261;
