time;NETWORK_T3_1_i_a;NETWORK_T3_2_i_a;NETWORK_T3_3_i_a;NETWORK_T3_FictBUS_v_a;NETWORK_B2_v_a;NETWORK_B3_v_a;
0.003750;-0.249744;0.207260;0.079663;0.742911;1.158593;1.158539;
0.003760;-0.249037;0.205888;0.078332;0.739293;1.156103;1.154872;
0.003770;-0.248328;0.204512;0.077003;0.735875;1.153527;1.151109;
0.003780;-0.247617;0.203135;0.075675;0.732656;1.150865;1.147251;
0.003790;-0.246903;0.201757;0.074351;0.729636;1.148120;1.143300;
0.003800;-0.246186;0.200380;0.073030;0.726814;1.145293;1.139256;
0.003810;-0.245464;0.199003;0.071714;0.724191;1.142385;1.135121;
0.003820;-0.244738;0.197627;0.070403;0.721763;1.139399;1.130897;
0.003830;-0.244006;0.196255;0.069099;0.719531;1.136335;1.126585;
0.003840;-0.243268;0.194886;0.067803;0.717493;1.133197;1.122186;
0.003850;-0.242523;0.193521;0.066515;0.715646;1.129986;1.117702;
0.003860;-0.241772;0.192161;0.065235;0.713990;1.126703;1.113136;
0.003870;-0.241012;0.190807;0.063966;0.712520;1.123351;1.108488;
0.003880;-0.240243;0.189460;0.062708;0.711236;1.119931;1.103760;
0.003890;-0.239466;0.188121;0.061461;0.710134;1.116447;1.098955;
0.003900;-0.238679;0.186790;0.060226;0.709211;1.112899;1.094074;
0.003910;-0.237881;0.185467;0.059005;0.708465;1.109290;1.089120;
0.003920;-0.237073;0.184155;0.057798;0.707891;1.105622;1.084094;
0.003930;-0.236254;0.182853;0.056605;0.707487;1.101897;1.078999;
0.003940;-0.235422;0.181562;0.055428;0.707248;1.098117;1.073836;
0.003950;-0.234578;0.180283;0.054268;0.707171;1.094286;1.068609;
0.003960;-0.233721;0.179017;0.053124;0.707252;1.090404;1.063319;
0.003970;-0.232851;0.177764;0.051997;0.707485;1.086474;1.057968;
0.003980;-0.231967;0.176524;0.050889;0.707867;1.082499;1.052560;
0.003990;-0.231068;0.175299;0.049800;0.708394;1.078480;1.047096;
0.004000;-0.230155;0.174089;0.048730;0.709059;1.074420;1.041579;
0.004010;-0.229226;0.172894;0.047680;0.709858;1.070322;1.036012;
0.004020;-0.228282;0.171716;0.046651;0.710787;1.066188;1.030396;
0.004030;-0.227321;0.170554;0.045643;0.711839;1.062019;1.024735;
0.004040;-0.226345;0.169409;0.044657;0.713009;1.057819;1.019031;
0.004050;-0.225351;0.168281;0.043692;0.714292;1.053589;1.013287;
0.004060;-0.224340;0.167171;0.042751;0.715681;1.049333;1.007505;
0.004070;-0.223311;0.166080;0.041832;0.717172;1.045051;1.001689;
0.004080;-0.222265;0.165007;0.040937;0.718758;1.040748;0.995839;
0.004090;-0.221200;0.163953;0.040066;0.720433;1.036424;0.989961;
0.004100;-0.220117;0.162919;0.039219;0.722191;1.032082;0.984055;
0.004110;-0.219015;0.161904;0.038396;0.724026;1.027726;0.978125;
0.004120;-0.217895;0.160909;0.037598;0.725931;1.023355;0.972173;
0.004130;-0.216755;0.159934;0.036825;0.727900;1.018974;0.966202;
0.004140;-0.215596;0.158980;0.036078;0.729927;1.014584;0.960215;
0.004150;-0.214417;0.158046;0.035356;0.732005;1.010188;0.954215;
0.004160;-0.213219;0.157133;0.034659;0.734127;1.005787;0.948203;
0.004170;-0.212000;0.156240;0.033989;0.736287;1.001384;0.942184;
0.004180;-0.210762;0.155369;0.033344;0.738478;0.996981;0.936159;
0.004190;-0.209504;0.154518;0.032726;0.740693;0.992579;0.930131;
0.004200;-0.208226;0.153689;0.032134;0.742926;0.988182;0.924103;
0.004210;-0.206928;0.152881;0.031567;0.745170;0.983791;0.918077;
0.004220;-0.205609;0.152094;0.031027;0.747419;0.979408;0.912056;
0.004230;-0.204270;0.151328;0.030513;0.749665;0.975034;0.906042;
0.004240;-0.202912;0.150583;0.030026;0.751901;0.970673;0.900039;
0.004250;-0.201533;0.149858;0.029564;0.754122;0.966325;0.894048;
0.004260;-0.200134;0.149155;0.029128;0.756320;0.961992;0.888072;
0.004270;-0.198715;0.148472;0.028718;0.758489;0.957677;0.882113;
0.004280;-0.197276;0.147810;0.028333;0.760622;0.953381;0.876174;
0.004290;-0.195817;0.147168;0.027974;0.762712;0.949105;0.870258;
0.004300;-0.194339;0.146546;0.027639;0.764754;0.944851;0.864365;
0.004310;-0.192841;0.145944;0.027330;0.766740;0.940621;0.858499;
0.004320;-0.191324;0.145362;0.027046;0.768664;0.936416;0.852662;
0.004330;-0.189788;0.144799;0.026785;0.770520;0.932237;0.846856;
0.004340;-0.188233;0.144255;0.026549;0.772301;0.928087;0.841083;
0.004350;-0.186659;0.143729;0.026336;0.774002;0.923965;0.835345;
0.004360;-0.185067;0.143222;0.026147;0.775617;0.919874;0.829645;
0.004370;-0.183457;0.142733;0.025980;0.777139;0.915815;0.823983;
0.004380;-0.181829;0.142261;0.025836;0.778563;0.911789;0.818362;
0.004390;-0.180184;0.141806;0.025714;0.779883;0.907796;0.812784;
0.004400;-0.178521;0.141368;0.025613;0.781093;0.903839;0.807250;
0.004410;-0.176842;0.140946;0.025533;0.782188;0.899917;0.801762;
0.004420;-0.175146;0.140539;0.025473;0.783163;0.896032;0.796322;
0.004430;-0.173434;0.140148;0.025434;0.784012;0.892184;0.790931;
0.004440;-0.171707;0.139771;0.025414;0.784731;0.888374;0.785591;
0.004450;-0.169964;0.139409;0.025412;0.785314;0.884603;0.780303;
0.004460;-0.168207;0.139060;0.025429;0.785757;0.880872;0.775068;
0.004470;-0.166435;0.138723;0.025463;0.786056;0.877181;0.769888;
0.004480;-0.164649;0.138399;0.025514;0.786205;0.873530;0.764763;
0.004490;-0.162850;0.138087;0.025582;0.786201;0.869920;0.759696;
0.004500;-0.161038;0.137786;0.025664;0.786039;0.866351;0.754686;
0.004510;-0.159213;0.137496;0.025762;0.785716;0.862823;0.749735;
0.004520;-0.157377;0.137215;0.025874;0.785228;0.859337;0.744844;
0.004530;-0.155529;0.136944;0.025999;0.784572;0.855893;0.740014;
0.004540;-0.153670;0.136681;0.026137;0.783744;0.852490;0.735244;
0.004550;-0.151801;0.136426;0.026287;0.782741;0.849129;0.730536;
0.004560;-0.149922;0.136178;0.026448;0.781560;0.845810;0.725891;
0.004570;-0.148034;0.135936;0.026620;0.780199;0.842532;0.721308;
0.004580;-0.146137;0.135700;0.026801;0.778654;0.839296;0.716789;
0.004590;-0.144232;0.135469;0.026991;0.776925;0.836100;0.712333;
0.004600;-0.142319;0.135243;0.027190;0.775008;0.832945;0.707941;
0.004610;-0.140400;0.135020;0.027395;0.772901;0.829831;0.703612;
0.004620;-0.138474;0.134800;0.027607;0.770604;0.826756;0.699348;
0.004630;-0.136543;0.134582;0.027825;0.768114;0.823720;0.695147;
0.004640;-0.134607;0.134366;0.028048;0.765430;0.820723;0.691010;
0.004650;-0.132666;0.134150;0.028275;0.762552;0.817764;0.686936;
0.004660;-0.130721;0.133934;0.028505;0.759478;0.814842;0.682926;
0.004670;-0.128772;0.133717;0.028737;0.756208;0.811957;0.678978;
0.004680;-0.126822;0.133499;0.028972;0.752742;0.809107;0.675093;
0.004690;-0.124869;0.133279;0.029207;0.749078;0.806292;0.671270;
0.004700;-0.122914;0.133056;0.029442;0.745218;0.803511;0.667509;
0.004710;-0.120959;0.132829;0.029676;0.741162;0.800762;0.663808;
0.004720;-0.119004;0.132597;0.029909;0.736909;0.798045;0.660168;
0.004730;-0.117048;0.132361;0.030139;0.732462;0.795359;0.656586;
0.004740;-0.115094;0.132119;0.030366;0.727819;0.792703;0.653063;
0.004750;-0.113142;0.131870;0.030589;0.722984;0.790074;0.649598;
0.004760;-0.111192;0.131614;0.030808;0.717957;0.787473;0.646189;
0.004770;-0.109244;0.131350;0.031021;0.712739;0.784897;0.642835;
0.004780;-0.107300;0.131078;0.031227;0.707332;0.782346;0.639535;
0.004790;-0.105360;0.130796;0.031426;0.701739;0.779818;0.636289;
0.004800;-0.103424;0.130505;0.031618;0.695961;0.777312;0.633094;
0.004810;-0.101494;0.130203;0.031801;0.690000;0.774826;0.629950;
0.004820;-0.099569;0.129890;0.031975;0.683860;0.772359;0.626855;
0.004830;-0.097650;0.129565;0.032139;0.677543;0.769909;0.623807;
0.004840;-0.095739;0.129228;0.032292;0.671051;0.767475;0.620806;
0.004850;-0.093834;0.128877;0.032434;0.664388;0.765055;0.617849;
0.004860;-0.091938;0.128514;0.032564;0.657557;0.762647;0.614935;
0.004870;-0.090050;0.128136;0.032681;0.650562;0.760251;0.612062;
0.004880;-0.088170;0.127744;0.032785;0.643405;0.757864;0.609229;
0.004890;-0.086300;0.127336;0.032875;0.636092;0.755484;0.606434;
0.004900;-0.084440;0.126913;0.032950;0.628625;0.753111;0.603674;
0.004910;-0.082591;0.126474;0.033011;0.621009;0.750742;0.600949;
0.004920;-0.080752;0.126019;0.033055;0.613248;0.748375;0.598257;
0.004930;-0.078924;0.125546;0.033084;0.605347;0.746009;0.595594;
0.004940;-0.077108;0.125056;0.033096;0.597310;0.743643;0.592960;
0.004950;-0.075304;0.124548;0.033090;0.589141;0.741274;0.590353;
0.004960;-0.073512;0.124021;0.033067;0.580845;0.738901;0.587770;
0.004970;-0.071734;0.123476;0.033026;0.572428;0.736521;0.585210;
0.004980;-0.069968;0.122913;0.032966;0.563894;0.734134;0.582670;
0.004990;-0.068217;0.122329;0.032887;0.555249;0.731738;0.580149;
0.005000;-0.066479;0.121727;0.032788;0.546497;0.729330;0.577644;
0.005010;-0.064755;0.121104;0.032670;0.537644;0.726909;0.575153;
0.005020;-0.063046;0.120461;0.032532;0.528696;0.724473;0.572674;
0.005030;-0.061352;0.119798;0.032373;0.519657;0.722021;0.570204;
0.005040;-0.059672;0.119114;0.032194;0.510535;0.719551;0.567743;
0.005050;-0.058009;0.118410;0.031994;0.501333;0.717061;0.565287;
0.005060;-0.056360;0.117684;0.031772;0.492058;0.714550;0.562835;
0.005070;-0.054728;0.116938;0.031529;0.482717;0.712015;0.560384;
0.005080;-0.053112;0.116170;0.031264;0.473314;0.709456;0.557932;
0.005090;-0.051511;0.115381;0.030977;0.463855;0.706870;0.555477;
0.005100;-0.049928;0.114571;0.030669;0.454347;0.704257;0.553017;
0.005110;-0.048360;0.113739;0.030338;0.444796;0.701613;0.550549;
0.005120;-0.046809;0.112886;0.029985;0.435207;0.698939;0.548072;
0.005130;-0.045275;0.112011;0.029610;0.425587;0.696232;0.545584;
0.005140;-0.043758;0.111115;0.029213;0.415941;0.693491;0.543082;
0.005150;-0.042258;0.110197;0.028793;0.406276;0.690715;0.540564;
0.005160;-0.040774;0.109258;0.028351;0.396597;0.687901;0.538028;
0.005170;-0.039308;0.108298;0.027886;0.386912;0.685050;0.535472;
0.005180;-0.037858;0.107317;0.027400;0.377225;0.682159;0.532895;
0.005190;-0.036426;0.106315;0.026891;0.367543;0.679226;0.530293;
0.005200;-0.035010;0.105292;0.026360;0.357872;0.676252;0.527666;
0.005210;-0.033611;0.104249;0.025808;0.348217;0.673234;0.525011;
0.005220;-0.032229;0.103185;0.025233;0.338586;0.670172;0.522327;
0.005230;-0.030864;0.102100;0.024638;0.328983;0.667064;0.519610;
0.005240;-0.029515;0.100996;0.024020;0.319414;0.663909;0.516861;
0.005250;-0.028183;0.099873;0.023382;0.309885;0.660706;0.514076;
0.005260;-0.026867;0.098729;0.022723;0.300402;0.657454;0.511255;
0.005270;-0.025567;0.097567;0.022043;0.290971;0.654153;0.508395;
0.005280;-0.024284;0.096386;0.021343;0.281596;0.650801;0.505495;
0.005290;-0.023016;0.095187;0.020623;0.272284;0.647398;0.502553;
0.005300;-0.021764;0.093970;0.019883;0.263040;0.643942;0.499568;
0.005310;-0.020527;0.092735;0.019125;0.253869;0.640434;0.496538;
0.005320;-0.019306;0.091483;0.018347;0.244776;0.636872;0.493461;
0.005330;-0.018099;0.090214;0.017551;0.235767;0.633255;0.490337;
0.005340;-0.016908;0.088929;0.016737;0.226846;0.629584;0.487164;
0.005350;-0.015730;0.087628;0.015905;0.218018;0.625857;0.483940;
0.005360;-0.014567;0.086312;0.015056;0.209288;0.622075;0.480665;
0.005370;-0.013417;0.084980;0.014190;0.200660;0.618237;0.477338;
0.005380;-0.012281;0.083635;0.013309;0.192139;0.614342;0.473956;
0.005390;-0.011158;0.082275;0.012412;0.183729;0.610390;0.470520;
0.005400;-0.010047;0.080903;0.011499;0.175435;0.606381;0.467028;
0.005410;-0.008949;0.079517;0.010573;0.167261;0.602315;0.463479;
0.005420;-0.007863;0.078119;0.009632;0.159209;0.598192;0.459872;
0.005430;-0.006789;0.076710;0.008678;0.151285;0.594011;0.456207;
0.005440;-0.005726;0.075290;0.007711;0.143491;0.589773;0.452483;
0.005450;-0.004673;0.073859;0.006732;0.135831;0.585478;0.448700;
0.005460;-0.003631;0.072418;0.005741;0.128309;0.581126;0.444855;
0.005470;-0.002599;0.070969;0.004740;0.120927;0.576717;0.440950;
0.005480;-0.001576;0.069510;0.003728;0.113689;0.572251;0.436984;
0.005490;-0.000563;0.068044;0.002706;0.106596;0.567729;0.432956;
0.005500;0.000442;0.066570;0.001676;0.099652;0.563151;0.428866;
0.005510;0.001439;0.065090;0.000637;0.092860;0.558517;0.424714;
0.005520;0.002429;0.063604;-0.000409;0.086220;0.553829;0.420499;
0.005530;0.003411;0.062113;-0.001463;0.079736;0.549085;0.416222;
0.005540;0.004386;0.060616;-0.002522;0.073409;0.544288;0.411882;
0.005550;0.005356;0.059116;-0.003588;0.067241;0.539438;0.407480;
0.005560;0.006320;0.057613;-0.004658;0.061233;0.534534;0.403015;
0.005570;0.007278;0.056107;-0.005732;0.055386;0.529579;0.398488;
0.005580;0.008232;0.054598;-0.006809;0.049703;0.524573;0.393899;
0.005590;0.009181;0.053089;-0.007890;0.044183;0.519516;0.389248;
0.005600;0.010127;0.051579;-0.008972;0.038827;0.514410;0.384536;
0.005610;0.011070;0.050069;-0.010056;0.033636;0.509256;0.379764;
0.005620;0.012010;0.048559;-0.011140;0.028610;0.504054;0.374930;
0.005630;0.012949;0.047051;-0.012225;0.023750;0.498806;0.370037;
0.005640;0.013885;0.045545;-0.013308;0.019055;0.493513;0.365085;
0.005650;0.014820;0.044042;-0.014390;0.014526;0.488175;0.360074;
0.005660;0.015755;0.042542;-0.015470;0.010161;0.482795;0.355006;
0.005670;0.016690;0.041046;-0.016547;0.005960;0.477373;0.349881;
0.005680;0.017625;0.039554;-0.017620;0.001923;0.471910;0.344699;
0.005690;0.018561;0.038068;-0.018689;-0.001952;0.466408;0.339463;
0.005700;0.019498;0.036588;-0.019753;-0.005666;0.460868;0.334173;
0.005710;0.020437;0.035114;-0.020812;-0.009220;0.455291;0.328830;
0.005720;0.021379;0.033647;-0.021864;-0.012615;0.449680;0.323434;
0.005730;0.022324;0.032189;-0.022909;-0.015853;0.444034;0.317989;
0.005740;0.023272;0.030738;-0.023947;-0.018937;0.438357;0.312494;
0.005750;0.024224;0.029296;-0.024976;-0.021867;0.432648;0.306950;
0.005760;0.025180;0.027864;-0.025997;-0.024646;0.426911;0.301360;
0.005770;0.026141;0.026442;-0.027008;-0.027278;0.421145;0.295724;
0.005780;0.027107;0.025030;-0.028009;-0.029763;0.415354;0.290045;
0.005790;0.028078;0.023630;-0.028999;-0.032105;0.409538;0.284322;
0.005800;0.029056;0.022241;-0.029978;-0.034306;0.403699;0.278559;
0.005810;0.030041;0.020864;-0.030946;-0.036370;0.397839;0.272756;
0.005820;0.031032;0.019500;-0.031901;-0.038299;0.391959;0.266916;
0.005830;0.032031;0.018148;-0.032843;-0.040098;0.386062;0.261039;
0.005840;0.033037;0.016811;-0.033772;-0.041768;0.380147;0.255127;
0.005850;0.034051;0.015487;-0.034687;-0.043314;0.374219;0.249183;
0.005860;0.035074;0.014178;-0.035588;-0.044740;0.368277;0.243207;
0.005870;0.036106;0.012883;-0.036474;-0.046049;0.362324;0.237202;
0.005880;0.037147;0.011604;-0.037345;-0.047245;0.356361;0.231169;
0.005890;0.038197;0.010340;-0.038200;-0.048332;0.350391;0.225110;
0.005900;0.039258;0.009092;-0.039039;-0.049315;0.344415;0.219028;
0.005910;0.040328;0.007861;-0.039861;-0.050197;0.338434;0.212923;
0.005920;0.041409;0.006646;-0.040667;-0.050983;0.332450;0.206798;
0.005930;0.042501;0.005448;-0.041455;-0.051677;0.326466;0.200655;
0.005940;0.043603;0.004267;-0.042226;-0.052284;0.320482;0.194495;
0.005950;0.044717;0.003103;-0.042979;-0.052808;0.314501;0.188321;
0.005960;0.045842;0.001957;-0.043714;-0.053254;0.308524;0.182134;
0.005970;0.046979;0.000829;-0.044430;-0.053628;0.302552;0.175936;
0.005980;0.048128;-0.000281;-0.045128;-0.053932;0.296588;0.169730;
0.005990;0.049289;-0.001373;-0.045807;-0.054174;0.290633;0.163517;
0.006000;0.050462;-0.002447;-0.046467;-0.054357;0.284689;0.157299;
0.006010;0.051648;-0.003502;-0.047108;-0.054486;0.278757;0.151079;
0.006020;0.052846;-0.004539;-0.047729;-0.054567;0.272839;0.144857;
0.006030;0.054057;-0.005556;-0.048331;-0.054604;0.266936;0.138637;
0.006040;0.055281;-0.006555;-0.048913;-0.054603;0.261051;0.132419;
0.006050;0.056517;-0.007536;-0.049475;-0.054569;0.255184;0.126207;
0.006060;0.057767;-0.008497;-0.050017;-0.054507;0.249337;0.120001;
0.006070;0.059029;-0.009439;-0.050540;-0.054422;0.243512;0.113804;
0.006080;0.060305;-0.010363;-0.051043;-0.054320;0.237710;0.107618;
0.006090;0.061593;-0.011268;-0.051525;-0.054205;0.231932;0.101444;
0.006100;0.062895;-0.012154;-0.051988;-0.054082;0.226179;0.095285;
0.006110;0.064210;-0.013021;-0.052431;-0.053958;0.220454;0.089142;
0.006120;0.065538;-0.013870;-0.052854;-0.053837;0.214758;0.083017;
0.006130;0.066879;-0.014700;-0.053258;-0.053723;0.209091;0.076911;
0.006140;0.068233;-0.015512;-0.053642;-0.053623;0.203455;0.070828;
0.006150;0.069600;-0.016306;-0.054006;-0.053542;0.197851;0.064767;
0.006160;0.070980;-0.017081;-0.054351;-0.053484;0.192280;0.058732;
0.006170;0.072373;-0.017839;-0.054677;-0.053454;0.186744;0.052723;
0.006180;0.073778;-0.018579;-0.054984;-0.053457;0.181243;0.046743;
0.006190;0.075196;-0.019302;-0.055272;-0.053499;0.175779;0.040792;
0.006200;0.076626;-0.020008;-0.055542;-0.053584;0.170352;0.034873;
0.006210;0.078068;-0.020697;-0.055793;-0.053717;0.164964;0.028987;
0.006220;0.079523;-0.021369;-0.056027;-0.053902;0.159614;0.023136;
0.006230;0.080989;-0.022025;-0.056242;-0.054144;0.154306;0.017320;
0.006240;0.082467;-0.022665;-0.056441;-0.054449;0.149038;0.011541;
0.006250;0.083956;-0.023290;-0.056622;-0.054819;0.143811;0.005802;
0.006260;0.085456;-0.023899;-0.056786;-0.055260;0.138628;0.000102;
0.006270;0.086967;-0.024493;-0.056934;-0.055775;0.133487;-0.005557;
0.006280;0.088489;-0.025073;-0.057066;-0.056370;0.128390;-0.011173;
0.006290;0.090021;-0.025638;-0.057182;-0.057047;0.123337;-0.016746;
0.006300;0.091564;-0.026190;-0.057284;-0.057812;0.118329;-0.022274;
0.006310;0.093116;-0.026729;-0.057370;-0.058667;0.113366;-0.027757;
0.006320;0.094677;-0.027255;-0.057442;-0.059617;0.108449;-0.033193;
0.006330;0.096248;-0.027768;-0.057500;-0.060665;0.103577;-0.038581;
0.006340;0.097827;-0.028269;-0.057545;-0.061815;0.098752;-0.043921;
0.006350;0.099415;-0.028759;-0.057577;-0.063069;0.093973;-0.049211;
0.006360;0.101011;-0.029238;-0.057596;-0.064432;0.089241;-0.054451;
0.006370;0.102615;-0.029707;-0.057603;-0.065906;0.084556;-0.059641;
0.006380;0.104226;-0.030165;-0.057599;-0.067494;0.079918;-0.064779;
0.006390;0.105845;-0.030614;-0.057584;-0.069200;0.075326;-0.069865;
0.006400;0.107469;-0.031054;-0.057559;-0.071025;0.070782;-0.074898;
0.006410;0.109100;-0.031486;-0.057524;-0.072972;0.066284;-0.079879;
0.006420;0.110737;-0.031910;-0.057480;-0.075044;0.061833;-0.084805;
0.006430;0.112379;-0.032326;-0.057427;-0.077243;0.057429;-0.089678;
0.006440;0.114026;-0.032736;-0.057366;-0.079570;0.053071;-0.094497;
0.006450;0.115678;-0.033139;-0.057298;-0.082029;0.048759;-0.099261;
0.006460;0.117334;-0.033537;-0.057222;-0.084619;0.044492;-0.103971;
0.006470;0.118993;-0.033930;-0.057140;-0.087344;0.040271;-0.108626;
0.006480;0.120656;-0.034318;-0.057053;-0.090205;0.036095;-0.113227;
0.006490;0.122321;-0.034702;-0.056960;-0.093202;0.031964;-0.117772;
0.006500;0.123989;-0.035083;-0.056863;-0.096337;0.027876;-0.122263;
0.006510;0.125658;-0.035461;-0.056762;-0.099611;0.023832;-0.126700;
0.006520;0.127329;-0.035836;-0.056657;-0.103024;0.019830;-0.131082;
0.006530;0.129001;-0.036210;-0.056550;-0.106578;0.015871;-0.135410;
0.006540;0.130673;-0.036583;-0.056441;-0.110273;0.011953;-0.139684;
0.006550;0.132345;-0.036956;-0.056330;-0.114108;0.008076;-0.143905;
0.006560;0.134017;-0.037328;-0.056219;-0.118084;0.004238;-0.148072;
0.006570;0.135688;-0.037701;-0.056107;-0.122202;0.000440;-0.152187;
0.006580;0.137358;-0.038075;-0.055995;-0.126460;-0.003320;-0.156250;
0.006590;0.139025;-0.038451;-0.055885;-0.130859;-0.007043;-0.160261;
0.006600;0.140691;-0.038829;-0.055776;-0.135398;-0.010729;-0.164222;
0.006610;0.142353;-0.039210;-0.055669;-0.140076;-0.014380;-0.168133;
0.006620;0.144013;-0.039595;-0.055565;-0.144892;-0.017996;-0.171994;
0.006630;0.145668;-0.039983;-0.055464;-0.149846;-0.021579;-0.175806;
0.006640;0.147320;-0.040376;-0.055367;-0.154936;-0.025130;-0.179571;
0.006650;0.148967;-0.040774;-0.055275;-0.160161;-0.028650;-0.183288;
0.006660;0.150609;-0.041177;-0.055187;-0.165519;-0.032140;-0.186960;
0.006670;0.152246;-0.041586;-0.055106;-0.171009;-0.035600;-0.190587;
0.006680;0.153876;-0.042002;-0.055030;-0.176629;-0.039033;-0.194170;
0.006690;0.155501;-0.042424;-0.054961;-0.182377;-0.042440;-0.197710;
0.006700;0.157118;-0.042855;-0.054899;-0.188251;-0.045821;-0.201209;
0.006710;0.158729;-0.043293;-0.054845;-0.194248;-0.049179;-0.204667;
0.006720;0.160332;-0.043739;-0.054800;-0.200368;-0.052513;-0.208085;
0.006730;0.161927;-0.044194;-0.054763;-0.206606;-0.055827;-0.211466;
0.006740;0.163514;-0.044659;-0.054735;-0.212960;-0.059120;-0.214809;
0.006750;0.165092;-0.045133;-0.054717;-0.219428;-0.062394;-0.218117;
0.006760;0.166661;-0.045617;-0.054709;-0.226007;-0.065651;-0.221391;
0.006770;0.168220;-0.046112;-0.054712;-0.232694;-0.068892;-0.224632;
0.006780;0.169770;-0.046618;-0.054726;-0.239485;-0.072119;-0.227841;
0.006790;0.171309;-0.047135;-0.054751;-0.246377;-0.075332;-0.231021;
0.006800;0.172838;-0.047663;-0.054788;-0.253368;-0.078533;-0.234172;
0.006810;0.174357;-0.048203;-0.054837;-0.260453;-0.081724;-0.237296;
0.006820;0.175864;-0.048756;-0.054899;-0.267629;-0.084906;-0.240394;
0.006830;0.177360;-0.049321;-0.054974;-0.274893;-0.088080;-0.243468;
0.006840;0.178844;-0.049899;-0.055062;-0.282240;-0.091247;-0.246520;
0.006850;0.180316;-0.050490;-0.055164;-0.289667;-0.094410;-0.249551;
0.006860;0.181776;-0.051094;-0.055280;-0.297171;-0.097570;-0.252563;
