time;LL_circuit_vLoadA;LL_circuit_vLoadB;LL_circuit_vLoadC;LL_circuit_iLineA;LL_circuit_iLineB;LL_circuit_iLineC;
0.069190;-1.300334;1.039059;0.261275;-0.650169;0.519532;0.130638;
0.069200;-1.301738;1.036221;0.265517;-0.650871;0.518113;0.132759;
0.069210;-1.303130;1.033373;0.269756;-0.651567;0.516689;0.134878;
0.069220;-1.304508;1.030515;0.273993;-0.652256;0.515260;0.136997;
0.069230;-1.305874;1.027647;0.278227;-0.652939;0.513826;0.139114;
0.069240;-1.307227;1.024769;0.282458;-0.653616;0.512387;0.141229;
0.069250;-1.308567;1.021880;0.286686;-0.654286;0.510942;0.143343;
0.069260;-1.309894;1.018982;0.290912;-0.654949;0.509493;0.145456;
0.069270;-1.311208;1.016073;0.295135;-0.655606;0.508039;0.147568;
0.069280;-1.312509;1.013155;0.299354;-0.656257;0.506580;0.149677;
0.069290;-1.313797;1.010226;0.303571;-0.656901;0.505115;0.151786;
0.069300;-1.315073;1.007287;0.307785;-0.657539;0.503646;0.153893;
0.069310;-1.316335;1.004339;0.311996;-0.658170;0.502172;0.155998;
0.069320;-1.317584;1.001381;0.316203;-0.658794;0.500693;0.158102;
0.069330;-1.318820;0.998412;0.320408;-0.659413;0.499208;0.160204;
0.069340;-1.320044;0.995434;0.324609;-0.660024;0.497719;0.162305;
0.069350;-1.321254;0.992446;0.328808;-0.660629;0.496225;0.164404;
0.069360;-1.322451;0.989448;0.333003;-0.661228;0.494726;0.166502;
0.069370;-1.323635;0.986441;0.337194;-0.661820;0.493223;0.168597;
0.069380;-1.324806;0.983424;0.341383;-0.662405;0.491714;0.170692;
0.069390;-1.325964;0.980397;0.345568;-0.662984;0.490201;0.172784;
0.069400;-1.327109;0.977360;0.349749;-0.663557;0.488682;0.174875;
0.069410;-1.328241;0.974314;0.353927;-0.664123;0.487159;0.176964;
0.069420;-1.329360;0.971258;0.358102;-0.664682;0.485631;0.179051;
0.069430;-1.330465;0.968192;0.362273;-0.665235;0.484098;0.181137;
0.069440;-1.331558;0.965117;0.366440;-0.665781;0.482561;0.183221;
0.069450;-1.332637;0.962033;0.370604;-0.666321;0.481019;0.185303;
0.069460;-1.333703;0.958938;0.374765;-0.666854;0.479472;0.187383;
0.069470;-1.334756;0.955835;0.378921;-0.667380;0.477920;0.189461;
0.069480;-1.335796;0.952722;0.383074;-0.667900;0.476363;0.191537;
0.069490;-1.336823;0.949600;0.387223;-0.668414;0.474802;0.193612;
0.069500;-1.337836;0.946468;0.391368;-0.668920;0.473236;0.195684;
0.069510;-1.338836;0.943327;0.395509;-0.669420;0.471666;0.197755;
0.069520;-1.339823;0.940176;0.399647;-0.669914;0.470090;0.199824;
0.069530;-1.340797;0.937017;0.403780;-0.670401;0.468511;0.201891;
0.069540;-1.341758;0.933848;0.407910;-0.670881;0.466926;0.203955;
0.069550;-1.342705;0.930670;0.412035;-0.671355;0.465337;0.206018;
0.069560;-1.343639;0.927482;0.416157;-0.671822;0.463743;0.208079;
0.069570;-1.344560;0.924286;0.420274;-0.672282;0.462145;0.210137;
0.069580;-1.345467;0.921080;0.424387;-0.672736;0.460542;0.212194;
0.069590;-1.346362;0.917865;0.428496;-0.673183;0.458935;0.214248;
0.069600;-1.347243;0.914642;0.432601;-0.673624;0.457323;0.216301;
0.069610;-1.348110;0.911409;0.436701;-0.674057;0.455707;0.218351;
0.069620;-1.348965;0.908167;0.440797;-0.674485;0.454086;0.220399;
0.069630;-1.349806;0.904916;0.444889;-0.674905;0.452460;0.222445;
0.069640;-1.350634;0.901657;0.448977;-0.675319;0.450831;0.224489;
0.069650;-1.351448;0.898388;0.453060;-0.675726;0.449196;0.226530;
0.069660;-1.352249;0.895111;0.457138;-0.676127;0.447558;0.228570;
0.069670;-1.353037;0.891824;0.461212;-0.676521;0.445914;0.230607;
0.069680;-1.353811;0.888529;0.465282;-0.676908;0.444267;0.232641;
0.069690;-1.354572;0.885225;0.469346;-0.677288;0.442615;0.234674;
0.069700;-1.355320;0.881913;0.473407;-0.677662;0.440959;0.236704;
0.069710;-1.356054;0.878592;0.477462;-0.678029;0.439298;0.238732;
0.069720;-1.356775;0.875262;0.481513;-0.678390;0.437633;0.240757;
0.069730;-1.357482;0.871923;0.485559;-0.678743;0.435964;0.242780;
0.069740;-1.358176;0.868576;0.489600;-0.679090;0.434290;0.244801;
0.069750;-1.358857;0.865220;0.493637;-0.679431;0.432612;0.246819;
0.069760;-1.359524;0.861856;0.497668;-0.679764;0.430930;0.248835;
0.069770;-1.360178;0.858483;0.501695;-0.680091;0.429244;0.250848;
0.069780;-1.360819;0.855102;0.505717;-0.680412;0.427553;0.252859;
0.069790;-1.361446;0.851712;0.509734;-0.680725;0.425858;0.254867;
0.069800;-1.362059;0.848314;0.513745;-0.681032;0.424159;0.256873;
0.069810;-1.362659;0.844907;0.517752;-0.681332;0.422456;0.258876;
0.069820;-1.363246;0.841492;0.521753;-0.681625;0.420748;0.260877;
0.069830;-1.363819;0.838069;0.525750;-0.681912;0.419037;0.262875;
0.069840;-1.364379;0.834638;0.529741;-0.682192;0.417321;0.264871;
0.069850;-1.364925;0.831198;0.533727;-0.682465;0.415601;0.266864;
0.069860;-1.365458;0.827750;0.537708;-0.682731;0.413877;0.268854;
0.069870;-1.365977;0.824294;0.541683;-0.682991;0.412149;0.270842;
0.069880;-1.366483;0.820830;0.545653;-0.683244;0.410417;0.272827;
0.069890;-1.366976;0.817358;0.549618;-0.683490;0.408681;0.274809;
0.069900;-1.367455;0.813877;0.553577;-0.683729;0.406941;0.276789;
0.069910;-1.367920;0.810389;0.557531;-0.683962;0.405197;0.278766;
0.069920;-1.368372;0.806893;0.561479;-0.684188;0.403448;0.280740;
0.069930;-1.368810;0.803388;0.565422;-0.684407;0.401696;0.282711;
0.069940;-1.369235;0.799876;0.569359;-0.684620;0.399940;0.284680;
0.069950;-1.369646;0.796356;0.573290;-0.684825;0.398180;0.286646;
0.069960;-1.370044;0.792828;0.577216;-0.685024;0.396416;0.288609;
0.069970;-1.370429;0.789292;0.581136;-0.685216;0.394648;0.290569;
0.069980;-1.370799;0.785748;0.585051;-0.685402;0.392876;0.292526;
0.069990;-1.371157;0.782197;0.588959;-0.685580;0.391101;0.294480;
0.070000;-1.371500;0.778638;0.592862;-0.685752;0.389321;0.296432;
0.070010;-1.371831;0.775071;0.596759;-0.685917;0.387538;0.298380;
0.070020;-1.372147;0.771497;0.600650;-0.686076;0.385750;0.300326;
0.070030;-1.372450;0.767915;0.604535;-0.686227;0.383959;0.302268;
0.070040;-1.372740;0.764325;0.608415;-0.686372;0.382165;0.304208;
0.070050;-1.373016;0.760728;0.612288;-0.686510;0.380366;0.306145;
0.070060;-1.373278;0.757123;0.616155;-0.686641;0.378564;0.308078;
0.070070;-1.373527;0.753511;0.620016;-0.686766;0.376758;0.310009;
0.070080;-1.373763;0.749891;0.623871;-0.686883;0.374948;0.311936;
0.070090;-1.373984;0.746264;0.627720;-0.686994;0.373134;0.313861;
0.070100;-1.374193;0.742630;0.631562;-0.687098;0.371317;0.315782;
0.070110;-1.374387;0.738988;0.635399;-0.687196;0.369496;0.317700;
0.070120;-1.374568;0.735339;0.639229;-0.687286;0.367672;0.319615;
0.070130;-1.374736;0.731683;0.643053;-0.687370;0.365844;0.321527;
0.070140;-1.374890;0.728020;0.646870;-0.687447;0.364012;0.323436;
0.070150;-1.375030;0.724349;0.650681;-0.687517;0.362177;0.325341;
0.070160;-1.375157;0.720671;0.654486;-0.687581;0.360338;0.327244;
0.070170;-1.375270;0.716986;0.658284;-0.687637;0.358495;0.329143;
0.070180;-1.375370;0.713294;0.662076;-0.687687;0.356649;0.331039;
0.070190;-1.375456;0.709595;0.665861;-0.687730;0.354800;0.332931;
0.070200;-1.375529;0.705889;0.669639;-0.687766;0.352947;0.334820;
0.070210;-1.375588;0.702176;0.673411;-0.687796;0.351090;0.336706;
0.070220;-1.375633;0.698456;0.677177;-0.687819;0.349230;0.338589;
0.070230;-1.375665;0.694729;0.680935;-0.687835;0.347367;0.340468;
0.070240;-1.375683;0.690996;0.684687;-0.687844;0.345500;0.342344;
0.070250;-1.375688;0.687255;0.688432;-0.687846;0.343630;0.344217;
0.070260;-1.375679;0.683508;0.692171;-0.687842;0.341756;0.346086;
0.070270;-1.375656;0.679754;0.695902;-0.687830;0.339879;0.347952;
0.070280;-1.375620;0.675993;0.699627;-0.687812;0.337999;0.349814;
0.070290;-1.375571;0.672226;0.703345;-0.687787;0.336115;0.351673;
0.070300;-1.375507;0.668452;0.707056;-0.687756;0.334228;0.353528;
0.070310;-1.375431;0.664671;0.710759;-0.687717;0.332338;0.355380;
0.070320;-1.375340;0.660884;0.714456;-0.687672;0.330444;0.357229;
0.070330;-1.375236;0.657090;0.718146;-0.687620;0.328547;0.359074;
0.070340;-1.375119;0.653290;0.721829;-0.687561;0.326647;0.360915;
0.070350;-1.374988;0.649483;0.725504;-0.687496;0.324744;0.362753;
0.070360;-1.374843;0.645670;0.729173;-0.687424;0.322837;0.364587;
0.070370;-1.374685;0.641851;0.732834;-0.687344;0.320927;0.366418;
0.070380;-1.374513;0.638025;0.736488;-0.687258;0.319014;0.368245;
0.070390;-1.374328;0.634193;0.740134;-0.687166;0.317098;0.370068;
0.070400;-1.374129;0.630355;0.743774;-0.687066;0.315179;0.371888;
0.070410;-1.373916;0.626510;0.747406;-0.686960;0.313257;0.373704;
0.070420;-1.373690;0.622659;0.751031;-0.686847;0.311332;0.375516;
0.070430;-1.373450;0.618802;0.754648;-0.686727;0.309403;0.377325;
0.070440;-1.373197;0.614939;0.758258;-0.686601;0.307472;0.379130;
0.070450;-1.372931;0.611070;0.761860;-0.686467;0.305537;0.380931;
0.070460;-1.372650;0.607195;0.765455;-0.686327;0.303600;0.382728;
0.070470;-1.372356;0.603314;0.769042;-0.686180;0.301659;0.384522;
0.070480;-1.372049;0.599427;0.772622;-0.686027;0.299716;0.386312;
0.070490;-1.371728;0.595534;0.776194;-0.685866;0.297769;0.388098;
0.070500;-1.371394;0.591635;0.779758;-0.685699;0.295820;0.389880;
0.070510;-1.371046;0.587731;0.783315;-0.685525;0.293867;0.391658;
0.070520;-1.370684;0.583820;0.786864;-0.685344;0.291912;0.393433;
0.070530;-1.370309;0.579904;0.790405;-0.685157;0.289954;0.395203;
0.070540;-1.369921;0.575982;0.793938;-0.684962;0.287993;0.396970;
0.070550;-1.369519;0.572054;0.797464;-0.684761;0.286029;0.398733;
0.070560;-1.369103;0.568121;0.800982;-0.684553;0.284062;0.400492;
0.070570;-1.368674;0.564182;0.804491;-0.684339;0.282093;0.402247;
0.070580;-1.368231;0.560238;0.807993;-0.684118;0.280121;0.403997;
0.070590;-1.367775;0.556288;0.811487;-0.683889;0.278146;0.405744;
0.070600;-1.367305;0.552332;0.814973;-0.683655;0.276168;0.407487;
0.070610;-1.366822;0.548371;0.818451;-0.683413;0.274188;0.409226;
0.070620;-1.366326;0.544405;0.821921;-0.683165;0.272204;0.410961;
0.070630;-1.365816;0.540433;0.825382;-0.682910;0.270219;0.412692;
0.070640;-1.365292;0.536456;0.828836;-0.682648;0.268230;0.414419;
0.070650;-1.364755;0.532474;0.832281;-0.682379;0.266239;0.416141;
0.070660;-1.364204;0.528486;0.835718;-0.682104;0.264245;0.417860;
0.070670;-1.363640;0.524493;0.839147;-0.681822;0.262249;0.419574;
0.070680;-1.363063;0.520495;0.842567;-0.681533;0.260250;0.421285;
0.070690;-1.362472;0.516492;0.845980;-0.681238;0.258248;0.422991;
0.070700;-1.361868;0.512484;0.849383;-0.680936;0.256244;0.424693;
0.070710;-1.361250;0.508471;0.852779;-0.680627;0.254237;0.426390;
0.070720;-1.360619;0.504452;0.856166;-0.680311;0.252228;0.428084;
0.070730;-1.359974;0.500429;0.859545;-0.679989;0.250216;0.429773;
0.070740;-1.359316;0.496401;0.862915;-0.679660;0.248202;0.431458;
0.070750;-1.358645;0.492368;0.866276;-0.679324;0.246186;0.433139;
0.070760;-1.357960;0.488330;0.869630;-0.678982;0.244167;0.434816;
0.070770;-1.357261;0.484287;0.872974;-0.678633;0.242145;0.436488;
0.070780;-1.356550;0.480239;0.876310;-0.678277;0.240122;0.438156;
0.070790;-1.355825;0.476187;0.879637;-0.677914;0.238095;0.439819;
0.070800;-1.355086;0.472130;0.882956;-0.677545;0.236067;0.441479;
0.070810;-1.354334;0.468068;0.886266;-0.677169;0.234036;0.443134;
0.070820;-1.353569;0.464002;0.889567;-0.676786;0.232003;0.444784;
0.070830;-1.352790;0.459931;0.892859;-0.676397;0.229967;0.446430;
0.070840;-1.351999;0.455856;0.896142;-0.676001;0.227930;0.448072;
0.070850;-1.351193;0.451776;0.899417;-0.675598;0.225890;0.449709;
0.070860;-1.350375;0.447692;0.902683;-0.675189;0.223848;0.451342;
0.070870;-1.349543;0.443603;0.905940;-0.674773;0.221803;0.452971;
0.070880;-1.348698;0.439510;0.909188;-0.674351;0.219757;0.454595;
0.070890;-1.347839;0.435412;0.912427;-0.673921;0.217708;0.456214;
0.070900;-1.346967;0.431310;0.915657;-0.673485;0.215657;0.457829;
0.070910;-1.346082;0.427204;0.918878;-0.673043;0.213604;0.459440;
0.070920;-1.345184;0.423094;0.922089;-0.672594;0.211549;0.461046;
0.070930;-1.344272;0.418979;0.925292;-0.672138;0.209491;0.462647;
0.070940;-1.343347;0.414861;0.928486;-0.671675;0.207432;0.464244;
0.070950;-1.342409;0.410738;0.931670;-0.671206;0.205371;0.465836;
0.070960;-1.341457;0.406611;0.934845;-0.670730;0.203307;0.467424;
0.070970;-1.340492;0.402481;0.938011;-0.670248;0.201242;0.469007;
0.070980;-1.339514;0.398346;0.941168;-0.669759;0.199175;0.470585;
0.070990;-1.338523;0.394207;0.944316;-0.669263;0.197105;0.472159;
0.071000;-1.337519;0.390065;0.947454;-0.668761;0.195034;0.473728;
0.071010;-1.336501;0.385918;0.950583;-0.668252;0.192961;0.475292;
0.071020;-1.335470;0.381768;0.953702;-0.667737;0.190886;0.476852;
0.071030;-1.334427;0.377614;0.956812;-0.667215;0.188809;0.478407;
0.071040;-1.333369;0.373456;0.959913;-0.666686;0.186730;0.479957;
0.071050;-1.332299;0.369295;0.963004;-0.666151;0.184649;0.481503;
0.071060;-1.331216;0.365130;0.966085;-0.665610;0.182567;0.483044;
0.071070;-1.330119;0.360961;0.969157;-0.665061;0.180482;0.484580;
0.071080;-1.329009;0.356789;0.972220;-0.664506;0.178396;0.486111;
0.071090;-1.327887;0.352613;0.975273;-0.663945;0.176308;0.487637;
0.071100;-1.326751;0.348434;0.978316;-0.663377;0.174219;0.489159;
0.071110;-1.325602;0.344252;0.981350;-0.662802;0.172127;0.490676;
0.071120;-1.324439;0.340066;0.984374;-0.662221;0.170034;0.492188;
0.071130;-1.323264;0.335876;0.987388;-0.661634;0.167940;0.493695;
0.071140;-1.322076;0.331683;0.990392;-0.661040;0.165843;0.495197;
0.071150;-1.320875;0.327488;0.993387;-0.660439;0.163745;0.496695;
0.071160;-1.319660;0.323288;0.996372;-0.659832;0.161646;0.498187;
0.071170;-1.318433;0.319086;0.999347;-0.659218;0.159545;0.499675;
0.071180;-1.317193;0.314880;1.002312;-0.658598;0.157442;0.501157;
0.071190;-1.315939;0.310672;1.005268;-0.657971;0.155337;0.502635;
0.071200;-1.314673;0.306460;1.008213;-0.657338;0.153232;0.504107;
0.071210;-1.313394;0.302245;1.011148;-0.656698;0.151124;0.505575;
0.071220;-1.312101;0.298027;1.014074;-0.656052;0.149015;0.507038;
0.071230;-1.310796;0.293807;1.016989;-0.655400;0.146905;0.508496;
0.071240;-1.309478;0.289583;1.019895;-0.654741;0.144793;0.509948;
0.071250;-1.308147;0.285357;1.022790;-0.654075;0.142680;0.511396;
0.071260;-1.306803;0.281128;1.025675;-0.653403;0.140565;0.512839;
0.071270;-1.305446;0.276895;1.028550;-0.652725;0.138449;0.514276;
0.071280;-1.304076;0.272661;1.031415;-0.652040;0.136332;0.515709;
0.071290;-1.302694;0.268423;1.034270;-0.651348;0.134213;0.517136;
0.071300;-1.301298;0.264183;1.037115;-0.650651;0.132093;0.518558;
0.071310;-1.299890;0.259940;1.039949;-0.649946;0.129972;0.519976;
0.071320;-1.298468;0.255695;1.042773;-0.649236;0.127849;0.521388;
0.071330;-1.297034;0.251447;1.045587;-0.648519;0.125725;0.522794;
0.071340;-1.295588;0.247197;1.048390;-0.647795;0.123600;0.524196;
0.071350;-1.294128;0.242944;1.051183;-0.647066;0.121474;0.525593;
0.071360;-1.292656;0.238689;1.053966;-0.646329;0.119346;0.526984;
0.071370;-1.291171;0.234432;1.056739;-0.645587;0.117217;0.528370;
0.071380;-1.289673;0.230172;1.059500;-0.644838;0.115088;0.529751;
0.071390;-1.288162;0.225910;1.062252;-0.644083;0.112956;0.531127;
0.071400;-1.286639;0.221646;1.064993;-0.643321;0.110824;0.532498;
0.071410;-1.285103;0.217379;1.067723;-0.642553;0.108691;0.533863;
0.071420;-1.283554;0.213111;1.070443;-0.641779;0.106557;0.535223;
0.071430;-1.281993;0.208840;1.073153;-0.640998;0.104421;0.536577;
0.071440;-1.280419;0.204567;1.075851;-0.640211;0.102285;0.537927;
0.071450;-1.278832;0.200292;1.078540;-0.639418;0.100148;0.539271;
0.071460;-1.277233;0.196015;1.081217;-0.638618;0.098009;0.540610;
0.071470;-1.275621;0.191737;1.083884;-0.637812;0.095870;0.541943;
0.071480;-1.273996;0.187456;1.086540;-0.637000;0.093730;0.543271;
0.071490;-1.272359;0.183174;1.089185;-0.636181;0.091588;0.544594;
0.071500;-1.270710;0.178889;1.091820;-0.635356;0.089446;0.545911;
0.071510;-1.269048;0.174603;1.094444;-0.634525;0.087303;0.547223;
0.071520;-1.267373;0.170316;1.097057;-0.633688;0.085159;0.548530;
0.071530;-1.265686;0.166026;1.099659;-0.632844;0.083015;0.549831;
0.071540;-1.263986;0.161735;1.102251;-0.631995;0.080869;0.551127;
0.071550;-1.262274;0.157442;1.104831;-0.631138;0.078723;0.552417;
0.071560;-1.260549;0.153148;1.107401;-0.630276;0.076576;0.553702;
0.071570;-1.258812;0.148853;1.109960;-0.629408;0.074428;0.554981;
0.071580;-1.257063;0.144555;1.112507;-0.628533;0.072279;0.556255;
0.071590;-1.255301;0.140257;1.115044;-0.627652;0.070130;0.557523;
0.071600;-1.253527;0.135957;1.117570;-0.626765;0.067980;0.558786;
0.071610;-1.251740;0.131655;1.120085;-0.625871;0.065829;0.560043;
0.071620;-1.249941;0.127353;1.122588;-0.624972;0.063678;0.561295;
0.071630;-1.248130;0.123049;1.125081;-0.624066;0.061526;0.562542;
0.071640;-1.246306;0.118744;1.127562;-0.623154;0.059373;0.563782;
0.071650;-1.244470;0.114437;1.130033;-0.622236;0.057220;0.565017;
0.071660;-1.242622;0.110130;1.132492;-0.621312;0.055066;0.566247;
0.071670;-1.240762;0.105821;1.134940;-0.620382;0.052912;0.567471;
0.071680;-1.238889;0.101512;1.137377;-0.619446;0.050757;0.568690;
0.071690;-1.237004;0.097201;1.139802;-0.618503;0.048602;0.569902;
0.071700;-1.235107;0.092890;1.142217;-0.617555;0.046446;0.571110;
0.071710;-1.233197;0.088577;1.144620;-0.616600;0.044290;0.572311;
0.071720;-1.231276;0.084264;1.147012;-0.615639;0.042133;0.573507;
0.071730;-1.229342;0.079950;1.149392;-0.614672;0.039976;0.574697;
0.071740;-1.227396;0.075635;1.151761;-0.613699;0.037819;0.575882;
0.071750;-1.225438;0.071319;1.154119;-0.612720;0.035661;0.577061;
0.071760;-1.223468;0.067003;1.156465;-0.611735;0.033503;0.578234;
0.071770;-1.221486;0.062686;1.158800;-0.610744;0.031344;0.579401;
0.071780;-1.219492;0.058368;1.161124;-0.609747;0.029185;0.580563;
0.071790;-1.217486;0.054050;1.163436;-0.608744;0.027026;0.581719;
0.071800;-1.215468;0.049731;1.165736;-0.607735;0.024867;0.582869;
0.071810;-1.213437;0.045412;1.168025;-0.606720;0.022707;0.584014;
0.071820;-1.211395;0.041092;1.170303;-0.605699;0.020547;0.585153;
0.071830;-1.209341;0.036772;1.172569;-0.604672;0.018387;0.586286;
0.071840;-1.207275;0.032452;1.174823;-0.603639;0.016227;0.587413;
0.071850;-1.205197;0.028131;1.177066;-0.602600;0.014067;0.588534;
0.071860;-1.203107;0.023810;1.179297;-0.601555;0.011906;0.589650;
0.071870;-1.201005;0.019488;1.181517;-0.600504;0.009745;0.590760;
0.071880;-1.198892;0.015167;1.183725;-0.599447;0.007585;0.591864;
0.071890;-1.196766;0.010845;1.185921;-0.598384;0.005424;0.592962;
0.071900;-1.194629;0.006523;1.188106;-0.597316;0.003263;0.594054;
0.071910;-1.192480;0.002202;1.190278;-0.596241;0.001102;0.595140;
0.071920;-1.190319;-0.002120;1.192439;-0.595161;-0.001059;0.596221;
0.071930;-1.188147;-0.006442;1.194589;-0.594075;-0.003220;0.597295;
0.071940;-1.185962;-0.010764;1.196726;-0.592982;-0.005381;0.598364;
0.071950;-1.183766;-0.015085;1.198852;-0.591884;-0.007542;0.599427;
0.071960;-1.181559;-0.019407;1.200966;-0.590781;-0.009702;0.600484;
0.071970;-1.179339;-0.023728;1.203068;-0.589671;-0.011863;0.601535;
0.071980;-1.177108;-0.028049;1.205158;-0.588555;-0.014024;0.602580;
0.071990;-1.174866;-0.032370;1.207236;-0.587434;-0.016184;0.603619;
0.072000;-1.172612;-0.036691;1.209302;-0.586307;-0.018344;0.604652;
0.072010;-1.170346;-0.041011;1.211357;-0.585174;-0.020504;0.605679;
0.072020;-1.168069;-0.045331;1.213399;-0.584035;-0.022664;0.606701;
0.072030;-1.165780;-0.049650;1.215429;-0.582891;-0.024824;0.607716;
0.072040;-1.163479;-0.053969;1.217448;-0.581741;-0.026983;0.608725;
0.072050;-1.161168;-0.058287;1.219454;-0.580585;-0.029142;0.609728;
0.072060;-1.158844;-0.062604;1.221449;-0.579423;-0.031301;0.610726;
0.072070;-1.156510;-0.066922;1.223431;-0.578256;-0.033460;0.611717;
0.072080;-1.154163;-0.071238;1.225401;-0.577083;-0.035618;0.612702;
0.072090;-1.151806;-0.075554;1.227359;-0.575904;-0.037776;0.613681;
0.072100;-1.149437;-0.079869;1.229305;-0.574720;-0.039933;0.614654;
0.072110;-1.147057;-0.084183;1.231239;-0.573529;-0.042090;0.615621;
0.072120;-1.144665;-0.088496;1.233161;-0.572334;-0.044247;0.616582;
0.072130;-1.142262;-0.092809;1.235071;-0.571132;-0.046403;0.617537;
0.072140;-1.139848;-0.097120;1.236968;-0.569925;-0.048559;0.618485;
0.072150;-1.137423;-0.101431;1.238853;-0.568712;-0.050714;0.619428;
0.072160;-1.134986;-0.105740;1.240726;-0.567494;-0.052869;0.620364;
0.072170;-1.132538;-0.110049;1.242587;-0.566270;-0.055023;0.621295;
0.072180;-1.130079;-0.114356;1.244435;-0.565041;-0.057177;0.622219;
0.072190;-1.127609;-0.118663;1.246272;-0.563806;-0.059330;0.623137;
0.072200;-1.125128;-0.122968;1.248095;-0.562565;-0.061483;0.624049;
0.072210;-1.122636;-0.127272;1.249907;-0.561319;-0.063635;0.624955;
0.072220;-1.120132;-0.131574;1.251706;-0.560067;-0.065786;0.625854;
0.072230;-1.117618;-0.135876;1.253493;-0.558810;-0.067937;0.626748;
0.072240;-1.115092;-0.140176;1.255268;-0.557547;-0.070087;0.627635;
0.072250;-1.112555;-0.144474;1.257030;-0.556279;-0.072236;0.628516;
0.072260;-1.110008;-0.148772;1.258779;-0.555005;-0.074385;0.629391;
0.072270;-1.107449;-0.153067;1.260517;-0.553726;-0.076533;0.630260;
0.072280;-1.104880;-0.157362;1.262241;-0.552441;-0.078680;0.631122;
0.072290;-1.102300;-0.161654;1.263954;-0.551151;-0.080826;0.631978;
0.072300;-1.099708;-0.165945;1.265654;-0.549855;-0.082972;0.632828;
0.072310;-1.097106;-0.170235;1.267341;-0.548554;-0.085117;0.633672;
0.072320;-1.094494;-0.174523;1.269016;-0.547248;-0.087260;0.634509;
0.072330;-1.091870;-0.178809;1.270678;-0.545936;-0.089403;0.635340;
0.072340;-1.089235;-0.183093;1.272328;-0.544619;-0.091546;0.636165;
0.072350;-1.086590;-0.187376;1.273966;-0.543296;-0.093687;0.636984;
0.072360;-1.083934;-0.191656;1.275590;-0.541968;-0.095827;0.637796;
0.072370;-1.081268;-0.195935;1.277202;-0.540635;-0.097967;0.638602;
0.072380;-1.078590;-0.200212;1.278802;-0.539296;-0.100105;0.639402;
0.072390;-1.075902;-0.204487;1.280389;-0.537952;-0.102242;0.640196;
0.072400;-1.073204;-0.208759;1.281963;-0.536603;-0.104379;0.640983;
0.072410;-1.070495;-0.213030;1.283525;-0.535248;-0.106514;0.641764;
0.072420;-1.067775;-0.217299;1.285074;-0.533888;-0.108649;0.642538;
0.072430;-1.065045;-0.221565;1.286610;-0.532523;-0.110782;0.643306;
0.072440;-1.062304;-0.225830;1.288133;-0.531153;-0.112914;0.644068;
0.072450;-1.059553;-0.230092;1.289644;-0.529777;-0.115045;0.644823;
0.072460;-1.056791;-0.234352;1.291142;-0.528396;-0.117175;0.645572;
0.072470;-1.054019;-0.238609;1.292628;-0.527010;-0.119304;0.646315;
0.072480;-1.051236;-0.242864;1.294100;-0.525619;-0.121431;0.647051;
0.072490;-1.048443;-0.247117;1.295560;-0.524222;-0.123558;0.647781;
0.072500;-1.045640;-0.251367;1.297007;-0.522821;-0.125683;0.648505;
0.072510;-1.042826;-0.255615;1.298441;-0.521414;-0.127807;0.649222;
0.072520;-1.040002;-0.259861;1.299863;-0.520002;-0.129929;0.649933;
0.072530;-1.037168;-0.264103;1.301271;-0.518585;-0.132051;0.650637;
0.072540;-1.034324;-0.268343;1.302667;-0.517163;-0.134171;0.651335;
0.072550;-1.031469;-0.272581;1.304050;-0.515735;-0.136290;0.652026;
0.072560;-1.028605;-0.276816;1.305420;-0.514303;-0.138407;0.652711;
0.072570;-1.025730;-0.281048;1.306777;-0.512866;-0.140523;0.653390;
0.072580;-1.022845;-0.285277;1.308122;-0.511423;-0.142638;0.654062;
0.072590;-1.019949;-0.289504;1.309453;-0.509975;-0.144751;0.654728;
0.072600;-1.017044;-0.293727;1.310771;-0.508523;-0.146863;0.655387;
0.072610;-1.014129;-0.297948;1.312077;-0.507065;-0.148973;0.656040;
0.072620;-1.011204;-0.302166;1.313369;-0.505603;-0.151082;0.656686;
0.072630;-1.008268;-0.306381;1.314649;-0.504135;-0.153190;0.657326;
0.072640;-1.005323;-0.310592;1.315915;-0.502662;-0.155295;0.657959;
0.072650;-1.002368;-0.314801;1.317169;-0.501185;-0.157400;0.658586;
0.072660;-0.999403;-0.319007;1.318410;-0.499702;-0.159503;0.659206;
0.072670;-0.996428;-0.323209;1.319637;-0.498215;-0.161604;0.659820;
0.072680;-0.993444;-0.327408;1.320852;-0.496722;-0.163704;0.660427;
0.072690;-0.990449;-0.331604;1.322053;-0.495225;-0.165802;0.661028;
0.072700;-0.987445;-0.335797;1.323242;-0.493723;-0.167898;0.661622;
0.072710;-0.984431;-0.339987;1.324417;-0.492216;-0.169993;0.662210;
0.072720;-0.981407;-0.344173;1.325580;-0.490704;-0.172086;0.662791;
0.072730;-0.978374;-0.348356;1.326729;-0.489187;-0.174177;0.663366;
0.072740;-0.975330;-0.352535;1.327865;-0.487666;-0.176267;0.663934;
0.072750;-0.972278;-0.356711;1.328988;-0.486139;-0.178355;0.664495;
0.072760;-0.969215;-0.360883;1.330098;-0.484608;-0.180441;0.665050;
0.072770;-0.966144;-0.365052;1.331195;-0.483072;-0.182525;0.665599;
0.072780;-0.963062;-0.369217;1.332279;-0.481532;-0.184608;0.666141;
0.072790;-0.959971;-0.373378;1.333349;-0.479986;-0.186688;0.666676;
