time;LL_circuit_vLoadA;LL_circuit_vLoadB;LL_circuit_vLoadC;LL_circuit_iLineA;LL_circuit_iLineB;LL_circuit_iLineC;
0.159240;0.162518;0.119940;-0.282458;4.339009;-4.197780;-0.141229;
0.159250;0.164726;0.121961;-0.286686;4.358870;-4.215526;-0.143343;
0.159260;0.166932;0.123980;-0.290912;4.378687;-4.233231;-0.145456;
0.159270;0.169137;0.125998;-0.295135;4.398461;-4.250894;-0.147568;
0.159280;0.171340;0.128015;-0.299354;4.418192;-4.268514;-0.149677;
0.159290;0.173541;0.130030;-0.303571;4.437879;-4.286093;-0.151786;
0.159300;0.175741;0.132044;-0.307785;4.457522;-4.303629;-0.153893;
0.159310;0.177939;0.134057;-0.311996;4.477121;-4.321123;-0.155998;
0.159320;0.180135;0.136069;-0.316203;4.496675;-4.338573;-0.158102;
0.159330;0.182329;0.138079;-0.320408;4.516185;-4.355981;-0.160204;
0.159340;0.184522;0.140088;-0.324609;4.535651;-4.373346;-0.162305;
0.159350;0.186712;0.142095;-0.328808;4.555072;-4.390668;-0.164404;
0.159360;0.188901;0.144101;-0.333003;4.574447;-4.407946;-0.166502;
0.159370;0.191088;0.146106;-0.337194;4.593778;-4.425181;-0.168597;
0.159380;0.193274;0.148109;-0.341383;4.613063;-4.442371;-0.170692;
0.159390;0.195457;0.150111;-0.345568;4.632302;-4.459518;-0.172784;
0.159400;0.197638;0.152111;-0.349749;4.651496;-4.476621;-0.174875;
0.159410;0.199817;0.154110;-0.353927;4.670643;-4.493680;-0.176964;
0.159420;0.201995;0.156107;-0.358102;4.689745;-4.510694;-0.179051;
0.159430;0.204170;0.158103;-0.362273;4.708800;-4.527663;-0.181137;
0.159440;0.206343;0.160097;-0.366440;4.727809;-4.544588;-0.183221;
0.159450;0.208515;0.162090;-0.370604;4.746770;-4.561468;-0.185303;
0.159460;0.210684;0.164081;-0.374765;4.765685;-4.578303;-0.187383;
0.159470;0.212851;0.166070;-0.378921;4.784553;-4.595092;-0.189461;
0.159480;0.215016;0.168058;-0.383074;4.803373;-4.611836;-0.191537;
0.159490;0.217179;0.170044;-0.387223;4.822146;-4.628535;-0.193612;
0.159500;0.219340;0.172028;-0.391368;4.840872;-4.645187;-0.195684;
0.159510;0.221499;0.174011;-0.395509;4.859549;-4.661794;-0.197755;
0.159520;0.223655;0.175992;-0.399647;4.878178;-4.678355;-0.199824;
0.159530;0.225810;0.177971;-0.403780;4.896759;-4.694869;-0.201891;
0.159540;0.227962;0.179948;-0.407910;4.915292;-4.711337;-0.203955;
0.159550;0.230111;0.181924;-0.412035;4.933776;-4.727759;-0.206018;
0.159560;0.232259;0.183898;-0.416157;4.952212;-4.744133;-0.208079;
0.159570;0.234404;0.185870;-0.420274;4.970598;-4.760461;-0.210137;
0.159580;0.236547;0.187840;-0.424387;4.988935;-4.776742;-0.212194;
0.159590;0.238688;0.189809;-0.428496;5.007223;-4.792975;-0.214248;
0.159600;0.240826;0.191775;-0.432601;5.025462;-4.809161;-0.216301;
0.159610;0.242962;0.193740;-0.436701;5.043651;-4.825300;-0.218351;
0.159620;0.245095;0.195703;-0.440797;5.061789;-4.841391;-0.220399;
0.159630;0.247226;0.197663;-0.444889;5.079878;-4.857434;-0.222445;
0.159640;0.249355;0.199622;-0.448977;5.097917;-4.873429;-0.224489;
0.159650;0.251481;0.201579;-0.453060;5.115905;-4.889375;-0.226530;
0.159660;0.253604;0.203534;-0.457138;5.133843;-4.905274;-0.228570;
0.159670;0.255726;0.205487;-0.461212;5.151730;-4.921124;-0.230607;
0.159680;0.257844;0.207438;-0.465282;5.169566;-4.936925;-0.232641;
0.159690;0.259960;0.209386;-0.469346;5.187351;-4.952678;-0.234674;
0.159700;0.262074;0.211333;-0.473407;5.205085;-4.968381;-0.236704;
0.159710;0.264185;0.213278;-0.477462;5.222767;-4.984036;-0.238732;
0.159720;0.266293;0.215220;-0.481513;5.240397;-4.999641;-0.240757;
0.159730;0.268399;0.217161;-0.485559;5.257976;-5.015196;-0.242780;
0.159740;0.270502;0.219099;-0.489600;5.275503;-5.030703;-0.244801;
0.159750;0.272602;0.221035;-0.493637;5.292978;-5.046159;-0.246819;
0.159760;0.274700;0.222969;-0.497668;5.310400;-5.061566;-0.248835;
0.159770;0.276795;0.224901;-0.501695;5.327770;-5.076922;-0.250848;
0.159780;0.278887;0.226830;-0.505717;5.345087;-5.092228;-0.252859;
0.159790;0.280976;0.228758;-0.509734;5.362351;-5.107484;-0.254867;
0.159800;0.283063;0.230683;-0.513745;5.379563;-5.122690;-0.256873;
0.159810;0.285147;0.232605;-0.517752;5.396721;-5.137845;-0.258876;
0.159820;0.287228;0.234526;-0.521753;5.413826;-5.152949;-0.260877;
0.159830;0.289306;0.236444;-0.525750;5.430877;-5.168002;-0.262875;
0.159840;0.291382;0.238360;-0.529741;5.447875;-5.183004;-0.264871;
0.159850;0.293454;0.240273;-0.533727;5.464819;-5.197955;-0.266864;
0.159860;0.295524;0.242184;-0.537708;5.481708;-5.212854;-0.268854;
0.159870;0.297590;0.244093;-0.541683;5.498544;-5.227702;-0.270842;
0.159880;0.299654;0.245999;-0.545653;5.515325;-5.242499;-0.272827;
0.159890;0.301715;0.247903;-0.549618;5.532052;-5.257243;-0.274809;
0.159900;0.303773;0.249804;-0.553577;5.548724;-5.271935;-0.276789;
0.159910;0.305828;0.251703;-0.557531;5.565341;-5.286576;-0.278766;
0.159920;0.307879;0.253600;-0.561479;5.581904;-5.301164;-0.280740;
0.159930;0.309928;0.255494;-0.565422;5.598411;-5.315700;-0.282711;
0.159940;0.311974;0.257385;-0.569359;5.614862;-5.330183;-0.284680;
0.159950;0.314017;0.259274;-0.573290;5.631259;-5.344613;-0.286646;
0.159960;0.316056;0.261160;-0.577216;5.647599;-5.358991;-0.288609;
0.159970;0.318092;0.263044;-0.581136;5.663884;-5.373316;-0.290569;
0.159980;0.320126;0.264925;-0.585051;5.680113;-5.387587;-0.292526;
0.159990;0.322156;0.266804;-0.588959;5.696285;-5.401806;-0.294480;
0.160000;0.324183;0.268680;-0.592862;5.712402;-5.415971;-0.296432;
0.160000;11.424759;-10.831897;-0.592862;5.712402;-5.415971;-0.296432;
0.160010;11.238738;-10.641979;-0.596759;5.619391;-5.321011;-0.298380;
0.160020;10.842640;-10.241989;-0.600650;5.421341;-5.121016;-0.300326;
0.160030;10.462454;-9.857918;-0.604535;5.231247;-4.928979;-0.302268;
0.160040;10.097541;-9.489127;-0.608415;5.048790;-4.744583;-0.304208;
0.160050;9.747288;-9.135000;-0.612288;4.873663;-4.567519;-0.306145;
0.160060;9.411104;-8.794948;-0.616155;4.705570;-4.397492;-0.308078;
0.160070;9.088423;-8.468407;-0.620016;4.544229;-4.234221;-0.310009;
0.160080;8.778703;-8.154832;-0.623871;4.389368;-4.077433;-0.311936;
0.160090;8.481422;-7.853702;-0.627720;4.240727;-3.926867;-0.313861;
0.160100;8.196080;-7.564518;-0.631562;4.098056;-3.782275;-0.315782;
0.160110;7.922197;-7.286798;-0.635399;3.961114;-3.643414;-0.317700;
0.160120;7.659312;-7.020083;-0.639229;3.829671;-3.510056;-0.319615;
0.160130;7.406982;-6.763929;-0.643053;3.703505;-3.381979;-0.321527;
0.160140;7.164783;-6.517913;-0.646870;3.582405;-3.258970;-0.323436;
0.160150;6.932308;-6.281626;-0.650681;3.466167;-3.140826;-0.325341;
0.160160;6.709164;-6.054678;-0.654486;3.354595;-3.027352;-0.327244;
0.160170;6.494977;-5.836693;-0.658284;3.247501;-2.918359;-0.329143;
0.160180;6.289386;-5.627310;-0.662076;3.144705;-2.813667;-0.331039;
0.160190;6.092046;-5.426185;-0.665861;3.046034;-2.713104;-0.332931;
0.160200;5.902623;-5.232984;-0.669639;2.951323;-2.616503;-0.334820;
0.160210;5.720801;-5.047389;-0.673411;2.860411;-2.523705;-0.336706;
0.160220;5.546272;-4.869095;-0.677177;2.773146;-2.434558;-0.338589;
0.160230;5.378743;-4.697808;-0.680935;2.689382;-2.348914;-0.340468;
0.160240;5.217933;-4.533245;-0.684687;2.608976;-2.266632;-0.342344;
0.160250;5.063570;-4.375138;-0.688432;2.531795;-2.187578;-0.344217;
0.160260;4.915396;-4.223225;-0.692171;2.457707;-2.111622;-0.346086;
0.160270;4.773161;-4.077259;-0.695902;2.386589;-2.038638;-0.347952;
0.160280;4.636626;-3.936999;-0.699627;2.318322;-1.968508;-0.349814;
0.160290;4.505562;-3.802217;-0.703345;2.252789;-1.901117;-0.351673;
0.160300;4.379747;-3.672691;-0.707056;2.189882;-1.836354;-0.353528;
0.160310;4.258971;-3.548212;-0.710759;2.129493;-1.774114;-0.355380;
0.160320;4.143031;-3.428575;-0.714456;2.071523;-1.714295;-0.357229;
0.160330;4.031732;-3.313586;-0.718146;2.015873;-1.656800;-0.359074;
0.160340;3.924886;-3.203057;-0.721829;1.962450;-1.601536;-0.360915;
0.160350;3.822315;-3.096811;-0.725504;1.911164;-1.548412;-0.362753;
0.160360;3.723846;-2.994673;-0.729173;1.861930;-1.497343;-0.364587;
0.160370;3.629314;-2.896480;-0.732834;1.814663;-1.448246;-0.366418;
0.160380;3.538559;-2.802071;-0.736488;1.769286;-1.401042;-0.368245;
0.160390;3.451431;-2.711296;-0.740134;1.725722;-1.355654;-0.370068;
0.160400;3.367782;-2.624008;-0.743774;1.683897;-1.312010;-0.371888;
0.160410;3.287472;-2.540066;-0.747406;1.643742;-1.270039;-0.373704;
0.160420;3.210366;-2.459335;-0.751031;1.605189;-1.229673;-0.375516;
0.160430;3.136336;-2.381688;-0.754648;1.568173;-1.190849;-0.377325;
0.160440;3.065257;-2.306999;-0.758258;1.532634;-1.153505;-0.379130;
0.160450;2.997009;-2.235149;-0.761860;1.498510;-1.117580;-0.380931;
0.160460;2.931480;-2.166025;-0.765455;1.465745;-1.083017;-0.382728;
0.160470;2.868558;-2.099516;-0.769042;1.434284;-1.049763;-0.384522;
0.160480;2.808139;-2.035517;-0.772622;1.404074;-1.017763;-0.386312;
0.160490;2.750121;-1.973927;-0.776194;1.375065;-0.986968;-0.388098;
0.160500;2.694408;-1.914650;-0.779758;1.347209;-0.957330;-0.389880;
0.160510;2.640906;-1.857591;-0.783315;1.320458;-0.928800;-0.391658;
0.160520;2.589527;-1.802663;-0.786864;1.294768;-0.901336;-0.393433;
0.160530;2.540183;-1.749778;-0.790405;1.270096;-0.874893;-0.395203;
0.160540;2.492794;-1.698855;-0.793938;1.246401;-0.849432;-0.396970;
0.160550;2.447279;-1.649814;-0.797464;1.223643;-0.824911;-0.398733;
0.160560;2.403563;-1.602581;-0.800982;1.201785;-0.801294;-0.400492;
0.160570;2.361573;-1.557081;-0.804491;1.180790;-0.778545;-0.402247;
0.160580;2.321239;-1.513246;-0.807993;1.160623;-0.756627;-0.403997;
0.160590;2.282495;-1.471008;-0.811487;1.141251;-0.735508;-0.405744;
0.160600;2.245275;-1.430302;-0.814973;1.122641;-0.715155;-0.407487;
0.160610;2.209519;-1.391068;-0.818451;1.104763;-0.695537;-0.409226;
0.160620;2.175166;-1.353245;-0.821921;1.087586;-0.676626;-0.410961;
0.160630;2.142159;-1.316777;-0.825382;1.071083;-0.658392;-0.412692;
0.160640;2.110445;-1.281609;-0.828836;1.055226;-0.640808;-0.414419;
0.160650;2.079971;-1.247690;-0.832281;1.039989;-0.623848;-0.416141;
0.160660;2.050686;-1.214967;-0.835718;1.025346;-0.607487;-0.417860;
0.160670;2.022541;-1.183394;-0.839147;1.011274;-0.591700;-0.419574;
0.160680;1.995492;-1.152924;-0.842567;0.997749;-0.576465;-0.421285;
0.160690;1.969492;-1.123512;-0.845980;0.984749;-0.561759;-0.422991;
0.160700;1.944500;-1.095116;-0.849383;0.972253;-0.547561;-0.424693;
0.160710;1.920474;-1.067695;-0.852779;0.960240;-0.533851;-0.426390;
0.160720;1.897376;-1.041209;-0.856166;0.948691;-0.520608;-0.428084;
0.160730;1.875166;-1.015621;-0.859545;0.937586;-0.507813;-0.429773;
0.160740;1.853810;-0.990894;-0.862915;0.926908;-0.495450;-0.431458;
0.160750;1.833271;-0.966994;-0.866276;0.916638;-0.483500;-0.433139;
0.160760;1.813518;-0.943888;-0.869630;0.906762;-0.471947;-0.434816;
0.160770;1.794517;-0.921542;-0.872974;0.897261;-0.460774;-0.436488;
0.160780;1.776238;-0.899928;-0.876310;0.888122;-0.449966;-0.438156;
0.160790;1.758651;-0.879014;-0.879637;0.879328;-0.439509;-0.439819;
0.160800;1.741729;-0.858773;-0.882956;0.870867;-0.429389;-0.441479;
0.160810;1.725443;-0.839177;-0.886266;0.862724;-0.419591;-0.443134;
0.160820;1.709768;-0.820201;-0.889567;0.854887;-0.410103;-0.444784;
0.160830;1.694679;-0.801819;-0.892859;0.847342;-0.400912;-0.446430;
0.160840;1.680151;-0.784008;-0.896142;0.840078;-0.392007;-0.448072;
0.160850;1.666162;-0.766744;-0.899417;0.833083;-0.383375;-0.449709;
0.160860;1.652689;-0.750006;-0.902683;0.826347;-0.375005;-0.451342;
0.160870;1.639711;-0.733771;-0.905940;0.819858;-0.366888;-0.452971;
0.160880;1.627208;-0.718020;-0.909188;0.813606;-0.359012;-0.454595;
0.160890;1.615160;-0.702733;-0.912427;0.807582;-0.351369;-0.456214;
0.160900;1.603548;-0.687891;-0.915657;0.801776;-0.343948;-0.457829;
0.160910;1.592355;-0.673477;-0.918878;0.796180;-0.336741;-0.459440;
0.160920;1.581562;-0.659472;-0.922089;0.790783;-0.329738;-0.461046;
0.160930;1.571153;-0.645861;-0.925292;0.785579;-0.322933;-0.462647;
0.160940;1.561113;-0.632627;-0.928486;0.780559;-0.316316;-0.464244;
0.160950;1.551426;-0.619755;-0.931670;0.775715;-0.309880;-0.465836;
0.160960;1.542077;-0.607231;-0.934845;0.771041;-0.303618;-0.467424;
0.160970;1.533052;-0.595040;-0.938011;0.766528;-0.297522;-0.469007;
0.160980;1.524338;-0.583169;-0.941168;0.762171;-0.291587;-0.470585;
0.160990;1.515921;-0.571605;-0.944316;0.757963;-0.285805;-0.472159;
0.161000;1.507789;-0.560335;-0.947454;0.753897;-0.280170;-0.473728;
0.161010;1.499931;-0.549348;-0.950583;0.749968;-0.274676;-0.475292;
0.161020;1.492334;-0.538632;-0.953702;0.746169;-0.269318;-0.476852;
0.161030;1.484988;-0.528176;-0.956812;0.742496;-0.264090;-0.478407;
0.161040;1.477882;-0.517969;-0.959913;0.738943;-0.258987;-0.479957;
0.161050;1.471006;-0.508002;-0.963004;0.735505;-0.254003;-0.481503;
0.161060;1.464350;-0.498264;-0.966085;0.732177;-0.249134;-0.483044;
0.161070;1.457904;-0.488746;-0.969157;0.728954;-0.244375;-0.484580;
0.161080;1.451661;-0.479440;-0.972220;0.725832;-0.239722;-0.486111;
0.161090;1.445610;-0.470337;-0.975273;0.722807;-0.235170;-0.487637;
0.161100;1.439744;-0.461428;-0.978316;0.719874;-0.230716;-0.489159;
0.161110;1.434056;-0.452706;-0.981350;0.717030;-0.226355;-0.490676;
0.161120;1.428536;-0.444162;-0.984374;0.714270;-0.222083;-0.492188;
0.161130;1.423179;-0.435791;-0.987388;0.711591;-0.217897;-0.493695;
0.161140;1.417977;-0.427584;-0.990392;0.708990;-0.213794;-0.495197;
0.161150;1.412922;-0.419535;-0.993387;0.706463;-0.209769;-0.496695;
0.161160;1.408010;-0.411638;-0.996372;0.704007;-0.205821;-0.498187;
0.161170;1.403233;-0.403886;-0.999347;0.701618;-0.201945;-0.499675;
0.161180;1.398586;-0.396273;-1.002312;0.699295;-0.198138;-0.501157;
0.161190;1.394062;-0.388795;-1.005268;0.697033;-0.194399;-0.502635;
0.161200;1.389657;-0.381444;-1.008213;0.694830;-0.190724;-0.504107;
0.161210;1.385365;-0.374217;-1.011148;0.692684;-0.187110;-0.505575;
0.161220;1.381181;-0.367107;-1.014074;0.690592;-0.183555;-0.507038;
0.161230;1.377101;-0.360111;-1.016989;0.688552;-0.180057;-0.508496;
0.161240;1.373119;-0.353224;-1.019895;0.686561;-0.176614;-0.509948;
0.161250;1.369231;-0.346441;-1.022790;0.684617;-0.173222;-0.511396;
0.161260;1.365433;-0.339757;-1.025675;0.682718;-0.169880;-0.512839;
0.161270;1.361720;-0.333170;-1.028550;0.680862;-0.166587;-0.514276;
0.161280;1.358090;-0.326674;-1.031415;0.679046;-0.163339;-0.515709;
0.161290;1.354537;-0.320267;-1.034270;0.677270;-0.160135;-0.517136;
0.161300;1.351059;-0.313944;-1.037115;0.675531;-0.156973;-0.518558;
0.161310;1.347651;-0.307702;-1.039949;0.673827;-0.153853;-0.519976;
0.161320;1.344311;-0.301538;-1.042773;0.672157;-0.150770;-0.521388;
0.161330;1.341035;-0.295448;-1.045587;0.670519;-0.147726;-0.522794;
0.161340;1.337821;-0.289430;-1.048390;0.668912;-0.144717;-0.524196;
0.161350;1.334664;-0.283481;-1.051183;0.667334;-0.141742;-0.525593;
0.161360;1.331563;-0.277597;-1.053966;0.665783;-0.138800;-0.526984;
0.161370;1.328515;-0.271776;-1.056739;0.664259;-0.135890;-0.528370;
0.161380;1.325517;-0.266016;-1.059500;0.662760;-0.133010;-0.529751;
0.161390;1.322566;-0.260314;-1.062252;0.661285;-0.130159;-0.531127;
0.161400;1.319661;-0.254667;-1.064993;0.659832;-0.127335;-0.532498;
0.161410;1.316798;-0.249074;-1.067723;0.658400;-0.124539;-0.533863;
0.161420;1.313976;-0.243532;-1.070443;0.656989;-0.121768;-0.535223;
0.161430;1.311192;-0.238039;-1.073153;0.655598;-0.119021;-0.536577;
0.161440;1.308445;-0.232593;-1.075851;0.654224;-0.116298;-0.537927;
0.161450;1.305732;-0.227193;-1.078540;0.652868;-0.113598;-0.539271;
0.161460;1.303052;-0.221835;-1.081217;0.651528;-0.110919;-0.540610;
0.161470;1.300403;-0.216519;-1.083884;0.650203;-0.108261;-0.541943;
0.161480;1.297783;-0.211243;-1.086540;0.648893;-0.105623;-0.543271;
0.161490;1.295190;-0.206005;-1.089185;0.647597;-0.103004;-0.544594;
0.161500;1.292623;-0.200803;-1.091820;0.646313;-0.100403;-0.545911;
0.161510;1.290081;-0.195637;-1.094444;0.645042;-0.097820;-0.547223;
0.161520;1.287561;-0.190504;-1.097057;0.643782;-0.095253;-0.548530;
0.161530;1.285063;-0.185403;-1.099659;0.642533;-0.092703;-0.549831;
0.161540;1.282585;-0.180334;-1.102251;0.641294;-0.090168;-0.551127;
0.161550;1.280125;-0.175294;-1.104831;0.640064;-0.087648;-0.552417;
0.161560;1.277684;-0.170282;-1.107401;0.638843;-0.085143;-0.553702;
0.161570;1.275258;-0.165298;-1.109960;0.637631;-0.082651;-0.554981;
0.161580;1.272848;-0.160340;-1.112507;0.636425;-0.080172;-0.556255;
0.161590;1.270452;-0.155408;-1.115044;0.635227;-0.077705;-0.557523;
0.161600;1.268069;-0.150499;-1.117570;0.634036;-0.075251;-0.558786;
0.161610;1.265698;-0.145613;-1.120085;0.632850;-0.072808;-0.560043;
0.161620;1.263338;-0.140750;-1.122588;0.631671;-0.070376;-0.561295;
0.161630;1.260989;-0.135908;-1.125081;0.630496;-0.067955;-0.562542;
0.161640;1.258648;-0.131086;-1.127562;0.629326;-0.065544;-0.563782;
0.161650;1.256317;-0.126284;-1.130033;0.628160;-0.063143;-0.565017;
0.161660;1.253993;-0.121500;-1.132492;0.626998;-0.060752;-0.566247;
0.161670;1.251675;-0.116735;-1.134940;0.625839;-0.058369;-0.567471;
0.161680;1.249364;-0.111987;-1.137377;0.624683;-0.055995;-0.568690;
0.161690;1.247058;-0.107256;-1.139802;0.623530;-0.053629;-0.569902;
0.161700;1.244757;-0.102540;-1.142217;0.622380;-0.051271;-0.571110;
0.161710;1.242460;-0.097840;-1.144620;0.621231;-0.048921;-0.572311;
0.161720;1.240166;-0.093155;-1.147012;0.620084;-0.046579;-0.573507;
0.161730;1.237875;-0.088483;-1.149392;0.618939;-0.044243;-0.574697;
0.161740;1.235587;-0.083825;-1.151761;0.617795;-0.041914;-0.575882;
0.161750;1.233300;-0.079181;-1.154119;0.616651;-0.039592;-0.577061;
0.161760;1.231014;-0.074548;-1.156465;0.615508;-0.037276;-0.578234;
0.161770;1.228729;-0.069928;-1.158800;0.614366;-0.034965;-0.579401;
0.161780;1.226444;-0.065320;-1.161124;0.613223;-0.032661;-0.580563;
0.161790;1.224158;-0.060722;-1.163436;0.612080;-0.030362;-0.581719;
0.161800;1.221872;-0.056135;-1.165736;0.610937;-0.028069;-0.582869;
0.161810;1.219584;-0.051559;-1.168025;0.609793;-0.025781;-0.584014;
0.161820;1.217295;-0.046992;-1.170303;0.608649;-0.023497;-0.585153;
0.161830;1.215004;-0.042435;-1.172569;0.607503;-0.021219;-0.586286;
0.161840;1.212710;-0.037887;-1.174823;0.606356;-0.018945;-0.587413;
0.161850;1.210414;-0.033348;-1.177066;0.605208;-0.016675;-0.588534;
0.161860;1.208115;-0.028817;-1.179297;0.604059;-0.014410;-0.589650;
0.161870;1.205812;-0.024295;-1.181517;0.602907;-0.012149;-0.590760;
0.161880;1.203505;-0.019780;-1.183725;0.601754;-0.009891;-0.591864;
0.161890;1.201194;-0.015273;-1.185921;0.600598;-0.007638;-0.592962;
0.161900;1.198879;-0.010773;-1.188106;0.599441;-0.005388;-0.594054;
0.161910;1.196559;-0.006281;-1.190278;0.598281;-0.003142;-0.595140;
0.161920;1.194235;-0.001795;-1.192439;0.597118;-0.000899;-0.596221;
0.161930;1.191905;0.002684;-1.194589;0.595954;0.001341;-0.597295;
0.161940;1.189569;0.007157;-1.196726;0.594786;0.003577;-0.598364;
0.161950;1.187228;0.011623;-1.198852;0.593615;0.005811;-0.599427;
0.161960;1.184882;0.016084;-1.200966;0.592442;0.008041;-0.600484;
0.161970;1.182529;0.020539;-1.203068;0.591266;0.010268;-0.601535;
0.161980;1.180170;0.024988;-1.205158;0.590086;0.012493;-0.602580;
0.161990;1.177804;0.029432;-1.207236;0.588903;0.014715;-0.603619;
0.162000;1.175432;0.033870;-1.209302;0.587717;0.016934;-0.604652;
0.162010;1.173053;0.038304;-1.211357;0.586528;0.019151;-0.605679;
0.162020;1.170667;0.042732;-1.213399;0.585335;0.021365;-0.606701;
0.162030;1.168274;0.047156;-1.215429;0.584138;0.023577;-0.607716;
0.162040;1.165873;0.051575;-1.217448;0.582938;0.025786;-0.608725;
0.162050;1.163465;0.055989;-1.219454;0.581734;0.027994;-0.609728;
0.162060;1.161049;0.060399;-1.221449;0.580526;0.030199;-0.610726;
0.162070;1.158626;0.064805;-1.223431;0.579314;0.032401;-0.611717;
0.162080;1.156195;0.069206;-1.225401;0.578099;0.034602;-0.612702;
0.162090;1.153756;0.073604;-1.227359;0.576879;0.036801;-0.613681;
0.162100;1.151309;0.077997;-1.229305;0.575655;0.038997;-0.614654;
0.162110;1.148853;0.082386;-1.231239;0.574428;0.041192;-0.615621;
0.162120;1.146389;0.086772;-1.233161;0.573196;0.043385;-0.616582;
0.162130;1.143917;0.091154;-1.235071;0.571960;0.045576;-0.617537;
0.162140;1.141437;0.095532;-1.236968;0.570719;0.047765;-0.618485;
0.162150;1.138947;0.099906;-1.238853;0.569475;0.049952;-0.619428;
0.162160;1.136450;0.104277;-1.240726;0.568226;0.052137;-0.620364;
0.162170;1.133943;0.108644;-1.242587;0.566972;0.054321;-0.621295;
0.162180;1.131427;0.113008;-1.244435;0.565715;0.056503;-0.622219;
0.162190;1.128903;0.117369;-1.246272;0.564453;0.058683;-0.623137;
0.162200;1.126370;0.121726;-1.248095;0.563186;0.060862;-0.624049;
0.162210;1.123828;0.126080;-1.249907;0.561915;0.063039;-0.624955;
0.162220;1.121276;0.130430;-1.251706;0.560639;0.065214;-0.625854;
0.162230;1.118716;0.134777;-1.253493;0.559359;0.067388;-0.626748;
0.162240;1.116146;0.139122;-1.255268;0.558074;0.069560;-0.627635;
0.162250;1.113567;0.143463;-1.257030;0.556785;0.071730;-0.628516;
0.162260;1.110979;0.147800;-1.258779;0.555490;0.073899;-0.629391;
0.162270;1.108382;0.152135;-1.260517;0.554192;0.076067;-0.630260;
0.162280;1.105775;0.156467;-1.262241;0.552888;0.078233;-0.631122;
0.162290;1.103158;0.160796;-1.263954;0.551580;0.080397;-0.631978;
0.162300;1.100533;0.165121;-1.265654;0.550267;0.082560;-0.632828;
0.162310;1.097898;0.169444;-1.267341;0.548950;0.084721;-0.633672;
0.162320;1.095253;0.173763;-1.269016;0.547627;0.086881;-0.634509;
0.162330;1.092599;0.178080;-1.270678;0.546300;0.089039;-0.635340;
0.162340;1.089935;0.182394;-1.272328;0.544968;0.091196;-0.636165;
0.162350;1.087262;0.186704;-1.273966;0.543632;0.093351;-0.636984;
0.162360;1.084579;0.191012;-1.275590;0.542290;0.095505;-0.637796;
0.162370;1.081886;0.195316;-1.277202;0.540944;0.097657;-0.638602;
0.162380;1.079184;0.199618;-1.278802;0.539593;0.099808;-0.639402;
0.162390;1.076472;0.203917;-1.280389;0.538237;0.101957;-0.640196;
0.162400;1.073751;0.208212;-1.281963;0.536876;0.104105;-0.640983;
0.162410;1.071020;0.212505;-1.283525;0.535511;0.106252;-0.641764;
0.162420;1.068279;0.216795;-1.285074;0.534140;0.108397;-0.642538;
0.162430;1.065528;0.221082;-1.286610;0.532765;0.110540;-0.643306;
0.162440;1.062768;0.225365;-1.288133;0.531385;0.112682;-0.644068;
0.162450;1.059998;0.229646;-1.289644;0.530000;0.114822;-0.644823;
0.162460;1.057219;0.233924;-1.291142;0.528610;0.116961;-0.645572;
0.162470;1.054429;0.238199;-1.292628;0.527215;0.119098;-0.646315;
0.162480;1.051630;0.242470;-1.294100;0.525816;0.121234;-0.647051;
0.162490;1.048821;0.246739;-1.295560;0.524411;0.123369;-0.647781;
0.162500;1.046003;0.251004;-1.297007;0.523002;0.125501;-0.648505;
0.162510;1.043175;0.255267;-1.298441;0.521588;0.127633;-0.649222;
0.162520;1.040337;0.259526;-1.299863;0.520169;0.129762;-0.649933;
0.162530;1.037489;0.263782;-1.301271;0.518745;0.131890;-0.650637;
0.162540;1.034632;0.268035;-1.302667;0.517317;0.134017;-0.651335;
0.162550;1.031765;0.272285;-1.304050;0.515883;0.136142;-0.652026;
0.162560;1.028888;0.276532;-1.305420;0.514445;0.138265;-0.652711;
0.162570;1.026002;0.280775;-1.306777;0.513002;0.140387;-0.653390;
0.162580;1.023106;0.285016;-1.308122;0.511554;0.142507;-0.654062;
0.162590;1.020200;0.289253;-1.309453;0.510101;0.144626;-0.654728;
0.162600;1.017285;0.293486;-1.310771;0.508643;0.146742;-0.655387;
0.162610;1.014360;0.297717;-1.312077;0.507181;0.148858;-0.656040;
0.162620;1.011426;0.301944;-1.313369;0.505714;0.150971;-0.656686;
0.162630;1.008481;0.306168;-1.314649;0.504241;0.153083;-0.657326;
0.162640;1.005528;0.310388;-1.315915;0.502765;0.155193;-0.657959;
0.162650;1.002564;0.314605;-1.317169;0.501283;0.157302;-0.658586;
0.162660;0.999591;0.318818;-1.318410;0.499796;0.159408;-0.659206;
0.162670;0.996609;0.323028;-1.319637;0.498305;0.161514;-0.659820;
0.162680;0.993617;0.327235;-1.320852;0.496809;0.163617;-0.660427;
0.162690;0.990616;0.331438;-1.322053;0.495308;0.165718;-0.661028;
0.162700;0.987605;0.335637;-1.323242;0.493803;0.167818;-0.661622;
0.162710;0.984584;0.339833;-1.324417;0.492293;0.169916;-0.662210;
0.162720;0.981554;0.344026;-1.325580;0.490778;0.172012;-0.662791;
0.162730;0.978515;0.348214;-1.326729;0.489258;0.174106;-0.663366;
0.162740;0.975466;0.352399;-1.327865;0.487734;0.176199;-0.663934;
0.162750;0.972408;0.356580;-1.328988;0.486205;0.178290;-0.664495;
0.162760;0.969340;0.360758;-1.330098;0.484671;0.180378;-0.665050;
