time;GEN_generator_omegaPu;GEN_generator_dtheta;GEN_generator_UStatorPu;GEN_generator_PGenPu;GEN_voltageRegulator_EfdPu;GEN_governor_PmPu;GEN_pss_VPssPu;
0.188600;1.000000;1.919763;0.914319;0.602146;1.048356;0.602731;-0.000001;
0.188620;1.000000;1.919763;0.914318;0.602143;1.048425;0.602731;-0.000001;
0.188640;1.000000;1.919763;0.914317;0.602139;1.048552;0.602731;-0.000001;
0.188660;1.000000;1.919763;0.914315;0.602135;1.048736;0.602731;-0.000001;
0.188680;1.000000;1.919763;0.914312;0.602131;1.048974;0.602731;-0.000001;
0.188700;1.000000;1.919763;0.914309;0.602126;1.049263;0.602731;-0.000001;
0.188720;1.000000;1.919763;0.914306;0.602122;1.049594;0.602731;-0.000001;
0.188740;1.000000;1.919763;0.914302;0.602117;1.049962;0.602731;-0.000001;
0.188760;1.000000;1.919763;0.914298;0.602112;1.050357;0.602731;-0.000001;
0.188780;1.000000;1.919763;0.914294;0.602107;1.050769;0.602731;-0.000001;
0.188800;1.000000;1.919763;0.914290;0.602102;1.051188;0.602731;-0.000001;
0.188820;1.000000;1.919763;0.914286;0.602097;1.051603;0.602731;-0.000001;
0.188840;1.000000;1.919763;0.914282;0.602092;1.052003;0.602731;-0.000001;
0.188860;1.000000;1.919763;0.914278;0.602087;1.052378;0.602731;-0.000001;
0.188880;1.000000;1.919763;0.914275;0.602083;1.052718;0.602731;-0.000001;
0.188900;1.000000;1.919763;0.914272;0.602079;1.053013;0.602731;-0.000001;
0.188920;1.000000;1.919763;0.914269;0.602076;1.053255;0.602731;-0.000001;
0.188940;1.000000;1.919763;0.914267;0.602073;1.053438;0.602731;-0.000001;
0.188960;1.000000;1.919763;0.914266;0.602070;1.053557;0.602731;-0.000002;
0.188980;1.000000;1.919763;0.914266;0.602068;1.053607;0.602731;-0.000002;
0.189000;1.000000;1.919763;0.914266;0.602067;1.053588;0.602731;-0.000002;
0.189020;1.000000;1.919763;0.914267;0.602066;1.053499;0.602731;-0.000002;
0.189040;1.000000;1.919763;0.914268;0.602065;1.053343;0.602731;-0.000002;
0.189060;1.000000;1.919763;0.914271;0.602064;1.053123;0.602731;-0.000002;
0.189080;1.000000;1.919763;0.914273;0.602064;1.052846;0.602731;-0.000002;
0.189100;1.000000;1.919763;0.914277;0.602065;1.052517;0.602731;-0.000002;
0.189120;1.000000;1.919763;0.914280;0.602065;1.052146;0.602731;-0.000002;
0.189140;1.000000;1.919763;0.914284;0.602066;1.051742;0.602731;-0.000002;
0.189160;1.000000;1.919763;0.914289;0.602066;1.051315;0.602731;-0.000002;
0.189180;1.000000;1.919763;0.914293;0.602067;1.050876;0.602731;-0.000002;
0.189200;1.000000;1.919763;0.914297;0.602067;1.050437;0.602731;-0.000002;
0.189220;1.000000;1.919763;0.914302;0.602068;1.050008;0.602731;-0.000002;
0.189240;1.000000;1.919763;0.914306;0.602068;1.049599;0.602731;-0.000002;
0.189260;1.000000;1.919763;0.914309;0.602068;1.049221;0.602731;-0.000002;
0.189280;1.000000;1.919763;0.914313;0.602067;1.048882;0.602731;-0.000002;
0.189300;1.000000;1.919763;0.914316;0.602066;1.048590;0.602731;-0.000002;
0.189320;1.000000;1.919763;0.914318;0.602065;1.048351;0.602731;-0.000002;
0.189340;1.000000;1.919763;0.914320;0.602063;1.048169;0.602731;-0.000002;
0.189360;1.000000;1.919763;0.914321;0.602061;1.048047;0.602731;-0.000002;
0.189380;1.000000;1.919763;0.914322;0.602058;1.047986;0.602731;-0.000002;
0.189400;1.000000;1.919763;0.914322;0.602055;1.047984;0.602731;-0.000002;
0.189420;1.000000;1.919763;0.914321;0.602052;1.048040;0.602731;-0.000002;
0.189440;1.000000;1.919763;0.914320;0.602048;1.048149;0.602731;-0.000002;
0.189460;1.000000;1.919763;0.914318;0.602044;1.048304;0.602731;-0.000002;
0.189480;1.000000;1.919763;0.914316;0.602040;1.048498;0.602731;-0.000002;
0.189500;1.000000;1.919763;0.914314;0.602036;1.048724;0.602731;-0.000002;
0.189520;1.000000;1.919763;0.914312;0.602031;1.048970;0.602731;-0.000002;
0.189540;1.000000;1.919763;0.914309;0.602027;1.049228;0.602731;-0.000002;
0.189560;1.000000;1.919763;0.914306;0.602023;1.049487;0.602731;-0.000002;
0.189580;1.000000;1.919763;0.914304;0.602018;1.049737;0.602731;-0.000002;
0.189600;1.000000;1.919763;0.914302;0.602014;1.049967;0.602731;-0.000002;
0.189620;1.000000;1.919763;0.914300;0.602010;1.050170;0.602731;-0.000002;
0.189640;1.000000;1.919763;0.914298;0.602007;1.050336;0.602731;-0.000002;
0.189660;1.000000;1.919763;0.914297;0.602003;1.050459;0.602731;-0.000002;
0.189680;1.000000;1.919763;0.914296;0.602001;1.050532;0.602731;-0.000002;
0.189700;1.000000;1.919763;0.914296;0.601998;1.050551;0.602731;-0.000002;
0.189720;1.000000;1.919763;0.914296;0.601996;1.050515;0.602731;-0.000002;
0.189740;1.000000;1.919763;0.914297;0.601994;1.050423;0.602731;-0.000002;
0.189760;1.000000;1.919763;0.914298;0.601992;1.050275;0.602731;-0.000002;
0.189780;1.000000;1.919763;0.914300;0.601991;1.050075;0.602731;-0.000002;
0.189800;1.000000;1.919763;0.914303;0.601990;1.049827;0.602731;-0.000002;
0.189820;1.000000;1.919763;0.914306;0.601990;1.049538;0.602731;-0.000002;
0.189840;1.000000;1.919763;0.914309;0.601989;1.049216;0.602731;-0.000002;
0.189860;1.000000;1.919763;0.914312;0.601988;1.048868;0.602731;-0.000002;
0.189880;1.000000;1.919763;0.914316;0.601988;1.048505;0.602731;-0.000002;
0.189900;1.000000;1.919763;0.914320;0.601987;1.048137;0.602731;-0.000002;
0.189920;1.000000;1.919763;0.914323;0.601987;1.047776;0.602731;-0.000002;
0.189940;1.000000;1.919763;0.914327;0.601986;1.047430;0.602731;-0.000002;
0.189960;1.000000;1.919763;0.914330;0.601985;1.047111;0.602731;-0.000002;
0.189980;1.000000;1.919763;0.914333;0.601983;1.046829;0.602731;-0.000002;
0.190000;1.000000;1.919763;0.914335;0.601982;1.046593;0.602731;-0.000002;
0.190020;1.000000;1.919763;0.914337;0.601979;1.046409;0.602731;-0.000002;
0.190040;1.000000;1.919763;0.914338;0.601977;1.046285;0.602731;-0.000002;
0.190060;1.000000;1.919763;0.914339;0.601974;1.046226;0.602731;-0.000002;
0.190080;1.000000;1.919763;0.914339;0.601970;1.046233;0.602731;-0.000002;
0.190100;1.000000;1.919763;0.914338;0.601966;1.046310;0.602731;-0.000002;
0.190120;1.000000;1.919763;0.914336;0.601962;1.046455;0.602731;-0.000002;
0.190140;1.000000;1.919763;0.914334;0.601957;1.046665;0.602731;-0.000002;
0.190160;1.000000;1.919763;0.914332;0.601952;1.046937;0.602731;-0.000002;
0.190180;1.000000;1.919763;0.914328;0.601947;1.047265;0.602731;-0.000002;
0.190200;1.000000;1.919763;0.914324;0.601941;1.047642;0.602731;-0.000002;
0.190220;1.000000;1.919763;0.914320;0.601935;1.048058;0.602731;-0.000002;
0.190240;1.000000;1.919763;0.914316;0.601929;1.048506;0.602731;-0.000003;
0.190260;1.000000;1.919763;0.914311;0.601923;1.048974;0.602731;-0.000003;
0.190280;1.000000;1.919763;0.914306;0.601917;1.049451;0.602731;-0.000003;
0.190300;1.000000;1.919763;0.914301;0.601911;1.049927;0.602731;-0.000003;
0.190320;1.000000;1.919763;0.914297;0.601906;1.050392;0.602731;-0.000003;
0.190340;1.000000;1.919763;0.914292;0.601900;1.050834;0.602731;-0.000003;
0.190360;1.000000;1.919763;0.914288;0.601895;1.051244;0.602731;-0.000003;
0.190380;1.000000;1.919763;0.914285;0.601891;1.051614;0.602731;-0.000003;
0.190400;1.000000;1.919763;0.914281;0.601886;1.051936;0.602731;-0.000003;
0.190420;1.000000;1.919763;0.914279;0.601882;1.052205;0.602731;-0.000003;
0.190440;1.000000;1.919763;0.914277;0.601879;1.052417;0.602731;-0.000003;
0.190460;1.000000;1.919763;0.914275;0.601876;1.052568;0.602731;-0.000003;
0.190480;1.000000;1.919763;0.914274;0.601874;1.052658;0.602731;-0.000003;
0.190500;1.000000;1.919763;0.914274;0.601871;1.052688;0.602731;-0.000003;
0.190520;1.000000;1.919763;0.914274;0.601870;1.052661;0.602731;-0.000003;
0.190540;1.000000;1.919763;0.914275;0.601868;1.052580;0.602731;-0.000003;
0.190560;1.000000;1.919763;0.914276;0.601867;1.052452;0.602731;-0.000003;
0.190580;1.000000;1.919763;0.914278;0.601866;1.052283;0.602731;-0.000003;
0.190600;1.000000;1.919763;0.914280;0.601866;1.052081;0.602731;-0.000003;
0.190620;1.000000;1.919763;0.914282;0.601865;1.051856;0.602731;-0.000003;
0.190640;1.000000;1.919763;0.914284;0.601864;1.051616;0.602731;-0.000003;
0.190660;1.000000;1.919763;0.914287;0.601864;1.051372;0.602731;-0.000003;
0.190680;1.000000;1.919763;0.914289;0.601863;1.051132;0.602731;-0.000003;
0.190700;1.000000;1.919763;0.914291;0.601862;1.050907;0.602731;-0.000003;
0.190720;1.000000;1.919763;0.914293;0.601861;1.050704;0.602731;-0.000003;
0.190740;1.000000;1.919763;0.914295;0.601860;1.050531;0.602731;-0.000003;
0.190760;1.000000;1.919762;0.914297;0.601859;1.050395;0.602731;-0.000003;
0.190780;1.000000;1.919762;0.914297;0.601857;1.050301;0.602731;-0.000003;
0.190800;1.000000;1.919762;0.914298;0.601855;1.050253;0.602731;-0.000003;
0.190820;1.000000;1.919762;0.914298;0.601852;1.050253;0.602731;-0.000003;
0.190840;1.000000;1.919762;0.914297;0.601850;1.050303;0.602731;-0.000003;
0.190860;1.000000;1.919762;0.914296;0.601847;1.050400;0.602731;-0.000003;
0.190880;1.000000;1.919762;0.914295;0.601843;1.050543;0.602731;-0.000003;
0.190900;1.000000;1.919762;0.914293;0.601840;1.050728;0.602731;-0.000003;
0.190920;1.000000;1.919762;0.914291;0.601836;1.050948;0.602731;-0.000003;
0.190940;1.000000;1.919762;0.914288;0.601832;1.051197;0.602731;-0.000003;
0.190960;1.000000;1.919762;0.914286;0.601828;1.051469;0.602731;-0.000003;
0.190980;1.000000;1.919762;0.914283;0.601824;1.051753;0.602730;-0.000003;
0.191000;1.000000;1.919762;0.914280;0.601820;1.052041;0.602730;-0.000003;
0.191020;1.000000;1.919762;0.914277;0.601817;1.052323;0.602730;-0.000003;
0.191040;1.000000;1.919762;0.914274;0.601813;1.052592;0.602730;-0.000003;
0.191060;1.000000;1.919762;0.914272;0.601810;1.052836;0.602730;-0.000003;
0.191080;1.000000;1.919762;0.914270;0.601806;1.053049;0.602730;-0.000003;
0.191100;1.000000;1.919762;0.914268;0.601804;1.053223;0.602730;-0.000003;
0.191120;1.000000;1.919762;0.914267;0.601801;1.053350;0.602730;-0.000003;
0.191140;1.000000;1.919762;0.914266;0.601799;1.053426;0.602730;-0.000003;
0.191160;1.000000;1.919762;0.914266;0.601797;1.053447;0.602730;-0.000003;
0.191180;1.000000;1.919762;0.914266;0.601796;1.053410;0.602730;-0.000003;
0.191200;1.000000;1.919762;0.914267;0.601795;1.053315;0.602730;-0.000003;
0.191220;1.000000;1.919762;0.914269;0.601795;1.053162;0.602730;-0.000003;
0.191240;1.000000;1.919762;0.914271;0.601794;1.052954;0.602730;-0.000003;
0.191260;1.000000;1.919762;0.914273;0.601795;1.052694;0.602730;-0.000003;
0.191280;1.000000;1.919762;0.914276;0.601795;1.052388;0.602730;-0.000003;
0.191300;1.000000;1.919762;0.914280;0.601795;1.052042;0.602730;-0.000003;
0.191320;1.000000;1.919762;0.914284;0.601796;1.051663;0.602730;-0.000003;
0.191340;1.000000;1.919762;0.914288;0.601797;1.051261;0.602730;-0.000003;
0.191360;1.000000;1.919762;0.914292;0.601798;1.050844;0.602730;-0.000003;
0.191380;1.000000;1.919762;0.914296;0.601798;1.050421;0.602730;-0.000003;
0.191400;1.000000;1.919762;0.914300;0.601799;1.050002;0.602730;-0.000003;
0.191420;1.000000;1.919762;0.914304;0.601799;1.049596;0.602730;-0.000003;
0.191440;1.000000;1.919762;0.914308;0.601799;1.049212;0.602730;-0.000003;
0.191460;1.000000;1.919762;0.914312;0.601799;1.048857;0.602730;-0.000003;
0.191480;1.000000;1.919762;0.914315;0.601799;1.048540;0.602730;-0.000003;
0.191500;1.000000;1.919762;0.914318;0.601798;1.048266;0.602730;-0.000003;
0.191520;1.000000;1.919762;0.914320;0.601797;1.048040;0.602730;-0.000003;
0.191540;1.000000;1.919762;0.914322;0.601795;1.047865;0.602730;-0.000003;
0.191560;1.000000;1.919762;0.914323;0.601793;1.047745;0.602730;-0.000003;
0.191580;1.000000;1.919762;0.914323;0.601791;1.047678;0.602730;-0.000003;
0.191600;1.000000;1.919762;0.914323;0.601788;1.047665;0.602730;-0.000003;
0.191620;1.000000;1.919762;0.914323;0.601785;1.047703;0.602730;-0.000003;
0.191640;1.000000;1.919762;0.914322;0.601782;1.047789;0.602730;-0.000003;
0.191660;1.000000;1.919762;0.914321;0.601778;1.047917;0.602730;-0.000003;
0.191680;1.000000;1.919762;0.914319;0.601774;1.048082;0.602730;-0.000003;
0.191700;1.000000;1.919762;0.914317;0.601771;1.048277;0.602730;-0.000003;
0.191720;1.000000;1.919762;0.914315;0.601766;1.048495;0.602730;-0.000003;
0.191740;1.000000;1.919762;0.914313;0.601762;1.048727;0.602730;-0.000003;
0.191760;1.000000;1.919762;0.914310;0.601758;1.048966;0.602730;-0.000003;
0.191780;1.000000;1.919762;0.914308;0.601754;1.049204;0.602730;-0.000003;
0.191800;1.000000;1.919762;0.914306;0.601751;1.049434;0.602730;-0.000003;
0.191820;1.000000;1.919762;0.914304;0.601747;1.049647;0.602730;-0.000003;
0.191840;1.000000;1.919762;0.914302;0.601743;1.049838;0.602730;-0.000003;
0.191860;1.000000;1.919762;0.914300;0.601740;1.050002;0.602730;-0.000003;
0.191880;1.000000;1.919762;0.914299;0.601737;1.050133;0.602730;-0.000003;
0.191900;1.000000;1.919762;0.914298;0.601735;1.050230;0.602730;-0.000003;
0.191920;1.000000;1.919762;0.914297;0.601732;1.050289;0.602730;-0.000003;
0.191940;1.000000;1.919762;0.914297;0.601730;1.050310;0.602730;-0.000003;
0.191960;1.000000;1.919762;0.914297;0.601728;1.050294;0.602730;-0.000003;
0.191980;1.000000;1.919762;0.914298;0.601727;1.050243;0.602730;-0.000003;
0.192000;1.000000;1.919762;0.914298;0.601725;1.050159;0.602730;-0.000003;
0.192020;1.000000;1.919762;0.914300;0.601724;1.050048;0.602730;-0.000003;
0.192040;1.000000;1.919762;0.914301;0.601723;1.049913;0.602730;-0.000003;
0.192060;1.000000;1.919762;0.914302;0.601722;1.049761;0.602730;-0.000003;
0.192080;1.000000;1.919762;0.914304;0.601721;1.049599;0.602730;-0.000003;
0.192100;1.000000;1.919762;0.914306;0.601720;1.049433;0.602730;-0.000003;
0.192120;1.000000;1.919762;0.914307;0.601719;1.049271;0.602730;-0.000003;
0.192140;1.000000;1.919762;0.914309;0.601718;1.049118;0.602730;-0.000003;
0.192160;1.000000;1.919762;0.914310;0.601716;1.048983;0.602730;-0.000003;
0.192180;1.000000;1.919762;0.914311;0.601715;1.048871;0.602730;-0.000003;
0.192200;1.000000;1.919762;0.914312;0.601713;1.048787;0.602730;-0.000003;
0.192220;1.000000;1.919762;0.914313;0.601711;1.048737;0.602730;-0.000003;
0.192240;1.000000;1.919762;0.914313;0.601709;1.048725;0.602730;-0.000003;
0.192260;1.000000;1.919762;0.914312;0.601707;1.048752;0.602730;-0.000003;
0.192280;1.000000;1.919762;0.914312;0.601704;1.048822;0.602730;-0.000003;
0.192300;1.000000;1.919762;0.914311;0.601701;1.048933;0.602730;-0.000003;
0.192320;1.000000;1.919762;0.914309;0.601698;1.049085;0.602730;-0.000003;
0.192340;1.000000;1.919762;0.914307;0.601694;1.049277;0.602730;-0.000003;
0.192360;1.000000;1.919762;0.914305;0.601691;1.049504;0.602730;-0.000003;
0.192380;1.000000;1.919762;0.914302;0.601687;1.049764;0.602730;-0.000003;
0.192400;1.000000;1.919762;0.914299;0.601683;1.050051;0.602730;-0.000003;
0.192420;1.000000;1.919762;0.914296;0.601679;1.050359;0.602730;-0.000003;
0.192440;1.000000;1.919762;0.914293;0.601676;1.050682;0.602730;-0.000003;
0.192460;1.000000;1.919762;0.914290;0.601672;1.051013;0.602730;-0.000003;
0.192480;1.000000;1.919762;0.914286;0.601668;1.051345;0.602730;-0.000003;
0.192500;1.000000;1.919762;0.914283;0.601664;1.051672;0.602730;-0.000003;
0.192520;1.000000;1.919762;0.914280;0.601661;1.051986;0.602730;-0.000003;
0.192540;1.000000;1.919762;0.914277;0.601658;1.052282;0.602730;-0.000003;
0.192560;1.000000;1.919762;0.914274;0.601654;1.052553;0.602729;-0.000003;
0.192580;1.000000;1.919762;0.914272;0.601652;1.052794;0.602729;-0.000003;
0.192600;1.000000;1.919762;0.914270;0.601649;1.053002;0.602729;-0.000003;
0.192620;1.000000;1.919762;0.914268;0.601647;1.053172;0.602729;-0.000003;
0.192640;1.000000;1.919762;0.914267;0.601645;1.053303;0.602729;-0.000003;
0.192660;1.000000;1.919762;0.914266;0.601644;1.053392;0.602729;-0.000003;
0.192680;1.000000;1.919762;0.914266;0.601643;1.053440;0.602729;-0.000003;
0.192700;1.000000;1.919762;0.914265;0.601642;1.053448;0.602729;-0.000003;
0.192720;1.000000;1.919762;0.914266;0.601641;1.053418;0.602729;-0.000003;
0.192740;1.000000;1.919762;0.914266;0.601641;1.053352;0.602729;-0.000003;
0.192760;1.000000;1.919762;0.914267;0.601641;1.053253;0.602729;-0.000003;
0.192780;1.000000;1.919762;0.914269;0.601641;1.053127;0.602729;-0.000003;
0.192800;1.000000;1.919762;0.914270;0.601641;1.052978;0.602729;-0.000003;
0.192820;1.000000;1.919762;0.914272;0.601641;1.052812;0.602729;-0.000003;
0.192840;1.000000;1.919762;0.914274;0.601642;1.052633;0.602729;-0.000003;
0.192860;1.000000;1.919762;0.914275;0.601642;1.052448;0.602729;-0.000003;
0.192880;1.000000;1.919762;0.914277;0.601642;1.052263;0.602729;-0.000003;
0.192900;1.000000;1.919762;0.914279;0.601642;1.052082;0.602729;-0.000003;
0.192920;1.000000;1.919762;0.914281;0.601642;1.051910;0.602729;-0.000003;
0.192940;1.000000;1.919762;0.914282;0.601642;1.051752;0.602729;-0.000003;
0.192960;1.000000;1.919762;0.914284;0.601642;1.051612;0.602729;-0.000003;
0.192980;1.000000;1.919762;0.914285;0.601642;1.051493;0.602729;-0.000003;
0.193000;1.000000;1.919762;0.914286;0.601641;1.051396;0.602729;-0.000003;
0.193020;1.000000;1.919762;0.914287;0.601641;1.051324;0.602729;-0.000003;
0.193040;1.000000;1.919762;0.914287;0.601640;1.051276;0.602729;-0.000003;
0.193060;1.000000;1.919762;0.914287;0.601639;1.051252;0.602729;-0.000003;
0.193080;1.000000;1.919762;0.914287;0.601638;1.051251;0.602729;-0.000003;
0.193100;1.000000;1.919762;0.914287;0.601636;1.051272;0.602729;-0.000003;
0.193120;1.000000;1.919762;0.914287;0.601635;1.051311;0.602729;-0.000003;
0.193140;1.000000;1.919762;0.914286;0.601633;1.051365;0.602729;-0.000003;
0.193160;1.000000;1.919762;0.914286;0.601632;1.051431;0.602729;-0.000003;
0.193180;1.000000;1.919762;0.914285;0.601630;1.051504;0.602729;-0.000003;
0.193200;1.000000;1.919762;0.914284;0.601629;1.051581;0.602729;-0.000003;
0.193220;1.000000;1.919762;0.914283;0.601627;1.051656;0.602729;-0.000003;
0.193240;1.000000;1.919762;0.914283;0.601626;1.051727;0.602729;-0.000003;
0.193260;1.000000;1.919762;0.914282;0.601624;1.051788;0.602729;-0.000003;
0.193280;1.000000;1.919762;0.914282;0.601623;1.051837;0.602729;-0.000003;
0.193300;1.000000;1.919762;0.914281;0.601622;1.051869;0.602729;-0.000003;
0.193320;1.000000;1.919762;0.914281;0.601621;1.051883;0.602729;-0.000003;
0.193340;1.000000;1.919762;0.914281;0.601620;1.051876;0.602729;-0.000003;
0.193360;1.000000;1.919762;0.914282;0.601620;1.051847;0.602729;-0.000003;
0.193380;1.000000;1.919762;0.914282;0.601619;1.051795;0.602729;-0.000003;
0.193400;1.000000;1.919762;0.914283;0.601619;1.051720;0.602729;-0.000003;
0.193420;1.000000;1.919762;0.914284;0.601619;1.051623;0.602729;-0.000003;
0.193440;1.000000;1.919762;0.914285;0.601619;1.051506;0.602729;-0.000003;
0.193460;1.000000;1.919762;0.914286;0.601619;1.051370;0.602729;-0.000003;
0.193480;1.000000;1.919762;0.914288;0.601619;1.051219;0.602729;-0.000003;
0.193500;1.000000;1.919762;0.914289;0.601619;1.051054;0.602729;-0.000003;
0.193520;1.000000;1.919762;0.914291;0.601620;1.050880;0.602729;-0.000003;
0.193540;1.000000;1.919762;0.914293;0.601620;1.050701;0.602729;-0.000003;
0.193560;1.000000;1.919762;0.914295;0.601620;1.050520;0.602729;-0.000003;
0.193580;1.000000;1.919762;0.914297;0.601620;1.050341;0.602729;-0.000003;
0.193600;1.000000;1.919762;0.914298;0.601620;1.050168;0.602729;-0.000003;
0.193620;1.000000;1.919762;0.914300;0.601620;1.050006;0.602729;-0.000003;
0.193640;1.000000;1.919762;0.914302;0.601620;1.049856;0.602729;-0.000003;
0.193660;1.000000;1.919762;0.914303;0.601620;1.049722;0.602729;-0.000003;
0.193680;1.000000;1.919762;0.914304;0.601620;1.049608;0.602729;-0.000003;
0.193700;1.000000;1.919762;0.914305;0.601619;1.049514;0.602729;-0.000003;
0.193720;1.000000;1.919762;0.914306;0.601618;1.049443;0.602729;-0.000003;
0.193740;1.000000;1.919762;0.914306;0.601618;1.049395;0.602729;-0.000003;
0.193760;1.000000;1.919762;0.914306;0.601617;1.049371;0.602729;-0.000003;
0.193780;1.000000;1.919762;0.914306;0.601615;1.049370;0.602729;-0.000003;
0.193800;1.000000;1.919762;0.914306;0.601614;1.049392;0.602728;-0.000003;
0.193820;1.000000;1.919762;0.914306;0.601613;1.049436;0.602728;-0.000003;
0.193840;1.000000;1.919762;0.914305;0.601611;1.049499;0.602728;-0.000003;
0.193860;1.000000;1.919762;0.914304;0.601609;1.049580;0.602728;-0.000003;
0.193880;1.000000;1.919762;0.914303;0.601608;1.049676;0.602728;-0.000003;
0.193900;1.000000;1.919762;0.914302;0.601606;1.049784;0.602728;-0.000003;
0.193920;1.000000;1.919762;0.914301;0.601604;1.049902;0.602728;-0.000003;
0.193940;1.000000;1.919762;0.914300;0.601602;1.050026;0.602728;-0.000003;
0.193960;1.000000;1.919762;0.914299;0.601600;1.050154;0.602728;-0.000003;
0.193980;1.000000;1.919762;0.914297;0.601599;1.050283;0.602728;-0.000003;
0.194000;1.000000;1.919762;0.914296;0.601597;1.050410;0.602728;-0.000003;
0.194020;1.000000;1.919762;0.914295;0.601595;1.050533;0.602728;-0.000003;
0.194040;1.000000;1.919762;0.914294;0.601594;1.050650;0.602728;-0.000003;
0.194060;1.000000;1.919762;0.914293;0.601593;1.050760;0.602728;-0.000003;
0.194080;1.000000;1.919762;0.914292;0.601591;1.050860;0.602728;-0.000003;
0.194100;1.000000;1.919762;0.914291;0.601590;1.050951;0.602728;-0.000003;
0.194120;1.000000;1.919762;0.914290;0.601589;1.051031;0.602728;-0.000003;
0.194140;1.000000;1.919762;0.914289;0.601588;1.051101;0.602728;-0.000003;
0.194160;1.000000;1.919762;0.914289;0.601587;1.051160;0.602728;-0.000003;
0.194180;1.000000;1.919762;0.914288;0.601587;1.051210;0.602728;-0.000003;
0.194200;1.000000;1.919762;0.914288;0.601586;1.051251;0.602728;-0.000003;
0.194220;1.000000;1.919762;0.914287;0.601586;1.051284;0.602728;-0.000003;
0.194240;1.000000;1.919762;0.914287;0.601585;1.051311;0.602728;-0.000003;
0.194260;1.000000;1.919762;0.914287;0.601585;1.051333;0.602728;-0.000003;
0.194280;1.000000;1.919762;0.914287;0.601584;1.051352;0.602728;-0.000003;
0.194300;1.000000;1.919762;0.914287;0.601584;1.051368;0.602728;-0.000003;
0.194320;1.000000;1.919762;0.914286;0.601584;1.051384;0.602728;-0.000003;
0.194340;1.000000;1.919762;0.914286;0.601583;1.051402;0.602728;-0.000003;
0.194360;1.000000;1.919762;0.914286;0.601583;1.051421;0.602728;-0.000003;
0.194380;1.000000;1.919762;0.914286;0.601583;1.051443;0.602728;-0.000003;
0.194400;1.000000;1.919762;0.914286;0.601582;1.051468;0.602728;-0.000003;
0.194420;1.000000;1.919762;0.914285;0.601582;1.051498;0.602728;-0.000003;
0.194440;1.000000;1.919762;0.914285;0.601581;1.051533;0.602728;-0.000003;
0.194460;1.000000;1.919762;0.914285;0.601581;1.051572;0.602728;-0.000003;
0.194480;1.000000;1.919762;0.914284;0.601581;1.051616;0.602728;-0.000003;
0.194500;1.000000;1.919762;0.914284;0.601580;1.051663;0.602728;-0.000003;
0.194520;1.000000;1.919762;0.914283;0.601580;1.051714;0.602728;-0.000003;
0.194540;1.000000;1.919762;0.914283;0.601579;1.051767;0.602728;-0.000003;
0.194560;1.000000;1.919762;0.914282;0.601579;1.051822;0.602728;-0.000003;
0.194580;1.000000;1.919762;0.914282;0.601579;1.051877;0.602728;-0.000003;
0.194600;1.000000;1.919762;0.914281;0.601578;1.051931;0.602728;-0.000003;
0.194620;1.000000;1.919762;0.914281;0.601578;1.051984;0.602728;-0.000003;
0.194640;1.000000;1.919762;0.914280;0.601578;1.052034;0.602728;-0.000003;
0.194660;1.000000;1.919762;0.914280;0.601577;1.052081;0.602728;-0.000003;
0.194680;1.000000;1.919762;0.914279;0.601577;1.052122;0.602728;-0.000003;
0.194700;1.000000;1.919762;0.914279;0.601577;1.052159;0.602728;-0.000003;
0.194720;1.000000;1.919762;0.914279;0.601577;1.052190;0.602728;-0.000003;
0.194740;1.000000;1.919762;0.914278;0.601577;1.052215;0.602728;-0.000003;
0.194760;1.000000;1.919762;0.914278;0.601577;1.052234;0.602728;-0.000003;
0.194780;1.000000;1.919762;0.914278;0.601577;1.052246;0.602728;-0.000003;
0.194800;1.000000;1.919762;0.914278;0.601578;1.052252;0.602728;-0.000003;
0.194820;1.000000;1.919762;0.914278;0.601578;1.052253;0.602728;-0.000003;
0.194840;1.000000;1.919762;0.914278;0.601579;1.052248;0.602728;-0.000003;
0.194860;1.000000;1.919762;0.914278;0.601579;1.052239;0.602728;-0.000003;
0.194880;1.000000;1.919762;0.914278;0.601579;1.052225;0.602728;-0.000003;
0.194900;1.000000;1.919762;0.914279;0.601580;1.052208;0.602728;-0.000003;
0.194920;1.000000;1.919762;0.914279;0.601581;1.052188;0.602728;-0.000003;
0.194940;1.000000;1.919762;0.914279;0.601581;1.052167;0.602728;-0.000003;
0.194960;1.000000;1.919762;0.914279;0.601582;1.052143;0.602728;-0.000003;
0.194980;1.000000;1.919762;0.914279;0.601583;1.052119;0.602727;-0.000003;
0.195000;1.000000;1.919762;0.914280;0.601583;1.052095;0.602727;-0.000003;
0.195020;1.000000;1.919762;0.914280;0.601584;1.052070;0.602727;-0.000003;
0.195040;1.000000;1.919762;0.914280;0.601585;1.052045;0.602727;-0.000003;
0.195060;1.000000;1.919762;0.914281;0.601585;1.052021;0.602727;-0.000003;
0.195080;1.000000;1.919762;0.914281;0.601586;1.051996;0.602727;-0.000003;
0.195100;1.000000;1.919762;0.914281;0.601587;1.051970;0.602727;-0.000003;
0.195120;1.000000;1.919762;0.914281;0.601587;1.051944;0.602727;-0.000003;
0.195140;1.000000;1.919762;0.914282;0.601588;1.051917;0.602727;-0.000003;
0.195160;1.000000;1.919762;0.914282;0.601589;1.051888;0.602727;-0.000003;
0.195180;1.000000;1.919762;0.914282;0.601589;1.051857;0.602727;-0.000003;
0.195200;1.000000;1.919762;0.914283;0.601590;1.051823;0.602727;-0.000003;
