time;SM_circuit_vTermA;SM_circuit_vTermB;SM_circuit_vTermC;SM_circuit_iStatorA;SM_circuit_iStatorB;SM_circuit_iStatorC;SM_circuit_Wr;SM_circuit_Te;
0.089200;0.866330;0.410227;-1.276557;0.433575;-0.853122;0.419546;0.995200;0.526651;
0.089210;0.863291;0.414080;-1.277372;0.435886;-0.853116;0.417230;0.995200;0.526654;
0.089220;0.860244;0.417930;-1.278174;0.438193;-0.853103;0.414910;0.995199;0.526657;
0.089230;0.857189;0.421775;-1.278964;0.440495;-0.853081;0.412586;0.995199;0.526660;
0.089240;0.854125;0.425617;-1.279742;0.442794;-0.853051;0.410257;0.995198;0.526663;
0.089250;0.851053;0.429455;-1.280507;0.445088;-0.853012;0.407924;0.995198;0.526666;
0.089260;0.847972;0.433288;-1.281260;0.447378;-0.852965;0.405588;0.995197;0.526669;
0.089270;0.844883;0.437118;-1.282001;0.449663;-0.852910;0.403247;0.995197;0.526673;
0.089280;0.841786;0.440943;-1.282729;0.451944;-0.852847;0.400902;0.995196;0.526676;
0.089290;0.838680;0.444764;-1.283444;0.454221;-0.852775;0.398554;0.995196;0.526679;
0.089300;0.835566;0.448581;-1.284147;0.456493;-0.852695;0.396201;0.995195;0.526683;
0.089310;0.832444;0.452394;-1.284838;0.458761;-0.852606;0.393845;0.995195;0.526686;
0.089320;0.829314;0.456202;-1.285516;0.461025;-0.852509;0.391484;0.995194;0.526690;
0.089330;0.826175;0.460007;-1.286182;0.463284;-0.852404;0.389120;0.995194;0.526694;
0.089340;0.823029;0.463806;-1.286835;0.465539;-0.852290;0.386751;0.995193;0.526697;
0.089350;0.819874;0.467602;-1.287476;0.467789;-0.852168;0.384379;0.995193;0.526701;
0.089360;0.816711;0.471393;-1.288104;0.470035;-0.852038;0.382003;0.995192;0.526705;
0.089370;0.813540;0.475179;-1.288719;0.472276;-0.851899;0.379624;0.995191;0.526709;
0.089380;0.810361;0.478961;-1.289323;0.474513;-0.851753;0.377240;0.995191;0.526713;
0.089390;0.807174;0.482739;-1.289913;0.476745;-0.851597;0.374853;0.995190;0.526718;
0.089400;0.803979;0.486512;-1.290491;0.478972;-0.851434;0.372462;0.995190;0.526722;
0.089410;0.800777;0.490280;-1.291057;0.481195;-0.851262;0.370067;0.995189;0.526726;
0.089420;0.797566;0.494044;-1.291610;0.483413;-0.851082;0.367668;0.995189;0.526731;
0.089430;0.794347;0.497803;-1.292150;0.485627;-0.850893;0.365266;0.995188;0.526735;
0.089440;0.791121;0.501557;-1.292678;0.487835;-0.850696;0.362861;0.995188;0.526740;
0.089450;0.787887;0.505307;-1.293193;0.490040;-0.850491;0.360451;0.995187;0.526744;
0.089460;0.784645;0.509052;-1.293696;0.492239;-0.850277;0.358038;0.995187;0.526749;
0.089470;0.781395;0.512791;-1.294186;0.494434;-0.850055;0.355622;0.995186;0.526754;
0.089480;0.778138;0.516526;-1.294664;0.496624;-0.849825;0.353202;0.995186;0.526759;
0.089490;0.774872;0.520257;-1.295129;0.498809;-0.849587;0.350778;0.995185;0.526764;
0.089500;0.771600;0.523982;-1.295582;0.500989;-0.849340;0.348351;0.995185;0.526769;
0.089510;0.768319;0.527702;-1.296021;0.503164;-0.849085;0.345920;0.995184;0.526774;
0.089520;0.765031;0.531417;-1.296449;0.505335;-0.848821;0.343486;0.995184;0.526779;
0.089530;0.761736;0.535127;-1.296863;0.507501;-0.848549;0.341049;0.995183;0.526784;
0.089540;0.758433;0.538832;-1.297265;0.509661;-0.848269;0.338608;0.995182;0.526790;
0.089550;0.755123;0.542532;-1.297655;0.511817;-0.847981;0.336164;0.995182;0.526795;
0.089560;0.751805;0.546227;-1.298032;0.513968;-0.847684;0.333716;0.995181;0.526800;
0.089570;0.748479;0.549917;-1.298396;0.516114;-0.847379;0.331265;0.995181;0.526806;
0.089580;0.745147;0.553601;-1.298748;0.518255;-0.847066;0.328811;0.995180;0.526812;
0.089590;0.741806;0.557280;-1.299087;0.520391;-0.846744;0.326353;0.995180;0.526817;
0.089600;0.738459;0.560954;-1.299413;0.522522;-0.846414;0.323892;0.995179;0.526823;
0.089610;0.735104;0.564622;-1.299727;0.524648;-0.846076;0.321428;0.995179;0.526829;
0.089620;0.731742;0.568285;-1.300028;0.526768;-0.845729;0.318961;0.995178;0.526835;
0.089630;0.728373;0.571943;-1.300316;0.528884;-0.845375;0.316491;0.995178;0.526841;
0.089640;0.724997;0.575595;-1.300592;0.530994;-0.845012;0.314017;0.995177;0.526847;
0.089650;0.721613;0.579242;-1.300855;0.533100;-0.844640;0.311540;0.995177;0.526853;
0.089660;0.718223;0.582883;-1.301106;0.535200;-0.844261;0.309060;0.995176;0.526859;
0.089670;0.714825;0.586519;-1.301344;0.537295;-0.843873;0.306578;0.995176;0.526866;
0.089680;0.711420;0.590149;-1.301569;0.539385;-0.843476;0.304092;0.995175;0.526872;
0.089690;0.708008;0.593773;-1.301781;0.541469;-0.843072;0.301602;0.995175;0.526879;
0.089700;0.704589;0.597392;-1.301981;0.543549;-0.842659;0.299110;0.995174;0.526885;
0.089710;0.701163;0.601005;-1.302168;0.545623;-0.842238;0.296615;0.995174;0.526892;
0.089720;0.697731;0.604612;-1.302343;0.547692;-0.841809;0.294117;0.995173;0.526898;
0.089730;0.694291;0.608214;-1.302505;0.549755;-0.841371;0.291616;0.995172;0.526905;
0.089740;0.690845;0.611810;-1.302654;0.551813;-0.840926;0.289112;0.995172;0.526912;
0.089750;0.687391;0.615399;-1.302791;0.553866;-0.840472;0.286606;0.995171;0.526919;
0.089760;0.683931;0.618983;-1.302915;0.555913;-0.840009;0.284096;0.995171;0.526926;
0.089770;0.680464;0.622562;-1.303026;0.557955;-0.839539;0.281583;0.995170;0.526933;
0.089780;0.676991;0.626134;-1.303124;0.559992;-0.839060;0.279068;0.995170;0.526940;
0.089790;0.673510;0.629700;-1.303210;0.562023;-0.838573;0.276550;0.995169;0.526947;
0.089800;0.670023;0.633260;-1.303283;0.564049;-0.838078;0.274029;0.995169;0.526954;
0.089810;0.666530;0.636814;-1.303344;0.566069;-0.837575;0.271505;0.995168;0.526962;
0.089820;0.663030;0.640362;-1.303392;0.568084;-0.837063;0.268979;0.995168;0.526969;
0.089830;0.659523;0.643904;-1.303427;0.570093;-0.836543;0.266450;0.995167;0.526977;
0.089840;0.656010;0.647440;-1.303449;0.572097;-0.836015;0.263918;0.995167;0.526984;
0.089850;0.652490;0.650969;-1.303459;0.574095;-0.835479;0.261384;0.995166;0.526992;
0.089860;0.648964;0.654493;-1.303456;0.576088;-0.834934;0.258847;0.995166;0.526999;
0.089870;0.645431;0.658010;-1.303441;0.578075;-0.834382;0.256307;0.995165;0.527007;
0.089880;0.641892;0.661520;-1.303413;0.580056;-0.833821;0.253765;0.995165;0.527015;
0.089890;0.638347;0.665025;-1.303372;0.582032;-0.833252;0.251220;0.995164;0.527023;
0.089900;0.634795;0.668523;-1.303318;0.584002;-0.832675;0.248673;0.995164;0.527031;
0.089910;0.631237;0.672014;-1.303252;0.585966;-0.832089;0.246123;0.995163;0.527039;
0.089920;0.627673;0.675500;-1.303173;0.587925;-0.831496;0.243571;0.995162;0.527047;
0.089930;0.624103;0.678978;-1.303081;0.589878;-0.830894;0.241017;0.995162;0.527055;
0.089940;0.620526;0.682451;-1.302977;0.591825;-0.830284;0.238459;0.995161;0.527063;
0.089950;0.616943;0.685916;-1.302860;0.593766;-0.829666;0.235900;0.995161;0.527071;
0.089960;0.613355;0.689375;-1.302730;0.595702;-0.829040;0.233338;0.995160;0.527080;
0.089970;0.609760;0.692828;-1.302588;0.597632;-0.828406;0.230774;0.995160;0.527088;
0.089980;0.606159;0.696274;-1.302432;0.599556;-0.827763;0.228207;0.995159;0.527097;
0.089990;0.602552;0.699713;-1.302265;0.601474;-0.827113;0.225639;0.995159;0.527105;
0.090000;0.598939;0.703145;-1.302084;0.603387;-0.826454;0.223068;0.995158;0.527114;
0.090010;0.595320;0.706571;-1.301891;0.605293;-0.825787;0.220494;0.995158;0.527123;
0.090020;0.591695;0.709990;-1.301685;0.607194;-0.825112;0.217919;0.995157;0.527131;
0.090030;0.588065;0.713402;-1.301467;0.609088;-0.824429;0.215341;0.995157;0.527140;
0.090040;0.584428;0.716808;-1.301236;0.610977;-0.823738;0.212761;0.995156;0.527149;
0.090050;0.580786;0.720206;-1.300992;0.612860;-0.823039;0.210179;0.995156;0.527158;
0.090060;0.577138;0.723598;-1.300736;0.614737;-0.822332;0.207595;0.995155;0.527167;
0.090070;0.573485;0.726982;-1.300467;0.616608;-0.821616;0.205009;0.995155;0.527176;
0.090080;0.569825;0.730360;-1.300185;0.618473;-0.820893;0.202420;0.995154;0.527185;
0.090090;0.566160;0.733730;-1.299890;0.620332;-0.820162;0.199830;0.995154;0.527194;
0.090100;0.562490;0.737094;-1.299583;0.622184;-0.819422;0.197238;0.995153;0.527204;
0.090110;0.558813;0.740450;-1.299264;0.624031;-0.818674;0.194643;0.995152;0.527213;
0.090120;0.555132;0.743800;-1.298931;0.625872;-0.817919;0.192047;0.995152;0.527222;
0.090130;0.551444;0.747142;-1.298586;0.627706;-0.817155;0.189449;0.995151;0.527232;
0.090140;0.547752;0.750477;-1.298229;0.629535;-0.816383;0.186849;0.995151;0.527241;
0.090150;0.544054;0.753805;-1.297858;0.631357;-0.815604;0.184246;0.995150;0.527251;
0.090160;0.540350;0.757125;-1.297475;0.633173;-0.814816;0.181643;0.995150;0.527260;
0.090170;0.536641;0.760439;-1.297080;0.634983;-0.814020;0.179037;0.995149;0.527270;
0.090180;0.532927;0.763745;-1.296672;0.636787;-0.813216;0.176429;0.995149;0.527280;
0.090190;0.529207;0.767043;-1.296251;0.638585;-0.812405;0.173820;0.995148;0.527289;
0.090200;0.525483;0.770335;-1.295817;0.640376;-0.811585;0.171209;0.995148;0.527299;
0.090210;0.521753;0.773618;-1.295371;0.642161;-0.810757;0.168596;0.995147;0.527309;
0.090220;0.518018;0.776895;-1.294912;0.643940;-0.809921;0.165981;0.995147;0.527319;
0.090230;0.514277;0.780164;-1.294441;0.645713;-0.809078;0.163365;0.995146;0.527329;
0.090240;0.510532;0.783425;-1.293957;0.647479;-0.808226;0.160747;0.995146;0.527339;
0.090250;0.506781;0.786679;-1.293461;0.649239;-0.807367;0.158128;0.995145;0.527349;
0.090260;0.503026;0.789926;-1.292952;0.650993;-0.806499;0.155507;0.995145;0.527359;
0.090270;0.499265;0.793164;-1.292430;0.652740;-0.805624;0.152884;0.995144;0.527370;
0.090280;0.495500;0.796395;-1.291895;0.654481;-0.804740;0.150260;0.995143;0.527380;
0.090290;0.491730;0.799619;-1.291349;0.656215;-0.803849;0.147634;0.995143;0.527390;
0.090300;0.487954;0.802835;-1.290789;0.657943;-0.802950;0.145007;0.995142;0.527401;
0.090310;0.484174;0.806043;-1.290217;0.659665;-0.802043;0.142378;0.995142;0.527411;
0.090320;0.480389;0.809243;-1.289632;0.661380;-0.801128;0.139748;0.995141;0.527421;
0.090330;0.476600;0.812436;-1.289035;0.663089;-0.800205;0.137116;0.995141;0.527432;
0.090340;0.472805;0.815620;-1.288426;0.664792;-0.799275;0.134483;0.995140;0.527443;
0.090350;0.469006;0.818797;-1.287803;0.666487;-0.798336;0.131849;0.995140;0.527453;
0.090360;0.465202;0.821966;-1.287168;0.668177;-0.797390;0.129213;0.995139;0.527464;
0.090370;0.461394;0.825127;-1.286521;0.669860;-0.796436;0.126576;0.995139;0.527475;
0.090380;0.457581;0.828280;-1.285861;0.671536;-0.795473;0.123938;0.995138;0.527485;
0.090390;0.453764;0.831425;-1.285189;0.673206;-0.794504;0.121298;0.995138;0.527496;
0.090400;0.449942;0.834562;-1.284504;0.674869;-0.793526;0.118657;0.995137;0.527507;
0.090410;0.446115;0.837691;-1.283806;0.676525;-0.792540;0.116015;0.995137;0.527518;
0.090420;0.442284;0.840812;-1.283096;0.678175;-0.791547;0.113372;0.995136;0.527529;
0.090430;0.438449;0.843925;-1.282374;0.679819;-0.790546;0.110727;0.995136;0.527540;
0.090440;0.434609;0.847030;-1.281639;0.681455;-0.789537;0.108082;0.995135;0.527551;
0.090450;0.430765;0.850126;-1.280891;0.683085;-0.788521;0.105435;0.995135;0.527562;
0.090460;0.426917;0.853215;-1.280131;0.684709;-0.787496;0.102788;0.995134;0.527573;
0.090470;0.423064;0.856295;-1.279359;0.686325;-0.786464;0.100139;0.995133;0.527584;
0.090480;0.419207;0.859367;-1.278574;0.687935;-0.785424;0.097489;0.995133;0.527596;
0.090490;0.415346;0.862430;-1.277777;0.689539;-0.784377;0.094838;0.995132;0.527607;
0.090500;0.411481;0.865486;-1.276967;0.691135;-0.783321;0.092186;0.995132;0.527618;
0.090510;0.407612;0.868533;-1.276145;0.692725;-0.782258;0.089534;0.995131;0.527629;
0.090520;0.403739;0.871571;-1.275310;0.694308;-0.781188;0.086880;0.995131;0.527641;
0.090530;0.399861;0.874601;-1.274463;0.695884;-0.780109;0.084225;0.995130;0.527652;
0.090540;0.395980;0.877623;-1.273603;0.697453;-0.779023;0.081570;0.995130;0.527664;
0.090550;0.392095;0.880636;-1.272731;0.699016;-0.777930;0.078914;0.995129;0.527675;
0.090560;0.388206;0.883641;-1.271847;0.700572;-0.776828;0.076256;0.995129;0.527687;
0.090570;0.384313;0.886637;-1.270950;0.702121;-0.775719;0.073598;0.995128;0.527698;
0.090580;0.380416;0.889625;-1.270041;0.703663;-0.774603;0.070940;0.995128;0.527710;
0.090590;0.376515;0.892604;-1.269119;0.705198;-0.773478;0.068280;0.995127;0.527722;
0.090600;0.372611;0.895574;-1.268185;0.706726;-0.772346;0.065620;0.995127;0.527733;
0.090610;0.368703;0.898536;-1.267239;0.708248;-0.771207;0.062959;0.995126;0.527745;
0.090620;0.364791;0.901489;-1.266281;0.709762;-0.770060;0.060298;0.995126;0.527757;
0.090630;0.360876;0.904434;-1.265310;0.711269;-0.768905;0.057636;0.995125;0.527769;
0.090640;0.356957;0.907370;-1.264326;0.712770;-0.767743;0.054973;0.995124;0.527780;
0.090650;0.353034;0.910296;-1.263331;0.714264;-0.766573;0.052310;0.995124;0.527792;
0.090660;0.349108;0.913215;-1.262323;0.715750;-0.765396;0.049646;0.995123;0.527804;
0.090670;0.345178;0.916124;-1.261302;0.717230;-0.764211;0.046981;0.995123;0.527816;
0.090680;0.341245;0.919024;-1.260270;0.718702;-0.763019;0.044316;0.995122;0.527828;
0.090690;0.337309;0.921916;-1.259225;0.720168;-0.761819;0.041651;0.995122;0.527840;
0.090700;0.333369;0.924799;-1.258168;0.721626;-0.760612;0.038985;0.995121;0.527852;
0.090710;0.329426;0.927673;-1.257099;0.723078;-0.759397;0.036319;0.995121;0.527864;
0.090720;0.325480;0.930537;-1.256017;0.724522;-0.758174;0.033652;0.995120;0.527876;
0.090730;0.321530;0.933393;-1.254923;0.725959;-0.756945;0.030985;0.995120;0.527888;
0.090740;0.317577;0.936240;-1.253817;0.727390;-0.755707;0.028318;0.995119;0.527900;
0.090750;0.313621;0.939078;-1.252699;0.728813;-0.754463;0.025650;0.995119;0.527912;
0.090760;0.309662;0.941907;-1.251568;0.730229;-0.753211;0.022982;0.995118;0.527925;
0.090770;0.305699;0.944726;-1.250425;0.731637;-0.751951;0.020314;0.995118;0.527937;
0.090780;0.301734;0.947537;-1.249270;0.733039;-0.750684;0.017645;0.995117;0.527949;
0.090790;0.297765;0.950338;-1.248103;0.734433;-0.749410;0.014977;0.995117;0.527961;
0.090800;0.293794;0.953130;-1.246924;0.735821;-0.748128;0.012308;0.995116;0.527974;
0.090810;0.289820;0.955913;-1.245732;0.737201;-0.746839;0.009638;0.995116;0.527986;
0.090820;0.285842;0.958686;-1.244529;0.738574;-0.745543;0.006969;0.995115;0.527998;
0.090830;0.281862;0.961451;-1.243313;0.739939;-0.744239;0.004300;0.995114;0.528011;
0.090840;0.277879;0.964206;-1.242085;0.741298;-0.742928;0.001630;0.995114;0.528023;
0.090850;0.273893;0.966952;-1.240845;0.742649;-0.741610;-0.001039;0.995113;0.528035;
0.090860;0.269905;0.969688;-1.239593;0.743993;-0.740284;-0.003709;0.995113;0.528048;
0.090870;0.265914;0.972415;-1.238329;0.745329;-0.738951;-0.006378;0.995112;0.528060;
0.090880;0.261920;0.975133;-1.237053;0.746658;-0.737611;-0.009048;0.995112;0.528073;
0.090890;0.257923;0.977841;-1.235764;0.747980;-0.736263;-0.011717;0.995111;0.528085;
0.090900;0.253924;0.980540;-1.234464;0.749295;-0.734909;-0.014386;0.995111;0.528097;
0.090910;0.249923;0.983229;-1.233152;0.750602;-0.733547;-0.017056;0.995110;0.528110;
0.090920;0.245918;0.985909;-1.231827;0.751902;-0.732178;-0.019725;0.995110;0.528122;
0.090930;0.241912;0.988579;-1.230491;0.753195;-0.730801;-0.022394;0.995109;0.528135;
0.090940;0.237903;0.991240;-1.229142;0.754480;-0.729418;-0.025063;0.995109;0.528147;
0.090950;0.233891;0.993891;-1.227782;0.755758;-0.728027;-0.027731;0.995108;0.528160;
0.090960;0.229877;0.996532;-1.226409;0.757029;-0.726629;-0.030400;0.995108;0.528173;
0.090970;0.225861;0.999164;-1.225025;0.758292;-0.725224;-0.033068;0.995107;0.528185;
0.090980;0.221843;1.001786;-1.223629;0.759547;-0.723812;-0.035736;0.995107;0.528198;
0.090990;0.217822;1.004398;-1.222220;0.760795;-0.722392;-0.038403;0.995106;0.528210;
0.091000;0.213799;1.007001;-1.220800;0.762036;-0.720966;-0.041070;0.995105;0.528223;
0.091010;0.209774;1.009594;-1.219368;0.763269;-0.719532;-0.043737;0.995105;0.528236;
0.091020;0.205747;1.012177;-1.217924;0.764495;-0.718092;-0.046404;0.995104;0.528248;
0.091030;0.201718;1.014750;-1.216468;0.765714;-0.716644;-0.049070;0.995104;0.528261;
0.091040;0.197686;1.017314;-1.215000;0.766924;-0.715189;-0.051735;0.995103;0.528273;
0.091050;0.193653;1.019868;-1.213521;0.768128;-0.713727;-0.054400;0.995103;0.528286;
0.091060;0.189618;1.022412;-1.212029;0.769324;-0.712258;-0.057065;0.995102;0.528299;
0.091070;0.185581;1.024945;-1.210526;0.770512;-0.710783;-0.059729;0.995102;0.528311;
0.091080;0.181541;1.027469;-1.209011;0.771693;-0.709300;-0.062393;0.995101;0.528324;
0.091090;0.177501;1.029983;-1.207484;0.772866;-0.707810;-0.065056;0.995101;0.528337;
0.091100;0.173458;1.032488;-1.205945;0.774031;-0.706313;-0.067718;0.995100;0.528349;
0.091110;0.169413;1.034982;-1.204395;0.775189;-0.704809;-0.070380;0.995100;0.528362;
0.091120;0.165367;1.037466;-1.202833;0.776340;-0.703299;-0.073041;0.995099;0.528375;
0.091130;0.161319;1.039940;-1.201259;0.777483;-0.701781;-0.075701;0.995099;0.528387;
0.091140;0.157270;1.042404;-1.199673;0.778618;-0.700257;-0.078361;0.995098;0.528400;
0.091150;0.153219;1.044857;-1.198076;0.779745;-0.698725;-0.081020;0.995098;0.528413;
0.091160;0.149166;1.047301;-1.196467;0.780865;-0.697187;-0.083678;0.995097;0.528425;
0.091170;0.145112;1.049735;-1.194846;0.781978;-0.695642;-0.086336;0.995097;0.528438;
0.091180;0.141056;1.052158;-1.193214;0.783082;-0.694090;-0.088993;0.995096;0.528451;
0.091190;0.136999;1.054571;-1.191570;0.784179;-0.692531;-0.091648;0.995095;0.528464;
0.091200;0.132940;1.056974;-1.189914;0.785269;-0.690965;-0.094303;0.995095;0.528476;
0.091210;0.128880;1.059367;-1.188247;0.786350;-0.689393;-0.096957;0.995094;0.528489;
0.091220;0.124819;1.061749;-1.186568;0.787424;-0.687814;-0.099610;0.995094;0.528502;
0.091230;0.120756;1.064121;-1.184878;0.788490;-0.686228;-0.102263;0.995093;0.528514;
0.091240;0.116692;1.066483;-1.183176;0.789549;-0.684635;-0.104914;0.995093;0.528527;
0.091250;0.112627;1.068835;-1.181462;0.790599;-0.683035;-0.107564;0.995092;0.528539;
0.091260;0.108561;1.071176;-1.179737;0.791642;-0.681429;-0.110213;0.995092;0.528552;
0.091270;0.104494;1.073507;-1.178001;0.792678;-0.679816;-0.112862;0.995091;0.528565;
0.091280;0.100425;1.075827;-1.176253;0.793705;-0.678197;-0.115509;0.995091;0.528577;
0.091290;0.096356;1.078137;-1.174493;0.794725;-0.676570;-0.118155;0.995090;0.528590;
0.091300;0.092285;1.080437;-1.172722;0.795737;-0.674937;-0.120800;0.995090;0.528603;
0.091310;0.088214;1.082726;-1.170940;0.796741;-0.673298;-0.123443;0.995089;0.528615;
0.091320;0.084142;1.085004;-1.169146;0.797737;-0.671651;-0.126086;0.995089;0.528628;
0.091330;0.080068;1.087272;-1.167340;0.798726;-0.669998;-0.128727;0.995088;0.528640;
0.091340;0.075994;1.089529;-1.165524;0.799707;-0.668339;-0.131367;0.995088;0.528653;
0.091350;0.071919;1.091776;-1.163696;0.800679;-0.666673;-0.134006;0.995087;0.528665;
0.091360;0.067844;1.094013;-1.161856;0.801644;-0.665000;-0.136644;0.995086;0.528678;
0.091370;0.063767;1.096238;-1.160006;0.802602;-0.663321;-0.139280;0.995086;0.528690;
0.091380;0.059690;1.098453;-1.158143;0.803551;-0.661636;-0.141915;0.995085;0.528703;
0.091390;0.055612;1.100658;-1.156270;0.804492;-0.659943;-0.144549;0.995085;0.528715;
0.091400;0.051534;1.102851;-1.154385;0.805426;-0.658245;-0.147181;0.995084;0.528728;
0.091410;0.047455;1.105034;-1.152489;0.806352;-0.656540;-0.149812;0.995084;0.528740;
0.091420;0.043376;1.107207;-1.150582;0.807269;-0.654828;-0.152441;0.995083;0.528753;
0.091430;0.039296;1.109368;-1.148664;0.808179;-0.653110;-0.155069;0.995083;0.528765;
0.091440;0.035215;1.111519;-1.146734;0.809081;-0.651385;-0.157696;0.995082;0.528778;
0.091450;0.031134;1.113659;-1.144793;0.809975;-0.649654;-0.160321;0.995082;0.528790;
0.091460;0.027053;1.115788;-1.142841;0.810861;-0.647917;-0.162944;0.995081;0.528802;
0.091470;0.022972;1.117907;-1.140878;0.811739;-0.646173;-0.165566;0.995081;0.528815;
0.091480;0.018890;1.120014;-1.138904;0.812610;-0.644423;-0.168186;0.995080;0.528827;
0.091490;0.014808;1.122111;-1.136919;0.813472;-0.642667;-0.170805;0.995080;0.528839;
0.091500;0.010726;1.124197;-1.134922;0.814326;-0.640904;-0.173422;0.995079;0.528852;
0.091510;0.006643;1.126271;-1.132915;0.815172;-0.639135;-0.176037;0.995079;0.528864;
0.091520;0.002561;1.128335;-1.130896;0.816011;-0.637360;-0.178651;0.995078;0.528876;
0.091530;-0.001522;1.130388;-1.128866;0.816841;-0.635578;-0.181263;0.995077;0.528888;
0.091540;-0.005605;1.132430;-1.126826;0.817663;-0.633790;-0.183873;0.995077;0.528900;
0.091550;-0.009687;1.134461;-1.124774;0.818478;-0.631996;-0.186482;0.995076;0.528913;
0.091560;-0.013770;1.136481;-1.122711;0.819284;-0.630196;-0.189088;0.995076;0.528925;
0.091570;-0.017853;1.138490;-1.120638;0.820082;-0.628389;-0.191693;0.995075;0.528937;
0.091580;-0.021935;1.140488;-1.118553;0.820873;-0.626577;-0.194296;0.995075;0.528949;
0.091590;-0.026018;1.142475;-1.116458;0.821655;-0.624758;-0.196897;0.995074;0.528961;
0.091600;-0.030100;1.144451;-1.114351;0.822429;-0.622933;-0.199496;0.995074;0.528973;
0.091610;-0.034182;1.146416;-1.112234;0.823195;-0.621101;-0.202094;0.995073;0.528985;
0.091620;-0.038263;1.148369;-1.110106;0.823953;-0.619264;-0.204689;0.995073;0.528997;
0.091630;-0.042345;1.150311;-1.107967;0.824703;-0.617421;-0.207282;0.995072;0.529009;
0.091640;-0.046426;1.152243;-1.105817;0.825445;-0.615571;-0.209874;0.995072;0.529021;
0.091650;-0.050506;1.154163;-1.103656;0.826179;-0.613716;-0.212463;0.995071;0.529032;
0.091660;-0.054586;1.156071;-1.101485;0.826904;-0.611854;-0.215050;0.995071;0.529044;
0.091670;-0.058666;1.157969;-1.099303;0.827622;-0.609987;-0.217636;0.995070;0.529056;
0.091680;-0.062745;1.159855;-1.097110;0.828332;-0.608113;-0.220219;0.995070;0.529068;
0.091690;-0.066824;1.161730;-1.094907;0.829033;-0.606233;-0.222800;0.995069;0.529080;
0.091700;-0.070902;1.163594;-1.092692;0.829726;-0.604348;-0.225379;0.995068;0.529091;
0.091710;-0.074979;1.165447;-1.090467;0.830411;-0.602456;-0.227955;0.995068;0.529103;
0.091720;-0.079056;1.167288;-1.088232;0.831088;-0.600559;-0.230530;0.995067;0.529114;
0.091730;-0.083132;1.169118;-1.085986;0.831757;-0.598655;-0.233102;0.995067;0.529126;
0.091740;-0.087207;1.170936;-1.083729;0.832418;-0.596746;-0.235672;0.995066;0.529138;
0.091750;-0.091282;1.172743;-1.081461;0.833071;-0.594831;-0.238240;0.995066;0.529149;
0.091760;-0.095355;1.174539;-1.079183;0.833715;-0.592910;-0.240805;0.995065;0.529160;
0.091770;-0.099428;1.176323;-1.076895;0.834351;-0.590983;-0.243368;0.995065;0.529172;
0.091780;-0.103500;1.178096;-1.074596;0.834980;-0.589051;-0.245929;0.995064;0.529183;
0.091790;-0.107571;1.179857;-1.072287;0.835599;-0.587112;-0.248487;0.995064;0.529195;
0.091800;-0.111641;1.181607;-1.069967;0.836211;-0.585168;-0.251043;0.995063;0.529206;
0.091810;-0.115710;1.183346;-1.067636;0.836815;-0.583218;-0.253597;0.995063;0.529217;
0.091820;-0.119778;1.185073;-1.065295;0.837410;-0.581262;-0.256148;0.995062;0.529228;
0.091830;-0.123844;1.186788;-1.062944;0.837997;-0.579301;-0.258697;0.995062;0.529239;
0.091840;-0.127910;1.188492;-1.060582;0.838576;-0.577334;-0.261243;0.995061;0.529251;
0.091850;-0.131974;1.190185;-1.058210;0.839147;-0.575361;-0.263786;0.995061;0.529262;
0.091860;-0.136037;1.191866;-1.055828;0.839710;-0.573382;-0.266327;0.995060;0.529273;
0.091870;-0.140099;1.193535;-1.053436;0.840264;-0.571398;-0.268866;0.995059;0.529284;
0.091880;-0.144160;1.195192;-1.051033;0.840810;-0.569408;-0.271402;0.995059;0.529295;
0.091890;-0.148219;1.196838;-1.048619;0.841348;-0.567413;-0.273935;0.995058;0.529305;
0.091900;-0.152277;1.198473;-1.046196;0.841877;-0.565412;-0.276466;0.995058;0.529316;
0.091910;-0.156333;1.200096;-1.043762;0.842399;-0.563405;-0.278994;0.995057;0.529327;
0.091920;-0.160388;1.201707;-1.041319;0.842912;-0.561393;-0.281519;0.995057;0.529338;
0.091930;-0.164442;1.203306;-1.038865;0.843417;-0.559376;-0.284041;0.995056;0.529348;
0.091940;-0.168493;1.204894;-1.036400;0.843913;-0.557352;-0.286561;0.995056;0.529359;
0.091950;-0.172544;1.206470;-1.033926;0.844402;-0.555324;-0.289078;0.995055;0.529370;
0.091960;-0.176592;1.208034;-1.031442;0.844882;-0.553290;-0.291592;0.995055;0.529380;
0.091970;-0.180639;1.209587;-1.028947;0.845354;-0.551250;-0.294103;0.995054;0.529391;
0.091980;-0.184685;1.211127;-1.026443;0.845817;-0.549205;-0.296612;0.995054;0.529401;
0.091990;-0.188728;1.212656;-1.023928;0.846273;-0.547155;-0.299118;0.995053;0.529411;
0.092000;-0.192770;1.214174;-1.021404;0.846720;-0.545099;-0.301620;0.995053;0.529422;
0.092010;-0.196810;1.215679;-1.018869;0.847158;-0.543038;-0.304120;0.995052;0.529432;
0.092020;-0.200848;1.217173;-1.016325;0.847589;-0.540972;-0.306617;0.995052;0.529442;
0.092030;-0.204884;1.218654;-1.013771;0.848011;-0.538900;-0.309111;0.995051;0.529452;
0.092040;-0.208918;1.220124;-1.011206;0.848425;-0.536823;-0.311602;0.995050;0.529462;
