time;SM_circuit_vTermA;SM_circuit_vTermB;SM_circuit_vTermC;SM_circuit_iStatorA;SM_circuit_iStatorB;SM_circuit_iStatorC;SM_circuit_Wr;SM_circuit_Te;
0.049880;0.588069;0.694129;-1.282199;0.601265;-0.816606;0.215341;0.997257;0.547448;
0.049890;0.584472;0.697515;-1.281987;0.603300;-0.816067;0.212767;0.997256;0.547487;
0.049900;0.580867;0.700895;-1.281762;0.605329;-0.815520;0.210191;0.997256;0.547526;
0.049910;0.577257;0.704269;-1.281525;0.607352;-0.814964;0.207612;0.997255;0.547565;
0.049920;0.573639;0.707636;-1.281276;0.609370;-0.814399;0.205030;0.997255;0.547605;
0.049930;0.570016;0.710997;-1.281013;0.611381;-0.813826;0.202445;0.997254;0.547646;
0.049940;0.566386;0.714352;-1.280738;0.613387;-0.813245;0.199858;0.997254;0.547687;
0.049950;0.562749;0.717701;-1.280450;0.615386;-0.812655;0.197269;0.997253;0.547728;
0.049960;0.559106;0.721043;-1.280150;0.617379;-0.812056;0.194677;0.997253;0.547770;
0.049970;0.555457;0.724380;-1.279837;0.619367;-0.811449;0.192082;0.997252;0.547813;
0.049980;0.551802;0.727709;-1.279511;0.621348;-0.810833;0.189485;0.997251;0.547856;
0.049990;0.548140;0.731032;-1.279172;0.623323;-0.810208;0.186885;0.997251;0.547900;
0.050000;0.544472;0.734349;-1.278821;0.625292;-0.809576;0.184283;0.997250;0.547944;
0.050010;0.540798;0.737659;-1.278458;0.627255;-0.808934;0.181679;0.997250;0.547989;
0.050020;0.537118;0.740963;-1.278081;0.629212;-0.808284;0.179072;0.997249;0.548034;
0.050030;0.533432;0.744260;-1.277692;0.631163;-0.807626;0.176463;0.997249;0.548080;
0.050040;0.529740;0.747551;-1.277290;0.633107;-0.806959;0.173852;0.997248;0.548126;
0.050050;0.526041;0.750835;-1.276876;0.635045;-0.806284;0.171238;0.997248;0.548173;
0.050060;0.522337;0.754112;-1.276449;0.636977;-0.805600;0.168623;0.997247;0.548220;
0.050070;0.518627;0.757383;-1.276009;0.638903;-0.804907;0.166005;0.997246;0.548268;
0.050080;0.514911;0.760646;-1.275557;0.640822;-0.804206;0.163384;0.997246;0.548316;
0.050090;0.511189;0.763903;-1.275092;0.642735;-0.803497;0.160762;0.997245;0.548365;
0.050100;0.507461;0.767153;-1.274615;0.644641;-0.802779;0.158137;0.997245;0.548414;
0.050110;0.503728;0.770397;-1.274124;0.646541;-0.802052;0.155511;0.997244;0.548464;
0.050120;0.499988;0.773633;-1.273621;0.648435;-0.801317;0.152882;0.997244;0.548514;
0.050130;0.496243;0.776863;-1.273106;0.650323;-0.800574;0.150251;0.997243;0.548565;
0.050140;0.492493;0.780085;-1.272578;0.652203;-0.799822;0.147619;0.997243;0.548616;
0.050150;0.488736;0.783301;-1.272037;0.654078;-0.799062;0.144984;0.997242;0.548668;
0.050160;0.484974;0.786509;-1.271483;0.655946;-0.798293;0.142347;0.997242;0.548720;
0.050170;0.481207;0.789711;-1.270917;0.657807;-0.797516;0.139709;0.997241;0.548773;
0.050180;0.477434;0.792905;-1.270339;0.659662;-0.796730;0.137068;0.997240;0.548826;
0.050190;0.473655;0.796092;-1.269747;0.661510;-0.795936;0.134426;0.997240;0.548880;
0.050200;0.469871;0.799272;-1.269143;0.663352;-0.795133;0.131782;0.997239;0.548934;
0.050210;0.466082;0.802445;-1.268527;0.665187;-0.794322;0.129135;0.997239;0.548989;
0.050220;0.462287;0.805610;-1.267898;0.667015;-0.793503;0.126488;0.997238;0.549044;
0.050230;0.458487;0.808769;-1.267256;0.668837;-0.792675;0.123838;0.997238;0.549100;
0.050240;0.454682;0.811919;-1.266602;0.670652;-0.791839;0.121187;0.997237;0.549156;
0.050250;0.450872;0.815063;-1.265935;0.672460;-0.790994;0.118534;0.997237;0.549212;
0.050260;0.447056;0.818199;-1.265255;0.674262;-0.790141;0.115879;0.997236;0.549269;
0.050270;0.443235;0.821328;-1.264563;0.676057;-0.789280;0.113223;0.997236;0.549326;
0.050280;0.439409;0.824449;-1.263858;0.677845;-0.788410;0.110565;0.997235;0.549384;
0.050290;0.435578;0.827563;-1.263141;0.679626;-0.787532;0.107906;0.997234;0.549443;
0.050300;0.431741;0.830670;-1.262411;0.681401;-0.786645;0.105244;0.997234;0.549501;
0.050310;0.427900;0.833768;-1.261668;0.683168;-0.785750;0.102582;0.997233;0.549561;
0.050320;0.424054;0.836859;-1.260913;0.684929;-0.784847;0.099918;0.997233;0.549620;
0.050330;0.420203;0.839943;-1.260146;0.686683;-0.783935;0.097252;0.997232;0.549680;
0.050340;0.416347;0.843019;-1.259366;0.688430;-0.783015;0.094586;0.997232;0.549741;
0.050350;0.412486;0.846087;-1.258573;0.690169;-0.782087;0.091917;0.997231;0.549802;
0.050360;0.408620;0.849148;-1.257768;0.691902;-0.781150;0.089248;0.997231;0.549863;
0.050370;0.404749;0.852200;-1.256950;0.693628;-0.780205;0.086576;0.997230;0.549925;
0.050380;0.400874;0.855245;-1.256119;0.695348;-0.779252;0.083904;0.997229;0.549987;
0.050390;0.396994;0.858282;-1.255277;0.697060;-0.778290;0.081231;0.997229;0.550050;
0.050400;0.393110;0.861312;-1.254421;0.698764;-0.777320;0.078556;0.997228;0.550113;
0.050410;0.389220;0.864333;-1.253553;0.700462;-0.776342;0.075880;0.997228;0.550176;
0.050420;0.385327;0.867346;-1.252673;0.702153;-0.775355;0.073202;0.997227;0.550240;
0.050430;0.381428;0.870352;-1.251780;0.703837;-0.774361;0.070524;0.997227;0.550304;
0.050440;0.377525;0.873349;-1.250875;0.705513;-0.773358;0.067844;0.997226;0.550369;
0.050450;0.373618;0.876339;-1.249957;0.707183;-0.772346;0.065164;0.997226;0.550434;
0.050460;0.369706;0.879320;-1.249026;0.708845;-0.771327;0.062482;0.997225;0.550499;
0.050470;0.365790;0.882293;-1.248083;0.710500;-0.770299;0.059799;0.997225;0.550565;
0.050480;0.361870;0.885258;-1.247128;0.712148;-0.769263;0.057115;0.997224;0.550631;
0.050490;0.357945;0.888215;-1.246160;0.713789;-0.768219;0.054430;0.997223;0.550698;
0.050500;0.354016;0.891164;-1.245180;0.715422;-0.767167;0.051745;0.997223;0.550764;
0.050510;0.350083;0.894105;-1.244187;0.717048;-0.766106;0.049058;0.997222;0.550832;
0.050520;0.346145;0.897037;-1.243182;0.718667;-0.765037;0.046370;0.997222;0.550899;
0.050530;0.342204;0.899961;-1.242165;0.720278;-0.763960;0.043682;0.997221;0.550967;
0.050540;0.338258;0.902876;-1.241135;0.721883;-0.762875;0.040993;0.997221;0.551036;
0.050550;0.334309;0.905784;-1.240092;0.723479;-0.761782;0.038302;0.997220;0.551105;
0.050560;0.330355;0.908683;-1.239038;0.725069;-0.760680;0.035612;0.997220;0.551174;
0.050570;0.326397;0.911573;-1.237970;0.726651;-0.759571;0.032920;0.997219;0.551243;
0.050580;0.322436;0.914455;-1.236891;0.728225;-0.758453;0.030228;0.997218;0.551313;
0.050590;0.318470;0.917329;-1.235799;0.729793;-0.757327;0.027535;0.997218;0.551383;
0.050600;0.314501;0.920194;-1.234695;0.731352;-0.756193;0.024841;0.997217;0.551453;
0.050610;0.310528;0.923050;-1.233578;0.732905;-0.755051;0.022147;0.997217;0.551524;
0.050620;0.306551;0.925898;-1.232449;0.734450;-0.753901;0.019452;0.997216;0.551595;
0.050630;0.302570;0.928738;-1.231307;0.735987;-0.752743;0.016756;0.997216;0.551667;
0.050640;0.298586;0.931568;-1.230154;0.737517;-0.751577;0.014060;0.997215;0.551739;
0.050650;0.294598;0.934390;-1.228988;0.739039;-0.750403;0.011364;0.997215;0.551811;
0.050660;0.290606;0.937203;-1.227809;0.740553;-0.749220;0.008667;0.997214;0.551883;
0.050670;0.286611;0.940008;-1.226619;0.742061;-0.748030;0.005969;0.997213;0.551956;
0.050680;0.282612;0.942804;-1.225416;0.743560;-0.746832;0.003271;0.997213;0.552029;
0.050690;0.278610;0.945591;-1.224201;0.745052;-0.745625;0.000573;0.997212;0.552102;
0.050700;0.274605;0.948369;-1.222973;0.746536;-0.744411;-0.002125;0.997212;0.552176;
0.050710;0.270596;0.951138;-1.221733;0.748013;-0.743188;-0.004824;0.997211;0.552249;
0.050720;0.266583;0.953898;-1.220481;0.749482;-0.741958;-0.007524;0.997211;0.552324;
0.050730;0.262568;0.956650;-1.219217;0.750943;-0.740720;-0.010223;0.997210;0.552398;
0.050740;0.258549;0.959392;-1.217941;0.752396;-0.739474;-0.012923;0.997210;0.552473;
0.050750;0.254527;0.962126;-1.216652;0.753842;-0.738219;-0.015623;0.997209;0.552548;
0.050760;0.250501;0.964850;-1.215351;0.755280;-0.736957;-0.018323;0.997209;0.552623;
0.050770;0.246473;0.967565;-1.214038;0.756710;-0.735687;-0.021023;0.997208;0.552698;
0.050780;0.242441;0.970272;-1.212713;0.758133;-0.734409;-0.023723;0.997207;0.552774;
0.050790;0.238407;0.972969;-1.211376;0.759548;-0.733124;-0.026424;0.997207;0.552850;
0.050800;0.234369;0.975657;-1.210026;0.760954;-0.731830;-0.029124;0.997206;0.552927;
0.050810;0.230328;0.978336;-1.208664;0.762354;-0.730529;-0.031825;0.997206;0.553003;
0.050820;0.226285;0.981006;-1.207290;0.763745;-0.729219;-0.034526;0.997205;0.553080;
0.050830;0.222238;0.983666;-1.205904;0.765128;-0.727902;-0.037226;0.997205;0.553157;
0.050840;0.218189;0.986317;-1.204506;0.766504;-0.726577;-0.039927;0.997204;0.553234;
0.050850;0.214137;0.988959;-1.203096;0.767871;-0.725244;-0.042627;0.997204;0.553312;
0.050860;0.210082;0.991592;-1.201674;0.769231;-0.723904;-0.045327;0.997203;0.553389;
0.050870;0.206024;0.994215;-1.200239;0.770583;-0.722555;-0.048027;0.997202;0.553467;
0.050880;0.201964;0.996829;-1.198793;0.771926;-0.721199;-0.050727;0.997202;0.553545;
0.050890;0.197901;0.999433;-1.197335;0.773262;-0.719835;-0.053427;0.997201;0.553624;
0.050900;0.193836;1.002028;-1.195864;0.774590;-0.718464;-0.056126;0.997201;0.553702;
0.050910;0.189768;1.004614;-1.194382;0.775910;-0.717084;-0.058826;0.997200;0.553781;
0.050920;0.185697;1.007190;-1.192887;0.777222;-0.715697;-0.061524;0.997200;0.553860;
0.050930;0.181624;1.009756;-1.191381;0.778526;-0.714302;-0.064223;0.997199;0.553939;
0.050940;0.177549;1.012313;-1.189862;0.779821;-0.712900;-0.066921;0.997199;0.554018;
0.050950;0.173471;1.014861;-1.188332;0.781109;-0.711490;-0.069619;0.997198;0.554098;
0.050960;0.169391;1.017399;-1.186789;0.782389;-0.710072;-0.072316;0.997197;0.554178;
0.050970;0.165308;1.019927;-1.185235;0.783660;-0.708647;-0.075013;0.997197;0.554258;
0.050980;0.161223;1.022445;-1.183669;0.784924;-0.707214;-0.077710;0.997196;0.554338;
0.050990;0.157137;1.024954;-1.182090;0.786179;-0.705773;-0.080406;0.997196;0.554418;
0.051000;0.153047;1.027453;-1.180500;0.787426;-0.704325;-0.083101;0.997195;0.554498;
0.051010;0.148956;1.029942;-1.178898;0.788665;-0.702869;-0.085796;0.997195;0.554579;
0.051020;0.144863;1.032422;-1.177285;0.789896;-0.701406;-0.088490;0.997194;0.554659;
0.051030;0.140768;1.034891;-1.175659;0.791119;-0.699935;-0.091184;0.997194;0.554740;
0.051040;0.136670;1.037351;-1.174021;0.792334;-0.698457;-0.093877;0.997193;0.554821;
0.051050;0.132571;1.039801;-1.172372;0.793540;-0.696971;-0.096569;0.997192;0.554902;
0.051060;0.128470;1.042241;-1.170711;0.794738;-0.695477;-0.099261;0.997192;0.554983;
0.051070;0.124367;1.044672;-1.169038;0.795928;-0.693976;-0.101952;0.997191;0.555065;
0.051080;0.120262;1.047092;-1.167353;0.797110;-0.692468;-0.104642;0.997191;0.555146;
0.051090;0.116155;1.049502;-1.165657;0.798283;-0.690952;-0.107331;0.997190;0.555228;
0.051100;0.112047;1.051902;-1.163949;0.799448;-0.689429;-0.110019;0.997190;0.555309;
0.051110;0.107936;1.054293;-1.162229;0.800605;-0.687898;-0.112707;0.997189;0.555391;
0.051120;0.103825;1.056673;-1.160497;0.801754;-0.686360;-0.115394;0.997189;0.555473;
0.051130;0.099711;1.059043;-1.158754;0.802894;-0.684814;-0.118079;0.997188;0.555555;
0.051140;0.095596;1.061403;-1.156999;0.804026;-0.683262;-0.120764;0.997187;0.555637;
0.051150;0.091480;1.063753;-1.155232;0.805149;-0.681701;-0.123448;0.997187;0.555719;
0.051160;0.087362;1.066092;-1.153454;0.806265;-0.680134;-0.126131;0.997186;0.555801;
0.051170;0.083242;1.068422;-1.151664;0.807371;-0.678559;-0.128813;0.997186;0.555884;
0.051180;0.079122;1.070741;-1.149863;0.808470;-0.676977;-0.131493;0.997185;0.555966;
0.051190;0.075000;1.073050;-1.148049;0.809560;-0.675387;-0.134173;0.997185;0.556048;
0.051200;0.070876;1.075349;-1.146225;0.810642;-0.673790;-0.136851;0.997184;0.556131;
0.051210;0.066751;1.077637;-1.144388;0.811715;-0.672186;-0.139529;0.997184;0.556214;
0.051220;0.062625;1.079915;-1.142541;0.812780;-0.670575;-0.142205;0.997183;0.556296;
0.051230;0.058498;1.082183;-1.140681;0.813836;-0.668957;-0.144880;0.997182;0.556379;
0.051240;0.054370;1.084440;-1.138811;0.814884;-0.667331;-0.147553;0.997182;0.556461;
0.051250;0.050241;1.086687;-1.136928;0.815924;-0.665698;-0.150226;0.997181;0.556544;
0.051260;0.046110;1.088924;-1.135034;0.816955;-0.664058;-0.152897;0.997181;0.556627;
0.051270;0.041979;1.091150;-1.133129;0.817977;-0.662411;-0.155567;0.997180;0.556710;
0.051280;0.037847;1.093366;-1.131212;0.818991;-0.660756;-0.158235;0.997180;0.556793;
0.051290;0.033713;1.095571;-1.129284;0.819997;-0.659095;-0.160902;0.997179;0.556875;
0.051300;0.029579;1.097766;-1.127345;0.820994;-0.657426;-0.163568;0.997179;0.556958;
0.051310;0.025444;1.099950;-1.125394;0.821982;-0.655751;-0.166232;0.997178;0.557041;
0.051320;0.021309;1.102123;-1.123432;0.822962;-0.654068;-0.168894;0.997177;0.557124;
0.051330;0.017172;1.104286;-1.121458;0.823934;-0.652378;-0.171556;0.997177;0.557207;
0.051340;0.013035;1.106438;-1.119473;0.824897;-0.650681;-0.174215;0.997176;0.557290;
0.051350;0.008897;1.108580;-1.117477;0.825851;-0.648978;-0.176873;0.997176;0.557372;
0.051360;0.004759;1.110711;-1.115470;0.826796;-0.647267;-0.179530;0.997175;0.557455;
0.051370;0.000620;1.112831;-1.113451;0.827734;-0.645549;-0.182185;0.997175;0.557538;
0.051380;-0.003520;1.114941;-1.111421;0.828662;-0.643824;-0.184838;0.997174;0.557621;
0.051390;-0.007660;1.117039;-1.109380;0.829582;-0.642092;-0.187489;0.997174;0.557703;
0.051400;-0.011800;1.119128;-1.107327;0.830493;-0.640354;-0.190139;0.997173;0.557786;
0.051410;-0.015941;1.121205;-1.105264;0.831396;-0.638608;-0.192787;0.997172;0.557869;
0.051420;-0.020082;1.123271;-1.103189;0.832290;-0.636856;-0.195434;0.997172;0.557951;
0.051430;-0.024224;1.125327;-1.101103;0.833175;-0.635097;-0.198078;0.997171;0.558034;
0.051440;-0.028366;1.127371;-1.099006;0.834052;-0.633331;-0.200721;0.997171;0.558116;
0.051450;-0.032508;1.129405;-1.096898;0.834920;-0.631558;-0.203362;0.997170;0.558199;
0.051460;-0.036650;1.131428;-1.094778;0.835779;-0.629778;-0.206001;0.997170;0.558281;
0.051470;-0.040792;1.133440;-1.092648;0.836629;-0.627991;-0.208638;0.997169;0.558363;
0.051480;-0.044934;1.135441;-1.090507;0.837471;-0.626198;-0.211273;0.997169;0.558446;
0.051490;-0.049077;1.137431;-1.088354;0.838304;-0.624398;-0.213906;0.997168;0.558528;
0.051500;-0.053219;1.139410;-1.086191;0.839129;-0.622591;-0.216537;0.997167;0.558610;
0.051510;-0.057362;1.141378;-1.084017;0.839945;-0.620778;-0.219167;0.997167;0.558692;
0.051520;-0.061504;1.143335;-1.081831;0.840751;-0.618958;-0.221794;0.997166;0.558773;
0.051530;-0.065646;1.145281;-1.079635;0.841550;-0.617131;-0.224419;0.997166;0.558855;
0.051540;-0.069788;1.147216;-1.077428;0.842339;-0.615297;-0.227042;0.997165;0.558937;
0.051550;-0.073930;1.149140;-1.075210;0.843120;-0.613457;-0.229663;0.997165;0.559018;
0.051560;-0.078072;1.151052;-1.072981;0.843892;-0.611610;-0.232281;0.997164;0.559100;
0.051570;-0.082213;1.152954;-1.070741;0.844655;-0.609757;-0.234898;0.997164;0.559181;
0.051580;-0.086354;1.154844;-1.068490;0.845409;-0.607897;-0.237512;0.997163;0.559262;
0.051590;-0.090494;1.156723;-1.066229;0.846155;-0.606031;-0.240124;0.997162;0.559343;
0.051600;-0.094634;1.158591;-1.063957;0.846892;-0.604158;-0.242734;0.997162;0.559424;
0.051610;-0.098774;1.160447;-1.061674;0.847620;-0.602278;-0.245341;0.997161;0.559505;
0.051620;-0.102913;1.162293;-1.059380;0.848339;-0.600392;-0.247947;0.997161;0.559585;
0.051630;-0.107051;1.164127;-1.057075;0.849049;-0.598500;-0.250549;0.997160;0.559665;
0.051640;-0.111189;1.165949;-1.054760;0.849751;-0.596601;-0.253150;0.997160;0.559746;
0.051650;-0.115326;1.167761;-1.052434;0.850443;-0.594695;-0.255748;0.997159;0.559826;
0.051660;-0.119463;1.169561;-1.050098;0.851127;-0.592784;-0.258343;0.997158;0.559906;
0.051670;-0.123599;1.171349;-1.047751;0.851802;-0.590865;-0.260937;0.997158;0.559985;
0.051680;-0.127734;1.173127;-1.045393;0.852468;-0.588941;-0.263527;0.997157;0.560065;
0.051690;-0.131868;1.174893;-1.043025;0.853125;-0.587010;-0.266115;0.997157;0.560144;
0.051700;-0.136001;1.176647;-1.040646;0.853774;-0.585073;-0.268701;0.997156;0.560223;
0.051710;-0.140134;1.178390;-1.038256;0.854413;-0.583129;-0.271284;0.997156;0.560302;
0.051720;-0.144265;1.180122;-1.035856;0.855044;-0.581179;-0.273864;0.997155;0.560381;
0.051730;-0.148396;1.181842;-1.033446;0.855665;-0.579223;-0.276442;0.997155;0.560460;
0.051740;-0.152525;1.183550;-1.031025;0.856278;-0.577261;-0.279017;0.997154;0.560538;
0.051750;-0.156653;1.185247;-1.028594;0.856882;-0.575292;-0.281590;0.997153;0.560616;
0.051760;-0.160780;1.186932;-1.026152;0.857477;-0.573318;-0.284159;0.997153;0.560694;
0.051770;-0.164906;1.188606;-1.023700;0.858063;-0.571337;-0.286726;0.997152;0.560772;
0.051780;-0.169031;1.190269;-1.021237;0.858640;-0.569349;-0.289290;0.997152;0.560850;
0.051790;-0.173155;1.191919;-1.018765;0.859208;-0.567356;-0.291852;0.997151;0.560927;
0.051800;-0.177277;1.193558;-1.016281;0.859767;-0.565357;-0.294411;0.997151;0.561004;
0.051810;-0.181398;1.195186;-1.013788;0.860318;-0.563351;-0.296966;0.997150;0.561081;
0.051820;-0.185517;1.196801;-1.011284;0.860859;-0.561340;-0.299519;0.997149;0.561157;
0.051830;-0.189635;1.198405;-1.008770;0.861391;-0.559322;-0.302069;0.997149;0.561233;
0.051840;-0.193752;1.199998;-1.006246;0.861915;-0.557298;-0.304616;0.997148;0.561309;
0.051850;-0.197867;1.201578;-1.003711;0.862429;-0.555269;-0.307161;0.997148;0.561385;
0.051860;-0.201980;1.203147;-1.001167;0.862935;-0.553233;-0.309702;0.997147;0.561461;
0.051870;-0.206092;1.204704;-0.998612;0.863431;-0.551191;-0.312240;0.997147;0.561536;
0.051880;-0.210203;1.206250;-0.996047;0.863919;-0.549144;-0.314775;0.997146;0.561611;
0.051890;-0.214311;1.207783;-0.993472;0.864398;-0.547090;-0.317307;0.997146;0.561686;
0.051900;-0.218418;1.209305;-0.990887;0.864867;-0.545031;-0.319836;0.997145;0.561760;
0.051910;-0.222523;1.210815;-0.988292;0.865328;-0.542966;-0.322362;0.997144;0.561834;
0.051920;-0.226626;1.212313;-0.985687;0.865780;-0.540895;-0.324885;0.997144;0.561908;
0.051930;-0.230727;1.213799;-0.983072;0.866222;-0.538818;-0.327405;0.997143;0.561981;
0.051940;-0.234827;1.215274;-0.980447;0.866656;-0.536735;-0.329921;0.997143;0.562055;
0.051950;-0.238924;1.216736;-0.977812;0.867081;-0.534646;-0.332434;0.997142;0.562128;
0.051960;-0.243020;1.218187;-0.975167;0.867496;-0.532552;-0.334944;0.997142;0.562200;
0.051970;-0.247113;1.219625;-0.972512;0.867903;-0.530452;-0.337451;0.997141;0.562272;
0.051980;-0.251205;1.221052;-0.969847;0.868300;-0.528346;-0.339955;0.997141;0.562344;
0.051990;-0.255294;1.222467;-0.967173;0.868689;-0.526234;-0.342455;0.997140;0.562416;
0.052000;-0.259381;1.223869;-0.964488;0.869069;-0.524117;-0.344951;0.997139;0.562487;
0.052010;-0.263466;1.225260;-0.961794;0.869439;-0.521994;-0.347445;0.997139;0.562558;
0.052020;-0.267548;1.226639;-0.959090;0.869801;-0.519866;-0.349935;0.997138;0.562629;
0.052030;-0.271629;1.228005;-0.956377;0.870153;-0.517732;-0.352422;0.997138;0.562699;
0.052040;-0.275707;1.229360;-0.953653;0.870497;-0.515592;-0.354905;0.997137;0.562769;
0.052050;-0.279782;1.230703;-0.950920;0.870831;-0.513447;-0.357384;0.997137;0.562839;
0.052060;-0.283855;1.232033;-0.948178;0.871156;-0.511296;-0.359861;0.997136;0.562908;
0.052070;-0.287926;1.233351;-0.945425;0.871473;-0.509139;-0.362333;0.997135;0.562977;
0.052080;-0.291994;1.234658;-0.942664;0.871780;-0.506978;-0.364803;0.997135;0.563045;
0.052090;-0.296060;1.235952;-0.939892;0.872078;-0.504810;-0.367268;0.997134;0.563113;
0.052100;-0.300123;1.237234;-0.937111;0.872368;-0.502637;-0.369730;0.997134;0.563181;
0.052110;-0.304183;1.238504;-0.934321;0.872648;-0.500459;-0.372189;0.997133;0.563248;
0.052120;-0.308241;1.239761;-0.931521;0.872919;-0.498276;-0.374643;0.997133;0.563315;
0.052130;-0.312296;1.241007;-0.928711;0.873181;-0.496087;-0.377094;0.997132;0.563382;
0.052140;-0.316348;1.242240;-0.925892;0.873434;-0.493892;-0.379542;0.997132;0.563448;
0.052150;-0.320397;1.243461;-0.923064;0.873678;-0.491692;-0.381985;0.997131;0.563514;
0.052160;-0.324444;1.244670;-0.920226;0.873913;-0.489487;-0.384425;0.997130;0.563579;
0.052170;-0.328488;1.245867;-0.917379;0.874139;-0.487277;-0.386861;0.997130;0.563644;
0.052180;-0.332528;1.247051;-0.914523;0.874355;-0.485062;-0.389294;0.997129;0.563709;
0.052190;-0.336566;1.248223;-0.911657;0.874563;-0.482841;-0.391722;0.997129;0.563773;
0.052200;-0.340601;1.249383;-0.908782;0.874762;-0.480615;-0.394147;0.997128;0.563837;
0.052210;-0.344633;1.250531;-0.905898;0.874951;-0.478383;-0.396568;0.997128;0.563900;
0.052220;-0.348661;1.251666;-0.903005;0.875132;-0.476147;-0.398985;0.997127;0.563963;
0.052230;-0.352686;1.252789;-0.900102;0.875303;-0.473905;-0.401398;0.997126;0.564025;
0.052240;-0.356709;1.253899;-0.897191;0.875466;-0.471659;-0.403807;0.997126;0.564088;
0.052250;-0.360728;1.254998;-0.894270;0.875619;-0.469407;-0.406212;0.997125;0.564149;
0.052260;-0.364743;1.256083;-0.891340;0.875763;-0.467150;-0.408613;0.997125;0.564210;
0.052270;-0.368756;1.257157;-0.888401;0.875898;-0.464888;-0.411010;0.997124;0.564271;
0.052280;-0.372765;1.258218;-0.885453;0.876024;-0.462621;-0.413403;0.997124;0.564331;
0.052290;-0.376770;1.259267;-0.882496;0.876141;-0.460349;-0.415792;0.997123;0.564391;
0.052300;-0.380773;1.260303;-0.879530;0.876249;-0.458072;-0.418177;0.997122;0.564450;
0.052310;-0.384771;1.261327;-0.876555;0.876348;-0.455790;-0.420558;0.997122;0.564509;
0.052320;-0.388767;1.262338;-0.873572;0.876438;-0.453503;-0.422935;0.997121;0.564568;
0.052330;-0.392758;1.263337;-0.870579;0.876519;-0.451211;-0.425308;0.997121;0.564626;
0.052340;-0.396746;1.264324;-0.867577;0.876591;-0.448915;-0.427676;0.997120;0.564683;
0.052350;-0.400731;1.265298;-0.864567;0.876653;-0.446613;-0.430040;0.997120;0.564740;
0.052360;-0.404711;1.266259;-0.861548;0.876707;-0.444307;-0.432400;0.997119;0.564797;
0.052370;-0.408688;1.267208;-0.858520;0.876751;-0.441996;-0.434756;0.997119;0.564853;
0.052380;-0.412661;1.268145;-0.855483;0.876787;-0.439680;-0.437107;0.997118;0.564908;
0.052390;-0.416631;1.269069;-0.852438;0.876813;-0.437359;-0.439454;0.997117;0.564963;
0.052400;-0.420596;1.269980;-0.849384;0.876830;-0.435033;-0.441797;0.997117;0.565018;
0.052410;-0.424558;1.270879;-0.846321;0.876839;-0.432703;-0.444136;0.997116;0.565072;
0.052420;-0.428516;1.271765;-0.843250;0.876838;-0.430368;-0.446470;0.997116;0.565126;
0.052430;-0.432469;1.272639;-0.840170;0.876828;-0.428028;-0.448799;0.997115;0.565179;
0.052440;-0.436419;1.273500;-0.837081;0.876809;-0.425684;-0.451125;0.997115;0.565231;
0.052450;-0.440364;1.274349;-0.833985;0.876781;-0.423335;-0.453445;0.997114;0.565283;
0.052460;-0.444306;1.275185;-0.830879;0.876744;-0.420982;-0.455762;0.997113;0.565335;
0.052470;-0.448243;1.276008;-0.827765;0.876698;-0.418624;-0.458074;0.997113;0.565386;
0.052480;-0.452176;1.276819;-0.824643;0.876642;-0.416261;-0.460381;0.997112;0.565436;
0.052490;-0.456105;1.277617;-0.821512;0.876578;-0.413894;-0.462684;0.997112;0.565486;
0.052500;-0.460030;1.278403;-0.818373;0.876505;-0.411522;-0.464982;0.997111;0.565536;
0.052510;-0.463950;1.279176;-0.815225;0.876422;-0.409146;-0.467276;0.997111;0.565585;
0.052520;-0.467866;1.279936;-0.812070;0.876331;-0.406766;-0.469565;0.997110;0.565633;
0.052530;-0.471778;1.280683;-0.808906;0.876231;-0.404381;-0.471850;0.997109;0.565681;
0.052540;-0.475685;1.281418;-0.805733;0.876121;-0.401991;-0.474130;0.997109;0.565728;
0.052550;-0.479588;1.282141;-0.802553;0.876003;-0.399598;-0.476405;0.997108;0.565775;
0.052560;-0.483486;1.282850;-0.799364;0.875875;-0.397199;-0.478676;0.997108;0.565821;
0.052570;-0.487379;1.283547;-0.796167;0.875738;-0.394797;-0.480941;0.997107;0.565867;
0.052580;-0.491268;1.284231;-0.792963;0.875593;-0.392390;-0.483203;0.997107;0.565912;
0.052590;-0.495153;1.284902;-0.789750;0.875438;-0.389979;-0.485459;0.997106;0.565956;
0.052600;-0.499032;1.285561;-0.786528;0.875274;-0.387564;-0.487711;0.997106;0.566000;
0.052610;-0.502907;1.286207;-0.783299;0.875102;-0.385144;-0.489957;0.997105;0.566044;
0.052620;-0.506778;1.286840;-0.780062;0.874920;-0.382721;-0.492199;0.997104;0.566087;
0.052630;-0.510643;1.287460;-0.776817;0.874729;-0.380293;-0.494436;0.997104;0.566129;
0.052640;-0.514504;1.288068;-0.773564;0.874529;-0.377861;-0.496669;0.997103;0.566171;
0.052650;-0.518359;1.288663;-0.770303;0.874321;-0.375424;-0.498896;0.997103;0.566212;
0.052660;-0.522210;1.289245;-0.767035;0.874103;-0.372984;-0.501119;0.997102;0.566252;
0.052670;-0.526056;1.289814;-0.763758;0.873876;-0.370540;-0.503336;0.997102;0.566292;
0.052680;-0.529897;1.290370;-0.760474;0.873640;-0.368091;-0.505549;0.997101;0.566331;
0.052690;-0.533732;1.290914;-0.757182;0.873395;-0.365639;-0.507757;0.997100;0.566370;
