time;EmtFlt_circuit_iSrcA;EmtFlt_circuit_iSrcB;EmtFlt_circuit_iSrcC;EmtFlt_circuit_iFaultA;EmtFlt_circuit_vBusA;EmtFlt_circuit_vBusB;EmtFlt_circuit_vBusC;
0.104020;6.584119;0.415278;-0.696356;6.518930;0.130379;0.830553;-1.392709;
0.104030;6.582937;0.417357;-0.695628;6.517759;0.130355;0.834712;-1.391254;
0.104040;6.581671;0.419432;-0.694894;6.516506;0.130330;0.838863;-1.389785;
0.104050;6.580321;0.421503;-0.694153;6.515169;0.130303;0.843004;-1.388302;
0.104060;6.578888;0.423570;-0.693405;6.513751;0.130275;0.847138;-1.386807;
0.104070;6.577372;0.425632;-0.692650;6.512249;0.130245;0.851262;-1.385297;
0.104080;6.575772;0.427690;-0.691889;6.510666;0.130213;0.855378;-1.383775;
0.104090;6.574089;0.429744;-0.691121;6.508999;0.130180;0.859486;-1.382239;
0.104100;6.572323;0.431793;-0.690346;6.507251;0.130145;0.863584;-1.380689;
0.104110;6.570474;0.433838;-0.689565;6.505419;0.130108;0.867674;-1.379127;
0.104120;6.568541;0.435878;-0.688777;6.503506;0.130070;0.871755;-1.377551;
0.104130;6.566525;0.437914;-0.687982;6.501510;0.130030;0.875827;-1.375961;
0.104140;6.564426;0.439946;-0.687181;6.499432;0.129989;0.879890;-1.374358;
0.104150;6.562245;0.441973;-0.686373;6.497272;0.129945;0.883944;-1.372742;
0.104160;6.559980;0.443996;-0.685558;6.495029;0.129901;0.887989;-1.371113;
0.104170;6.557632;0.446014;-0.684737;6.492705;0.129854;0.892026;-1.369470;
0.104180;6.555201;0.448027;-0.683909;6.490298;0.129806;0.896053;-1.367814;
0.104190;6.552687;0.450036;-0.683074;6.487809;0.129756;0.900071;-1.366145;
0.104200;6.550091;0.452041;-0.682233;6.485239;0.129705;0.904080;-1.364463;
0.104210;6.547412;0.454041;-0.681385;6.482586;0.129652;0.908079;-1.362767;
0.104220;6.544650;0.456036;-0.680531;6.479852;0.129597;0.912070;-1.361059;
0.104230;6.541806;0.458026;-0.679670;6.477035;0.129541;0.916051;-1.359337;
0.104240;6.538878;0.460012;-0.678802;6.474137;0.129483;0.920023;-1.357602;
0.104250;6.535869;0.461994;-0.677928;6.471157;0.129423;0.923986;-1.355853;
0.104260;6.532777;0.463970;-0.677047;6.468096;0.129362;0.927939;-1.354092;
0.104270;6.529602;0.465942;-0.676160;6.464953;0.129299;0.931883;-1.352317;
0.104280;6.526345;0.467910;-0.675266;6.461728;0.129235;0.935817;-1.350530;
0.104290;6.523006;0.469872;-0.674366;6.458422;0.129168;0.939742;-1.348729;
0.104300;6.519584;0.471830;-0.673459;6.455034;0.129101;0.943657;-1.346915;
0.104310;6.516081;0.473783;-0.672546;6.451565;0.129031;0.947563;-1.345089;
0.104320;6.512495;0.475731;-0.671626;6.448015;0.128960;0.951459;-1.343249;
0.104330;6.508827;0.477674;-0.670699;6.444383;0.128888;0.955346;-1.341396;
0.104340;6.505077;0.479612;-0.669767;6.440670;0.128813;0.959223;-1.339530;
0.104350;6.501245;0.481546;-0.668827;6.436876;0.128738;0.963090;-1.337652;
0.104360;6.497331;0.483475;-0.667881;6.433001;0.128660;0.966947;-1.335760;
0.104370;6.493336;0.485398;-0.666929;6.429045;0.128581;0.970795;-1.333855;
0.104380;6.489258;0.487317;-0.665970;6.425008;0.128500;0.974633;-1.331938;
0.104390;6.485099;0.489231;-0.665005;6.420890;0.128418;0.978461;-1.330007;
0.104400;6.480859;0.491140;-0.664033;6.416692;0.128334;0.982279;-1.328064;
0.104410;6.476536;0.493044;-0.663055;6.412412;0.128248;0.986087;-1.326108;
0.104420;6.472132;0.494943;-0.662071;6.408052;0.128161;0.989885;-1.324139;
0.104430;6.467647;0.496837;-0.661080;6.403611;0.128072;0.993673;-1.322157;
0.104440;6.463081;0.498726;-0.660083;6.399090;0.127982;0.997451;-1.320162;
0.104450;6.458433;0.500610;-0.659079;6.394488;0.127890;1.001219;-1.318155;
0.104460;6.453704;0.502489;-0.658069;6.389806;0.127796;1.004976;-1.316135;
0.104470;6.448893;0.504363;-0.657052;6.385043;0.127701;1.008724;-1.314102;
0.104480;6.444002;0.506232;-0.656029;6.380200;0.127604;1.012461;-1.312056;
0.104490;6.439030;0.508095;-0.655000;6.375277;0.127506;1.016189;-1.309998;
0.104500;6.433976;0.509954;-0.653965;6.370273;0.127405;1.019905;-1.307927;
0.104510;6.428842;0.511807;-0.652923;6.365190;0.127304;1.023612;-1.305843;
0.104520;6.423627;0.513655;-0.651875;6.360027;0.127201;1.027308;-1.303747;
0.104530;6.418331;0.515498;-0.650820;6.354784;0.127096;1.030994;-1.301638;
0.104540;6.412955;0.517336;-0.649759;6.349460;0.126989;1.034670;-1.299516;
0.104550;6.407498;0.519168;-0.648692;6.344058;0.126881;1.038334;-1.297382;
0.104560;6.401961;0.520996;-0.647619;6.338575;0.126772;1.041989;-1.295236;
0.104570;6.396343;0.522817;-0.646539;6.333013;0.126660;1.045633;-1.293076;
0.104580;6.390645;0.524634;-0.645454;6.327371;0.126547;1.049266;-1.290905;
0.104590;6.384867;0.526446;-0.644361;6.321650;0.126433;1.052889;-1.288720;
0.104600;6.379008;0.528252;-0.643263;6.315850;0.126317;1.056501;-1.286524;
0.104610;6.373069;0.530052;-0.642158;6.309970;0.126199;1.060103;-1.284314;
0.104620;6.367051;0.531848;-0.641048;6.304011;0.126080;1.063693;-1.282093;
0.104630;6.360952;0.533638;-0.639931;6.297973;0.125959;1.067273;-1.279859;
0.104640;6.354774;0.535422;-0.638807;6.291855;0.125837;1.070843;-1.277612;
0.104650;6.348516;0.537202;-0.637678;6.285659;0.125713;1.074401;-1.275354;
0.104660;6.342178;0.538975;-0.636542;6.279384;0.125588;1.077949;-1.273082;
0.104670;6.335761;0.540744;-0.635401;6.273031;0.125461;1.081486;-1.270799;
0.104680;6.329264;0.542507;-0.634253;6.266598;0.125332;1.085011;-1.268503;
0.104690;6.322688;0.544264;-0.633099;6.260087;0.125202;1.088526;-1.266195;
0.104700;6.316032;0.546016;-0.631939;6.253497;0.125070;1.092030;-1.263875;
0.104710;6.309298;0.547763;-0.630772;6.246829;0.124937;1.095523;-1.261542;
0.104720;6.302484;0.549503;-0.629600;6.240083;0.124802;1.099005;-1.259198;
0.104730;6.295591;0.551239;-0.628422;6.233258;0.124665;1.102475;-1.256841;
0.104740;6.288619;0.552969;-0.627237;6.226355;0.124527;1.105935;-1.254472;
0.104750;6.281568;0.554693;-0.626046;6.219374;0.124387;1.109384;-1.252090;
0.104760;6.274439;0.556412;-0.624850;6.212315;0.124246;1.112821;-1.249697;
0.104770;6.267230;0.558125;-0.623647;6.205179;0.124104;1.116247;-1.247291;
0.104780;6.259944;0.559832;-0.622438;6.197964;0.123959;1.119662;-1.244874;
0.104790;6.252578;0.561534;-0.621223;6.190672;0.123813;1.123065;-1.242444;
0.104800;6.245135;0.563230;-0.620003;6.183302;0.123666;1.126457;-1.240003;
0.104810;6.237613;0.564920;-0.618776;6.175854;0.123517;1.129838;-1.237549;
0.104820;6.230013;0.566605;-0.617543;6.168329;0.123367;1.133208;-1.235084;
0.104830;6.222335;0.568284;-0.616304;6.160727;0.123215;1.136566;-1.232606;
0.104840;6.214578;0.569957;-0.615060;6.153048;0.123061;1.139912;-1.230117;
0.104850;6.206744;0.571625;-0.613809;6.145291;0.122906;1.143247;-1.227615;
0.104860;6.198832;0.573287;-0.612552;6.137458;0.122749;1.146571;-1.225102;
0.104870;6.190843;0.574943;-0.611290;6.129547;0.122591;1.149883;-1.222577;
0.104880;6.182776;0.576593;-0.610021;6.121560;0.122431;1.153183;-1.220040;
0.104890;6.174631;0.578237;-0.608747;6.113496;0.122270;1.156472;-1.217491;
0.104900;6.166409;0.579876;-0.607466;6.105355;0.122107;1.159749;-1.214931;
0.104910;6.158110;0.581509;-0.606180;6.097138;0.121943;1.163015;-1.212358;
0.104920;6.149733;0.583135;-0.604888;6.088845;0.121777;1.166269;-1.209774;
0.104930;6.141279;0.584757;-0.603590;6.080475;0.121609;1.169511;-1.207178;
0.104940;6.132749;0.586372;-0.602287;6.072029;0.121441;1.172741;-1.204571;
0.104950;6.124141;0.587981;-0.600977;6.063506;0.121270;1.175959;-1.201952;
0.104960;6.115457;0.589584;-0.599662;6.054908;0.121098;1.179166;-1.199321;
0.104970;6.106696;0.591182;-0.598341;6.046234;0.120925;1.182361;-1.196679;
0.104980;6.097859;0.592773;-0.597014;6.037484;0.120750;1.185544;-1.194025;
0.104990;6.088945;0.594358;-0.595681;6.028659;0.120573;1.188715;-1.191360;
0.105000;6.079955;0.595938;-0.594342;6.019758;0.120395;1.191874;-1.188683;
0.105010;6.070889;0.597511;-0.592998;6.010781;0.120216;1.195021;-1.185994;
0.105020;6.061747;0.599079;-0.591648;6.001729;0.120035;1.198156;-1.183294;
0.105030;6.052528;0.600640;-0.590293;5.992602;0.119852;1.201278;-1.180583;
0.105040;6.043234;0.602196;-0.588931;5.983400;0.119668;1.204389;-1.177860;
0.105050;6.033864;0.603745;-0.587564;5.974123;0.119482;1.207488;-1.175126;
0.105060;6.024418;0.605288;-0.586191;5.964771;0.119295;1.210574;-1.172380;
0.105070;6.014897;0.606826;-0.584813;5.955344;0.119107;1.213649;-1.169623;
0.105080;6.005301;0.608357;-0.583429;5.945842;0.118917;1.216711;-1.166855;
0.105090;5.995629;0.609882;-0.582039;5.936266;0.118725;1.219761;-1.164075;
0.105100;5.985882;0.611401;-0.580643;5.926616;0.118532;1.222799;-1.161284;
0.105110;5.976060;0.612913;-0.579242;5.916891;0.118338;1.225824;-1.158482;
0.105120;5.966163;0.614420;-0.577836;5.907092;0.118142;1.228837;-1.155669;
0.105130;5.956191;0.615920;-0.576423;5.897219;0.117944;1.231838;-1.152845;
0.105140;5.946145;0.617414;-0.575006;5.887272;0.117745;1.234826;-1.150009;
0.105150;5.936024;0.618902;-0.573582;5.877251;0.117545;1.237802;-1.147162;
0.105160;5.925828;0.620384;-0.572153;5.867157;0.117343;1.240765;-1.144304;
0.105170;5.915558;0.621859;-0.570719;5.856988;0.117140;1.243716;-1.141436;
0.105180;5.905214;0.623329;-0.569279;5.846747;0.116935;1.246655;-1.138556;
0.105190;5.894796;0.624792;-0.567833;5.836432;0.116729;1.249581;-1.135665;
0.105200;5.884304;0.626248;-0.566383;5.826044;0.116521;1.252494;-1.132763;
0.105210;5.873738;0.627699;-0.564926;5.815582;0.116312;1.255395;-1.129850;
0.105220;5.863099;0.629143;-0.563464;5.805048;0.116101;1.258283;-1.126926;
0.105230;5.852386;0.630581;-0.561997;5.794441;0.115889;1.261159;-1.123991;
0.105240;5.841599;0.632012;-0.560524;5.783761;0.115675;1.264022;-1.121046;
0.105250;5.830739;0.633437;-0.559046;5.773009;0.115460;1.266872;-1.118089;
0.105260;5.819806;0.634856;-0.557562;5.762184;0.115244;1.269710;-1.115122;
0.105270;5.808800;0.636268;-0.556073;5.751287;0.115026;1.272534;-1.112144;
0.105280;5.797721;0.637674;-0.554579;5.740317;0.114806;1.275346;-1.109155;
0.105290;5.786569;0.639074;-0.553079;5.729276;0.114586;1.278145;-1.106156;
0.105300;5.775344;0.640467;-0.551574;5.718163;0.114363;1.280932;-1.103146;
0.105310;5.764047;0.641854;-0.550063;5.706977;0.114140;1.283705;-1.100125;
0.105320;5.752678;0.643234;-0.548548;5.695720;0.113914;1.286466;-1.097093;
0.105330;5.741236;0.644608;-0.547027;5.684392;0.113688;1.289213;-1.094051;
0.105340;5.729722;0.645975;-0.545500;5.672992;0.113460;1.291948;-1.090998;
0.105350;5.718136;0.647336;-0.543969;5.661521;0.113230;1.294670;-1.087935;
0.105360;5.706478;0.648691;-0.542432;5.649979;0.113000;1.297378;-1.084861;
0.105370;5.694749;0.650038;-0.540890;5.638365;0.112767;1.300074;-1.081777;
0.105380;5.682948;0.651380;-0.539342;5.626681;0.112534;1.302757;-1.078682;
0.105390;5.671075;0.652714;-0.537790;5.614926;0.112299;1.305426;-1.075577;
0.105400;5.659131;0.654043;-0.536232;5.603100;0.112062;1.308083;-1.072462;
0.105410;5.647116;0.655364;-0.534669;5.591204;0.111824;1.310726;-1.069336;
0.105420;5.635030;0.656680;-0.533101;5.579238;0.111585;1.313356;-1.066200;
0.105430;5.622873;0.657988;-0.531528;5.567201;0.111344;1.315973;-1.063053;
0.105440;5.610646;0.659290;-0.529949;5.555095;0.111102;1.318577;-1.059896;
0.105450;5.598348;0.660585;-0.528366;5.542918;0.110858;1.321168;-1.056729;
0.105460;5.585979;0.661874;-0.526777;5.530672;0.110613;1.323745;-1.053552;
0.105470;5.573540;0.663156;-0.525183;5.518356;0.110367;1.326309;-1.050364;
0.105480;5.561030;0.664431;-0.523584;5.505971;0.110119;1.328860;-1.047167;
0.105490;5.548451;0.665700;-0.521981;5.493516;0.109870;1.331397;-1.043959;
0.105500;5.535802;0.666962;-0.520372;5.480992;0.109620;1.333921;-1.040741;
0.105510;5.523083;0.668217;-0.518758;5.468399;0.109368;1.336432;-1.037513;
0.105520;5.510295;0.669466;-0.517139;5.455737;0.109115;1.338929;-1.034275;
0.105530;5.497437;0.670708;-0.515515;5.443007;0.108860;1.341413;-1.031027;
0.105540;5.484509;0.671943;-0.513886;5.430207;0.108604;1.343884;-1.027770;
0.105550;5.471513;0.673172;-0.512252;5.417340;0.108347;1.346341;-1.024502;
0.105560;5.458448;0.674393;-0.510613;5.404403;0.108088;1.348784;-1.021224;
0.105570;5.445313;0.675608;-0.508969;5.391399;0.107828;1.351214;-1.017937;
0.105580;5.432110;0.676816;-0.507321;5.378327;0.107567;1.353630;-1.014639;
0.105590;5.418839;0.678018;-0.505667;5.365187;0.107304;1.356033;-1.011332;
0.105600;5.405499;0.679212;-0.504008;5.351979;0.107040;1.358422;-1.008015;
0.105610;5.392091;0.680400;-0.502345;5.338704;0.106774;1.360798;-1.004688;
0.105620;5.378614;0.681581;-0.500677;5.325361;0.106507;1.363160;-1.001352;
0.105630;5.365070;0.682755;-0.499004;5.311951;0.106239;1.365508;-0.998006;
0.105640;5.351458;0.683923;-0.497326;5.298473;0.105969;1.367843;-0.994650;
0.105650;5.337779;0.685083;-0.495643;5.284929;0.105699;1.370163;-0.991285;
0.105660;5.324031;0.686237;-0.493956;5.271318;0.105426;1.372471;-0.987910;
0.105670;5.310217;0.687383;-0.492264;5.257641;0.105153;1.374764;-0.984525;
0.105680;5.296335;0.688523;-0.490567;5.243896;0.104878;1.377043;-0.981131;
0.105690;5.282387;0.689656;-0.488865;5.230086;0.104602;1.379309;-0.977728;
0.105700;5.268371;0.690782;-0.487158;5.216209;0.104324;1.381561;-0.974315;
0.105710;5.254289;0.691901;-0.485447;5.202267;0.104045;1.383799;-0.970893;
0.105720;5.240141;0.693013;-0.483731;5.188258;0.103765;1.386024;-0.967461;
0.105730;5.225926;0.694118;-0.482011;5.174184;0.103484;1.388234;-0.964020;
0.105740;5.211644;0.695217;-0.480286;5.160044;0.103201;1.390431;-0.960570;
0.105750;5.197297;0.696308;-0.478556;5.145839;0.102917;1.392613;-0.957110;
0.105760;5.182884;0.697392;-0.476822;5.131568;0.102631;1.394782;-0.953641;
0.105770;5.168405;0.698470;-0.475083;5.117233;0.102345;1.396936;-0.950163;
0.105780;5.153860;0.699540;-0.473339;5.102832;0.102057;1.399077;-0.946676;
0.105790;5.139251;0.700603;-0.471591;5.088367;0.101767;1.401204;-0.943180;
0.105800;5.124575;0.701659;-0.469838;5.073837;0.101477;1.403316;-0.939674;
0.105810;5.109835;0.702709;-0.468081;5.059243;0.101185;1.405415;-0.936160;
0.105820;5.095030;0.703751;-0.466319;5.044584;0.100892;1.407499;-0.932636;
0.105830;5.080160;0.704786;-0.464553;5.029862;0.100597;1.409569;-0.929104;
0.105840;5.065226;0.705814;-0.462782;5.015075;0.100302;1.411626;-0.925562;
0.105850;5.050227;0.706835;-0.461007;5.000225;0.100005;1.413668;-0.922012;
0.105860;5.035164;0.707849;-0.459227;4.985311;0.099706;1.415696;-0.918452;
0.105870;5.020037;0.708856;-0.457443;4.970334;0.099407;1.417710;-0.914884;
0.105880;5.004846;0.709856;-0.455655;4.955293;0.099106;1.419709;-0.911307;
0.105890;4.989592;0.710849;-0.453862;4.940190;0.098804;1.421694;-0.907721;
0.105900;4.974274;0.711834;-0.452064;4.925023;0.098500;1.423666;-0.904127;
0.105910;4.958892;0.712813;-0.450263;4.909794;0.098196;1.425622;-0.900524;
0.105920;4.943447;0.713784;-0.448457;4.894502;0.097890;1.427565;-0.896912;
0.105930;4.927939;0.714748;-0.446646;4.879148;0.097583;1.429493;-0.893291;
0.105940;4.912368;0.715705;-0.444832;4.863731;0.097275;1.431407;-0.889662;
0.105950;4.896735;0.716655;-0.443013;4.848253;0.096965;1.433307;-0.886024;
0.105960;4.881039;0.717598;-0.441190;4.832712;0.096654;1.435192;-0.882377;
0.105970;4.865281;0.718533;-0.439362;4.817110;0.096342;1.437063;-0.878723;
0.105980;4.849460;0.719461;-0.437531;4.801446;0.096029;1.438920;-0.875059;
0.105990;4.833578;0.720382;-0.435695;4.785721;0.095714;1.440762;-0.871387;
0.106000;4.817634;0.721296;-0.433855;4.769934;0.095399;1.442590;-0.867707;
0.106010;4.801628;0.722203;-0.432010;4.754087;0.095082;1.444403;-0.864019;
0.106020;4.785560;0.723102;-0.430162;4.738179;0.094764;1.446202;-0.860322;
0.106030;4.769432;0.723995;-0.428309;4.722210;0.094444;1.447986;-0.856617;
0.106040;4.753242;0.724880;-0.426452;4.706180;0.094124;1.449756;-0.852903;
0.106050;4.736991;0.725757;-0.424592;4.690091;0.093802;1.451512;-0.849182;
0.106060;4.720680;0.726628;-0.422727;4.673941;0.093479;1.453252;-0.845452;
0.106070;4.704308;0.727491;-0.420858;4.657731;0.093155;1.454979;-0.841714;
0.106080;4.687876;0.728347;-0.418985;4.641461;0.092829;1.456691;-0.837968;
0.106090;4.671383;0.729195;-0.417108;4.625132;0.092503;1.458388;-0.834214;
0.106100;4.654831;0.730037;-0.415227;4.608743;0.092175;1.460070;-0.830451;
0.106110;4.638218;0.730871;-0.413341;4.592295;0.091846;1.461738;-0.826681;
0.106120;4.621546;0.731697;-0.411452;4.575788;0.091516;1.463392;-0.822903;
0.106130;4.604814;0.732517;-0.409559;4.559222;0.091184;1.465030;-0.819117;
0.106140;4.588024;0.733329;-0.407662;4.542598;0.090852;1.466655;-0.815323;
0.106150;4.571174;0.734133;-0.405761;4.525915;0.090518;1.468264;-0.811521;
0.106160;4.554265;0.734931;-0.403857;4.509173;0.090183;1.469859;-0.807712;
0.106170;4.537297;0.735721;-0.401948;4.492374;0.089847;1.471439;-0.803894;
0.106180;4.520271;0.736503;-0.400035;4.475516;0.089510;1.473004;-0.800069;
0.106190;4.503187;0.737279;-0.398119;4.458601;0.089172;1.474555;-0.796236;
0.106200;4.486044;0.738047;-0.396199;4.441628;0.088833;1.476090;-0.792396;
0.106210;4.468843;0.738807;-0.394275;4.424597;0.088492;1.477611;-0.788547;
0.106220;4.451585;0.739560;-0.392347;4.407510;0.088150;1.479118;-0.784692;
0.106230;4.434269;0.740306;-0.390415;4.390365;0.087807;1.480609;-0.780828;
0.106240;4.416896;0.741044;-0.388480;4.373164;0.087463;1.482086;-0.776958;
0.106250;4.399465;0.741775;-0.386540;4.355906;0.087118;1.483548;-0.773079;
0.106260;4.381977;0.742499;-0.384598;4.338591;0.086772;1.484995;-0.769194;
0.106270;4.364433;0.743215;-0.382651;4.321220;0.086424;1.486427;-0.765301;
0.106280;4.346831;0.743924;-0.380701;4.303794;0.086076;1.487844;-0.761400;
0.106290;4.329174;0.744625;-0.378747;4.286311;0.085726;1.489247;-0.757492;
0.106300;4.311460;0.745319;-0.376789;4.268772;0.085375;1.490634;-0.753577;
0.106310;4.293690;0.746005;-0.374828;4.251178;0.085024;1.492007;-0.749655;
0.106320;4.275864;0.746684;-0.372863;4.233529;0.084671;1.493365;-0.745725;
0.106330;4.257983;0.747355;-0.370895;4.215824;0.084316;1.494707;-0.741789;
0.106340;4.240046;0.748019;-0.368923;4.198065;0.083961;1.496035;-0.737845;
0.106350;4.222053;0.748676;-0.366948;4.180251;0.083605;1.497348;-0.733894;
0.106360;4.204006;0.749325;-0.364969;4.162382;0.083248;1.498646;-0.729936;
0.106370;4.185904;0.749966;-0.362986;4.144459;0.082889;1.499929;-0.725971;
0.106380;4.167747;0.750600;-0.361000;4.126482;0.082530;1.501197;-0.721999;
0.106390;4.149535;0.751226;-0.359011;4.108451;0.082169;1.502450;-0.718020;
0.106400;4.131270;0.751845;-0.357018;4.090366;0.081807;1.503688;-0.714034;
0.106410;4.112950;0.752457;-0.355022;4.072228;0.081445;1.504911;-0.710042;
0.106420;4.094576;0.753061;-0.353022;4.054036;0.081081;1.506119;-0.706042;
0.106430;4.076149;0.753657;-0.351019;4.035791;0.080716;1.507312;-0.702036;
0.106440;4.057668;0.754246;-0.349012;4.017493;0.080350;1.508489;-0.698023;
0.106450;4.039133;0.754827;-0.347002;3.999142;0.079983;1.509652;-0.694003;
0.106460;4.020546;0.755401;-0.344989;3.980739;0.079615;1.510800;-0.689977;
0.106470;4.001906;0.755968;-0.342973;3.962283;0.079246;1.511932;-0.685944;
0.106480;3.983213;0.756526;-0.340953;3.943775;0.078876;1.513049;-0.681904;
0.106490;3.964467;0.757077;-0.338930;3.925215;0.078504;1.514152;-0.677858;
0.106500;3.945670;0.757621;-0.336903;3.906604;0.078132;1.515239;-0.673806;
0.106510;3.926820;0.758157;-0.334874;3.887940;0.077759;1.516311;-0.669747;
0.106520;3.907918;0.758685;-0.332841;3.869226;0.077385;1.517368;-0.665681;
0.106530;3.888965;0.759206;-0.330805;3.850460;0.077009;1.518409;-0.661609;
0.106540;3.869960;0.759719;-0.328766;3.831643;0.076633;1.519436;-0.657531;
0.106550;3.850904;0.760225;-0.326724;3.812776;0.076256;1.520447;-0.653446;
0.106560;3.831797;0.760723;-0.324678;3.793858;0.075877;1.521443;-0.649356;
0.106570;3.812639;0.761214;-0.322630;3.774890;0.075498;1.522424;-0.645259;
0.106580;3.793430;0.761696;-0.320578;3.755871;0.075117;1.523390;-0.641155;
0.106590;3.774171;0.762172;-0.318524;3.736803;0.074736;1.524340;-0.637046;
0.106600;3.754861;0.762639;-0.316466;3.717685;0.074354;1.525276;-0.632931;
0.106610;3.735502;0.763099;-0.314405;3.698517;0.073970;1.526196;-0.628809;
0.106620;3.716093;0.763552;-0.312341;3.679300;0.073586;1.527100;-0.624681;
0.106630;3.696634;0.763997;-0.310275;3.660034;0.073201;1.527990;-0.620548;
0.106640;3.677126;0.764434;-0.308205;3.640719;0.072814;1.528864;-0.616408;
0.106650;3.657569;0.764863;-0.306132;3.621355;0.072427;1.529723;-0.612263;
0.106660;3.637962;0.765285;-0.304057;3.601943;0.072039;1.530567;-0.608112;
0.106670;3.618307;0.765699;-0.301978;3.582482;0.071650;1.531395;-0.603955;
0.106680;3.598604;0.766106;-0.299897;3.562974;0.071259;1.532209;-0.599792;
0.106690;3.578852;0.766505;-0.297812;3.543417;0.070868;1.533006;-0.595623;
0.106700;3.559052;0.766896;-0.295725;3.523813;0.070476;1.533789;-0.591449;
0.106710;3.539204;0.767280;-0.293635;3.504162;0.070083;1.534556;-0.587269;
0.106720;3.519308;0.767656;-0.291542;3.484463;0.069689;1.535308;-0.583084;
0.106730;3.499365;0.768024;-0.289447;3.464718;0.069294;1.536044;-0.578893;
0.106740;3.479374;0.768384;-0.287349;3.444925;0.068899;1.536766;-0.574696;
0.106750;3.459337;0.768737;-0.285247;3.425086;0.068502;1.537472;-0.570494;
0.106760;3.439252;0.769083;-0.283144;3.405200;0.068104;1.538162;-0.566286;
0.106770;3.419121;0.769420;-0.281037;3.385269;0.067705;1.538837;-0.562073;
0.106780;3.398944;0.769750;-0.278928;3.365291;0.067306;1.539497;-0.557855;
0.106790;3.378721;0.770072;-0.276816;3.345268;0.066905;1.540141;-0.553631;
0.106800;3.358451;0.770387;-0.274702;3.325199;0.066504;1.540770;-0.549402;
0.106810;3.338136;0.770694;-0.272585;3.305085;0.066102;1.541384;-0.545168;
0.106820;3.317775;0.770993;-0.270465;3.284926;0.065699;1.541982;-0.540929;
0.106830;3.297369;0.771284;-0.268343;3.264722;0.065294;1.542565;-0.536684;
0.106840;3.276918;0.771568;-0.266218;3.244473;0.064889;1.543133;-0.532434;
0.106850;3.256422;0.771844;-0.264090;3.224180;0.064484;1.543685;-0.528180;
0.106860;3.235881;0.772112;-0.261960;3.203842;0.064077;1.544221;-0.523920;
0.106870;3.215296;0.772373;-0.259828;3.183461;0.063669;1.544742;-0.519655;
0.106880;3.194666;0.772626;-0.257693;3.163036;0.063261;1.545248;-0.515385;
0.106890;3.173993;0.772871;-0.255556;3.142567;0.062851;1.545739;-0.511110;
0.106900;3.153276;0.773108;-0.253416;3.122055;0.062441;1.546213;-0.506831;
0.106910;3.132515;0.773338;-0.251274;3.101500;0.062030;1.546673;-0.502547;
0.106920;3.111711;0.773560;-0.249129;3.080902;0.061618;1.547117;-0.498257;
0.106930;3.090864;0.773774;-0.246982;3.060261;0.061205;1.547546;-0.493964;
0.106940;3.069974;0.773981;-0.244833;3.039578;0.060792;1.547959;-0.489665;
0.106950;3.049041;0.774180;-0.242681;3.018853;0.060377;1.548356;-0.485362;
0.106960;3.028066;0.774371;-0.240527;2.998085;0.059962;1.548739;-0.481054;
0.106970;3.007049;0.774554;-0.238371;2.977276;0.059546;1.549105;-0.476741;
0.106980;2.985989;0.774730;-0.236213;2.956425;0.059129;1.549457;-0.472424;
0.106990;2.964888;0.774898;-0.234052;2.935533;0.058711;1.549793;-0.468103;
0.107000;2.943745;0.775058;-0.231889;2.914599;0.058292;1.550113;-0.463777;
0.107010;2.922562;0.775211;-0.229724;2.893625;0.057873;1.550418;-0.459447;
0.107020;2.901336;0.775355;-0.227556;2.872610;0.057452;1.550707;-0.455112;
0.107030;2.880071;0.775492;-0.225387;2.851555;0.057031;1.550981;-0.450773;
0.107040;2.858764;0.775621;-0.223215;2.830459;0.056609;1.551240;-0.446430;
0.107050;2.837417;0.775743;-0.221042;2.809324;0.056186;1.551483;-0.442082;
0.107060;2.816030;0.775857;-0.218866;2.788148;0.055763;1.551710;-0.437731;
0.107070;2.794603;0.775963;-0.216688;2.766934;0.055339;1.551922;-0.433375;
0.107080;2.773136;0.776061;-0.214508;2.745679;0.054914;1.552119;-0.429015;
0.107090;2.751630;0.776151;-0.212326;2.724386;0.054488;1.552300;-0.424651;
0.107100;2.730084;0.776234;-0.210142;2.703054;0.054061;1.552465;-0.420283;
0.107110;2.708500;0.776309;-0.207956;2.681683;0.053634;1.552615;-0.415911;
0.107120;2.686876;0.776377;-0.205768;2.660273;0.053205;1.552750;-0.411535;
0.107130;2.665214;0.776436;-0.203578;2.638826;0.052777;1.552869;-0.407155;
0.107140;2.643514;0.776488;-0.201386;2.617340;0.052347;1.552973;-0.402771;
0.107150;2.621775;0.776532;-0.199192;2.595817;0.051916;1.553061;-0.398384;
0.107160;2.599999;0.776568;-0.196997;2.574257;0.051485;1.553133;-0.393993;
0.107170;2.578185;0.776597;-0.194799;2.552659;0.051053;1.553190;-0.389598;
0.107180;2.556334;0.776618;-0.192600;2.531024;0.050620;1.553232;-0.385199;
0.107190;2.534445;0.776631;-0.190399;2.509352;0.050187;1.553258;-0.380797;
0.107200;2.512520;0.776636;-0.188196;2.487643;0.049753;1.553269;-0.376391;
0.107210;2.490557;0.776633;-0.185991;2.465898;0.049318;1.553264;-0.371982;
0.107220;2.468559;0.776623;-0.183785;2.444118;0.048882;1.553243;-0.367569;
0.107230;2.446524;0.776605;-0.181577;2.422301;0.048446;1.553207;-0.363152;
