time;EmtFlt_circuit_iSrcA;EmtFlt_circuit_iSrcB;EmtFlt_circuit_iSrcC;EmtFlt_circuit_iFaultA;EmtFlt_circuit_vBusA;EmtFlt_circuit_vBusB;EmtFlt_circuit_vBusC;
0.039070;0.645641;-0.530072;-0.115568;0.000001;1.291278;-1.060142;-0.231136;
0.039080;0.646389;-0.528689;-0.117700;0.000001;1.292776;-1.057376;-0.235400;
0.039090;0.647131;-0.527300;-0.119831;0.000001;1.294260;-1.054599;-0.239661;
0.039100;0.647867;-0.525907;-0.121961;0.000001;1.295732;-1.051811;-0.243921;
0.039110;0.648597;-0.524508;-0.124089;0.000001;1.297191;-1.049014;-0.248177;
0.039120;0.649320;-0.523104;-0.126216;0.000001;1.298637;-1.046205;-0.252432;
0.039130;0.650036;-0.521695;-0.128342;0.000001;1.300070;-1.043387;-0.256683;
0.039140;0.650747;-0.520280;-0.130467;0.000001;1.301491;-1.040558;-0.260933;
0.039150;0.651451;-0.518861;-0.132590;0.000001;1.302899;-1.037719;-0.265179;
0.039160;0.652148;-0.517436;-0.134712;0.000001;1.304293;-1.034870;-0.269424;
0.039170;0.652839;-0.516006;-0.136833;0.000001;1.305675;-1.032010;-0.273665;
0.039180;0.653523;-0.514571;-0.138952;0.000001;1.307044;-1.029141;-0.277904;
0.039190;0.654202;-0.513131;-0.141070;0.000001;1.308400;-1.026261;-0.282140;
0.039200;0.654873;-0.511686;-0.143187;0.000001;1.309744;-1.023371;-0.286373;
0.039210;0.655538;-0.510236;-0.145302;0.000001;1.311074;-1.020471;-0.290603;
0.039220;0.656197;-0.508781;-0.147416;0.000001;1.312391;-1.017561;-0.294831;
0.039230;0.656849;-0.507321;-0.149528;0.000001;1.313696;-1.014640;-0.299055;
0.039240;0.657495;-0.505856;-0.151639;0.000001;1.314987;-1.011710;-0.303277;
0.039250;0.658134;-0.504386;-0.153748;0.000001;1.316266;-1.008770;-0.307496;
0.039260;0.658767;-0.502911;-0.155856;0.000001;1.317531;-1.005820;-0.311711;
0.039270;0.659393;-0.501431;-0.157962;0.000001;1.318784;-1.002860;-0.315924;
0.039280;0.660013;-0.499946;-0.160067;0.000001;1.320023;-0.999890;-0.320133;
0.039290;0.660626;-0.498456;-0.162170;0.000001;1.321249;-0.996910;-0.324340;
0.039300;0.661233;-0.496961;-0.164272;0.000001;1.322463;-0.993920;-0.328543;
0.039310;0.661833;-0.495461;-0.166372;0.000001;1.323663;-0.990921;-0.332743;
0.039320;0.662427;-0.493957;-0.168470;0.000001;1.324850;-0.987911;-0.336939;
0.039330;0.663014;-0.492447;-0.170566;0.000001;1.326025;-0.984892;-0.341132;
0.039340;0.663594;-0.490933;-0.172661;0.000001;1.327186;-0.981864;-0.345322;
0.039350;0.664168;-0.489414;-0.174755;0.000001;1.328334;-0.978825;-0.349509;
0.039360;0.664736;-0.487890;-0.176846;0.000001;1.329469;-0.975777;-0.353692;
0.039370;0.665297;-0.486361;-0.178936;0.000001;1.330590;-0.972719;-0.357871;
0.039380;0.665851;-0.484827;-0.181024;0.000001;1.331699;-0.969652;-0.362047;
0.039390;0.666399;-0.483289;-0.183110;0.000001;1.332795;-0.966575;-0.366219;
0.039400;0.666940;-0.481745;-0.185194;0.000001;1.333877;-0.963489;-0.370388;
0.039410;0.667474;-0.480197;-0.187277;0.000001;1.334946;-0.960393;-0.374553;
0.039420;0.668002;-0.478645;-0.189358;0.000001;1.336002;-0.957287;-0.378715;
0.039430;0.668524;-0.477087;-0.191437;0.000001;1.337045;-0.954173;-0.382872;
0.039440;0.669039;-0.475525;-0.193514;0.000001;1.338075;-0.951048;-0.387026;
0.039450;0.669547;-0.473958;-0.195589;0.000001;1.339091;-0.947915;-0.391176;
0.039460;0.670048;-0.472387;-0.197662;0.000001;1.340094;-0.944772;-0.395323;
0.039470;0.670543;-0.470811;-0.199733;0.000001;1.341084;-0.941619;-0.399465;
0.039480;0.671032;-0.469230;-0.201802;0.000001;1.342061;-0.938458;-0.403603;
0.039490;0.671514;-0.467644;-0.203869;0.000001;1.343024;-0.935287;-0.407738;
0.039500;0.671989;-0.466054;-0.205935;0.000001;1.343975;-0.932106;-0.411868;
0.039510;0.672457;-0.464459;-0.207998;0.000001;1.344912;-0.928917;-0.415995;
0.039520;0.672919;-0.462860;-0.210059;0.000001;1.345835;-0.925719;-0.420117;
0.039530;0.673374;-0.461256;-0.212118;0.000001;1.346746;-0.922511;-0.424235;
0.039540;0.673823;-0.459648;-0.214175;0.000001;1.347643;-0.919294;-0.428349;
0.039550;0.674265;-0.458035;-0.216230;0.000001;1.348527;-0.916068;-0.432458;
0.039560;0.674700;-0.456418;-0.218282;0.000001;1.349397;-0.912834;-0.436564;
0.039570;0.675129;-0.454796;-0.220333;0.000001;1.350254;-0.909590;-0.440665;
0.039580;0.675550;-0.453169;-0.222381;0.000001;1.351098;-0.906337;-0.444761;
0.039590;0.675966;-0.451538;-0.224427;0.000001;1.351929;-0.903075;-0.448854;
0.039600;0.676374;-0.449903;-0.226471;0.000001;1.352746;-0.899804;-0.452942;
0.039610;0.676776;-0.448263;-0.228513;0.000001;1.353550;-0.896525;-0.457025;
0.039620;0.677172;-0.446619;-0.230552;0.000001;1.354340;-0.893236;-0.461104;
0.039630;0.677560;-0.444970;-0.232590;0.000001;1.355117;-0.889939;-0.465178;
0.039640;0.677942;-0.443317;-0.234625;0.000001;1.355881;-0.886633;-0.469248;
0.039650;0.678317;-0.441660;-0.236657;0.000001;1.356632;-0.883318;-0.473313;
0.039660;0.678686;-0.439998;-0.238687;0.000001;1.357369;-0.879995;-0.477374;
0.039670;0.679047;-0.438332;-0.240715;0.000001;1.358092;-0.876662;-0.481430;
0.039680;0.679402;-0.436662;-0.242741;0.000001;1.358802;-0.873322;-0.485481;
0.039690;0.679751;-0.434987;-0.244764;0.000001;1.359499;-0.869972;-0.489527;
0.039700;0.680093;-0.433308;-0.246785;0.000001;1.360182;-0.866614;-0.493568;
0.039710;0.680428;-0.431625;-0.248803;0.000001;1.360852;-0.863248;-0.497605;
0.039720;0.680756;-0.429937;-0.250819;0.000001;1.361509;-0.859872;-0.501636;
0.039730;0.681077;-0.428245;-0.252832;0.000001;1.362152;-0.856489;-0.505663;
0.039740;0.681392;-0.426549;-0.254843;0.000001;1.362781;-0.853097;-0.509685;
0.039750;0.681700;-0.424849;-0.256851;0.000001;1.363398;-0.849696;-0.513701;
0.039760;0.682002;-0.423145;-0.258857;0.000001;1.364000;-0.846287;-0.517713;
0.039770;0.682296;-0.421436;-0.260860;0.000001;1.364590;-0.842870;-0.521719;
0.039780;0.682584;-0.419723;-0.262861;0.000001;1.365165;-0.839445;-0.525721;
0.039790;0.682865;-0.418006;-0.264859;0.000001;1.365728;-0.836011;-0.529717;
0.039800;0.683140;-0.416285;-0.266854;0.000001;1.366276;-0.832569;-0.533708;
0.039810;0.683407;-0.414560;-0.268847;0.000001;1.366812;-0.829118;-0.537693;
0.039820;0.683668;-0.412831;-0.270837;0.000001;1.367334;-0.825660;-0.541674;
0.039830;0.683922;-0.411097;-0.272825;0.000001;1.367842;-0.822193;-0.545649;
0.039840;0.684170;-0.409360;-0.274810;0.000001;1.368337;-0.818719;-0.549618;
0.039850;0.684410;-0.407619;-0.276792;0.000001;1.368818;-0.815236;-0.553582;
0.039860;0.684644;-0.405873;-0.278771;0.000001;1.369286;-0.811745;-0.557541;
0.039870;0.684871;-0.404124;-0.280748;0.000001;1.369740;-0.808246;-0.561494;
0.039880;0.685092;-0.402370;-0.282721;0.000001;1.370181;-0.804739;-0.565442;
0.039890;0.685306;-0.400613;-0.284693;0.000001;1.370608;-0.801224;-0.569384;
0.039900;0.685512;-0.398852;-0.286661;0.000001;1.371022;-0.797702;-0.573320;
0.039910;0.685713;-0.397086;-0.288626;0.000001;1.371422;-0.794171;-0.577251;
0.039920;0.685906;-0.395317;-0.290589;0.000001;1.371809;-0.790633;-0.581176;
0.039930;0.686092;-0.393544;-0.292548;0.000001;1.372182;-0.787086;-0.585096;
0.039940;0.686272;-0.391767;-0.294505;0.000001;1.372542;-0.783532;-0.589009;
0.039950;0.686445;-0.389986;-0.296459;0.000001;1.372888;-0.779971;-0.592917;
0.039960;0.686612;-0.388201;-0.298410;0.000001;1.373220;-0.776401;-0.596819;
0.039970;0.686771;-0.386413;-0.300358;0.000001;1.373539;-0.772824;-0.600715;
0.039980;0.686924;-0.384621;-0.302303;0.000001;1.373845;-0.769240;-0.604605;
0.039990;0.687070;-0.382824;-0.304245;0.000001;1.374136;-0.765647;-0.608489;
0.040000;0.687209;-0.381024;-0.306184;0.000001;1.374415;-0.762047;-0.612367;
0.040010;0.687341;-0.379221;-0.308120;0.000001;1.374679;-0.758440;-0.616239;
0.040020;0.687467;-0.377413;-0.310053;0.000001;1.374931;-0.754825;-0.620105;
0.040030;0.687585;-0.375602;-0.311983;0.000001;1.375168;-0.751203;-0.623965;
0.040040;0.687697;-0.373787;-0.313910;0.000001;1.375392;-0.747573;-0.627819;
0.040050;0.687803;-0.371969;-0.315834;0.000001;1.375603;-0.743936;-0.631667;
0.040060;0.687901;-0.370147;-0.317755;0.000001;1.375799;-0.740292;-0.635508;
0.040070;0.687993;-0.368321;-0.319672;0.000001;1.375983;-0.736640;-0.639343;
0.040080;0.688078;-0.366491;-0.321586;0.000001;1.376152;-0.732981;-0.643172;
0.040090;0.688156;-0.364658;-0.323498;0.000001;1.376308;-0.729315;-0.646994;
0.040100;0.688227;-0.362821;-0.325406;0.000001;1.376451;-0.725641;-0.650810;
0.040110;0.688291;-0.360981;-0.327310;0.000001;1.376580;-0.721960;-0.654619;
0.040120;0.688349;-0.359137;-0.329212;0.000001;1.376695;-0.718273;-0.658423;
0.040130;0.688400;-0.357290;-0.331110;0.000001;1.376797;-0.714578;-0.662219;
0.040140;0.688444;-0.355439;-0.333005;0.000001;1.376885;-0.710876;-0.666009;
0.040150;0.688481;-0.353584;-0.334897;0.000001;1.376960;-0.707167;-0.669793;
0.040160;0.688512;-0.351726;-0.336785;0.000001;1.377021;-0.703451;-0.673570;
0.040170;0.688535;-0.349865;-0.338671;0.000001;1.377068;-0.699728;-0.677340;
0.040180;0.688552;-0.348000;-0.340552;0.000001;1.377102;-0.695999;-0.681103;
0.040190;0.688562;-0.346132;-0.342431;0.000001;1.377122;-0.692262;-0.684860;
0.040200;0.688566;-0.344260;-0.344306;0.000001;1.377129;-0.688519;-0.688610;
0.040210;0.688562;-0.342385;-0.346177;0.000001;1.377122;-0.684768;-0.692354;
0.040220;0.688552;-0.340506;-0.348046;0.000001;1.377101;-0.681011;-0.696090;
0.040230;0.688535;-0.338625;-0.349910;0.000001;1.377067;-0.677248;-0.699819;
0.040240;0.688511;-0.336739;-0.351772;0.000001;1.377019;-0.673477;-0.703542;
0.040250;0.688480;-0.334851;-0.353630;0.000001;1.376958;-0.669700;-0.707258;
0.040260;0.688443;-0.332959;-0.355484;0.000001;1.376883;-0.665917;-0.710967;
0.040270;0.688399;-0.331064;-0.357335;0.000001;1.376795;-0.662126;-0.714668;
0.040280;0.688348;-0.329165;-0.359182;0.000001;1.376693;-0.658330;-0.718363;
0.040290;0.688290;-0.327264;-0.361026;0.000001;1.376577;-0.654526;-0.722051;
0.040300;0.688225;-0.325359;-0.362866;0.000001;1.376448;-0.650717;-0.725731;
0.040310;0.688154;-0.323451;-0.364703;0.000001;1.376305;-0.646901;-0.729404;
0.040320;0.688076;-0.321540;-0.366536;0.000001;1.376148;-0.643078;-0.733070;
0.040330;0.687991;-0.319625;-0.368365;0.000001;1.375978;-0.639249;-0.736729;
0.040340;0.687899;-0.317708;-0.370191;0.000001;1.375795;-0.635414;-0.740381;
0.040350;0.687800;-0.315787;-0.372013;0.000001;1.375598;-0.631573;-0.744025;
0.040360;0.687695;-0.313863;-0.373832;0.000001;1.375387;-0.627725;-0.747662;
0.040370;0.687583;-0.311936;-0.375647;0.000001;1.375162;-0.623871;-0.751292;
0.040380;0.687464;-0.310006;-0.377458;0.000001;1.374925;-0.620011;-0.754914;
0.040390;0.687338;-0.308073;-0.379265;0.000001;1.374673;-0.616145;-0.758528;
0.040400;0.687205;-0.306137;-0.381069;0.000001;1.374408;-0.612273;-0.762136;
0.040410;0.687066;-0.304198;-0.382868;0.000001;1.374129;-0.608394;-0.765735;
0.040420;0.686920;-0.302256;-0.384664;0.000001;1.373837;-0.604510;-0.769327;
0.040430;0.686767;-0.300310;-0.386457;0.000001;1.373532;-0.600620;-0.772912;
0.040440;0.686608;-0.298362;-0.388245;0.000001;1.373212;-0.596724;-0.776489;
0.040450;0.686441;-0.296411;-0.390030;0.000001;1.372879;-0.592821;-0.780058;
0.040460;0.686268;-0.294457;-0.391811;0.000001;1.372533;-0.588914;-0.783619;
0.040470;0.686088;-0.292501;-0.393587;0.000001;1.372173;-0.585000;-0.787173;
0.040480;0.685901;-0.290541;-0.395360;0.000001;1.371800;-0.581080;-0.790719;
0.040490;0.685708;-0.288578;-0.397130;0.000001;1.371413;-0.577155;-0.794258;
0.040500;0.685507;-0.286613;-0.398895;0.000001;1.371012;-0.573224;-0.797788;
0.040510;0.685300;-0.284644;-0.400656;0.000001;1.370598;-0.569288;-0.801310;
0.040520;0.685087;-0.282673;-0.402413;0.000001;1.370170;-0.565345;-0.804825;
0.040530;0.684866;-0.280699;-0.404167;0.000001;1.369729;-0.561398;-0.808332;
0.040540;0.684639;-0.278723;-0.405916;0.000001;1.369275;-0.557444;-0.811830;
0.040550;0.684405;-0.276743;-0.407661;0.000001;1.368806;-0.553485;-0.815321;
0.040560;0.684164;-0.274761;-0.409403;0.000001;1.368325;-0.549521;-0.818804;
0.040570;0.683916;-0.272776;-0.411140;0.000001;1.367830;-0.545551;-0.822278;
0.040580;0.683662;-0.270789;-0.412873;0.000001;1.367321;-0.541576;-0.825745;
0.040590;0.683401;-0.268798;-0.414602;0.000001;1.366799;-0.537596;-0.829203;
0.040600;0.683133;-0.266806;-0.416327;0.000001;1.366263;-0.533610;-0.832653;
0.040610;0.682858;-0.264810;-0.418048;0.000001;1.365714;-0.529619;-0.836095;
0.040620;0.682577;-0.262812;-0.419765;0.000001;1.365151;-0.525623;-0.839529;
0.040630;0.682289;-0.260811;-0.421478;0.000001;1.364575;-0.521621;-0.842954;
0.040640;0.681994;-0.258808;-0.423186;0.000001;1.363986;-0.517615;-0.846371;
0.040650;0.681693;-0.256802;-0.424891;0.000001;1.363383;-0.513603;-0.849780;
0.040660;0.681384;-0.254794;-0.426591;0.000001;1.362766;-0.509586;-0.853180;
0.040670;0.681069;-0.252783;-0.428287;0.000001;1.362136;-0.505565;-0.856572;
0.040680;0.680748;-0.250769;-0.429978;0.000001;1.361493;-0.501538;-0.859955;
0.040690;0.680419;-0.248754;-0.431666;0.000001;1.360836;-0.497506;-0.863330;
0.040700;0.680084;-0.246735;-0.433349;0.000001;1.360166;-0.493469;-0.866696;
0.040710;0.679742;-0.244714;-0.435028;0.000001;1.359482;-0.489428;-0.870054;
0.040720;0.679394;-0.242691;-0.436703;0.000001;1.358785;-0.485382;-0.873403;
0.040730;0.679039;-0.240666;-0.438373;0.000001;1.358075;-0.481330;-0.876744;
0.040740;0.678677;-0.238638;-0.440039;0.000001;1.357351;-0.477275;-0.880076;
0.040750;0.678308;-0.236607;-0.441701;0.000001;1.356613;-0.473214;-0.883399;
0.040760;0.677933;-0.234575;-0.443358;0.000001;1.355863;-0.469149;-0.886714;
0.040770;0.677551;-0.232540;-0.445011;0.000001;1.355099;-0.465079;-0.890020;
0.040780;0.677162;-0.230503;-0.446659;0.000001;1.354321;-0.461004;-0.893317;
0.040790;0.676767;-0.228463;-0.448303;0.000001;1.353530;-0.456925;-0.896605;
0.040800;0.676364;-0.226421;-0.449943;0.000001;1.352726;-0.452842;-0.899884;
0.040810;0.675956;-0.224377;-0.451578;0.000001;1.351909;-0.448754;-0.903155;
0.040820;0.675540;-0.222331;-0.453209;0.000001;1.351078;-0.444661;-0.906416;
0.040830;0.675118;-0.220283;-0.454835;0.000001;1.350234;-0.440564;-0.909669;
0.040840;0.674689;-0.218232;-0.456457;0.000001;1.349376;-0.436463;-0.912913;
0.040850;0.674254;-0.216179;-0.458075;0.000001;1.348505;-0.432358;-0.916147;
0.040860;0.673812;-0.214124;-0.459687;0.000001;1.347621;-0.428248;-0.919373;
0.040870;0.673363;-0.212067;-0.461296;0.000001;1.346724;-0.424134;-0.922590;
0.040880;0.672908;-0.210008;-0.462899;0.000001;1.345813;-0.420016;-0.925797;
0.040890;0.672446;-0.207947;-0.464499;0.000001;1.344889;-0.415894;-0.928995;
0.040900;0.671977;-0.205884;-0.466093;0.000001;1.343952;-0.411767;-0.932184;
0.040910;0.671502;-0.203819;-0.467683;0.000001;1.343001;-0.407637;-0.935364;
0.040920;0.671020;-0.201752;-0.469268;0.000001;1.342037;-0.403502;-0.938535;
0.040930;0.670531;-0.199682;-0.470849;0.000001;1.341060;-0.399364;-0.941696;
0.040940;0.670036;-0.197611;-0.472425;0.000001;1.340070;-0.395221;-0.944849;
0.040950;0.669534;-0.195538;-0.473997;0.000001;1.339066;-0.391075;-0.947991;
0.040960;0.669026;-0.193463;-0.475563;0.000001;1.338050;-0.386925;-0.951125;
0.040970;0.668511;-0.191386;-0.477125;0.000001;1.337020;-0.382771;-0.954249;
0.040980;0.667990;-0.189307;-0.478683;0.000001;1.335976;-0.378613;-0.957363;
0.040990;0.667461;-0.187226;-0.480235;0.000001;1.334920;-0.374451;-0.960469;
0.041000;0.666927;-0.185144;-0.481783;0.000001;1.333851;-0.370286;-0.963564;
0.041010;0.666385;-0.183059;-0.483326;0.000001;1.332768;-0.366117;-0.966651;
0.041020;0.665837;-0.180973;-0.484865;0.000001;1.331672;-0.361945;-0.969727;
0.041030;0.665283;-0.178885;-0.486398;0.000001;1.330563;-0.357769;-0.972794;
0.041040;0.664722;-0.176795;-0.487927;0.000001;1.329441;-0.353589;-0.975852;
0.041050;0.664154;-0.174703;-0.489451;0.000001;1.328306;-0.349406;-0.978900;
0.041060;0.663580;-0.172610;-0.490970;0.000001;1.327158;-0.345220;-0.981938;
0.041070;0.662999;-0.170515;-0.492484;0.000001;1.325996;-0.341030;-0.984966;
0.041080;0.662412;-0.168419;-0.493994;0.000001;1.324822;-0.336836;-0.987985;
0.041090;0.661818;-0.166320;-0.495498;0.000001;1.323634;-0.332640;-0.990994;
0.041100;0.661218;-0.164220;-0.496998;0.000001;1.322433;-0.328440;-0.993993;
0.041110;0.660611;-0.162119;-0.498492;0.000001;1.321220;-0.324237;-0.996983;
0.041120;0.659998;-0.160016;-0.499982;0.000001;1.319993;-0.320030;-0.999962;
0.041130;0.659378;-0.157911;-0.501467;0.000001;1.318753;-0.315821;-1.002932;
0.041140;0.658751;-0.155804;-0.502947;0.000001;1.317500;-0.311608;-1.005892;
0.041150;0.658119;-0.153697;-0.504422;0.000001;1.316235;-0.307393;-1.008842;
0.041160;0.657479;-0.151587;-0.505892;0.000001;1.314956;-0.303174;-1.011782;
0.041170;0.656833;-0.149476;-0.507357;0.000001;1.313664;-0.298952;-1.014712;
0.041180;0.656181;-0.147364;-0.508817;0.000001;1.312359;-0.294727;-1.017632;
0.041190;0.655522;-0.145250;-0.510272;0.000001;1.311042;-0.290500;-1.020542;
0.041200;0.654857;-0.143135;-0.511722;0.000001;1.309711;-0.286269;-1.023442;
0.041210;0.654185;-0.141018;-0.513167;0.000001;1.308367;-0.282036;-1.026331;
0.041220;0.653507;-0.138900;-0.514606;0.000001;1.307011;-0.277800;-1.029211;
0.041230;0.652822;-0.136781;-0.516041;0.000001;1.305642;-0.273561;-1.032080;
0.041240;0.652131;-0.134660;-0.517471;0.000001;1.304259;-0.269320;-1.034940;
0.041250;0.651433;-0.132538;-0.518895;0.000001;1.302864;-0.265076;-1.037789;
0.041260;0.650729;-0.130415;-0.520315;0.000001;1.301456;-0.260829;-1.040627;
0.041270;0.650019;-0.128290;-0.521729;0.000001;1.300035;-0.256579;-1.043456;
0.041280;0.649302;-0.126164;-0.523138;0.000001;1.298602;-0.252328;-1.046274;
0.041290;0.648579;-0.124037;-0.524542;0.000001;1.297155;-0.248073;-1.049082;
0.041300;0.647849;-0.121908;-0.525941;0.000001;1.295696;-0.243816;-1.051880;
0.041310;0.647113;-0.119779;-0.527334;0.000001;1.294224;-0.239557;-1.054667;
0.041320;0.646371;-0.117648;-0.528723;0.000001;1.292739;-0.235296;-1.057444;
0.041330;0.645622;-0.115516;-0.530106;0.000001;1.291242;-0.231032;-1.060210;
0.041340;0.644867;-0.113383;-0.531484;0.000001;1.289731;-0.226765;-1.062966;
0.041350;0.644105;-0.111249;-0.532857;0.000001;1.288208;-0.222497;-1.065711;
0.041360;0.643338;-0.109113;-0.534224;0.000001;1.286672;-0.218226;-1.068446;
0.041370;0.642563;-0.106977;-0.535586;0.000001;1.285124;-0.213954;-1.071170;
0.041380;0.641783;-0.104840;-0.536943;0.000001;1.283563;-0.209679;-1.073884;
0.041390;0.640996;-0.102701;-0.538295;0.000001;1.281989;-0.205402;-1.076587;
0.041400;0.640203;-0.100562;-0.539641;0.000001;1.280403;-0.201123;-1.079280;
0.041410;0.639403;-0.098421;-0.540982;0.000001;1.278803;-0.196842;-1.081962;
0.041420;0.638597;-0.096280;-0.542317;0.000001;1.277192;-0.192559;-1.084633;
0.041430;0.637785;-0.094137;-0.543648;0.000001;1.275567;-0.188274;-1.087293;
0.041440;0.636966;-0.091994;-0.544973;0.000001;1.273930;-0.183987;-1.089943;
0.041450;0.636142;-0.089850;-0.546292;0.000001;1.272281;-0.179699;-1.092582;
0.041460;0.635311;-0.087705;-0.547606;0.000001;1.270619;-0.175409;-1.095210;
0.041470;0.634473;-0.085558;-0.548915;0.000001;1.268944;-0.171117;-1.097828;
0.041480;0.633630;-0.083412;-0.550218;0.000001;1.267257;-0.166823;-1.100434;
0.041490;0.632780;-0.081264;-0.551516;0.000001;1.265557;-0.162528;-1.103030;
0.041500;0.631924;-0.079116;-0.552808;0.000001;1.263845;-0.158231;-1.105615;
0.041510;0.631062;-0.076966;-0.554095;0.000001;1.262121;-0.153932;-1.108189;
0.041520;0.630193;-0.074816;-0.555377;0.000001;1.260384;-0.149632;-1.110752;
0.041530;0.629318;-0.072665;-0.556653;0.000001;1.258634;-0.145331;-1.113304;
0.041540;0.628437;-0.070514;-0.557923;0.000001;1.256872;-0.141028;-1.115845;
0.041550;0.627550;-0.068362;-0.559188;0.000001;1.255098;-0.136723;-1.118375;
0.041560;0.626657;-0.066209;-0.560448;0.000001;1.253311;-0.132418;-1.120893;
0.041570;0.625757;-0.064056;-0.561702;0.000001;1.251512;-0.128111;-1.123401;
0.041580;0.624852;-0.061901;-0.562950;0.000001;1.249701;-0.123803;-1.125898;
0.041590;0.623940;-0.059747;-0.564193;0.000001;1.247877;-0.119493;-1.128384;
0.041600;0.623022;-0.057591;-0.565430;0.000001;1.246041;-0.115182;-1.130858;
0.041610;0.622097;-0.055435;-0.566662;0.000001;1.244193;-0.110871;-1.133322;
0.041620;0.621167;-0.053279;-0.567888;0.000001;1.242332;-0.106558;-1.135774;
0.041630;0.620231;-0.051122;-0.569109;0.000001;1.240459;-0.102244;-1.138215;
0.041640;0.619288;-0.048965;-0.570324;0.000001;1.238574;-0.097929;-1.140645;
0.041650;0.618339;-0.046807;-0.571533;0.000001;1.236676;-0.093613;-1.143063;
0.041660;0.617385;-0.044648;-0.572736;0.000001;1.234767;-0.089296;-1.145471;
0.041670;0.616424;-0.042489;-0.573934;0.000001;1.232845;-0.084978;-1.147867;
0.041680;0.615457;-0.040330;-0.575127;0.000001;1.230911;-0.080660;-1.150251;
0.041690;0.614484;-0.038170;-0.576313;0.000001;1.228965;-0.076341;-1.152624;
0.041700;0.613505;-0.036010;-0.577494;0.000001;1.227007;-0.072021;-1.154986;
0.041710;0.612519;-0.033850;-0.578670;0.000001;1.225036;-0.067700;-1.157337;
0.041720;0.611528;-0.031689;-0.579839;0.000001;1.223054;-0.063378;-1.159676;
0.041730;0.610531;-0.029528;-0.581003;0.000001;1.221059;-0.059056;-1.162003;
0.041740;0.609528;-0.027367;-0.582161;0.000001;1.219053;-0.054733;-1.164319;
0.041750;0.608518;-0.025205;-0.583313;0.000001;1.217034;-0.050410;-1.166624;
0.041760;0.607503;-0.023043;-0.584460;0.000001;1.215004;-0.046087;-1.168917;
0.041770;0.606482;-0.020881;-0.585601;0.000001;1.212961;-0.041762;-1.171199;
0.041780;0.605455;-0.018719;-0.586736;0.000001;1.210907;-0.037438;-1.173469;
0.041790;0.604421;-0.016556;-0.587865;0.000001;1.208840;-0.033113;-1.175727;
0.041800;0.603382;-0.014394;-0.588988;0.000001;1.206762;-0.028788;-1.177974;
0.041810;0.602337;-0.012231;-0.590106;0.000001;1.204671;-0.024462;-1.180209;
0.041820;0.601286;-0.010068;-0.591218;0.000001;1.202569;-0.020136;-1.182433;
0.041830;0.600229;-0.007905;-0.592324;0.000001;1.200455;-0.015810;-1.184645;
0.041840;0.599166;-0.005742;-0.593424;0.000001;1.198329;-0.011484;-1.186845;
0.041850;0.598097;-0.003579;-0.594518;0.000001;1.196191;-0.007158;-1.189034;
0.041860;0.597022;-0.001416;-0.595606;0.000001;1.194042;-0.002831;-1.191210;
0.041870;0.595941;0.000748;-0.596689;0.000001;1.191880;0.001495;-1.193375;
0.041880;0.594855;0.002911;-0.597765;0.000001;1.189707;0.005821;-1.195529;
0.041890;0.593762;0.005074;-0.598836;0.000001;1.187522;0.010148;-1.197670;
0.041900;0.592664;0.007237;-0.599901;0.000001;1.185326;0.014474;-1.199800;
0.041910;0.591560;0.009400;-0.600960;0.000001;1.183117;0.018800;-1.201917;
0.041920;0.590450;0.011563;-0.602013;0.000001;1.180897;0.023126;-1.204023;
0.041930;0.589334;0.013726;-0.603060;0.000001;1.178666;0.027451;-1.206117;
0.041940;0.588212;0.015888;-0.604101;0.000001;1.176423;0.031777;-1.208199;
0.041950;0.587085;0.018051;-0.605136;0.000001;1.174168;0.036102;-1.210270;
0.041960;0.585952;0.020213;-0.606165;0.000001;1.171901;0.040427;-1.212328;
0.041970;0.584813;0.022376;-0.607188;0.000001;1.169623;0.044751;-1.214374;
0.041980;0.583668;0.024537;-0.608205;0.000001;1.167334;0.049075;-1.216408;
0.041990;0.582517;0.026699;-0.609217;0.000001;1.165033;0.053398;-1.218431;
0.042000;0.581361;0.028861;-0.610222;0.000001;1.162720;0.057721;-1.220441;
0.042010;0.580199;0.031022;-0.611221;0.000001;1.160396;0.062043;-1.222439;
0.042020;0.579031;0.033183;-0.612214;0.000001;1.158060;0.066365;-1.224425;
0.042030;0.577858;0.035343;-0.613201;0.000001;1.155713;0.070686;-1.226399;
0.042040;0.576679;0.037503;-0.614182;0.000001;1.153355;0.075006;-1.228361;
0.042050;0.575494;0.039663;-0.615157;0.000001;1.150985;0.079326;-1.230311;
0.042060;0.574303;0.041822;-0.616126;0.000001;1.148604;0.083645;-1.232249;
0.042070;0.573107;0.043981;-0.617088;0.000001;1.146212;0.087963;-1.234175;
0.042080;0.571905;0.046140;-0.618045;0.000001;1.143808;0.092280;-1.236088;
0.042090;0.570698;0.048298;-0.618996;0.000001;1.141393;0.096596;-1.237989;
0.042100;0.569485;0.050456;-0.619940;0.000001;1.138967;0.100911;-1.239878;
0.042110;0.568266;0.052613;-0.620879;0.000001;1.136529;0.105225;-1.241755;
0.042120;0.567041;0.054769;-0.621811;0.000001;1.134080;0.109539;-1.243619;
0.042130;0.565811;0.056926;-0.622737;0.000001;1.131621;0.113851;-1.245471;
0.042140;0.564576;0.059081;-0.623657;0.000001;1.129149;0.118162;-1.247311;
0.042150;0.563335;0.061236;-0.624571;0.000001;1.126667;0.122472;-1.249139;
