time;EmtBrk_circuit_iLoadA;EmtBrk_circuit_iLoadB;EmtBrk_circuit_iLoadC;EmtBrk_circuit_vBreakerA;EmtBrk_circuit_vBreakerB;EmtBrk_circuit_vBreakerC;
0.013080;-0.935481;-0.437969;1.373449;-0.000009;-0.000004;0.000014;
0.013090;-0.932190;-0.442155;1.374345;-0.000009;-0.000004;0.000014;
0.013100;-0.928891;-0.446336;1.375227;-0.000009;-0.000004;0.000014;
0.013110;-0.925583;-0.450513;1.376096;-0.000009;-0.000005;0.000014;
0.013120;-0.922265;-0.454686;1.376950;-0.000009;-0.000005;0.000014;
0.013130;-0.918938;-0.458854;1.377792;-0.000009;-0.000005;0.000014;
0.013140;-0.915602;-0.463017;1.378619;-0.000009;-0.000005;0.000014;
0.013150;-0.912257;-0.467176;1.379434;-0.000009;-0.000005;0.000014;
0.013160;-0.908904;-0.471331;1.380234;-0.000009;-0.000005;0.000014;
0.013170;-0.905541;-0.475480;1.381021;-0.000009;-0.000005;0.000014;
0.013180;-0.902169;-0.479625;1.381794;-0.000009;-0.000005;0.000014;
0.013190;-0.898788;-0.483765;1.382554;-0.000009;-0.000005;0.000014;
0.013200;-0.895399;-0.487901;1.383300;-0.000009;-0.000005;0.000014;
0.013210;-0.892000;-0.492032;1.384032;-0.000009;-0.000005;0.000014;
0.013220;-0.888593;-0.496158;1.384751;-0.000009;-0.000005;0.000014;
0.013230;-0.885177;-0.500278;1.385456;-0.000009;-0.000005;0.000014;
0.013240;-0.881752;-0.504394;1.386147;-0.000009;-0.000005;0.000014;
0.013250;-0.878319;-0.508505;1.386824;-0.000009;-0.000005;0.000014;
0.013260;-0.874877;-0.512611;1.387488;-0.000009;-0.000005;0.000014;
0.013270;-0.871426;-0.516712;1.388139;-0.000009;-0.000005;0.000014;
0.013280;-0.867967;-0.520808;1.388775;-0.000009;-0.000005;0.000014;
0.013290;-0.864499;-0.524899;1.389398;-0.000009;-0.000005;0.000014;
0.013300;-0.861023;-0.528984;1.390007;-0.000009;-0.000005;0.000014;
0.013310;-0.857538;-0.533065;1.390602;-0.000009;-0.000005;0.000014;
0.013320;-0.854044;-0.537140;1.391184;-0.000009;-0.000005;0.000014;
0.013330;-0.850543;-0.541210;1.391752;-0.000009;-0.000005;0.000014;
0.013340;-0.847032;-0.545274;1.392306;-0.000008;-0.000005;0.000014;
0.013350;-0.843514;-0.549333;1.392847;-0.000008;-0.000005;0.000014;
0.013360;-0.839987;-0.553387;1.393373;-0.000008;-0.000006;0.000014;
0.013370;-0.836452;-0.557435;1.393886;-0.000008;-0.000006;0.000014;
0.013380;-0.832908;-0.561477;1.394386;-0.000008;-0.000006;0.000014;
0.013390;-0.829357;-0.565514;1.394871;-0.000008;-0.000006;0.000014;
0.013400;-0.825797;-0.569546;1.395343;-0.000008;-0.000006;0.000014;
0.013410;-0.822229;-0.573572;1.395801;-0.000008;-0.000006;0.000014;
0.013420;-0.818653;-0.577592;1.396245;-0.000008;-0.000006;0.000014;
0.013430;-0.815069;-0.581607;1.396675;-0.000008;-0.000006;0.000014;
0.013440;-0.811476;-0.585615;1.397092;-0.000008;-0.000006;0.000014;
0.013450;-0.807876;-0.589618;1.397494;-0.000008;-0.000006;0.000014;
0.013460;-0.804268;-0.593615;1.397883;-0.000008;-0.000006;0.000014;
0.013470;-0.800652;-0.597607;1.398259;-0.000008;-0.000006;0.000014;
0.013480;-0.797028;-0.601592;1.398620;-0.000008;-0.000006;0.000014;
0.013490;-0.793396;-0.605572;1.398968;-0.000008;-0.000006;0.000014;
0.013500;-0.789756;-0.609545;1.399301;-0.000008;-0.000006;0.000014;
0.013510;-0.786109;-0.613513;1.399621;-0.000008;-0.000006;0.000014;
0.013520;-0.782453;-0.617474;1.399927;-0.000008;-0.000006;0.000014;
0.013530;-0.778790;-0.621430;1.400220;-0.000008;-0.000006;0.000014;
0.013540;-0.775120;-0.625379;1.400498;-0.000008;-0.000006;0.000014;
0.013550;-0.771441;-0.629322;1.400763;-0.000008;-0.000006;0.000014;
0.013560;-0.767755;-0.633259;1.401014;-0.000008;-0.000006;0.000014;
0.013570;-0.764062;-0.637189;1.401251;-0.000008;-0.000006;0.000014;
0.013580;-0.760361;-0.641113;1.401474;-0.000008;-0.000006;0.000014;
0.013590;-0.756652;-0.645031;1.401683;-0.000008;-0.000006;0.000014;
0.013600;-0.752936;-0.648943;1.401879;-0.000008;-0.000006;0.000014;
0.013610;-0.749212;-0.652848;1.402061;-0.000007;-0.000007;0.000014;
0.013620;-0.745482;-0.656747;1.402229;-0.000007;-0.000007;0.000014;
0.013630;-0.741743;-0.660639;1.402383;-0.000007;-0.000007;0.000014;
0.013640;-0.737998;-0.664525;1.402523;-0.000007;-0.000007;0.000014;
0.013650;-0.734245;-0.668404;1.402649;-0.000007;-0.000007;0.000014;
0.013660;-0.730485;-0.672277;1.402762;-0.000007;-0.000007;0.000014;
0.013670;-0.726717;-0.676143;1.402860;-0.000007;-0.000007;0.000014;
0.013680;-0.722943;-0.680002;1.402945;-0.000007;-0.000007;0.000014;
0.013690;-0.719161;-0.683855;1.403016;-0.000007;-0.000007;0.000014;
0.013700;-0.715373;-0.687700;1.403073;-0.000007;-0.000007;0.000014;
0.013710;-0.711577;-0.691539;1.403116;-0.000007;-0.000007;0.000014;
0.013720;-0.707774;-0.695372;1.403146;-0.000007;-0.000007;0.000014;
0.013730;-0.703964;-0.699197;1.403161;-0.000007;-0.000007;0.000014;
0.013740;-0.700148;-0.703015;1.403163;-0.000007;-0.000007;0.000014;
0.013750;-0.696324;-0.706827;1.403151;-0.000007;-0.000007;0.000014;
0.013760;-0.692493;-0.710632;1.403125;-0.000007;-0.000007;0.000014;
0.013770;-0.688656;-0.714429;1.403085;-0.000007;-0.000007;0.000014;
0.013780;-0.684812;-0.718219;1.403032;-0.000007;-0.000007;0.000014;
0.013790;-0.680961;-0.722003;1.402964;-0.000007;-0.000007;0.000014;
0.013800;-0.677104;-0.725779;1.402883;-0.000007;-0.000007;0.000014;
0.013810;-0.673239;-0.729548;1.402787;-0.000007;-0.000007;0.000014;
0.013820;-0.669368;-0.733310;1.402678;-0.000007;-0.000007;0.000014;
0.013830;-0.665491;-0.737065;1.402555;-0.000007;-0.000007;0.000014;
0.013840;-0.661607;-0.740812;1.402419;-0.000007;-0.000007;0.000014;
0.013850;-0.657716;-0.744552;1.402268;-0.000007;-0.000007;0.000014;
0.013860;-0.653819;-0.748285;1.402104;-0.000007;-0.000007;0.000014;
0.013870;-0.649915;-0.752010;1.401925;-0.000006;-0.000008;0.000014;
0.013880;-0.646005;-0.755728;1.401733;-0.000006;-0.000008;0.000014;
0.013890;-0.642089;-0.759439;1.401527;-0.000006;-0.000008;0.000014;
0.013900;-0.638166;-0.763142;1.401308;-0.000006;-0.000008;0.000014;
0.013910;-0.634237;-0.766837;1.401074;-0.000006;-0.000008;0.000014;
0.013920;-0.630302;-0.770525;1.400827;-0.000006;-0.000008;0.000014;
0.013930;-0.626360;-0.774205;1.400565;-0.000006;-0.000008;0.000014;
0.013940;-0.622413;-0.777878;1.400290;-0.000006;-0.000008;0.000014;
0.013950;-0.618459;-0.781543;1.400001;-0.000006;-0.000008;0.000014;
0.013960;-0.614499;-0.785200;1.399699;-0.000006;-0.000008;0.000014;
0.013970;-0.610533;-0.788849;1.399382;-0.000006;-0.000008;0.000014;
0.013980;-0.606561;-0.792491;1.399052;-0.000006;-0.000008;0.000014;
0.013990;-0.602583;-0.796125;1.398708;-0.000006;-0.000008;0.000014;
0.014000;-0.598599;-0.799751;1.398350;-0.000006;-0.000008;0.000014;
0.014010;-0.594609;-0.803369;1.397978;-0.000006;-0.000008;0.000014;
0.014020;-0.590613;-0.806979;1.397592;-0.000006;-0.000008;0.000014;
0.014030;-0.586612;-0.810581;1.397193;-0.000006;-0.000008;0.000014;
0.014040;-0.582604;-0.814176;1.396780;-0.000006;-0.000008;0.000014;
0.014050;-0.578591;-0.817762;1.396353;-0.000006;-0.000008;0.000014;
0.014060;-0.574572;-0.821340;1.395912;-0.000006;-0.000008;0.000014;
0.014070;-0.570548;-0.824910;1.395458;-0.000006;-0.000008;0.000014;
0.014080;-0.566518;-0.828472;1.394990;-0.000006;-0.000008;0.000014;
0.014090;-0.562482;-0.832025;1.394508;-0.000006;-0.000008;0.000014;
0.014100;-0.558441;-0.835571;1.394012;-0.000006;-0.000008;0.000014;
0.014110;-0.554394;-0.839108;1.393502;-0.000006;-0.000008;0.000014;
0.014120;-0.550342;-0.842637;1.392979;-0.000006;-0.000008;0.000014;
0.014130;-0.546284;-0.846158;1.392442;-0.000005;-0.000008;0.000014;
0.014140;-0.542221;-0.849670;1.391891;-0.000005;-0.000008;0.000014;
0.014150;-0.538153;-0.853174;1.391327;-0.000005;-0.000009;0.000014;
0.014160;-0.534079;-0.856669;1.390748;-0.000005;-0.000009;0.000014;
0.014170;-0.530000;-0.860156;1.390156;-0.000005;-0.000009;0.000014;
0.014180;-0.525916;-0.863635;1.389551;-0.000005;-0.000009;0.000014;
0.014190;-0.521826;-0.867105;1.388931;-0.000005;-0.000009;0.000014;
0.014200;-0.517732;-0.870566;1.388298;-0.000005;-0.000009;0.000014;
0.014210;-0.513632;-0.874019;1.387651;-0.000005;-0.000009;0.000014;
0.014220;-0.509527;-0.877463;1.386991;-0.000005;-0.000009;0.000014;
0.014230;-0.505418;-0.880899;1.386317;-0.000005;-0.000009;0.000014;
0.014240;-0.501303;-0.884326;1.385629;-0.000005;-0.000009;0.000014;
0.014250;-0.497183;-0.887744;1.384927;-0.000005;-0.000009;0.000014;
0.014260;-0.493059;-0.891153;1.384212;-0.000005;-0.000009;0.000014;
0.014270;-0.488929;-0.894554;1.383483;-0.000005;-0.000009;0.000014;
0.014280;-0.484795;-0.897946;1.382741;-0.000005;-0.000009;0.000014;
0.014290;-0.480656;-0.901329;1.381984;-0.000005;-0.000009;0.000014;
0.014300;-0.476512;-0.904703;1.381215;-0.000005;-0.000009;0.000014;
0.014310;-0.472363;-0.908068;1.380431;-0.000005;-0.000009;0.000014;
0.014320;-0.468210;-0.911424;1.379634;-0.000005;-0.000009;0.000014;
0.014330;-0.464052;-0.914771;1.378823;-0.000005;-0.000009;0.000014;
0.014340;-0.459890;-0.918109;1.377999;-0.000005;-0.000009;0.000014;
0.014350;-0.455723;-0.921438;1.377161;-0.000005;-0.000009;0.000014;
0.014360;-0.451552;-0.924758;1.376310;-0.000005;-0.000009;0.000014;
0.014370;-0.447376;-0.928069;1.375444;-0.000004;-0.000009;0.000014;
0.014380;-0.443195;-0.931370;1.374566;-0.000004;-0.000009;0.000014;
0.014390;-0.439011;-0.934663;1.373674;-0.000004;-0.000009;0.000014;
0.014400;-0.434822;-0.937946;1.372768;-0.000004;-0.000009;0.000014;
0.014410;-0.430628;-0.941220;1.371848;-0.000004;-0.000009;0.000014;
0.014420;-0.426431;-0.944485;1.370916;-0.000004;-0.000009;0.000014;
0.014430;-0.422229;-0.947740;1.369969;-0.000004;-0.000009;0.000014;
0.014440;-0.418023;-0.950986;1.369009;-0.000004;-0.000010;0.000014;
0.014450;-0.413813;-0.954223;1.368036;-0.000004;-0.000010;0.000014;
0.014460;-0.409599;-0.957450;1.367049;-0.000004;-0.000010;0.000014;
0.014470;-0.405381;-0.960668;1.366048;-0.000004;-0.000010;0.000014;
0.014480;-0.401158;-0.963876;1.365034;-0.000004;-0.000010;0.000014;
0.014490;-0.396932;-0.967075;1.364007;-0.000004;-0.000010;0.000014;
0.014500;-0.392702;-0.970264;1.362966;-0.000004;-0.000010;0.000014;
0.014510;-0.388468;-0.973444;1.361912;-0.000004;-0.000010;0.000014;
0.014520;-0.384231;-0.976614;1.360844;-0.000004;-0.000010;0.000014;
0.014530;-0.379989;-0.979774;1.359763;-0.000004;-0.000010;0.000014;
0.014540;-0.375744;-0.982925;1.358668;-0.000004;-0.000010;0.000014;
0.014550;-0.371495;-0.986066;1.357560;-0.000004;-0.000010;0.000014;
0.014560;-0.367242;-0.989197;1.356439;-0.000004;-0.000010;0.000014;
0.014570;-0.362986;-0.992319;1.355304;-0.000004;-0.000010;0.000014;
0.014580;-0.358726;-0.995430;1.354156;-0.000004;-0.000010;0.000014;
0.014590;-0.354462;-0.998532;1.352994;-0.000004;-0.000010;0.000014;
0.014600;-0.350195;-1.001624;1.351820;-0.000004;-0.000010;0.000014;
0.014610;-0.345925;-1.004706;1.350631;-0.000003;-0.000010;0.000014;
0.014620;-0.341651;-1.007779;1.349430;-0.000003;-0.000010;0.000013;
0.014630;-0.337374;-1.010841;1.348215;-0.000003;-0.000010;0.000013;
0.014640;-0.333093;-1.013893;1.346987;-0.000003;-0.000010;0.000013;
0.014650;-0.328810;-1.016936;1.345745;-0.000003;-0.000010;0.000013;
0.014660;-0.324523;-1.019968;1.344490;-0.000003;-0.000010;0.000013;
0.014670;-0.320232;-1.022990;1.343222;-0.000003;-0.000010;0.000013;
0.014680;-0.315939;-1.026002;1.341941;-0.000003;-0.000010;0.000013;
0.014690;-0.311642;-1.029004;1.340647;-0.000003;-0.000010;0.000013;
0.014700;-0.307343;-1.031996;1.339339;-0.000003;-0.000010;0.000013;
0.014710;-0.303040;-1.034978;1.338018;-0.000003;-0.000010;0.000013;
0.014720;-0.298735;-1.037949;1.336684;-0.000003;-0.000010;0.000013;
0.014730;-0.294426;-1.040910;1.335336;-0.000003;-0.000010;0.000013;
0.014740;-0.290114;-1.043861;1.333976;-0.000003;-0.000010;0.000013;
0.014750;-0.285800;-1.046802;1.332602;-0.000003;-0.000010;0.000013;
0.014760;-0.281483;-1.049732;1.331215;-0.000003;-0.000010;0.000013;
0.014770;-0.277163;-1.052652;1.329815;-0.000003;-0.000011;0.000013;
0.014780;-0.272840;-1.055562;1.328402;-0.000003;-0.000011;0.000013;
0.014790;-0.268515;-1.058461;1.326976;-0.000003;-0.000011;0.000013;
0.014800;-0.264187;-1.061349;1.325536;-0.000003;-0.000011;0.000013;
0.014810;-0.259856;-1.064228;1.324084;-0.000003;-0.000011;0.000013;
0.014820;-0.255523;-1.067095;1.322618;-0.000003;-0.000011;0.000013;
0.014830;-0.251187;-1.069953;1.321140;-0.000003;-0.000011;0.000013;
0.014840;-0.246849;-1.072799;1.319648;-0.000002;-0.000011;0.000013;
0.014850;-0.242509;-1.075635;1.318144;-0.000002;-0.000011;0.000013;
0.014860;-0.238166;-1.078461;1.316626;-0.000002;-0.000011;0.000013;
0.014870;-0.233820;-1.081275;1.315095;-0.000002;-0.000011;0.000013;
0.014880;-0.229472;-1.084079;1.313552;-0.000002;-0.000011;0.000013;
0.014890;-0.225123;-1.086873;1.311995;-0.000002;-0.000011;0.000013;
0.014900;-0.220770;-1.089655;1.310426;-0.000002;-0.000011;0.000013;
0.014910;-0.216416;-1.092427;1.308843;-0.000002;-0.000011;0.000013;
0.014920;-0.212060;-1.095188;1.307248;-0.000002;-0.000011;0.000013;
0.014930;-0.207701;-1.097939;1.305640;-0.000002;-0.000011;0.000013;
0.014940;-0.203340;-1.100678;1.304019;-0.000002;-0.000011;0.000013;
0.014950;-0.198978;-1.103407;1.302385;-0.000002;-0.000011;0.000013;
0.014960;-0.194613;-1.106125;1.300738;-0.000002;-0.000011;0.000013;
0.014970;-0.190247;-1.108831;1.299078;-0.000002;-0.000011;0.000013;
0.014980;-0.185878;-1.111527;1.297405;-0.000002;-0.000011;0.000013;
0.014990;-0.181508;-1.114212;1.295720;-0.000002;-0.000011;0.000013;
0.015000;-0.177136;-1.116886;1.294022;-0.000002;-0.000011;0.000013;
0.015010;-0.172762;-1.119549;1.292311;-0.000002;-0.000011;0.000013;
0.015020;-0.168387;-1.122201;1.290587;-0.000002;-0.000011;0.000013;
0.015030;-0.164010;-1.124841;1.288851;-0.000002;-0.000011;0.000013;
0.015040;-0.159631;-1.127471;1.287102;-0.000002;-0.000011;0.000013;
0.015050;-0.155250;-1.130090;1.285340;-0.000002;-0.000011;0.000013;
0.015060;-0.150869;-1.132697;1.283566;-0.000002;-0.000011;0.000013;
0.015070;-0.146485;-1.135293;1.281778;-0.000001;-0.000011;0.000013;
0.015080;-0.142100;-1.137878;1.279979;-0.000001;-0.000011;0.000013;
0.015090;-0.137714;-1.140452;1.278166;-0.000001;-0.000011;0.000013;
0.015100;-0.133327;-1.143014;1.276341;-0.000001;-0.000011;0.000013;
0.015110;-0.128938;-1.145566;1.274503;-0.000001;-0.000011;0.000013;
0.015120;-0.124548;-1.148105;1.272653;-0.000001;-0.000011;0.000013;
0.015130;-0.120156;-1.150634;1.270790;-0.000001;-0.000012;0.000013;
0.015140;-0.115764;-1.153151;1.268915;-0.000001;-0.000012;0.000013;
0.015150;-0.111370;-1.155657;1.267027;-0.000001;-0.000012;0.000013;
0.015160;-0.106975;-1.158151;1.265127;-0.000001;-0.000012;0.000013;
0.015170;-0.102579;-1.160634;1.263214;-0.000001;-0.000012;0.000013;
0.015180;-0.098182;-1.163106;1.261289;-0.000001;-0.000012;0.000013;
0.015190;-0.093785;-1.165566;1.259351;-0.000001;-0.000012;0.000013;
0.015200;-0.089386;-1.168015;1.257401;-0.000001;-0.000012;0.000013;
0.015210;-0.084986;-1.170452;1.255438;-0.000001;-0.000012;0.000013;
0.015220;-0.080586;-1.172877;1.253463;-0.000001;-0.000012;0.000013;
0.015230;-0.076184;-1.175291;1.251476;-0.000001;-0.000012;0.000013;
0.015240;-0.071782;-1.177693;1.249476;-0.000001;-0.000012;0.000012;
0.015250;-0.067380;-1.180084;1.247464;-0.000001;-0.000012;0.000012;
0.015260;-0.062976;-1.182463;1.245439;-0.000001;-0.000012;0.000012;
0.015270;-0.058572;-1.184830;1.243403;-0.000001;-0.000012;0.000012;
0.015280;-0.054168;-1.187186;1.241354;-0.000001;-0.000012;0.000012;
0.015290;-0.049762;-1.189530;1.239293;-0.000000;-0.000012;0.000012;
0.015300;-0.045357;-1.191862;1.237219;-0.000000;-0.000012;0.000012;
0.015310;-0.040951;-1.194183;1.235133;-0.000000;-0.000012;0.000012;
0.015320;-0.036544;-1.196491;1.233036;-0.000000;-0.000012;0.000012;
0.015330;-0.032137;-1.198788;1.230926;-0.000000;-0.000012;0.000012;
0.015340;-0.027730;-1.201073;1.228804;-0.000000;-0.000012;0.000012;
0.015350;-0.023323;-1.203346;1.226669;-0.000000;-0.000012;0.000012;
0.015360;-0.018915;-1.205608;1.224523;-0.000000;-0.000012;0.000012;
0.015370;-0.014507;-1.207857;1.222364;-0.000000;-0.000012;0.000012;
0.015380;-0.010099;-1.210095;1.220194;-0.000000;-0.000012;0.000012;
0.015390;-0.005691;-1.212320;1.218011;-0.000000;-0.000012;0.000012;
0.015400;-0.001283;-1.214534;1.215817;-0.000000;-0.000012;0.000012;
0.015410;0.003125;-1.216735;1.213610;0.000000;-0.000012;0.000012;
0.015420;0.007533;-1.218925;1.211392;0.000000;-0.000012;0.000012;
0.015430;0.011941;-1.221102;1.209161;0.000000;-0.000012;0.000012;
0.015440;0.016349;-1.223268;1.206919;0.000000;-0.000012;0.000012;
0.015450;0.020757;-1.225421;1.204664;0.000000;-0.000012;0.000012;
0.015460;0.025165;-1.227563;1.202398;0.000000;-0.000012;0.000012;
0.015470;0.029572;-1.229692;1.200120;0.000000;-0.000012;0.000012;
0.015480;0.033979;-1.231809;1.197830;0.000000;-0.000012;0.000012;
0.015490;0.038386;-1.233914;1.195528;0.000000;-0.000012;0.000012;
0.015500;0.042792;-1.236007;1.193215;0.000000;-0.000012;0.000012;
0.015510;0.047198;-1.238087;1.190889;0.000000;-0.000012;0.000012;
0.015520;0.051603;-1.240155;1.188552;0.000001;-0.000012;0.000012;
0.015530;0.056008;-1.242211;1.186203;0.000001;-0.000012;0.000012;
0.015540;0.060413;-1.244255;1.183843;0.000001;-0.000012;0.000012;
0.015550;0.064816;-1.246287;1.181470;0.000001;-0.000012;0.000012;
0.015560;0.069220;-1.248306;1.179086;0.000001;-0.000012;0.000012;
0.015570;0.073622;-1.250313;1.176691;0.000001;-0.000013;0.000012;
0.015580;0.078024;-1.252308;1.174284;0.000001;-0.000013;0.000012;
0.015590;0.082425;-1.254290;1.171865;0.000001;-0.000013;0.000012;
0.015600;0.086825;-1.256260;1.169435;0.000001;-0.000013;0.000012;
0.015610;0.091224;-1.258217;1.166993;0.000001;-0.000013;0.000012;
0.015620;0.095623;-1.260162;1.164539;0.000001;-0.000013;0.000012;
0.015630;0.100020;-1.262095;1.162075;0.000001;-0.000013;0.000012;
0.015640;0.104416;-1.264015;1.159598;0.000001;-0.000013;0.000012;
0.015650;0.108812;-1.265922;1.157111;0.000001;-0.000013;0.000012;
0.015660;0.113206;-1.267818;1.154611;0.000001;-0.000013;0.000012;
0.015670;0.117599;-1.269700;1.152101;0.000001;-0.000013;0.000012;
0.015680;0.121992;-1.271570;1.149579;0.000001;-0.000013;0.000011;
0.015690;0.126382;-1.273428;1.147045;0.000001;-0.000013;0.000011;
0.015700;0.130772;-1.275273;1.144501;0.000001;-0.000013;0.000011;
0.015710;0.135160;-1.277105;1.141945;0.000001;-0.000013;0.000011;
0.015720;0.139547;-1.278925;1.139378;0.000001;-0.000013;0.000011;
0.015730;0.143933;-1.280732;1.136799;0.000001;-0.000013;0.000011;
0.015740;0.148317;-1.282527;1.134210;0.000001;-0.000013;0.000011;
0.015750;0.152700;-1.284309;1.131609;0.000002;-0.000013;0.000011;
0.015760;0.157081;-1.286078;1.128997;0.000002;-0.000013;0.000011;
0.015770;0.161461;-1.287834;1.126374;0.000002;-0.000013;0.000011;
0.015780;0.165839;-1.289578;1.123739;0.000002;-0.000013;0.000011;
0.015790;0.170215;-1.291309;1.121094;0.000002;-0.000013;0.000011;
0.015800;0.174590;-1.293028;1.118437;0.000002;-0.000013;0.000011;
0.015810;0.178963;-1.294733;1.115770;0.000002;-0.000013;0.000011;
0.015820;0.183334;-1.296426;1.113091;0.000002;-0.000013;0.000011;
0.015830;0.187704;-1.298106;1.110402;0.000002;-0.000013;0.000011;
0.015840;0.192072;-1.299773;1.107702;0.000002;-0.000013;0.000011;
0.015850;0.196437;-1.301427;1.104990;0.000002;-0.000013;0.000011;
0.015860;0.200801;-1.303069;1.102268;0.000002;-0.000013;0.000011;
0.015870;0.205163;-1.304698;1.099535;0.000002;-0.000013;0.000011;
0.015880;0.209523;-1.306313;1.096791;0.000002;-0.000013;0.000011;
0.015890;0.213880;-1.307916;1.094036;0.000002;-0.000013;0.000011;
0.015900;0.218236;-1.309506;1.091270;0.000002;-0.000013;0.000011;
0.015910;0.222589;-1.311083;1.088494;0.000002;-0.000013;0.000011;
0.015920;0.226941;-1.312647;1.085707;0.000002;-0.000013;0.000011;
0.015930;0.231290;-1.314198;1.082909;0.000002;-0.000013;0.000011;
0.015940;0.235636;-1.315737;1.080100;0.000002;-0.000013;0.000011;
0.015950;0.239981;-1.317262;1.077281;0.000002;-0.000013;0.000011;
0.015960;0.244323;-1.318774;1.074451;0.000002;-0.000013;0.000011;
0.015970;0.248662;-1.320273;1.071611;0.000002;-0.000013;0.000011;
0.015980;0.253000;-1.321759;1.068760;0.000003;-0.000013;0.000011;
0.015990;0.257334;-1.323232;1.065898;0.000003;-0.000013;0.000011;
0.016000;0.261666;-1.324692;1.063026;0.000003;-0.000013;0.000011;
0.016010;0.265996;-1.326139;1.060144;0.000003;-0.000013;0.000011;
0.016020;0.270323;-1.327573;1.057251;0.000003;-0.000013;0.000011;
0.016030;0.274647;-1.328994;1.054347;0.000003;-0.000013;0.000011;
0.016040;0.278969;-1.330402;1.051433;0.000003;-0.000013;0.000011;
0.016050;0.283287;-1.331796;1.048509;0.000003;-0.000013;0.000010;
0.016060;0.287603;-1.333178;1.045574;0.000003;-0.000013;0.000010;
0.016070;0.291916;-1.334546;1.042629;0.000003;-0.000013;0.000010;
0.016080;0.296227;-1.335901;1.039674;0.000003;-0.000013;0.000010;
0.016090;0.300534;-1.337243;1.036709;0.000003;-0.000013;0.000010;
0.016100;0.304838;-1.338572;1.033733;0.000003;-0.000013;0.000010;
0.016110;0.309140;-1.339887;1.030747;0.000003;-0.000013;0.000010;
0.016120;0.313438;-1.341189;1.027751;0.000003;-0.000013;0.000010;
0.016130;0.317733;-1.342478;1.024745;0.000003;-0.000013;0.000010;
0.016140;0.322026;-1.343754;1.021728;0.000003;-0.000013;0.000010;
0.016150;0.326314;-1.345016;1.018702;0.000003;-0.000013;0.000010;
0.016160;0.330600;-1.346266;1.015666;0.000003;-0.000013;0.000010;
0.016170;0.334883;-1.347502;1.012619;0.000003;-0.000013;0.000010;
0.016180;0.339162;-1.348724;1.009563;0.000003;-0.000013;0.000010;
0.016190;0.343437;-1.349934;1.006496;0.000003;-0.000013;0.000010;
0.016200;0.347710;-1.351130;1.003420;0.000003;-0.000014;0.000010;
0.016210;0.351979;-1.352312;1.000333;0.000004;-0.000014;0.000010;
0.016220;0.356244;-1.353481;0.997237;0.000004;-0.000014;0.000010;
0.016230;0.360506;-1.354637;0.994131;0.000004;-0.000014;0.000010;
0.016240;0.364765;-1.355780;0.991015;0.000004;-0.000014;0.000010;
0.016250;0.369019;-1.356909;0.987890;0.000004;-0.000014;0.000010;
0.016260;0.373271;-1.358025;0.984754;0.000004;-0.000014;0.000010;
0.016270;0.377518;-1.359127;0.981609;0.000004;-0.000014;0.000010;
0.016280;0.381762;-1.360216;0.978455;0.000004;-0.000014;0.000010;
0.016290;0.386002;-1.361292;0.975290;0.000004;-0.000014;0.000010;
0.016300;0.390238;-1.362354;0.972116;0.000004;-0.000014;0.000010;
0.016310;0.394470;-1.363403;0.968932;0.000004;-0.000014;0.000010;
0.016320;0.398699;-1.364438;0.965739;0.000004;-0.000014;0.000010;
0.016330;0.402923;-1.365460;0.962536;0.000004;-0.000014;0.000010;
0.016340;0.407144;-1.366468;0.959324;0.000004;-0.000014;0.000010;
0.016350;0.411360;-1.367463;0.956103;0.000004;-0.000014;0.000010;
0.016360;0.415573;-1.368444;0.952871;0.000004;-0.000014;0.000010;
0.016370;0.419781;-1.369412;0.949631;0.000004;-0.000014;0.000009;
0.016380;0.423985;-1.370366;0.946381;0.000004;-0.000014;0.000009;
0.016390;0.428185;-1.371307;0.943122;0.000004;-0.000014;0.000009;
0.016400;0.432381;-1.372234;0.939853;0.000004;-0.000014;0.000009;
0.016410;0.436573;-1.373148;0.936575;0.000004;-0.000014;0.000009;
0.016420;0.440760;-1.374048;0.933288;0.000004;-0.000014;0.000009;
0.016430;0.444943;-1.374935;0.929992;0.000004;-0.000014;0.000009;
0.016440;0.449121;-1.375808;0.926686;0.000004;-0.000014;0.000009;
0.016450;0.453295;-1.376667;0.923372;0.000005;-0.000014;0.000009;
0.016460;0.457465;-1.377513;0.920048;0.000005;-0.000014;0.000009;
0.016470;0.461630;-1.378345;0.916715;0.000005;-0.000014;0.000009;
0.016480;0.465790;-1.379164;0.913373;0.000005;-0.000014;0.000009;
0.016490;0.469946;-1.379969;0.910023;0.000005;-0.000014;0.000009;
0.016500;0.474097;-1.380760;0.906663;0.000005;-0.000014;0.000009;
0.016510;0.478244;-1.381538;0.903294;0.000005;-0.000014;0.000009;
0.016520;0.482386;-1.382302;0.899916;0.000005;-0.000014;0.000009;
0.016530;0.486523;-1.383053;0.896530;0.000005;-0.000014;0.000009;
0.016540;0.490655;-1.383789;0.893134;0.000005;-0.000014;0.000009;
0.016550;0.494783;-1.384513;0.889730;0.000005;-0.000014;0.000009;
0.016560;0.498905;-1.385222;0.886317;0.000005;-0.000014;0.000009;
0.016570;0.503023;-1.385918;0.882895;0.000005;-0.000014;0.000009;
0.016580;0.507136;-1.386600;0.879464;0.000005;-0.000014;0.000009;
0.016590;0.511243;-1.387269;0.876025;0.000005;-0.000014;0.000009;
0.016600;0.515346;-1.387923;0.872577;0.000005;-0.000014;0.000009;
