time;EmtBrk_circuit_iLoadA;EmtBrk_circuit_iLoadB;EmtBrk_circuit_iLoadC;EmtBrk_circuit_vBreakerA;EmtBrk_circuit_vBreakerB;EmtBrk_circuit_vBreakerC;
0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;
0.000010;0.034919;-0.017436;-0.017483;0.000000;-0.000000;-0.000000;
0.000020;0.068975;-0.034369;-0.034606;0.000001;-0.000000;-0.000000;
0.000030;0.102190;-0.050790;-0.051400;0.000001;-0.000001;-0.000001;
0.000040;0.134584;-0.066709;-0.067875;0.000001;-0.000001;-0.000001;
0.000050;0.166177;-0.082140;-0.084037;0.000002;-0.000001;-0.000001;
0.000060;0.196989;-0.097094;-0.099894;0.000002;-0.000001;-0.000001;
0.000070;0.227037;-0.111583;-0.115454;0.000002;-0.000001;-0.000001;
0.000080;0.256342;-0.125618;-0.130723;0.000003;-0.000001;-0.000001;
0.000090;0.284920;-0.139211;-0.145709;0.000003;-0.000001;-0.000001;
0.000100;0.312790;-0.152371;-0.160419;0.000003;-0.000002;-0.000002;
0.000110;0.339968;-0.165109;-0.174859;0.000003;-0.000002;-0.000002;
0.000120;0.366472;-0.177437;-0.189035;0.000004;-0.000002;-0.000002;
0.000130;0.392317;-0.189363;-0.202954;0.000004;-0.000002;-0.000002;
0.000140;0.417520;-0.200897;-0.216622;0.000004;-0.000002;-0.000002;
0.000150;0.442095;-0.212050;-0.230046;0.000004;-0.000002;-0.000002;
0.000160;0.466059;-0.222829;-0.243230;0.000005;-0.000002;-0.000002;
0.000170;0.489426;-0.233245;-0.256181;0.000005;-0.000002;-0.000003;
0.000180;0.512211;-0.243306;-0.268904;0.000005;-0.000002;-0.000003;
0.000190;0.534426;-0.253021;-0.281405;0.000005;-0.000003;-0.000003;
0.000200;0.556087;-0.262398;-0.293689;0.000006;-0.000003;-0.000003;
0.000210;0.577206;-0.271445;-0.305761;0.000006;-0.000003;-0.000003;
0.000220;0.597797;-0.280170;-0.317627;0.000006;-0.000003;-0.000003;
0.000230;0.617872;-0.288582;-0.329290;0.000006;-0.000003;-0.000003;
0.000240;0.637443;-0.296687;-0.340757;0.000006;-0.000003;-0.000003;
0.000250;0.656523;-0.304493;-0.352030;0.000007;-0.000003;-0.000004;
0.000260;0.675124;-0.312008;-0.363116;0.000007;-0.000003;-0.000004;
0.000270;0.693256;-0.319237;-0.374019;0.000007;-0.000003;-0.000004;
0.000280;0.710932;-0.326190;-0.384743;0.000007;-0.000003;-0.000004;
0.000290;0.728162;-0.332871;-0.395291;0.000007;-0.000003;-0.000004;
0.000300;0.744956;-0.339287;-0.405669;0.000007;-0.000003;-0.000004;
0.000310;0.761326;-0.345446;-0.415880;0.000008;-0.000003;-0.000004;
0.000320;0.777281;-0.351352;-0.425929;0.000008;-0.000004;-0.000004;
0.000330;0.792831;-0.357013;-0.435818;0.000008;-0.000004;-0.000004;
0.000340;0.807986;-0.362434;-0.445552;0.000008;-0.000004;-0.000004;
0.000350;0.822756;-0.367621;-0.455135;0.000008;-0.000004;-0.000005;
0.000360;0.837148;-0.372579;-0.464569;0.000008;-0.000004;-0.000005;
0.000370;0.851174;-0.377315;-0.473859;0.000009;-0.000004;-0.000005;
0.000380;0.864840;-0.381833;-0.483007;0.000009;-0.000004;-0.000005;
0.000390;0.878156;-0.386138;-0.492018;0.000009;-0.000004;-0.000005;
0.000400;0.891130;-0.390236;-0.500893;0.000009;-0.000004;-0.000005;
0.000410;0.903770;-0.394132;-0.509637;0.000009;-0.000004;-0.000005;
0.000420;0.916084;-0.397831;-0.518253;0.000009;-0.000004;-0.000005;
0.000430;0.928080;-0.401337;-0.526743;0.000009;-0.000004;-0.000005;
0.000440;0.939764;-0.404655;-0.535110;0.000009;-0.000004;-0.000005;
0.000450;0.951146;-0.407789;-0.543357;0.000010;-0.000004;-0.000005;
0.000460;0.962231;-0.410745;-0.551486;0.000010;-0.000004;-0.000006;
0.000470;0.973027;-0.413525;-0.559502;0.000010;-0.000004;-0.000006;
0.000480;0.983540;-0.416135;-0.567405;0.000010;-0.000004;-0.000006;
0.000490;0.993777;-0.418578;-0.575199;0.000010;-0.000004;-0.000006;
0.000500;1.003745;-0.420859;-0.582886;0.000010;-0.000004;-0.000006;
0.000510;1.013450;-0.422981;-0.590469;0.000010;-0.000004;-0.000006;
0.000520;1.022898;-0.424948;-0.597950;0.000010;-0.000004;-0.000006;
0.000530;1.032095;-0.426764;-0.605330;0.000010;-0.000004;-0.000006;
0.000540;1.041047;-0.428433;-0.612614;0.000010;-0.000004;-0.000006;
0.000550;1.049759;-0.429957;-0.619802;0.000010;-0.000004;-0.000006;
0.000560;1.058238;-0.431341;-0.626897;0.000011;-0.000004;-0.000006;
0.000570;1.066488;-0.432588;-0.633900;0.000011;-0.000004;-0.000006;
0.000580;1.074515;-0.433700;-0.640815;0.000011;-0.000004;-0.000006;
0.000590;1.082324;-0.434682;-0.647642;0.000011;-0.000004;-0.000006;
0.000600;1.089921;-0.435536;-0.654384;0.000011;-0.000004;-0.000007;
0.000610;1.097309;-0.436266;-0.661043;0.000011;-0.000004;-0.000007;
0.000620;1.104494;-0.436874;-0.667621;0.000011;-0.000004;-0.000007;
0.000630;1.111481;-0.437363;-0.674118;0.000011;-0.000004;-0.000007;
0.000640;1.118274;-0.437736;-0.680538;0.000011;-0.000004;-0.000007;
0.000650;1.124877;-0.437996;-0.686881;0.000011;-0.000004;-0.000007;
0.000660;1.131296;-0.438145;-0.693150;0.000011;-0.000004;-0.000007;
0.000670;1.137533;-0.438187;-0.699346;0.000011;-0.000004;-0.000007;
0.000680;1.143594;-0.438123;-0.705471;0.000011;-0.000004;-0.000007;
0.000690;1.149482;-0.437957;-0.711525;0.000011;-0.000004;-0.000007;
0.000700;1.155201;-0.437689;-0.717511;0.000012;-0.000004;-0.000007;
0.000710;1.160755;-0.437324;-0.723430;0.000012;-0.000004;-0.000007;
0.000720;1.166148;-0.436864;-0.729284;0.000012;-0.000004;-0.000007;
0.000730;1.171383;-0.436309;-0.735074;0.000012;-0.000004;-0.000007;
0.000740;1.176464;-0.435664;-0.740800;0.000012;-0.000004;-0.000007;
0.000750;1.181395;-0.434929;-0.746466;0.000012;-0.000004;-0.000007;
0.000760;1.186178;-0.434107;-0.752071;0.000012;-0.000004;-0.000008;
0.000770;1.190818;-0.433201;-0.757617;0.000012;-0.000004;-0.000008;
0.000780;1.195317;-0.432211;-0.763105;0.000012;-0.000004;-0.000008;
0.000790;1.199678;-0.431141;-0.768537;0.000012;-0.000004;-0.000008;
0.000800;1.203905;-0.429991;-0.773914;0.000012;-0.000004;-0.000008;
0.000810;1.208000;-0.428764;-0.779236;0.000012;-0.000004;-0.000008;
0.000820;1.211967;-0.427462;-0.784505;0.000012;-0.000004;-0.000008;
0.000830;1.215808;-0.426086;-0.789722;0.000012;-0.000004;-0.000008;
0.000840;1.219527;-0.424639;-0.794888;0.000012;-0.000004;-0.000008;
0.000850;1.223124;-0.423121;-0.800004;0.000012;-0.000004;-0.000008;
0.000860;1.226605;-0.421534;-0.805071;0.000012;-0.000004;-0.000008;
0.000870;1.229970;-0.419880;-0.810090;0.000012;-0.000004;-0.000008;
0.000880;1.233223;-0.418161;-0.815061;0.000012;-0.000004;-0.000008;
0.000890;1.236365;-0.416379;-0.819987;0.000012;-0.000004;-0.000008;
0.000900;1.239400;-0.414533;-0.824867;0.000012;-0.000004;-0.000008;
0.000910;1.242330;-0.412627;-0.829703;0.000012;-0.000004;-0.000008;
0.000920;1.245156;-0.410661;-0.834495;0.000012;-0.000004;-0.000008;
0.000930;1.247882;-0.408638;-0.839244;0.000012;-0.000004;-0.000008;
0.000940;1.250509;-0.406557;-0.843952;0.000013;-0.000004;-0.000008;
0.000950;1.253039;-0.404421;-0.848618;0.000013;-0.000004;-0.000008;
0.000960;1.255474;-0.402231;-0.853244;0.000013;-0.000004;-0.000009;
0.000970;1.257817;-0.399988;-0.857830;0.000013;-0.000004;-0.000009;
0.000980;1.260070;-0.397693;-0.862377;0.000013;-0.000004;-0.000009;
0.000990;1.262234;-0.395348;-0.866886;0.000013;-0.000004;-0.000009;
0.001000;1.264311;-0.392953;-0.871357;0.000013;-0.000004;-0.000009;
0.001010;1.266302;-0.390511;-0.875792;0.000013;-0.000004;-0.000009;
0.001020;1.268211;-0.388021;-0.880190;0.000013;-0.000004;-0.000009;
0.001030;1.270038;-0.385486;-0.884553;0.000013;-0.000004;-0.000009;
0.001040;1.271786;-0.382905;-0.888880;0.000013;-0.000004;-0.000009;
0.001050;1.273455;-0.380281;-0.893174;0.000013;-0.000004;-0.000009;
0.001060;1.275047;-0.377614;-0.897434;0.000013;-0.000004;-0.000009;
0.001070;1.276565;-0.374905;-0.901660;0.000013;-0.000004;-0.000009;
0.001080;1.278009;-0.372155;-0.905854;0.000013;-0.000004;-0.000009;
0.001090;1.279381;-0.369365;-0.910016;0.000013;-0.000004;-0.000009;
0.001100;1.280682;-0.366537;-0.914146;0.000013;-0.000004;-0.000009;
0.001110;1.281915;-0.363670;-0.918245;0.000013;-0.000004;-0.000009;
0.001120;1.283079;-0.360766;-0.922313;0.000013;-0.000004;-0.000009;
0.001130;1.284177;-0.357825;-0.926352;0.000013;-0.000004;-0.000009;
0.001140;1.285210;-0.354850;-0.930361;0.000013;-0.000004;-0.000009;
0.001150;1.286180;-0.351839;-0.934341;0.000013;-0.000004;-0.000009;
0.001160;1.287086;-0.348795;-0.938292;0.000013;-0.000003;-0.000009;
0.001170;1.287932;-0.345717;-0.942215;0.000013;-0.000003;-0.000009;
0.001180;1.288717;-0.342607;-0.946110;0.000013;-0.000003;-0.000009;
0.001190;1.289444;-0.339466;-0.949978;0.000013;-0.000003;-0.000009;
0.001200;1.290112;-0.336293;-0.953819;0.000013;-0.000003;-0.000010;
0.001210;1.290724;-0.333091;-0.957633;0.000013;-0.000003;-0.000010;
0.001220;1.291280;-0.329858;-0.961421;0.000013;-0.000003;-0.000010;
0.001230;1.291781;-0.326598;-0.965184;0.000013;-0.000003;-0.000010;
0.001240;1.292229;-0.323309;-0.968921;0.000013;-0.000003;-0.000010;
0.001250;1.292625;-0.319992;-0.972632;0.000013;-0.000003;-0.000010;
0.001260;1.292968;-0.316649;-0.976320;0.000013;-0.000003;-0.000010;
0.001270;1.293262;-0.313279;-0.979982;0.000013;-0.000003;-0.000010;
0.001280;1.293505;-0.309884;-0.983621;0.000013;-0.000003;-0.000010;
0.001290;1.293700;-0.306464;-0.987236;0.000013;-0.000003;-0.000010;
0.001300;1.293847;-0.303019;-0.990827;0.000013;-0.000003;-0.000010;
0.001310;1.293946;-0.299551;-0.994396;0.000013;-0.000003;-0.000010;
0.001320;1.294000;-0.296059;-0.997941;0.000013;-0.000003;-0.000010;
0.001330;1.294008;-0.292544;-1.001464;0.000013;-0.000003;-0.000010;
0.001340;1.293972;-0.289007;-1.004965;0.000013;-0.000003;-0.000010;
0.001350;1.293892;-0.285448;-1.008443;0.000013;-0.000003;-0.000010;
0.001360;1.293768;-0.281868;-1.011900;0.000013;-0.000003;-0.000010;
0.001370;1.293603;-0.278267;-1.015336;0.000013;-0.000003;-0.000010;
0.001380;1.293396;-0.274646;-1.018750;0.000013;-0.000003;-0.000010;
0.001390;1.293148;-0.271005;-1.022143;0.000013;-0.000003;-0.000010;
0.001400;1.292861;-0.267345;-1.025515;0.000013;-0.000003;-0.000010;
0.001410;1.292533;-0.263666;-1.028867;0.000013;-0.000003;-0.000010;
0.001420;1.292167;-0.259968;-1.032199;0.000013;-0.000003;-0.000010;
0.001430;1.291763;-0.256252;-1.035511;0.000013;-0.000003;-0.000010;
0.001440;1.291321;-0.252519;-1.038802;0.000013;-0.000003;-0.000010;
0.001450;1.290842;-0.248768;-1.042074;0.000013;-0.000002;-0.000010;
0.001460;1.290328;-0.245001;-1.045327;0.000013;-0.000002;-0.000010;
0.001470;1.289777;-0.241217;-1.048560;0.000013;-0.000002;-0.000010;
0.001480;1.289191;-0.237417;-1.051774;0.000013;-0.000002;-0.000011;
0.001490;1.288571;-0.233601;-1.054970;0.000013;-0.000002;-0.000011;
0.001500;1.287917;-0.229770;-1.058146;0.000013;-0.000002;-0.000011;
0.001510;1.287229;-0.225924;-1.061304;0.000013;-0.000002;-0.000011;
0.001520;1.286508;-0.222064;-1.064444;0.000013;-0.000002;-0.000011;
0.001530;1.285755;-0.218189;-1.067565;0.000013;-0.000002;-0.000011;
0.001540;1.284969;-0.214301;-1.070669;0.000013;-0.000002;-0.000011;
0.001550;1.284153;-0.210398;-1.073754;0.000013;-0.000002;-0.000011;
0.001560;1.283305;-0.206483;-1.076822;0.000013;-0.000002;-0.000011;
0.001570;1.282427;-0.202554;-1.079872;0.000013;-0.000002;-0.000011;
0.001580;1.281518;-0.198613;-1.082905;0.000013;-0.000002;-0.000011;
0.001590;1.280580;-0.194660;-1.085920;0.000013;-0.000002;-0.000011;
0.001600;1.279613;-0.190694;-1.088919;0.000013;-0.000002;-0.000011;
0.001610;1.278617;-0.186717;-1.091900;0.000013;-0.000002;-0.000011;
0.001620;1.277592;-0.182728;-1.094864;0.000013;-0.000002;-0.000011;
0.001630;1.276540;-0.178728;-1.097811;0.000013;-0.000002;-0.000011;
0.001640;1.275460;-0.174717;-1.100742;0.000013;-0.000002;-0.000011;
0.001650;1.274352;-0.170696;-1.103656;0.000013;-0.000002;-0.000011;
0.001660;1.273218;-0.166664;-1.106554;0.000013;-0.000002;-0.000011;
0.001670;1.272057;-0.162622;-1.109435;0.000013;-0.000002;-0.000011;
0.001680;1.270870;-0.158570;-1.112300;0.000013;-0.000002;-0.000011;
0.001690;1.269658;-0.154508;-1.115149;0.000013;-0.000002;-0.000011;
0.001700;1.268420;-0.150437;-1.117982;0.000013;-0.000002;-0.000011;
0.001710;1.267156;-0.146357;-1.120799;0.000013;-0.000001;-0.000011;
0.001720;1.265868;-0.142268;-1.123600;0.000013;-0.000001;-0.000011;
0.001730;1.264556;-0.138170;-1.126386;0.000013;-0.000001;-0.000011;
0.001740;1.263219;-0.134064;-1.129155;0.000013;-0.000001;-0.000011;
0.001750;1.261859;-0.129949;-1.131910;0.000013;-0.000001;-0.000011;
0.001760;1.260475;-0.125826;-1.134648;0.000013;-0.000001;-0.000011;
0.001770;1.259067;-0.121696;-1.137371;0.000013;-0.000001;-0.000011;
0.001780;1.257637;-0.117558;-1.140079;0.000013;-0.000001;-0.000011;
0.001790;1.256183;-0.113412;-1.142772;0.000013;-0.000001;-0.000011;
0.001800;1.254708;-0.109259;-1.145449;0.000013;-0.000001;-0.000011;
0.001810;1.253210;-0.105099;-1.148111;0.000013;-0.000001;-0.000011;
0.001820;1.251690;-0.100932;-1.150758;0.000013;-0.000001;-0.000012;
0.001830;1.250149;-0.096758;-1.153390;0.000013;-0.000001;-0.000012;
0.001840;1.248586;-0.092578;-1.156008;0.000012;-0.000001;-0.000012;
0.001850;1.247002;-0.088392;-1.158610;0.000012;-0.000001;-0.000012;
0.001860;1.245397;-0.084199;-1.161197;0.000012;-0.000001;-0.000012;
0.001870;1.243771;-0.080001;-1.163770;0.000012;-0.000001;-0.000012;
0.001880;1.242125;-0.075796;-1.166328;0.000012;-0.000001;-0.000012;
0.001890;1.240458;-0.071586;-1.168872;0.000012;-0.000001;-0.000012;
0.001900;1.238771;-0.067371;-1.171401;0.000012;-0.000001;-0.000012;
0.001910;1.237065;-0.063150;-1.173915;0.000012;-0.000001;-0.000012;
0.001920;1.235338;-0.058924;-1.176415;0.000012;-0.000001;-0.000012;
0.001930;1.233593;-0.054693;-1.178900;0.000012;-0.000001;-0.000012;
0.001940;1.231828;-0.050457;-1.181371;0.000012;-0.000001;-0.000012;
0.001950;1.230044;-0.046216;-1.183828;0.000012;-0.000000;-0.000012;
0.001960;1.228241;-0.041971;-1.186270;0.000012;-0.000000;-0.000012;
0.001970;1.226419;-0.037721;-1.188698;0.000012;-0.000000;-0.000012;
0.001980;1.224579;-0.033467;-1.191112;0.000012;-0.000000;-0.000012;
0.001990;1.222720;-0.029209;-1.193511;0.000012;-0.000000;-0.000012;
0.002000;1.220844;-0.024947;-1.195897;0.000012;-0.000000;-0.000012;
0.002010;1.218949;-0.020681;-1.198268;0.000012;-0.000000;-0.000012;
0.002020;1.217037;-0.016411;-1.200625;0.000012;-0.000000;-0.000012;
0.002030;1.215106;-0.012138;-1.202968;0.000012;-0.000000;-0.000012;
0.002040;1.213159;-0.007861;-1.205298;0.000012;-0.000000;-0.000012;
0.002050;1.211194;-0.003581;-1.207613;0.000012;-0.000000;-0.000012;
0.002060;1.209211;0.000703;-1.209914;0.000012;0.000000;-0.000012;
0.002070;1.207212;0.004989;-1.212201;0.000012;0.000000;-0.000012;
0.002080;1.205196;0.009279;-1.214474;0.000012;0.000000;-0.000012;
0.002090;1.203163;0.013571;-1.216734;0.000012;0.000000;-0.000012;
0.002100;1.201113;0.017866;-1.218980;0.000012;0.000000;-0.000012;
0.002110;1.199047;0.022164;-1.221211;0.000012;0.000000;-0.000012;
0.002120;1.196964;0.026465;-1.223429;0.000012;0.000000;-0.000012;
0.002130;1.194866;0.030768;-1.225633;0.000012;0.000000;-0.000012;
0.002140;1.192751;0.035073;-1.227824;0.000012;0.000000;-0.000012;
0.002150;1.190620;0.039380;-1.230000;0.000012;0.000000;-0.000012;
0.002160;1.188474;0.043690;-1.232163;0.000012;0.000000;-0.000012;
0.002170;1.186311;0.048001;-1.234312;0.000012;0.000000;-0.000012;
0.002180;1.184133;0.052314;-1.236448;0.000012;0.000001;-0.000012;
0.002190;1.181940;0.056630;-1.238569;0.000012;0.000001;-0.000012;
0.002200;1.179731;0.060947;-1.240678;0.000012;0.000001;-0.000012;
0.002210;1.177507;0.065265;-1.242772;0.000012;0.000001;-0.000012;
0.002220;1.175268;0.069585;-1.244853;0.000012;0.000001;-0.000012;
0.002230;1.173014;0.073906;-1.246920;0.000012;0.000001;-0.000012;
0.002240;1.170744;0.078229;-1.248974;0.000012;0.000001;-0.000012;
0.002250;1.168460;0.082553;-1.251014;0.000012;0.000001;-0.000013;
0.002260;1.166162;0.086878;-1.253040;0.000012;0.000001;-0.000013;
0.002270;1.163848;0.091204;-1.255053;0.000012;0.000001;-0.000013;
0.002280;1.161521;0.095531;-1.257052;0.000012;0.000001;-0.000013;
0.002290;1.159178;0.099859;-1.259038;0.000012;0.000001;-0.000013;
0.002300;1.156822;0.104188;-1.261010;0.000012;0.000001;-0.000013;
0.002310;1.154451;0.108517;-1.262968;0.000012;0.000001;-0.000013;
0.002320;1.152066;0.112847;-1.264913;0.000012;0.000001;-0.000013;
0.002330;1.149667;0.117178;-1.266845;0.000011;0.000001;-0.000013;
0.002340;1.147254;0.121509;-1.268763;0.000011;0.000001;-0.000013;
0.002350;1.144827;0.125840;-1.270668;0.000011;0.000001;-0.000013;
0.002360;1.142387;0.130172;-1.272558;0.000011;0.000001;-0.000013;
0.002370;1.139932;0.134504;-1.274436;0.000011;0.000001;-0.000013;
0.002380;1.137465;0.138835;-1.276300;0.000011;0.000001;-0.000013;
0.002390;1.134983;0.143167;-1.278150;0.000011;0.000001;-0.000013;
0.002400;1.132488;0.147499;-1.279987;0.000011;0.000001;-0.000013;
0.002410;1.129980;0.151831;-1.281811;0.000011;0.000002;-0.000013;
0.002420;1.127459;0.156162;-1.283621;0.000011;0.000002;-0.000013;
0.002430;1.124924;0.160494;-1.285418;0.000011;0.000002;-0.000013;
0.002440;1.122376;0.164825;-1.287201;0.000011;0.000002;-0.000013;
0.002450;1.119815;0.169155;-1.288970;0.000011;0.000002;-0.000013;
0.002460;1.117241;0.173485;-1.290726;0.000011;0.000002;-0.000013;
0.002470;1.114654;0.177815;-1.292469;0.000011;0.000002;-0.000013;
0.002480;1.112055;0.182144;-1.294198;0.000011;0.000002;-0.000013;
0.002490;1.109442;0.186472;-1.295914;0.000011;0.000002;-0.000013;
0.002500;1.106817;0.190799;-1.297616;0.000011;0.000002;-0.000013;
0.002510;1.104179;0.195126;-1.299305;0.000011;0.000002;-0.000013;
0.002520;1.101529;0.199451;-1.300980;0.000011;0.000002;-0.000013;
0.002530;1.098866;0.203776;-1.302642;0.000011;0.000002;-0.000013;
0.002540;1.096191;0.208099;-1.304290;0.000011;0.000002;-0.000013;
0.002550;1.093503;0.212422;-1.305925;0.000011;0.000002;-0.000013;
0.002560;1.090803;0.216743;-1.307547;0.000011;0.000002;-0.000013;
0.002570;1.088091;0.221063;-1.309154;0.000011;0.000002;-0.000013;
0.002580;1.085367;0.225382;-1.310749;0.000011;0.000002;-0.000013;
0.002590;1.082631;0.229699;-1.312330;0.000011;0.000002;-0.000013;
0.002600;1.079882;0.234015;-1.313897;0.000011;0.000002;-0.000013;
0.002610;1.077122;0.238330;-1.315451;0.000011;0.000002;-0.000013;
0.002620;1.074349;0.242643;-1.316992;0.000011;0.000002;-0.000013;
0.002630;1.071565;0.246954;-1.318519;0.000011;0.000002;-0.000013;
0.002640;1.068769;0.251263;-1.320032;0.000011;0.000003;-0.000013;
0.002650;1.065961;0.255571;-1.321532;0.000011;0.000003;-0.000013;
0.002660;1.063142;0.259877;-1.323019;0.000011;0.000003;-0.000013;
0.002670;1.060310;0.264181;-1.324492;0.000011;0.000003;-0.000013;
0.002680;1.057468;0.268484;-1.325951;0.000011;0.000003;-0.000013;
0.002690;1.054614;0.272784;-1.327397;0.000011;0.000003;-0.000013;
0.002700;1.051748;0.277082;-1.328830;0.000011;0.000003;-0.000013;
0.002710;1.048871;0.281378;-1.330249;0.000010;0.000003;-0.000013;
0.002720;1.045982;0.285672;-1.331654;0.000010;0.000003;-0.000013;
0.002730;1.043082;0.289964;-1.333046;0.000010;0.000003;-0.000013;
0.002740;1.040171;0.294253;-1.334425;0.000010;0.000003;-0.000013;
0.002750;1.037249;0.298540;-1.335789;0.000010;0.000003;-0.000013;
0.002760;1.034316;0.302825;-1.337141;0.000010;0.000003;-0.000013;
0.002770;1.031371;0.307107;-1.338478;0.000010;0.000003;-0.000013;
0.002780;1.028416;0.311387;-1.339803;0.000010;0.000003;-0.000013;
0.002790;1.025449;0.315664;-1.341113;0.000010;0.000003;-0.000013;
0.002800;1.022472;0.319939;-1.342410;0.000010;0.000003;-0.000013;
0.002810;1.019483;0.324211;-1.343694;0.000010;0.000003;-0.000013;
0.002820;1.016484;0.328480;-1.344964;0.000010;0.000003;-0.000013;
0.002830;1.013474;0.332746;-1.346220;0.000010;0.000003;-0.000013;
0.002840;1.010453;0.337010;-1.347463;0.000010;0.000003;-0.000013;
0.002850;1.007422;0.341271;-1.348692;0.000010;0.000003;-0.000013;
0.002860;1.004380;0.345528;-1.349908;0.000010;0.000003;-0.000013;
0.002870;1.001327;0.349783;-1.351110;0.000010;0.000003;-0.000014;
0.002880;0.998264;0.354035;-1.352299;0.000010;0.000004;-0.000014;
0.002890;0.995190;0.358284;-1.353473;0.000010;0.000004;-0.000014;
0.002900;0.992106;0.362529;-1.354635;0.000010;0.000004;-0.000014;
0.002910;0.989011;0.366771;-1.355782;0.000010;0.000004;-0.000014;
0.002920;0.985906;0.371010;-1.356916;0.000010;0.000004;-0.000014;
0.002930;0.982790;0.375246;-1.358037;0.000010;0.000004;-0.000014;
0.002940;0.979665;0.379479;-1.359143;0.000010;0.000004;-0.000014;
0.002950;0.976529;0.383708;-1.360237;0.000010;0.000004;-0.000014;
0.002960;0.973383;0.387933;-1.361316;0.000010;0.000004;-0.000014;
0.002970;0.970226;0.392155;-1.362382;0.000010;0.000004;-0.000014;
0.002980;0.967060;0.396374;-1.363434;0.000010;0.000004;-0.000014;
0.002990;0.963884;0.400589;-1.364473;0.000010;0.000004;-0.000014;
0.003000;0.960697;0.404800;-1.365497;0.000010;0.000004;-0.000014;
0.003010;0.957501;0.409008;-1.366509;0.000010;0.000004;-0.000014;
0.003020;0.954295;0.413212;-1.367506;0.000010;0.000004;-0.000014;
0.003030;0.951078;0.417412;-1.368490;0.000010;0.000004;-0.000014;
0.003040;0.947852;0.421608;-1.369460;0.000009;0.000004;-0.000014;
0.003050;0.944616;0.425800;-1.370417;0.000009;0.000004;-0.000014;
0.003060;0.941371;0.429989;-1.371359;0.000009;0.000004;-0.000014;
0.003070;0.938116;0.434173;-1.372289;0.000009;0.000004;-0.000014;
0.003080;0.934851;0.438353;-1.373204;0.000009;0.000004;-0.000014;
0.003090;0.931576;0.442530;-1.374106;0.000009;0.000004;-0.000014;
0.003100;0.928292;0.446702;-1.374994;0.000009;0.000004;-0.000014;
0.003110;0.924998;0.450870;-1.375868;0.000009;0.000005;-0.000014;
0.003120;0.921695;0.455033;-1.376728;0.000009;0.000005;-0.000014;
0.003130;0.918382;0.459193;-1.377575;0.000009;0.000005;-0.000014;
0.003140;0.915060;0.463348;-1.378408;0.000009;0.000005;-0.000014;
0.003150;0.911729;0.467499;-1.379227;0.000009;0.000005;-0.000014;
0.003160;0.908388;0.471645;-1.380033;0.000009;0.000005;-0.000014;
0.003170;0.905038;0.475787;-1.380825;0.000009;0.000005;-0.000014;
0.003180;0.901678;0.479925;-1.381603;0.000009;0.000005;-0.000014;
0.003190;0.898310;0.484058;-1.382367;0.000009;0.000005;-0.000014;
0.003200;0.894932;0.488186;-1.383118;0.000009;0.000005;-0.000014;
0.003210;0.891545;0.492309;-1.383855;0.000009;0.000005;-0.000014;
0.003220;0.888149;0.496428;-1.384578;0.000009;0.000005;-0.000014;
0.003230;0.884744;0.500543;-1.385287;0.000009;0.000005;-0.000014;
0.003240;0.881330;0.504652;-1.385982;0.000009;0.000005;-0.000014;
0.003250;0.877907;0.508757;-1.386664;0.000009;0.000005;-0.000014;
0.003260;0.874475;0.512857;-1.387332;0.000009;0.000005;-0.000014;
0.003270;0.871034;0.516951;-1.387986;0.000009;0.000005;-0.000014;
0.003280;0.867585;0.521041;-1.388626;0.000009;0.000005;-0.000014;
0.003290;0.864126;0.525126;-1.389253;0.000009;0.000005;-0.000014;
0.003300;0.860659;0.529206;-1.389865;0.000009;0.000005;-0.000014;
0.003310;0.857183;0.533281;-1.390464;0.000009;0.000005;-0.000014;
0.003320;0.853699;0.537351;-1.391049;0.000009;0.000005;-0.000014;
0.003330;0.850205;0.541415;-1.391621;0.000009;0.000005;-0.000014;
0.003340;0.846703;0.545475;-1.392178;0.000008;0.000005;-0.000014;
0.003350;0.843193;0.549529;-1.392722;0.000008;0.000005;-0.000014;
0.003360;0.839674;0.553577;-1.393251;0.000008;0.000006;-0.000014;
0.003370;0.836147;0.557621;-1.393767;0.000008;0.000006;-0.000014;
0.003380;0.832611;0.561659;-1.394270;0.000008;0.000006;-0.000014;
0.003390;0.829066;0.565691;-1.394758;0.000008;0.000006;-0.000014;
0.003400;0.825514;0.569719;-1.395232;0.000008;0.000006;-0.000014;
0.003410;0.821953;0.573740;-1.395693;0.000008;0.000006;-0.000014;
0.003420;0.818383;0.577756;-1.396140;0.000008;0.000006;-0.000014;
0.003430;0.814806;0.581767;-1.396573;0.000008;0.000006;-0.000014;
0.003440;0.811220;0.585772;-1.396992;0.000008;0.000006;-0.000014;
0.003450;0.807626;0.589771;-1.397397;0.000008;0.000006;-0.000014;
0.003460;0.804024;0.593764;-1.397788;0.000008;0.000006;-0.000014;
0.003470;0.800414;0.597752;-1.398166;0.000008;0.000006;-0.000014;
0.003480;0.796796;0.601734;-1.398530;0.000008;0.000006;-0.000014;
0.003490;0.793170;0.605710;-1.398879;0.000008;0.000006;-0.000014;
0.003500;0.789536;0.609680;-1.399215;0.000008;0.000006;-0.000014;
0.003510;0.785894;0.613644;-1.399537;0.000008;0.000006;-0.000014;
0.003520;0.782244;0.617602;-1.399846;0.000008;0.000006;-0.000014;
0.003530;0.778586;0.621554;-1.400140;0.000008;0.000006;-0.000014;
