time;NETWORK__BUS____1_TN_Urms;NETWORK__BUS____4_TN_Urms;NETWORK__BUS____9_TN_Urms;NETWORK__BUS___14_TN_Urms;GEN____1_SM_machine_omegaPu;GEN____1_SM_machine_PGenPu;GEN____2_SM_machine_omegaPu;GEN____8_SM_machine_omegaPu;
0.109400;1.061141;1.028752;1.053039;1.034613;0.999965;0.196057;0.999961;0.999755;
0.109410;1.061138;1.028745;1.053025;1.034624;0.999965;0.196056;0.999960;0.999755;
0.109420;1.061135;1.028738;1.053012;1.034636;0.999965;0.196054;0.999960;0.999755;
0.109430;1.061132;1.028732;1.052999;1.034647;0.999965;0.196053;0.999960;0.999755;
0.109440;1.061129;1.028727;1.052988;1.034658;0.999965;0.196051;0.999960;0.999755;
0.109450;1.061127;1.028723;1.052978;1.034670;0.999965;0.196050;0.999960;0.999755;
0.109460;1.061124;1.028719;1.052968;1.034681;0.999965;0.196048;0.999960;0.999755;
0.109470;1.061122;1.028717;1.052960;1.034692;0.999965;0.196047;0.999960;0.999755;
0.109480;1.061121;1.028716;1.052954;1.034703;0.999965;0.196046;0.999960;0.999755;
0.109490;1.061119;1.028716;1.052948;1.034714;0.999965;0.196045;0.999960;0.999755;
0.109500;1.061118;1.028716;1.052944;1.034725;0.999965;0.196044;0.999960;0.999755;
0.109510;1.061117;1.028718;1.052941;1.034736;0.999965;0.196043;0.999960;0.999755;
0.109520;1.061117;1.028721;1.052939;1.034747;0.999965;0.196041;0.999960;0.999755;
0.109530;1.061117;1.028724;1.052939;1.034757;0.999965;0.196040;0.999960;0.999755;
0.109540;1.061117;1.028728;1.052940;1.034768;0.999965;0.196039;0.999960;0.999755;
0.109550;1.061117;1.028733;1.052943;1.034779;0.999965;0.196039;0.999960;0.999755;
0.109560;1.061118;1.028739;1.052947;1.034790;0.999965;0.196038;0.999960;0.999755;
0.109570;1.061119;1.028746;1.052952;1.034800;0.999965;0.196037;0.999960;0.999755;
0.109580;1.061120;1.028753;1.052958;1.034811;0.999965;0.196036;0.999960;0.999755;
0.109590;1.061122;1.028761;1.052965;1.034821;0.999965;0.196035;0.999960;0.999755;
0.109600;1.061124;1.028769;1.052974;1.034832;0.999965;0.196034;0.999960;0.999755;
0.109610;1.061126;1.028778;1.052983;1.034843;0.999965;0.196033;0.999960;0.999755;
0.109620;1.061129;1.028787;1.052993;1.034853;0.999965;0.196032;0.999960;0.999755;
0.109630;1.061131;1.028796;1.053004;1.034864;0.999965;0.196031;0.999960;0.999755;
0.109640;1.061134;1.028806;1.053016;1.034874;0.999965;0.196030;0.999960;0.999755;
0.109650;1.061137;1.028815;1.053028;1.034885;0.999965;0.196029;0.999960;0.999755;
0.109660;1.061140;1.028825;1.053041;1.034896;0.999965;0.196028;0.999960;0.999755;
0.109670;1.061143;1.028835;1.053055;1.034907;0.999965;0.196027;0.999960;0.999755;
0.109680;1.061147;1.028844;1.053068;1.034918;0.999965;0.196026;0.999960;0.999755;
0.109690;1.061150;1.028854;1.053082;1.034928;0.999965;0.196024;0.999960;0.999755;
0.109700;1.061153;1.028862;1.053095;1.034939;0.999965;0.196023;0.999960;0.999755;
0.109710;1.061156;1.028871;1.053109;1.034951;0.999965;0.196021;0.999960;0.999755;
0.109720;1.061159;1.028879;1.053122;1.034962;0.999965;0.196020;0.999960;0.999755;
0.109730;1.061162;1.028887;1.053135;1.034973;0.999965;0.196018;0.999960;0.999755;
0.109740;1.061165;1.028894;1.053148;1.034984;0.999965;0.196016;0.999960;0.999755;
0.109750;1.061168;1.028900;1.053160;1.034996;0.999965;0.196015;0.999960;0.999755;
0.109760;1.061170;1.028906;1.053171;1.035008;0.999965;0.196013;0.999960;0.999755;
0.109770;1.061173;1.028911;1.053182;1.035019;0.999965;0.196011;0.999960;0.999755;
0.109780;1.061175;1.028915;1.053192;1.035031;0.999965;0.196008;0.999960;0.999755;
0.109790;1.061176;1.028918;1.053201;1.035043;0.999965;0.196006;0.999960;0.999755;
0.109800;1.061178;1.028921;1.053209;1.035055;0.999965;0.196004;0.999960;0.999755;
0.109810;1.061179;1.028922;1.053216;1.035068;0.999965;0.196001;0.999960;0.999755;
0.109820;1.061180;1.028923;1.053221;1.035080;0.999965;0.195999;0.999960;0.999755;
0.109830;1.061181;1.028923;1.053226;1.035092;0.999965;0.195996;0.999960;0.999755;
0.109840;1.061181;1.028921;1.053229;1.035105;0.999965;0.195994;0.999960;0.999755;
0.109850;1.061181;1.028919;1.053232;1.035118;0.999965;0.195991;0.999960;0.999755;
0.109860;1.061181;1.028917;1.053233;1.035131;0.999965;0.195988;0.999960;0.999755;
0.109870;1.061180;1.028913;1.053232;1.035144;0.999965;0.195985;0.999960;0.999755;
0.109880;1.061179;1.028908;1.053231;1.035157;0.999965;0.195982;0.999960;0.999755;
0.109890;1.061178;1.028903;1.053228;1.035170;0.999965;0.195979;0.999960;0.999755;
0.109900;1.061176;1.028897;1.053224;1.035183;0.999965;0.195976;0.999960;0.999755;
0.109910;1.061175;1.028890;1.053219;1.035197;0.999965;0.195973;0.999960;0.999755;
0.109920;1.061173;1.028883;1.053212;1.035210;0.999965;0.195970;0.999960;0.999755;
0.109930;1.061171;1.028875;1.053205;1.035224;0.999965;0.195967;0.999960;0.999755;
0.109940;1.061168;1.028867;1.053197;1.035238;0.999965;0.195964;0.999960;0.999755;
0.109950;1.061166;1.028858;1.053187;1.035252;0.999965;0.195960;0.999960;0.999755;
0.109960;1.061163;1.028848;1.053177;1.035265;0.999965;0.195957;0.999960;0.999755;
0.109970;1.061160;1.028839;1.053166;1.035279;0.999965;0.195954;0.999960;0.999755;
0.109980;1.061157;1.028829;1.053154;1.035293;0.999965;0.195951;0.999960;0.999755;
0.109990;1.061154;1.028819;1.053142;1.035307;0.999965;0.195948;0.999960;0.999755;
0.110000;1.061151;1.028809;1.053129;1.035321;0.999965;0.195945;0.999960;0.999755;
0.110010;1.061148;1.028799;1.053116;1.035335;0.999965;0.195941;0.999960;0.999755;
0.110020;1.061145;1.028790;1.053102;1.035349;0.999965;0.195938;0.999960;0.999755;
0.110030;1.061142;1.028780;1.053088;1.035363;0.999965;0.195935;0.999960;0.999755;
0.110040;1.061139;1.028771;1.053075;1.035377;0.999965;0.195932;0.999960;0.999755;
0.110050;1.061136;1.028762;1.053061;1.035391;0.999965;0.195929;0.999960;0.999755;
0.110060;1.061133;1.028753;1.053047;1.035405;0.999965;0.195927;0.999960;0.999755;
0.110070;1.061130;1.028745;1.053034;1.035419;0.999965;0.195924;0.999960;0.999755;
0.110080;1.061127;1.028738;1.053021;1.035433;0.999965;0.195921;0.999960;0.999755;
0.110090;1.061125;1.028731;1.053009;1.035447;0.999965;0.195918;0.999960;0.999755;
0.110100;1.061122;1.028724;1.052997;1.035461;0.999965;0.195916;0.999960;0.999755;
0.110110;1.061120;1.028719;1.052986;1.035474;0.999965;0.195913;0.999960;0.999755;
0.110120;1.061118;1.028714;1.052976;1.035488;0.999965;0.195910;0.999960;0.999755;
0.110130;1.061117;1.028710;1.052966;1.035502;0.999965;0.195908;0.999960;0.999755;
0.110140;1.061115;1.028707;1.052957;1.035515;0.999965;0.195905;0.999960;0.999755;
0.110150;1.061114;1.028705;1.052950;1.035529;0.999965;0.195903;0.999960;0.999755;
0.110160;1.061113;1.028703;1.052943;1.035542;0.999965;0.195901;0.999960;0.999755;
0.110170;1.061112;1.028703;1.052938;1.035556;0.999965;0.195898;0.999960;0.999755;
0.110180;1.061111;1.028703;1.052934;1.035569;0.999965;0.195896;0.999960;0.999755;
0.110190;1.061111;1.028704;1.052931;1.035582;0.999965;0.195894;0.999960;0.999755;
0.110200;1.061111;1.028706;1.052929;1.035595;0.999965;0.195891;0.999960;0.999755;
0.110210;1.061111;1.028709;1.052929;1.035609;0.999965;0.195889;0.999960;0.999755;
0.110220;1.061111;1.028713;1.052929;1.035622;0.999965;0.195887;0.999960;0.999755;
0.110230;1.061111;1.028718;1.052931;1.035635;0.999965;0.195885;0.999960;0.999755;
0.110240;1.061112;1.028723;1.052935;1.035648;0.999965;0.195882;0.999960;0.999755;
0.110250;1.061113;1.028729;1.052939;1.035661;0.999965;0.195880;0.999960;0.999755;
0.110260;1.061114;1.028736;1.052945;1.035673;0.999965;0.195878;0.999960;0.999755;
0.110270;1.061115;1.028743;1.052951;1.035686;0.999965;0.195876;0.999960;0.999755;
0.110280;1.061116;1.028751;1.052959;1.035699;0.999965;0.195873;0.999960;0.999755;
0.110290;1.061118;1.028760;1.052968;1.035712;0.999965;0.195871;0.999960;0.999755;
0.110300;1.061120;1.028769;1.052978;1.035725;0.999965;0.195869;0.999960;0.999755;
0.110310;1.061121;1.028778;1.052988;1.035738;0.999965;0.195866;0.999960;0.999755;
0.110320;1.061123;1.028787;1.053000;1.035750;0.999965;0.195864;0.999960;0.999755;
0.110330;1.061125;1.028797;1.053012;1.035763;0.999965;0.195862;0.999960;0.999755;
0.110340;1.061127;1.028807;1.053025;1.035776;0.999965;0.195859;0.999960;0.999755;
0.110350;1.061129;1.028817;1.053038;1.035789;0.999965;0.195857;0.999960;0.999755;
0.110360;1.061131;1.028827;1.053051;1.035802;0.999965;0.195854;0.999960;0.999755;
0.110370;1.061134;1.028837;1.053065;1.035815;0.999965;0.195851;0.999960;0.999755;
0.110380;1.061136;1.028846;1.053079;1.035828;0.999965;0.195849;0.999960;0.999755;
0.110390;1.061138;1.028856;1.053094;1.035841;0.999965;0.195846;0.999960;0.999755;
0.110400;1.061140;1.028865;1.053108;1.035854;0.999965;0.195843;0.999960;0.999755;
0.110410;1.061142;1.028874;1.053122;1.035867;0.999965;0.195840;0.999960;0.999755;
0.110420;1.061145;1.028882;1.053136;1.035881;0.999965;0.195837;0.999960;0.999755;
0.110430;1.061147;1.028890;1.053149;1.035894;0.999965;0.195834;0.999960;0.999755;
0.110440;1.061149;1.028897;1.053162;1.035908;0.999965;0.195831;0.999960;0.999755;
0.110450;1.061151;1.028904;1.053175;1.035921;0.999965;0.195828;0.999960;0.999755;
0.110460;1.061152;1.028910;1.053187;1.035935;0.999965;0.195825;0.999960;0.999755;
0.110470;1.061154;1.028915;1.053198;1.035949;0.999965;0.195822;0.999960;0.999755;
0.110480;1.061156;1.028919;1.053208;1.035963;0.999965;0.195819;0.999960;0.999755;
0.110490;1.061157;1.028923;1.053218;1.035977;0.999965;0.195815;0.999960;0.999755;
0.110500;1.061159;1.028926;1.053226;1.035991;0.999965;0.195812;0.999960;0.999755;
0.110510;1.061160;1.028928;1.053234;1.036005;0.999965;0.195808;0.999960;0.999755;
0.110520;1.061161;1.028929;1.053240;1.036019;0.999965;0.195805;0.999960;0.999756;
0.110530;1.061161;1.028930;1.053246;1.036034;0.999965;0.195801;0.999960;0.999756;
0.110540;1.061162;1.028930;1.053250;1.036048;0.999965;0.195797;0.999960;0.999756;
0.110550;1.061162;1.028929;1.053254;1.036063;0.999965;0.195794;0.999960;0.999756;
0.110560;1.061163;1.028927;1.053256;1.036078;0.999965;0.195790;0.999960;0.999756;
0.110570;1.061163;1.028924;1.053257;1.036093;0.999965;0.195786;0.999960;0.999756;
0.110580;1.061162;1.028921;1.053257;1.036108;0.999965;0.195782;0.999960;0.999756;
0.110590;1.061162;1.028917;1.053255;1.036123;0.999965;0.195778;0.999960;0.999756;
0.110600;1.061161;1.028912;1.053253;1.036138;0.999965;0.195774;0.999960;0.999756;
0.110610;1.061160;1.028907;1.053250;1.036154;0.999965;0.195770;0.999960;0.999756;
0.110620;1.061159;1.028901;1.053245;1.036169;0.999965;0.195766;0.999960;0.999756;
0.110630;1.061158;1.028895;1.053240;1.036184;0.999965;0.195762;0.999960;0.999756;
0.110640;1.061156;1.028888;1.053234;1.036200;0.999965;0.195758;0.999960;0.999756;
0.110650;1.061155;1.028881;1.053227;1.036215;0.999965;0.195754;0.999960;0.999756;
0.110660;1.061153;1.028874;1.053219;1.036231;0.999965;0.195750;0.999959;0.999756;
0.110670;1.061151;1.028867;1.053211;1.036247;0.999965;0.195746;0.999959;0.999756;
0.110680;1.061148;1.028859;1.053202;1.036262;0.999965;0.195742;0.999959;0.999756;
0.110690;1.061146;1.028851;1.053192;1.036278;0.999965;0.195738;0.999959;0.999756;
0.110700;1.061143;1.028844;1.053182;1.036294;0.999965;0.195733;0.999959;0.999756;
0.110710;1.061141;1.028836;1.053172;1.036309;0.999965;0.195729;0.999959;0.999756;
0.110720;1.061138;1.028829;1.053161;1.036325;0.999965;0.195725;0.999959;0.999756;
0.110730;1.061135;1.028821;1.053151;1.036341;0.999965;0.195721;0.999959;0.999756;
0.110740;1.061133;1.028814;1.053140;1.036356;0.999965;0.195717;0.999959;0.999756;
0.110750;1.061130;1.028808;1.053130;1.036372;0.999965;0.195713;0.999959;0.999756;
0.110760;1.061127;1.028802;1.053119;1.036388;0.999965;0.195709;0.999959;0.999756;
0.110770;1.061125;1.028796;1.053110;1.036403;0.999965;0.195705;0.999959;0.999756;
0.110780;1.061122;1.028791;1.053100;1.036419;0.999965;0.195701;0.999959;0.999756;
0.110790;1.061119;1.028786;1.053091;1.036434;0.999965;0.195697;0.999959;0.999756;
0.110800;1.061117;1.028782;1.053082;1.036450;0.999965;0.195694;0.999959;0.999756;
0.110810;1.061115;1.028779;1.053075;1.036465;0.999965;0.195690;0.999959;0.999756;
0.110820;1.061113;1.028776;1.053068;1.036480;0.999965;0.195686;0.999959;0.999757;
0.110830;1.061111;1.028774;1.053061;1.036496;0.999965;0.195683;0.999959;0.999757;
0.110840;1.061109;1.028773;1.053056;1.036511;0.999965;0.195679;0.999959;0.999757;
0.110850;1.061108;1.028773;1.053051;1.036526;0.999965;0.195675;0.999959;0.999757;
0.110860;1.061107;1.028774;1.053048;1.036541;0.999964;0.195672;0.999959;0.999757;
0.110870;1.061106;1.028775;1.053046;1.036556;0.999964;0.195668;0.999959;0.999757;
0.110880;1.061105;1.028777;1.053044;1.036571;0.999964;0.195665;0.999959;0.999757;
0.110890;1.061104;1.028780;1.053044;1.036586;0.999964;0.195662;0.999959;0.999757;
0.110900;1.061104;1.028783;1.053045;1.036601;0.999964;0.195658;0.999959;0.999757;
0.110910;1.061104;1.028788;1.053047;1.036615;0.999964;0.195655;0.999959;0.999757;
0.110920;1.061105;1.028793;1.053050;1.036630;0.999964;0.195652;0.999959;0.999757;
0.110930;1.061105;1.028799;1.053054;1.036645;0.999964;0.195648;0.999959;0.999757;
0.110940;1.061106;1.028805;1.053059;1.036659;0.999964;0.195645;0.999959;0.999757;
0.110950;1.061107;1.028812;1.053066;1.036674;0.999964;0.195642;0.999959;0.999757;
0.110960;1.061109;1.028820;1.053073;1.036688;0.999964;0.195638;0.999959;0.999757;
0.110970;1.061110;1.028828;1.053081;1.036703;0.999964;0.195635;0.999959;0.999757;
0.110980;1.061112;1.028837;1.053091;1.036717;0.999964;0.195632;0.999959;0.999757;
0.110990;1.061114;1.028845;1.053101;1.036732;0.999964;0.195629;0.999959;0.999757;
0.111000;1.061116;1.028855;1.053112;1.036746;0.999964;0.195625;0.999959;0.999757;
0.111010;1.061118;1.028864;1.053123;1.036760;0.999964;0.195622;0.999959;0.999757;
0.111020;1.061121;1.028874;1.053136;1.036775;0.999964;0.195619;0.999959;0.999757;
0.111030;1.061123;1.028884;1.053149;1.036789;0.999964;0.195615;0.999959;0.999757;
0.111040;1.061125;1.028894;1.053162;1.036803;0.999964;0.195612;0.999959;0.999758;
0.111050;1.061128;1.028904;1.053176;1.036818;0.999964;0.195608;0.999959;0.999758;
0.111060;1.061130;1.028914;1.053190;1.036832;0.999964;0.195605;0.999959;0.999758;
0.111070;1.061133;1.028923;1.053204;1.036847;0.999964;0.195601;0.999959;0.999758;
0.111080;1.061135;1.028933;1.053218;1.036861;0.999964;0.195597;0.999959;0.999758;
0.111090;1.061138;1.028942;1.053233;1.036876;0.999964;0.195593;0.999959;0.999758;
0.111100;1.061140;1.028951;1.053247;1.036891;0.999964;0.195590;0.999959;0.999758;
0.111110;1.061142;1.028960;1.053261;1.036905;0.999964;0.195586;0.999959;0.999758;
0.111120;1.061145;1.028968;1.053275;1.036920;0.999964;0.195582;0.999959;0.999758;
0.111130;1.061146;1.028976;1.053289;1.036935;0.999964;0.195578;0.999959;0.999758;
0.111140;1.061148;1.028983;1.053302;1.036950;0.999964;0.195574;0.999959;0.999758;
0.111150;1.061150;1.028989;1.053314;1.036965;0.999964;0.195569;0.999959;0.999758;
0.111160;1.061151;1.028995;1.053326;1.036980;0.999964;0.195565;0.999959;0.999758;
0.111170;1.061153;1.029000;1.053337;1.036995;0.999964;0.195561;0.999959;0.999758;
0.111180;1.061154;1.029005;1.053348;1.037011;0.999964;0.195556;0.999959;0.999758;
0.111190;1.061155;1.029009;1.053357;1.037026;0.999964;0.195552;0.999959;0.999758;
0.111200;1.061155;1.029012;1.053366;1.037042;0.999964;0.195547;0.999959;0.999758;
0.111210;1.061156;1.029015;1.053374;1.037057;0.999964;0.195543;0.999959;0.999758;
0.111220;1.061156;1.029016;1.053381;1.037073;0.999964;0.195538;0.999959;0.999758;
0.111230;1.061156;1.029018;1.053387;1.037089;0.999964;0.195533;0.999959;0.999759;
0.111240;1.061156;1.029018;1.053392;1.037104;0.999964;0.195529;0.999959;0.999759;
0.111250;1.061156;1.029018;1.053396;1.037120;0.999964;0.195524;0.999959;0.999759;
0.111260;1.061155;1.029017;1.053400;1.037136;0.999964;0.195519;0.999959;0.999759;
0.111270;1.061155;1.029015;1.053402;1.037153;0.999964;0.195514;0.999959;0.999759;
0.111280;1.061154;1.029013;1.053403;1.037169;0.999964;0.195509;0.999959;0.999759;
0.111290;1.061153;1.029011;1.053403;1.037185;0.999964;0.195505;0.999959;0.999759;
0.111300;1.061152;1.029007;1.053402;1.037201;0.999964;0.195500;0.999959;0.999759;
0.111310;1.061150;1.029004;1.053400;1.037218;0.999964;0.195495;0.999959;0.999759;
0.111320;1.061149;1.029000;1.053398;1.037234;0.999964;0.195490;0.999959;0.999759;
0.111330;1.061147;1.028995;1.053395;1.037251;0.999964;0.195485;0.999959;0.999759;
0.111340;1.061146;1.028990;1.053391;1.037267;0.999964;0.195480;0.999959;0.999759;
0.111350;1.061144;1.028986;1.053386;1.037284;0.999964;0.195475;0.999959;0.999759;
0.111360;1.061142;1.028980;1.053381;1.037300;0.999964;0.195470;0.999959;0.999759;
0.111370;1.061141;1.028975;1.053375;1.037317;0.999964;0.195465;0.999959;0.999759;
0.111380;1.061139;1.028970;1.053368;1.037334;0.999964;0.195461;0.999959;0.999759;
0.111390;1.061137;1.028964;1.053362;1.037350;0.999964;0.195456;0.999959;0.999760;
0.111400;1.061135;1.028959;1.053355;1.037367;0.999964;0.195451;0.999959;0.999760;
0.111410;1.061133;1.028954;1.053348;1.037384;0.999964;0.195446;0.999959;0.999760;
0.111420;1.061131;1.028949;1.053340;1.037400;0.999964;0.195441;0.999959;0.999760;
0.111430;1.061130;1.028944;1.053333;1.037417;0.999964;0.195437;0.999959;0.999760;
0.111440;1.061128;1.028940;1.053326;1.037434;0.999964;0.195432;0.999959;0.999760;
0.111450;1.061126;1.028936;1.053319;1.037450;0.999964;0.195427;0.999959;0.999760;
0.111460;1.061124;1.028932;1.053312;1.037467;0.999964;0.195423;0.999959;0.999760;
0.111470;1.061123;1.028929;1.053306;1.037483;0.999964;0.195418;0.999959;0.999760;
0.111480;1.061121;1.028926;1.053300;1.037500;0.999964;0.195414;0.999959;0.999760;
0.111490;1.061120;1.028924;1.053294;1.037516;0.999964;0.195409;0.999959;0.999760;
0.111500;1.061119;1.028923;1.053289;1.037532;0.999964;0.195405;0.999959;0.999760;
0.111510;1.061118;1.028922;1.053285;1.037548;0.999964;0.195400;0.999959;0.999760;
0.111520;1.061117;1.028921;1.053282;1.037565;0.999964;0.195396;0.999959;0.999760;
0.111530;1.061116;1.028922;1.053279;1.037581;0.999964;0.195391;0.999959;0.999760;
0.111540;1.061115;1.028923;1.053277;1.037597;0.999964;0.195387;0.999959;0.999761;
0.111550;1.061114;1.028924;1.053276;1.037613;0.999964;0.195383;0.999959;0.999761;
0.111560;1.061114;1.028927;1.053275;1.037629;0.999964;0.195378;0.999959;0.999761;
0.111570;1.061114;1.028930;1.053276;1.037644;0.999964;0.195374;0.999959;0.999761;
0.111580;1.061113;1.028934;1.053278;1.037660;0.999964;0.195370;0.999959;0.999761;
0.111590;1.061113;1.028938;1.053280;1.037676;0.999964;0.195365;0.999959;0.999761;
0.111600;1.061114;1.028943;1.053284;1.037692;0.999964;0.195361;0.999959;0.999761;
0.111610;1.061114;1.028949;1.053288;1.037707;0.999964;0.195357;0.999959;0.999761;
0.111620;1.061114;1.028955;1.053294;1.037723;0.999964;0.195353;0.999959;0.999761;
0.111630;1.061115;1.028962;1.053300;1.037738;0.999964;0.195348;0.999959;0.999761;
0.111640;1.061116;1.028969;1.053308;1.037754;0.999964;0.195344;0.999959;0.999761;
0.111650;1.061117;1.028977;1.053316;1.037769;0.999964;0.195340;0.999959;0.999761;
0.111660;1.061118;1.028985;1.053325;1.037784;0.999964;0.195336;0.999959;0.999761;
0.111670;1.061119;1.028994;1.053335;1.037800;0.999964;0.195331;0.999959;0.999762;
0.111680;1.061120;1.029003;1.053345;1.037815;0.999964;0.195327;0.999959;0.999762;
0.111690;1.061122;1.029012;1.053357;1.037830;0.999964;0.195323;0.999959;0.999762;
0.111700;1.061124;1.029021;1.053369;1.037845;0.999964;0.195318;0.999959;0.999762;
0.111710;1.061125;1.029031;1.053381;1.037861;0.999964;0.195314;0.999959;0.999762;
0.111720;1.061127;1.029040;1.053394;1.037876;0.999964;0.195310;0.999959;0.999762;
0.111730;1.061129;1.029050;1.053408;1.037891;0.999964;0.195305;0.999959;0.999762;
0.111740;1.061131;1.029060;1.053421;1.037906;0.999964;0.195301;0.999959;0.999762;
0.111750;1.061133;1.029070;1.053435;1.037922;0.999964;0.195296;0.999959;0.999762;
0.111760;1.061135;1.029079;1.053450;1.037937;0.999964;0.195292;0.999959;0.999762;
0.111770;1.061137;1.029089;1.053464;1.037952;0.999964;0.195287;0.999959;0.999762;
0.111780;1.061138;1.029098;1.053478;1.037968;0.999964;0.195283;0.999959;0.999762;
0.111790;1.061140;1.029107;1.053492;1.037983;0.999964;0.195278;0.999959;0.999762;
0.111800;1.061142;1.029115;1.053506;1.037998;0.999964;0.195273;0.999959;0.999763;
0.111810;1.061144;1.029123;1.053520;1.038014;0.999964;0.195269;0.999959;0.999763;
0.111820;1.061146;1.029131;1.053534;1.038029;0.999964;0.195264;0.999959;0.999763;
0.111830;1.061148;1.029138;1.053547;1.038045;0.999964;0.195259;0.999959;0.999763;
0.111840;1.061149;1.029145;1.053559;1.038061;0.999964;0.195254;0.999959;0.999763;
0.111850;1.061151;1.029151;1.053572;1.038076;0.999964;0.195249;0.999959;0.999763;
0.111860;1.061152;1.029157;1.053583;1.038092;0.999964;0.195244;0.999959;0.999763;
0.111870;1.061153;1.029162;1.053594;1.038108;0.999964;0.195239;0.999959;0.999763;
0.111880;1.061155;1.029166;1.053604;1.038124;0.999964;0.195234;0.999959;0.999763;
0.111890;1.061155;1.029170;1.053614;1.038140;0.999964;0.195229;0.999959;0.999763;
0.111900;1.061156;1.029174;1.053622;1.038156;0.999964;0.195224;0.999959;0.999763;
0.111910;1.061157;1.029176;1.053630;1.038172;0.999964;0.195218;0.999959;0.999763;
0.111920;1.061157;1.029178;1.053637;1.038189;0.999964;0.195213;0.999959;0.999764;
0.111930;1.061158;1.029180;1.053643;1.038205;0.999964;0.195208;0.999959;0.999764;
0.111940;1.061158;1.029181;1.053649;1.038221;0.999964;0.195202;0.999959;0.999764;
0.111950;1.061157;1.029181;1.053653;1.038238;0.999964;0.195197;0.999959;0.999764;
0.111960;1.061157;1.029181;1.053657;1.038254;0.999964;0.195192;0.999959;0.999764;
0.111970;1.061157;1.029181;1.053660;1.038271;0.999964;0.195186;0.999959;0.999764;
0.111980;1.061156;1.029180;1.053662;1.038287;0.999964;0.195181;0.999959;0.999764;
0.111990;1.061155;1.029178;1.053663;1.038304;0.999964;0.195175;0.999959;0.999764;
0.112000;1.061154;1.029176;1.053663;1.038321;0.999964;0.195170;0.999959;0.999764;
0.112010;1.061153;1.029174;1.053663;1.038338;0.999964;0.195164;0.999959;0.999764;
0.112020;1.061152;1.029172;1.053662;1.038354;0.999964;0.195159;0.999959;0.999764;
0.112030;1.061151;1.029169;1.053661;1.038371;0.999964;0.195153;0.999959;0.999765;
0.112040;1.061149;1.029166;1.053659;1.038388;0.999964;0.195148;0.999959;0.999765;
0.112050;1.061147;1.029163;1.053656;1.038405;0.999964;0.195142;0.999959;0.999765;
0.112060;1.061146;1.029160;1.053653;1.038422;0.999964;0.195137;0.999959;0.999765;
0.112070;1.061144;1.029157;1.053650;1.038439;0.999964;0.195131;0.999959;0.999765;
0.112080;1.061142;1.029154;1.053646;1.038455;0.999964;0.195126;0.999959;0.999765;
0.112090;1.061141;1.029150;1.053642;1.038472;0.999964;0.195120;0.999959;0.999765;
0.112100;1.061139;1.029148;1.053638;1.038489;0.999964;0.195115;0.999959;0.999765;
0.112110;1.061137;1.029145;1.053634;1.038506;0.999964;0.195110;0.999959;0.999765;
0.112120;1.061135;1.029142;1.053630;1.038523;0.999964;0.195104;0.999959;0.999765;
0.112130;1.061134;1.029140;1.053626;1.038539;0.999964;0.195099;0.999959;0.999765;
0.112140;1.061132;1.029138;1.053622;1.038556;0.999964;0.195094;0.999959;0.999766;
0.112150;1.061131;1.029137;1.053619;1.038573;0.999964;0.195088;0.999959;0.999766;
0.112160;1.061129;1.029136;1.053616;1.038589;0.999964;0.195083;0.999959;0.999766;
0.112170;1.061128;1.029135;1.053613;1.038606;0.999964;0.195078;0.999959;0.999766;
0.112180;1.061127;1.029135;1.053610;1.038622;0.999964;0.195073;0.999959;0.999766;
0.112190;1.061126;1.029136;1.053608;1.038639;0.999964;0.195068;0.999959;0.999766;
0.112200;1.061125;1.029137;1.053607;1.038655;0.999964;0.195063;0.999959;0.999766;
0.112210;1.061124;1.029138;1.053606;1.038672;0.999964;0.195058;0.999959;0.999766;
0.112220;1.061124;1.029140;1.053606;1.038688;0.999964;0.195053;0.999959;0.999766;
0.112230;1.061123;1.029143;1.053607;1.038704;0.999964;0.195048;0.999959;0.999766;
0.112240;1.061123;1.029146;1.053609;1.038720;0.999964;0.195043;0.999959;0.999766;
0.112250;1.061123;1.029150;1.053611;1.038736;0.999964;0.195038;0.999959;0.999767;
0.112260;1.061123;1.029154;1.053614;1.038752;0.999964;0.195033;0.999959;0.999767;
0.112270;1.061124;1.029159;1.053618;1.038768;0.999964;0.195029;0.999959;0.999767;
0.112280;1.061124;1.029164;1.053622;1.038784;0.999964;0.195024;0.999959;0.999767;
0.112290;1.061125;1.029170;1.053628;1.038800;0.999964;0.195019;0.999960;0.999767;
0.112300;1.061126;1.029177;1.053634;1.038815;0.999964;0.195014;0.999960;0.999767;
0.112310;1.061127;1.029184;1.053641;1.038831;0.999964;0.195009;0.999960;0.999767;
0.112320;1.061128;1.029191;1.053649;1.038847;0.999964;0.195005;0.999960;0.999767;
0.112330;1.061129;1.029199;1.053658;1.038862;0.999964;0.195000;0.999960;0.999767;
0.112340;1.061131;1.029207;1.053667;1.038878;0.999964;0.194995;0.999960;0.999767;
0.112350;1.061132;1.029216;1.053677;1.038893;0.999964;0.194990;0.999960;0.999768;
0.112360;1.061134;1.029225;1.053688;1.038909;0.999964;0.194985;0.999960;0.999768;
0.112370;1.061136;1.029234;1.053699;1.038924;0.999964;0.194981;0.999960;0.999768;
0.112380;1.061137;1.029243;1.053711;1.038940;0.999964;0.194976;0.999960;0.999768;
0.112390;1.061139;1.029252;1.053724;1.038955;0.999964;0.194971;0.999960;0.999768;
0.112400;1.061141;1.029262;1.053736;1.038970;0.999964;0.194966;0.999960;0.999768;
