time;SM_generator_omegaPu;SM_generator_PGenPu;SM_generator_UPu;SM_generator_efdPu;SM_generator_UStatorPu;SM_compensator_VcPu;
4.658831;1.000936;19.544706;1.013346;2.361434;1.013346;1.013347;
4.660879;1.000941;19.553874;1.013243;2.357702;1.013243;1.013243;
4.664975;1.000952;19.572271;1.013032;2.350381;1.013032;1.013032;
4.673167;1.000973;19.609262;1.012597;2.336303;1.012597;1.012597;
4.677263;1.000982;19.627848;1.012372;2.329533;1.012372;1.012372;
4.679311;1.000987;19.637160;1.012257;2.326222;1.012257;1.012257;
4.683407;1.000996;19.655813;1.012025;2.319750;1.012025;1.012025;
4.691599;1.001012;19.693198;1.011548;2.307385;1.011548;1.011548;
4.695695;1.001019;19.711922;1.011304;2.301481;1.011304;1.011304;
4.697743;1.001023;19.721289;1.011180;2.298604;1.011180;1.011180;
4.701839;1.001029;19.740022;1.010929;2.293002;1.010929;1.010929;
4.710031;1.001041;19.777453;1.010417;2.282381;1.010417;1.010417;
4.714127;1.001046;19.796142;1.010155;2.277351;1.010155;1.010155;
4.716175;1.001048;19.805478;1.010023;2.274910;1.010023;1.010023;
4.720271;1.001052;19.824120;1.009756;2.270180;1.009756;1.009756;
4.728463;1.001060;19.861262;1.009214;2.261292;1.009214;1.009214;
4.732559;1.001062;19.879753;1.008939;2.257124;1.008939;1.008939;
4.734607;1.001064;19.888975;1.008800;2.255112;1.008800;1.008800;
4.738703;1.001066;19.907366;1.008521;2.251234;1.008521;1.008521;
4.746895;1.001069;19.943899;1.007955;2.244032;1.007955;1.007955;
4.750991;1.001069;19.962034;1.007669;2.240695;1.007669;1.007670;
4.753039;1.001069;19.971066;1.007525;2.239096;1.007525;1.007526;
4.757135;1.001069;19.989051;1.007236;2.236035;1.007236;1.007236;
4.765327;1.001068;20.024676;1.006653;2.230436;1.006653;1.006653;
4.769423;1.001066;20.042309;1.006359;2.227885;1.006359;1.006360;
4.771471;1.001065;20.051078;1.006212;2.226674;1.006212;1.006212;
4.775567;1.001063;20.068514;1.005916;2.224381;1.005916;1.005916;
4.783759;1.001057;20.102949;1.005322;2.220277;1.005322;1.005322;
4.800143;1.001041;20.169862;1.004126;2.213873;1.004126;1.004126;
4.808335;1.001029;20.202299;1.003525;2.211557;1.003525;1.003525;
4.824719;1.001002;20.264800;1.002328;2.208481;1.002328;1.002328;
4.832911;1.000986;20.294839;1.001731;2.207710;1.001731;1.001731;
4.849295;1.000950;20.352184;1.000552;2.207474;1.000552;1.000552;
4.857487;1.000929;20.379471;0.999969;2.207998;0.999969;0.999969;
4.873871;1.000884;20.431003;0.998825;2.210101;0.998825;0.998825;
4.882063;1.000859;20.455236;0.998265;2.211670;0.998265;0.998265;
4.898447;1.000806;20.500401;0.997175;2.215631;0.997175;0.997175;
4.906639;1.000777;20.521327;0.996645;2.218015;0.996645;0.996645;
4.923023;1.000718;20.559676;0.995623;2.223411;0.995623;0.995623;
4.931215;1.000686;20.577097;0.995132;2.226416;0.995132;0.995132;
4.947599;1.000621;20.608288;0.994192;2.232902;0.994192;0.994192;
4.955791;1.000587;20.622058;0.993744;2.236380;0.993744;0.993744;
4.972175;1.000517;20.645848;0.992898;2.243708;0.992898;0.992898;
5.004943;1.000372;20.678309;0.991417;2.259756;0.991417;0.991418;
5.021327;1.000297;20.687029;0.990785;2.268528;0.990785;0.990785;
5.029519;1.000260;20.689514;0.990498;2.273087;0.990498;0.990498;
5.045903;1.000184;20.690744;0.989982;2.282493;0.989982;0.989982;
5.054095;1.000146;20.689503;0.989754;2.287348;0.989754;0.989754;
5.058191;1.000127;20.688422;0.989648;2.289820;0.989648;0.989648;
5.066383;1.000089;20.685351;0.989450;2.294865;0.989450;0.989450;
5.070479;1.000071;20.683363;0.989359;2.297418;0.989359;0.989359;
5.078671;1.000033;20.678493;0.989192;2.302609;0.989192;0.989192;
5.095055;0.999959;20.665259;0.988919;2.313430;0.988919;0.988919;
5.103247;0.999923;20.656915;0.988813;2.319068;0.988813;0.988813;
5.107343;0.999905;20.652318;0.988768;2.321960;0.988768;0.988768;
5.109391;0.999896;20.649915;0.988747;2.323420;0.988747;0.988747;
5.113487;0.999878;20.644903;0.988710;2.326376;0.988710;0.988710;
5.121679;0.999843;20.634070;0.988650;2.332422;0.988650;0.988650;
5.138063;0.999774;20.609285;0.988590;2.345136;0.988590;0.988590;
5.140111;0.999766;20.605894;0.988588;2.346782;0.988588;0.988588;
5.144207;0.999749;20.598925;0.988588;2.350125;0.988588;0.988588;
5.146255;0.999741;20.595347;0.988590;2.351813;0.988590;0.988590;
5.150351;0.999725;20.588008;0.988598;2.355228;0.988598;0.988598;
5.158543;0.999693;20.572622;0.988627;2.362224;0.988627;0.988627;
5.162639;0.999677;20.564576;0.988649;2.365811;0.988649;0.988649;
5.164687;0.999669;20.560467;0.988662;2.367625;0.988662;0.988662;
5.168783;0.999654;20.552082;0.988691;2.371301;0.988691;0.988691;
5.170831;0.999646;20.547805;0.988708;2.373157;0.988708;0.988708;
5.174927;0.999631;20.539090;0.988744;2.376916;0.988744;0.988744;
5.183119;0.999602;20.521028;0.988831;2.384591;0.988831;0.988831;
5.187215;0.999587;20.511686;0.988881;2.388518;0.988881;0.988881;
5.189263;0.999580;20.506938;0.988908;2.390501;0.988908;0.988908;
5.193359;0.999566;20.497296;0.988965;2.394516;0.988965;0.988965;
5.195407;0.999559;20.492402;0.988995;2.396540;0.988995;0.988995;
5.199503;0.999546;20.482473;0.989059;2.400634;0.989059;0.989059;
5.207695;0.999519;20.462072;0.989200;2.408965;0.989200;0.989200;
5.211791;0.999506;20.451604;0.989277;2.413214;0.989277;0.989276;
5.213839;0.999500;20.446305;0.989317;2.415358;0.989317;0.989317;
5.217935;0.999488;20.435583;0.989400;2.419687;0.989400;0.989400;
5.226127;0.999464;20.413667;0.989579;2.428469;0.989579;0.989579;
5.230223;0.999453;20.402478;0.989675;2.432935;0.989675;0.989675;
5.232271;0.999447;20.396827;0.989724;2.435184;0.989724;0.989724;
5.236367;0.999436;20.385420;0.989826;2.439721;0.989826;0.989826;
5.244559;0.999415;20.362208;0.990041;2.448896;0.990041;0.990041;
5.248655;0.999405;20.350408;0.990155;2.453547;0.990155;0.990154;
5.250703;0.999400;20.344461;0.990213;2.455886;0.990213;0.990213;
5.254799;0.999390;20.332482;0.990332;2.460596;0.990332;0.990331;
5.262991;0.999372;20.308203;0.990580;2.470092;0.990580;0.990580;
5.267087;0.999363;20.295908;0.990710;2.474890;0.990710;0.990710;
5.269135;0.999359;20.289724;0.990776;2.477299;0.990776;0.990776;
5.273231;0.999351;20.277290;0.990911;2.482142;0.990911;0.990910;
5.281423;0.999335;20.252180;0.991190;2.491870;0.991190;0.991190;
5.285519;0.999328;20.239510;0.991334;2.496770;0.991334;0.991334;
5.287567;0.999325;20.233149;0.991408;2.499225;0.991408;0.991408;
5.291663;0.999318;20.220380;0.991557;2.504153;0.991557;0.991557;
5.299855;0.999306;20.194682;0.991864;2.514014;0.991864;0.991864;
5.303951;0.999300;20.181759;0.992022;2.518963;0.992022;0.992021;
5.305999;0.999298;20.175281;0.992102;2.521438;0.992102;0.992102;
5.310095;0.999293;20.162300;0.992264;2.526395;0.992264;0.992263;
5.318287;0.999283;20.136260;0.992595;2.536276;0.992595;0.992595;
5.322383;0.999279;20.123207;0.992765;2.541215;0.992765;0.992764;
5.324431;0.999277;20.116675;0.992850;2.543680;0.992850;0.992850;
5.328527;0.999274;20.103605;0.993023;2.548606;0.993023;0.993023;
5.336719;0.999268;20.077471;0.993376;2.558384;0.993376;0.993376;
5.340815;0.999265;20.064412;0.993556;2.563249;0.993556;0.993556;
5.342863;0.999264;20.057886;0.993646;2.565672;0.993646;0.993646;
5.346959;0.999262;20.044851;0.993829;2.570502;0.993829;0.993829;
5.355151;0.999259;20.018868;0.994200;2.580043;0.994200;0.994200;
5.359247;0.999258;20.005926;0.994387;2.584767;0.994387;0.994387;
5.361295;0.999258;19.999469;0.994482;2.587114;0.994482;0.994482;
5.365391;0.999257;19.986591;0.994672;2.591780;0.994672;0.994672;
5.373583;0.999258;19.961001;0.995057;2.600946;0.995057;0.995057;
5.377679;0.999258;19.948295;0.995251;2.605460;0.995251;0.995251;
5.379727;0.999259;19.941966;0.995349;2.607695;0.995349;0.995349;
5.383823;0.999260;19.929364;0.995545;2.612127;0.995545;0.995545;
5.392015;0.999263;19.904403;0.995941;2.620779;0.995941;0.995941;
5.396111;0.999265;19.892050;0.996140;2.625012;0.996140;0.996140;
5.398159;0.999266;19.885907;0.996240;2.627102;0.996240;0.996240;
5.402255;0.999269;19.873695;0.996440;2.631230;0.996440;0.996440;
5.410447;0.999275;19.849589;0.996842;2.639231;0.996842;0.996842;
5.414543;0.999278;19.837700;0.997044;2.643115;0.997044;0.997044;
5.416591;0.999280;19.831799;0.997146;2.645025;0.997146;0.997146;
5.420687;0.999284;19.820087;0.997348;2.648782;0.997348;0.997348;
5.428879;0.999293;19.797051;0.997754;2.656001;0.997754;0.997754;
5.432975;0.999298;19.785731;0.997957;2.659473;0.997957;0.997957;
5.435023;0.999301;19.780123;0.998058;2.661172;0.998058;0.998058;
5.439119;0.999306;19.769015;0.998261;2.664497;0.998261;0.998261;
5.447311;0.999318;19.747249;0.998667;2.670814;0.998667;0.998667;
5.451407;0.999324;19.736596;0.998869;2.673816;0.998869;0.998869;
5.453455;0.999327;19.731330;0.998970;2.675276;0.998970;0.998970;
5.457551;0.999334;19.720919;0.999171;2.678113;0.999171;0.999171;
5.465743;0.999348;19.700609;0.999572;2.683423;0.999572;0.999572;
5.469839;0.999356;19.690713;0.999772;2.685907;0.999772;0.999772;
5.471887;0.999359;19.685831;0.999871;2.687102;0.999871;0.999871;
5.475983;0.999367;19.676206;1.000070;2.689405;1.000070;1.000070;
5.484175;0.999384;19.657517;1.000463;2.693623;1.000463;1.000463;
5.500559;0.999420;19.622504;1.001236;2.700520;1.001236;1.001236;
5.502607;0.999424;19.618350;1.001331;2.701238;1.001331;1.001331;
5.506703;0.999434;19.610197;1.001520;2.702582;1.001520;1.001519;
5.514895;0.999454;19.594527;1.001893;2.704850;1.001893;1.001893;
5.531279;0.999496;19.565811;1.002617;2.707748;1.002617;1.002618;
5.539471;0.999518;19.552787;1.002968;2.708396;1.002968;1.002968;
5.543567;0.999530;19.546614;1.003140;2.708529;1.003140;1.003140;
5.551759;0.999553;19.534967;1.003478;2.708367;1.003478;1.003478;
5.568143;0.999601;19.514501;1.004123;2.706423;1.004123;1.004123;
5.600911;0.999702;19.485065;1.005278;2.696531;1.005278;1.005277;
5.617295;0.999754;19.476142;1.005785;2.688614;1.005785;1.005785;
5.625487;0.999781;19.473136;1.006019;2.683953;1.006019;1.006019;
5.629583;0.999794;19.471996;1.006132;2.681456;1.006132;1.006132;
5.637775;0.999821;19.470436;1.006346;2.676150;1.006346;1.006346;
5.641871;0.999835;19.470016;1.006448;2.673340;1.006448;1.006448;
5.650063;0.999862;19.469887;1.006642;2.667407;1.006642;1.006642;
5.654159;0.999875;19.470177;1.006733;2.664304;1.006733;1.006734;
5.662351;0.999902;19.471455;1.006906;2.657813;1.006906;1.006906;
5.666447;0.999916;19.472442;1.006986;2.654448;1.006986;1.006986;
5.674639;0.999942;19.475097;1.007136;2.647457;1.007136;1.007137;
5.678735;0.999956;19.476764;1.007206;2.643859;1.007206;1.007206;
5.686927;0.999982;19.480763;1.007334;2.636431;1.007334;1.007334;
5.691023;0.999995;19.483093;1.007392;2.632632;1.007392;1.007392;
5.699215;1.000021;19.488395;1.007497;2.624868;1.007497;1.007497;
5.703311;1.000034;19.491366;1.007544;2.620900;1.007544;1.007544;
5.711503;1.000060;19.497927;1.007627;2.612776;1.007627;1.007628;
5.715599;1.000073;19.501515;1.007662;2.608663;1.007662;1.007662;
5.723791;1.000098;19.509286;1.007722;2.600333;1.007722;1.007722;
5.727887;1.000110;19.513467;1.007746;2.596112;1.007746;1.007746;
5.736079;1.000134;19.522394;1.007783;2.587536;1.007783;1.007784;
5.740175;1.000147;19.527138;1.007796;2.583232;1.007796;1.007796;
5.748367;1.000170;19.537165;1.007811;2.574579;1.007811;1.007811;
5.752463;1.000182;19.542444;1.007813;2.570225;1.007813;1.007813;
5.754511;1.000188;19.545148;1.007812;2.568044;1.007812;1.007812;
5.758607;1.000199;19.550684;1.007808;2.563670;1.007808;1.007808;
5.766799;1.000221;19.562245;1.007790;2.554882;1.007790;1.007790;
5.770895;1.000232;19.568267;1.007775;2.550494;1.007775;1.007775;
5.779087;1.000254;19.580767;1.007734;2.541744;1.007734;1.007734;
5.783183;1.000264;19.587242;1.007709;2.537375;1.007709;1.007709;
5.785231;1.000269;19.590535;1.007695;2.535193;1.007695;1.007695;
5.789327;1.000279;19.597224;1.007664;2.530835;1.007664;1.007664;
5.797519;1.000299;19.611008;1.007592;2.522142;1.007592;1.007593;
5.801615;1.000309;19.618097;1.007551;2.517832;1.007551;1.007551;
5.809807;1.000328;19.632644;1.007459;2.509301;1.007459;1.007459;
5.813903;1.000337;19.640098;1.007408;2.505071;1.007408;1.007408;
5.815951;1.000341;19.643868;1.007381;2.502966;1.007381;1.007381;
5.820047;1.000350;19.651491;1.007325;2.498775;1.007325;1.007325;
5.822095;1.000354;19.655343;1.007296;2.496693;1.007296;1.007296;
5.826191;1.000363;19.663124;1.007235;2.492551;1.007235;1.007235;
5.834383;1.000379;19.678980;1.007104;2.484388;1.007104;1.007104;
5.838479;1.000387;19.687050;1.007034;2.480358;1.007034;1.007034;
5.840527;1.000390;19.691119;1.006998;2.478358;1.006998;1.006998;
5.844623;1.000398;19.699320;1.006924;2.474388;1.006924;1.006924;
5.852815;1.000412;19.715957;1.006766;2.466598;1.006766;1.006766;
5.856911;1.000419;19.724389;1.006683;2.462768;1.006683;1.006684;
5.858959;1.000422;19.728632;1.006641;2.460872;1.006641;1.006641;
5.863055;1.000429;19.737166;1.006554;2.457114;1.006554;1.006554;
5.871247;1.000441;19.754411;1.006372;2.449772;1.006372;1.006372;
5.875343;1.000447;19.763118;1.006277;2.446178;1.006277;1.006277;
5.877391;1.000450;19.767491;1.006229;2.444402;1.006229;1.006229;
5.881487;1.000455;19.776271;1.006130;2.440890;1.006130;1.006130;
5.889679;1.000466;19.793951;1.005926;2.434058;1.005926;1.005926;
5.893775;1.000470;19.802846;1.005820;2.430727;1.005820;1.005820;
5.895823;1.000473;19.807306;1.005767;2.429085;1.005767;1.005767;
5.899919;1.000477;19.816246;1.005658;2.425845;1.005658;1.005658;
5.908111;1.000485;19.834188;1.005434;2.419569;1.005434;1.005434;
5.912207;1.000489;19.843186;1.005319;2.416524;1.005319;1.005319;
5.914255;1.000490;19.847691;1.005260;2.415027;1.005260;1.005260;
5.918351;1.000494;19.856705;1.005142;2.412078;1.005142;1.005143;
5.926543;1.000500;19.874741;1.004901;2.406395;1.004901;1.004901;
5.942927;1.000509;19.910706;1.004399;2.395841;1.004399;1.004399;
5.944975;1.000510;19.915192;1.004335;2.394599;1.004335;1.004335;
5.949071;1.000511;19.924147;1.004205;2.392156;1.004205;1.004205;
5.957263;1.000513;19.941976;1.003941;2.387503;1.003941;1.003941;
5.973647;1.000515;19.977181;1.003400;2.379021;1.003400;1.003400;
5.975695;1.000515;19.981540;1.003331;2.378040;1.003331;1.003331;
5.979791;1.000515;19.990220;1.003193;2.376121;1.003193;1.003193;
5.987983;1.000514;20.007416;1.002914;2.372511;1.002914;1.002914;
6.004367;1.000509;20.041037;1.002349;2.366098;1.002349;1.002349;
6.006415;1.000508;20.045168;1.002277;2.365374;1.002277;1.002277;
6.010511;1.000506;20.053373;1.002135;2.363967;1.002135;1.002135;
6.018703;1.000502;20.069546;1.001848;2.361372;1.001848;1.001848;
6.035087;1.000490;20.100835;1.001275;2.356943;1.001275;1.001275;
6.037135;1.000489;20.104648;1.001203;2.356462;1.001203;1.001203;
6.041231;1.000485;20.112200;1.001060;2.355540;1.001060;1.001060;
6.049423;1.000478;20.127002;1.000773;2.353898;1.000773;1.000773;
6.065807;1.000460;20.155301;1.000206;2.351314;1.000206;1.000206;
6.073999;1.000450;20.168782;0.999926;2.350375;0.999926;0.999926;
6.078095;1.000445;20.175349;0.999786;2.349982;0.999786;0.999787;
6.080143;1.000442;20.178588;0.999717;2.349809;0.999717;0.999717;
6.084239;1.000437;20.184972;0.999579;2.349507;0.999579;0.999579;
6.092431;1.000426;20.197361;0.999305;2.349062;0.999305;0.999305;
6.108815;1.000401;20.220558;0.998770;2.348783;0.998770;0.998770;
6.117007;1.000388;20.231356;0.998509;2.348944;0.998509;0.998509;
6.133391;1.000360;20.251250;0.998003;2.349824;0.998003;0.998003;
6.141583;1.000345;20.260342;0.997758;2.350529;0.997758;0.997759;
6.145679;1.000337;20.264671;0.997638;2.350950;0.997638;0.997639;
6.153871;1.000322;20.272878;0.997403;2.351933;0.997403;0.997403;
6.170255;1.000290;20.287470;0.996954;2.354394;0.996954;0.996954;
6.178447;1.000273;20.293849;0.996741;2.355851;0.996741;0.996741;
6.182543;1.000265;20.296808;0.996637;2.356639;0.996637;0.996637;
6.190735;1.000248;20.302256;0.996435;2.358335;0.996435;0.996435;
6.207119;1.000212;20.311268;0.996056;2.362156;0.996056;0.996056;
6.239887;1.000141;20.321769;0.995404;2.371410;0.995404;0.995404;
6.243983;1.000131;20.322380;0.995333;2.372722;0.995333;0.995333;
6.252175;1.000113;20.323135;0.995197;2.375436;0.995197;0.995197;
6.268559;1.000076;20.322802;0.994955;2.381203;0.994955;0.994955;
6.276751;1.000058;20.321721;0.994848;2.384277;0.994848;0.994848;
6.280847;1.000049;20.320953;0.994799;2.385852;0.994799;0.994798;
6.289039;1.000031;20.318973;0.994707;2.389093;0.994707;0.994706;
6.293135;1.000022;20.317762;0.994665;2.390743;0.994665;0.994665;
6.301327;1.000003;20.314904;0.994588;2.394135;0.994588;0.994587;
6.305423;0.999995;20.313259;0.994553;2.395861;0.994553;0.994553;
6.313615;0.999977;20.309545;0.994492;2.399381;0.994492;0.994492;
6.317711;0.999968;20.307477;0.994464;2.401180;0.994464;0.994464;
6.325903;0.999950;20.302933;0.994418;2.404877;0.994418;0.994417;
6.329999;0.999942;20.300457;0.994398;2.406752;0.994398;0.994398;
6.338191;0.999925;20.295111;0.994367;2.410565;0.994367;0.994367;
6.342287;0.999916;20.292241;0.994354;2.412507;0.994354;0.994354;
6.350479;0.999900;20.286124;0.994338;2.416491;0.994338;0.994337;
6.354575;0.999892;20.282877;0.994333;2.418505;0.994333;0.994333;
6.362767;0.999875;20.276023;0.994331;2.422586;0.994331;0.994331;
6.366863;0.999868;20.272417;0.994334;2.424658;0.994334;0.994334;
6.375055;0.999852;20.264862;0.994346;2.428900;0.994346;0.994346;
6.379151;0.999844;20.260914;0.994356;2.431035;0.994356;0.994356;
6.387343;0.999830;20.252697;0.994383;2.435350;0.994383;0.994383;
6.391439;0.999822;20.248429;0.994400;2.437536;0.994400;0.994400;
6.393487;0.999819;20.246256;0.994409;2.438635;0.994409;0.994409;
6.397583;0.999812;20.241834;0.994430;2.440849;0.994430;0.994430;
6.405775;0.999798;20.232700;0.994477;2.445342;0.994477;0.994477;
6.409871;0.999791;20.227990;0.994505;2.447603;0.994505;0.994505;
6.418063;0.999778;20.218301;0.994566;2.452156;0.994566;0.994566;
6.422159;0.999772;20.213324;0.994599;2.454453;0.994599;0.994599;
6.424207;0.999768;20.210804;0.994617;2.455606;0.994617;0.994617;
6.428303;0.999762;20.205701;0.994654;2.457923;0.994654;0.994654;
6.436495;0.999750;20.195264;0.994734;2.462604;0.994734;0.994734;
6.440591;0.999745;20.189931;0.994778;2.464949;0.994778;0.994778;
6.448783;0.999734;20.179056;0.994870;2.469648;0.994870;0.994870;
6.452879;0.999728;20.173515;0.994919;2.472008;0.994919;0.994919;
6.454927;0.999726;20.170721;0.994945;2.473190;0.994945;0.994945;
6.459023;0.999721;20.165086;0.994997;2.475560;0.994997;0.994997;
6.467215;0.999711;20.153644;0.995107;2.480326;0.995107;0.995106;
6.471311;0.999706;20.147840;0.995165;2.482702;0.995165;0.995164;
6.479503;0.999698;20.136085;0.995285;2.487441;0.995285;0.995285;
6.483599;0.999693;20.130137;0.995348;2.489809;0.995348;0.995348;
6.485647;0.999691;20.127147;0.995380;2.490992;0.995380;0.995380;
6.489743;0.999687;20.121136;0.995446;2.493359;0.995446;0.995446;
6.497935;0.999680;20.109006;0.995581;2.498096;0.995581;0.995581;
6.502031;0.999677;20.102890;0.995652;2.500445;0.995652;0.995652;
6.510223;0.999670;20.090578;0.995797;2.505105;0.995797;0.995797;
6.514319;0.999667;20.084384;0.995871;2.507422;0.995871;0.995871;
6.516367;0.999666;20.081278;0.995909;2.508577;0.995909;0.995909;
6.520463;0.999663;20.075053;0.995986;2.510880;0.995986;0.995986;
6.528655;0.999658;20.062562;0.996143;2.515464;0.996143;0.996143;
6.532751;0.999656;20.056298;0.996224;2.517725;0.996224;0.996224;
6.540943;0.999652;20.043755;0.996389;2.522182;0.996389;0.996389;
6.545039;0.999651;20.037478;0.996473;2.524385;0.996473;0.996473;
6.547087;0.999650;20.034339;0.996515;2.525479;0.996515;0.996515;
6.551183;0.999648;20.028064;0.996601;2.527655;0.996601;0.996601;
6.559375;0.999646;20.015537;0.996776;2.531959;0.996776;0.996775;
6.563471;0.999645;20.009288;0.996864;2.534067;0.996864;0.996864;
6.571663;0.999644;19.996838;0.997044;2.538194;0.997044;0.997044;
6.575759;0.999643;19.990639;0.997136;2.540218;0.997136;0.997136;
6.577807;0.999643;19.987548;0.997182;2.541220;0.997182;0.997182;
6.581903;0.999643;19.981383;0.997274;2.543206;0.997274;0.997274;
6.590095;0.999643;19.969140;0.997461;2.547101;0.997461;0.997460;
6.594191;0.999643;19.963064;0.997555;2.548993;0.997555;0.997555;
6.602383;0.999644;19.951021;0.997745;2.552664;0.997745;0.997745;
6.606479;0.999645;19.945056;0.997841;2.554448;0.997841;0.997841;
6.608527;0.999645;19.942089;0.997889;2.555327;0.997889;0.997889;
6.612623;0.999646;19.936189;0.997986;2.557060;0.997986;0.997986;
6.620815;0.999649;19.924532;0.998180;2.560425;0.998180;0.998179;
6.624911;0.999650;19.918778;0.998277;2.562042;0.998277;0.998277;
6.633103;0.999654;19.907436;0.998473;2.565140;0.998473;0.998473;
6.637199;0.999656;19.901850;0.998571;2.566627;0.998571;0.998571;
6.639247;0.999657;19.899079;0.998620;2.567354;0.998620;0.998620;
6.643343;0.999659;19.893585;0.998718;2.568778;0.998718;0.998718;
6.651535;0.999664;19.882793;0.998914;2.571505;0.998914;0.998914;
6.655631;0.999666;19.877498;0.999012;2.572793;0.999012;0.999012;
6.663823;0.999672;19.867125;0.999208;2.575217;0.999208;0.999208;
6.667919;0.999675;19.862048;0.999305;2.576358;0.999305;0.999305;
6.676111;0.999681;19.852130;0.999500;2.578523;0.999500;0.999499;
6.680207;0.999684;19.847290;0.999597;2.579516;0.999597;0.999597;
6.688399;0.999692;19.837862;0.999789;2.581339;0.999789;0.999789;
6.704783;0.999707;19.820067;1.000167;2.584363;1.000167;1.000167;
6.712975;0.999716;19.811715;1.000353;2.585590;1.000353;1.000353;
6.717071;0.999720;19.807679;1.000445;2.586114;1.000445;1.000445;
6.725263;0.999730;19.799903;1.000627;2.586983;1.000627;1.000627;
6.741647;0.999749;19.785569;1.000980;2.588062;1.000980;1.000980;
6.749839;0.999759;19.779021;1.001151;2.588303;1.001151;1.001151;
6.753935;0.999765;19.775905;1.001236;2.588336;1.001236;1.001235;
6.762127;0.999776;19.769998;1.001401;2.588227;1.001401;1.001401;
6.778511;0.999798;19.759505;1.001717;2.587364;1.001717;1.001717;
6.811279;0.999846;19.743920;1.002285;2.583254;1.002285;1.002285;
6.815375;0.999852;19.742479;1.002350;2.582508;1.002350;1.002350;
6.823567;0.999865;19.739943;1.002476;2.580878;1.002476;1.002476;
6.839951;0.999890;19.736242;1.002710;2.577051;1.002710;1.002709;
6.848143;0.999903;19.735078;1.002817;2.574867;1.002817;1.002817;
6.864527;0.999929;19.734100;1.003011;2.569950;1.003011;1.003012;
6.872719;0.999941;19.734284;1.003098;2.567300;1.003098;1.003098;
6.889103;0.999967;19.735964;1.003252;2.561609;1.003252;1.003252;
6.897295;0.999980;19.737453;1.003318;2.558551;1.003318;1.003318;
6.901391;0.999986;19.738358;1.003349;2.556975;1.003349;1.003349;
6.909583;0.999999;19.740480;1.003404;2.553728;1.003404;1.003405;
6.913679;1.000005;19.741695;1.003429;2.552073;1.003429;1.003430;
6.921871;1.000018;19.744429;1.003474;2.548677;1.003474;1.003475;
6.925967;1.000024;19.745945;1.003494;2.546952;1.003494;1.003494;
6.934159;1.000036;19.749269;1.003528;2.543424;1.003528;1.003529;
6.938255;1.000042;19.751075;1.003543;2.541640;1.003543;1.003543;
6.946447;1.000054;19.754966;1.003566;2.538026;1.003566;1.003566;
6.950543;1.000060;19.757050;1.003575;2.536193;1.003575;1.003575;
6.958735;1.000071;19.761484;1.003588;2.532462;1.003588;1.003588;
6.962831;1.000077;19.763833;1.003591;2.530587;1.003591;1.003591;
6.971023;1.000088;19.768782;1.003593;2.526814;1.003593;1.003593;
6.975119;1.000094;19.771382;1.003592;2.524913;1.003592;1.003592;
6.983311;1.000105;19.776818;1.003583;2.521064;1.003583;1.003584;
6.987407;1.000110;19.779653;1.003576;2.519142;1.003576;1.003577;
6.995599;1.000120;19.785546;1.003558;2.515296;1.003558;1.003558;
6.999695;1.000125;19.788602;1.003546;2.513370;1.003546;1.003546;
7.007887;1.000135;19.794919;1.003517;2.509487;1.003517;1.003518;
7.011983;1.000140;19.798180;1.003500;2.507558;1.003500;1.003500;
7.020175;1.000149;19.804890;1.003462;2.503721;1.003462;1.003462;
7.024271;1.000154;19.808338;1.003440;2.501808;1.003440;1.003440;
7.032463;1.000162;19.815407;1.003392;2.497969;1.003392;1.003392;
7.036559;1.000167;19.819026;1.003365;2.496072;1.003365;1.003365;
7.044751;1.000175;19.826418;1.003308;2.492317;1.003308;1.003308;
7.048847;1.000179;19.830190;1.003277;2.490453;1.003277;1.003277;
7.057039;1.000186;19.837871;1.003211;2.486729;1.003211;1.003212;
7.061135;1.000190;19.841778;1.003176;2.484900;1.003176;1.003176;
7.069327;1.000197;19.849711;1.003102;2.481292;1.003102;1.003102;
7.073423;1.000200;19.853736;1.003062;2.479510;1.003062;1.003063;
7.081615;1.000207;19.861885;1.002980;2.475962;1.002980;1.002981;
7.085711;1.000210;19.866008;1.002937;2.474228;1.002937;1.002937;
7.093903;1.000215;19.874337;1.002847;2.470826;1.002847;1.002847;
7.097999;1.000218;19.878542;1.002801;2.469153;1.002801;1.002801;
7.106191;1.000223;19.887013;1.002704;2.465835;1.002704;1.002704;
7.110287;1.000226;19.891280;1.002654;2.464224;1.002654;1.002654;
7.118479;1.000230;19.899858;1.002550;2.461075;1.002550;1.002550;
7.134863;1.000237;19.917131;1.002332;2.455059;1.002332;1.002332;
7.136911;1.000238;19.919301;1.002304;2.454334;1.002304;1.002304;
7.141007;1.000239;19.923643;1.002246;2.452897;1.002246;1.002247;
7.149199;1.000242;19.932330;1.002129;2.450112;1.002129;1.002129;
7.165583;1.000246;19.949642;1.001886;2.444860;1.001886;1.001886;
7.173775;1.000247;19.958252;1.001760;2.442368;1.001760;1.001761;
7.177871;1.000248;19.962541;1.001696;2.441173;1.001696;1.001697;
7.186063;1.000248;19.971067;1.001567;2.438893;1.001567;1.001567;
7.202447;1.000248;19.987858;1.001303;2.434700;1.001303;1.001303;
7.210639;1.000247;19.996111;1.001169;2.432775;1.001169;1.001169;
7.214735;1.000246;20.000196;1.001101;2.431849;1.001101;1.001101;
7.216783;1.000246;20.002227;1.001067;2.431399;1.001067;1.001067;
