time;SM_generator_omegaPu;SM_generator_PGenPu;SM_generator_UPu;SM_generator_efdPu;SM_generator_UStatorPu;SM_compensator_VcPu;
2.196111;1.003803;17.881472;1.063992;1.219992;1.063992;1.063992;
2.204303;1.003909;18.044260;1.062213;1.135617;1.062213;1.062213;
2.220687;1.004096;18.371073;1.058353;0.994114;1.058353;1.058353;
2.228879;1.004177;18.534651;1.056276;0.936919;1.056276;1.056276;
2.232975;1.004214;18.616346;1.055203;0.911688;1.055203;1.055203;
2.241167;1.004282;18.779223;1.052996;0.867933;1.052996;1.052996;
2.257551;1.004392;19.101793;1.048368;0.806703;1.048368;1.048368;
2.265743;1.004434;19.261111;1.045952;0.789006;1.045952;1.045952;
2.282127;1.004493;19.574125;1.040968;0.777508;1.040968;1.040968;
2.290319;1.004511;19.727566;1.038404;0.783410;1.038404;1.038404;
2.306703;1.004522;20.026851;1.033181;0.815629;1.033181;1.033181;
2.314895;1.004515;20.172522;1.030527;0.841604;1.030527;1.030527;
2.331279;1.004480;20.454685;1.025180;0.909751;1.025180;1.025180;
2.339471;1.004452;20.591083;1.022492;0.951554;1.022492;1.022492;
2.355855;1.004373;20.853476;1.017129;1.046649;1.017129;1.017129;
2.364047;1.004324;20.979449;1.014459;1.099569;1.014459;1.014459;
2.380431;1.004205;21.220082;1.009178;1.212059;1.009178;1.009179;
2.388623;1.004136;21.334780;1.006572;1.271273;1.006572;1.006572;
2.405007;1.003981;21.552212;1.001461;1.391690;1.001461;1.001461;
2.407055;1.003960;21.578308;1.000832;1.406963;1.000832;1.000832;
2.411151;1.003917;21.629750;0.999581;1.437518;0.999581;0.999581;
2.419343;1.003827;21.729580;0.997111;1.498294;0.997111;0.997111;
2.435727;1.003632;21.916747;0.992316;1.616477;0.992316;0.992316;
2.468495;1.003188;22.239653;0.983400;1.829996;0.983400;0.983398;
2.501263;1.002684;22.495134;0.975497;2.002618;0.975497;0.975497;
2.534031;1.002132;22.683868;0.968732;2.122555;0.968732;0.968730;
2.566799;1.001547;22.806454;0.963191;2.180629;0.963191;0.963192;
2.599567;1.000942;22.863237;0.958918;2.176342;0.958918;0.958918;
2.632335;1.000332;22.854222;0.955917;2.117812;0.955917;0.955919;
2.665103;0.999730;22.779311;0.954163;2.023015;0.954163;0.954159;
2.697871;0.999151;22.638627;0.953604;1.913569;0.953604;0.953609;
2.714255;0.998873;22.543387;0.953759;1.859924;0.953759;0.953758;
2.722447;0.998737;22.489520;0.953940;1.834870;0.953940;0.953940;
2.738831;0.998476;22.369841;0.954504;1.792974;0.954504;0.954504;
2.740879;0.998444;22.353730;0.954593;1.788461;0.954593;0.954593;
2.744975;0.998381;22.320766;0.954784;1.780048;0.954784;0.954784;
2.753167;0.998258;22.251938;0.955213;1.766012;0.955213;0.955213;
2.769551;0.998023;22.103200;0.956260;1.750560;0.956260;0.956260;
2.777743;0.997912;22.023284;0.956877;1.749332;0.956877;0.956877;
2.794127;0.997703;21.853441;0.958290;1.761238;0.958290;0.958290;
2.802319;0.997605;21.763499;0.959085;1.774351;0.959085;0.959085;
2.806415;0.997558;21.717317;0.959504;1.782725;0.959504;0.959504;
2.814607;0.997467;21.622780;0.960384;1.803208;0.960384;0.960384;
2.818703;0.997424;21.574421;0.960845;1.815305;0.960845;0.960845;
2.820751;0.997403;21.549975;0.961080;1.821826;0.961080;0.961080;
2.824847;0.997361;21.500588;0.961562;1.835786;0.961562;0.961562;
2.826895;0.997341;21.475647;0.961807;1.843227;0.961807;0.961807;
2.827919;0.997331;21.463115;0.961932;1.847063;0.961932;0.961932;
2.829967;0.997312;21.437933;0.962182;1.854967;0.962182;0.962182;
2.834063;0.997273;21.387113;0.962694;1.871691;0.962694;0.962693;
2.836111;0.997255;21.361476;0.962954;1.880498;0.962954;0.962954;
2.840207;0.997218;21.309772;0.963485;1.898988;0.963485;0.963485;
2.842255;0.997201;21.283706;0.963755;1.908672;0.963755;0.963755;
2.843279;0.997192;21.270621;0.963892;1.913623;0.963892;0.963892;
2.845327;0.997175;21.244350;0.964167;1.923743;0.964167;0.964166;
2.849423;0.997142;21.191422;0.964726;1.944837;0.964726;0.964725;
2.851471;0.997126;21.164766;0.965010;1.955796;0.965010;0.965010;
2.855567;0.997095;21.111098;0.965588;1.978519;0.965588;0.965588;
2.857615;0.997080;21.084087;0.965881;1.990282;0.965881;0.965881;
2.861711;0.997051;21.029739;0.966477;2.014622;0.966477;0.966476;
2.863759;0.997037;21.002403;0.966780;2.027161;0.966780;0.966780;
2.867855;0.997010;20.947435;0.967393;2.052968;0.967393;0.967393;
2.869903;0.996998;20.919805;0.967704;2.066234;0.967704;0.967704;
2.873999;0.996973;20.864282;0.968334;2.093503;0.968334;0.968333;
2.876047;0.996961;20.836391;0.968654;2.107466;0.968654;0.968654;
2.880143;0.996939;20.780376;0.969300;2.136036;0.969300;0.969300;
2.882191;0.996929;20.752256;0.969628;2.150643;0.969628;0.969628;
2.886287;0.996909;20.695816;0.970291;2.180504;0.970291;0.970289;
2.888335;0.996899;20.667499;0.970626;2.195719;0.970626;0.970626;
2.892431;0.996882;20.610701;0.971305;2.226701;0.971305;0.971305;
2.894479;0.996873;20.582222;0.971648;2.242467;0.971648;0.971647;
2.898575;0.996858;20.525134;0.972341;2.274551;0.972341;0.972339;
2.900623;0.996851;20.496527;0.972691;2.290829;0.972691;0.972691;
2.904719;0.996838;20.439217;0.973399;2.323839;0.973399;0.973399;
2.906767;0.996832;20.410517;0.973756;2.340569;0.973756;0.973756;
2.910863;0.996821;20.353055;0.974477;2.374478;0.974477;0.974476;
2.912911;0.996816;20.324296;0.974841;2.391618;0.974841;0.974841;
2.917007;0.996807;20.266752;0.975576;2.426244;0.975576;0.975576;
2.919055;0.996804;20.237970;0.975946;2.443730;0.975946;0.975946;
2.923151;0.996797;20.180415;0.976693;2.479042;0.976693;0.976692;
2.925199;0.996795;20.151645;0.977070;2.496829;0.977070;0.977070;
2.929295;0.996791;20.094149;0.977829;2.532639;0.977829;0.977829;
2.931343;0.996790;20.065427;0.978211;2.550662;0.978211;0.978211;
2.935439;0.996788;20.008062;0.978981;2.586934;0.978981;0.978980;
2.937487;0.996788;19.979423;0.979369;2.605145;0.979369;0.979369;
2.941583;0.996788;19.922260;0.980149;2.641689;0.980149;0.980149;
2.943631;0.996789;19.893740;0.980542;2.660021;0.980542;0.980542;
2.947727;0.996792;19.836850;0.981333;2.696795;0.981333;0.981331;
2.949775;0.996794;19.808484;0.981730;2.715199;0.981730;0.981730;
2.953871;0.996799;19.751939;0.982530;2.752013;0.982530;0.982530;
2.955919;0.996803;19.723763;0.982932;2.770422;0.982932;0.982932;
2.956943;0.996804;19.709700;0.983133;2.779625;0.983133;0.983133;
2.958991;0.996808;19.681631;0.983537;2.798020;0.983537;0.983537;
2.963087;0.996817;19.625731;0.984349;2.834750;0.984349;0.984349;
2.965135;0.996822;19.597905;0.984757;2.853068;0.984757;0.984757;
2.969231;0.996832;19.542526;0.985577;2.889561;0.985577;0.985577;
2.971279;0.996838;19.514977;0.985988;2.907737;0.985988;0.985988;
2.972303;0.996841;19.501239;0.986194;2.916804;0.986194;0.986194;
2.974351;0.996848;19.473840;0.986607;2.934891;0.986607;0.986607;
2.978447;0.996862;19.419366;0.987436;2.970859;0.987436;0.987436;
2.980495;0.996870;19.392296;0.987852;2.988723;0.987852;0.987852;
2.984591;0.996886;19.338513;0.988687;3.024161;0.988687;0.988687;
2.986639;0.996895;19.311804;0.989105;3.041736;0.989105;0.989105;
2.990735;0.996913;19.258777;0.989944;3.076580;0.989944;0.989943;
2.992783;0.996923;19.232462;0.990365;3.093818;0.990365;0.990365;
2.996879;0.996943;19.180254;0.991208;3.127894;0.991208;0.991208;
2.998927;0.996954;19.154365;0.991630;3.144732;0.991630;0.991630;
3.003023;0.996977;19.103041;0.992477;3.177990;0.992477;0.992476;
3.005071;0.996988;19.077609;0.992900;3.194381;0.992900;0.992900;
3.009167;0.997013;19.027230;0.993749;3.226659;0.993749;0.993749;
3.011215;0.997026;19.002286;0.994174;3.242545;0.994174;0.994173;
3.015311;0.997052;18.952912;0.995023;3.273794;0.995023;0.995023;
3.017359;0.997066;18.928485;0.995449;3.289131;0.995449;0.995449;
3.021455;0.997095;18.880175;0.996299;3.319201;0.996299;0.996299;
3.029647;0.997156;18.785818;0.997999;3.376796;0.997999;0.997999;
3.033743;0.997188;18.739803;0.998848;3.404325;0.998848;0.998847;
3.035791;0.997205;18.717096;0.999273;3.417739;0.999273;0.999272;
3.039887;0.997239;18.672306;1.000120;3.443823;1.000120;1.000120;
3.041935;0.997256;18.650225;1.000543;3.456498;1.000543;1.000543;
3.046031;0.997292;18.606711;1.001388;3.481106;1.001388;1.001387;
3.054223;0.997367;18.522350;1.003069;3.527110;1.003069;1.003069;
3.058319;0.997407;18.481532;1.003905;3.548501;1.003905;1.003905;
3.060367;0.997427;18.461472;1.004322;3.558791;1.004322;1.004322;
3.064463;0.997468;18.422065;1.005153;3.578509;1.005153;1.005153;
3.072655;0.997552;18.346173;1.006801;3.614443;1.006801;1.006801;
3.076751;0.997596;18.309714;1.007619;3.630675;1.007619;1.007618;
3.078799;0.997619;18.291863;1.008026;3.638333;1.008026;1.008025;
3.082895;0.997664;18.256931;1.008835;3.652719;1.008835;1.008835;
3.091087;0.997757;18.190199;1.010435;3.677769;1.010435;1.010435;
3.095183;0.997805;18.158422;1.011226;3.688453;1.011226;1.011225;
3.103375;0.997904;18.098114;1.012785;3.705987;1.012785;1.012785;
3.119759;0.998109;17.990758;1.015802;3.725983;1.015802;1.015802;
3.152527;0.998547;17.830410;1.021339;3.709164;1.021339;1.021337;
3.185295;0.999009;17.744019;1.026110;3.622042;1.026110;1.026108;
3.218063;0.999481;17.730913;1.029987;3.473732;1.029987;1.029989;
3.226255;0.999600;17.739142;1.030811;3.427833;1.030811;1.030811;
3.230351;0.999660;17.744926;1.031199;3.403747;1.031199;1.031199;
3.232399;0.999689;17.748226;1.031386;3.391431;1.031386;1.031387;
3.236495;0.999748;17.755624;1.031749;3.366271;1.031749;1.031750;
3.244687;0.999866;17.773572;1.032424;3.314022;1.032424;1.032424;
3.248783;0.999924;17.784110;1.032736;3.286940;1.032736;1.032736;
3.250831;0.999953;17.789765;1.032885;3.273177;1.032885;1.032886;
3.254927;1.000011;17.801829;1.033171;3.245242;1.033171;1.033172;
3.263119;1.000126;17.828915;1.033690;3.188019;1.033690;1.033690;
3.267215;1.000183;17.843922;1.033922;3.158746;1.033922;1.033923;
3.269263;1.000211;17.851785;1.034032;3.143969;1.034032;1.034032;
3.273359;1.000267;17.868213;1.034238;3.114194;1.034238;1.034238;
3.275407;1.000295;17.876777;1.034334;3.099198;1.034334;1.034334;
3.279503;1.000351;17.894586;1.034513;3.069015;1.034513;1.034514;
3.287695;1.000460;17.932867;1.034817;3.008188;1.034817;1.034817;
3.291791;1.000514;17.953320;1.034942;2.977552;1.034942;1.034942;
3.293839;1.000541;17.963868;1.034997;2.962203;1.034997;1.034998;
3.297935;1.000594;17.985587;1.035095;2.931502;1.035095;1.035095;
3.299983;1.000621;17.996756;1.035137;2.916149;1.035137;1.035137;
3.304079;1.000673;18.019696;1.035208;2.885456;1.035208;1.035209;
3.312271;1.000776;18.067914;1.035296;2.824390;1.035296;1.035296;
3.316367;1.000826;18.093170;1.035313;2.794036;1.035313;1.035313;
3.318415;1.000851;18.106078;1.035315;2.778911;1.035315;1.035315;
3.322511;1.000900;18.132432;1.035305;2.748825;1.035305;1.035305;
3.330703;1.000996;18.187218;1.035234;2.689398;1.035234;1.035233;
3.334799;1.001044;18.215627;1.035172;2.660057;1.035172;1.035172;
3.336847;1.001067;18.230078;1.035134;2.645503;1.035134;1.035134;
3.340943;1.001113;18.259452;1.035046;2.616662;1.035046;1.035046;
3.342991;1.001136;18.274372;1.034996;2.602373;1.034996;1.034996;
3.347087;1.001180;18.304663;1.034882;2.574053;1.034882;1.034883;
3.349135;1.001202;18.320031;1.034819;2.560044;1.034819;1.034819;
3.353231;1.001246;18.351194;1.034681;2.532333;1.034681;1.034681;
3.361423;1.001331;18.415146;1.034355;2.478211;1.034355;1.034355;
3.365519;1.001372;18.447911;1.034167;2.451788;1.034167;1.034168;
3.367567;1.001392;18.464483;1.034068;2.438760;1.034068;1.034068;
3.371663;1.001431;18.497983;1.033856;2.413075;1.033856;1.033856;
3.379855;1.001508;18.566333;1.033388;2.363225;1.033388;1.033388;
3.380879;1.001517;18.575002;1.033325;2.357136;1.033325;1.033325;
3.382927;1.001536;18.592417;1.033196;2.345053;1.033196;1.033196;
3.387023;1.001572;18.627547;1.032927;2.321295;1.032927;1.032927;
3.395215;1.001642;18.698919;1.032346;2.275434;1.032346;1.032346;
3.396239;1.001650;18.707944;1.032269;2.269856;1.032269;1.032269;
3.398287;1.001667;18.726056;1.032113;2.258802;1.032113;1.032113;
3.402383;1.001700;18.762522;1.031791;2.237132;1.031791;1.031791;
3.410575;1.001762;18.836334;1.031104;2.195550;1.031104;1.031104;
3.411599;1.001770;18.845642;1.031015;2.190516;1.031015;1.031015;
3.413647;1.001785;18.864306;1.030833;2.180557;1.030833;1.030833;
3.417743;1.001814;18.901817;1.030460;2.161097;1.030460;1.030460;
3.425935;1.001869;18.977490;1.029677;2.124009;1.029677;1.029676;
3.430031;1.001895;19.015628;1.029266;2.106384;1.029266;1.029266;
3.438223;1.001944;19.092374;1.028411;2.072997;1.028411;1.028411;
3.442319;1.001967;19.130962;1.027966;2.057237;1.027966;1.027966;
3.450511;1.002010;19.208432;1.027043;2.027602;1.027043;1.027043;
3.454607;1.002029;19.247295;1.026566;2.013726;1.026566;1.026566;
3.462799;1.002066;19.325144;1.025583;1.987860;1.025583;1.025583;
3.466895;1.002083;19.364113;1.025077;1.975869;1.025077;1.025077;
3.475087;1.002113;19.442010;1.024039;1.953760;1.024039;1.024039;
3.479183;1.002127;19.480921;1.023506;1.943638;1.023506;1.023506;
3.487375;1.002151;19.558546;1.022419;1.925235;1.022419;1.022419;
3.491471;1.002162;19.597244;1.021863;1.916949;1.021863;1.021863;
3.499663;1.002180;19.674291;1.020732;1.902166;1.020732;1.020732;
3.516047;1.002204;19.826485;1.018400;1.879474;1.018400;1.018400;
3.524239;1.002210;19.901506;1.017201;1.871498;1.017201;1.017201;
3.540623;1.002211;20.048589;1.014757;1.861648;1.014757;1.014757;
3.548815;1.002205;20.120567;1.013514;1.859712;1.013514;1.013514;
3.565199;1.002183;20.260652;1.011007;1.860992;1.011007;1.011007;
3.573391;1.002166;20.328698;1.009743;1.864136;1.009743;1.009743;
3.589775;1.002122;20.460124;1.007218;1.874480;1.007218;1.007218;
3.597967;1.002095;20.523466;1.005957;1.881601;1.005957;1.005957;
3.614351;1.002030;20.644815;1.003457;1.898716;1.003457;1.003457;
3.622543;1.001993;20.702801;1.002220;1.908632;1.002220;1.002220;
3.638927;1.001911;20.812882;0.999787;1.930160;0.999787;0.999788;
3.647119;1.001865;20.864972;0.998593;1.941701;0.998593;0.998593;
3.663503;1.001766;20.962804;0.996264;1.965404;0.996264;0.996265;
3.671695;1.001712;21.008556;0.995131;1.977507;0.995131;0.995131;
3.688079;1.001599;21.093349;0.992939;2.001427;0.992939;0.992939;
3.696271;1.001538;21.132412;0.991881;2.013204;0.991881;0.991881;
3.712655;1.001412;21.203552;0.989853;2.035787;0.989853;0.989853;
3.720847;1.001346;21.235657;0.988884;2.046573;0.988884;0.988884;
3.737231;1.001210;21.292690;0.987045;2.066731;0.987045;0.987045;
3.745423;1.001139;21.317649;0.986176;2.076100;0.986176;0.986176;
3.761807;1.000994;21.360270;0.984544;2.093234;0.984544;0.984544;
3.794575;1.000696;21.416198;0.981732;2.121690;0.981732;0.981733;
3.810959;1.000542;21.429731;0.980557;2.133305;0.980557;0.980557;
3.843727;1.000235;21.428063;0.978691;2.152800;0.978691;0.978691;
3.860111;1.000082;21.413110;0.978001;2.160963;0.978001;0.978001;
3.892879;0.999784;21.356100;0.977108;2.177190;0.977108;0.977109;
3.909263;0.999640;21.314247;0.976903;2.185937;0.976903;0.976903;
3.917455;0.999569;21.290063;0.976860;2.190671;0.976860;0.976860;
3.933839;0.999432;21.235579;0.976891;2.201641;0.976891;0.976891;
3.942031;0.999366;21.205294;0.976964;2.207917;0.976964;0.976964;
3.958415;0.999239;21.139077;0.977222;2.222692;0.977222;0.977222;
3.966607;0.999178;21.103170;0.977406;2.231226;0.977406;0.977406;
3.982991;0.999062;21.026290;0.977881;2.251067;0.977881;0.977881;
3.991183;0.999008;20.985347;0.978171;2.262379;0.978171;0.978171;
3.995279;0.998981;20.964274;0.978329;2.268398;0.978329;0.978329;
4.003471;0.998930;20.921035;0.978670;2.281210;0.978670;0.978670;
4.007567;0.998905;20.898871;0.978852;2.288005;0.978852;0.978852;
4.009615;0.998892;20.887656;0.978947;2.291501;0.978947;0.978946;
4.013711;0.998869;20.864976;0.979141;2.298705;0.979141;0.979141;
4.015759;0.998857;20.853511;0.979242;2.302396;0.979242;0.979242;
4.019855;0.998834;20.830343;0.979448;2.309967;0.979448;0.979448;
4.028047;0.998790;20.783101;0.979884;2.325870;0.979884;0.979884;
4.032143;0.998768;20.759035;0.980114;2.334213;0.980114;0.980113;
4.034191;0.998758;20.746895;0.980231;2.338477;0.980231;0.980231;
4.038287;0.998738;20.722415;0.980472;2.347180;0.980472;0.980472;
4.040335;0.998728;20.710076;0.980595;2.351621;0.980595;0.980595;
4.044431;0.998709;20.685210;0.980846;2.360696;0.980846;0.980845;
4.046479;0.998699;20.672685;0.980974;2.365315;0.980974;0.980974;
4.050575;0.998681;20.647460;0.981236;2.374718;0.981236;0.981236;
4.052623;0.998672;20.634762;0.981370;2.379502;0.981370;0.981370;
4.056719;0.998655;20.609207;0.981642;2.389248;0.981642;0.981641;
4.058767;0.998647;20.596350;0.981780;2.394196;0.981780;0.981780;
4.062863;0.998631;20.570490;0.982062;2.404238;0.982062;0.982062;
4.064911;0.998623;20.557489;0.982206;2.409334;0.982206;0.982206;
4.069007;0.998608;20.531354;0.982498;2.419685;0.982498;0.982497;
4.071055;0.998600;20.518221;0.982646;2.424925;0.982646;0.982646;
4.075151;0.998586;20.491839;0.982947;2.435535;0.982947;0.982947;
4.077199;0.998580;20.478590;0.983100;2.440904;0.983100;0.983100;
4.081295;0.998566;20.451988;0.983410;2.451783;0.983410;0.983409;
4.083343;0.998560;20.438637;0.983567;2.457276;0.983567;0.983567;
4.087439;0.998548;20.411846;0.983886;2.468371;0.983886;0.983886;
4.089487;0.998543;20.398407;0.984048;2.473972;0.984048;0.984048;
4.093583;0.998532;20.371455;0.984375;2.485292;0.984375;0.984375;
4.095631;0.998527;20.357944;0.984541;2.490995;0.984541;0.984541;
4.099727;0.998517;20.330860;0.984876;2.502485;0.984876;0.984876;
4.101775;0.998512;20.317290;0.985046;2.508273;0.985046;0.985046;
4.105871;0.998503;20.290105;0.985389;2.519941;0.985389;0.985388;
4.107919;0.998499;20.276491;0.985562;2.525807;0.985562;0.985562;
4.112015;0.998492;20.249233;0.985913;2.537598;0.985913;0.985913;
4.114063;0.998488;20.235590;0.986090;2.543523;0.986090;0.986090;
4.118159;0.998482;20.208290;0.986447;2.555443;0.986447;0.986447;
4.120207;0.998479;20.194633;0.986628;2.561422;0.986628;0.986627;
4.124303;0.998473;20.167320;0.986992;2.573413;0.986992;0.986992;
4.126351;0.998471;20.153665;0.987175;2.579426;0.987175;0.987175;
4.130447;0.998466;20.126368;0.987546;2.591494;0.987546;0.987545;
4.132495;0.998464;20.112728;0.987732;2.597535;0.987732;0.987732;
4.136591;0.998461;20.085478;0.988109;2.609622;0.988109;0.988109;
4.138639;0.998460;20.071869;0.988298;2.615671;0.988298;0.988298;
4.142735;0.998458;20.044696;0.988680;2.627782;0.988680;0.988680;
4.144783;0.998457;20.031132;0.988872;2.633831;0.988872;0.988872;
4.148879;0.998456;20.004065;0.989259;2.645909;0.989259;0.989259;
4.150927;0.998455;19.990562;0.989454;2.651939;0.989454;0.989454;
4.155023;0.998455;19.963629;0.989846;2.663986;0.989846;0.989845;
4.157071;0.998456;19.950201;0.990043;2.669989;0.990043;0.990043;
4.161167;0.998457;19.923433;0.990439;2.681948;0.990439;0.990439;
4.163215;0.998458;19.910095;0.990638;2.687905;0.990638;0.990638;
4.167311;0.998460;19.883520;0.991038;2.699777;0.991038;0.991037;
4.169359;0.998461;19.870286;0.991239;2.705680;0.991239;0.991239;
4.173455;0.998464;19.843934;0.991643;2.717410;0.991643;0.991643;
4.175503;0.998466;19.830818;0.991845;2.723238;0.991845;0.991845;
4.179599;0.998470;19.804717;0.992252;2.734826;0.992252;0.992252;
4.181647;0.998473;19.791733;0.992456;2.740573;0.992456;0.992456;
4.185743;0.998478;19.765911;0.992866;2.751963;0.992866;0.992866;
4.187791;0.998481;19.753074;0.993071;2.757608;0.993071;0.993071;
4.191887;0.998487;19.727559;0.993483;2.768802;0.993483;0.993483;
4.193935;0.998490;19.714882;0.993690;2.774338;0.993690;0.993690;
4.198031;0.998498;19.689701;0.994104;2.785280;0.994104;0.994104;
4.206223;0.998514;19.640076;0.994935;2.806621;0.994935;0.994935;
4.210319;0.998524;19.615644;0.995351;2.817024;0.995351;0.995351;
4.212367;0.998528;19.603527;0.995560;2.822147;0.995560;0.995560;
4.216463;0.998539;19.579507;0.995977;2.832222;0.995977;0.995977;
4.218511;0.998544;19.567603;0.996186;2.837176;0.996186;0.996186;
4.222607;0.998555;19.544020;0.996604;2.846921;0.996604;0.996603;
4.224655;0.998561;19.532342;0.996813;2.851701;0.996813;0.996813;
4.228751;0.998573;19.509221;0.997230;2.861070;0.997230;0.997230;
4.236943;0.998599;19.463964;0.998064;2.879015;0.998064;0.998064;
4.241039;0.998613;19.441840;0.998481;2.887599;0.998481;0.998480;
4.243087;0.998620;19.430908;0.998688;2.891784;0.998688;0.998688;
4.247183;0.998635;19.409314;0.999103;2.899925;0.999103;0.999103;
4.249231;0.998643;19.398653;0.999310;2.903884;0.999310;0.999310;
4.253327;0.998659;19.377612;0.999724;2.911582;0.999724;0.999723;
4.255375;0.998667;19.367233;0.999930;2.915312;0.999930;0.999930;
4.259471;0.998683;19.346766;1.000341;2.922530;1.000341;1.000341;
4.267663;0.998718;19.307028;1.001157;2.935978;1.001157;1.001157;
4.271759;0.998736;19.287768;1.001563;2.942215;1.001563;1.001562;
4.273807;0.998745;19.278294;1.001765;2.945203;1.001765;1.001765;
4.277903;0.998764;19.259664;1.002167;2.950922;1.002167;1.002166;
4.286095;0.998803;19.223708;1.002963;2.961262;1.002963;1.002963;
4.302479;0.998886;19.157221;1.004519;2.977537;1.004519;1.004519;
4.304527;0.998897;19.149425;1.004710;2.979160;1.004710;1.004710;
4.308623;0.998920;19.134187;1.005089;2.982118;1.005089;1.005089;
4.316815;0.998965;19.105154;1.005837;2.986890;1.005837;1.005837;
4.320911;0.998989;19.091366;1.006204;2.988710;1.006204;1.006204;
4.322959;0.999000;19.084656;1.006386;2.989474;1.006386;1.006386;
4.327055;0.999024;19.071610;1.006748;2.990711;1.006748;1.006748;
4.335247;0.999073;19.047024;1.007456;2.992006;1.007456;1.007456;
4.351631;0.999174;19.003965;1.008814;2.989974;1.008814;1.008814;
4.384399;0.999387;18.942653;1.011252;2.968838;1.011252;1.011251;
4.400783;0.999497;18.924563;1.012326;2.949925;1.012326;1.012326;
4.408975;0.999553;18.918672;1.012824;2.938497;1.012824;1.012824;
4.413071;0.999581;18.916512;1.013063;2.932311;1.013063;1.013063;
4.421263;0.999638;18.913742;1.013519;2.919060;1.013519;1.013519;
4.425359;0.999666;18.913133;1.013736;2.911994;1.013736;1.013736;
4.433551;0.999723;18.913440;1.014148;2.896988;1.014148;1.014149;
4.437647;0.999751;18.914356;1.014343;2.889103;1.014343;1.014343;
4.445839;0.999807;18.917681;1.014710;2.872548;1.014710;1.014711;
4.449935;0.999835;18.920089;1.014882;2.863943;1.014882;1.014882;
4.451983;0.999849;18.921478;1.014965;2.859561;1.014965;1.014965;
4.456079;0.999877;18.924619;1.015125;2.850632;1.015125;1.015125;
4.464271;0.999933;18.932336;1.015422;2.832155;1.015422;1.015423;
4.468367;0.999961;18.936908;1.015558;2.822647;1.015558;1.015558;
4.470415;0.999975;18.939370;1.015623;2.817832;1.015623;1.015624;
4.474511;1.000002;18.944641;1.015748;2.808078;1.015748;1.015748;
4.476559;1.000016;18.947449;1.015807;2.803145;1.015807;1.015807;
4.480655;1.000043;18.953406;1.015919;2.793168;1.015919;1.015920;
4.488847;1.000097;18.966655;1.016120;2.772849;1.016120;1.016120;
4.492943;1.000124;18.973942;1.016208;2.762504;1.016208;1.016208;
4.494991;1.000137;18.977748;1.016249;2.757293;1.016249;1.016249;
4.499087;1.000164;18.985680;1.016325;2.746796;1.016325;1.016325;
4.501135;1.000177;18.989804;1.016360;2.741519;1.016360;1.016360;
4.505231;1.000203;18.998364;1.016423;2.730905;1.016423;1.016424;
4.513423;1.000254;19.016702;1.016526;2.709516;1.016526;1.016526;
4.517519;1.000280;19.026471;1.016566;2.698735;1.016566;1.016566;
4.519567;1.000292;19.031503;1.016582;2.693330;1.016582;1.016582;
4.523663;1.000317;19.041854;1.016610;2.682495;1.016610;1.016610;
4.525711;1.000330;19.047173;1.016620;2.677072;1.016620;1.016620;
4.529807;1.000354;19.058087;1.016635;2.666221;1.016635;1.016635;
4.531855;1.000366;19.063683;1.016640;2.660793;1.016640;1.016640;
4.535951;1.000391;19.075144;1.016643;2.649928;1.016643;1.016643;
4.537999;1.000403;19.081008;1.016642;2.644500;1.016642;1.016642;
4.542095;1.000426;19.092997;1.016633;2.633659;1.016633;1.016633;
4.544143;1.000438;19.099120;1.016626;2.628246;1.016626;1.016626;
4.548239;1.000461;19.111619;1.016605;2.617431;1.016605;1.016605;
4.550287;1.000472;19.117993;1.016592;2.612039;1.016592;1.016592;
4.554383;1.000495;19.130982;1.016560;2.601288;1.016560;1.016560;
4.556431;1.000506;19.137597;1.016541;2.595929;1.016541;1.016541;
4.560527;1.000528;19.151059;1.016497;2.585242;1.016497;1.016497;
4.562575;1.000539;19.157905;1.016472;2.579923;1.016472;1.016472;
4.566671;1.000561;19.171820;1.016417;2.569337;1.016417;1.016417;
4.568719;1.000572;19.178887;1.016387;2.564069;1.016387;1.016387;
4.572815;1.000593;19.193235;1.016320;2.553582;1.016320;1.016320;
4.574863;1.000603;19.200514;1.016284;2.548370;1.016284;1.016284;
4.578959;1.000623;19.215275;1.016206;2.538017;1.016206;1.016206;
4.581007;1.000633;19.222756;1.016165;2.532874;1.016165;1.016165;
4.585103;1.000653;19.237911;1.016076;2.522651;1.016076;1.016076;
4.587151;1.000663;19.245583;1.016029;2.517580;1.016029;1.016029;
4.591247;1.000682;19.261111;1.015930;2.507521;1.015930;1.015930;
4.599439;1.000720;19.292860;1.015710;2.487752;1.015710;1.015710;
4.603535;1.000737;19.309071;1.015590;2.478033;1.015590;1.015590;
4.605583;1.000746;19.317257;1.015527;2.473223;1.015527;1.015527;
4.609679;1.000764;19.333781;1.015397;2.463695;1.015397;1.015397;
4.617871;1.000797;19.367399;1.015116;2.445090;1.015116;1.015116;
4.621967;1.000813;19.384483;1.014966;2.435992;1.014966;1.014967;
4.624015;1.000821;19.393090;1.014889;2.431500;1.014889;1.014889;
4.628111;1.000836;19.410424;1.014729;2.422640;1.014729;1.014729;
4.636303;1.000865;19.445538;1.014392;2.405400;1.014392;1.014392;
4.640399;1.000879;19.463307;1.014215;2.397011;1.014215;1.014215;
4.642447;1.000886;19.472242;1.014124;2.392881;1.014124;1.014124;
4.646543;1.000899;19.490200;1.013938;2.384757;1.013938;1.013938;
4.654735;1.000924;19.526436;1.013549;2.369039;1.013549;1.013549;
