time;EmtTfoYD_circuit_vPrimA;EmtTfoYD_circuit_vSecA;EmtTfoYD_circuit_vSecB;EmtTfoYD_circuit_vSecC;
0.057280;0.926876;0.146047;-0.768283;0.622236;
0.057290;0.930227;0.148568;-0.769143;0.620574;
0.057300;0.933569;0.151088;-0.769995;0.618907;
0.057310;0.936901;0.153606;-0.770840;0.617233;
0.057320;0.940225;0.156123;-0.771677;0.615553;
0.057330;0.943539;0.158639;-0.772506;0.613867;
0.057340;0.946844;0.161153;-0.773328;0.612175;
0.057350;0.950139;0.163665;-0.774142;0.610478;
0.057360;0.953425;0.166175;-0.774949;0.608774;
0.057370;0.956702;0.168684;-0.775748;0.607064;
0.057380;0.959969;0.171192;-0.776539;0.605347;
0.057390;0.963227;0.173697;-0.777323;0.603626;
0.057400;0.966475;0.176201;-0.778099;0.601898;
0.057410;0.969714;0.178703;-0.778867;0.600164;
0.057420;0.972943;0.181204;-0.779628;0.598424;
0.057430;0.976163;0.183702;-0.780381;0.596678;
0.057440;0.979373;0.186199;-0.781126;0.594927;
0.057450;0.982573;0.188694;-0.781863;0.593169;
0.057460;0.985763;0.191187;-0.782593;0.591406;
0.057470;0.988944;0.193678;-0.783315;0.589637;
0.057480;0.992115;0.196168;-0.784029;0.587862;
0.057490;0.995277;0.198655;-0.784736;0.586081;
0.057500;0.998428;0.201141;-0.785435;0.584294;
0.057510;1.001570;0.203624;-0.786126;0.582502;
0.057520;1.004701;0.206105;-0.786809;0.580704;
0.057530;1.007823;0.208585;-0.787485;0.578900;
0.057540;1.010935;0.211062;-0.788153;0.577091;
0.057550;1.014037;0.213537;-0.788813;0.575275;
0.057560;1.017129;0.216010;-0.789465;0.573454;
0.057570;1.020210;0.218481;-0.790109;0.571628;
0.057580;1.023282;0.220950;-0.790746;0.569796;
0.057590;1.026344;0.223417;-0.791375;0.567958;
0.057600;1.029395;0.225881;-0.791996;0.566114;
0.057610;1.032437;0.228344;-0.792609;0.564265;
0.057620;1.035468;0.230804;-0.793214;0.562411;
0.057630;1.038489;0.233261;-0.793812;0.560551;
0.057640;1.041500;0.235717;-0.794402;0.558685;
0.057650;1.044500;0.238170;-0.794984;0.556814;
0.057660;1.047490;0.240620;-0.795558;0.554937;
0.057670;1.050470;0.243069;-0.796124;0.553055;
0.057680;1.053439;0.245515;-0.796682;0.551167;
0.057690;1.056398;0.247958;-0.797233;0.549274;
0.057700;1.059347;0.250399;-0.797775;0.547376;
0.057710;1.062285;0.252838;-0.798310;0.545472;
0.057720;1.065213;0.255274;-0.798837;0.543563;
0.057730;1.068130;0.257707;-0.799356;0.541648;
0.057740;1.071036;0.260139;-0.799867;0.539728;
0.057750;1.073932;0.262567;-0.800370;0.537803;
0.057760;1.076818;0.264993;-0.800865;0.535872;
0.057770;1.079693;0.267416;-0.801353;0.533936;
0.057780;1.082557;0.269837;-0.801832;0.531995;
0.057790;1.085410;0.272255;-0.802304;0.530049;
0.057800;1.088253;0.274670;-0.802767;0.528097;
0.057810;1.091085;0.277083;-0.803223;0.526140;
0.057820;1.093906;0.279492;-0.803671;0.524178;
0.057830;1.096717;0.281899;-0.804110;0.522211;
0.057840;1.099516;0.284304;-0.804542;0.520239;
0.057850;1.102305;0.286705;-0.804966;0.518261;
0.057860;1.105083;0.289104;-0.805382;0.516279;
0.057870;1.107850;0.291500;-0.805790;0.514291;
0.057880;1.110606;0.293893;-0.806191;0.512298;
0.057890;1.113351;0.296283;-0.806583;0.510300;
0.057900;1.116085;0.298670;-0.806967;0.508297;
0.057910;1.118808;0.301054;-0.807343;0.506289;
0.057920;1.121520;0.303435;-0.807711;0.504276;
0.057930;1.124221;0.305813;-0.808072;0.502259;
0.057940;1.126911;0.308188;-0.808424;0.500236;
0.057950;1.129590;0.310560;-0.808768;0.498208;
0.057960;1.132257;0.312930;-0.809105;0.496175;
0.057970;1.134914;0.315296;-0.809433;0.494138;
0.057980;1.137559;0.317658;-0.809754;0.492095;
0.057990;1.140193;0.320018;-0.810066;0.490048;
0.058000;1.142816;0.322375;-0.810370;0.487996;
0.058010;1.145427;0.324728;-0.810667;0.485939;
0.058020;1.148027;0.327078;-0.810955;0.483877;
0.058030;1.150616;0.329425;-0.811236;0.481810;
0.058040;1.153194;0.331769;-0.811508;0.479739;
0.058050;1.155760;0.334109;-0.811772;0.477663;
0.058060;1.158314;0.336446;-0.812029;0.475582;
0.058070;1.160858;0.338780;-0.812277;0.473497;
0.058080;1.163389;0.341111;-0.812517;0.471407;
0.058090;1.165910;0.343438;-0.812750;0.469312;
0.058100;1.168418;0.345761;-0.812974;0.467213;
0.058110;1.170916;0.348082;-0.813190;0.465109;
0.058120;1.173401;0.350399;-0.813399;0.463000;
0.058130;1.175876;0.352712;-0.813599;0.460887;
0.058140;1.178338;0.355022;-0.813791;0.458769;
0.058150;1.180789;0.357328;-0.813975;0.456647;
0.058160;1.183228;0.359631;-0.814151;0.454520;
0.058170;1.185656;0.361931;-0.814319;0.452389;
0.058180;1.188072;0.364226;-0.814479;0.450253;
0.058190;1.190476;0.366518;-0.814631;0.448113;
0.058200;1.192868;0.368807;-0.814775;0.445968;
0.058210;1.195249;0.371092;-0.814911;0.443819;
0.058220;1.197618;0.373373;-0.815039;0.441666;
0.058230;1.199975;0.375651;-0.815159;0.439508;
0.058240;1.202320;0.377925;-0.815271;0.437346;
0.058250;1.204653;0.380195;-0.815375;0.435180;
0.058260;1.206974;0.382461;-0.815470;0.433009;
0.058270;1.209284;0.384724;-0.815558;0.430834;
0.058280;1.211582;0.386983;-0.815638;0.428655;
0.058290;1.213867;0.389238;-0.815709;0.426472;
0.058300;1.216141;0.391489;-0.815773;0.424284;
0.058310;1.218402;0.393736;-0.815828;0.422092;
0.058320;1.220652;0.395979;-0.815876;0.419896;
0.058330;1.222889;0.398219;-0.815915;0.417696;
0.058340;1.225115;0.400454;-0.815946;0.415492;
0.058350;1.227328;0.402686;-0.815969;0.413283;
0.058360;1.229530;0.404914;-0.815985;0.411071;
0.058370;1.231719;0.407137;-0.815992;0.408855;
0.058380;1.233896;0.409357;-0.815991;0.406634;
0.058390;1.236060;0.411572;-0.815982;0.404409;
0.058400;1.238213;0.413784;-0.815965;0.402181;
0.058410;1.240353;0.415991;-0.815940;0.399948;
0.058420;1.242482;0.418195;-0.815907;0.397712;
0.058430;1.244597;0.420394;-0.815866;0.395472;
0.058440;1.246701;0.422589;-0.815816;0.393227;
0.058450;1.248792;0.424780;-0.815759;0.390979;
0.058460;1.250871;0.426966;-0.815694;0.388727;
0.058470;1.252938;0.429149;-0.815620;0.386471;
0.058480;1.254992;0.431327;-0.815539;0.384212;
0.058490;1.257034;0.433501;-0.815449;0.381948;
0.058500;1.259063;0.435671;-0.815352;0.379681;
0.058510;1.261080;0.437836;-0.815246;0.377410;
0.058520;1.263085;0.439997;-0.815133;0.375135;
0.058530;1.265077;0.442154;-0.815011;0.372857;
0.058540;1.267057;0.444306;-0.814881;0.370575;
0.058550;1.269024;0.446454;-0.814743;0.368289;
0.058560;1.270979;0.448598;-0.814598;0.366000;
0.058570;1.272921;0.450737;-0.814444;0.363707;
0.058580;1.274850;0.452872;-0.814282;0.361410;
0.058590;1.276767;0.455002;-0.814112;0.359110;
0.058600;1.278671;0.457128;-0.813934;0.356806;
0.058610;1.280563;0.459249;-0.813748;0.354499;
0.058620;1.282442;0.461366;-0.813554;0.352188;
0.058630;1.284308;0.463478;-0.813352;0.349874;
0.058640;1.286162;0.465585;-0.813142;0.347557;
0.058650;1.288003;0.467688;-0.812924;0.345236;
0.058660;1.289831;0.469787;-0.812698;0.342911;
0.058670;1.291647;0.471880;-0.812464;0.340583;
0.058680;1.293450;0.473970;-0.812222;0.338252;
0.058690;1.295240;0.476054;-0.811971;0.335917;
0.058700;1.297017;0.478134;-0.811713;0.333580;
0.058710;1.298782;0.480209;-0.811447;0.331238;
0.058720;1.300533;0.482279;-0.811173;0.328894;
0.058730;1.302272;0.484344;-0.810891;0.326546;
0.058740;1.303998;0.486405;-0.810600;0.324195;
0.058750;1.305711;0.488461;-0.810302;0.321841;
0.058760;1.307411;0.490512;-0.809996;0.319484;
0.058770;1.309099;0.492558;-0.809682;0.317124;
0.058780;1.310773;0.494600;-0.809360;0.314760;
0.058790;1.312435;0.496636;-0.809029;0.312393;
0.058800;1.314083;0.498668;-0.808691;0.310024;
0.058810;1.315719;0.500694;-0.808345;0.307651;
0.058820;1.317341;0.502716;-0.807991;0.305275;
0.058830;1.318951;0.504733;-0.807629;0.302896;
0.058840;1.320547;0.506744;-0.807259;0.300514;
0.058850;1.322131;0.508751;-0.806881;0.298129;
0.058860;1.323701;0.510753;-0.806495;0.295742;
0.058870;1.325259;0.512750;-0.806101;0.293351;
0.058880;1.326803;0.514741;-0.805699;0.290957;
0.058890;1.328334;0.516728;-0.805289;0.288561;
0.058900;1.329852;0.518709;-0.804871;0.286162;
0.058910;1.331357;0.520686;-0.804445;0.283760;
0.058920;1.332849;0.522657;-0.804012;0.281355;
0.058930;1.334328;0.524623;-0.803570;0.278947;
0.058940;1.335793;0.526584;-0.803120;0.276536;
0.058950;1.337246;0.528540;-0.802663;0.274123;
0.058960;1.338685;0.530490;-0.802197;0.271707;
0.058970;1.340111;0.532435;-0.801724;0.269289;
0.058980;1.341523;0.534375;-0.801243;0.266868;
0.058990;1.342923;0.536310;-0.800754;0.264444;
0.059000;1.344309;0.538239;-0.800257;0.262017;
0.059010;1.345682;0.540163;-0.799752;0.259588;
0.059020;1.347041;0.542082;-0.799239;0.257157;
0.059030;1.348388;0.543996;-0.798718;0.254722;
0.059040;1.349721;0.545904;-0.798189;0.252286;
0.059050;1.351041;0.547806;-0.797653;0.249847;
0.059060;1.352347;0.549704;-0.797109;0.247405;
0.059070;1.353640;0.551595;-0.796556;0.244961;
0.059080;1.354920;0.553482;-0.795996;0.242514;
0.059090;1.356186;0.555363;-0.795428;0.240066;
0.059100;1.357439;0.557238;-0.794852;0.237614;
0.059110;1.358678;0.559108;-0.794269;0.235161;
0.059120;1.359905;0.560972;-0.793677;0.232705;
0.059130;1.361117;0.562831;-0.793078;0.230247;
0.059140;1.362317;0.564685;-0.792471;0.227786;
0.059150;1.363502;0.566532;-0.791856;0.225323;
0.059160;1.364675;0.568375;-0.791233;0.222858;
0.059170;1.365834;0.570211;-0.790602;0.220391;
0.059180;1.366979;0.572042;-0.789964;0.217922;
0.059190;1.368111;0.573867;-0.789318;0.215451;
0.059200;1.369229;0.575687;-0.788664;0.212977;
0.059210;1.370334;0.577501;-0.788002;0.210501;
0.059220;1.371426;0.579309;-0.787333;0.208023;
0.059230;1.372503;0.581112;-0.786655;0.205544;
0.059240;1.373568;0.582908;-0.785970;0.203062;
0.059250;1.374618;0.584699;-0.785277;0.200578;
0.059260;1.375656;0.586485;-0.784577;0.198092;
0.059270;1.376679;0.588264;-0.783868;0.195604;
0.059280;1.377689;0.590038;-0.783152;0.193114;
0.059290;1.378686;0.591806;-0.782428;0.190623;
0.059300;1.379668;0.593568;-0.781697;0.188129;
0.059310;1.380638;0.595324;-0.780958;0.185634;
0.059320;1.381593;0.597074;-0.780211;0.183137;
0.059330;1.382535;0.598818;-0.779456;0.180638;
0.059340;1.383463;0.600557;-0.778694;0.178137;
0.059350;1.384378;0.602289;-0.777924;0.175634;
0.059360;1.385279;0.604016;-0.777146;0.173130;
0.059370;1.386166;0.605737;-0.776361;0.170624;
0.059380;1.387040;0.607451;-0.775568;0.168116;
0.059390;1.387900;0.609160;-0.774767;0.165607;
0.059400;1.388746;0.610863;-0.773959;0.163096;
0.059410;1.389578;0.612559;-0.773143;0.160583;
0.059420;1.390397;0.614250;-0.772319;0.158069;
0.059430;1.391202;0.615934;-0.771488;0.155554;
0.059440;1.391994;0.617613;-0.770649;0.153036;
0.059450;1.392771;0.619285;-0.769803;0.150518;
0.059460;1.393535;0.620951;-0.768948;0.147997;
0.059470;1.394285;0.622611;-0.768087;0.145476;
0.059480;1.395022;0.624265;-0.767218;0.142952;
0.059490;1.395744;0.625913;-0.766341;0.140428;
0.059500;1.396453;0.627555;-0.765456;0.137902;
0.059510;1.397148;0.629190;-0.764565;0.135375;
0.059520;1.397829;0.630819;-0.763665;0.132846;
0.059530;1.398497;0.632442;-0.762758;0.130316;
0.059540;1.399150;0.634059;-0.761844;0.127785;
0.059550;1.399790;0.635669;-0.760922;0.125252;
0.059560;1.400416;0.637274;-0.759992;0.122718;
0.059570;1.401028;0.638872;-0.759055;0.120183;
0.059580;1.401627;0.640463;-0.758110;0.117647;
0.059590;1.402211;0.642048;-0.757158;0.115110;
0.059600;1.402782;0.643627;-0.756199;0.112572;
0.059610;1.403339;0.645200;-0.755232;0.110032;
0.059620;1.403882;0.646766;-0.754258;0.107491;
0.059630;1.404411;0.648326;-0.753276;0.104950;
0.059640;1.404926;0.649880;-0.752286;0.102407;
0.059650;1.405428;0.651427;-0.751290;0.099863;
0.059660;1.405915;0.652967;-0.750286;0.097318;
0.059670;1.406389;0.654501;-0.749274;0.094773;
0.059680;1.406849;0.656029;-0.748255;0.092226;
0.059690;1.407294;0.657550;-0.747229;0.089679;
0.059700;1.407726;0.659065;-0.746195;0.087130;
0.059710;1.408145;0.660573;-0.745154;0.084581;
0.059720;1.408549;0.662075;-0.744106;0.082031;
0.059730;1.408939;0.663570;-0.743050;0.079480;
0.059740;1.409315;0.665059;-0.741987;0.076928;
0.059750;1.409678;0.666541;-0.740916;0.074376;
0.059760;1.410027;0.668016;-0.739839;0.071822;
0.059770;1.410361;0.669485;-0.738754;0.069268;
0.059780;1.410682;0.670947;-0.737661;0.066714;
0.059790;1.410989;0.672403;-0.736562;0.064159;
0.059800;1.411282;0.673852;-0.735455;0.061603;
0.059810;1.411561;0.675294;-0.734341;0.059046;
0.059820;1.411826;0.676730;-0.733219;0.056489;
0.059830;1.412077;0.678159;-0.732091;0.053931;
0.059840;1.412314;0.679582;-0.730955;0.051373;
0.059850;1.412537;0.680997;-0.729812;0.048815;
0.059860;1.412747;0.682406;-0.728662;0.046255;
0.059870;1.412942;0.683808;-0.727504;0.043696;
0.059880;1.413123;0.685204;-0.726339;0.041136;
0.059890;1.413291;0.686592;-0.725168;0.038575;
0.059900;1.413444;0.687974;-0.723989;0.036015;
0.059910;1.413584;0.689349;-0.722803;0.033453;
0.059920;1.413709;0.690718;-0.721609;0.030892;
0.059930;1.413821;0.692079;-0.720409;0.028330;
0.059940;1.413919;0.693434;-0.719202;0.025768;
0.059950;1.414002;0.694782;-0.717987;0.023205;
0.059960;1.414072;0.696123;-0.716765;0.020643;
0.059970;1.414128;0.697457;-0.715537;0.018080;
0.059980;1.414170;0.698784;-0.714301;0.015517;
0.059990;1.414198;0.700104;-0.713058;0.012954;
0.060000;1.414212;0.701417;-0.711808;0.010391;
0.060010;1.414212;0.702724;-0.710551;0.007827;
0.060020;1.414198;0.704023;-0.709287;0.005264;
0.060030;1.414170;0.705316;-0.708017;0.002700;
0.060040;1.414128;0.706602;-0.706739;0.000137;
0.060050;1.414072;0.707880;-0.705454;-0.002427;
0.060060;1.414002;0.709152;-0.704162;-0.004990;
0.060070;1.413919;0.710417;-0.702863;-0.007553;
0.060080;1.413821;0.711674;-0.701557;-0.010117;
0.060090;1.413709;0.712925;-0.700245;-0.012680;
0.060100;1.413584;0.714168;-0.698925;-0.015243;
0.060110;1.413444;0.715405;-0.697599;-0.017806;
0.060120;1.413291;0.716634;-0.696265;-0.020369;
0.060130;1.413123;0.717857;-0.694925;-0.022932;
0.060140;1.412942;0.719072;-0.693578;-0.025494;
0.060150;1.412747;0.720280;-0.692224;-0.028056;
0.060160;1.412537;0.721481;-0.690863;-0.030618;
0.060170;1.412314;0.722675;-0.689496;-0.033180;
0.060180;1.412077;0.723862;-0.688122;-0.035741;
0.060190;1.411826;0.725042;-0.686740;-0.038302;
0.060200;1.411561;0.726215;-0.685352;-0.040862;
0.060210;1.411282;0.727380;-0.683958;-0.043422;
0.060220;1.410989;0.728538;-0.682556;-0.045982;
0.060230;1.410682;0.729689;-0.681148;-0.048541;
0.060240;1.410361;0.730833;-0.679733;-0.051100;
0.060250;1.410027;0.731970;-0.678312;-0.053658;
0.060260;1.409678;0.733099;-0.676883;-0.056216;
0.060270;1.409315;0.734221;-0.675448;-0.058773;
0.060280;1.408939;0.735336;-0.674007;-0.061330;
0.060290;1.408549;0.736444;-0.672558;-0.063885;
0.060300;1.408145;0.737544;-0.671103;-0.066441;
0.060310;1.407726;0.738637;-0.669642;-0.068995;
0.060320;1.407294;0.739723;-0.668174;-0.071549;
0.060330;1.406849;0.740802;-0.666699;-0.074103;
0.060340;1.406389;0.741873;-0.665217;-0.076655;
0.060350;1.405915;0.742937;-0.663729;-0.079207;
0.060360;1.405428;0.743993;-0.662235;-0.081758;
0.060370;1.404926;0.745042;-0.660734;-0.084308;
0.060380;1.404411;0.746084;-0.659226;-0.086858;
0.060390;1.403882;0.747119;-0.657712;-0.089406;
0.060400;1.403339;0.748146;-0.656192;-0.091954;
0.060410;1.402782;0.749165;-0.654665;-0.094501;
0.060420;1.402211;0.750178;-0.653131;-0.097046;
0.060430;1.401627;0.751183;-0.651591;-0.099591;
0.060440;1.401028;0.752180;-0.650045;-0.102135;
0.060450;1.400416;0.753170;-0.648492;-0.104678;
0.060460;1.399790;0.754153;-0.646933;-0.107220;
0.060470;1.399150;0.755128;-0.645368;-0.109760;
0.060480;1.398497;0.756096;-0.643796;-0.112300;
0.060490;1.397829;0.757056;-0.642217;-0.114839;
0.060500;1.397148;0.758009;-0.640633;-0.117376;
0.060510;1.396453;0.758954;-0.639042;-0.119912;
0.060520;1.395744;0.759892;-0.637445;-0.122448;
0.060530;1.395022;0.760823;-0.635841;-0.124981;
0.060540;1.394285;0.761745;-0.634231;-0.127514;
0.060550;1.393535;0.762661;-0.632615;-0.130045;
0.060560;1.392771;0.763569;-0.630993;-0.132576;
0.060570;1.391994;0.764469;-0.629364;-0.135104;
0.060580;1.391202;0.765362;-0.627730;-0.137632;
0.060590;1.390397;0.766247;-0.626089;-0.140158;
0.060600;1.389578;0.767124;-0.624442;-0.142683;
0.060610;1.388746;0.767994;-0.622788;-0.145206;
0.060620;1.387900;0.768857;-0.621129;-0.147728;
0.060630;1.387040;0.769712;-0.619463;-0.150248;
0.060640;1.386166;0.770559;-0.617792;-0.152767;
0.060650;1.385279;0.771399;-0.616114;-0.155285;
0.060660;1.384378;0.772231;-0.614430;-0.157800;
0.060670;1.383463;0.773055;-0.612740;-0.160315;
0.060680;1.382535;0.773872;-0.611044;-0.162828;
0.060690;1.381593;0.774681;-0.609342;-0.165339;
0.060700;1.380638;0.775482;-0.607634;-0.167848;
0.060710;1.379668;0.776276;-0.605920;-0.170356;
0.060720;1.378686;0.777062;-0.604200;-0.172862;
0.060730;1.377689;0.777841;-0.602474;-0.175367;
0.060740;1.376679;0.778612;-0.600742;-0.177870;
0.060750;1.375656;0.779375;-0.599004;-0.180371;
0.060760;1.374618;0.780130;-0.597261;-0.182870;
0.060770;1.373568;0.780878;-0.595511;-0.185367;
0.060780;1.372503;0.781618;-0.593756;-0.187863;
0.060790;1.371426;0.782351;-0.591994;-0.190356;
0.060800;1.370334;0.783075;-0.590227;-0.192848;
0.060810;1.369229;0.783792;-0.588454;-0.195338;
0.060820;1.368111;0.784501;-0.586675;-0.197826;
0.060830;1.366979;0.785203;-0.584891;-0.200312;
0.060840;1.365834;0.785896;-0.583100;-0.202796;
0.060850;1.364675;0.786582;-0.581304;-0.205278;
0.060860;1.363502;0.787261;-0.579502;-0.207759;
0.060870;1.362317;0.787931;-0.577694;-0.210237;
0.060880;1.361117;0.788594;-0.575881;-0.212712;
0.060890;1.359905;0.789248;-0.574062;-0.215186;
0.060900;1.358678;0.789895;-0.572237;-0.217658;
0.060910;1.357439;0.790535;-0.570407;-0.220128;
0.060920;1.356186;0.791166;-0.568571;-0.222595;
0.060930;1.354920;0.791790;-0.566730;-0.225060;
0.060940;1.353640;0.792405;-0.564882;-0.227523;
0.060950;1.352347;0.793013;-0.563030;-0.229984;
0.060960;1.351041;0.793614;-0.561171;-0.232442;
0.060970;1.349721;0.794206;-0.559308;-0.234898;
0.060980;1.348388;0.794790;-0.557438;-0.237352;
0.060990;1.347041;0.795367;-0.555563;-0.239804;
0.061000;1.345682;0.795936;-0.553683;-0.242253;
0.061010;1.344309;0.796497;-0.551797;-0.244700;
0.061020;1.342923;0.797050;-0.549906;-0.247144;
0.061030;1.341523;0.797595;-0.548009;-0.249586;
0.061040;1.340111;0.798132;-0.546107;-0.252025;
0.061050;1.338685;0.798662;-0.544200;-0.254462;
0.061060;1.337246;0.799184;-0.542287;-0.256897;
0.061070;1.335793;0.799697;-0.540369;-0.259328;
0.061080;1.334328;0.800203;-0.538445;-0.261758;
0.061090;1.332849;0.800701;-0.536516;-0.264185;
0.061100;1.331357;0.801191;-0.534582;-0.266609;
0.061110;1.329852;0.801673;-0.532643;-0.269030;
0.061120;1.328334;0.802147;-0.530698;-0.271449;
0.061130;1.326803;0.802613;-0.528748;-0.273865;
0.061140;1.325259;0.803072;-0.526793;-0.276279;
0.061150;1.323701;0.803522;-0.524833;-0.278689;
0.061160;1.322131;0.803965;-0.522867;-0.281097;
0.061170;1.320547;0.804399;-0.520897;-0.283503;
0.061180;1.318951;0.804826;-0.518921;-0.285905;
0.061190;1.317341;0.805245;-0.516940;-0.288305;
0.061200;1.315719;0.805655;-0.514954;-0.290701;
0.061210;1.314083;0.806058;-0.512963;-0.293095;
0.061220;1.312435;0.806453;-0.510967;-0.295486;
0.061230;1.310773;0.806840;-0.508965;-0.297874;
0.061240;1.309099;0.807219;-0.506959;-0.300259;
0.061250;1.307411;0.807590;-0.504948;-0.302642;
0.061260;1.305711;0.807953;-0.502932;-0.305021;
0.061270;1.303998;0.808308;-0.500911;-0.307397;
0.061280;1.302272;0.808655;-0.498884;-0.309770;
0.061290;1.300533;0.808994;-0.496853;-0.312140;
0.061300;1.298782;0.809325;-0.494817;-0.314507;
0.061310;1.297017;0.809648;-0.492777;-0.316871;
0.061320;1.295240;0.809963;-0.490731;-0.319232;
0.061330;1.293450;0.810270;-0.488680;-0.321589;
0.061340;1.291647;0.810569;-0.486625;-0.323944;
0.061350;1.289831;0.810860;-0.484565;-0.326295;
0.061360;1.288003;0.811143;-0.482500;-0.328643;
0.061370;1.286162;0.811418;-0.480430;-0.330988;
0.061380;1.284308;0.811685;-0.478356;-0.333329;
0.061390;1.282442;0.811944;-0.476276;-0.335668;
0.061400;1.280563;0.812195;-0.474193;-0.338003;
0.061410;1.278671;0.812438;-0.472104;-0.340334;
0.061420;1.276767;0.812673;-0.470011;-0.342662;
0.061430;1.274850;0.812900;-0.467913;-0.344987;
0.061440;1.272921;0.813119;-0.465810;-0.347309;
0.061450;1.270979;0.813330;-0.463703;-0.349627;
0.061460;1.269024;0.813533;-0.461592;-0.351941;
0.061470;1.267057;0.813728;-0.459475;-0.354252;
0.061480;1.265077;0.813915;-0.457355;-0.356560;
0.061490;1.263085;0.814093;-0.455229;-0.358864;
0.061500;1.261080;0.814264;-0.453100;-0.361165;
0.061510;1.259063;0.814427;-0.450965;-0.363461;
0.061520;1.257034;0.814582;-0.448827;-0.365755;
0.061530;1.254992;0.814728;-0.446684;-0.368045;
0.061540;1.252938;0.814867;-0.444536;-0.370331;
0.061550;1.250871;0.814997;-0.442384;-0.372613;
0.061560;1.248792;0.815120;-0.440228;-0.374892;
0.061570;1.246701;0.815234;-0.438067;-0.377167;
0.061580;1.244597;0.815341;-0.435902;-0.379438;
0.061590;1.242482;0.815439;-0.433733;-0.381706;
0.061600;1.240353;0.815530;-0.431560;-0.383970;
0.061610;1.238213;0.815612;-0.429382;-0.386230;
0.061620;1.236060;0.815686;-0.427200;-0.388486;
0.061630;1.233896;0.815752;-0.425014;-0.390739;
0.061640;1.231719;0.815811;-0.422823;-0.392987;
0.061650;1.229530;0.815861;-0.420629;-0.395232;
0.061660;1.227328;0.815903;-0.418430;-0.397473;
0.061670;1.225115;0.815937;-0.416227;-0.399710;
0.061680;1.222889;0.815963;-0.414020;-0.401943;
0.061690;1.220652;0.815980;-0.411809;-0.404171;
0.061700;1.218402;0.815990;-0.409594;-0.406396;
0.061710;1.216141;0.815992;-0.407375;-0.408617;
0.061720;1.213867;0.815986;-0.405151;-0.410834;
0.061730;1.211582;0.815971;-0.402924;-0.413047;
0.061740;1.209284;0.815949;-0.400693;-0.415256;
0.061750;1.206974;0.815919;-0.398458;-0.417461;
0.061760;1.204653;0.815880;-0.396219;-0.419661;
0.061770;1.202320;0.815834;-0.393976;-0.421858;
0.061780;1.199975;0.815779;-0.391729;-0.424050;
0.061790;1.197618;0.815716;-0.389478;-0.426238;
0.061800;1.195249;0.815646;-0.387224;-0.428422;
0.061810;1.192868;0.815567;-0.384965;-0.430602;
0.061820;1.190476;0.815480;-0.382703;-0.432777;
0.061830;1.188072;0.815385;-0.380437;-0.434948;
0.061840;1.185656;0.815282;-0.378167;-0.437115;
0.061850;1.183228;0.815171;-0.375894;-0.439277;
0.061860;1.180789;0.815052;-0.373617;-0.441436;
0.061870;1.178338;0.814925;-0.371336;-0.443589;
0.061880;1.175876;0.814790;-0.369051;-0.445739;
0.061890;1.173401;0.814647;-0.366763;-0.447884;
0.061900;1.170916;0.814496;-0.364471;-0.450025;
0.061910;1.168418;0.814337;-0.362176;-0.452161;
0.061920;1.165910;0.814170;-0.359877;-0.454292;
0.061930;1.163389;0.813994;-0.357575;-0.456420;
0.061940;1.160858;0.813811;-0.355269;-0.458542;
0.061950;1.158314;0.813620;-0.352959;-0.460661;
0.061960;1.155760;0.813420;-0.350646;-0.462774;
0.061970;1.153194;0.813213;-0.348330;-0.464883;
0.061980;1.150616;0.812998;-0.346010;-0.466988;
0.061990;1.148027;0.812774;-0.343686;-0.469088;
0.062000;1.145427;0.812543;-0.341360;-0.471183;
0.062010;1.142816;0.812303;-0.339029;-0.473274;
0.062020;1.140193;0.812056;-0.336696;-0.475360;
0.062030;1.137559;0.811800;-0.334359;-0.477441;
0.062040;1.134914;0.811537;-0.332019;-0.479517;
0.062050;1.132257;0.811265;-0.329676;-0.481589;
0.062060;1.129590;0.810986;-0.327329;-0.483656;
0.062070;1.126911;0.810698;-0.324979;-0.485719;
0.062080;1.124221;0.810402;-0.322626;-0.487776;
0.062090;1.121520;0.810099;-0.320270;-0.489829;
0.062100;1.118808;0.809787;-0.317911;-0.491877;
0.062110;1.116085;0.809468;-0.315548;-0.493920;
0.062120;1.113351;0.809140;-0.313183;-0.495958;
0.062130;1.110606;0.808805;-0.310814;-0.497991;
0.062140;1.107850;0.808461;-0.308442;-0.500019;
0.062150;1.105083;0.808110;-0.306067;-0.502043;
0.062160;1.102305;0.807750;-0.303689;-0.504061;
0.062170;1.099516;0.807383;-0.301308;-0.506074;
0.062180;1.096717;0.807008;-0.298925;-0.508083;
0.062190;1.093906;0.806624;-0.296538;-0.510086;
0.062200;1.091085;0.806233;-0.294148;-0.512085;
0.062210;1.088253;0.805834;-0.291756;-0.514078;
0.062220;1.085410;0.805426;-0.289360;-0.516066;
0.062230;1.082557;0.805011;-0.286962;-0.518049;
0.062240;1.079693;0.804588;-0.284561;-0.520028;
0.062250;1.076818;0.804157;-0.282157;-0.522000;
0.062260;1.073932;0.803718;-0.279750;-0.523968;
0.062270;1.071036;0.803271;-0.277340;-0.525931;
0.062280;1.068130;0.802816;-0.274928;-0.527888;
0.062290;1.065213;0.802353;-0.272513;-0.529840;
0.062300;1.062285;0.801883;-0.270095;-0.531787;
0.062310;1.059347;0.801404;-0.267675;-0.533729;
0.062320;1.056398;0.800918;-0.265252;-0.535666;
0.062330;1.053439;0.800423;-0.262826;-0.537597;
0.062340;1.050470;0.799921;-0.260398;-0.539523;
