time;EmtTfoYD_circuit_vPrimA;EmtTfoYD_circuit_vSecA;EmtTfoYD_circuit_vSecB;EmtTfoYD_circuit_vSecC;
0.023330;0.710311;0.712226;-0.011245;-0.700980;
0.023340;0.706465;0.710971;-0.008682;-0.702289;
0.023350;0.702613;0.709709;-0.006118;-0.703591;
0.023360;0.698754;0.708441;-0.003555;-0.704886;
0.023370;0.694888;0.707165;-0.000991;-0.706174;
0.023380;0.691015;0.705883;0.001572;-0.707455;
0.023390;0.687135;0.704593;0.004136;-0.708729;
0.023400;0.683248;0.703297;0.006699;-0.709996;
0.023410;0.679355;0.701993;0.009262;-0.711256;
0.023420;0.675455;0.700683;0.011826;-0.712509;
0.023430;0.671548;0.699366;0.014389;-0.713755;
0.023440;0.667635;0.698042;0.016952;-0.714994;
0.023450;0.663715;0.696711;0.019515;-0.716225;
0.023460;0.659789;0.695373;0.022077;-0.717450;
0.023470;0.655856;0.694028;0.024640;-0.718668;
0.023480;0.651916;0.692676;0.027202;-0.719878;
0.023490;0.647970;0.691318;0.029764;-0.721082;
0.023500;0.644018;0.689953;0.032326;-0.722278;
0.023510;0.640059;0.688580;0.034887;-0.723468;
0.023520;0.636094;0.687202;0.037448;-0.724650;
0.023530;0.632123;0.685816;0.040009;-0.725825;
0.023540;0.628146;0.684423;0.042569;-0.726992;
0.023550;0.624162;0.683024;0.045129;-0.728153;
0.023560;0.620172;0.681618;0.047688;-0.729306;
0.023570;0.616176;0.680206;0.050247;-0.730453;
0.023580;0.612174;0.678786;0.052805;-0.731592;
0.023590;0.608166;0.677360;0.055363;-0.732723;
0.023600;0.604152;0.675927;0.057921;-0.733848;
0.023610;0.600132;0.674488;0.060477;-0.734965;
0.023620;0.596106;0.673042;0.063034;-0.736075;
0.023630;0.592074;0.671589;0.065589;-0.737178;
0.023640;0.588037;0.670130;0.068144;-0.738274;
0.023650;0.583993;0.668664;0.070698;-0.739362;
0.023660;0.579944;0.667191;0.073252;-0.740443;
0.023670;0.575889;0.665712;0.075805;-0.741516;
0.023680;0.571828;0.664226;0.078357;-0.742583;
0.023690;0.567762;0.662734;0.080908;-0.743642;
0.023700;0.563690;0.661235;0.083458;-0.744693;
0.023710;0.559613;0.659730;0.086008;-0.745738;
0.023720;0.555530;0.658218;0.088557;-0.746775;
0.023730;0.551441;0.656699;0.091105;-0.747804;
0.023740;0.547347;0.655175;0.093652;-0.748826;
0.023750;0.543248;0.653643;0.096198;-0.749841;
0.023760;0.539143;0.652106;0.098743;-0.750849;
0.023770;0.535033;0.650561;0.101287;-0.751849;
0.023780;0.530918;0.649011;0.103830;-0.752841;
0.023790;0.526797;0.647454;0.106373;-0.753826;
0.023800;0.522672;0.645890;0.108914;-0.754804;
0.023810;0.518541;0.644320;0.111454;-0.755774;
0.023820;0.514405;0.642744;0.113993;-0.756737;
0.023830;0.510264;0.641162;0.116530;-0.757692;
0.023840;0.506117;0.639573;0.119067;-0.758640;
0.023850;0.501966;0.637978;0.121603;-0.759580;
0.023860;0.497810;0.636376;0.124137;-0.760513;
0.023870;0.493649;0.634769;0.126670;-0.761439;
0.023880;0.489483;0.633155;0.129202;-0.762356;
0.023890;0.485313;0.631534;0.131732;-0.763267;
0.023900;0.481137;0.629908;0.134262;-0.764170;
0.023910;0.476957;0.628275;0.136789;-0.765065;
0.023920;0.472772;0.626636;0.139316;-0.765952;
0.023930;0.468583;0.624991;0.141841;-0.766833;
0.023940;0.464388;0.623340;0.144365;-0.767705;
0.023950;0.460190;0.621683;0.146887;-0.768570;
0.023960;0.455986;0.620019;0.149408;-0.769427;
0.023970;0.451778;0.618350;0.151928;-0.770277;
0.023980;0.447566;0.616674;0.154446;-0.771119;
0.023990;0.443349;0.614992;0.156962;-0.771954;
0.024000;0.439128;0.613304;0.159477;-0.772781;
0.024010;0.434903;0.611610;0.161990;-0.773600;
0.024020;0.430673;0.609910;0.164502;-0.774412;
0.024030;0.426439;0.608204;0.167012;-0.775216;
0.024040;0.422201;0.606492;0.169520;-0.776013;
0.024050;0.417959;0.604774;0.172027;-0.776801;
0.024060;0.413712;0.603050;0.174532;-0.777582;
0.024070;0.409462;0.601320;0.177035;-0.778356;
0.024080;0.405207;0.599584;0.179537;-0.779121;
0.024090;0.400948;0.597843;0.182037;-0.779880;
0.024100;0.396686;0.596095;0.184535;-0.780630;
0.024110;0.392419;0.594341;0.187031;-0.781372;
0.024120;0.388149;0.592582;0.189525;-0.782107;
0.024130;0.383875;0.590817;0.192018;-0.782835;
0.024140;0.379597;0.589046;0.194508;-0.783554;
0.024150;0.375315;0.587269;0.196997;-0.784266;
0.024160;0.371030;0.585486;0.199484;-0.784970;
0.024170;0.366741;0.583698;0.201969;-0.785666;
0.024180;0.362448;0.581903;0.204451;-0.786355;
0.024190;0.358152;0.580103;0.206932;-0.787035;
0.024200;0.353852;0.578298;0.209411;-0.787708;
0.024210;0.349549;0.576486;0.211887;-0.788374;
0.024220;0.345242;0.574669;0.214362;-0.789031;
0.024230;0.340932;0.572846;0.216834;-0.789681;
0.024240;0.336618;0.571018;0.219305;-0.790322;
0.024250;0.332301;0.569184;0.221773;-0.790956;
0.024260;0.327981;0.567344;0.224239;-0.791583;
0.024270;0.323658;0.565499;0.226702;-0.792201;
0.024280;0.319331;0.563648;0.229164;-0.792812;
0.024290;0.315002;0.561791;0.231623;-0.793414;
0.024300;0.310669;0.559929;0.234080;-0.794009;
0.024310;0.306333;0.558062;0.236535;-0.794597;
0.024320;0.301994;0.556189;0.238987;-0.795176;
0.024330;0.297652;0.554310;0.241437;-0.795747;
0.024340;0.293307;0.552426;0.243884;-0.796311;
0.024350;0.288959;0.550537;0.246329;-0.796866;
0.024360;0.284609;0.548642;0.248772;-0.797414;
0.024370;0.280256;0.546742;0.251212;-0.797954;
0.024380;0.275899;0.544836;0.253650;-0.798486;
0.024390;0.271541;0.542925;0.256085;-0.799011;
0.024400;0.267179;0.541009;0.258518;-0.799527;
0.024410;0.262815;0.539087;0.260948;-0.800035;
0.024420;0.258448;0.537160;0.263376;-0.800536;
0.024430;0.254079;0.535228;0.265801;-0.801028;
0.024440;0.249707;0.533290;0.268223;-0.801513;
0.024450;0.245333;0.531347;0.270643;-0.801990;
0.024460;0.240956;0.529399;0.273060;-0.802459;
0.024470;0.236577;0.527445;0.275474;-0.802920;
0.024480;0.232195;0.525487;0.277886;-0.803373;
0.024490;0.227812;0.523523;0.280295;-0.803818;
0.024500;0.223426;0.521554;0.282701;-0.804255;
0.024510;0.219037;0.519580;0.285105;-0.804685;
0.024520;0.214647;0.517601;0.287505;-0.805106;
0.024530;0.210255;0.515617;0.289903;-0.805519;
0.024540;0.205860;0.513627;0.292298;-0.805925;
0.024550;0.201463;0.511633;0.294690;-0.806322;
0.024560;0.197065;0.509633;0.297079;-0.806712;
0.024570;0.192664;0.507629;0.299465;-0.807093;
0.024580;0.188262;0.505619;0.301848;-0.807467;
0.024590;0.183858;0.503604;0.304228;-0.807832;
0.024600;0.179452;0.501585;0.306605;-0.808190;
0.024610;0.175044;0.499560;0.308979;-0.808540;
0.024620;0.170634;0.497531;0.311351;-0.808881;
0.024630;0.166223;0.495497;0.313719;-0.809215;
0.024640;0.161810;0.493457;0.316083;-0.809541;
0.024650;0.157396;0.491413;0.318445;-0.809859;
0.024660;0.152980;0.489364;0.320804;-0.810168;
0.024670;0.148562;0.487311;0.323159;-0.810470;
0.024680;0.144143;0.485252;0.325512;-0.810764;
0.024690;0.139722;0.483189;0.327861;-0.811050;
0.024700;0.135301;0.481120;0.330207;-0.811327;
0.024710;0.130878;0.479048;0.332549;-0.811597;
0.024720;0.126453;0.476970;0.334889;-0.811859;
0.024730;0.122027;0.474888;0.337225;-0.812112;
0.024740;0.117600;0.472801;0.339557;-0.812358;
0.024750;0.113172;0.470709;0.341887;-0.812596;
0.024760;0.108743;0.468613;0.344213;-0.812825;
0.024770;0.104313;0.466512;0.346535;-0.813047;
0.024780;0.099882;0.464406;0.348854;-0.813261;
0.024790;0.095449;0.462296;0.351170;-0.813466;
0.024800;0.091016;0.460181;0.353482;-0.813664;
0.024810;0.086582;0.458062;0.355791;-0.813853;
0.024820;0.082147;0.455938;0.358096;-0.814035;
0.024830;0.077711;0.453810;0.360398;-0.814208;
0.024840;0.073275;0.451677;0.362696;-0.814374;
0.024850;0.068837;0.449540;0.364991;-0.814531;
0.024860;0.064400;0.447399;0.367282;-0.814680;
0.024870;0.059961;0.445253;0.369569;-0.814822;
0.024880;0.055522;0.443102;0.371853;-0.814955;
0.024890;0.051082;0.440947;0.374133;-0.815080;
0.024900;0.046642;0.438788;0.376409;-0.815197;
0.024910;0.042201;0.436625;0.378682;-0.815306;
0.024920;0.037760;0.434457;0.380951;-0.815407;
0.024930;0.033319;0.432285;0.383216;-0.815500;
0.024940;0.028877;0.430108;0.385477;-0.815585;
0.024950;0.024435;0.427928;0.387735;-0.815662;
0.024960;0.019992;0.425743;0.389988;-0.815731;
0.024970;0.015550;0.423554;0.392238;-0.815792;
0.024980;0.011107;0.421361;0.394484;-0.815845;
0.024990;0.006664;0.419163;0.396726;-0.815890;
0.025000;0.002221;0.416962;0.398964;-0.815926;
0.025010;-0.002221;0.414756;0.401199;-0.815955;
0.025020;-0.006664;0.412546;0.403429;-0.815975;
0.025030;-0.011107;0.410333;0.405655;-0.815988;
0.025040;-0.015550;0.408115;0.407878;-0.815992;
0.025050;-0.019992;0.405893;0.410096;-0.815989;
0.025060;-0.024435;0.403667;0.412310;-0.815977;
0.025070;-0.028877;0.401437;0.414520;-0.815957;
0.025080;-0.033319;0.399203;0.416726;-0.815930;
0.025090;-0.037760;0.396966;0.418928;-0.815894;
0.025100;-0.042201;0.394724;0.421126;-0.815850;
0.025110;-0.046642;0.392478;0.423320;-0.815798;
0.025120;-0.051082;0.390229;0.425509;-0.815738;
0.025130;-0.055522;0.387976;0.427694;-0.815670;
0.025140;-0.059961;0.385719;0.429875;-0.815594;
0.025150;-0.064400;0.383458;0.432052;-0.815510;
0.025160;-0.068837;0.381193;0.434225;-0.815418;
0.025170;-0.073275;0.378924;0.436393;-0.815318;
0.025180;-0.077711;0.376652;0.438557;-0.815209;
0.025190;-0.082147;0.374376;0.440717;-0.815093;
0.025200;-0.086582;0.372097;0.442872;-0.814969;
0.025210;-0.091016;0.369813;0.445023;-0.814836;
0.025220;-0.095449;0.367526;0.447169;-0.814696;
0.025230;-0.099882;0.365236;0.449312;-0.814547;
0.025240;-0.104313;0.362942;0.451449;-0.814391;
0.025250;-0.108743;0.360644;0.453582;-0.814226;
0.025260;-0.113172;0.358343;0.455711;-0.814054;
0.025270;-0.117600;0.356038;0.457835;-0.813873;
0.025280;-0.122027;0.353729;0.459955;-0.813684;
0.025290;-0.126453;0.351417;0.462070;-0.813488;
0.025300;-0.130878;0.349102;0.464181;-0.813283;
0.025310;-0.135301;0.346783;0.466287;-0.813070;
0.025320;-0.139722;0.344461;0.468388;-0.812849;
0.025330;-0.144143;0.342135;0.470485;-0.812621;
0.025340;-0.148562;0.339807;0.472577;-0.812384;
0.025350;-0.152980;0.337474;0.474665;-0.812139;
0.025360;-0.157396;0.335138;0.476748;-0.811886;
0.025370;-0.161810;0.332800;0.478826;-0.811625;
0.025380;-0.166223;0.330457;0.480899;-0.811356;
0.025390;-0.170634;0.328112;0.482968;-0.811080;
0.025400;-0.175044;0.325763;0.485032;-0.810795;
0.025410;-0.179452;0.323411;0.487091;-0.810502;
0.025420;-0.183858;0.321056;0.489145;-0.810201;
0.025430;-0.188262;0.318698;0.491195;-0.809892;
0.025440;-0.192664;0.316336;0.493239;-0.809575;
0.025450;-0.197065;0.313971;0.495279;-0.809250;
0.025460;-0.201463;0.311604;0.497314;-0.808917;
0.025470;-0.205860;0.309233;0.499344;-0.808577;
0.025480;-0.210255;0.306859;0.501369;-0.808228;
0.025490;-0.214647;0.304482;0.503389;-0.807871;
0.025500;-0.219037;0.302102;0.505404;-0.807506;
0.025510;-0.223426;0.299720;0.507414;-0.807134;
0.025520;-0.227812;0.297334;0.509419;-0.806753;
0.025530;-0.232195;0.294945;0.511419;-0.806364;
0.025540;-0.236577;0.292553;0.513414;-0.805968;
0.025550;-0.240956;0.290159;0.515404;-0.805563;
0.025560;-0.245333;0.287761;0.517389;-0.805150;
0.025570;-0.249707;0.285361;0.519369;-0.804730;
0.025580;-0.254079;0.282958;0.521343;-0.804302;
0.025590;-0.258448;0.280552;0.523313;-0.803865;
0.025600;-0.262815;0.278144;0.525277;-0.803421;
0.025610;-0.267179;0.275732;0.527236;-0.802969;
0.025620;-0.271541;0.273318;0.529190;-0.802509;
0.025630;-0.275899;0.270901;0.531139;-0.802041;
0.025640;-0.280256;0.268482;0.533083;-0.801565;
0.025650;-0.284609;0.266060;0.535021;-0.801081;
0.025660;-0.288959;0.263635;0.536954;-0.800589;
0.025670;-0.293307;0.261208;0.538881;-0.800089;
0.025680;-0.297652;0.258778;0.540804;-0.799582;
0.025690;-0.301994;0.256346;0.542721;-0.799066;
0.025700;-0.306333;0.253911;0.544632;-0.798543;
0.025710;-0.310669;0.251473;0.546538;-0.798011;
0.025720;-0.315002;0.249033;0.548439;-0.797472;
0.025730;-0.319331;0.246591;0.550335;-0.796925;
0.025740;-0.323658;0.244146;0.552225;-0.796371;
0.025750;-0.327981;0.241698;0.554109;-0.795808;
0.025760;-0.332301;0.239249;0.555988;-0.795237;
0.025770;-0.336618;0.236797;0.557862;-0.794659;
0.025780;-0.340932;0.234342;0.559730;-0.794073;
0.025790;-0.345242;0.231886;0.561593;-0.793478;
0.025800;-0.349549;0.229427;0.563450;-0.792876;
0.025810;-0.353852;0.226965;0.565301;-0.792267;
0.025820;-0.358152;0.224502;0.567147;-0.791649;
0.025830;-0.362448;0.222036;0.568987;-0.791024;
0.025840;-0.366741;0.219568;0.570822;-0.790391;
0.025850;-0.371030;0.217098;0.572651;-0.789750;
0.025860;-0.375315;0.214626;0.574475;-0.789101;
0.025870;-0.379597;0.212152;0.576292;-0.788444;
0.025880;-0.383875;0.209676;0.578104;-0.787780;
0.025890;-0.388149;0.207197;0.579911;-0.787108;
0.025900;-0.392419;0.204717;0.581711;-0.786428;
0.025910;-0.396686;0.202234;0.583506;-0.785740;
0.025920;-0.400948;0.199749;0.585295;-0.785045;
0.025930;-0.405207;0.197263;0.587078;-0.784341;
0.025940;-0.409462;0.194775;0.588856;-0.783631;
0.025950;-0.413712;0.192284;0.590628;-0.782912;
0.025960;-0.417959;0.189792;0.592394;-0.782186;
0.025970;-0.422201;0.187298;0.594154;-0.781451;
0.025980;-0.426439;0.184802;0.595908;-0.780710;
0.025990;-0.430673;0.182304;0.597656;-0.779960;
0.026000;-0.434903;0.179804;0.599399;-0.779203;
0.026010;-0.439128;0.177303;0.601135;-0.778438;
0.026020;-0.443349;0.174800;0.602866;-0.777665;
0.026030;-0.447566;0.172295;0.604590;-0.776885;
0.026040;-0.451778;0.169788;0.606309;-0.776097;
0.026050;-0.455986;0.167280;0.608021;-0.775302;
0.026060;-0.460190;0.164770;0.609728;-0.774498;
0.026070;-0.464388;0.162259;0.611429;-0.773687;
0.026080;-0.468583;0.159746;0.613123;-0.772869;
0.026090;-0.472772;0.157231;0.614812;-0.772043;
0.026100;-0.476957;0.154715;0.616494;-0.771209;
0.026110;-0.481137;0.152197;0.618171;-0.770368;
0.026120;-0.485313;0.149678;0.619841;-0.769519;
0.026130;-0.489483;0.147157;0.621505;-0.768662;
0.026140;-0.493649;0.144635;0.623163;-0.767798;
0.026150;-0.497810;0.142111;0.624815;-0.766926;
0.026160;-0.501966;0.139586;0.626461;-0.766047;
0.026170;-0.506117;0.137060;0.628100;-0.765160;
0.026180;-0.510264;0.134532;0.629734;-0.764266;
0.026190;-0.514405;0.132003;0.631361;-0.763364;
0.026200;-0.518541;0.129472;0.632982;-0.762454;
0.026210;-0.522672;0.126941;0.634596;-0.761537;
0.026220;-0.526797;0.124408;0.636205;-0.760613;
0.026230;-0.530918;0.121874;0.637807;-0.759680;
0.026240;-0.535033;0.119338;0.639403;-0.758741;
0.026250;-0.539143;0.116802;0.640992;-0.757794;
0.026260;-0.543248;0.114264;0.642575;-0.756839;
0.026270;-0.547347;0.111725;0.644152;-0.755877;
0.026280;-0.551441;0.109185;0.645723;-0.754908;
0.026290;-0.555530;0.106644;0.647287;-0.753931;
0.026300;-0.559613;0.104102;0.648845;-0.752947;
0.026310;-0.563690;0.101559;0.650396;-0.751955;
0.026320;-0.567762;0.099015;0.651941;-0.750956;
0.026330;-0.571828;0.096470;0.653479;-0.749949;
0.026340;-0.575889;0.093924;0.655011;-0.748935;
0.026350;-0.579944;0.091377;0.656537;-0.747914;
0.026360;-0.583993;0.088829;0.658056;-0.746885;
0.026370;-0.588037;0.086280;0.659568;-0.745849;
0.026380;-0.592074;0.083731;0.661074;-0.744805;
0.026390;-0.596106;0.081180;0.662574;-0.743754;
0.026400;-0.600132;0.078629;0.664067;-0.742696;
0.026410;-0.604152;0.076077;0.665553;-0.741631;
0.026420;-0.608166;0.073525;0.667033;-0.740558;
0.026430;-0.612174;0.070971;0.668507;-0.739478;
0.026440;-0.616176;0.068417;0.669973;-0.738390;
0.026450;-0.620172;0.065862;0.671433;-0.737296;
0.026460;-0.624162;0.063307;0.672887;-0.736194;
0.026470;-0.628146;0.060751;0.674334;-0.735084;
0.026480;-0.632123;0.058194;0.675774;-0.733968;
0.026490;-0.636094;0.055637;0.677207;-0.732844;
0.026500;-0.640059;0.053079;0.678634;-0.731713;
0.026510;-0.644018;0.050520;0.680054;-0.730575;
0.026520;-0.647970;0.047962;0.681468;-0.729429;
0.026530;-0.651916;0.045402;0.682874;-0.728277;
0.026540;-0.655856;0.042843;0.684274;-0.727117;
0.026550;-0.659789;0.040282;0.685667;-0.725950;
0.026560;-0.663715;0.037722;0.687054;-0.724776;
0.026570;-0.667635;0.035161;0.688433;-0.723594;
0.026580;-0.671548;0.032600;0.689806;-0.722406;
0.026590;-0.675455;0.030038;0.691172;-0.721210;
0.026600;-0.679355;0.027476;0.692531;-0.720007;
0.026610;-0.683248;0.024914;0.693884;-0.718798;
0.026620;-0.687135;0.022351;0.695229;-0.717581;
0.026630;-0.691015;0.019789;0.696568;-0.716357;
0.026640;-0.694888;0.017226;0.697900;-0.715126;
0.026650;-0.698754;0.014663;0.699225;-0.713887;
0.026660;-0.702613;0.012100;0.700543;-0.712642;
0.026670;-0.706465;0.009536;0.701854;-0.711390;
0.026680;-0.710311;0.006973;0.703158;-0.710131;
0.026690;-0.714149;0.004409;0.704455;-0.708865;
0.026700;-0.717980;0.001846;0.705745;-0.707591;
0.026710;-0.721804;-0.000718;0.707029;-0.706311;
0.026720;-0.725622;-0.003281;0.708305;-0.705024;
0.026730;-0.729431;-0.005845;0.709574;-0.703730;
0.026740;-0.733234;-0.008408;0.710837;-0.702429;
0.026750;-0.737030;-0.010971;0.712092;-0.701121;
0.026760;-0.740818;-0.013534;0.713340;-0.699806;
0.026770;-0.744599;-0.016098;0.714581;-0.698484;
0.026780;-0.748372;-0.018661;0.715816;-0.697155;
0.026790;-0.752138;-0.021223;0.717043;-0.695819;
0.026800;-0.755897;-0.023786;0.718263;-0.694477;
0.026810;-0.759648;-0.026348;0.719476;-0.693128;
0.026820;-0.763392;-0.028910;0.720682;-0.691771;
0.026830;-0.767128;-0.031472;0.721880;-0.690408;
0.026840;-0.770857;-0.034033;0.723072;-0.689039;
0.026850;-0.774578;-0.036594;0.724256;-0.687662;
0.026860;-0.778291;-0.039155;0.725434;-0.686278;
0.026870;-0.781997;-0.041716;0.726604;-0.684888;
0.026880;-0.785695;-0.044276;0.727767;-0.683491;
0.026890;-0.789385;-0.046835;0.728923;-0.682088;
0.026900;-0.793068;-0.049394;0.730071;-0.680677;
0.026910;-0.796742;-0.051953;0.731213;-0.679260;
0.026920;-0.800409;-0.054511;0.732347;-0.677836;
0.026930;-0.804068;-0.057068;0.733474;-0.676406;
0.026940;-0.807719;-0.059625;0.734594;-0.674968;
0.026950;-0.811362;-0.062182;0.735706;-0.673525;
0.026960;-0.814997;-0.064737;0.736811;-0.672074;
0.026970;-0.818624;-0.067292;0.737909;-0.670617;
0.026980;-0.822242;-0.069847;0.739000;-0.669153;
0.026990;-0.825853;-0.072401;0.740083;-0.667683;
0.027000;-0.829456;-0.074954;0.741159;-0.666206;
0.027010;-0.833050;-0.077506;0.742228;-0.664722;
0.027020;-0.836636;-0.080058;0.743290;-0.663232;
0.027030;-0.840214;-0.082608;0.744344;-0.661735;
0.027040;-0.843784;-0.085158;0.745390;-0.660232;
0.027050;-0.847345;-0.087707;0.746430;-0.658723;
0.027060;-0.850898;-0.090256;0.747462;-0.657206;
0.027070;-0.854442;-0.092803;0.748486;-0.655684;
0.027080;-0.857978;-0.095349;0.749504;-0.654154;
0.027090;-0.861506;-0.097895;0.750514;-0.652619;
0.027100;-0.865025;-0.100439;0.751516;-0.651077;
0.027110;-0.868536;-0.102983;0.752511;-0.649528;
0.027120;-0.872038;-0.105525;0.753499;-0.647973;
0.027130;-0.875531;-0.108067;0.754479;-0.646412;
0.027140;-0.879016;-0.110607;0.755452;-0.644844;
0.027150;-0.882492;-0.113146;0.756417;-0.643270;
0.027160;-0.885959;-0.115685;0.757375;-0.641690;
0.027170;-0.889418;-0.118222;0.758325;-0.640103;
0.027180;-0.892868;-0.120758;0.759268;-0.638510;
0.027190;-0.896309;-0.123292;0.760203;-0.636911;
0.027200;-0.899741;-0.125826;0.761131;-0.635305;
0.027210;-0.903164;-0.128358;0.762051;-0.633693;
0.027220;-0.906579;-0.130889;0.762964;-0.632075;
0.027230;-0.909984;-0.133419;0.763869;-0.630451;
0.027240;-0.913380;-0.135947;0.764767;-0.628820;
0.027250;-0.916768;-0.138474;0.765657;-0.627183;
0.027260;-0.920146;-0.141000;0.766540;-0.625540;
0.027270;-0.923516;-0.143524;0.767415;-0.623891;
0.027280;-0.926876;-0.146047;0.768283;-0.622236;
0.027290;-0.930227;-0.148568;0.769143;-0.620574;
0.027300;-0.933569;-0.151088;0.769995;-0.618907;
0.027310;-0.936901;-0.153606;0.770840;-0.617233;
0.027320;-0.940225;-0.156123;0.771677;-0.615553;
0.027330;-0.943539;-0.158639;0.772506;-0.613867;
0.027340;-0.946844;-0.161153;0.773328;-0.612175;
0.027350;-0.950139;-0.163665;0.774142;-0.610478;
0.027360;-0.953425;-0.166175;0.774949;-0.608774;
0.027370;-0.956702;-0.168684;0.775748;-0.607064;
0.027380;-0.959969;-0.171192;0.776539;-0.605347;
0.027390;-0.963227;-0.173697;0.777323;-0.603626;
0.027400;-0.966475;-0.176201;0.778099;-0.601898;
0.027410;-0.969714;-0.178703;0.778867;-0.600164;
0.027420;-0.972943;-0.181204;0.779628;-0.598424;
0.027430;-0.976163;-0.183702;0.780381;-0.596678;
0.027440;-0.979373;-0.186199;0.781126;-0.594927;
0.027450;-0.982573;-0.188694;0.781863;-0.593169;
0.027460;-0.985763;-0.191187;0.782593;-0.591406;
0.027470;-0.988944;-0.193678;0.783315;-0.589637;
0.027480;-0.992115;-0.196168;0.784029;-0.587862;
0.027490;-0.995277;-0.198655;0.784736;-0.586081;
0.027500;-0.998428;-0.201141;0.785435;-0.584294;
0.027510;-1.001570;-0.203624;0.786126;-0.582502;
0.027520;-1.004701;-0.206105;0.786809;-0.580704;
0.027530;-1.007823;-0.208585;0.787485;-0.578900;
0.027540;-1.010935;-0.211062;0.788153;-0.577091;
0.027550;-1.014037;-0.213537;0.788813;-0.575275;
0.027560;-1.017129;-0.216010;0.789465;-0.573454;
0.027570;-1.020210;-0.218481;0.790109;-0.571628;
0.027580;-1.023282;-0.220950;0.790746;-0.569796;
0.027590;-1.026344;-0.223417;0.791375;-0.567958;
0.027600;-1.029395;-0.225881;0.791996;-0.566114;
0.027610;-1.032437;-0.228344;0.792609;-0.564265;
0.027620;-1.035468;-0.230804;0.793214;-0.562411;
0.027630;-1.038489;-0.233261;0.793812;-0.560551;
0.027640;-1.041500;-0.235717;0.794402;-0.558685;
0.027650;-1.044500;-0.238170;0.794984;-0.556814;
0.027660;-1.047490;-0.240620;0.795558;-0.554937;
0.027670;-1.050470;-0.243069;0.796124;-0.553055;
0.027680;-1.053439;-0.245515;0.796682;-0.551167;
0.027690;-1.056398;-0.247958;0.797233;-0.549274;
0.027700;-1.059347;-0.250399;0.797775;-0.547376;
0.027710;-1.062285;-0.252838;0.798310;-0.545472;
0.027720;-1.065213;-0.255274;0.798837;-0.543563;
0.027730;-1.068130;-0.257707;0.799356;-0.541648;
0.027740;-1.071036;-0.260139;0.799867;-0.539728;
0.027750;-1.073932;-0.262567;0.800370;-0.537803;
0.027760;-1.076818;-0.264993;0.800865;-0.535872;
0.027770;-1.079693;-0.267416;0.801353;-0.533936;
0.027780;-1.082557;-0.269837;0.801832;-0.531995;
0.027790;-1.085410;-0.272255;0.802304;-0.530049;
0.027800;-1.088253;-0.274670;0.802767;-0.528097;
0.027810;-1.091085;-0.277083;0.803223;-0.526140;
0.027820;-1.093906;-0.279492;0.803671;-0.524178;
0.027830;-1.096717;-0.281899;0.804110;-0.522211;
0.027840;-1.099516;-0.284304;0.804542;-0.520239;
0.027850;-1.102305;-0.286705;0.804966;-0.518261;
0.027860;-1.105083;-0.289104;0.805382;-0.516279;
0.027870;-1.107850;-0.291500;0.805790;-0.514291;
0.027880;-1.110606;-0.293893;0.806191;-0.512298;
0.027890;-1.113351;-0.296283;0.806583;-0.510300;
0.027900;-1.116085;-0.298670;0.806967;-0.508297;
0.027910;-1.118808;-0.301054;0.807343;-0.506289;
0.027920;-1.121520;-0.303435;0.807711;-0.504276;
0.027930;-1.124221;-0.305813;0.808072;-0.502259;
0.027940;-1.126911;-0.308188;0.808424;-0.500236;
0.027950;-1.129590;-0.310560;0.808768;-0.498208;
0.027960;-1.132257;-0.312930;0.809105;-0.496175;
0.027970;-1.134914;-0.315296;0.809433;-0.494138;
0.027980;-1.137559;-0.317658;0.809754;-0.492095;
0.027990;-1.140193;-0.320018;0.810066;-0.490048;
0.028000;-1.142816;-0.322375;0.810370;-0.487996;
0.028010;-1.145427;-0.324728;0.810667;-0.485939;
0.028020;-1.148027;-0.327078;0.810955;-0.483877;
0.028030;-1.150616;-0.329425;0.811236;-0.481810;
0.028040;-1.153194;-0.331769;0.811508;-0.479739;
0.028050;-1.155760;-0.334109;0.811772;-0.477663;
0.028060;-1.158314;-0.336446;0.812029;-0.475582;
0.028070;-1.160858;-0.338780;0.812277;-0.473497;
0.028080;-1.163389;-0.341111;0.812517;-0.471407;
0.028090;-1.165910;-0.343438;0.812750;-0.469312;
0.028100;-1.168418;-0.345761;0.812974;-0.467213;
0.028110;-1.170916;-0.348082;0.813190;-0.465109;
0.028120;-1.173401;-0.350399;0.813399;-0.463000;
0.028130;-1.175876;-0.352712;0.813599;-0.460887;
0.028140;-1.178338;-0.355022;0.813791;-0.458769;
0.028150;-1.180789;-0.357328;0.813975;-0.456647;
0.028160;-1.183228;-0.359631;0.814151;-0.454520;
0.028170;-1.185656;-0.361931;0.814319;-0.452389;
0.028180;-1.188072;-0.364226;0.814479;-0.450253;
0.028190;-1.190476;-0.366518;0.814631;-0.448113;
0.028200;-1.192868;-0.368807;0.814775;-0.445968;
0.028210;-1.195249;-0.371092;0.814911;-0.443819;
0.028220;-1.197618;-0.373373;0.815039;-0.441666;
0.028230;-1.199975;-0.375651;0.815159;-0.439508;
0.028240;-1.202320;-0.377925;0.815271;-0.437346;
0.028250;-1.204653;-0.380195;0.815375;-0.435180;
0.028260;-1.206974;-0.382461;0.815470;-0.433009;
0.028270;-1.209284;-0.384724;0.815558;-0.430834;
0.028280;-1.211582;-0.386983;0.815638;-0.428655;
0.028290;-1.213867;-0.389238;0.815709;-0.426472;
