time;CAPBUS_cap_p_v_0_;MACHINE_machine_terminal_i_0_;MACHINE_machine_terminal_i_1_;MACHINE_machine_terminal_i_2_;MACHINE_machine_omegaPu;MACHINE_machine_theta;MACHINE_machine_cePu;MACHINE_machine_UStatorPu;MACHINE_machine_ifPu;
0.002480;2.124985;-0.150568;-0.547886;0.698455;1.000053;1.585118;0.427378;1.477043;0.724407;
0.002500;2.138443;-0.119639;-0.574426;0.694065;1.000054;1.591401;0.422252;1.433261;0.715621;
0.002520;2.128906;-0.090470;-0.599878;0.690349;1.000054;1.597685;0.417999;1.387896;0.707467;
0.002540;2.094714;-0.063140;-0.624165;0.687305;1.000055;1.603968;0.414607;1.341840;0.699970;
0.002560;2.035174;-0.037695;-0.647224;0.684918;1.000055;1.610252;0.412051;1.295817;0.693143;
0.002580;1.950597;-0.014164;-0.668998;0.683162;1.000056;1.616535;0.410299;1.250377;0.686994;
0.002600;1.842297;0.007437;-0.689439;0.682003;1.000056;1.622819;0.409308;1.205897;0.681527;
0.002620;1.712537;0.027095;-0.708496;0.681401;1.000057;1.629102;0.409034;1.162601;0.676742;
0.002640;1.564446;0.044793;-0.726111;0.681318;1.000057;1.635386;0.409430;1.120592;0.672641;
0.002660;1.401891;0.060505;-0.742223;0.681717;1.000058;1.641669;0.410453;1.079898;0.669228;
0.002680;1.229325;0.074189;-0.756756;0.682567;1.000058;1.647953;0.412061;1.040531;0.666513;
0.002700;1.051607;0.085783;-0.769625;0.683842;1.000059;1.654236;0.414218;1.002547;0.664509;
0.002720;0.873803;0.095207;-0.780734;0.685527;1.000060;1.660520;0.416893;0.966119;0.663237;
0.002740;0.700983;0.102358;-0.789975;0.687617;1.000060;1.666804;0.420060;0.931604;0.662722;
0.002760;0.538014;0.107120;-0.797235;0.690116;1.000061;1.673087;0.423701;0.899598;0.662997;
0.002780;0.389363;0.109361;-0.802398;0.693038;1.000061;1.679371;0.427800;0.870966;0.664094;
0.002800;0.258917;0.108945;-0.805350;0.696405;1.000062;1.685654;0.432345;0.846827;0.666050;
0.002820;0.149828;0.105738;-0.805984;0.700247;1.000062;1.691938;0.437327;0.828470;0.668899;
0.002840;0.064383;0.099617;-0.804212;0.704595;1.000063;1.698221;0.442735;0.817190;0.672672;
0.002860;0.003919;0.090481;-0.799966;0.709485;1.000063;1.704505;0.448559;0.814051;0.677393;
0.002880;-0.031227;0.078260;-0.793208;0.714948;1.000063;1.710789;0.454782;0.819624;0.683074;
0.002900;-0.041732;0.062926;-0.783936;0.721010;1.000064;1.717072;0.461383;0.833779;0.689718;
0.002920;-0.029243;0.044501;-0.772190;0.727689;1.000064;1.723356;0.468336;0.855602;0.697307;
0.002940;0.003689;0.023064;-0.758057;0.734993;1.000065;1.729639;0.475604;0.883468;0.705809;
0.002960;0.053727;-0.001239;-0.741674;0.742913;1.000065;1.735923;0.483143;0.915225;0.715172;
0.002980;0.116890;-0.028196;-0.723229;0.751425;1.000065;1.742206;0.490901;0.948433;0.725321;
0.003000;0.188730;-0.057525;-0.702963;0.760488;1.000066;1.748490;0.498816;0.980592;0.736163;
0.003020;0.264519;-0.088875;-0.681164;0.770040;1.000066;1.754774;0.506818;1.009332;0.747584;
0.003040;0.339460;-0.121834;-0.658168;0.780002;1.000066;1.761057;0.514831;1.032564;0.759451;
0.003060;0.408886;-0.155930;-0.634349;0.790279;1.000066;1.767341;0.522776;1.048588;0.771616;
0.003080;0.468471;-0.190645;-0.610111;0.800756;1.000067;1.773624;0.530567;1.056189;0.783916;
0.003100;0.514410;-0.225425;-0.585882;0.811307;1.000067;1.779908;0.538122;1.054710;0.796182;
0.003120;0.543594;-0.259697;-0.562100;0.821796;1.000067;1.786192;0.545355;1.044114;0.808238;
0.003140;0.553741;-0.292878;-0.539202;0.832080;1.000067;1.792475;0.552191;1.025043;0.819910;
0.003160;0.543502;-0.324400;-0.517612;0.842012;1.000067;1.798759;0.558557;0.998856;0.831027;
0.003180;0.512527;-0.353722;-0.497728;0.851450;1.000067;1.805043;0.564391;0.967643;0.841430;
0.003200;0.461486;-0.380346;-0.479911;0.860257;1.000067;1.811326;0.569644;0.934190;0.850975;
0.003220;0.392051;-0.403812;-0.464465;0.868277;1.000068;1.817610;0.574277;0.901948;0.859539;
0.003240;0.306832;-0.423813;-0.451653;0.875466;1.000068;1.823893;0.578267;0.874349;0.867021;
0.003260;0.209275;-0.440049;-0.441655;0.881704;1.000068;1.830177;0.581611;0.854911;0.873349;
0.003280;0.103528;-0.452344;-0.434582;0.886926;1.000068;1.836461;0.584316;0.846231;0.878480;
0.003300;-0.005729;-0.460627;-0.430467;0.891094;1.000068;1.842744;0.586408;0.849466;0.882402;
0.003320;-0.113475;-0.464935;-0.429262;0.894197;1.000068;1.849028;0.587925;0.864018;0.885137;
0.003340;-0.214553;-0.465409;-0.430844;0.896253;1.000068;1.855311;0.588920;0.887692;0.886737;
0.003360;-0.303885;-0.462298;-0.435012;0.897310;1.000068;1.861595;0.589455;0.917236;0.887284;
0.003380;-0.376682;-0.455941;-0.441499;0.897440;1.000068;1.867879;0.589601;0.949004;0.886886;
0.003400;-0.428649;-0.446765;-0.449980;0.896745;1.000068;1.874162;0.589434;0.979517;0.885676;
0.003420;-0.456166;-0.435251;-0.460078;0.895329;1.000068;1.880446;0.589033;1.005800;0.883804;
0.003440;-0.456447;-0.421968;-0.471392;0.893360;1.000068;1.886729;0.588476;1.025720;0.881435;
0.003460;-0.427663;-0.407493;-0.483485;0.890978;1.000068;1.893013;0.587837;1.037835;0.878741;
0.003480;-0.369031;-0.392420;-0.495921;0.888341;1.000068;1.899297;0.587184;1.041567;0.875896;
0.003500;-0.280861;-0.377339;-0.508274;0.885613;1.000068;1.905580;0.586579;1.037124;0.873070;
0.003520;-0.164556;-0.362809;-0.520143;0.882952;1.000068;1.911864;0.586072;1.025422;0.870422;
0.003540;-0.022574;-0.349342;-0.531166;0.880508;1.000068;1.918148;0.585703;1.007983;0.868096;
0.003560;0.141658;-0.337380;-0.541035;0.878415;1.000068;1.924431;0.585503;0.986770;0.866215;
0.003580;0.323863;-0.327308;-0.549501;0.876810;1.000068;1.930715;0.585489;0.963925;0.864876;
0.003600;0.519069;-0.319336;-0.556403;0.875739;1.000069;1.936998;0.585668;0.941741;0.864149;
0.003620;0.721797;-0.313644;-0.561644;0.875288;1.000069;1.943282;0.586038;0.922031;0.864071;
0.003640;0.926258;-0.310273;-0.565216;0.875488;1.000069;1.949566;0.586585;0.906074;0.864647;
0.003660;1.126574;-0.309145;-0.567196;0.876341;1.000069;1.955849;0.587293;0.894382;0.865853;
0.003680;1.316999;-0.310070;-0.567746;0.877815;1.000069;1.962133;0.588138;0.886670;0.867631;
0.003700;1.492128;-0.312740;-0.567108;0.879848;1.000069;1.968416;0.589094;0.882087;0.869894;
0.003720;1.647104;-0.316774;-0.565574;0.882348;1.000069;1.974700;0.590135;0.879197;0.872530;
0.003740;1.777794;-0.321675;-0.563522;0.885197;1.000069;1.980984;0.591238;0.876841;0.875405;
0.003760;1.880943;-0.326888;-0.561364;0.888252;1.000069;1.987267;0.592380;0.874163;0.878371;
0.003780;1.954288;-0.331807;-0.559548;0.891355;1.000069;1.993551;0.593545;0.870990;0.881266;
0.003800;1.996636;-0.335801;-0.558534;0.894335;1.000069;1.999835;0.594722;0.868013;0.883923;
0.003820;2.007897;-0.338229;-0.558786;0.897015;1.000069;2.006118;0.595906;0.866835;0.886178;
0.003840;1.989079;-0.338463;-0.560748;0.899211;1.000069;2.012402;0.597101;0.869937;0.887871;
0.003860;1.942234;-0.335929;-0.564834;0.900763;1.000069;2.018685;0.598316;0.879944;0.888858;
0.003880;1.870364;-0.330093;-0.571411;0.901505;1.000069;2.024969;0.599573;0.899601;0.889009;
0.003900;1.777296;-0.320508;-0.580788;0.901295;1.000069;2.031253;0.600898;0.930798;0.888221;
0.003920;1.667517;-0.306816;-0.593199;0.900015;1.000069;2.037536;0.602322;0.974119;0.886413;
0.003940;1.545991;-0.288773;-0.608799;0.897572;1.000069;2.043820;0.603884;1.028646;0.883535;
0.003960;1.417955;-0.266246;-0.627657;0.893903;1.000069;2.050104;0.605621;1.092125;0.879570;
0.003980;1.288708;-0.239230;-0.649750;0.888980;1.000069;2.056387;0.607576;1.161379;0.874528;
0.004000;1.163394;-0.207840;-0.674966;0.882806;1.000069;2.062671;0.609786;1.232767;0.868454;
0.004020;1.046804;-0.172316;-0.703104;0.875420;1.000069;2.068954;0.612286;1.302576;0.861422;
0.004040;0.943182;-0.133011;-0.733882;0.866894;1.000069;2.075238;0.615107;1.367309;0.853533;
0.004060;0.856063;-0.090385;-0.766943;0.857328;1.000069;2.081522;0.618268;1.423868;0.844914;
0.004080;0.788138;-0.044988;-0.801865;0.846853;1.000069;2.087805;0.621781;1.469675;0.835709;
0.004100;0.741154;0.002555;-0.838177;0.835622;1.000069;2.094089;0.625646;1.502742;0.826081;
0.004120;0.715857;0.051562;-0.875367;0.823805;1.000069;2.100372;0.629850;1.521718;0.816201;
0.004140;0.711973;0.101313;-0.912903;0.811590;1.000069;2.106656;0.634369;1.525907;0.806249;
0.004160;0.728230;0.151076;-0.950243;0.799167;1.000069;2.112940;0.639164;1.515273;0.796401;
0.004180;0.762425;0.200119;-0.986853;0.786734;1.000068;2.119223;0.644189;1.490434;0.786831;
0.004200;0.811527;0.247738;-1.022219;0.774481;1.000068;2.125507;0.649382;1.452638;0.777701;
0.004220;0.871810;0.293274;-1.055864;0.762590;1.000068;2.131791;0.654678;1.403731;0.769161;
0.004240;0.939023;0.336127;-1.087356;0.751229;1.000068;2.138074;0.660003;1.346107;0.761342;
0.004260;1.008566;0.375770;-1.116319;0.740549;1.000068;2.144358;0.665280;1.282653;0.754354;
0.004280;1.075694;0.411766;-1.142443;0.730677;1.000068;2.150641;0.670432;1.216653;0.748286;
0.004300;1.135719;0.443769;-1.165485;0.721715;1.000067;2.156925;0.675381;1.151663;0.743200;
0.004320;1.184205;0.471534;-1.185274;0.713740;1.000067;2.163209;0.680056;1.091312;0.739135;
0.004340;1.217161;0.494914;-1.201713;0.706799;1.000067;2.169492;0.684390;1.039014;0.736106;
0.004360;1.231206;0.513861;-1.214776;0.700915;1.000067;2.175776;0.688326;0.997594;0.734103;
0.004380;1.223712;0.528419;-1.224501;0.696082;1.000067;2.182059;0.691813;0.968880;0.733098;
0.004400;1.192915;0.538717;-1.230988;0.692271;1.000066;2.188343;0.694815;0.953394;0.733042;
0.004420;1.137989;0.544957;-1.234388;0.689432;1.000066;2.194627;0.697303;0.950300;0.733869;
0.004440;1.059081;0.547403;-1.234898;0.687495;1.000066;2.200910;0.699259;0.957653;0.735504;
0.004460;0.957306;0.546368;-1.232746;0.686377;1.000065;2.207194;0.700678;0.972866;0.737860;
0.004480;0.834702;0.542199;-1.228186;0.685987;1.000065;2.213477;0.701562;0.993208;0.740846;
0.004500;0.694151;0.535261;-1.221484;0.686224;1.000065;2.219761;0.701922;1.016187;0.744367;
0.004520;0.539254;0.525926;-1.212914;0.686987;1.000065;2.226045;0.701776;1.039776;0.748331;
0.004540;0.374192;0.514561;-1.202740;0.688179;1.000064;2.232328;0.701147;1.062481;0.752649;
0.004560;0.203554;0.501512;-1.191218;0.689706;1.000064;2.238612;0.700065;1.083321;0.757239;
0.004580;0.032151;0.487099;-1.178584;0.691485;1.000064;2.244895;0.698558;1.101753;0.762025;
0.004600;-0.135174;0.471609;-1.165052;0.693443;1.000063;2.251179;0.696660;1.117577;0.766944;
0.004620;-0.293744;0.455248;-1.150811;0.695563;1.000063;2.257463;0.694400;1.130939;0.771941;
0.004640;-0.439232;0.438295;-1.136011;0.697716;1.000063;2.263746;0.691811;1.141834;0.776972;
0.004660;-0.567827;0.420883;-1.120794;0.699911;1.000063;2.270030;0.688924;1.150667;0.782003;
0.004680;-0.676389;0.403136;-1.105267;0.702131;1.000062;2.276313;0.685767;1.157751;0.787011;
0.004700;-0.762562;0.385147;-1.089517;0.704370;1.000062;2.282597;0.682368;1.163378;0.791981;
0.004720;-0.824862;0.366977;-1.073612;0.706634;1.000062;2.288880;0.678753;1.167782;0.796903;
0.004740;-0.862729;0.348669;-1.057606;0.708937;1.000062;2.295164;0.674945;1.171122;0.801775;
0.004760;-0.876530;0.330251;-1.041549;0.711298;1.000062;2.301448;0.670969;1.173468;0.806597;
0.004780;-0.867538;0.311747;-1.025485;0.713738;1.000061;2.307731;0.666850;1.174798;0.811370;
0.004800;-0.837863;0.293184;-1.009463;0.716279;1.000061;2.314015;0.662615;1.175003;0.816098;
0.004820;-0.790351;0.274601;-0.993539;0.718938;1.000061;2.320298;0.658293;1.173896;0.820779;
0.004840;-0.728455;0.256052;-0.977781;0.721729;1.000061;2.326582;0.653914;1.171226;0.825411;
0.004860;-0.656080;0.237615;-0.962271;0.724656;1.000061;2.332865;0.649515;1.166704;0.829987;
0.004880;-0.577406;0.219393;-0.947105;0.727712;1.000061;2.339149;0.645135;1.160028;0.834496;
0.004900;-0.496712;0.201515;-0.932396;0.730881;1.000061;2.345433;0.640818;1.150918;0.838923;
0.004920;-0.418182;0.184136;-0.918270;0.734134;1.000060;2.351716;0.636611;1.139157;0.843245;
