time;CAPBUS_cap_p_v_0_;MACHINE_machine_terminal_i_0_;MACHINE_machine_terminal_i_1_;MACHINE_machine_terminal_i_2_;MACHINE_machine_omegaPu;MACHINE_machine_theta;MACHINE_machine_cePu;MACHINE_machine_UStatorPu;MACHINE_machine_ifPu;
0.002200;1.092518;-0.779907;-0.113358;0.893265;0.999996;1.497129;0.635679;0.883052;0.921245;
0.002220;1.090730;-0.776926;-0.120674;0.897599;0.999996;1.503412;0.636840;0.886562;0.921430;
0.002240;1.089019;-0.773828;-0.127885;0.901713;0.999996;1.509695;0.637893;0.890293;0.921598;
0.002260;1.087374;-0.770614;-0.134983;0.905597;0.999996;1.515978;0.638831;0.894220;0.921748;
0.002280;1.085782;-0.767282;-0.141960;0.909242;0.999996;1.522261;0.639649;0.898319;0.921878;
0.002300;1.084230;-0.763831;-0.148808;0.912640;0.999995;1.528544;0.640341;0.902566;0.921988;
0.002320;1.082701;-0.760264;-0.155522;0.915786;0.999995;1.534828;0.640904;0.906934;0.922076;
0.002340;1.081180;-0.756579;-0.162096;0.918675;0.999995;1.541111;0.641334;0.911397;0.922141;
0.002360;1.079648;-0.752780;-0.168524;0.921305;0.999995;1.547394;0.641629;0.915927;0.922182;
0.002380;1.078087;-0.748868;-0.174804;0.923672;0.999995;1.553677;0.641787;0.920498;0.922198;
0.002400;1.076476;-0.744845;-0.180933;0.925778;0.999995;1.559960;0.641807;0.925080;0.922190;
0.002420;1.074796;-0.740714;-0.186908;0.927623;0.999995;1.566243;0.641690;0.929647;0.922157;
0.002440;1.073026;-0.736479;-0.192730;0.929210;0.999995;1.572526;0.641436;0.934171;0.922097;
0.002460;1.071143;-0.732144;-0.198399;0.930543;0.999995;1.578810;0.641048;0.938624;0.922012;
0.002480;1.069127;-0.727711;-0.203916;0.931627;0.999994;1.585093;0.640528;0.942981;0.921901;
0.002500;1.066956;-0.723185;-0.209284;0.932469;0.999994;1.591376;0.639879;0.947214;0.921764;
0.002520;1.064611;-0.718571;-0.214507;0.933078;0.999994;1.597659;0.639105;0.951297;0.921601;
0.002540;1.062070;-0.713872;-0.219588;0.933461;0.999994;1.603942;0.638212;0.955207;0.921413;
0.002560;1.059317;-0.709095;-0.224535;0.933629;0.999994;1.610225;0.637206;0.958919;0.921199;
0.002580;1.056332;-0.704242;-0.229352;0.933594;0.999994;1.616509;0.636092;0.962412;0.920962;
0.002600;1.053102;-0.699319;-0.234048;0.933368;0.999994;1.622792;0.634877;0.965662;0.920701;
0.002620;1.049612;-0.694332;-0.238631;0.932963;0.999994;1.629075;0.633570;0.968651;0.920417;
0.002640;1.045850;-0.689284;-0.243109;0.932393;0.999994;1.635358;0.632179;0.971360;0.920111;
0.002660;1.041807;-0.684182;-0.247492;0.931674;0.999994;1.641641;0.630711;0.973771;0.919785;
0.002680;1.037477;-0.679030;-0.251790;0.930820;0.999993;1.647924;0.629177;0.975870;0.919440;
0.002700;1.032853;-0.673834;-0.256013;0.929847;0.999993;1.654207;0.627586;0.977642;0.919077;
0.002720;1.027936;-0.668598;-0.260172;0.928770;0.999993;1.660491;0.625948;0.979077;0.918698;
0.002740;1.022723;-0.663328;-0.264278;0.927607;0.999993;1.666774;0.624273;0.980163;0.918305;
0.002760;1.017219;-0.658030;-0.268343;0.926373;0.999993;1.673057;0.622572;0.980894;0.917899;
0.002780;1.011429;-0.652708;-0.272378;0.925086;0.999993;1.679340;0.620854;0.981264;0.917484;
0.002800;1.005359;-0.647369;-0.276393;0.923762;0.999993;1.685623;0.619131;0.981268;0.917061;
0.002820;0.999019;-0.642017;-0.280401;0.922418;0.999993;1.691906;0.617414;0.980905;0.916632;
0.002840;0.992421;-0.636658;-0.284411;0.921069;0.999993;1.698189;0.615713;0.980177;0.916201;
0.002860;0.985576;-0.631298;-0.288436;0.919734;0.999993;1.704473;0.614040;0.979084;0.915769;
0.002880;0.978499;-0.625941;-0.292485;0.918426;0.999993;1.710756;0.612403;0.977634;0.915339;
0.002900;0.971205;-0.620594;-0.296568;0.917162;0.999993;1.717039;0.610814;0.975833;0.914915;
0.002920;0.963711;-0.615260;-0.300696;0.915956;0.999993;1.723322;0.609283;0.973689;0.914498;
0.002940;0.956032;-0.609946;-0.304876;0.914822;0.999993;1.729605;0.607819;0.971216;0.914093;
0.002960;0.948186;-0.604657;-0.309118;0.913775;0.999993;1.735888;0.606431;0.968427;0.913702;
0.002980;0.940190;-0.599397;-0.313430;0.912826;0.999993;1.742171;0.605128;0.965336;0.913327;
0.003000;0.932060;-0.594170;-0.317818;0.911989;0.999993;1.748455;0.603919;0.961963;0.912971;
0.003020;0.923813;-0.588981;-0.322291;0.911272;0.999993;1.754738;0.602810;0.958327;0.912638;
0.003040;0.915466;-0.583834;-0.326853;0.910688;0.999993;1.761021;0.601809;0.954449;0.912330;
0.003060;0.907033;-0.578733;-0.331511;0.910244;0.999993;1.767304;0.600923;0.950353;0.912050;
0.003080;0.898529;-0.573680;-0.336268;0.909948;0.999993;1.773587;0.600156;0.946063;0.911800;
0.003100;0.889967;-0.568678;-0.341130;0.909808;0.999993;1.779870;0.599514;0.941606;0.911582;
0.003120;0.881362;-0.563729;-0.346099;0.909829;0.999993;1.786153;0.599001;0.937008;0.911398;
0.003140;0.872725;-0.558836;-0.351179;0.910015;0.999993;1.792436;0.598619;0.932299;0.911251;
0.003160;0.864066;-0.553999;-0.356370;0.910369;0.999993;1.798720;0.598372;0.927508;0.911142;
0.003180;0.855397;-0.549218;-0.361675;0.910894;0.999993;1.805003;0.598261;0.922664;0.911071;
0.003200;0.846728;-0.544495;-0.367094;0.911589;0.999993;1.811286;0.598287;0.917799;0.911042;
0.003220;0.838066;-0.539827;-0.372627;0.912455;0.999993;1.817569;0.598449;0.912943;0.911053;
0.003240;0.829423;-0.535215;-0.378273;0.913489;0.999993;1.823852;0.598746;0.908127;0.911106;
0.003260;0.820804;-0.530656;-0.384031;0.914687;0.999993;1.830135;0.599177;0.903381;0.911201;
0.003280;0.812219;-0.526149;-0.389898;0.916047;0.999993;1.836418;0.599739;0.898737;0.911338;
0.003300;0.803676;-0.521689;-0.395871;0.917561;0.999993;1.842702;0.600429;0.894222;0.911516;
0.003320;0.795183;-0.517275;-0.401948;0.919223;0.999993;1.848985;0.601241;0.889867;0.911735;
0.003340;0.786747;-0.512901;-0.408123;0.921024;0.999993;1.855268;0.602171;0.885700;0.911994;
0.003360;0.778378;-0.508565;-0.414392;0.922957;0.999993;1.861551;0.603214;0.881745;0.912291;
0.003380;0.770082;-0.504261;-0.420749;0.925010;0.999993;1.867834;0.604362;0.878029;0.912625;
0.003400;0.761870;-0.499985;-0.427188;0.927173;0.999993;1.874117;0.605608;0.874575;0.912995;
0.003420;0.753750;-0.495731;-0.433703;0.929433;0.999993;1.880400;0.606944;0.871405;0.913397;
0.003440;0.745731;-0.491493;-0.440285;0.931778;0.999993;1.886684;0.608363;0.868538;0.913831;
0.003460;0.737823;-0.487268;-0.446927;0.934194;0.999993;1.892967;0.609855;0.865992;0.914293;
0.003480;0.730035;-0.483048;-0.453620;0.936667;0.999993;1.899250;0.611411;0.863783;0.914780;
0.003500;0.722377;-0.478828;-0.460355;0.939183;0.999993;1.905533;0.613022;0.861924;0.915291;
0.003520;0.714856;-0.474603;-0.467122;0.941725;0.999993;1.911816;0.614676;0.860425;0.915821;
0.003540;0.707483;-0.470367;-0.473913;0.944280;0.999993;1.918099;0.616365;0.859296;0.916368;
0.003560;0.700265;-0.466115;-0.480715;0.946830;0.999993;1.924382;0.618077;0.858542;0.916928;
0.003580;0.693210;-0.461840;-0.487520;0.949360;0.999993;1.930666;0.619802;0.858168;0.917499;
0.003600;0.686325;-0.457540;-0.494315;0.951855;0.999993;1.936949;0.621529;0.858174;0.918076;
0.003620;0.679614;-0.453207;-0.501091;0.954298;0.999993;1.943232;0.623248;0.858559;0.918657;
0.003640;0.673082;-0.448838;-0.507836;0.956674;0.999993;1.949515;0.624949;0.859320;0.919238;
0.003660;0.666730;-0.444429;-0.514539;0.958968;0.999993;1.955798;0.626620;0.860451;0.919815;
0.003680;0.660562;-0.439975;-0.521189;0.961165;0.999993;1.962081;0.628252;0.861943;0.920385;
0.003700;0.654574;-0.435473;-0.527776;0.963249;0.999992;1.968364;0.629835;0.863787;0.920945;
0.003720;0.648765;-0.430919;-0.534289;0.965209;0.999992;1.974648;0.631360;0.865968;0.921491;
0.003740;0.643130;-0.426310;-0.540719;0.967029;0.999992;1.980931;0.632817;0.868474;0.922021;
