time;GEN_generator_theta;GEN_generator_omegaPu;GEN_generator_eqPPu;GEN_generator_edPPu;GEN_generator_psi2q;GEN_generator_PGenPu;GEN_generator_QGenPu;GEN_generator_UPu;
3.512457;0.999145;0.999822;0.778320;0.576933;-0.721387;0.659728;0.007878;0.996241;
3.526563;0.998384;0.999834;0.778387;0.576590;-0.721034;0.658617;0.007625;0.996219;
3.540668;0.997677;0.999847;0.778459;0.576249;-0.720676;0.657654;0.007358;0.996193;
3.554774;0.997031;0.999861;0.778534;0.575913;-0.720319;0.656847;0.007081;0.996163;
3.568880;0.996453;0.999877;0.778613;0.575588;-0.719967;0.656204;0.006801;0.996130;
3.582985;0.995948;0.999894;0.778695;0.575277;-0.719625;0.655726;0.006523;0.996095;
3.597091;0.995519;0.999912;0.778779;0.574984;-0.719297;0.655415;0.006252;0.996059;
3.611196;0.995170;0.999930;0.778866;0.574712;-0.718987;0.655269;0.005993;0.996022;
3.625302;0.994900;0.999948;0.778954;0.574465;-0.718700;0.655283;0.005751;0.995984;
3.639407;0.994710;0.999966;0.779043;0.574244;-0.718436;0.655450;0.005528;0.995948;
3.653513;0.994598;0.999984;0.779133;0.574053;-0.718200;0.655762;0.005329;0.995913;
3.667618;0.994562;1.000000;0.779224;0.573891;-0.717994;0.656209;0.005157;0.995880;
3.681724;0.994599;1.000016;0.779314;0.573760;-0.717818;0.656777;0.005014;0.995850;
3.695830;0.994705;1.000031;0.779403;0.573661;-0.717674;0.657455;0.004903;0.995823;
3.709935;0.994872;1.000045;0.779491;0.573593;-0.717562;0.658226;0.004824;0.995799;
3.724041;0.995097;1.000057;0.779577;0.573556;-0.717482;0.659076;0.004778;0.995779;
3.738146;0.995372;1.000068;0.779662;0.573548;-0.717434;0.659989;0.004766;0.995763;
3.752252;0.995690;1.000076;0.779745;0.573568;-0.717417;0.660948;0.004787;0.995752;
3.766357;0.996043;1.000084;0.779825;0.573615;-0.717428;0.661937;0.004840;0.995745;
3.780463;0.996423;1.000089;0.779902;0.573686;-0.717467;0.662941;0.004925;0.995743;
3.794568;0.996825;1.000093;0.779976;0.573779;-0.717532;0.663945;0.005041;0.995745;
3.808674;0.997238;1.000095;0.780048;0.573891;-0.717619;0.664932;0.005183;0.995752;
3.822779;0.997657;1.000095;0.780116;0.574020;-0.717726;0.665891;0.005352;0.995763;
3.836885;0.998073;1.000093;0.780182;0.574163;-0.717851;0.666807;0.005543;0.995778;
3.850991;0.998479;1.000090;0.780244;0.574315;-0.717990;0.667668;0.005754;0.995796;
3.865096;0.998869;1.000086;0.780303;0.574476;-0.718140;0.668464;0.005982;0.995819;
3.879202;0.999236;1.000080;0.780360;0.574640;-0.718298;0.669185;0.006224;0.995845;
3.893307;0.999575;1.000073;0.780413;0.574806;-0.718462;0.669823;0.006476;0.995873;
3.907413;0.999881;1.000065;0.780464;0.574970;-0.718626;0.670372;0.006736;0.995904;
3.921518;1.000149;1.000056;0.780512;0.575130;-0.718790;0.670828;0.007000;0.995937;
3.935624;1.000377;1.000047;0.780559;0.575283;-0.718950;0.671186;0.007264;0.995972;
3.949729;1.000560;1.000036;0.780603;0.575427;-0.719103;0.671446;0.007526;0.996008;
3.963835;1.000698;1.000026;0.780646;0.575559;-0.719246;0.671608;0.007783;0.996044;
3.977941;1.000789;1.000015;0.780687;0.575678;-0.719379;0.671672;0.008032;0.996081;
3.992046;1.000832;1.000004;0.780727;0.575783;-0.719497;0.671642;0.008270;0.996118;
4.006152;1.000828;0.999994;0.780766;0.575870;-0.719601;0.671522;0.008496;0.996154;
4.020257;1.000778;0.999983;0.780805;0.575941;-0.719688;0.671317;0.008707;0.996189;
4.034363;1.000683;0.999974;0.780843;0.575994;-0.719758;0.671033;0.008902;0.996223;
4.048468;1.000546;0.999964;0.780882;0.576028;-0.719809;0.670678;0.009078;0.996255;
4.062574;1.000369;0.999956;0.780920;0.576043;-0.719841;0.670260;0.009236;0.996286;
4.076679;1.000155;0.999948;0.780960;0.576040;-0.719854;0.669787;0.009374;0.996314;
4.090785;0.999909;0.999941;0.781000;0.576020;-0.719849;0.669269;0.009492;0.996340;
4.104890;0.999634;0.999935;0.781041;0.575981;-0.719824;0.668716;0.009590;0.996363;
4.118996;0.999335;0.999930;0.781083;0.575927;-0.719782;0.668136;0.009668;0.996384;
4.133102;0.999016;0.999926;0.781126;0.575857;-0.719723;0.667541;0.009726;0.996402;
4.147207;0.998682;0.999923;0.781171;0.575773;-0.719648;0.666938;0.009765;0.996417;
4.161313;0.998337;0.999921;0.781218;0.575676;-0.719558;0.666339;0.009787;0.996430;
4.175418;0.997986;0.999920;0.781266;0.575568;-0.719455;0.665751;0.009792;0.996439;
4.189524;0.997633;0.999920;0.781315;0.575451;-0.719340;0.665183;0.009782;0.996447;
4.203629;0.997284;0.999922;0.781367;0.575327;-0.719216;0.664644;0.009758;0.996451;
4.217735;0.996942;0.999924;0.781419;0.575197;-0.719084;0.664138;0.009723;0.996454;
4.231840;0.996611;0.999927;0.781474;0.575062;-0.718945;0.663674;0.009677;0.996454;
4.245946;0.996295;0.999930;0.781530;0.574926;-0.718802;0.663257;0.009624;0.996452;
4.260052;0.995997;0.999935;0.781587;0.574789;-0.718657;0.662890;0.009564;0.996448;
4.274157;0.995719;0.999940;0.781646;0.574654;-0.718511;0.662578;0.009500;0.996444;
4.288263;0.995465;0.999945;0.781706;0.574522;-0.718367;0.662322;0.009434;0.996437;
4.302368;0.995236;0.999951;0.781767;0.574394;-0.718225;0.662125;0.009368;0.996430;
4.316474;0.995034;0.999957;0.781829;0.574273;-0.718088;0.661988;0.009304;0.996423;
4.330579;0.994859;0.999964;0.781892;0.574158;-0.717957;0.661909;0.009243;0.996415;
4.344685;0.994713;0.999970;0.781955;0.574052;-0.717833;0.661887;0.009187;0.996406;
4.372896;0.994505;0.999983;0.782083;0.573869;-0.717613;0.662004;0.009097;0.996391;
4.401107;0.994404;0.999995;0.782210;0.573727;-0.717433;0.662313;0.009043;0.996378;
4.429318;0.994401;1.000005;0.782337;0.573629;-0.717296;0.662782;0.009030;0.996369;
4.457529;0.994482;1.000014;0.782462;0.573573;-0.717203;0.663373;0.009062;0.996365;
4.485740;0.994628;1.000020;0.782584;0.573558;-0.717154;0.664041;0.009140;0.996367;
4.511130;0.994800;1.000024;0.782690;0.573575;-0.717144;0.664676;0.009249;0.996373;
4.536520;0.994994;1.000026;0.782793;0.573617;-0.717162;0.665308;0.009390;0.996385;
4.561910;0.995195;1.000026;0.782892;0.573678;-0.717204;0.665907;0.009561;0.996402;
4.584761;0.995369;1.000024;0.782978;0.573744;-0.717256;0.666398;0.009734;0.996421;
4.607612;0.995527;1.000021;0.783061;0.573816;-0.717319;0.666827;0.009923;0.996443;
4.630463;0.995659;1.000017;0.783141;0.573889;-0.717385;0.667180;0.010120;0.996467;
4.653314;0.995759;1.000012;0.783219;0.573960;-0.717452;0.667449;0.010323;0.996494;
4.676165;0.995821;1.000006;0.783295;0.574025;-0.717516;0.667629;0.010526;0.996522;
4.699016;0.995843;1.000000;0.783369;0.574079;-0.717571;0.667720;0.010725;0.996551;
4.721867;0.995822;0.999994;0.783442;0.574121;-0.717616;0.667724;0.010915;0.996580;
4.744718;0.995759;0.999988;0.783513;0.574149;-0.717647;0.667645;0.011094;0.996608;
4.767569;0.995655;0.999983;0.783584;0.574161;-0.717663;0.667492;0.011259;0.996635;
4.790420;0.995512;0.999977;0.783655;0.574155;-0.717662;0.667275;0.011407;0.996661;
4.813271;0.995336;0.999973;0.783727;0.574133;-0.717644;0.667006;0.011537;0.996685;
4.836122;0.995131;0.999969;0.783798;0.574095;-0.717609;0.666698;0.011649;0.996707;
4.858973;0.994903;0.999967;0.783871;0.574042;-0.717557;0.666366;0.011742;0.996726;
4.881824;0.994660;0.999965;0.783944;0.573975;-0.717490;0.666024;0.011817;0.996743;
4.904675;0.994407;0.999964;0.784019;0.573897;-0.717410;0.665684;0.011876;0.996757;
4.927526;0.994152;0.999964;0.784095;0.573810;-0.717320;0.665360;0.011920;0.996768;
4.950377;0.993900;0.999965;0.784172;0.573716;-0.717220;0.665063;0.011952;0.996778;
4.973228;0.993659;0.999967;0.784251;0.573619;-0.717115;0.664803;0.011975;0.996785;
4.996079;0.993432;0.999969;0.784331;0.573520;-0.717007;0.664586;0.011991;0.996791;
5.018930;0.993224;0.999972;0.784412;0.573423;-0.716898;0.664419;0.012003;0.996795;
5.041781;0.993039;0.999976;0.784493;0.573330;-0.716791;0.664304;0.012014;0.996799;
5.064632;0.992879;0.999979;0.784576;0.573242;-0.716689;0.664244;0.012027;0.996802;
5.087483;0.992744;0.999983;0.784658;0.573162;-0.716594;0.664236;0.012044;0.996804;
5.110334;0.992636;0.999987;0.784741;0.573090;-0.716507;0.664277;0.012067;0.996807;
5.133185;0.992553;0.999990;0.784824;0.573029;-0.716429;0.664364;0.012098;0.996811;
5.178887;0.992452;0.999996;0.784988;0.572936;-0.716304;0.664640;0.012190;0.996820;
5.220019;0.992422;1.000000;0.785133;0.572886;-0.716227;0.664970;0.012307;0.996833;
5.261151;0.992428;1.000002;0.785275;0.572863;-0.716179;0.665330;0.012457;0.996850;
5.298169;0.992448;1.000002;0.785399;0.572860;-0.716158;0.665645;0.012616;0.996870;
5.335188;0.992464;1.000001;0.785520;0.572867;-0.716150;0.665921;0.012792;0.996892;
5.368505;0.992463;0.999999;0.785627;0.572878;-0.716149;0.666116;0.012961;0.996915;
5.401821;0.992441;0.999997;0.785731;0.572887;-0.716150;0.666251;0.013133;0.996939;
5.435138;0.992389;0.999994;0.785834;0.572891;-0.716147;0.666319;0.013305;0.996964;
5.468455;0.992307;0.999991;0.785935;0.572886;-0.716136;0.666319;0.013471;0.996989;
5.501771;0.992192;0.999988;0.786034;0.572870;-0.716115;0.666259;0.013627;0.997014;
5.535088;0.992048;0.999985;0.786134;0.572841;-0.716082;0.666148;0.013770;0.997037;
5.568405;0.991879;0.999983;0.786233;0.572800;-0.716036;0.665999;0.013900;0.997059;
5.601722;0.991692;0.999981;0.786333;0.572747;-0.715977;0.665827;0.014014;0.997079;
5.635038;0.991494;0.999981;0.786432;0.572684;-0.715906;0.665649;0.014115;0.997097;
5.668355;0.991291;0.999981;0.786533;0.572613;-0.715827;0.665478;0.014204;0.997113;
5.701672;0.991093;0.999981;0.786634;0.572538;-0.715742;0.665328;0.014283;0.997127;
5.734989;0.990904;0.999982;0.786736;0.572460;-0.715653;0.665209;0.014356;0.997140;
5.768305;0.990729;0.999984;0.786838;0.572384;-0.715564;0.665127;0.014425;0.997152;
5.801622;0.990573;0.999986;0.786941;0.572312;-0.715478;0.665085;0.014494;0.997163;
5.834939;0.990437;0.999988;0.787043;0.572245;-0.715397;0.665083;0.014565;0.997174;
5.868256;0.990320;0.999990;0.787145;0.572185;-0.715322;0.665118;0.014642;0.997185;
5.901572;0.990222;0.999992;0.787247;0.572133;-0.715255;0.665184;0.014725;0.997197;
5.949114;0.990108;0.999993;0.787390;0.572073;-0.715174;0.665310;0.014856;0.997215;
5.996655;0.990013;0.999994;0.787532;0.572026;-0.715107;0.665455;0.015003;0.997235;
6.044196;0.989927;0.999994;0.787671;0.571989;-0.715053;0.665596;0.015162;0.997256;
6.091737;0.989838;0.999994;0.787807;0.571957;-0.715005;0.665711;0.015329;0.997280;
6.139279;0.989736;0.999993;0.787942;0.571926;-0.714960;0.665788;0.015500;0.997305;
6.186820;0.989618;0.999992;0.788074;0.571893;-0.714914;0.665822;0.015670;0.997330;
6.234361;0.989479;0.999990;0.788205;0.571853;-0.714863;0.665814;0.015835;0.997355;
6.281902;0.989322;0.999989;0.788335;0.571807;-0.714805;0.665770;0.015992;0.997380;
6.329443;0.989150;0.999988;0.788464;0.571752;-0.714739;0.665699;0.016140;0.997403;
6.376985;0.988967;0.999987;0.788592;0.571691;-0.714666;0.665616;0.016277;0.997425;
6.424526;0.988780;0.999987;0.788720;0.571624;-0.714586;0.665533;0.016406;0.997446;
6.472067;0.988595;0.999988;0.788848;0.571554;-0.714503;0.665461;0.016528;0.997466;
6.519608;0.988417;0.999988;0.788975;0.571483;-0.714417;0.665410;0.016645;0.997484;
6.567149;0.988250;0.999989;0.789102;0.571414;-0.714333;0.665383;0.016760;0.997502;
6.614691;0.988097;0.999990;0.789229;0.571349;-0.714253;0.665382;0.016876;0.997520;
6.662232;0.987957;0.999991;0.789354;0.571288;-0.714176;0.665404;0.016994;0.997537;
6.709773;0.987829;0.999992;0.789479;0.571233;-0.714106;0.665443;0.017116;0.997555;
6.804856;0.987592;0.999993;0.789724;0.571137;-0.713980;0.665536;0.017373;0.997593;
6.883437;0.987404;0.999992;0.789922;0.571066;-0.713886;0.665603;0.017594;0.997625;
6.962019;0.987209;0.999992;0.790117;0.570997;-0.713796;0.665640;0.017817;0.997658;
7.040601;0.986998;0.999991;0.790309;0.570924;-0.713704;0.665637;0.018035;0.997691;
7.119183;0.986772;0.999991;0.790498;0.570845;-0.713606;0.665603;0.018244;0.997723;
7.197765;0.986538;0.999990;0.790685;0.570761;-0.713502;0.665556;0.018442;0.997754;
7.276347;0.986305;0.999991;0.790871;0.570673;-0.713393;0.665515;0.018630;0.997783;
7.354929;0.986081;0.999991;0.791054;0.570585;-0.713285;0.665494;0.018814;0.997811;
7.433511;0.985870;0.999992;0.791236;0.570501;-0.713180;0.665496;0.018997;0.997839;
7.512093;0.985673;0.999992;0.791415;0.570423;-0.713081;0.665516;0.019181;0.997867;
7.590675;0.985485;0.999993;0.791592;0.570350;-0.712987;0.665543;0.019367;0.997894;
7.669256;0.985300;0.999993;0.791766;0.570280;-0.712898;0.665567;0.019555;0.997922;
7.747838;0.985114;0.999992;0.791937;0.570211;-0.712810;0.665579;0.019742;0.997951;
7.826420;0.984925;0.999992;0.792106;0.570141;-0.712722;0.665578;0.019925;0.997978;
7.905002;0.984732;0.999992;0.792273;0.570070;-0.712633;0.665567;0.020105;0.998006;
8.062166;0.984348;0.999992;0.792600;0.569926;-0.712454;0.665543;0.020450;0.998058;
8.153429;0.984133;0.999992;0.792785;0.569844;-0.712350;0.665536;0.020642;0.998088;
8.244693;0.983925;0.999993;0.792968;0.569764;-0.712249;0.665536;0.020833;0.998116;
8.335956;0.983722;0.999993;0.793147;0.569686;-0.712152;0.665541;0.021021;0.998145;
8.518483;0.983326;0.999993;0.793500;0.569535;-0.711961;0.665550;0.021395;0.998201;
8.682757;0.982978;0.999993;0.793808;0.569403;-0.711794;0.665554;0.021723;0.998251;
9.011305;0.982305;0.999994;0.794401;0.569147;-0.711473;0.665552;0.022353;0.998346;
9.339853;0.981666;0.999994;0.794962;0.568904;-0.711167;0.665549;0.022948;0.998436;
9.668401;0.981063;0.999994;0.795494;0.568674;-0.710878;0.665549;0.023511;0.998521;
9.996949;0.980493;0.999995;0.795996;0.568457;-0.710604;0.665551;0.024045;0.998602;
10.000000;0.980488;0.999995;0.796000;0.568455;-0.710602;0.665551;0.024050;0.998603;
