time;SM_generator_omegaPu;SM_generator_PGenPu;SM_generator_UPu;SM_generator_efdPu;SM_pss_UPssPu;
0.410823;1.004191;18.385329;0.896092;7.000000;0.100000;
0.414919;1.004231;18.530611;0.896066;7.000000;0.100000;
0.423111;1.004300;18.828046;0.896052;7.000000;0.100000;
0.431303;1.004352;19.132541;0.896064;7.000000;0.100000;
0.439495;1.004389;19.441521;0.896080;7.000000;0.100000;
0.446868;1.004407;19.721671;0.896086;7.000000;0.100000;
0.454240;1.004413;20.002154;0.896069;7.000000;0.100000;
0.460876;1.004406;20.254046;0.896037;7.000000;0.100000;
0.467511;1.004389;20.504440;0.895980;7.000000;0.100000;
0.474147;1.004361;20.752765;0.895903;7.000000;0.100000;
0.480783;1.004322;20.998424;0.895806;7.000000;0.100000;
0.487418;1.004273;21.240891;0.895690;7.000000;0.100000;
0.494054;1.004214;21.479697;0.895558;7.000000;0.100000;
0.500689;1.004144;21.714424;0.895414;7.000000;0.100000;
0.507325;1.004065;21.944696;0.895260;7.000000;0.100000;
0.513960;1.003975;22.170176;0.895102;7.000000;0.100000;
0.520596;1.003877;22.390563;0.894945;7.000000;0.100000;
0.527231;1.003768;22.605587;0.894792;7.000000;0.100000;
0.533867;1.003651;22.815013;0.894649;7.000000;0.100000;
0.540502;1.003525;23.018628;0.894522;7.000000;0.100000;
0.547138;1.003390;23.216249;0.894416;7.000000;0.100000;
0.553773;1.003247;23.407716;0.894337;7.000000;0.100000;
0.560409;1.003095;23.592890;0.894290;7.000000;0.100000;
0.567044;1.002936;23.771653;0.894282;7.000000;0.100000;
0.573680;1.002770;23.943903;0.894318;7.000000;0.100000;
0.580315;1.002596;24.109557;0.894404;7.000000;0.100000;
0.586951;1.002414;24.268545;0.894545;7.000000;0.100000;
0.593586;1.002227;24.420808;0.894748;7.000000;0.100000;
0.600222;1.002032;24.566299;0.895019;7.000000;0.100000;
0.606857;1.001832;24.704977;0.895361;7.000000;0.100000;
0.613493;1.001626;24.836809;0.895782;7.000000;0.100000;
0.620128;1.001414;24.961765;0.896286;7.000000;0.100000;
0.626764;1.001197;25.079816;0.896878;7.000000;0.100000;
0.633399;1.000975;25.190936;0.897563;7.000000;0.100000;
0.640035;1.000748;25.295093;0.898345;7.000000;0.100000;
0.646671;1.000517;25.392254;0.899230;7.000000;0.100000;
0.653306;1.000282;25.482379;0.900220;7.000000;0.100000;
0.659942;1.000042;25.565423;0.901320;7.000000;0.100000;
0.666577;0.999800;25.641328;0.902533;7.000000;0.100000;
0.673213;0.999554;25.710029;0.903863;7.000000;0.100000;
0.679848;0.999306;25.771449;0.905311;7.000000;0.100000;
0.693119;0.998802;25.872075;0.908577;7.000000;0.100000;
0.705063;0.998341;25.936669;0.911943;7.000000;0.100000;
0.717007;0.997876;25.975621;0.915715;7.000000;0.100000;
0.728951;0.997409;25.988521;0.919906;7.000000;0.100000;
0.740895;0.996942;25.973591;0.924505;7.000000;0.100000;
0.752839;0.996477;25.930278;0.929516;7.000000;0.100000;
0.764783;0.996016;25.856316;0.934914;7.000000;0.100000;
0.775131;0.995622;25.767154;0.939902;7.000000;0.100000;
0.775131;0.995622;25.767353;0.939903;7.000000;0.100000;
0.775132;0.995622;25.767343;0.939904;7.000000;0.099988;
0.775133;0.995622;25.767333;0.939904;7.000000;0.099975;
0.775135;0.995622;25.767313;0.939905;7.000000;0.099950;
0.775139;0.995622;25.767274;0.939907;7.000000;0.099899;
0.775147;0.995621;25.767196;0.939911;7.000000;0.099798;
0.775163;0.995621;25.767038;0.939919;7.000000;0.099596;
0.775195;0.995620;25.766724;0.939935;7.000000;0.099191;
0.775259;0.995617;25.766095;0.939967;7.000000;0.098382;
0.775387;0.995612;25.764834;0.940030;7.000000;0.096765;
0.775643;0.995603;25.762300;0.940157;7.000000;0.093531;
0.776155;0.995583;25.757186;0.940412;7.000000;0.087066;
0.777179;0.995545;25.746777;0.940923;7.000000;0.074150;
0.779227;0.995468;25.725229;0.941952;7.000000;0.048373;
0.783323;0.995315;25.679186;0.944043;7.000000;-0.002985;
0.786192;0.995209;25.644565;0.945530;7.000000;-0.038831;
0.786192;0.995209;25.644589;0.945530;7.000001;-0.038831;
0.786193;0.995209;25.644576;0.945531;6.997411;-0.038843;
0.786194;0.995209;25.644564;0.945531;6.994821;-0.038856;
0.786196;0.995209;25.644539;0.945533;6.989641;-0.038880;
0.786200;0.995208;25.644489;0.945535;6.979280;-0.038930;
0.786208;0.995208;25.644389;0.945539;6.958559;-0.039030;
0.786224;0.995208;25.644189;0.945547;6.917117;-0.039230;
0.786256;0.995206;25.643784;0.945564;6.834235;-0.039628;
0.786320;0.995204;25.642958;0.945597;6.668478;-0.040426;
0.786448;0.995199;25.641243;0.945662;6.336991;-0.042022;
0.786704;0.995190;25.637560;0.945788;5.674135;-0.045212;
0.787216;0.995171;25.629171;0.946025;4.348955;-0.051590;
0.788240;0.995133;25.608242;0.946439;1.701153;-0.064337;
0.790288;0.995058;25.549326;0.947013;-3.582274;-0.089806;
0.791108;0.995029;25.519205;0.947146;-5.693131;-0.100000;
0.791109;0.995029;25.519166;0.947146;-5.693178;-0.100000;
0.791110;0.995029;25.519127;0.947146;-5.693266;-0.100000;
0.791112;0.995029;25.519050;0.947146;-5.693444;-0.100000;
0.791116;0.995029;25.518894;0.947147;-5.693792;-0.100000;
0.791124;0.995028;25.518583;0.947148;-5.694493;-0.100000;
0.791140;0.995028;25.517961;0.947150;-5.695895;-0.100000;
0.791172;0.995026;25.516716;0.947154;-5.698694;-0.100000;
0.791236;0.995024;25.514223;0.947162;-5.704281;-0.100000;
0.791364;0.995020;25.509226;0.947179;-5.715405;-0.100000;
0.791620;0.995010;25.499185;0.947211;-5.737453;-0.100000;
0.792132;0.994992;25.478922;0.947274;-5.780761;-0.100000;
0.793156;0.994955;25.437677;0.947394;-5.864311;-0.100000;
0.795204;0.994883;25.352426;0.947606;-6.019743;-0.100000;
0.797252;0.994812;25.263620;0.947785;-6.160378;-0.100000;
0.799300;0.994742;25.171436;0.947933;-6.287224;-0.100000;
0.801324;0.994674;25.077186;0.948050;-6.400001;-0.100000;
0.801325;0.994674;25.077139;0.948051;-6.400000;-0.100000;
0.801326;0.994674;25.077092;0.948051;-6.400000;-0.100000;
0.801328;0.994674;25.076997;0.948051;-6.399999;-0.100000;
0.801332;0.994673;25.076807;0.948051;-6.400000;-0.100000;
0.801340;0.994673;25.076429;0.948051;-6.400000;-0.100000;
0.801356;0.994673;25.075671;0.948052;-6.400000;-0.100000;
0.801388;0.994672;25.074155;0.948054;-6.400000;-0.100000;
0.801452;0.994669;25.071121;0.948057;-6.400000;-0.100000;
0.801580;0.994665;25.065047;0.948064;-6.400000;-0.100000;
0.801836;0.994657;25.052866;0.948076;-6.400000;-0.100000;
0.802348;0.994640;25.028386;0.948101;-6.400000;-0.100000;
0.803372;0.994606;24.978952;0.948146;-6.400000;-0.100000;
0.805420;0.994540;24.878261;0.948224;-6.400000;-0.100000;
0.809516;0.994412;24.670083;0.948333;-6.400000;-0.100000;
