time;GEN_generator_delta;GEN_generator_omegaPu;GEN_generator_PGenPu;GEN_generator_QGenPu;GEN_generator_UPu;
2.444135;0.221463;0.994168;0.637273;0.034236;1.000558;
2.447358;0.215572;0.994190;0.620588;0.034766;1.000876;
2.450580;0.209708;0.994220;0.603957;0.035279;1.001183;
2.453803;0.203877;0.994258;0.587402;0.035775;1.001481;
2.457025;0.198088;0.994303;0.570945;0.036254;1.001767;
2.460248;0.192349;0.994355;0.554610;0.036715;1.002044;
2.463470;0.186666;0.994415;0.538419;0.037159;1.002309;
2.466693;0.181048;0.994482;0.522394;0.037585;1.002564;
2.469916;0.175502;0.994557;0.506558;0.037992;1.002808;
2.473138;0.170035;0.994639;0.490932;0.038382;1.003041;
2.476361;0.164654;0.994727;0.475539;0.038753;1.003263;
2.479583;0.159366;0.994823;0.460400;0.039107;1.003475;
2.482806;0.154179;0.994926;0.445535;0.039442;1.003675;
2.486028;0.149099;0.995035;0.430966;0.039760;1.003866;
2.489251;0.144132;0.995151;0.416712;0.040061;1.004045;
2.492473;0.139287;0.995273;0.402794;0.040345;1.004215;
2.495696;0.134567;0.995401;0.389231;0.040612;1.004374;
2.498919;0.129981;0.995536;0.376042;0.040862;1.004524;
2.502141;0.125534;0.995676;0.363245;0.041097;1.004664;
2.505364;0.121232;0.995822;0.350857;0.041317;1.004795;
2.508586;0.117080;0.995973;0.338897;0.041521;1.004917;
2.511809;0.113083;0.996130;0.327379;0.041711;1.005031;
2.515031;0.109248;0.996291;0.316321;0.041888;1.005136;
2.518254;0.105578;0.996458;0.305737;0.042051;1.005234;
2.521476;0.102080;0.996629;0.295641;0.042201;1.005323;
2.524699;0.098757;0.996804;0.286048;0.042339;1.005406;
2.527922;0.095613;0.996984;0.276971;0.042465;1.005481;
2.531144;0.092653;0.997168;0.268423;0.042581;1.005550;
2.534367;0.089881;0.997355;0.260414;0.042685;1.005612;
2.537589;0.087300;0.997545;0.252955;0.042780;1.005669;
2.540812;0.084914;0.997739;0.246057;0.042865;1.005720;
2.544034;0.082725;0.997935;0.239728;0.042941;1.005765;
2.547257;0.080736;0.998135;0.233978;0.043008;1.005805;
2.550480;0.078950;0.998336;0.228812;0.043067;1.005840;
2.553702;0.077369;0.998540;0.224239;0.043119;1.005871;
2.556925;0.075994;0.998745;0.220264;0.043162;1.005897;
2.560147;0.074829;0.998952;0.216891;0.043199;1.005919;
2.563370;0.073873;0.999160;0.214126;0.043228;1.005936;
2.566592;0.073128;0.999368;0.211972;0.043250;1.005950;
2.573037;0.072275;0.999788;0.209502;0.043276;1.005965;
2.579483;0.072270;1.000207;0.209488;0.043277;1.005965;
2.585928;0.073112;1.000625;0.211925;0.043251;1.005950;
2.592373;0.074795;1.001038;0.216793;0.043200;1.005919;
2.598818;0.077307;1.001445;0.224061;0.043121;1.005872;
2.604618;0.080266;1.001805;0.232618;0.043024;1.005814;
2.609839;0.083482;1.002121;0.241918;0.042915;1.005749;
2.614538;0.086815;1.002399;0.251554;0.042798;1.005679;
2.618766;0.090162;1.002643;0.261226;0.042675;1.005606;
2.622995;0.093829;1.002880;0.271818;0.042536;1.005523;
2.627223;0.097806;1.003111;0.283305;0.042378;1.005429;
2.631029;0.101645;1.003312;0.294385;0.042220;1.005334;
2.634835;0.105719;1.003507;0.306143;0.042045;1.005230;
2.638641;0.110023;1.003695;0.318557;0.041853;1.005115;
2.642447;0.114547;1.003876;0.331600;0.041643;1.004990;
2.646252;0.119283;1.004049;0.345246;0.041414;1.004853;
2.649678;0.123719;1.004199;0.358021;0.041191;1.004720;
2.653103;0.128313;1.004342;0.371242;0.040951;1.004577;
2.656528;0.133056;1.004478;0.384887;0.040695;1.004424;
2.659953;0.137943;1.004608;0.398934;0.040422;1.004261;
2.663378;0.142965;1.004730;0.413360;0.040130;1.004087;
2.666804;0.148114;1.004845;0.428142;0.039821;1.003902;
2.670229;0.153384;1.004953;0.443256;0.039493;1.003706;
2.673654;0.158765;1.005053;0.458678;0.039146;1.003498;
2.677079;0.164249;1.005145;0.474382;0.038780;1.003280;
2.680504;0.169829;1.005230;0.490345;0.038396;1.003050;
2.683930;0.175495;1.005306;0.506539;0.037992;1.002808;
2.687355;0.181240;1.005375;0.522941;0.037570;1.002556;
2.690780;0.187053;1.005435;0.539522;0.037129;1.002292;
2.694205;0.192928;1.005487;0.556258;0.036669;1.002016;
2.697630;0.198854;1.005531;0.573122;0.036191;1.001730;
2.701056;0.204823;1.005567;0.590087;0.035695;1.001433;
2.704481;0.210825;1.005594;0.607127;0.035182;1.001125;
2.707906;0.216853;1.005613;0.624216;0.034651;1.000807;
2.711331;0.222896;1.005624;0.641327;0.034105;1.000480;
2.714756;0.228946;1.005626;0.658434;0.033543;1.000143;
2.718182;0.234994;1.005620;0.675511;0.032967;0.999797;
2.721607;0.241031;1.005605;0.692531;0.032377;0.999443;
2.725032;0.247048;1.005582;0.709470;0.031775;0.999081;
2.728457;0.253036;1.005551;0.726302;0.031161;0.998712;
2.731882;0.258986;1.005512;0.743002;0.030536;0.998337;
2.735308;0.264890;1.005465;0.759545;0.029903;0.997956;
2.738733;0.270738;1.005410;0.775908;0.029261;0.997571;
2.742158;0.276523;1.005346;0.792066;0.028613;0.997181;
2.745583;0.282236;1.005275;0.807997;0.027960;0.996788;
2.749008;0.287868;1.005197;0.823678;0.027304;0.996393;
2.752434;0.293411;1.005111;0.839086;0.026645;0.995996;
2.755859;0.298858;1.005017;0.854201;0.025987;0.995599;
2.759284;0.304200;1.004916;0.869001;0.025329;0.995203;
2.762709;0.309431;1.004809;0.883466;0.024674;0.994808;
2.766134;0.314541;1.004694;0.897577;0.024024;0.994416;
2.769560;0.319525;1.004572;0.911315;0.023380;0.994027;
2.772985;0.324374;1.004445;0.924662;0.022744;0.993643;
2.776410;0.329083;1.004310;0.937600;0.022118;0.993265;
2.779835;0.333644;1.004170;0.950113;0.021503;0.992894;
2.783260;0.338051;1.004024;0.962184;0.020901;0.992530;
2.786686;0.342298;1.003872;0.973799;0.020314;0.992175;
2.790111;0.346378;1.003715;0.984942;0.019743;0.991829;
2.793536;0.350287;1.003553;0.995601;0.019190;0.991495;
2.796961;0.354019;1.003385;1.005762;0.018657;0.991172;
2.800386;0.357567;1.003213;1.015413;0.018144;0.990862;
2.803812;0.360929;1.003037;1.024543;0.017654;0.990565;
2.807237;0.364098;1.002856;1.033141;0.017189;0.990283;
2.810662;0.367072;1.002672;1.041197;0.016748;0.990016;
2.814087;0.369844;1.002484;1.048702;0.016334;0.989765;
2.817512;0.372413;1.002292;1.055646;0.015948;0.989531;
2.820938;0.374774;1.002098;1.062024;0.015591;0.989314;
2.824363;0.376925;1.001900;1.067827;0.015264;0.989116;
2.827788;0.378861;1.001701;1.073050;0.014968;0.988936;
2.831213;0.380582;1.001499;1.077686;0.014703;0.988776;
2.834638;0.382084;1.001295;1.081732;0.014472;0.988635;
2.838064;0.383367;1.001089;1.085183;0.014273;0.988515;
2.841489;0.384427;1.000882;1.088035;0.014109;0.988415;
2.844914;0.385264;1.000674;1.090285;0.013977;0.988336;
2.848339;0.385877;1.000466;1.091933;0.013883;0.988278;
2.855190;0.386428;1.000048;1.093416;0.013797;0.988226;
2.862040;0.386081;0.999630;1.092483;0.013851;0.988258;
2.868890;0.384840;0.999216;1.089147;0.014044;0.988376;
2.875741;0.382714;0.998806;1.083427;0.014375;0.988576;
2.882591;0.379716;0.998405;1.075354;0.014837;0.988857;
2.888756;0.376288;0.998051;1.066109;0.015361;0.989175;
2.894305;0.372624;0.997741;1.056217;0.015916;0.989512;
2.899299;0.368871;0.997470;1.046067;0.016480;0.989853;
2.904293;0.364698;0.997207;1.034769;0.017112;0.990231;
2.908788;0.360594;0.996977;1.023635;0.017704;0.990595;
2.913282;0.356172;0.996755;1.011620;0.018347;0.990984;
2.917327;0.351928;0.996562;1.000071;0.018956;0.991353;
2.921372;0.347444;0.996377;0.987849;0.019593;0.991739;
2.925418;0.342729;0.996199;0.974976;0.020254;0.992138;
2.929463;0.337792;0.996028;0.961476;0.020937;0.992551;
2.933508;0.332645;0.995866;0.947373;0.021639;0.992975;
2.937553;0.327297;0.995713;0.932694;0.022357;0.993409;
2.941193;0.322320;0.995582;0.919011;0.023015;0.993807;
2.944834;0.317199;0.995458;0.904906;0.023683;0.994210;
2.948475;0.311940;0.995342;0.890399;0.024357;0.994616;
2.952115;0.306554;0.995234;0.875513;0.025036;0.995026;
2.955756;0.301048;0.995134;0.860271;0.025719;0.995438;
2.959396;0.295433;0.995042;0.844699;0.026403;0.995850;
2.963037;0.289717;0.994958;0.828821;0.027086;0.996261;
2.966677;0.283910;0.994883;0.812662;0.027767;0.996671;
2.970318;0.278022;0.994816;0.796249;0.028444;0.997079;
2.973959;0.272062;0.994758;0.779608;0.029114;0.997482;
2.977599;0.266041;0.994708;0.762768;0.029778;0.997881;
2.980876;0.260577;0.994672;0.747463;0.030367;0.998236;
2.984152;0.255079;0.994642;0.732039;0.030948;0.998585;
2.987429;0.249554;0.994619;0.716517;0.031520;0.998928;
2.990705;0.244010;0.994604;0.700919;0.032081;0.999265;
2.993982;0.238454;0.994596;0.685266;0.032631;0.999595;
2.997258;0.232893;0.994596;0.669580;0.033170;0.999918;
3.000535;0.227336;0.994603;0.653883;0.033695;1.000234;
3.003811;0.221790;0.994617;0.638196;0.034207;1.000541;
3.007088;0.216262;0.994638;0.622541;0.034705;1.000839;
3.010364;0.210759;0.994667;0.606941;0.035188;1.001129;
3.013641;0.205291;0.994703;0.591417;0.035656;1.001409;
3.016918;0.199863;0.994746;0.575991;0.036108;1.001680;
3.020194;0.194483;0.994797;0.560685;0.036545;1.001942;
3.023471;0.189158;0.994854;0.545522;0.036966;1.002194;
3.026747;0.183897;0.994919;0.530521;0.037370;1.002436;
3.030024;0.178705;0.994990;0.515706;0.037758;1.002668;
3.033300;0.173590;0.995068;0.501097;0.038130;1.002890;
3.036577;0.168559;0.995153;0.486714;0.038485;1.003103;
3.039853;0.163619;0.995245;0.472579;0.038823;1.003305;
3.043130;0.158777;0.995343;0.458711;0.039145;1.003498;
3.046406;0.154038;0.995447;0.445132;0.039451;1.003681;
3.049683;0.149410;0.995557;0.431859;0.039741;1.003854;
3.052959;0.144898;0.995674;0.418911;0.040015;1.004018;
3.056236;0.140510;0.995796;0.406309;0.040274;1.004172;
3.059512;0.136250;0.995924;0.394069;0.040517;1.004318;
3.062789;0.132125;0.996058;0.382208;0.040746;1.004455;
3.066065;0.128140;0.996197;0.370744;0.040961;1.004583;
3.069342;0.124300;0.996341;0.359693;0.041161;1.004702;
3.072618;0.120611;0.996490;0.349070;0.041347;1.004814;
3.075895;0.117078;0.996643;0.338892;0.041521;1.004917;
3.079172;0.113705;0.996802;0.329172;0.041682;1.005014;
3.082448;0.110497;0.996964;0.319924;0.041831;1.005102;
3.085725;0.107459;0.997131;0.311161;0.041968;1.005184;
3.089001;0.104594;0.997301;0.302896;0.042093;1.005259;
3.092278;0.101906;0.997475;0.295139;0.042208;1.005328;
3.095554;0.099399;0.997652;0.287902;0.042313;1.005390;
3.098831;0.097076;0.997833;0.281195;0.042407;1.005446;
3.102107;0.094940;0.998016;0.275027;0.042492;1.005497;
3.105384;0.092994;0.998202;0.269406;0.042568;1.005542;
3.108660;0.091240;0.998390;0.264340;0.042634;1.005582;
3.111937;0.089681;0.998580;0.259836;0.042693;1.005617;
3.115213;0.088319;0.998772;0.255900;0.042743;1.005647;
3.118490;0.087155;0.998966;0.252536;0.042785;1.005672;
3.121766;0.086192;0.999161;0.249751;0.042820;1.005693;
3.125043;0.085429;0.999356;0.247546;0.042847;1.005709;
3.131596;0.084509;0.999749;0.244887;0.042879;1.005728;
3.138149;0.084399;1.000143;0.244569;0.042884;1.005730;
3.144702;0.085098;1.000535;0.246588;0.042859;1.005716;
3.151255;0.086598;1.000924;0.250926;0.042805;1.005684;
3.157808;0.088891;1.001306;0.257553;0.042722;1.005634;
3.163706;0.091622;1.001644;0.265443;0.042620;1.005573;
3.169014;0.094608;1.001941;0.274069;0.042505;1.005505;
3.173791;0.097715;1.002202;0.283040;0.042381;1.005431;
3.178568;0.101208;1.002456;0.293125;0.042238;1.005345;
3.182868;0.104674;1.002679;0.303126;0.042090;1.005257;
3.187167;0.108436;1.002894;0.313978;0.041924;1.005158;
3.191037;0.112067;1.003082;0.324449;0.041759;1.005059;
3.194906;0.115923;1.003264;0.335564;0.041577;1.004951;
3.198776;0.119996;1.003440;0.347299;0.041378;1.004832;
3.202645;0.124278;1.003608;0.359630;0.041162;1.004703;
3.206515;0.128761;1.003770;0.372531;0.040928;1.004563;
3.210384;0.133435;1.003924;0.385975;0.040675;1.004412;
3.213867;0.137798;1.004056;0.398517;0.040430;1.004266;
3.217349;0.142302;1.004181;0.411456;0.040169;1.004110;
3.220832;0.146940;1.004300;0.424770;0.039892;1.003944;
3.224314;0.151703;1.004412;0.438437;0.039598;1.003769;
3.227797;0.156586;1.004517;0.452434;0.039288;1.003583;
3.231280;0.161579;1.004615;0.466738;0.038960;1.003387;
3.234762;0.166676;1.004705;0.481325;0.038615;1.003181;
3.238245;0.171867;1.004789;0.496171;0.038252;1.002964;
3.241727;0.177145;1.004864;0.511253;0.037872;1.002737;
3.245210;0.182502;1.004932;0.526544;0.037475;1.002499;
3.248692;0.187930;1.004993;0.542020;0.037061;1.002251;
3.252175;0.193419;1.005045;0.557656;0.036630;1.001993;
3.255657;0.198961;1.005090;0.573426;0.036182;1.001725;
3.259140;0.204548;1.005127;0.589306;0.035718;1.001447;
3.262623;0.210170;1.005156;0.605269;0.035238;1.001159;
3.266105;0.215820;1.005176;0.621290;0.034743;1.000863;
3.269588;0.221488;1.005189;0.637343;0.034234;1.000557;
3.273070;0.227166;1.005194;0.653403;0.033710;1.000243;
3.276553;0.232845;1.005191;0.669445;0.033174;0.999921;
3.280035;0.238516;1.005180;0.685443;0.032625;0.999592;
3.283518;0.244171;1.005161;0.701373;0.032065;0.999255;
3.287000;0.249801;1.005134;0.717210;0.031494;0.998913;
3.290483;0.255397;1.005100;0.732930;0.030915;0.998565;
3.293966;0.260950;1.005057;0.748509;0.030327;0.998211;
3.297448;0.266454;1.005007;0.763923;0.029732;0.997854;
3.300931;0.271898;1.004949;0.779149;0.029132;0.997493;
3.304413;0.277275;1.004884;0.794165;0.028528;0.997130;
3.307896;0.282577;1.004812;0.808949;0.027921;0.996764;
3.311378;0.287796;1.004732;0.823478;0.027312;0.996398;
3.314861;0.292924;1.004645;0.837732;0.026704;0.996031;
3.318343;0.297953;1.004552;0.851691;0.026097;0.995666;
3.321826;0.302876;1.004451;0.865334;0.025493;0.995302;
3.325309;0.307685;1.004344;0.878642;0.024894;0.994941;
3.328791;0.312374;1.004231;0.891597;0.024301;0.994583;
3.332274;0.316936;1.004111;0.904181;0.023716;0.994230;
3.335756;0.321363;1.003985;0.916377;0.023140;0.993882;
3.339239;0.325650;1.003854;0.928169;0.022576;0.993541;
3.342721;0.329790;1.003717;0.939539;0.022023;0.993208;
3.346204;0.333776;1.003574;0.950475;0.021485;0.992883;
3.349687;0.337604;1.003426;0.960960;0.020963;0.992567;
3.353169;0.341268;1.003273;0.970983;0.020457;0.992261;
3.356652;0.344762;1.003116;0.980529;0.019970;0.991967;
3.360134;0.348081;1.002954;0.989587;0.019503;0.991684;
3.363617;0.351221;1.002788;0.998145;0.019057;0.991414;
3.367099;0.354177;1.002618;1.006194;0.018634;0.991158;
3.370582;0.356945;1.002444;1.013722;0.018234;0.990916;
3.374064;0.359521;1.002267;1.020721;0.017860;0.990690;
3.377547;0.361902;1.002086;1.027183;0.017512;0.990479;
3.381030;0.364083;1.001903;1.033100;0.017191;0.990284;
3.384512;0.366063;1.001717;1.038465;0.016898;0.990107;
3.387995;0.367838;1.001529;1.043273;0.016634;0.989947;
3.391477;0.369406;1.001339;1.047516;0.016400;0.989805;
3.394960;0.370765;1.001147;1.051192;0.016196;0.989681;
3.398442;0.371913;1.000953;1.054296;0.016023;0.989577;
3.401925;0.372849;1.000758;1.056824;0.015881;0.989491;
3.405407;0.373571;1.000562;1.058775;0.015773;0.989425;
3.412373;0.374371;1.000170;1.060936;0.015652;0.989351;
3.419338;0.374313;0.999777;1.060778;0.015661;0.989357;
3.426147;0.373428;0.999395;1.058388;0.015795;0.989438;
3.432956;0.371731;0.999017;1.053804;0.016051;0.989593;
3.439765;0.369235;0.998646;1.047051;0.016426;0.989820;
3.445893;0.366315;0.998318;1.039147;0.016861;0.990084;
3.452022;0.362773;0.997999;1.029547;0.017384;0.990401;
3.457531;0.359071;0.997720;1.019499;0.017926;0.990729;
3.462490;0.355333;0.997477;1.009337;0.018468;0.991057;
3.467449;0.351221;0.997241;0.998145;0.019057;0.991414;
3.471912;0.347212;0.997036;0.987216;0.019626;0.991758;
3.476375;0.342921;0.996839;0.975500;0.020227;0.992122;
3.480837;0.338359;0.996649;0.963026;0.020859;0.992504;
3.484854;0.334030;0.996486;0.951171;0.021451;0.992862;
3.488871;0.329500;0.996330;0.938745;0.022062;0.993231;
3.492887;0.324778;0.996181;0.925771;0.022691;0.993611;
3.496904;0.319873;0.996041;0.912273;0.023335;0.994000;
3.500920;0.314795;0.995908;0.898278;0.023991;0.994396;
3.504937;0.309555;0.995783;0.883811;0.024658;0.994799;
3.508552;0.304709;0.995678;0.870409;0.025266;0.995165;
3.512167;0.299748;0.995581;0.856667;0.025878;0.995534;
3.515782;0.294680;0.995490;0.842608;0.026493;0.995904;
3.519396;0.289513;0.995407;0.828253;0.027110;0.996276;
3.523011;0.284256;0.995332;0.813626;0.027727;0.996647;
3.526626;0.278919;0.995264;0.798750;0.028341;0.997017;
3.530241;0.273508;0.995204;0.783649;0.028953;0.997385;
3.533856;0.268035;0.995152;0.768347;0.029560;0.997750;
3.537471;0.262506;0.995108;0.752870;0.030160;0.998111;
3.541086;0.256933;0.995072;0.737241;0.030754;0.998468;
3.544701;0.251323;0.995044;0.721489;0.031338;0.998819;
3.548316;0.245686;0.995025;0.705637;0.031913;0.999164;
3.551931;0.240031;0.995013;0.689714;0.032476;0.999502;
3.555546;0.234369;0.995010;0.673745;0.033028;0.999833;
3.559160;0.228707;0.995015;0.657757;0.033566;1.000157;
3.562775;0.223056;0.995028;0.641778;0.034091;1.000471;
3.566390;0.217424;0.995050;0.625835;0.034601;1.000777;
3.570005;0.211822;0.995080;0.609954;0.035095;1.001073;
3.573620;0.206257;0.995117;0.594162;0.035574;1.001360;
3.577235;0.200741;0.995163;0.578488;0.036036;1.001637;
3.580850;0.195281;0.995217;0.562957;0.036481;1.001904;
3.584465;0.189887;0.995279;0.547597;0.036909;1.002160;
3.588080;0.184567;0.995349;0.532434;0.037319;1.002405;
3.591695;0.179331;0.995426;0.517493;0.037712;1.002640;
3.595310;0.174187;0.995511;0.502802;0.038087;1.002865;
3.598925;0.169144;0.995603;0.488385;0.038444;1.003078;
3.602539;0.164209;0.995703;0.474268;0.038783;1.003281;
3.606154;0.159392;0.995810;0.460474;0.039105;1.003474;
3.609769;0.154700;0.995923;0.447028;0.039409;1.003656;
3.613384;0.150140;0.996044;0.433953;0.039696;1.003827;
3.616999;0.145721;0.996170;0.421272;0.039966;1.003988;
3.620614;0.141449;0.996304;0.409006;0.040219;1.004140;
3.624229;0.137332;0.996443;0.397177;0.040456;1.004281;
3.627844;0.133376;0.996588;0.385806;0.040678;1.004414;
3.631459;0.129588;0.996738;0.374911;0.040883;1.004537;
3.635074;0.125974;0.996895;0.364512;0.041074;1.004651;
3.638689;0.122541;0.997056;0.354627;0.041247;1.004755;
3.642303;0.119293;0.997221;0.345273;0.041413;1.004853;
3.645918;0.116235;0.997392;0.336464;0.041562;1.004942;
3.649533;0.113374;0.997566;0.328217;0.041698;1.005023;
3.653148;0.110713;0.997745;0.320544;0.041818;1.005096;
3.656763;0.108256;0.997927;0.313461;0.041932;1.005163;
3.660378;0.106009;0.998113;0.306977;0.042029;1.005222;
3.663993;0.103973;0.998301;0.301105;0.042120;1.005275;
3.667608;0.102153;0.998492;0.295852;0.042198;1.005321;
3.671223;0.100551;0.998686;0.291229;0.042265;1.005361;
3.674838;0.099170;0.998881;0.287242;0.042322;1.005396;
3.678453;0.098012;0.999078;0.283898;0.042369;1.005424;
3.682067;0.097079;0.999277;0.281203;0.042407;1.005446;
3.685682;0.096371;0.999476;0.279160;0.042435;1.005463;
3.689297;0.095890;0.999677;0.277772;0.042455;1.005475;
3.696527;0.095612;1.000077;0.276967;0.042466;1.005481;
3.703757;0.096241;1.000477;0.278783;0.042441;1.005466;
3.710987;0.097770;1.000872;0.283201;0.042379;1.005430;
3.718217;0.100189;1.001260;0.290182;0.042280;1.005370;
3.724590;0.103044;1.001595;0.298424;0.042160;1.005299;
3.730326;0.106181;1.001889;0.307474;0.042024;1.005218;
3.735489;0.109451;1.002147;0.316906;0.041879;1.005131;
3.740135;0.112746;1.002372;0.326406;0.041727;1.005040;
3.744782;0.116364;1.002590;0.336835;0.041556;1.004938;
3.748963;0.119889;1.002780;0.346991;0.041384;1.004835;
3.753145;0.123659;1.002963;0.357849;0.041194;1.004722;
3.757327;0.127666;1.003140;0.369381;0.040985;1.004598;
3.761090;0.131467;1.003293;0.380317;0.040782;1.004476;
3.764854;0.135445;1.003439;0.391755;0.040563;1.004345;
3.768617;0.139593;1.003580;0.403674;0.040327;1.004204;
3.772381;0.143902;1.003713;0.416051;0.040075;1.004053;
3.776144;0.148365;1.003840;0.428861;0.039805;1.003892;
3.779908;0.152973;1.003959;0.442079;0.039519;1.003721;
3.783671;0.157719;1.004071;0.455680;0.039214;1.003539;
3.787435;0.162592;1.004176;0.469637;0.038892;1.003347;
3.791198;0.167584;1.004273;0.483924;0.038552;1.003143;
3.794962;0.172686;1.004362;0.498513;0.038194;1.002929;
3.798349;0.177365;1.004435;0.511879;0.037857;1.002727;
3.801736;0.182118;1.004502;0.525447;0.037504;1.002516;
3.805123;0.186939;1.004562;0.539195;0.037138;1.002297;
3.808510;0.191820;1.004615;0.553103;0.036757;1.002069;
3.811898;0.196754;1.004662;0.567149;0.036362;1.001832;
3.815285;0.201734;1.004701;0.581311;0.035954;1.001588;
3.818672;0.206752;1.004734;0.595567;0.035532;1.001335;
3.822059;0.211802;1.004760;0.609898;0.035097;1.001074;
3.825446;0.216875;1.004779;0.624280;0.034650;1.000806;
3.828833;0.221965;1.004791;0.638692;0.034191;1.000531;
3.832220;0.227063;1.004795;0.653112;0.033720;1.000249;
3.835608;0.232163;1.004793;0.667520;0.033239;0.999960;
3.838995;0.237257;1.004784;0.681894;0.032748;0.999666;
3.842382;0.242338;1.004768;0.696212;0.032248;0.999365;
3.845769;0.247398;1.004745;0.710455;0.031739;0.999060;
3.849156;0.252430;1.004716;0.724600;0.031224;0.998750;
3.852543;0.257427;1.004679;0.738629;0.030701;0.998436;
3.855931;0.262382;1.004636;0.752520;0.030174;0.998119;
3.859318;0.267287;1.004586;0.766254;0.029642;0.997799;
3.862705;0.272135;1.004530;0.779812;0.029106;0.997477;
3.866092;0.276920;1.004467;0.793174;0.028568;0.997154;
3.869479;0.281635;1.004398;0.806322;0.028030;0.996830;
3.872866;0.286272;1.004322;0.819239;0.027491;0.996506;
3.876254;0.290827;1.004241;0.831905;0.026954;0.996182;
3.879641;0.295291;1.004153;0.844305;0.026420;0.995860;
3.883028;0.299659;1.004060;0.856422;0.025889;0.995540;
3.886415;0.303925;1.003961;0.868239;0.025364;0.995224;
3.889802;0.308083;1.003856;0.879740;0.024844;0.994911;
3.893189;0.312126;1.003746;0.890911;0.024333;0.994602;
3.896577;0.316050;1.003631;0.901738;0.023831;0.994299;
3.899964;0.319848;1.003511;0.912206;0.023338;0.994002;
3.903351;0.323516;1.003386;0.922301;0.022858;0.993712;
3.906738;0.327049;1.003256;0.932012;0.022390;0.993429;
3.910125;0.330441;1.003122;0.941326;0.021936;0.993155;
3.913512;0.333688;1.002983;0.950232;0.021497;0.992890;
3.916900;0.336785;1.002841;0.958718;0.021075;0.992635;
3.920287;0.339729;1.002694;0.966775;0.020670;0.992390;
3.923674;0.342515;1.002544;0.974392;0.020284;0.992156;
3.927061;0.345140;1.002391;0.981561;0.019917;0.991935;
3.930448;0.347599;1.002234;0.988271;0.019568;0.991725;
3.933835;0.349890;1.002074;0.994519;0.019246;0.991529;
3.937222;0.352010;1.001912;1.000295;0.018945;0.991346;
3.940610;0.353956;1.001747;1.005592;0.018666;0.991177;
3.943997;0.355725;1.001580;1.010404;0.018409;0.991023;
3.947384;0.357315;1.001410;1.014728;0.018181;0.990884;
3.950771;0.358724;1.001239;1.018557;0.017976;0.990760;
3.954158;0.359951;1.001067;1.021888;0.017798;0.990652;
3.957545;0.360993;1.000893;1.024716;0.017645;0.990559;
3.960933;0.361849;1.000717;1.027040;0.017520;0.990483;
3.967707;0.363000;1.000365;1.030163;0.017351;0.990381;
3.974481;0.363401;1.000012;1.031249;0.017292;0.990345;
3.981256;0.363050;0.999659;1.030298;0.017343;0.990377;
3.987600;0.362044;0.999331;1.027568;0.017491;0.990466;
3.993944;0.360388;0.999006;1.023075;0.017734;0.990613;
4.000288;0.358092;0.998688;1.016840;0.018068;0.990816;
4.006632;0.355169;0.998376;1.008893;0.018491;0.991072;
4.012342;0.352014;0.998103;1.000305;0.018944;0.991346;
4.018051;0.348376;0.997837;0.990390;0.019461;0.991659;
4.023190;0.344700;0.997606;0.980361;0.019979;0.991972;
4.028329;0.340658;0.997383;0.969315;0.020542;0.992312;
4.032954;0.336717;0.997189;0.958531;0.021085;0.992640;
4.037579;0.332500;0.997004;0.946977;0.021659;0.992987;
4.041741;0.328479;0.996843;0.935942;0.022199;0.993314;
4.045903;0.324253;0.996690;0.924329;0.022761;0.993653;
4.050066;0.319832;0.996544;0.912160;0.023341;0.994003;
4.054228;0.315224;0.996405;0.899461;0.023937;0.994363;
4.058390;0.310440;0.996274;0.886256;0.024547;0.994731;
4.062553;0.305491;0.996152;0.872573;0.025169;0.995106;
4.066299;0.300904;0.996049;0.859871;0.025737;0.995448;
4.070045;0.296199;0.995952;0.846825;0.026310;0.995794;
4.073791;0.291385;0.995863;0.833457;0.026888;0.996142;
4.077537;0.286471;0.995782;0.819791;0.027468;0.996491;
4.081283;0.281465;0.995708;0.805850;0.028049;0.996841;
4.085030;0.276376;0.995641;0.791657;0.028629;0.997191;
4.088776;0.271214;0.995582;0.777237;0.029208;0.997539;
4.092522;0.265987;0.995531;0.762615;0.029783;0.997885;
4.096268;0.260704;0.995488;0.747818;0.030352;0.998227;
4.100014;0.255375;0.995453;0.732870;0.030916;0.998566;
4.103760;0.250010;0.995426;0.717798;0.031472;0.998900;
4.107506;0.244618;0.995407;0.702630;0.032019;0.999228;
4.111252;0.239208;0.995396;0.687391;0.032556;0.999551;
4.114999;0.233790;0.995393;0.672111;0.033081;0.999867;
4.118745;0.228374;0.995399;0.656815;0.033595;1.000175;
4.122491;0.222969;0.995412;0.641532;0.034097;1.000476;
4.125862;0.218121;0.995432;0.627810;0.034538;1.000739;
4.129234;0.213298;0.995457;0.614141;0.034966;1.000996;
4.132605;0.208505;0.995490;0.600544;0.035382;1.001245;
4.135977;0.203750;0.995529;0.587041;0.035785;1.001487;
4.139348;0.199040;0.995574;0.573652;0.036176;1.001721;
4.142720;0.194381;0.995626;0.560396;0.036553;1.001947;
4.146091;0.189780;0.995684;0.547293;0.036917;1.002165;
4.149463;0.185244;0.995748;0.534363;0.037268;1.002375;
4.152835;0.180779;0.995818;0.521625;0.037604;1.002576;
4.156206;0.176391;0.995894;0.509099;0.037928;1.002769;
4.159578;0.172088;0.995977;0.496802;0.038237;1.002954;
4.162949;0.167874;0.996065;0.484755;0.038532;1.003131;
4.166321;0.163757;0.996158;0.472973;0.038814;1.003300;
