time;NETWORK_B1_v_a;NETWORK_B1_Urms;NETWORK_LINE_i_a;NETWORK_LINE_Irms;
0.026530;-0.538891;0.981427;-0.349811;0.494573;
0.026540;-0.542907;0.981427;-0.351712;0.494573;
0.026550;-0.546917;0.981427;-0.353610;0.494573;
0.026560;-0.550922;0.981427;-0.355504;0.494573;
0.026570;-0.554922;0.981427;-0.357395;0.494573;
0.026580;-0.558916;0.981427;-0.359282;0.494573;
0.026590;-0.562904;0.981427;-0.361165;0.494573;
0.026600;-0.566887;0.981427;-0.363045;0.494573;
0.026610;-0.570864;0.981427;-0.364921;0.494573;
0.026620;-0.574836;0.981427;-0.366794;0.494573;
0.026630;-0.578802;0.981427;-0.368663;0.494573;
0.026640;-0.582762;0.981427;-0.370529;0.494573;
0.026650;-0.586716;0.981427;-0.372391;0.494573;
0.026660;-0.590665;0.981427;-0.374249;0.494573;
0.026670;-0.594608;0.981427;-0.376103;0.494573;
0.026680;-0.598545;0.981427;-0.377954;0.494573;
0.026690;-0.602476;0.981427;-0.379801;0.494573;
0.026700;-0.606401;0.981427;-0.381644;0.494573;
0.026710;-0.610321;0.981427;-0.383484;0.494573;
0.026720;-0.614234;0.981427;-0.385320;0.494573;
0.026730;-0.618141;0.981427;-0.387151;0.494573;
0.026740;-0.622042;0.981427;-0.388980;0.494573;
0.026750;-0.625937;0.981427;-0.390804;0.494573;
0.026760;-0.629825;0.981427;-0.392624;0.494573;
0.026770;-0.633708;0.981427;-0.394441;0.494573;
0.026780;-0.637584;0.981427;-0.396253;0.494573;
0.026790;-0.641454;0.981427;-0.398062;0.494573;
0.026800;-0.645318;0.981427;-0.399867;0.494573;
0.026810;-0.649175;0.981427;-0.401668;0.494573;
0.026820;-0.653026;0.981427;-0.403465;0.494573;
0.026830;-0.656870;0.981427;-0.405258;0.494573;
0.026840;-0.660708;0.981427;-0.407046;0.494573;
0.026850;-0.664539;0.981427;-0.408831;0.494573;
0.026860;-0.668364;0.981427;-0.410612;0.494573;
0.026870;-0.672182;0.981427;-0.412389;0.494573;
0.026880;-0.675994;0.981427;-0.414162;0.494573;
0.026890;-0.679799;0.981427;-0.415930;0.494573;
0.026900;-0.683597;0.981427;-0.417695;0.494573;
0.026910;-0.687388;0.981427;-0.419455;0.494573;
0.026920;-0.691173;0.981427;-0.421212;0.494573;
0.026930;-0.694951;0.981427;-0.422964;0.494573;
0.026940;-0.698722;0.981427;-0.424712;0.494573;
0.026950;-0.702486;0.981427;-0.426455;0.494573;
0.026960;-0.706243;0.981427;-0.428195;0.494573;
0.026970;-0.709993;0.981427;-0.429930;0.494573;
0.026980;-0.713736;0.981427;-0.431661;0.494573;
0.026990;-0.717472;0.981427;-0.433388;0.494573;
0.027000;-0.721201;0.981427;-0.435111;0.494573;
0.027010;-0.724923;0.981427;-0.436829;0.494573;
0.027020;-0.728638;0.981427;-0.438543;0.494573;
0.027030;-0.732346;0.981427;-0.440252;0.494573;
0.027040;-0.736046;0.981427;-0.441958;0.494573;
0.027050;-0.739739;0.981427;-0.443658;0.494573;
0.027060;-0.743425;0.981427;-0.445355;0.494573;
0.027070;-0.747103;0.981427;-0.447047;0.494573;
0.027080;-0.750774;0.981427;-0.448735;0.494573;
0.027090;-0.754438;0.981427;-0.450418;0.494573;
0.027100;-0.758094;0.981427;-0.452097;0.494573;
0.027110;-0.761743;0.981427;-0.453771;0.494573;
0.027120;-0.765384;0.981427;-0.455441;0.494573;
0.027130;-0.769018;0.981427;-0.457107;0.494573;
0.027140;-0.772644;0.981427;-0.458767;0.494573;
0.027150;-0.776262;0.981427;-0.460424;0.494573;
0.027160;-0.779873;0.981427;-0.462076;0.494573;
0.027170;-0.783476;0.981427;-0.463723;0.494573;
0.027180;-0.787072;0.981427;-0.465366;0.494573;
0.027190;-0.790659;0.981427;-0.467004;0.494573;
0.027200;-0.794239;0.981427;-0.468637;0.494573;
0.027210;-0.797811;0.981427;-0.470266;0.494573;
0.027220;-0.801375;0.981427;-0.471890;0.494573;
0.027230;-0.804931;0.981427;-0.473510;0.494573;
0.027240;-0.808479;0.981427;-0.475125;0.494573;
0.027250;-0.812020;0.981427;-0.476735;0.494573;
0.027260;-0.815552;0.981427;-0.478340;0.494573;
0.027270;-0.819076;0.981427;-0.479941;0.494573;
0.027280;-0.822592;0.981427;-0.481537;0.494573;
0.027290;-0.826100;0.981427;-0.483128;0.494573;
0.027300;-0.829600;0.981427;-0.484715;0.494573;
0.027310;-0.833092;0.981427;-0.486296;0.494573;
0.027320;-0.836575;0.981427;-0.487873;0.494573;
0.027330;-0.840050;0.981427;-0.489445;0.494573;
0.027340;-0.843517;0.981427;-0.491013;0.494573;
0.027350;-0.846976;0.981427;-0.492575;0.494573;
0.027360;-0.850426;0.981427;-0.494133;0.494573;
0.027370;-0.853868;0.981427;-0.495685;0.494573;
0.027380;-0.857301;0.981427;-0.497233;0.494573;
0.027390;-0.860726;0.981427;-0.498776;0.494573;
0.027400;-0.864142;0.981427;-0.500314;0.494573;
0.027410;-0.867550;0.981427;-0.501847;0.494573;
0.027420;-0.870949;0.981427;-0.503375;0.494573;
0.027430;-0.874340;0.981427;-0.504898;0.494573;
0.027440;-0.877722;0.981427;-0.506416;0.494573;
0.027450;-0.881096;0.981427;-0.507929;0.494573;
0.027460;-0.884460;0.981427;-0.509438;0.494573;
0.027470;-0.887816;0.981427;-0.510941;0.494573;
0.027480;-0.891164;0.981427;-0.512439;0.494573;
0.027490;-0.894502;0.981427;-0.513932;0.494573;
0.027500;-0.897832;0.981427;-0.515420;0.494573;
0.027510;-0.901152;0.981427;-0.516902;0.494573;
0.027520;-0.904464;0.981427;-0.518380;0.494573;
0.027530;-0.907767;0.981427;-0.519853;0.494573;
0.027540;-0.911061;0.981427;-0.521320;0.494573;
0.027550;-0.914346;0.981427;-0.522783;0.494573;
0.027560;-0.917622;0.981427;-0.524240;0.494573;
0.027570;-0.920889;0.981427;-0.525692;0.494573;
0.027580;-0.924147;0.981427;-0.527139;0.494573;
0.027590;-0.927396;0.981427;-0.528580;0.494573;
0.027600;-0.930635;0.981427;-0.530017;0.494573;
0.027610;-0.933865;0.981427;-0.531448;0.494573;
0.027620;-0.937087;0.981427;-0.532874;0.494573;
0.027630;-0.940298;0.981427;-0.534294;0.494573;
0.027640;-0.943501;0.981427;-0.535710;0.494573;
0.027650;-0.946694;0.981427;-0.537120;0.494573;
0.027660;-0.949878;0.981427;-0.538525;0.494573;
0.027670;-0.953053;0.981427;-0.539924;0.494573;
0.027680;-0.956218;0.981427;-0.541318;0.494573;
0.027690;-0.959374;0.981427;-0.542707;0.494573;
0.027700;-0.962520;0.981427;-0.544090;0.494573;
0.027710;-0.965657;0.981427;-0.545468;0.494573;
0.027720;-0.968784;0.981427;-0.546841;0.494573;
0.027730;-0.971902;0.981427;-0.548208;0.494573;
0.027740;-0.975010;0.981427;-0.549570;0.494573;
0.027750;-0.978108;0.981427;-0.550927;0.494573;
0.027760;-0.981197;0.981427;-0.552278;0.494573;
0.027770;-0.984276;0.981427;-0.553623;0.494573;
0.027780;-0.987345;0.981427;-0.554963;0.494573;
0.027790;-0.990405;0.981427;-0.556298;0.494573;
0.027800;-0.993455;0.981427;-0.557627;0.494573;
0.027810;-0.996495;0.981427;-0.558951;0.494573;
0.027820;-0.999525;0.981427;-0.560269;0.494573;
0.027830;-1.002546;0.981427;-0.561582;0.494573;
0.027840;-1.005556;0.981427;-0.562889;0.494573;
0.027850;-1.008557;0.981427;-0.564190;0.494573;
0.027860;-1.011547;0.981427;-0.565486;0.494573;
0.027870;-1.014528;0.981427;-0.566776;0.494573;
0.027880;-1.017499;0.981427;-0.568061;0.494573;
0.027890;-1.020459;0.981427;-0.569340;0.494573;
0.027900;-1.023410;0.981427;-0.570614;0.494573;
0.027910;-1.026350;0.981427;-0.571882;0.494573;
0.027920;-1.029280;0.981427;-0.573144;0.494573;
0.027930;-1.032200;0.981427;-0.574401;0.494573;
0.027940;-1.035110;0.981427;-0.575652;0.494573;
0.027950;-1.038010;0.981427;-0.576897;0.494573;
0.027960;-1.040900;0.981427;-0.578136;0.494573;
0.027970;-1.043779;0.981427;-0.579370;0.494573;
0.027980;-1.046648;0.981427;-0.580598;0.494573;
0.027990;-1.049506;0.981427;-0.581821;0.494573;
0.028000;-1.052354;0.981427;-0.583037;0.494573;
0.028010;-1.055192;0.981427;-0.584248;0.494573;
0.028020;-1.058020;0.981427;-0.585453;0.494573;
0.028030;-1.060836;0.981427;-0.586653;0.494573;
0.028040;-1.063643;0.981427;-0.587846;0.494573;
0.028050;-1.066439;0.981427;-0.589034;0.494573;
0.028060;-1.069224;0.981427;-0.590216;0.494573;
0.028070;-1.071999;0.981427;-0.591392;0.494573;
0.028080;-1.074764;0.981427;-0.592562;0.494573;
0.028090;-1.077517;0.981427;-0.593727;0.494573;
0.028100;-1.080260;0.981427;-0.594885;0.494573;
0.028110;-1.082993;0.981427;-0.596038;0.494573;
0.028120;-1.085715;0.981427;-0.597185;0.494573;
0.028130;-1.088426;0.981427;-0.598326;0.494573;
0.028140;-1.091126;0.981427;-0.599461;0.494573;
0.028150;-1.093815;0.981427;-0.600590;0.494573;
0.028160;-1.096494;0.981427;-0.601713;0.494573;
0.028170;-1.099162;0.981427;-0.602830;0.494573;
0.028180;-1.101819;0.981427;-0.603942;0.494573;
0.028190;-1.104465;0.981427;-0.605047;0.494573;
0.028200;-1.107100;0.981427;-0.606146;0.494573;
0.028210;-1.109725;0.981427;-0.607240;0.494573;
0.028220;-1.112338;0.981427;-0.608327;0.494573;
0.028230;-1.114941;0.981427;-0.609409;0.494573;
0.028240;-1.117532;0.981427;-0.610484;0.494573;
0.028250;-1.120112;0.981427;-0.611553;0.494573;
0.028260;-1.122682;0.981427;-0.612617;0.494573;
0.028270;-1.125240;0.981427;-0.613674;0.494573;
0.028280;-1.127787;0.981427;-0.614725;0.494573;
0.028290;-1.130323;0.981427;-0.615770;0.494573;
0.028300;-1.132848;0.981427;-0.616809;0.494573;
0.028310;-1.135362;0.981427;-0.617842;0.494573;
0.028320;-1.137864;0.981427;-0.618869;0.494573;
0.028330;-1.140355;0.981427;-0.619890;0.494573;
0.028340;-1.142835;0.981427;-0.620904;0.494573;
0.028350;-1.145304;0.981427;-0.621913;0.494573;
0.028360;-1.147761;0.981427;-0.622915;0.494573;
0.028370;-1.150207;0.981427;-0.623912;0.494573;
0.028380;-1.152642;0.981427;-0.624902;0.494573;
0.028390;-1.155065;0.981427;-0.625886;0.494573;
0.028400;-1.157477;0.981427;-0.626863;0.494573;
0.028410;-1.159878;0.981427;-0.627835;0.494573;
0.028420;-1.162267;0.981427;-0.628800;0.494573;
0.028430;-1.164645;0.981427;-0.629759;0.494573;
0.028440;-1.167011;0.981427;-0.630712;0.494573;
0.028450;-1.169365;0.981427;-0.631659;0.494573;
0.028460;-1.171708;0.981427;-0.632599;0.494573;
0.028470;-1.174040;0.981427;-0.633534;0.494573;
0.028480;-1.176360;0.981427;-0.634462;0.494573;
0.028490;-1.178668;0.981427;-0.635383;0.494573;
0.028500;-1.180965;0.981427;-0.636299;0.494573;
0.028510;-1.183250;0.981427;-0.637208;0.494573;
0.028520;-1.185523;0.981427;-0.638111;0.494573;
0.028530;-1.187784;0.981427;-0.639007;0.494573;
0.028540;-1.190034;0.981427;-0.639898;0.494573;
0.028550;-1.192272;0.981427;-0.640782;0.494573;
0.028560;-1.194499;0.981427;-0.641659;0.494573;
0.028570;-1.196713;0.981427;-0.642530;0.494573;
0.028580;-1.198916;0.981427;-0.643395;0.494573;
0.028590;-1.201107;0.981427;-0.644254;0.494573;
0.028600;-1.203286;0.981427;-0.645106;0.494573;
0.028610;-1.205453;0.981427;-0.645952;0.494573;
0.028620;-1.207609;0.981427;-0.646792;0.494573;
0.028630;-1.209752;0.981427;-0.647625;0.494573;
0.028640;-1.211884;0.981427;-0.648451;0.494573;
0.028650;-1.214003;0.981427;-0.649272;0.494573;
0.028660;-1.216111;0.981427;-0.650086;0.494573;
0.028670;-1.218206;0.981427;-0.650893;0.494573;
0.028680;-1.220290;0.981427;-0.651694;0.494573;
0.028690;-1.222361;0.981427;-0.652489;0.494573;
0.028700;-1.224420;0.981427;-0.653277;0.494573;
0.028710;-1.226468;0.981427;-0.654059;0.494573;
0.028720;-1.228503;0.981427;-0.654834;0.494573;
0.028730;-1.230526;0.981427;-0.655603;0.494573;
0.028740;-1.232537;0.981427;-0.656365;0.494573;
0.028750;-1.234536;0.981427;-0.657121;0.494573;
0.028760;-1.236522;0.981427;-0.657871;0.494573;
0.028770;-1.238497;0.981427;-0.658613;0.494573;
0.028780;-1.240459;0.981427;-0.659350;0.494573;
0.028790;-1.242409;0.981427;-0.660080;0.494573;
0.028800;-1.244346;0.981427;-0.660803;0.494573;
0.028810;-1.246272;0.981427;-0.661520;0.494573;
0.028820;-1.248185;0.981427;-0.662230;0.494573;
0.028830;-1.250085;0.981427;-0.662934;0.494573;
0.028840;-1.251974;0.981427;-0.663631;0.494573;
0.028850;-1.253850;0.981427;-0.664322;0.494573;
0.028860;-1.255714;0.981427;-0.665006;0.494573;
0.028870;-1.257565;0.981427;-0.665684;0.494573;
0.028880;-1.259404;0.981427;-0.666355;0.494573;
0.028890;-1.261230;0.981427;-0.667019;0.494573;
0.028900;-1.263044;0.981427;-0.667677;0.494573;
0.028910;-1.264846;0.981427;-0.668328;0.494573;
0.028920;-1.266635;0.981427;-0.668973;0.494573;
0.028930;-1.268411;0.981427;-0.669611;0.494573;
0.028940;-1.270175;0.981427;-0.670243;0.494573;
0.028950;-1.271927;0.981427;-0.670868;0.494573;
0.028960;-1.273666;0.981427;-0.671486;0.494573;
0.028970;-1.275392;0.981427;-0.672097;0.494573;
0.028980;-1.277106;0.981427;-0.672702;0.494573;
0.028990;-1.278807;0.981427;-0.673301;0.494573;
0.029000;-1.280495;0.981427;-0.673892;0.494573;
0.029010;-1.282171;0.981427;-0.674477;0.494573;
0.029020;-1.283835;0.981427;-0.675056;0.494573;
0.029030;-1.285485;0.981427;-0.675627;0.494573;
0.029040;-1.287123;0.981427;-0.676192;0.494573;
0.029050;-1.288748;0.981427;-0.676751;0.494573;
0.029060;-1.290361;0.981427;-0.677303;0.494573;
0.029070;-1.291960;0.981427;-0.677848;0.494573;
0.029080;-1.293547;0.981427;-0.678386;0.494573;
0.029090;-1.295122;0.981427;-0.678917;0.494573;
0.029100;-1.296683;0.981427;-0.679442;0.494573;
0.029110;-1.298232;0.981427;-0.679961;0.494573;
0.029120;-1.299768;0.981427;-0.680472;0.494573;
0.029130;-1.301291;0.981427;-0.680977;0.494573;
0.029140;-1.302801;0.981427;-0.681475;0.494573;
0.029150;-1.304298;0.981427;-0.681966;0.494573;
0.029160;-1.305782;0.981427;-0.682451;0.494573;
0.029170;-1.307254;0.981427;-0.682929;0.494573;
0.029180;-1.308713;0.981427;-0.683400;0.494573;
0.029190;-1.310158;0.981427;-0.683864;0.494573;
0.029200;-1.311591;0.981427;-0.684322;0.494573;
0.029210;-1.313011;0.981427;-0.684773;0.494573;
0.029220;-1.314418;0.981427;-0.685217;0.494573;
0.029230;-1.315812;0.981427;-0.685654;0.494573;
0.029240;-1.317193;0.981427;-0.686085;0.494573;
0.029250;-1.318561;0.981427;-0.686509;0.494573;
0.029260;-1.319915;0.981427;-0.686926;0.494573;
0.029270;-1.321257;0.981427;-0.687336;0.494573;
0.029280;-1.322586;0.981427;-0.687739;0.494573;
0.029290;-1.323902;0.981427;-0.688136;0.494573;
0.029300;-1.325205;0.981427;-0.688526;0.494573;
0.029310;-1.326494;0.981427;-0.688909;0.494573;
0.029320;-1.327771;0.981427;-0.689285;0.494573;
0.029330;-1.329034;0.981427;-0.689655;0.494573;
0.029340;-1.330285;0.981427;-0.690018;0.494573;
0.029350;-1.331522;0.981427;-0.690374;0.494573;
0.029360;-1.332746;0.981427;-0.690723;0.494573;
0.029370;-1.333957;0.981427;-0.691065;0.494573;
0.029380;-1.335155;0.981427;-0.691400;0.494573;
0.029390;-1.336339;0.981427;-0.691729;0.494573;
0.029400;-1.337511;0.981427;-0.692051;0.494573;
0.029410;-1.338669;0.981427;-0.692366;0.494573;
0.029420;-1.339814;0.981427;-0.692674;0.494573;
0.029430;-1.340945;0.981427;-0.692975;0.494573;
0.029440;-1.342064;0.981427;-0.693270;0.494573;
0.029450;-1.343169;0.981427;-0.693557;0.494573;
0.029460;-1.344261;0.981427;-0.693838;0.494573;
0.029470;-1.345340;0.981427;-0.694112;0.494573;
0.029480;-1.346405;0.981427;-0.694379;0.494573;
0.029490;-1.347457;0.981427;-0.694639;0.494573;
0.029500;-1.348496;0.981427;-0.694892;0.494573;
0.029510;-1.349522;0.981427;-0.695139;0.494573;
0.029520;-1.350534;0.981427;-0.695379;0.494573;
0.029530;-1.351533;0.981427;-0.695611;0.494573;
0.029540;-1.352519;0.981427;-0.695837;0.494573;
0.029550;-1.353491;0.981427;-0.696056;0.494573;
0.029560;-1.354450;0.981427;-0.696268;0.494573;
0.029570;-1.355395;0.981427;-0.696474;0.494573;
0.029580;-1.356327;0.981427;-0.696672;0.494573;
0.029590;-1.357246;0.981427;-0.696864;0.494573;
0.029600;-1.358151;0.981427;-0.697048;0.494573;
0.029610;-1.359043;0.981427;-0.697226;0.494573;
0.029620;-1.359922;0.981427;-0.697397;0.494573;
0.029630;-1.360787;0.981427;-0.697561;0.494573;
0.029640;-1.361639;0.981427;-0.697718;0.494573;
0.029650;-1.362477;0.981427;-0.697868;0.494573;
0.029660;-1.363302;0.981427;-0.698012;0.494573;
0.029670;-1.364113;0.981427;-0.698148;0.494573;
0.029680;-1.364911;0.981427;-0.698278;0.494573;
0.029690;-1.365695;0.981427;-0.698401;0.494573;
0.029700;-1.366466;0.981427;-0.698516;0.494573;
0.029710;-1.367223;0.981427;-0.698625;0.494573;
0.029720;-1.367967;0.981427;-0.698727;0.494573;
0.029730;-1.368698;0.981427;-0.698822;0.494573;
0.029740;-1.369415;0.981427;-0.698911;0.494573;
0.029750;-1.370118;0.981427;-0.698992;0.494573;
0.029760;-1.370808;0.981427;-0.699066;0.494573;
0.029770;-1.371484;0.981427;-0.699134;0.494573;
0.029780;-1.372147;0.981427;-0.699195;0.494573;
0.029790;-1.372796;0.981427;-0.699248;0.494573;
0.029800;-1.373432;0.981427;-0.699295;0.494573;
0.029810;-1.374054;0.981427;-0.699335;0.494573;
0.029820;-1.374663;0.981427;-0.699368;0.494573;
0.029830;-1.375258;0.981427;-0.699394;0.494573;
0.029840;-1.375840;0.981427;-0.699413;0.494573;
0.029850;-1.376407;0.981427;-0.699426;0.494573;
0.029860;-1.376962;0.981427;-0.699431;0.494573;
0.029870;-1.377502;0.981427;-0.699430;0.494573;
0.029880;-1.378030;0.981427;-0.699421;0.494573;
0.029890;-1.378543;0.981427;-0.699406;0.494573;
0.029900;-1.379043;0.981427;-0.699384;0.494573;
0.029910;-1.379529;0.981427;-0.699355;0.494573;
0.029920;-1.380002;0.981427;-0.699319;0.494573;
0.029930;-1.380461;0.981427;-0.699276;0.494573;
0.029940;-1.380906;0.981427;-0.699226;0.494573;
0.029950;-1.381338;0.981427;-0.699169;0.494573;
0.029960;-1.381756;0.981427;-0.699105;0.494573;
0.029970;-1.382161;0.981427;-0.699035;0.494573;
0.029980;-1.382552;0.981427;-0.698958;0.494573;
0.029990;-1.382929;0.981427;-0.698873;0.494573;
0.030000;-1.383293;0.981427;-0.698782;0.494573;
0.030010;-1.383643;0.981427;-0.698684;0.494573;
0.030020;-1.383979;0.981427;-0.698579;0.494573;
0.030030;-1.384302;0.981427;-0.698467;0.494573;
0.030040;-1.384611;0.981427;-0.698348;0.494573;
0.030050;-1.384906;0.981427;-0.698223;0.494573;
0.030060;-1.385188;0.981427;-0.698090;0.494573;
0.030070;-1.385456;0.981427;-0.697950;0.494573;
0.030080;-1.385710;0.981427;-0.697804;0.494573;
0.030090;-1.385950;0.981427;-0.697651;0.494573;
0.030100;-1.386177;0.981427;-0.697491;0.494573;
0.030110;-1.386391;0.981427;-0.697324;0.494573;
0.030120;-1.386590;0.981427;-0.697150;0.494573;
0.030130;-1.386776;0.981427;-0.696969;0.494573;
0.030140;-1.386948;0.981427;-0.696781;0.494573;
0.030150;-1.387107;0.981427;-0.696587;0.494573;
0.030160;-1.387252;0.981427;-0.696385;0.494573;
0.030170;-1.387383;0.981427;-0.696177;0.494573;
0.030180;-1.387500;0.981427;-0.695962;0.494573;
0.030190;-1.387604;0.981427;-0.695740;0.494573;
0.030200;-1.387694;0.981427;-0.695511;0.494573;
0.030210;-1.387770;0.981427;-0.695275;0.494573;
0.030220;-1.387833;0.981427;-0.695033;0.494573;
0.030230;-1.387882;0.981427;-0.694783;0.494573;
0.030240;-1.387917;0.981427;-0.694527;0.494573;
0.030250;-1.387939;0.981427;-0.694264;0.494573;
0.030260;-1.387947;0.981427;-0.693994;0.494573;
0.030270;-1.387941;0.981427;-0.693717;0.494573;
0.030280;-1.387921;0.981427;-0.693433;0.494573;
0.030290;-1.387888;0.981427;-0.693143;0.494573;
0.030300;-1.387841;0.981427;-0.692845;0.494573;
0.030310;-1.387781;0.981427;-0.692541;0.494573;
0.030320;-1.387706;0.981427;-0.692230;0.494573;
0.030330;-1.387618;0.981427;-0.691912;0.494573;
0.030340;-1.387517;0.981427;-0.691587;0.494573;
0.030350;-1.387401;0.981427;-0.691256;0.494573;
0.030360;-1.387272;0.981427;-0.690917;0.494573;
0.030370;-1.387129;0.981427;-0.690572;0.494573;
0.030380;-1.386973;0.981427;-0.690220;0.494573;
0.030390;-1.386803;0.981427;-0.689861;0.494573;
0.030400;-1.386619;0.981427;-0.689495;0.494573;
0.030410;-1.386421;0.981427;-0.689123;0.494573;
0.030420;-1.386210;0.981427;-0.688744;0.494573;
0.030430;-1.385985;0.981427;-0.688358;0.494573;
0.030440;-1.385747;0.981427;-0.687965;0.494573;
0.030450;-1.385494;0.981427;-0.687565;0.494573;
0.030460;-1.385228;0.981427;-0.687159;0.494573;
0.030470;-1.384949;0.981427;-0.686746;0.494573;
0.030480;-1.384655;0.981427;-0.686326;0.494573;
0.030490;-1.384349;0.981427;-0.685899;0.494573;
0.030500;-1.384028;0.981427;-0.685465;0.494573;
0.030510;-1.383694;0.981427;-0.685025;0.494573;
0.030520;-1.383346;0.981427;-0.684578;0.494573;
0.030530;-1.382984;0.981427;-0.684124;0.494573;
0.030540;-1.382609;0.981427;-0.683664;0.494573;
0.030550;-1.382220;0.981427;-0.683196;0.494573;
0.030560;-1.381818;0.981427;-0.682722;0.494573;
0.030570;-1.381401;0.981427;-0.682241;0.494573;
0.030580;-1.380972;0.981427;-0.681754;0.494573;
0.030590;-1.380528;0.981427;-0.681260;0.494573;
0.030600;-1.380071;0.981427;-0.680759;0.494573;
0.030610;-1.379601;0.981427;-0.680251;0.494573;
0.030620;-1.379116;0.981427;-0.679736;0.494573;
0.030630;-1.378618;0.981427;-0.679215;0.494573;
0.030640;-1.378107;0.981427;-0.678688;0.494573;
0.030650;-1.377582;0.981427;-0.678153;0.494573;
0.030660;-1.377043;0.981427;-0.677612;0.494573;
0.030670;-1.376491;0.981427;-0.677064;0.494573;
0.030680;-1.375925;0.981427;-0.676509;0.494573;
0.030690;-1.375345;0.981427;-0.675948;0.494573;
0.030700;-1.374752;0.981427;-0.675380;0.494573;
0.030710;-1.374146;0.981427;-0.674806;0.494573;
0.030720;-1.373526;0.981427;-0.674224;0.494573;
0.030730;-1.372892;0.981427;-0.673636;0.494573;
0.030740;-1.372245;0.981427;-0.673042;0.494573;
0.030750;-1.371584;0.981427;-0.672441;0.494573;
0.030760;-1.370910;0.981427;-0.671833;0.494573;
0.030770;-1.370222;0.981427;-0.671218;0.494573;
0.030780;-1.369520;0.981427;-0.670597;0.494573;
0.030790;-1.368805;0.981427;-0.669969;0.494573;
0.030800;-1.368077;0.981427;-0.669335;0.494573;
0.030810;-1.367335;0.981427;-0.668694;0.494573;
0.030820;-1.366580;0.981427;-0.668047;0.494573;
0.030830;-1.365811;0.981427;-0.667393;0.494573;
0.030840;-1.365028;0.981427;-0.666732;0.494573;
0.030850;-1.364233;0.981427;-0.666065;0.494573;
0.030860;-1.363423;0.981427;-0.665391;0.494573;
0.030870;-1.362600;0.981427;-0.664710;0.494573;
0.030880;-1.361764;0.981427;-0.664023;0.494573;
0.030890;-1.360915;0.981427;-0.663330;0.494573;
0.030900;-1.360051;0.981427;-0.662630;0.494573;
0.030910;-1.359175;0.981427;-0.661923;0.494573;
0.030920;-1.358285;0.981427;-0.661210;0.494573;
0.030930;-1.357382;0.981427;-0.660490;0.494573;
0.030940;-1.356465;0.981427;-0.659764;0.494573;
0.030950;-1.355535;0.981427;-0.659031;0.494573;
0.030960;-1.354591;0.981427;-0.658292;0.494573;
0.030970;-1.353634;0.981427;-0.657546;0.494573;
0.030980;-1.352664;0.981427;-0.656794;0.494573;
0.030990;-1.351681;0.981427;-0.656035;0.494573;
0.031000;-1.350684;0.981427;-0.655270;0.494573;
0.031010;-1.349673;0.981427;-0.654498;0.494573;
0.031020;-1.348650;0.981427;-0.653720;0.494573;
0.031030;-1.347613;0.981427;-0.652936;0.494573;
0.031040;-1.346563;0.981427;-0.652145;0.494573;
0.031050;-1.345499;0.981427;-0.651347;0.494573;
0.031060;-1.344423;0.981427;-0.650543;0.494573;
0.031070;-1.343333;0.981427;-0.649733;0.494573;
0.031080;-1.342229;0.981427;-0.648917;0.494573;
0.031090;-1.341113;0.981427;-0.648093;0.494573;
0.031100;-1.339983;0.981427;-0.647264;0.494573;
0.031110;-1.338840;0.981427;-0.646428;0.494573;
0.031120;-1.337684;0.981427;-0.645586;0.494573;
0.031130;-1.336514;0.981427;-0.644737;0.494573;
0.031140;-1.335332;0.981427;-0.643882;0.494573;
0.031150;-1.334136;0.981427;-0.643021;0.494573;
0.031160;-1.332927;0.981427;-0.642153;0.494573;
0.031170;-1.331705;0.981427;-0.641279;0.494573;
0.031180;-1.330470;0.981427;-0.640399;0.494573;
0.031190;-1.329221;0.981427;-0.639512;0.494573;
0.031200;-1.327960;0.981427;-0.638619;0.494573;
0.031210;-1.326685;0.981427;-0.637720;0.494573;
0.031220;-1.325398;0.981427;-0.636814;0.494573;
0.031230;-1.324097;0.981427;-0.635902;0.494573;
0.031240;-1.322783;0.981427;-0.634984;0.494573;
0.031250;-1.321456;0.981427;-0.634060;0.494573;
0.031260;-1.320116;0.981427;-0.633129;0.494573;
0.031270;-1.318763;0.981427;-0.632192;0.494573;
0.031280;-1.317397;0.981427;-0.631249;0.494573;
0.031290;-1.316018;0.981427;-0.630299;0.494573;
0.031300;-1.314626;0.981427;-0.629344;0.494573;
0.031310;-1.313221;0.981427;-0.628382;0.494573;
0.031320;-1.311803;0.981427;-0.627414;0.494573;
0.031330;-1.310373;0.981427;-0.626440;0.494573;
0.031340;-1.308929;0.981427;-0.625459;0.494573;
0.031350;-1.307472;0.981427;-0.624473;0.494573;
0.031360;-1.306002;0.981427;-0.623480;0.494573;
0.031370;-1.304520;0.981427;-0.622481;0.494573;
0.031380;-1.303025;0.981427;-0.621476;0.494573;
0.031390;-1.301516;0.981427;-0.620465;0.494573;
0.031400;-1.299995;0.981427;-0.619448;0.494573;
0.031410;-1.298461;0.981427;-0.618424;0.494573;
0.031420;-1.296915;0.981427;-0.617395;0.494573;
0.031430;-1.295355;0.981427;-0.616359;0.494573;
0.031440;-1.293783;0.981427;-0.615317;0.494573;
0.031450;-1.292198;0.981427;-0.614270;0.494573;
0.031460;-1.290600;0.981427;-0.613216;0.494573;
0.031470;-1.288989;0.981427;-0.612156;0.494573;
0.031480;-1.287366;0.981427;-0.611090;0.494573;
0.031490;-1.285730;0.981427;-0.610018;0.494573;
