time;NETWORK_B1_v_a;NETWORK_B1_Urms;NETWORK_LINE_i_a;NETWORK_LINE_Irms;
0.010070;-1.385453;0.981425;-0.697951;0.494573;
0.010080;-1.385708;0.981425;-0.697805;0.494573;
0.010090;-1.385948;0.981425;-0.697652;0.494573;
0.010100;-1.386175;0.981425;-0.697492;0.494573;
0.010110;-1.386389;0.981425;-0.697325;0.494573;
0.010120;-1.386588;0.981425;-0.697151;0.494573;
0.010130;-1.386774;0.981425;-0.696970;0.494573;
0.010140;-1.386947;0.981425;-0.696782;0.494573;
0.010150;-1.387105;0.981426;-0.696588;0.494573;
0.010160;-1.387250;0.981426;-0.696387;0.494573;
0.010170;-1.387381;0.981426;-0.696178;0.494573;
0.010180;-1.387499;0.981426;-0.695963;0.494573;
0.010190;-1.387603;0.981426;-0.695741;0.494573;
0.010200;-1.387693;0.981426;-0.695512;0.494573;
0.010210;-1.387769;0.981426;-0.695277;0.494573;
0.010220;-1.387832;0.981426;-0.695034;0.494573;
0.010230;-1.387881;0.981426;-0.694785;0.494573;
0.010240;-1.387917;0.981426;-0.694528;0.494573;
0.010250;-1.387938;0.981426;-0.694265;0.494573;
0.010260;-1.387946;0.981426;-0.693995;0.494574;
0.010270;-1.387940;0.981426;-0.693718;0.494574;
0.010280;-1.387921;0.981426;-0.693434;0.494574;
0.010290;-1.387888;0.981426;-0.693144;0.494574;
0.010300;-1.387841;0.981426;-0.692846;0.494574;
0.010310;-1.387780;0.981426;-0.692542;0.494574;
0.010320;-1.387706;0.981426;-0.692231;0.494574;
0.010330;-1.387618;0.981427;-0.691913;0.494574;
0.010340;-1.387517;0.981427;-0.691588;0.494574;
0.010350;-1.387401;0.981427;-0.691257;0.494574;
0.010360;-1.387272;0.981427;-0.690918;0.494574;
0.010370;-1.387129;0.981427;-0.690573;0.494574;
0.010380;-1.386973;0.981427;-0.690221;0.494574;
0.010390;-1.386803;0.981427;-0.689862;0.494574;
0.010400;-1.386619;0.981427;-0.689497;0.494574;
0.010410;-1.386422;0.981427;-0.689124;0.494574;
0.010420;-1.386210;0.981427;-0.688745;0.494573;
0.010430;-1.385986;0.981427;-0.688359;0.494573;
0.010440;-1.385747;0.981427;-0.687966;0.494573;
0.010450;-1.385495;0.981427;-0.687566;0.494573;
0.010460;-1.385229;0.981427;-0.687160;0.494573;
0.010470;-1.384949;0.981427;-0.686747;0.494573;
0.010480;-1.384656;0.981427;-0.686327;0.494573;
0.010490;-1.384349;0.981427;-0.685900;0.494573;
0.010500;-1.384029;0.981427;-0.685466;0.494573;
0.010510;-1.383694;0.981427;-0.685026;0.494573;
0.010520;-1.383347;0.981427;-0.684579;0.494573;
0.010530;-1.382985;0.981427;-0.684125;0.494573;
0.010540;-1.382610;0.981427;-0.683665;0.494573;
0.010550;-1.382221;0.981427;-0.683197;0.494573;
0.010560;-1.381819;0.981427;-0.682723;0.494573;
0.010570;-1.381402;0.981427;-0.682242;0.494573;
0.010580;-1.380973;0.981427;-0.681755;0.494573;
0.010590;-1.380529;0.981427;-0.681261;0.494573;
0.010600;-1.380072;0.981427;-0.680760;0.494573;
0.010610;-1.379602;0.981427;-0.680252;0.494573;
0.010620;-1.379117;0.981427;-0.679737;0.494573;
0.010630;-1.378619;0.981427;-0.679216;0.494573;
0.010640;-1.378108;0.981427;-0.678688;0.494573;
0.010650;-1.377583;0.981427;-0.678154;0.494573;
0.010660;-1.377044;0.981427;-0.677613;0.494573;
0.010670;-1.376492;0.981427;-0.677065;0.494573;
0.010680;-1.375926;0.981427;-0.676510;0.494573;
0.010690;-1.375347;0.981427;-0.675949;0.494573;
0.010700;-1.374754;0.981427;-0.675381;0.494573;
0.010710;-1.374147;0.981427;-0.674806;0.494573;
0.010720;-1.373527;0.981427;-0.674225;0.494573;
0.010730;-1.372893;0.981427;-0.673637;0.494573;
0.010740;-1.372246;0.981427;-0.673042;0.494573;
0.010750;-1.371585;0.981427;-0.672441;0.494573;
0.010760;-1.370911;0.981427;-0.671833;0.494573;
0.010770;-1.370223;0.981427;-0.671219;0.494573;
0.010780;-1.369522;0.981427;-0.670598;0.494573;
0.010790;-1.368807;0.981427;-0.669970;0.494573;
0.010800;-1.368078;0.981427;-0.669336;0.494573;
0.010810;-1.367336;0.981427;-0.668695;0.494573;
0.010820;-1.366581;0.981427;-0.668047;0.494573;
0.010830;-1.365812;0.981427;-0.667393;0.494573;
0.010840;-1.365030;0.981427;-0.666732;0.494573;
0.010850;-1.364234;0.981427;-0.666065;0.494573;
0.010860;-1.363424;0.981427;-0.665391;0.494573;
0.010870;-1.362602;0.981427;-0.664710;0.494573;
0.010880;-1.361765;0.981427;-0.664023;0.494573;
0.010890;-1.360916;0.981427;-0.663330;0.494573;
0.010900;-1.360053;0.981427;-0.662630;0.494573;
0.010910;-1.359176;0.981427;-0.661923;0.494573;
0.010920;-1.358286;0.981427;-0.661210;0.494573;
0.010930;-1.357383;0.981427;-0.660490;0.494573;
0.010940;-1.356466;0.981427;-0.659764;0.494573;
0.010950;-1.355536;0.981427;-0.659031;0.494573;
0.010960;-1.354592;0.981427;-0.658292;0.494573;
0.010970;-1.353635;0.981427;-0.657546;0.494573;
0.010980;-1.352665;0.981427;-0.656794;0.494573;
0.010990;-1.351682;0.981427;-0.656035;0.494573;
0.011000;-1.350685;0.981427;-0.655270;0.494573;
0.011010;-1.349674;0.981427;-0.654498;0.494573;
0.011020;-1.348651;0.981427;-0.653720;0.494573;
0.011030;-1.347614;0.981427;-0.652936;0.494573;
0.011040;-1.346564;0.981427;-0.652145;0.494573;
0.011050;-1.345500;0.981427;-0.651347;0.494573;
0.011060;-1.344423;0.981427;-0.650543;0.494573;
0.011070;-1.343333;0.981427;-0.649733;0.494573;
0.011080;-1.342230;0.981427;-0.648916;0.494573;
0.011090;-1.341113;0.981427;-0.648093;0.494573;
0.011100;-1.339984;0.981427;-0.647264;0.494573;
0.011110;-1.338841;0.981427;-0.646428;0.494573;
0.011120;-1.337684;0.981427;-0.645586;0.494573;
0.011130;-1.336515;0.981427;-0.644737;0.494573;
0.011140;-1.335332;0.981427;-0.643882;0.494573;
0.011150;-1.334137;0.981427;-0.643021;0.494573;
0.011160;-1.332928;0.981427;-0.642153;0.494573;
0.011170;-1.331706;0.981427;-0.641279;0.494573;
0.011180;-1.330470;0.981427;-0.640398;0.494573;
0.011190;-1.329222;0.981427;-0.639512;0.494573;
0.011200;-1.327960;0.981427;-0.638619;0.494573;
0.011210;-1.326686;0.981427;-0.637719;0.494573;
0.011220;-1.325398;0.981427;-0.636814;0.494572;
0.011230;-1.324097;0.981427;-0.635902;0.494572;
0.011240;-1.322783;0.981427;-0.634984;0.494572;
0.011250;-1.321456;0.981427;-0.634059;0.494572;
0.011260;-1.320116;0.981427;-0.633129;0.494572;
0.011270;-1.318763;0.981427;-0.632192;0.494572;
0.011280;-1.317397;0.981427;-0.631249;0.494572;
0.011290;-1.316018;0.981427;-0.630299;0.494572;
0.011300;-1.314626;0.981427;-0.629344;0.494572;
0.011310;-1.313221;0.981427;-0.628382;0.494572;
0.011320;-1.311804;0.981427;-0.627414;0.494572;
0.011330;-1.310373;0.981427;-0.626439;0.494572;
0.011340;-1.308929;0.981427;-0.625459;0.494572;
0.011350;-1.307472;0.981427;-0.624472;0.494572;
0.011360;-1.306003;0.981427;-0.623480;0.494572;
0.011370;-1.304520;0.981427;-0.622481;0.494572;
0.011380;-1.303025;0.981427;-0.621476;0.494572;
0.011390;-1.301516;0.981427;-0.620465;0.494572;
0.011400;-1.299995;0.981427;-0.619447;0.494572;
0.011410;-1.298461;0.981427;-0.618424;0.494572;
0.011420;-1.296915;0.981427;-0.617394;0.494572;
0.011430;-1.295355;0.981427;-0.616359;0.494572;
0.011440;-1.293783;0.981427;-0.615317;0.494572;
0.011450;-1.292198;0.981427;-0.614269;0.494572;
0.011460;-1.290600;0.981427;-0.613215;0.494572;
0.011470;-1.288989;0.981427;-0.612156;0.494572;
0.011480;-1.287366;0.981427;-0.611090;0.494572;
0.011490;-1.285730;0.981427;-0.610018;0.494572;
0.011500;-1.284081;0.981427;-0.608940;0.494572;
0.011510;-1.282420;0.981427;-0.607856;0.494572;
0.011520;-1.280746;0.981427;-0.606766;0.494572;
0.011530;-1.279059;0.981427;-0.605670;0.494572;
0.011540;-1.277360;0.981427;-0.604568;0.494572;
0.011550;-1.275648;0.981427;-0.603460;0.494572;
0.011560;-1.273923;0.981426;-0.602346;0.494572;
0.011570;-1.272186;0.981426;-0.601226;0.494572;
0.011580;-1.270437;0.981426;-0.600100;0.494572;
0.011590;-1.268674;0.981426;-0.598969;0.494572;
0.011600;-1.266900;0.981426;-0.597831;0.494572;
0.011610;-1.265113;0.981426;-0.596688;0.494572;
0.011620;-1.263313;0.981426;-0.595538;0.494572;
0.011630;-1.261501;0.981426;-0.594383;0.494572;
0.011640;-1.259676;0.981426;-0.593222;0.494572;
0.011650;-1.257839;0.981426;-0.592055;0.494573;
0.011660;-1.255990;0.981426;-0.590882;0.494573;
0.011670;-1.254128;0.981426;-0.589704;0.494573;
0.011680;-1.252254;0.981426;-0.588519;0.494573;
0.011690;-1.250367;0.981426;-0.587329;0.494573;
0.011700;-1.248468;0.981426;-0.586133;0.494573;
0.011710;-1.246557;0.981426;-0.584931;0.494573;
0.011720;-1.244634;0.981426;-0.583723;0.494573;
0.011730;-1.242698;0.981426;-0.582510;0.494573;
0.011740;-1.240750;0.981426;-0.581291;0.494573;
0.011750;-1.238789;0.981426;-0.580066;0.494573;
0.011760;-1.236817;0.981426;-0.578835;0.494573;
0.011770;-1.234832;0.981426;-0.577599;0.494573;
0.011780;-1.232835;0.981426;-0.576357;0.494573;
0.011790;-1.230826;0.981426;-0.575109;0.494573;
0.011800;-1.228805;0.981426;-0.573856;0.494573;
0.011810;-1.226771;0.981426;-0.572597;0.494573;
0.011820;-1.224726;0.981426;-0.571332;0.494573;
0.011830;-1.222668;0.981426;-0.570062;0.494573;
0.011840;-1.220599;0.981426;-0.568786;0.494573;
0.011850;-1.218517;0.981426;-0.567504;0.494573;
0.011860;-1.216423;0.981426;-0.566217;0.494573;
0.011870;-1.214317;0.981426;-0.564924;0.494573;
0.011880;-1.212200;0.981426;-0.563626;0.494573;
0.011890;-1.210070;0.981426;-0.562322;0.494573;
0.011900;-1.207928;0.981426;-0.561013;0.494573;
0.011910;-1.205775;0.981426;-0.559698;0.494573;
0.011920;-1.203609;0.981426;-0.558377;0.494573;
0.011930;-1.201432;0.981426;-0.557051;0.494573;
0.011940;-1.199243;0.981426;-0.555720;0.494573;
0.011950;-1.197042;0.981426;-0.554383;0.494573;
0.011960;-1.194829;0.981426;-0.553040;0.494573;
0.011970;-1.192605;0.981426;-0.551692;0.494573;
0.011980;-1.190368;0.981426;-0.550339;0.494573;
0.011990;-1.188120;0.981426;-0.548980;0.494573;
0.012000;-1.185860;0.981426;-0.547616;0.494573;
0.012010;-1.183589;0.981426;-0.546246;0.494573;
0.012020;-1.181305;0.981426;-0.544871;0.494573;
0.012030;-1.179010;0.981426;-0.543491;0.494573;
0.012040;-1.176704;0.981426;-0.542105;0.494573;
0.012050;-1.174386;0.981426;-0.540714;0.494573;
0.012060;-1.172056;0.981426;-0.539317;0.494573;
0.012070;-1.169715;0.981426;-0.537916;0.494573;
0.012080;-1.167362;0.981426;-0.536508;0.494573;
0.012090;-1.164997;0.981426;-0.535096;0.494573;
0.012100;-1.162622;0.981426;-0.533678;0.494573;
0.012110;-1.160234;0.981426;-0.532255;0.494573;
0.012120;-1.157835;0.981426;-0.530827;0.494573;
0.012130;-1.155425;0.981426;-0.529394;0.494573;
0.012140;-1.153004;0.981426;-0.527955;0.494573;
0.012150;-1.150571;0.981426;-0.526511;0.494573;
0.012160;-1.148126;0.981426;-0.525062;0.494573;
0.012170;-1.145670;0.981427;-0.523608;0.494573;
0.012180;-1.143203;0.981427;-0.522149;0.494573;
0.012190;-1.140725;0.981427;-0.520684;0.494573;
0.012200;-1.138236;0.981427;-0.519214;0.494573;
0.012210;-1.135735;0.981427;-0.517740;0.494573;
0.012220;-1.133223;0.981427;-0.516260;0.494573;
0.012230;-1.130700;0.981427;-0.514775;0.494573;
0.012240;-1.128165;0.981427;-0.513284;0.494573;
0.012250;-1.125620;0.981427;-0.511789;0.494573;
0.012260;-1.123063;0.981427;-0.510289;0.494573;
0.012270;-1.120496;0.981427;-0.508784;0.494573;
0.012280;-1.117917;0.981427;-0.507274;0.494573;
0.012290;-1.115327;0.981427;-0.505758;0.494573;
0.012300;-1.112726;0.981427;-0.504238;0.494573;
0.012310;-1.110115;0.981427;-0.502713;0.494573;
0.012320;-1.107492;0.981427;-0.501182;0.494573;
0.012330;-1.104858;0.981427;-0.499647;0.494573;
0.012340;-1.102214;0.981427;-0.498107;0.494573;
0.012350;-1.099558;0.981427;-0.496562;0.494573;
0.012360;-1.096892;0.981427;-0.495012;0.494573;
0.012370;-1.094215;0.981427;-0.493457;0.494573;
0.012380;-1.091527;0.981427;-0.491898;0.494573;
0.012390;-1.088828;0.981427;-0.490333;0.494573;
0.012400;-1.086119;0.981427;-0.488764;0.494573;
0.012410;-1.083399;0.981427;-0.487190;0.494573;
0.012420;-1.080668;0.981427;-0.485611;0.494573;
0.012430;-1.077927;0.981427;-0.484027;0.494573;
0.012440;-1.075174;0.981427;-0.482438;0.494573;
0.012450;-1.072412;0.981427;-0.480845;0.494573;
0.012460;-1.069638;0.981427;-0.479247;0.494573;
0.012470;-1.066854;0.981427;-0.477644;0.494573;
0.012480;-1.064060;0.981427;-0.476037;0.494573;
0.012490;-1.061255;0.981427;-0.474424;0.494573;
0.012500;-1.058440;0.981427;-0.472807;0.494573;
0.012510;-1.055614;0.981427;-0.471186;0.494573;
0.012520;-1.052778;0.981427;-0.469560;0.494573;
0.012530;-1.049931;0.981427;-0.467929;0.494573;
0.012540;-1.047074;0.981427;-0.466293;0.494573;
0.012550;-1.044207;0.981427;-0.464653;0.494573;
0.012560;-1.041329;0.981427;-0.463009;0.494573;
0.012570;-1.038441;0.981427;-0.461359;0.494573;
0.012580;-1.035543;0.981427;-0.459706;0.494573;
0.012590;-1.032634;0.981427;-0.458047;0.494573;
0.012600;-1.029716;0.981427;-0.456384;0.494573;
0.012610;-1.026787;0.981427;-0.454717;0.494573;
0.012620;-1.023848;0.981427;-0.453045;0.494573;
0.012630;-1.020899;0.981427;-0.451369;0.494573;
0.012640;-1.017940;0.981427;-0.449688;0.494573;
0.012650;-1.014971;0.981427;-0.448003;0.494573;
0.012660;-1.011992;0.981427;-0.446313;0.494573;
0.012670;-1.009003;0.981427;-0.444619;0.494573;
0.012680;-1.006004;0.981427;-0.442921;0.494573;
0.012690;-1.002995;0.981427;-0.441218;0.494573;
0.012700;-0.999976;0.981427;-0.439511;0.494573;
0.012710;-0.996947;0.981427;-0.437800;0.494573;
0.012720;-0.993908;0.981427;-0.436084;0.494573;
0.012730;-0.990860;0.981427;-0.434364;0.494573;
0.012740;-0.987802;0.981427;-0.432639;0.494573;
0.012750;-0.984734;0.981427;-0.430911;0.494573;
0.012760;-0.981656;0.981427;-0.429178;0.494573;
0.012770;-0.978569;0.981427;-0.427441;0.494573;
0.012780;-0.975472;0.981427;-0.425699;0.494573;
0.012790;-0.972365;0.981427;-0.423954;0.494573;
0.012800;-0.969249;0.981427;-0.422204;0.494573;
0.012810;-0.966123;0.981427;-0.420450;0.494573;
0.012820;-0.962988;0.981427;-0.418692;0.494573;
0.012830;-0.959843;0.981427;-0.416930;0.494573;
0.012840;-0.956689;0.981427;-0.415163;0.494573;
0.012850;-0.953525;0.981427;-0.413393;0.494573;
0.012860;-0.950352;0.981427;-0.411618;0.494573;
0.012870;-0.947169;0.981427;-0.409840;0.494573;
0.012880;-0.943977;0.981427;-0.408057;0.494573;
0.012890;-0.940776;0.981427;-0.406271;0.494573;
0.012900;-0.937566;0.981427;-0.404480;0.494573;
0.012910;-0.934346;0.981427;-0.402685;0.494573;
0.012920;-0.931117;0.981427;-0.400887;0.494573;
0.012930;-0.927879;0.981427;-0.399084;0.494573;
0.012940;-0.924631;0.981427;-0.397278;0.494573;
0.012950;-0.921375;0.981427;-0.395467;0.494573;
0.012960;-0.918109;0.981427;-0.393653;0.494573;
0.012970;-0.914835;0.981427;-0.391835;0.494573;
0.012980;-0.911551;0.981427;-0.390013;0.494573;
0.012990;-0.908258;0.981427;-0.388187;0.494573;
0.013000;-0.904957;0.981427;-0.386357;0.494573;
0.013010;-0.901646;0.981427;-0.384523;0.494573;
0.013020;-0.898327;0.981427;-0.382686;0.494573;
0.013030;-0.894999;0.981427;-0.380845;0.494573;
0.013040;-0.891661;0.981427;-0.379000;0.494573;
0.013050;-0.888316;0.981427;-0.377151;0.494573;
0.013060;-0.884961;0.981427;-0.375299;0.494573;
0.013070;-0.881597;0.981427;-0.373443;0.494573;
0.013080;-0.878225;0.981427;-0.371583;0.494573;
0.013090;-0.874844;0.981427;-0.369720;0.494573;
0.013100;-0.871455;0.981427;-0.367853;0.494573;
0.013110;-0.868057;0.981427;-0.365982;0.494573;
0.013120;-0.864650;0.981427;-0.364108;0.494573;
0.013130;-0.861235;0.981427;-0.362230;0.494573;
0.013140;-0.857812;0.981427;-0.360348;0.494573;
0.013150;-0.854380;0.981427;-0.358463;0.494573;
0.013160;-0.850939;0.981427;-0.356575;0.494573;
0.013170;-0.847490;0.981427;-0.354683;0.494573;
0.013180;-0.844033;0.981427;-0.352787;0.494573;
0.013190;-0.840567;0.981427;-0.350888;0.494573;
0.013200;-0.837093;0.981427;-0.348985;0.494573;
0.013210;-0.833611;0.981427;-0.347079;0.494573;
0.013220;-0.830121;0.981427;-0.345170;0.494573;
0.013230;-0.826622;0.981427;-0.343257;0.494573;
0.013240;-0.823115;0.981427;-0.341341;0.494573;
0.013250;-0.819600;0.981427;-0.339421;0.494573;
0.013260;-0.816077;0.981427;-0.337498;0.494573;
0.013270;-0.812546;0.981427;-0.335572;0.494573;
0.013280;-0.809007;0.981427;-0.333643;0.494573;
0.013290;-0.805460;0.981427;-0.331710;0.494573;
0.013300;-0.801905;0.981427;-0.329774;0.494573;
0.013310;-0.798342;0.981427;-0.327834;0.494573;
0.013320;-0.794772;0.981427;-0.325892;0.494573;
0.013330;-0.791193;0.981427;-0.323946;0.494573;
0.013340;-0.787607;0.981427;-0.321997;0.494573;
0.013350;-0.784012;0.981427;-0.320045;0.494573;
0.013360;-0.780410;0.981427;-0.318089;0.494573;
0.013370;-0.776801;0.981427;-0.316131;0.494573;
0.013380;-0.773183;0.981427;-0.314169;0.494573;
0.013390;-0.769558;0.981427;-0.312204;0.494573;
0.013400;-0.765926;0.981427;-0.310236;0.494573;
0.013410;-0.762286;0.981427;-0.308266;0.494573;
0.013420;-0.758638;0.981427;-0.306292;0.494573;
0.013430;-0.754983;0.981427;-0.304315;0.494573;
0.013440;-0.751321;0.981427;-0.302335;0.494573;
0.013450;-0.747651;0.981427;-0.300352;0.494573;
0.013460;-0.743973;0.981427;-0.298366;0.494573;
0.013470;-0.740289;0.981427;-0.296377;0.494573;
0.013480;-0.736597;0.981427;-0.294385;0.494573;
0.013490;-0.732897;0.981427;-0.292391;0.494573;
0.013500;-0.729191;0.981427;-0.290393;0.494573;
0.013510;-0.725477;0.981427;-0.288393;0.494573;
0.013520;-0.721756;0.981427;-0.286389;0.494573;
0.013530;-0.718028;0.981427;-0.284383;0.494573;
0.013540;-0.714293;0.981427;-0.282374;0.494573;
0.013550;-0.710551;0.981427;-0.280363;0.494573;
0.013560;-0.706802;0.981427;-0.278348;0.494573;
0.013570;-0.703046;0.981427;-0.276331;0.494573;
0.013580;-0.699283;0.981427;-0.274311;0.494573;
0.013590;-0.695513;0.981427;-0.272289;0.494573;
0.013600;-0.691736;0.981427;-0.270263;0.494573;
0.013610;-0.687952;0.981427;-0.268235;0.494573;
0.013620;-0.684162;0.981427;-0.266205;0.494573;
0.013630;-0.680365;0.981427;-0.264171;0.494573;
0.013640;-0.676561;0.981427;-0.262135;0.494573;
0.013650;-0.672750;0.981427;-0.260097;0.494573;
0.013660;-0.668933;0.981427;-0.258056;0.494573;
0.013670;-0.665109;0.981427;-0.256012;0.494573;
0.013680;-0.661279;0.981427;-0.253966;0.494573;
0.013690;-0.657442;0.981427;-0.251918;0.494573;
0.013700;-0.653598;0.981427;-0.249867;0.494573;
0.013710;-0.649749;0.981427;-0.247813;0.494573;
0.013720;-0.645892;0.981427;-0.245757;0.494573;
0.013730;-0.642030;0.981427;-0.243699;0.494573;
0.013740;-0.638161;0.981427;-0.241638;0.494573;
0.013750;-0.634285;0.981427;-0.239574;0.494573;
0.013760;-0.630404;0.981427;-0.237509;0.494573;
0.013770;-0.626516;0.981427;-0.235441;0.494573;
0.013780;-0.622622;0.981427;-0.233371;0.494573;
0.013790;-0.618722;0.981427;-0.231298;0.494573;
0.013800;-0.614816;0.981427;-0.229223;0.494573;
0.013810;-0.610904;0.981427;-0.227146;0.494573;
0.013820;-0.606985;0.981427;-0.225067;0.494573;
0.013830;-0.603061;0.981427;-0.222985;0.494573;
0.013840;-0.599131;0.981427;-0.220902;0.494573;
0.013850;-0.595195;0.981427;-0.218816;0.494573;
0.013860;-0.591253;0.981427;-0.216728;0.494573;
0.013870;-0.587305;0.981427;-0.214637;0.494573;
0.013880;-0.583351;0.981427;-0.212545;0.494573;
0.013890;-0.579392;0.981427;-0.210450;0.494573;
0.013900;-0.575427;0.981427;-0.208354;0.494573;
0.013910;-0.571456;0.981427;-0.206255;0.494573;
0.013920;-0.567479;0.981427;-0.204155;0.494573;
0.013930;-0.563497;0.981427;-0.202052;0.494573;
0.013940;-0.559510;0.981427;-0.199947;0.494573;
0.013950;-0.555517;0.981427;-0.197841;0.494573;
0.013960;-0.551518;0.981427;-0.195732;0.494573;
0.013970;-0.547514;0.981427;-0.193622;0.494573;
0.013980;-0.543505;0.981427;-0.191509;0.494573;
0.013990;-0.539490;0.981427;-0.189395;0.494573;
0.014000;-0.535470;0.981427;-0.187279;0.494573;
0.014010;-0.531444;0.981427;-0.185161;0.494573;
0.014020;-0.527414;0.981427;-0.183041;0.494573;
0.014030;-0.523378;0.981427;-0.180919;0.494573;
0.014040;-0.519337;0.981427;-0.178796;0.494573;
0.014050;-0.515290;0.981427;-0.176671;0.494573;
0.014060;-0.511239;0.981427;-0.174544;0.494573;
0.014070;-0.507183;0.981427;-0.172415;0.494573;
0.014080;-0.503122;0.981427;-0.170285;0.494573;
0.014090;-0.499055;0.981427;-0.168153;0.494573;
0.014100;-0.494984;0.981427;-0.166019;0.494573;
0.014110;-0.490908;0.981427;-0.163884;0.494573;
0.014120;-0.486827;0.981427;-0.161747;0.494573;
0.014130;-0.482741;0.981427;-0.159608;0.494573;
0.014140;-0.478651;0.981427;-0.157468;0.494573;
0.014150;-0.474556;0.981427;-0.155326;0.494573;
0.014160;-0.470456;0.981427;-0.153183;0.494573;
0.014170;-0.466351;0.981427;-0.151038;0.494573;
0.014180;-0.462242;0.981427;-0.148892;0.494573;
0.014190;-0.458128;0.981427;-0.146744;0.494573;
0.014200;-0.454010;0.981427;-0.144595;0.494573;
0.014210;-0.449887;0.981427;-0.142445;0.494573;
0.014220;-0.445760;0.981427;-0.140293;0.494573;
0.014230;-0.441629;0.981427;-0.138139;0.494573;
0.014240;-0.437493;0.981427;-0.135985;0.494573;
0.014250;-0.433352;0.981427;-0.133829;0.494573;
0.014260;-0.429208;0.981427;-0.131671;0.494573;
0.014270;-0.425059;0.981427;-0.129512;0.494573;
0.014280;-0.420906;0.981427;-0.127353;0.494573;
0.014290;-0.416749;0.981427;-0.125191;0.494573;
0.014300;-0.412588;0.981427;-0.123029;0.494573;
0.014310;-0.408423;0.981427;-0.120865;0.494573;
0.014320;-0.404253;0.981427;-0.118700;0.494573;
0.014330;-0.400080;0.981427;-0.116534;0.494573;
0.014340;-0.395903;0.981427;-0.114367;0.494573;
0.014350;-0.391722;0.981427;-0.112199;0.494573;
0.014360;-0.387537;0.981427;-0.110029;0.494573;
0.014370;-0.383348;0.981427;-0.107859;0.494573;
0.014380;-0.379155;0.981427;-0.105687;0.494573;
0.014390;-0.374959;0.981427;-0.103515;0.494573;
0.014400;-0.370759;0.981427;-0.101341;0.494573;
0.014410;-0.366555;0.981427;-0.099166;0.494573;
0.014420;-0.362348;0.981427;-0.096991;0.494573;
0.014430;-0.358137;0.981427;-0.094814;0.494573;
0.014440;-0.353922;0.981427;-0.092637;0.494573;
0.014450;-0.349704;0.981427;-0.090458;0.494573;
0.014460;-0.345483;0.981427;-0.088279;0.494573;
0.014470;-0.341258;0.981427;-0.086099;0.494573;
0.014480;-0.337030;0.981427;-0.083918;0.494573;
0.014490;-0.332798;0.981427;-0.081736;0.494573;
0.014500;-0.328563;0.981427;-0.079553;0.494573;
0.014510;-0.324325;0.981427;-0.077370;0.494573;
0.014520;-0.320084;0.981427;-0.075185;0.494573;
0.014530;-0.315840;0.981427;-0.073001;0.494573;
0.014540;-0.311592;0.981427;-0.070815;0.494573;
0.014550;-0.307342;0.981427;-0.068628;0.494573;
0.014560;-0.303088;0.981427;-0.066441;0.494573;
0.014570;-0.298831;0.981427;-0.064254;0.494573;
0.014580;-0.294572;0.981427;-0.062065;0.494573;
0.014590;-0.290309;0.981427;-0.059876;0.494573;
0.014600;-0.286044;0.981427;-0.057687;0.494573;
0.014610;-0.281776;0.981427;-0.055497;0.494573;
0.014620;-0.277505;0.981427;-0.053306;0.494573;
0.014630;-0.273231;0.981427;-0.051115;0.494573;
0.014640;-0.268955;0.981427;-0.048923;0.494573;
0.014650;-0.264676;0.981427;-0.046731;0.494573;
0.014660;-0.260394;0.981427;-0.044538;0.494573;
0.014670;-0.256110;0.981427;-0.042345;0.494573;
0.014680;-0.251823;0.981427;-0.040152;0.494573;
0.014690;-0.247534;0.981427;-0.037958;0.494573;
0.014700;-0.243242;0.981427;-0.035764;0.494573;
0.014710;-0.238948;0.981427;-0.033569;0.494573;
0.014720;-0.234652;0.981427;-0.031374;0.494573;
0.014730;-0.230353;0.981427;-0.029179;0.494573;
0.014740;-0.226052;0.981427;-0.026983;0.494573;
0.014750;-0.221749;0.981427;-0.024787;0.494573;
0.014760;-0.217443;0.981427;-0.022591;0.494573;
0.014770;-0.213136;0.981427;-0.020395;0.494573;
0.014780;-0.208826;0.981427;-0.018198;0.494573;
0.014790;-0.204514;0.981427;-0.016002;0.494573;
0.014800;-0.200201;0.981427;-0.013805;0.494573;
0.014810;-0.195885;0.981427;-0.011608;0.494573;
0.014820;-0.191567;0.981427;-0.009411;0.494573;
0.014830;-0.187248;0.981427;-0.007214;0.494573;
0.014840;-0.182926;0.981427;-0.005016;0.494573;
0.014850;-0.178603;0.981427;-0.002819;0.494573;
0.014860;-0.174278;0.981427;-0.000622;0.494573;
0.014870;-0.169951;0.981427;0.001575;0.494573;
0.014880;-0.165623;0.981427;0.003773;0.494573;
0.014890;-0.161293;0.981427;0.005970;0.494573;
0.014900;-0.156961;0.981427;0.008167;0.494573;
0.014910;-0.152628;0.981427;0.010364;0.494573;
0.014920;-0.148293;0.981427;0.012561;0.494573;
0.014930;-0.143957;0.981427;0.014758;0.494573;
0.014940;-0.139620;0.981427;0.016955;0.494573;
0.014950;-0.135281;0.981427;0.019152;0.494573;
0.014960;-0.130941;0.981427;0.021348;0.494573;
0.014970;-0.126599;0.981427;0.023544;0.494573;
0.014980;-0.122256;0.981427;0.025740;0.494573;
0.014990;-0.117912;0.981427;0.027936;0.494573;
0.015000;-0.113567;0.981427;0.030131;0.494573;
0.015010;-0.109221;0.981427;0.032327;0.494573;
0.015020;-0.104873;0.981427;0.034521;0.494573;
0.015030;-0.100525;0.981427;0.036716;0.494573;
0.015040;-0.096176;0.981427;0.038910;0.494573;
