time;SM_generator_omegaPu;SM_generator_PGenPu;SM_generator_UPu;SM_generator_efdPu;
0.000000;1.000000;19.979030;1.000014;2.420747;
0.000001;1.000000;19.979030;1.000014;2.420746;
0.000002;1.000000;19.979030;1.000014;2.420746;
0.000004;1.000000;19.979030;1.000014;2.420744;
0.000008;1.000000;19.979030;1.000014;2.420742;
0.000016;1.000000;19.979030;1.000014;2.420736;
0.000032;1.000000;19.979030;1.000014;2.420726;
0.000064;1.000000;19.979030;1.000014;2.420704;
0.000128;1.000000;19.979030;1.000014;2.420662;
0.000256;1.000000;19.979031;1.000014;2.420579;
0.000512;1.000000;19.979032;1.000014;2.420417;
0.001024;1.000000;19.979034;1.000014;2.420108;
0.002048;1.000000;19.979038;1.000014;2.419551;
0.004096;1.000000;19.979041;1.000015;2.418644;
0.008192;1.000000;19.979039;1.000015;2.417474;
0.016384;1.000000;19.979014;1.000014;2.416735;
0.032768;1.000000;19.978960;1.000013;2.417893;
0.065536;1.000000;19.979000;1.000012;2.421467;
0.131072;1.000001;19.979489;1.000014;2.421917;
0.262144;1.000001;19.979987;1.000009;2.420424;
0.524288;1.000000;19.980205;1.000001;2.420296;
1.000000;1.000000;19.980100;0.999999;2.420570;
1.000000;1.000000;2.300818;0.496323;2.420570;
1.000001;1.000000;2.300820;0.496320;2.418615;
1.000002;1.000000;2.300819;0.496317;2.416661;
1.000004;1.000000;2.300817;0.496310;2.412755;
1.000008;1.000001;2.300814;0.496297;2.404955;
1.000016;1.000002;2.300807;0.496272;2.389396;
1.000032;1.000004;2.300793;0.496220;2.358453;
1.000064;1.000007;2.300766;0.496118;2.297265;
1.000128;1.000014;2.300711;0.495913;2.177667;
1.000256;1.000029;2.300600;0.495505;1.949471;
1.000512;1.000057;2.300372;0.494691;1.536213;
1.001024;1.000114;2.299905;0.493078;0.875468;
1.002048;1.000228;2.299007;0.489920;0.166289;
1.004096;1.000456;2.297923;0.483926;0.837772;
1.006144;1.000684;2.298422;0.478429;3.881425;
1.007532;1.000838;2.300106;0.475031;7.000001;
1.007532;1.000838;2.300108;0.475031;7.000000;
1.007533;1.000838;2.300109;0.475028;7.000000;
1.007534;1.000838;2.300111;0.475026;7.000000;
1.007536;1.000839;2.300114;0.475021;7.000000;
1.007540;1.000839;2.300120;0.475012;7.000000;
1.007548;1.000840;2.300132;0.474993;7.000000;
1.007564;1.000842;2.300156;0.474955;7.000000;
1.007596;1.000845;2.300204;0.474880;7.000000;
1.007660;1.000852;2.300301;0.474729;7.000000;
1.007788;1.000867;2.300497;0.474428;7.000000;
1.008044;1.000895;2.300899;0.473832;7.000000;
1.008556;1.000952;2.301734;0.472655;7.000000;
1.009580;1.001066;2.303535;0.470366;7.000000;
1.011628;1.001294;2.307623;0.466037;7.000000;
1.013676;1.001522;2.312316;0.462022;7.000000;
1.015724;1.001750;2.317562;0.458299;7.000000;
1.017772;1.001978;2.323311;0.454847;7.000000;
1.019820;1.002206;2.329518;0.451647;7.000000;
1.021868;1.002434;2.336142;0.448680;7.000000;
1.023916;1.002662;2.343146;0.445929;7.000000;
1.025964;1.002889;2.350498;0.443378;7.000000;
1.030060;1.003344;2.366100;0.438805;7.000000;
1.033746;1.003754;2.381069;0.435237;7.000000;
1.037433;1.004162;2.396789;0.432118;7.000000;
1.041119;1.004571;2.413156;0.429391;7.000000;
1.044805;1.004978;2.430087;0.427004;7.000000;
1.046818;1.005201;2.439540;0.425826;7.000000;
1.046818;1.005201;2.439531;0.425825;6.999960;
1.046819;1.005201;2.439536;0.425824;7.000000;
1.046820;1.005201;2.439541;0.425824;7.000000;
1.046822;1.005201;2.439550;0.425823;6.999998;
1.046826;1.005202;2.439569;0.425820;7.000000;
1.046834;1.005202;2.439607;0.425816;7.000000;
1.046850;1.005204;2.439683;0.425807;7.000000;
1.046882;1.005208;2.439835;0.425789;7.000000;
1.046946;1.005215;2.440138;0.425753;7.000000;
1.047074;1.005229;2.440746;0.425682;7.000000;
1.047330;1.005257;2.441962;0.425541;7.000000;
1.047842;1.005314;2.444402;0.425262;7.000000;
1.048866;1.005427;2.449306;0.424719;7.000000;
1.050914;1.005653;2.459208;0.423689;7.000000;
1.055010;1.006104;2.479359;0.421832;7.000000;
1.059106;1.006555;2.499931;0.420217;7.000000;
1.063202;1.007005;2.520866;0.418809;7.000000;
1.067298;1.007455;2.542111;0.417578;7.000000;
1.070000;1.007751;2.556267;0.416848;7.000000;
1.070000;1.007751;18.016197;0.848734;7.000000;
1.070001;1.007751;18.016305;0.848740;7.000000;
1.070002;1.007751;18.016382;0.848743;7.000000;
1.070004;1.007751;18.016534;0.848751;7.000000;
1.070008;1.007751;18.016843;0.848766;7.000000;
1.070016;1.007751;18.017457;0.848796;7.000000;
