time;GEN_generator_theta;GEN_generator_omegaPu;GEN_generator_eqPPu;GEN_generator_edPPu;GEN_generator_eqPPPu;GEN_generator_edPPPu;GEN_generator_PGenPu;GEN_generator_QGenPu;GEN_generator_psiAgPu;GEN_generator_psiArgPu;GEN_generator_satDPu;GEN_generator_satQPu;GEN_generator_UPu;
1.070000;1.020141;1.005925;0.812112;0.456596;0.527366;0.278781;0.000000;0.000000;0.431458;0.546490;1.195951;1.186154;0.000000;
1.070000;1.020141;1.005925;0.812112;0.456596;0.527366;0.278781;0.815967;-0.956027;0.656735;0.718655;1.009577;1.009098;0.811958;
1.070001;1.020143;1.005925;0.812111;0.456594;0.527372;0.278788;0.815972;-0.956011;0.656742;0.718661;1.009575;1.009096;0.811962;
1.070002;1.020144;1.005925;0.812111;0.456592;0.527377;0.278795;0.815978;-0.955995;0.656750;0.718668;1.009573;1.009094;0.811966;
1.070004;1.020148;1.005925;0.812110;0.456588;0.527389;0.278810;0.815989;-0.955964;0.656764;0.718681;1.009568;1.009090;0.811973;
1.070008;1.020156;1.005925;0.812107;0.456580;0.527412;0.278838;0.816011;-0.955901;0.656793;0.718707;1.009559;1.009082;0.811988;
1.070016;1.020170;1.005924;0.812102;0.456565;0.527457;0.278896;0.816055;-0.955775;0.656851;0.718759;1.009542;1.009065;0.812017;
1.070032;1.020200;1.005924;0.812092;0.456534;0.527549;0.279011;0.816142;-0.955523;0.656966;0.718863;1.009506;1.009031;0.812075;
1.070064;1.020260;1.005923;0.812072;0.456472;0.527732;0.279242;0.816317;-0.955019;0.657197;0.719072;1.009436;1.008964;0.812192;
1.070128;1.020379;1.005922;0.812033;0.456348;0.528097;0.279703;0.816667;-0.954013;0.657658;0.719489;1.009295;1.008830;0.812425;
1.070256;1.020617;1.005920;0.811954;0.456101;0.528826;0.280622;0.817365;-0.952004;0.658577;0.720319;1.009019;1.008568;0.812890;
1.070512;1.021093;1.005915;0.811798;0.455612;0.530273;0.282453;0.818756;-0.948001;0.660404;0.721972;1.008482;1.008058;0.813814;
1.071024;1.022043;1.005905;0.811489;0.454647;0.533128;0.286085;0.821513;-0.940056;0.664016;0.725240;1.007473;1.007099;0.815641;
1.072048;1.023940;1.005884;0.810888;0.452771;0.538691;0.293230;0.826937;-0.924400;0.671076;0.731636;1.005694;1.005409;0.819210;
1.073072;1.025829;1.005863;0.810307;0.450966;0.544060;0.300221;0.832242;-0.909054;0.677924;0.737850;1.004209;1.003998;0.822669;
1.074096;1.027712;1.005842;0.809746;0.449230;0.549244;0.307062;0.837432;-0.894013;0.684571;0.743889;1.002989;1.002839;0.826023;
1.075120;1.029588;1.005819;0.809204;0.447560;0.554250;0.313758;0.842513;-0.879270;0.691023;0.749761;1.002010;1.001909;0.829277;
1.076144;1.031456;1.005796;0.808680;0.445955;0.559085;0.320312;0.847487;-0.864819;0.697290;0.755473;1.001248;1.001186;0.832435;
1.077168;1.033317;1.005772;0.808172;0.444412;0.563756;0.326729;0.852358;-0.850654;0.703378;0.761030;1.000684;1.000650;0.835502;
1.078192;1.035169;1.005748;0.807681;0.442929;0.568267;0.333012;0.857130;-0.836770;0.709295;0.766439;1.000299;1.000284;0.838480;
1.079216;1.037015;1.005723;0.807206;0.441506;0.572626;0.339165;0.861806;-0.823161;0.715047;0.771705;1.000075;1.000072;0.841373;
1.080240;1.038852;1.005698;0.806745;0.440139;0.576837;0.345191;0.866389;-0.809822;0.720641;0.776834;0.999999;0.999999;0.844185;
1.081264;1.040680;1.005671;0.806299;0.438827;0.580907;0.351094;0.870880;-0.796748;0.726081;0.781829;1.000056;1.000053;0.846919;
1.082288;1.042500;1.005645;0.805867;0.437570;0.584839;0.356877;0.875283;-0.783934;0.731374;0.786697;1.000233;1.000221;0.849576;
1.083312;1.044312;1.005618;0.805448;0.436365;0.588639;0.362542;0.879600;-0.771376;0.736525;0.791440;1.000520;1.000494;0.852161;
1.084336;1.046115;1.005590;0.805042;0.435211;0.592310;0.368093;0.883833;-0.759069;0.741538;0.796064;1.000906;1.000860;0.854675;
1.085360;1.047908;1.005562;0.804647;0.434106;0.595858;0.373533;0.887984;-0.747009;0.746417;0.800571;1.001381;1.001312;0.857122;
1.086384;1.049693;1.005533;0.804265;0.433050;0.599287;0.378863;0.892055;-0.735192;0.751168;0.804965;1.001937;1.001840;0.859502;
1.087408;1.051468;1.005503;0.803894;0.432042;0.602600;0.384087;0.896047;-0.723612;0.755794;0.809251;1.002566;1.002438;0.861819;
1.088432;1.053233;1.005474;0.803534;0.431079;0.605801;0.389208;0.899962;-0.712267;0.760300;0.813430;1.003261;1.003098;0.864074;
1.089456;1.054989;1.005443;0.803184;0.430161;0.608893;0.394227;0.903802;-0.701152;0.764688;0.817506;1.004014;1.003813;0.866269;
1.090480;1.056735;1.005412;0.802844;0.429287;0.611881;0.399147;0.907568;-0.690263;0.768962;0.821483;1.004820;1.004579;0.868407;
1.091504;1.058472;1.005381;0.802514;0.428455;0.614768;0.403971;0.911261;-0.679597;0.773127;0.825363;1.005674;1.005390;0.870488;
1.092528;1.060197;1.005349;0.802193;0.427665;0.617555;0.408700;0.914884;-0.669149;0.777184;0.829148;1.006570;1.006241;0.872516;
1.093552;1.061913;1.005317;0.801882;0.426916;0.620248;0.413336;0.918436;-0.658916;0.781138;0.832841;1.007502;1.007127;0.874490;
1.094576;1.063618;1.005285;0.801578;0.426206;0.622849;0.417883;0.921920;-0.648893;0.784991;0.836445;1.008468;1.008044;0.876413;
1.095600;1.065313;1.005252;0.801284;0.425535;0.625360;0.422341;0.925337;-0.639079;0.788746;0.839962;1.009462;1.008989;0.878287;
1.096624;1.066997;1.005218;0.800997;0.424902;0.627784;0.426713;0.928687;-0.629467;0.792405;0.843395;1.010481;1.009957;0.880113;
1.097648;1.068670;1.005184;0.800718;0.424306;0.630125;0.431000;0.931972;-0.620056;0.795973;0.846745;1.011522;1.010946;0.881891;
1.098672;1.070332;1.005150;0.800446;0.423745;0.632384;0.435206;0.935192;-0.610842;0.799450;0.850015;1.012582;1.011953;0.883625;
1.099696;1.071983;1.005115;0.800182;0.423220;0.634564;0.439330;0.938350;-0.601820;0.802840;0.853207;1.013657;1.012974;0.885314;
1.100720;1.073623;1.005080;0.799925;0.422729;0.636668;0.443376;0.941445;-0.592988;0.806145;0.856322;1.014744;1.014007;0.886960;
1.101744;1.075252;1.005044;0.799674;0.422271;0.638697;0.447345;0.944479;-0.584343;0.809367;0.859364;1.015842;1.015050;0.888564;
1.102768;1.076869;1.005008;0.799430;0.421846;0.640655;0.451238;0.947452;-0.575880;0.812509;0.862333;1.016948;1.016101;0.890128;
1.103792;1.078474;1.004972;0.799191;0.421453;0.642543;0.455058;0.950366;-0.567596;0.815573;0.865231;1.018060;1.017157;0.891652;
1.104816;1.080067;1.004935;0.798959;0.421091;0.644363;0.458805;0.953221;-0.559488;0.818560;0.868061;1.019176;1.018218;0.893138;
1.105840;1.081649;1.004898;0.798733;0.420760;0.646118;0.462482;0.956018;-0.551553;0.821473;0.870824;1.020295;1.019280;0.894586;
1.106864;1.083219;1.004861;0.798512;0.420458;0.647810;0.466091;0.958758;-0.543787;0.824314;0.873521;1.021414;1.020343;0.895999;
1.107888;1.084777;1.004823;0.798297;0.420185;0.649440;0.469631;0.961442;-0.536188;0.827085;0.876155;1.022532;1.021406;0.897376;
1.108912;1.086322;1.004785;0.798086;0.419941;0.651010;0.473106;0.964070;-0.528751;0.829787;0.878726;1.023648;1.022466;0.898719;
1.109936;1.087855;1.004747;0.797881;0.419723;0.652522;0.476516;0.966644;-0.521474;0.832423;0.881237;1.024761;1.023523;0.900028;
1.110960;1.089376;1.004708;0.797680;0.419533;0.653978;0.479863;0.969163;-0.514354;0.834995;0.883688;1.025869;1.024575;0.901305;
1.111984;1.090884;1.004669;0.797484;0.419369;0.655380;0.483148;0.971630;-0.507387;0.837503;0.886082;1.026971;1.025622;0.902550;
1.113008;1.092380;1.004630;0.797293;0.419231;0.656729;0.486373;0.974043;-0.500571;0.839949;0.888419;1.028066;1.026663;0.903765;
1.114032;1.093863;1.004590;0.797105;0.419118;0.658027;0.489539;0.976405;-0.493902;0.842336;0.890702;1.029155;1.027697;0.904950;
1.115056;1.095333;1.004550;0.796922;0.419029;0.659275;0.492647;0.978715;-0.487378;0.844665;0.892931;1.030235;1.028723;0.906105;
1.116080;1.096790;1.004510;0.796743;0.418964;0.660476;0.495698;0.980975;-0.480994;0.846937;0.895108;1.031306;1.029740;0.907233;
1.117104;1.098234;1.004469;0.796567;0.418922;0.661629;0.498694;0.983184;-0.474750;0.849154;0.897233;1.032367;1.030749;0.908332;
1.118128;1.099666;1.004428;0.796396;0.418903;0.662738;0.501637;0.985345;-0.468641;0.851317;0.899309;1.033418;1.031747;0.909405;
1.119152;1.101084;1.004387;0.796227;0.418906;0.663803;0.504526;0.987456;-0.462664;0.853428;0.901337;1.034459;1.032736;0.910452;
1.120176;1.102488;1.004346;0.796062;0.418930;0.664826;0.507363;0.989519;-0.456818;0.855488;0.903317;1.035488;1.033714;0.911474;
1.122224;1.105258;1.004263;0.795742;0.419041;0.666751;0.512889;0.993506;-0.445498;0.859462;0.907142;1.037514;1.035639;0.913445;
1.124067;1.107704;1.004187;0.795464;0.419208;0.668351;0.517696;0.996935;-0.435727;0.862878;0.910433;1.039295;1.037331;0.915139;
1.125910;1.110106;1.004110;0.795195;0.419438;0.669834;0.522352;1.000216;-0.426335;0.866148;0.913589;1.041035;1.038984;0.916761;
1.127753;1.112463;1.004032;0.794934;0.419726;0.671205;0.526863;1.003352;-0.417306;0.869281;0.916614;1.042734;1.040597;0.918315;
1.129597;1.114775;1.003954;0.794681;0.420070;0.672471;0.531235;1.006347;-0.408627;0.872281;0.919515;1.044389;1.042170;0.919803;
1.131440;1.117042;1.003875;0.794435;0.420468;0.673639;0.535473;1.009202;-0.400282;0.875156;0.922297;1.046001;1.043701;0.921230;
1.133283;1.119263;1.003796;0.794196;0.420917;0.674712;0.539582;1.011921;-0.392259;0.877911;0.924965;1.047570;1.045192;0.922598;
1.135126;1.121438;1.003716;0.793963;0.421414;0.675698;0.543567;1.014507;-0.384544;0.880553;0.927524;1.049095;1.046641;0.923910;
1.136969;1.123566;1.003635;0.793735;0.421958;0.676601;0.547433;1.016960;-0.377124;0.883085;0.929980;1.050578;1.048049;0.925169;
1.138813;1.125648;1.003554;0.793513;0.422545;0.677426;0.551185;1.019285;-0.369986;0.885515;0.932336;1.052017;1.049416;0.926378;
1.140656;1.127682;1.003472;0.793295;0.423175;0.678177;0.554826;1.021483;-0.363119;0.887846;0.934597;1.053414;1.050744;0.927538;
1.142499;1.129669;1.003390;0.793082;0.423844;0.678859;0.558362;1.023556;-0.356510;0.890083;0.936768;1.054770;1.052032;0.928653;
1.144342;1.131608;1.003307;0.792873;0.424551;0.679477;0.561796;1.025507;-0.350149;0.892231;0.938853;1.056085;1.053281;0.929725;
1.146185;1.133499;1.003224;0.792668;0.425293;0.680033;0.565132;1.027338;-0.344024;0.894294;0.940854;1.057359;1.054491;0.930756;
1.148029;1.135342;1.003141;0.792466;0.426070;0.680532;0.568375;1.029050;-0.338125;0.896277;0.942777;1.058595;1.055665;0.931748;
1.149872;1.137136;1.003057;0.792267;0.426878;0.680978;0.571526;1.030646;-0.332441;0.898182;0.944625;1.059792;1.056803;0.932704;
1.151715;1.138881;1.002973;0.792071;0.427717;0.681374;0.574591;1.032127;-0.326963;0.900015;0.946401;1.060952;1.057905;0.933624;
1.153558;1.140578;1.002888;0.791877;0.428585;0.681722;0.577572;1.033495;-0.321682;0.901778;0.948108;1.062076;1.058972;0.934511;
1.155401;1.142226;1.002803;0.791685;0.429479;0.682027;0.580472;1.034751;-0.316588;0.903475;0.949750;1.063165;1.060006;0.935367;
1.157245;1.143824;1.002718;0.791496;0.430400;0.682290;0.583294;1.035898;-0.311672;0.905110;0.951330;1.064219;1.061008;0.936193;
1.159088;1.145373;1.002633;0.791308;0.431344;0.682515;0.586042;1.036937;-0.306928;0.906685;0.952850;1.065240;1.061978;0.936991;
1.160931;1.146873;1.002547;0.791122;0.432312;0.682705;0.588718;1.037869;-0.302345;0.908203;0.954313;1.066230;1.062918;0.937762;
1.162774;1.148323;1.002461;0.790937;0.433300;0.682861;0.591325;1.038695;-0.297917;0.909667;0.955722;1.067188;1.063828;0.938508;
1.164617;1.149723;1.002375;0.790754;0.434309;0.682986;0.593865;1.039418;-0.293637;0.911080;0.957079;1.068116;1.064710;0.939230;
1.166461;1.151073;1.002289;0.790571;0.435337;0.683083;0.596340;1.040038;-0.289496;0.912444;0.958387;1.069016;1.065565;0.939930;
1.168304;1.152374;1.002203;0.790390;0.436382;0.683154;0.598754;1.040557;-0.285490;0.913762;0.959648;1.069887;1.066393;0.940609;
1.170147;1.153624;1.002116;0.790209;0.437444;0.683199;0.601108;1.040976;-0.281610;0.915036;0.960864;1.070732;1.067195;0.941267;
1.171990;1.154824;1.002030;0.790029;0.438522;0.683222;0.603404;1.041295;-0.277851;0.916269;0.962037;1.071551;1.067973;0.941907;
1.173833;1.155974;1.001943;0.789849;0.439613;0.683225;0.605644;1.041517;-0.274207;0.917462;0.963169;1.072344;1.068727;0.942528;
1.175677;1.157075;1.001856;0.789670;0.440718;0.683208;0.607831;1.041643;-0.270672;0.918618;0.964263;1.073114;1.069459;0.943133;
1.177520;1.158124;1.001770;0.789492;0.441836;0.683174;0.609967;1.041672;-0.267241;0.919738;0.965319;1.073861;1.070168;0.943722;
1.179363;1.159124;1.001683;0.789313;0.442965;0.683124;0.612052;1.041608;-0.263908;0.920824;0.966340;1.074586;1.070856;0.944295;
1.181206;1.160074;1.001597;0.789135;0.444105;0.683059;0.614088;1.041449;-0.260670;0.921878;0.967327;1.075289;1.071525;0.944855;
1.183049;1.160973;1.001510;0.788957;0.445254;0.682981;0.616078;1.041198;-0.257520;0.922901;0.968282;1.075972;1.072173;0.945401;
1.184893;1.161823;1.001424;0.788779;0.446412;0.682892;0.618023;1.040855;-0.254454;0.923896;0.969206;1.076635;1.072803;0.945935;
1.186736;1.162622;1.001337;0.788601;0.447579;0.682792;0.619925;1.040422;-0.251469;0.924864;0.970101;1.077280;1.073416;0.946457;
1.188579;1.163371;1.001251;0.788423;0.448753;0.682682;0.621784;1.039898;-0.248560;0.925805;0.970968;1.077906;1.074010;0.946968;
1.190422;1.164070;1.001165;0.788245;0.449933;0.682565;0.623602;1.039286;-0.245723;0.926722;0.971808;1.078515;1.074589;0.947469;
1.194109;1.165320;1.000993;0.787889;0.452311;0.682310;0.627122;1.037799;-0.240246;0.928488;0.973414;1.079684;1.075700;0.948443;
1.197426;1.166275;1.000839;0.787568;0.454467;0.682062;0.630162;1.036165;-0.235528;0.930006;0.974781;1.080684;1.076650;0.949289;
1.200744;1.167069;1.000686;0.787246;0.456635;0.681802;0.633089;1.034255;-0.230991;0.931462;0.976078;1.081638;1.077556;0.950111;
1.204062;1.167705;1.000533;0.786924;0.458811;0.681535;0.635907;1.032074;-0.226618;0.932863;0.977311;1.082549;1.078421;0.950911;
1.207380;1.168182;1.000382;0.786601;0.460993;0.681265;0.638622;1.029625;-0.222395;0.934212;0.978486;1.083420;1.079249;0.951692;
1.210697;1.168502;1.000231;0.786278;0.463178;0.680996;0.641240;1.026914;-0.218306;0.935515;0.979606;1.084255;1.080042;0.952455;
1.214015;1.168665;1.000082;0.785955;0.465363;0.680730;0.643764;1.023944;-0.214340;0.936777;0.980676;1.085055;1.080802;0.953203;
1.217333;1.168674;0.999934;0.785631;0.467546;0.680472;0.646200;1.020719;-0.210485;0.938000;0.981701;1.085823;1.081532;0.953938;
1.220651;1.168530;0.999788;0.785307;0.469725;0.680223;0.648550;1.017244;-0.206730;0.939189;0.982682;1.086563;1.082234;0.954662;
1.223968;1.168233;0.999643;0.784983;0.471898;0.679987;0.650819;1.013522;-0.203065;0.940347;0.983625;1.087274;1.082911;0.955375;
1.227286;1.167786;0.999499;0.784659;0.474062;0.679766;0.653010;1.009558;-0.199483;0.941477;0.984531;1.087961;1.083563;0.956080;
1.230604;1.167191;0.999357;0.784336;0.476217;0.679562;0.655126;1.005355;-0.195974;0.942580;0.985402;1.088623;1.084192;0.956776;
1.233922;1.166449;0.999217;0.784014;0.478360;0.679376;0.657170;1.000919;-0.192533;0.943661;0.986243;1.089264;1.084801;0.957466;
1.237239;1.165562;0.999079;0.783692;0.480490;0.679211;0.659143;0.996252;-0.189152;0.944720;0.987054;1.089884;1.085389;0.958150;
1.240557;1.164532;0.998943;0.783371;0.482605;0.679067;0.661050;0.991360;-0.185827;0.945760;0.987837;1.090484;1.085960;0.958830;
1.243875;1.163361;0.998809;0.783052;0.484705;0.678946;0.662891;0.986247;-0.182551;0.946782;0.988596;1.091066;1.086513;0.959504;
1.247193;1.162052;0.998677;0.782734;0.486788;0.678850;0.664670;0.980917;-0.179320;0.947788;0.989330;1.091632;1.087050;0.960175;
1.250511;1.160607;0.998548;0.782419;0.488852;0.678778;0.666386;0.975374;-0.176132;0.948780;0.990041;1.092181;1.087572;0.960843;
1.253828;1.159028;0.998421;0.782105;0.490898;0.678732;0.668044;0.969623;-0.172981;0.949757;0.990732;1.092715;1.088079;0.961507;
1.257146;1.157317;0.998296;0.781795;0.492924;0.678713;0.669643;0.963670;-0.169865;0.950722;0.991402;1.093235;1.088573;0.962169;
1.260464;1.155478;0.998173;0.781486;0.494928;0.678721;0.671185;0.957518;-0.166781;0.951675;0.992054;1.093741;1.089054;0.962828;
1.263782;1.153512;0.998054;0.781181;0.496911;0.678757;0.672672;0.951173;-0.163727;0.952617;0.992687;1.094234;1.089522;0.963485;
1.267099;1.151424;0.997937;0.780880;0.498872;0.678821;0.674104;0.944639;-0.160702;0.953549;0.993303;1.094715;1.089979;0.964140;
1.270417;1.149214;0.997822;0.780582;0.500809;0.678913;0.675484;0.937923;-0.157703;0.954471;0.993903;1.095184;1.090425;0.964792;
1.273735;1.146887;0.997711;0.780288;0.502722;0.679034;0.676811;0.931029;-0.154729;0.955384;0.994487;1.095641;1.090859;0.965442;
1.277053;1.144446;0.997602;0.779998;0.504610;0.679183;0.678087;0.923962;-0.151779;0.956287;0.995056;1.096087;1.091283;0.966090;
1.280370;1.141893;0.997497;0.779713;0.506474;0.679362;0.679313;0.916730;-0.148852;0.957182;0.995610;1.096523;1.091697;0.966736;
1.283688;1.139231;0.997394;0.779432;0.508312;0.679569;0.680490;0.909336;-0.145948;0.958069;0.996150;1.096948;1.092101;0.967379;
1.287006;1.136465;0.997295;0.779157;0.510123;0.679805;0.681618;0.901788;-0.143066;0.958947;0.996676;1.097363;1.092495;0.968020;
1.290324;1.133596;0.997199;0.778887;0.511908;0.680069;0.682697;0.894091;-0.140206;0.959817;0.997189;1.097768;1.092880;0.968658;
1.293641;1.130629;0.997106;0.778622;0.513666;0.680362;0.683730;0.886252;-0.137368;0.960679;0.997689;1.098164;1.093256;0.969292;
1.296959;1.127566;0.997016;0.778364;0.515397;0.680683;0.684715;0.878276;-0.134551;0.961533;0.998176;1.098550;1.093623;0.969924;
1.300277;1.124412;0.996930;0.778111;0.517099;0.681032;0.685655;0.870171;-0.131757;0.962379;0.998651;1.098927;1.093980;0.970552;
1.303595;1.121170;0.996847;0.777865;0.518774;0.681408;0.686549;0.861943;-0.128986;0.963217;0.999114;1.099294;1.094329;0.971177;
1.306912;1.117843;0.996767;0.777626;0.520419;0.681811;0.687397;0.853599;-0.126237;0.964047;0.999564;1.099653;1.094670;0.971797;
1.310230;1.114435;0.996691;0.777393;0.522036;0.682241;0.688202;0.845146;-0.123512;0.964868;1.000003;1.100002;1.095002;0.972413;
1.313548;1.110949;0.996619;0.777168;0.523624;0.682698;0.688962;0.836590;-0.120811;0.965681;1.000429;1.100342;1.095325;0.973025;
1.316866;1.107390;0.996550;0.776950;0.525183;0.683180;0.689678;0.827940;-0.118134;0.966485;1.000844;1.100674;1.095640;0.973632;
1.320183;1.103761;0.996484;0.776739;0.526712;0.683687;0.690352;0.819202;-0.115483;0.967281;1.001248;1.100997;1.095947;0.974233;
1.323501;1.100066;0.996423;0.776537;0.528211;0.684219;0.690983;0.810383;-0.112859;0.968067;1.001640;1.101311;1.096246;0.974829;
1.326819;1.096308;0.996365;0.776342;0.529680;0.684775;0.691571;0.801492;-0.110261;0.968844;1.002021;1.101617;1.096536;0.975419;
1.330137;1.092492;0.996311;0.776155;0.531119;0.685354;0.692118;0.792536;-0.107691;0.969612;1.002391;1.101914;1.096818;0.976003;
1.333455;1.088622;0.996260;0.775977;0.532527;0.685956;0.692623;0.783523;-0.105150;0.970370;1.002750;1.102202;1.097092;0.976581;
1.336772;1.084701;0.996214;0.775807;0.533905;0.686580;0.693088;0.774461;-0.102639;0.971118;1.003098;1.102482;1.097358;0.977152;
1.340090;1.080733;0.996171;0.775645;0.535252;0.687225;0.693512;0.765356;-0.100158;0.971856;1.003435;1.102753;1.097615;0.977716;
1.343408;1.076723;0.996132;0.775493;0.536569;0.687891;0.693896;0.756219;-0.097709;0.972583;1.003761;1.103016;1.097865;0.978273;
1.346726;1.072673;0.996096;0.775349;0.537855;0.688577;0.694241;0.747055;-0.095292;0.973300;1.004076;1.103270;1.098107;0.978822;
1.350043;1.068589;0.996065;0.775215;0.539110;0.689281;0.694547;0.737875;-0.092909;0.974006;1.004381;1.103516;1.098341;0.979364;
1.353361;1.064475;0.996037;0.775089;0.540333;0.690005;0.694814;0.728685;-0.090559;0.974701;1.004675;1.103754;1.098567;0.979897;
1.356679;1.060333;0.996013;0.774973;0.541526;0.690745;0.695044;0.719494;-0.088245;0.975385;1.004959;1.103984;1.098785;0.980422;
1.359997;1.056168;0.995993;0.774866;0.542688;0.691503;0.695236;0.710310;-0.085966;0.976057;1.005233;1.104206;1.098996;0.980938;
1.363314;1.051985;0.995977;0.774769;0.543819;0.692276;0.695391;0.701142;-0.083724;0.976718;1.005497;1.104419;1.099199;0.981446;
1.366632;1.047787;0.995965;0.774681;0.544918;0.693065;0.695510;0.691997;-0.081519;0.977367;1.005750;1.104625;1.099394;0.981945;
1.369950;1.043578;0.995956;0.774602;0.545987;0.693868;0.695593;0.682883;-0.079352;0.978004;1.005994;1.104823;1.099582;0.982434;
1.373268;1.039361;0.995951;0.774534;0.547024;0.694684;0.695641;0.673810;-0.077224;0.978628;1.006229;1.105013;1.099763;0.982914;
1.376585;1.035142;0.995950;0.774475;0.548031;0.695512;0.695655;0.664785;-0.075136;0.979241;1.006453;1.105196;1.099936;0.983385;
1.379903;1.030924;0.995953;0.774425;0.549006;0.696353;0.695634;0.655816;-0.073087;0.979841;1.006669;1.105371;1.100103;0.983846;
1.383221;1.026711;0.995960;0.774386;0.549951;0.697204;0.695581;0.646911;-0.071079;0.980428;1.006875;1.105539;1.100262;0.984297;
1.386539;1.022506;0.995970;0.774356;0.550865;0.698066;0.695495;0.638078;-0.069111;0.981003;1.007073;1.105700;1.100415;0.984738;
1.389856;1.018313;0.995984;0.774336;0.551748;0.698936;0.695378;0.629325;-0.067186;0.981565;1.007262;1.105854;1.100561;0.985169;
1.393174;1.014137;0.996001;0.774325;0.552601;0.699815;0.695230;0.620660;-0.065301;0.982114;1.007442;1.106001;1.100701;0.985590;
1.396492;1.009981;0.996022;0.774325;0.553424;0.700701;0.695051;0.612091;-0.063459;0.982650;1.007614;1.106141;1.100834;0.986001;
1.399810;1.005849;0.996047;0.774334;0.554216;0.701594;0.694843;0.603625;-0.061659;0.983174;1.007779;1.106276;1.100962;0.986402;
1.403127;1.001744;0.996075;0.774353;0.554978;0.702492;0.694607;0.595270;-0.059902;0.983684;1.007935;1.106403;1.101083;0.986792;
1.406445;0.997670;0.996106;0.774381;0.555710;0.703396;0.694342;0.587032;-0.058188;0.984182;1.008085;1.106525;1.101199;0.987172;
1.409763;0.993631;0.996141;0.774419;0.556413;0.704303;0.694051;0.578920;-0.056516;0.984666;1.008227;1.106641;1.101309;0.987542;
1.413081;0.989630;0.996179;0.774466;0.557086;0.705214;0.693734;0.570940;-0.054886;0.985138;1.008362;1.106752;1.101414;0.987902;
1.416399;0.985670;0.996221;0.774523;0.557730;0.706127;0.693392;0.563100;-0.053300;0.985597;1.008491;1.106857;1.101515;0.988251;
1.419716;0.981755;0.996265;0.774589;0.558346;0.707041;0.693025;0.555405;-0.051756;0.986044;1.008614;1.106958;1.101610;0.988590;
1.423034;0.977889;0.996313;0.774665;0.558932;0.707956;0.692636;0.547863;-0.050255;0.986477;1.008731;1.107053;1.101701;0.988918;
1.426352;0.974074;0.996364;0.774750;0.559490;0.708872;0.692224;0.540479;-0.048796;0.986899;1.008842;1.107144;1.101787;0.989237;
1.429670;0.970314;0.996418;0.774843;0.560021;0.709786;0.691791;0.533261;-0.047379;0.987307;1.008948;1.107231;1.101870;0.989546;
1.432987;0.966611;0.996475;0.774946;0.560523;0.710699;0.691338;0.526213;-0.046004;0.987704;1.009049;1.107314;1.101948;0.989844;
1.436305;0.962970;0.996535;0.775058;0.560998;0.711609;0.690865;0.519342;-0.044670;0.988088;1.009146;1.107393;1.102024;0.990133;
1.439623;0.959392;0.996598;0.775178;0.561446;0.712516;0.690375;0.512653;-0.043377;0.988460;1.009238;1.107469;1.102096;0.990412;
1.442941;0.955882;0.996663;0.775307;0.561868;0.713419;0.689867;0.506151;-0.042125;0.988820;1.009327;1.107542;1.102165;0.990681;
1.446258;0.952440;0.996732;0.775444;0.562263;0.714318;0.689343;0.499842;-0.040912;0.989169;1.009413;1.107612;1.102231;0.990941;
1.449576;0.949071;0.996802;0.775589;0.562632;0.715211;0.688804;0.493730;-0.039739;0.989506;1.009495;1.107679;1.102295;0.991191;
1.452894;0.945777;0.996875;0.775743;0.562976;0.716099;0.688252;0.487820;-0.038605;0.989832;1.009575;1.107745;1.102358;0.991432;
1.456212;0.942560;0.996951;0.775905;0.563295;0.716979;0.687686;0.482117;-0.037510;0.990146;1.009652;1.107808;1.102418;0.991664;
1.459529;0.939423;0.997029;0.776074;0.563590;0.717852;0.687109;0.476623;-0.036452;0.990450;1.009727;1.107870;1.102476;0.991887;
1.462847;0.936369;0.997109;0.776251;0.563860;0.718717;0.686521;0.471344;-0.035431;0.990743;1.009801;1.107930;1.102534;0.992101;
1.466165;0.933399;0.997191;0.776435;0.564107;0.719574;0.685924;0.466283;-0.034446;0.991026;1.009873;1.107990;1.102590;0.992306;
1.469483;0.930515;0.997275;0.776627;0.564331;0.720421;0.685319;0.461442;-0.033496;0.991299;1.009945;1.108049;1.102646;0.992503;
1.472800;0.927721;0.997361;0.776826;0.564532;0.721258;0.684707;0.456826;-0.032582;0.991561;1.010016;1.108107;1.102702;0.992691;
1.476118;0.925017;0.997449;0.777031;0.564711;0.722084;0.684088;0.452436;-0.031701;0.991814;1.010087;1.108165;1.102757;0.992872;
1.479436;0.922406;0.997539;0.777244;0.564869;0.722900;0.683465;0.448276;-0.030854;0.992058;1.010158;1.108223;1.102812;0.993044;
1.482754;0.919889;0.997631;0.777462;0.565006;0.723704;0.682838;0.444348;-0.030039;0.992293;1.010229;1.108282;1.102868;0.993209;
1.486071;0.917468;0.997724;0.777687;0.565122;0.724495;0.682208;0.440654;-0.029255;0.992518;1.010301;1.108342;1.102924;0.993366;
1.489389;0.915145;0.997818;0.777918;0.565219;0.725274;0.681577;0.437194;-0.028503;0.992735;1.010375;1.108402;1.102982;0.993516;
1.496025;0.910800;0.998011;0.778397;0.565356;0.726791;0.680316;0.430989;-0.027084;0.993145;1.010526;1.108527;1.103100;0.993794;
1.501997;0.907236;0.998188;0.778847;0.565417;0.728108;0.679187;0.426221;-0.025905;0.993487;1.010670;1.108645;1.103213;0.994020;
1.507969;0.904009;0.998369;0.779313;0.565424;0.729377;0.678070;0.422230;-0.024811;0.993805;1.010822;1.108770;1.103331;0.994226;
