time;GEN1A_generator_omegaPu;GEN1A_generator_PGenPu;GEN1A_generator_UPu;GEN1B_generator_omegaPu;GEN1B_generator_PGenPu;GEN1B_generator_UPu;GEN2A_generator_omegaPu;GEN2A_generator_PGenPu;GEN2A_generator_UPu;GEN2B_generator_omegaPu;GEN2B_generator_PGenPu;GEN2B_generator_UPu;OMEGA_REF_omegaRef_grp_0_value;OMEGA_REF_omegaRef_grp_1_value;OMEGA_REF_omegaRef_grp_2_value;OMEGA_REF_omegaRef_grp_3_value;OMEGA_REF_omegaRef_0_value;OMEGA_REF_omegaRef_1_value;NETWORK_GEN1A_BUS_numcc_value;NETWORK_GEN2A_BUS_numcc_value;
4.059932;1.069461;5.068269;1.156040;1.069669;3.695059;1.153561;0.993053;3.524461;0.843217;0.991862;3.388720;0.829793;1.069548;1.069548;0.992477;0.992477;1.069548;0.992477;0.000000;1.000000;
4.101050;1.070331;5.058414;1.156215;1.070712;3.705689;1.153526;0.993063;3.555416;0.844039;0.991644;3.374992;0.831757;1.070492;1.070492;0.992376;0.992376;1.070492;0.992376;0.000000;1.000000;
4.142167;1.071239;5.044911;1.156451;1.071690;3.720213;1.153475;0.992953;3.588474;0.844877;0.991525;3.359862;0.833819;1.071429;1.071429;0.992262;0.992262;1.071429;0.992262;0.000000;1.000000;
4.183284;1.072188;5.031128;1.156681;1.072596;3.734918;1.153412;0.992730;3.618651;0.845555;0.991505;3.345051;0.835622;1.072360;1.072360;0.992137;0.992137;1.072360;0.992137;0.000000;1.000000;
4.205447;1.072721;5.025132;1.156777;1.073047;3.741280;1.153382;0.992554;3.631395;0.845818;0.991545;3.338541;0.836363;1.072859;1.072859;0.992066;0.992066;1.072859;0.992066;0.000000;1.000000;
4.227609;1.073261;5.020974;1.156843;1.073487;3.745677;1.153359;0.992359;3.640900;0.846006;0.991603;3.333584;0.836908;1.073356;1.073356;0.991993;0.991993;1.073356;0.991993;0.000000;1.000000;
4.249771;1.073805;5.018837;1.156876;1.073920;3.747932;1.153347;0.992153;3.646927;0.846121;0.991672;3.330391;0.837250;1.073853;1.073853;0.991920;0.991920;1.073853;0.991920;0.000000;1.000000;
4.294095;1.074889;5.019196;1.156871;1.074791;3.747559;1.153350;0.991737;3.650724;0.846196;0.991815;3.328416;0.837468;1.074848;1.074848;0.991775;0.991775;1.074848;0.991775;0.000000;1.000000;
4.338420;1.075958;5.025966;1.156764;1.075688;3.740396;1.153386;0.991340;3.641963;0.846029;0.991940;3.333051;0.836971;1.075845;1.075845;0.991630;0.991630;1.075845;0.991630;0.000000;1.000000;
4.382744;1.076998;5.037445;1.156574;1.076637;3.728167;1.153440;0.991001;3.621700;0.845613;0.992010;3.343444;0.835795;1.076846;1.076846;0.991490;0.991490;1.076846;0.991490;0.000000;1.000000;
4.427069;1.077998;5.049743;1.156368;1.077654;3.715034;1.153495;0.990763;3.593995;0.845006;0.991990;3.357208;0.834153;1.077853;1.077853;0.991356;0.991356;1.077853;0.991356;0.000000;1.000000;
4.471393;1.078962;5.059434;1.156199;1.078733;3.704609;1.153532;0.990639;3.563546;0.844270;0.991868;3.371539;0.832285;1.078866;1.078866;0.991234;0.991234;1.078866;0.991234;0.000000;1.000000;
4.515718;1.079905;5.063977;1.156117;1.079850;3.699700;1.153547;0.990630;3.535575;0.843533;0.991652;3.384020;0.830517;1.079882;1.079882;0.991124;0.991124;1.079882;0.991124;0.000000;1.000000;
4.560042;1.080844;5.062330;1.156147;1.080973;3.701481;1.153542;0.990712;3.514856;0.842953;0.991361;3.392864;0.829175;1.080898;1.080898;0.991026;0.991026;1.080898;0.991026;0.000000;1.000000;
4.604367;1.081799;5.055182;1.156274;1.082068;3.709191;1.153516;0.990850;3.504847;0.842662;0.991025;3.397017;0.828517;1.081912;1.081912;0.990935;0.990935;1.081912;0.990935;0.000000;1.000000;
4.648691;1.082784;5.044715;1.156455;1.083112;3.720427;1.153474;0.990999;3.507093;0.842728;0.990681;3.396099;0.828666;1.082922;1.082922;0.990845;0.990845;1.082922;0.990845;0.000000;1.000000;
4.693015;1.083802;5.033964;1.156634;1.084097;3.731902;1.153426;0.991112;3.520963;0.843128;0.990363;3.390308;0.829575;1.083926;1.083926;0.990750;0.990750;1.083926;0.990750;0.000000;1.000000;
4.737340;1.084851;5.025951;1.156764;1.085030;3.740413;1.153386;0.991150;3.543808;0.843757;0.990104;3.380428;0.831044;1.084926;1.084926;0.990644;0.990644;1.084926;0.990644;0.000000;1.000000;
4.781664;1.085916;5.022831;1.156814;1.085934;3.743716;1.153369;0.991089;3.571476;0.844469;0.989927;3.367891;0.832778;1.085923;1.085923;0.990526;0.990526;1.085923;0.990526;0.000000;1.000000;
4.825989;1.086980;5.025300;1.156775;1.086839;3.741101;1.153382;0.990919;3.599113;0.845124;0.989841;3.354732;0.834461;1.086921;1.086921;0.990398;0.990398;1.086921;0.990398;0.000000;1.000000;
4.870313;1.088028;5.032446;1.156659;1.087773;3.733515;1.153418;0.990653;3.622038;0.845625;0.989843;3.343325;0.835819;1.087921;1.087921;0.990261;0.990261;1.087921;0.990261;0.000000;1.000000;
4.914638;1.089048;5.042073;1.156499;1.088754;3.723250;1.153463;0.990317;3.636533;0.845921;0.989909;3.335878;0.836659;1.088925;1.088925;0.990120;0.990120;1.088925;0.990120;0.000000;1.000000;
4.958962;1.090038;5.051389;1.156340;1.089789;3.713267;1.153501;0.989949;3.640404;0.845998;0.990005;3.333859;0.836881;1.089933;1.089933;0.989976;0.989976;1.089933;0.989976;0.000000;1.000000;
5.003287;1.091002;5.058017;1.156219;1.090870;3.706085;1.153522;0.989587;3.633093;0.845854;0.990097;3.337682;0.836462;1.090946;1.090946;0.989834;0.989834;1.090946;0.989834;0.000000;1.000000;
5.047611;1.091951;5.059908;1.156188;1.091975;3.704072;1.153531;0.989274;3.615598;0.845483;0.990143;3.346514;0.835436;1.091961;1.091961;0.989695;0.989695;1.091961;0.989695;0.000000;1.000000;
5.091935;1.092906;5.056509;1.156251;1.093071;3.707763;1.153521;0.989049;3.591653;0.844952;0.990110;3.358334;0.834011;1.092975;1.092975;0.989562;0.989562;1.092975;0.989562;0.000000;1.000000;
5.136260;1.093880;5.049169;1.156378;1.094133;3.715653;1.153493;0.988925;3.565343;0.844315;0.989988;3.370714;0.832397;1.093986;1.093986;0.989439;0.989439;1.093986;0.989439;0.000000;1.000000;
5.180584;1.094881;5.040161;1.156531;1.095148;3.725294;1.153454;0.988900;3.541186;0.843685;0.989784;3.381566;0.830875;1.094993;1.094993;0.989327;0.989327;1.094993;0.989327;0.000000;1.000000;
5.224909;1.095910;5.032086;1.156665;1.096115;3.733899;1.153417;0.988953;3.523305;0.843193;0.989514;3.389298;0.829725;1.095996;1.095996;0.989225;0.989225;1.095996;0.989225;0.000000;1.000000;
5.269233;1.096958;5.027181;1.156744;1.097048;3.739107;1.153392;0.989055;3.514678;0.842948;0.989207;3.392941;0.829163;1.096996;1.096996;0.989129;0.989129;1.096996;0.989129;0.000000;1.000000;
5.313558;1.098016;5.026708;1.156753;1.097964;3.739615;1.153390;0.989172;3.516629;0.842993;0.988887;3.392010;0.829282;1.097994;1.097994;0.989034;0.989034;1.097994;0.989034;0.000000;1.000000;
5.357882;1.099068;5.030954;1.156683;1.098891;3.735101;1.153411;0.989259;3.529170;0.843361;0.988590;3.386831;0.830108;1.098994;1.098994;0.988935;0.988935;1.098994;0.988935;0.000000;1.000000;
5.403665;1.100132;5.038527;1.156559;1.099889;3.727037;1.153447;0.989273;3.549976;0.843918;0.988343;3.377664;0.831433;1.100029;1.100029;0.988823;0.988823;1.100029;0.988823;0.000000;1.000000;
5.449448;1.101168;5.046949;1.156415;1.100933;3.718020;1.153482;0.989191;3.574882;0.844544;0.988176;3.366211;0.832981;1.101069;1.101069;0.988700;0.988700;1.101069;0.988700;0.000000;1.000000;
5.495231;1.102179;5.053711;1.156297;1.102021;3.710749;1.153508;0.989011;3.599262;0.845110;0.988093;3.354465;0.834455;1.102113;1.102113;0.988567;0.988567;1.102113;0.988567;0.000000;1.000000;
5.523955;1.102802;5.055552;1.156267;1.102724;3.708789;1.153517;0.988836;3.611531;0.845400;0.988096;3.348610;0.835201;1.102769;1.102769;0.988478;0.988478;1.102769;0.988478;0.000000;1.000000;
5.552679;1.103425;5.055449;1.156267;1.103427;3.708882;1.153515;0.988639;3.619850;0.845559;0.988120;3.344219;0.835674;1.103426;1.103426;0.988388;0.988388;1.103426;0.988388;0.000000;1.000000;
5.581403;1.104052;5.053764;1.156297;1.104122;3.710699;1.153509;0.988432;3.624267;0.845648;0.988154;3.341933;0.835929;1.104082;1.104082;0.988298;0.988298;1.104082;0.988298;0.000000;1.000000;
5.638851;1.105322;5.048016;1.156398;1.105485;3.716888;1.153488;0.988024;3.624402;0.845676;0.988215;3.342135;0.835958;1.105391;1.105391;0.988116;0.988116;1.105391;0.988116;0.000000;1.000000;
5.690555;1.106490;5.041121;1.156515;1.106669;3.724268;1.153458;0.987691;3.613434;0.845442;0.988238;3.347663;0.835314;1.106565;1.106565;0.987956;0.987956;1.106565;0.987956;0.000000;1.000000;
5.742258;1.107682;5.034952;1.156617;1.107812;3.730839;1.153429;0.987428;3.594312;0.845020;0.988198;3.357128;0.834177;1.107736;1.107736;0.987801;0.987801;1.107736;0.987801;0.000000;1.000000;
5.793962;1.108889;5.031853;1.156669;1.108926;3.734146;1.153415;0.987262;3.571667;0.844472;0.988073;3.367788;0.832789;1.108905;1.108905;0.987655;0.987655;1.108905;0.987655;0.000000;1.000000;
5.845665;1.110100;5.032667;1.156655;1.110036;3.733281;1.153419;0.987193;3.550579;0.843934;0.987866;3.377396;0.831471;1.110073;1.110073;0.987519;0.987519;1.110073;0.987519;0.000000;1.000000;
5.897368;1.111301;5.036977;1.156584;1.111162;3.728691;1.153440;0.987206;3.535457;0.843523;0.987592;3.383995;0.830503;1.111242;1.111242;0.987392;0.987392;1.111242;0.987392;0.000000;1.000000;
5.949072;1.112482;5.043075;1.156482;1.112323;3.722174;1.153466;0.987261;3.529867;0.843371;0.987282;3.386440;0.830146;1.112415;1.112415;0.987271;0.987271;1.112415;0.987271;0.000000;1.000000;
6.000775;1.113641;5.048621;1.156386;1.113523;3.716225;1.153489;0.987315;3.534936;0.843514;0.986973;3.384276;0.830474;1.113591;1.113591;0.987150;0.987150;1.113591;0.987150;0.000000;1.000000;
6.052478;1.114784;5.051582;1.156335;1.114749;3.713046;1.153501;0.987320;3.549257;0.843899;0.986703;3.377980;0.831387;1.114769;1.114769;0.987021;0.987021;1.114769;0.987021;0.000000;1.000000;
6.104182;1.115924;5.050974;1.156346;1.115981;3.713707;1.153499;0.987245;3.569263;0.844406;0.986499;3.368829;0.832634;1.115948;1.115948;0.986884;0.986884;1.115948;0.986884;0.000000;1.000000;
6.155885;1.117073;5.047177;1.156412;1.117197;3.717787;1.153484;0.987077;3.590201;0.844903;0.986375;3.358873;0.833910;1.117125;1.117125;0.986737;0.986737;1.117125;0.986737;0.000000;1.000000;
6.207588;1.118249;5.042081;1.156499;1.118368;3.723241;1.153463;0.986800;3.603767;0.845228;0.986346;3.352445;0.834739;1.118299;1.118299;0.986580;0.986580;1.118299;0.986580;0.000000;1.000000;
6.247387;1.119163;5.039076;1.156549;1.119253;3.726452;1.153449;0.986568;3.608996;0.845345;0.986340;3.349867;0.835050;1.119201;1.119201;0.986458;0.986458;1.119201;0.986458;0.000000;1.000000;
6.283205;1.119989;5.037501;1.156576;1.120042;3.728132;1.153442;0.986358;3.609429;0.845354;0.986337;3.349650;0.835076;1.120012;1.120012;0.986348;0.986348;1.120012;0.986348;0.000000;1.000000;
6.319024;1.120817;5.037137;1.156582;1.120830;3.728519;1.153440;0.986160;3.606044;0.845279;0.986323;3.351325;0.834875;1.120822;1.120822;0.986239;0.986239;1.120822;0.986239;0.000000;1.000000;
6.354842;1.121642;5.037789;1.156571;1.121623;3.727821;1.153443;0.985990;3.599854;0.845143;0.986283;3.354387;0.834507;1.121634;1.121634;0.986132;0.986132;1.121634;0.986132;0.000000;1.000000;
6.390661;1.122465;5.038925;1.156552;1.122418;3.726613;1.153449;0.985833;3.592293;0.844967;0.986232;3.358028;0.834050;1.122445;1.122445;0.986026;0.986026;1.122445;0.986026;0.000000;1.000000;
6.426479;1.123284;5.040573;1.156524;1.123220;3.724853;1.153456;0.985700;3.583419;0.844757;0.986161;3.362268;0.833511;1.123257;1.123257;0.985923;0.985923;1.123257;0.985923;0.000000;1.000000;
6.498116;1.124910;5.043981;1.156467;1.124847;3.721209;1.153471;0.985517;3.566009;0.844331;0.985947;3.370398;0.832438;1.124884;1.124884;0.985725;0.985725;1.124884;0.985725;0.000000;1.000000;
6.540907;1.125872;5.045271;1.156445;1.125835;3.719828;1.153476;0.985467;3.558535;0.844141;0.985768;3.373812;0.831972;1.125856;1.125856;0.985613;0.985613;1.125856;0.985613;0.000000;1.000000;
6.583697;1.126833;5.045548;1.156440;1.126825;3.719531;1.153477;0.985431;3.554894;0.844046;0.985577;3.375450;0.831742;1.126829;1.126829;0.985502;0.985502;1.126829;0.985502;0.000000;1.000000;
6.626487;1.127795;5.044995;1.156450;1.127811;3.720123;1.153475;0.985394;3.555042;0.844050;0.985388;3.375384;0.831752;1.127802;1.127802;0.985391;0.985391;1.127802;0.985391;0.000000;1.000000;
6.712067;1.129729;5.043015;1.156483;1.129769;3.722243;1.153467;0.985281;3.561999;0.844229;0.985041;3.372237;0.832188;1.129746;1.129746;0.985165;0.985165;1.129746;0.985165;0.000000;1.000000;
6.787741;1.131450;5.041072;1.156516;1.131482;3.724320;1.153458;0.985115;3.573756;0.844523;0.984789;3.366811;0.832918;1.131463;1.131463;0.984957;0.984957;1.131463;0.984957;0.000000;1.000000;
6.863414;1.133177;5.040179;1.156531;1.133183;3.725274;1.153454;0.984873;3.585583;0.844809;0.984603;3.361243;0.833643;1.133179;1.133179;0.984742;0.984742;1.133179;0.984742;0.000000;1.000000;
6.915154;1.134358;5.040699;1.156522;1.134346;3.724718;1.153456;0.984663;3.590000;0.844913;0.984515;3.359130;0.833911;1.134353;1.134353;0.984591;0.984591;1.134353;0.984591;0.000000;1.000000;
6.966894;1.135536;5.041582;1.156507;1.135515;3.723775;1.153460;0.984450;3.590635;0.844928;0.984429;3.358829;0.833950;1.135527;1.135527;0.984440;0.984440;1.135527;0.984440;0.000000;1.000000;
7.018634;1.136710;5.042431;1.156493;1.136690;3.722867;1.153464;0.984249;3.588174;0.844871;0.984332;3.360014;0.833801;1.136701;1.136701;0.984289;0.984289;1.136701;0.984289;0.000000;1.000000;
7.122114;1.139054;5.043394;1.156477;1.139047;3.721837;1.153468;0.983899;3.579719;0.844669;0.984094;3.364023;0.833285;1.139051;1.139051;0.983994;0.983994;1.139051;0.983994;0.000000;1.000000;
7.215246;1.141164;5.043008;1.156483;1.141169;3.722250;1.153467;0.983672;3.572515;0.844493;0.983805;3.367390;0.832841;1.141166;1.141166;0.983736;0.983736;1.141166;0.983736;0.000000;1.000000;
7.296748;1.143013;5.042515;1.156492;1.143020;3.722777;1.153464;0.983489;3.570183;0.844435;0.983538;3.368473;0.832697;1.143016;1.143016;0.983513;0.983513;1.143016;0.983513;0.000000;1.000000;
7.378251;1.144864;5.042214;1.156497;1.144868;3.723100;1.153463;0.983298;3.571152;0.844460;0.983278;3.368032;0.832758;1.144866;1.144866;0.983288;0.983288;1.144866;0.983288;0.000000;1.000000;
7.459754;1.146715;5.042161;1.156498;1.146716;3.723156;1.153463;0.983088;3.573721;0.844523;0.983033;3.366837;0.832916;1.146716;1.146716;0.983061;0.983061;1.146716;0.983061;0.000000;1.000000;
7.541256;1.148566;5.042251;1.156496;1.148565;3.723060;1.153463;0.982859;3.576242;0.844584;0.982805;3.365650;0.833071;1.148566;1.148566;0.982833;0.982833;1.148566;0.982833;0.000000;1.000000;
7.704261;1.152266;5.042384;1.156494;1.152265;3.722917;1.153464;0.982381;3.577633;0.844618;0.982367;3.364999;0.833156;1.152266;1.152266;0.982374;0.982374;1.152266;0.982374;0.000000;1.000000;
7.850966;1.155596;5.042402;1.156494;1.155596;3.722898;1.153464;0.981959;3.577101;0.844605;0.981965;3.365249;0.833124;1.155596;1.155596;0.981962;0.981962;1.155596;0.981962;0.000000;1.000000;
7.997671;1.158926;5.042388;1.156494;1.158926;3.722914;1.153464;0.981546;3.576416;0.844589;0.981555;3.365570;0.833082;1.158926;1.158926;0.981551;0.981551;1.158926;0.981551;0.000000;1.000000;
8.291080;1.165586;5.042374;1.156494;1.165586;3.722928;1.153464;0.980728;3.576105;0.844581;0.980730;3.365715;0.833062;1.165586;1.165586;0.980729;0.980729;1.165586;0.980729;0.000000;1.000000;
8.584490;1.172247;5.042374;1.156494;1.172247;3.722928;1.153464;0.979907;3.576199;0.844583;0.979907;3.365671;0.833068;1.172247;1.172247;0.979907;0.979907;1.172247;0.979907;0.000000;1.000000;
9.171309;1.185567;5.042375;1.156494;1.185567;3.722927;1.153464;0.978263;3.576251;0.844584;0.978263;3.365647;0.833071;1.185567;1.185567;0.978263;0.978263;1.185567;0.978263;0.000000;1.000000;
10.000000;1.204378;5.042375;1.156494;1.204378;3.722927;1.153464;0.975941;3.576250;0.844584;0.975941;3.365647;0.833071;1.204378;1.204378;0.975941;0.975941;1.204378;0.975941;0.000000;1.000000;
