time;NETWORK_B1_v_a;
0.034540;-0.313642;
0.034550;-0.309402;
0.034560;-0.305158;
0.034570;-0.300910;
0.034580;-0.296658;
0.034590;-0.292402;
0.034600;-0.288141;
0.034610;-0.283875;
0.034620;-0.279606;
0.034630;-0.275331;
0.034640;-0.271052;
0.034650;-0.266769;
0.034660;-0.262481;
0.034670;-0.258188;
0.034680;-0.253891;
0.034690;-0.249589;
0.034700;-0.245283;
0.034710;-0.240973;
0.034720;-0.236658;
0.034730;-0.232339;
0.034740;-0.228017;
0.034750;-0.223690;
0.034760;-0.219360;
0.034770;-0.215027;
0.034780;-0.210691;
0.034790;-0.206351;
0.034800;-0.202009;
0.034810;-0.197664;
0.034820;-0.193316;
0.034830;-0.188967;
0.034840;-0.184615;
0.034850;-0.180262;
0.034860;-0.175907;
0.034870;-0.171551;
0.034880;-0.167194;
0.034890;-0.162837;
0.034900;-0.158478;
0.034910;-0.154119;
0.034920;-0.149760;
0.034930;-0.145401;
0.034940;-0.141042;
0.034950;-0.136683;
0.034960;-0.132324;
0.034970;-0.127966;
0.034980;-0.123608;
0.034990;-0.119251;
0.035000;-0.114894;
0.035010;-0.110538;
0.035020;-0.106183;
0.035030;-0.101829;
0.035040;-0.097476;
0.035050;-0.093123;
0.035060;-0.088771;
0.035070;-0.084419;
0.035080;-0.080068;
0.035090;-0.075718;
0.035100;-0.071368;
0.035110;-0.067019;
0.035120;-0.062669;
0.035130;-0.058320;
0.035140;-0.053971;
0.035150;-0.049621;
0.035160;-0.045272;
0.035170;-0.040922;
0.035180;-0.036571;
0.035190;-0.032220;
0.035200;-0.027868;
0.035210;-0.023516;
0.035220;-0.019162;
0.035230;-0.014807;
0.035240;-0.010451;
0.035250;-0.006094;
0.035260;-0.001735;
0.035270;0.002625;
0.035280;0.006986;
0.035290;0.011349;
0.035300;0.015713;
0.035310;0.020079;
0.035320;0.024447;
0.035330;0.028815;
0.035340;0.033186;
0.035350;0.037558;
0.035360;0.041931;
0.035370;0.046305;
0.035380;0.050680;
0.035390;0.055057;
0.035400;0.059434;
0.035410;0.063812;
0.035420;0.068191;
0.035430;0.072570;
0.035440;0.076949;
0.035450;0.081328;
0.035460;0.085708;
0.035470;0.090087;
0.035480;0.094465;
0.035490;0.098843;
0.035500;0.103220;
0.035510;0.107596;
0.035520;0.111970;
0.035530;0.116343;
0.035540;0.120714;
0.035550;0.125084;
0.035560;0.129451;
0.035570;0.133816;
0.035580;0.138179;
0.035590;0.142539;
0.035600;0.146897;
0.035610;0.151251;
0.035620;0.155603;
0.035630;0.159952;
0.035640;0.164297;
0.035650;0.168639;
0.035660;0.172979;
0.035670;0.177314;
0.035680;0.181647;
0.035690;0.185976;
0.035700;0.190301;
0.035710;0.194624;
0.035720;0.198943;
0.035730;0.203258;
0.035740;0.207571;
0.035750;0.211880;
0.035760;0.216186;
0.035770;0.220489;
0.035780;0.224789;
0.035790;0.229087;
0.035800;0.233381;
0.035810;0.237673;
0.035820;0.241962;
0.035830;0.246249;
0.035840;0.250533;
0.035850;0.254815;
0.035860;0.259095;
0.035870;0.263373;
0.035880;0.267649;
0.035890;0.271923;
0.035900;0.276195;
0.035910;0.280466;
0.035920;0.284735;
0.035930;0.289002;
0.035940;0.293268;
0.035950;0.297532;
0.035960;0.301794;
0.035970;0.306055;
0.035980;0.310315;
0.035990;0.314573;
0.036000;0.318829;
0.036010;0.323084;
0.036020;0.327337;
0.036030;0.331588;
0.036040;0.335837;
0.036050;0.340084;
0.036060;0.344329;
0.036070;0.348572;
0.036080;0.352813;
0.036090;0.357051;
0.036100;0.361286;
0.036110;0.365519;
0.036120;0.369749;
0.036130;0.373975;
0.036140;0.378198;
0.036150;0.382418;
0.036160;0.386634;
0.036170;0.390846;
0.036180;0.395054;
0.036190;0.399257;
0.036200;0.403457;
0.036210;0.407651;
0.036220;0.411841;
0.036230;0.416027;
0.036240;0.420207;
0.036250;0.424382;
0.036260;0.428551;
0.036270;0.432716;
0.036280;0.436874;
0.036290;0.441027;
0.036300;0.445175;
0.036310;0.449316;
0.036320;0.453452;
0.036330;0.457582;
0.036340;0.461706;
0.036350;0.465824;
0.036360;0.469937;
0.036370;0.474043;
0.036380;0.478143;
0.036390;0.482238;
0.036400;0.486326;
0.036410;0.490409;
0.036420;0.494486;
0.036430;0.498557;
0.036440;0.502623;
0.036450;0.506683;
0.036460;0.510738;
0.036470;0.514787;
0.036480;0.518831;
0.036490;0.522870;
0.036500;0.526904;
0.036510;0.530932;
0.036520;0.534956;
0.036530;0.538975;
0.036540;0.542989;
0.036550;0.546998;
0.036560;0.551003;
0.036570;0.555003;
0.036580;0.558999;
0.036590;0.562990;
0.036600;0.566977;
0.036610;0.570959;
0.036620;0.574937;
0.036630;0.578910;
0.036640;0.582879;
0.036650;0.586844;
0.036660;0.590804;
0.036670;0.594759;
0.036680;0.598710;
0.036690;0.602657;
0.036700;0.606598;
0.036710;0.610535;
0.036720;0.614467;
0.036730;0.618393;
0.036740;0.622315;
0.036750;0.626231;
0.036760;0.630142;
0.036770;0.634047;
0.036780;0.637947;
0.036790;0.641841;
0.036800;0.645728;
0.036810;0.649610;
0.036820;0.653485;
0.036830;0.657354;
0.036840;0.661216;
0.036850;0.665071;
0.036860;0.668920;
0.036870;0.672761;
0.036880;0.676595;
0.036890;0.680422;
0.036900;0.684241;
0.036910;0.688052;
0.036920;0.691856;
0.036930;0.695652;
0.036940;0.699440;
0.036950;0.703220;
0.036960;0.706991;
0.036970;0.710755;
0.036980;0.714511;
0.036990;0.718258;
0.037000;0.721997;
0.037010;0.725727;
0.037020;0.729449;
0.037030;0.733163;
0.037040;0.736869;
0.037050;0.740566;
0.037060;0.744255;
0.037070;0.747936;
0.037080;0.751608;
0.037090;0.755273;
0.037100;0.758929;
0.037110;0.762577;
0.037120;0.766218;
0.037130;0.769850;
0.037140;0.773475;
0.037150;0.777092;
0.037160;0.780701;
0.037170;0.784303;
0.037180;0.787898;
0.037190;0.791484;
0.037200;0.795064;
0.037210;0.798636;
0.037220;0.802201;
0.037230;0.805759;
0.037240;0.809310;
0.037250;0.812853;
0.037260;0.816390;
0.037270;0.819919;
0.037280;0.823442;
0.037290;0.826957;
0.037300;0.830465;
0.037310;0.833967;
0.037320;0.837461;
0.037330;0.840948;
0.037340;0.844428;
0.037350;0.847900;
0.037360;0.851366;
0.037370;0.854824;
0.037380;0.858274;
0.037390;0.861717;
0.037400;0.865152;
0.037410;0.868579;
0.037420;0.871999;
0.037430;0.875410;
0.037440;0.878814;
0.037450;0.882209;
0.037460;0.885595;
0.037470;0.888973;
0.037480;0.892343;
0.037490;0.895703;
0.037500;0.899055;
0.037510;0.902397;
0.037520;0.905731;
0.037530;0.909055;
0.037540;0.912369;
0.037550;0.915674;
0.037560;0.918969;
0.037570;0.922254;
0.037580;0.925530;
0.037590;0.928795;
0.037600;0.932050;
0.037610;0.935295;
0.037620;0.938530;
0.037630;0.941755;
0.037640;0.944969;
0.037650;0.948173;
0.037660;0.951366;
0.037670;0.954549;
0.037680;0.957721;
0.037690;0.960884;
0.037700;0.964035;
0.037710;0.967176;
0.037720;0.970307;
0.037730;0.973428;
0.037740;0.976538;
0.037750;0.979638;
0.037760;0.982727;
0.037770;0.985807;
0.037780;0.988876;
0.037790;0.991936;
0.037800;0.994985;
0.037810;0.998025;
0.037820;1.001054;
0.037830;1.004074;
0.037840;1.007084;
0.037850;1.010085;
0.037860;1.013076;
0.037870;1.016057;
0.037880;1.019029;
0.037890;1.021992;
0.037900;1.024945;
0.037910;1.027889;
0.037920;1.030823;
0.037930;1.033748;
0.037940;1.036664;
0.037950;1.039571;
0.037960;1.042468;
0.037970;1.045356;
0.037980;1.048235;
0.037990;1.051104;
0.038000;1.053964;
0.038010;1.056814;
0.038020;1.059655;
0.038030;1.062487;
0.038040;1.065308;
0.038050;1.068120;
0.038060;1.070922;
0.038070;1.073715;
0.038080;1.076497;
0.038090;1.079269;
0.038100;1.082031;
0.038110;1.084783;
0.038120;1.087524;
0.038130;1.090254;
0.038140;1.092974;
0.038150;1.095684;
0.038160;1.098382;
0.038170;1.101069;
0.038180;1.103745;
0.038190;1.106410;
0.038200;1.109063;
0.038210;1.111705;
0.038220;1.114336;
0.038230;1.116955;
0.038240;1.119562;
0.038250;1.122157;
0.038260;1.124740;
0.038270;1.127312;
0.038280;1.129871;
0.038290;1.132418;
0.038300;1.134954;
0.038310;1.137477;
0.038320;1.139988;
0.038330;1.142487;
0.038340;1.144973;
0.038350;1.147448;
0.038360;1.149910;
0.038370;1.152361;
0.038380;1.154799;
0.038390;1.157225;
0.038400;1.159639;
0.038410;1.162041;
0.038420;1.164431;
0.038430;1.166809;
0.038440;1.169175;
0.038450;1.171530;
0.038460;1.173873;
0.038470;1.176204;
0.038480;1.178523;
0.038490;1.180831;
0.038500;1.183127;
0.038510;1.185413;
0.038520;1.187686;
0.038530;1.189948;
0.038540;1.192200;
0.038550;1.194439;
0.038560;1.196668;
0.038570;1.198886;
0.038580;1.201092;
0.038590;1.203287;
0.038600;1.205471;
0.038610;1.207644;
0.038620;1.209807;
0.038630;1.211957;
0.038640;1.214097;
0.038650;1.216226;
0.038660;1.218344;
0.038670;1.220450;
0.038680;1.222545;
0.038690;1.224629;
0.038700;1.226701;
0.038710;1.228762;
0.038720;1.230812;
0.038730;1.232850;
0.038740;1.234876;
0.038750;1.236891;
0.038760;1.238894;
0.038770;1.240885;
0.038780;1.242864;
0.038790;1.244830;
0.038800;1.246785;
0.038810;1.248727;
0.038820;1.250657;
0.038830;1.252574;
0.038840;1.254479;
0.038850;1.256371;
0.038860;1.258251;
0.038870;1.260117;
0.038880;1.261971;
0.038890;1.263811;
0.038900;1.265639;
0.038910;1.267453;
0.038920;1.269254;
0.038930;1.271042;
0.038940;1.272817;
0.038950;1.274578;
0.038960;1.276326;
0.038970;1.278060;
0.038980;1.279781;
0.038990;1.281489;
0.039000;1.283183;
0.039010;1.284864;
0.039020;1.286531;
0.039030;1.288185;
0.039040;1.289825;
0.039050;1.291453;
0.039060;1.293067;
0.039070;1.294667;
0.039080;1.296255;
0.039090;1.297829;
0.039100;1.299390;
0.039110;1.300939;
0.039120;1.302474;
0.039130;1.303996;
0.039140;1.305505;
0.039150;1.307002;
0.039160;1.308486;
0.039170;1.309957;
0.039180;1.311415;
0.039190;1.312861;
0.039200;1.314294;
0.039210;1.315715;
0.039220;1.317124;
0.039230;1.318519;
0.039240;1.319903;
0.039250;1.321274;
0.039260;1.322633;
0.039270;1.323979;
0.039280;1.325313;
0.039290;1.326635;
0.039300;1.327944;
0.039310;1.329241;
0.039320;1.330526;
0.039330;1.331798;
0.039340;1.333058;
0.039350;1.334305;
0.039360;1.335540;
0.039370;1.336762;
0.039380;1.337972;
0.039390;1.339169;
0.039400;1.340353;
0.039410;1.341524;
0.039420;1.342682;
0.039430;1.343828;
0.039440;1.344960;
0.039450;1.346079;
0.039460;1.347185;
0.039470;1.348278;
0.039480;1.349358;
0.039490;1.350424;
0.039500;1.351476;
0.039510;1.352515;
0.039520;1.353540;
0.039530;1.354552;
0.039540;1.355549;
0.039550;1.356533;
0.039560;1.357503;
0.039570;1.358459;
0.039580;1.359401;
0.039590;1.360329;
0.039600;1.361242;
0.039610;1.362142;
0.039620;1.363028;
0.039630;1.363899;
0.039640;1.364756;
0.039650;1.365599;
0.039660;1.366428;
0.039670;1.367243;
0.039680;1.368043;
0.039690;1.368830;
0.039700;1.369602;
0.039710;1.370361;
0.039720;1.371105;
0.039730;1.371836;
0.039740;1.372552;
0.039750;1.373255;
0.039760;1.373944;
0.039770;1.374619;
0.039780;1.375280;
0.039790;1.375928;
0.039800;1.376562;
0.039810;1.377182;
0.039820;1.377789;
0.039830;1.378383;
0.039840;1.378963;
0.039850;1.379530;
0.039860;1.380084;
0.039870;1.380625;
0.039880;1.381152;
0.039890;1.381666;
0.039900;1.382167;
0.039910;1.382655;
0.039920;1.383130;
0.039930;1.383592;
0.039940;1.384041;
0.039950;1.384476;
0.039960;1.384899;
0.039970;1.385309;
0.039980;1.385706;
0.039990;1.386090;
0.040000;1.386460;
0.040010;1.386818;
0.040020;1.387162;
0.040030;1.387493;
0.040040;1.387812;
0.040050;1.388116;
0.040060;1.388408;
0.040070;1.388686;
0.040080;1.388951;
0.040090;1.389202;
0.040100;1.389440;
0.040110;1.389664;
0.040120;1.389875;
0.040130;1.390072;
0.040140;1.390255;
0.040150;1.390424;
0.040160;1.390580;
0.040170;1.390721;
0.040180;1.390849;
0.040190;1.390962;
0.040200;1.391062;
0.040210;1.391147;
0.040220;1.391218;
0.040230;1.391275;
0.040240;1.391317;
0.040250;1.391346;
0.040260;1.391360;
0.040270;1.391359;
0.040280;1.391345;
0.040290;1.391316;
0.040300;1.391272;
0.040310;1.391215;
0.040320;1.391143;
0.040330;1.391056;
0.040340;1.390956;
0.040350;1.390841;
0.040360;1.390712;
0.040370;1.390569;
0.040380;1.390411;
0.040390;1.390240;
0.040400;1.390054;
0.040410;1.389855;
0.040420;1.389641;
0.040430;1.389414;
0.040440;1.389172;
0.040450;1.388917;
0.040460;1.388648;
0.040470;1.388366;
0.040480;1.388070;
0.040490;1.387760;
0.040500;1.387437;
0.040510;1.387101;
0.040520;1.386751;
0.040530;1.386387;
0.040540;1.386011;
0.040550;1.385621;
0.040560;1.385218;
0.040570;1.384802;
0.040580;1.384372;
0.040590;1.383930;
0.040600;1.383474;
0.040610;1.383005;
0.040620;1.382523;
0.040630;1.382028;
0.040640;1.381520;
0.040650;1.380999;
0.040660;1.380465;
0.040670;1.379918;
0.040680;1.379357;
0.040690;1.378784;
0.040700;1.378197;
0.040710;1.377597;
0.040720;1.376984;
0.040730;1.376357;
0.040740;1.375718;
0.040750;1.375065;
0.040760;1.374398;
0.040770;1.373718;
0.040780;1.373025;
0.040790;1.372318;
0.040800;1.371597;
0.040810;1.370863;
0.040820;1.370115;
0.040830;1.369354;
0.040840;1.368578;
0.040850;1.367789;
0.040860;1.366986;
0.040870;1.366170;
0.040880;1.365339;
0.040890;1.364495;
0.040900;1.363636;
0.040910;1.362764;
0.040920;1.361878;
0.040930;1.360977;
0.040940;1.360063;
0.040950;1.359135;
0.040960;1.358193;
0.040970;1.357237;
0.040980;1.356267;
0.040990;1.355283;
0.041000;1.354286;
0.041010;1.353274;
0.041020;1.352249;
0.041030;1.351210;
0.041040;1.350157;
0.041050;1.349091;
0.041060;1.348011;
0.041070;1.346917;
0.041080;1.345810;
0.041090;1.344689;
0.041100;1.343555;
0.041110;1.342408;
0.041120;1.341248;
0.041130;1.340074;
0.041140;1.338887;
0.041150;1.337687;
0.041160;1.336474;
0.041170;1.335248;
0.041180;1.334009;
0.041190;1.332757;
0.041200;1.331493;
0.041210;1.330215;
0.041220;1.328925;
0.041230;1.327622;
0.041240;1.326307;
0.041250;1.324979;
0.041260;1.323638;
0.041270;1.322284;
0.041280;1.320919;
0.041290;1.319540;
0.041300;1.318149;
0.041310;1.316746;
0.041320;1.315330;
0.041330;1.313901;
0.041340;1.312460;
0.041350;1.311007;
0.041360;1.309540;
0.041370;1.308062;
0.041380;1.306570;
0.041390;1.305066;
0.041400;1.303550;
0.041410;1.302020;
0.041420;1.300478;
0.041430;1.298924;
0.041440;1.297356;
0.041450;1.295776;
0.041460;1.294183;
0.041470;1.292577;
0.041480;1.290958;
0.041490;1.289327;
0.041500;1.287682;
0.041510;1.286025;
0.041520;1.284354;
0.041530;1.282671;
0.041540;1.280975;
0.041550;1.279265;
0.041560;1.277543;
0.041570;1.275807;
0.041580;1.274059;
0.041590;1.272297;
0.041600;1.270523;
0.041610;1.268735;
0.041620;1.266935;
0.041630;1.265121;
0.041640;1.263295;
0.041650;1.261456;
0.041660;1.259603;
0.041670;1.257738;
0.041680;1.255861;
0.041690;1.253970;
0.041700;1.252067;
0.041710;1.250151;
0.041720;1.248222;
0.041730;1.246281;
0.041740;1.244328;
0.041750;1.242362;
0.041760;1.240383;
0.041770;1.238393;
0.041780;1.236390;
0.041790;1.234375;
0.041800;1.232348;
0.041810;1.230308;
0.041820;1.228257;
0.041830;1.226194;
0.041840;1.224119;
0.041850;1.222032;
0.041860;1.219933;
0.041870;1.217823;
0.041880;1.215701;
0.041890;1.213567;
0.041900;1.211421;
0.041910;1.209265;
0.041920;1.207096;
0.041930;1.204916;
0.041940;1.202725;
0.041950;1.200522;
0.041960;1.198308;
0.041970;1.196082;
0.041980;1.193845;
0.041990;1.191597;
0.042000;1.189337;
0.042010;1.187065;
0.042020;1.184783;
0.042030;1.182489;
0.042040;1.180184;
0.042050;1.177867;
0.042060;1.175539;
0.042070;1.173199;
0.042080;1.170848;
0.042090;1.168485;
0.042100;1.166111;
0.042110;1.163726;
0.042120;1.161329;
0.042130;1.158921;
0.042140;1.156501;
0.042150;1.154069;
0.042160;1.151626;
0.042170;1.149171;
0.042180;1.146705;
0.042190;1.144227;
0.042200;1.141738;
0.042210;1.139237;
0.042220;1.136724;
0.042230;1.134200;
0.042240;1.131665;
0.042250;1.129117;
0.042260;1.126558;
0.042270;1.123988;
0.042280;1.121406;
0.042290;1.118813;
0.042300;1.116208;
0.042310;1.113592;
0.042320;1.110965;
0.042330;1.108326;
0.042340;1.105676;
0.042350;1.103015;
0.042360;1.100342;
0.042370;1.097659;
0.042380;1.094964;
0.042390;1.092259;
0.042400;1.089542;
0.042410;1.086815;
0.042420;1.084076;
0.042430;1.081327;
0.042440;1.078567;
0.042450;1.075797;
0.042460;1.073016;
0.042470;1.070225;
0.042480;1.067423;
0.042490;1.064610;
0.042500;1.061788;
0.042510;1.058955;
0.042520;1.056112;
0.042530;1.053259;
0.042540;1.050395;
0.042550;1.047522;
0.042560;1.044638;
0.042570;1.041745;
0.042580;1.038842;
0.042590;1.035928;
0.042600;1.033005;
0.042610;1.030073;
0.042620;1.027130;
0.042630;1.024177;
0.042640;1.021215;
0.042650;1.018243;
0.042660;1.015262;
0.042670;1.012270;
0.042680;1.009269;
0.042690;1.006259;
0.042700;1.003238;
0.042710;1.000208;
0.042720;0.997168;
0.042730;0.994119;
0.042740;0.991060;
0.042750;0.987991;
0.042760;0.984912;
0.042770;0.981824;
0.042780;0.978726;
0.042790;0.975619;
0.042800;0.972501;
0.042810;0.969374;
0.042820;0.966237;
0.042830;0.963091;
0.042840;0.959935;
0.042850;0.956769;
0.042860;0.953593;
0.042870;0.950408;
0.042880;0.947213;
0.042890;0.944009;
0.042900;0.940795;
0.042910;0.937571;
0.042920;0.934337;
0.042930;0.931094;
0.042940;0.927842;
0.042950;0.924580;
0.042960;0.921308;
0.042970;0.918027;
0.042980;0.914737;
0.042990;0.911438;
0.043000;0.908129;
0.043010;0.904810;
0.043020;0.901483;
0.043030;0.898147;
0.043040;0.894801;
0.043050;0.891447;
0.043060;0.888083;
0.043070;0.884711;
0.043080;0.881330;
0.043090;0.877940;
0.043100;0.874541;
0.043110;0.871134;
0.043120;0.867718;
0.043130;0.864294;
0.043140;0.860861;
0.043150;0.857420;
0.043160;0.853970;
0.043170;0.850513;
0.043180;0.847047;
0.043190;0.843573;
0.043200;0.840091;
0.043210;0.836601;
0.043220;0.833102;
0.043230;0.829597;
0.043240;0.826083;
0.043250;0.822561;
0.043260;0.819031;
0.043270;0.815494;
0.043280;0.811949;
0.043290;0.808397;
0.043300;0.804836;
0.043310;0.801268;
0.043320;0.797693;
0.043330;0.794109;
0.043340;0.790519;
0.043350;0.786920;
0.043360;0.783314;
0.043370;0.779701;
0.043380;0.776080;
0.043390;0.772452;
0.043400;0.768816;
0.043410;0.765172;
0.043420;0.761521;
0.043430;0.757863;
0.043440;0.754197;
0.043450;0.750523;
0.043460;0.746842;
0.043470;0.743154;
0.043480;0.739458;
0.043490;0.735755;
0.043500;0.732044;
0.043510;0.728326;
0.043520;0.724601;
0.043530;0.720868;
0.043540;0.717127;
0.043550;0.713380;
0.043560;0.709625;
0.043570;0.705863;
0.043580;0.702093;
0.043590;0.698316;
0.043600;0.694533;
0.043610;0.690742;
0.043620;0.686943;
0.043630;0.683138;
0.043640;0.679326;
0.043650;0.675507;
0.043660;0.671680;
0.043670;0.667847;
0.043680;0.664008;
0.043690;0.660161;
0.043700;0.656308;
0.043710;0.652448;
0.043720;0.648581;
0.043730;0.644708;
0.043740;0.640829;
0.043750;0.636943;
0.043760;0.633051;
0.043770;0.629152;
0.043780;0.625248;
0.043790;0.621337;
0.043800;0.617420;
0.043810;0.613497;
0.043820;0.609569;
0.043830;0.605634;
0.043840;0.601694;
0.043850;0.597748;
0.043860;0.593796;
0.043870;0.589839;
0.043880;0.585876;
0.043890;0.581907;
0.043900;0.577934;
0.043910;0.573954;
0.043920;0.569969;
0.043930;0.565979;
0.043940;0.561984;
0.043950;0.557983;
0.043960;0.553977;
0.043970;0.549966;
0.043980;0.545950;
0.043990;0.541929;
0.044000;0.537902;
0.044010;0.533870;
0.044020;0.529834;
0.044030;0.525792;
0.044040;0.521745;
0.044050;0.517693;
0.044060;0.513636;
0.044070;0.509574;
0.044080;0.505508;
0.044090;0.501436;
0.044100;0.497359;
0.044110;0.493277;
0.044120;0.489191;
0.044130;0.485099;
0.044140;0.481003;
0.044150;0.476902;
0.044160;0.472796;
0.044170;0.468685;
0.044180;0.464569;
0.044190;0.460448;
0.044200;0.456323;
0.044210;0.452193;
0.044220;0.448058;
0.044230;0.443919;
0.044240;0.439775;
0.044250;0.435626;
0.044260;0.431473;
0.044270;0.427315;
0.044280;0.423153;
0.044290;0.418986;
0.044300;0.414815;
0.044310;0.410640;
0.044320;0.406460;
0.044330;0.402276;
0.044340;0.398088;
0.044350;0.393896;
0.044360;0.389700;
0.044370;0.385500;
0.044380;0.381296;
0.044390;0.377088;
0.044400;0.372876;
0.044410;0.368661;
0.044420;0.364442;
0.044430;0.360219;
0.044440;0.355993;
0.044450;0.351763;
0.044460;0.347530;
0.044470;0.343293;
0.044480;0.339054;
0.044490;0.334811;
0.044500;0.330564;
0.044510;0.326315;
0.044520;0.322063;
0.044530;0.317808;
0.044540;0.313550;
0.044550;0.309289;
0.044560;0.305025;
0.044570;0.300758;
0.044580;0.296489;
0.044590;0.292217;
0.044600;0.287942;
0.044610;0.283665;
0.044620;0.279385;
0.044630;0.275103;
0.044640;0.270818;
0.044650;0.266531;
0.044660;0.262241;
0.044670;0.257949;
0.044680;0.253655;
0.044690;0.249358;
0.044700;0.245058;
0.044710;0.240757;
0.044720;0.236453;
0.044730;0.232147;
0.044740;0.227839;
0.044750;0.223528;
0.044760;0.219216;
0.044770;0.214901;
0.044780;0.210584;
0.044790;0.206264;
0.044800;0.201943;
0.044810;0.197620;
0.044820;0.193294;
0.044830;0.188967;
0.044840;0.184637;
0.044850;0.180306;
0.044860;0.175972;
0.044870;0.171637;
0.044880;0.167299;
0.044890;0.162960;
0.044900;0.158619;
0.044910;0.154276;
0.044920;0.149931;
0.044930;0.145585;
0.044940;0.141237;
0.044950;0.136888;
0.044960;0.132536;
0.044970;0.128184;
0.044980;0.123830;
0.044990;0.119474;
0.045000;0.115117;
0.045010;0.110759;
0.045020;0.106400;
0.045030;0.102039;
0.045040;0.097677;
0.045050;0.093314;
0.045060;0.088951;
0.045070;0.084586;
0.045080;0.080221;
0.045090;0.075854;
0.045100;0.071487;
0.045110;0.067119;
0.045120;0.062751;
0.045130;0.058382;
0.045140;0.054013;
0.045150;0.049643;
0.045160;0.045273;
0.045170;0.040903;
0.045180;0.036532;
0.045190;0.032161;
0.045200;0.027790;
0.045210;0.023419;
0.045220;0.019048;
0.045230;0.014677;
0.045240;0.010306;
0.045250;0.005935;
0.045260;0.001564;
0.045270;-0.002806;
0.045280;-0.007177;
0.045290;-0.011547;
0.045300;-0.015917;
0.045310;-0.020286;
0.045320;-0.024655;
0.045330;-0.029024;
0.045340;-0.033392;
0.045350;-0.037759;
0.045360;-0.042127;
0.045370;-0.046493;
0.045380;-0.050860;
0.045390;-0.055225;
0.045400;-0.059590;
0.045410;-0.063955;
0.045420;-0.068318;
0.045430;-0.072682;
0.045440;-0.077044;
0.045450;-0.081406;
0.045460;-0.085767;
0.045470;-0.090127;
0.045480;-0.094486;
0.045490;-0.098845;
0.045500;-0.103203;
0.045510;-0.107560;
0.045520;-0.111916;
0.045530;-0.116271;
0.045540;-0.120625;
0.045550;-0.124978;
0.045560;-0.129330;
0.045570;-0.133681;
0.045580;-0.138031;
0.045590;-0.142380;
0.045600;-0.146727;
0.045610;-0.151074;
0.045620;-0.155419;
0.045630;-0.159762;
0.045640;-0.164104;
0.045650;-0.168445;
0.045660;-0.172784;
0.045670;-0.177122;
0.045680;-0.181458;
0.045690;-0.185793;
0.045700;-0.190125;
0.045710;-0.194456;
0.045720;-0.198785;
0.045730;-0.203112;
0.045740;-0.207437;
0.045750;-0.211760;
0.045760;-0.216081;
0.045770;-0.220400;
0.045780;-0.224716;
0.045790;-0.229030;
0.045800;-0.233342;
0.045810;-0.237652;
0.045820;-0.241959;
0.045830;-0.246263;
0.045840;-0.250565;
0.045850;-0.254865;
0.045860;-0.259161;
0.045870;-0.263455;
0.045880;-0.267747;
0.045890;-0.272035;
0.045900;-0.276320;
0.045910;-0.280603;
0.045920;-0.284883;
0.045930;-0.289159;
0.045940;-0.293433;
0.045950;-0.297703;
0.045960;-0.301971;
0.045970;-0.306235;
0.045980;-0.310496;
0.045990;-0.314754;
0.046000;-0.319008;
0.046010;-0.323260;
0.046020;-0.327508;
0.046030;-0.331753;
0.046040;-0.335994;
0.046050;-0.340232;
0.046060;-0.344467;
0.046070;-0.348698;
0.046080;-0.352926;
0.046090;-0.357150;
0.046100;-0.361371;
0.046110;-0.365588;
0.046120;-0.369802;
0.046130;-0.374012;
0.046140;-0.378219;
0.046150;-0.382421;
0.046160;-0.386621;
0.046170;-0.390816;
0.046180;-0.395008;
0.046190;-0.399196;
0.046200;-0.403381;
0.046210;-0.407561;
0.046220;-0.411738;
0.046230;-0.415911;
0.046240;-0.420079;
0.046250;-0.424244;
0.046260;-0.428405;
0.046270;-0.432562;
0.046280;-0.436715;
0.046290;-0.440863;
0.046300;-0.445007;
0.046310;-0.449148;
0.046320;-0.453283;
0.046330;-0.457415;
0.046340;-0.461542;
0.046350;-0.465664;
0.046360;-0.469782;
0.046370;-0.473896;
0.046380;-0.478005;
0.046390;-0.482109;
0.046400;-0.486208;
0.046410;-0.490303;
0.046420;-0.494393;
0.046430;-0.498478;
0.046440;-0.502558;
0.046450;-0.506633;
0.046460;-0.510702;
0.046470;-0.514767;
0.046480;-0.518827;
0.046490;-0.522881;
0.046500;-0.526930;
0.046510;-0.530974;
0.046520;-0.535012;
0.046530;-0.539045;
0.046540;-0.543072;
0.046550;-0.547094;
0.046560;-0.551111;
0.046570;-0.555121;
0.046580;-0.559127;
0.046590;-0.563126;
0.046600;-0.567120;
0.046610;-0.571108;
0.046620;-0.575090;
0.046630;-0.579066;
0.046640;-0.583037;
0.046650;-0.587001;
0.046660;-0.590960;
0.046670;-0.594913;
0.046680;-0.598860;
0.046690;-0.602801;
0.046700;-0.606736;
0.046710;-0.610664;
0.046720;-0.614587;
0.046730;-0.618504;
0.046740;-0.622414;
0.046750;-0.626319;
0.046760;-0.630217;
0.046770;-0.634109;
0.046780;-0.637995;
0.046790;-0.641874;
0.046800;-0.645748;
0.046810;-0.649615;
0.046820;-0.653476;
0.046830;-0.657330;
0.046840;-0.661178;
0.046850;-0.665020;
0.046860;-0.668855;
0.046870;-0.672684;
0.046880;-0.676506;
0.046890;-0.680322;
0.046900;-0.684131;
0.046910;-0.687934;
0.046920;-0.691730;
0.046930;-0.695519;
0.046940;-0.699301;
0.046950;-0.703077;
0.046960;-0.706846;
0.046970;-0.710608;
0.046980;-0.714364;
0.046990;-0.718112;
0.047000;-0.721853;
0.047010;-0.725587;
