time;GEN_generator_theta;GEN_generator_omegaPu;GEN_generator_eqPPu;GEN_generator_edPPu;GEN_generator_eqPPPu;GEN_generator_edPPPu;GEN_generator_PGenPu;GEN_generator_QGenPu;GEN_generator_psiAgPu;GEN_generator_satDPu;GEN_generator_satQPu;GEN_generator_UPu;
1.878414;1.099896;1.000966;0.788314;0.581644;0.701600;0.717541;0.823555;-0.016162;0.997622;1.098111;1.093206;0.989731;
1.883789;1.101436;1.000859;0.788076;0.582466;0.700895;0.718584;0.824511;-0.015811;0.997731;1.098197;1.093287;0.989766;
1.889164;1.102796;1.000752;0.787830;0.583290;0.700221;0.719598;0.825105;-0.015432;0.997847;1.098289;1.093374;0.989813;
1.894539;1.103975;1.000645;0.787577;0.584115;0.699577;0.720584;0.825339;-0.015024;0.997970;1.098386;1.093467;0.989872;
1.899913;1.104974;1.000538;0.787318;0.584938;0.698966;0.721541;0.825216;-0.014587;0.998101;1.098490;1.093566;0.989941;
1.905288;1.105791;1.000430;0.787052;0.585760;0.698389;0.722466;0.824742;-0.014121;0.998240;1.098600;1.093670;0.990023;
1.910663;1.106428;1.000324;0.786781;0.586579;0.697846;0.723359;0.823920;-0.013626;0.998386;1.098716;1.093780;0.990115;
1.916038;1.106886;1.000218;0.786506;0.587394;0.697338;0.724219;0.822757;-0.013103;0.998540;1.098838;1.093896;0.990218;
1.921412;1.107165;1.000113;0.786226;0.588203;0.696867;0.725045;0.821257;-0.012551;0.998701;1.098966;1.094018;0.990332;
1.926787;1.107269;1.000009;0.785944;0.589005;0.696432;0.725837;0.819429;-0.011972;0.998869;1.099100;1.094145;0.990457;
1.932162;1.107198;0.999906;0.785659;0.589800;0.696035;0.726594;0.817278;-0.011367;0.999045;1.099239;1.094277;0.990591;
1.937537;1.106955;0.999805;0.785373;0.590586;0.695676;0.727315;0.814814;-0.010735;0.999227;1.099384;1.094415;0.990736;
1.942911;1.106543;0.999706;0.785085;0.591363;0.695355;0.727999;0.812045;-0.010078;0.999416;1.099534;1.094558;0.990890;
1.948286;1.105966;0.999609;0.784798;0.592129;0.695072;0.728646;0.808980;-0.009398;0.999611;1.099690;1.094705;0.991053;
1.953661;1.105226;0.999514;0.784510;0.592882;0.694829;0.729255;0.805628;-0.008695;0.999812;1.099850;1.094857;0.991225;
1.959036;1.104328;0.999421;0.784224;0.593624;0.694624;0.729827;0.801999;-0.007970;1.000018;1.100014;1.095014;0.991405;
1.964411;1.103275;0.999331;0.783939;0.594351;0.694458;0.730359;0.798105;-0.007226;1.000230;1.100183;1.095174;0.991592;
1.969785;1.102072;0.999243;0.783657;0.595064;0.694330;0.730854;0.793957;-0.006462;1.000446;1.100356;1.095338;0.991787;
1.975160;1.100724;0.999159;0.783377;0.595761;0.694241;0.731309;0.789564;-0.005683;1.000667;1.100532;1.095506;0.991988;
1.980535;1.099236;0.999077;0.783101;0.596442;0.694190;0.731725;0.784943;-0.004887;1.000891;1.100711;1.095676;0.992195;
1.985910;1.097612;0.998999;0.782830;0.597106;0.694177;0.732101;0.780102;-0.004079;1.001119;1.100894;1.095849;0.992408;
1.991284;1.095859;0.998923;0.782563;0.597752;0.694201;0.732438;0.775054;-0.003260;1.001349;1.101078;1.096024;0.992625;
1.996659;1.093983;0.998852;0.782301;0.598379;0.694262;0.732736;0.769817;-0.002429;1.001582;1.101265;1.096201;0.992847;
2.002034;1.091988;0.998784;0.782046;0.598987;0.694359;0.732995;0.764400;-0.001592;1.001817;1.101453;1.096380;0.993072;
2.007409;1.089882;0.998720;0.781796;0.599574;0.694491;0.733214;0.758818;-0.000749;1.002052;1.101642;1.096560;0.993300;
2.012783;1.087670;0.998659;0.781554;0.600141;0.694658;0.733394;0.753086;0.000098;1.002289;1.101831;1.096740;0.993530;
2.018158;1.085360;0.998602;0.781319;0.600687;0.694858;0.733535;0.747218;0.000947;1.002525;1.102021;1.096920;0.993762;
2.023533;1.082957;0.998550;0.781092;0.601211;0.695090;0.733637;0.741228;0.001796;1.002761;1.102211;1.097100;0.993995;
2.028908;1.080469;0.998501;0.780873;0.601713;0.695355;0.733701;0.735133;0.002643;1.002996;1.102400;1.097280;0.994229;
2.034283;1.077903;0.998457;0.780663;0.602192;0.695649;0.733728;0.728946;0.003485;1.003230;1.102588;1.097459;0.994463;
2.039657;1.075266;0.998417;0.780462;0.602648;0.695973;0.733717;0.722683;0.004322;1.003461;1.102774;1.097636;0.994696;
2.045032;1.072564;0.998381;0.780270;0.603080;0.696325;0.733670;0.716359;0.005151;1.003690;1.102959;1.097811;0.994927;
2.050407;1.069805;0.998349;0.780089;0.603488;0.696703;0.733587;0.709989;0.005970;1.003916;1.103141;1.097984;0.995157;
2.055782;1.066996;0.998322;0.779917;0.603872;0.697107;0.733468;0.703588;0.006777;1.004138;1.103320;1.098154;0.995384;
2.061156;1.064145;0.998299;0.779755;0.604232;0.697535;0.733315;0.697173;0.007572;1.004356;1.103496;1.098321;0.995609;
2.066531;1.061258;0.998280;0.779604;0.604567;0.697986;0.733128;0.690757;0.008351;1.004569;1.103669;1.098485;0.995830;
2.071906;1.058343;0.998266;0.779464;0.604877;0.698458;0.732908;0.684357;0.009114;1.004778;1.103837;1.098645;0.996048;
2.077281;1.055408;0.998255;0.779334;0.605162;0.698950;0.732656;0.677986;0.009858;1.004981;1.104002;1.098802;0.996261;
2.082656;1.052459;0.998250;0.779216;0.605422;0.699460;0.732374;0.671660;0.010584;1.005179;1.104162;1.098954;0.996469;
2.088030;1.049504;0.998248;0.779108;0.605657;0.699986;0.732062;0.665393;0.011289;1.005370;1.104317;1.099101;0.996672;
2.093405;1.046550;0.998251;0.779012;0.605867;0.700528;0.731721;0.659199;0.011971;1.005556;1.104467;1.099244;0.996870;
2.098780;1.043603;0.998257;0.778928;0.606052;0.701083;0.731353;0.653093;0.012631;1.005734;1.104612;1.099381;0.997062;
2.104155;1.040671;0.998268;0.778854;0.606212;0.701651;0.730959;0.647087;0.013267;1.005906;1.104751;1.099514;0.997248;
2.109529;1.037761;0.998283;0.778792;0.606348;0.702229;0.730541;0.641196;0.013878;1.006070;1.104885;1.099641;0.997427;
2.114904;1.034879;0.998302;0.778741;0.606459;0.702816;0.730099;0.635432;0.014463;1.006228;1.105013;1.099762;0.997600;
2.120279;1.032032;0.998324;0.778702;0.606547;0.703410;0.729635;0.629807;0.015021;1.006377;1.105134;1.099877;0.997766;
2.125654;1.029226;0.998350;0.778674;0.606610;0.704011;0.729151;0.624334;0.015553;1.006519;1.105250;1.099987;0.997925;
2.131028;1.026467;0.998380;0.778656;0.606650;0.704615;0.728648;0.619023;0.016057;1.006654;1.105359;1.100091;0.998076;
2.136403;1.023762;0.998414;0.778650;0.606667;0.705223;0.728128;0.613886;0.016533;1.006780;1.105462;1.100189;0.998221;
2.141778;1.021115;0.998450;0.778655;0.606661;0.705832;0.727592;0.608934;0.016982;1.006899;1.105559;1.100281;0.998357;
2.147153;1.018534;0.998490;0.778670;0.606633;0.706441;0.727042;0.604176;0.017402;1.007010;1.105649;1.100367;0.998487;
2.152528;1.016022;0.998533;0.778695;0.606584;0.707048;0.726479;0.599620;0.017793;1.007113;1.105733;1.100446;0.998608;
2.157902;1.013586;0.998580;0.778731;0.606514;0.707652;0.725906;0.595277;0.018157;1.007209;1.105811;1.100520;0.998722;
2.163277;1.011230;0.998629;0.778777;0.606423;0.708252;0.725324;0.591154;0.018492;1.007296;1.105882;1.100588;0.998829;
2.168652;1.008959;0.998680;0.778832;0.606313;0.708846;0.724734;0.587258;0.018799;1.007376;1.105947;1.100650;0.998927;
2.174027;1.006778;0.998734;0.778897;0.606184;0.709433;0.724139;0.583597;0.019079;1.007448;1.106006;1.100706;0.999018;
2.179401;1.004689;0.998791;0.778971;0.606036;0.710011;0.723540;0.580175;0.019331;1.007513;1.106059;1.100756;0.999101;
2.184776;1.002698;0.998850;0.779054;0.605872;0.710580;0.722939;0.576999;0.019556;1.007571;1.106106;1.100800;0.999177;
2.190151;1.000807;0.998910;0.779145;0.605690;0.711138;0.722337;0.574073;0.019755;1.007621;1.106147;1.100840;0.999245;
2.195526;0.999021;0.998973;0.779244;0.605493;0.711684;0.721736;0.571401;0.019928;1.007665;1.106182;1.100873;0.999306;
2.200900;0.997342;0.999037;0.779351;0.605281;0.712217;0.721139;0.568986;0.020075;1.007701;1.106212;1.100902;0.999360;
2.206275;0.995773;0.999103;0.779466;0.605054;0.712736;0.720546;0.566832;0.020198;1.007731;1.106237;1.100925;0.999406;
2.211650;0.994316;0.999170;0.779587;0.604815;0.713240;0.719959;0.564938;0.020297;1.007755;1.106256;1.100943;0.999445;
2.217025;0.992973;0.999239;0.779715;0.604563;0.713727;0.719380;0.563309;0.020372;1.007773;1.106271;1.100957;0.999477;
2.222400;0.991746;0.999308;0.779849;0.604301;0.714198;0.718810;0.561943;0.020425;1.007785;1.106280;1.100966;0.999503;
2.227774;0.990637;0.999378;0.779989;0.604028;0.714651;0.718251;0.560841;0.020457;1.007791;1.106285;1.100971;0.999522;
2.233149;0.989647;0.999449;0.780134;0.603745;0.715084;0.717704;0.560001;0.020467;1.007791;1.106286;1.100971;0.999534;
2.238524;0.988777;0.999520;0.780284;0.603455;0.715499;0.717171;0.559423;0.020457;1.007786;1.106282;1.100968;0.999540;
2.243899;0.988027;0.999591;0.780438;0.603157;0.715893;0.716653;0.559104;0.020428;1.007777;1.106274;1.100960;0.999539;
2.254648;0.986888;0.999734;0.780758;0.602545;0.716618;0.715669;0.559228;0.020315;1.007744;1.106247;1.100934;0.999521;
2.264323;0.986275;0.999862;0.781056;0.601979;0.717196;0.714848;0.560192;0.020155;1.007699;1.106210;1.100900;0.999485;
2.273997;0.986047;0.999988;0.781362;0.601405;0.717700;0.714093;0.561935;0.019946;1.007642;1.106164;1.100856;0.999431;
2.283672;0.986198;1.000112;0.781672;0.600829;0.718128;0.713411;0.564424;0.019690;1.007573;1.106108;1.100802;0.999360;
2.293347;0.986718;1.000232;0.781985;0.600257;0.718479;0.712806;0.567623;0.019394;1.007494;1.106044;1.100741;0.999275;
2.303021;0.987596;1.000348;0.782298;0.599693;0.718752;0.712283;0.571490;0.019060;1.007407;1.105972;1.100673;0.999174;
2.312696;0.988818;1.000458;0.782607;0.599144;0.718947;0.711844;0.575979;0.018695;1.007311;1.105894;1.100599;0.999061;
2.322370;0.990366;1.000563;0.782912;0.598614;0.719063;0.711492;0.581039;0.018300;1.007209;1.105811;1.100520;0.998934;
2.332045;0.992223;1.000662;0.783209;0.598108;0.719101;0.711228;0.586619;0.017881;1.007100;1.105722;1.100436;0.998797;
2.340752;0.994142;1.000744;0.783469;0.597676;0.719069;0.711066;0.592043;0.017485;1.006999;1.105640;1.100358;0.998665;
2.349459;0.996278;1.000821;0.783719;0.597270;0.718977;0.710977;0.597801;0.017074;1.006894;1.105554;1.100276;0.998525;
2.358166;0.998614;1.000891;0.783958;0.596892;0.718826;0.710959;0.603851;0.016652;1.006786;1.105466;1.100193;0.998378;
2.366873;1.001133;1.000954;0.784185;0.596545;0.718616;0.711011;0.610149;0.016220;1.006676;1.105377;1.100108;0.998225;
2.375581;1.003814;1.001010;0.784399;0.596231;0.718352;0.711132;0.616651;0.015781;1.006565;1.105286;1.100022;0.998068;
2.383417;1.006353;1.001055;0.784579;0.595978;0.718068;0.711298;0.622644;0.015382;1.006463;1.105204;1.099944;0.997923;
2.391253;1.008993;1.001093;0.784746;0.595755;0.717743;0.711516;0.628734;0.014981;1.006362;1.105122;1.099866;0.997775;
2.399090;1.011722;1.001126;0.784900;0.595562;0.717379;0.711785;0.634889;0.014579;1.006261;1.105039;1.099787;0.997625;
2.406926;1.014524;1.001153;0.785040;0.595400;0.716979;0.712102;0.641078;0.014178;1.006160;1.104957;1.099709;0.997474;
2.414763;1.017383;1.001173;0.785166;0.595270;0.716544;0.712465;0.647270;0.013781;1.006060;1.104876;1.099632;0.997323;
2.422599;1.020286;1.001188;0.785277;0.595172;0.716078;0.712870;0.653434;0.013388;1.005961;1.104796;1.099556;0.997171;
2.430435;1.023216;1.001196;0.785373;0.595106;0.715582;0.713316;0.659540;0.013001;1.005864;1.104717;1.099481;0.997021;
2.438272;1.026161;1.001199;0.785453;0.595072;0.715060;0.713800;0.665561;0.012622;1.005769;1.104640;1.099408;0.996872;
2.446108;1.029104;1.001195;0.785517;0.595070;0.714515;0.714317;0.671468;0.012253;1.005676;1.104565;1.099337;0.996725;
2.453945;1.032033;1.001186;0.785566;0.595100;0.713949;0.714866;0.677234;0.011895;1.005587;1.104492;1.099268;0.996582;
2.461781;1.034933;1.001172;0.785598;0.595162;0.713365;0.715443;0.682836;0.011551;1.005501;1.104423;1.099202;0.996442;
2.469618;1.037790;1.001152;0.785615;0.595253;0.712766;0.716045;0.688248;0.011221;1.005418;1.104356;1.099138;0.996306;
2.477454;1.040592;1.001127;0.785615;0.595375;0.712156;0.716668;0.693448;0.010907;1.005340;1.104293;1.099078;0.996176;
2.485290;1.043327;1.001097;0.785600;0.595526;0.711538;0.717310;0.698416;0.010611;1.005267;1.104233;1.099021;0.996051;
2.493127;1.045982;1.001062;0.785569;0.595704;0.710914;0.717966;0.703131;0.010334;1.005198;1.104178;1.098969;0.995933;
2.500963;1.048545;1.001023;0.785523;0.595908;0.710287;0.718634;0.707576;0.010078;1.005135;1.104127;1.098920;0.995822;
2.508800;1.051008;1.000979;0.785462;0.596138;0.709661;0.719309;0.711734;0.009844;1.005078;1.104080;1.098876;0.995718;
2.516636;1.053358;1.000932;0.785387;0.596392;0.709039;0.719990;0.715591;0.009634;1.005027;1.104039;1.098837;0.995623;
2.524472;1.055588;1.000881;0.785298;0.596668;0.708423;0.720673;0.719135;0.009448;1.004982;1.104002;1.098802;0.995536;
2.532309;1.057689;1.000827;0.785195;0.596965;0.707816;0.721355;0.722353;0.009289;1.004944;1.103972;1.098773;0.995458;
2.540145;1.059652;1.000770;0.785080;0.597282;0.707221;0.722032;0.725237;0.009156;1.004913;1.103946;1.098749;0.995390;
2.547982;1.061472;1.000710;0.784953;0.597615;0.706641;0.722702;0.727779;0.009050;1.004889;1.103927;1.098731;0.995331;
2.555818;1.063141;1.000648;0.784814;0.597964;0.706078;0.723362;0.729972;0.008973;1.004872;1.103914;1.098718;0.995282;
2.563655;1.064655;1.000584;0.784666;0.598327;0.705535;0.724010;0.731813;0.008924;1.004864;1.103907;1.098711;0.995244;
2.571491;1.066009;1.000518;0.784507;0.598702;0.705013;0.724642;0.733301;0.008906;1.004862;1.103906;1.098710;0.995216;
2.579327;1.067201;1.000451;0.784340;0.599087;0.704516;0.725256;0.734434;0.008916;1.004869;1.103911;1.098715;0.995198;
2.587164;1.068227;1.000383;0.784164;0.599480;0.704044;0.725851;0.735213;0.008955;1.004883;1.103922;1.098726;0.995191;
2.595000;1.069086;1.000315;0.783981;0.599881;0.703600;0.726424;0.735640;0.009024;1.004905;1.103940;1.098743;0.995194;
2.602837;1.069777;1.000246;0.783793;0.600286;0.703185;0.726972;0.735721;0.009122;1.004934;1.103964;1.098765;0.995208;
2.610673;1.070299;1.000178;0.783599;0.600694;0.702800;0.727495;0.735460;0.009248;1.004971;1.103993;1.098794;0.995231;
2.618509;1.070654;1.000110;0.783400;0.601103;0.702448;0.727990;0.734864;0.009401;1.005015;1.104029;1.098827;0.995265;
2.626346;1.070842;1.000043;0.783198;0.601511;0.702129;0.728456;0.733943;0.009581;1.005066;1.104070;1.098867;0.995308;
2.634182;1.070866;0.999976;0.782994;0.601918;0.701843;0.728892;0.732703;0.009786;1.005123;1.104117;1.098911;0.995360;
2.642019;1.070728;0.999911;0.782787;0.602320;0.701592;0.729295;0.731159;0.010016;1.005187;1.104169;1.098960;0.995421;
2.649855;1.070433;0.999848;0.782581;0.602717;0.701377;0.729666;0.729321;0.010269;1.005257;1.104225;1.099014;0.995491;
2.657692;1.069984;0.999787;0.782374;0.603107;0.701197;0.730003;0.727205;0.010544;1.005333;1.104287;1.099072;0.995568;
2.665528;1.069387;0.999728;0.782169;0.603488;0.701052;0.730304;0.724826;0.010838;1.005414;1.104352;1.099134;0.995653;
2.673364;1.068648;0.999671;0.781966;0.603858;0.700944;0.730570;0.722198;0.011150;1.005499;1.104421;1.099200;0.995744;
2.681201;1.067773;0.999617;0.781766;0.604217;0.700870;0.730801;0.719340;0.011478;1.005588;1.104494;1.099269;0.995842;
2.689037;1.066769;0.999566;0.781569;0.604563;0.700832;0.730995;0.716268;0.011820;1.005681;1.104569;1.099340;0.995944;
2.696874;1.065644;0.999518;0.781378;0.604895;0.700828;0.731152;0.713002;0.012174;1.005777;1.104647;1.099414;0.996052;
2.704710;1.064404;0.999474;0.781191;0.605212;0.700857;0.731273;0.709560;0.012537;1.005875;1.104726;1.099490;0.996164;
2.712546;1.063059;0.999432;0.781011;0.605512;0.700920;0.731358;0.705962;0.012908;1.005975;1.104807;1.099567;0.996279;
2.720383;1.061617;0.999395;0.780837;0.605795;0.701014;0.731407;0.702229;0.013285;1.006076;1.104889;1.099645;0.996396;
2.728219;1.060088;0.999361;0.780670;0.606060;0.701139;0.731421;0.698380;0.013664;1.006178;1.104972;1.099723;0.996516;
2.736056;1.058480;0.999331;0.780512;0.606305;0.701292;0.731399;0.694438;0.014045;1.006279;1.105054;1.099802;0.996637;
2.743892;1.056803;0.999305;0.780361;0.606531;0.701474;0.731344;0.690422;0.014424;1.006380;1.105137;1.099880;0.996758;
2.751729;1.055066;0.999283;0.780220;0.606736;0.701682;0.731255;0.686353;0.014799;1.006480;1.105218;1.099957;0.996880;
2.759565;1.053281;0.999265;0.780088;0.606921;0.701914;0.731135;0.682253;0.015170;1.006578;1.105297;1.100033;0.997000;
2.767401;1.051455;0.999251;0.779966;0.607084;0.702168;0.730983;0.678143;0.015533;1.006674;1.105375;1.100107;0.997119;
2.775238;1.049600;0.999240;0.779854;0.607226;0.702444;0.730802;0.674042;0.015886;1.006767;1.105451;1.100179;0.997237;
2.783074;1.047724;0.999234;0.779752;0.607347;0.702739;0.730593;0.669972;0.016228;1.006857;1.105524;1.100248;0.997351;
2.790911;1.045839;0.999232;0.779660;0.607445;0.703050;0.730357;0.665951;0.016558;1.006943;1.105594;1.100315;0.997463;
2.798747;1.043953;0.999234;0.779579;0.607522;0.703377;0.730096;0.661999;0.016874;1.007025;1.105661;1.100378;0.997571;
2.806583;1.042077;0.999240;0.779509;0.607577;0.703717;0.729812;0.658135;0.017173;1.007103;1.105725;1.100438;0.997674;
2.814420;1.040218;0.999249;0.779449;0.607611;0.704067;0.729507;0.654376;0.017456;1.007176;1.105784;1.100495;0.997774;
2.822256;1.038388;0.999262;0.779400;0.607623;0.704426;0.729183;0.650739;0.017721;1.007244;1.105840;1.100548;0.997868;
2.830093;1.036593;0.999278;0.779361;0.607615;0.704792;0.728841;0.647240;0.017967;1.007307;1.105891;1.100596;0.997957;
2.837929;1.034843;0.999298;0.779333;0.607587;0.705163;0.728484;0.643895;0.018193;1.007364;1.105937;1.100641;0.998041;
2.845766;1.033145;0.999321;0.779316;0.607539;0.705536;0.728114;0.640717;0.018398;1.007416;1.105980;1.100681;0.998118;
2.853602;1.031508;0.999347;0.779308;0.607473;0.705910;0.727733;0.637719;0.018582;1.007462;1.106017;1.100716;0.998190;
2.861438;1.029938;0.999376;0.779310;0.607388;0.706282;0.727343;0.634914;0.018745;1.007502;1.106050;1.100747;0.998255;
2.869275;1.028442;0.999408;0.779322;0.607286;0.706652;0.726947;0.632311;0.018886;1.007536;1.106078;1.100774;0.998314;
2.877111;1.027027;0.999441;0.779343;0.607168;0.707015;0.726547;0.629921;0.019005;1.007565;1.106101;1.100796;0.998367;
2.884948;1.025698;0.999478;0.779372;0.607034;0.707372;0.726144;0.627752;0.019103;1.007587;1.106119;1.100813;0.998413;
2.892784;1.024461;0.999516;0.779410;0.606886;0.707720;0.725742;0.625811;0.019178;1.007604;1.106133;1.100826;0.998452;
2.900620;1.023319;0.999555;0.779455;0.606725;0.708057;0.725342;0.624102;0.019232;1.007615;1.106142;1.100835;0.998484;
2.908457;1.022277;0.999597;0.779508;0.606551;0.708383;0.724947;0.622631;0.019265;1.007620;1.106146;1.100839;0.998510;
2.916293;1.021339;0.999639;0.779568;0.606367;0.708695;0.724558;0.621399;0.019278;1.007620;1.106146;1.100839;0.998530;
2.924130;1.020506;0.999683;0.779634;0.606173;0.708992;0.724177;0.620409;0.019270;1.007615;1.106142;1.100835;0.998542;
2.931966;1.019782;0.999728;0.779705;0.605971;0.709273;0.723807;0.619661;0.019242;1.007605;1.106133;1.100827;0.998549;
2.939803;1.019169;0.999773;0.779782;0.605761;0.709537;0.723449;0.619154;0.019196;1.007589;1.106121;1.100815;0.998549;
2.947639;1.018667;0.999819;0.779863;0.605546;0.709783;0.723104;0.618888;0.019131;1.007569;1.106104;1.100799;0.998543;
2.955475;1.018276;0.999864;0.779949;0.605325;0.710009;0.722776;0.618857;0.019049;1.007545;1.106084;1.100780;0.998531;
2.963312;1.017998;0.999910;0.780037;0.605102;0.710215;0.722464;0.619059;0.018950;1.007516;1.106061;1.100758;0.998513;
2.971148;1.017832;0.999955;0.780129;0.604876;0.710401;0.722170;0.619488;0.018836;1.007483;1.106034;1.100733;0.998490;
2.978985;1.017776;1.000000;0.780222;0.604650;0.710564;0.721897;0.620138;0.018707;1.007446;1.106004;1.100704;0.998461;
2.986821;1.017829;1.000044;0.780317;0.604424;0.710706;0.721644;0.621000;0.018563;1.007406;1.105972;1.100673;0.998427;
2.994657;1.017989;1.000087;0.780413;0.604200;0.710825;0.721413;0.622067;0.018407;1.007363;1.105937;1.100640;0.998389;
3.002494;1.018253;1.000129;0.780509;0.603979;0.710921;0.721205;0.623330;0.018239;1.007317;1.105899;1.100604;0.998345;
3.010330;1.018618;1.000169;0.780605;0.603762;0.710995;0.721020;0.624780;0.018061;1.007268;1.105859;1.100566;0.998298;
3.018167;1.019082;1.000208;0.780700;0.603550;0.711045;0.720860;0.626406;0.017872;1.007216;1.105817;1.100526;0.998246;
3.026003;1.019640;1.000246;0.780794;0.603344;0.711073;0.720724;0.628196;0.017674;1.007163;1.105773;1.100485;0.998190;
3.033840;1.020287;1.000281;0.780886;0.603146;0.711077;0.720613;0.630137;0.017468;1.007107;1.105728;1.100442;0.998131;
3.041676;1.021020;1.000315;0.780975;0.602955;0.711060;0.720527;0.632218;0.017255;1.007050;1.105682;1.100397;0.998069;
3.049512;1.021832;1.000346;0.781061;0.602774;0.711019;0.720467;0.634425;0.017036;1.006992;1.105634;1.100352;0.998004;
3.057349;1.022719;1.000375;0.781143;0.602604;0.710958;0.720431;0.636745;0.016813;1.006932;1.105585;1.100306;0.997936;
3.065185;1.023675;1.000402;0.781222;0.602443;0.710875;0.720421;0.639164;0.016586;1.006871;1.105536;1.100259;0.997867;
3.073022;1.024694;1.000427;0.781296;0.602295;0.710771;0.720435;0.641668;0.016356;1.006810;1.105486;1.100212;0.997795;
3.080858;1.025770;1.000449;0.781365;0.602158;0.710648;0.720473;0.644244;0.016124;1.006749;1.105436;1.100165;0.997722;
3.088694;1.026896;1.000468;0.781429;0.602035;0.710506;0.720534;0.646877;0.015891;1.006687;1.105386;1.100117;0.997648;
3.096531;1.028068;1.000485;0.781488;0.601924;0.710346;0.720619;0.649553;0.015658;1.006626;1.105336;1.100070;0.997573;
3.104367;1.029278;1.000499;0.781541;0.601827;0.710168;0.720725;0.652258;0.015426;1.006565;1.105287;1.100022;0.997498;
3.112204;1.030519;1.000510;0.781587;0.601744;0.709975;0.720853;0.654978;0.015196;1.006505;1.105238;1.099976;0.997422;
3.120040;1.031785;1.000519;0.781627;0.601674;0.709767;0.721001;0.657700;0.014970;1.006445;1.105189;1.099930;0.997347;
3.127877;1.033070;1.000526;0.781661;0.601620;0.709545;0.721168;0.660410;0.014746;1.006387;1.105142;1.099885;0.997272;
3.135713;1.034367;1.000529;0.781688;0.601579;0.709311;0.721352;0.663095;0.014528;1.006330;1.105095;1.099841;0.997198;
3.143549;1.035669;1.000530;0.781708;0.601553;0.709065;0.721554;0.665742;0.014315;1.006274;1.105050;1.099798;0.997126;
3.151386;1.036970;1.000528;0.781722;0.601541;0.708809;0.721771;0.668339;0.014109;1.006220;1.105007;1.099756;0.997055;
3.159222;1.038265;1.000524;0.781728;0.601543;0.708544;0.722002;0.670875;0.013909;1.006168;1.104964;1.099716;0.996986;
3.167059;1.039546;1.000518;0.781727;0.601559;0.708272;0.722246;0.673338;0.013717;1.006119;1.104924;1.099678;0.996919;
3.174895;1.040808;1.000509;0.781719;0.601589;0.707994;0.722501;0.675717;0.013534;1.006071;1.104885;1.099641;0.996854;
3.182731;1.042046;1.000498;0.781705;0.601632;0.707712;0.722767;0.678003;0.013361;1.006026;1.104849;1.099606;0.996792;
3.190568;1.043253;1.000484;0.781683;0.601688;0.707426;0.723041;0.680185;0.013197;1.005984;1.104815;1.099574;0.996733;
3.198404;1.044425;1.000469;0.781655;0.601757;0.707138;0.723322;0.682256;0.013043;1.005944;1.104782;1.099543;0.996678;
3.206241;1.045556;1.000451;0.781620;0.601837;0.706849;0.723609;0.684206;0.012901;1.005908;1.104753;1.099515;0.996625;
3.214077;1.046642;1.000432;0.781578;0.601929;0.706561;0.723900;0.686030;0.012770;1.005874;1.104725;1.099489;0.996577;
3.221914;1.047679;1.000411;0.781531;0.602031;0.706275;0.724193;0.687719;0.012651;1.005844;1.104701;1.099466;0.996532;
3.229750;1.048661;1.000388;0.781477;0.602144;0.705992;0.724489;0.689269;0.012544;1.005816;1.104679;1.099445;0.996491;
3.237586;1.049586;1.000365;0.781418;0.602266;0.705714;0.724784;0.690674;0.012450;1.005793;1.104659;1.099426;0.996455;
3.245423;1.050451;1.000339;0.781353;0.602397;0.705441;0.725078;0.691932;0.012369;1.005772;1.104643;1.099411;0.996422;
3.253259;1.051253;1.000313;0.781283;0.602536;0.705175;0.725369;0.693037;0.012301;1.005755;1.104629;1.099397;0.996394;
3.261096;1.051988;1.000285;0.781208;0.602682;0.704917;0.725656;0.693988;0.012246;1.005742;1.104618;1.099387;0.996371;
3.268932;1.052655;1.000257;0.781129;0.602835;0.704667;0.725938;0.694784;0.012204;1.005731;1.104610;1.099379;0.996352;
3.276768;1.053252;1.000228;0.781045;0.602993;0.704428;0.726214;0.695422;0.012176;1.005725;1.104604;1.099374;0.996337;
3.284605;1.053777;1.000199;0.780958;0.603157;0.704199;0.726483;0.695902;0.012160;1.005722;1.104602;1.099372;0.996327;
3.292441;1.054229;1.000169;0.780867;0.603324;0.703981;0.726743;0.696226;0.012158;1.005722;1.104602;1.099372;0.996322;
3.308114;1.054911;1.000109;0.780678;0.603667;0.703585;0.727233;0.696410;0.012190;1.005732;1.104610;1.099380;0.996324;
3.323787;1.055299;1.000049;0.780479;0.604016;0.703242;0.727678;0.695995;0.012271;1.005755;1.104629;1.099397;0.996343;
3.339460;1.055397;0.999990;0.780275;0.604364;0.702957;0.728071;0.695009;0.012396;1.005789;1.104657;1.099424;0.996377;
3.355133;1.055215;0.999935;0.780069;0.604707;0.702732;0.728408;0.693490;0.012561;1.005834;1.104693;1.099458;0.996427;
3.370805;1.054767;0.999882;0.779864;0.605038;0.702569;0.728686;0.691488;0.012761;1.005888;1.104737;1.099500;0.996489;
3.386478;1.054073;0.999834;0.779663;0.605352;0.702467;0.728901;0.689057;0.012990;1.005949;1.104786;1.099547;0.996562;
3.400584;1.053255;0.999795;0.779487;0.605616;0.702428;0.729041;0.686550;0.013216;1.006009;1.104835;1.099593;0.996636;
3.414689;1.052275;0.999761;0.779319;0.605859;0.702435;0.729128;0.683793;0.013455;1.006072;1.104886;1.099642;0.996716;
3.427384;1.051271;0.999734;0.779176;0.606057;0.702481;0.729163;0.681138;0.013678;1.006130;1.104933;1.099687;0.996791;
