time;CAPBUS_cap_p_v_0_;MACHINE_generator_terminal_i_0_;MACHINE_generator_omegaPu;MACHINE_generator_UStatorPu;MACHINE_generator_efdPu;MACHINE_generator_ifPu;MACHINE_voltageRegulator_EfdPu;
0.558820;1.112563;-1.609989;1.003524;0.823618;3.402377;0.982841;3.402377;
0.558840;1.121615;-1.610084;1.003523;0.830479;3.265161;0.983343;3.265161;
0.558860;1.130369;-1.609976;1.003522;0.837125;3.132238;0.983696;3.132238;
0.558880;1.138783;-1.609667;1.003521;0.843337;3.007990;0.983912;3.007990;
0.558900;1.146821;-1.609160;1.003520;0.848901;2.896712;0.984007;2.896712;
0.558920;1.154451;-1.608455;1.003519;0.853624;2.802252;0.984007;2.802252;
0.558940;1.161644;-1.607552;1.003518;0.857356;2.727620;0.983944;2.727620;
0.558960;1.168378;-1.606450;1.003517;0.860005;2.674624;0.983852;2.674624;
0.558980;1.174633;-1.605149;1.003516;0.861557;2.643583;0.983770;2.643583;
0.559000;1.180397;-1.603650;1.003515;0.862079;2.633154;0.983738;2.633154;
0.559020;1.185661;-1.601953;1.003514;0.861721;2.640315;0.983798;2.640315;
0.559040;1.190419;-1.600059;1.003513;0.860710;2.660534;0.983990;2.660534;
0.559060;1.194672;-1.597973;1.003512;0.859331;2.688110;0.984351;2.688110;
0.559080;1.198422;-1.595699;1.003511;0.857902;2.716701;0.984914;2.716701;
0.559100;1.201675;-1.593244;1.003510;0.856738;2.739976;0.985707;2.739976;
0.559120;1.204438;-1.590635;1.003509;0.856035;2.754021;0.986753;2.754021;
0.559140;1.206722;-1.587851;1.003509;0.856167;2.751382;0.988066;2.751382;
0.559160;1.208539;-1.584921;1.003508;0.857162;2.731490;0.989655;2.731490;
0.559180;1.209899;-1.581862;1.003507;0.859007;2.694582;0.991518;2.694582;
0.559200;1.210816;-1.578695;1.003506;0.861568;2.643371;0.993646;2.643371;
0.559220;1.211300;-1.575441;1.003505;0.864595;2.582839;0.996023;2.582839;
0.559240;1.211364;-1.572124;1.003504;0.867749;2.519754;0.998625;2.519754;
0.559260;1.211018;-1.568767;1.003503;0.870719;2.460352;1.001421;2.460352;
0.559280;1.210272;-1.565403;1.003502;0.872922;2.416297;1.004373;2.416297;
0.559300;1.209135;-1.562058;1.003501;0.874068;2.393375;1.007439;2.393375;
0.559320;1.207615;-1.558762;1.003500;0.873843;2.397873;1.010574;2.397873;
0.559340;1.205719;-1.555542;1.003499;0.872030;2.434129;1.013728;2.434129;
0.559360;1.203457;-1.552428;1.003498;0.868534;2.504055;1.016851;2.504055;
0.559380;1.200835;-1.549445;1.003497;0.863393;2.606879;1.019894;2.606879;
0.559400;1.197862;-1.546618;1.003496;0.856782;2.739096;1.022808;2.739096;
0.559420;1.194550;-1.543970;1.003495;0.849004;2.894660;1.025548;2.894660;
0.559440;1.190910;-1.541520;1.003494;0.840466;3.065403;1.028074;3.065403;
0.559460;1.186959;-1.539287;1.003493;0.831748;3.239767;1.030347;3.239767;
0.559480;1.182714;-1.537276;1.003492;0.823182;3.411096;1.032340;3.411096;
0.559500;1.178200;-1.535497;1.003491;0.815344;3.567848;1.034029;3.567848;
0.559520;1.173442;-1.533957;1.003490;0.808664;3.701459;1.035399;3.701459;
0.559540;1.168473;-1.532652;1.003489;0.803455;3.805634;1.036442;3.805634;
0.559560;1.163330;-1.531580;1.003488;0.799884;3.877052;1.037158;3.877052;
0.559580;1.158055;-1.530731;1.003487;0.797952;3.915701;1.037557;3.915701;
0.559600;1.152695;-1.530092;1.003486;0.797496;3.924819;1.037654;3.924819;
0.559620;1.147301;-1.529647;1.003485;0.798216;3.910414;1.037472;3.910414;
0.559640;1.141930;-1.529377;1.003484;0.799713;3.880479;1.037039;3.880479;
0.559660;1.136641;-1.529261;1.003483;0.801536;3.844010;1.036391;3.844010;
0.559680;1.131497;-1.529273;1.003482;0.803237;3.809994;1.035565;3.809994;
0.559700;1.126561;-1.529343;1.003481;0.804364;3.787449;1.034603;3.787449;
0.559720;1.121901;-1.529538;1.003480;0.804701;3.780717;1.033548;3.780717;
0.559740;1.117578;-1.529784;1.003479;0.803987;3.794995;1.032445;3.794995;
0.559760;1.113658;-1.530056;1.003478;0.802139;3.831957;1.031334;3.831957;
0.559780;1.110199;-1.530327;1.003477;0.799198;3.890780;1.030258;3.890780;
0.559800;1.107258;-1.530575;1.003476;0.795319;3.968359;1.029254;3.968359;
0.559820;1.104884;-1.530775;1.003475;0.790751;4.059719;1.028355;4.059719;
0.559840;1.103120;-1.530909;1.003474;0.785807;4.158596;1.027590;4.158596;
0.559860;1.102002;-1.530958;1.003473;0.780830;4.258122;1.026981;4.258122;
0.559880;1.101557;-1.530907;1.003472;0.776158;4.351565;1.026544;4.351565;
0.559900;1.101800;-1.530792;1.003471;0.772026;4.434205;1.026289;4.434205;
0.559920;1.102740;-1.530504;1.003470;0.768778;4.499165;1.026221;4.499165;
0.559940;1.104372;-1.530083;1.003468;0.766487;4.544981;1.026336;4.544981;
0.559960;1.106681;-1.529523;1.003467;0.765190;4.570933;1.026626;4.570933;
0.559980;1.109643;-1.528820;1.003466;0.764830;4.578132;1.027075;4.578132;
0.560000;1.113224;-1.527931;1.003465;0.765343;4.567865;1.027666;4.567865;
0.560020;1.117379;-1.526936;1.003464;0.766409;4.546542;1.028376;4.546542;
0.560040;1.122056;-1.525794;1.003462;0.767906;4.516605;1.029178;4.516605;
0.560060;1.127194;-1.524505;1.003461;0.769647;4.481800;1.030046;4.481800;
0.560080;1.132729;-1.523070;1.003460;0.771476;4.445203;1.030950;4.445203;
0.560100;1.138590;-1.521489;1.003459;0.773292;4.408900;1.031861;4.408900;
0.560120;1.144702;-1.519760;1.003458;0.775045;4.373836;1.032752;4.373836;
0.560140;1.150993;-1.517881;1.003456;0.776744;4.339858;1.033597;4.339858;
0.560160;1.157387;-1.515850;1.003455;0.778441;4.305911;1.034372;4.305911;
0.560180;1.163811;-1.513661;1.003454;0.780219;4.270349;1.035059;4.270349;
0.560200;1.170197;-1.511307;1.003453;0.782170;4.231323;1.035642;4.231323;
0.560220;1.176480;-1.508782;1.003451;0.784379;4.187155;1.036110;4.187155;
0.560240;1.182601;-1.506075;1.003450;0.786904;4.136659;1.036457;4.136659;
0.560260;1.188510;-1.503175;1.003449;0.789769;4.079342;1.036683;4.079342;
0.560280;1.194161;-1.500071;1.003447;0.792964;4.015455;1.036791;4.015455;
0.560300;1.199519;-1.496750;1.003446;0.796443;3.945878;1.036791;3.945878;
0.560320;1.204558;-1.493200;1.003445;0.800143;3.871866;1.036695;3.871866;
0.560340;1.209258;-1.489407;1.003444;0.804002;3.794684;1.036522;3.794684;
0.560360;1.213610;-1.485360;1.003442;0.807977;3.715200;1.036292;3.715200;
0.560380;1.217611;-1.481046;1.003441;0.812062;3.633499;1.036027;3.633499;
0.560400;1.221264;-1.476458;1.003439;0.816307;3.548585;1.035754;3.548585;
0.560420;1.224579;-1.471586;1.003438;0.820825;3.458225;1.035497;3.458225;
0.560440;1.227572;-1.466426;1.003437;0.825787;3.358987;1.035282;3.358987;
0.560460;1.230259;-1.461042;1.003435;0.831308;3.248564;1.035134;3.248564;
0.560480;1.232661;-1.455305;1.003434;0.837828;3.118180;1.035078;3.118180;
0.560500;1.234798;-1.449283;1.003433;0.845491;2.964906;1.035133;2.964906;
0.560520;1.236689;-1.442982;1.003431;0.854496;2.784813;1.035316;2.784813;
0.560540;1.238351;-1.436414;1.003430;0.864960;2.575527;1.035643;2.575527;
0.560560;1.239799;-1.429594;1.003428;0.876895;2.336837;1.036124;2.336837;
0.560580;1.241039;-1.422540;1.003427;0.890181;2.071103;1.036765;2.071103;
0.560600;1.242076;-1.415272;1.003426;0.904568;1.783381;1.037566;1.783381;
0.560620;1.242906;-1.407817;1.003424;0.919673;1.481268;1.038527;1.481268;
0.560640;1.243520;-1.400199;1.003423;0.935013;1.174473;1.039639;1.174473;
0.560660;1.243902;-1.392448;1.003422;0.950027;0.874196;1.040891;0.874196;
0.560680;1.244028;-1.384594;1.003420;0.964118;0.592379;1.042271;0.592379;
0.560700;1.243870;-1.376667;1.003419;0.976690;0.340939;1.043759;0.340939;
0.560720;1.243393;-1.368700;1.003417;0.987186;0.131016;1.045336;0.131016;
0.560740;1.242559;-1.360724;1.003416;0.995120;-0.027672;1.046981;-0.027672;
0.560760;1.241327;-1.352767;1.003415;1.000105;-0.127372;1.048671;-0.127372;
0.560780;1.239653;-1.344846;1.003413;1.001940;-0.164064;1.050382;-0.164064;
0.560800;1.237495;-1.337014;1.003412;1.000307;-0.131419;1.052092;-0.131419;
0.560820;1.234812;-1.329280;1.003411;0.995315;-0.031560;1.053778;-0.031560;
0.560840;1.231564;-1.321667;1.003410;0.987095;0.132822;1.055421;0.132822;
0.560860;1.227720;-1.314192;1.003408;0.975911;0.356502;1.057001;0.356502;
0.560880;1.223254;-1.306883;1.003407;0.962240;0.629935;1.058502;0.629935;
0.560900;1.218147;-1.299722;1.003406;0.946370;0.947332;1.059912;0.947332;
0.560920;1.212391;-1.292730;1.003405;0.928899;1.296749;1.061222;1.296749;
0.560940;1.205990;-1.285910;1.003403;0.910394;1.666857;1.062424;1.666857;
0.560960;1.198955;-1.279263;1.003402;0.891425;2.046225;1.063517;2.046225;
0.560980;1.191314;-1.272785;1.003401;0.872539;2.423959;1.064502;2.423959;
0.561000;1.183103;-1.266471;1.003400;0.854222;2.790285;1.065382;2.790285;
0.561020;1.174373;-1.260312;1.003398;0.836885;3.137034;1.066165;3.137034;
0.561040;1.165183;-1.254297;1.003397;0.820839;3.457946;1.066861;3.457946;
0.561060;1.155605;-1.248415;1.003396;0.806297;3.748795;1.067482;3.748795;
0.561080;1.145720;-1.242653;1.003395;0.793373;4.007279;1.068043;4.007279;
0.561100;1.135615;-1.236999;1.003394;0.782100;4.232739;1.068559;4.232739;
0.561120;1.125386;-1.231438;1.003392;0.772450;4.425731;1.069046;4.425731;
0.561140;1.115129;-1.225890;1.003391;0.764271;4.589315;1.069522;4.589315;
0.561160;1.104945;-1.220480;1.003390;0.757675;4.721240;1.070003;4.721240;
0.561180;1.094934;-1.215201;1.003389;0.752522;4.824294;1.070505;4.824294;
0.561200;1.085193;-1.209899;1.003387;0.748644;4.901854;1.071042;4.901854;
0.561220;1.075815;-1.204638;1.003386;0.746043;4.953875;1.071627;4.953875;
0.561240;1.066886;-1.199412;1.003385;0.744665;4.981430;1.072272;4.981430;
0.561260;1.058484;-1.194215;1.003383;0.744446;4.985806;1.072984;4.985806;
0.561280;1.050675;-1.189045;1.003382;0.745295;4.968827;1.073771;4.968827;
0.561300;1.043516;-1.183899;1.003381;0.747079;4.933145;1.074636;4.933145;
0.561320;1.037048;-1.178777;1.003379;0.749615;4.882440;1.075581;4.882440;
0.561340;1.031301;-1.173679;1.003378;0.752663;4.821470;1.076604;4.821470;
0.561360;1.026289;-1.168604;1.003377;0.755938;4.755961;1.077704;4.755961;
0.561380;1.022013;-1.163554;1.003375;0.759120;4.692340;1.078874;4.692340;
0.561400;1.018460;-1.158528;1.003374;0.761870;4.637339;1.080108;4.637339;
0.561420;1.015604;-1.153465;1.003373;0.763916;4.596402;1.081398;4.596402;
0.561440;1.013407;-1.148487;1.003371;0.764832;4.578088;1.082734;4.578088;
0.561460;1.011819;-1.143527;1.003370;0.764448;4.585770;1.084108;4.585770;
0.561480;1.010783;-1.138583;1.003369;0.762599;4.622746;1.085508;4.622746;
0.561500;1.010234;-1.133648;1.003367;0.759210;4.690535;1.086925;4.690535;
0.561520;1.010101;-1.128712;1.003366;0.754301;4.788709;1.088349;4.788709;
0.561540;1.010313;-1.123765;1.003364;0.747992;4.914883;1.089769;4.914883;
0.561560;1.010794;-1.118794;1.003363;0.740495;5.064829;1.091179;5.064829;
0.561560;1.010794;-1.118853;1.003363;0.740580;5.000000;1.091179;5.000000;
0.561580;1.011473;-1.113844;1.003362;0.732204;5.000048;1.092569;5.000048;
0.561600;1.012282;-1.108776;1.003360;0.723277;5.000051;1.093931;5.000051;
0.561620;1.013155;-1.103633;1.003359;0.714184;5.000055;1.095262;5.000055;
0.561640;1.014034;-1.098394;1.003357;0.705322;5.000060;1.096557;5.000060;
0.561660;1.014867;-1.093038;1.003356;0.697070;5.000066;1.097814;5.000066;
0.561680;1.015615;-1.087545;1.003354;0.689766;5.000072;1.099032;5.000072;
0.561700;1.016247;-1.081892;1.003353;0.683692;5.000078;1.100209;5.000078;
0.561720;1.016740;-1.076058;1.003352;0.679065;5.000084;1.101348;5.000084;
0.561740;1.017085;-1.070025;1.003350;0.676037;5.000091;1.102449;5.000091;
0.561760;1.017280;-1.063772;1.003348;0.674708;5.000097;1.103514;5.000097;
0.561780;1.017332;-1.057284;1.003347;0.675146;5.000000;1.104545;5.000000;
0.561800;1.017259;-1.050547;1.003345;0.677407;5.000000;1.105545;5.000000;
0.561820;1.017080;-1.043549;1.003344;0.681554;5.000000;1.106516;5.000000;
0.561840;1.016826;-1.036282;1.003342;0.687671;5.000000;1.107460;5.000000;
0.561860;1.016525;-1.028741;1.003341;0.695866;5.000000;1.108377;5.000000;
0.561880;1.016211;-1.020924;1.003339;0.706256;5.000000;1.109269;5.000000;
0.561900;1.015917;-1.012832;1.003337;0.718954;5.000000;1.110136;5.000000;
0.561920;1.015672;-1.004471;1.003336;0.734034;5.000000;1.110977;5.000000;
0.561940;1.015502;-0.995849;1.003334;0.751504;5.000000;1.111791;5.000000;
0.561940;1.015502;-0.995849;1.003334;0.751507;4.844586;1.111791;4.844586;
0.561960;1.015431;-0.986976;1.003332;0.771281;4.449185;1.112573;4.449185;
0.561980;1.015474;-0.977864;1.003331;0.793155;4.011721;1.113319;4.011721;
0.562000;1.015634;-0.968531;1.003329;0.816803;3.538760;1.114027;3.538760;
0.562020;1.015907;-0.958994;1.003327;0.841783;3.039160;1.114693;3.039160;
0.562040;1.016277;-0.949273;1.003326;0.867550;2.523794;1.115313;2.523794;
0.562060;1.016722;-0.939390;1.003324;0.893486;2.005032;1.115885;2.005032;
0.562080;1.017209;-0.929365;1.003322;0.918928;1.496114;1.116407;1.496114;
0.562100;1.017693;-0.919221;1.003321;0.943205;1.010624;1.116875;1.010624;
0.562120;1.018124;-0.908979;1.003319;0.965666;0.561397;1.117290;0.561397;
0.562140;1.018441;-0.898659;1.003317;0.985714;0.160455;1.117650;0.160455;
0.562160;1.018580;-0.888280;1.003316;1.002825;-0.181779;1.117958;-0.181779;
0.562180;1.018469;-0.877860;1.003314;1.016578;-0.456831;1.118214;-0.456831;
0.562200;1.018037;-0.867415;1.003312;1.026660;-0.658484;1.118423;-0.658484;
0.562220;1.017209;-0.856959;1.003311;1.032885;-0.782972;1.118588;-0.782972;
0.562240;1.015912;-0.846502;1.003309;1.035190;-0.829071;1.118716;-0.829071;
0.562260;1.014078;-0.836055;1.003308;1.033640;-0.798081;1.118812;-0.798081;
0.562280;1.011642;-0.825624;1.003306;1.028422;-0.693719;1.118884;-0.693719;
0.562300;1.008548;-0.815216;1.003305;1.019832;-0.521914;1.118940;-0.521914;
0.562320;1.004749;-0.804832;1.003303;1.008263;-0.290529;1.118988;-0.290529;
0.562340;1.000208;-0.794474;1.003301;0.994187;-0.009007;1.119037;-0.009007;
0.562360;0.994898;-0.784144;1.003300;0.978135;0.312031;1.119094;0.312031;
0.562380;0.988809;-0.773840;1.003298;0.960675;0.661224;1.119169;0.661224;
0.562400;0.981939;-0.763562;1.003297;0.942390;1.026931;1.119268;1.026931;
0.562420;0.974304;-0.753307;1.003295;0.923853;1.397668;1.119397;1.397668;
0.562440;0.965931;-0.743074;1.003294;0.905611;1.762522;1.119564;1.762522;
0.562460;0.956861;-0.732863;1.003293;0.888161;2.111508;1.119772;2.111508;
0.562480;0.947146;-0.722674;1.003291;0.871945;2.435842;1.120024;2.435842;
0.562500;0.936848;-0.712507;1.003290;0.857330;2.728138;1.120323;2.728138;
0.562520;0.926042;-0.702364;1.003288;0.844611;2.982512;1.120668;2.982512;
0.562540;0.914806;-0.692251;1.003287;0.834006;3.194620;1.121061;3.194620;
0.562560;0.903226;-0.682171;1.003285;0.825655;3.361637;1.121497;3.361637;
0.562580;0.891393;-0.672131;1.003284;0.819625;3.482217;1.121976;3.482217;
0.562600;0.879398;-0.662140;1.003282;0.815914;3.556450;1.122493;3.556450;
0.562620;0.867330;-0.652207;1.003281;0.814444;3.585836;1.123043;3.585836;
0.562640;0.855279;-0.642342;1.003279;0.815072;3.573274;1.123623;3.573274;
0.562660;0.843327;-0.632557;1.003278;0.817583;3.523059;1.124228;3.523059;
0.562680;0.831552;-0.622862;1.003276;0.821693;3.440855;1.124854;3.440855;
0.562700;0.820023;-0.613269;1.003275;0.827054;3.333638;1.125496;3.333638;
0.562720;0.808800;-0.603789;1.003273;0.833258;3.209553;1.126152;3.209553;
0.562740;0.797932;-0.594434;1.003272;0.839849;3.077714;1.126820;3.077714;
0.562760;0.787459;-0.585211;1.003270;0.846340;2.947908;1.127501;2.947908;
0.562780;0.777406;-0.576129;1.003269;0.852223;2.830244;1.128194;2.830244;
0.562800;0.767791;-0.567194;1.003268;0.856997;2.734753;1.128903;2.734753;
0.562820;0.758618;-0.558409;1.003266;0.860187;2.670961;1.129632;2.670961;
0.562840;0.749881;-0.549775;1.003265;0.861361;2.647475;1.130388;2.647475;
0.562860;0.741565;-0.541291;1.003263;0.860155;2.671595;1.131178;2.671595;
0.562880;0.733647;-0.532952;1.003262;0.856287;2.748975;1.132011;2.748975;
0.562900;0.726095;-0.524752;1.003260;0.849568;2.883345;1.132897;2.883345;
0.562920;0.718875;-0.516681;1.003259;0.839920;3.076317;1.133848;3.076317;
0.562940;0.711946;-0.508727;1.003257;0.827373;3.327269;1.134874;3.327269;
0.562960;0.705266;-0.500875;1.003256;0.812071;3.633319;1.135988;3.633319;
0.562980;0.698793;-0.493108;1.003254;0.794268;3.989383;1.137201;3.989383;
0.563000;0.692487;-0.485408;1.003253;0.774321;4.388332;1.138523;4.388332;
0.563020;0.686309;-0.477755;1.003251;0.752677;4.821220;1.139963;4.821220;
0.563040;0.680226;-0.470128;1.003250;0.729858;5.277601;1.141528;5.277601;
0.563040;0.680226;-0.470128;1.003250;0.729858;5.000000;1.141528;5.000000;
0.563060;0.674212;-0.462478;1.003249;0.706441;5.000000;1.143220;5.000000;
0.563080;0.668252;-0.454831;1.003247;0.683017;5.000000;1.145038;5.000000;
0.563100;0.662324;-0.447145;1.003246;0.660233;5.000000;1.146986;5.000000;
0.563120;0.656419;-0.439421;1.003244;0.638753;5.000000;1.149059;5.000000;
0.563140;0.650536;-0.431599;1.003243;0.619082;5.000000;1.151252;5.000000;
0.563160;0.644682;-0.423683;1.003241;0.601765;5.000000;1.153554;5.000000;
0.563180;0.638874;-0.415658;1.003239;0.587260;5.000000;1.155954;5.000000;
0.563200;0.633131;-0.407512;1.003238;0.575945;5.000000;1.158435;5.000000;
0.563220;0.627480;-0.399236;1.003236;0.568122;5.000000;1.160980;5.000000;
0.563240;0.621953;-0.390823;1.003235;0.564014;5.000000;1.163568;5.000000;
0.563260;0.616582;-0.382268;1.003233;0.563773;5.000000;1.166176;5.000000;
0.563280;0.611404;-0.373571;1.003232;0.567480;5.000000;1.168779;5.000000;
0.563300;0.606453;-0.364732;1.003230;0.575145;5.000000;1.171354;5.000000;
0.563320;0.601763;-0.355753;1.003228;0.586704;5.000000;1.173873;5.000000;
0.563340;0.597366;-0.346640;1.003227;0.602005;5.000000;1.176311;5.000000;
0.563360;0.593288;-0.337399;1.003225;0.620809;5.000000;1.178645;5.000000;
0.563380;0.589549;-0.328038;1.003223;0.642777;5.000000;1.180851;5.000000;
0.563400;0.586165;-0.318564;1.003221;0.667474;5.000000;1.182908;5.000000;
0.563420;0.583142;-0.308988;1.003220;0.694377;5.000000;1.184797;5.000000;
0.563440;0.580479;-0.299317;1.003218;0.722889;5.000000;1.186505;5.000000;
0.563460;0.578165;-0.289559;1.003216;0.752358;5.000000;1.188019;5.000000;
0.563460;0.578165;-0.289561;1.003216;0.752351;4.827706;1.188019;4.827706;
0.563480;0.576187;-0.279722;1.003214;0.782094;4.232843;1.189328;4.232843;
0.563500;0.574520;-0.269808;1.003213;0.811421;3.646312;1.190426;3.646312;
0.563520;0.573125;-0.259824;1.003211;0.839657;3.081585;1.191314;3.081585;
0.563540;0.571953;-0.249775;1.003209;0.866170;2.551326;1.191997;2.551326;
0.563560;0.570953;-0.239661;1.003207;0.890388;2.066970;1.192485;2.066970;
0.563580;0.570068;-0.229486;1.003206;0.911818;1.638367;1.192790;1.638367;
0.563600;0.569237;-0.219247;1.003204;0.930062;1.273487;1.192929;1.273487;
0.563620;0.568396;-0.208944;1.003202;0.944827;0.978193;1.192921;0.978193;
0.563640;0.567478;-0.198573;1.003200;0.955932;0.756098;1.192786;0.756098;
0.563660;0.566417;-0.188130;1.003199;0.963312;0.608494;1.192549;0.608494;
0.563680;0.565147;-0.177609;1.003197;0.967019;0.534361;1.192232;0.534361;
0.563700;0.563606;-0.167005;1.003195;0.967214;0.530448;1.191861;0.530448;
0.563720;0.561735;-0.156312;1.003194;0.964165;0.591433;1.191459;0.591433;
0.563740;0.559480;-0.145525;1.003192;0.958230;0.710140;1.191047;0.710140;
0.563760;0.556795;-0.134639;1.003190;0.949846;0.877813;1.190647;0.877813;
0.563780;0.553638;-0.123649;1.003189;0.939514;1.084448;1.190275;1.084448;
0.563800;0.549979;-0.112554;1.003187;0.927779;1.319145;1.189947;1.319145;
0.563820;0.545793;-0.101352;1.003185;0.915212;1.570493;1.189674;1.570493;
0.563840;0.541065;-0.090044;1.003184;0.902389;1.826957;1.189462;1.826957;
0.563860;0.535789;-0.078632;1.003182;0.889873;2.077264;1.189316;2.077264;
0.563880;0.529967;-0.067121;1.003180;0.878198;2.310767;1.189234;2.310767;
0.563900;0.523609;-0.055519;1.003179;0.867848;2.517777;1.189213;2.517777;
0.563920;0.516733;-0.043835;1.003177;0.859244;2.689861;1.189245;2.689861;
0.563940;0.509363;-0.032081;1.003176;0.852732;2.820084;1.189318;2.820084;
0.563960;0.501528;-0.020269;1.003174;0.848576;2.903212;1.189418;2.903212;
0.563980;0.493264;-0.008415;1.003172;0.846944;2.935854;1.189530;2.935854;
0.564000;0.484609;0.003464;1.003171;0.847908;2.916563;1.189636;2.916563;
0.564020;0.475602;0.015351;1.003169;0.851443;2.845877;1.189717;2.845877;
0.564040;0.466287;0.027227;1.003168;0.857421;2.726316;1.189758;2.726316;
0.564060;0.456705;0.039073;1.003166;0.865621;2.562315;1.189739;2.562315;
0.564080;0.446897;0.050870;1.003164;0.875731;2.360108;1.189647;2.360108;
0.564100;0.436903;0.062599;1.003163;0.887359;2.127550;1.189468;2.127550;
0.564120;0.426759;0.074244;1.003161;0.900043;1.873877;1.189194;1.873877;
0.564140;0.416499;0.085788;1.003160;0.913265;1.609424;1.188817;1.609424;
0.564160;0.406151;0.097216;1.003158;0.926472;1.345284;1.188337;1.345284;
0.564180;0.395741;0.108516;1.003156;0.939089;1.092944;1.187756;1.092944;
0.564200;0.385290;0.119677;1.003155;0.950542;0.863900;1.187081;0.863900;
0.564220;0.374814;0.130690;1.003153;0.960274;0.669259;1.186326;0.669259;
0.564240;0.364324;0.141550;1.003152;0.967768;0.519362;1.185507;0.519362;
0.564260;0.353827;0.152254;1.003150;0.972566;0.423421;1.184645;0.423421;
0.564280;0.343329;0.162800;1.003149;0.974277;0.389195;1.183765;0.389195;
0.564300;0.332829;0.173191;1.003147;0.972601;0.422715;1.182896;0.422715;
0.564320;0.322327;0.183429;1.003146;0.967334;0.528057;1.182068;0.528057;
0.564340;0.311818;0.193521;1.003144;0.958377;0.707187;1.181315;0.707187;
0.564360;0.301299;0.203475;1.003143;0.945743;0.959869;1.180669;0.959869;
0.564380;0.290763;0.213298;1.003141;0.929555;1.283637;1.180165;1.283637;
0.564400;0.280208;0.223001;1.003140;0.910044;1.673845;1.179834;1.673845;
0.564420;0.269630;0.232594;1.003138;0.887548;2.123781;1.179707;2.123781;
0.564440;0.259027;0.242089;1.003137;0.862494;2.624848;1.179812;2.624848;
0.564460;0.248399;0.251496;1.003135;0.835397;3.166797;1.180171;3.166797;
0.564480;0.237752;0.260825;1.003134;0.806835;3.738022;1.180804;3.738022;
0.564500;0.227091;0.270086;1.003133;0.777442;4.325885;1.181724;4.325885;
0.564520;0.216426;0.279289;1.003131;0.747882;4.917082;1.182939;4.917082;
0.564540;0.205771;0.288440;1.003130;0.718835;5.498026;1.184450;5.498026;
0.564540;0.205771;0.288418;1.003130;0.718810;5.000000;1.184450;5.000000;
0.564560;0.195148;0.297525;1.003128;0.690965;5.000004;1.186247;5.000004;
0.564580;0.184582;0.306595;1.003127;0.664958;4.999957;1.188317;4.999957;
0.564600;0.174091;0.315631;1.003125;0.641388;5.000006;1.190645;5.000006;
0.564620;0.163693;0.324635;1.003124;0.620795;5.000006;1.193207;5.000006;
0.564640;0.153415;0.333607;1.003122;0.603639;5.000007;1.195975;5.000007;
0.564660;0.143286;0.342546;1.003121;0.590291;5.000008;1.198917;5.000008;
0.564680;0.133334;0.351450;1.003119;0.581015;5.000010;1.201996;5.000010;
0.564700;0.123589;0.360317;1.003118;0.575966;5.000011;1.205173;5.000011;
0.564720;0.114080;0.369143;1.003116;0.575185;5.000012;1.208406;5.000012;
0.564740;0.104835;0.377925;1.003115;0.578599;5.000013;1.211653;5.000013;
0.564760;0.095879;0.386659;1.003113;0.586022;5.000014;1.214874;5.000014;
0.564780;0.087236;0.395342;1.003111;0.597166;5.000015;1.218026;5.000015;
0.564800;0.078928;0.403973;1.003110;0.611651;5.000016;1.221073;5.000016;
0.564820;0.070971;0.412550;1.003108;0.629013;5.000017;1.223980;5.000017;
0.564840;0.063379;0.421073;1.003107;0.648724;5.000018;1.226716;5.000018;
0.564860;0.056163;0.429543;1.003105;0.670205;5.000018;1.229257;5.000018;
0.564880;0.049327;0.437964;1.003103;0.692843;5.000019;1.231582;5.000019;
0.564900;0.042873;0.446340;1.003102;0.716012;5.000019;1.233677;5.000019;
0.564920;0.036798;0.454677;1.003100;0.739088;5.000019;1.235536;5.000019;
0.564940;0.031095;0.462984;1.003098;0.761470;5.000019;1.237156;5.000019;
0.564940;0.031095;0.462984;1.003098;0.761470;4.645326;1.237156;4.645326;
0.564960;0.025758;0.471285;1.003097;0.782619;4.222346;1.238539;4.222346;
0.564980;0.020778;0.479567;1.003095;0.802012;3.834491;1.239692;3.834491;
0.565000;0.016129;0.487854;1.003094;0.819206;3.490613;1.240634;3.490613;
0.565020;0.011784;0.496143;1.003092;0.833784;3.199059;1.241387;3.199059;
0.565040;0.007718;0.504473;1.003090;0.845589;2.962942;1.241975;2.962942;
0.565060;0.003902;0.512846;1.003089;0.854423;2.786263;1.242425;2.786263;
0.565080;0.000307;0.521277;1.003087;0.860227;2.670192;1.242767;2.670192;
0.565100;-0.003097;0.529780;1.003085;0.863044;2.613842;1.243030;2.613842;
0.565120;-0.006342;0.538366;1.003084;0.863020;2.614322;1.243244;2.614322;
0.565140;-0.009461;0.547049;1.003082;0.860393;2.666868;1.243439;2.666868;
0.565160;-0.012486;0.555837;1.003081;0.855486;2.765017;1.243640;2.765017;
0.565180;-0.015448;0.564741;1.003079;0.848694;2.900844;1.243870;2.900844;
0.565200;-0.018381;0.573767;1.003077;0.840474;3.065243;1.244147;3.065243;
0.565220;-0.021314;0.582921;1.003076;0.831324;3.248242;1.244486;3.248242;
0.565240;-0.024278;0.592205;1.003074;0.821769;3.439343;1.244894;3.439343;
0.565260;-0.027300;0.601621;1.003073;0.812342;3.627884;1.245376;3.627884;
0.565280;-0.030408;0.611167;1.003071;0.803567;3.803396;1.245928;3.803396;
0.565300;-0.033628;0.620840;1.003070;0.795939;3.955953;1.246542;3.955953;
