time;GEN_generator_theta;GEN_generator_omegaPu;GEN_generator_eqPPu;GEN_generator_psi1d;GEN_generator_psi2q;GEN_generator_PGenPu;GEN_generator_QGenPu;GEN_generator_sePu;GEN_generator_UPu;
1.324853;0.621715;0.996887;0.982592;0.921463;-0.362001;0.818754;-0.037710;0.086494;0.986486;
1.328171;0.618439;0.996825;0.982578;0.921922;-0.361130;0.812151;-0.037268;0.086484;0.986683;
1.331488;0.615100;0.996766;0.982566;0.922395;-0.360207;0.805493;-0.036840;0.086475;0.986878;
1.334806;0.611701;0.996710;0.982556;0.922882;-0.359233;0.798788;-0.036425;0.086468;0.987070;
1.338124;0.608244;0.996656;0.982548;0.923381;-0.358210;0.792038;-0.036024;0.086461;0.987260;
1.341442;0.604733;0.996605;0.982542;0.923893;-0.357139;0.785251;-0.035635;0.086456;0.987447;
1.344759;0.601171;0.996557;0.982537;0.924417;-0.356021;0.778430;-0.035259;0.086453;0.987632;
1.348077;0.597560;0.996512;0.982534;0.924953;-0.354858;0.771582;-0.034895;0.086451;0.987814;
1.351395;0.593904;0.996470;0.982533;0.925500;-0.353650;0.764712;-0.034542;0.086450;0.987993;
1.354713;0.590205;0.996431;0.982534;0.926058;-0.352399;0.757824;-0.034201;0.086451;0.988170;
1.358031;0.586467;0.996394;0.982537;0.926626;-0.351106;0.750925;-0.033870;0.086453;0.988344;
1.361348;0.582692;0.996361;0.982542;0.927204;-0.349772;0.744020;-0.033551;0.086456;0.988515;
1.364666;0.578884;0.996330;0.982548;0.927792;-0.348398;0.737113;-0.033242;0.086461;0.988684;
1.367984;0.575045;0.996302;0.982557;0.928389;-0.346987;0.730211;-0.032943;0.086468;0.988849;
1.371302;0.571179;0.996277;0.982567;0.928994;-0.345539;0.723318;-0.032654;0.086476;0.989012;
1.374619;0.567288;0.996255;0.982580;0.929607;-0.344055;0.716439;-0.032375;0.086485;0.989171;
1.377937;0.563376;0.996236;0.982594;0.930227;-0.342537;0.709580;-0.032106;0.086496;0.989328;
1.381255;0.559445;0.996219;0.982611;0.930854;-0.340986;0.702745;-0.031846;0.086509;0.989482;
1.384573;0.555498;0.996206;0.982629;0.931487;-0.339403;0.695940;-0.031596;0.086522;0.989632;
1.387890;0.551539;0.996195;0.982649;0.932126;-0.337790;0.689169;-0.031354;0.086538;0.989779;
1.391208;0.547570;0.996187;0.982672;0.932770;-0.336148;0.682438;-0.031122;0.086555;0.989923;
1.394526;0.543594;0.996182;0.982696;0.933418;-0.334479;0.675752;-0.030898;0.086573;0.990064;
1.397844;0.539615;0.996180;0.982722;0.934071;-0.332783;0.669114;-0.030682;0.086593;0.990202;
1.401161;0.535634;0.996180;0.982751;0.934727;-0.331063;0.662530;-0.030475;0.086614;0.990336;
1.404479;0.531655;0.996183;0.982781;0.935385;-0.329319;0.656004;-0.030275;0.086637;0.990468;
1.407797;0.527681;0.996189;0.982813;0.936047;-0.327554;0.649542;-0.030084;0.086661;0.990596;
1.411115;0.523714;0.996198;0.982847;0.936709;-0.325767;0.643146;-0.029900;0.086687;0.990721;
1.414432;0.519758;0.996209;0.982883;0.937374;-0.323961;0.636822;-0.029723;0.086714;0.990842;
1.417750;0.515815;0.996223;0.982921;0.938039;-0.322138;0.630573;-0.029554;0.086743;0.990961;
1.421068;0.511887;0.996239;0.982961;0.938704;-0.320298;0.624404;-0.029391;0.086773;0.991076;
1.424386;0.507977;0.996258;0.983002;0.939369;-0.318444;0.618320;-0.029236;0.086804;0.991188;
1.427703;0.504089;0.996279;0.983046;0.940033;-0.316576;0.612322;-0.029087;0.086837;0.991297;
1.431021;0.500224;0.996303;0.983091;0.940696;-0.314695;0.606417;-0.028944;0.086871;0.991403;
1.434339;0.496386;0.996330;0.983139;0.941357;-0.312804;0.600606;-0.028807;0.086907;0.991505;
1.437657;0.492576;0.996358;0.983188;0.942016;-0.310904;0.594894;-0.028676;0.086944;0.991605;
1.440975;0.488797;0.996389;0.983238;0.942672;-0.308997;0.589284;-0.028550;0.086982;0.991701;
1.444292;0.485052;0.996423;0.983291;0.943325;-0.307083;0.583779;-0.028430;0.087022;0.991795;
1.447610;0.481342;0.996458;0.983345;0.943975;-0.305164;0.578383;-0.028315;0.087063;0.991885;
1.450928;0.477671;0.996496;0.983401;0.944621;-0.303241;0.573099;-0.028205;0.087105;0.991973;
1.454246;0.474041;0.996536;0.983459;0.945262;-0.301317;0.567929;-0.028099;0.087149;0.992058;
1.457563;0.470453;0.996578;0.983518;0.945899;-0.299392;0.562877;-0.027998;0.087194;0.992139;
1.460881;0.466911;0.996623;0.983579;0.946531;-0.297468;0.557944;-0.027901;0.087240;0.992218;
1.464199;0.463415;0.996669;0.983642;0.947157;-0.295546;0.553134;-0.027808;0.087287;0.992295;
1.467517;0.459969;0.996717;0.983706;0.947778;-0.293628;0.548449;-0.027718;0.087336;0.992368;
1.470834;0.456573;0.996767;0.983771;0.948392;-0.291715;0.543892;-0.027632;0.087385;0.992439;
1.474152;0.453231;0.996819;0.983839;0.949000;-0.289808;0.539464;-0.027550;0.087436;0.992507;
1.477470;0.449944;0.996873;0.983907;0.949601;-0.287909;0.535167;-0.027470;0.087488;0.992573;
1.480788;0.446715;0.996928;0.983977;0.950195;-0.286019;0.531003;-0.027393;0.087541;0.992636;
1.484105;0.443543;0.996986;0.984049;0.950782;-0.284140;0.526975;-0.027318;0.087595;0.992697;
1.487423;0.440432;0.997044;0.984122;0.951361;-0.282273;0.523083;-0.027246;0.087651;0.992755;
1.490741;0.437384;0.997105;0.984196;0.951933;-0.280418;0.519330;-0.027176;0.087707;0.992811;
1.494059;0.434399;0.997167;0.984271;0.952496;-0.278578;0.515716;-0.027107;0.087764;0.992865;
1.497376;0.431479;0.997230;0.984348;0.953051;-0.276754;0.512243;-0.027041;0.087822;0.992916;
1.500694;0.428627;0.997295;0.984426;0.953597;-0.274947;0.508912;-0.026976;0.087881;0.992965;
1.504012;0.425842;0.997361;0.984505;0.954135;-0.273158;0.505724;-0.026912;0.087942;0.993013;
1.507330;0.423127;0.997429;0.984586;0.954664;-0.271388;0.502680;-0.026850;0.088003;0.993058;
1.510647;0.420483;0.997497;0.984667;0.955184;-0.269639;0.499781;-0.026788;0.088064;0.993101;
1.513965;0.417911;0.997567;0.984750;0.955695;-0.267912;0.497027;-0.026728;0.088127;0.993141;
1.517283;0.415413;0.997638;0.984834;0.956196;-0.266208;0.494419;-0.026668;0.088191;0.993180;
1.520601;0.412988;0.997710;0.984918;0.956688;-0.264527;0.491956;-0.026609;0.088255;0.993218;
1.523919;0.410640;0.997783;0.985004;0.957170;-0.262872;0.489641;-0.026550;0.088320;0.993253;
1.527236;0.408367;0.997857;0.985091;0.957642;-0.261243;0.487472;-0.026491;0.088386;0.993286;
1.533872;0.404057;0.998007;0.985267;0.958557;-0.258069;0.483574;-0.026374;0.088520;0.993348;
1.539844;0.400448;0.998144;0.985428;0.959347;-0.255311;0.480567;-0.026268;0.088643;0.993397;
1.545816;0.397099;0.998284;0.985592;0.960103;-0.252654;0.478032;-0.026161;0.088767;0.993442;
1.551788;0.394013;0.998425;0.985758;0.960826;-0.250102;0.475967;-0.026054;0.088894;0.993481;
1.557760;0.391193;0.998568;0.985926;0.961516;-0.247659;0.474367;-0.025945;0.089022;0.993515;
1.563732;0.388641;0.998711;0.986096;0.962172;-0.245331;0.473228;-0.025834;0.089152;0.993544;
1.569704;0.386360;0.998856;0.986268;0.962794;-0.243121;0.472544;-0.025721;0.089283;0.993569;
1.575676;0.384349;0.999000;0.986442;0.963382;-0.241033;0.472308;-0.025606;0.089415;0.993589;
1.581648;0.382608;0.999145;0.986616;0.963936;-0.239071;0.472513;-0.025488;0.089549;0.993605;
1.587619;0.381138;0.999289;0.986792;0.964457;-0.237237;0.473149;-0.025369;0.089683;0.993616;
1.593591;0.379938;0.999432;0.986969;0.964944;-0.235534;0.474209;-0.025247;0.089818;0.993623;
1.599563;0.379005;0.999574;0.987146;0.965397;-0.233964;0.475681;-0.025123;0.089954;0.993626;
1.605535;0.378339;0.999716;0.987324;0.965817;-0.232529;0.477556;-0.024997;0.090090;0.993624;
1.611507;0.377935;0.999855;0.987502;0.966203;-0.231231;0.479822;-0.024869;0.090227;0.993619;
1.617479;0.377791;0.999993;0.987681;0.966557;-0.230070;0.482466;-0.024739;0.090364;0.993609;
1.623451;0.377903;1.000128;0.987859;0.966878;-0.229048;0.485477;-0.024608;0.090501;0.993596;
1.629423;0.378266;1.000261;0.988037;0.967166;-0.228165;0.488842;-0.024475;0.090638;0.993578;
1.635395;0.378877;1.000391;0.988215;0.967422;-0.227422;0.492546;-0.024342;0.090774;0.993556;
1.641367;0.379729;1.000519;0.988393;0.967646;-0.226816;0.496576;-0.024207;0.090910;0.993531;
1.647339;0.380817;1.000643;0.988569;0.967838;-0.226349;0.500917;-0.024072;0.091046;0.993502;
1.653311;0.382134;1.000764;0.988745;0.968000;-0.226019;0.505555;-0.023937;0.091181;0.993468;
1.659283;0.383675;1.000881;0.988920;0.968130;-0.225825;0.510474;-0.023802;0.091316;0.993431;
1.665255;0.385433;1.000994;0.989093;0.968229;-0.225764;0.515660;-0.023666;0.091450;0.993390;
1.671227;0.387399;1.001104;0.989265;0.968298;-0.225836;0.521096;-0.023531;0.091582;0.993346;
1.677199;0.389566;1.001209;0.989436;0.968337;-0.226038;0.526766;-0.023397;0.091714;0.993298;
1.683171;0.391927;1.001310;0.989605;0.968347;-0.226367;0.532654;-0.023264;0.091844;0.993246;
1.689143;0.394473;1.001407;0.989772;0.968327;-0.226821;0.538744;-0.023131;0.091973;0.993191;
1.695115;0.397195;1.001498;0.989938;0.968279;-0.227396;0.545019;-0.022999;0.092101;0.993132;
1.701087;0.400085;1.001585;0.990101;0.968202;-0.228089;0.551464;-0.022869;0.092227;0.993071;
1.707059;0.403133;1.001667;0.990262;0.968098;-0.228897;0.558061;-0.022739;0.092352;0.993006;
1.713031;0.406331;1.001745;0.990421;0.967966;-0.229815;0.564794;-0.022611;0.092474;0.992938;
1.719003;0.409668;1.001817;0.990577;0.967808;-0.230841;0.571646;-0.022485;0.092595;0.992867;
1.724975;0.413136;1.001884;0.990731;0.967623;-0.231969;0.578602;-0.022360;0.092714;0.992793;
1.730947;0.416725;1.001945;0.990882;0.967413;-0.233195;0.585643;-0.022236;0.092831;0.992717;
1.736919;0.420424;1.002002;0.991030;0.967178;-0.234515;0.592755;-0.022113;0.092946;0.992639;
1.742891;0.424224;1.002053;0.991175;0.966918;-0.235924;0.599921;-0.021992;0.093059;0.992558;
1.748863;0.428114;1.002098;0.991317;0.966635;-0.237418;0.607125;-0.021872;0.093169;0.992476;
1.754835;0.432086;1.002139;0.991457;0.966329;-0.238990;0.614351;-0.021753;0.093277;0.992391;
1.760807;0.436127;1.002173;0.991593;0.966000;-0.240637;0.621583;-0.021635;0.093383;0.992306;
1.766779;0.440229;1.002203;0.991725;0.965651;-0.242354;0.628806;-0.021518;0.093486;0.992218;
1.772751;0.444382;1.002227;0.991855;0.965281;-0.244134;0.636005;-0.021402;0.093587;0.992130;
1.778722;0.448575;1.002246;0.991981;0.964892;-0.245973;0.643165;-0.021286;0.093685;0.992042;
1.784694;0.452798;1.002259;0.992103;0.964484;-0.247865;0.650270;-0.021170;0.093780;0.991952;
1.790666;0.457041;1.002268;0.992222;0.964058;-0.249805;0.657308;-0.021055;0.093873;0.991863;
1.796638;0.461295;1.002271;0.992338;0.963616;-0.251788;0.664263;-0.020940;0.093962;0.991773;
1.802610;0.465550;1.002268;0.992450;0.963159;-0.253809;0.671123;-0.020824;0.094049;0.991684;
1.808582;0.469796;1.002261;0.992558;0.962688;-0.255861;0.677874;-0.020708;0.094134;0.991596;
1.814554;0.474024;1.002249;0.992662;0.962203;-0.257941;0.684502;-0.020591;0.094215;0.991509;
1.820526;0.478225;1.002232;0.992763;0.961707;-0.260042;0.690997;-0.020474;0.094294;0.991422;
1.826498;0.482389;1.002210;0.992860;0.961200;-0.262159;0.697346;-0.020355;0.094369;0.991338;
1.832470;0.486508;1.002184;0.992953;0.960684;-0.264287;0.703536;-0.020235;0.094442;0.991255;
1.838442;0.490573;1.002153;0.993043;0.960160;-0.266421;0.709558;-0.020114;0.094512;0.991174;
1.844414;0.494576;1.002117;0.993128;0.959629;-0.268557;0.715400;-0.019990;0.094579;0.991096;
1.850386;0.498508;1.002078;0.993210;0.959093;-0.270688;0.721053;-0.019864;0.094643;0.991020;
1.856358;0.502363;1.002034;0.993289;0.958554;-0.272811;0.726507;-0.019737;0.094704;0.990947;
1.862330;0.506131;1.001986;0.993364;0.958012;-0.274921;0.731752;-0.019606;0.094762;0.990878;
1.868302;0.509806;1.001934;0.993435;0.957469;-0.277013;0.736780;-0.019473;0.094818;0.990812;
1.874274;0.513380;1.001879;0.993502;0.956926;-0.279082;0.741583;-0.019337;0.094871;0.990749;
1.880246;0.516848;1.001820;0.993566;0.956386;-0.281125;0.746153;-0.019198;0.094921;0.990691;
1.886218;0.520203;1.001758;0.993627;0.955849;-0.283137;0.750484;-0.019055;0.094968;0.990637;
1.892190;0.523438;1.001693;0.993684;0.955316;-0.285114;0.754569;-0.018909;0.095013;0.990588;
1.898162;0.526549;1.001625;0.993738;0.954790;-0.287052;0.758402;-0.018759;0.095055;0.990543;
1.904134;0.529529;1.001554;0.993789;0.954272;-0.288948;0.761979;-0.018605;0.095095;0.990502;
1.910106;0.532374;1.001481;0.993837;0.953762;-0.290799;0.765294;-0.018447;0.095132;0.990467;
1.916078;0.535079;1.001405;0.993882;0.953263;-0.292600;0.768343;-0.018285;0.095167;0.990437;
1.922050;0.537640;1.001327;0.993923;0.952776;-0.294348;0.771123;-0.018119;0.095200;0.990413;
1.928022;0.540053;1.001247;0.993962;0.952302;-0.296041;0.773631;-0.017949;0.095230;0.990393;
1.933994;0.542315;1.001165;0.993999;0.951842;-0.297676;0.775865;-0.017774;0.095259;0.990380;
1.939966;0.544422;1.001082;0.994033;0.951397;-0.299249;0.777823;-0.017594;0.095285;0.990372;
1.945938;0.546372;1.000998;0.994064;0.950969;-0.300760;0.779504;-0.017411;0.095310;0.990369;
1.951910;0.548162;1.000912;0.994093;0.950559;-0.302204;0.780909;-0.017222;0.095333;0.990372;
1.957882;0.549791;1.000825;0.994120;0.950168;-0.303580;0.782035;-0.017029;0.095354;0.990381;
1.963853;0.551257;1.000738;0.994145;0.949797;-0.304887;0.782886;-0.016832;0.095373;0.990396;
1.969825;0.552559;1.000650;0.994168;0.949447;-0.306121;0.783462;-0.016630;0.095391;0.990417;
1.975797;0.553695;1.000562;0.994189;0.949118;-0.307283;0.783764;-0.016424;0.095408;0.990443;
1.981769;0.554667;1.000474;0.994209;0.948811;-0.308370;0.783797;-0.016214;0.095423;0.990475;
1.987741;0.555472;1.000385;0.994227;0.948528;-0.309380;0.783561;-0.015999;0.095438;0.990512;
1.999685;0.556591;1.000210;0.994260;0.948034;-0.311169;0.782311;-0.015559;0.095463;0.990603;
2.010435;0.557041;1.000055;0.994286;0.947675;-0.312511;0.780316;-0.015151;0.095484;0.990702;
2.021184;0.556972;0.999903;0.994311;0.947397;-0.313595;0.777531;-0.014732;0.095503;0.990818;
2.031934;0.556398;0.999755;0.994333;0.947204;-0.314422;0.773993;-0.014305;0.095521;0.990948;
2.042683;0.555335;0.999613;0.994356;0.947095;-0.314992;0.769745;-0.013871;0.095538;0.991091;
2.052358;0.553974;0.999490;0.994376;0.947069;-0.315287;0.765350;-0.013477;0.095554;0.991231;
2.062033;0.552249;0.999372;0.994397;0.947111;-0.315378;0.760454;-0.013079;0.095571;0.991380;
2.070740;0.550397;0.999272;0.994417;0.947205;-0.315288;0.755649;-0.012721;0.095586;0.991520;
2.079447;0.548279;0.999177;0.994439;0.947352;-0.315040;0.750502;-0.012362;0.095603;0.991666;
2.087283;0.546157;0.999096;0.994460;0.947528;-0.314684;0.745600;-0.012041;0.095620;0.991801;
2.095120;0.543842;0.999021;0.994483;0.947744;-0.314206;0.740470;-0.011721;0.095638;0.991939;
2.102956;0.541348;0.998950;0.994508;0.947998;-0.313611;0.735135;-0.011403;0.095658;0.992079;
2.110793;0.538687;0.998885;0.994535;0.948289;-0.312901;0.729620;-0.011089;0.095679;0.992222;
2.118629;0.535873;0.998826;0.994565;0.948615;-0.312083;0.723952;-0.010779;0.095702;0.992365;
2.125682;0.533219;0.998777;0.994594;0.948937;-0.311256;0.718738;-0.010504;0.095725;0.992495;
2.132735;0.530463;0.998733;0.994626;0.949284;-0.310348;0.713438;-0.010232;0.095750;0.992625;
2.139787;0.527613;0.998693;0.994660;0.949655;-0.309363;0.708072;-0.009966;0.095777;0.992755;
2.146840;0.524682;0.998658;0.994696;0.950048;-0.308305;0.702658;-0.009704;0.095805;0.992884;
2.153893;0.521678;0.998628;0.994735;0.950461;-0.307179;0.697214;-0.009448;0.095836;0.993011;
2.160946;0.518614;0.998603;0.994777;0.950893;-0.305988;0.691760;-0.009197;0.095868;0.993138;
2.167998;0.515499;0.998583;0.994821;0.951343;-0.304737;0.686312;-0.008951;0.095903;0.993263;
2.175051;0.512345;0.998567;0.994869;0.951807;-0.303431;0.680890;-0.008712;0.095941;0.993385;
2.182104;0.509161;0.998557;0.994919;0.952285;-0.302075;0.675510;-0.008479;0.095980;0.993505;
2.189157;0.505959;0.998551;0.994972;0.952775;-0.300674;0.670189;-0.008252;0.096022;0.993623;
2.196209;0.502749;0.998549;0.995028;0.953275;-0.299232;0.664944;-0.008031;0.096066;0.993738;
2.203262;0.499540;0.998552;0.995087;0.953783;-0.297755;0.659791;-0.007816;0.096112;0.993850;
2.210315;0.496344;0.998560;0.995148;0.954297;-0.296248;0.654745;-0.007608;0.096160;0.993958;
2.217368;0.493170;0.998572;0.995213;0.954817;-0.294716;0.649821;-0.007406;0.096211;0.994064;
2.224421;0.490027;0.998589;0.995281;0.955339;-0.293163;0.645033;-0.007209;0.096264;0.994165;
2.231473;0.486925;0.998609;0.995351;0.955863;-0.291596;0.640395;-0.007019;0.096319;0.994263;
2.238526;0.483873;0.998634;0.995424;0.956387;-0.290019;0.635918;-0.006834;0.096377;0.994357;
2.245579;0.480879;0.998662;0.995500;0.956910;-0.288437;0.631615;-0.006655;0.096437;0.994448;
2.252632;0.477953;0.998694;0.995579;0.957430;-0.286855;0.627496;-0.006481;0.096498;0.994534;
2.259684;0.475102;0.998730;0.995660;0.957945;-0.285279;0.623572;-0.006313;0.096562;0.994616;
2.266737;0.472333;0.998769;0.995743;0.958454;-0.283713;0.619852;-0.006149;0.096628;0.994694;
2.273790;0.469654;0.998811;0.995830;0.958956;-0.282161;0.616344;-0.005990;0.096696;0.994769;
2.280843;0.467072;0.998856;0.995918;0.959450;-0.280630;0.613057;-0.005835;0.096766;0.994839;
2.287896;0.464593;0.998904;0.996009;0.959935;-0.279122;0.609995;-0.005685;0.096837;0.994905;
2.294948;0.462222;0.998955;0.996102;0.960409;-0.277643;0.607167;-0.005538;0.096910;0.994967;
2.302001;0.459967;0.999008;0.996196;0.960871;-0.276197;0.604575;-0.005395;0.096985;0.995025;
2.309054;0.457831;0.999063;0.996293;0.961321;-0.274788;0.602225;-0.005256;0.097061;0.995079;
2.316107;0.455819;0.999120;0.996392;0.961757;-0.273419;0.600118;-0.005119;0.097139;0.995129;
2.323159;0.453935;0.999179;0.996492;0.962179;-0.272095;0.598259;-0.004986;0.097218;0.995175;
2.330212;0.452183;0.999239;0.996594;0.962587;-0.270818;0.596647;-0.004855;0.097298;0.995217;
2.337265;0.450566;0.999301;0.996697;0.962978;-0.269593;0.595284;-0.004727;0.097380;0.995255;
2.344318;0.449086;0.999363;0.996802;0.963353;-0.268423;0.594169;-0.004601;0.097462;0.995289;
2.351371;0.447746;0.999427;0.996908;0.963711;-0.267309;0.593301;-0.004477;0.097546;0.995320;
2.358423;0.446547;0.999491;0.997014;0.964052;-0.266255;0.592679;-0.004355;0.097630;0.995347;
2.365476;0.445490;0.999555;0.997122;0.964375;-0.265263;0.592299;-0.004235;0.097715;0.995370;
2.372529;0.444577;0.999620;0.997231;0.964680;-0.264336;0.592159;-0.004117;0.097801;0.995390;
2.379582;0.443807;0.999685;0.997340;0.964966;-0.263474;0.592254;-0.004000;0.097887;0.995407;
2.386634;0.443179;0.999749;0.997449;0.965234;-0.262681;0.592579;-0.003884;0.097974;0.995420;
2.393687;0.442695;0.999813;0.997560;0.965482;-0.261956;0.593130;-0.003770;0.098061;0.995430;
2.400740;0.442351;0.999877;0.997670;0.965712;-0.261302;0.593901;-0.003657;0.098149;0.995436;
2.407793;0.442148;0.999940;0.997780;0.965922;-0.260718;0.594884;-0.003545;0.098236;0.995440;
2.414846;0.442082;1.000001;0.997891;0.966113;-0.260207;0.596073;-0.003434;0.098324;0.995440;
2.421898;0.442152;1.000062;0.998001;0.966284;-0.259767;0.597461;-0.003324;0.098411;0.995438;
2.428951;0.442354;1.000121;0.998111;0.966436;-0.259400;0.599039;-0.003215;0.098498;0.995433;
2.436004;0.442686;1.000179;0.998221;0.966569;-0.259105;0.600798;-0.003107;0.098585;0.995425;
2.443057;0.443144;1.000235;0.998330;0.966683;-0.258881;0.602731;-0.002999;0.098672;0.995415;
2.450109;0.443724;1.000289;0.998439;0.966778;-0.258729;0.604827;-0.002892;0.098758;0.995402;
2.457162;0.444422;1.000342;0.998546;0.966855;-0.258647;0.607078;-0.002786;0.098844;0.995387;
2.464215;0.445235;1.000392;0.998653;0.966913;-0.258634;0.609472;-0.002681;0.098929;0.995369;
2.471268;0.446156;1.000440;0.998760;0.966952;-0.258689;0.612001;-0.002576;0.099013;0.995350;
2.478320;0.447181;1.000486;0.998865;0.966974;-0.258811;0.614654;-0.002471;0.099096;0.995328;
2.485373;0.448305;1.000530;0.998968;0.966979;-0.258998;0.617420;-0.002367;0.099179;0.995305;
2.492426;0.449523;1.000571;0.999071;0.966966;-0.259248;0.620289;-0.002263;0.099260;0.995280;
2.499479;0.450828;1.000609;0.999172;0.966937;-0.259558;0.623250;-0.002160;0.099341;0.995253;
2.506532;0.452216;1.000645;0.999272;0.966892;-0.259928;0.626292;-0.002057;0.099420;0.995225;
2.513584;0.453680;1.000678;0.999371;0.966831;-0.260354;0.629405;-0.001954;0.099499;0.995195;
2.520637;0.455213;1.000708;0.999467;0.966756;-0.260835;0.632576;-0.001851;0.099576;0.995165;
2.527690;0.456811;1.000735;0.999562;0.966665;-0.261367;0.635796;-0.001749;0.099651;0.995134;
2.534743;0.458466;1.000760;0.999656;0.966561;-0.261947;0.639053;-0.001646;0.099726;0.995101;
2.541795;0.460172;1.000782;0.999747;0.966444;-0.262574;0.642338;-0.001543;0.099799;0.995068;
2.548848;0.461923;1.000800;0.999837;0.966314;-0.263243;0.645638;-0.001440;0.099870;0.995035;
2.555901;0.463713;1.000816;0.999925;0.966173;-0.263953;0.648944;-0.001337;0.099940;0.995001;
2.562954;0.465534;1.000829;1.000011;0.966020;-0.264700;0.652245;-0.001234;0.100009;0.994968;
2.570007;0.467381;1.000839;1.000095;0.965857;-0.265480;0.655531;-0.001130;0.100076;0.994934;
2.577059;0.469246;1.000846;1.000177;0.965684;-0.266291;0.658793;-0.001025;0.100141;0.994900;
2.584112;0.471125;1.000851;1.000257;0.965503;-0.267129;0.662020;-0.000920;0.100205;0.994867;
2.591165;0.473010;1.000852;1.000334;0.965313;-0.267991;0.665203;-0.000814;0.100267;0.994835;
2.598218;0.474895;1.000851;1.000410;0.965117;-0.268875;0.668332;-0.000707;0.100327;0.994803;
2.605270;0.476774;1.000847;1.000484;0.964914;-0.269775;0.671400;-0.000600;0.100386;0.994772;
2.612323;0.478641;1.000840;1.000555;0.964705;-0.270690;0.674398;-0.000491;0.100443;0.994742;
2.619376;0.480491;1.000831;1.000625;0.964492;-0.271617;0.677317;-0.000381;0.100498;0.994713;
2.626429;0.482317;1.000819;1.000692;0.964276;-0.272550;0.680149;-0.000270;0.100552;0.994685;
2.633482;0.484114;1.000805;1.000757;0.964056;-0.273489;0.682888;-0.000158;0.100604;0.994659;
2.640534;0.485877;1.000788;1.000820;0.963835;-0.274429;0.685526;-0.000044;0.100655;0.994635;
2.647587;0.487601;1.000769;1.000881;0.963612;-0.275367;0.688057;0.000071;0.100704;0.994612;
2.654640;0.489281;1.000748;1.000940;0.963389;-0.276301;0.690475;0.000188;0.100751;0.994592;
2.661693;0.490911;1.000725;1.000997;0.963167;-0.277227;0.692773;0.000306;0.100796;0.994573;
2.668745;0.492488;1.000700;1.001052;0.962947;-0.278143;0.694947;0.000426;0.100840;0.994556;
2.675798;0.494008;1.000673;1.001105;0.962729;-0.279046;0.696992;0.000548;0.100883;0.994542;
2.682851;0.495466;1.000644;1.001157;0.962514;-0.279932;0.698904;0.000671;0.100924;0.994530;
2.689904;0.496858;1.000614;1.001206;0.962303;-0.280800;0.700678;0.000797;0.100964;0.994520;
2.696957;0.498182;1.000582;1.001254;0.962096;-0.281648;0.702312;0.000924;0.101002;0.994513;
2.704009;0.499434;1.000549;1.001300;0.961896;-0.282472;0.703803;0.001053;0.101039;0.994509;
2.711062;0.500611;1.000514;1.001345;0.961701;-0.283270;0.705148;0.001183;0.101074;0.994507;
2.718115;0.501711;1.000479;1.001387;0.961514;-0.284041;0.706345;0.001316;0.101109;0.994507;
2.725168;0.502730;1.000442;1.001429;0.961334;-0.284782;0.707393;0.001450;0.101142;0.994511;
2.732220;0.503669;1.000405;1.001469;0.961163;-0.285492;0.708290;0.001587;0.101174;0.994517;
2.739273;0.504523;1.000367;1.001508;0.961001;-0.286168;0.709038;0.001725;0.101205;0.994525;
2.746326;0.505293;1.000328;1.001545;0.960848;-0.286810;0.709635;0.001864;0.101235;0.994537;
2.753379;0.505977;1.000289;1.001581;0.960705;-0.287415;0.710082;0.002006;0.101264;0.994551;
2.760431;0.506573;1.000250;1.001617;0.960573;-0.287983;0.710381;0.002149;0.101292;0.994568;
2.767484;0.507083;1.000210;1.001651;0.960451;-0.288511;0.710531;0.002293;0.101320;0.994588;
2.781590;0.507838;1.000131;1.001717;0.960244;-0.289447;0.710402;0.002587;0.101373;0.994635;
2.795695;0.508246;1.000053;1.001780;0.960084;-0.290218;0.709714;0.002885;0.101423;0.994691;
2.809801;0.508311;0.999976;1.001841;0.959973;-0.290819;0.708494;0.003187;0.101472;0.994757;
2.823906;0.508044;0.999902;1.001901;0.959914;-0.291249;0.706773;0.003492;0.101520;0.994832;
2.838012;0.507458;0.999832;1.001959;0.959905;-0.291507;0.704590;0.003799;0.101567;0.994914;
2.852118;0.506570;0.999766;1.002018;0.959947;-0.291596;0.701986;0.004106;0.101614;0.995004;
2.864813;0.505528;0.999710;1.002072;0.960027;-0.291534;0.699318;0.004383;0.101657;0.995089;
2.876238;0.504408;0.999664;1.002120;0.960132;-0.291368;0.696686;0.004631;0.101696;0.995169;
2.887664;0.503129;0.999622;1.002170;0.960267;-0.291099;0.693864;0.004877;0.101736;0.995252;
2.897946;0.501854;0.999587;1.002216;0.960414;-0.290774;0.691184;0.005097;0.101773;0.995328;
2.908229;0.500473;0.999556;1.002263;0.960583;-0.290375;0.688395;0.005315;0.101810;0.995406;
2.918512;0.498998;0.999529;1.002311;0.960772;-0.289905;0.685519;0.005530;0.101849;0.995484;
2.928795;0.497441;0.999505;1.002361;0.960981;-0.289370;0.682578;0.005742;0.101889;0.995563;
2.939078;0.495814;0.999486;1.002413;0.961208;-0.288773;0.679593;0.005951;0.101931;0.995641;
2.949361;0.494130;0.999470;1.002466;0.961450;-0.288121;0.676586;0.006157;0.101974;0.995720;
2.958616;0.492574;0.999459;1.002516;0.961681;-0.287491;0.673877;0.006339;0.102014;0.995790;
2.967871;0.490991;0.999451;1.002567;0.961921;-0.286824;0.671181;0.006518;0.102055;0.995858;
