time;GEN_generator_delta;GEN_generator_omegaPu;GEN_generator_PGenPu;GEN_generator_QGenPu;GEN_generator_UPu;
3.312047;0.395714;1.001175;0.782825;0.062521;0.990418;
3.317661;0.397700;1.001078;0.786546;0.062832;0.990229;
3.323275;0.399513;1.000978;0.789937;0.063118;0.990056;
3.328889;0.401147;1.000876;0.792993;0.063377;0.989899;
3.334503;0.402598;1.000771;0.795706;0.063607;0.989760;
3.340117;0.403863;1.000665;0.798069;0.063809;0.989637;
3.345731;0.404939;1.000557;0.800078;0.063981;0.989533;
3.351345;0.405824;1.000448;0.801729;0.064122;0.989447;
3.356959;0.406515;1.000337;0.803019;0.064233;0.989380;
3.362573;0.407012;1.000227;0.803946;0.064313;0.989331;
3.368187;0.407313;1.000115;0.804507;0.064362;0.989302;
3.379415;0.407326;0.999893;0.804531;0.064364;0.989301;
3.390643;0.406559;0.999672;0.803101;0.064241;0.989376;
3.401871;0.405024;0.999456;0.800236;0.063994;0.989525;
3.413099;0.402738;0.999246;0.795967;0.063630;0.989746;
3.422686;0.400210;0.999073;0.791242;0.063228;0.989989;
3.431314;0.397500;0.998924;0.786169;0.062801;0.990248;
3.439079;0.394722;0.998796;0.780965;0.062365;0.990512;
3.446068;0.391960;0.998686;0.775784;0.061936;0.990773;
3.453056;0.388963;0.998581;0.770156;0.061472;0.991053;
3.459346;0.386074;0.998493;0.764724;0.061029;0.991322;
3.465636;0.383015;0.998409;0.758965;0.060563;0.991604;
3.471925;0.379796;0.998331;0.752898;0.060076;0.991898;
3.478215;0.376428;0.998258;0.746542;0.059571;0.992203;
3.484505;0.372923;0.998192;0.739917;0.059050;0.992518;
3.490166;0.369661;0.998137;0.733743;0.058569;0.992809;
3.495827;0.366305;0.998087;0.727385;0.058079;0.993105;
3.501487;0.362867;0.998043;0.720861;0.057581;0.993406;
3.507148;0.359354;0.998004;0.714188;0.057077;0.993711;
3.512809;0.355778;0.997971;0.707384;0.056569;0.994017;
3.518470;0.352147;0.997943;0.700468;0.056057;0.994326;
3.524130;0.348472;0.997921;0.693458;0.055545;0.994635;
3.529791;0.344764;0.997905;0.686374;0.055033;0.994944;
3.535452;0.341032;0.997895;0.679236;0.054524;0.995251;
3.541113;0.337286;0.997890;0.672062;0.054018;0.995556;
3.546774;0.333537;0.997891;0.664872;0.053516;0.995858;
3.550179;0.331285;0.997895;0.660550;0.053218;0.996038;
3.553585;0.329040;0.997902;0.656237;0.052922;0.996216;
3.556990;0.326805;0.997911;0.651939;0.052630;0.996392;
3.560396;0.324576;0.997921;0.647652;0.052340;0.996566;
3.563801;0.322359;0.997933;0.643382;0.052054;0.996739;
3.567207;0.320155;0.997946;0.639136;0.051771;0.996909;
3.570612;0.317967;0.997962;0.634916;0.051493;0.997077;
3.574018;0.315797;0.997980;0.630729;0.051218;0.997242;
3.577423;0.313647;0.998000;0.626577;0.050948;0.997404;
3.580829;0.311520;0.998022;0.622466;0.050682;0.997564;
3.584234;0.309417;0.998046;0.618400;0.050421;0.997721;
3.587640;0.307341;0.998072;0.614382;0.050165;0.997875;
3.591045;0.305293;0.998099;0.610417;0.049914;0.998026;
3.594451;0.303276;0.998129;0.606508;0.049669;0.998174;
3.597856;0.301291;0.998160;0.602661;0.049429;0.998318;
3.601262;0.299341;0.998194;0.598878;0.049194;0.998459;
3.604667;0.297428;0.998229;0.595165;0.048966;0.998596;
3.608073;0.295553;0.998266;0.591523;0.048743;0.998729;
3.611478;0.293719;0.998304;0.587958;0.048527;0.998859;
3.614884;0.291926;0.998344;0.584473;0.048317;0.998986;
3.618289;0.290178;0.998386;0.581071;0.048113;0.999108;
3.621695;0.288475;0.998430;0.577757;0.047916;0.999227;
3.625100;0.286819;0.998475;0.574533;0.047725;0.999341;
3.628506;0.285213;0.998521;0.571403;0.047541;0.999452;
3.631911;0.283657;0.998569;0.568369;0.047364;0.999558;
3.635317;0.282153;0.998618;0.565436;0.047193;0.999660;
3.638722;0.280702;0.998669;0.562606;0.047029;0.999759;
3.642128;0.279306;0.998721;0.559882;0.046873;0.999853;
3.645533;0.277967;0.998774;0.557267;0.046723;0.999942;
3.648939;0.276685;0.998829;0.554763;0.046581;1.000028;
3.655750;0.274301;0.998941;0.550104;0.046317;1.000186;
3.661880;0.272364;0.999045;0.546315;0.046105;1.000314;
3.668010;0.270631;0.999153;0.542925;0.045916;1.000427;
3.674140;0.269107;0.999263;0.539942;0.045751;1.000526;
3.680270;0.267796;0.999375;0.537376;0.045610;1.000610;
3.686400;0.266704;0.999489;0.535236;0.045493;1.000681;
3.692529;0.265832;0.999605;0.533529;0.045399;1.000736;
3.698659;0.265184;0.999721;0.532258;0.045330;1.000778;
3.704789;0.264761;0.999839;0.531428;0.045285;1.000805;
3.710919;0.264563;0.999956;0.531042;0.045264;1.000817;
3.723179;0.264846;1.000191;0.531596;0.045295;1.000799;
3.735439;0.266022;1.000421;0.533901;0.045420;1.000724;
3.746473;0.267830;1.000624;0.537443;0.045614;1.000608;
3.756403;0.270048;1.000800;0.541784;0.045853;1.000465;
3.765294;0.272490;1.000952;0.546564;0.046119;1.000305;
3.773296;0.275044;1.001082;0.551555;0.046399;1.000137;
3.780498;0.277616;1.001195;0.556582;0.046684;0.999966;
3.787699;0.280437;1.001301;0.562088;0.047000;0.999777;
3.794181;0.283176;1.001392;0.567432;0.047309;0.999591;
3.800662;0.286095;1.001477;0.573121;0.047642;0.999391;
3.806495;0.288867;1.001550;0.578519;0.047961;0.999199;
3.812329;0.291766;1.001617;0.584162;0.048298;0.998997;
3.818162;0.294785;1.001680;0.590031;0.048653;0.998784;
3.823995;0.297914;1.001737;0.596108;0.049024;0.998561;
3.829828;0.301143;1.001790;0.602374;0.049411;0.998328;
3.835662;0.304464;1.001836;0.608810;0.049813;0.998087;
3.841495;0.307865;1.001878;0.615396;0.050230;0.997836;
3.847328;0.311336;1.001914;0.622112;0.050659;0.997578;
3.853162;0.314869;1.001944;0.628936;0.051101;0.997312;
3.858995;0.318451;1.001968;0.635849;0.051554;0.997040;
3.864828;0.322072;1.001987;0.642830;0.052017;0.996761;
3.870662;0.325722;1.001999;0.649857;0.052489;0.996477;
3.876495;0.329390;1.002006;0.656909;0.052968;0.996188;
3.882328;0.333065;1.002007;0.663967;0.053454;0.995896;
3.888161;0.336736;1.002002;0.671008;0.053944;0.995601;
3.890887;0.338446;1.001997;0.674285;0.054174;0.995462;
3.893613;0.340151;1.001991;0.677550;0.054404;0.995323;
3.896339;0.341850;1.001984;0.680801;0.054635;0.995184;
3.901791;0.345228;1.001966;0.687262;0.055097;0.994905;
3.907242;0.348574;1.001943;0.693651;0.055559;0.994627;
3.912694;0.351876;1.001916;0.699951;0.056019;0.994349;
3.918146;0.355128;1.001884;0.706146;0.056477;0.994073;
3.923598;0.358320;1.001847;0.712222;0.056929;0.993800;
3.929049;0.361446;1.001805;0.718163;0.057377;0.993530;
3.934501;0.364497;1.001759;0.723954;0.057816;0.993264;
3.939953;0.367465;1.001709;0.729583;0.058248;0.993003;
3.945405;0.370343;1.001654;0.735036;0.058670;0.992748;
3.950856;0.373125;1.001596;0.740299;0.059080;0.992500;
3.956308;0.375803;1.001533;0.745360;0.059478;0.992260;
3.961760;0.378370;1.001467;0.750208;0.059862;0.992028;
3.967212;0.380821;1.001397;0.754830;0.060231;0.991805;
3.972663;0.383149;1.001323;0.759218;0.060583;0.991591;
3.978115;0.385349;1.001247;0.763360;0.060918;0.991389;
3.983567;0.387415;1.001167;0.767247;0.061234;0.991197;
3.989019;0.389343;1.001085;0.770871;0.061531;0.991018;
3.994470;0.391128;1.001000;0.774223;0.061807;0.990851;
3.999922;0.392766;1.000913;0.777297;0.062061;0.990697;
4.005374;0.394252;1.000823;0.780084;0.062292;0.990557;
4.010825;0.395584;1.000732;0.782581;0.062500;0.990430;
4.016277;0.396758;1.000639;0.784781;0.062684;0.990319;
4.021729;0.397772;1.000545;0.786679;0.062843;0.990222;
4.027181;0.398622;1.000449;0.788271;0.062978;0.990141;
4.032632;0.399308;1.000352;0.789555;0.063086;0.990076;
4.038084;0.399828;1.000255;0.790527;0.063168;0.990026;
4.043536;0.400180;1.000157;0.791186;0.063224;0.989992;
4.054439;0.400382;0.999961;0.791563;0.063256;0.989973;
4.065343;0.399915;0.999766;0.790690;0.063182;0.990018;
4.076246;0.398787;0.999574;0.788580;0.063004;0.990126;
4.087150;0.397012;0.999387;0.785257;0.062724;0.990295;
4.096963;0.394877;0.999225;0.781256;0.062390;0.990497;
4.105795;0.392534;0.999084;0.776861;0.062025;0.990719;
4.113743;0.390098;0.998963;0.772288;0.061647;0.990947;
4.120897;0.387652;0.998858;0.767691;0.061271;0.991175;
4.128051;0.384977;0.998759;0.762659;0.060861;0.991423;
4.135205;0.382085;0.998665;0.757214;0.060422;0.991689;
4.141643;0.379308;0.998586;0.751977;0.060003;0.991942;
4.148081;0.376375;0.998512;0.746441;0.059563;0.992208;
4.154520;0.373298;0.998443;0.740626;0.059105;0.992485;
4.160958;0.370087;0.998380;0.734550;0.058632;0.992771;
4.167397;0.366754;0.998322;0.728236;0.058144;0.993066;
4.173191;0.363659;0.998275;0.722366;0.057695;0.993337;
4.178986;0.360484;0.998234;0.716336;0.057239;0.993613;
4.184780;0.357238;0.998197;0.710164;0.056776;0.993892;
4.190575;0.353931;0.998166;0.703866;0.056308;0.994175;
4.196369;0.350571;0.998140;0.697462;0.055837;0.994459;
4.202164;0.347169;0.998120;0.690969;0.055365;0.994744;
4.207958;0.343734;0.998104;0.684406;0.054892;0.995029;
4.213753;0.340277;0.998095;0.677792;0.054421;0.995313;
4.219548;0.336807;0.998090;0.671145;0.053953;0.995595;
4.225342;0.333334;0.998092;0.664484;0.053489;0.995874;
4.228818;0.331255;0.998096;0.660493;0.053214;0.996040;
4.232294;0.329183;0.998102;0.656512;0.052941;0.996205;
4.235770;0.327120;0.998111;0.652545;0.052671;0.996367;
4.239246;0.325063;0.998120;0.648589;0.052403;0.996528;
4.242722;0.323018;0.998132;0.644652;0.052139;0.996688;
4.246198;0.320986;0.998145;0.640736;0.051878;0.996845;
4.249674;0.318969;0.998160;0.636848;0.051620;0.997000;
4.253149;0.316970;0.998177;0.632992;0.051366;0.997153;
4.256625;0.314990;0.998196;0.629170;0.051116;0.997303;
4.260101;0.313032;0.998217;0.625388;0.050871;0.997451;
4.263577;0.311097;0.998239;0.621650;0.050629;0.997596;
4.267053;0.309189;0.998264;0.617958;0.050393;0.997738;
4.270529;0.307308;0.998290;0.614318;0.050161;0.997878;
4.274005;0.305456;0.998318;0.610734;0.049934;0.998014;
4.277481;0.303637;0.998348;0.607208;0.049712;0.998147;
4.280957;0.301850;0.998379;0.603745;0.049496;0.998277;
4.284433;0.300099;0.998412;0.600348;0.049285;0.998404;
4.287909;0.298385;0.998447;0.597022;0.049080;0.998527;
4.291385;0.296710;0.998484;0.593769;0.048881;0.998647;
4.294860;0.295075;0.998522;0.590594;0.048687;0.998763;
4.298336;0.293482;0.998561;0.587498;0.048499;0.998876;
4.301812;0.291934;0.998602;0.584487;0.048318;0.998985;
4.305288;0.290430;0.998644;0.581563;0.048142;0.999090;
4.308764;0.288974;0.998688;0.578728;0.047974;0.999192;
4.312240;0.287566;0.998733;0.575987;0.047811;0.999290;
4.315716;0.286208;0.998779;0.573342;0.047655;0.999383;
4.319192;0.284902;0.998827;0.570796;0.047505;0.999473;
4.322668;0.283648;0.998876;0.568352;0.047363;0.999559;
4.329620;0.281304;0.998977;0.563781;0.047097;0.999718;
4.335876;0.279387;0.999071;0.560039;0.046882;0.999847;
4.342133;0.277658;0.999168;0.556663;0.046689;0.999963;
4.348390;0.276123;0.999268;0.553664;0.046518;1.000065;
4.354646;0.274786;0.999370;0.551053;0.046371;1.000154;
4.360903;0.273653;0.999475;0.548836;0.046246;1.000229;
4.367160;0.272725;0.999581;0.547023;0.046144;1.000290;
4.373416;0.272007;0.999688;0.545618;0.046066;1.000337;
4.379673;0.271500;0.999796;0.544626;0.046011;1.000370;
4.385930;0.271205;0.999904;0.544049;0.045978;1.000389;
4.392186;0.271124;1.000013;0.543890;0.045970;1.000395;
4.404699;0.271597;1.000228;0.544816;0.046021;1.000364;
4.417213;0.272909;1.000440;0.547381;0.046164;1.000278;
4.428475;0.274789;1.000625;0.551058;0.046371;1.000154;
4.438611;0.277030;1.000785;0.555437;0.046619;1.000005;
4.447495;0.279405;1.000920;0.560075;0.046884;0.999846;
4.455491;0.281857;1.001035;0.564859;0.047160;0.999681;
4.462688;0.284305;1.001134;0.569634;0.047438;0.999514;
4.469885;0.286971;1.001227;0.574828;0.047743;0.999331;
4.476362;0.289546;1.001306;0.579842;0.048040;0.999152;
4.482838;0.292278;1.001381;0.585156;0.048358;0.998961;
4.489315;0.295155;1.001450;0.590748;0.048696;0.998758;
4.495792;0.298167;1.001513;0.596598;0.049054;0.998543;
4.502269;0.301302;1.001572;0.602683;0.049430;0.998317;
4.508098;0.304222;1.001619;0.608341;0.049784;0.998104;
4.513928;0.307223;1.001661;0.614154;0.050151;0.997884;
4.519757;0.310297;1.001699;0.620103;0.050530;0.997656;
4.525586;0.313436;1.001731;0.626169;0.050921;0.997420;
4.531415;0.316629;1.001759;0.632335;0.051323;0.997179;
4.537245;0.319868;1.001781;0.638582;0.051735;0.996931;
4.543074;0.323142;1.001797;0.644890;0.052155;0.996678;
4.548903;0.326442;1.001809;0.651242;0.052583;0.996420;
4.554732;0.329758;1.001815;0.657617;0.053017;0.996159;
4.560562;0.333081;1.001816;0.663999;0.053456;0.995895;
4.566391;0.336401;1.001812;0.670366;0.053899;0.995628;
4.569272;0.338037;1.001807;0.673501;0.054119;0.995495;
4.572153;0.339667;1.001801;0.676624;0.054339;0.995362;
4.575034;0.341291;1.001794;0.679732;0.054559;0.995230;
4.580796;0.344519;1.001776;0.685906;0.055000;0.994964;
4.586558;0.347712;1.001754;0.692005;0.055440;0.994699;
4.591744;0.350548;1.001730;0.697418;0.055834;0.994461;
4.596930;0.353341;1.001702;0.702744;0.056225;0.994225;
4.602116;0.356086;1.001670;0.707971;0.056612;0.993991;
4.607302;0.358776;1.001634;0.713088;0.056994;0.993760;
4.612488;0.361404;1.001594;0.718084;0.057371;0.993533;
4.617674;0.363966;1.001551;0.722947;0.057740;0.993310;
4.622860;0.366454;1.001505;0.727667;0.058101;0.993092;
4.628046;0.368864;1.001455;0.732234;0.058452;0.992880;
4.633232;0.371190;1.001402;0.736639;0.058794;0.992673;
4.638418;0.373427;1.001346;0.740870;0.059125;0.992473;
4.643604;0.375570;1.001286;0.744921;0.059443;0.992281;
4.648789;0.377614;1.001224;0.748782;0.059748;0.992096;
4.653975;0.379555;1.001160;0.752444;0.060040;0.991920;
4.659161;0.381389;1.001092;0.755902;0.060316;0.991753;
4.664347;0.383111;1.001023;0.759146;0.060577;0.991595;
4.669533;0.384718;1.000951;0.762172;0.060822;0.991447;
4.674719;0.386206;1.000877;0.764972;0.061049;0.991309;
4.679905;0.387572;1.000801;0.767541;0.061258;0.991183;
4.685091;0.388813;1.000724;0.769874;0.061449;0.991067;
4.690277;0.389927;1.000644;0.771967;0.061621;0.990963;
4.695463;0.390910;1.000564;0.773814;0.061772;0.990871;
4.700649;0.391762;1.000483;0.775413;0.061904;0.990791;
4.705835;0.392481;1.000400;0.776762;0.062016;0.990723;
4.711021;0.393064;1.000317;0.777857;0.062107;0.990669;
4.721393;0.393822;1.000149;0.779278;0.062225;0.990597;
4.731764;0.394032;0.999980;0.779672;0.062258;0.990577;
4.742136;0.393693;0.999812;0.779036;0.062205;0.990609;
4.751388;0.392932;0.999664;0.777608;0.062086;0.990681;
4.760640;0.391744;0.999518;0.775380;0.061902;0.990793;
4.769892;0.390141;0.999377;0.772370;0.061654;0.990943;
4.779144;0.388135;0.999240;0.768600;0.061345;0.991130;
4.787471;0.385996;0.999122;0.764578;0.061017;0.991329;
4.795798;0.383556;0.999010;0.759984;0.060645;0.991554;
4.803292;0.381113;0.998913;0.755382;0.060275;0.991778;
4.810786;0.378451;0.998822;0.750360;0.059874;0.992020;
4.817531;0.375876;0.998745;0.745499;0.059489;0.992253;
4.824275;0.373144;0.998673;0.740334;0.059083;0.992499;
4.831020;0.370264;0.998607;0.734886;0.058658;0.992755;
4.837765;0.367249;0.998545;0.729175;0.058217;0.993022;
4.844510;0.364111;0.998490;0.723222;0.057761;0.993298;
4.850580;0.361191;0.998445;0.717678;0.057340;0.993552;
4.856650;0.358190;0.998405;0.711973;0.056911;0.993811;
4.862720;0.355117;0.998370;0.706126;0.056475;0.994074;
4.868791;0.351983;0.998340;0.700155;0.056034;0.994340;
4.874861;0.348798;0.998316;0.694079;0.055590;0.994608;
4.880931;0.345571;0.998297;0.687916;0.055144;0.994877;
4.887001;0.342312;0.998283;0.681687;0.054698;0.995146;
4.893071;0.339033;0.998275;0.675410;0.054253;0.995414;
4.899142;0.335744;0.998272;0.669106;0.053811;0.995681;
4.905212;0.332454;0.998275;0.662794;0.053373;0.995945;
4.908450;0.330703;0.998279;0.659433;0.053141;0.996084;
4.911687;0.328959;0.998285;0.656082;0.052912;0.996222;
4.914925;0.327223;0.998293;0.652743;0.052684;0.996359;
4.918162;0.325492;0.998301;0.649414;0.052459;0.996495;
4.921400;0.323770;0.998311;0.646099;0.052236;0.996629;
4.924637;0.322058;0.998322;0.642802;0.052015;0.996762;
4.927875;0.320358;0.998335;0.639527;0.051797;0.996893;
4.931112;0.318673;0.998350;0.636278;0.051582;0.997023;
4.934350;0.317003;0.998365;0.633056;0.051370;0.997150;
4.940825;0.313716;0.998401;0.626711;0.050956;0.997399;
4.946653;0.310826;0.998439;0.621124;0.050596;0.997616;
4.952480;0.308007;0.998480;0.615672;0.050247;0.997826;
4.958308;0.305270;0.998527;0.610372;0.049911;0.998028;
4.964136;0.302620;0.998577;0.605238;0.049589;0.998221;
4.969963;0.300067;0.998632;0.600286;0.049281;0.998406;
4.975791;0.297617;0.998690;0.595531;0.048989;0.998582;
4.981619;0.295277;0.998752;0.590987;0.048711;0.998749;
4.987446;0.293055;0.998818;0.586668;0.048449;0.998906;
4.993274;0.290956;0.998887;0.582586;0.048204;0.999054;
4.999101;0.288987;0.998960;0.578753;0.047975;0.999191;
5.004929;0.287153;0.999035;0.575182;0.047763;0.999318;
5.010757;0.285459;0.999113;0.571882;0.047569;0.999435;
5.016584;0.283910;0.999194;0.568863;0.047392;0.999541;
5.022412;0.282511;0.999277;0.566135;0.047233;0.999636;
5.028239;0.281265;0.999362;0.563705;0.047093;0.999721;
5.034067;0.280177;0.999448;0.561580;0.046970;0.999794;
5.039895;0.279248;0.999537;0.559768;0.046866;0.999857;
5.045722;0.278481;0.999626;0.558271;0.046780;0.999908;
5.051550;0.277879;0.999716;0.557096;0.046713;0.999948;
5.057378;0.277443;0.999807;0.556244;0.046665;0.999977;
5.063205;0.277174;0.999899;0.555719;0.046635;0.999995;
5.074860;0.277138;1.000081;0.555648;0.046631;0.999998;
5.086516;0.277766;1.000262;0.556875;0.046701;0.999956;
5.098171;0.279049;1.000440;0.559379;0.046844;0.999870;
5.109826;0.280967;1.000611;0.563124;0.047059;0.999741;
5.119682;0.283070;1.000750;0.567226;0.047297;0.999598;
5.128553;0.285323;1.000870;0.571618;0.047554;0.999444;
5.136536;0.287629;1.000972;0.576110;0.047818;0.999285;
5.143721;0.289919;1.001059;0.580567;0.048083;0.999126;
5.150906;0.292399;1.001142;0.585393;0.048372;0.998952;
5.157373;0.294787;1.001211;0.590034;0.048653;0.998784;
5.163840;0.297312;1.001276;0.594938;0.048952;0.998604;
5.170306;0.299963;1.001337;0.600085;0.049269;0.998414;
5.176773;0.302733;1.001392;0.605456;0.049603;0.998213;
5.183239;0.305610;1.001442;0.611031;0.049953;0.998003;
5.189706;0.308583;1.001487;0.616787;0.050318;0.997783;
5.196173;0.311642;1.001527;0.622703;0.050697;0.997555;
5.201992;0.314460;1.001558;0.628147;0.051050;0.997343;
5.207812;0.317330;1.001584;0.633686;0.051411;0.997125;
5.213632;0.320242;1.001605;0.639304;0.051782;0.996902;
5.219452;0.323190;1.001622;0.644983;0.052161;0.996674;
5.225272;0.326164;1.001634;0.650707;0.052546;0.996442;
5.231092;0.329156;1.001641;0.656460;0.052937;0.996207;
5.236912;0.332156;1.001644;0.662223;0.053332;0.995968;
5.242732;0.335157;1.001641;0.667980;0.053732;0.995728;
5.246188;0.336934;1.001637;0.671388;0.053971;0.995585;
5.249643;0.338705;1.001631;0.674781;0.054209;0.995441;
5.253099;0.340467;1.001623;0.678155;0.054447;0.995297;
5.256554;0.342222;1.001614;0.681515;0.054686;0.995153;
5.260010;0.343968;1.001604;0.684854;0.054924;0.995009;
5.263465;0.345702;1.001592;0.688168;0.055162;0.994866;
5.266921;0.347423;1.001578;0.691454;0.055400;0.994723;
5.270377;0.349127;1.001563;0.694708;0.055636;0.994580;
5.273832;0.350815;1.001546;0.697927;0.055871;0.994438;
5.277288;0.352483;1.001528;0.701108;0.056104;0.994297;
5.280743;0.354131;1.001508;0.704248;0.056336;0.994158;
5.284199;0.355756;1.001487;0.707343;0.056565;0.994019;
5.287655;0.357358;1.001464;0.710390;0.056792;0.993882;
5.291110;0.358934;1.001440;0.713388;0.057017;0.993747;
5.294566;0.360482;1.001414;0.716332;0.057238;0.993613;
5.298021;0.362002;1.001387;0.719219;0.057456;0.993481;
5.301477;0.363492;1.001358;0.722048;0.057671;0.993352;
5.304932;0.364950;1.001329;0.724815;0.057882;0.993224;
5.308388;0.366375;1.001297;0.727517;0.058089;0.993099;
5.311844;0.367765;1.001265;0.730153;0.058292;0.992977;
5.318755;0.370435;1.001196;0.735210;0.058683;0.992740;
5.324975;0.372707;1.001130;0.739508;0.059018;0.992538;
5.331195;0.374845;1.001061;0.743551;0.059335;0.992346;
5.337415;0.376845;1.000988;0.747329;0.059633;0.992166;
5.343635;0.378700;1.000912;0.750831;0.059911;0.991998;
5.349855;0.380404;1.000834;0.754045;0.060168;0.991842;
5.356075;0.381953;1.000752;0.756964;0.060401;0.991701;
5.362295;0.383340;1.000669;0.759577;0.060612;0.991574;
5.368515;0.384562;1.000583;0.761878;0.060798;0.991461;
5.374735;0.385615;1.000496;0.763861;0.060958;0.991364;
5.380955;0.386497;1.000407;0.765519;0.061093;0.991282;
5.387175;0.387204;1.000317;0.766849;0.061202;0.991217;
5.393395;0.387734;1.000226;0.767846;0.061283;0.991167;
5.399615;0.388087;1.000135;0.768509;0.061337;0.991135;
5.412055;0.388256;0.999952;0.768827;0.061363;0.991119;
5.424495;0.387714;0.999770;0.767809;0.061280;0.991169;
5.436936;0.386472;0.999592;0.765472;0.061090;0.991285;
5.449376;0.384547;0.999420;0.761851;0.060796;0.991463;
5.459931;0.382398;0.999281;0.757803;0.060469;0.991660;
5.469430;0.380076;0.999161;0.753427;0.060118;0.991872;
5.477980;0.377689;0.999059;0.748922;0.059760;0.992089;
5.485674;0.375311;0.998972;0.744432;0.059405;0.992304;
5.493369;0.372730;0.998890;0.739553;0.059022;0.992536;
5.500294;0.370244;0.998822;0.734847;0.058655;0.992757;
5.507219;0.367614;0.998758;0.729865;0.058270;0.992990;
5.514145;0.364851;0.998700;0.724626;0.057868;0.993233;
5.521070;0.361966;0.998646;0.719151;0.057451;0.993484;
5.527302;0.359276;0.998604;0.714040;0.057066;0.993717;
5.533535;0.356507;0.998565;0.708771;0.056672;0.993955;
5.539768;0.353667;0.998532;0.703364;0.056271;0.994197;
5.546000;0.350767;0.998503;0.697835;0.055864;0.994442;
5.552233;0.347815;0.998480;0.692204;0.055454;0.994690;
5.558466;0.344823;0.998461;0.686487;0.055042;0.994939;
5.564698;0.341800;0.998448;0.680706;0.054628;0.995188;
5.570931;0.338755;0.998440;0.674877;0.054216;0.995437;
5.577163;0.335700;0.998437;0.669022;0.053805;0.995684;
5.583396;0.332644;0.998439;0.663160;0.053398;0.995929;
5.586821;0.330970;0.998444;0.659945;0.053176;0.996063;
5.590246;0.329301;0.998449;0.656739;0.052957;0.996195;
5.593671;0.327641;0.998457;0.653547;0.052739;0.996326;
5.597095;0.325986;0.998465;0.650365;0.052523;0.996456;
5.600520;0.324341;0.998475;0.647199;0.052310;0.996585;
5.603945;0.322707;0.998486;0.644052;0.052099;0.996712;
5.607370;0.321085;0.998499;0.640928;0.051890;0.996837;
5.610795;0.319478;0.998513;0.637831;0.051685;0.996961;
5.614220;0.317887;0.998529;0.634763;0.051482;0.997083;
5.617645;0.316314;0.998546;0.631727;0.051283;0.997203;
5.621069;0.314761;0.998565;0.628728;0.051087;0.997320;
5.624494;0.313228;0.998585;0.625767;0.050895;0.997436;
5.627919;0.311718;0.998607;0.622848;0.050707;0.997550;
5.631344;0.310231;0.998630;0.619974;0.050522;0.997661;
5.634769;0.308770;0.998654;0.617148;0.050341;0.997769;
5.638194;0.307336;0.998680;0.614373;0.050164;0.997876;
5.641618;0.305930;0.998707;0.611651;0.049992;0.997979;
5.645043;0.304554;0.998735;0.608985;0.049824;0.998080;
5.648468;0.303209;0.998764;0.606379;0.049661;0.998178;
5.651893;0.301896;0.998795;0.603834;0.049502;0.998274;
5.658743;0.299375;0.998860;0.598944;0.049199;0.998456;
5.664907;0.297230;0.998923;0.594779;0.048942;0.998610;
5.671072;0.295209;0.998988;0.590854;0.048703;0.998754;
5.677237;0.293318;0.999057;0.587180;0.048480;0.998888;
5.683401;0.291565;0.999129;0.583769;0.048275;0.999011;
5.689566;0.289953;0.999204;0.580633;0.048087;0.999124;
5.695731;0.288488;0.999282;0.577783;0.047917;0.999226;
5.701896;0.287175;0.999361;0.575226;0.047766;0.999317;
5.708060;0.286018;0.999443;0.572972;0.047633;0.999396;
5.714225;0.285020;0.999526;0.571028;0.047519;0.999465;
5.720390;0.284185;0.999610;0.569399;0.047424;0.999522;
5.726554;0.283515;0.999696;0.568092;0.047347;0.999568;
5.732719;0.283011;0.999783;0.567110;0.047290;0.999602;
5.738884;0.282675;0.999870;0.566455;0.047252;0.999625;
5.745049;0.282508;0.999958;0.566130;0.047233;0.999636;
5.757378;0.282681;1.000132;0.566467;0.047253;0.999625;
5.769707;0.283523;1.000304;0.568109;0.047348;0.999567;
5.782037;0.285019;1.000471;0.571025;0.047519;0.999465;
5.793133;0.286909;1.000616;0.574707;0.047735;0.999335;
5.803076;0.289021;1.000739;0.578820;0.047979;0.999189;
5.812024;0.291245;1.000845;0.583148;0.048238;0.999033;
5.820077;0.293494;1.000935;0.587522;0.048501;0.998875;
5.827325;0.295709;1.001012;0.591825;0.048762;0.998718;
5.834573;0.298092;1.001084;0.596453;0.049045;0.998548;
5.841097;0.300372;1.001144;0.600878;0.049318;0.998384;
5.847620;0.302771;1.001200;0.605530;0.049608;0.998210;
5.854143;0.305280;1.001251;0.610392;0.049913;0.998027;
5.860666;0.307889;1.001298;0.615443;0.050232;0.997835;
5.867190;0.310589;1.001339;0.620666;0.050566;0.997634;
5.873713;0.313369;1.001376;0.626039;0.050913;0.997425;
5.880236;0.316219;1.001408;0.631543;0.051271;0.997210;
5.886759;0.319128;1.001434;0.637156;0.051640;0.996988;
5.893282;0.322087;1.001455;0.642858;0.052019;0.996760;
5.899806;0.325082;1.001471;0.648626;0.052406;0.996527;
5.906329;0.328105;1.001481;0.654440;0.052800;0.996290;
5.912852;0.331143;1.001486;0.660277;0.053199;0.996049;
5.918723;0.333882;1.001486;0.665535;0.053562;0.995830;
5.924594;0.336616;1.001481;0.670779;0.053928;0.995610;
5.930465;0.339338;1.001472;0.675993;0.054294;0.995389;
5.936336;0.342039;1.001459;0.681164;0.054661;0.995168;
5.942207;0.344712;1.001441;0.686274;0.055026;0.994948;
5.948078;0.347348;1.001419;0.691311;0.055389;0.994729;
5.953949;0.349940;1.001393;0.696258;0.055749;0.994512;
