time;S_circuit_vGenA;S_circuit_vBusA;S_circuit_iGenA;S_circuit_iGenB;S_circuit_iGenC;S_circuit_iLineA;S_circuit_Wr;S_circuit_dtheta;S_circuit_Te;
0.000000;1.300000;1.300000;-0.000000;-0.000000;-0.000000;0.000000;1.000000;1.570796;0.000000;
0.000050;1.297806;1.295769;-0.000034;-0.000098;0.000132;-0.001463;1.000000;1.570796;0.000066;
0.000100;1.295506;1.291916;-0.000104;-0.000526;0.000630;-0.005620;1.000000;1.570796;0.000233;
0.000150;1.293015;1.288727;-0.000203;-0.001398;0.001601;-0.011897;1.000000;1.570796;0.000529;
0.000200;1.290298;1.286364;-0.000323;-0.002716;0.003039;-0.019548;1.000000;1.570796;0.000985;
0.000250;1.287374;1.284831;-0.000454;-0.004477;0.004931;-0.027769;1.000000;1.570796;0.001631;
0.000300;1.284323;1.283981;-0.000589;-0.006672;0.007261;-0.035810;1.000000;1.570796;0.002496;
0.000350;1.281267;1.283544;-0.000717;-0.009288;0.010005;-0.043065;1.000000;1.570796;0.003601;
0.000400;1.278350;1.283178;-0.000826;-0.012304;0.013129;-0.049142;1.000000;1.570796;0.004957;
0.000450;1.275712;1.282539;-0.000902;-0.015692;0.016594;-0.053891;1.000000;1.570796;0.006568;
0.000500;1.273463;1.281343;-0.000929;-0.019418;0.020347;-0.057379;1.000000;1.570796;0.008425;
0.000550;1.271658;1.279418;-0.000893;-0.023440;0.024333;-0.059834;1.000000;1.570796;0.010512;
0.000600;1.270288;1.276738;-0.000777;-0.027712;0.028489;-0.061555;1.000000;1.570796;0.012805;
0.000650;1.269276;1.273421;-0.000568;-0.032185;0.032753;-0.062807;1.000000;1.570796;0.015274;
0.000700;1.268492;1.269706;-0.000256;-0.036808;0.037064;-0.063731;1.000000;1.570796;0.017890;
0.000750;1.267767;1.265904;0.000166;-0.041530;0.041364;-0.064278;1.000000;1.570796;0.020624;
0.000800;1.266929;1.262332;0.000700;-0.046300;0.045600;-0.064180;0.999999;1.570796;0.023447;
0.000850;1.265822;1.259251;0.001345;-0.051072;0.049727;-0.062968;0.999999;1.570796;0.026337;
0.000900;1.264332;1.256809;0.002096;-0.055800;0.053704;-0.060031;0.999999;1.570796;0.029272;
0.000950;1.262403;1.255012;0.002946;-0.060440;0.057494;-0.054706;0.999999;1.570796;0.032230;
0.001000;1.260039;1.253710;0.003888;-0.064953;0.061065;-0.046383;0.999999;1.570796;0.035188;
0.001050;1.257296;1.252629;0.004915;-0.069298;0.064383;-0.034599;0.999999;1.570796;0.038120;
0.001100;1.254261;1.251407;0.006019;-0.073435;0.067416;-0.019116;0.999998;1.570796;0.040991;
0.001150;1.251033;1.249666;0.007195;-0.077327;0.070131;0.000046;0.999998;1.570796;0.043760;
0.001200;1.247690;1.247070;0.008440;-0.080932;0.072493;0.022613;0.999998;1.570796;0.046381;
0.001250;1.244269;1.243383;0.009749;-0.084215;0.074466;0.048116;0.999998;1.570796;0.048799;
0.001300;1.240754;1.238512;0.011119;-0.087138;0.076018;0.075964;0.999998;1.570796;0.050958;
0.001350;1.237065;1.232512;0.012548;-0.089669;0.077121;0.105557;0.999997;1.570796;0.052804;
0.001400;1.233073;1.225570;0.014027;-0.091780;0.077752;0.136376;0.999997;1.570796;0.054285;
0.001450;1.228611;1.217968;0.015551;-0.093448;0.077898;0.168064;0.999997;1.570796;0.055359;
0.001500;1.223504;1.210019;0.017106;-0.094659;0.077553;0.200473;0.999996;1.570796;0.055994;
0.001550;1.217594;1.202003;0.018681;-0.095405;0.076724;0.233658;0.999996;1.570796;0.056168;
0.001600;1.210763;1.194112;0.020261;-0.095684;0.075424;0.267839;0.999996;1.570796;0.055873;
0.001650;1.202955;1.186407;0.021829;-0.095504;0.073675;0.303321;0.999996;1.570796;0.055107;
0.001700;1.194175;1.178807;0.023371;-0.094877;0.071505;0.340401;0.999995;1.570796;0.053878;
0.001750;1.184490;1.171097;0.024874;-0.093819;0.068945;0.379272;0.999995;1.570796;0.052196;
0.001800;1.174012;1.162972;0.026325;-0.092351;0.066025;0.419940;0.999995;1.570795;0.050073;
0.001850;1.162873;1.154089;0.027718;-0.090496;0.062778;0.462187;0.999995;1.570795;0.047520;
0.001900;1.151201;1.144133;0.029047;-0.088278;0.059231;0.505560;0.999994;1.570795;0.044545;
0.001950;1.139093;1.132879;0.030310;-0.085725;0.055415;0.549420;0.999994;1.570795;0.041157;
0.002000;1.126598;1.120231;0.031507;-0.082862;0.051355;0.593011;0.999994;1.570795;0.037365;
0.002050;1.113712;1.106241;0.032639;-0.079720;0.047082;0.635561;0.999994;1.570795;0.033181;
0.002100;1.100375;1.091104;0.033706;-0.076332;0.042625;0.676384;0.999994;1.570795;0.028626;
0.002150;1.086492;1.075121;0.034710;-0.072730;0.038021;0.714965;0.999993;1.570795;0.023729;
0.002200;1.071950;1.058644;0.035648;-0.068955;0.033307;0.751013;0.999993;1.570795;0.018532;
0.002250;1.056645;1.042013;0.036518;-0.065047;0.028529;0.784480;0.999993;1.570795;0.013089;
0.002300;1.040508;1.025499;0.037317;-0.061050;0.023733;0.815526;0.999993;1.570794;0.007467;
0.002350;1.023524;1.009252;0.038039;-0.057011;0.018972;0.844459;0.999993;1.570794;0.001740;
0.002400;1.005738;0.993285;0.038681;-0.052976;0.014296;0.871638;0.999993;1.570794;-0.004011;
0.002450;0.987255;0.977471;0.039240;-0.048993;0.009754;0.897380;0.999993;1.570794;-0.009705;
0.002500;0.968228;0.961578;0.039715;-0.045106;0.005391;0.921877;0.999993;1.570794;-0.015263;
0.002550;0.948836;0.945318;0.040110;-0.041357;0.001247;0.945134;0.999993;1.570794;-0.020613;
0.002600;0.929257;0.928409;0.040430;-0.037785;-0.002645;0.966955;0.999994;1.570794;-0.025692;
0.002650;0.909641;0.910634;0.040682;-0.034422;-0.006260;0.986969;0.999994;1.570794;-0.030446;
0.002700;0.890095;0.891892;0.040876;-0.031297;-0.009579;1.004691;0.999994;1.570794;-0.034828;
0.002750;0.870666;0.872219;0.041024;-0.028436;-0.012588;1.019611;0.999994;1.570794;-0.038800;
0.002800;0.851345;0.851792;0.041135;-0.025859;-0.015276;1.031289;0.999994;1.570793;-0.042326;
0.002850;0.832071;0.830902;0.041217;-0.023584;-0.017633;1.039450;0.999994;1.570793;-0.045371;
0.002900;0.812759;0.809900;0.041279;-0.021627;-0.019652;1.044037;0.999995;1.570793;-0.047900;
0.002950;0.793317;0.789145;0.041322;-0.019999;-0.021323;1.045240;0.999995;1.570793;-0.049874;
0.003000;0.773675;0.768936;0.041350;-0.018712;-0.022637;1.043476;0.999995;1.570793;-0.051254;
0.003050;0.753804;0.749463;0.041360;-0.017775;-0.023586;1.039329;0.999995;1.570793;-0.052002;
0.003100;0.733729;0.730781;0.041353;-0.017192;-0.024161;1.033464;0.999996;1.570793;-0.052082;
0.003150;0.713528;0.712798;0.041326;-0.016966;-0.024360;1.026532;0.999996;1.570793;-0.051466;
0.003200;0.693326;0.695305;0.041280;-0.017095;-0.024185;1.019074;0.999996;1.570793;-0.050138;
0.003250;0.673275;0.678015;0.041217;-0.017574;-0.023644;1.011456;0.999996;1.570793;-0.048095;
0.003300;0.653528;0.660624;0.041141;-0.018389;-0.022752;1.003834;0.999997;1.570793;-0.045351;
0.003350;0.634217;0.642872;0.041058;-0.019525;-0.021533;0.996162;0.999997;1.570793;-0.041934;
0.003400;0.615428;0.624595;0.040976;-0.020960;-0.020016;0.988247;0.999997;1.570793;-0.037888;
0.003450;0.597188;0.605754;0.040906;-0.022670;-0.018236;0.979818;0.999997;1.570793;-0.033269;
0.003500;0.579464;0.586449;0.040854;-0.024625;-0.016229;0.970625;0.999997;1.570793;-0.028138;
0.003550;0.562166;0.566899;0.040830;-0.026794;-0.014036;0.960527;0.999998;1.570793;-0.022561;
0.003600;0.545168;0.547398;0.040837;-0.029146;-0.011691;0.949557;0.999998;1.570792;-0.016605;
0.003650;0.528331;0.528260;0.040877;-0.031646;-0.009231;0.937957;0.999998;1.570792;-0.010334;
0.003700;0.511525;0.509760;0.040951;-0.034265;-0.006686;0.926173;0.999998;1.570792;-0.003807;
0.003750;0.494655;0.492079;0.041053;-0.036968;-0.004086;0.914807;0.999998;1.570792;0.002917;
0.003800;0.477675;0.475267;0.041182;-0.039725;-0.001456;0.904534;0.999998;1.570792;0.009783;
0.003850;0.460592;0.459234;0.041331;-0.042507;0.001176;0.896017;0.999998;1.570792;0.016735;
0.003900;0.443464;0.443762;0.041497;-0.045281;0.003784;0.889803;0.999998;1.570792;0.023713;
0.003950;0.426381;0.428545;0.041680;-0.048018;0.006339;0.886255;0.999997;1.570792;0.030652;
0.004000;0.409443;0.413240;0.041880;-0.050688;0.008809;0.885506;0.999997;1.570792;0.037481;
0.004050;0.392740;0.397535;0.042101;-0.053260;0.011159;0.887455;0.999997;1.570792;0.044122;
0.004100;0.376324;0.381195;0.042351;-0.055702;0.013352;0.891809;0.999997;1.570792;0.050494;
0.004150;0.360196;0.364106;0.042636;-0.057985;0.015349;0.898149;0.999997;1.570792;0.056512;
0.004200;0.344301;0.346294;0.042966;-0.060079;0.017113;0.906022;0.999996;1.570792;0.062097;
0.004250;0.328529;0.327909;0.043347;-0.061957;0.018611;0.915033;0.999996;1.570792;0.067172;
0.004300;0.312733;0.309194;0.043783;-0.063595;0.019812;0.924922;0.999996;1.570792;0.071672;
0.004350;0.296748;0.290434;0.044277;-0.064970;0.020693;0.935611;0.999995;1.570792;0.075544;
0.004400;0.280418;0.271897;0.044827;-0.066067;0.021239;0.947209;0.999995;1.570792;0.078750;
0.004450;0.263618;0.253776;0.045429;-0.066871;0.021442;0.959984;0.999994;1.570792;0.081264;
0.004500;0.246275;0.236153;0.046076;-0.067374;0.021298;0.974298;0.999994;1.570792;0.083074;
0.004550;0.228370;0.218971;0.046760;-0.067570;0.020811;0.990513;0.999994;1.570791;0.084176;
0.004600;0.209943;0.202052;0.047474;-0.067460;0.019985;1.008912;0.999993;1.570791;0.084573;
0.004650;0.191076;0.185117;0.048214;-0.067042;0.018828;1.029608;0.999993;1.570791;0.084276;
0.004700;0.171876;0.167842;0.048975;-0.066321;0.017346;1.052504;0.999992;1.570791;0.083294;
0.004750;0.152448;0.149915;0.049758;-0.065303;0.015545;1.077278;0.999992;1.570791;0.081638;
0.004800;0.132874;0.131093;0.050563;-0.063992;0.013430;1.103409;0.999991;1.570791;0.079324;
0.004850;0.113196;0.111246;0.051393;-0.062399;0.011006;1.130244;0.999991;1.570791;0.076367;
0.004900;0.093402;0.090377;0.052252;-0.060532;0.008280;1.157081;0.999991;1.570791;0.072788;
0.004950;0.073434;0.068626;0.053142;-0.058403;0.005261;1.183268;0.999990;1.570790;0.068617;
0.005000;0.053193;0.046239;0.054062;-0.056027;0.001966;1.208280;0.999990;1.570790;0.063892;
0.005050;0.032558;0.023520;0.055007;-0.053420;-0.001587;1.231786;0.999990;1.570790;0.058662;
0.005100;0.011416;0.000780;0.055970;-0.050603;-0.005367;1.253662;0.999989;1.570790;0.052987;
0.005150;-0.010321;-0.021727;0.056941;-0.047599;-0.009342;1.273980;0.999989;1.570790;0.046940;
0.005200;-0.032693;-0.043846;0.057903;-0.044433;-0.013470;1.292951;0.999989;1.570790;0.040598;
0.005250;-0.055685;-0.065546;0.058843;-0.041134;-0.017710;1.310847;0.999989;1.570789;0.034046;
0.005300;-0.079222;-0.086927;0.059745;-0.037731;-0.022014;1.327912;0.999989;1.570789;0.027369;
0.005350;-0.103181;-0.108193;0.060595;-0.034256;-0.026339;1.344281;0.999989;1.570789;0.020652;
0.005400;-0.127410;-0.129608;0.061382;-0.030739;-0.030643;1.359922;0.999988;1.570789;0.013974;
0.005450;-0.151750;-0.151445;0.062098;-0.027210;-0.034888;1.374611;0.999988;1.570789;0.007408;
0.005500;-0.176058;-0.173925;0.062738;-0.023696;-0.039042;1.387948;0.999988;1.570789;0.001021;
0.005550;-0.200230;-0.197170;0.063300;-0.020226;-0.043074;1.399413;0.999988;1.570788;-0.005130;
0.005600;-0.224211;-0.221177;0.063783;-0.016825;-0.046959;1.408438;0.999988;1.570788;-0.010990;
0.005650;-0.247999;-0.245809;0.064188;-0.013515;-0.050672;1.414502;0.999988;1.570788;-0.016512;
0.005700;-0.271637;-0.270817;0.064511;-0.010321;-0.054190;1.417216;0.999989;1.570788;-0.021650;
0.005750;-0.295196;-0.295880;0.064750;-0.007264;-0.057487;1.416386;0.999989;1.570788;-0.026360;
0.005800;-0.318757;-0.320660;0.064899;-0.004365;-0.060534;1.412046;0.999989;1.570787;-0.030598;
0.005850;-0.342382;-0.344857;0.064949;-0.001647;-0.063302;1.404449;0.999989;1.570787;-0.034323;
0.005900;-0.366099;-0.368262;0.064890;0.000870;-0.065761;1.394019;0.999989;1.570787;-0.037496;
0.005950;-0.389885;-0.390787;0.064712;0.003167;-0.067879;1.381285;0.999989;1.570787;-0.040084;
0.006000;-0.413666;-0.412477;0.064404;0.005224;-0.069628;1.366784;0.999990;1.570787;-0.042057;
0.006050;-0.437321;-0.433493;0.063961;0.007025;-0.070986;1.350978;0.999990;1.570787;-0.043398;
0.006100;-0.460699;-0.454073;0.063379;0.008556;-0.071935;1.334186;0.999990;1.570786;-0.044096;
0.006150;-0.483640;-0.474487;0.062660;0.009808;-0.072468;1.316547;0.999990;1.570786;-0.044155;
0.006200;-0.506002;-0.494974;0.061811;0.010774;-0.072586;1.298016;0.999990;1.570786;-0.043587;
0.006250;-0.527677;-0.515695;0.060841;0.011454;-0.072296;1.278411;0.999991;1.570786;-0.042415;
0.006300;-0.548609;-0.536696;0.059765;0.011850;-0.071614;1.257468;0.999991;1.570786;-0.040672;
0.006350;-0.568799;-0.557897;0.058595;0.011967;-0.070563;1.234935;0.999991;1.570786;-0.038395;
0.006400;-0.588303;-0.579105;0.057348;0.011816;-0.069165;1.210654;0.999991;1.570786;-0.035629;
0.006450;-0.607212;-0.600045;0.056036;0.011408;-0.067445;1.184623;0.999991;1.570785;-0.032418;
0.006500;-0.625639;-0.620411;0.054671;0.010757;-0.065428;1.157042;0.999992;1.570785;-0.028810;
0.006550;-0.643690;-0.639926;0.053261;0.009876;-0.063136;1.128312;0.999992;1.570785;-0.024853;
0.006600;-0.661445;-0.658385;0.051812;0.008781;-0.060593;1.098997;0.999992;1.570785;-0.020592;
0.006650;-0.678944;-0.675703;0.050331;0.007488;-0.057819;1.069760;0.999992;1.570785;-0.016077;
0.006700;-0.696176;-0.691923;0.048822;0.006015;-0.054838;1.041274;0.999992;1.570785;-0.011356;
0.006750;-0.713085;-0.707211;0.047293;0.004382;-0.051675;1.014136;0.999992;1.570785;-0.006479;
0.006800;-0.729583;-0.721829;0.045753;0.002608;-0.048361;0.988791;0.999992;1.570785;-0.001499;
0.006850;-0.745566;-0.736079;0.044214;0.000719;-0.044933;0.965482;0.999992;1.570784;0.003530;
0.006900;-0.760942;-0.750256;0.042692;-0.001260;-0.041432;0.944243;0.999992;1.570784;0.008551;
0.006950;-0.775645;-0.764590;0.041206;-0.003298;-0.037907;0.924919;0.999992;1.570784;0.013507;
0.007000;-0.789660;-0.779207;0.039774;-0.005364;-0.034410;0.907230;0.999992;1.570784;0.018342;
0.007050;-0.803022;-0.794112;0.038416;-0.007424;-0.030991;0.890846;0.999992;1.570784;0.023001;
0.007100;-0.815823;-0.809187;0.037150;-0.009445;-0.027705;0.875476;0.999992;1.570784;0.027433;
0.007150;-0.828193;-0.824225;0.035990;-0.011392;-0.024599;0.860937;0.999992;1.570784;0.031593;
0.007200;-0.840283;-0.838968;0.034948;-0.013233;-0.021715;0.847208;0.999991;1.570783;0.035440;
0.007250;-0.852246;-0.853166;0.034028;-0.014939;-0.019090;0.834441;0.999991;1.570783;0.038942;
0.007300;-0.864211;-0.866625;0.033234;-0.016482;-0.016752;0.822941;0.999991;1.570783;0.042073;
0.007350;-0.876265;-0.879254;0.032561;-0.017839;-0.014723;0.813109;0.999991;1.570783;0.044813;
0.007400;-0.888443;-0.891082;0.032007;-0.018988;-0.013019;0.805366;0.999991;1.570783;0.047148;
0.007450;-0.900731;-0.902261;0.031567;-0.019911;-0.011655;0.800066;0.999990;1.570783;0.049071;
0.007500;-0.913071;-0.913039;0.031234;-0.020592;-0.010642;0.797420;0.999990;1.570783;0.050579;
0.007550;-0.925380;-0.923722;0.031007;-0.021015;-0.009991;0.797442;0.999990;1.570782;0.051672;
0.007600;-0.937573;-0.934615;0.030881;-0.021166;-0.009714;0.799934;0.999990;1.570782;0.052357;
0.007650;-0.949582;-0.945973;0.030856;-0.021032;-0.009824;0.804497;0.999989;1.570782;0.052642;
0.007700;-0.961374;-0.957953;0.030932;-0.020601;-0.010331;0.810586;0.999989;1.570782;0.052543;
0.007750;-0.972963;-0.970592;0.031108;-0.019863;-0.011245;0.817589;0.999989;1.570782;0.052076;
0.007800;-0.984411;-0.983801;0.031381;-0.018810;-0.012572;0.824907;0.999988;1.570782;0.051264;
0.007850;-0.995818;-0.997386;0.031746;-0.017437;-0.014308;0.832040;0.999988;1.570781;0.050133;
0.007900;-1.007308;-1.011085;0.032192;-0.015747;-0.016445;0.838645;0.999988;1.570781;0.048711;
0.007950;-1.019005;-1.024623;0.032708;-0.013744;-0.018964;0.844563;0.999988;1.570781;0.047032;
0.008000;-1.031012;-1.037764;0.033275;-0.011439;-0.021836;0.849812;0.999987;1.570781;0.045130;
0.008050;-1.043393;-1.050353;0.033875;-0.008848;-0.025026;0.854546;0.999987;1.570781;0.043040;
0.008100;-1.056158;-1.062349;0.034486;-0.005994;-0.028492;0.858983;0.999987;1.570780;0.040799;
0.008150;-1.069264;-1.073831;0.035087;-0.002899;-0.032188;0.863327;0.999987;1.570780;0.038444;
0.008200;-1.082620;-1.084979;0.035660;0.000407;-0.036067;0.867688;0.999987;1.570780;0.036012;
0.008250;-1.096102;-1.096039;0.036186;0.003896;-0.040082;0.872027;0.999987;1.570780;0.033537;
0.008300;-1.109572;-1.107275;0.036652;0.007539;-0.044190;0.876124;0.999986;1.570780;0.031055;
0.008350;-1.122905;-1.118913;0.037048;0.011304;-0.048352;0.879587;0.999986;1.570779;0.028599;
0.008400;-1.136004;-1.131097;0.037366;0.015163;-0.052530;0.881892;0.999986;1.570779;0.026200;
0.008450;-1.148816;-1.143856;0.037602;0.019086;-0.056688;0.882454;0.999986;1.570779;0.023886;
0.008500;-1.161334;-1.157097;0.037751;0.023044;-0.060794;0.880709;0.999986;1.570779;0.021685;
0.008550;-1.173596;-1.170614;0.037808;0.027006;-0.064813;0.876197;0.999986;1.570779;0.019619;
0.008600;-1.185667;-1.184126;0.037768;0.030940;-0.068708;0.868625;0.999986;1.570778;0.017706;
0.008650;-1.197623;-1.197320;0.037624;0.034814;-0.072439;0.857908;0.999986;1.570778;0.015960;
0.008700;-1.209529;-1.209912;0.037370;0.038592;-0.075963;0.844165;0.999985;1.570778;0.014391;
0.008750;-1.221417;-1.221686;0.036997;0.042238;-0.079236;0.827691;0.999985;1.570778;0.013000;
0.008800;-1.233278;-1.232535;0.036498;0.045716;-0.082213;0.808891;0.999985;1.570777;0.011789;
0.008850;-1.245049;-1.242473;0.035865;0.048988;-0.084853;0.788199;0.999985;1.570777;0.010752;
0.008900;-1.256625;-1.251623;0.035095;0.052021;-0.087116;0.766003;0.999985;1.570777;0.009882;
0.008950;-1.267867;-1.260192;0.034189;0.054784;-0.088973;0.742570;0.999985;1.570777;0.009169;
0.009000;-1.278622;-1.268422;0.033151;0.057249;-0.090400;0.718014;0.999985;1.570776;0.008601;
0.009050;-1.288747;-1.276538;0.031988;0.059396;-0.091384;0.692281;0.999985;1.570776;0.008168;
0.009100;-1.298126;-1.284703;0.030712;0.061209;-0.091921;0.665182;0.999985;1.570776;0.007856;
0.009150;-1.306691;-1.292978;0.029337;0.062675;-0.092013;0.636448;0.999985;1.570776;0.007656;
0.009200;-1.314422;-1.301310;0.027879;0.063790;-0.091670;0.605806;0.999985;1.570776;0.007552;
0.009250;-1.321351;-1.309534;0.026353;0.064552;-0.090905;0.573060;0.999985;1.570775;0.007532;
0.009300;-1.327550;-1.317403;0.024773;0.064961;-0.089734;0.538156;0.999985;1.570775;0.007578;
0.009350;-1.333108;-1.324632;0.023153;0.065020;-0.088173;0.501225;0.999985;1.570775;0.007671;
0.009400;-1.338118;-1.330944;0.021503;0.064736;-0.086239;0.462594;0.999985;1.570775;0.007792;
0.009450;-1.342653;-1.336129;0.019832;0.064114;-0.083947;0.422758;0.999985;1.570774;0.007915;
0.009500;-1.346747;-1.340074;0.018149;0.063164;-0.081313;0.382324;0.999985;1.570774;0.008018;
0.009550;-1.350394;-1.342786;0.016461;0.061897;-0.078358;0.341935;0.999985;1.570774;0.008075;
0.009600;-1.353541;-1.344390;0.014775;0.060327;-0.075101;0.302187;0.999985;1.570774;0.008064;
0.009650;-1.356106;-1.345103;0.013101;0.058472;-0.071572;0.263555;0.999985;1.570773;0.007967;
0.009700;-1.357986;-1.345197;0.011449;0.056356;-0.067804;0.226345;0.999985;1.570773;0.007771;
0.009750;-1.359085;-1.344943;0.009832;0.054006;-0.063837;0.190669;0.999985;1.570773;0.007466;
0.009800;-1.359332;-1.344566;0.008263;0.051455;-0.059717;0.156468;0.999985;1.570773;0.007052;
0.009850;-1.358696;-1.344204;0.006755;0.048739;-0.055494;0.123556;0.999984;1.570772;0.006531;
0.009900;-1.357195;-1.343882;0.005322;0.045900;-0.051221;0.091689;0.999984;1.570772;0.005913;
0.009950;-1.354899;-1.343515;0.003974;0.042977;-0.046951;0.060644;0.999984;1.570772;0.005210;
0.010000;-1.351920;-1.342925;0.002721;0.040014;-0.042734;0.030290;0.999984;1.570772;0.004433;
0.010050;-1.348395;-1.341880;0.001567;0.037050;-0.038617;0.000641;0.999984;1.570771;0.003596;
0.010100;-1.344466;-1.340146;0.000515;0.034126;-0.034641;-0.028130;0.999984;1.570771;0.002711;
0.010150;-1.340258;-1.337530;-0.000437;0.031277;-0.030841;-0.055698;0.999984;1.570771;0.001788;
0.010200;-1.335864;-1.333928;-0.001293;0.028537;-0.027245;-0.081637;0.999984;1.570771;0.000839;
0.010250;-1.331333;-1.329344;-0.002059;0.025937;-0.023878;-0.105483;0.999984;1.570770;-0.000128;
0.010300;-1.326666;-1.323900;-0.002742;0.023505;-0.020763;-0.126819;0.999984;1.570770;-0.001100;
0.010350;-1.321822;-1.317813;-0.003348;0.021268;-0.017919;-0.145345;0.999984;1.570770;-0.002063;
0.010400;-1.316738;-1.311364;-0.003885;0.019251;-0.015366;-0.160936;0.999984;1.570770;-0.002997;
0.010450;-1.311341;-1.304847;-0.004357;0.017480;-0.013122;-0.173666;0.999984;1.570769;-0.003880;
0.010500;-1.305573;-1.298518;-0.004769;0.015978;-0.011209;-0.183800;0.999984;1.570769;-0.004682;
0.010550;-1.299406;-1.292556;-0.005124;0.014768;-0.009644;-0.191757;0.999984;1.570769;-0.005371;
0.010600;-1.292855;-1.287029;-0.005426;0.013871;-0.008445;-0.198038;0.999984;1.570769;-0.005913;
0.010650;-1.285980;-1.281892;-0.005679;0.013305;-0.007626;-0.203154;0.999984;1.570768;-0.006274;
0.010700;-1.278880;-1.276995;-0.005890;0.013082;-0.007192;-0.207545;0.999985;1.570768;-0.006425;
0.010750;-1.271679;-1.272122;-0.006065;0.013212;-0.007147;-0.211523;0.999985;1.570768;-0.006339;
0.010800;-1.264508;-1.267028;-0.006216;0.013697;-0.007481;-0.215238;0.999985;1.570768;-0.006000;
0.010850;-1.257484;-1.261497;-0.006353;0.014533;-0.008181;-0.218678;0.999985;1.570767;-0.005397;
0.010900;-1.250689;-1.255381;-0.006489;0.015712;-0.009223;-0.221704;0.999985;1.570767;-0.004529;
0.010950;-1.244162;-1.248632;-0.006637;0.017217;-0.010580;-0.224106;0.999985;1.570767;-0.003399;
0.011000;-1.237888;-1.241310;-0.006811;0.019031;-0.012220;-0.225680;0.999985;1.570767;-0.002016;
0.011050;-1.231811;-1.233579;-0.007021;0.021130;-0.014109;-0.226297;0.999985;1.570767;-0.000393;
0.011100;-1.225837;-1.225669;-0.007277;0.023489;-0.016212;-0.225965;0.999985;1.570766;0.001458;
0.011150;-1.219856;-1.217838;-0.007585;0.026082;-0.018498;-0.224862;0.999985;1.570766;0.003527;
0.011200;-1.213767;-1.210321;-0.007949;0.028883;-0.020933;-0.223337;0.999985;1.570766;0.005802;
0.011250;-1.207487;-1.203284;-0.008372;0.031862;-0.023490;-0.221876;0.999985;1.570766;0.008275;
0.011300;-1.200974;-1.196793;-0.008852;0.034993;-0.026140;-0.221045;0.999985;1.570765;0.010936;
0.011350;-1.194226;-1.190799;-0.009389;0.038245;-0.028856;-0.221416;0.999984;1.570765;0.013774;
0.011400;-1.187284;-1.185147;-0.009982;0.041591;-0.031609;-0.223485;0.999984;1.570765;0.016772;
0.011450;-1.180218;-1.179600;-0.010630;0.044997;-0.034367;-0.227611;0.999984;1.570765;0.019908;
0.011500;-1.173109;-1.173885;-0.011332;0.048429;-0.037097;-0.233974;0.999984;1.570764;0.023153;
0.011550;-1.166031;-1.167739;-0.012090;0.051853;-0.039763;-0.242564;0.999984;1.570764;0.026469;
0.011600;-1.159035;-1.160956;-0.012905;0.055232;-0.042327;-0.253206;0.999984;1.570764;0.029809;
0.011650;-1.152129;-1.153422;-0.013778;0.058527;-0.044749;-0.265613;0.999984;1.570764;0.033125;
0.011700;-1.145274;-1.145132;-0.014711;0.061701;-0.046990;-0.279453;0.999984;1.570763;0.036362;
0.011750;-1.138390;-1.136184;-0.015703;0.064718;-0.049015;-0.294425;0.999983;1.570763;0.039469;
0.011800;-1.131359;-1.126762;-0.016751;0.067544;-0.050793;-0.310328;0.999983;1.570763;0.042394;
0.011850;-1.124046;-1.117088;-0.017853;0.070149;-0.052297;-0.327097;0.999983;1.570763;0.045095;
0.011900;-1.116319;-1.107382;-0.018999;0.072507;-0.053508;-0.344822;0.999983;1.570762;0.047535;
0.011950;-1.108066;-1.097812;-0.020183;0.074596;-0.054413;-0.363727;0.999983;1.570762;0.049683;
0.012000;-1.099213;-1.088460;-0.021394;0.076399;-0.055005;-0.384118;0.999982;1.570762;0.051516;
0.012050;-1.089731;-1.079301;-0.022622;0.077904;-0.055282;-0.406322;0.999982;1.570761;0.053018;
0.012100;-1.079638;-1.070203;-0.023856;0.079100;-0.055244;-0.430607;0.999982;1.570761;0.054172;
0.012150;-1.068990;-1.060951;-0.025087;0.079981;-0.054894;-0.457117;0.999981;1.570761;0.054964;
0.012200;-1.057862;-1.051283;-0.026309;0.080544;-0.054234;-0.485830;0.999981;1.570761;0.055380;
0.012250;-1.046336;-1.040936;-0.027517;0.080786;-0.053269;-0.516537;0.999981;1.570760;0.055402;
0.012300;-1.034477;-1.029693;-0.028706;0.080707;-0.052002;-0.548859;0.999981;1.570760;0.055012;
0.012350;-1.022320;-1.017424;-0.029875;0.080310;-0.050435;-0.582294;0.999980;1.570760;0.054193;
0.012400;-1.009860;-1.004102;-0.031022;0.079598;-0.048575;-0.616283;0.999980;1.570759;0.052930;
0.012450;-0.997048;-0.989814;-0.032148;0.078578;-0.046430;-0.650288;0.999980;1.570759;0.051211;
0.012500;-0.983804;-0.974737;-0.033250;0.077261;-0.044011;-0.683858;0.999980;1.570759;0.049036;
0.012550;-0.970028;-0.959106;-0.034325;0.075661;-0.041336;-0.716687;0.999979;1.570758;0.046410;
0.012600;-0.955619;-0.943169;-0.035370;0.073797;-0.038426;-0.748633;0.999979;1.570758;0.043353;
0.012650;-0.940494;-0.927139;-0.036379;0.071689;-0.035310;-0.779713;0.999979;1.570758;0.039895;
0.012700;-0.924606;-0.911156;-0.037346;0.069365;-0.032019;-0.810065;0.999979;1.570757;0.036075;
0.012750;-0.907951;-0.895261;-0.038264;0.066851;-0.028587;-0.839886;0.999979;1.570757;0.031942;
