time;S_circuit_vGenA;S_circuit_vBusA;S_circuit_iGenA;S_circuit_iGenB;S_circuit_iGenC;S_circuit_iLineA;S_circuit_Wr;S_circuit_dtheta;S_circuit_Te;
0.652200;-1.033243;-1.029601;0.062304;-0.027868;-0.034435;-0.717162;1.001903;1.652520;0.091194;
0.652250;-1.019888;-1.016310;0.059700;-0.025082;-0.034618;-0.731544;1.001903;1.652550;0.088729;
0.652300;-1.006283;-1.002766;0.057059;-0.022313;-0.034746;-0.745721;1.001902;1.652579;0.086320;
0.652350;-0.992430;-0.988972;0.054381;-0.019563;-0.034818;-0.759689;1.001902;1.652609;0.083969;
0.652400;-0.978331;-0.974934;0.051667;-0.016834;-0.034833;-0.773443;1.001902;1.652639;0.081674;
0.652450;-0.963991;-0.960656;0.048918;-0.014126;-0.034792;-0.786980;1.001901;1.652669;0.079438;
0.652500;-0.949411;-0.946142;0.046134;-0.011441;-0.034693;-0.800297;1.001901;1.652699;0.077261;
0.652550;-0.934596;-0.931397;0.043317;-0.008780;-0.034537;-0.813393;1.001900;1.652729;0.075141;
0.652600;-0.919550;-0.916424;0.040467;-0.006144;-0.034323;-0.826264;1.001900;1.652759;0.073081;
0.652650;-0.904275;-0.901227;0.037586;-0.003536;-0.034050;-0.838910;1.001900;1.652788;0.071079;
0.652700;-0.888776;-0.885808;0.034674;-0.000956;-0.033718;-0.851328;1.001899;1.652818;0.069137;
0.652750;-0.873057;-0.870171;0.031732;0.001595;-0.033327;-0.863516;1.001899;1.652848;0.067254;
0.652800;-0.857123;-0.854318;0.028761;0.004115;-0.032876;-0.875471;1.001899;1.652878;0.065431;
0.652850;-0.840979;-0.838254;0.025763;0.006604;-0.032366;-0.887188;1.001898;1.652908;0.063668;
0.652900;-0.824627;-0.821980;0.022737;0.009059;-0.031796;-0.898664;1.001898;1.652938;0.061966;
0.652950;-0.808073;-0.805501;0.019685;0.011482;-0.031167;-0.909894;1.001898;1.652967;0.060325;
0.653000;-0.791321;-0.788821;0.016609;0.013869;-0.030478;-0.920874;1.001897;1.652997;0.058747;
0.653050;-0.774374;-0.771945;0.013509;0.016221;-0.029730;-0.931600;1.001897;1.653027;0.057230;
0.653100;-0.757236;-0.754878;0.010385;0.018536;-0.028922;-0.942068;1.001897;1.653057;0.055777;
0.653150;-0.739912;-0.737626;0.007240;0.020814;-0.028054;-0.952277;1.001897;1.653087;0.054386;
0.653200;-0.722405;-0.720193;0.004074;0.023053;-0.027127;-0.962225;1.001896;1.653116;0.053059;
0.653250;-0.704719;-0.702585;0.000889;0.025251;-0.026140;-0.971910;1.001896;1.653146;0.051794;
0.653300;-0.686860;-0.684806;-0.002315;0.027409;-0.025094;-0.981332;1.001896;1.653176;0.050594;
0.653350;-0.668830;-0.666861;-0.005536;0.029524;-0.023988;-0.990490;1.001896;1.653206;0.049456;
0.653400;-0.650636;-0.648754;-0.008773;0.031596;-0.022823;-0.999384;1.001895;1.653235;0.048382;
0.653450;-0.632281;-0.630488;-0.012025;0.033623;-0.021598;-1.008013;1.001895;1.653265;0.047372;
0.653500;-0.613772;-0.612067;-0.015291;0.035606;-0.020315;-1.016375;1.001895;1.653295;0.046426;
0.653550;-0.595112;-0.593494;-0.018569;0.037542;-0.018973;-1.024469;1.001895;1.653325;0.045544;
0.653600;-0.576308;-0.574774;-0.021858;0.039431;-0.017573;-1.032292;1.001894;1.653355;0.044727;
0.653650;-0.557363;-0.555910;-0.025158;0.041273;-0.016115;-1.039841;1.001894;1.653384;0.043975;
0.653700;-0.538283;-0.536908;-0.028466;0.043066;-0.014600;-1.047113;1.001894;1.653414;0.043289;
0.653750;-0.519072;-0.517773;-0.031783;0.044811;-0.013028;-1.054106;1.001894;1.653444;0.042669;
0.653800;-0.499735;-0.498511;-0.035105;0.046505;-0.011400;-1.060818;1.001894;1.653474;0.042115;
0.653850;-0.480276;-0.479126;-0.038433;0.048149;-0.009716;-1.067247;1.001893;1.653503;0.041628;
0.653900;-0.460699;-0.459626;-0.041766;0.049742;-0.007976;-1.073395;1.001893;1.653533;0.041208;
0.653950;-0.441009;-0.440015;-0.045100;0.051282;-0.006182;-1.079259;1.001893;1.653563;0.040853;
0.654000;-0.421211;-0.420299;-0.048436;0.052769;-0.004333;-1.084843;1.001893;1.653592;0.040566;
0.654050;-0.401310;-0.400483;-0.051772;0.054203;-0.002430;-1.090146;1.001893;1.653622;0.040344;
0.654100;-0.381310;-0.380571;-0.055107;0.055581;-0.000474;-1.095169;1.001892;1.653652;0.040189;
0.654150;-0.361218;-0.360567;-0.058440;0.056904;0.001536;-1.099913;1.001892;1.653682;0.040099;
0.654200;-0.341038;-0.340475;-0.061768;0.058171;0.003597;-1.104379;1.001892;1.653711;0.040076;
0.654250;-0.320776;-0.320300;-0.065091;0.059381;0.005710;-1.108565;1.001892;1.653741;0.040119;
0.654300;-0.300437;-0.300045;-0.068408;0.060533;0.007874;-1.112470;1.001892;1.653771;0.040228;
0.654350;-0.280026;-0.279716;-0.071717;0.061628;0.010088;-1.116094;1.001891;1.653801;0.040404;
0.654400;-0.259549;-0.259316;-0.075016;0.062665;0.012351;-1.119434;1.001891;1.653830;0.040646;
0.654450;-0.239010;-0.238852;-0.078306;0.063643;0.014663;-1.122489;1.001891;1.653860;0.040955;
0.654500;-0.218414;-0.218329;-0.081584;0.064562;0.017022;-1.125258;1.001891;1.653890;0.041330;
0.654550;-0.197766;-0.197753;-0.084848;0.065421;0.019427;-1.127742;1.001890;1.653919;0.041772;
0.654600;-0.177069;-0.177130;-0.088099;0.066221;0.021878;-1.129939;1.001890;1.653949;0.042281;
0.654650;-0.156330;-0.156466;-0.091334;0.066959;0.024374;-1.131852;1.001890;1.653979;0.042855;
0.654700;-0.135553;-0.135767;-0.094551;0.067636;0.026915;-1.133481;1.001890;1.654008;0.043494;
0.654750;-0.114743;-0.115037;-0.097751;0.068252;0.029499;-1.134829;1.001890;1.654038;0.044198;
0.654800;-0.093904;-0.094281;-0.100931;0.068805;0.032126;-1.135898;1.001889;1.654068;0.044966;
0.654850;-0.073044;-0.073505;-0.104089;0.069295;0.034794;-1.136688;1.001889;1.654097;0.045798;
0.654900;-0.052166;-0.052712;-0.107226;0.069722;0.037504;-1.137201;1.001889;1.654127;0.046694;
0.654950;-0.031276;-0.031905;-0.110339;0.070086;0.040253;-1.137438;1.001889;1.654157;0.047652;
0.655000;-0.010381;-0.011090;-0.113427;0.070387;0.043041;-1.137397;1.001888;1.654186;0.048673;
0.655050;0.010516;0.009728;-0.116489;0.070623;0.045866;-1.137078;1.001888;1.654216;0.049757;
0.655100;0.031408;0.030547;-0.119524;0.070796;0.048729;-1.136481;1.001888;1.654246;0.050903;
0.655150;0.052291;0.051358;-0.122531;0.070905;0.051626;-1.135604;1.001888;1.654275;0.052111;
0.655200;0.073159;0.072158;-0.125508;0.070949;0.054558;-1.134447;1.001887;1.654305;0.053380;
0.655250;0.094009;0.092941;-0.128453;0.070930;0.057523;-1.133009;1.001887;1.654335;0.054711;
0.655300;0.114835;0.113699;-0.131367;0.070846;0.060521;-1.131293;1.001887;1.654364;0.056103;
0.655350;0.135633;0.134428;-0.134247;0.070698;0.063549;-1.129298;1.001887;1.654394;0.057554;
0.655400;0.156398;0.155121;-0.137093;0.070486;0.066608;-1.127027;1.001886;1.654424;0.059065;
0.655450;0.177124;0.175773;-0.139904;0.070208;0.069695;-1.124482;1.001886;1.654453;0.060634;
0.655500;0.197807;0.196380;-0.142677;0.069866;0.072811;-1.121665;1.001886;1.654483;0.062260;
0.655550;0.218442;0.216936;-0.145412;0.069459;0.075953;-1.118579;1.001885;1.654513;0.063944;
0.655600;0.239022;0.237438;-0.148109;0.068988;0.079121;-1.115224;1.001885;1.654542;0.065684;
0.655650;0.259544;0.257882;-0.150765;0.068452;0.082313;-1.111603;1.001885;1.654572;0.067479;
0.655700;0.280000;0.278263;-0.153380;0.067851;0.085529;-1.107716;1.001884;1.654601;0.069330;
0.655750;0.300386;0.298577;-0.155953;0.067187;0.088767;-1.103562;1.001884;1.654631;0.071236;
0.655800;0.320697;0.318820;-0.158483;0.066459;0.092024;-1.099141;1.001884;1.654661;0.073196;
0.655850;0.340928;0.338985;-0.160969;0.065667;0.095301;-1.094454;1.001883;1.654690;0.075211;
0.655900;0.361074;0.359068;-0.163409;0.064813;0.098596;-1.089500;1.001883;1.654720;0.077279;
0.655950;0.381130;0.379064;-0.165804;0.063896;0.101908;-1.084280;1.001883;1.654749;0.079401;
0.656000;0.401092;0.398965;-0.168151;0.062917;0.105234;-1.078794;1.001882;1.654779;0.081575;
0.656050;0.420955;0.418767;-0.170450;0.061876;0.108574;-1.073045;1.001882;1.654808;0.083801;
0.656100;0.440715;0.438463;-0.172701;0.060774;0.111927;-1.067036;1.001881;1.654838;0.086078;
0.656150;0.460366;0.458049;-0.174902;0.059611;0.115291;-1.060769;1.001881;1.654868;0.088406;
0.656200;0.479905;0.477520;-0.177052;0.058387;0.118665;-1.054248;1.001880;1.654897;0.090784;
0.656250;0.499326;0.496871;-0.179151;0.057103;0.122049;-1.047475;1.001880;1.654927;0.093211;
0.656300;0.518623;0.516098;-0.181198;0.055759;0.125439;-1.040453;1.001880;1.654956;0.095685;
0.656350;0.537792;0.535198;-0.183193;0.054356;0.128836;-1.033184;1.001879;1.654986;0.098208;
0.656400;0.556828;0.554166;-0.185133;0.052895;0.132238;-1.025671;1.001879;1.655015;0.100778;
0.656450;0.575725;0.572999;-0.187020;0.051377;0.135643;-1.017914;1.001878;1.655045;0.103395;
0.656500;0.594479;0.591692;-0.188851;0.049802;0.139049;-1.009913;1.001877;1.655074;0.106058;
0.656550;0.613084;0.610241;-0.190627;0.048171;0.142456;-1.001671;1.001877;1.655104;0.108767;
0.656600;0.631538;0.628641;-0.192347;0.046485;0.145862;-0.993187;1.001876;1.655133;0.111522;
0.656650;0.649834;0.646886;-0.194010;0.044745;0.149265;-0.984464;1.001876;1.655163;0.114323;
0.656700;0.667970;0.664972;-0.195615;0.042951;0.152664;-0.975502;1.001875;1.655192;0.117167;
0.656750;0.685941;0.682892;-0.197163;0.041106;0.156058;-0.966306;1.001875;1.655221;0.120056;
0.656800;0.703743;0.700641;-0.198653;0.039208;0.159445;-0.956878;1.001874;1.655251;0.122989;
0.656850;0.721371;0.718216;-0.200084;0.037260;0.162824;-0.947222;1.001873;1.655280;0.125963;
0.656900;0.738822;0.735610;-0.201456;0.035262;0.166194;-0.937342;1.001873;1.655310;0.128979;
0.656950;0.756090;0.752821;-0.202768;0.033215;0.169553;-0.927243;1.001872;1.655339;0.132036;
0.657000;0.773172;0.769845;-0.204020;0.031119;0.172901;-0.916928;1.001871;1.655369;0.135133;
0.657050;0.790063;0.786678;-0.205212;0.028976;0.176235;-0.906400;1.001871;1.655398;0.138269;
0.657100;0.806758;0.803317;-0.206343;0.026787;0.179556;-0.895662;1.001870;1.655427;0.141443;
0.657150;0.823253;0.819759;-0.207413;0.024553;0.182860;-0.884717;1.001869;1.655457;0.144656;
0.657200;0.839543;0.836000;-0.208423;0.022275;0.186147;-0.873566;1.001869;1.655486;0.147906;
0.657250;0.855625;0.852037;-0.209371;0.019954;0.189416;-0.862211;1.001868;1.655515;0.151194;
0.657300;0.871495;0.867864;-0.210257;0.017592;0.192665;-0.850653;1.001867;1.655545;0.154518;
0.657350;0.887148;0.883479;-0.211082;0.015189;0.195893;-0.838895;1.001866;1.655574;0.157877;
0.657400;0.902583;0.898876;-0.211845;0.012747;0.199098;-0.826939;1.001866;1.655603;0.161271;
0.657450;0.917795;0.914050;-0.212546;0.010267;0.202279;-0.814789;1.001865;1.655633;0.164700;
0.657500;0.932780;0.928997;-0.213186;0.007749;0.205436;-0.802447;1.001864;1.655662;0.168162;
0.657550;0.947536;0.943713;-0.213763;0.005196;0.208568;-0.789919;1.001863;1.655691;0.171656;
0.657600;0.962059;0.958194;-0.214279;0.002607;0.211672;-0.777208;1.001862;1.655721;0.175181;
0.657650;0.976345;0.972436;-0.214733;-0.000016;0.214749;-0.764320;1.001861;1.655750;0.178736;
0.657700;0.990391;0.986437;-0.215125;-0.002672;0.217797;-0.751259;1.001860;1.655779;0.182321;
0.657750;1.004193;1.000195;-0.215455;-0.005360;0.220815;-0.738028;1.001859;1.655808;0.185933;
0.657800;1.017747;1.013706;-0.215724;-0.008079;0.223803;-0.724631;1.001859;1.655837;0.189574;
0.657850;1.031050;1.026969;-0.215932;-0.010827;0.226759;-0.711071;1.001858;1.655867;0.193241;
0.657900;1.044098;1.039980;-0.216078;-0.013604;0.229682;-0.697349;1.001857;1.655896;0.196933;
0.657950;1.056888;1.052736;-0.216164;-0.016408;0.232571;-0.683467;1.001856;1.655925;0.200651;
0.658000;1.069417;1.065236;-0.216188;-0.019237;0.235426;-0.669427;1.001855;1.655954;0.204394;
0.658050;1.081682;1.077474;-0.216153;-0.022092;0.238244;-0.655232;1.001854;1.655983;0.208159;
0.658100;1.093681;1.089448;-0.216057;-0.024969;0.241026;-0.640883;1.001853;1.656012;0.211948;
0.658150;1.105410;1.101153;-0.215901;-0.027869;0.243770;-0.626384;1.001851;1.656041;0.215757;
0.658200;1.116869;1.112586;-0.215687;-0.030789;0.246476;-0.611739;1.001850;1.656070;0.219588;
0.658250;1.128053;1.123744;-0.215413;-0.033730;0.249143;-0.596950;1.001849;1.656100;0.223438;
0.658300;1.138960;1.134623;-0.215080;-0.036690;0.251770;-0.582024;1.001848;1.656129;0.227306;
0.658350;1.149589;1.145221;-0.214689;-0.039668;0.254357;-0.566964;1.001847;1.656158;0.231192;
0.658400;1.159935;1.155536;-0.214241;-0.042663;0.256904;-0.551774;1.001846;1.656187;0.235095;
0.658450;1.169997;1.165566;-0.213735;-0.045674;0.259409;-0.536459;1.001845;1.656216;0.239012;
0.658500;1.179771;1.175309;-0.213173;-0.048699;0.261872;-0.521022;1.001843;1.656245;0.242945;
0.658550;1.189255;1.184764;-0.212554;-0.051738;0.264292;-0.505465;1.001842;1.656273;0.246891;
0.658600;1.198447;1.193930;-0.211879;-0.054789;0.266669;-0.489791;1.001841;1.656302;0.250849;
0.658650;1.207343;1.202804;-0.211150;-0.057851;0.269001;-0.474002;1.001840;1.656331;0.254820;
0.658700;1.215941;1.211384;-0.210366;-0.060923;0.271289;-0.458099;1.001838;1.656360;0.258802;
0.658750;1.224241;1.219669;-0.209528;-0.064004;0.273531;-0.442085;1.001837;1.656389;0.262795;
0.658800;1.232240;1.227654;-0.208636;-0.067092;0.275728;-0.425961;1.001836;1.656418;0.266797;
0.658850;1.239935;1.235337;-0.207692;-0.070186;0.277878;-0.409731;1.001834;1.656447;0.270807;
0.658900;1.247327;1.242716;-0.206696;-0.073285;0.279981;-0.393399;1.001833;1.656476;0.274826;
0.658950;1.254413;1.249788;-0.205649;-0.076388;0.282036;-0.376967;1.001832;1.656504;0.278851;
0.659000;1.261192;1.256551;-0.204551;-0.079494;0.284045;-0.360441;1.001830;1.656533;0.282881;
0.659050;1.267662;1.263003;-0.203403;-0.082602;0.286005;-0.343826;1.001829;1.656562;0.286917;
0.659100;1.273821;1.269143;-0.202206;-0.085711;0.287917;-0.327125;1.001827;1.656591;0.290956;
0.659150;1.279667;1.274969;-0.200961;-0.088820;0.289781;-0.310343;1.001826;1.656619;0.294999;
0.659200;1.285199;1.280483;-0.199668;-0.091928;0.291596;-0.293484;1.001824;1.656648;0.299044;
0.659250;1.290415;1.285681;-0.198328;-0.095033;0.293361;-0.276551;1.001823;1.656677;0.303089;
0.659300;1.295314;1.290565;-0.196942;-0.098135;0.295077;-0.259548;1.001821;1.656705;0.307136;
0.659350;1.299893;1.295134;-0.195511;-0.101233;0.296744;-0.242475;1.001820;1.656734;0.311182;
0.659400;1.304152;1.299386;-0.194035;-0.104324;0.298359;-0.225336;1.001818;1.656762;0.315227;
0.659450;1.308090;1.303319;-0.192516;-0.107409;0.299925;-0.208133;1.001817;1.656791;0.319270;
0.659500;1.311705;1.306933;-0.190954;-0.110485;0.301439;-0.190868;1.001815;1.656819;0.323311;
0.659550;1.314998;1.310226;-0.189350;-0.113551;0.302901;-0.173545;1.001814;1.656848;0.327347;
0.659600;1.317967;1.313195;-0.187705;-0.116608;0.304313;-0.156167;1.001812;1.656876;0.331380;
0.659650;1.320613;1.315840;-0.186021;-0.119652;0.305673;-0.138740;1.001810;1.656905;0.335407;
0.659700;1.322934;1.318160;-0.184297;-0.122685;0.306982;-0.121268;1.001809;1.656933;0.339427;
0.659750;1.324931;1.320152;-0.182535;-0.125704;0.308239;-0.103755;1.001807;1.656962;0.343441;
0.659800;1.326602;1.321818;-0.180735;-0.128710;0.309445;-0.086208;1.001805;1.656990;0.347446;
0.659850;1.327947;1.323157;-0.178899;-0.131700;0.310599;-0.068631;1.001803;1.657018;0.351442;
0.659900;1.328966;1.324170;-0.177028;-0.134674;0.311702;-0.051029;1.001802;1.657047;0.355429;
0.659950;1.329657;1.324857;-0.175122;-0.137632;0.312754;-0.033405;1.001800;1.657075;0.359404;
0.660000;1.330019;1.325218;-0.173182;-0.140572;0.313754;-0.015764;1.001798;1.657103;0.363369;
0.660050;1.330054;1.325255;-0.171210;-0.143493;0.314703;0.001892;1.001796;1.657131;0.367320;
0.660100;1.329760;1.324966;-0.169206;-0.146393;0.315600;0.019560;1.001794;1.657160;0.371258;
0.660150;1.329138;1.324354;-0.167172;-0.149273;0.316445;0.037237;1.001792;1.657188;0.375183;
0.660200;1.328187;1.323415;-0.165108;-0.152131;0.317239;0.054919;1.001791;1.657216;0.379092;
0.660250;1.326910;1.322152;-0.163015;-0.154967;0.317982;0.072604;1.001789;1.657244;0.382985;
0.660300;1.325305;1.320561;-0.160895;-0.157779;0.318673;0.090288;1.001787;1.657272;0.386861;
0.660350;1.323374;1.318645;-0.158748;-0.160566;0.319314;0.107965;1.001785;1.657300;0.390719;
0.660400;1.321118;1.316402;-0.156575;-0.163329;0.319904;0.125630;1.001783;1.657328;0.394558;
0.660450;1.318536;1.313832;-0.154377;-0.166067;0.320444;0.143279;1.001781;1.657356;0.398378;
0.660500;1.315631;1.310936;-0.152156;-0.168778;0.320934;0.160905;1.001779;1.657384;0.402177;
0.660550;1.312402;1.307716;-0.149911;-0.171463;0.321375;0.178504;1.001777;1.657412;0.405955;
0.660600;1.308850;1.304173;-0.147645;-0.174121;0.321766;0.196070;1.001775;1.657440;0.409711;
0.660650;1.304975;1.300309;-0.145358;-0.176752;0.322110;0.213600;1.001773;1.657468;0.413443;
0.660700;1.300778;1.296125;-0.143050;-0.179354;0.322404;0.231089;1.001771;1.657496;0.417152;
0.660750;1.296260;1.291623;-0.140724;-0.181927;0.322651;0.248534;1.001769;1.657523;0.420835;
0.660800;1.291422;1.286805;-0.138379;-0.184471;0.322851;0.265933;1.001766;1.657551;0.424493;
0.660850;1.286265;1.281671;-0.136018;-0.186985;0.323002;0.283282;1.001764;1.657579;0.428125;
0.660900;1.280791;1.276223;-0.133640;-0.189468;0.323107;0.300579;1.001762;1.657607;0.431728;
0.660950;1.275001;1.270461;-0.131247;-0.191920;0.323166;0.317821;1.001760;1.657634;0.435304;
0.661000;1.268897;1.264387;-0.128839;-0.194340;0.323179;0.335003;1.001758;1.657662;0.438850;
0.661050;1.262480;1.257999;-0.126418;-0.196728;0.323146;0.352122;1.001756;1.657690;0.442366;
0.661100;1.255754;1.251301;-0.123984;-0.199085;0.323069;0.369173;1.001753;1.657717;0.445851;
0.661150;1.248719;1.244292;-0.121539;-0.201409;0.322947;0.386150;1.001751;1.657745;0.449305;
0.661200;1.241377;1.236976;-0.119082;-0.203701;0.322783;0.403049;1.001749;1.657772;0.452727;
0.661250;1.233731;1.229353;-0.116615;-0.205960;0.322575;0.419865;1.001747;1.657800;0.456115;
0.661300;1.225781;1.221426;-0.114139;-0.208187;0.322326;0.436594;1.001744;1.657827;0.459470;
0.661350;1.217529;1.213199;-0.111655;-0.210380;0.322035;0.453230;1.001742;1.657854;0.462790;
0.661400;1.208977;1.204673;-0.109162;-0.212541;0.321703;0.469771;1.001740;1.657882;0.466076;
0.661450;1.200128;1.195852;-0.106663;-0.214668;0.321331;0.486214;1.001737;1.657909;0.469325;
0.661500;1.190982;1.186739;-0.104157;-0.216762;0.320919;0.502555;1.001735;1.657936;0.472537;
0.661550;1.181542;1.177335;-0.101646;-0.218822;0.320468;0.518794;1.001733;1.657964;0.475712;
0.661600;1.171811;1.167643;-0.099131;-0.220847;0.319978;0.534927;1.001730;1.657991;0.478849;
0.661650;1.161792;1.157664;-0.096611;-0.222838;0.319450;0.550952;1.001728;1.658018;0.481946;
0.661700;1.151486;1.147401;-0.094089;-0.224795;0.318884;0.566865;1.001725;1.658045;0.485004;
0.661750;1.140897;1.136854;-0.091564;-0.226718;0.318282;0.582663;1.001723;1.658072;0.488022;
0.661800;1.130027;1.126026;-0.089037;-0.228606;0.317643;0.598341;1.001721;1.658099;0.490998;
0.661850;1.118881;1.114920;-0.086509;-0.230459;0.316969;0.613896;1.001718;1.658126;0.493933;
0.661900;1.107459;1.103536;-0.083981;-0.232279;0.316260;0.629322;1.001716;1.658153;0.496826;
0.661950;1.095766;1.091880;-0.081452;-0.234064;0.315517;0.644615;1.001713;1.658180;0.499675;
0.662000;1.083803;1.079953;-0.078925;-0.235816;0.314740;0.659770;1.001711;1.658207;0.502482;
0.662050;1.071573;1.067760;-0.076398;-0.237533;0.313931;0.674784;1.001708;1.658234;0.505245;
0.662100;1.059079;1.055304;-0.073874;-0.239216;0.313090;0.689652;1.001706;1.658261;0.507963;
0.662150;1.046323;1.042590;-0.071352;-0.240866;0.312217;0.704373;1.001703;1.658287;0.510636;
0.662200;1.033309;1.029619;-0.068833;-0.242481;0.311314;0.718943;1.001700;1.658314;0.513263;
0.662250;1.020040;1.016397;-0.066318;-0.244061;0.310379;0.733361;1.001698;1.658341;0.515843;
0.662300;1.006518;1.002926;-0.063807;-0.245608;0.309415;0.747623;1.001695;1.658367;0.518376;
0.662350;0.992748;0.989209;-0.061301;-0.247120;0.308420;0.761728;1.001693;1.658394;0.520860;
0.662400;0.978732;0.975248;-0.058800;-0.248598;0.307397;0.775673;1.001690;1.658421;0.523296;
0.662450;0.964475;0.961045;-0.056305;-0.250041;0.306346;0.789454;1.001687;1.658447;0.525682;
0.662500;0.949980;0.946605;-0.053816;-0.251451;0.305266;0.803066;1.001685;1.658474;0.528019;
0.662550;0.935251;0.931929;-0.051334;-0.252826;0.304160;0.816507;1.001682;1.658500;0.530304;
0.662600;0.920292;0.917021;-0.048859;-0.254168;0.303027;0.829770;1.001680;1.658526;0.532539;
0.662650;0.905106;0.901885;-0.046392;-0.255476;0.301868;0.842852;1.001677;1.658553;0.534723;
0.662700;0.889696;0.886525;-0.043932;-0.256751;0.300684;0.855748;1.001674;1.658579;0.536854;
0.662750;0.874067;0.870945;-0.041481;-0.257993;0.299475;0.868453;1.001671;1.658605;0.538933;
0.662800;0.858221;0.855150;-0.039039;-0.259202;0.298241;0.880965;1.001669;1.658632;0.540958;
0.662850;0.842163;0.839145;-0.036606;-0.260378;0.296984;0.893280;1.001666;1.658658;0.542930;
0.662900;0.825895;0.822933;-0.034182;-0.261522;0.295703;0.905395;1.001663;1.658684;0.544848;
0.662950;0.809422;0.806519;-0.031768;-0.262632;0.294400;0.917308;1.001661;1.658710;0.546710;
0.663000;0.792747;0.789907;-0.029365;-0.263709;0.293074;0.929017;1.001658;1.658736;0.548516;
0.663050;0.775876;0.773101;-0.026972;-0.264754;0.291726;0.940520;1.001655;1.658762;0.550266;
0.663100;0.758811;0.756103;-0.024590;-0.265766;0.290356;0.951813;1.001652;1.658788;0.551959;
0.663150;0.741559;0.738919;-0.022219;-0.266746;0.288965;0.962894;1.001650;1.658814;0.553593;
0.663200;0.724123;0.721550;-0.019860;-0.267693;0.287553;0.973758;1.001647;1.658840;0.555170;
0.663250;0.706507;0.704001;-0.017512;-0.268609;0.286121;0.984403;1.001644;1.658866;0.556688;
0.663300;0.688717;0.686275;-0.015177;-0.269493;0.284670;0.994823;1.001641;1.658892;0.558148;
0.663350;0.670756;0.668378;-0.012853;-0.270346;0.283199;1.005014;1.001638;1.658917;0.559548;
0.663400;0.652629;0.650313;-0.010542;-0.271168;0.281710;1.014971;1.001636;1.658943;0.560888;
0.663450;0.634341;0.632087;-0.008243;-0.271960;0.280203;1.024692;1.001633;1.658969;0.562169;
0.663500;0.615894;0.613703;-0.005957;-0.272721;0.278678;1.034172;1.001630;1.658994;0.563389;
0.663550;0.597294;0.595168;-0.003684;-0.273451;0.277136;1.043409;1.001627;1.659020;0.564549;
0.663600;0.578545;0.576486;-0.001424;-0.274152;0.275576;1.052400;1.001624;1.659046;0.565648;
0.663650;0.559651;0.557663;0.000823;-0.274823;0.274000;1.061144;1.001622;1.659071;0.566684;
0.663700;0.540618;0.538702;0.003057;-0.275465;0.272408;1.069639;1.001619;1.659096;0.567659;
0.663750;0.521449;0.519610;0.005277;-0.276077;0.270800;1.077883;1.001616;1.659122;0.568571;
0.663800;0.502150;0.500389;0.007483;-0.276659;0.269176;1.085875;1.001613;1.659147;0.569420;
0.663850;0.482726;0.481044;0.009676;-0.277213;0.267537;1.093612;1.001610;1.659173;0.570206;
0.663900;0.463181;0.461578;0.011855;-0.277738;0.265883;1.101092;1.001607;1.659198;0.570929;
0.663950;0.443522;0.441997;0.014020;-0.278234;0.264214;1.108310;1.001604;1.659223;0.571587;
0.664000;0.423754;0.422304;0.016172;-0.278703;0.262532;1.115265;1.001602;1.659248;0.572183;
0.664050;0.403880;0.402505;0.018309;-0.279144;0.260835;1.121953;1.001599;1.659273;0.572715;
0.664100;0.383907;0.382604;0.020433;-0.279558;0.259126;1.128370;1.001596;1.659298;0.573183;
0.664150;0.363838;0.362607;0.022542;-0.279946;0.257403;1.134513;1.001593;1.659324;0.573588;
0.664200;0.343678;0.342520;0.024638;-0.280306;0.255668;1.140380;1.001590;1.659349;0.573930;
0.664250;0.323433;0.322348;0.026720;-0.280641;0.253921;1.145969;1.001587;1.659373;0.574208;
0.664300;0.303106;0.302097;0.028787;-0.280949;0.252161;1.151280;1.001584;1.659398;0.574422;
0.664350;0.282704;0.281772;0.030841;-0.281231;0.250390;1.156310;1.001582;1.659423;0.574572;
0.664400;0.262230;0.261379;0.032881;-0.281488;0.248607;1.161060;1.001579;1.659448;0.574658;
0.664450;0.241690;0.240923;0.034906;-0.281719;0.246813;1.165529;1.001576;1.659473;0.574680;
0.664500;0.221089;0.220407;0.036918;-0.281924;0.245007;1.169716;1.001573;1.659498;0.574637;
0.664550;0.200433;0.199837;0.038915;-0.282105;0.243190;1.173621;1.001570;1.659522;0.574530;
0.664600;0.179727;0.179217;0.040899;-0.282261;0.241362;1.177242;1.001567;1.659547;0.574359;
0.664650;0.158977;0.158551;0.042868;-0.282391;0.239523;1.180578;1.001564;1.659571;0.574124;
0.664700;0.138187;0.137844;0.044824;-0.282498;0.237674;1.183626;1.001561;1.659596;0.573825;
0.664750;0.117363;0.117101;0.046765;-0.282581;0.235815;1.186385;1.001559;1.659621;0.573462;
0.664800;0.096510;0.096326;0.048693;-0.282639;0.233947;1.188851;1.001556;1.659645;0.573036;
0.664850;0.075634;0.075527;0.050607;-0.282675;0.232068;1.191024;1.001553;1.659669;0.572548;
0.664900;0.054738;0.054708;0.052506;-0.282686;0.230180;1.192902;1.001550;1.659694;0.571996;
0.664950;0.033828;0.033876;0.054393;-0.282675;0.228282;1.194484;1.001547;1.659718;0.571381;
0.665000;0.012909;0.013035;0.056265;-0.282640;0.226376;1.195770;1.001544;1.659742;0.570704;
0.665050;-0.008015;-0.007807;0.058123;-0.282583;0.224459;1.196761;1.001541;1.659767;0.569965;
0.665100;-0.028938;-0.028647;0.059968;-0.282502;0.222534;1.197455;1.001539;1.659791;0.569162;
