time;GEN_generator_theta;GEN_generator_omegaPu;GEN_generator_eqPPu;GEN_generator_edPPu;GEN_generator_PGenPu;GEN_generator_QGenPu;GEN_generator_UPu;
2.400667;0.927441;1.001917;0.776318;0.558701;0.535558;-0.021198;0.993525;
2.406380;0.930960;1.002007;0.776532;0.558427;0.542918;-0.020827;0.993490;
2.412093;0.934635;1.002091;0.776736;0.558198;0.550523;-0.020424;0.993456;
2.417806;0.938456;1.002170;0.776930;0.558014;0.558355;-0.019989;0.993421;
2.423518;0.942413;1.002243;0.777113;0.557874;0.566396;-0.019527;0.993387;
2.429231;0.946495;1.002310;0.777286;0.557780;0.574624;-0.019039;0.993353;
2.434944;0.950693;1.002371;0.777448;0.557730;0.583022;-0.018528;0.993319;
2.440657;0.954995;1.002426;0.777599;0.557725;0.591568;-0.017997;0.993284;
2.446369;0.959390;1.002475;0.777738;0.557764;0.600244;-0.017447;0.993248;
2.452082;0.963868;1.002518;0.777866;0.557846;0.609027;-0.016882;0.993211;
2.457795;0.968417;1.002554;0.777982;0.557972;0.617897;-0.016303;0.993174;
2.463508;0.973025;1.002584;0.778086;0.558140;0.626835;-0.015714;0.993135;
2.469220;0.977682;1.002608;0.778177;0.558349;0.635817;-0.015115;0.993095;
2.474933;0.982376;1.002626;0.778257;0.558598;0.644825;-0.014509;0.993054;
2.480646;0.987095;1.002636;0.778324;0.558887;0.653835;-0.013899;0.993011;
2.486359;0.991828;1.002641;0.778378;0.559215;0.662828;-0.013284;0.992968;
2.492071;0.996563;1.002639;0.778421;0.559579;0.671783;-0.012669;0.992923;
2.497784;1.001289;1.002631;0.778451;0.559979;0.680678;-0.012052;0.992878;
2.503497;1.005995;1.002616;0.778468;0.560414;0.689493;-0.011437;0.992831;
2.509210;1.010669;1.002596;0.778474;0.560881;0.698207;-0.010824;0.992785;
2.514922;1.015301;1.002569;0.778467;0.561380;0.706800;-0.010214;0.992738;
2.520635;1.019878;1.002536;0.778448;0.561909;0.715253;-0.009608;0.992691;
2.526348;1.024392;1.002497;0.778418;0.562466;0.723545;-0.009007;0.992644;
2.532061;1.028830;1.002452;0.778376;0.563050;0.731657;-0.008411;0.992598;
2.537773;1.033183;1.002402;0.778322;0.563659;0.739571;-0.007821;0.992552;
2.543486;1.037440;1.002346;0.778258;0.564291;0.747269;-0.007237;0.992508;
2.549199;1.041592;1.002284;0.778182;0.564944;0.754733;-0.006659;0.992466;
2.554912;1.045629;1.002218;0.778096;0.565617;0.761946;-0.006087;0.992427;
2.560624;1.049543;1.002146;0.778000;0.566308;0.768892;-0.005521;0.992389;
2.566337;1.053323;1.002069;0.777894;0.567015;0.775554;-0.004961;0.992355;
2.572050;1.056962;1.001988;0.777778;0.567737;0.781918;-0.004407;0.992324;
2.577763;1.060452;1.001903;0.777654;0.568470;0.787969;-0.003858;0.992297;
2.583475;1.063785;1.001813;0.777520;0.569215;0.793695;-0.003315;0.992275;
2.589188;1.066953;1.001720;0.777379;0.569968;0.799081;-0.002777;0.992257;
2.594901;1.069950;1.001622;0.777229;0.570728;0.804118;-0.002243;0.992245;
2.600614;1.072770;1.001521;0.777073;0.571493;0.808793;-0.001713;0.992238;
2.606326;1.075406;1.001418;0.776910;0.572262;0.813096;-0.001187;0.992237;
2.612039;1.077852;1.001311;0.776740;0.573032;0.817020;-0.000665;0.992243;
2.617752;1.080105;1.001201;0.776565;0.573802;0.820554;-0.000146;0.992255;
2.623465;1.082159;1.001089;0.776384;0.574571;0.823693;0.000370;0.992274;
2.629177;1.084011;1.000975;0.776200;0.575336;0.826430;0.000883;0.992299;
2.634890;1.085657;1.000860;0.776011;0.576096;0.828761;0.001393;0.992333;
2.640603;1.087093;1.000742;0.775818;0.576849;0.830679;0.001899;0.992373;
2.646316;1.088319;1.000624;0.775623;0.577595;0.832184;0.002403;0.992421;
2.652028;1.089331;1.000504;0.775425;0.578330;0.833272;0.002902;0.992477;
2.657741;1.090128;1.000384;0.775226;0.579054;0.833943;0.003398;0.992540;
2.663454;1.090710;1.000264;0.775025;0.579765;0.834197;0.003889;0.992610;
2.669167;1.091076;1.000144;0.774824;0.580462;0.834034;0.004375;0.992688;
2.680592;1.091164;0.999905;0.774424;0.581806;0.832475;0.005328;0.992864;
2.690875;1.090515;0.999692;0.774068;0.582953;0.829683;0.006158;0.993046;
2.701158;1.089189;0.999485;0.773719;0.584034;0.825611;0.006955;0.993247;
2.711441;1.087202;0.999283;0.773380;0.585042;0.820300;0.007713;0.993465;
2.720695;1.084866;0.999108;0.773087;0.585882;0.814502;0.008353;0.993673;
2.729950;1.082032;0.998940;0.772807;0.586654;0.807788;0.008946;0.993891;
2.738279;1.079073;0.998796;0.772568;0.587287;0.801002;0.009434;0.994093;
2.746609;1.075747;0.998659;0.772342;0.587859;0.793556;0.009873;0.994298;
2.754105;1.072456;0.998543;0.772152;0.588319;0.786326;0.010223;0.994484;
2.761601;1.068900;0.998434;0.771975;0.588727;0.778633;0.010524;0.994669;
2.769097;1.065096;0.998332;0.771811;0.589081;0.770513;0.010775;0.994853;
2.776594;1.061062;0.998238;0.771663;0.589379;0.762005;0.010972;0.995034;
2.783340;1.057249;0.998160;0.771542;0.589600;0.754048;0.011100;0.995194;
2.790087;1.053278;0.998090;0.771434;0.589774;0.745839;0.011180;0.995348;
2.796834;1.049166;0.998026;0.771339;0.589902;0.737410;0.011210;0.995497;
2.803580;1.044926;0.997970;0.771258;0.589983;0.728792;0.011189;0.995640;
2.810327;1.040574;0.997920;0.771190;0.590017;0.720019;0.011116;0.995775;
2.817073;1.036126;0.997879;0.771137;0.590004;0.711122;0.010991;0.995903;
2.823820;1.031598;0.997845;0.771098;0.589944;0.702134;0.010813;0.996022;
2.830567;1.027006;0.997818;0.771073;0.589837;0.693088;0.010582;0.996132;
2.837313;1.022366;0.997799;0.771062;0.589684;0.684018;0.010300;0.996233;
2.844060;1.017694;0.997788;0.771066;0.589486;0.674955;0.009966;0.996324;
2.850807;1.013006;0.997785;0.771085;0.589243;0.665932;0.009583;0.996405;
2.857553;1.008319;0.997789;0.771117;0.588956;0.656982;0.009152;0.996475;
2.864300;1.003649;0.997800;0.771164;0.588626;0.648135;0.008675;0.996536;
2.871047;0.999011;0.997819;0.771225;0.588254;0.639421;0.008155;0.996585;
2.877793;0.994421;0.997846;0.771300;0.587842;0.630871;0.007594;0.996625;
2.884540;0.989894;0.997879;0.771388;0.587391;0.622513;0.006996;0.996654;
2.891286;0.985445;0.997919;0.771489;0.586903;0.614374;0.006365;0.996674;
2.898033;0.981089;0.997967;0.771603;0.586379;0.606482;0.005703;0.996684;
2.904780;0.976840;0.998020;0.771730;0.585821;0.598862;0.005015;0.996685;
2.911526;0.972710;0.998080;0.771868;0.585232;0.591537;0.004305;0.996677;
2.918273;0.968714;0.998146;0.772018;0.584613;0.584530;0.003576;0.996661;
2.925020;0.964864;0.998218;0.772179;0.583967;0.577862;0.002834;0.996637;
2.931766;0.961172;0.998295;0.772351;0.583296;0.571553;0.002083;0.996607;
2.938513;0.957648;0.998377;0.772532;0.582603;0.565620;0.001327;0.996569;
2.945260;0.954303;0.998464;0.772723;0.581889;0.560081;0.000571;0.996526;
2.952006;0.951148;0.998556;0.772923;0.581158;0.554950;-0.000182;0.996477;
2.958753;0.948191;0.998652;0.773130;0.580413;0.550240;-0.000926;0.996424;
2.965500;0.945441;0.998751;0.773346;0.579655;0.545962;-0.001658;0.996367;
2.972246;0.942905;0.998854;0.773567;0.578888;0.542128;-0.002373;0.996306;
2.978993;0.940590;0.998960;0.773795;0.578115;0.538744;-0.003067;0.996243;
2.985739;0.938502;0.999068;0.774029;0.577339;0.535818;-0.003738;0.996177;
2.992486;0.936646;0.999179;0.774267;0.576561;0.533355;-0.004381;0.996110;
2.999233;0.935026;0.999292;0.774509;0.575786;0.531358;-0.004994;0.996041;
3.005979;0.933646;0.999406;0.774754;0.575015;0.529829;-0.005573;0.995972;
3.012726;0.932509;0.999521;0.775002;0.574252;0.528768;-0.006115;0.995902;
3.019473;0.931615;0.999636;0.775252;0.573500;0.528175;-0.006620;0.995833;
3.026219;0.930967;0.999752;0.775503;0.572760;0.528046;-0.007083;0.995764;
3.032966;0.930565;0.999868;0.775754;0.572037;0.528378;-0.007504;0.995696;
3.039713;0.930407;0.999983;0.776005;0.571331;0.529164;-0.007882;0.995630;
3.046459;0.930492;1.000098;0.776255;0.570646;0.530399;-0.008215;0.995564;
3.053206;0.930819;1.000211;0.776503;0.569985;0.532074;-0.008502;0.995500;
3.059952;0.931383;1.000322;0.776749;0.569348;0.534180;-0.008744;0.995438;
3.066699;0.932181;1.000432;0.776991;0.568739;0.536705;-0.008939;0.995377;
3.073446;0.933208;1.000539;0.777230;0.568160;0.539639;-0.009088;0.995318;
3.080192;0.934460;1.000643;0.777464;0.567611;0.542968;-0.009191;0.995261;
3.086939;0.935930;1.000745;0.777694;0.567096;0.546677;-0.009249;0.995206;
3.093686;0.937611;1.000843;0.777918;0.566616;0.550753;-0.009264;0.995152;
3.100432;0.939496;1.000938;0.778135;0.566172;0.555179;-0.009235;0.995100;
3.107179;0.941577;1.001028;0.778346;0.565765;0.559937;-0.009164;0.995050;
3.113926;0.943846;1.001115;0.778550;0.565397;0.565010;-0.009054;0.995001;
3.120672;0.946293;1.001197;0.778745;0.565068;0.570380;-0.008905;0.994953;
3.127419;0.948909;1.001274;0.778933;0.564780;0.576026;-0.008719;0.994907;
3.134166;0.951684;1.001347;0.779111;0.564532;0.581928;-0.008498;0.994862;
3.140912;0.954606;1.001414;0.779280;0.564327;0.588066;-0.008245;0.994818;
3.147659;0.957666;1.001476;0.779440;0.564163;0.594418;-0.007961;0.994775;
3.154405;0.960852;1.001533;0.779590;0.564041;0.600962;-0.007649;0.994732;
3.161152;0.964152;1.001584;0.779729;0.563961;0.607676;-0.007310;0.994690;
3.167899;0.967554;1.001629;0.779858;0.563922;0.614536;-0.006948;0.994648;
3.174645;0.971046;1.001669;0.779976;0.563926;0.621519;-0.006564;0.994607;
3.181392;0.974616;1.001702;0.780083;0.563970;0.628602;-0.006160;0.994567;
3.188139;0.978250;1.001730;0.780179;0.564055;0.635761;-0.005738;0.994527;
3.194885;0.981936;1.001751;0.780263;0.564179;0.642972;-0.005301;0.994487;
3.201632;0.985661;1.001767;0.780335;0.564342;0.650211;-0.004851;0.994447;
3.208379;0.989413;1.001776;0.780396;0.564543;0.657455;-0.004389;0.994408;
3.215125;0.993178;1.001780;0.780446;0.564781;0.664678;-0.003917;0.994370;
3.221872;0.996944;1.001777;0.780484;0.565053;0.671858;-0.003437;0.994332;
3.228619;1.000697;1.001768;0.780510;0.565360;0.678972;-0.002951;0.994295;
3.235365;1.004426;1.001753;0.780524;0.565699;0.685995;-0.002459;0.994259;
3.242112;1.008117;1.001733;0.780528;0.566070;0.692905;-0.001963;0.994225;
3.248858;1.011758;1.001706;0.780520;0.566469;0.699679;-0.001465;0.994191;
3.255605;1.015338;1.001674;0.780500;0.566896;0.706297;-0.000966;0.994160;
3.262352;1.018844;1.001637;0.780471;0.567349;0.712736;-0.000466;0.994130;
3.269098;1.022266;1.001594;0.780430;0.567826;0.718976;0.000034;0.994103;
3.275845;1.025591;1.001546;0.780379;0.568325;0.724997;0.000533;0.994079;
3.282592;1.028810;1.001493;0.780319;0.568844;0.730780;0.001030;0.994057;
3.289338;1.031911;1.001436;0.780249;0.569381;0.736307;0.001525;0.994038;
3.296085;1.034886;1.001374;0.780170;0.569935;0.741561;0.002017;0.994023;
3.302832;1.037725;1.001307;0.780082;0.570502;0.746525;0.002505;0.994012;
3.309578;1.040418;1.001237;0.779985;0.571082;0.751184;0.002990;0.994006;
3.316325;1.042959;1.001163;0.779882;0.571671;0.755524;0.003471;0.994003;
3.323071;1.045339;1.001085;0.779770;0.572269;0.759531;0.003947;0.994005;
3.329818;1.047550;1.001004;0.779653;0.572872;0.763195;0.004419;0.994013;
3.336565;1.049588;1.000920;0.779529;0.573480;0.766504;0.004886;0.994025;
3.343311;1.051445;1.000834;0.779399;0.574089;0.769449;0.005347;0.994043;
3.350058;1.053116;1.000745;0.779265;0.574698;0.772022;0.005802;0.994067;
3.356805;1.054597;1.000654;0.779126;0.575305;0.774216;0.006250;0.994096;
3.363551;1.055884;1.000562;0.778983;0.575907;0.776025;0.006692;0.994131;
3.370298;1.056974;1.000468;0.778838;0.576504;0.777446;0.007127;0.994172;
3.377045;1.057865;1.000373;0.778690;0.577094;0.778475;0.007553;0.994218;
3.383791;1.058554;1.000278;0.778540;0.577673;0.779111;0.007970;0.994271;
3.390538;1.059040;1.000182;0.778389;0.578241;0.779355;0.008377;0.994328;
3.397285;1.059323;1.000086;0.778237;0.578796;0.779207;0.008774;0.994392;
3.404031;1.059404;0.999990;0.778086;0.579336;0.778670;0.009160;0.994460;
3.410778;1.059283;0.999895;0.777935;0.579860;0.777749;0.009532;0.994534;
3.417524;1.058962;0.999801;0.777785;0.580366;0.776448;0.009891;0.994612;
3.424271;1.058444;0.999709;0.777638;0.580852;0.774774;0.010235;0.994695;
3.431018;1.057731;0.999618;0.777493;0.581318;0.772736;0.010563;0.994781;
3.437764;1.056827;0.999528;0.777352;0.581762;0.770342;0.010874;0.994871;
3.444511;1.055736;0.999441;0.777214;0.582182;0.767603;0.011165;0.994965;
3.451258;1.054464;0.999357;0.777080;0.582577;0.764531;0.011437;0.995061;
3.458004;1.053015;0.999275;0.776952;0.582947;0.761138;0.011686;0.995159;
3.464751;1.051396;0.999196;0.776829;0.583290;0.757438;0.011914;0.995258;
3.471498;1.049614;0.999121;0.776712;0.583605;0.753447;0.012117;0.995359;
3.478244;1.047675;0.999049;0.776601;0.583892;0.749179;0.012294;0.995460;
3.484991;1.045588;0.998980;0.776497;0.584149;0.744653;0.012445;0.995561;
3.491737;1.043360;0.998916;0.776400;0.584376;0.739884;0.012569;0.995662;
3.498484;1.041001;0.998855;0.776311;0.584572;0.734893;0.012663;0.995761;
3.505231;1.038518;0.998799;0.776229;0.584738;0.729697;0.012728;0.995859;
3.511977;1.035921;0.998748;0.776156;0.584871;0.724317;0.012763;0.995954;
3.518724;1.033220;0.998701;0.776092;0.584973;0.718773;0.012767;0.996047;
3.525471;1.030425;0.998659;0.776037;0.585043;0.713086;0.012739;0.996137;
3.532217;1.027545;0.998622;0.775990;0.585080;0.707276;0.012679;0.996222;
3.538964;1.024592;0.998589;0.775953;0.585086;0.701365;0.012588;0.996304;
3.545711;1.021576;0.998562;0.775925;0.585059;0.695375;0.012465;0.996382;
3.552457;1.018508;0.998540;0.775907;0.584999;0.689328;0.012310;0.996455;
3.559204;1.015397;0.998523;0.775898;0.584909;0.683244;0.012124;0.996522;
3.565951;1.012256;0.998511;0.775899;0.584787;0.677146;0.011907;0.996585;
3.572697;1.009096;0.998504;0.775910;0.584634;0.671056;0.011661;0.996642;
3.579444;1.005926;0.998502;0.775930;0.584451;0.664995;0.011386;0.996693;
3.586190;1.002758;0.998506;0.775960;0.584238;0.658983;0.011084;0.996739;
3.592937;0.999603;0.998514;0.775999;0.583997;0.653041;0.010757;0.996778;
3.599684;0.996471;0.998528;0.776048;0.583727;0.647191;0.010404;0.996812;
3.606430;0.993372;0.998546;0.776106;0.583431;0.641450;0.010029;0.996840;
3.613177;0.990317;0.998569;0.776173;0.583109;0.635839;0.009634;0.996862;
3.619924;0.987317;0.998597;0.776249;0.582763;0.630375;0.009220;0.996879;
3.626670;0.984379;0.998629;0.776334;0.582393;0.625077;0.008789;0.996890;
3.633417;0.981515;0.998666;0.776426;0.582001;0.619961;0.008344;0.996895;
3.640164;0.978733;0.998707;0.776527;0.581588;0.615044;0.007888;0.996895;
3.646910;0.976042;0.998752;0.776636;0.581157;0.610340;0.007422;0.996891;
3.653657;0.973450;0.998801;0.776752;0.580707;0.605863;0.006949;0.996881;
3.660404;0.970966;0.998853;0.776876;0.580242;0.601628;0.006471;0.996868;
3.667150;0.968596;0.998909;0.777006;0.579762;0.597646;0.005992;0.996850;
3.673897;0.966348;0.998968;0.777142;0.579270;0.593929;0.005513;0.996828;
3.680643;0.964228;0.999030;0.777284;0.578767;0.590486;0.005038;0.996802;
3.687390;0.962243;0.999095;0.777432;0.578255;0.587327;0.004568;0.996774;
3.694137;0.960398;0.999163;0.777584;0.577735;0.584460;0.004106;0.996742;
3.700883;0.958698;0.999232;0.777741;0.577211;0.581892;0.003654;0.996708;
3.707630;0.957148;0.999304;0.777903;0.576682;0.579629;0.003215;0.996672;
3.714377;0.955752;0.999377;0.778067;0.576152;0.577676;0.002790;0.996633;
3.721123;0.954512;0.999452;0.778236;0.575622;0.576035;0.002382;0.996593;
3.727870;0.953433;0.999529;0.778406;0.575095;0.574711;0.001992;0.996551;
3.734617;0.952516;0.999606;0.778579;0.574571;0.573705;0.001623;0.996508;
3.741363;0.951763;0.999683;0.778754;0.574053;0.573016;0.001275;0.996465;
3.748110;0.951176;0.999762;0.778929;0.573542;0.572645;0.000950;0.996420;
3.754856;0.950754;0.999840;0.779106;0.573041;0.572589;0.000650;0.996376;
3.761603;0.950498;0.999918;0.779282;0.572550;0.572847;0.000375;0.996331;
3.768350;0.950407;0.999996;0.779459;0.572073;0.573414;0.000127;0.996286;
3.775096;0.950481;1.000074;0.779634;0.571609;0.574286;-0.000094;0.996240;
3.781843;0.950717;1.000150;0.779809;0.571161;0.575458;-0.000287;0.996196;
3.788590;0.951114;1.000225;0.779981;0.570731;0.576922;-0.000452;0.996151;
3.795336;0.951669;1.000299;0.780152;0.570319;0.578673;-0.000589;0.996107;
3.802083;0.952378;1.000371;0.780319;0.569926;0.580701;-0.000697;0.996064;
3.808830;0.953239;1.000442;0.780484;0.569555;0.582998;-0.000777;0.996021;
3.815576;0.954246;1.000510;0.780645;0.569207;0.585553;-0.000829;0.995979;
3.822323;0.955396;1.000576;0.780802;0.568881;0.588357;-0.000852;0.995938;
3.829070;0.956683;1.000640;0.780955;0.568580;0.591399;-0.000849;0.995897;
3.835816;0.958102;1.000700;0.781104;0.568304;0.594665;-0.000818;0.995857;
3.842563;0.959646;1.000758;0.781247;0.568054;0.598145;-0.000761;0.995818;
3.849309;0.961310;1.000813;0.781385;0.567830;0.601825;-0.000680;0.995780;
3.856056;0.963088;1.000865;0.781517;0.567634;0.605691;-0.000573;0.995742;
3.862803;0.964971;1.000914;0.781643;0.567464;0.609729;-0.000443;0.995706;
3.869549;0.966954;1.000959;0.781762;0.567323;0.613925;-0.000291;0.995670;
3.876296;0.969028;1.001000;0.781875;0.567210;0.618264;-0.000118;0.995635;
3.883043;0.971185;1.001038;0.781982;0.567124;0.622730;0.000075;0.995600;
3.889789;0.973418;1.001071;0.782081;0.567067;0.627308;0.000288;0.995567;
3.896536;0.975719;1.001101;0.782173;0.567038;0.631982;0.000518;0.995534;
3.903283;0.978079;1.001127;0.782257;0.567037;0.636736;0.000765;0.995502;
3.910029;0.980489;1.001149;0.782334;0.567063;0.641554;0.001026;0.995471;
3.916776;0.982942;1.001167;0.782404;0.567116;0.646418;0.001302;0.995441;
3.923522;0.985428;1.001181;0.782465;0.567196;0.651314;0.001591;0.995412;
3.930269;0.987939;1.001190;0.782519;0.567302;0.656224;0.001892;0.995383;
3.937016;0.990466;1.001196;0.782565;0.567434;0.661132;0.002203;0.995356;
3.943762;0.993000;1.001197;0.782603;0.567590;0.666022;0.002523;0.995330;
3.950509;0.995532;1.001194;0.782633;0.567770;0.670877;0.002852;0.995305;
3.957256;0.998054;1.001188;0.782656;0.567973;0.675682;0.003188;0.995282;
3.964002;1.000558;1.001177;0.782670;0.568198;0.680420;0.003530;0.995260;
3.970749;1.003034;1.001162;0.782677;0.568445;0.685077;0.003877;0.995239;
3.977496;1.005475;1.001143;0.782677;0.568711;0.689637;0.004229;0.995221;
3.984242;1.007872;1.001121;0.782669;0.568996;0.694086;0.004584;0.995204;
3.990989;1.010218;1.001095;0.782654;0.569298;0.698409;0.004942;0.995189;
3.997736;1.012505;1.001065;0.782631;0.569617;0.702592;0.005301;0.995176;
4.004482;1.014725;1.001032;0.782602;0.569951;0.706623;0.005662;0.995165;
4.011229;1.016872;1.000995;0.782567;0.570299;0.710488;0.006023;0.995157;
4.017975;1.018938;1.000956;0.782525;0.570659;0.714176;0.006384;0.995151;
4.024722;1.020916;1.000913;0.782477;0.571031;0.717675;0.006744;0.995148;
4.031469;1.022802;1.000867;0.782423;0.571412;0.720974;0.007102;0.995148;
4.038215;1.024588;1.000819;0.782364;0.571801;0.724063;0.007458;0.995151;
4.044962;1.026269;1.000769;0.782300;0.572198;0.726934;0.007812;0.995156;
4.051709;1.027841;1.000716;0.782231;0.572600;0.729577;0.008162;0.995165;
4.058455;1.029298;1.000661;0.782157;0.573006;0.731985;0.008508;0.995177;
4.065202;1.030637;1.000603;0.782080;0.573415;0.734151;0.008850;0.995193;
4.071949;1.031852;1.000545;0.781999;0.573825;0.736070;0.009187;0.995212;
4.078695;1.032942;1.000485;0.781915;0.574235;0.737735;0.009518;0.995234;
4.085442;1.033903;1.000423;0.781828;0.574644;0.739144;0.009844;0.995259;
4.092189;1.034733;1.000360;0.781738;0.575050;0.740292;0.010162;0.995288;
4.098935;1.035429;1.000297;0.781647;0.575451;0.741177;0.010473;0.995320;
4.105682;1.035990;1.000233;0.781554;0.575848;0.741798;0.010776;0.995356;
4.112428;1.036416;1.000169;0.781460;0.576238;0.742154;0.011070;0.995395;
4.125922;1.036857;1.000040;0.781271;0.576990;0.742078;0.011630;0.995481;
4.138066;1.036789;0.999925;0.781101;0.577633;0.741121;0.012097;0.995569;
4.150210;1.036287;0.999812;0.780934;0.578237;0.739343;0.012525;0.995664;
4.162354;1.035361;0.999702;0.780773;0.578795;0.736773;0.012910;0.995767;
4.174498;1.034027;0.999597;0.780619;0.579302;0.733449;0.013249;0.995875;
4.186641;1.032303;0.999497;0.780475;0.579753;0.729416;0.013536;0.995986;
4.197571;1.030436;0.999413;0.780355;0.580108;0.725223;0.013748;0.996089;
4.208501;1.028292;0.999335;0.780246;0.580412;0.720541;0.013912;0.996192;
4.218337;1.026143;0.999271;0.780159;0.580640;0.715949;0.014018;0.996284;
4.228174;1.023804;0.999212;0.780082;0.580824;0.711038;0.014083;0.996374;
4.237027;1.021551;0.999165;0.780022;0.580950;0.706376;0.014105;0.996454;
4.245880;1.019173;0.999123;0.779972;0.581039;0.701517;0.014093;0.996531;
4.254733;1.016686;0.999086;0.779933;0.581090;0.696492;0.014046;0.996604;
4.263586;1.014106;0.999055;0.779903;0.581102;0.691334;0.013964;0.996674;
4.272439;1.011446;0.999030;0.779885;0.581078;0.686073;0.013847;0.996740;
4.281291;1.008725;0.999010;0.779877;0.581015;0.680743;0.013697;0.996800;
4.290144;1.005959;0.998997;0.779881;0.580916;0.675377;0.013515;0.996856;
4.298997;1.003163;0.998989;0.779895;0.580780;0.670006;0.013300;0.996907;
4.307850;1.000354;0.998988;0.779921;0.580609;0.664662;0.013057;0.996951;
4.316703;0.997549;0.998992;0.779958;0.580404;0.659378;0.012785;0.996991;
4.325556;0.994764;0.999002;0.780006;0.580166;0.654184;0.012487;0.997024;
4.334409;0.992015;0.999018;0.780064;0.579897;0.649110;0.012167;0.997051;
4.343262;0.989317;0.999039;0.780133;0.579598;0.644185;0.011825;0.997072;
4.352115;0.986685;0.999066;0.780212;0.579271;0.639436;0.011466;0.997087;
4.360968;0.984135;0.999097;0.780301;0.578919;0.634890;0.011092;0.997097;
4.369821;0.981679;0.999134;0.780399;0.578543;0.630571;0.010707;0.997101;
4.378674;0.979332;0.999175;0.780506;0.578146;0.626502;0.010313;0.997100;
4.387527;0.977105;0.999221;0.780621;0.577730;0.622704;0.009914;0.997094;
4.396380;0.975010;0.999271;0.780745;0.577298;0.619196;0.009514;0.997083;
4.405233;0.973058;0.999324;0.780875;0.576852;0.615996;0.009115;0.997068;
4.414086;0.971258;0.999380;0.781012;0.576395;0.613119;0.008721;0.997049;
4.422939;0.969619;0.999440;0.781155;0.575930;0.610577;0.008336;0.997026;
4.431791;0.968150;0.999502;0.781303;0.575459;0.608384;0.007961;0.997000;
4.440644;0.966857;0.999567;0.781456;0.574986;0.606546;0.007601;0.996971;
4.449497;0.965745;0.999633;0.781613;0.574512;0.605071;0.007259;0.996939;
4.458350;0.964820;0.999700;0.781772;0.574043;0.603964;0.006935;0.996906;
4.467203;0.964083;0.999769;0.781934;0.573579;0.603226;0.006634;0.996870;
4.476056;0.963537;0.999838;0.782097;0.573123;0.602855;0.006358;0.996834;
4.484909;0.963184;0.999907;0.782261;0.572678;0.602851;0.006107;0.996796;
4.493762;0.963021;0.999976;0.782425;0.572247;0.603210;0.005883;0.996757;
4.502615;0.963050;1.000045;0.782588;0.571831;0.603926;0.005688;0.996717;
4.511468;0.963267;1.000112;0.782750;0.571434;0.604992;0.005521;0.996677;
4.520321;0.963670;1.000178;0.782910;0.571056;0.606398;0.005386;0.996637;
4.529174;0.964253;1.000242;0.783066;0.570701;0.608132;0.005281;0.996597;
4.538027;0.965013;1.000305;0.783220;0.570370;0.610180;0.005208;0.996557;
4.546880;0.965942;1.000364;0.783369;0.570065;0.612529;0.005165;0.996518;
4.555733;0.967032;1.000421;0.783513;0.569787;0.615161;0.005153;0.996479;
4.564586;0.968277;1.000475;0.783652;0.569538;0.618059;0.005172;0.996441;
4.573439;0.969667;1.000526;0.783785;0.569318;0.621202;0.005220;0.996404;
4.582291;0.971192;1.000573;0.783912;0.569130;0.624572;0.005296;0.996367;
4.591144;0.972842;1.000616;0.784031;0.568973;0.628146;0.005400;0.996331;
4.599997;0.974606;1.000655;0.784143;0.568848;0.631903;0.005531;0.996297;
4.608850;0.976473;1.000690;0.784248;0.568756;0.635818;0.005686;0.996263;
4.617703;0.978430;1.000720;0.784344;0.568695;0.639868;0.005865;0.996231;
4.626556;0.980465;1.000746;0.784431;0.568668;0.644029;0.006065;0.996200;
4.635409;0.982565;1.000767;0.784511;0.568672;0.648275;0.006286;0.996171;
4.644262;0.984717;1.000783;0.784581;0.568708;0.652582;0.006526;0.996143;
4.653115;0.986909;1.000795;0.784642;0.568775;0.656925;0.006783;0.996117;
4.661968;0.989125;1.000802;0.784694;0.568872;0.661278;0.007055;0.996092;
4.670821;0.991355;1.000804;0.784737;0.568998;0.665615;0.007341;0.996069;
4.679674;0.993583;1.000801;0.784771;0.569152;0.669913;0.007639;0.996048;
4.688527;0.995797;1.000794;0.784796;0.569333;0.674147;0.007948;0.996030;
4.697380;0.997985;1.000782;0.784812;0.569539;0.678292;0.008265;0.996014;
4.706233;1.000132;1.000765;0.784819;0.569768;0.682327;0.008590;0.996000;
4.715086;1.002227;1.000744;0.784817;0.570020;0.686227;0.008920;0.995989;
4.723939;1.004259;1.000719;0.784808;0.570291;0.689973;0.009255;0.995980;
4.732791;1.006215;1.000690;0.784790;0.570581;0.693543;0.009593;0.995975;
4.741644;1.008085;1.000657;0.784765;0.570887;0.696919;0.009933;0.995972;
4.750497;1.009859;1.000620;0.784733;0.571208;0.700082;0.010273;0.995973;
4.759350;1.011526;1.000580;0.784694;0.571541;0.703016;0.010612;0.995977;
4.768203;1.013078;1.000537;0.784649;0.571883;0.705704;0.010949;0.995985;
4.777056;1.014506;1.000491;0.784598;0.572234;0.708134;0.011282;0.995996;
4.785909;1.015803;1.000443;0.784542;0.572590;0.710294;0.011610;0.996011;
4.794762;1.016962;1.000392;0.784481;0.572950;0.712172;0.011933;0.996029;
4.803615;1.017978;1.000340;0.784416;0.573311;0.713761;0.012248;0.996051;
4.812468;1.018846;1.000286;0.784348;0.573671;0.715052;0.012555;0.996076;
4.821321;1.019561;1.000230;0.784277;0.574028;0.716043;0.012853;0.996105;
4.830174;1.020122;1.000174;0.784204;0.574380;0.716729;0.013140;0.996138;
