time;GEN_generator_theta;GEN_generator_omegaPu;GEN_generator_eqPPu;GEN_generator_edPPu;GEN_generator_PGenPu;GEN_generator_QGenPu;GEN_generator_UPu;
4.839027;1.020527;1.000117;0.784130;0.574725;0.717110;0.013415;0.996173;
4.847880;1.020774;1.000060;0.784054;0.575061;0.717187;0.013678;0.996212;
4.856733;1.020863;1.000004;0.783979;0.575386;0.716960;0.013927;0.996253;
4.865586;1.020795;0.999947;0.783903;0.575699;0.716434;0.014161;0.996298;
4.874439;1.020572;0.999892;0.783829;0.575997;0.715616;0.014380;0.996344;
4.883291;1.020196;0.999837;0.783757;0.576280;0.714511;0.014581;0.996393;
4.892144;1.019669;0.999784;0.783686;0.576546;0.713127;0.014765;0.996444;
4.900997;1.018997;0.999732;0.783619;0.576792;0.711476;0.014929;0.996496;
4.909850;1.018184;0.999683;0.783555;0.577019;0.709570;0.015074;0.996549;
4.918703;1.017237;0.999635;0.783494;0.577224;0.707423;0.015198;0.996603;
4.927556;1.016162;0.999590;0.783439;0.577407;0.705050;0.015301;0.996657;
4.936409;1.014966;0.999548;0.783388;0.577567;0.702467;0.015382;0.996711;
4.945262;1.013658;0.999509;0.783342;0.577703;0.699690;0.015441;0.996765;
4.954115;1.012245;0.999473;0.783302;0.577814;0.696739;0.015478;0.996818;
4.962968;1.010737;0.999441;0.783269;0.577899;0.693633;0.015491;0.996869;
4.971821;1.009144;0.999412;0.783241;0.577960;0.690391;0.015481;0.996919;
4.980674;1.007475;0.999386;0.783221;0.577994;0.687034;0.015449;0.996968;
4.989527;1.005741;0.999365;0.783207;0.578003;0.683583;0.015394;0.997013;
4.998380;1.003952;0.999347;0.783201;0.577986;0.680059;0.015317;0.997057;
5.007233;1.002119;0.999333;0.783201;0.577943;0.676485;0.015218;0.997098;
5.016086;1.000254;0.999323;0.783210;0.577875;0.672881;0.015099;0.997135;
5.024939;0.998366;0.999317;0.783225;0.577782;0.669270;0.014960;0.997170;
5.033792;0.996468;0.999316;0.783248;0.577666;0.665673;0.014802;0.997201;
5.042644;0.994570;0.999318;0.783279;0.577526;0.662111;0.014626;0.997228;
5.051497;0.992684;0.999324;0.783317;0.577364;0.658604;0.014435;0.997252;
5.060350;0.990819;0.999333;0.783362;0.577181;0.655174;0.014229;0.997273;
5.069203;0.988987;0.999347;0.783414;0.576977;0.651839;0.014010;0.997290;
5.078056;0.987197;0.999364;0.783473;0.576755;0.648618;0.013780;0.997303;
5.086909;0.985460;0.999385;0.783538;0.576515;0.645529;0.013542;0.997312;
5.095762;0.983785;0.999409;0.783610;0.576259;0.642588;0.013295;0.997318;
5.104615;0.982180;0.999436;0.783688;0.575989;0.639812;0.013044;0.997321;
5.113468;0.980655;0.999466;0.783772;0.575706;0.637214;0.012789;0.997320;
5.122321;0.979218;0.999499;0.783861;0.575411;0.634809;0.012533;0.997317;
5.131174;0.977875;0.999534;0.783955;0.575108;0.632608;0.012279;0.997310;
5.140027;0.976634;0.999572;0.784054;0.574797;0.630622;0.012027;0.997301;
5.148880;0.975500;0.999612;0.784156;0.574480;0.628861;0.011780;0.997288;
5.157733;0.974479;0.999653;0.784263;0.574159;0.627332;0.011539;0.997274;
5.166586;0.973576;0.999696;0.784372;0.573836;0.626041;0.011308;0.997257;
5.175439;0.972795;0.999741;0.784484;0.573513;0.624995;0.011086;0.997239;
5.184292;0.972139;0.999786;0.784598;0.573192;0.624195;0.010877;0.997219;
5.193144;0.971609;0.999832;0.784714;0.572875;0.623644;0.010682;0.997197;
5.201997;0.971207;0.999879;0.784831;0.572563;0.623341;0.010502;0.997174;
5.210850;0.970935;0.999925;0.784948;0.572259;0.623286;0.010337;0.997150;
5.219703;0.970791;0.999972;0.785066;0.571963;0.623477;0.010190;0.997125;
5.228556;0.970777;1.000018;0.785183;0.571677;0.623910;0.010060;0.997099;
5.237409;0.970889;1.000064;0.785299;0.571403;0.624579;0.009949;0.997073;
5.246262;0.971128;1.000108;0.785414;0.571142;0.625481;0.009857;0.997046;
5.257973;0.971630;1.000166;0.785563;0.570821;0.627015;0.009766;0.997010;
5.269684;0.972339;1.000220;0.785708;0.570528;0.628917;0.009711;0.996974;
5.281395;0.973242;1.000272;0.785848;0.570266;0.631166;0.009690;0.996939;
5.293105;0.974329;1.000320;0.785981;0.570037;0.633733;0.009704;0.996903;
5.304816;0.975586;1.000365;0.786107;0.569843;0.636588;0.009753;0.996869;
5.316527;0.976996;1.000404;0.786225;0.569686;0.639700;0.009834;0.996836;
5.328238;0.978545;1.000439;0.786335;0.569566;0.643033;0.009947;0.996804;
5.339949;0.980212;1.000470;0.786435;0.569484;0.646552;0.010090;0.996774;
5.350488;0.981801;1.000492;0.786517;0.569443;0.649849;0.010243;0.996748;
5.361028;0.983458;1.000510;0.786591;0.569432;0.653238;0.010417;0.996724;
5.371568;0.985167;1.000524;0.786656;0.569452;0.656690;0.010610;0.996701;
5.382108;0.986914;1.000533;0.786713;0.569501;0.660177;0.010821;0.996681;
5.392647;0.988683;1.000538;0.786761;0.569579;0.663668;0.011048;0.996662;
5.403187;0.990460;1.000538;0.786801;0.569685;0.667137;0.011289;0.996646;
5.413727;0.992229;1.000533;0.786832;0.569817;0.670554;0.011543;0.996631;
5.424267;0.993976;1.000524;0.786854;0.569973;0.673893;0.011806;0.996620;
5.434806;0.995686;1.000511;0.786868;0.570152;0.677126;0.012079;0.996611;
5.445346;0.997346;1.000493;0.786874;0.570353;0.680229;0.012358;0.996605;
5.455886;0.998941;1.000472;0.786872;0.570572;0.683176;0.012641;0.996602;
5.466426;1.000459;1.000447;0.786863;0.570808;0.685947;0.012928;0.996602;
5.476965;1.001887;1.000418;0.786846;0.571058;0.688518;0.013216;0.996605;
5.487505;1.003216;1.000386;0.786824;0.571321;0.690873;0.013504;0.996612;
5.498045;1.004435;1.000351;0.786795;0.571593;0.692992;0.013790;0.996621;
5.508584;1.005534;1.000314;0.786761;0.571872;0.694862;0.014071;0.996634;
5.519124;1.006506;1.000274;0.786723;0.572157;0.696470;0.014348;0.996650;
5.529664;1.007342;1.000233;0.786680;0.572443;0.697803;0.014617;0.996670;
5.540204;1.008039;1.000189;0.786634;0.572729;0.698856;0.014878;0.996693;
5.550743;1.008591;1.000145;0.786586;0.573012;0.699621;0.015129;0.996718;
5.561283;1.008996;1.000100;0.786535;0.573291;0.700098;0.015368;0.996747;
5.571823;1.009251;1.000055;0.786484;0.573562;0.700283;0.015595;0.996779;
5.582363;1.009356;1.000009;0.786432;0.573823;0.700180;0.015808;0.996813;
5.592902;1.009312;0.999964;0.786380;0.574074;0.699791;0.016005;0.996849;
5.603442;1.009119;0.999919;0.786329;0.574310;0.699124;0.016186;0.996887;
5.613982;1.008781;0.999876;0.786279;0.574531;0.698186;0.016349;0.996927;
5.624522;1.008303;0.999834;0.786232;0.574735;0.696989;0.016494;0.996968;
5.635061;1.007688;0.999794;0.786188;0.574920;0.695543;0.016620;0.997010;
5.645601;1.006943;0.999755;0.786147;0.575085;0.693863;0.016725;0.997053;
5.656141;1.006075;0.999720;0.786111;0.575229;0.691968;0.016809;0.997096;
5.666681;1.005093;0.999686;0.786079;0.575350;0.689874;0.016872;0.997139;
5.677220;1.004006;0.999656;0.786052;0.575448;0.687602;0.016913;0.997181;
5.687760;1.002824;0.999629;0.786031;0.575522;0.685172;0.016933;0.997222;
5.698300;1.001558;0.999605;0.786016;0.575572;0.682607;0.016931;0.997262;
5.708840;1.000218;0.999584;0.786007;0.575597;0.679930;0.016907;0.997300;
5.719379;0.998816;0.999567;0.786004;0.575597;0.677165;0.016863;0.997336;
5.729919;0.997364;0.999554;0.786009;0.575572;0.674335;0.016798;0.997370;
5.740459;0.995875;0.999545;0.786020;0.575523;0.671465;0.016714;0.997402;
5.750998;0.994361;0.999539;0.786039;0.575450;0.668579;0.016611;0.997431;
5.761538;0.992834;0.999537;0.786064;0.575354;0.665702;0.016492;0.997456;
5.772078;0.991308;0.999539;0.786097;0.575236;0.662857;0.016356;0.997479;
5.782618;0.989793;0.999545;0.786136;0.575096;0.660069;0.016207;0.997499;
5.793157;0.988303;0.999554;0.786182;0.574937;0.657358;0.016045;0.997515;
5.803697;0.986850;0.999566;0.786235;0.574760;0.654748;0.015873;0.997528;
5.814237;0.985443;0.999583;0.786294;0.574565;0.652258;0.015693;0.997538;
5.824777;0.984095;0.999602;0.786360;0.574355;0.649907;0.015506;0.997545;
5.835316;0.982816;0.999624;0.786431;0.574132;0.647714;0.015315;0.997549;
5.845856;0.981614;0.999649;0.786507;0.573897;0.645695;0.015122;0.997549;
5.856396;0.980499;0.999676;0.786588;0.573652;0.643864;0.014929;0.997547;
5.866936;0.979479;0.999706;0.786674;0.573400;0.642233;0.014738;0.997542;
5.877475;0.978560;0.999738;0.786763;0.573142;0.640815;0.014551;0.997535;
5.888015;0.977749;0.999771;0.786856;0.572881;0.639618;0.014371;0.997525;
5.898555;0.977051;0.999806;0.786952;0.572619;0.638650;0.014199;0.997513;
5.909095;0.976470;0.999842;0.787050;0.572357;0.637915;0.014037;0.997499;
5.919634;0.976008;0.999879;0.787150;0.572098;0.637416;0.013887;0.997484;
5.930174;0.975669;0.999916;0.787251;0.571845;0.637154;0.013751;0.997467;
5.940714;0.975452;0.999953;0.787352;0.571597;0.637128;0.013628;0.997449;
5.951254;0.975359;0.999990;0.787454;0.571359;0.637336;0.013522;0.997430;
5.961793;0.975387;1.000027;0.787555;0.571131;0.637773;0.013432;0.997410;
5.972333;0.975536;1.000063;0.787655;0.570915;0.638432;0.013360;0.997389;
5.982873;0.975803;1.000098;0.787753;0.570713;0.639308;0.013305;0.997368;
5.993412;0.976183;1.000132;0.787849;0.570526;0.640390;0.013269;0.997347;
6.003952;0.976672;1.000164;0.787942;0.570355;0.641666;0.013251;0.997325;
6.014492;0.977264;1.000195;0.788032;0.570202;0.643124;0.013253;0.997304;
6.025032;0.977954;1.000223;0.788119;0.570067;0.644750;0.013273;0.997283;
6.035571;0.978733;1.000249;0.788201;0.569952;0.646527;0.013311;0.997263;
6.046111;0.979595;1.000273;0.788279;0.569857;0.648441;0.013368;0.997243;
6.056651;0.980530;1.000294;0.788352;0.569782;0.650473;0.013441;0.997224;
6.067191;0.981531;1.000312;0.788421;0.569728;0.652607;0.013531;0.997206;
6.077730;0.982587;1.000327;0.788484;0.569694;0.654822;0.013637;0.997188;
6.088270;0.983689;1.000340;0.788541;0.569682;0.657101;0.013758;0.997172;
6.098810;0.984828;1.000349;0.788593;0.569689;0.659423;0.013893;0.997158;
6.109350;0.985992;1.000356;0.788639;0.569717;0.661769;0.014040;0.997145;
6.119889;0.987173;1.000359;0.788679;0.569764;0.664120;0.014198;0.997133;
6.130429;0.988359;1.000359;0.788713;0.569830;0.666457;0.014367;0.997123;
6.140969;0.989541;1.000356;0.788741;0.569913;0.668760;0.014545;0.997115;
6.151509;0.990709;1.000350;0.788764;0.570013;0.671010;0.014731;0.997108;
6.162048;0.991852;1.000342;0.788781;0.570129;0.673191;0.014923;0.997104;
6.172588;0.992962;1.000330;0.788793;0.570259;0.675284;0.015120;0.997101;
6.183128;0.994029;1.000316;0.788799;0.570403;0.677274;0.015321;0.997101;
6.193667;0.995045;1.000299;0.788800;0.570557;0.679144;0.015524;0.997103;
6.204207;0.996002;1.000280;0.788797;0.570722;0.680882;0.015729;0.997107;
6.214747;0.996891;1.000259;0.788790;0.570895;0.682474;0.015934;0.997113;
6.225287;0.997707;1.000235;0.788778;0.571075;0.683909;0.016137;0.997121;
6.235826;0.998444;1.000210;0.788763;0.571260;0.685176;0.016338;0.997132;
6.246366;0.999094;1.000184;0.788744;0.571448;0.686265;0.016535;0.997144;
6.256906;0.999654;1.000156;0.788723;0.571638;0.687172;0.016727;0.997159;
6.267446;1.000121;1.000127;0.788700;0.571828;0.687890;0.016913;0.997176;
6.277985;1.000491;1.000097;0.788675;0.572016;0.688416;0.017092;0.997195;
6.288525;1.000762;1.000067;0.788648;0.572201;0.688748;0.017263;0.997216;
6.299065;1.000932;1.000036;0.788621;0.572382;0.688884;0.017425;0.997238;
6.309605;1.001002;1.000006;0.788593;0.572556;0.688826;0.017576;0.997262;
6.330684;1.000842;0.999946;0.788539;0.572878;0.688145;0.017846;0.997314;
6.349656;1.000367;0.999894;0.788493;0.573133;0.686914;0.018046;0.997363;
6.368627;0.999596;0.999846;0.788454;0.573349;0.685144;0.018204;0.997415;
6.385702;0.998668;0.999807;0.788425;0.573504;0.683135;0.018307;0.997462;
6.401068;0.997663;0.999775;0.788406;0.573611;0.681031;0.018367;0.997504;
6.416435;0.996516;0.999748;0.788395;0.573683;0.678691;0.018396;0.997545;
6.430266;0.995380;0.999727;0.788392;0.573718;0.676419;0.018396;0.997580;
6.444096;0.994164;0.999711;0.788396;0.573725;0.674027;0.018372;0.997614;
6.456543;0.993015;0.999700;0.788406;0.573707;0.671800;0.018330;0.997642;
6.468990;0.991828;0.999692;0.788423;0.573665;0.669530;0.018270;0.997667;
6.481438;0.990619;0.999688;0.788446;0.573601;0.667246;0.018194;0.997691;
6.493885;0.989399;0.999687;0.788476;0.573516;0.664973;0.018103;0.997712;
6.506332;0.988184;0.999690;0.788512;0.573410;0.662738;0.017998;0.997730;
6.518779;0.986986;0.999696;0.788555;0.573285;0.660567;0.017881;0.997745;
6.531226;0.985819;0.999705;0.788604;0.573143;0.658482;0.017755;0.997757;
6.543674;0.984695;0.999718;0.788658;0.572984;0.656508;0.017621;0.997767;
6.556121;0.983626;0.999734;0.788719;0.572812;0.654665;0.017482;0.997773;
6.568568;0.982623;0.999752;0.788784;0.572627;0.652973;0.017340;0.997777;
6.581015;0.981697;0.999773;0.788855;0.572432;0.651448;0.017197;0.997778;
6.593463;0.980856;0.999796;0.788930;0.572230;0.650107;0.017055;0.997777;
6.605910;0.980109;0.999821;0.789008;0.572021;0.648962;0.016916;0.997773;
6.618357;0.979462;0.999847;0.789090;0.571810;0.648023;0.016783;0.997766;
6.630804;0.978922;0.999875;0.789174;0.571598;0.647298;0.016658;0.997758;
6.643251;0.978492;0.999904;0.789260;0.571387;0.646792;0.016543;0.997748;
6.655699;0.978175;0.999933;0.789348;0.571180;0.646508;0.016439;0.997737;
6.668146;0.977972;0.999963;0.789436;0.570979;0.646446;0.016348;0.997724;
6.680593;0.977885;0.999993;0.789525;0.570786;0.646603;0.016271;0.997710;
6.693040;0.977913;1.000022;0.789612;0.570603;0.646975;0.016209;0.997695;
6.705488;0.978052;1.000050;0.789699;0.570431;0.647554;0.016164;0.997680;
6.717935;0.978299;1.000077;0.789784;0.570273;0.648331;0.016134;0.997664;
6.730382;0.978650;1.000103;0.789866;0.570129;0.649294;0.016123;0.997647;
6.742829;0.979100;1.000127;0.789946;0.570002;0.650430;0.016127;0.997631;
6.755276;0.979640;1.000150;0.790022;0.569892;0.651724;0.016150;0.997615;
6.767724;0.980263;1.000170;0.790094;0.569800;0.653159;0.016189;0.997600;
6.780171;0.980961;1.000188;0.790162;0.569727;0.654716;0.016245;0.997585;
6.792618;0.981724;1.000203;0.790226;0.569674;0.656376;0.016317;0.997571;
6.805065;0.982542;1.000216;0.790284;0.569639;0.658119;0.016405;0.997558;
6.817513;0.983404;1.000226;0.790338;0.569624;0.659923;0.016506;0.997546;
6.829960;0.984300;1.000233;0.790386;0.569629;0.661768;0.016621;0.997536;
6.842407;0.985218;1.000238;0.790429;0.569651;0.663631;0.016748;0.997527;
6.854854;0.986148;1.000239;0.790466;0.569692;0.665491;0.016885;0.997519;
6.867301;0.987077;1.000238;0.790497;0.569750;0.667328;0.017032;0.997514;
6.879749;0.987996;1.000233;0.790524;0.569823;0.669119;0.017187;0.997510;
6.892196;0.988892;1.000226;0.790545;0.569912;0.670845;0.017348;0.997508;
6.904643;0.989756;1.000217;0.790561;0.570014;0.672488;0.017515;0.997507;
6.917090;0.990578;1.000205;0.790572;0.570127;0.674030;0.017685;0.997509;
6.929537;0.991349;1.000190;0.790579;0.570251;0.675453;0.017856;0.997513;
6.941985;0.992059;1.000174;0.790581;0.570383;0.676744;0.018029;0.997520;
6.954432;0.992701;1.000156;0.790580;0.570522;0.677889;0.018200;0.997528;
6.966879;0.993269;1.000136;0.790575;0.570666;0.678878;0.018369;0.997538;
6.979326;0.993756;1.000114;0.790567;0.570813;0.679700;0.018534;0.997550;
6.991774;0.994158;1.000092;0.790558;0.570961;0.680349;0.018693;0.997564;
7.004221;0.994470;1.000069;0.790546;0.571108;0.680820;0.018846;0.997580;
7.016668;0.994691;1.000045;0.790532;0.571252;0.681109;0.018992;0.997598;
7.029115;0.994818;1.000020;0.790518;0.571393;0.681216;0.019129;0.997617;
7.041562;0.994850;0.999996;0.790504;0.571527;0.681141;0.019255;0.997637;
7.054010;0.994788;0.999972;0.790489;0.571654;0.680888;0.019371;0.997659;
7.066457;0.994635;0.999949;0.790476;0.571771;0.680462;0.019476;0.997681;
7.078904;0.994391;0.999926;0.790463;0.571878;0.679871;0.019568;0.997704;
7.091351;0.994061;0.999905;0.790453;0.571974;0.679123;0.019647;0.997728;
7.103799;0.993650;0.999884;0.790444;0.572056;0.678229;0.019712;0.997752;
7.116246;0.993163;0.999866;0.790438;0.572125;0.677201;0.019764;0.997775;
7.128693;0.992606;0.999848;0.790435;0.572180;0.676053;0.019803;0.997799;
7.141140;0.991985;0.999833;0.790436;0.572219;0.674800;0.019827;0.997822;
7.153587;0.991310;0.999820;0.790440;0.572243;0.673457;0.019838;0.997844;
7.166035;0.990587;0.999809;0.790447;0.572252;0.672041;0.019836;0.997866;
7.178482;0.989825;0.999800;0.790459;0.572244;0.670569;0.019821;0.997886;
7.190929;0.989033;0.999794;0.790475;0.572221;0.669059;0.019793;0.997905;
7.203376;0.988220;0.999790;0.790496;0.572183;0.667530;0.019754;0.997923;
7.215824;0.987396;0.999788;0.790520;0.572130;0.665998;0.019705;0.997939;
7.228271;0.986569;0.999788;0.790550;0.572063;0.664483;0.019646;0.997953;
7.240718;0.985749;0.999791;0.790583;0.571982;0.663000;0.019579;0.997965;
7.253165;0.984945;0.999796;0.790621;0.571889;0.661567;0.019505;0.997976;
7.265612;0.984166;0.999804;0.790662;0.571785;0.660200;0.019426;0.997984;
7.278060;0.983419;0.999813;0.790708;0.571670;0.658913;0.019342;0.997991;
7.290507;0.982713;0.999825;0.790757;0.571547;0.657720;0.019255;0.997996;
7.302954;0.982054;0.999838;0.790810;0.571416;0.656634;0.019166;0.997999;
7.315401;0.981450;0.999852;0.790865;0.571279;0.655665;0.019078;0.998000;
7.327849;0.980906;0.999868;0.790924;0.571138;0.654823;0.018992;0.997999;
7.340296;0.980426;0.999886;0.790985;0.570994;0.654115;0.018909;0.997997;
7.352743;0.980016;0.999904;0.791047;0.570848;0.653548;0.018830;0.997994;
7.365190;0.979678;0.999923;0.791111;0.570702;0.653127;0.018757;0.997989;
7.377637;0.979415;0.999942;0.791177;0.570558;0.652854;0.018690;0.997983;
7.390085;0.979228;0.999962;0.791243;0.570418;0.652730;0.018632;0.997976;
7.402532;0.979119;0.999982;0.791309;0.570281;0.652754;0.018582;0.997968;
7.427426;0.979130;1.000021;0.791440;0.570029;0.653230;0.018512;0.997951;
7.449831;0.979390;1.000054;0.791555;0.569831;0.654122;0.018486;0.997933;
7.472236;0.979869;1.000084;0.791664;0.569665;0.655406;0.018496;0.997916;
7.492401;0.980468;1.000107;0.791756;0.569547;0.656854;0.018537;0.997900;
7.510549;0.981125;1.000125;0.791833;0.569468;0.658354;0.018598;0.997887;
7.528697;0.981873;1.000139;0.791904;0.569416;0.659998;0.018682;0.997875;
7.545030;0.982608;1.000149;0.791961;0.569393;0.661566;0.018776;0.997865;
7.561363;0.983384;1.000155;0.792012;0.569392;0.663186;0.018885;0.997857;
7.577697;0.984183;1.000158;0.792057;0.569413;0.664823;0.019009;0.997851;
7.594030;0.984990;1.000158;0.792096;0.569454;0.666446;0.019144;0.997847;
7.610363;0.985787;1.000154;0.792128;0.569513;0.668023;0.019289;0.997845;
7.626696;0.986558;1.000148;0.792155;0.569589;0.669524;0.019442;0.997845;
7.643030;0.987288;1.000138;0.792176;0.569680;0.670921;0.019600;0.997847;
7.659363;0.987963;1.000126;0.792191;0.569784;0.672189;0.019761;0.997852;
7.675696;0.988568;1.000111;0.792201;0.569898;0.673304;0.019923;0.997860;
7.692029;0.989093;1.000094;0.792207;0.570018;0.674248;0.020083;0.997869;
7.708363;0.989528;1.000076;0.792210;0.570143;0.675003;0.020240;0.997881;
7.724696;0.989864;1.000056;0.792210;0.570269;0.675559;0.020389;0.997895;
7.741029;0.990097;1.000036;0.792208;0.570394;0.675910;0.020531;0.997912;
7.757362;0.990224;1.000014;0.792205;0.570514;0.676053;0.020663;0.997929;
7.773696;0.990243;0.999993;0.792201;0.570628;0.675989;0.020783;0.997949;
7.790029;0.990156;0.999972;0.792197;0.570733;0.675723;0.020891;0.997969;
7.806362;0.989965;0.999952;0.792195;0.570827;0.675264;0.020985;0.997990;
7.822695;0.989674;0.999933;0.792194;0.570908;0.674621;0.021063;0.998012;
7.839029;0.989289;0.999916;0.792196;0.570975;0.673811;0.021127;0.998034;
7.855362;0.988819;0.999900;0.792200;0.571025;0.672853;0.021174;0.998056;
7.871695;0.988275;0.999886;0.792209;0.571058;0.671768;0.021205;0.998077;
7.888028;0.987666;0.999875;0.792221;0.571074;0.670581;0.021221;0.998098;
7.904361;0.987006;0.999866;0.792238;0.571071;0.669315;0.021222;0.998118;
7.920695;0.986308;0.999860;0.792260;0.571050;0.667998;0.021208;0.998136;
7.937028;0.985585;0.999857;0.792286;0.571012;0.666657;0.021182;0.998152;
7.953361;0.984850;0.999856;0.792318;0.570957;0.665317;0.021143;0.998167;
7.969694;0.984119;0.999858;0.792354;0.570886;0.664006;0.021095;0.998179;
7.986028;0.983404;0.999862;0.792395;0.570800;0.662748;0.021039;0.998190;
8.002361;0.982718;0.999869;0.792441;0.570702;0.661567;0.020976;0.998198;
8.018694;0.982074;0.999879;0.792492;0.570592;0.660486;0.020910;0.998204;
8.035027;0.981482;0.999890;0.792546;0.570474;0.659524;0.020841;0.998209;
8.051361;0.980954;0.999903;0.792603;0.570348;0.658698;0.020773;0.998211;
8.067694;0.980496;0.999918;0.792664;0.570219;0.658021;0.020707;0.998211;
8.084027;0.980117;0.999934;0.792727;0.570087;0.657504;0.020646;0.998210;
8.100360;0.979822;0.999950;0.792792;0.569956;0.657155;0.020592;0.998207;
8.116694;0.979614;0.999968;0.792857;0.569827;0.656975;0.020545;0.998202;
8.133027;0.979493;0.999985;0.792923;0.569703;0.656966;0.020509;0.998197;
8.149360;0.979460;1.000002;0.792989;0.569586;0.657123;0.020482;0.998190;
8.165693;0.979513;1.000019;0.793054;0.569477;0.657441;0.020468;0.998184;
8.182027;0.979650;1.000035;0.793118;0.569378;0.657910;0.020466;0.998176;
8.198360;0.979864;1.000050;0.793180;0.569291;0.658519;0.020477;0.998169;
8.214693;0.980150;1.000063;0.793239;0.569217;0.659254;0.020501;0.998161;
8.231026;0.980502;1.000075;0.793295;0.569157;0.660102;0.020537;0.998154;
8.247360;0.980911;1.000085;0.793348;0.569111;0.661041;0.020587;0.998147;
8.263693;0.981366;1.000093;0.793398;0.569081;0.662052;0.020649;0.998141;
8.280026;0.981856;1.000099;0.793443;0.569065;0.663114;0.020722;0.998136;
8.296359;0.982372;1.000103;0.793484;0.569064;0.664205;0.020806;0.998133;
8.312693;0.982901;1.000104;0.793521;0.569077;0.665303;0.020899;0.998130;
8.329026;0.983433;1.000104;0.793554;0.569104;0.666387;0.020999;0.998129;
8.345359;0.983956;1.000101;0.793583;0.569143;0.667436;0.021106;0.998129;
8.361692;0.984460;1.000096;0.793607;0.569193;0.668430;0.021218;0.998131;
8.378026;0.984933;1.000089;0.793628;0.569253;0.669349;0.021334;0.998134;
8.394359;0.985367;1.000081;0.793645;0.569320;0.670177;0.021451;0.998139;
8.410692;0.985752;1.000070;0.793659;0.569394;0.670900;0.021568;0.998146;
8.427025;0.986083;1.000059;0.793671;0.569473;0.671504;0.021684;0.998154;
8.443358;0.986351;1.000046;0.793680;0.569554;0.671981;0.021796;0.998164;
8.459692;0.986552;1.000033;0.793687;0.569635;0.672323;0.021904;0.998175;
8.476025;0.986684;1.000019;0.793693;0.569715;0.672526;0.022006;0.998187;
8.492358;0.986744;1.000005;0.793698;0.569791;0.672590;0.022101;0.998200;
8.508691;0.986733;0.999991;0.793703;0.569863;0.672516;0.022188;0.998215;
8.525025;0.986650;0.999977;0.793709;0.569929;0.672308;0.022266;0.998230;
8.541358;0.986498;0.999964;0.793715;0.569987;0.671972;0.022334;0.998245;
8.557691;0.986281;0.999951;0.793722;0.570036;0.671517;0.022392;0.998261;
8.574024;0.986003;0.999940;0.793731;0.570075;0.670954;0.022440;0.998277;
8.590358;0.985670;0.999929;0.793743;0.570103;0.670296;0.022476;0.998292;
8.606691;0.985287;0.999921;0.793756;0.570119;0.669554;0.022502;0.998308;
8.623024;0.984863;0.999913;0.793772;0.570124;0.668746;0.022518;0.998322;
8.639357;0.984406;0.999908;0.793792;0.570116;0.667888;0.022523;0.998336;
8.655691;0.983925;0.999904;0.793814;0.570096;0.667000;0.022520;0.998349;
8.672024;0.983429;0.999902;0.793840;0.570064;0.666099;0.022507;0.998361;
8.688357;0.982928;0.999902;0.793869;0.570022;0.665204;0.022487;0.998372;
8.704690;0.982431;0.999904;0.793902;0.569968;0.664331;0.022461;0.998381;
8.721024;0.981947;0.999907;0.793937;0.569905;0.663498;0.022430;0.998389;
8.737357;0.981485;0.999912;0.793976;0.569834;0.662721;0.022395;0.998395;
8.753690;0.981052;0.999919;0.794018;0.569756;0.662013;0.022358;0.998400;
8.770023;0.980657;0.999927;0.794062;0.569672;0.661387;0.022319;0.998404;
8.786357;0.980304;0.999936;0.794108;0.569584;0.660855;0.022282;0.998406;
8.802690;0.980001;0.999946;0.794156;0.569493;0.660424;0.022246;0.998408;
8.819023;0.979751;0.999956;0.794206;0.569402;0.660103;0.022214;0.998408;
8.835356;0.979558;0.999968;0.794256;0.569311;0.659893;0.022186;0.998407;
8.851690;0.979423;0.999979;0.794307;0.569222;0.659797;0.022164;0.998405;
8.868023;0.979346;0.999991;0.794359;0.569136;0.659814;0.022148;0.998402;
8.900689;0.979366;1.000013;0.794460;0.568982;0.660173;0.022139;0.998395;
8.930089;0.979570;1.000032;0.794547;0.568866;0.660833;0.022159;0.998388;
8.959489;0.979927;1.000047;0.794630;0.568778;0.661762;0.022207;0.998381;
8.985949;0.980355;1.000057;0.794698;0.568725;0.662775;0.022273;0.998376;
9.009763;0.980804;1.000064;0.794754;0.568699;0.663785;0.022350;0.998373;
9.031195;0.981243;1.000067;0.794799;0.568694;0.664737;0.022432;0.998371;
9.052628;0.981696;1.000068;0.794840;0.568704;0.665694;0.022525;0.998370;
9.071917;0.982103;1.000067;0.794872;0.568726;0.666535;0.022616;0.998371;
9.091206;0.982495;1.000064;0.794901;0.568760;0.667332;0.022712;0.998373;
9.110495;0.982862;1.000058;0.794926;0.568802;0.668064;0.022811;0.998377;
9.129785;0.983193;1.000052;0.794947;0.568852;0.668712;0.022912;0.998383;
9.149074;0.983478;1.000043;0.794966;0.568908;0.669261;0.023013;0.998389;
9.168363;0.983710;1.000034;0.794982;0.568967;0.669697;0.023112;0.998398;
9.187652;0.983882;1.000024;0.794997;0.569027;0.670011;0.023208;0.998407;
9.206941;0.983990;1.000013;0.795010;0.569087;0.670198;0.023298;0.998418;
9.226231;0.984033;1.000002;0.795022;0.569144;0.670256;0.023381;0.998430;
9.245520;0.984008;0.999990;0.795034;0.569197;0.670186;0.023458;0.998443;
9.264809;0.983918;0.999980;0.795046;0.569244;0.669992;0.023525;0.998456;
9.284098;0.983765;0.999969;0.795059;0.569283;0.669683;0.023583;0.998469;
