time;GEN_generator_theta;GEN_generator_omegaPu;GEN_generator_eqPPu;GEN_generator_edPPu;GEN_generator_psi2q;GEN_generator_PGenPu;GEN_generator_QGenPu;GEN_generator_sePu;GEN_generator_UPu;
1.389201;0.920611;0.997788;0.781820;0.570354;-0.706533;0.491647;0.010266;0.075594;0.998812;
1.392519;0.918344;0.997861;0.781928;0.569177;-0.705700;0.488082;0.009731;0.075161;0.998771;
1.395837;0.916154;0.997936;0.782038;0.567988;-0.704841;0.484753;0.009137;0.074726;0.998718;
1.399154;0.914042;0.998012;0.782152;0.566789;-0.703960;0.481659;0.008489;0.074292;0.998655;
1.402472;0.912011;0.998089;0.782269;0.565583;-0.703058;0.478801;0.007790;0.073857;0.998580;
1.405790;0.910061;0.998168;0.782390;0.564371;-0.702138;0.476176;0.007044;0.073424;0.998496;
1.409108;0.908192;0.998247;0.782513;0.563155;-0.701202;0.473784;0.006255;0.072993;0.998403;
1.412425;0.906407;0.998327;0.782639;0.561938;-0.700253;0.471622;0.005427;0.072565;0.998301;
1.415743;0.904706;0.998408;0.782768;0.560723;-0.699293;0.469689;0.004563;0.072140;0.998192;
1.419061;0.903090;0.998490;0.782899;0.559510;-0.698324;0.467983;0.003667;0.071721;0.998075;
1.422379;0.901560;0.998573;0.783033;0.558302;-0.697349;0.466501;0.002743;0.071306;0.997951;
1.425696;0.900116;0.998656;0.783169;0.557100;-0.696369;0.465241;0.001794;0.070897;0.997821;
1.429014;0.898759;0.998739;0.783308;0.555908;-0.695386;0.464200;0.000822;0.070495;0.997685;
1.432332;0.897489;0.998823;0.783449;0.554726;-0.694403;0.463375;-0.000168;0.070100;0.997544;
1.435650;0.896307;0.998908;0.783592;0.553556;-0.693421;0.462764;-0.001174;0.069713;0.997399;
1.438967;0.895212;0.998992;0.783736;0.552400;-0.692443;0.462363;-0.002193;0.069333;0.997249;
1.442285;0.894205;0.999076;0.783883;0.551259;-0.691470;0.462168;-0.003222;0.068963;0.997095;
1.445603;0.893287;0.999161;0.784031;0.550136;-0.690504;0.462177;-0.004258;0.068602;0.996939;
1.448921;0.892456;0.999245;0.784181;0.549030;-0.689547;0.462386;-0.005299;0.068250;0.996779;
1.452239;0.891714;0.999330;0.784332;0.547945;-0.688600;0.462790;-0.006342;0.067909;0.996617;
1.455556;0.891059;0.999414;0.784484;0.546881;-0.687665;0.463386;-0.007384;0.067577;0.996453;
1.458874;0.890492;0.999498;0.784638;0.545840;-0.686744;0.464171;-0.008424;0.067257;0.996287;
1.462192;0.890011;0.999581;0.784792;0.544822;-0.685838;0.465139;-0.009458;0.066948;0.996120;
1.465510;0.889618;0.999664;0.784948;0.543830;-0.684949;0.466287;-0.010486;0.066650;0.995952;
1.468827;0.889310;0.999746;0.785105;0.542863;-0.684078;0.467610;-0.011504;0.066364;0.995783;
1.475463;0.888950;0.999909;0.785419;0.541014;-0.682396;0.470760;-0.013505;0.065827;0.995446;
1.481435;0.888914;1.000053;0.785704;0.539449;-0.680957;0.474151;-0.015254;0.065387;0.995144;
1.487407;0.889146;1.000195;0.785990;0.537983;-0.679595;0.478040;-0.016946;0.064987;0.994844;
1.493379;0.889639;1.000333;0.786275;0.536620;-0.678316;0.482401;-0.018573;0.064629;0.994549;
1.499351;0.890388;1.000467;0.786561;0.535364;-0.677126;0.487207;-0.020126;0.064312;0.994259;
1.505323;0.891386;1.000598;0.786844;0.534218;-0.676028;0.492430;-0.021598;0.064038;0.993976;
1.511295;0.892626;1.000725;0.787127;0.533185;-0.675029;0.498042;-0.022985;0.063806;0.993700;
1.517267;0.894099;1.000848;0.787406;0.532266;-0.674130;0.504016;-0.024280;0.063617;0.993434;
1.523239;0.895798;1.000965;0.787683;0.531463;-0.673334;0.510324;-0.025478;0.063470;0.993177;
1.529211;0.897713;1.001078;0.787955;0.530777;-0.672645;0.516940;-0.026577;0.063365;0.992931;
1.535183;0.899835;1.001186;0.788224;0.530208;-0.672064;0.523835;-0.027573;0.063302;0.992696;
1.541154;0.902155;1.001289;0.788488;0.529755;-0.671592;0.530984;-0.028463;0.063280;0.992473;
1.547126;0.904662;1.001386;0.788746;0.529418;-0.671230;0.538359;-0.029246;0.063297;0.992262;
1.553098;0.907346;1.001478;0.788999;0.529196;-0.670979;0.545935;-0.029921;0.063355;0.992063;
1.559070;0.910196;1.001564;0.789245;0.529087;-0.670837;0.553686;-0.030487;0.063450;0.991878;
1.565042;0.913202;1.001644;0.789484;0.529089;-0.670804;0.561587;-0.030943;0.063584;0.991706;
1.571014;0.916353;1.001718;0.789716;0.529199;-0.670878;0.569613;-0.031291;0.063753;0.991547;
1.576986;0.919637;1.001786;0.789941;0.529415;-0.671059;0.577741;-0.031530;0.063958;0.991402;
1.582958;0.923042;1.001848;0.790157;0.529733;-0.671344;0.585947;-0.031663;0.064197;0.991270;
1.588930;0.926558;1.001903;0.790365;0.530151;-0.671731;0.594208;-0.031690;0.064469;0.991152;
1.594902;0.930173;1.001953;0.790564;0.530663;-0.672216;0.602501;-0.031614;0.064772;0.991048;
1.600874;0.933874;1.001996;0.790754;0.531267;-0.672797;0.610806;-0.031437;0.065104;0.990958;
1.606846;0.937652;1.002034;0.790935;0.531958;-0.673471;0.619100;-0.031161;0.065465;0.990881;
1.612818;0.941493;1.002065;0.791106;0.532731;-0.674233;0.627364;-0.030789;0.065853;0.990818;
1.618790;0.945387;1.002089;0.791267;0.533582;-0.675080;0.635578;-0.030325;0.066266;0.990768;
1.624762;0.949322;1.002108;0.791419;0.534505;-0.676008;0.643722;-0.029771;0.066702;0.990732;
1.630734;0.953286;1.002121;0.791560;0.535497;-0.677012;0.651778;-0.029132;0.067159;0.990708;
1.636706;0.957269;1.002128;0.791690;0.536551;-0.678087;0.659727;-0.028410;0.067637;0.990697;
1.642678;0.961259;1.002129;0.791811;0.537664;-0.679230;0.667553;-0.027611;0.068133;0.990699;
1.648650;0.965246;1.002124;0.791920;0.538829;-0.680435;0.675239;-0.026736;0.068645;0.990712;
1.654622;0.969218;1.002113;0.792020;0.540041;-0.681697;0.682769;-0.025792;0.069172;0.990738;
1.660594;0.973165;1.002097;0.792108;0.541295;-0.683011;0.690126;-0.024782;0.069711;0.990775;
1.666566;0.977077;1.002076;0.792186;0.542586;-0.684373;0.697297;-0.023710;0.070261;0.990823;
1.672538;0.980944;1.002049;0.792253;0.543909;-0.685778;0.704267;-0.022581;0.070820;0.990882;
1.678510;0.984756;1.002017;0.792310;0.545259;-0.687220;0.711023;-0.021399;0.071386;0.990952;
1.684482;0.988503;1.001980;0.792357;0.546629;-0.688693;0.717551;-0.020168;0.071958;0.991032;
1.690454;0.992178;1.001939;0.792393;0.548017;-0.690195;0.723840;-0.018893;0.072532;0.991122;
1.696426;0.995770;1.001893;0.792419;0.549415;-0.691718;0.729878;-0.017579;0.073108;0.991221;
1.702398;0.999272;1.001842;0.792435;0.550821;-0.693259;0.735653;-0.016230;0.073684;0.991330;
1.708370;1.002675;1.001788;0.792442;0.552228;-0.694812;0.741157;-0.014849;0.074258;0.991447;
1.714342;1.005972;1.001729;0.792438;0.553633;-0.696372;0.746379;-0.013442;0.074827;0.991572;
1.720314;1.009155;1.001666;0.792426;0.555031;-0.697936;0.751310;-0.012013;0.075392;0.991705;
1.726285;1.012218;1.001600;0.792404;0.556418;-0.699498;0.755943;-0.010567;0.075948;0.991846;
1.732257;1.015154;1.001531;0.792374;0.557789;-0.701055;0.760270;-0.009106;0.076496;0.991993;
1.738229;1.017957;1.001459;0.792335;0.559142;-0.702600;0.764284;-0.007636;0.077034;0.992147;
1.744201;1.020622;1.001383;0.792288;0.560471;-0.704132;0.767980;-0.006161;0.077560;0.992307;
1.750173;1.023143;1.001306;0.792233;0.561773;-0.705644;0.771353;-0.004685;0.078072;0.992473;
1.756145;1.025516;1.001225;0.792171;0.563045;-0.707134;0.774397;-0.003210;0.078569;0.992644;
1.762117;1.027737;1.001143;0.792102;0.564284;-0.708598;0.777111;-0.001742;0.079050;0.992820;
1.768089;1.029801;1.001059;0.792026;0.565487;-0.710033;0.779490;-0.000284;0.079514;0.993001;
1.774061;1.031706;1.000973;0.791944;0.566651;-0.711434;0.781534;0.001161;0.079960;0.993185;
1.780033;1.033448;1.000885;0.791856;0.567773;-0.712799;0.783242;0.002588;0.080385;0.993372;
1.786005;1.035026;1.000797;0.791763;0.568851;-0.714124;0.784611;0.003995;0.080791;0.993563;
1.791977;1.036437;1.000708;0.791665;0.569882;-0.715407;0.785645;0.005379;0.081174;0.993756;
1.797949;1.037680;1.000618;0.791562;0.570864;-0.716645;0.786343;0.006736;0.081536;0.993950;
1.803921;1.038754;1.000528;0.791456;0.571796;-0.717836;0.786708;0.008062;0.081874;0.994147;
1.809893;1.039659;1.000437;0.791345;0.572675;-0.718977;0.786744;0.009357;0.082189;0.994344;
1.815865;1.040394;1.000347;0.791232;0.573501;-0.720066;0.786454;0.010615;0.082479;0.994541;
1.821837;1.040960;1.000257;0.791116;0.574271;-0.721101;0.785842;0.011835;0.082744;0.994739;
1.827809;1.041358;1.000167;0.790997;0.574985;-0.722080;0.784914;0.013014;0.082984;0.994936;
1.833781;1.041589;1.000079;0.790877;0.575642;-0.723002;0.783676;0.014149;0.083199;0.995131;
1.839753;1.041655;0.999991;0.790756;0.576240;-0.723865;0.782136;0.015239;0.083387;0.995325;
1.845725;1.041559;0.999905;0.790634;0.576778;-0.724667;0.780301;0.016281;0.083550;0.995517;
1.851697;1.041301;0.999820;0.790511;0.577257;-0.725408;0.778180;0.017273;0.083686;0.995707;
1.857669;1.040887;0.999737;0.790389;0.577676;-0.726086;0.775782;0.018213;0.083796;0.995893;
1.863641;1.040318;0.999656;0.790267;0.578035;-0.726701;0.773117;0.019099;0.083881;0.996076;
1.869613;1.039599;0.999577;0.790146;0.578333;-0.727252;0.770196;0.019929;0.083939;0.996254;
1.875585;1.038734;0.999500;0.790026;0.578570;-0.727739;0.767031;0.020702;0.083972;0.996428;
1.881557;1.037727;0.999426;0.789908;0.578748;-0.728161;0.763632;0.021416;0.083979;0.996596;
1.887529;1.036583;0.999354;0.789793;0.578865;-0.728518;0.760013;0.022071;0.083961;0.996759;
1.893501;1.035308;0.999285;0.789680;0.578923;-0.728809;0.756187;0.022664;0.083919;0.996916;
1.899473;1.033906;0.999219;0.789570;0.578922;-0.729036;0.752166;0.023196;0.083852;0.997067;
1.905445;1.032383;0.999156;0.789463;0.578863;-0.729198;0.747966;0.023665;0.083762;0.997210;
1.911416;1.030745;0.999096;0.789360;0.578746;-0.729296;0.743600;0.024070;0.083649;0.997347;
1.917388;1.028998;0.999040;0.789261;0.578573;-0.729331;0.739083;0.024411;0.083514;0.997475;
1.923360;1.027149;0.998987;0.789166;0.578345;-0.729302;0.734430;0.024688;0.083356;0.997596;
1.929332;1.025204;0.998938;0.789076;0.578062;-0.729211;0.729656;0.024900;0.083178;0.997708;
1.935304;1.023170;0.998892;0.788991;0.577727;-0.729059;0.724777;0.025048;0.082980;0.997812;
1.941276;1.021053;0.998850;0.788911;0.577341;-0.728846;0.719808;0.025131;0.082763;0.997907;
1.947248;1.018861;0.998811;0.788836;0.576904;-0.728575;0.714764;0.025150;0.082528;0.997993;
1.953220;1.016600;0.998777;0.788767;0.576419;-0.728246;0.709663;0.025106;0.082275;0.998069;
1.959192;1.014279;0.998746;0.788704;0.575888;-0.727861;0.704518;0.024999;0.082006;0.998136;
1.965164;1.011903;0.998719;0.788647;0.575312;-0.727422;0.699346;0.024830;0.081721;0.998194;
1.971136;1.009480;0.998696;0.788596;0.574693;-0.726930;0.694163;0.024600;0.081422;0.998242;
1.977108;1.007018;0.998677;0.788551;0.574034;-0.726387;0.688983;0.024310;0.081110;0.998280;
1.983080;1.004524;0.998662;0.788512;0.573335;-0.725795;0.683821;0.023962;0.080785;0.998308;
1.989052;1.002005;0.998651;0.788481;0.572600;-0.725156;0.678693;0.023557;0.080449;0.998327;
1.995024;0.999467;0.998643;0.788455;0.571831;-0.724472;0.673613;0.023097;0.080103;0.998335;
2.000996;0.996920;0.998639;0.788437;0.571029;-0.723746;0.668594;0.022584;0.079749;0.998335;
2.006968;0.994368;0.998639;0.788425;0.570198;-0.722980;0.663651;0.022020;0.079386;0.998325;
2.012940;0.991820;0.998643;0.788420;0.569340;-0.722175;0.658797;0.021407;0.079017;0.998305;
2.018912;0.989281;0.998650;0.788421;0.568456;-0.721336;0.654044;0.020747;0.078642;0.998277;
2.024884;0.986760;0.998660;0.788429;0.567551;-0.720463;0.649405;0.020044;0.078262;0.998239;
2.030856;0.984262;0.998674;0.788444;0.566625;-0.719561;0.644891;0.019298;0.077880;0.998193;
2.036828;0.981793;0.998692;0.788466;0.565683;-0.718631;0.640514;0.018514;0.077495;0.998139;
2.042800;0.979360;0.998712;0.788493;0.564725;-0.717676;0.636283;0.017693;0.077109;0.998076;
2.048772;0.976969;0.998736;0.788528;0.563756;-0.716700;0.632208;0.016839;0.076723;0.998006;
2.054744;0.974624;0.998763;0.788569;0.562777;-0.715703;0.628298;0.015954;0.076338;0.997929;
2.060716;0.972333;0.998792;0.788616;0.561792;-0.714691;0.624561;0.015042;0.075955;0.997844;
2.066688;0.970099;0.998824;0.788669;0.560802;-0.713665;0.621005;0.014106;0.075576;0.997753;
2.072660;0.967927;0.998859;0.788728;0.559811;-0.712628;0.617637;0.013148;0.075200;0.997656;
2.078632;0.965824;0.998897;0.788793;0.558820;-0.711584;0.614463;0.012172;0.074829;0.997553;
2.084604;0.963792;0.998936;0.788863;0.557834;-0.710534;0.611488;0.011182;0.074465;0.997444;
2.090576;0.961836;0.998978;0.788939;0.556853;-0.709482;0.608718;0.010179;0.074107;0.997331;
2.096547;0.959960;0.999021;0.789020;0.555881;-0.708431;0.606155;0.009168;0.073757;0.997214;
2.102519;0.958168;0.999067;0.789106;0.554921;-0.707383;0.603804;0.008152;0.073416;0.997092;
2.108491;0.956462;0.999114;0.789197;0.553974;-0.706341;0.601667;0.007133;0.073084;0.996967;
2.114463;0.954846;0.999162;0.789293;0.553042;-0.705308;0.599745;0.006115;0.072762;0.996840;
2.120435;0.953323;0.999212;0.789392;0.552129;-0.704286;0.598040;0.005101;0.072451;0.996709;
2.126407;0.951894;0.999264;0.789496;0.551236;-0.703279;0.596552;0.004094;0.072152;0.996577;
2.132379;0.950562;0.999316;0.789604;0.550366;-0.702288;0.595282;0.003096;0.071865;0.996443;
2.138351;0.949328;0.999369;0.789716;0.549520;-0.701316;0.594227;0.002111;0.071590;0.996308;
2.144323;0.948195;0.999422;0.789830;0.548700;-0.700365;0.593388;0.001142;0.071329;0.996172;
2.150295;0.947162;0.999477;0.789948;0.547909;-0.699438;0.592761;0.000190;0.071081;0.996036;
2.156267;0.946232;0.999531;0.790069;0.547147;-0.698536;0.592344;-0.000741;0.070848;0.995901;
2.162239;0.945404;0.999586;0.790192;0.546417;-0.697663;0.592134;-0.001649;0.070629;0.995766;
2.168211;0.944679;0.999641;0.790318;0.545721;-0.696819;0.592127;-0.002532;0.070426;0.995631;
2.174183;0.944057;0.999696;0.790445;0.545058;-0.696006;0.592319;-0.003387;0.070237;0.995499;
2.180155;0.943537;0.999750;0.790575;0.544432;-0.695227;0.592706;-0.004213;0.070065;0.995368;
2.186127;0.943119;0.999804;0.790706;0.543842;-0.694482;0.593282;-0.005008;0.069908;0.995239;
2.192099;0.942802;0.999858;0.790838;0.543290;-0.693774;0.594042;-0.005769;0.069766;0.995113;
2.198071;0.942586;0.999911;0.790971;0.542778;-0.693104;0.594980;-0.006495;0.069641;0.994990;
2.204043;0.942468;0.999963;0.791104;0.542304;-0.692472;0.596089;-0.007184;0.069532;0.994870;
2.215987;0.942518;1.000065;0.791372;0.541480;-0.691331;0.598789;-0.008446;0.069363;0.994641;
2.226736;0.942883;1.000152;0.791613;0.540878;-0.690446;0.601737;-0.009445;0.069266;0.994448;
2.237486;0.943535;1.000236;0.791853;0.540410;-0.689698;0.605132;-0.010310;0.069220;0.994269;
2.248235;0.944459;1.000314;0.792089;0.540077;-0.689092;0.608927;-0.011035;0.069225;0.994105;
2.258985;0.945639;1.000387;0.792321;0.539876;-0.688626;0.613078;-0.011619;0.069280;0.993957;
2.269735;0.947055;1.000454;0.792547;0.539806;-0.688301;0.617536;-0.012062;0.069381;0.993826;
2.279409;0.948515;1.000509;0.792745;0.539852;-0.688128;0.621775;-0.012339;0.069512;0.993723;
2.289084;0.950136;1.000559;0.792936;0.539997;-0.688065;0.626189;-0.012502;0.069678;0.993635;
2.298758;0.951900;1.000604;0.793121;0.540237;-0.688110;0.630744;-0.012553;0.069878;0.993561;
2.308433;0.953791;1.000643;0.793298;0.540568;-0.688258;0.635404;-0.012495;0.070108;0.993501;
2.317140;0.955588;1.000673;0.793450;0.540939;-0.688478;0.639661;-0.012352;0.070341;0.993460;
2.325847;0.957462;1.000699;0.793595;0.541376;-0.688774;0.643952;-0.012127;0.070595;0.993431;
2.334554;0.959399;1.000720;0.793733;0.541873;-0.689144;0.648252;-0.011821;0.070869;0.993413;
2.343261;0.961387;1.000736;0.793863;0.542426;-0.689583;0.652538;-0.011440;0.071162;0.993407;
2.351969;0.963412;1.000747;0.793985;0.543031;-0.690086;0.656786;-0.010987;0.071471;0.993411;
2.360676;0.965464;1.000754;0.794099;0.543681;-0.690649;0.660975;-0.010466;0.071794;0.993427;
2.369383;0.967528;1.000757;0.794205;0.544373;-0.691266;0.665085;-0.009882;0.072129;0.993453;
2.378090;0.969593;1.000755;0.794303;0.545100;-0.691933;0.669093;-0.009240;0.072475;0.993489;
2.386797;0.971647;1.000749;0.794392;0.545857;-0.692643;0.672983;-0.008544;0.072828;0.993535;
2.395504;0.973679;1.000738;0.794473;0.546640;-0.693393;0.676736;-0.007799;0.073188;0.993590;
2.404211;0.975677;1.000724;0.794546;0.547442;-0.694175;0.680334;-0.007011;0.073552;0.993654;
2.412918;0.977630;1.000706;0.794610;0.548258;-0.694985;0.683763;-0.006184;0.073917;0.993726;
2.421626;0.979529;1.000684;0.794667;0.549084;-0.695816;0.687007;-0.005324;0.074283;0.993806;
2.430333;0.981364;1.000659;0.794715;0.549914;-0.696665;0.690055;-0.004437;0.074647;0.993893;
2.439040;0.983125;1.000631;0.794756;0.550743;-0.697524;0.692893;-0.003527;0.075007;0.993986;
2.447747;0.984805;1.000599;0.794790;0.551566;-0.698390;0.695511;-0.002600;0.075361;0.994086;
2.456454;0.986396;1.000565;0.794816;0.552379;-0.699255;0.697900;-0.001660;0.075708;0.994190;
2.465161;0.987891;1.000529;0.794836;0.553177;-0.700117;0.700053;-0.000714;0.076046;0.994300;
2.473868;0.989282;1.000490;0.794849;0.553956;-0.700969;0.701963;0.000235;0.076373;0.994414;
2.482576;0.990566;1.000449;0.794856;0.554712;-0.701807;0.703624;0.001181;0.076688;0.994531;
2.491283;0.991736;1.000407;0.794858;0.555442;-0.702627;0.705034;0.002119;0.076990;0.994651;
2.499990;0.992789;1.000363;0.794854;0.556141;-0.703425;0.706190;0.003045;0.077276;0.994773;
2.508697;0.993721;1.000319;0.794846;0.556807;-0.704195;0.707091;0.003955;0.077547;0.994897;
2.517404;0.994529;1.000273;0.794833;0.557436;-0.704936;0.707739;0.004844;0.077801;0.995022;
2.526111;0.995212;1.000227;0.794817;0.558027;-0.705642;0.708135;0.005708;0.078036;0.995148;
2.534818;0.995769;1.000180;0.794797;0.558576;-0.706312;0.708282;0.006545;0.078253;0.995273;
2.543525;0.996199;1.000134;0.794774;0.559082;-0.706942;0.708185;0.007349;0.078451;0.995397;
2.552233;0.996503;1.000088;0.794749;0.559543;-0.707529;0.707850;0.008118;0.078629;0.995519;
2.560940;0.996680;1.000042;0.794723;0.559957;-0.708072;0.707284;0.008849;0.078786;0.995640;
2.569647;0.996734;0.999997;0.794695;0.560323;-0.708568;0.706496;0.009539;0.078923;0.995758;
2.578354;0.996667;0.999953;0.794666;0.560641;-0.709016;0.705495;0.010186;0.079039;0.995872;
2.587061;0.996481;0.999910;0.794636;0.560909;-0.709414;0.704291;0.010787;0.079134;0.995983;
2.595768;0.996181;0.999869;0.794607;0.561128;-0.709761;0.702895;0.011340;0.079208;0.996090;
2.604475;0.995769;0.999829;0.794579;0.561296;-0.710057;0.701320;0.011845;0.079262;0.996192;
2.613182;0.995252;0.999792;0.794551;0.561416;-0.710300;0.699579;0.012299;0.079296;0.996289;
2.621890;0.994634;0.999756;0.794525;0.561486;-0.710491;0.697686;0.012701;0.079310;0.996381;
2.630597;0.993921;0.999722;0.794501;0.561507;-0.710630;0.695654;0.013051;0.079304;0.996467;
2.639304;0.993118;0.999691;0.794479;0.561481;-0.710718;0.693500;0.013349;0.079280;0.996546;
2.648011;0.992233;0.999661;0.794459;0.561409;-0.710753;0.691237;0.013593;0.079239;0.996619;
2.656718;0.991273;0.999635;0.794443;0.561292;-0.710739;0.688882;0.013785;0.079180;0.996686;
2.665425;0.990243;0.999611;0.794430;0.561132;-0.710676;0.686451;0.013925;0.079104;0.996745;
2.674132;0.989151;0.999590;0.794420;0.560930;-0.710564;0.683958;0.014012;0.079014;0.996798;
2.682839;0.988005;0.999571;0.794415;0.560688;-0.710407;0.681421;0.014049;0.078909;0.996843;
2.691547;0.986813;0.999556;0.794413;0.560410;-0.710205;0.678855;0.014037;0.078791;0.996881;
2.700254;0.985581;0.999543;0.794415;0.560096;-0.709960;0.676276;0.013977;0.078661;0.996912;
2.708961;0.984318;0.999533;0.794422;0.559749;-0.709676;0.673698;0.013870;0.078521;0.996936;
2.717668;0.983031;0.999525;0.794434;0.559372;-0.709353;0.671138;0.013719;0.078370;0.996953;
2.726375;0.981728;0.999521;0.794450;0.558968;-0.708996;0.668609;0.013526;0.078211;0.996962;
2.735082;0.980416;0.999519;0.794471;0.558539;-0.708606;0.666125;0.013292;0.078044;0.996965;
2.743789;0.979103;0.999520;0.794496;0.558088;-0.708186;0.663701;0.013022;0.077872;0.996961;
2.752497;0.977796;0.999523;0.794527;0.557618;-0.707739;0.661347;0.012717;0.077695;0.996950;
2.761204;0.976502;0.999529;0.794562;0.557132;-0.707268;0.659078;0.012381;0.077514;0.996934;
2.769911;0.975227;0.999538;0.794602;0.556633;-0.706776;0.656903;0.012015;0.077331;0.996911;
2.778618;0.973978;0.999548;0.794647;0.556124;-0.706266;0.654832;0.011624;0.077146;0.996883;
2.787325;0.972762;0.999561;0.794696;0.555608;-0.705741;0.652877;0.011210;0.076962;0.996850;
2.796032;0.971583;0.999576;0.794749;0.555087;-0.705205;0.651043;0.010777;0.076779;0.996811;
2.804739;0.970448;0.999593;0.794808;0.554565;-0.704661;0.649340;0.010328;0.076599;0.996769;
2.813446;0.969362;0.999612;0.794870;0.554045;-0.704112;0.647774;0.009867;0.076422;0.996722;
2.822154;0.968329;0.999632;0.794936;0.553529;-0.703561;0.646350;0.009397;0.076249;0.996672;
2.830861;0.967353;0.999653;0.795006;0.553020;-0.703010;0.645073;0.008920;0.076082;0.996618;
2.839568;0.966438;0.999676;0.795080;0.552521;-0.702464;0.643946;0.008440;0.075921;0.996562;
2.848275;0.965588;0.999701;0.795157;0.552034;-0.701923;0.642971;0.007961;0.075767;0.996504;
2.856982;0.964804;0.999726;0.795237;0.551561;-0.701393;0.642149;0.007484;0.075621;0.996444;
2.865689;0.964090;0.999751;0.795320;0.551104;-0.700874;0.641483;0.007014;0.075484;0.996382;
2.874396;0.963447;0.999778;0.795405;0.550667;-0.700370;0.640970;0.006553;0.075356;0.996320;
2.883103;0.962877;0.999805;0.795493;0.550249;-0.699883;0.640611;0.006104;0.075238;0.996257;
2.891811;0.962381;0.999832;0.795583;0.549854;-0.699414;0.640402;0.005669;0.075131;0.996194;
2.900518;0.961960;0.999860;0.795675;0.549483;-0.698967;0.640342;0.005251;0.075034;0.996131;
2.909225;0.961613;0.999887;0.795768;0.549137;-0.698543;0.640426;0.004853;0.074949;0.996069;
2.917932;0.961341;0.999914;0.795862;0.548818;-0.698144;0.640651;0.004475;0.074875;0.996009;
2.926639;0.961143;0.999941;0.795958;0.548526;-0.697771;0.641010;0.004121;0.074813;0.995949;
2.935346;0.961017;0.999967;0.796054;0.548263;-0.697426;0.641499;0.003791;0.074763;0.995892;
2.952760;0.960975;1.000018;0.796246;0.547824;-0.696823;0.642832;0.003214;0.074699;0.995785;
2.968433;0.961167;1.000061;0.796419;0.547532;-0.696384;0.644407;0.002793;0.074682;0.995698;
2.984106;0.961561;1.000100;0.796589;0.547336;-0.696046;0.646289;0.002470;0.074703;0.995620;
2.999779;0.962138;1.000136;0.796756;0.547235;-0.695810;0.648430;0.002248;0.074760;0.995555;
3.013885;0.962798;1.000164;0.796902;0.547223;-0.695683;0.650539;0.002136;0.074841;0.995506;
3.027990;0.963574;1.000188;0.797043;0.547283;-0.695635;0.652780;0.002106;0.074948;0.995468;
3.042096;0.964450;1.000209;0.797179;0.547409;-0.695664;0.655114;0.002155;0.075079;0.995440;
3.054791;0.965307;1.000223;0.797296;0.547576;-0.695752;0.657266;0.002266;0.075215;0.995425;
3.067486;0.966217;1.000235;0.797408;0.547789;-0.695895;0.659436;0.002437;0.075367;0.995418;
3.080181;0.967164;1.000242;0.797514;0.548043;-0.696089;0.661599;0.002665;0.075532;0.995419;
3.092876;0.968137;1.000247;0.797614;0.548333;-0.696328;0.663729;0.002944;0.075709;0.995429;
3.105571;0.969121;1.000248;0.797708;0.548655;-0.696608;0.665804;0.003271;0.075895;0.995447;
3.118266;0.970103;1.000246;0.797796;0.549001;-0.696923;0.667799;0.003642;0.076087;0.995473;
3.130961;0.971071;1.000241;0.797877;0.549368;-0.697269;0.669696;0.004050;0.076285;0.995506;
3.143656;0.972012;1.000233;0.797953;0.549749;-0.697639;0.671474;0.004491;0.076484;0.995546;
3.156351;0.972917;1.000222;0.798022;0.550139;-0.698027;0.673119;0.004958;0.076685;0.995591;
3.169046;0.973773;1.000209;0.798086;0.550532;-0.698427;0.674614;0.005447;0.076883;0.995642;
3.181741;0.974573;1.000193;0.798144;0.550924;-0.698834;0.675948;0.005951;0.077078;0.995698;
3.194436;0.975307;1.000176;0.798197;0.551309;-0.699243;0.677111;0.006464;0.077267;0.995758;
3.207131;0.975968;1.000157;0.798245;0.551682;-0.699648;0.678095;0.006982;0.077448;0.995822;
3.219826;0.976551;1.000136;0.798289;0.552040;-0.700043;0.678894;0.007498;0.077621;0.995888;
3.232521;0.977049;1.000114;0.798328;0.552378;-0.700424;0.679507;0.008008;0.077783;0.995955;
3.245216;0.977460;1.000092;0.798364;0.552692;-0.700787;0.679932;0.008506;0.077934;0.996025;
3.257911;0.977780;1.000069;0.798397;0.552979;-0.701127;0.680170;0.008987;0.078072;0.996094;
3.270606;0.978008;1.000046;0.798427;0.553236;-0.701441;0.680226;0.009449;0.078196;0.996163;
3.283301;0.978145;1.000023;0.798456;0.553462;-0.701726;0.680105;0.009885;0.078306;0.996232;
3.295996;0.978189;1.000000;0.798482;0.553653;-0.701978;0.679815;0.010294;0.078401;0.996298;
3.308691;0.978145;0.999978;0.798508;0.553810;-0.702196;0.679365;0.010672;0.078481;0.996363;
3.321386;0.978013;0.999956;0.798533;0.553930;-0.702377;0.678766;0.011017;0.078546;0.996424;
3.334081;0.977799;0.999936;0.798558;0.554013;-0.702522;0.678031;0.011326;0.078595;0.996483;
3.346776;0.977506;0.999917;0.798584;0.554060;-0.702628;0.677173;0.011597;0.078630;0.996537;
3.359471;0.977141;0.999899;0.798611;0.554070;-0.702695;0.676206;0.011831;0.078650;0.996588;
3.372166;0.976708;0.999883;0.798639;0.554045;-0.702724;0.675147;0.012025;0.078657;0.996634;
3.384860;0.976216;0.999869;0.798669;0.553986;-0.702715;0.674011;0.012180;0.078650;0.996675;
3.397555;0.975671;0.999857;0.798700;0.553893;-0.702669;0.672815;0.012296;0.078631;0.996711;
