time;NL_G1_generator_omegaPu;NL_G1_generator_PGenPu;NL_G1_generator_QGenPu;NL_G1_generator_UPu;NL_G1_generator_efdPu;NL_G1_compensator_VcPu;NL_G1_pss_VPssPu;NL_G1_governor_PmPu;NL_G2_generator_omegaPu;NL_G2_generator_PGenPu;NL_G2_generator_QGenPu;NL_G2_generator_UPu;NL_G2_generator_efdPu;NL_G3_generator_omegaPu;NL_G3_generator_PGenPu;NL_G3_generator_QGenPu;NL_G3_generator_UPu;NL_G3_generator_efdPu;
1.053167;0.999938;6.016161;0.945575;1.018394;1.683663;1.018394;-0.020585;0.519788;0.999755;1.422522;0.767286;1.018394;1.289184;0.999753;1.522536;0.818353;1.018394;0.929267;
1.053231;0.999938;6.016231;0.945589;1.018394;1.683621;1.018394;-0.020578;0.519788;0.999755;1.422488;0.767284;1.018394;1.288895;0.999753;1.522498;0.818340;1.018394;0.928377;
1.053359;0.999938;6.016371;0.945616;1.018393;1.683537;1.018393;-0.020566;0.519788;0.999754;1.422420;0.767279;1.018393;1.288321;0.999752;1.522423;0.818314;1.018393;0.926613;
1.053615;0.999938;6.016651;0.945671;1.018393;1.683368;1.018393;-0.020541;0.519788;0.999753;1.422285;0.767268;1.018393;1.287192;0.999751;1.522271;0.818262;1.018393;0.923149;
1.054127;0.999937;6.017211;0.945782;1.018391;1.683028;1.018391;-0.020491;0.519788;0.999751;1.422014;0.767247;1.018391;1.285000;0.999749;1.521968;0.818157;1.018391;0.916478;
1.055151;0.999935;6.018326;0.946009;1.018388;1.682337;1.018388;-0.020394;0.519788;0.999746;1.421473;0.767202;1.018388;1.280883;0.999745;1.521362;0.817940;1.018388;0.904134;
1.057199;0.999933;6.020546;0.946482;1.018379;1.680914;1.018379;-0.020209;0.519788;0.999738;1.420392;0.767101;1.018379;1.273671;0.999736;1.520144;0.817484;1.018379;0.883270;
1.059247;0.999930;6.022748;0.946978;1.018369;1.679437;1.018369;-0.020037;0.519788;0.999729;1.419314;0.766986;1.018369;1.267770;0.999728;1.518922;0.816996;1.018369;0.867277;
1.063343;0.999924;6.027102;0.948036;1.018342;1.676335;1.018342;-0.019731;0.519787;0.999713;1.417167;0.766718;1.018342;1.259497;0.999711;1.516466;0.815938;1.018342;0.848253;
1.067439;0.999918;6.031388;0.949172;1.018308;1.673052;1.018308;-0.019475;0.519787;0.999696;1.415032;0.766403;1.018308;1.255534;0.999695;1.513999;0.814775;1.018308;0.844883;
1.071535;0.999912;6.035604;0.950373;1.018267;1.669608;1.018267;-0.019267;0.519787;0.999680;1.412909;0.766045;1.018267;1.255325;0.999679;1.511524;0.813520;1.018267;0.854931;
1.075631;0.999906;6.039749;0.951629;1.018219;1.666023;1.018220;-0.019105;0.519786;0.999664;1.410799;0.765648;1.018219;1.258340;0.999664;1.509048;0.812186;1.018219;0.876276;
1.079727;0.999900;6.043824;0.952926;1.018166;1.662316;1.018166;-0.018984;0.519786;0.999649;1.408703;0.765216;1.018166;1.264088;0.999649;1.506573;0.810786;1.018166;0.906975;
1.083823;0.999894;6.047828;0.954253;1.018107;1.658508;1.018107;-0.018900;0.519785;0.999634;1.406621;0.764753;1.018107;1.272124;0.999634;1.504107;0.809333;1.018107;0.945283;
1.087919;0.999887;6.051759;0.955598;1.018043;1.654614;1.018044;-0.018850;0.519785;0.999620;1.404553;0.764263;1.018043;1.282054;0.999620;1.501653;0.807840;1.018043;0.989657;
1.092015;0.999881;6.055618;0.956951;1.017975;1.650650;1.017976;-0.018829;0.519784;0.999606;1.402499;0.763749;1.017975;1.293529;0.999607;1.499217;0.806321;1.017975;1.038744;
1.096111;0.999875;6.059404;0.958302;1.017904;1.646633;1.017904;-0.018832;0.519784;0.999592;1.400461;0.763214;1.017904;1.306249;0.999594;1.496803;0.804787;1.017904;1.091373;
1.100207;0.999868;6.063116;0.959641;1.017829;1.642574;1.017829;-0.018858;0.519783;0.999579;1.398440;0.762661;1.017829;1.319952;0.999581;1.494415;0.803249;1.017829;1.146537;
1.104303;0.999862;6.066754;0.960961;1.017751;1.638486;1.017751;-0.018901;0.519783;0.999566;1.396434;0.762093;1.017751;1.334419;0.999569;1.492059;0.801718;1.017751;1.203376;
1.112495;0.999848;6.073805;0.963504;1.017589;1.630276;1.017589;-0.019027;0.519781;0.999541;1.392478;0.760921;1.017589;1.364745;0.999545;1.487462;0.798726;1.017589;1.318596;
1.120687;0.999835;6.080553;0.965889;1.017421;1.622063;1.017422;-0.019192;0.519780;0.999517;1.388598;0.759715;1.017421;1.396288;0.999524;1.483036;0.795868;1.017421;1.433381;
1.128879;0.999821;6.086996;0.968077;1.017250;1.613900;1.017251;-0.019380;0.519778;0.999495;1.384801;0.758488;1.017250;1.428289;0.999504;1.478803;0.793195;1.017250;1.544789;
1.137071;0.999807;6.093132;0.970040;1.017078;1.605832;1.017079;-0.019580;0.519776;0.999474;1.381093;0.757254;1.017078;1.460202;0.999485;1.474782;0.790750;1.017078;1.650724;
1.145263;0.999793;6.098959;0.971752;1.016908;1.597892;1.016909;-0.019781;0.519774;0.999454;1.377481;0.756025;1.016908;1.491662;0.999468;1.470987;0.788565;1.016908;1.749818;
1.153455;0.999778;6.104477;0.973200;1.016741;1.590108;1.016741;-0.019975;0.519772;0.999436;1.373971;0.754811;1.016741;1.522434;0.999452;1.467430;0.786662;1.016741;1.841275;
1.169839;0.999748;6.114593;0.975263;1.016423;1.575092;1.016423;-0.020320;0.519766;0.999403;1.367291;0.752482;1.016423;1.581352;0.999423;1.461046;0.783753;1.016423;2.000210;
1.186223;0.999718;6.123486;0.976217;1.016130;1.560867;1.016132;-0.020594;0.519761;0.999374;1.361095;0.750325;1.016130;1.636584;0.999399;1.455632;0.782032;1.016130;2.128151;
1.202607;0.999687;6.131174;0.976089;1.015865;1.547486;1.015868;-0.020784;0.519754;0.999350;1.355424;0.748394;1.015865;1.687966;0.999378;1.451158;0.781448;1.015865;2.227292;
1.218991;0.999655;6.137679;0.974936;1.015629;1.534985;1.015631;-0.020884;0.519747;0.999329;1.350317;0.746734;1.015629;1.735438;0.999360;1.447573;0.781908;1.015629;2.300777;
1.235375;0.999623;6.143026;0.972833;1.015420;1.523381;1.015422;-0.020893;0.519739;0.999312;1.345804;0.745382;1.015420;1.778956;0.999344;1.444807;0.783285;1.015420;2.352126;
1.251759;0.999591;6.147245;0.969871;1.015237;1.512684;1.015238;-0.020813;0.519730;0.999298;1.341907;0.744362;1.015237;1.818457;0.999330;1.442782;0.785437;1.015237;2.384852;
1.268143;0.999558;6.150371;0.966144;1.015075;1.502901;1.015076;-0.020647;0.519721;0.999286;1.338643;0.743691;1.015075;1.853862;0.999317;1.441416;0.788219;1.015075;2.402232;
1.284527;0.999525;6.152446;0.961747;1.014930;1.494032;1.014931;-0.020401;0.519711;0.999276;1.336017;0.743374;1.014930;1.885088;0.999304;1.440625;0.791490;1.014930;2.407210;
1.300911;0.999492;6.153513;0.956774;1.014798;1.486080;1.014799;-0.020080;0.519700;0.999268;1.334026;0.743409;1.014798;1.912075;0.999292;1.440330;0.795119;1.014798;2.402358;
1.317295;0.999459;6.153625;0.951315;1.014676;1.479046;1.014677;-0.019691;0.519689;0.999261;1.332659;0.743785;1.014676;1.934801;0.999279;1.440455;0.798987;1.014676;2.389888;
1.333679;0.999426;6.152837;0.945456;1.014560;1.472927;1.014561;-0.019240;0.519677;0.999254;1.331895;0.744484;1.014560;1.953294;0.999267;1.440932;0.802993;1.014560;2.371681;
1.350063;0.999393;6.151210;0.939275;1.014447;1.467723;1.014448;-0.018735;0.519665;0.999248;1.331707;0.745482;1.014447;1.967643;0.999254;1.441695;0.807047;1.014447;2.349326;
1.366447;0.999360;6.148812;0.932848;1.014333;1.463431;1.014334;-0.018183;0.519651;0.999242;1.332060;0.746750;1.014333;1.977997;0.999240;1.442689;0.811077;1.014333;2.324156;
1.399215;0.999295;6.142090;0.919594;1.014095;1.457540;1.014095;-0.016973;0.519624;0.999227;1.334146;0.749916;1.014095;1.988010;0.999209;1.445115;0.818794;1.014095;2.270682;
1.431983;0.999231;6.133218;0.906096;1.013834;1.455173;1.013834;-0.015660;0.519594;0.999207;1.337792;0.753728;1.013834;1.985470;0.999175;1.447929;0.825890;1.013834;2.216757;
1.437847;0.999220;6.131467;0.903694;1.013785;1.455107;1.013785;-0.015419;0.519588;0.999203;1.338564;0.754449;1.013785;1.983976;0.999168;1.448447;0.827078;1.013785;2.207519;
1.448185;0.999200;6.128260;0.899469;1.013695;1.455254;1.013695;-0.014990;0.519578;0.999196;1.340014;0.755750;1.013695;1.980573;0.999156;1.449373;0.829110;1.013695;2.191533;
1.464751;0.999168;6.122800;0.892726;1.013545;1.456194;1.013545;-0.014292;0.519562;0.999182;1.342574;0.757913;1.013545;1.973075;0.999135;1.450886;0.832204;1.013545;2.166725;
1.497519;0.999107;6.111460;0.879790;1.013225;1.460411;1.013225;-0.012917;0.519529;0.999149;1.348046;0.762211;1.013225;1.953818;0.999092;1.453795;0.837667;1.013225;2.123563;
1.530287;0.999047;6.099799;0.867531;1.012878;1.467574;1.012878;-0.011575;0.519495;0.999107;1.353768;0.766394;1.012878;1.930750;0.999044;1.456514;0.842292;1.012878;2.089027;
1.563055;0.998989;6.088377;0.856123;1.012507;1.477375;1.012507;-0.010301;0.519460;0.999058;1.359331;0.770279;1.012507;1.906764;0.998992;1.458945;0.846144;1.012507;2.063878;
1.595823;0.998933;6.077684;0.845678;1.012123;1.489459;1.012123;-0.009122;0.519424;0.999000;1.364384;0.773735;1.012123;1.884422;0.998937;1.461023;0.849320;1.012123;2.048114;
1.628591;0.998878;6.068132;0.836256;1.011733;1.503432;1.011733;-0.008059;0.519388;0.998936;1.368644;0.776684;1.011733;1.865823;0.998879;1.462713;0.851937;1.011733;2.041181;
1.661359;0.998824;6.060033;0.827864;1.011349;1.518872;1.011349;-0.007125;0.519351;0.998866;1.371907;0.779102;1.011349;1.852527;0.998818;1.463998;0.854114;1.011349;2.042161;
1.694127;0.998771;6.053603;0.820469;1.010982;1.535348;1.010982;-0.006328;0.519315;0.998791;1.374056;0.781006;1.010982;1.845520;0.998756;1.464878;0.855968;1.010982;2.049927;
1.726895;0.998719;6.048957;0.814006;1.010640;1.552430;1.010640;-0.005669;0.519278;0.998715;1.375054;0.782453;1.010640;1.845219;0.998692;1.465363;0.857605;1.010640;2.063267;
1.759663;0.998667;6.046113;0.808380;1.010332;1.569707;1.010332;-0.005144;0.519242;0.998637;1.374940;0.783526;1.010332;1.851518;0.998628;1.465476;0.859120;1.010332;2.080965;
1.792431;0.998615;6.045001;0.803478;1.010066;1.586794;1.010064;-0.004742;0.519206;0.998560;1.373821;0.784325;1.010066;1.863868;0.998563;1.465244;0.860594;1.010066;2.101870;
1.825199;0.998564;6.045476;0.799178;1.009846;1.603350;1.009843;-0.004453;0.519170;0.998484;1.371854;0.784955;1.009846;1.881342;0.998499;1.464704;0.862094;1.009846;2.124891;
1.857967;0.998512;6.047333;0.795351;1.009676;1.619083;1.009673;-0.004259;0.519135;0.998412;1.369232;0.785524;1.009676;1.902753;0.998436;1.463898;0.863676;1.009676;2.149032;
1.890735;0.998459;6.050323;0.791873;1.009558;1.633753;1.009554;-0.004144;0.519100;0.998343;1.366171;0.786130;1.009558;1.926763;0.998373;1.462878;0.865384;1.009558;2.173387;
1.923503;0.998406;6.054167;0.788625;1.009491;1.647182;1.009487;-0.004088;0.519066;0.998279;1.362890;0.786854;1.009491;1.951982;0.998312;1.461696;0.867248;1.009491;2.197139;
1.956271;0.998353;6.058576;0.785502;1.009473;1.659249;1.009470;-0.004075;0.519032;0.998219;1.359603;0.787763;1.009473;1.977056;0.998253;1.460413;0.869290;1.009473;2.219555;
1.989039;0.998298;6.063265;0.782417;1.009502;1.669893;1.009499;-0.004085;0.518999;0.998164;1.356504;0.788900;1.009502;2.000755;0.998195;1.459089;0.871521;1.009502;2.239988;
2.021807;0.998243;6.067968;0.779301;1.009573;1.679107;1.009570;-0.004104;0.518967;0.998113;1.353757;0.790290;1.009573;2.022025;0.998139;1.457784;0.873942;1.009573;2.257892;
2.054575;0.998187;6.072448;0.776104;1.009679;1.686933;1.009678;-0.004116;0.518935;0.998065;1.351491;0.791936;1.009679;2.040040;0.998085;1.456557;0.876546;1.009679;2.272826;
2.120111;0.998072;6.079854;0.769380;1.009969;1.698971;1.009969;-0.004071;0.518874;0.997976;1.348732;0.795875;1.009969;2.064192;0.997980;1.454584;0.882184;1.009969;2.292589;
2.185647;0.997956;6.084773;0.762298;1.010327;1.706967;1.010326;-0.003911;0.518814;0.997891;1.348297;0.800452;1.010327;2.072786;0.997880;1.453408;0.888221;1.010327;2.299059;
2.251183;0.997838;6.086993;0.755056;1.010710;1.712084;1.010710;-0.003623;0.518757;0.997805;1.349883;0.805324;1.010710;2.067811;0.997782;1.453150;0.894379;1.010710;2.293573;
2.316719;0.997720;6.086823;0.747961;1.011085;1.715488;1.011085;-0.003225;0.518703;0.997712;1.352881;0.810136;1.011085;2.053216;0.997683;1.453785;0.900364;1.011085;2.278970;
2.382255;0.997601;6.084974;0.741340;1.011427;1.718183;1.011427;-0.002755;0.518652;0.997611;1.356532;0.814599;1.011427;2.033948;0.997582;1.455149;0.905907;1.011427;2.259123;
2.447791;0.997483;6.082359;0.735470;1.011727;1.720901;1.011727;-0.002263;0.518605;0.997499;1.360088;0.818528;1.011727;2.014871;0.997475;1.456982;0.910814;1.011727;2.238251;
2.513327;0.997365;6.079894;0.730527;1.011986;1.724048;1.011986;-0.001796;0.518561;0.997379;1.362958;0.821861;1.011986;1.999860;0.997364;1.458974;0.914991;1.011986;2.220192;
2.578863;0.997247;6.078329;0.726552;1.012215;1.727723;1.012215;-0.001393;0.518520;0.997252;1.364789;0.824648;1.012215;1.991235;0.997247;1.460832;0.918452;1.012215;2.207793;
2.644399;0.997129;6.078131;0.723462;1.012431;1.731775;1.012431;-0.001076;0.518484;0.997121;1.365493;0.827016;1.012431;1.989592;0.997125;1.462320;0.921309;1.012431;2.202524;
2.709935;0.997010;6.079453;0.721075;1.012649;1.735897;1.012649;-0.000851;0.518452;0.996989;1.365212;0.829133;1.012649;1.994008;0.997000;1.463300;0.923743;1.012649;2.204384;
2.775471;0.996891;6.082155;0.719154;1.012884;1.739725;1.012884;-0.000708;0.518424;0.996859;1.364251;0.831165;1.012884;2.002495;0.996873;1.463736;0.925964;1.012884;2.212073;
2.841007;0.996770;6.085879;0.717454;1.013145;1.742926;1.013145;-0.000625;0.518401;0.996732;1.362984;0.833245;1.013145;2.012590;0.996744;1.463694;0.928172;1.013145;2.223392;
2.906543;0.996648;6.090150;0.715766;1.013434;1.745264;1.013434;-0.000576;0.518382;0.996608;1.361775;0.835451;1.013434;2.021922;0.996617;1.463309;0.930525;1.013434;2.235748;
2.972079;0.996524;6.094480;0.713944;1.013748;1.746636;1.013748;-0.000535;0.518368;0.996487;1.360906;0.837806;1.013748;2.028654;0.996490;1.462758;0.933112;1.013748;2.246680;
3.035558;0.996403;6.098334;0.711985;1.014069;1.747075;1.014069;-0.000482;0.518358;0.996371;1.360544;0.840203;1.014069;2.031702;0.996369;1.462233;0.935857;1.014069;2.254092;
3.037615;0.996399;6.098453;0.711918;1.014079;1.747075;1.014079;-0.000480;0.518357;0.996368;1.360540;0.840283;1.014079;2.031743;0.996365;1.462216;0.935950;1.014079;2.254280;
3.046201;0.996383;6.098926;0.711638;1.014123;1.747074;1.014123;-0.000470;0.518356;0.996352;1.360532;0.840612;1.014123;2.031864;0.996349;1.462157;0.936337;1.014123;2.254948;
3.103151;0.996272;6.101785;0.709693;1.014416;1.746729;1.014416;-0.000396;0.518351;0.996249;1.360713;0.842820;1.014416;2.030995;0.996241;1.461832;0.938989;1.014416;2.257463;
3.168687;0.996145;6.104349;0.707330;1.014748;1.745822;1.014748;-0.000279;0.518349;0.996128;1.361352;0.845340;1.014748;2.026952;0.996118;1.461701;0.942131;1.014748;2.256052;
3.299759;0.995887;6.107591;0.702688;1.015352;1.743560;1.015352;0.000031;0.518357;0.995881;1.363199;0.850012;1.015352;2.014722;0.995871;1.462212;0.948119;1.015352;2.244233;
3.414178;0.995660;6.109061;0.699019;1.015806;1.741705;1.015806;0.000345;0.518378;0.995658;1.364882;0.853598;1.015806;2.003337;0.995651;1.463263;0.952722;1.015806;2.229077;
3.528597;0.995432;6.110214;0.695974;1.016189;1.740515;1.016189;0.000647;0.518412;0.995428;1.366067;0.856696;1.016189;1.995168;0.995427;1.464482;0.956495;1.016189;2.215627;
3.643016;0.995203;6.111693;0.693574;1.016519;1.740036;1.016519;0.000904;0.518459;0.995195;1.366606;0.859402;1.016519;1.991245;0.995197;1.465520;0.959480;1.016519;2.207353;
3.673194;0.995142;6.112173;0.693023;1.016600;1.739984;1.016600;0.000963;0.518473;0.995133;1.366668;0.860072;1.016600;1.990731;0.995136;1.465733;0.960173;1.016600;2.206097;
3.686405;0.995115;6.112395;0.692792;1.016635;1.739971;1.016635;0.000988;0.518480;0.995106;1.366684;0.860360;1.016635;1.990574;0.995110;1.465818;0.960464;1.016635;2.205668;
3.757435;0.994972;6.113712;0.691667;1.016815;1.740003;1.016815;0.001107;0.518518;0.994961;1.366664;0.861849;1.016815;1.990444;0.994965;1.466190;0.961899;1.016815;2.204633;
3.786040;0.994914;6.114302;0.691258;1.016885;1.740047;1.016885;0.001150;0.518535;0.994902;1.366617;0.862426;1.016885;1.990640;0.994906;1.466294;0.962428;1.016885;2.204774;
3.843249;0.994797;6.115548;0.690471;1.017023;1.740112;1.017023;0.001226;0.518572;0.994785;1.366523;0.863565;1.017023;1.991005;0.994788;1.466427;0.963461;1.017023;2.205582;
3.901523;0.994679;6.116814;0.689687;1.017162;1.740111;1.017162;0.001299;0.518612;0.994667;1.366472;0.864701;1.017162;1.991034;0.994669;1.466505;0.964501;1.017162;2.206462;
3.913735;0.994654;6.117078;0.689525;1.017191;1.740103;1.017191;0.001313;0.518621;0.994642;1.366467;0.864935;1.017191;1.990996;0.994644;1.466514;0.964717;1.017191;2.206654;
3.957668;0.994564;6.118028;0.688949;1.017295;1.740047;1.017295;0.001364;0.518654;0.994553;1.366465;0.865771;1.017295;1.990734;0.994554;1.466525;0.965492;1.017295;2.207364;
4.072087;0.994328;6.119990;0.687495;1.017546;1.739587;1.017546;0.001495;0.518756;0.994320;1.366776;0.867769;1.017546;1.987782;0.994319;1.466585;0.967463;1.017546;2.206418;
4.186506;0.994092;6.121420;0.686156;1.017773;1.739038;1.017773;0.001632;0.518870;0.994086;1.367247;0.869559;1.017773;1.983718;0.994085;1.466789;0.969280;1.017773;2.202993;
4.300925;0.993854;6.122447;0.685003;1.017973;1.738546;1.017973;0.001770;0.518997;0.993851;1.367754;0.871132;1.017973;1.979421;0.993850;1.467107;0.970858;1.017973;2.198260;
4.529762;0.993379;6.123699;0.683632;1.018273;1.738114;1.018273;0.002008;0.519300;0.993378;1.368573;0.873464;1.018273;1.972362;0.993378;1.467826;0.972908;1.018273;2.189323;
4.758600;0.992904;6.124495;0.683086;1.018499;1.738100;1.018499;0.002197;0.519650;0.992904;1.369229;0.875123;1.018499;1.966639;0.992904;1.468473;0.974060;1.018499;2.182060;
4.771793;0.992877;6.124519;0.683096;1.018509;1.738113;1.018509;0.002206;0.519673;0.992877;1.369262;0.875186;1.018509;1.966355;0.992877;1.468505;0.974085;1.018509;2.181712;
4.788338;0.992843;6.124550;0.683107;1.018521;1.738129;1.018521;0.002216;0.519702;0.992843;1.369303;0.875264;1.018521;1.965998;0.992843;1.468546;0.974117;1.018521;2.181276;
4.987438;0.992430;6.124922;0.683245;1.018667;1.738328;1.018667;0.002342;0.520047;0.992431;1.369801;0.876208;1.018667;1.961709;0.992432;1.469032;0.974500;1.018667;2.176026;
5.445114;0.991493;6.124561;0.685657;1.018840;1.739072;1.018840;0.002494;0.521014;0.991497;1.370824;0.876628;1.018840;1.953609;0.991497;1.469975;0.973401;1.018840;2.166158;
5.902789;0.990573;6.123321;0.689562;1.018898;1.739797;1.018898;0.002537;0.522139;0.990578;1.371760;0.875774;1.018898;1.947054;0.990578;1.470818;0.970931;1.018898;2.157920;
6.360465;0.989674;6.121500;0.694409;1.018877;1.740331;1.018877;0.002497;0.523408;0.989680;1.372616;0.874060;1.018877;1.941939;0.989680;1.471585;0.967585;1.018877;2.151224;
6.417674;0.989562;6.121257;0.695041;1.018872;1.740392;1.018872;0.002489;0.523571;0.989568;1.372721;0.873822;1.018872;1.941341;0.989569;1.471679;0.967143;1.018872;2.150431;
6.446279;0.989506;6.121137;0.695355;1.018870;1.740423;1.018870;0.002486;0.523652;0.989512;1.372774;0.873705;1.018870;1.941039;0.989513;1.471726;0.966923;1.018870;2.150033;
6.503488;0.989394;6.120891;0.695990;1.018865;1.740482;1.018865;0.002478;0.523815;0.989401;1.372878;0.873464;1.018865;1.940450;0.989401;1.471819;0.966478;1.018865;2.149251;
6.617907;0.989172;6.120382;0.697289;1.018852;1.740588;1.018852;0.002460;0.524148;0.989179;1.373083;0.872953;1.018852;1.939330;0.989179;1.472002;0.965560;1.018852;2.147750;
6.675117;0.989062;6.120117;0.697953;1.018844;1.740636;1.018844;0.002449;0.524317;0.989068;1.373185;0.872683;1.018844;1.938800;0.989069;1.472092;0.965087;1.018844;2.147033;
6.703722;0.989006;6.119983;0.698288;1.018839;1.740658;1.018839;0.002443;0.524403;0.989013;1.373235;0.872544;1.018839;1.938543;0.989014;1.472137;0.964847;1.018839;2.146683;
6.760931;0.988896;6.119710;0.698965;1.018830;1.740698;1.018830;0.002431;0.524575;0.988903;1.373334;0.872261;1.018830;1.938044;0.988904;1.472226;0.964362;1.018830;2.146000;
6.789536;0.988842;6.119571;0.699307;1.018825;1.740717;1.018825;0.002424;0.524662;0.988848;1.373383;0.872116;1.018825;1.937803;0.988849;1.472270;0.964116;1.018825;2.145667;
6.846745;0.988732;6.119290;0.699994;1.018815;1.740750;1.018815;0.002410;0.524838;0.988739;1.373481;0.871821;1.018815;1.937334;0.988740;1.472357;0.963620;1.018815;2.145018;
6.875350;0.988678;6.119148;0.700340;1.018809;1.740765;1.018809;0.002403;0.524926;0.988684;1.373530;0.871670;1.018809;1.937108;0.988685;1.472400;0.963369;1.018809;2.144702;
6.932559;0.988569;6.118859;0.701037;1.018798;1.740791;1.018798;0.002388;0.525105;0.988576;1.373626;0.871364;1.018798;1.936669;0.988576;1.472485;0.962864;1.018798;2.144086;
6.961164;0.988515;6.118714;0.701387;1.018792;1.740802;1.018792;0.002380;0.525195;0.988521;1.373674;0.871209;1.018792;1.936457;0.988522;1.472528;0.962609;1.018792;2.143787;
7.018373;0.988406;6.118419;0.702089;1.018780;1.740820;1.018780;0.002363;0.525376;0.988413;1.373769;0.870895;1.018780;1.936046;0.988414;1.472612;0.962096;1.018780;2.143203;
7.046978;0.988352;6.118270;0.702442;1.018773;1.740827;1.018773;0.002355;0.525468;0.988359;1.373816;0.870735;1.018773;1.935848;0.988360;1.472654;0.961838;1.018773;2.142919;
7.104188;0.988245;6.117970;0.703149;1.018760;1.740837;1.018760;0.002337;0.525652;0.988252;1.373910;0.870413;1.018760;1.935466;0.988252;1.472737;0.961320;1.018760;2.142367;
7.132792;0.988191;6.117819;0.703504;1.018753;1.740839;1.018753;0.002328;0.525745;0.988198;1.373956;0.870250;1.018753;1.935281;0.988199;1.472778;0.961060;1.018753;2.142098;
7.147095;0.988165;6.117743;0.703681;1.018750;1.740840;1.018750;0.002324;0.525791;0.988171;1.373980;0.870168;1.018750;1.935191;0.988172;1.472799;0.960929;1.018750;2.141966;
7.175699;0.988111;6.117590;0.704036;1.018743;1.740841;1.018743;0.002314;0.525885;0.988118;1.374026;0.870004;1.018743;1.935013;0.988119;1.472840;0.960668;1.018743;2.141705;
7.181397;0.988100;6.117560;0.704107;1.018741;1.740841;1.018741;0.002312;0.525904;0.988107;1.374035;0.869971;1.018741;1.934978;0.988108;1.472848;0.960616;1.018741;2.141654;
7.191254;0.988082;6.117507;0.704229;1.018739;1.740841;1.018739;0.002309;0.525936;0.988089;1.374051;0.869914;1.018739;1.934918;0.988090;1.472862;0.960526;1.018739;2.141566;
7.232909;0.988005;6.117283;0.704747;1.018728;1.740839;1.018728;0.002295;0.526073;0.988012;1.374118;0.869673;1.018728;1.934671;0.988012;1.472921;0.960144;1.018728;2.141199;
7.261514;0.987951;6.117128;0.705102;1.018721;1.740836;1.018721;0.002285;0.526168;0.987958;1.374163;0.869506;1.018721;1.934507;0.987959;1.472961;0.959881;1.018721;2.140953;
7.275816;0.987925;6.117051;0.705279;1.018717;1.740834;1.018717;0.002280;0.526216;0.987932;1.374186;0.869422;1.018717;1.934426;0.987933;1.472981;0.959749;1.018717;2.140831;
7.304421;0.987872;6.116895;0.705634;1.018709;1.740829;1.018709;0.002270;0.526311;0.987879;1.374231;0.869255;1.018709;1.934268;0.987880;1.473021;0.959486;1.018709;2.140593;
7.361630;0.987767;6.116582;0.706344;1.018694;1.740814;1.018694;0.002250;0.526504;0.987773;1.374321;0.868918;1.018694;1.933965;0.987774;1.473101;0.958960;1.018694;2.140130;
7.390235;0.987714;6.116425;0.706698;1.018686;1.740805;1.018686;0.002239;0.526601;0.987721;1.374366;0.868748;1.018686;1.933820;0.987722;1.473140;0.958696;1.018686;2.139906;
7.447444;0.987609;6.116109;0.707404;1.018670;1.740782;1.018670;0.002218;0.526796;0.987616;1.374455;0.868409;1.018670;1.933542;0.987617;1.473219;0.958169;1.018670;2.139472;
7.476049;0.987557;6.115951;0.707756;1.018662;1.740769;1.018662;0.002207;0.526894;0.987564;1.374499;0.868238;1.018662;1.933409;0.987564;1.473258;0.957906;1.018662;2.139262;
7.490351;0.987531;6.115872;0.707932;1.018658;1.740762;1.018658;0.002201;0.526943;0.987538;1.374521;0.868153;1.018658;1.933344;0.987538;1.473277;0.957775;1.018658;2.139158;
7.518956;0.987479;6.115713;0.708283;1.018650;1.740746;1.018650;0.002190;0.527042;0.987486;1.374565;0.867983;1.018650;1.933218;0.987486;1.473316;0.957512;1.018650;2.138955;
7.576166;0.987375;6.115393;0.708982;1.018633;1.740711;1.018633;0.002168;0.527241;0.987382;1.374652;0.867641;1.018633;1.932977;0.987383;1.473393;0.956987;1.018633;2.138563;
7.604770;0.987323;6.115234;0.709330;1.018625;1.740692;1.018625;0.002157;0.527341;0.987330;1.374696;0.867470;1.018625;1.932862;0.987331;1.473431;0.956725;1.018625;2.138373;
7.661980;0.987220;6.114913;0.710021;1.018607;1.740649;1.018607;0.002133;0.527542;0.987227;1.374782;0.867129;1.018607;1.932644;0.987228;1.473507;0.956204;1.018607;2.138008;
7.690584;0.987169;6.114752;0.710365;1.018599;1.740626;1.018599;0.002122;0.527643;0.987176;1.374825;0.866959;1.018599;1.932541;0.987177;1.473545;0.955944;1.018599;2.137831;
7.747794;0.987067;6.114431;0.711049;1.018581;1.740575;1.018581;0.002098;0.527847;0.987074;1.374910;0.866619;1.018581;1.932346;0.987074;1.473620;0.955426;1.018581;2.137492;
7.862213;0.986864;6.113786;0.712396;1.018546;1.740458;1.018546;0.002050;0.528259;0.986871;1.375079;0.865943;1.018546;1.931999;0.986871;1.473768;0.954401;1.018546;2.136863;
7.919422;0.986763;6.113463;0.713058;1.018528;1.740392;1.018528;0.002025;0.528467;0.986770;1.375162;0.865609;1.018528;1.931847;0.986771;1.473841;0.953894;1.018528;2.136574;
7.948027;0.986713;6.113302;0.713387;1.018519;1.740358;1.018519;0.002013;0.528572;0.986720;1.375203;0.865442;1.018519;1.931777;0.986720;1.473878;0.953642;1.018519;2.136435;
7.962329;0.986688;6.113221;0.713550;1.018515;1.740340;1.018515;0.002007;0.528624;0.986695;1.375224;0.865359;1.018515;1.931743;0.986695;1.473896;0.953516;1.018515;2.136367;
