time;GEN_generator_theta;GEN_generator_omegaPu;GEN_generator_eqPPu;GEN_generator_PGenPu;GEN_generator_QGenPu;GEN_generator_UPu;
5.879978;1.040079;1.000837;0.787707;0.750589;0.036503;0.999111;
5.888012;1.042079;1.000750;0.787543;0.753735;0.037033;0.999137;
5.896046;1.043855;1.000660;0.787373;0.756488;0.037463;0.999154;
5.904080;1.045401;1.000567;0.787197;0.758835;0.037793;0.999164;
5.912114;1.046711;1.000472;0.787018;0.760765;0.038022;0.999165;
5.920148;1.047780;1.000376;0.786834;0.762272;0.038152;0.999158;
5.928182;1.048605;1.000278;0.786649;0.763350;0.038183;0.999144;
5.936216;1.049183;1.000180;0.786461;0.763995;0.038116;0.999123;
5.944250;1.049511;1.000081;0.786273;0.764205;0.037954;0.999095;
5.960318;1.049424;0.999884;0.785900;0.763333;0.037351;0.999018;
5.976386;1.048356;0.999691;0.785536;0.760773;0.036386;0.998917;
5.992454;1.046336;0.999505;0.785187;0.756589;0.035075;0.998791;
6.006032;1.043913;0.999356;0.784909;0.751853;0.033710;0.998666;
6.018252;1.041201;0.999228;0.784676;0.746713;0.032291;0.998540;
6.029135;1.038387;0.999122;0.784483;0.741488;0.030884;0.998416;
6.038930;1.035553;0.999033;0.784323;0.736304;0.029509;0.998295;
6.048725;1.032454;0.998950;0.784178;0.730708;0.028038;0.998166;
6.057540;1.029455;0.998882;0.784061;0.725352;0.026638;0.998044;
6.066355;1.026275;0.998819;0.783957;0.719728;0.025172;0.997914;
6.075171;1.022932;0.998763;0.783866;0.713869;0.023645;0.997779;
6.083104;1.019797;0.998718;0.783797;0.708420;0.022226;0.997653;
6.091038;1.016557;0.998679;0.783740;0.702834;0.020767;0.997522;
6.098972;1.013226;0.998645;0.783695;0.697136;0.019275;0.997388;
6.106905;1.009818;0.998617;0.783663;0.691350;0.017756;0.997249;
6.114839;1.006347;0.998595;0.783643;0.685503;0.016215;0.997108;
6.122773;1.002829;0.998579;0.783635;0.679619;0.014658;0.996964;
6.130707;0.999276;0.998568;0.783641;0.673725;0.013091;0.996818;
6.138640;0.995705;0.998563;0.783659;0.667844;0.011521;0.996670;
6.146574;0.992129;0.998564;0.783690;0.662001;0.009953;0.996521;
6.154508;0.988563;0.998571;0.783734;0.656219;0.008396;0.996372;
6.162441;0.985022;0.998584;0.783789;0.650521;0.006855;0.996224;
6.170375;0.981518;0.998602;0.783858;0.644929;0.005337;0.996076;
6.178309;0.978067;0.998626;0.783938;0.639465;0.003849;0.995931;
6.186243;0.974681;0.998655;0.784029;0.634149;0.002397;0.995788;
6.194176;0.971373;0.998689;0.784132;0.628999;0.000989;0.995649;
6.202110;0.968157;0.998728;0.784246;0.624035;-0.000370;0.995514;
6.210044;0.965044;0.998772;0.784371;0.619273;-0.001673;0.995384;
6.217978;0.962047;0.998820;0.784505;0.614730;-0.002913;0.995260;
6.225911;0.959175;0.998873;0.784649;0.610421;-0.004085;0.995142;
6.233845;0.956441;0.998930;0.784802;0.606358;-0.005184;0.995032;
6.241779;0.953853;0.998991;0.784964;0.602556;-0.006204;0.994930;
6.249712;0.951422;0.999056;0.785133;0.599026;-0.007140;0.994836;
6.257646;0.949156;0.999124;0.785309;0.595778;-0.007988;0.994752;
6.265580;0.947062;0.999195;0.785493;0.592821;-0.008743;0.994677;
6.273514;0.945149;0.999268;0.785682;0.590165;-0.009402;0.994613;
6.281447;0.943422;0.999345;0.785876;0.587814;-0.009962;0.994560;
6.289381;0.941887;0.999423;0.786075;0.585777;-0.010419;0.994518;
6.297315;0.940550;0.999503;0.786278;0.584058;-0.010772;0.994487;
6.305248;0.939414;0.999585;0.786484;0.582659;-0.011020;0.994468;
6.313182;0.938482;0.999667;0.786692;0.581586;-0.011160;0.994462;
6.321116;0.937758;0.999751;0.786902;0.580838;-0.011193;0.994467;
6.329050;0.937244;0.999835;0.787113;0.580417;-0.011117;0.994484;
6.344917;0.936843;1.000004;0.787535;0.580550;-0.010646;0.994554;
6.360785;0.937275;1.000170;0.787951;0.581967;-0.009759;0.994670;
6.376652;0.938524;1.000333;0.788357;0.584638;-0.008474;0.994829;
6.390933;0.940326;1.000473;0.788710;0.588079;-0.006996;0.995008;
6.403785;0.942475;1.000594;0.789013;0.591981;-0.005427;0.995193;
6.415353;0.944814;1.000697;0.789273;0.596115;-0.003836;0.995379;
6.425763;0.947230;1.000784;0.789494;0.600311;-0.002276;0.995558;
6.436174;0.949921;1.000865;0.789703;0.604930;-0.000606;0.995748;
6.445544;0.952563;1.000933;0.789878;0.609427;0.000980;0.995926;
6.454913;0.955397;1.000995;0.790041;0.614220;0.002632;0.996110;
6.464283;0.958405;1.001052;0.790191;0.619284;0.004339;0.996297;
6.472715;0.961249;1.001098;0.790314;0.624054;0.005915;0.996468;
6.481148;0.964207;1.001138;0.790426;0.629002;0.007519;0.996640;
6.489581;0.967266;1.001174;0.790526;0.634107;0.009142;0.996813;
6.498013;0.970411;1.001203;0.790614;0.639347;0.010776;0.996984;
6.506446;0.973628;1.001228;0.790689;0.644699;0.012414;0.997154;
6.514878;0.976902;1.001246;0.790752;0.650139;0.014047;0.997320;
6.523311;0.980217;1.001259;0.790803;0.655643;0.015667;0.997484;
6.531744;0.983559;1.001266;0.790840;0.661187;0.017266;0.997642;
6.540176;0.986912;1.001268;0.790864;0.666744;0.018837;0.997796;
6.548609;0.990260;1.001263;0.790876;0.672290;0.020374;0.997944;
6.557041;0.993588;1.001253;0.790875;0.677798;0.021869;0.998085;
6.565474;0.996881;1.001236;0.790862;0.683243;0.023315;0.998219;
6.573907;1.000124;1.001215;0.790836;0.688599;0.024708;0.998346;
6.582339;1.003301;1.001187;0.790798;0.693840;0.026041;0.998465;
6.590772;1.006399;1.001154;0.790748;0.698942;0.027309;0.998575;
6.599204;1.009403;1.001116;0.790687;0.703880;0.028508;0.998678;
6.607637;1.012299;1.001073;0.790615;0.708630;0.029634;0.998771;
6.616070;1.015075;1.001025;0.790532;0.713168;0.030682;0.998856;
6.624502;1.017717;1.000972;0.790440;0.717473;0.031650;0.998932;
6.632935;1.020214;1.000915;0.790338;0.721524;0.032535;0.998999;
6.641368;1.022554;1.000854;0.790228;0.725301;0.033334;0.999058;
6.649800;1.024728;1.000789;0.790109;0.728786;0.034045;0.999107;
6.658233;1.026725;1.000720;0.789983;0.731961;0.034667;0.999149;
6.666665;1.028536;1.000649;0.789850;0.734811;0.035200;0.999181;
6.675098;1.030155;1.000574;0.789711;0.737323;0.035641;0.999206;
6.683531;1.031573;1.000498;0.789568;0.739485;0.035990;0.999222;
6.691963;1.032786;1.000419;0.789420;0.741287;0.036249;0.999231;
6.700396;1.033787;1.000338;0.789268;0.742721;0.036416;0.999232;
6.708828;1.034573;1.000256;0.789114;0.743781;0.036491;0.999225;
6.717261;1.035142;1.000174;0.788958;0.744462;0.036477;0.999211;
6.725694;1.035490;1.000090;0.788802;0.744764;0.036375;0.999191;
6.742559;1.035529;0.999924;0.788490;0.744235;0.035910;0.999130;
6.759424;1.034699;0.999761;0.788186;0.742223;0.035110;0.999043;
6.776289;1.033025;0.999604;0.787894;0.738786;0.033990;0.998932;
6.791137;1.030880;0.999473;0.787653;0.734643;0.032754;0.998814;
6.804380;1.028466;0.999363;0.787454;0.730127;0.031466;0.998695;
6.816170;1.025944;0.999272;0.787292;0.725507;0.030183;0.998578;
6.826782;1.023394;0.999196;0.787159;0.720907;0.028925;0.998463;
6.836332;1.020891;0.999133;0.787051;0.716444;0.027717;0.998354;
6.845882;1.018207;0.999075;0.786955;0.711708;0.026444;0.998239;
6.855433;1.015359;0.999023;0.786872;0.706732;0.025111;0.998117;
6.864983;1.012365;0.998978;0.786802;0.701549;0.023726;0.997991;
6.873578;1.009560;0.998942;0.786751;0.696733;0.022442;0.997874;
6.882174;1.006666;0.998912;0.786711;0.691803;0.021126;0.997753;
6.890769;1.003697;0.998887;0.786683;0.686783;0.019786;0.997629;
6.899364;1.000667;0.998867;0.786667;0.681700;0.018426;0.997503;
6.907959;0.997592;0.998853;0.786663;0.676579;0.017055;0.997375;
6.916555;0.994486;0.998844;0.786670;0.671445;0.015677;0.997245;
6.925150;0.991364;0.998841;0.786690;0.666324;0.014300;0.997115;
6.933745;0.988241;0.998843;0.786722;0.661239;0.012929;0.996984;
6.942341;0.985131;0.998851;0.786765;0.656216;0.011573;0.996854;
6.950936;0.982049;0.998864;0.786820;0.651276;0.010238;0.996726;
6.959531;0.979010;0.998882;0.786887;0.646442;0.008929;0.996599;
6.968127;0.976027;0.998906;0.786965;0.641736;0.007655;0.996476;
6.976722;0.973114;0.998934;0.787053;0.637179;0.006422;0.996355;
6.985317;0.970285;0.998967;0.787152;0.632789;0.005236;0.996239;
6.993912;0.967551;0.999005;0.787261;0.628585;0.004103;0.996128;
7.002508;0.964925;0.999047;0.787380;0.624584;0.003030;0.996023;
7.011103;0.962418;0.999094;0.787507;0.620803;0.002022;0.995924;
7.019698;0.960042;0.999144;0.787643;0.617255;0.001085;0.995832;
7.028294;0.957806;0.999198;0.787787;0.613955;0.000224;0.995748;
7.036889;0.955720;0.999255;0.787939;0.610915;-0.000557;0.995672;
7.045484;0.953793;0.999316;0.788097;0.608146;-0.001253;0.995605;
7.054080;0.952033;0.999379;0.788261;0.605657;-0.001860;0.995547;
7.062675;0.950447;0.999445;0.788430;0.603458;-0.002376;0.995500;
7.071270;0.949041;0.999513;0.788604;0.601555;-0.002796;0.995462;
7.079865;0.947821;0.999582;0.788782;0.599954;-0.003120;0.995435;
7.088461;0.946790;0.999654;0.788963;0.598660;-0.003344;0.995419;
7.097056;0.945954;0.999726;0.789146;0.597677;-0.003469;0.995413;
7.105651;0.945314;0.999799;0.789332;0.597006;-0.003493;0.995419;
7.114247;0.944873;0.999873;0.789518;0.596648;-0.003416;0.995435;
7.131437;0.944586;1.000021;0.789889;0.596867;-0.002966;0.995501;
7.148628;0.945089;1.000166;0.790254;0.598315;-0.002129;0.995608;
7.165818;0.946361;1.000307;0.790609;0.600955;-0.000926;0.995754;
7.181290;0.948140;1.000428;0.790915;0.604310;0.000448;0.995917;
7.195214;0.950229;1.000530;0.791175;0.608083;0.001900;0.996085;
7.207746;0.952482;1.000617;0.791396;0.612050;0.003364;0.996251;
7.219025;0.954790;1.000689;0.791582;0.616053;0.004793;0.996412;
7.229176;0.957078;1.000749;0.791738;0.619981;0.006159;0.996563;
7.239327;0.959548;1.000803;0.791883;0.624191;0.007589;0.996720;
7.248463;0.961914;1.000848;0.792002;0.628199;0.008923;0.996865;
7.257598;0.964402;1.000888;0.792111;0.632394;0.010291;0.997012;
7.266734;0.966996;1.000923;0.792209;0.636753;0.011687;0.997160;
7.275870;0.969684;1.000953;0.792296;0.641256;0.013101;0.997308;
7.285006;0.972450;1.000977;0.792371;0.645877;0.014525;0.997456;
7.294142;0.975278;1.000997;0.792434;0.650593;0.015952;0.997602;
7.303277;0.978155;1.001011;0.792486;0.655380;0.017373;0.997746;
7.312413;0.981064;1.001019;0.792525;0.660212;0.018780;0.997886;
7.321549;0.983988;1.001022;0.792552;0.665063;0.020166;0.998023;
7.330685;0.986914;1.001019;0.792567;0.669908;0.021524;0.998154;
7.339820;0.989824;1.001011;0.792570;0.674719;0.022846;0.998280;
7.348956;0.992703;1.000998;0.792561;0.679472;0.024125;0.998400;
7.358092;0.995535;1.000979;0.792541;0.684139;0.025356;0.998514;
7.367228;0.998306;1.000955;0.792509;0.688696;0.026533;0.998620;
7.376364;1.001001;1.000925;0.792466;0.693116;0.027650;0.998720;
7.385499;1.003604;1.000891;0.792412;0.697376;0.028702;0.998811;
7.394635;1.006103;1.000852;0.792348;0.701451;0.029685;0.998895;
7.403771;1.008483;1.000809;0.792275;0.705319;0.030595;0.998970;
7.412907;1.010733;1.000761;0.792192;0.708959;0.031429;0.999037;
7.422043;1.012841;1.000710;0.792101;0.712349;0.032183;0.999096;
7.431178;1.014795;1.000654;0.792002;0.715471;0.032855;0.999147;
7.440314;1.016586;1.000595;0.791895;0.718307;0.033442;0.999189;
7.449450;1.018204;1.000534;0.791783;0.720842;0.033944;0.999224;
7.458586;1.019641;1.000469;0.791664;0.723062;0.034359;0.999250;
7.467721;1.020890;1.000402;0.791541;0.724955;0.034685;0.999268;
7.476857;1.021944;1.000334;0.791413;0.726512;0.034924;0.999278;
7.485993;1.022799;1.000263;0.791283;0.727724;0.035073;0.999281;
7.495129;1.023451;1.000192;0.791150;0.728584;0.035136;0.999276;
7.504265;1.023898;1.000120;0.791016;0.729091;0.035111;0.999263;
7.513400;1.024137;1.000047;0.790881;0.729243;0.035000;0.999244;
7.531672;1.023994;0.999903;0.790614;0.728493;0.034527;0.999185;
7.549944;1.023039;0.999763;0.790355;0.726369;0.033731;0.999100;
7.566388;1.021505;0.999641;0.790134;0.723335;0.032754;0.999003;
7.581188;1.019605;0.999539;0.789948;0.719750;0.031675;0.998899;
7.594508;1.017499;0.999452;0.789795;0.715883;0.030556;0.998793;
7.606496;1.015305;0.999380;0.789670;0.711929;0.029437;0.998688;
7.617285;1.013107;0.999321;0.789569;0.708021;0.028348;0.998587;
7.628074;1.010717;0.999266;0.789480;0.703821;0.027189;0.998479;
7.637785;1.008417;0.999223;0.789411;0.699818;0.026092;0.998377;
7.647495;1.005991;0.999184;0.789352;0.695634;0.024951;0.998271;
7.657205;1.003454;0.999151;0.789305;0.691297;0.023773;0.998162;
7.666915;1.000824;0.999122;0.789270;0.686836;0.022564;0.998049;
7.676626;0.998117;0.999100;0.789246;0.682280;0.021330;0.997934;
7.686336;0.995348;0.999083;0.789235;0.677658;0.020080;0.997816;
7.696046;0.992536;0.999071;0.789236;0.673001;0.018821;0.997698;
7.704785;0.989982;0.999066;0.789247;0.668801;0.017686;0.997590;
7.713525;0.987418;0.999065;0.789268;0.664616;0.016555;0.997483;
7.722264;0.984858;0.999068;0.789300;0.660466;0.015434;0.997376;
7.731003;0.982315;0.999076;0.789341;0.656372;0.014329;0.997270;
7.739742;0.979799;0.999089;0.789391;0.652353;0.013244;0.997166;
7.748482;0.977324;0.999106;0.789451;0.648428;0.012187;0.997064;
7.757221;0.974901;0.999127;0.789521;0.644615;0.011162;0.996965;
7.765960;0.972542;0.999152;0.789599;0.640931;0.010175;0.996870;
7.774699;0.970257;0.999181;0.789685;0.637392;0.009231;0.996778;
7.783439;0.968057;0.999214;0.789780;0.634015;0.008335;0.996692;
7.792178;0.965952;0.999251;0.789883;0.630813;0.007492;0.996610;
7.800917;0.963952;0.999291;0.789993;0.627799;0.006707;0.996535;
7.809656;0.962065;0.999334;0.790109;0.624987;0.005984;0.996465;
7.818395;0.960300;0.999380;0.790232;0.622387;0.005326;0.996403;
7.827135;0.958666;0.999428;0.790361;0.620010;0.004737;0.996347;
7.835874;0.957167;0.999479;0.790495;0.617864;0.004221;0.996299;
7.844613;0.955812;0.999533;0.790634;0.615959;0.003781;0.996260;
7.853352;0.954606;0.999588;0.790777;0.614300;0.003418;0.996228;
7.862092;0.953554;0.999645;0.790924;0.612894;0.003136;0.996205;
7.870831;0.952659;0.999703;0.791073;0.611745;0.002934;0.996190;
7.879570;0.951925;0.999762;0.791224;0.610857;0.002815;0.996185;
7.888309;0.951356;0.999822;0.791377;0.610231;0.002778;0.996188;
7.897049;0.950951;0.999883;0.791531;0.609869;0.002825;0.996200;
7.914527;0.950642;1.000004;0.791838;0.609935;0.003164;0.996251;
7.932006;0.950992;1.000124;0.792142;0.611039;0.003822;0.996335;
7.949484;0.951987;1.000240;0.792436;0.613151;0.004784;0.996451;
7.966963;0.953602;1.000350;0.792718;0.616225;0.006026;0.996596;
7.981910;0.955448;1.000439;0.792944;0.619576;0.007291;0.996741;
7.995363;0.957453;1.000513;0.793135;0.623122;0.008572;0.996885;
8.007470;0.959514;1.000574;0.793295;0.626709;0.009826;0.997023;
8.018367;0.961560;1.000624;0.793427;0.630230;0.011024;0.997154;
8.029263;0.963768;1.000669;0.793549;0.634001;0.012278;0.997290;
8.039070;0.965881;1.000705;0.793648;0.637588;0.013446;0.997414;
8.048877;0.968098;1.000737;0.793738;0.641333;0.014642;0.997541;
8.058684;0.970405;1.000763;0.793817;0.645215;0.015859;0.997668;
8.068491;0.972788;1.000786;0.793885;0.649209;0.017089;0.997795;
8.078298;0.975231;1.000803;0.793942;0.653293;0.018322;0.997921;
8.088105;0.977719;1.000815;0.793988;0.657440;0.019553;0.998045;
8.097912;0.980237;1.000822;0.794023;0.661626;0.020772;0.998166;
8.107719;0.982768;1.000824;0.794047;0.665825;0.021972;0.998284;
8.117526;0.985297;1.000821;0.794059;0.670011;0.023147;0.998398;
8.127333;0.987809;1.000812;0.794061;0.674158;0.024288;0.998507;
8.137140;0.990287;1.000799;0.794051;0.678240;0.025390;0.998611;
8.146947;0.992717;1.000781;0.794031;0.682231;0.026447;0.998709;
8.156754;0.995082;1.000758;0.794000;0.686108;0.027452;0.998800;
8.166561;0.997370;1.000730;0.793959;0.689844;0.028400;0.998885;
8.176368;0.999566;1.000698;0.793908;0.693416;0.029287;0.998962;
8.186175;1.001656;1.000661;0.793849;0.696803;0.030108;0.999033;
8.195982;1.003627;1.000621;0.793780;0.699981;0.030858;0.999095;
8.205789;1.005468;1.000577;0.793704;0.702931;0.031536;0.999151;
8.215596;1.007168;1.000529;0.793620;0.705634;0.032137;0.999198;
8.225403;1.008716;1.000478;0.793530;0.708075;0.032661;0.999238;
8.235210;1.010105;1.000425;0.793434;0.710238;0.033103;0.999270;
8.245017;1.011325;1.000369;0.793333;0.712109;0.033464;0.999294;
8.254824;1.012370;1.000311;0.793227;0.713677;0.033743;0.999310;
8.264631;1.013234;1.000251;0.793118;0.714933;0.033938;0.999319;
8.274438;1.013912;1.000190;0.793006;0.715871;0.034049;0.999321;
8.284245;1.014401;1.000128;0.792892;0.716484;0.034078;0.999315;
8.294052;1.014699;1.000066;0.792777;0.716772;0.034024;0.999302;
8.303859;1.014804;1.000003;0.792662;0.716733;0.033889;0.999283;
8.323473;1.014443;0.999879;0.792436;0.715694;0.033384;0.999223;
8.343087;1.013336;0.999760;0.792220;0.713412;0.032579;0.999139;
8.360739;1.011730;0.999659;0.792039;0.710354;0.031614;0.999043;
8.376444;1.009845;0.999575;0.791891;0.706894;0.030580;0.998942;
8.390283;1.007854;0.999507;0.791775;0.703320;0.029543;0.998843;
8.402738;1.005820;0.999451;0.791682;0.699726;0.028521;0.998746;
8.413948;1.003812;0.999406;0.791610;0.696220;0.027536;0.998653;
8.425158;1.001654;0.999366;0.791549;0.692491;0.026497;0.998555;
8.435247;0.999598;0.999335;0.791503;0.688971;0.025524;0.998463;
8.445335;0.997450;0.999308;0.791468;0.685322;0.024519;0.998369;
8.455424;0.995224;0.999285;0.791443;0.681572;0.023491;0.998272;
8.465513;0.992935;0.999268;0.791428;0.677745;0.022445;0.998173;
8.475602;0.990598;0.999255;0.791424;0.673868;0.021388;0.998073;
8.485691;0.988230;0.999248;0.791430;0.669967;0.020328;0.997972;
8.495779;0.985844;0.999245;0.791447;0.666068;0.019270;0.997872;
8.505868;0.983458;0.999247;0.791475;0.662197;0.018222;0.997772;
8.515957;0.981086;0.999254;0.791513;0.658378;0.017191;0.997673;
8.526046;0.978743;0.999266;0.791562;0.654637;0.016184;0.997577;
8.536134;0.976445;0.999282;0.791621;0.650996;0.015208;0.997484;
8.546223;0.974206;0.999303;0.791689;0.647477;0.014269;0.997394;
8.556312;0.972039;0.999328;0.791767;0.644102;0.013375;0.997308;
8.566401;0.969959;0.999357;0.791854;0.640891;0.012530;0.997227;
8.576489;0.967978;0.999391;0.791950;0.637863;0.011742;0.997152;
8.586578;0.966108;0.999427;0.792053;0.635035;0.011015;0.997083;
8.596667;0.964360;0.999468;0.792163;0.632423;0.010355;0.997021;
8.606756;0.962745;0.999511;0.792281;0.630041;0.009767;0.996966;
8.616844;0.961271;0.999558;0.792404;0.627901;0.009254;0.996919;
8.626933;0.959948;0.999606;0.792533;0.626016;0.008820;0.996881;
8.637022;0.958783;0.999657;0.792666;0.624395;0.008469;0.996851;
8.647111;0.957783;0.999710;0.792804;0.623045;0.008203;0.996830;
8.657199;0.956951;0.999764;0.792944;0.621973;0.008023;0.996818;
8.667288;0.956294;0.999820;0.793087;0.621184;0.007931;0.996815;
8.677377;0.955813;0.999876;0.793231;0.620679;0.007927;0.996822;
8.687466;0.955511;0.999933;0.793376;0.620460;0.008011;0.996838;
8.697555;0.955388;0.999990;0.793521;0.620527;0.008183;0.996863;
8.717732;0.955675;1.000101;0.793806;0.621503;0.008780;0.996939;
8.737910;0.956654;1.000209;0.794082;0.623567;0.009697;0.997049;
8.756069;0.958101;1.000301;0.794318;0.626309;0.010776;0.997173;
8.772301;0.959820;1.000376;0.794515;0.629421;0.011922;0.997302;
8.786627;0.961646;1.000438;0.794676;0.632646;0.013058;0.997428;
8.799521;0.963515;1.000488;0.794809;0.635896;0.014167;0.997548;
8.811125;0.965362;1.000528;0.794918;0.639075;0.015223;0.997662;
8.822730;0.967348;1.000564;0.795017;0.642465;0.016325;0.997779;
8.833173;0.969240;1.000591;0.795096;0.645673;0.017346;0.997886;
8.843617;0.971215;1.000615;0.795166;0.649007;0.018388;0.997995;
8.854061;0.973260;1.000634;0.795226;0.652444;0.019443;0.998103;
8.864505;0.975360;1.000648;0.795276;0.655960;0.020502;0.998211;
8.874949;0.977500;1.000658;0.795316;0.659531;0.021559;0.998317;
8.885393;0.979665;1.000663;0.795346;0.663131;0.022606;0.998421;
8.895837;0.981839;1.000664;0.795365;0.666736;0.023635;0.998522;
8.906281;0.984007;1.000660;0.795374;0.670320;0.024640;0.998619;
8.916725;0.986153;1.000651;0.795373;0.673859;0.025614;0.998712;
8.927169;0.988264;1.000638;0.795362;0.677327;0.026551;0.998800;
8.937613;0.990323;1.000620;0.795342;0.680700;0.027445;0.998883;
8.948057;0.992317;1.000598;0.795312;0.683954;0.028290;0.998960;
8.958501;0.994232;1.000572;0.795273;0.687066;0.029081;0.999031;
8.968945;0.996054;1.000541;0.795225;0.690014;0.029813;0.999096;
8.979389;0.997772;1.000507;0.795170;0.692777;0.030484;0.999153;
8.989833;0.999373;1.000470;0.795107;0.695336;0.031088;0.999204;
9.000277;1.000846;1.000430;0.795037;0.697672;0.031623;0.999248;
9.010721;1.002182;1.000386;0.794961;0.699770;0.032086;0.999284;
9.021165;1.003371;1.000340;0.794880;0.701615;0.032474;0.999313;
9.031609;1.004406;1.000292;0.794794;0.703193;0.032787;0.999335;
9.042053;1.005281;1.000242;0.794705;0.704495;0.033025;0.999350;
9.052497;1.005989;1.000191;0.794612;0.705513;0.033184;0.999358;
9.062941;1.006527;1.000138;0.794517;0.706241;0.033267;0.999359;
9.073385;1.006892;1.000085;0.794420;0.706673;0.033272;0.999353;
9.083829;1.007082;1.000031;0.794323;0.706810;0.033202;0.999340;
9.104716;1.006938;0.999925;0.794131;0.706206;0.032839;0.999295;
9.125604;1.006110;0.999822;0.793946;0.704466;0.032193;0.999225;
9.144403;1.004803;0.999734;0.793792;0.701977;0.031386;0.999143;
9.161323;1.003200;0.999661;0.793665;0.699048;0.030492;0.999055;
9.176426;1.001454;0.999601;0.793564;0.695932;0.029573;0.998966;
9.190020;0.999651;0.999552;0.793485;0.692767;0.028659;0.998878;
9.202254;0.997859;0.999513;0.793425;0.689662;0.027776;0.998793;
9.214488;0.995928;0.999479;0.793375;0.686350;0.026843;0.998704;
9.225499;0.994085;0.999453;0.793340;0.683218;0.025969;0.998621;
9.236509;0.992159;0.999431;0.793314;0.679973;0.025068;0.998535;
9.247520;0.990166;0.999414;0.793299;0.676640;0.024149;0.998448;
9.258531;0.988121;0.999401;0.793293;0.673248;0.023217;0.998359;
9.269541;0.986041;0.999393;0.793298;0.669824;0.022281;0.998270;
9.280552;0.983941;0.999390;0.793313;0.666394;0.021347;0.998181;
9.291562;0.981838;0.999392;0.793338;0.662985;0.020423;0.998093;
9.302573;0.979749;0.999398;0.793373;0.659625;0.019516;0.998007;
9.313584;0.977688;0.999409;0.793418;0.656337;0.018634;0.997923;
9.324594;0.975672;0.999424;0.793473;0.653147;0.017783;0.997841;
9.335605;0.973716;0.999443;0.793537;0.650078;0.016970;0.997764;
9.346616;0.971834;0.999467;0.793609;0.647153;0.016203;0.997691;
9.357626;0.970040;0.999494;0.793691;0.644391;0.015487;0.997624;
9.368637;0.968346;0.999525;0.793780;0.641813;0.014828;0.997562;
9.379648;0.966766;0.999560;0.793876;0.639435;0.014231;0.997506;
9.390658;0.965311;0.999597;0.793980;0.637274;0.013702;0.997458;
9.401669;0.963990;0.999638;0.794089;0.635345;0.013245;0.997417;
9.412680;0.962812;0.999680;0.794203;0.633658;0.012863;0.997383;
9.423690;0.961786;0.999725;0.794322;0.632226;0.012561;0.997358;
9.434701;0.960919;0.999772;0.794444;0.631057;0.012339;0.997341;
9.445712;0.960215;0.999820;0.794570;0.630156;0.012200;0.997333;
9.456722;0.959679;0.999869;0.794697;0.629528;0.012145;0.997334;
9.467733;0.959314;0.999919;0.794826;0.629176;0.012174;0.997344;
9.478744;0.959120;0.999969;0.794955;0.629101;0.012288;0.997362;
9.500765;0.959247;1.000068;0.795210;0.629769;0.012757;0.997423;
9.522786;0.960043;1.000163;0.795456;0.631494;0.013534;0.997516;
9.542605;0.961304;1.000244;0.795666;0.633903;0.014476;0.997624;
9.560324;0.962840;1.000310;0.795840;0.636693;0.015491;0.997737;
9.575765;0.964466;1.000363;0.795980;0.639570;0.016491;0.997847;
9.589662;0.966137;1.000405;0.796095;0.642479;0.017469;0.997952;
9.602169;0.967791;1.000439;0.796188;0.645325;0.018401;0.998051;
9.614677;0.969566;1.000468;0.796271;0.648357;0.019372;0.998153;
9.625933;0.971255;1.000489;0.796336;0.651220;0.020270;0.998247;
9.637190;0.973013;1.000507;0.796392;0.654186;0.021183;0.998340;
9.648446;0.974827;1.000521;0.796439;0.657232;0.022104;0.998434;
9.659703;0.976681;1.000530;0.796477;0.660331;0.023024;0.998527;
9.670960;0.978561;1.000535;0.796505;0.663460;0.023937;0.998617;
9.682216;0.980449;1.000535;0.796523;0.666593;0.024835;0.998706;
9.693473;0.982332;1.000532;0.796531;0.669705;0.025711;0.998791;
9.704729;0.984193;1.000523;0.796531;0.672770;0.026558;0.998872;
9.715986;0.986018;1.000511;0.796520;0.675763;0.027370;0.998948;
9.727243;0.987792;1.000494;0.796501;0.678661;0.028141;0.999020;
9.738499;0.989499;1.000474;0.796474;0.681439;0.028865;0.999086;
9.749756;0.991128;1.000449;0.796438;0.684075;0.029538;0.999147;
9.761013;0.992664;1.000421;0.796394;0.686547;0.030154;0.999201;
9.772269;0.994095;1.000390;0.796343;0.688835;0.030710;0.999249;
9.783526;0.995410;1.000356;0.796286;0.690921;0.031202;0.999291;
9.794782;0.996600;1.000319;0.796223;0.692788;0.031627;0.999326;
9.806039;0.997654;1.000279;0.796154;0.694422;0.031984;0.999354;
9.817296;0.998566;1.000238;0.796082;0.695809;0.032269;0.999375;
9.828552;0.999327;1.000194;0.796005;0.696941;0.032482;0.999389;
9.839809;0.999933;1.000150;0.795926;0.697807;0.032623;0.999397;
9.851065;1.000380;1.000104;0.795844;0.698403;0.032689;0.999397;
9.862322;1.000664;1.000057;0.795761;0.698725;0.032683;0.999391;
9.873579;1.000785;1.000011;0.795678;0.698771;0.032605;0.999379;
9.896092;1.000538;0.999919;0.795515;0.698052;0.032241;0.999335;
9.918605;0.999658;0.999831;0.795361;0.696288;0.031613;0.999268;
9.938867;0.998352;0.999757;0.795233;0.693866;0.030839;0.999190;
9.956765;0.996823;0.999697;0.795134;0.691126;0.030009;0.999108;
9.972454;0.995220;0.999650;0.795058;0.688312;0.029181;0.999027;
9.986574;0.993590;0.999613;0.795001;0.685492;0.028367;0.998948;
