time;GEN_generator_theta;GEN_generator_omegaPu;GEN_generator_eqPPu;GEN_generator_PGenPu;GEN_generator_QGenPu;GEN_generator_UPu;
2.975990;1.046050;0.996671;0.764689;0.716637;0.003912;0.994734;
2.982083;1.039649;0.996637;0.764655;0.705639;0.001276;0.994513;
2.988177;1.033191;0.996612;0.764639;0.694644;-0.001409;0.994281;
2.994270;1.026692;0.996594;0.764642;0.683681;-0.004137;0.994040;
3.000364;1.020168;0.996586;0.764662;0.672780;-0.006901;0.993789;
3.006457;1.013635;0.996585;0.764701;0.661968;-0.009694;0.993530;
3.012551;1.007109;0.996593;0.764758;0.651271;-0.012507;0.993263;
3.018644;1.000606;0.996609;0.764833;0.640716;-0.015332;0.992989;
3.024738;0.994140;0.996632;0.764925;0.630327;-0.018162;0.992710;
3.030831;0.987727;0.996664;0.765035;0.620127;-0.020988;0.992426;
3.036925;0.981382;0.996703;0.765162;0.610138;-0.023800;0.992138;
3.043018;0.975120;0.996750;0.765305;0.600382;-0.026589;0.991848;
3.049112;0.968954;0.996804;0.765464;0.590877;-0.029348;0.991557;
3.055205;0.962899;0.996866;0.765640;0.581643;-0.032066;0.991267;
3.061299;0.956967;0.996934;0.765831;0.572695;-0.034734;0.990978;
3.067392;0.951173;0.997009;0.766036;0.564049;-0.037344;0.990692;
3.073486;0.945528;0.997090;0.766256;0.555721;-0.039886;0.990411;
3.079579;0.940045;0.997178;0.766490;0.547722;-0.042353;0.990135;
3.085673;0.934735;0.997272;0.766738;0.540066;-0.044735;0.989867;
3.091766;0.929610;0.997371;0.766998;0.532762;-0.047024;0.989606;
3.097860;0.924679;0.997475;0.767270;0.525820;-0.049213;0.989356;
3.103953;0.919954;0.997585;0.767553;0.519249;-0.051294;0.989116;
3.110047;0.915443;0.997700;0.767848;0.513056;-0.053259;0.988889;
3.116141;0.911156;0.997819;0.768153;0.507248;-0.055103;0.988674;
3.122234;0.907101;0.997942;0.768467;0.501831;-0.056819;0.988474;
3.128328;0.903285;0.998070;0.768790;0.496809;-0.058400;0.988289;
3.134421;0.899717;0.998201;0.769121;0.492187;-0.059843;0.988121;
3.140515;0.896402;0.998335;0.769460;0.487967;-0.061141;0.987969;
3.146608;0.893348;0.998472;0.769805;0.484153;-0.062291;0.987835;
3.152702;0.890558;0.998612;0.770157;0.480747;-0.063289;0.987720;
3.158795;0.888038;0.998754;0.770513;0.477750;-0.064131;0.987624;
3.164889;0.885793;0.998899;0.770875;0.475162;-0.064814;0.987547;
3.170982;0.883826;0.999045;0.771240;0.472986;-0.065337;0.987491;
3.177076;0.882139;0.999193;0.771608;0.471220;-0.065698;0.987455;
3.183169;0.880737;0.999341;0.771979;0.469864;-0.065896;0.987439;
3.189263;0.879620;0.999491;0.772351;0.468920;-0.065930;0.987445;
3.195356;0.878789;0.999641;0.772725;0.468382;-0.065799;0.987471;
3.207543;0.877989;0.999941;0.773470;0.468526;-0.065050;0.987585;
3.219730;0.878333;1.000239;0.774210;0.470280;-0.063659;0.987780;
3.231917;0.879808;1.000533;0.774939;0.473624;-0.061645;0.988053;
3.244104;0.882395;1.000821;0.775652;0.478532;-0.059032;0.988401;
3.255073;0.885651;1.001072;0.776276;0.484264;-0.056194;0.988773;
3.264944;0.889309;1.001291;0.776819;0.490467;-0.053271;0.989152;
3.273828;0.893172;1.001481;0.777291;0.496876;-0.050363;0.989525;
3.281824;0.897094;1.001645;0.777700;0.503297;-0.047536;0.989884;
3.289820;0.901420;1.001803;0.778094;0.510321;-0.044529;0.990263;
3.297017;0.905646;1.001938;0.778433;0.517143;-0.041680;0.990618;
3.304213;0.910171;1.002068;0.778757;0.524424;-0.038710;0.990985;
3.311409;0.914980;1.002190;0.779066;0.532149;-0.035633;0.991362;
3.318606;0.920058;1.002305;0.779357;0.540299;-0.032462;0.991746;
3.325802;0.925388;1.002413;0.779632;0.548855;-0.029212;0.992135;
3.332279;0.930387;1.002504;0.779863;0.556886;-0.026229;0.992488;
3.338755;0.935562;1.002587;0.780079;0.565215;-0.023204;0.992842;
3.345232;0.940900;1.002664;0.780280;0.573822;-0.020149;0.993195;
3.351709;0.946387;1.002734;0.780464;0.582688;-0.017073;0.993546;
3.358185;0.952008;1.002796;0.780632;0.591795;-0.013986;0.993893;
3.364662;0.957749;1.002851;0.780783;0.601121;-0.010900;0.994235;
3.371139;0.963594;1.002898;0.780917;0.610645;-0.007825;0.994570;
3.377615;0.969528;1.002938;0.781033;0.620344;-0.004772;0.994897;
3.384092;0.975534;1.002970;0.781132;0.630193;-0.001750;0.995215;
3.390569;0.981596;1.002993;0.781213;0.640166;0.001229;0.995522;
3.397045;0.987698;1.003009;0.781276;0.650237;0.004158;0.995818;
3.403522;0.993824;1.003016;0.781321;0.660378;0.007027;0.996101;
3.409999;0.999957;1.003016;0.781348;0.670562;0.009827;0.996371;
3.416476;1.006079;1.003007;0.781357;0.680759;0.012550;0.996626;
3.422952;1.012175;1.002989;0.781347;0.690940;0.015191;0.996867;
3.429429;1.018227;1.002964;0.781320;0.701075;0.017739;0.997091;
3.435906;1.024220;1.002930;0.781276;0.711134;0.020191;0.997300;
3.442382;1.030136;1.002889;0.781213;0.721086;0.022540;0.997493;
3.448859;1.035960;1.002839;0.781134;0.730900;0.024782;0.997670;
3.455336;1.041674;1.002782;0.781037;0.740545;0.026912;0.997830;
3.461812;1.047265;1.002717;0.780924;0.749991;0.028927;0.997974;
3.468289;1.052715;1.002644;0.780795;0.759208;0.030824;0.998102;
3.474766;1.058010;1.002564;0.780650;0.768165;0.032600;0.998214;
3.481242;1.063136;1.002477;0.780490;0.776834;0.034254;0.998311;
3.487719;1.068078;1.002384;0.780315;0.785187;0.035786;0.998394;
3.494196;1.072822;1.002283;0.780126;0.793195;0.037194;0.998462;
3.500672;1.077356;1.002176;0.779924;0.800833;0.038478;0.998517;
3.507149;1.081666;1.002064;0.779709;0.808074;0.039640;0.998560;
3.513626;1.085742;1.001945;0.779483;0.814896;0.040680;0.998591;
3.520103;1.089571;1.001822;0.779245;0.821275;0.041600;0.998610;
3.526579;1.093145;1.001693;0.778997;0.827191;0.042401;0.998620;
3.533056;1.096451;1.001560;0.778739;0.832624;0.043085;0.998620;
3.539533;1.099483;1.001422;0.778472;0.837555;0.043654;0.998612;
3.546009;1.102232;1.001281;0.778198;0.841971;0.044112;0.998596;
3.552486;1.104691;1.001137;0.777917;0.845855;0.044459;0.998573;
3.558963;1.106852;1.000990;0.777630;0.849197;0.044699;0.998545;
3.565439;1.108712;1.000840;0.777338;0.851985;0.044834;0.998511;
3.571916;1.110265;1.000688;0.777042;0.854212;0.044866;0.998472;
3.578393;1.111508;1.000535;0.776743;0.855872;0.044798;0.998429;
3.584869;1.112438;1.000380;0.776441;0.856960;0.044632;0.998382;
3.591346;1.113053;1.000225;0.776139;0.857475;0.044369;0.998332;
3.604299;1.113339;0.999915;0.775536;0.856792;0.043568;0.998224;
3.617253;1.112374;0.999609;0.774942;0.853853;0.042404;0.998105;
3.630206;1.110179;0.999309;0.774362;0.848717;0.040890;0.997976;
3.641864;1.107177;0.999048;0.773859;0.842284;0.039232;0.997849;
3.652356;1.103672;0.998822;0.773426;0.835096;0.037504;0.997726;
3.661799;1.099893;0.998627;0.773055;0.827558;0.035761;0.997605;
3.670298;1.096008;0.998459;0.772739;0.819958;0.034042;0.997488;
3.677947;1.092136;0.998315;0.772470;0.812499;0.032373;0.997375;
3.685596;1.087929;0.998179;0.772217;0.804494;0.030592;0.997253;
3.692480;1.083870;0.998063;0.772004;0.796856;0.028895;0.997136;
3.699364;1.079567;0.997954;0.771806;0.788841;0.027110;0.997011;
3.706248;1.075036;0.997852;0.771623;0.780480;0.025239;0.996878;
3.713132;1.070292;0.997758;0.771456;0.771808;0.023286;0.996736;
3.720016;1.065352;0.997670;0.771305;0.762857;0.021252;0.996585;
3.726900;1.060233;0.997591;0.771172;0.753664;0.019142;0.996425;
3.733784;1.054951;0.997520;0.771056;0.744262;0.016959;0.996255;
3.740667;1.049524;0.997457;0.770957;0.734687;0.014709;0.996076;
3.746863;1.044529;0.997407;0.770884;0.725949;0.012629;0.995907;
3.753059;1.039444;0.997365;0.770826;0.717124;0.010502;0.995730;
3.759254;1.034283;0.997329;0.770783;0.708239;0.008332;0.995546;
3.765450;1.029059;0.997300;0.770755;0.699317;0.006125;0.995354;
3.771645;1.023785;0.997278;0.770741;0.690385;0.003885;0.995156;
3.777841;1.018475;0.997263;0.770743;0.681466;0.001618;0.994952;
3.784036;1.013142;0.997254;0.770760;0.672584;-0.000670;0.994743;
3.790232;1.007800;0.997253;0.770792;0.663762;-0.002974;0.994528;
3.796428;1.002462;0.997259;0.770839;0.655022;-0.005286;0.994308;
3.802623;0.997142;0.997271;0.770901;0.646385;-0.007601;0.994085;
3.808819;0.991851;0.997290;0.770978;0.637874;-0.009912;0.993859;
3.815014;0.986604;0.997315;0.771068;0.629506;-0.012212;0.993631;
3.821210;0.981412;0.997347;0.771173;0.621302;-0.014494;0.993401;
3.827405;0.976288;0.997385;0.771292;0.613278;-0.016751;0.993171;
3.833601;0.971245;0.997429;0.771424;0.605454;-0.018976;0.992942;
3.839796;0.966293;0.997480;0.771569;0.597843;-0.021161;0.992714;
3.845992;0.961444;0.997536;0.771727;0.590462;-0.023301;0.992489;
3.852188;0.956710;0.997597;0.771898;0.583325;-0.025387;0.992267;
3.858383;0.952102;0.997664;0.772081;0.576444;-0.027413;0.992049;
3.864579;0.947628;0.997737;0.772275;0.569833;-0.029372;0.991838;
3.870774;0.943300;0.997814;0.772480;0.563501;-0.031258;0.991632;
3.876970;0.939128;0.997896;0.772696;0.557461;-0.033065;0.991434;
3.883165;0.935119;0.997982;0.772922;0.551720;-0.034786;0.991245;
3.889361;0.931282;0.998073;0.773157;0.546287;-0.036415;0.991065;
3.895556;0.927627;0.998168;0.773402;0.541171;-0.037947;0.990894;
3.901752;0.924160;0.998267;0.773655;0.536377;-0.039377;0.990735;
3.907948;0.920888;0.998369;0.773916;0.531913;-0.040701;0.990588;
3.914143;0.917819;0.998475;0.774184;0.527783;-0.041913;0.990453;
3.920339;0.914958;0.998584;0.774459;0.523992;-0.043009;0.990331;
3.926534;0.912311;0.998695;0.774740;0.520545;-0.043986;0.990223;
3.932730;0.909883;0.998809;0.775027;0.517443;-0.044841;0.990130;
3.938925;0.907678;0.998925;0.775318;0.514691;-0.045571;0.990051;
3.945121;0.905702;0.999043;0.775614;0.512291;-0.046172;0.989987;
3.951316;0.903957;0.999163;0.775913;0.510243;-0.046645;0.989939;
3.957512;0.902446;0.999284;0.776215;0.508550;-0.046986;0.989907;
3.963708;0.901173;0.999406;0.776520;0.507212;-0.047195;0.989890;
3.969903;0.900138;0.999529;0.776826;0.506228;-0.047269;0.989891;
3.982294;0.898789;0.999777;0.777441;0.505323;-0.047022;0.989939;
3.994685;0.898402;1.000024;0.778055;0.505826;-0.046246;0.990052;
4.007076;0.898973;1.000270;0.778663;0.507721;-0.044954;0.990228;
4.019468;0.900489;1.000511;0.779260;0.510986;-0.043160;0.990465;
4.031859;0.902930;1.000746;0.779842;0.515596;-0.040890;0.990758;
4.043011;0.905896;1.000950;0.780349;0.520868;-0.038463;0.991066;
4.053048;0.909166;1.001127;0.780789;0.526496;-0.035988;0.991377;
4.062081;0.912577;1.001280;0.781170;0.532258;-0.033543;0.991680;
4.071114;0.916412;1.001426;0.781535;0.538654;-0.030910;0.992004;
4.079244;0.920210;1.001551;0.781848;0.544936;-0.028394;0.992309;
4.087373;0.924318;1.001669;0.782145;0.551693;-0.025754;0.992627;
4.094690;0.928267;1.001770;0.782399;0.558165;-0.023284;0.992921;
4.102007;0.932440;1.001864;0.782639;0.564989;-0.020736;0.993221;
4.109324;0.936822;1.001952;0.782864;0.572146;-0.018121;0.993526;
4.116641;0.941398;1.002033;0.783074;0.579617;-0.015452;0.993834;
4.123958;0.946152;1.002107;0.783268;0.587380;-0.012740;0.994143;
4.131274;0.951069;1.002174;0.783445;0.595413;-0.009996;0.994451;
4.138591;0.956130;1.002234;0.783606;0.603692;-0.007233;0.994757;
4.145176;0.960797;1.002281;0.783736;0.611335;-0.004739;0.995030;
4.151762;0.965554;1.002321;0.783851;0.619139;-0.002247;0.995299;
4.158347;0.970388;1.002355;0.783953;0.627082;0.000235;0.995562;
4.164932;0.975286;1.002383;0.784039;0.635146;0.002698;0.995819;
4.171517;0.980234;1.002404;0.784111;0.643307;0.005135;0.996070;
4.178102;0.985219;1.002418;0.784167;0.651544;0.007538;0.996312;
4.184687;0.990226;1.002426;0.784209;0.659834;0.009899;0.996546;
4.191272;0.995241;1.002426;0.784236;0.668153;0.012211;0.996770;
4.197858;1.000250;1.002420;0.784248;0.676477;0.014469;0.996984;
4.204443;1.005240;1.002407;0.784244;0.684783;0.016665;0.997187;
4.211028;1.010196;1.002387;0.784226;0.693045;0.018794;0.997380;
4.217613;1.015103;1.002361;0.784193;0.701239;0.020850;0.997560;
4.224198;1.019949;1.002327;0.784146;0.709339;0.022828;0.997729;
4.230783;1.024719;1.002287;0.784084;0.717321;0.024725;0.997886;
4.237368;1.029400;1.002241;0.784009;0.725159;0.026535;0.998031;
4.243954;1.033979;1.002188;0.783920;0.732829;0.028256;0.998164;
4.250539;1.038442;1.002130;0.783817;0.740306;0.029885;0.998284;
4.257124;1.042778;1.002065;0.783701;0.747566;0.031418;0.998393;
4.263709;1.046973;1.001994;0.783573;0.754587;0.032854;0.998490;
4.270294;1.051016;1.001917;0.783433;0.761344;0.034191;0.998575;
4.276879;1.054895;1.001836;0.783281;0.767816;0.035428;0.998649;
4.283464;1.058600;1.001749;0.783118;0.773981;0.036565;0.998712;
4.290050;1.062120;1.001657;0.782945;0.779821;0.037600;0.998765;
4.296635;1.065445;1.001560;0.782762;0.785314;0.038534;0.998808;
4.303220;1.068565;1.001459;0.782570;0.790442;0.039366;0.998841;
4.309805;1.071473;1.001354;0.782370;0.795190;0.040098;0.998866;
4.316390;1.074160;1.001246;0.782161;0.799542;0.040729;0.998882;
4.322975;1.076619;1.001134;0.781946;0.803483;0.041262;0.998891;
4.329561;1.078843;1.001019;0.781724;0.807002;0.041697;0.998891;
4.336146;1.080827;1.000901;0.781497;0.810088;0.042035;0.998885;
4.342731;1.082565;1.000781;0.781265;0.812730;0.042278;0.998873;
4.349316;1.084053;1.000659;0.781028;0.814921;0.042426;0.998855;
4.355901;1.085287;1.000535;0.780789;0.816654;0.042483;0.998831;
4.362486;1.086265;1.000411;0.780547;0.817925;0.042448;0.998802;
4.369071;1.086983;1.000285;0.780304;0.818731;0.042324;0.998768;
4.375657;1.087442;1.000159;0.780060;0.819070;0.042112;0.998729;
4.388827;1.087578;0.999907;0.779574;0.818356;0.041430;0.998639;
4.401997;1.086681;0.999658;0.779095;0.815810;0.040415;0.998533;
4.415167;1.084769;0.999415;0.778629;0.811482;0.039076;0.998411;
4.427021;1.082205;0.999204;0.778226;0.806120;0.037602;0.998287;
4.437689;1.079236;0.999021;0.777879;0.800163;0.036063;0.998164;
4.447290;1.076051;0.998864;0.777584;0.793937;0.034510;0.998042;
4.455931;1.072788;0.998729;0.777332;0.787676;0.032982;0.997924;
4.464572;1.069170;0.998601;0.777096;0.780835;0.031332;0.997797;
4.472349;1.065624;0.998493;0.776898;0.774216;0.029747;0.997674;
4.480126;1.061822;0.998391;0.776714;0.767196;0.028070;0.997544;
4.487903;1.057779;0.998296;0.776546;0.759809;0.026305;0.997406;
4.495680;1.053515;0.998209;0.776393;0.752092;0.024457;0.997259;
4.502679;1.049501;0.998137;0.776270;0.744894;0.022726;0.997121;
4.509678;1.045335;0.998071;0.776161;0.737487;0.020934;0.996975;
4.516677;1.041033;0.998012;0.776066;0.729899;0.019086;0.996822;
4.523676;1.036608;0.997960;0.775986;0.722158;0.017186;0.996663;
4.530676;1.032075;0.997914;0.775921;0.714294;0.015239;0.996497;
4.537675;1.027450;0.997876;0.775871;0.706335;0.013250;0.996325;
4.544674;1.022747;0.997844;0.775836;0.698309;0.011225;0.996146;
4.551673;1.017983;0.997819;0.775816;0.690244;0.009169;0.995963;
4.558673;1.013173;0.997802;0.775812;0.682169;0.007090;0.995774;
4.565672;1.008332;0.997792;0.775823;0.674110;0.004992;0.995581;
4.572671;1.003476;0.997788;0.775850;0.666094;0.002883;0.995384;
4.579670;0.998620;0.997792;0.775892;0.658146;0.000771;0.995184;
4.586670;0.993780;0.997802;0.775949;0.650292;-0.001338;0.994981;
4.593669;0.988971;0.997820;0.776021;0.642555;-0.003436;0.994777;
4.600668;0.984207;0.997844;0.776108;0.634959;-0.005516;0.994572;
4.607667;0.979504;0.997875;0.776209;0.627526;-0.007570;0.994368;
4.614667;0.974874;0.997912;0.776324;0.620277;-0.009589;0.994164;
4.621666;0.970334;0.997955;0.776453;0.613231;-0.011567;0.993963;
4.628665;0.965895;0.998004;0.776595;0.606408;-0.013496;0.993765;
4.635664;0.961571;0.998060;0.776750;0.599824;-0.015369;0.993571;
4.642663;0.957374;0.998121;0.776918;0.593497;-0.017177;0.993383;
4.649663;0.953318;0.998187;0.777097;0.587442;-0.018913;0.993200;
4.656662;0.949412;0.998258;0.777288;0.581672;-0.020571;0.993025;
4.663661;0.945669;0.998335;0.777490;0.576202;-0.022144;0.992858;
4.670660;0.942099;0.998416;0.777701;0.571041;-0.023626;0.992700;
4.677660;0.938711;0.998501;0.777923;0.566202;-0.025010;0.992553;
4.684659;0.935516;0.998590;0.778153;0.561694;-0.026290;0.992416;
4.691658;0.932521;0.998683;0.778392;0.557525;-0.027463;0.992291;
4.698657;0.929734;0.998780;0.778638;0.553704;-0.028521;0.992178;
4.705657;0.927163;0.998880;0.778891;0.550236;-0.029462;0.992079;
4.712656;0.924814;0.998982;0.779150;0.547127;-0.030281;0.991993;
4.719655;0.922694;0.999088;0.779415;0.544383;-0.030976;0.991922;
4.726654;0.920807;0.999195;0.779684;0.542007;-0.031542;0.991865;
4.733654;0.919158;0.999304;0.779958;0.540003;-0.031979;0.991823;
4.740653;0.917750;0.999415;0.780235;0.538372;-0.032283;0.991797;
4.747652;0.916587;0.999527;0.780514;0.537116;-0.032454;0.991787;
4.754651;0.915671;0.999640;0.780795;0.536235;-0.032492;0.991792;
4.761650;0.915004;0.999753;0.781077;0.535731;-0.032395;0.991813;
4.775649;0.914417;0.999980;0.781640;0.535843;-0.031804;0.991902;
4.789647;0.914821;1.000205;0.782199;0.537433;-0.030692;0.992052;
4.803646;0.916203;1.000425;0.782746;0.540477;-0.029077;0.992261;
4.817644;0.918538;1.000639;0.783277;0.544937;-0.026985;0.992525;
4.829728;0.921295;1.000817;0.783719;0.549893;-0.024820;0.992793;
4.840604;0.924341;1.000970;0.784100;0.555199;-0.022610;0.993062;
4.850392;0.927519;1.001100;0.784427;0.560633;-0.020427;0.993325;
4.859201;0.930715;1.001212;0.784708;0.566033;-0.018319;0.993577;
4.868010;0.934211;1.001318;0.784975;0.571894;-0.016090;0.993839;
4.875938;0.937602;1.001407;0.785202;0.577545;-0.013991;0.994084;
4.883866;0.941207;1.001491;0.785415;0.583531;-0.011817;0.994335;
4.891795;0.945013;1.001568;0.785615;0.589832;-0.009577;0.994591;
4.899723;0.949004;1.001639;0.785800;0.596427;-0.007283;0.994850;
4.907651;0.953163;1.001704;0.785970;0.603292;-0.004947;0.995111;
4.915579;0.957474;1.001761;0.786125;0.610404;-0.002580;0.995371;
4.922715;0.961470;1.001807;0.786250;0.616993;-0.000431;0.995605;
4.929850;0.965561;1.001846;0.786362;0.623743;0.001725;0.995836;
4.936985;0.969735;1.001880;0.786460;0.630632;0.003880;0.996065;
4.944121;0.973976;1.001907;0.786545;0.637638;0.006027;0.996289;
4.951256;0.978272;1.001928;0.786616;0.644740;0.008157;0.996507;
4.958392;0.982608;1.001943;0.786672;0.651914;0.010263;0.996720;
4.965527;0.986970;1.001952;0.786715;0.659138;0.012337;0.996926;
4.972662;0.991343;1.001953;0.786743;0.666388;0.014373;0.997125;
4.979798;0.995713;1.001949;0.786757;0.673639;0.016363;0.997315;
4.986933;1.000066;1.001938;0.786757;0.680868;0.018301;0.997497;
4.994069;1.004387;1.001920;0.786743;0.688049;0.020181;0.997669;
5.001204;1.008662;1.001897;0.786715;0.695157;0.021998;0.997832;
5.008339;1.012877;1.001867;0.786674;0.702168;0.023745;0.997984;
5.015475;1.017017;1.001831;0.786619;0.709057;0.025420;0.998127;
5.022610;1.021070;1.001788;0.786551;0.715799;0.027017;0.998258;
5.029746;1.025021;1.001740;0.786470;0.722370;0.028532;0.998380;
5.036881;1.028858;1.001686;0.786377;0.728745;0.029963;0.998491;
5.044016;1.032569;1.001627;0.786272;0.734903;0.031306;0.998591;
5.051152;1.036140;1.001562;0.786155;0.740819;0.032558;0.998680;
5.058287;1.039560;1.001492;0.786028;0.746472;0.033719;0.998760;
5.065423;1.042818;1.001417;0.785890;0.751841;0.034785;0.998829;
5.072558;1.045903;1.001338;0.785742;0.756906;0.035757;0.998889;
5.079693;1.048805;1.001254;0.785585;0.761648;0.036633;0.998939;
5.086829;1.051515;1.001166;0.785420;0.766050;0.037412;0.998980;
5.093964;1.054024;1.001074;0.785246;0.770096;0.038094;0.999012;
5.101100;1.056325;1.000979;0.785066;0.773769;0.038680;0.999036;
5.108235;1.058408;1.000881;0.784879;0.777058;0.039170;0.999052;
5.115370;1.060270;1.000781;0.784686;0.779950;0.039564;0.999060;
5.122506;1.061902;1.000677;0.784488;0.782436;0.039862;0.999061;
5.129641;1.063301;1.000572;0.784287;0.784505;0.040066;0.999054;
5.136777;1.064463;1.000465;0.784082;0.786152;0.040177;0.999042;
5.143912;1.065384;1.000357;0.783874;0.787371;0.040196;0.999023;
5.151047;1.066062;1.000248;0.783665;0.788160;0.040123;0.998997;
5.158183;1.066496;1.000139;0.783455;0.788515;0.039962;0.998967;
5.172454;1.066629;0.999921;0.783037;0.787935;0.039377;0.998888;
5.186724;1.065792;0.999705;0.782625;0.785658;0.038452;0.998789;
5.200995;1.064004;0.999495;0.782226;0.781735;0.037199;0.998670;
5.213839;1.061605;0.999313;0.781883;0.776855;0.035802;0.998546;
5.225398;1.058834;0.999157;0.781591;0.771429;0.034334;0.998419;
5.235802;1.055866;0.999024;0.781344;0.765762;0.032849;0.998294;
5.245165;1.052832;0.998910;0.781135;0.760069;0.031386;0.998172;
5.254528;1.049475;0.998804;0.780943;0.753860;0.029809;0.998041;
5.262954;1.046193;0.998714;0.780783;0.747864;0.028296;0.997915;
5.271381;1.042684;0.998631;0.780638;0.741519;0.026701;0.997781;
5.278965;1.039344;0.998563;0.780519;0.735538;0.025198;0.997655;
5.286549;1.035848;0.998500;0.780414;0.729331;0.023636;0.997522;
5.294134;1.032208;0.998443;0.780322;0.722924;0.022020;0.997384;
5.301718;1.028441;0.998392;0.780242;0.716345;0.020355;0.997240;
5.309302;1.024560;0.998347;0.780177;0.709624;0.018644;0.997090;
5.316886;1.020580;0.998309;0.780126;0.702787;0.016895;0.996936;
5.324470;1.016518;0.998278;0.780089;0.695864;0.015113;0.996776;
5.332054;1.012389;0.998253;0.780066;0.688883;0.013304;0.996613;
5.339638;1.008208;0.998235;0.780058;0.681871;0.011473;0.996445;
5.347222;1.003992;0.998223;0.780065;0.674857;0.009629;0.996274;
5.354806;0.999756;0.998218;0.780085;0.667867;0.007777;0.996101;
5.362390;0.995516;0.998220;0.780121;0.660927;0.005925;0.995926;
5.369974;0.991288;0.998228;0.780170;0.654064;0.004080;0.995749;
5.377558;0.987087;0.998243;0.780234;0.647302;0.002250;0.995572;
5.385143;0.982928;0.998264;0.780311;0.640665;0.000442;0.995395;
5.392727;0.978827;0.998291;0.780403;0.634175;-0.001338;0.995220;
5.400311;0.974798;0.998324;0.780507;0.627855;-0.003079;0.995047;
5.407895;0.970855;0.998363;0.780624;0.621725;-0.004777;0.994877;
5.415479;0.967013;0.998408;0.780754;0.615804;-0.006422;0.994711;
5.423063;0.963283;0.998459;0.780896;0.610112;-0.008009;0.994549;
5.430647;0.959680;0.998514;0.781049;0.604665;-0.009529;0.994394;
5.438231;0.956215;0.998575;0.781214;0.599479;-0.010976;0.994246;
5.445815;0.952901;0.998640;0.781389;0.594569;-0.012343;0.994105;
5.453399;0.949747;0.998710;0.781573;0.589948;-0.013625;0.993973;
5.460983;0.946765;0.998784;0.781767;0.585629;-0.014814;0.993850;
5.468567;0.943964;0.998862;0.781970;0.581623;-0.015907;0.993738;
5.476152;0.941353;0.998944;0.782180;0.577940;-0.016897;0.993636;
5.483736;0.938941;0.999029;0.782398;0.574589;-0.017780;0.993546;
5.491320;0.936734;0.999117;0.782622;0.571577;-0.018552;0.993468;
5.498904;0.934740;0.999208;0.782851;0.568910;-0.019210;0.993403;
5.506488;0.932964;0.999301;0.783086;0.566595;-0.019750;0.993351;
5.514072;0.931413;0.999396;0.783325;0.564636;-0.020170;0.993312;
5.521656;0.930088;0.999492;0.783567;0.563037;-0.020469;0.993288;
5.529240;0.928996;0.999590;0.783813;0.561799;-0.020643;0.993277;
5.536824;0.928138;0.999689;0.784060;0.560924;-0.020694;0.993281;
5.544408;0.927515;0.999788;0.784308;0.560414;-0.020620;0.993299;
5.551992;0.927130;0.999888;0.784556;0.560267;-0.020422;0.993331;
5.567161;0.927069;1.000086;0.785050;0.561052;-0.019662;0.993437;
5.582329;0.927943;1.000282;0.785536;0.563256;-0.018428;0.993596;
5.597497;0.929732;1.000471;0.786009;0.566843;-0.016744;0.993806;
5.611128;0.932095;1.000635;0.786417;0.571207;-0.014870;0.994034;
5.623373;0.934800;1.000775;0.786767;0.576011;-0.012919;0.994268;
5.634394;0.937683;1.000894;0.787067;0.581017;-0.010967;0.994499;
5.644313;0.940621;1.000995;0.787322;0.586046;-0.009067;0.994720;
5.653239;0.943528;1.001080;0.787540;0.590976;-0.007253;0.994929;
5.662166;0.946665;1.001160;0.787744;0.596262;-0.005353;0.995146;
5.671093;0.950018;1.001234;0.787934;0.601882;-0.003380;0.995369;
5.679127;0.953204;1.001294;0.788093;0.607206;-0.001550;0.995573;
5.687161;0.956538;1.001350;0.788239;0.612760;0.000321;0.995779;
5.695195;0.960003;1.001399;0.788373;0.618523;0.002225;0.995987;
5.703229;0.963586;1.001443;0.788493;0.624473;0.004150;0.996194;
5.711263;0.967271;1.001480;0.788600;0.630587;0.006090;0.996401;
5.719297;0.971043;1.001512;0.788694;0.636843;0.008034;0.996605;
5.727331;0.974886;1.001537;0.788773;0.643214;0.009973;0.996805;
5.735365;0.978785;1.001555;0.788837;0.649675;0.011899;0.997002;
5.743399;0.982722;1.001568;0.788888;0.656200;0.013803;0.997193;
5.751433;0.986681;1.001573;0.788924;0.662763;0.015677;0.997378;
5.759467;0.990646;1.001572;0.788945;0.669336;0.017513;0.997556;
5.767501;0.994600;1.001564;0.788952;0.675891;0.019303;0.997726;
5.775535;0.998527;1.001550;0.788945;0.682400;0.021041;0.997888;
5.783569;1.002410;1.001530;0.788924;0.688835;0.022719;0.998041;
5.791603;1.006232;1.001503;0.788889;0.695168;0.024332;0.998185;
5.799637;1.009979;1.001469;0.788840;0.701372;0.025874;0.998319;
5.807671;1.013634;1.001430;0.788778;0.707418;0.027340;0.998444;
5.815706;1.017183;1.001385;0.788703;0.713280;0.028725;0.998558;
5.823740;1.020609;1.001334;0.788615;0.718931;0.030024;0.998662;
5.831774;1.023900;1.001277;0.788516;0.724347;0.031236;0.998756;
5.839808;1.027041;1.001215;0.788406;0.729501;0.032355;0.998840;
5.847842;1.030020;1.001148;0.788285;0.734372;0.033380;0.998914;
5.855876;1.032825;1.001076;0.788153;0.738936;0.034309;0.998977;
5.863910;1.035443;1.001000;0.788013;0.743172;0.035140;0.999031;
5.871944;1.037864;1.000920;0.787864;0.747063;0.035871;0.999075;
