time;NETWORK_LINE_i_a;NETWORK_LINE_i_b;NETWORK_LINE_i_c;NETWORK_B1_v_a;
0.004930;-0.013396;0.612178;-0.598782;0.143616;
0.004940;-0.015588;0.613234;-0.597647;0.139354;
0.004950;-0.017781;0.614286;-0.596505;0.135090;
0.004960;-0.019976;0.615332;-0.595356;0.130822;
0.004970;-0.022172;0.616372;-0.594201;0.126551;
0.004980;-0.024369;0.617408;-0.593039;0.122277;
0.004990;-0.026567;0.618437;-0.591870;0.118000;
0.005000;-0.028766;0.619462;-0.590696;0.113720;
0.005010;-0.030966;0.620481;-0.589514;0.109438;
0.005020;-0.033168;0.621494;-0.588326;0.105152;
0.005030;-0.035370;0.622502;-0.587132;0.100863;
0.005040;-0.037572;0.623504;-0.585932;0.096572;
0.005050;-0.039776;0.624501;-0.584725;0.092278;
0.005060;-0.041980;0.625491;-0.583511;0.087980;
0.005070;-0.044185;0.626477;-0.582292;0.083681;
0.005080;-0.046391;0.627456;-0.581066;0.079378;
0.005090;-0.048597;0.628430;-0.579833;0.075073;
0.005100;-0.050803;0.629398;-0.578595;0.070765;
0.005110;-0.053010;0.630360;-0.577350;0.066454;
0.005120;-0.055217;0.631317;-0.576100;0.062141;
0.005130;-0.057424;0.632267;-0.574843;0.057825;
0.005140;-0.059632;0.633212;-0.573580;0.053507;
0.005150;-0.061839;0.634150;-0.572311;0.049187;
0.005160;-0.064047;0.635083;-0.571036;0.044864;
0.005170;-0.066255;0.636010;-0.569755;0.040539;
0.005180;-0.068463;0.636930;-0.568467;0.036212;
0.005190;-0.070670;0.637845;-0.567174;0.031882;
0.005200;-0.072878;0.638753;-0.565875;0.027551;
0.005210;-0.075085;0.639656;-0.564570;0.023217;
0.005220;-0.077292;0.640552;-0.563260;0.018881;
0.005230;-0.079499;0.641442;-0.561943;0.014544;
0.005240;-0.081705;0.642326;-0.560621;0.010204;
0.005250;-0.083911;0.643204;-0.559293;0.005863;
0.005260;-0.086116;0.644075;-0.557959;0.001520;
0.005270;-0.088321;0.644940;-0.556619;-0.002825;
0.005280;-0.090525;0.645799;-0.555274;-0.007171;
0.005290;-0.092729;0.646652;-0.553923;-0.011519;
0.005300;-0.094932;0.647498;-0.552566;-0.015868;
0.005310;-0.097134;0.648337;-0.551204;-0.020218;
0.005320;-0.099335;0.649171;-0.549836;-0.024570;
0.005330;-0.101535;0.649998;-0.548462;-0.028923;
0.005340;-0.103735;0.650818;-0.547083;-0.033278;
0.005350;-0.105933;0.651632;-0.545699;-0.037633;
0.005360;-0.108131;0.652440;-0.544309;-0.041989;
0.005370;-0.110327;0.653241;-0.542914;-0.046347;
0.005380;-0.112522;0.654035;-0.541513;-0.050705;
0.005390;-0.114717;0.654823;-0.540107;-0.055064;
0.005400;-0.116909;0.655605;-0.538695;-0.059423;
0.005410;-0.119101;0.656380;-0.537279;-0.063783;
0.005420;-0.121291;0.657148;-0.535856;-0.068144;
0.005430;-0.123480;0.657909;-0.534429;-0.072505;
0.005440;-0.125668;0.658664;-0.532996;-0.076867;
0.005450;-0.127854;0.659412;-0.531558;-0.081229;
0.005460;-0.130039;0.660154;-0.530115;-0.085591;
0.005470;-0.132222;0.660889;-0.528667;-0.089953;
0.005480;-0.134403;0.661617;-0.527214;-0.094315;
0.005490;-0.136583;0.662338;-0.525755;-0.098677;
0.005500;-0.138762;0.663053;-0.524291;-0.103040;
0.005510;-0.140938;0.663761;-0.522823;-0.107402;
0.005520;-0.143113;0.664462;-0.521349;-0.111763;
0.005530;-0.145286;0.665156;-0.519870;-0.116125;
0.005540;-0.147458;0.665844;-0.518386;-0.120486;
0.005550;-0.149627;0.666524;-0.516897;-0.124846;
0.005560;-0.151795;0.667198;-0.515403;-0.129206;
0.005570;-0.153961;0.667865;-0.513904;-0.133565;
0.005580;-0.156125;0.668525;-0.512401;-0.137924;
0.005590;-0.158287;0.669179;-0.510892;-0.142282;
0.005600;-0.160447;0.669825;-0.509378;-0.146638;
0.005610;-0.162605;0.670465;-0.507860;-0.150994;
0.005620;-0.164760;0.671097;-0.506337;-0.155349;
0.005630;-0.166914;0.671723;-0.504809;-0.159703;
0.005640;-0.169066;0.672342;-0.503276;-0.164055;
0.005650;-0.171216;0.672954;-0.501738;-0.168407;
0.005660;-0.173363;0.673559;-0.500196;-0.172756;
0.005670;-0.175508;0.674157;-0.498649;-0.177105;
0.005680;-0.177651;0.674748;-0.497097;-0.181452;
0.005690;-0.179792;0.675332;-0.495540;-0.185797;
0.005700;-0.181930;0.675909;-0.493979;-0.190141;
0.005710;-0.184066;0.676479;-0.492413;-0.194483;
0.005720;-0.186200;0.677043;-0.490842;-0.198824;
0.005730;-0.188332;0.677599;-0.489267;-0.203162;
0.005740;-0.190461;0.678148;-0.487687;-0.207499;
0.005750;-0.192588;0.678691;-0.486103;-0.211833;
0.005760;-0.194712;0.679226;-0.484514;-0.216166;
0.005770;-0.196834;0.679754;-0.482920;-0.220496;
0.005780;-0.198954;0.680276;-0.481322;-0.224824;
0.005790;-0.201071;0.680790;-0.479719;-0.229150;
0.005800;-0.203185;0.681297;-0.478112;-0.233474;
0.005810;-0.205297;0.681798;-0.476500;-0.237795;
0.005820;-0.207407;0.682291;-0.474884;-0.242114;
0.005830;-0.209514;0.682777;-0.473264;-0.246430;
0.005840;-0.211618;0.683257;-0.471638;-0.250744;
0.005850;-0.213720;0.683729;-0.470009;-0.255055;
0.005860;-0.215819;0.684194;-0.468375;-0.259363;
0.005870;-0.217916;0.684653;-0.466737;-0.263668;
0.005880;-0.220010;0.685104;-0.465094;-0.267971;
0.005890;-0.222102;0.685548;-0.463447;-0.272271;
0.005900;-0.224190;0.685986;-0.461795;-0.276568;
0.005910;-0.226276;0.686416;-0.460139;-0.280862;
0.005920;-0.228360;0.686839;-0.458479;-0.285152;
0.005930;-0.230441;0.687255;-0.456815;-0.289440;
0.005940;-0.232519;0.687665;-0.455146;-0.293724;
0.005950;-0.234594;0.688067;-0.453473;-0.298005;
0.005960;-0.236666;0.688462;-0.451796;-0.302283;
0.005970;-0.238736;0.688850;-0.450114;-0.306558;
0.005980;-0.240803;0.689231;-0.448428;-0.310829;
0.005990;-0.242867;0.689605;-0.446738;-0.315097;
0.006000;-0.244929;0.689973;-0.445044;-0.319361;
0.006010;-0.246988;0.690333;-0.443345;-0.323622;
0.006020;-0.249043;0.690686;-0.441643;-0.327879;
0.006030;-0.251096;0.691032;-0.439936;-0.332132;
0.006040;-0.253147;0.691371;-0.438225;-0.336382;
0.006050;-0.255194;0.691703;-0.436509;-0.340628;
0.006060;-0.257239;0.692029;-0.434790;-0.344870;
0.006070;-0.259280;0.692347;-0.433067;-0.349108;
0.006080;-0.261319;0.692658;-0.431339;-0.353342;
0.006090;-0.263355;0.692962;-0.429607;-0.357573;
0.006100;-0.265388;0.693259;-0.427872;-0.361799;
0.006110;-0.267418;0.693550;-0.426132;-0.366021;
0.006120;-0.269445;0.693833;-0.424388;-0.370240;
0.006130;-0.271469;0.694109;-0.422640;-0.374454;
0.006140;-0.273491;0.694378;-0.420888;-0.378664;
0.006150;-0.275509;0.694641;-0.419132;-0.382870;
0.006160;-0.277524;0.694896;-0.417372;-0.387071;
0.006170;-0.279537;0.695145;-0.415608;-0.391269;
0.006180;-0.281546;0.695386;-0.413840;-0.395462;
0.006190;-0.283553;0.695620;-0.412068;-0.399650;
0.006200;-0.285556;0.695848;-0.410292;-0.403834;
0.006210;-0.287556;0.696069;-0.408512;-0.408014;
0.006220;-0.289554;0.696282;-0.406728;-0.412189;
0.006230;-0.291548;0.696489;-0.404941;-0.416360;
0.006240;-0.293540;0.696689;-0.403149;-0.420526;
0.006250;-0.295528;0.696881;-0.401354;-0.424688;
0.006260;-0.297513;0.697067;-0.399554;-0.428844;
0.006270;-0.299495;0.697246;-0.397751;-0.432997;
0.006280;-0.301474;0.697418;-0.395944;-0.437144;
0.006290;-0.303450;0.697583;-0.394133;-0.441287;
0.006300;-0.305423;0.697741;-0.392318;-0.445425;
0.006310;-0.307393;0.697893;-0.390500;-0.449558;
0.006320;-0.309359;0.698037;-0.388677;-0.453686;
0.006330;-0.311323;0.698174;-0.386851;-0.457809;
0.006340;-0.313283;0.698305;-0.385022;-0.461928;
0.006350;-0.315240;0.698428;-0.383188;-0.466041;
0.006360;-0.317194;0.698545;-0.381351;-0.470150;
0.006370;-0.319145;0.698655;-0.379510;-0.474253;
0.006380;-0.321093;0.698757;-0.377665;-0.478352;
0.006390;-0.323037;0.698853;-0.375816;-0.482445;
0.006400;-0.324978;0.698943;-0.373964;-0.486533;
0.006410;-0.326916;0.699025;-0.372108;-0.490616;
0.006420;-0.328851;0.699100;-0.370249;-0.494694;
0.006430;-0.330782;0.699168;-0.368386;-0.498767;
0.006440;-0.332711;0.699230;-0.366519;-0.502834;
0.006450;-0.334636;0.699284;-0.364649;-0.506896;
0.006460;-0.336557;0.699332;-0.362775;-0.510953;
0.006470;-0.338476;0.699373;-0.360898;-0.515004;
0.006480;-0.340391;0.699407;-0.359017;-0.519050;
0.006490;-0.342302;0.699434;-0.357132;-0.523090;
0.006500;-0.344211;0.699454;-0.355244;-0.527126;
0.006510;-0.346116;0.699468;-0.353352;-0.531155;
0.006520;-0.348017;0.699474;-0.351457;-0.535179;
0.006530;-0.349915;0.699474;-0.349559;-0.539198;
0.006540;-0.351810;0.699467;-0.347657;-0.543211;
0.006550;-0.353702;0.699453;-0.345751;-0.547218;
0.006560;-0.355590;0.699432;-0.343842;-0.551220;
0.006570;-0.357474;0.699404;-0.341930;-0.555216;
0.006580;-0.359355;0.699370;-0.340014;-0.559207;
0.006590;-0.361233;0.699328;-0.338095;-0.563192;
0.006600;-0.363107;0.699280;-0.336173;-0.567171;
0.006610;-0.364978;0.699225;-0.334247;-0.571144;
0.006620;-0.366845;0.699163;-0.332318;-0.575111;
0.006630;-0.368708;0.699094;-0.330385;-0.579073;
0.006640;-0.370569;0.699018;-0.328450;-0.583028;
0.006650;-0.372425;0.698936;-0.326511;-0.586978;
0.006660;-0.374278;0.698847;-0.324569;-0.590922;
0.006670;-0.376127;0.698750;-0.322623;-0.594860;
0.006680;-0.377973;0.698647;-0.320674;-0.598792;
0.006690;-0.379815;0.698538;-0.318722;-0.602717;
0.006700;-0.381654;0.698421;-0.316767;-0.606637;
0.006710;-0.383489;0.698298;-0.314809;-0.610551;
0.006720;-0.385320;0.698167;-0.312848;-0.614459;
0.006730;-0.387147;0.698030;-0.310883;-0.618360;
0.006740;-0.388971;0.697886;-0.308915;-0.622255;
0.006750;-0.390791;0.697736;-0.306944;-0.626144;
0.006760;-0.392607;0.697578;-0.304971;-0.630027;
0.006770;-0.394420;0.697414;-0.302994;-0.633904;
0.006780;-0.396229;0.697242;-0.301014;-0.637774;
0.006790;-0.398034;0.697064;-0.299031;-0.641638;
0.006800;-0.399835;0.696880;-0.297045;-0.645495;
0.006810;-0.401632;0.696688;-0.295056;-0.649347;
0.006820;-0.403426;0.696490;-0.293064;-0.653191;
0.006830;-0.405216;0.696285;-0.291069;-0.657030;
0.006840;-0.407001;0.696073;-0.289071;-0.660861;
0.006850;-0.408783;0.695854;-0.287070;-0.664687;
0.006860;-0.410561;0.695628;-0.285067;-0.668505;
0.006870;-0.412335;0.695396;-0.283060;-0.672317;
0.006880;-0.414105;0.695157;-0.281051;-0.676123;
0.006890;-0.415872;0.694911;-0.279039;-0.679922;
0.006900;-0.417634;0.694658;-0.277024;-0.683714;
0.006910;-0.419392;0.694398;-0.275006;-0.687499;
0.006920;-0.421146;0.694132;-0.272986;-0.691278;
0.006930;-0.422896;0.693859;-0.270962;-0.695050;
0.006940;-0.424642;0.693579;-0.268936;-0.698815;
0.006950;-0.426384;0.693292;-0.266908;-0.702574;
0.006960;-0.428122;0.692999;-0.264876;-0.706325;
0.006970;-0.429856;0.692698;-0.262842;-0.710070;
0.006980;-0.431586;0.692391;-0.260806;-0.713807;
0.006990;-0.433311;0.692078;-0.258766;-0.717538;
0.007000;-0.435033;0.691757;-0.256724;-0.721261;
0.007010;-0.436750;0.691430;-0.254680;-0.724978;
0.007020;-0.438463;0.691096;-0.252633;-0.728687;
0.007030;-0.440172;0.690755;-0.250583;-0.732390;
0.007040;-0.441876;0.690407;-0.248531;-0.736085;
0.007050;-0.443576;0.690053;-0.246476;-0.739773;
0.007060;-0.445272;0.689691;-0.244419;-0.743454;
0.007070;-0.446964;0.689324;-0.242360;-0.747128;
0.007080;-0.448651;0.688949;-0.240298;-0.750794;
0.007090;-0.450334;0.688567;-0.238233;-0.754453;
0.007100;-0.452013;0.688179;-0.236166;-0.758105;
0.007110;-0.453687;0.687784;-0.234097;-0.761749;
0.007120;-0.455357;0.687383;-0.232026;-0.765386;
0.007130;-0.457023;0.686974;-0.229952;-0.769016;
0.007140;-0.458684;0.686559;-0.227875;-0.772638;
0.007150;-0.460340;0.686137;-0.225797;-0.776252;
0.007160;-0.461992;0.685709;-0.223716;-0.779859;
0.007170;-0.463640;0.685273;-0.221633;-0.783458;
0.007180;-0.465283;0.684831;-0.219548;-0.787050;
0.007190;-0.466922;0.684382;-0.217460;-0.790634;
0.007200;-0.468556;0.683927;-0.215371;-0.794210;
0.007210;-0.470185;0.683465;-0.213279;-0.797779;
0.007220;-0.471810;0.682996;-0.211185;-0.801340;
0.007230;-0.473431;0.682520;-0.209089;-0.804893;
0.007240;-0.475047;0.682037;-0.206991;-0.808438;
0.007250;-0.476658;0.681548;-0.204891;-0.811976;
0.007260;-0.478264;0.681053;-0.202789;-0.815505;
0.007270;-0.479866;0.680550;-0.200684;-0.819027;
0.007280;-0.481463;0.680041;-0.198578;-0.822541;
0.007290;-0.483055;0.679525;-0.196470;-0.826046;
0.007300;-0.484643;0.679002;-0.194359;-0.829544;
0.007310;-0.486226;0.678473;-0.192247;-0.833033;
0.007320;-0.487804;0.677937;-0.190133;-0.836515;
0.007330;-0.489378;0.677395;-0.188017;-0.839988;
0.007340;-0.490946;0.676845;-0.185899;-0.843453;
0.007350;-0.492510;0.676289;-0.183779;-0.846910;
0.007360;-0.494069;0.675727;-0.181658;-0.850359;
0.007370;-0.495623;0.675158;-0.179535;-0.853799;
0.007380;-0.497172;0.674582;-0.177409;-0.857231;
0.007390;-0.498717;0.673999;-0.175282;-0.860655;
0.007400;-0.500256;0.673410;-0.173154;-0.864070;
0.007410;-0.501791;0.672814;-0.171023;-0.867477;
0.007420;-0.503320;0.672211;-0.168891;-0.870875;
0.007430;-0.504845;0.671602;-0.166757;-0.874265;
0.007440;-0.506365;0.670987;-0.164622;-0.877646;
0.007450;-0.507879;0.670364;-0.162485;-0.881019;
0.007460;-0.509389;0.669735;-0.160346;-0.884383;
0.007470;-0.510894;0.669100;-0.158206;-0.887739;
0.007480;-0.512393;0.668457;-0.156064;-0.891086;
0.007490;-0.513888;0.667809;-0.153921;-0.894424;
0.007500;-0.515377;0.667153;-0.151776;-0.897753;
0.007510;-0.516862;0.666491;-0.149629;-0.901074;
0.007520;-0.518341;0.665823;-0.147481;-0.904386;
0.007530;-0.519815;0.665148;-0.145332;-0.907689;
0.007540;-0.521284;0.664466;-0.143181;-0.910983;
0.007550;-0.522748;0.663778;-0.141029;-0.914268;
0.007560;-0.524207;0.663083;-0.138875;-0.917544;
0.007570;-0.525661;0.662381;-0.136721;-0.920811;
0.007580;-0.527109;0.661673;-0.134564;-0.924070;
0.007590;-0.528552;0.660959;-0.132407;-0.927319;
0.007600;-0.529990;0.660238;-0.130248;-0.930559;
0.007610;-0.531423;0.659510;-0.128087;-0.933790;
0.007620;-0.532850;0.658776;-0.125926;-0.937012;
0.007630;-0.534273;0.658036;-0.123763;-0.940224;
0.007640;-0.535689;0.657289;-0.121599;-0.943428;
0.007650;-0.537101;0.656535;-0.119434;-0.946622;
0.007660;-0.538507;0.655775;-0.117268;-0.949807;
0.007670;-0.539908;0.655008;-0.115100;-0.952982;
0.007680;-0.541304;0.654235;-0.112932;-0.956148;
0.007690;-0.542694;0.653456;-0.110762;-0.959305;
0.007700;-0.544079;0.652670;-0.108591;-0.962453;
0.007710;-0.545458;0.651877;-0.106419;-0.965590;
0.007720;-0.546832;0.651078;-0.104246;-0.968719;
0.007730;-0.548201;0.650273;-0.102072;-0.971838;
0.007740;-0.549564;0.649461;-0.099897;-0.974947;
0.007750;-0.550922;0.648643;-0.097722;-0.978047;
0.007760;-0.552274;0.647819;-0.095545;-0.981137;
0.007770;-0.553621;0.646988;-0.093367;-0.984217;
0.007780;-0.554962;0.646150;-0.091188;-0.987288;
0.007790;-0.556298;0.645306;-0.089009;-0.990349;
0.007800;-0.557628;0.644456;-0.086828;-0.993400;
0.007810;-0.558953;0.643600;-0.084647;-0.996442;
0.007820;-0.560272;0.642737;-0.082465;-0.999473;
0.007830;-0.561585;0.641867;-0.080282;-1.002495;
0.007840;-0.562893;0.640992;-0.078098;-1.005507;
0.007850;-0.564196;0.640110;-0.075914;-1.008509;
0.007860;-0.565493;0.639221;-0.073728;-1.011501;
0.007870;-0.566784;0.638327;-0.071543;-1.014483;
0.007880;-0.568070;0.637426;-0.069356;-1.017456;
0.007890;-0.569350;0.636518;-0.067169;-1.020418;
0.007900;-0.570624;0.635605;-0.064981;-1.023370;
0.007910;-0.571893;0.634685;-0.062792;-1.026312;
0.007920;-0.573156;0.633759;-0.060603;-1.029243;
0.007930;-0.574413;0.632826;-0.058413;-1.032165;
0.007940;-0.575665;0.631887;-0.056223;-1.035076;
0.007950;-0.576910;0.630943;-0.054032;-1.037978;
0.007960;-0.578151;0.629991;-0.051841;-1.040868;
0.007970;-0.579385;0.629034;-0.049649;-1.043749;
0.007980;-0.580614;0.628070;-0.047457;-1.046620;
0.007990;-0.581837;0.627100;-0.045264;-1.049480;
0.008000;-0.583054;0.626124;-0.043070;-1.052329;
0.008010;-0.584265;0.625142;-0.040877;-1.055168;
0.008020;-0.585471;0.624154;-0.038683;-1.057997;
0.008030;-0.586671;0.623159;-0.036488;-1.060816;
0.008040;-0.587864;0.622158;-0.034294;-1.063624;
0.008050;-0.589053;0.621151;-0.032099;-1.066421;
0.008060;-0.590235;0.620138;-0.029903;-1.069208;
0.008070;-0.591411;0.619119;-0.027708;-1.071984;
0.008080;-0.592582;0.618093;-0.025512;-1.074750;
0.008090;-0.593747;0.617062;-0.023315;-1.077505;
0.008100;-0.594905;0.616024;-0.021119;-1.080249;
0.008110;-0.596058;0.614981;-0.018922;-1.082983;
0.008120;-0.597205;0.613931;-0.016726;-1.085706;
0.008130;-0.598346;0.612875;-0.014529;-1.088418;
0.008140;-0.599481;0.611813;-0.012332;-1.091119;
0.008150;-0.600611;0.610745;-0.010135;-1.093810;
0.008160;-0.601734;0.609671;-0.007937;-1.096490;
0.008170;-0.602851;0.608591;-0.005740;-1.099159;
0.008180;-0.603962;0.607505;-0.003543;-1.101817;
0.008190;-0.605068;0.606413;-0.001345;-1.104464;
0.008200;-0.606167;0.605315;0.000852;-1.107101;
0.008210;-0.607261;0.604211;0.003049;-1.109726;
0.008220;-0.608348;0.603101;0.005247;-1.112340;
0.008230;-0.609429;0.601985;0.007444;-1.114944;
0.008240;-0.610504;0.600863;0.009641;-1.117536;
0.008250;-0.611574;0.599735;0.011838;-1.120117;
0.008260;-0.612637;0.598602;0.014035;-1.122688;
0.008270;-0.613694;0.597462;0.016232;-1.125247;
0.008280;-0.614745;0.596316;0.018429;-1.127795;
0.008290;-0.615790;0.595165;0.020625;-1.130331;
0.008300;-0.616829;0.594008;0.022821;-1.132857;
0.008310;-0.617862;0.592844;0.025017;-1.135371;
0.008320;-0.618888;0.591675;0.027213;-1.137875;
0.008330;-0.619909;0.590500;0.029408;-1.140367;
0.008340;-0.620923;0.589320;0.031604;-1.142847;
0.008350;-0.621931;0.588133;0.033798;-1.145316;
0.008360;-0.622933;0.586941;0.035993;-1.147774;
0.008370;-0.623929;0.585742;0.038187;-1.150221;
0.008380;-0.624919;0.584538;0.040381;-1.152656;
0.008390;-0.625903;0.583329;0.042574;-1.155080;
0.008400;-0.626880;0.582113;0.044767;-1.157493;
0.008410;-0.627851;0.580892;0.046960;-1.159894;
0.008420;-0.628816;0.579665;0.049152;-1.162283;
0.008430;-0.629775;0.578432;0.051343;-1.164661;
0.008440;-0.630728;0.577194;0.053534;-1.167027;
0.008450;-0.631674;0.575950;0.055725;-1.169382;
0.008460;-0.632614;0.574700;0.057915;-1.171726;
0.008470;-0.633548;0.573444;0.060104;-1.174058;
0.008480;-0.634476;0.572183;0.062293;-1.176378;
0.008490;-0.635397;0.570916;0.064481;-1.178686;
0.008500;-0.636312;0.569644;0.066668;-1.180983;
0.008510;-0.637221;0.568366;0.068855;-1.183268;
0.008520;-0.638123;0.567082;0.071041;-1.185542;
0.008530;-0.639019;0.565793;0.073227;-1.187803;
0.008540;-0.639909;0.564498;0.075411;-1.190053;
0.008550;-0.640793;0.563197;0.077595;-1.192292;
0.008560;-0.641670;0.561891;0.079779;-1.194518;
0.008570;-0.642541;0.560580;0.081961;-1.196733;
0.008580;-0.643406;0.559263;0.084143;-1.198936;
0.008590;-0.644264;0.557940;0.086323;-1.201127;
0.008600;-0.645116;0.556612;0.088503;-1.203306;
0.008610;-0.645961;0.555279;0.090682;-1.205473;
0.008620;-0.646800;0.553940;0.092861;-1.207628;
0.008630;-0.647633;0.552595;0.095038;-1.209771;
0.008640;-0.648459;0.551245;0.097214;-1.211903;
0.008650;-0.649279;0.549890;0.099389;-1.214022;
0.008660;-0.650093;0.548529;0.101564;-1.216130;
0.008670;-0.650900;0.547163;0.103737;-1.218225;
0.008680;-0.651700;0.545791;0.105910;-1.220308;
0.008690;-0.652495;0.544414;0.108081;-1.222380;
0.008700;-0.653283;0.543031;0.110251;-1.224439;
0.008710;-0.654064;0.541644;0.112420;-1.226486;
0.008720;-0.654839;0.540251;0.114588;-1.228521;
0.008730;-0.655607;0.538852;0.116755;-1.230544;
0.008740;-0.656369;0.537448;0.118921;-1.232554;
0.008750;-0.657125;0.536039;0.121085;-1.234553;
0.008760;-0.657874;0.534625;0.123249;-1.236539;
0.008770;-0.658617;0.533205;0.125411;-1.238513;
0.008780;-0.659353;0.531781;0.127572;-1.240475;
0.008790;-0.660082;0.530350;0.129732;-1.242425;
0.008800;-0.660805;0.528915;0.131890;-1.244362;
0.008810;-0.661522;0.527475;0.134047;-1.246287;
0.008820;-0.662232;0.526029;0.136203;-1.248200;
0.008830;-0.662935;0.524578;0.138357;-1.250100;
0.008840;-0.663632;0.523122;0.140510;-1.251989;
0.008850;-0.664323;0.521660;0.142662;-1.253864;
0.008860;-0.665007;0.520194;0.144812;-1.255728;
0.008870;-0.665684;0.518723;0.146961;-1.257578;
0.008880;-0.666355;0.517246;0.149109;-1.259417;
0.008890;-0.667019;0.515764;0.151255;-1.261243;
0.008900;-0.667676;0.514277;0.153399;-1.263057;
0.008910;-0.668327;0.512785;0.155542;-1.264858;
0.008920;-0.668972;0.511288;0.157683;-1.266647;
0.008930;-0.669610;0.509786;0.159823;-1.268423;
0.008940;-0.670241;0.508279;0.161962;-1.270186;
0.008950;-0.670866;0.506767;0.164098;-1.271937;
0.008960;-0.671484;0.505250;0.166233;-1.273676;
0.008970;-0.672095;0.503728;0.168367;-1.275402;
0.008980;-0.672700;0.502201;0.170499;-1.277115;
0.008990;-0.673298;0.500669;0.172629;-1.278816;
0.009000;-0.673889;0.499132;0.174757;-1.280504;
0.009010;-0.674474;0.497590;0.176884;-1.282180;
0.009020;-0.675052;0.496044;0.179009;-1.283843;
0.009030;-0.675624;0.494492;0.181132;-1.285493;
0.009040;-0.676189;0.492936;0.183253;-1.287131;
0.009050;-0.676747;0.491374;0.185373;-1.288755;
0.009060;-0.677299;0.489808;0.187491;-1.290367;
0.009070;-0.677843;0.488237;0.189606;-1.291967;
0.009080;-0.678382;0.486661;0.191721;-1.293553;
0.009090;-0.678913;0.485080;0.193833;-1.295127;
0.009100;-0.679438;0.483495;0.195943;-1.296688;
0.009110;-0.679956;0.481905;0.198051;-1.298237;
0.009120;-0.680468;0.480310;0.200158;-1.299772;
0.009130;-0.680972;0.478710;0.202262;-1.301295;
0.009140;-0.681470;0.477106;0.204364;-1.302805;
0.009150;-0.681961;0.475497;0.206465;-1.304302;
0.009160;-0.682446;0.473883;0.208563;-1.305786;
0.009170;-0.682924;0.472264;0.210659;-1.307257;
0.009180;-0.683395;0.470641;0.212754;-1.308715;
0.009190;-0.683859;0.469014;0.214846;-1.310161;
0.009200;-0.684317;0.467381;0.216936;-1.311593;
0.009210;-0.684768;0.465744;0.219024;-1.313013;
0.009220;-0.685212;0.464103;0.221109;-1.314419;
0.009230;-0.685649;0.462456;0.223193;-1.315813;
0.009240;-0.686080;0.460806;0.225274;-1.317193;
0.009250;-0.686504;0.459150;0.227353;-1.318561;
0.009260;-0.686921;0.457490;0.229430;-1.319916;
0.009270;-0.687331;0.455826;0.231505;-1.321257;
0.009280;-0.687734;0.454157;0.233577;-1.322586;
0.009290;-0.688131;0.452484;0.235647;-1.323902;
0.009300;-0.688521;0.450806;0.237715;-1.325204;
0.009310;-0.688904;0.449124;0.239780;-1.326493;
0.009320;-0.689280;0.447437;0.241843;-1.327770;
0.009330;-0.689650;0.445746;0.243904;-1.329033;
0.009340;-0.690013;0.444051;0.245962;-1.330283;
0.009350;-0.690369;0.442351;0.248018;-1.331520;
0.009360;-0.690718;0.440647;0.250071;-1.332744;
0.009370;-0.691060;0.438938;0.252122;-1.333955;
