time;CAPBUS_cap_p_v_0_;CAPBUS_cap_p_v_1_;CAPBUS_cap_p_v_2_;MACHINE_machine_terminal_i_0_;MACHINE_machine_terminal_i_1_;MACHINE_machine_terminal_i_2_;MACHINE_machine_Wr;MACHINE_machine_dtheta;MACHINE_machine_Te;
0.781160;1.239288;-0.324968;-0.914352;-0.300011;0.071908;0.230806;0.999128;1.926299;0.609513;
0.781180;1.237126;-0.317152;-0.920006;-0.299422;0.069956;0.232167;0.999128;1.926293;0.609520;
0.781200;1.234916;-0.309323;-0.925624;-0.298820;0.068002;0.233519;0.999128;1.926288;0.609527;
0.781220;1.232657;-0.301483;-0.931206;-0.298206;0.066045;0.234861;0.999128;1.926282;0.609534;
0.781240;1.230350;-0.293630;-0.936752;-0.297580;0.064086;0.236194;0.999128;1.926277;0.609542;
0.781260;1.227994;-0.285766;-0.942260;-0.296942;0.062124;0.237518;0.999128;1.926271;0.609550;
0.781280;1.225590;-0.277890;-0.947731;-0.296293;0.060160;0.238832;0.999128;1.926266;0.609558;
0.781300;1.223138;-0.270004;-0.953165;-0.295631;0.058193;0.240136;0.999128;1.926260;0.609566;
0.781320;1.220637;-0.262107;-0.958562;-0.294958;0.056224;0.241431;0.999128;1.926255;0.609575;
0.781340;1.218089;-0.254200;-0.963920;-0.294273;0.054253;0.242716;0.999128;1.926250;0.609584;
0.781360;1.215492;-0.246283;-0.969241;-0.293576;0.052280;0.243992;0.999128;1.926244;0.609594;
0.781380;1.212848;-0.238356;-0.974523;-0.292867;0.050305;0.245257;0.999128;1.926239;0.609603;
0.781400;1.210155;-0.230420;-0.979767;-0.292147;0.048328;0.246513;0.999128;1.926233;0.609613;
0.781420;1.207415;-0.222474;-0.984972;-0.291415;0.046349;0.247759;0.999128;1.926228;0.609623;
0.781440;1.204627;-0.214520;-0.990138;-0.290671;0.044368;0.248995;0.999128;1.926222;0.609634;
0.781460;1.201792;-0.206558;-0.995265;-0.289916;0.042386;0.250222;0.999128;1.926217;0.609644;
0.781480;1.198908;-0.198587;-1.000353;-0.289149;0.040402;0.251438;0.999128;1.926211;0.609655;
0.781500;1.195978;-0.190608;-1.005401;-0.288370;0.038416;0.252644;0.999128;1.926206;0.609666;
0.781520;1.193000;-0.182622;-1.010409;-0.287580;0.036430;0.253840;0.999128;1.926200;0.609678;
0.781540;1.189974;-0.174629;-1.015377;-0.286778;0.034441;0.255026;0.999128;1.926195;0.609690;
0.781560;1.186902;-0.166628;-1.020305;-0.285965;0.032452;0.256202;0.999128;1.926189;0.609702;
0.781580;1.183782;-0.158621;-1.025193;-0.285141;0.030461;0.257368;0.999128;1.926184;0.609714;
0.781600;1.180615;-0.150607;-1.030040;-0.284305;0.028469;0.258523;0.999128;1.926178;0.609727;
0.781620;1.177402;-0.142587;-1.034846;-0.283458;0.026476;0.259668;0.999128;1.926173;0.609740;
0.781640;1.174141;-0.134561;-1.039612;-0.282599;0.024483;0.260803;0.999128;1.926167;0.609753;
0.781660;1.170834;-0.126529;-1.044336;-0.281729;0.022488;0.261927;0.999128;1.926162;0.609767;
0.781680;1.167481;-0.118493;-1.049019;-0.280848;0.020492;0.263040;0.999128;1.926156;0.609780;
0.781700;1.164081;-0.110451;-1.053661;-0.279956;0.018496;0.264144;0.999128;1.926151;0.609794;
0.781720;1.160635;-0.102405;-1.058261;-0.279053;0.016499;0.265236;0.999128;1.926145;0.609809;
0.781740;1.157143;-0.094354;-1.062820;-0.278138;0.014502;0.266318;0.999128;1.926140;0.609823;
0.781760;1.153605;-0.086300;-1.067336;-0.277212;0.012504;0.267390;0.999128;1.926134;0.609838;
0.781780;1.150021;-0.078242;-1.071811;-0.276275;0.010505;0.268451;0.999128;1.926129;0.609853;
0.781800;1.146392;-0.070180;-1.076243;-0.275327;0.008507;0.269501;0.999128;1.926124;0.609868;
0.781820;1.142718;-0.062116;-1.080634;-0.274369;0.006508;0.270540;0.999128;1.926118;0.609883;
0.781840;1.138999;-0.054049;-1.084981;-0.273399;0.004509;0.271569;0.999128;1.926113;0.609899;
0.781860;1.135235;-0.045980;-1.089286;-0.272418;0.002510;0.272587;0.999128;1.926107;0.609915;
0.781880;1.131426;-0.037908;-1.093548;-0.271426;0.000510;0.273593;0.999128;1.926102;0.609931;
0.781900;1.127572;-0.029836;-1.097768;-0.270424;-0.001489;0.274589;0.999128;1.926096;0.609948;
0.781920;1.123674;-0.021762;-1.101944;-0.269411;-0.003488;0.275574;0.999128;1.926091;0.609965;
0.781940;1.119732;-0.013687;-1.106077;-0.268387;-0.005487;0.276548;0.999128;1.926085;0.609982;
0.781960;1.115746;-0.005611;-1.110166;-0.267352;-0.007485;0.277511;0.999128;1.926080;0.609999;
0.781980;1.111716;0.002464;-1.114212;-0.266306;-0.009483;0.278463;0.999128;1.926074;0.610016;
0.782000;1.107643;0.010540;-1.118213;-0.265250;-0.011481;0.279404;0.999128;1.926069;0.610034;
0.782020;1.103526;0.018614;-1.122171;-0.264184;-0.013478;0.280334;0.999128;1.926063;0.610052;
0.782040;1.099365;0.026688;-1.126085;-0.263107;-0.015474;0.281253;0.999128;1.926058;0.610070;
0.782060;1.095162;0.034761;-1.129954;-0.262019;-0.017470;0.282160;0.999128;1.926052;0.610089;
0.782080;1.090915;0.042833;-1.133779;-0.260921;-0.019465;0.283056;0.999128;1.926047;0.610108;
0.782100;1.086626;0.050902;-1.137559;-0.259813;-0.021459;0.283941;0.999128;1.926041;0.610127;
0.782120;1.082294;0.058969;-1.141294;-0.258694;-0.023452;0.284815;0.999128;1.926036;0.610146;
0.782140;1.077919;0.067034;-1.144984;-0.257565;-0.025444;0.285677;0.999128;1.926030;0.610165;
0.782160;1.073502;0.075096;-1.148629;-0.256425;-0.027435;0.286528;0.999128;1.926025;0.610185;
0.782180;1.069043;0.083155;-1.152229;-0.255276;-0.029425;0.287367;0.999128;1.926019;0.610205;
0.782200;1.064541;0.091210;-1.155783;-0.254100;-0.031414;0.288180;0.999128;1.926014;0.610225;
0.782220;1.059998;0.099262;-1.159291;-0.252931;-0.033400;0.288996;0.999128;1.926008;0.610245;
0.782240;1.055413;0.107310;-1.162753;-0.251751;-0.035385;0.289801;0.999128;1.926003;0.610266;
0.782260;1.050785;0.115353;-1.166170;-0.250562;-0.037368;0.290594;0.999128;1.925997;0.610287;
0.782280;1.046117;0.123392;-1.169540;-0.249362;-0.039350;0.291376;0.999128;1.925992;0.610308;
0.782300;1.041406;0.131425;-1.172863;-0.248153;-0.041330;0.292146;0.999128;1.925986;0.610330;
0.782320;1.036655;0.139454;-1.176140;-0.246934;-0.043309;0.292905;0.999128;1.925981;0.610351;
0.782340;1.031862;0.147477;-1.179370;-0.245705;-0.045285;0.293652;0.999128;1.925976;0.610373;
0.782360;1.027028;0.155494;-1.182554;-0.244466;-0.047260;0.294387;0.999128;1.925970;0.610395;
0.782380;1.022154;0.163505;-1.185690;-0.243218;-0.049232;0.295110;0.999128;1.925965;0.610418;
0.782400;1.017239;0.171510;-1.188780;-0.241960;-0.051203;0.295822;0.999127;1.925959;0.610440;
0.782420;1.012283;0.179507;-1.191822;-0.240692;-0.053172;0.296522;0.999127;1.925954;0.610463;
0.782440;1.007288;0.187498;-1.194817;-0.239415;-0.055138;0.297210;0.999127;1.925948;0.610486;
0.782460;1.002252;0.195481;-1.197764;-0.238128;-0.057102;0.297887;0.999127;1.925943;0.610509;
0.782480;0.997177;0.203456;-1.200665;-0.236831;-0.059064;0.298552;0.999127;1.925937;0.610532;
0.782500;0.992063;0.211424;-1.203517;-0.235525;-0.061023;0.299204;0.999127;1.925932;0.610556;
0.782520;0.986909;0.219382;-1.206323;-0.234210;-0.062980;0.299845;0.999127;1.925926;0.610580;
0.782540;0.981717;0.227332;-1.209080;-0.232885;-0.064935;0.300474;0.999127;1.925921;0.610603;
0.782560;0.976486;0.235273;-1.211790;-0.231551;-0.066886;0.301091;0.999127;1.925915;0.610627;
0.782580;0.971218;0.243204;-1.214453;-0.230208;-0.068836;0.301696;0.999127;1.925910;0.610651;
0.782600;0.965911;0.251126;-1.217067;-0.228855;-0.070782;0.302290;0.999127;1.925904;0.610675;
0.782620;0.960566;0.259037;-1.219634;-0.227494;-0.072725;0.302871;0.999127;1.925899;0.610700;
0.782640;0.955185;0.266938;-1.222153;-0.226123;-0.074666;0.303440;0.999127;1.925893;0.610724;
0.782660;0.949766;0.274828;-1.224624;-0.224743;-0.076603;0.303997;0.999127;1.925888;0.610749;
0.782680;0.944310;0.282707;-1.227048;-0.223354;-0.078538;0.304542;0.999127;1.925882;0.610774;
0.782700;0.938818;0.290574;-1.229423;-0.221957;-0.080469;0.305075;0.999127;1.925877;0.610799;
0.782720;0.933289;0.298430;-1.231750;-0.220550;-0.082397;0.305596;0.999127;1.925871;0.610824;
0.782740;0.927724;0.306274;-1.234029;-0.219135;-0.084322;0.306104;0.999127;1.925866;0.610849;
0.782760;0.922123;0.314105;-1.236259;-0.217710;-0.086244;0.306601;0.999127;1.925860;0.610875;
0.782780;0.916487;0.321924;-1.238442;-0.216277;-0.088162;0.307085;0.999127;1.925855;0.610900;
0.782800;0.910814;0.329730;-1.240575;-0.214836;-0.090076;0.307557;0.999127;1.925849;0.610926;
0.782820;0.905107;0.337523;-1.242660;-0.213386;-0.091987;0.308017;0.999127;1.925844;0.610952;
0.782840;0.899364;0.345302;-1.244697;-0.211927;-0.093894;0.308465;0.999127;1.925838;0.610978;
0.782860;0.893586;0.353067;-1.246684;-0.210460;-0.095798;0.308901;0.999127;1.925833;0.611004;
0.782880;0.887773;0.360819;-1.248622;-0.208984;-0.097697;0.309324;0.999127;1.925827;0.611031;
0.782900;0.881925;0.368556;-1.250512;-0.207501;-0.099593;0.309735;0.999127;1.925822;0.611057;
0.782920;0.876042;0.376278;-1.252352;-0.206008;-0.101485;0.310134;0.999127;1.925817;0.611084;
0.782940;0.870125;0.383986;-1.254142;-0.204508;-0.103372;0.310521;0.999127;1.925811;0.611111;
0.782960;0.864174;0.391679;-1.255883;-0.202999;-0.105256;0.310895;0.999127;1.925806;0.611138;
0.782980;0.858188;0.399356;-1.257575;-0.201483;-0.107135;0.311257;0.999127;1.925800;0.611165;
0.783000;0.852168;0.407018;-1.259216;-0.199958;-0.109011;0.311607;0.999127;1.925795;0.611193;
0.783020;0.846114;0.414663;-1.260808;-0.198425;-0.110881;0.311944;0.999127;1.925789;0.611220;
0.783040;0.840026;0.422293;-1.262350;-0.196884;-0.112748;0.312269;0.999127;1.925784;0.611248;
0.783060;0.833905;0.429906;-1.263842;-0.195336;-0.114610;0.312581;0.999127;1.925778;0.611276;
0.783080;0.827750;0.437502;-1.265283;-0.193779;-0.116467;0.312882;0.999127;1.925773;0.611304;
0.783100;0.821563;0.445081;-1.266675;-0.192215;-0.118320;0.313169;0.999127;1.925767;0.611332;
0.783120;0.815342;0.452643;-1.268016;-0.190643;-0.120167;0.313445;0.999127;1.925762;0.611360;
0.783140;0.809088;0.460188;-1.269307;-0.189063;-0.122011;0.313708;0.999127;1.925756;0.611388;
0.783160;0.802803;0.467714;-1.270548;-0.187476;-0.123849;0.313958;0.999127;1.925751;0.611417;
0.783180;0.796485;0.475223;-1.271738;-0.185881;-0.125682;0.314196;0.999127;1.925745;0.611445;
0.783200;0.790135;0.482712;-1.272878;-0.184279;-0.127511;0.314422;0.999127;1.925740;0.611474;
0.783220;0.783753;0.490183;-1.273967;-0.182670;-0.129334;0.314635;0.999127;1.925734;0.611502;
0.783240;0.777341;0.497635;-1.275007;-0.181053;-0.131153;0.314836;0.999127;1.925729;0.611531;
0.783260;0.770897;0.505068;-1.275995;-0.179429;-0.132966;0.315024;0.999127;1.925723;0.611560;
0.783280;0.764423;0.512480;-1.276934;-0.177797;-0.134773;0.315199;0.999127;1.925718;0.611589;
0.783300;0.757918;0.519873;-1.277822;-0.176159;-0.136576;0.315362;0.999127;1.925712;0.611618;
0.783320;0.751384;0.527245;-1.278660;-0.174513;-0.138373;0.315513;0.999127;1.925707;0.611647;
0.783340;0.744820;0.534597;-1.279447;-0.172860;-0.140164;0.315651;0.999127;1.925701;0.611677;
0.783360;0.738226;0.541928;-1.280185;-0.171201;-0.141950;0.315777;0.999127;1.925696;0.611706;
0.783380;0.731604;0.549237;-1.280871;-0.169534;-0.143730;0.315890;0.999127;1.925690;0.611735;
0.783400;0.724953;0.556525;-1.281508;-0.167861;-0.145505;0.315991;0.999127;1.925685;0.611765;
0.783420;0.718273;0.563791;-1.282094;-0.166181;-0.147274;0.316079;0.999127;1.925679;0.611795;
0.783440;0.711565;0.571035;-1.282630;-0.164495;-0.149037;0.316154;0.999127;1.925674;0.611824;
0.783460;0.704830;0.578256;-1.283116;-0.162801;-0.150794;0.316218;0.999127;1.925668;0.611854;
0.783480;0.698067;0.585454;-1.283552;-0.161102;-0.152545;0.316268;0.999127;1.925663;0.611884;
0.783500;0.691276;0.592630;-1.283937;-0.159396;-0.154289;0.316306;0.999127;1.925657;0.611914;
0.783520;0.684459;0.599782;-1.284271;-0.157683;-0.156028;0.316332;0.999127;1.925652;0.611944;
0.783540;0.677614;0.606911;-1.284555;-0.155964;-0.157761;0.316345;0.999127;1.925646;0.611975;
0.783560;0.670743;0.614015;-1.284789;-0.154239;-0.159487;0.316345;0.999127;1.925641;0.612005;
0.783580;0.663846;0.621096;-1.284972;-0.152508;-0.161207;0.316333;0.999127;1.925635;0.612036;
0.783600;0.656922;0.628152;-1.285105;-0.150771;-0.162920;0.316309;0.999127;1.925630;0.612066;
0.783620;0.649973;0.635183;-1.285186;-0.149028;-0.164627;0.316272;0.999127;1.925624;0.612097;
0.783640;0.642997;0.642190;-1.285217;-0.147279;-0.166327;0.316223;0.999126;1.925619;0.612128;
0.783660;0.635996;0.649171;-1.285198;-0.145524;-0.168021;0.316161;0.999126;1.925614;0.612159;
0.783680;0.628970;0.656127;-1.285127;-0.143763;-0.169708;0.316087;0.999126;1.925608;0.612190;
0.783700;0.621918;0.663057;-1.285006;-0.141997;-0.171388;0.316000;0.999126;1.925603;0.612221;
0.783720;0.614842;0.669961;-1.284834;-0.140225;-0.173062;0.315900;0.999126;1.925597;0.612253;
0.783740;0.607741;0.676839;-1.284610;-0.138448;-0.174728;0.315789;0.999126;1.925592;0.612284;
0.783760;0.600615;0.683691;-1.284336;-0.136665;-0.176388;0.315665;0.999126;1.925586;0.612315;
0.783780;0.593465;0.690515;-1.284011;-0.134876;-0.178040;0.315528;0.999126;1.925581;0.612347;
0.783800;0.586291;0.697313;-1.283635;-0.133082;-0.179686;0.315379;0.999126;1.925575;0.612379;
0.783820;0.579093;0.704084;-1.283207;-0.131283;-0.181324;0.315217;0.999126;1.925570;0.612411;
0.783840;0.571872;0.710826;-1.282729;-0.129479;-0.182955;0.315043;0.999126;1.925564;0.612442;
0.783860;0.564628;0.717541;-1.282200;-0.127669;-0.184578;0.314857;0.999126;1.925559;0.612474;
0.783880;0.557361;0.724228;-1.281620;-0.125855;-0.186195;0.314658;0.999126;1.925553;0.612506;
0.783900;0.550071;0.730887;-1.280989;-0.124035;-0.187804;0.314447;0.999126;1.925548;0.612538;
0.783920;0.542760;0.737517;-1.280307;-0.122211;-0.189405;0.314223;0.999126;1.925542;0.612570;
0.783940;0.535426;0.744117;-1.279574;-0.120382;-0.190999;0.313987;0.999126;1.925537;0.612603;
0.783960;0.528072;0.750689;-1.278791;-0.118548;-0.192585;0.313739;0.999126;1.925531;0.612635;
0.783980;0.520696;0.757231;-1.277957;-0.116709;-0.194164;0.313478;0.999126;1.925526;0.612667;
0.784000;0.513299;0.763743;-1.277072;-0.114865;-0.195735;0.313205;0.999126;1.925520;0.612699;
0.784020;0.505882;0.770225;-1.276138;-0.113017;-0.197298;0.312919;0.999126;1.925515;0.612732;
0.784040;0.498446;0.776676;-1.275152;-0.111165;-0.198854;0.312621;0.999126;1.925509;0.612764;
0.784060;0.490989;0.783097;-1.274117;-0.109308;-0.200401;0.312311;0.999126;1.925504;0.612796;
0.784080;0.483514;0.789487;-1.273031;-0.107446;-0.201941;0.311988;0.999126;1.925498;0.612829;
0.784100;0.476020;0.795845;-1.271896;-0.105581;-0.203472;0.311653;0.999126;1.925493;0.612861;
0.784120;0.468508;0.802172;-1.270710;-0.103711;-0.204996;0.311306;0.999126;1.925487;0.612894;
0.784140;0.460977;0.808467;-1.269475;-0.101837;-0.206511;0.310947;0.999126;1.925482;0.612926;
0.784160;0.453429;0.814730;-1.268189;-0.099959;-0.208018;0.310575;0.999126;1.925476;0.612959;
0.784180;0.445863;0.820961;-1.266854;-0.098077;-0.209517;0.310191;0.999126;1.925471;0.612991;
0.784200;0.438280;0.827159;-1.265469;-0.096191;-0.211007;0.309795;0.999126;1.925465;0.613024;
0.784220;0.430681;0.833324;-1.264035;-0.094301;-0.212489;0.309387;0.999126;1.925460;0.613057;
0.784240;0.423065;0.839456;-1.262551;-0.092408;-0.213963;0.308967;0.999126;1.925454;0.613090;
0.784260;0.415433;0.845554;-1.261017;-0.090510;-0.215428;0.308534;0.999126;1.925449;0.613122;
0.784280;0.407785;0.851619;-1.259434;-0.088610;-0.216885;0.308089;0.999126;1.925443;0.613155;
0.784300;0.400121;0.857650;-1.257801;-0.086705;-0.218333;0.307632;0.999126;1.925438;0.613188;
0.784320;0.392442;0.863647;-1.256119;-0.084798;-0.219773;0.307163;0.999126;1.925432;0.613221;
0.784340;0.384748;0.869610;-1.254388;-0.082887;-0.221203;0.306682;0.999126;1.925427;0.613254;
0.784360;0.377039;0.875538;-1.252607;-0.080972;-0.222625;0.306189;0.999126;1.925421;0.613287;
0.784380;0.369315;0.881432;-1.250777;-0.079055;-0.224039;0.305684;0.999126;1.925416;0.613320;
0.784400;0.361577;0.887290;-1.248897;-0.077134;-0.225443;0.305167;0.999126;1.925410;0.613353;
0.784420;0.353824;0.893114;-1.246968;-0.075210;-0.226838;0.304638;0.999126;1.925405;0.613386;
0.784440;0.346058;0.898902;-1.244990;-0.073283;-0.228225;0.304097;0.999126;1.925399;0.613419;
0.784460;0.338278;0.904655;-1.242963;-0.071353;-0.229602;0.303544;0.999126;1.925394;0.613452;
0.784480;0.330484;0.910371;-1.240886;-0.069421;-0.230970;0.302979;0.999126;1.925388;0.613485;
0.784500;0.322677;0.916052;-1.238760;-0.067485;-0.232330;0.302402;0.999126;1.925383;0.613519;
0.784520;0.314858;0.921697;-1.236585;-0.065547;-0.233680;0.301813;0.999126;1.925377;0.613552;
0.784540;0.307026;0.927305;-1.234361;-0.063606;-0.235020;0.301213;0.999126;1.925372;0.613585;
0.784560;0.299181;0.932877;-1.232088;-0.061663;-0.236352;0.300600;0.999126;1.925366;0.613618;
0.784580;0.291324;0.938412;-1.229766;-0.059717;-0.237674;0.299976;0.999126;1.925361;0.613651;
0.784600;0.283456;0.943910;-1.227396;-0.057769;-0.238987;0.299340;0.999126;1.925355;0.613685;
0.784620;0.275576;0.949370;-1.224976;-0.055818;-0.240291;0.298692;0.999126;1.925350;0.613718;
0.784640;0.267685;0.954793;-1.222508;-0.053865;-0.241585;0.298032;0.999126;1.925344;0.613751;
0.784660;0.259783;0.960179;-1.219992;-0.051910;-0.242869;0.297361;0.999126;1.925339;0.613784;
0.784680;0.251871;0.965526;-1.217428;-0.049953;-0.244144;0.296678;0.999125;1.925333;0.613818;
0.784700;0.243950;0.970836;-1.214815;-0.047993;-0.245409;0.295983;0.999125;1.925328;0.613851;
0.784720;0.236018;0.976107;-1.212155;-0.046032;-0.246665;0.295276;0.999125;1.925322;0.613884;
0.784740;0.228077;0.981339;-1.209446;-0.044068;-0.247911;0.294558;0.999125;1.925317;0.613917;
0.784760;0.220128;0.986533;-1.206690;-0.042103;-0.249147;0.293829;0.999125;1.925311;0.613951;
0.784780;0.212170;0.991687;-1.203887;-0.040136;-0.250374;0.293088;0.999125;1.925306;0.613984;
0.784800;0.204203;0.996803;-1.201036;-0.038168;-0.251590;0.292335;0.999125;1.925300;0.614017;
0.784820;0.196229;1.001879;-1.198138;-0.036197;-0.252797;0.291570;0.999125;1.925295;0.614050;
0.784840;0.188248;1.006915;-1.195193;-0.034225;-0.253994;0.290795;0.999125;1.925289;0.614083;
0.784860;0.180260;1.011911;-1.192201;-0.032252;-0.255180;0.290007;0.999125;1.925284;0.614117;
0.784880;0.172265;1.016868;-1.189162;-0.030277;-0.256357;0.289209;0.999125;1.925278;0.614150;
0.784900;0.164263;1.021784;-1.186077;-0.028301;-0.257524;0.288399;0.999125;1.925273;0.614183;
0.784920;0.156256;1.026659;-1.182945;-0.026324;-0.258680;0.287577;0.999125;1.925267;0.614216;
0.784940;0.148243;1.031494;-1.179767;-0.024346;-0.259827;0.286745;0.999125;1.925262;0.614249;
0.784960;0.140224;1.036289;-1.176543;-0.022366;-0.260963;0.285901;0.999125;1.925257;0.614282;
0.784980;0.132201;1.041042;-1.173273;-0.020386;-0.262089;0.285046;0.999125;1.925251;0.614316;
0.785000;0.124172;1.045754;-1.169956;-0.018405;-0.263205;0.284179;0.999125;1.925246;0.614349;
0.785020;0.116139;1.050425;-1.166594;-0.016422;-0.264310;0.283302;0.999125;1.925240;0.614382;
0.785040;0.108102;1.055054;-1.163186;-0.014439;-0.265405;0.282413;0.999125;1.925235;0.614415;
0.785060;0.100060;1.059641;-1.159732;-0.012456;-0.266489;0.281513;0.999125;1.925229;0.614448;
0.785080;0.092015;1.064187;-1.156232;-0.010472;-0.267563;0.280602;0.999125;1.925224;0.614481;
0.785100;0.083966;1.068691;-1.152687;-0.008487;-0.268627;0.279681;0.999125;1.925218;0.614515;
0.785120;0.075914;1.073153;-1.149096;-0.006502;-0.269680;0.278748;0.999125;1.925213;0.614548;
0.785140;0.067858;1.077572;-1.145460;-0.004517;-0.270722;0.277804;0.999125;1.925207;0.614581;
0.785160;0.059800;1.081949;-1.141779;-0.002531;-0.271754;0.276849;0.999125;1.925202;0.614614;
0.785180;0.051739;1.086284;-1.138053;-0.000545;-0.272775;0.275884;0.999125;1.925196;0.614647;
0.785200;0.043675;1.090576;-1.134281;0.001441;-0.273785;0.274907;0.999125;1.925191;0.614680;
0.785220;0.035610;1.094825;-1.130465;0.003427;-0.274784;0.273920;0.999125;1.925185;0.614713;
0.785240;0.027542;1.099031;-1.126603;0.005413;-0.275773;0.272922;0.999125;1.925180;0.614746;
0.785260;0.019473;1.103194;-1.122697;0.007399;-0.276751;0.271914;0.999125;1.925174;0.614779;
0.785280;0.011403;1.107314;-1.118746;0.009384;-0.277718;0.270894;0.999125;1.925169;0.614812;
0.785300;0.003331;1.111390;-1.114751;0.011370;-0.278674;0.269864;0.999125;1.925163;0.614845;
0.785320;-0.004741;1.115423;-1.110712;0.013355;-0.279619;0.268824;0.999125;1.925158;0.614878;
0.785340;-0.012814;1.119412;-1.106628;0.015340;-0.280553;0.267773;0.999125;1.925152;0.614911;
0.785360;-0.020886;1.123357;-1.102501;0.017324;-0.281476;0.266711;0.999125;1.925147;0.614943;
0.785380;-0.028958;1.127258;-1.098330;0.019307;-0.282388;0.265639;0.999125;1.925141;0.614976;
0.785400;-0.037030;1.131115;-1.094115;0.021290;-0.283289;0.264556;0.999125;1.925136;0.615009;
0.785420;-0.045101;1.134928;-1.089857;0.023272;-0.284179;0.263463;0.999125;1.925130;0.615041;
0.785440;-0.053170;1.138696;-1.085555;0.025254;-0.285058;0.262360;0.999125;1.925125;0.615074;
0.785460;-0.061237;1.142419;-1.081211;0.027234;-0.285925;0.261246;0.999125;1.925119;0.615106;
0.785480;-0.069303;1.146097;-1.076824;0.029214;-0.286782;0.260122;0.999125;1.925114;0.615139;
0.785500;-0.077365;1.149730;-1.072395;0.031192;-0.287627;0.258988;0.999125;1.925108;0.615171;
0.785520;-0.085425;1.153318;-1.067923;0.033169;-0.288460;0.257844;0.999125;1.925103;0.615203;
0.785540;-0.093482;1.156861;-1.063409;0.035146;-0.289283;0.256689;0.999125;1.925097;0.615236;
0.785560;-0.101534;1.160358;-1.058854;0.037120;-0.290094;0.255525;0.999124;1.925092;0.615268;
0.785580;-0.109583;1.163809;-1.054256;0.039094;-0.290893;0.254350;0.999124;1.925086;0.615300;
0.785600;-0.117627;1.167215;-1.049618;0.041066;-0.291681;0.253166;0.999124;1.925081;0.615332;
0.785620;-0.125666;1.170574;-1.044938;0.043036;-0.292458;0.251971;0.999124;1.925075;0.615364;
0.785640;-0.133701;1.173888;-1.040217;0.045005;-0.293223;0.250767;0.999124;1.925070;0.615395;
0.785660;-0.141729;1.177155;-1.035455;0.046972;-0.293977;0.249552;0.999124;1.925064;0.615427;
0.785680;-0.149752;1.180375;-1.030653;0.048938;-0.294719;0.248328;0.999124;1.925059;0.615458;
0.785700;-0.157769;1.183549;-1.025810;0.050901;-0.295449;0.247095;0.999124;1.925053;0.615490;
0.785720;-0.165780;1.186677;-1.020927;0.052863;-0.296168;0.245851;0.999124;1.925048;0.615521;
0.785740;-0.173783;1.189757;-1.016004;0.054822;-0.296875;0.244598;0.999124;1.925042;0.615553;
0.785760;-0.181780;1.192791;-1.011040;0.056780;-0.297571;0.243336;0.999124;1.925037;0.615584;
0.785780;-0.189769;1.195777;-1.006038;0.058735;-0.298255;0.242064;0.999124;1.925031;0.615615;
0.785800;-0.197751;1.198716;-1.000995;0.060688;-0.298927;0.240782;0.999124;1.925026;0.615645;
0.785820;-0.205725;1.201609;-0.995913;0.062639;-0.299587;0.239491;0.999124;1.925020;0.615676;
0.785840;-0.213691;1.204453;-0.990792;0.064587;-0.300236;0.238191;0.999124;1.925015;0.615707;
0.785860;-0.221649;1.207251;-0.985631;0.066533;-0.300872;0.236881;0.999124;1.925009;0.615737;
0.785880;-0.229598;1.210000;-0.980432;0.068476;-0.301497;0.235562;0.999124;1.925004;0.615768;
0.785900;-0.237538;1.212702;-0.975194;0.070416;-0.302110;0.234234;0.999124;1.924998;0.615798;
0.785920;-0.245470;1.215356;-0.969917;0.072354;-0.302711;0.232897;0.999124;1.924993;0.615828;
0.785940;-0.253391;1.217963;-0.964601;0.074289;-0.303301;0.231550;0.999124;1.924987;0.615858;
0.785960;-0.261304;1.220521;-0.959247;0.076221;-0.303878;0.230195;0.999124;1.924981;0.615888;
0.785980;-0.269206;1.223032;-0.953856;0.078150;-0.304443;0.228830;0.999124;1.924976;0.615917;
0.786000;-0.277098;1.225494;-0.948426;0.080076;-0.304997;0.227457;0.999124;1.924970;0.615947;
0.786020;-0.284980;1.227908;-0.942958;0.082000;-0.305538;0.226075;0.999124;1.924965;0.615976;
0.786040;-0.292851;1.230274;-0.937453;0.083919;-0.306068;0.224684;0.999124;1.924959;0.616005;
0.786060;-0.300710;1.232591;-0.931911;0.085836;-0.306585;0.223284;0.999124;1.924954;0.616034;
0.786080;-0.308558;1.234860;-0.926331;0.087749;-0.307090;0.221875;0.999124;1.924948;0.616063;
0.786100;-0.316395;1.237080;-0.920715;0.089659;-0.307584;0.220458;0.999124;1.924943;0.616091;
0.786120;-0.324219;1.239251;-0.915062;0.091566;-0.308065;0.219032;0.999124;1.924937;0.616120;
0.786140;-0.332030;1.241374;-0.909373;0.093469;-0.308534;0.217597;0.999124;1.924932;0.616148;
0.786160;-0.339829;1.243447;-0.903648;0.095368;-0.308991;0.216154;0.999124;1.924926;0.616176;
0.786180;-0.347614;1.245472;-0.897887;0.097264;-0.309436;0.214702;0.999124;1.924921;0.616204;
0.786200;-0.355385;1.247447;-0.892091;0.099156;-0.309868;0.213243;0.999124;1.924915;0.616232;
0.786220;-0.363143;1.249373;-0.886259;0.101044;-0.310289;0.211774;0.999124;1.924910;0.616260;
0.786240;-0.370886;1.251249;-0.880393;0.102928;-0.310697;0.210298;0.999124;1.924904;0.616287;
0.786260;-0.378614;1.253076;-0.874492;0.104809;-0.311093;0.208813;0.999124;1.924899;0.616314;
