time;GEN_generator_UStatorPu;GEN_voltageRegulator_EfdPu;GEN_governor_PmPu;GEN_generator_omegaPu;GEN_generator_Te;
0.615240;0.918095;0.625655;0.610532;0.999610;0.684108;
0.615260;0.918098;0.625610;0.610535;0.999609;0.683922;
0.615280;0.918101;0.625547;0.610537;0.999609;0.683735;
0.615300;0.918105;0.625468;0.610540;0.999609;0.683549;
0.615320;0.918109;0.625373;0.610543;0.999609;0.683363;
0.615340;0.918115;0.625264;0.610546;0.999609;0.683176;
0.615360;0.918121;0.625140;0.610549;0.999609;0.682990;
0.615380;0.918127;0.625004;0.610552;0.999609;0.682804;
0.615400;0.918135;0.624853;0.610555;0.999608;0.682618;
0.615420;0.918143;0.624688;0.610558;0.999608;0.682432;
0.615440;0.918152;0.624507;0.610561;0.999608;0.682246;
0.615460;0.918162;0.624309;0.610563;0.999608;0.682061;
0.615480;0.918173;0.624091;0.610566;0.999608;0.681875;
0.615500;0.918185;0.623853;0.610569;0.999608;0.681689;
0.615520;0.918198;0.623590;0.610572;0.999608;0.681503;
0.615540;0.918212;0.623301;0.610575;0.999607;0.681317;
0.615560;0.918228;0.622983;0.610578;0.999607;0.681132;
0.615580;0.918245;0.622633;0.610580;0.999607;0.680946;
0.615600;0.918264;0.622251;0.610583;0.999607;0.680760;
0.615620;0.918285;0.621835;0.610586;0.999607;0.680573;
0.615640;0.918307;0.621383;0.610589;0.999607;0.680387;
0.615660;0.918332;0.620896;0.610592;0.999607;0.680200;
0.615680;0.918358;0.620374;0.610594;0.999606;0.680013;
0.615700;0.918385;0.619820;0.610597;0.999606;0.679826;
0.615720;0.918415;0.619236;0.610600;0.999606;0.679638;
0.615740;0.918445;0.618625;0.610603;0.999606;0.679450;
0.615760;0.918476;0.617993;0.610605;0.999606;0.679261;
0.615780;0.918509;0.617346;0.610608;0.999606;0.679071;
0.615800;0.918542;0.616689;0.610611;0.999606;0.678881;
0.615820;0.918574;0.616031;0.610614;0.999606;0.678691;
0.615840;0.918607;0.615380;0.610616;0.999605;0.678500;
0.615860;0.918639;0.614744;0.610619;0.999605;0.678308;
0.615880;0.918669;0.614132;0.610622;0.999605;0.678116;
0.615900;0.918698;0.613554;0.610624;0.999605;0.677923;
0.615920;0.918725;0.613018;0.610627;0.999605;0.677729;
0.615940;0.918749;0.612532;0.610630;0.999605;0.677536;
0.615960;0.918770;0.612104;0.610632;0.999605;0.677342;
0.615980;0.918788;0.611742;0.610635;0.999604;0.677147;
0.616000;0.918803;0.611451;0.610638;0.999604;0.676953;
0.616020;0.918813;0.611236;0.610640;0.999604;0.676758;
0.616040;0.918820;0.611100;0.610643;0.999604;0.676564;
0.616060;0.918823;0.611045;0.610646;0.999604;0.676370;
0.616080;0.918821;0.611070;0.610648;0.999604;0.676176;
0.616100;0.918816;0.611175;0.610651;0.999604;0.675982;
0.616120;0.918807;0.611357;0.610653;0.999604;0.675789;
0.616140;0.918794;0.611611;0.610656;0.999603;0.675597;
0.616160;0.918778;0.611930;0.610659;0.999603;0.675406;
0.616180;0.918759;0.612308;0.610661;0.999603;0.675215;
0.616200;0.918737;0.612737;0.610664;0.999603;0.675025;
0.616220;0.918714;0.613207;0.610666;0.999603;0.674837;
0.616240;0.918689;0.613708;0.610669;0.999603;0.674649;
0.616260;0.918654;0.614401;0.610671;0.999603;0.674463;
0.616280;0.918627;0.614941;0.610674;0.999602;0.674278;
0.616300;0.918600;0.615484;0.610676;0.999602;0.674094;
0.616320;0.918573;0.616019;0.610679;0.999602;0.673911;
0.616340;0.918547;0.616538;0.610681;0.999602;0.673730;
0.616360;0.918522;0.617035;0.610684;0.999602;0.673549;
0.616380;0.918498;0.617503;0.610686;0.999602;0.673370;
0.616400;0.918476;0.617939;0.610689;0.999602;0.673192;
0.616420;0.918456;0.618341;0.610691;0.999602;0.673015;
0.616440;0.918438;0.618708;0.610694;0.999601;0.672839;
0.616460;0.918421;0.619040;0.610696;0.999601;0.672663;
0.616480;0.918406;0.619343;0.610699;0.999601;0.672489;
0.616500;0.918392;0.619620;0.610701;0.999601;0.672315;
0.616520;0.918379;0.619878;0.610704;0.999601;0.672143;
0.616540;0.918367;0.620125;0.610706;0.999601;0.671971;
0.616560;0.918354;0.620369;0.610709;0.999601;0.671799;
0.616580;0.918342;0.620622;0.610711;0.999601;0.671629;
0.616600;0.918328;0.620892;0.610713;0.999601;0.671459;
0.616620;0.918313;0.621191;0.610716;0.999600;0.671291;
0.616640;0.918296;0.621528;0.610718;0.999600;0.671123;
0.616660;0.918277;0.621914;0.610721;0.999600;0.670956;
0.616680;0.918254;0.622357;0.610723;0.999600;0.670790;
0.616700;0.918229;0.622864;0.610725;0.999600;0.670625;
0.616720;0.918200;0.623441;0.610728;0.999600;0.670461;
0.616740;0.918167;0.624092;0.610730;0.999600;0.670298;
0.616760;0.918131;0.624819;0.610733;0.999600;0.670137;
0.616780;0.918091;0.625621;0.610735;0.999599;0.669978;
0.616800;0.918047;0.626496;0.610737;0.999599;0.669820;
0.616820;0.918000;0.627438;0.610740;0.999599;0.669663;
0.616840;0.917950;0.628440;0.610742;0.999599;0.669509;
0.616860;0.917897;0.629492;0.610744;0.999599;0.669356;
0.616880;0.917842;0.630583;0.610747;0.999599;0.669206;
0.616900;0.917786;0.631699;0.610749;0.999599;0.669057;
0.616920;0.917730;0.632825;0.610751;0.999599;0.668911;
0.616940;0.917674;0.633945;0.610754;0.999599;0.668766;
0.616960;0.917619;0.635043;0.610756;0.999598;0.668624;
0.616980;0.917566;0.636102;0.610758;0.999598;0.668483;
0.617000;0.917516;0.637105;0.610761;0.999598;0.668345;
0.617020;0.917469;0.638036;0.610763;0.999598;0.668208;
0.617040;0.917427;0.638881;0.610765;0.999598;0.668073;
0.617060;0.917390;0.639625;0.610767;0.999598;0.667940;
0.617080;0.917358;0.640259;0.610770;0.999598;0.667809;
0.617100;0.917332;0.640772;0.610772;0.999598;0.667679;
0.617120;0.917313;0.641158;0.610774;0.999597;0.667550;
0.617140;0.917300;0.641412;0.610776;0.999597;0.667423;
0.617160;0.917294;0.641534;0.610779;0.999597;0.667296;
0.617180;0.917294;0.641526;0.610781;0.999597;0.667170;
0.617200;0.917301;0.641392;0.610783;0.999597;0.667045;
0.617220;0.917313;0.641140;0.610785;0.999597;0.666920;
0.617240;0.917331;0.640779;0.610788;0.999597;0.666796;
0.617260;0.917354;0.640322;0.610790;0.999597;0.666672;
0.617280;0.917381;0.639784;0.610792;0.999597;0.666548;
0.617300;0.917411;0.639180;0.610794;0.999596;0.666424;
0.617320;0.917444;0.638527;0.610797;0.999596;0.666300;
0.617340;0.917478;0.637842;0.610799;0.999596;0.666176;
0.617360;0.917513;0.637145;0.610801;0.999596;0.666051;
0.617380;0.917547;0.636451;0.610803;0.999596;0.665927;
0.617400;0.917581;0.635778;0.610805;0.999596;0.665802;
0.617420;0.917613;0.635142;0.610808;0.999596;0.665678;
0.617440;0.917642;0.634554;0.610810;0.999596;0.665553;
0.617460;0.917668;0.634027;0.610812;0.999596;0.665429;
0.617480;0.917691;0.633570;0.610814;0.999595;0.665305;
0.617500;0.917710;0.633189;0.610816;0.999595;0.665181;
0.617520;0.917725;0.632887;0.610818;0.999595;0.665057;
0.617540;0.917736;0.632663;0.610821;0.999595;0.664934;
0.617560;0.917743;0.632516;0.610823;0.999595;0.664811;
0.617580;0.917747;0.632440;0.610825;0.999595;0.664689;
0.617600;0.917748;0.632427;0.610827;0.999595;0.664568;
0.617620;0.917746;0.632465;0.610829;0.999595;0.664448;
0.617640;0.917742;0.632542;0.610831;0.999595;0.664329;
0.617660;0.917737;0.632643;0.610833;0.999595;0.664210;
0.617680;0.917731;0.632753;0.610836;0.999594;0.664093;
0.617700;0.917726;0.632856;0.610838;0.999594;0.663977;
0.617720;0.917722;0.632934;0.610840;0.999594;0.663862;
0.617740;0.917720;0.632972;0.610842;0.999594;0.663747;
0.617760;0.917721;0.632956;0.610844;0.999594;0.663634;
0.617780;0.917725;0.632870;0.610846;0.999594;0.663521;
0.617800;0.917733;0.632704;0.610848;0.999594;0.663409;
0.617820;0.917746;0.632447;0.610850;0.999594;0.663298;
0.617840;0.917764;0.632095;0.610852;0.999594;0.663188;
0.617860;0.917786;0.631642;0.610854;0.999593;0.663077;
0.617880;0.917814;0.631089;0.610857;0.999593;0.662968;
0.617900;0.917846;0.630438;0.610859;0.999593;0.662858;
0.617920;0.917883;0.629695;0.610861;0.999593;0.662748;
0.617940;0.917924;0.628871;0.610863;0.999593;0.662639;
0.617960;0.917969;0.627977;0.610865;0.999593;0.662529;
0.617980;0.918016;0.627028;0.610867;0.999593;0.662419;
0.618000;0.918066;0.626042;0.610869;0.999593;0.662308;
0.618020;0.918116;0.625038;0.610871;0.999593;0.662198;
0.618040;0.918166;0.624036;0.610873;0.999593;0.662087;
0.618060;0.918215;0.623059;0.610875;0.999592;0.661976;
0.618080;0.918261;0.622128;0.610877;0.999592;0.661864;
0.618100;0.918304;0.621264;0.610879;0.999592;0.661753;
0.618120;0.918343;0.620488;0.610881;0.999592;0.661641;
0.618140;0.918376;0.619817;0.610883;0.999592;0.661529;
0.618160;0.918404;0.619270;0.610885;0.999592;0.661418;
0.618180;0.918424;0.618860;0.610887;0.999592;0.661306;
0.618200;0.918437;0.618598;0.610889;0.999592;0.661196;
0.618220;0.918442;0.618491;0.610891;0.999592;0.661086;
0.618240;0.918439;0.618545;0.610893;0.999592;0.660977;
0.618260;0.918429;0.618760;0.610895;0.999591;0.660869;
0.618280;0.918410;0.619132;0.610897;0.999591;0.660762;
0.618300;0.918384;0.619654;0.610899;0.999591;0.660657;
0.618320;0.918351;0.620317;0.610901;0.999591;0.660553;
0.618340;0.918311;0.621106;0.610903;0.999591;0.660451;
0.618360;0.918266;0.622005;0.610905;0.999591;0.660351;
0.618380;0.918216;0.622996;0.610907;0.999591;0.660254;
0.618400;0.918163;0.624057;0.610909;0.999591;0.660158;
0.618420;0.918108;0.625167;0.610911;0.999591;0.660065;
0.618440;0.918051;0.626302;0.610913;0.999591;0.659974;
0.618460;0.917994;0.627441;0.610915;0.999590;0.659885;
0.618480;0.917938;0.628561;0.610917;0.999590;0.659799;
0.618500;0.917884;0.629641;0.610919;0.999590;0.659715;
0.618520;0.917833;0.630662;0.610921;0.999590;0.659633;
0.618540;0.917785;0.631607;0.610923;0.999590;0.659553;
0.618560;0.917742;0.632462;0.610925;0.999590;0.659476;
0.618580;0.917705;0.633217;0.610926;0.999590;0.659400;
0.618600;0.917672;0.633863;0.610928;0.999590;0.659326;
0.618620;0.917645;0.634398;0.610930;0.999590;0.659254;
0.618640;0.917624;0.634820;0.610932;0.999590;0.659184;
0.618660;0.917608;0.635134;0.610934;0.999589;0.659114;
0.618680;0.917598;0.635347;0.610936;0.999589;0.659047;
0.618700;0.917592;0.635469;0.610938;0.999589;0.658980;
0.618720;0.917589;0.635513;0.610940;0.999589;0.658914;
0.618740;0.917590;0.635496;0.610942;0.999589;0.658849;
0.618760;0.917593;0.635434;0.610944;0.999589;0.658785;
0.618780;0.917597;0.635348;0.610946;0.999589;0.658722;
0.618800;0.917602;0.635257;0.610947;0.999589;0.658660;
0.618820;0.917606;0.635181;0.610949;0.999589;0.658599;
0.618840;0.917608;0.635140;0.610951;0.999589;0.658539;
0.618860;0.917607;0.635152;0.610953;0.999589;0.658479;
0.618880;0.917603;0.635235;0.610955;0.999588;0.658421;
0.618900;0.917594;0.635402;0.610957;0.999588;0.658363;
0.618920;0.917581;0.635666;0.610959;0.999588;0.658307;
0.618940;0.917563;0.636035;0.610961;0.999588;0.658252;
0.618960;0.917539;0.636514;0.610963;0.999588;0.658199;
0.618980;0.917509;0.637105;0.610964;0.999588;0.658147;
0.619000;0.917474;0.637805;0.610966;0.999588;0.658097;
0.619020;0.917434;0.638608;0.610968;0.999588;0.658049;
0.619040;0.917389;0.639505;0.610970;0.999588;0.658003;
0.619060;0.917340;0.640483;0.610972;0.999588;0.657959;
0.619080;0.917288;0.641525;0.610974;0.999587;0.657917;
0.619100;0.917233;0.642612;0.610976;0.999587;0.657878;
0.619120;0.917177;0.643725;0.610978;0.999587;0.657840;
0.619140;0.917122;0.644840;0.610979;0.999587;0.657805;
0.619160;0.917067;0.645934;0.610981;0.999587;0.657773;
0.619180;0.917014;0.646984;0.610983;0.999587;0.657742;
0.619200;0.916965;0.647967;0.610985;0.999587;0.657714;
0.619220;0.916920;0.648860;0.610987;0.999587;0.657688;
0.619240;0.916881;0.649645;0.610989;0.999587;0.657664;
0.619260;0.916848;0.650302;0.610991;0.999587;0.657642;
0.619280;0.916822;0.650818;0.610992;0.999587;0.657622;
0.619300;0.916804;0.651179;0.610994;0.999586;0.657603;
0.619320;0.916794;0.651379;0.610996;0.999586;0.657585;
0.619340;0.916793;0.651412;0.610998;0.999586;0.657569;
0.619360;0.916799;0.651279;0.611000;0.999586;0.657553;
0.619380;0.916814;0.650984;0.611002;0.999586;0.657539;
0.619400;0.916836;0.650535;0.611004;0.999586;0.657525;
0.619420;0.916866;0.649942;0.611005;0.999586;0.657511;
0.619440;0.916902;0.649222;0.611007;0.999586;0.657498;
0.619460;0.916943;0.648391;0.611009;0.999586;0.657485;
0.619480;0.916989;0.647471;0.611011;0.999586;0.657472;
0.619500;0.917039;0.646484;0.611013;0.999586;0.657458;
0.619520;0.917090;0.645453;0.611015;0.999585;0.657445;
0.619540;0.917142;0.644403;0.611016;0.999585;0.657431;
0.619560;0.917195;0.643359;0.611018;0.999585;0.657418;
0.619580;0.917245;0.642343;0.611020;0.999585;0.657404;
0.619600;0.917293;0.641379;0.611022;0.999585;0.657390;
0.619620;0.917338;0.640486;0.611024;0.999585;0.657376;
0.619640;0.917378;0.639682;0.611026;0.999585;0.657362;
0.619660;0.917413;0.638982;0.611028;0.999585;0.657348;
0.619680;0.917442;0.638398;0.611029;0.999585;0.657335;
0.619700;0.917465;0.637936;0.611031;0.999585;0.657322;
0.619720;0.917482;0.637602;0.611033;0.999585;0.657310;
0.619740;0.917492;0.637394;0.611035;0.999584;0.657298;
0.619760;0.917497;0.637309;0.611037;0.999584;0.657288;
0.619780;0.917495;0.637339;0.611039;0.999584;0.657278;
0.619800;0.917488;0.637473;0.611040;0.999584;0.657270;
0.619820;0.917477;0.637697;0.611042;0.999584;0.657263;
0.619840;0.917462;0.637994;0.611044;0.999584;0.657258;
0.619860;0.917444;0.638346;0.611046;0.999584;0.657254;
0.619880;0.917425;0.638732;0.611048;0.999584;0.657251;
0.619900;0.917405;0.639130;0.611050;0.999584;0.657250;
0.619920;0.917385;0.639521;0.611051;0.999584;0.657251;
0.619940;0.917367;0.639882;0.611053;0.999584;0.657253;
0.619960;0.917352;0.640195;0.611055;0.999583;0.657257;
0.619980;0.917339;0.640441;0.611057;0.999583;0.657262;
0.620000;0.917331;0.640605;0.611059;0.999583;0.657268;
0.620020;0.917327;0.640674;0.611061;0.999583;0.657276;
0.620040;0.917329;0.640638;0.611063;0.999583;0.657285;
0.620060;0.917336;0.640492;0.611064;0.999583;0.657295;
0.620080;0.917349;0.640234;0.611066;0.999583;0.657306;
0.620100;0.917368;0.639863;0.611068;0.999583;0.657317;
0.620120;0.917392;0.639386;0.611070;0.999583;0.657329;
0.620140;0.917420;0.638812;0.611072;0.999583;0.657342;
0.620160;0.917453;0.638153;0.611074;0.999583;0.657355;
0.620180;0.917490;0.637423;0.611075;0.999582;0.657368;
0.620200;0.917529;0.636640;0.611077;0.999582;0.657381;
0.620220;0.917569;0.635825;0.611079;0.999582;0.657395;
0.620240;0.917610;0.634999;0.611081;0.999582;0.657409;
0.620260;0.917651;0.634184;0.611083;0.999582;0.657423;
0.620280;0.917690;0.633403;0.611085;0.999582;0.657437;
0.620300;0.917726;0.632676;0.611086;0.999582;0.657451;
0.620320;0.917759;0.632027;0.611088;0.999582;0.657466;
0.620340;0.917786;0.631472;0.611090;0.999582;0.657481;
0.620360;0.917808;0.631031;0.611092;0.999582;0.657497;
0.620380;0.917822;0.630763;0.611094;0.999581;0.657513;
0.620400;0.917830;0.630598;0.611096;0.999581;0.657529;
0.620420;0.917831;0.630578;0.611098;0.999581;0.657547;
0.620440;0.917824;0.630707;0.611099;0.999581;0.657566;
0.620460;0.917810;0.630985;0.611101;0.999581;0.657586;
0.620480;0.917789;0.631409;0.611103;0.999581;0.657608;
0.620500;0.917761;0.631971;0.611105;0.999581;0.657631;
0.620520;0.917727;0.632659;0.611107;0.999581;0.657656;
0.620540;0.917686;0.633460;0.611109;0.999581;0.657683;
0.620560;0.917642;0.634356;0.611110;0.999581;0.657712;
0.620580;0.917593;0.635329;0.611112;0.999581;0.657743;
0.620600;0.917541;0.636356;0.611114;0.999580;0.657776;
0.620620;0.917488;0.637416;0.611116;0.999580;0.657811;
0.620640;0.917435;0.638487;0.611118;0.999580;0.657849;
0.620660;0.917382;0.639544;0.611120;0.999580;0.657889;
0.620680;0.917331;0.640567;0.611122;0.999580;0.657931;
0.620700;0.917282;0.641534;0.611123;0.999580;0.657975;
0.620720;0.917237;0.642428;0.611125;0.999580;0.658021;
0.620740;0.917197;0.643231;0.611127;0.999580;0.658069;
0.620760;0.917162;0.643930;0.611129;0.999580;0.658119;
0.620780;0.917133;0.644516;0.611131;0.999580;0.658170;
0.620800;0.917110;0.644981;0.611133;0.999580;0.658223;
0.620820;0.917092;0.645321;0.611135;0.999579;0.658278;
0.620840;0.917082;0.645538;0.611137;0.999579;0.658334;
0.620860;0.917077;0.645636;0.611138;0.999579;0.658391;
0.620880;0.917077;0.645622;0.611140;0.999579;0.658449;
0.620900;0.917083;0.645506;0.611142;0.999579;0.658507;
0.620920;0.917093;0.645302;0.611144;0.999579;0.658567;
0.620940;0.917107;0.645025;0.611146;0.999579;0.658627;
0.620960;0.917123;0.644694;0.611148;0.999579;0.658688;
0.620980;0.917142;0.644327;0.611150;0.999579;0.658749;
0.621000;0.917161;0.643944;0.611152;0.999579;0.658811;
0.621020;0.917180;0.643565;0.611154;0.999579;0.658873;
0.621040;0.917198;0.643208;0.611155;0.999578;0.658936;
0.621060;0.917213;0.642892;0.611157;0.999578;0.658999;
0.621080;0.917226;0.642634;0.611159;0.999578;0.659063;
0.621100;0.917235;0.642449;0.611161;0.999578;0.659128;
0.621120;0.917240;0.642347;0.611163;0.999578;0.659193;
0.621140;0.917241;0.642339;0.611165;0.999578;0.659259;
0.621160;0.917236;0.642431;0.611167;0.999578;0.659326;
0.621180;0.917226;0.642624;0.611169;0.999578;0.659395;
0.621200;0.917212;0.642919;0.611171;0.999578;0.659464;
0.621220;0.917192;0.643311;0.611173;0.999578;0.659535;
0.621240;0.917168;0.643794;0.611175;0.999577;0.659607;
0.621260;0.917139;0.644356;0.611177;0.999577;0.659681;
0.621280;0.917108;0.644986;0.611178;0.999577;0.659756;
0.621300;0.917074;0.645667;0.611180;0.999577;0.659833;
0.621320;0.917038;0.646384;0.611182;0.999577;0.659911;
0.621340;0.917001;0.647117;0.611184;0.999577;0.659992;
0.621360;0.916965;0.647848;0.611186;0.999577;0.660074;
0.621380;0.916929;0.648558;0.611188;0.999577;0.660158;
0.621400;0.916896;0.649227;0.611190;0.999577;0.660243;
0.621420;0.916865;0.649838;0.611192;0.999577;0.660330;
0.621440;0.916838;0.650374;0.611194;0.999576;0.660419;
0.621460;0.916816;0.650820;0.611196;0.999576;0.660509;
0.621480;0.916798;0.651165;0.611198;0.999576;0.660600;
0.621500;0.916787;0.651399;0.611200;0.999576;0.660692;
0.621520;0.916781;0.651516;0.611202;0.999576;0.660786;
0.621540;0.916781;0.651511;0.611204;0.999576;0.660881;
0.621560;0.916787;0.651385;0.611206;0.999576;0.660976;
0.621580;0.916799;0.651141;0.611208;0.999576;0.661072;
0.621600;0.916817;0.650785;0.611210;0.999576;0.661169;
0.621620;0.916840;0.650326;0.611212;0.999576;0.661266;
0.621640;0.916868;0.649776;0.611214;0.999575;0.661363;
0.621660;0.916899;0.649149;0.611216;0.999575;0.661461;
0.621680;0.916933;0.648460;0.611218;0.999575;0.661559;
0.621700;0.916970;0.647728;0.611220;0.999575;0.661657;
0.621720;0.917008;0.646970;0.611222;0.999575;0.661755;
0.621740;0.917046;0.646206;0.611224;0.999575;0.661853;
0.621760;0.917083;0.645453;0.611226;0.999575;0.661951;
0.621780;0.917119;0.644730;0.611228;0.999575;0.662049;
0.621800;0.917153;0.644053;0.611230;0.999575;0.662147;
0.621820;0.917184;0.643437;0.611232;0.999575;0.662246;
0.621840;0.917211;0.642896;0.611234;0.999574;0.662345;
0.621860;0.917234;0.642441;0.611236;0.999574;0.662444;
0.621880;0.917252;0.642078;0.611238;0.999574;0.662544;
0.621900;0.917265;0.641815;0.611240;0.999574;0.662644;
0.621920;0.917273;0.641652;0.611242;0.999574;0.662745;
0.621940;0.917276;0.641589;0.611244;0.999574;0.662846;
0.621960;0.917274;0.641622;0.611246;0.999574;0.662949;
0.621980;0.917268;0.641746;0.611248;0.999574;0.663052;
0.622000;0.917258;0.641950;0.611250;0.999574;0.663157;
0.622020;0.917244;0.642225;0.611252;0.999574;0.663263;
0.622040;0.917227;0.642557;0.611254;0.999573;0.663369;
0.622060;0.917209;0.642931;0.611257;0.999573;0.663478;
0.622080;0.917188;0.643332;0.611259;0.999573;0.663587;
0.622100;0.917168;0.643744;0.611261;0.999573;0.663698;
0.622120;0.917147;0.644150;0.611263;0.999573;0.663810;
0.622140;0.917128;0.644536;0.611265;0.999573;0.663923;
0.622160;0.917111;0.644886;0.611267;0.999573;0.664038;
0.622180;0.917095;0.645187;0.611269;0.999573;0.664154;
0.622200;0.917083;0.645427;0.611271;0.999573;0.664270;
0.622220;0.917075;0.645597;0.611273;0.999573;0.664388;
0.622240;0.917070;0.645688;0.611275;0.999572;0.664507;
0.622260;0.917070;0.645696;0.611278;0.999572;0.664627;
0.622280;0.917074;0.645618;0.611280;0.999572;0.664747;
0.622300;0.917082;0.645455;0.611282;0.999572;0.664868;
0.622320;0.917094;0.645210;0.611284;0.999572;0.664990;
0.622340;0.917110;0.644887;0.611286;0.999572;0.665112;
0.622360;0.917130;0.644495;0.611288;0.999572;0.665234;
0.622380;0.917152;0.644043;0.611290;0.999572;0.665357;
0.622400;0.917177;0.643543;0.611293;0.999572;0.665480;
0.622420;0.917204;0.643008;0.611295;0.999571;0.665603;
0.622440;0.917232;0.642451;0.611297;0.999571;0.665726;
0.622460;0.917260;0.641886;0.611299;0.999571;0.665849;
0.622480;0.917287;0.641328;0.611301;0.999571;0.665973;
0.622500;0.917314;0.640792;0.611303;0.999571;0.666096;
0.622520;0.917339;0.640291;0.611306;0.999571;0.666220;
0.622540;0.917362;0.639838;0.611308;0.999571;0.666344;
0.622560;0.917382;0.639442;0.611310;0.999571;0.666468;
0.622580;0.917398;0.639115;0.611312;0.999571;0.666593;
0.622600;0.917410;0.638862;0.611314;0.999570;0.666717;
0.622620;0.917419;0.638689;0.611317;0.999570;0.666843;
0.622640;0.917423;0.638600;0.611319;0.999570;0.666969;
0.622660;0.917424;0.638593;0.611321;0.999570;0.667095;
0.622680;0.917420;0.638668;0.611323;0.999570;0.667222;
0.622700;0.917412;0.638821;0.611325;0.999570;0.667350;
0.622720;0.917401;0.639044;0.611328;0.999570;0.667479;
0.622740;0.917387;0.639331;0.611330;0.999570;0.667608;
0.622760;0.917370;0.639671;0.611332;0.999570;0.667739;
0.622780;0.917350;0.640053;0.611334;0.999569;0.667870;
0.622800;0.917330;0.640466;0.611337;0.999569;0.668003;
0.622820;0.917308;0.640896;0.611339;0.999569;0.668136;
0.622840;0.917286;0.641332;0.611341;0.999569;0.668271;
0.622860;0.917265;0.641760;0.611343;0.999569;0.668406;
0.622880;0.917244;0.642168;0.611346;0.999569;0.668543;
0.622900;0.917225;0.642545;0.611348;0.999569;0.668680;
0.622920;0.917208;0.642882;0.611350;0.999569;0.668819;
0.622940;0.917194;0.643168;0.611353;0.999569;0.668958;
0.622960;0.917183;0.643398;0.611355;0.999568;0.669098;
0.622980;0.917174;0.643566;0.611357;0.999568;0.669238;
0.623000;0.917169;0.643669;0.611359;0.999568;0.669380;
0.623020;0.917167;0.643706;0.611362;0.999568;0.669522;
0.623040;0.917168;0.643679;0.611364;0.999568;0.669664;
0.623060;0.917173;0.643589;0.611366;0.999568;0.669807;
0.623080;0.917180;0.643441;0.611369;0.999568;0.669950;
0.623100;0.917190;0.643243;0.611371;0.999568;0.670093;
0.623120;0.917202;0.643001;0.611373;0.999568;0.670237;
0.623140;0.917216;0.642725;0.611376;0.999567;0.670381;
0.623160;0.917231;0.642424;0.611378;0.999567;0.670525;
0.623180;0.917246;0.642110;0.611381;0.999567;0.670669;
0.623200;0.917262;0.641792;0.611383;0.999567;0.670813;
0.623220;0.917278;0.641481;0.611385;0.999567;0.670958;
0.623240;0.917292;0.641189;0.611388;0.999567;0.671103;
0.623260;0.917305;0.640924;0.611390;0.999567;0.671247;
0.623280;0.917317;0.640696;0.611392;0.999567;0.671392;
0.623300;0.917326;0.640511;0.611395;0.999566;0.671538;
0.623320;0.917333;0.640377;0.611397;0.999566;0.671683;
0.623340;0.917336;0.640297;0.611400;0.999566;0.671829;
0.623360;0.917338;0.640275;0.611402;0.999566;0.671976;
0.623380;0.917336;0.640313;0.611404;0.999566;0.672123;
0.623400;0.917331;0.640410;0.611407;0.999566;0.672270;
0.623420;0.917323;0.640564;0.611409;0.999566;0.672418;
0.623440;0.917312;0.640771;0.611412;0.999566;0.672567;
0.623460;0.917300;0.641027;0.611414;0.999565;0.672716;
0.623480;0.917285;0.641326;0.611417;0.999565;0.672866;
0.623500;0.917268;0.641660;0.611419;0.999565;0.673017;
0.623520;0.917250;0.642021;0.611421;0.999565;0.673168;
0.623540;0.917231;0.642400;0.611424;0.999565;0.673321;
0.623560;0.917211;0.642790;0.611426;0.999565;0.673474;
0.623580;0.917192;0.643180;0.611429;0.999565;0.673628;
0.623600;0.917172;0.643562;0.611431;0.999565;0.673783;
0.623620;0.917154;0.643928;0.611434;0.999564;0.673938;
0.623640;0.917137;0.644270;0.611436;0.999564;0.674095;
0.623660;0.917121;0.644582;0.611439;0.999564;0.674252;
0.623680;0.917107;0.644858;0.611441;0.999564;0.674409;
0.623700;0.917096;0.645093;0.611444;0.999564;0.674568;
0.623720;0.917086;0.645285;0.611446;0.999564;0.674727;
0.623740;0.917079;0.645430;0.611449;0.999564;0.674887;
0.623760;0.917074;0.645530;0.611451;0.999564;0.675047;
0.623780;0.917071;0.645583;0.611454;0.999563;0.675207;
0.623800;0.917070;0.645593;0.611457;0.999563;0.675368;
0.623820;0.917072;0.645562;0.611459;0.999563;0.675530;
0.623840;0.917075;0.645494;0.611462;0.999563;0.675691;
0.623860;0.917080;0.645394;0.611464;0.999563;0.675853;
0.623880;0.917086;0.645267;0.611467;0.999563;0.676015;
0.623900;0.917094;0.645120;0.611469;0.999563;0.676178;
0.623920;0.917102;0.644957;0.611472;0.999563;0.676341;
0.623940;0.917110;0.644786;0.611474;0.999562;0.676504;
0.623960;0.917119;0.644612;0.611477;0.999562;0.676667;
0.623980;0.917127;0.644441;0.611480;0.999562;0.676830;
0.624000;0.917136;0.644277;0.611482;0.999562;0.676994;
0.624020;0.917143;0.644126;0.611485;0.999562;0.677158;
0.624040;0.917150;0.643992;0.611488;0.999562;0.677322;
0.624060;0.917155;0.643876;0.611490;0.999562;0.677486;
0.624080;0.917160;0.643781;0.611493;0.999562;0.677651;
0.624100;0.917164;0.643708;0.611495;0.999561;0.677815;
0.624120;0.917166;0.643657;0.611498;0.999561;0.677980;
0.624140;0.917168;0.643626;0.611501;0.999561;0.678146;
0.624160;0.917168;0.643615;0.611503;0.999561;0.678311;
0.624180;0.917168;0.643620;0.611506;0.999561;0.678477;
0.624200;0.917167;0.643639;0.611509;0.999561;0.678643;
