time;L_circuit_vBusA;L_circuit_vBusB;L_circuit_vBusC;L_circuit_iGenA;L_circuit_iGenB;L_circuit_iGenC;L_circuit_Wr;L_circuit_dtheta;L_circuit_Te;
0.335380;0.027647;-1.129056;1.101409;-0.001689;0.269666;-0.267977;1.000000;1.919845;0.602317;
0.335400;0.035732;-1.132926;1.097194;-0.003640;0.270628;-0.266987;1.000000;1.919845;0.602318;
0.335420;0.043815;-1.136751;1.092936;-0.005592;0.271578;-0.265986;1.000000;1.919845;0.602319;
0.335440;0.051897;-1.140532;1.088635;-0.007543;0.272518;-0.264975;1.000000;1.919845;0.602319;
0.335460;0.059977;-1.144267;1.084290;-0.009494;0.273447;-0.263954;1.000000;1.919845;0.602320;
0.335480;0.068054;-1.147957;1.079903;-0.011444;0.274366;-0.262921;1.000000;1.919845;0.602321;
0.335500;0.076130;-1.151603;1.075473;-0.013394;0.275273;-0.261879;1.000000;1.919845;0.602322;
0.335520;0.084203;-1.155203;1.071000;-0.015344;0.276170;-0.260826;1.000000;1.919845;0.602322;
0.335540;0.092273;-1.158758;1.066484;-0.017293;0.277056;-0.259763;1.000000;1.919845;0.602323;
0.335560;0.100341;-1.162267;1.061927;-0.019241;0.277930;-0.258690;1.000000;1.919845;0.602324;
0.335580;0.108405;-1.165732;1.057326;-0.021188;0.278794;-0.257606;1.000000;1.919845;0.602325;
0.335600;0.116466;-1.169150;1.052684;-0.023135;0.279647;-0.256512;1.000000;1.919845;0.602325;
0.335620;0.124523;-1.172523;1.048000;-0.025080;0.280488;-0.255408;1.000000;1.919845;0.602326;
0.335640;0.132576;-1.175850;1.043274;-0.027025;0.281319;-0.254294;1.000000;1.919845;0.602327;
0.335660;0.140625;-1.179131;1.038507;-0.028969;0.282139;-0.253170;1.000000;1.919845;0.602328;
0.335680;0.148668;-1.182366;1.033698;-0.030911;0.282947;-0.252036;1.000000;1.919845;0.602328;
0.335700;0.156707;-1.185555;1.028849;-0.032852;0.283744;-0.250892;1.000000;1.919845;0.602329;
0.335720;0.164739;-1.188697;1.023958;-0.034793;0.284530;-0.249738;1.000000;1.919845;0.602330;
0.335740;0.172766;-1.191793;1.019027;-0.036731;0.285305;-0.248574;1.000000;1.919845;0.602331;
0.335760;0.180786;-1.194841;1.014055;-0.038669;0.286069;-0.247400;1.000000;1.919845;0.602332;
0.335780;0.188799;-1.197842;1.009043;-0.040604;0.286821;-0.246216;1.000000;1.919845;0.602333;
0.335800;0.196805;-1.200796;1.003991;-0.042539;0.287562;-0.245023;1.000000;1.919845;0.602334;
0.335820;0.204803;-1.203703;0.998900;-0.044471;0.288292;-0.243820;1.000000;1.919845;0.602335;
0.335840;0.212793;-1.206562;0.993769;-0.046402;0.289010;-0.242607;1.000000;1.919845;0.602336;
0.335860;0.220774;-1.209373;0.988599;-0.048331;0.289717;-0.241385;1.000000;1.919845;0.602337;
0.335880;0.228745;-1.212136;0.983391;-0.050259;0.290412;-0.240153;1.000000;1.919845;0.602339;
0.335900;0.236708;-1.214851;0.978143;-0.052184;0.291096;-0.238912;1.000000;1.919845;0.602340;
0.335920;0.244660;-1.217517;0.972857;-0.054107;0.291769;-0.237661;1.000000;1.919845;0.602341;
0.335940;0.252602;-1.220135;0.967533;-0.056028;0.292429;-0.236401;1.000000;1.919845;0.602342;
0.335960;0.260533;-1.222705;0.962171;-0.057947;0.293079;-0.235132;1.000000;1.919845;0.602344;
0.335980;0.268454;-1.225225;0.956772;-0.059864;0.293717;-0.233853;1.000000;1.919845;0.602345;
0.336000;0.276363;-1.227697;0.951334;-0.061778;0.294343;-0.232565;1.000000;1.919845;0.602347;
0.336020;0.284260;-1.230120;0.945860;-0.063690;0.294958;-0.231268;1.000000;1.919845;0.602348;
0.336040;0.292146;-1.232494;0.940348;-0.065599;0.295561;-0.229961;1.000000;1.919845;0.602349;
0.336060;0.300020;-1.234819;0.934799;-0.067506;0.296152;-0.228646;1.000000;1.919845;0.602351;
0.336080;0.307881;-1.237095;0.929214;-0.069410;0.296731;-0.227321;1.000000;1.919845;0.602352;
0.336100;0.315730;-1.239322;0.923592;-0.071311;0.297299;-0.225988;1.000000;1.919845;0.602354;
0.336120;0.323566;-1.241499;0.917933;-0.073209;0.297855;-0.224646;1.000000;1.919845;0.602355;
0.336140;0.331389;-1.243628;0.912239;-0.075105;0.298400;-0.223295;1.000000;1.919845;0.602357;
0.336160;0.339199;-1.245707;0.906508;-0.076997;0.298932;-0.221935;1.000000;1.919845;0.602358;
0.336180;0.346996;-1.247738;0.900742;-0.078886;0.299453;-0.220566;1.000000;1.919845;0.602360;
0.336200;0.354780;-1.249719;0.894940;-0.080773;0.299962;-0.219189;1.000000;1.919845;0.602361;
0.336220;0.362550;-1.251652;0.889102;-0.082656;0.300459;-0.217803;1.000000;1.919845;0.602363;
0.336240;0.370306;-1.253535;0.883229;-0.084535;0.300944;-0.216408;1.000000;1.919845;0.602364;
0.336260;0.378048;-1.255369;0.877321;-0.086411;0.301417;-0.215005;1.000000;1.919845;0.602365;
0.336280;0.385775;-1.257153;0.871378;-0.088284;0.301878;-0.213594;1.000000;1.919845;0.602367;
0.336300;0.393489;-1.258889;0.865400;-0.090153;0.302327;-0.212174;1.000000;1.919845;0.602368;
0.336320;0.401187;-1.260575;0.859388;-0.092019;0.302765;-0.210746;1.000000;1.919845;0.602370;
0.336340;0.408870;-1.262213;0.853342;-0.093881;0.303190;-0.209309;1.000000;1.919845;0.602371;
0.336360;0.416538;-1.263800;0.847262;-0.095740;0.303604;-0.207864;1.000000;1.919845;0.602373;
0.336380;0.424191;-1.265339;0.841148;-0.097594;0.304005;-0.206411;1.000000;1.919845;0.602374;
0.336400;0.431827;-1.266827;0.835000;-0.099445;0.304395;-0.204950;1.000000;1.919845;0.602376;
0.336420;0.439447;-1.268267;0.828820;-0.101292;0.304772;-0.203480;1.000000;1.919845;0.602377;
0.336440;0.447050;-1.269656;0.822606;-0.103134;0.305138;-0.202003;1.000000;1.919845;0.602379;
0.336460;0.454636;-1.270996;0.816360;-0.104973;0.305491;-0.200518;1.000000;1.919845;0.602380;
0.336480;0.462204;-1.272285;0.810082;-0.106808;0.305832;-0.199024;1.000000;1.919845;0.602382;
0.336500;0.469754;-1.273525;0.803771;-0.108638;0.306162;-0.197523;1.000000;1.919845;0.602383;
0.336520;0.477286;-1.274715;0.797429;-0.110464;0.306479;-0.196014;1.000000;1.919845;0.602385;
0.336540;0.484799;-1.275854;0.791055;-0.112286;0.306784;-0.194498;1.000000;1.919845;0.602387;
0.336560;0.492292;-1.276942;0.784650;-0.114104;0.307077;-0.192973;1.000000;1.919845;0.602389;
0.336580;0.499766;-1.277980;0.778215;-0.115917;0.307358;-0.191441;1.000000;1.919845;0.602390;
0.336600;0.507219;-1.278968;0.771748;-0.117725;0.307627;-0.189902;1.000000;1.919845;0.602392;
0.336620;0.514652;-1.279904;0.765252;-0.119529;0.307883;-0.188355;1.000000;1.919845;0.602394;
0.336640;0.522064;-1.280790;0.758726;-0.121328;0.308128;-0.186800;1.000000;1.919845;0.602396;
0.336660;0.529455;-1.281625;0.752170;-0.123122;0.308360;-0.185238;1.000000;1.919845;0.602398;
0.336680;0.536824;-1.282409;0.745584;-0.124911;0.308580;-0.183669;1.000000;1.919845;0.602400;
0.336700;0.544171;-1.283141;0.738970;-0.126696;0.308788;-0.182092;1.000000;1.919845;0.602402;
0.336720;0.551496;-1.283823;0.732327;-0.128475;0.308984;-0.180509;1.000000;1.919845;0.602404;
0.336740;0.558799;-1.284454;0.725655;-0.130249;0.309167;-0.178918;1.000000;1.919845;0.602406;
0.336760;0.566078;-1.285033;0.718955;-0.132019;0.309339;-0.177320;1.000000;1.919845;0.602408;
0.336780;0.573335;-1.285561;0.712227;-0.133783;0.309498;-0.175715;1.000000;1.919845;0.602410;
0.336800;0.580568;-1.286039;0.705471;-0.135541;0.309644;-0.174103;1.000000;1.919845;0.602411;
0.336820;0.587778;-1.286465;0.698687;-0.137294;0.309779;-0.172485;1.000000;1.919845;0.602413;
0.336840;0.594964;-1.286840;0.691876;-0.139042;0.309901;-0.170859;1.000000;1.919845;0.602415;
0.336860;0.602126;-1.287164;0.685038;-0.140785;0.310012;-0.169227;1.000000;1.919845;0.602417;
0.336880;0.609265;-1.287437;0.678173;-0.142521;0.310109;-0.167588;1.000000;1.919845;0.602419;
0.336900;0.616379;-1.287660;0.671281;-0.144252;0.310195;-0.165943;1.000000;1.919845;0.602420;
0.336920;0.623469;-1.287832;0.664362;-0.145978;0.310268;-0.164291;1.000000;1.919845;0.602422;
0.336940;0.630535;-1.287953;0.657418;-0.147697;0.310329;-0.162632;1.000000;1.919845;0.602424;
0.336960;0.637576;-1.288023;0.650447;-0.149411;0.310378;-0.160967;1.000000;1.919845;0.602425;
0.336980;0.644592;-1.288043;0.643451;-0.151118;0.310414;-0.159296;1.000000;1.919845;0.602427;
0.337000;0.651583;-1.288012;0.636429;-0.152820;0.310439;-0.157618;1.000000;1.919845;0.602428;
0.337020;0.658549;-1.287931;0.629381;-0.154516;0.310451;-0.155935;1.000000;1.919845;0.602430;
0.337040;0.665490;-1.287799;0.622309;-0.156206;0.310450;-0.154245;1.000000;1.919845;0.602431;
0.337060;0.672405;-1.287617;0.615212;-0.157889;0.310438;-0.152549;1.000000;1.919845;0.602433;
0.337080;0.679294;-1.287384;0.608090;-0.159566;0.310413;-0.150847;1.000000;1.919845;0.602434;
0.337100;0.686157;-1.287101;0.600944;-0.161237;0.310376;-0.149139;1.000000;1.919845;0.602436;
0.337120;0.692994;-1.286768;0.593774;-0.162902;0.310326;-0.147425;1.000000;1.919845;0.602437;
0.337140;0.699804;-1.286384;0.586580;-0.164560;0.310265;-0.145705;1.000000;1.919845;0.602439;
0.337160;0.706587;-1.285950;0.579363;-0.166211;0.310191;-0.143979;1.000000;1.919845;0.602440;
0.337180;0.713342;-1.285465;0.572123;-0.167857;0.310104;-0.142248;1.000000;1.919845;0.602442;
0.337200;0.720069;-1.284930;0.564861;-0.169495;0.310006;-0.140511;1.000000;1.919845;0.602444;
0.337220;0.726769;-1.284344;0.557576;-0.171127;0.309895;-0.138768;1.000000;1.919845;0.602445;
0.337240;0.733439;-1.283708;0.550268;-0.172752;0.309773;-0.137020;1.000000;1.919845;0.602447;
0.337260;0.740081;-1.283021;0.542940;-0.174371;0.309638;-0.135267;1.000000;1.919845;0.602449;
0.337280;0.746694;-1.282283;0.535589;-0.175982;0.309490;-0.133508;1.000000;1.919845;0.602450;
0.337300;0.753277;-1.281495;0.528218;-0.177587;0.309331;-0.131744;1.000000;1.919845;0.602452;
0.337320;0.759829;-1.280655;0.520826;-0.179184;0.309159;-0.129975;1.000000;1.919845;0.602454;
0.337340;0.766352;-1.279765;0.513413;-0.180775;0.308975;-0.128200;1.000000;1.919845;0.602456;
0.337360;0.772843;-1.278824;0.505981;-0.182359;0.308779;-0.126420;1.000000;1.919845;0.602458;
0.337380;0.779304;-1.277832;0.498529;-0.183935;0.308571;-0.124636;1.000000;1.919845;0.602460;
0.337400;0.785733;-1.276790;0.491057;-0.185504;0.308350;-0.122846;1.000000;1.919845;0.602462;
0.337420;0.792130;-1.275696;0.483566;-0.187066;0.308118;-0.121052;1.000000;1.919845;0.602464;
0.337440;0.798495;-1.274552;0.476057;-0.188620;0.307873;-0.119253;1.000000;1.919845;0.602466;
0.337460;0.804828;-1.273357;0.468528;-0.190167;0.307616;-0.117449;1.000000;1.919845;0.602468;
0.337480;0.811129;-1.272111;0.460982;-0.191707;0.307347;-0.115640;1.000000;1.919845;0.602470;
0.337500;0.817397;-1.270815;0.453418;-0.193239;0.307066;-0.113827;1.000000;1.919845;0.602473;
0.337520;0.823632;-1.269468;0.445835;-0.194763;0.306772;-0.112009;1.000000;1.919845;0.602475;
0.337540;0.829834;-1.268070;0.438236;-0.196280;0.306467;-0.110187;1.000000;1.919845;0.602477;
0.337560;0.836003;-1.266622;0.430619;-0.197788;0.306149;-0.108361;1.000000;1.919845;0.602479;
0.337580;0.842139;-1.265124;0.422985;-0.199289;0.305819;-0.106530;1.000000;1.919845;0.602481;
0.337600;0.848241;-1.263576;0.415335;-0.200782;0.305477;-0.104695;1.000000;1.919845;0.602483;
0.337620;0.854310;-1.261978;0.407668;-0.202268;0.305123;-0.102856;1.000000;1.919845;0.602485;
0.337640;0.860345;-1.260330;0.399985;-0.203745;0.304758;-0.101013;1.000000;1.919845;0.602487;
0.337660;0.866346;-1.258632;0.392287;-0.205214;0.304379;-0.099166;1.000000;1.919845;0.602489;
0.337680;0.872313;-1.256885;0.384572;-0.206675;0.303989;-0.097315;1.000000;1.919845;0.602491;
0.337700;0.878246;-1.255088;0.376842;-0.208128;0.303587;-0.095460;1.000000;1.919845;0.602493;
0.337720;0.884145;-1.253243;0.369097;-0.209572;0.303173;-0.093601;1.000000;1.919845;0.602495;
0.337740;0.890010;-1.251347;0.361338;-0.211008;0.302747;-0.091739;1.000000;1.919845;0.602497;
0.337760;0.895840;-1.249403;0.353563;-0.212436;0.302309;-0.089873;1.000000;1.919845;0.602499;
0.337780;0.901636;-1.247410;0.345775;-0.213856;0.301859;-0.088003;1.000000;1.919845;0.602500;
0.337800;0.907396;-1.245368;0.337972;-0.215267;0.301397;-0.086130;1.000000;1.919845;0.602502;
0.337820;0.913122;-1.243278;0.330156;-0.216669;0.300923;-0.084254;1.000000;1.919845;0.602504;
0.337840;0.918812;-1.241138;0.322326;-0.218064;0.300437;-0.082373;1.000000;1.919845;0.602506;
0.337860;0.924467;-1.238950;0.314483;-0.219450;0.299939;-0.080489;1.000000;1.919845;0.602509;
0.337880;0.930086;-1.236714;0.306628;-0.220828;0.299430;-0.078602;1.000000;1.919845;0.602511;
0.337900;0.935668;-1.234429;0.298760;-0.222196;0.298908;-0.076712;1.000000;1.919845;0.602513;
0.337920;0.941215;-1.232095;0.290880;-0.223556;0.298375;-0.074819;1.000000;1.919845;0.602515;
0.337940;0.946724;-1.229713;0.282989;-0.224907;0.297830;-0.072923;1.000000;1.919845;0.602518;
0.337960;0.952197;-1.227283;0.275086;-0.226249;0.297273;-0.071024;1.000000;1.919845;0.602520;
0.337980;0.957632;-1.224804;0.267172;-0.227583;0.296705;-0.069122;1.000000;1.919845;0.602523;
0.338000;0.963030;-1.222277;0.259248;-0.228907;0.296125;-0.067218;1.000000;1.919845;0.602525;
0.338020;0.968389;-1.219702;0.251313;-0.230222;0.295533;-0.065311;1.000000;1.919845;0.602528;
0.338040;0.973710;-1.217079;0.243368;-0.231528;0.294929;-0.063401;1.000000;1.919845;0.602531;
0.338060;0.978993;-1.214407;0.235414;-0.232825;0.294314;-0.061489;1.000000;1.919845;0.602533;
0.338080;0.984236;-1.211687;0.227450;-0.234113;0.293688;-0.059574;1.000000;1.919846;0.602536;
0.338100;0.989441;-1.208919;0.219478;-0.235392;0.293049;-0.057658;1.000000;1.919846;0.602539;
0.338120;0.994606;-1.206102;0.211497;-0.236661;0.292400;-0.055738;1.000000;1.919846;0.602542;
0.338140;0.999731;-1.203238;0.203507;-0.237921;0.291738;-0.053817;1.000000;1.919846;0.602545;
0.338160;1.004816;-1.200326;0.195510;-0.239172;0.291066;-0.051894;1.000000;1.919846;0.602548;
0.338180;1.009860;-1.197366;0.187505;-0.240413;0.290381;-0.049968;1.000000;1.919846;0.602551;
0.338200;1.014865;-1.194358;0.179493;-0.241644;0.289685;-0.048041;1.000000;1.919846;0.602553;
0.338220;1.019829;-1.191303;0.171474;-0.242866;0.288978;-0.046112;1.000000;1.919846;0.602556;
0.338240;1.024751;-1.188200;0.163448;-0.244079;0.288260;-0.044181;1.000000;1.919846;0.602559;
0.338260;1.029634;-1.185050;0.155416;-0.245281;0.287530;-0.042248;1.000000;1.919846;0.602562;
0.338280;1.034474;-1.181853;0.147379;-0.246474;0.286788;-0.040314;1.000000;1.919846;0.602565;
0.338300;1.039274;-1.178609;0.139335;-0.247658;0.286036;-0.038378;1.000000;1.919846;0.602568;
0.338320;1.044033;-1.175318;0.131286;-0.248831;0.285272;-0.036441;1.000000;1.919846;0.602571;
0.338340;1.048750;-1.171981;0.123231;-0.249995;0.284496;-0.034502;1.000000;1.919846;0.602573;
0.338360;1.053425;-1.168598;0.115172;-0.251148;0.283710;-0.032562;1.000000;1.919846;0.602576;
0.338380;1.058059;-1.165168;0.107109;-0.252292;0.282912;-0.030620;1.000000;1.919846;0.602578;
0.338400;1.062652;-1.161693;0.099041;-0.253426;0.282103;-0.028678;1.000000;1.919846;0.602581;
0.338420;1.067203;-1.158172;0.090969;-0.254549;0.281283;-0.026734;1.000000;1.919846;0.602583;
0.338440;1.071712;-1.154606;0.082894;-0.255663;0.280452;-0.024790;1.000000;1.919846;0.602586;
0.338460;1.076179;-1.150994;0.074815;-0.256766;0.279610;-0.022844;1.000000;1.919846;0.602588;
0.338480;1.080604;-1.147337;0.066734;-0.257859;0.278757;-0.020897;1.000000;1.919846;0.602591;
0.338500;1.084986;-1.143636;0.058649;-0.258942;0.277893;-0.018950;1.000000;1.919846;0.602593;
0.338520;1.089327;-1.139889;0.050562;-0.260015;0.277017;-0.017002;1.000000;1.919846;0.602595;
0.338540;1.093625;-1.136098;0.042473;-0.261078;0.276131;-0.015054;1.000000;1.919846;0.602597;
0.338560;1.097881;-1.132263;0.034383;-0.262130;0.275234;-0.013104;1.000000;1.919846;0.602599;
0.338580;1.102093;-1.128384;0.026291;-0.263172;0.274326;-0.011155;1.000000;1.919846;0.602602;
0.338600;1.106263;-1.124460;0.018198;-0.264203;0.273407;-0.009204;1.000000;1.919846;0.602604;
0.338620;1.110389;-1.120493;0.010104;-0.265224;0.272478;-0.007254;1.000000;1.919846;0.602606;
0.338640;1.114472;-1.116482;0.002009;-0.266235;0.271537;-0.005303;1.000000;1.919846;0.602608;
0.338660;1.118512;-1.112427;-0.006085;-0.267235;0.270586;-0.003352;1.000000;1.919846;0.602610;
0.338680;1.122507;-1.108328;-0.014179;-0.268224;0.269625;-0.001401;1.000000;1.919846;0.602613;
0.338700;1.126458;-1.104186;-0.022273;-0.269203;0.268652;0.000550;1.000000;1.919846;0.602615;
0.338720;1.130365;-1.100000;-0.030365;-0.270171;0.267670;0.002502;1.000000;1.919846;0.602617;
0.338740;1.134227;-1.095771;-0.038456;-0.271129;0.266676;0.004453;1.000000;1.919846;0.602620;
0.338760;1.138044;-1.091499;-0.046546;-0.272076;0.265672;0.006404;1.000000;1.919846;0.602622;
0.338780;1.141816;-1.087183;-0.054633;-0.273012;0.264658;0.008354;1.000000;1.919846;0.602624;
0.338800;1.145543;-1.082825;-0.062718;-0.273937;0.263633;0.010305;1.000000;1.919846;0.602627;
0.338820;1.149224;-1.078423;-0.070801;-0.274852;0.262598;0.012255;1.000000;1.919846;0.602629;
0.338840;1.152858;-1.073979;-0.078880;-0.275756;0.261552;0.014204;1.000000;1.919846;0.602632;
0.338860;1.156447;-1.069492;-0.086956;-0.276649;0.260496;0.016153;1.000000;1.919846;0.602634;
0.338880;1.159990;-1.064962;-0.095028;-0.277531;0.259430;0.018101;1.000000;1.919846;0.602637;
0.338900;1.163486;-1.060390;-0.103096;-0.278402;0.258353;0.020049;1.000000;1.919846;0.602639;
0.338920;1.166935;-1.055775;-0.111160;-0.279262;0.257266;0.021996;1.000000;1.919846;0.602642;
0.338940;1.170338;-1.051119;-0.119219;-0.280111;0.256170;0.023942;1.000000;1.919846;0.602644;
0.338960;1.173693;-1.046420;-0.127273;-0.280949;0.255063;0.025887;1.000000;1.919846;0.602647;
0.338980;1.177002;-1.041680;-0.135322;-0.281776;0.253945;0.027831;1.000000;1.919846;0.602649;
0.339000;1.180264;-1.036899;-0.143365;-0.282592;0.252818;0.029774;1.000000;1.919846;0.602651;
0.339020;1.183479;-1.032076;-0.151403;-0.283397;0.251681;0.031716;1.000000;1.919846;0.602654;
0.339040;1.186646;-1.027212;-0.159434;-0.284190;0.250534;0.033656;1.000000;1.919846;0.602656;
0.339060;1.189767;-1.022308;-0.167459;-0.284972;0.249377;0.035595;1.000000;1.919846;0.602658;
0.339080;1.192840;-1.017363;-0.175477;-0.285743;0.248210;0.037533;1.000000;1.919846;0.602661;
0.339100;1.195866;-1.012378;-0.183488;-0.286503;0.247033;0.039470;1.000000;1.919846;0.602663;
0.339120;1.198845;-1.007353;-0.191492;-0.287251;0.245847;0.041404;1.000000;1.919846;0.602665;
0.339140;1.201776;-1.002288;-0.199488;-0.287988;0.244650;0.043338;1.000000;1.919846;0.602667;
0.339160;1.204661;-0.997184;-0.207477;-0.288714;0.243445;0.045269;1.000000;1.919846;0.602669;
0.339180;1.207498;-0.992041;-0.215457;-0.289428;0.242229;0.047199;1.000000;1.919846;0.602671;
0.339200;1.210288;-0.986858;-0.223429;-0.290131;0.241004;0.049127;1.000000;1.919846;0.602673;
0.339220;1.213030;-0.981638;-0.231392;-0.290822;0.239769;0.051053;1.000000;1.919846;0.602675;
0.339240;1.215725;-0.976378;-0.239347;-0.291502;0.238525;0.052977;1.000000;1.919846;0.602677;
0.339260;1.218373;-0.971081;-0.247292;-0.292170;0.237271;0.054899;1.000000;1.919846;0.602679;
0.339280;1.220973;-0.965746;-0.255227;-0.292827;0.236008;0.056819;1.000000;1.919846;0.602681;
0.339300;1.223525;-0.960373;-0.263153;-0.293472;0.234736;0.058736;1.000000;1.919846;0.602683;
0.339320;1.226030;-0.954962;-0.271068;-0.294106;0.233454;0.060651;1.000000;1.919846;0.602685;
0.339340;1.228487;-0.949514;-0.278973;-0.294728;0.232163;0.062564;1.000000;1.919846;0.602687;
0.339360;1.230896;-0.944029;-0.286867;-0.295338;0.230863;0.064475;1.000000;1.919846;0.602690;
0.339380;1.233256;-0.938507;-0.294750;-0.295937;0.229554;0.066383;1.000000;1.919846;0.602692;
0.339400;1.235569;-0.932948;-0.302621;-0.296524;0.228236;0.068288;1.000000;1.919846;0.602694;
0.339420;1.237833;-0.927352;-0.310481;-0.297100;0.226909;0.070191;1.000000;1.919846;0.602697;
0.339440;1.240048;-0.921720;-0.318328;-0.297664;0.225573;0.072091;1.000000;1.919846;0.602699;
0.339460;1.242214;-0.916051;-0.326163;-0.298216;0.224228;0.073988;1.000000;1.919846;0.602701;
0.339480;1.244331;-0.910346;-0.333985;-0.298756;0.222874;0.075882;1.000000;1.919846;0.602704;
0.339500;1.246400;-0.904606;-0.341794;-0.299285;0.221511;0.077774;1.000000;1.919846;0.602707;
0.339520;1.248418;-0.898829;-0.349590;-0.299802;0.220140;0.079662;1.000000;1.919846;0.602709;
0.339540;1.250387;-0.893016;-0.357371;-0.300307;0.218760;0.081547;1.000000;1.919846;0.602712;
0.339560;1.252307;-0.887168;-0.365139;-0.300800;0.217371;0.083429;1.000000;1.919846;0.602715;
0.339580;1.254177;-0.881285;-0.372892;-0.301281;0.215974;0.085307;1.000000;1.919846;0.602718;
0.339600;1.255996;-0.875366;-0.380630;-0.301751;0.214568;0.087183;1.000000;1.919846;0.602721;
0.339620;1.257766;-0.869412;-0.388354;-0.302208;0.213154;0.089054;1.000000;1.919846;0.602724;
0.339640;1.259485;-0.863424;-0.396062;-0.302654;0.211731;0.090923;1.000000;1.919846;0.602727;
0.339660;1.261154;-0.857401;-0.403754;-0.303088;0.210300;0.092788;1.000000;1.919846;0.602730;
0.339680;1.262773;-0.851343;-0.411430;-0.303510;0.208861;0.094649;1.000000;1.919846;0.602733;
0.339700;1.264342;-0.845252;-0.419090;-0.303919;0.207413;0.096506;1.000000;1.919846;0.602736;
0.339720;1.265860;-0.839127;-0.426733;-0.304317;0.205958;0.098360;1.000000;1.919846;0.602739;
0.339740;1.267328;-0.832968;-0.434360;-0.304703;0.204494;0.100209;1.000000;1.919846;0.602742;
0.339760;1.268746;-0.826776;-0.441969;-0.305077;0.203022;0.102055;1.000000;1.919846;0.602745;
0.339780;1.270113;-0.820552;-0.449561;-0.305439;0.201542;0.103897;1.000000;1.919846;0.602748;
0.339800;1.271430;-0.814294;-0.457136;-0.305788;0.200054;0.105734;1.000000;1.919846;0.602751;
0.339820;1.272697;-0.808005;-0.464692;-0.306126;0.198558;0.107568;1.000000;1.919846;0.602754;
0.339840;1.273913;-0.801683;-0.472230;-0.306451;0.197054;0.109397;1.000000;1.919846;0.602757;
0.339860;1.275079;-0.795330;-0.479750;-0.306667;0.195482;0.111185;1.000000;1.919846;0.602760;
0.339880;1.276196;-0.788945;-0.487250;-0.306981;0.193971;0.113010;1.000000;1.919846;0.602763;
0.339900;1.277261;-0.782529;-0.494732;-0.307283;0.192452;0.114830;1.000000;1.919846;0.602767;
0.339920;1.278277;-0.776083;-0.502194;-0.307572;0.190926;0.116647;1.000000;1.919846;0.602770;
0.339940;1.279241;-0.769605;-0.509636;-0.307850;0.189392;0.118458;1.000000;1.919846;0.602774;
0.339960;1.280155;-0.763097;-0.517058;-0.308116;0.187851;0.120265;1.000000;1.919846;0.602778;
0.339980;1.281019;-0.756559;-0.524460;-0.308370;0.186302;0.122068;1.000000;1.919846;0.602782;
0.340000;1.281831;-0.749990;-0.531841;-0.308611;0.184745;0.123866;1.000000;1.919846;0.602787;
0.340020;1.282594;-0.743393;-0.539201;-0.308840;0.183182;0.125659;1.000000;1.919846;0.602791;
0.340040;1.283305;-0.736766;-0.546540;-0.309057;0.181611;0.127447;1.000000;1.919846;0.602795;
0.340060;1.283967;-0.730110;-0.553857;-0.309262;0.180032;0.129230;1.000000;1.919846;0.602799;
0.340080;1.284578;-0.723425;-0.561152;-0.309455;0.178447;0.131008;1.000000;1.919846;0.602802;
0.340100;1.285139;-0.716713;-0.568426;-0.309635;0.176854;0.132781;1.000000;1.919846;0.602806;
0.340120;1.285651;-0.709973;-0.575678;-0.309803;0.175255;0.134548;1.000000;1.919846;0.602809;
0.340140;1.286113;-0.703206;-0.582907;-0.309958;0.173648;0.136311;1.000000;1.919846;0.602812;
0.340160;1.286525;-0.696411;-0.590114;-0.310101;0.172034;0.138068;1.000000;1.919846;0.602814;
0.340180;1.286889;-0.689591;-0.597298;-0.310131;0.170355;0.139776;1.000000;1.919846;0.602816;
0.340200;1.287203;-0.682744;-0.604460;-0.310237;0.168720;0.141516;1.000000;1.919846;0.602818;
0.340220;1.287469;-0.675871;-0.611598;-0.310330;0.167079;0.143251;1.000000;1.919846;0.602820;
0.340240;1.287685;-0.668972;-0.618713;-0.310411;0.165431;0.144980;1.000000;1.919846;0.602821;
0.340260;1.287851;-0.662048;-0.625804;-0.310480;0.163777;0.146703;1.000000;1.919846;0.602823;
0.340280;1.287968;-0.655098;-0.632870;-0.310537;0.162116;0.148421;1.000000;1.919846;0.602825;
0.340300;1.288036;-0.648123;-0.639912;-0.310582;0.160449;0.150133;1.000000;1.919846;0.602827;
0.340320;1.288052;-0.641123;-0.646929;-0.310614;0.158776;0.151838;1.000000;1.919846;0.602828;
0.340340;1.288019;-0.634098;-0.653921;-0.310634;0.157096;0.153538;1.000000;1.919846;0.602830;
0.340360;1.287935;-0.627048;-0.660887;-0.310642;0.155410;0.155232;1.000000;1.919846;0.602832;
0.340380;1.287799;-0.619972;-0.667827;-0.310638;0.153718;0.156920;1.000000;1.919846;0.602834;
0.340400;1.287612;-0.612872;-0.674740;-0.310621;0.152020;0.158601;1.000000;1.919846;0.602837;
0.340420;1.287374;-0.605748;-0.681626;-0.310592;0.150316;0.160276;1.000000;1.919846;0.602839;
0.340440;1.287083;-0.598598;-0.688485;-0.310551;0.148606;0.161945;1.000000;1.919846;0.602841;
0.340460;1.286741;-0.591424;-0.695316;-0.310498;0.146891;0.163608;1.000000;1.919846;0.602843;
0.340480;1.286346;-0.584226;-0.702119;-0.310433;0.145169;0.165264;1.000000;1.919846;0.602846;
0.340500;1.285899;-0.577004;-0.708894;-0.310355;0.143442;0.166913;1.000000;1.919846;0.602848;
