time;SM_generator_omegaPu;SM_generator_PGenPu;SM_generator_UPu;SM_generator_efdPu;SM_pss_UPssPu;
5.508905;0.997341;19.039477;1.009501;-0.142614;-0.002957;
5.535447;0.997559;18.383724;1.008342;-0.189547;-0.004069;
5.561989;0.997884;17.785710;1.006784;-0.119794;-0.005044;
5.585877;0.998258;17.319206;1.005128;0.035735;-0.005765;
5.609765;0.998696;16.939888;1.003327;0.268418;-0.006302;
5.633653;0.999185;16.661791;1.001469;0.565722;-0.006630;
5.657541;0.999707;16.494698;0.999634;0.914168;-0.006732;
5.681429;1.000246;16.444266;0.997882;1.301014;-0.006598;
5.705317;1.000783;16.511416;0.996280;1.712900;-0.006231;
5.729204;1.001300;16.693296;0.994845;2.139475;-0.005640;
5.753092;1.001781;16.983459;0.993596;2.571681;-0.004847;
5.776980;1.002210;17.372197;0.992536;3.001712;-0.003877;
5.800868;1.002572;17.847037;0.991661;3.422591;-0.002766;
5.824756;1.002856;18.393220;0.990964;3.827520;-0.001551;
5.848644;1.003052;18.994201;0.990442;4.209208;-0.000275;
5.872532;1.003153;19.632149;0.990097;4.559289;0.001020;
5.896420;1.003155;20.288437;0.989941;4.867968;0.002291;
5.920307;1.003056;20.944588;0.989997;5.123958;0.003497;
5.944195;1.002858;21.581317;0.990292;5.314653;0.004600;
5.968083;1.002565;22.180124;0.990862;5.427034;0.005566;
5.991971;1.002184;22.723394;0.991739;5.448594;0.006364;
6.015859;1.001726;23.194547;0.992955;5.369192;0.006970;
6.039747;1.001202;23.578347;0.994511;5.180768;0.007366;
6.063635;1.000627;23.861146;0.996403;4.880180;0.007541;
6.087523;1.000017;24.030794;0.998593;4.470073;0.007487;
6.111410;0.999391;24.077131;1.001018;3.959563;0.007203;
6.135298;0.998767;23.992535;1.003584;3.364502;0.006693;
6.159186;0.998166;23.772178;1.006168;2.706649;0.005965;
6.183074;0.997610;23.415920;1.008644;2.014200;0.005033;
6.206962;0.997119;22.928421;1.010859;1.319000;0.003918;
6.230850;0.996713;22.320147;1.012669;0.654685;0.002646;
6.254738;0.996409;21.607816;1.013951;0.054348;0.001247;
6.278626;0.996221;20.814312;1.014609;-0.452045;-0.000241;
6.302513;0.996160;19.967982;1.014593;-0.840090;-0.001773;
6.326401;0.996230;19.102164;1.013897;-1.092826;-0.003297;
6.350289;0.996433;18.250759;1.012575;-1.202550;-0.004760;
6.374177;0.996762;17.448044;1.010715;-1.170433;-0.006106;
6.395676;0.997159;16.792809;1.008680;-1.027435;-0.007174;
6.417175;0.997640;16.224035;1.006417;-0.788188;-0.008063;
6.438674;0.998193;15.759313;1.004037;-0.467192;-0.008740;
6.460173;0.998802;15.412189;1.001646;-0.080361;-0.009175;
6.481672;0.999450;15.191988;0.999321;0.356792;-0.009349;
6.503172;1.000119;15.103911;0.997160;0.828606;-0.009252;
6.524671;1.000790;15.148290;0.995216;1.320670;-0.008883;
6.546170;1.001445;15.322324;0.993493;1.823334;-0.008253;
6.567669;1.002067;15.619906;0.992006;2.328850;-0.007379;
6.589168;1.002640;16.032024;0.990747;2.831516;-0.006288;
6.610667;1.003148;16.547126;0.989694;3.327223;-0.005011;
6.632166;1.003579;17.151568;0.988812;3.812981;-0.003588;
6.653665;1.003922;17.830140;0.988082;4.285463;-0.002060;
6.675164;1.004166;18.566244;0.987486;4.740268;-0.000470;
6.696663;1.004307;19.342353;0.987019;5.171242;0.001137;
6.718162;1.004339;20.140408;0.986688;5.569994;0.002719;
6.739661;1.004261;20.942204;0.986519;5.925675;0.004234;
6.761161;1.004073;21.729755;0.986549;6.225106;0.005643;
6.782660;1.003778;22.485593;0.986829;6.453263;0.006913;
6.804159;1.003382;23.193001;0.987415;6.594127;0.008012;
6.825658;1.002893;23.836149;0.988363;6.631857;0.008916;
6.847157;1.002321;24.400137;0.989720;6.552211;0.009604;
6.868656;1.001676;24.870978;0.991518;6.344078;0.010061;
6.890155;1.000973;25.235550;0.993764;6.001000;0.010277;
6.911654;1.000227;25.481591;0.996438;5.522497;0.010247;
6.933153;0.999456;25.597831;0.999481;4.915061;0.009971;
6.954652;0.998678;25.574316;1.002803;4.192687;0.009450;
6.976151;0.997914;25.402989;1.006279;3.376850;0.008692;
6.997650;0.997183;25.078573;1.009754;2.495864;0.007708;
7.019150;0.996509;24.599671;1.013055;1.583652;0.006510;
7.040649;0.995911;23.969938;1.015998;0.677964;0.005116;
7.062148;0.995411;23.199215;1.018409;-0.181882;0.003549;
7.083647;0.995028;22.304269;1.020132;-0.957579;0.001835;
7.105146;0.994775;21.308925;1.021048;-1.614507;0.000010;
7.126645;0.994667;20.243512;1.021091;-2.124326;-0.001885;
7.148144;0.994709;19.143437;1.020250;-2.467172;-0.003801;
7.169643;0.994903;18.047128;1.018579;-2.633158;-0.005684;
7.191142;0.995246;16.993587;1.016188;-2.622977;-0.007473;
7.210491;0.995676;16.112227;1.013567;-2.472005;-0.008953;
7.229841;0.996209;15.318793;1.010615;-2.200807;-0.010261;
7.249190;0.996835;14.635172;1.007476;-1.827331;-0.011354;
7.268539;0.997537;14.077949;1.004289;-1.371899;-0.012195;
7.287888;0.998300;13.659113;1.001182;-0.855392;-0.012754;
7.307237;0.999105;13.386236;0.998262;-0.297744;-0.013009;
7.326586;0.999934;13.262701;0.995608;0.283522;-0.012949;
7.345936;1.000769;13.288137;0.993267;0.874249;-0.012572;
7.365285;1.001589;13.458854;0.991272;1.463533;-0.011889;
7.384634;1.002379;13.767751;0.989603;2.045128;-0.010917;
7.403983;1.003123;14.206167;0.988227;2.615835;-0.009682;
7.423332;1.003803;14.763333;0.987103;3.175492;-0.008218;
7.442682;1.004408;15.426556;0.986178;3.725319;-0.006563;
7.462031;1.004925;16.181673;0.985399;4.266965;-0.004757;
7.481380;1.005343;17.013308;0.984721;4.801540;-0.002846;
7.500729;1.005655;17.905096;0.984107;5.328618;-0.000874;
7.520078;1.005853;18.839989;0.983539;5.845414;0.001115;
7.539427;1.005934;19.800580;0.983016;6.346147;0.003076;
7.558777;1.005895;20.769440;0.982559;6.821655;0.004969;
7.566461;1.005847;21.151772;0.982407;7.000001;0.005691;
7.566461;1.005847;21.153108;0.982488;7.000000;0.005691;
7.566462;1.005847;21.153158;0.982488;7.000000;0.005691;
7.566463;1.005847;21.153208;0.982488;7.000000;0.005691;
7.566465;1.005847;21.153309;0.982488;7.000000;0.005691;
7.566469;1.005847;21.153509;0.982488;7.000000;0.005692;
7.566477;1.005847;21.153910;0.982488;7.000000;0.005692;
7.566493;1.005846;21.154711;0.982487;7.000000;0.005694;
7.566525;1.005846;21.156314;0.982487;7.000000;0.005697;
7.566589;1.005846;21.159520;0.982486;7.000000;0.005703;
7.566717;1.005845;21.165931;0.982483;7.000000;0.005715;
7.566973;1.005843;21.178747;0.982479;7.000000;0.005739;
7.567485;1.005839;21.204364;0.982469;7.000000;0.005787;
7.568509;1.005830;21.255529;0.982450;7.000000;0.005882;
7.570557;1.005813;21.357568;0.982410;7.000000;0.006072;
7.574653;1.005774;21.560384;0.982324;7.000000;0.006448;
7.582845;1.005680;21.960178;0.982131;7.000000;0.007180;
7.599229;1.005431;22.731051;0.981679;7.000000;0.008554;
7.615613;1.005102;23.457760;0.981176;7.000000;0.009796;
7.631997;1.004700;24.133613;0.980702;7.000000;0.010888;
7.648381;1.004229;24.753487;0.980357;7.000000;0.011814;
7.664765;1.003695;25.313545;0.980243;7.000000;0.012560;
7.681149;1.003106;25.811181;0.980466;7.000000;0.013119;
7.697533;1.002466;26.244698;0.981135;7.000000;0.013486;
7.713917;1.001783;26.612993;0.982350;7.000000;0.013660;
7.730301;1.001065;26.915238;0.984203;7.000000;0.013646;
7.746685;1.000317;27.150589;0.986773;7.000000;0.013451;
7.763069;0.999547;27.317933;0.990125;7.000000;0.013085;
7.775073;0.998974;27.396370;0.993105;7.000000;0.012716;
7.775073;0.998974;27.396833;0.993118;7.000001;0.012716;
7.775074;0.998974;27.396838;0.993118;6.999951;0.012716;
7.775075;0.998973;27.396843;0.993118;6.999900;0.012716;
7.775077;0.998973;27.396853;0.993119;6.999798;0.012716;
7.775081;0.998973;27.396873;0.993120;6.999594;0.012716;
7.775089;0.998973;27.396912;0.993122;6.999187;0.012716;
7.775105;0.998972;27.396992;0.993126;6.998373;0.012715;
7.775137;0.998970;27.397150;0.993135;6.996744;0.012714;
7.775201;0.998967;27.397466;0.993152;6.993484;0.012712;
7.775329;0.998961;27.398094;0.993186;6.986955;0.012707;
7.775585;0.998949;27.399331;0.993254;6.973862;0.012698;
7.776097;0.998924;27.401734;0.993391;6.947536;0.012680;
7.777121;0.998875;27.406250;0.993665;6.894335;0.012644;
7.779169;0.998776;27.414106;0.994219;6.785824;0.012570;
7.783265;0.998578;27.424986;0.995342;6.561020;0.012415;
7.791457;0.998181;27.426492;0.997637;6.084842;0.012078;
7.807841;0.997394;27.342833;1.002330;5.055075;0.011303;
7.824225;0.996623;27.137035;1.007047;3.953300;0.010394;
7.840609;0.995880;26.802486;1.011639;2.816974;0.009353;
7.856993;0.995180;26.335549;1.015968;1.678573;0.008181;
7.873377;0.994536;25.735978;1.019903;0.566870;0.006876;
7.889761;0.993964;25.007347;1.023319;-0.491697;0.005439;
7.906145;0.993475;24.157391;1.026107;-1.472236;0.003874;
7.922529;0.993083;23.198244;1.028168;-2.351415;0.002189;
7.938913;0.992798;22.146451;1.029430;-3.108070;0.000397;
7.955297;0.992628;21.022673;1.029846;-3.724179;-0.001482;
7.971681;0.992581;19.851033;1.029403;-4.185975;-0.003424;
7.988065;0.992660;18.658135;1.028125;-4.484972;-0.005398;
8.004449;0.992864;17.471836;1.026074;-4.618721;-0.007366;
8.020833;0.993193;16.319904;1.023346;-4.591137;-0.009288;
8.037217;0.993640;15.228707;1.020065;-4.412319;-0.011120;
8.053601;0.994198;14.222078;1.016376;-4.097843;-0.012818;
8.069985;0.994856;13.320459;1.012436;-3.667580;-0.014336;
8.086369;0.995603;12.540379;1.008401;-3.144168;-0.015633;
8.102753;0.996424;11.894285;1.004419;-2.551331;-0.016673;
8.119137;0.997306;11.390644;1.000619;-1.912216;-0.017427;
8.135521;0.998233;11.034206;0.997108;-1.247924;-0.017870;
8.151905;0.999188;10.826525;0.993958;-0.576323;-0.017991;
8.168289;1.000157;10.766603;0.991219;0.088606;-0.017783;
8.184673;1.001124;10.850969;0.988915;0.736980;-0.017252;
8.201057;1.002075;11.073806;0.987028;1.363317;-0.016408;
8.217441;1.002995;11.429027;0.985507;1.966241;-0.015272;
8.233825;1.003870;11.910082;0.984352;2.546488;-0.013869;
8.250209;1.004685;12.504127;0.983521;3.107117;-0.012228;
8.266593;1.005437;13.199478;0.982766;3.656229;-0.010385;
8.282977;1.006113;13.998258;0.982138;4.199609;-0.008375;
8.299361;1.006683;14.879706;0.981957;4.737070;-0.006235;
8.315745;1.007170;15.805795;0.981408;5.280639;-0.004006;
8.332129;1.007582;16.813014;0.980416;5.838389;-0.001724;
8.348513;1.007831;17.885007;0.980555;6.397721;0.000573;
8.363259;1.007977;18.819122;0.979335;6.933442;0.002626;
8.365112;1.007989;18.939494;0.979232;7.000001;0.002881;
8.365112;1.007989;18.941051;0.979271;7.000000;0.002881;
8.365113;1.007989;18.941117;0.979271;7.000000;0.002881;
8.365114;1.007989;18.941183;0.979271;7.000000;0.002881;
8.365116;1.007989;18.941316;0.979271;7.000000;0.002881;
8.365120;1.007989;18.941582;0.979270;7.000000;0.002882;
8.365128;1.007989;18.942113;0.979270;7.000000;0.002883;
8.365144;1.007989;18.943175;0.979270;7.000000;0.002885;
8.365176;1.007989;18.945300;0.979269;7.000000;0.002890;
8.365240;1.007990;18.949549;0.979266;7.000000;0.002898;
8.365368;1.007991;18.958046;0.979262;7.000000;0.002916;
8.365624;1.007992;18.975041;0.979253;7.000000;0.002951;
8.366136;1.007996;19.009027;0.979236;7.000000;0.003022;
8.367160;1.008002;19.076984;0.979199;7.000000;0.003163;
8.369208;1.008013;19.212814;0.979120;7.000000;0.003445;
8.373304;1.008029;19.483985;0.978940;7.000000;0.004005;
8.381496;1.008041;20.023190;0.978488;7.000000;0.005110;
8.397880;1.007981;21.080510;0.977230;7.000000;0.007241;
8.414264;1.007812;22.099027;0.975516;7.000000;0.009243;
8.430648;1.007539;23.066358;0.973418;7.000000;0.011086;
8.447032;1.007167;23.972503;0.971045;7.000000;0.012742;
8.463416;1.006703;24.809756;0.968520;7.000000;0.014185;
8.479800;1.006154;25.572915;0.965985;7.000000;0.015394;
8.496184;1.005529;26.259049;0.963593;7.000000;0.016354;
