time;MACHINE_machine_omegaPu;MACHINE_machine_UStatorPu;MACHINE_machine_ifPu;MACHINE_machine_MdSatPPu;MACHINE_machine_MqSatPPu;MACHINE_machine_lambdaAirGapPu;
0.436600;1.000200;0.786577;1.260796;1.651522;1.601522;0.618446;
0.436620;1.000203;0.780971;1.255516;1.651240;1.601240;0.621320;
0.436640;1.000207;0.775300;1.250281;1.650948;1.600948;0.624211;
0.436660;1.000210;0.769622;1.245093;1.650647;1.600647;0.627121;
0.436680;1.000213;0.763993;1.239954;1.650336;1.600336;0.630046;
0.436700;1.000216;0.758468;1.234867;1.650014;1.600015;0.632985;
0.436720;1.000219;0.753100;1.229834;1.649683;1.599684;0.635936;
0.436740;1.000222;0.747935;1.224857;1.649342;1.599342;0.638896;
0.436760;1.000225;0.743020;1.219938;1.648991;1.598991;0.641862;
0.436780;1.000228;0.738396;1.215077;1.648630;1.598630;0.644832;
0.436800;1.000231;0.734099;1.210277;1.648259;1.598260;0.647802;
0.436820;1.000234;0.730163;1.205536;1.647879;1.597879;0.650770;
0.436840;1.000237;0.726619;1.200856;1.647490;1.597490;0.653731;
0.436860;1.000240;0.723489;1.196236;1.647091;1.597091;0.656684;
0.436880;1.000243;0.720797;1.191674;1.646684;1.596684;0.659625;
0.436900;1.000247;0.718555;1.187170;1.646268;1.596268;0.662552;
0.436920;1.000250;0.716775;1.182723;1.645844;1.595844;0.665461;
0.436940;1.000253;0.715457;1.178330;1.645412;1.595412;0.668351;
0.436960;1.000256;0.714596;1.173988;1.644973;1.594973;0.671219;
0.436980;1.000259;0.714177;1.169697;1.644526;1.594526;0.674063;
0.437000;1.000262;0.714174;1.165453;1.644072;1.594072;0.676884;
0.437020;1.000265;0.714551;1.161253;1.643611;1.593611;0.679678;
0.437040;1.000268;0.715262;1.157096;1.643144;1.593144;0.682447;
0.437060;1.000271;0.716248;1.152979;1.642670;1.592670;0.685189;
0.437080;1.000274;0.717442;1.148899;1.642189;1.592190;0.687905;
0.437100;1.000277;0.718767;1.144855;1.641702;1.591703;0.690596;
0.437120;1.000280;0.720140;1.140846;1.641209;1.591209;0.693262;
0.437140;1.000283;0.721473;1.136869;1.640708;1.590709;0.695904;
0.437160;1.000286;0.722676;1.132925;1.640201;1.590201;0.698525;
0.437180;1.000289;0.723661;1.129014;1.639687;1.589687;0.701125;
0.437200;1.000292;0.724340;1.125135;1.639165;1.589165;0.703707;
0.437220;1.000295;0.724636;1.121290;1.638635;1.588635;0.706272;
0.437240;1.000298;0.724478;1.117479;1.638096;1.588097;0.708823;
0.437260;1.000301;0.723808;1.113706;1.637550;1.587550;0.711361;
0.437280;1.000304;0.722579;1.109973;1.636994;1.586994;0.713889;
0.437300;1.000307;0.720762;1.106281;1.636428;1.586428;0.716408;
0.437320;1.000310;0.718339;1.102636;1.635852;1.585852;0.718921;
0.437340;1.000313;0.715313;1.099040;1.635266;1.585266;0.721428;
0.437360;1.000316;0.711697;1.095498;1.634669;1.584669;0.723931;
0.437380;1.000318;0.707523;1.092014;1.634060;1.584060;0.726431;
0.437400;1.000321;0.702835;1.088591;1.633440;1.583440;0.728929;
0.437420;1.000324;0.697688;1.085234;1.632808;1.582808;0.731425;
0.437440;1.000327;0.692149;1.081947;1.632164;1.582164;0.733921;
0.437460;1.000330;0.686291;1.078735;1.631507;1.581507;0.736414;
0.437480;1.000333;0.680194;1.075600;1.630838;1.580838;0.738907;
0.437500;1.000336;0.673941;1.072545;1.630157;1.580157;0.741396;
0.437520;1.000339;0.667616;1.069574;1.629464;1.579464;0.743883;
0.437540;1.000342;0.661301;1.066689;1.628758;1.578758;0.746365;
0.437560;1.000344;0.655077;1.063892;1.628041;1.578041;0.748841;
0.437580;1.000347;0.649019;1.061182;1.627313;1.577313;0.751309;
0.437600;1.000350;0.643199;1.058562;1.626574;1.576574;0.753769;
0.437620;1.000353;0.637678;1.056031;1.625824;1.575824;0.756218;
0.437640;1.000355;0.632513;1.053588;1.625065;1.575065;0.758654;
0.437660;1.000358;0.627753;1.051232;1.624296;1.574296;0.761074;
0.437680;1.000361;0.623434;1.048961;1.623520;1.573520;0.763479;
0.437700;1.000364;0.619588;1.046772;1.622735;1.572735;0.765864;
0.437720;1.000366;0.616234;1.044664;1.621944;1.571944;0.768228;
0.437740;1.000369;0.613383;1.042633;1.621147;1.571147;0.770570;
0.437760;1.000372;0.611034;1.040676;1.620344;1.570344;0.772888;
0.437780;1.000374;0.609175;1.038790;1.619537;1.569537;0.775180;
0.437800;1.000377;0.607784;1.036971;1.618727;1.568727;0.777444;
0.437820;1.000379;0.606827;1.035217;1.617913;1.567913;0.779680;
0.437840;1.000382;0.606259;1.033524;1.617098;1.567098;0.781887;
0.437860;1.000385;0.606022;1.031889;1.616280;1.566280;0.784063;
0.437880;1.000387;0.606051;1.030312;1.615462;1.565462;0.786209;
0.437900;1.000390;0.606269;1.028789;1.614644;1.564644;0.788323;
0.437920;1.000392;0.606593;1.027319;1.613826;1.563826;0.790405;
0.437940;1.000394;0.606935;1.025903;1.613008;1.563008;0.792457;
0.437960;1.000397;0.607203;1.024540;1.612191;1.562191;0.794477;
0.437980;1.000399;0.607305;1.023231;1.611375;1.561375;0.796466;
0.438000;1.000402;0.607151;1.021977;1.610561;1.560561;0.798424;
0.438020;1.000404;0.606655;1.020780;1.609748;1.559748;0.800352;
0.438040;1.000406;0.605741;1.019643;1.608937;1.558937;0.802252;
0.438060;1.000409;0.604339;1.018569;1.608128;1.558128;0.804122;
0.438080;1.000411;0.602394;1.017563;1.607320;1.557320;0.805965;
0.438100;1.000413;0.599864;1.016627;1.606515;1.556515;0.807781;
0.438120;1.000416;0.596721;1.015767;1.605711;1.555711;0.809571;
0.438140;1.000418;0.592953;1.014988;1.604909;1.554909;0.811336;
0.438160;1.000420;0.588565;1.014294;1.604109;1.554109;0.813076;
0.438180;1.000422;0.583577;1.013690;1.603311;1.553311;0.814791;
0.438200;1.000424;0.578025;1.013181;1.602514;1.552515;0.816483;
0.438220;1.000426;0.571959;1.012771;1.601720;1.551720;0.818153;
0.438240;1.000429;0.565444;1.012465;1.600928;1.550928;0.819799;
0.438260;1.000431;0.558553;1.012266;1.600139;1.550139;0.821424;
0.438280;1.000433;0.551372;1.012177;1.599352;1.549352;0.823026;
0.438300;1.000435;0.543992;1.012202;1.598567;1.548567;0.824606;
0.438320;1.000437;0.536510;1.012341;1.597786;1.547786;0.826164;
0.438340;1.000439;0.529028;1.012595;1.597008;1.547008;0.827700;
0.438360;1.000441;0.521646;1.012965;1.596234;1.546234;0.829214;
0.438380;1.000443;0.514464;1.013450;1.595464;1.545464;0.830706;
0.438400;1.000445;0.507579;1.014048;1.594698;1.544698;0.832175;
0.438420;1.000446;0.501081;1.014757;1.593938;1.543938;0.833621;
0.438440;1.000448;0.495055;1.015574;1.593183;1.543183;0.835044;
0.438460;1.000450;0.489577;1.016493;1.592434;1.542434;0.836444;
0.438480;1.000452;0.484713;1.017512;1.591691;1.541691;0.837819;
0.438500;1.000454;0.480518;1.018623;1.590955;1.540955;0.839171;
0.438520;1.000455;0.477037;1.019821;1.590226;1.540226;0.840498;
0.438540;1.000457;0.474300;1.021100;1.589506;1.539506;0.841799;
0.438560;1.000459;0.472326;1.022453;1.588793;1.538793;0.843076;
0.438580;1.000460;0.471119;1.023873;1.588089;1.538089;0.844328;
0.438600;1.000462;0.470670;1.025353;1.587395;1.537395;0.845554;
0.438620;1.000463;0.470954;1.026886;1.586710;1.536710;0.846754;
0.438640;1.000465;0.471935;1.028466;1.586034;1.536034;0.847928;
0.438660;1.000466;0.473562;1.030086;1.585369;1.535369;0.849077;
0.438680;1.000468;0.475770;1.031740;1.584715;1.534715;0.850200;
0.438700;1.000469;0.478485;1.033423;1.584070;1.534070;0.851297;
0.438720;1.000471;0.481620;1.035130;1.583437;1.533437;0.852369;
0.438740;1.000472;0.485081;1.036857;1.582814;1.532814;0.853416;
0.438760;1.000473;0.488767;1.038602;1.582203;1.532203;0.854438;
0.438780;1.000475;0.492572;1.040361;1.581602;1.531602;0.855435;
0.438800;1.000476;0.496388;1.042134;1.581013;1.531013;0.856409;
0.438820;1.000477;0.500106;1.043920;1.580434;1.530434;0.857358;
0.438840;1.000478;0.503620;1.045720;1.579867;1.529867;0.858285;
0.438860;1.000479;0.506828;1.047535;1.579311;1.529311;0.859189;
0.438880;1.000481;0.509635;1.049368;1.578765;1.528765;0.860070;
0.438900;1.000482;0.511955;1.051223;1.578230;1.528230;0.860929;
0.438920;1.000483;0.513710;1.053102;1.577706;1.527706;0.861767;
0.438940;1.000484;0.514836;1.055011;1.577193;1.527193;0.862584;
0.438960;1.000485;0.515282;1.056956;1.576691;1.526691;0.863380;
0.438980;1.000486;0.515009;1.058942;1.576199;1.526199;0.864156;
0.439000;1.000487;0.513994;1.060975;1.575719;1.525719;0.864911;
0.439020;1.000488;0.512228;1.063063;1.575249;1.525249;0.865646;
0.439040;1.000489;0.509719;1.065212;1.574791;1.524791;0.866361;
0.439060;1.000490;0.506487;1.067428;1.574343;1.524343;0.867055;
0.439080;1.000490;0.502568;1.069720;1.573908;1.523908;0.867730;
0.439100;1.000491;0.498011;1.072091;1.573484;1.523484;0.868383;
0.439120;1.000492;0.492877;1.074550;1.573072;1.523072;0.869016;
0.439140;1.000493;0.487240;1.077101;1.572673;1.522673;0.869628;
0.439160;1.000494;0.481183;1.079750;1.572287;1.522287;0.870219;
0.439180;1.000494;0.474796;1.082500;1.571915;1.521915;0.870788;
0.439200;1.000495;0.468177;1.085355;1.571556;1.521556;0.871334;
0.439220;1.000496;0.461431;1.088318;1.571212;1.521212;0.871857;
0.439240;1.000496;0.454661;1.091389;1.570883;1.520883;0.872357;
0.439260;1.000497;0.447977;1.094571;1.570569;1.520569;0.872832;
0.439280;1.000497;0.441483;1.097862;1.570272;1.520272;0.873283;
0.439300;1.000498;0.435176;1.101260;1.569994;1.519995;0.873709;
0.439320;1.000498;0.429378;1.104766;1.569730;1.519731;0.874109;
0.439340;1.000499;0.424066;1.108374;1.569484;1.519485;0.874482;
0.439360;1.000499;0.419325;1.112081;1.569256;1.519257;0.874828;
0.439380;1.000500;0.415227;1.115881;1.569046;1.519047;0.875147;
0.439400;1.000500;0.411836;1.119768;1.568856;1.518857;0.875437;
0.439420;1.000500;0.409201;1.123737;1.568685;1.518686;0.875699;
0.439440;1.000500;0.407357;1.127780;1.568533;1.518534;0.875932;
0.439460;1.000501;0.406326;1.131889;1.568402;1.518402;0.876137;
0.439480;1.000501;0.406111;1.136059;1.568290;1.518291;0.876311;
0.439500;1.000501;0.406703;1.140280;1.568199;1.518200;0.876457;
0.439520;1.000501;0.408076;1.144544;1.568128;1.518129;0.876572;
0.439540;1.000501;0.410188;1.148846;1.568078;1.518079;0.876659;
0.439560;1.000501;0.412984;1.153176;1.568048;1.518049;0.876715;
0.439580;1.000501;0.416396;1.157529;1.568038;1.518039;0.876742;
0.439600;1.000501;0.420343;1.161898;1.568049;1.518049;0.876740;
0.439620;1.000501;0.424735;1.166279;1.568080;1.518080;0.876709;
0.439640;1.000501;0.429475;1.170665;1.568130;1.518131;0.876648;
0.439660;1.000501;0.434459;1.175053;1.568201;1.518201;0.876559;
0.439680;1.000501;0.439580;1.179441;1.568290;1.518290;0.876442;
0.439700;1.000501;0.444729;1.183826;1.568399;1.518399;0.876297;
0.439720;1.000501;0.449801;1.188209;1.568527;1.518527;0.876124;
0.439740;1.000500;0.454690;1.192588;1.568673;1.518673;0.875924;
0.439760;1.000500;0.459300;1.196966;1.568837;1.518838;0.875697;
0.439780;1.000500;0.463541;1.201345;1.569020;1.519020;0.875443;
0.439800;1.000500;0.467332;1.205728;1.569220;1.519221;0.875163;
0.439820;1.000499;0.470605;1.210119;1.569438;1.519438;0.874856;
0.439840;1.000499;0.473304;1.214523;1.569674;1.519674;0.874523;
0.439860;1.000498;0.475388;1.218946;1.569926;1.519926;0.874164;
0.439880;1.000498;0.476831;1.223393;1.570196;1.520196;0.873779;
0.439900;1.000498;0.477622;1.227871;1.570483;1.520483;0.873368;
0.439920;1.000497;0.477767;1.232387;1.570786;1.520786;0.872931;
0.439940;1.000497;0.477286;1.236947;1.571106;1.521106;0.872468;
0.439960;1.000496;0.476218;1.241557;1.571444;1.521444;0.871978;
0.439980;1.000495;0.474611;1.246223;1.571797;1.521797;0.871462;
0.440000;1.000495;0.472531;1.250952;1.572168;1.522168;0.870920;
0.440020;1.000494;0.470054;1.255747;1.572555;1.522555;0.870350;
0.440040;1.000494;0.467265;1.260613;1.572959;1.522959;0.869754;
0.440060;1.000493;0.464256;1.265554;1.573379;1.523379;0.869130;
0.440080;1.000492;0.461126;1.270571;1.573816;1.523815;0.868480;
0.440100;1.000492;0.457976;1.275666;1.574268;1.524268;0.867802;
0.440120;1.000491;0.454908;1.280838;1.574737;1.524737;0.867097;
0.440140;1.000490;0.452019;1.286086;1.575221;1.525221;0.866365;
0.440160;1.000489;0.449403;1.291407;1.575720;1.525720;0.865606;
0.440180;1.000488;0.447147;1.296799;1.576234;1.526234;0.864821;
0.440200;1.000487;0.445329;1.302255;1.576762;1.526762;0.864009;
0.440220;1.000487;0.444015;1.307771;1.577304;1.527304;0.863172;
0.440240;1.000486;0.443258;1.313339;1.577859;1.527858;0.862311;
0.440260;1.000485;0.443100;1.318952;1.578426;1.528425;0.861425;
0.440280;1.000484;0.443568;1.324601;1.579004;1.529003;0.860516;
0.440300;1.000483;0.444674;1.330277;1.579593;1.529592;0.859584;
0.440320;1.000482;0.446417;1.335972;1.580191;1.530190;0.858631;
0.440340;1.000481;0.448782;1.341675;1.580799;1.530798;0.857658;
0.440360;1.000480;0.451742;1.347378;1.581414;1.531413;0.856666;
0.440380;1.000478;0.455254;1.353072;1.582037;1.532035;0.855656;
0.440400;1.000477;0.459268;1.358748;1.582665;1.532664;0.854629;
0.440420;1.000476;0.463721;1.364398;1.583299;1.533297;0.853587;
0.440440;1.000475;0.468541;1.370015;1.583937;1.533936;0.852529;
0.440460;1.000474;0.473650;1.375593;1.584579;1.534578;0.851458;
0.440480;1.000473;0.478962;1.381127;1.585224;1.535223;0.850374;
0.440500;1.000471;0.484388;1.386612;1.585872;1.535871;0.849277;
0.440520;1.000470;0.489835;1.392048;1.586522;1.536520;0.848170;
0.440540;1.000469;0.495213;1.397432;1.587173;1.537172;0.847051;
0.440560;1.000467;0.500429;1.402765;1.587826;1.537824;0.845922;
0.440580;1.000466;0.505397;1.408048;1.588480;1.538478;0.844782;
0.440600;1.000465;0.510036;1.413284;1.589135;1.539133;0.843631;
0.440620;1.000463;0.514274;1.418478;1.589791;1.539790;0.842469;
0.440640;1.000462;0.518046;1.423636;1.590449;1.540447;0.841296;
0.440660;1.000461;0.521302;1.428762;1.591108;1.541106;0.840111;
0.440680;1.000459;0.524002;1.433866;1.591770;1.541768;0.838913;
0.440700;1.000458;0.526123;1.438955;1.592433;1.542431;0.837701;
0.440720;1.000456;0.527655;1.444037;1.593100;1.543098;0.836474;
0.440740;1.000455;0.528717;1.449115;1.593769;1.543769;0.835230;
0.440760;1.000453;0.529104;1.454210;1.594442;1.544442;0.833969;
0.440780;1.000452;0.528963;1.459325;1.595120;1.545120;0.832688;
0.440800;1.000450;0.528344;1.464470;1.595804;1.545804;0.831387;
0.440820;1.000449;0.527308;1.469652;1.596492;1.546492;0.830063;
0.440840;1.000447;0.525927;1.474878;1.597187;1.547188;0.828715;
0.440860;1.000445;0.524282;1.480156;1.597889;1.547889;0.827342;
0.440880;1.000444;0.522460;1.485490;1.598598;1.548598;0.825942;
0.440900;1.000442;0.520551;1.490884;1.599314;1.549314;0.824515;
0.440920;1.000441;0.518646;1.496343;1.600038;1.550038;0.823058;
0.440940;1.000439;0.516836;1.501866;1.600769;1.550769;0.821571;
0.440960;1.000437;0.515206;1.507454;1.601507;1.551507;0.820054;
0.440980;1.000436;0.513834;1.513107;1.602253;1.552253;0.818505;
0.441000;1.000434;0.512793;1.518819;1.603006;1.553006;0.816926;
0.441020;1.000432;0.512143;1.524589;1.603766;1.553766;0.815314;
0.441040;1.000430;0.511934;1.530409;1.604531;1.554531;0.813672;
0.441060;1.000429;0.512206;1.536273;1.605302;1.555302;0.812000;
0.441080;1.000427;0.512988;1.542174;1.606078;1.556078;0.810297;
0.441100;1.000425;0.514295;1.548101;1.606857;1.556857;0.808566;
0.441120;1.000423;0.516136;1.554046;1.607640;1.557640;0.806807;
0.441140;1.000421;0.518505;1.559998;1.608424;1.558424;0.805021;
0.441160;1.000420;0.521393;1.565947;1.609209;1.559209;0.803211;
0.441180;1.000418;0.524779;1.571881;1.609994;1.559994;0.801378;
0.441200;1.000416;0.528636;1.577790;1.610778;1.560778;0.799523;
0.441220;1.000414;0.532933;1.583663;1.611560;1.561560;0.797648;
0.441240;1.000412;0.537630;1.589489;1.612340;1.562340;0.795755;
0.441260;1.000410;0.542684;1.595260;1.613115;1.563115;0.793846;
0.441280;1.000408;0.548048;1.600967;1.613885;1.563885;0.791922;
0.441300;1.000406;0.553670;1.606601;1.614650;1.564650;0.789985;
0.441320;1.000404;0.559495;1.612156;1.615409;1.565409;0.788037;
0.441340;1.000402;0.565465;1.617626;1.616161;1.566161;0.786079;
0.441360;1.000400;0.571519;1.623006;1.616906;1.566906;0.784111;
0.441380;1.000399;0.577598;1.628295;1.617643;1.567643;0.782136;
0.441400;1.000397;0.583639;1.633489;1.618372;1.568372;0.780153;
0.441420;1.000395;0.589582;1.638589;1.619094;1.569094;0.778164;
0.441440;1.000393;0.595368;1.643596;1.619807;1.569807;0.776168;
0.441460;1.000391;0.600943;1.648511;1.620511;1.570511;0.774166;
0.441480;1.000389;0.606255;1.653339;1.621208;1.571208;0.772157;
0.441500;1.000387;0.611259;1.658083;1.621896;1.571896;0.770142;
0.441520;1.000385;0.615916;1.662750;1.622577;1.572577;0.768119;
0.441540;1.000383;0.620196;1.667345;1.623251;1.573251;0.766089;
0.441560;1.000380;0.624075;1.671876;1.623917;1.573917;0.764049;
0.441580;1.000378;0.627539;1.676350;1.624576;1.574576;0.762000;
0.441600;1.000376;0.630582;1.680775;1.625228;1.575228;0.759939;
0.441620;1.000374;0.633208;1.685158;1.625875;1.575875;0.757865;
0.441640;1.000372;0.635428;1.689509;1.626515;1.576515;0.755778;
0.441660;1.000370;0.637263;1.693835;1.627150;1.577150;0.753676;
0.441680;1.000368;0.638739;1.698142;1.627780;1.577780;0.751557;
0.441700;1.000366;0.639891;1.702440;1.628405;1.578405;0.749421;
0.441720;1.000364;0.640755;1.706733;1.629025;1.579025;0.747266;
0.441740;1.000362;0.641376;1.711027;1.629640;1.579640;0.745091;
0.441760;1.000360;0.641797;1.715327;1.630251;1.580251;0.742895;
0.441780;1.000358;0.642065;1.719638;1.630857;1.580857;0.740678;
0.441800;1.000356;0.642228;1.723961;1.631459;1.581459;0.738439;
0.441820;1.000354;0.642329;1.728299;1.632056;1.582056;0.736179;
0.441840;1.000352;0.642414;1.732652;1.632648;1.582649;0.733895;
0.441860;1.000350;0.642522;1.737019;1.633236;1.583236;0.731590;
0.441880;1.000348;0.642691;1.741400;1.633818;1.583818;0.729264;
0.441900;1.000346;0.642953;1.745791;1.634394;1.584394;0.726916;
0.441920;1.000344;0.643338;1.750189;1.634965;1.584965;0.724549;
0.441940;1.000342;0.643869;1.754588;1.635529;1.585529;0.722163;
0.441960;1.000340;0.644566;1.758985;1.636086;1.586087;0.719759;
0.441980;1.000338;0.645447;1.763372;1.636637;1.586637;0.717340;
0.442000;1.000336;0.646521;1.767743;1.637179;1.587179;0.714906;
0.442020;1.000334;0.647798;1.772091;1.637714;1.587714;0.712460;
0.442040;1.000332;0.649284;1.776409;1.638240;1.588240;0.710004;
0.442060;1.000330;0.650979;1.780687;1.638758;1.588758;0.707539;
0.442080;1.000328;0.652883;1.784920;1.639266;1.589266;0.705068;
0.442100;1.000326;0.654993;1.789099;1.639765;1.589765;0.702592;
0.442120;1.000324;0.657303;1.793216;1.640254;1.590254;0.700114;
0.442140;1.000322;0.659803;1.797265;1.640733;1.590733;0.697636;
0.442160;1.000320;0.662482;1.801239;1.641201;1.591201;0.695158;
0.442180;1.000318;0.665326;1.805133;1.641660;1.591660;0.692683;
0.442200;1.000316;0.668319;1.808940;1.642108;1.592108;0.690213;
0.442220;1.000314;0.671441;1.812657;1.642546;1.592546;0.687749;
0.442240;1.000312;0.674670;1.816279;1.642973;1.592973;0.685291;
0.442260;1.000310;0.677983;1.819805;1.643390;1.593391;0.682840;
0.442280;1.000308;0.681352;1.823233;1.643798;1.593798;0.680397;
0.442300;1.000306;0.684752;1.826562;1.644195;1.594195;0.677963;
0.442320;1.000304;0.688153;1.829792;1.644582;1.594582;0.675537;
0.442340;1.000302;0.691526;1.832926;1.644960;1.594960;0.673119;
0.442360;1.000300;0.694845;1.835964;1.645329;1.595329;0.670708;
0.442380;1.000298;0.698082;1.838910;1.645689;1.595690;0.668304;
0.442400;1.000296;0.701213;1.841769;1.646041;1.596041;0.665906;
0.442420;1.000294;0.704217;1.844544;1.646385;1.596385;0.663512;
0.442440;1.000292;0.707076;1.847241;1.646721;1.596721;0.661121;
0.442460;1.000290;0.709778;1.849865;1.647050;1.597050;0.658732;
0.442480;1.000288;0.712313;1.852423;1.647371;1.597372;0.656342;
0.442500;1.000286;0.714679;1.854921;1.647687;1.597687;0.653950;
0.442520;1.000285;0.716877;1.857364;1.647996;1.597996;0.651554;
0.442540;1.000283;0.718915;1.859759;1.648299;1.598299;0.649152;
0.442560;1.000281;0.720805;1.862112;1.648596;1.598596;0.646743;
0.442580;1.000279;0.722564;1.864428;1.648888;1.598889;0.644324;
0.442600;1.000277;0.724211;1.866713;1.649175;1.599176;0.641893;
0.442620;1.000276;0.725771;1.868970;1.649458;1.599458;0.639451;
0.442640;1.000274;0.727267;1.871203;1.649735;1.599735;0.636994;
0.442660;1.000272;0.728728;1.873415;1.650008;1.600008;0.634522;
0.442680;1.000270;0.730181;1.875608;1.650276;1.600276;0.632035;
0.442700;1.000268;0.731650;1.877782;1.650539;1.600540;0.629531;
0.442720;1.000267;0.733163;1.879938;1.650799;1.600799;0.627012;
0.442740;1.000265;0.734740;1.882073;1.651053;1.601054;0.624476;
0.442760;1.000263;0.736404;1.884187;1.651303;1.601304;0.621925;
0.442780;1.000262;0.738170;1.886274;1.651549;1.601549;0.619359;
0.442800;1.000260;0.740054;1.888332;1.651789;1.601789;0.616780;
0.442820;1.000258;0.742066;1.890356;1.652025;1.602025;0.614190;
0.442840;1.000257;0.744214;1.892338;1.652255;1.602255;0.611590;
0.442860;1.000255;0.746503;1.894273;1.652480;1.602481;0.608983;
0.442880;1.000253;0.748935;1.896154;1.652700;1.602700;0.606372;
0.442900;1.000252;0.751509;1.897973;1.652915;1.602915;0.603758;
0.442920;1.000250;0.754223;1.899722;1.653123;1.603123;0.601146;
0.442940;1.000249;0.757072;1.901393;1.653326;1.603326;0.598537;
0.442960;1.000247;0.760048;1.902979;1.653523;1.603523;0.595936;
0.442980;1.000246;0.763138;1.904479;1.653745;1.603745;0.593346;
0.443000;1.000244;0.766356;1.905874;1.653932;1.603932;0.590769;
0.443020;1.000243;0.769669;1.907161;1.654113;1.604113;0.588209;
0.443040;1.000241;0.773063;1.908336;1.654288;1.604288;0.585669;
0.443060;1.000240;0.776517;1.909394;1.654457;1.604457;0.583152;
0.443080;1.000238;0.780013;1.910331;1.654620;1.604620;0.580660;
0.443100;1.000237;0.783528;1.911143;1.654777;1.604777;0.578195;
0.443120;1.000236;0.787037;1.911829;1.654929;1.604929;0.575759;
0.443140;1.000234;0.790512;1.912389;1.655074;1.605074;0.573354;
0.443160;1.000233;0.793927;1.912822;1.655215;1.605215;0.570980;
0.443180;1.000232;0.797251;1.913131;1.655350;1.605350;0.568639;
0.443200;1.000230;0.800455;1.913318;1.655480;1.605480;0.566330;
0.443220;1.000229;0.803512;1.913387;1.655605;1.605605;0.564053;
0.443240;1.000228;0.806395;1.913344;1.655726;1.605726;0.561808;
0.443260;1.000227;0.809081;1.913195;1.655842;1.605842;0.559593;
0.443280;1.000225;0.811548;1.912945;1.655954;1.605954;0.557407;
0.443300;1.000224;0.813783;1.912604;1.656062;1.606062;0.555248;
0.443320;1.000223;0.815775;1.912178;1.656166;1.606166;0.553114;
0.443340;1.000222;0.817519;1.911676;1.656267;1.606267;0.551002;
0.443360;1.000221;0.819018;1.911106;1.656364;1.606364;0.548909;
0.443380;1.000220;0.820279;1.910477;1.656459;1.606459;0.546834;
0.443400;1.000219;0.821316;1.909798;1.656551;1.606551;0.544773;
0.443420;1.000218;0.822148;1.909075;1.656640;1.606640;0.542724;
0.443440;1.000217;0.822799;1.908317;1.656727;1.606727;0.540683;
0.443460;1.000216;0.823295;1.907530;1.656812;1.606812;0.538648;
0.443480;1.000215;0.823666;1.906720;1.656895;1.606895;0.536617;
0.443500;1.000214;0.823944;1.905892;1.656976;1.606976;0.534588;
0.443520;1.000213;0.824158;1.905050;1.657055;1.607055;0.532560;
0.443540;1.000212;0.824340;1.904196;1.657132;1.607132;0.530530;
0.443560;1.000211;0.824517;1.903333;1.657208;1.607208;0.528499;
0.443580;1.000210;0.824714;1.902461;1.657282;1.607282;0.526466;
0.443600;1.000210;0.824951;1.901579;1.657354;1.607354;0.524431;
0.443620;1.000209;0.825248;1.900686;1.657425;1.607425;0.522396;
0.443640;1.000208;0.825616;1.899778;1.657494;1.607494;0.520362;
0.443660;1.000207;0.826065;1.898851;1.657562;1.607562;0.518330;
0.443680;1.000207;0.826600;1.897901;1.657627;1.607627;0.516304;
0.443700;1.000206;0.827223;1.896923;1.657691;1.607691;0.514285;
0.443720;1.000205;0.827933;1.895909;1.657753;1.607753;0.512278;
0.443740;1.000205;0.828729;1.894853;1.657814;1.607814;0.510286;
0.443760;1.000204;0.829605;1.893749;1.657872;1.607872;0.508312;
0.443780;1.000204;0.830557;1.892588;1.657928;1.607928;0.506363;
0.443800;1.000203;0.831580;1.891364;1.657983;1.607983;0.504440;
0.443820;1.000202;0.832668;1.890069;1.658035;1.608035;0.502550;
0.443840;1.000202;0.833816;1.888696;1.658085;1.608085;0.500695;
0.443860;1.000202;0.835019;1.887239;1.658133;1.608133;0.498882;
0.443880;1.000201;0.836272;1.885692;1.658178;1.608178;0.497113;
0.443900;1.000201;0.837569;1.884050;1.658222;1.608222;0.495393;
0.443920;1.000200;0.838906;1.882309;1.658263;1.608263;0.493725;
0.443940;1.000200;0.840277;1.880464;1.658303;1.608303;0.492112;
0.443960;1.000200;0.841676;1.878514;1.658340;1.608340;0.490557;
0.443980;1.000199;0.843094;1.876457;1.658375;1.608374;0.489061;
0.444000;1.000199;0.844523;1.874292;1.658407;1.608407;0.487628;
0.444020;1.000199;0.845956;1.872020;1.658438;1.608438;0.486257;
0.444040;1.000199;0.847381;1.869642;1.658467;1.608467;0.484949;
0.444060;1.000199;0.848789;1.867160;1.658494;1.608494;0.483704;
0.444080;1.000198;0.850171;1.864577;1.658520;1.608520;0.482521;
0.444100;1.000198;0.851518;1.861897;1.658544;1.608544;0.481400;
0.444120;1.000198;0.852821;1.859125;1.658566;1.608566;0.480338;
0.444140;1.000198;0.854075;1.856265;1.658586;1.608586;0.479334;
0.444160;1.000198;0.855275;1.853324;1.658606;1.608606;0.478385;
0.444180;1.000198;0.856420;1.850306;1.658624;1.608623;0.477488;
0.444200;1.000198;0.857511;1.847217;1.658640;1.608640;0.476641;
0.444220;1.000198;0.858551;1.844064;1.658656;1.608656;0.475840;
0.444240;1.000198;0.859547;1.840852;1.658671;1.608671;0.475081;
0.444260;1.000199;0.860506;1.837586;1.658684;1.608684;0.474362;
0.444280;1.000199;0.861439;1.834272;1.658697;1.608697;0.473680;
0.444300;1.000199;0.862357;1.830915;1.658710;1.608710;0.473032;
