time;NETWORK_B1_Urms;NETWORK_DL1_fict_Urms;NETWORK_DL1_Irms;
0.029020;0.963183;0.822903;0.164581;
0.029030;0.963183;0.822903;0.164581;
0.029040;0.963183;0.822903;0.164581;
0.029050;0.963183;0.822903;0.164581;
0.029060;0.963183;0.822903;0.164581;
0.029070;0.963183;0.822903;0.164581;
0.029080;0.963183;0.822903;0.164581;
0.029090;0.963183;0.822903;0.164581;
0.029100;0.963183;0.822903;0.164581;
0.029110;0.963183;0.822903;0.164581;
0.029120;0.963183;0.822903;0.164581;
0.029130;0.963183;0.822903;0.164581;
0.029140;0.963183;0.822903;0.164581;
0.029150;0.963183;0.822903;0.164581;
0.029160;0.963183;0.822903;0.164581;
0.029170;0.963183;0.822903;0.164581;
0.029180;0.963183;0.822903;0.164581;
0.029190;0.963183;0.822903;0.164581;
0.029200;0.963183;0.822903;0.164581;
0.029210;0.963183;0.822903;0.164581;
0.029220;0.963183;0.822903;0.164581;
0.029230;0.963183;0.822903;0.164581;
0.029240;0.963183;0.822903;0.164581;
0.029250;0.963183;0.822903;0.164581;
0.029260;0.963183;0.822903;0.164581;
0.029270;0.963183;0.822903;0.164581;
0.029280;0.963183;0.822903;0.164581;
0.029290;0.963183;0.822903;0.164581;
0.029300;0.963183;0.822903;0.164581;
0.029310;0.963183;0.822903;0.164581;
0.029320;0.963183;0.822903;0.164581;
0.029330;0.963183;0.822903;0.164581;
0.029340;0.963183;0.822903;0.164581;
0.029350;0.963183;0.822903;0.164581;
0.029360;0.963183;0.822903;0.164581;
0.029370;0.963183;0.822903;0.164581;
0.029380;0.963183;0.822903;0.164581;
0.029390;0.963183;0.822903;0.164581;
0.029400;0.963183;0.822903;0.164581;
0.029410;0.963183;0.822903;0.164581;
0.029420;0.963183;0.822903;0.164581;
0.029430;0.963183;0.822903;0.164581;
0.029440;0.963183;0.822903;0.164581;
0.029450;0.963183;0.822903;0.164581;
0.029460;0.963183;0.822903;0.164581;
0.029470;0.963183;0.822903;0.164581;
0.029480;0.963183;0.822903;0.164581;
0.029490;0.963183;0.822903;0.164581;
0.029500;0.963183;0.822903;0.164581;
0.029510;0.963183;0.822903;0.164581;
0.029520;0.963183;0.822903;0.164581;
0.029530;0.963183;0.822903;0.164581;
0.029540;0.963183;0.822903;0.164581;
0.029550;0.963183;0.822903;0.164581;
0.029560;0.963183;0.822903;0.164581;
0.029570;0.963183;0.822903;0.164581;
0.029580;0.963183;0.822903;0.164581;
0.029590;0.963183;0.822903;0.164581;
0.029600;0.963183;0.822903;0.164581;
0.029610;0.963183;0.822903;0.164581;
0.029620;0.963183;0.822903;0.164581;
0.029630;0.963183;0.822903;0.164581;
0.029640;0.963183;0.822903;0.164581;
0.029650;0.963183;0.822903;0.164581;
0.029660;0.963183;0.822903;0.164581;
0.029670;0.963183;0.822903;0.164581;
0.029680;0.963183;0.822903;0.164581;
0.029690;0.963183;0.822903;0.164581;
0.029700;0.963183;0.822903;0.164581;
0.029710;0.963183;0.822903;0.164581;
0.029720;0.963183;0.822903;0.164581;
0.029730;0.963183;0.822903;0.164581;
0.029740;0.963183;0.822903;0.164581;
0.029750;0.963183;0.822903;0.164581;
0.029760;0.963183;0.822903;0.164581;
0.029770;0.963183;0.822903;0.164581;
0.029780;0.963183;0.822903;0.164581;
0.029790;0.963183;0.822903;0.164581;
0.029800;0.963183;0.822903;0.164581;
0.029810;0.963183;0.822903;0.164581;
0.029820;0.963183;0.822903;0.164581;
0.029830;0.963183;0.822903;0.164581;
0.029840;0.963183;0.822903;0.164581;
0.029850;0.963183;0.822903;0.164581;
0.029860;0.963183;0.822903;0.164581;
0.029870;0.963183;0.822903;0.164581;
0.029880;0.963183;0.822903;0.164581;
0.029890;0.963183;0.822903;0.164581;
0.029900;0.963183;0.822903;0.164581;
0.029910;0.963183;0.822903;0.164581;
0.029920;0.963183;0.822903;0.164581;
0.029930;0.963183;0.822903;0.164581;
0.029940;0.963183;0.822903;0.164581;
0.029950;0.963183;0.822903;0.164581;
0.029960;0.963183;0.822903;0.164581;
0.029970;0.963183;0.822903;0.164581;
0.029980;0.963183;0.822903;0.164581;
0.029990;0.963183;0.822903;0.164581;
0.030000;0.963183;0.822903;0.164581;
0.030010;0.963183;0.822903;0.164581;
0.030020;0.963183;0.822903;0.164581;
0.030030;0.963183;0.822903;0.164581;
0.030040;0.963183;0.822903;0.164581;
0.030050;0.963183;0.822903;0.164581;
0.030060;0.963183;0.822903;0.164581;
0.030070;0.963183;0.822903;0.164581;
0.030080;0.963183;0.822903;0.164581;
0.030090;0.963183;0.822903;0.164581;
0.030100;0.963183;0.822903;0.164581;
0.030110;0.963183;0.822903;0.164581;
0.030120;0.963183;0.822903;0.164581;
0.030130;0.963183;0.822903;0.164581;
0.030140;0.963183;0.822903;0.164581;
0.030150;0.963183;0.822903;0.164581;
0.030160;0.963183;0.822903;0.164581;
0.030170;0.963183;0.822903;0.164581;
0.030180;0.963183;0.822903;0.164581;
0.030190;0.963183;0.822903;0.164581;
0.030200;0.963183;0.822903;0.164581;
0.030210;0.963183;0.822903;0.164581;
0.030220;0.963183;0.822903;0.164581;
0.030230;0.963183;0.822903;0.164581;
0.030240;0.963183;0.822903;0.164581;
0.030250;0.963183;0.822903;0.164581;
0.030260;0.963183;0.822903;0.164581;
0.030270;0.963183;0.822903;0.164581;
0.030280;0.963183;0.822903;0.164581;
0.030290;0.963183;0.822903;0.164581;
0.030300;0.963183;0.822903;0.164581;
0.030310;0.963183;0.822903;0.164581;
0.030320;0.963183;0.822903;0.164581;
0.030330;0.963183;0.822903;0.164581;
0.030340;0.963183;0.822903;0.164581;
0.030350;0.963183;0.822903;0.164581;
0.030360;0.963183;0.822903;0.164581;
0.030370;0.963183;0.822903;0.164581;
0.030380;0.963183;0.822903;0.164581;
0.030390;0.963183;0.822903;0.164581;
0.030400;0.963183;0.822903;0.164581;
0.030410;0.963183;0.822903;0.164581;
0.030420;0.963183;0.822903;0.164581;
0.030430;0.963183;0.822903;0.164581;
0.030440;0.963183;0.822903;0.164581;
0.030450;0.963183;0.822903;0.164581;
0.030460;0.963183;0.822903;0.164581;
0.030470;0.963183;0.822903;0.164581;
0.030480;0.963183;0.822903;0.164581;
0.030490;0.963183;0.822903;0.164581;
0.030500;0.963183;0.822903;0.164581;
0.030510;0.963183;0.822903;0.164581;
0.030520;0.963183;0.822903;0.164581;
0.030530;0.963183;0.822903;0.164581;
0.030540;0.963183;0.822903;0.164581;
0.030550;0.963183;0.822903;0.164581;
0.030560;0.963183;0.822903;0.164581;
0.030570;0.963183;0.822903;0.164581;
0.030580;0.963183;0.822903;0.164581;
0.030590;0.963183;0.822903;0.164581;
0.030600;0.963183;0.822903;0.164581;
0.030610;0.963183;0.822903;0.164581;
0.030620;0.963183;0.822903;0.164581;
0.030630;0.963183;0.822903;0.164581;
0.030640;0.963183;0.822903;0.164581;
0.030650;0.963183;0.822903;0.164581;
0.030660;0.963183;0.822903;0.164581;
0.030670;0.963183;0.822903;0.164581;
0.030680;0.963183;0.822903;0.164581;
0.030690;0.963183;0.822903;0.164581;
0.030700;0.963183;0.822903;0.164581;
0.030710;0.963183;0.822903;0.164581;
0.030720;0.963183;0.822903;0.164581;
0.030730;0.963183;0.822903;0.164581;
0.030740;0.963183;0.822903;0.164581;
0.030750;0.963183;0.822903;0.164581;
0.030760;0.963183;0.822903;0.164581;
0.030770;0.963183;0.822903;0.164581;
0.030780;0.963183;0.822903;0.164581;
0.030790;0.963183;0.822903;0.164581;
0.030800;0.963183;0.822903;0.164581;
0.030810;0.963183;0.822903;0.164581;
0.030820;0.963183;0.822903;0.164581;
0.030830;0.963183;0.822903;0.164581;
0.030840;0.963183;0.822903;0.164581;
0.030850;0.963183;0.822903;0.164581;
0.030860;0.963183;0.822903;0.164581;
0.030870;0.963183;0.822903;0.164581;
0.030880;0.963183;0.822903;0.164581;
0.030890;0.963183;0.822903;0.164581;
0.030900;0.963183;0.822903;0.164581;
0.030910;0.963183;0.822903;0.164581;
0.030920;0.963183;0.822903;0.164581;
0.030930;0.963183;0.822903;0.164581;
0.030940;0.963183;0.822903;0.164581;
0.030950;0.963183;0.822903;0.164581;
0.030960;0.963183;0.822903;0.164581;
0.030970;0.963183;0.822903;0.164581;
0.030980;0.963183;0.822903;0.164581;
0.030990;0.963183;0.822903;0.164581;
0.031000;0.963183;0.822903;0.164581;
0.031010;0.963183;0.822903;0.164581;
0.031020;0.963183;0.822903;0.164581;
0.031030;0.963183;0.822903;0.164581;
0.031040;0.963183;0.822903;0.164581;
0.031050;0.963183;0.822903;0.164581;
0.031060;0.963183;0.822903;0.164581;
0.031070;0.963183;0.822903;0.164581;
0.031080;0.963183;0.822903;0.164581;
0.031090;0.963183;0.822903;0.164581;
0.031100;0.963183;0.822903;0.164581;
0.031110;0.963183;0.822903;0.164581;
0.031120;0.963183;0.822903;0.164581;
0.031130;0.963183;0.822903;0.164581;
0.031140;0.963183;0.822903;0.164581;
0.031150;0.963183;0.822903;0.164581;
0.031160;0.963183;0.822903;0.164581;
0.031170;0.963183;0.822903;0.164581;
0.031180;0.963183;0.822903;0.164581;
0.031190;0.963183;0.822903;0.164581;
0.031200;0.963183;0.822903;0.164581;
0.031210;0.963183;0.822903;0.164581;
0.031220;0.963183;0.822903;0.164581;
0.031230;0.963183;0.822903;0.164581;
0.031240;0.963183;0.822903;0.164581;
0.031250;0.963183;0.822903;0.164581;
0.031260;0.963183;0.822903;0.164581;
0.031270;0.963183;0.822903;0.164581;
0.031280;0.963183;0.822903;0.164581;
0.031290;0.963183;0.822903;0.164581;
0.031300;0.963183;0.822903;0.164581;
0.031310;0.963183;0.822903;0.164581;
0.031320;0.963183;0.822903;0.164581;
0.031330;0.963183;0.822903;0.164581;
0.031340;0.963183;0.822903;0.164581;
0.031350;0.963183;0.822903;0.164581;
0.031360;0.963183;0.822903;0.164581;
0.031370;0.963183;0.822903;0.164581;
0.031380;0.963183;0.822903;0.164581;
0.031390;0.963183;0.822903;0.164581;
0.031400;0.963183;0.822903;0.164581;
0.031410;0.963183;0.822903;0.164581;
0.031420;0.963183;0.822903;0.164581;
0.031430;0.963183;0.822903;0.164581;
0.031440;0.963183;0.822903;0.164581;
0.031450;0.963183;0.822903;0.164581;
0.031460;0.963183;0.822903;0.164581;
0.031470;0.963183;0.822903;0.164581;
0.031480;0.963183;0.822903;0.164581;
0.031490;0.963183;0.822903;0.164581;
0.031500;0.963183;0.822903;0.164581;
0.031510;0.963183;0.822903;0.164581;
0.031520;0.963183;0.822903;0.164581;
0.031530;0.963183;0.822903;0.164581;
0.031540;0.963183;0.822903;0.164581;
0.031550;0.963183;0.822903;0.164581;
0.031560;0.963183;0.822903;0.164581;
0.031570;0.963183;0.822903;0.164581;
0.031580;0.963183;0.822903;0.164581;
0.031590;0.963183;0.822903;0.164581;
0.031600;0.963183;0.822903;0.164581;
0.031610;0.963183;0.822903;0.164581;
0.031620;0.963183;0.822903;0.164581;
0.031630;0.963183;0.822903;0.164581;
0.031640;0.963183;0.822903;0.164581;
0.031650;0.963183;0.822903;0.164581;
0.031660;0.963183;0.822903;0.164581;
0.031670;0.963183;0.822903;0.164581;
0.031680;0.963183;0.822903;0.164581;
0.031690;0.963183;0.822903;0.164581;
0.031700;0.963183;0.822903;0.164581;
0.031710;0.963183;0.822903;0.164581;
0.031720;0.963183;0.822903;0.164581;
0.031730;0.963183;0.822903;0.164581;
0.031740;0.963183;0.822903;0.164581;
0.031750;0.963183;0.822903;0.164581;
0.031760;0.963183;0.822903;0.164581;
0.031770;0.963183;0.822903;0.164581;
0.031780;0.963183;0.822903;0.164581;
0.031790;0.963183;0.822903;0.164581;
0.031800;0.963183;0.822903;0.164581;
0.031810;0.963183;0.822903;0.164581;
0.031820;0.963183;0.822903;0.164581;
0.031830;0.963183;0.822903;0.164581;
0.031840;0.963183;0.822903;0.164581;
0.031850;0.963183;0.822903;0.164581;
0.031860;0.963183;0.822903;0.164581;
0.031870;0.963183;0.822903;0.164581;
0.031880;0.963183;0.822903;0.164581;
0.031890;0.963183;0.822903;0.164581;
0.031900;0.963183;0.822903;0.164581;
0.031910;0.963183;0.822903;0.164581;
0.031920;0.963183;0.822903;0.164581;
0.031930;0.963183;0.822903;0.164581;
0.031940;0.963183;0.822903;0.164581;
0.031950;0.963183;0.822903;0.164581;
0.031960;0.963183;0.822903;0.164581;
0.031970;0.963183;0.822903;0.164581;
0.031980;0.963183;0.822903;0.164581;
0.031990;0.963183;0.822903;0.164581;
0.032000;0.963183;0.822903;0.164581;
0.032010;0.963183;0.822903;0.164581;
0.032020;0.963183;0.822903;0.164581;
0.032030;0.963183;0.822903;0.164581;
0.032040;0.963183;0.822903;0.164581;
0.032050;0.963183;0.822903;0.164581;
0.032060;0.963183;0.822903;0.164581;
0.032070;0.963183;0.822903;0.164581;
0.032080;0.963183;0.822903;0.164581;
0.032090;0.963183;0.822903;0.164581;
0.032100;0.963183;0.822903;0.164581;
0.032110;0.963183;0.822903;0.164581;
0.032120;0.963183;0.822903;0.164581;
0.032130;0.963183;0.822903;0.164581;
0.032140;0.963183;0.822903;0.164581;
0.032150;0.963183;0.822903;0.164581;
0.032160;0.963183;0.822903;0.164581;
0.032170;0.963183;0.822903;0.164581;
0.032180;0.963183;0.822903;0.164581;
0.032190;0.963183;0.822903;0.164581;
0.032200;0.963183;0.822903;0.164581;
0.032210;0.963183;0.822903;0.164581;
0.032220;0.963183;0.822903;0.164581;
0.032230;0.963183;0.822903;0.164581;
0.032240;0.963183;0.822903;0.164581;
0.032250;0.963183;0.822903;0.164581;
0.032260;0.963183;0.822903;0.164581;
0.032270;0.963183;0.822903;0.164581;
0.032280;0.963183;0.822903;0.164581;
0.032290;0.963183;0.822903;0.164581;
0.032300;0.963183;0.822903;0.164581;
0.032310;0.963183;0.822903;0.164581;
0.032320;0.963183;0.822903;0.164581;
0.032330;0.963183;0.822903;0.164581;
0.032340;0.963183;0.822903;0.164581;
0.032350;0.963183;0.822903;0.164581;
0.032360;0.963183;0.822903;0.164581;
0.032370;0.963183;0.822903;0.164581;
0.032380;0.963183;0.822903;0.164581;
0.032390;0.963183;0.822903;0.164581;
0.032400;0.963183;0.822903;0.164581;
0.032410;0.963183;0.822903;0.164581;
0.032420;0.963183;0.822903;0.164581;
0.032430;0.963183;0.822903;0.164581;
0.032440;0.963183;0.822903;0.164581;
0.032450;0.963183;0.822903;0.164581;
0.032460;0.963183;0.822903;0.164581;
0.032470;0.963183;0.822903;0.164581;
0.032480;0.963183;0.822903;0.164581;
0.032490;0.963183;0.822903;0.164581;
0.032500;0.963183;0.822903;0.164581;
0.032510;0.963183;0.822903;0.164581;
0.032520;0.963183;0.822903;0.164581;
0.032530;0.963183;0.822903;0.164581;
0.032540;0.963183;0.822903;0.164581;
0.032550;0.963183;0.822903;0.164581;
0.032560;0.963183;0.822903;0.164581;
0.032570;0.963183;0.822903;0.164581;
0.032580;0.963183;0.822903;0.164581;
0.032590;0.963183;0.822903;0.164581;
0.032600;0.963183;0.822903;0.164581;
0.032610;0.963183;0.822903;0.164581;
0.032620;0.963183;0.822903;0.164581;
0.032630;0.963183;0.822903;0.164581;
0.032640;0.963183;0.822903;0.164581;
0.032650;0.963183;0.822903;0.164581;
0.032660;0.963183;0.822903;0.164581;
0.032670;0.963183;0.822903;0.164581;
0.032680;0.963183;0.822903;0.164581;
0.032690;0.963183;0.822903;0.164581;
0.032700;0.963183;0.822903;0.164581;
0.032710;0.963183;0.822903;0.164581;
0.032720;0.963183;0.822903;0.164581;
0.032730;0.963183;0.822903;0.164581;
0.032740;0.963183;0.822903;0.164581;
0.032750;0.963183;0.822903;0.164581;
0.032760;0.963183;0.822903;0.164581;
0.032770;0.963183;0.822903;0.164581;
0.032780;0.963183;0.822903;0.164581;
0.032790;0.963183;0.822903;0.164581;
0.032800;0.963183;0.822903;0.164581;
0.032810;0.963183;0.822903;0.164581;
0.032820;0.963183;0.822903;0.164581;
0.032830;0.963183;0.822903;0.164581;
0.032840;0.963183;0.822903;0.164581;
0.032850;0.963183;0.822903;0.164581;
0.032860;0.963183;0.822903;0.164581;
0.032870;0.963183;0.822903;0.164581;
0.032880;0.963183;0.822903;0.164581;
0.032890;0.963183;0.822903;0.164581;
0.032900;0.963183;0.822903;0.164581;
0.032910;0.963183;0.822903;0.164581;
0.032920;0.963183;0.822903;0.164581;
0.032930;0.963183;0.822903;0.164581;
0.032940;0.963183;0.822903;0.164581;
0.032950;0.963183;0.822903;0.164581;
0.032960;0.963183;0.822903;0.164581;
0.032970;0.963183;0.822903;0.164581;
0.032980;0.963183;0.822903;0.164581;
0.032990;0.963183;0.822903;0.164581;
0.033000;0.963183;0.822903;0.164581;
0.033010;0.963183;0.822903;0.164581;
0.033020;0.963183;0.822903;0.164581;
0.033030;0.963183;0.822903;0.164581;
0.033040;0.963183;0.822903;0.164581;
0.033050;0.963183;0.822903;0.164581;
0.033060;0.963183;0.822903;0.164581;
0.033070;0.963183;0.822903;0.164581;
0.033080;0.963183;0.822903;0.164581;
0.033090;0.963183;0.822903;0.164581;
0.033100;0.963183;0.822903;0.164581;
0.033110;0.963183;0.822903;0.164581;
0.033120;0.963183;0.822903;0.164581;
0.033130;0.963183;0.822903;0.164581;
0.033140;0.963183;0.822903;0.164581;
0.033150;0.963183;0.822903;0.164581;
0.033160;0.963183;0.822903;0.164581;
0.033170;0.963183;0.822903;0.164581;
0.033180;0.963183;0.822903;0.164581;
0.033190;0.963183;0.822903;0.164581;
0.033200;0.963183;0.822903;0.164581;
0.033210;0.963183;0.822903;0.164581;
0.033220;0.963183;0.822903;0.164581;
0.033230;0.963183;0.822903;0.164581;
0.033240;0.963183;0.822903;0.164581;
0.033250;0.963183;0.822903;0.164581;
0.033260;0.963183;0.822903;0.164581;
0.033270;0.963183;0.822903;0.164581;
0.033280;0.963183;0.822903;0.164581;
0.033290;0.963183;0.822903;0.164581;
0.033300;0.963183;0.822903;0.164581;
0.033310;0.963183;0.822903;0.164581;
0.033320;0.963183;0.822903;0.164581;
0.033330;0.963183;0.822903;0.164581;
0.033340;0.963183;0.822903;0.164581;
0.033350;0.963183;0.822903;0.164581;
0.033360;0.963183;0.822903;0.164581;
0.033370;0.963183;0.822903;0.164581;
0.033380;0.963183;0.822903;0.164581;
0.033390;0.963183;0.822903;0.164581;
0.033400;0.963183;0.822903;0.164581;
0.033410;0.963183;0.822903;0.164581;
0.033420;0.963183;0.822903;0.164581;
0.033430;0.963183;0.822903;0.164581;
0.033440;0.963183;0.822903;0.164581;
0.033450;0.963183;0.822903;0.164581;
0.033460;0.963183;0.822903;0.164581;
0.033470;0.963183;0.822903;0.164581;
0.033480;0.963183;0.822903;0.164581;
0.033490;0.963183;0.822903;0.164581;
0.033500;0.963183;0.822903;0.164581;
0.033510;0.963183;0.822903;0.164581;
0.033520;0.963183;0.822903;0.164581;
0.033530;0.963183;0.822903;0.164581;
0.033540;0.963183;0.822903;0.164581;
0.033550;0.963183;0.822903;0.164581;
0.033560;0.963183;0.822903;0.164581;
0.033570;0.963183;0.822903;0.164581;
0.033580;0.963183;0.822903;0.164581;
0.033590;0.963183;0.822903;0.164581;
0.033600;0.963183;0.822903;0.164581;
0.033610;0.963183;0.822903;0.164581;
0.033620;0.963183;0.822903;0.164581;
0.033630;0.963183;0.822903;0.164581;
0.033640;0.963183;0.822903;0.164581;
0.033650;0.963183;0.822903;0.164581;
0.033660;0.963183;0.822903;0.164581;
0.033670;0.963183;0.822903;0.164581;
0.033680;0.963183;0.822903;0.164581;
0.033690;0.963183;0.822903;0.164581;
0.033700;0.963183;0.822903;0.164581;
0.033710;0.963183;0.822903;0.164581;
0.033720;0.963183;0.822903;0.164581;
0.033730;0.963183;0.822903;0.164581;
0.033740;0.963183;0.822903;0.164581;
0.033750;0.963183;0.822903;0.164581;
0.033760;0.963183;0.822903;0.164581;
0.033770;0.963183;0.822903;0.164581;
0.033780;0.963183;0.822903;0.164581;
0.033790;0.963183;0.822903;0.164581;
0.033800;0.963183;0.822903;0.164581;
0.033810;0.963183;0.822903;0.164581;
0.033820;0.963183;0.822903;0.164581;
0.033830;0.963183;0.822903;0.164581;
0.033840;0.963183;0.822903;0.164581;
0.033850;0.963183;0.822903;0.164581;
0.033860;0.963183;0.822903;0.164581;
0.033870;0.963183;0.822903;0.164581;
0.033880;0.963183;0.822903;0.164581;
0.033890;0.963183;0.822903;0.164581;
0.033900;0.963183;0.822903;0.164581;
0.033910;0.963183;0.822903;0.164581;
0.033920;0.963183;0.822903;0.164581;
0.033930;0.963183;0.822903;0.164581;
0.033940;0.963183;0.822903;0.164581;
0.033950;0.963183;0.822903;0.164581;
0.033960;0.963183;0.822903;0.164581;
0.033970;0.963183;0.822903;0.164581;
0.033980;0.963183;0.822903;0.164581;
0.033990;0.963183;0.822903;0.164581;
0.034000;0.963183;0.822903;0.164581;
0.034010;0.963183;0.822903;0.164581;
0.034020;0.963183;0.822903;0.164581;
0.034030;0.963183;0.822903;0.164581;
0.034040;0.963183;0.822903;0.164581;
0.034050;0.963183;0.822903;0.164581;
0.034060;0.963183;0.822903;0.164581;
0.034070;0.963183;0.822903;0.164581;
0.034080;0.963183;0.822903;0.164581;
0.034090;0.963183;0.822903;0.164581;
0.034100;0.963183;0.822903;0.164581;
0.034110;0.963183;0.822903;0.164581;
0.034120;0.963183;0.822903;0.164581;
0.034130;0.963183;0.822903;0.164581;
0.034140;0.963183;0.822903;0.164581;
0.034150;0.963183;0.822903;0.164581;
0.034160;0.963183;0.822903;0.164581;
0.034170;0.963183;0.822903;0.164581;
0.034180;0.963183;0.822903;0.164581;
0.034190;0.963183;0.822903;0.164581;
0.034200;0.963183;0.822903;0.164581;
0.034210;0.963183;0.822903;0.164581;
0.034220;0.963183;0.822903;0.164581;
0.034230;0.963183;0.822903;0.164581;
0.034240;0.963183;0.822903;0.164581;
0.034250;0.963183;0.822903;0.164581;
0.034260;0.963183;0.822903;0.164581;
0.034270;0.963183;0.822903;0.164581;
0.034280;0.963183;0.822903;0.164581;
0.034290;0.963183;0.822903;0.164581;
0.034300;0.963183;0.822903;0.164581;
0.034310;0.963183;0.822903;0.164581;
0.034320;0.963183;0.822903;0.164581;
0.034330;0.963183;0.822903;0.164581;
0.034340;0.963183;0.822903;0.164581;
0.034350;0.963183;0.822903;0.164581;
0.034360;0.963183;0.822903;0.164581;
0.034370;0.963183;0.822903;0.164581;
0.034380;0.963183;0.822903;0.164581;
0.034390;0.963183;0.822903;0.164581;
0.034400;0.963183;0.822903;0.164581;
0.034410;0.963183;0.822903;0.164581;
0.034420;0.963183;0.822903;0.164581;
0.034430;0.963183;0.822903;0.164581;
0.034440;0.963183;0.822903;0.164581;
0.034450;0.963183;0.822903;0.164581;
0.034460;0.963183;0.822903;0.164581;
0.034470;0.963183;0.822903;0.164581;
0.034480;0.963183;0.822903;0.164581;
0.034490;0.963183;0.822903;0.164581;
0.034500;0.963183;0.822903;0.164581;
0.034510;0.963183;0.822903;0.164581;
0.034520;0.963183;0.822903;0.164581;
0.034530;0.963183;0.822903;0.164581;
0.034540;0.963183;0.822903;0.164581;
0.034550;0.963183;0.822903;0.164581;
0.034560;0.963183;0.822903;0.164581;
0.034570;0.963183;0.822903;0.164581;
0.034580;0.963183;0.822903;0.164581;
0.034590;0.963183;0.822903;0.164581;
0.034600;0.963183;0.822903;0.164581;
0.034610;0.963183;0.822903;0.164581;
0.034620;0.963183;0.822903;0.164581;
0.034630;0.963183;0.822903;0.164581;
0.034640;0.963183;0.822903;0.164581;
0.034650;0.963183;0.822903;0.164581;
0.034660;0.963183;0.822903;0.164581;
0.034670;0.963183;0.822903;0.164581;
0.034680;0.963183;0.822903;0.164581;
0.034690;0.963183;0.822903;0.164581;
0.034700;0.963183;0.822903;0.164581;
0.034710;0.963183;0.822903;0.164581;
0.034720;0.963183;0.822903;0.164581;
0.034730;0.963183;0.822903;0.164581;
0.034740;0.963183;0.822903;0.164581;
0.034750;0.963183;0.822903;0.164581;
0.034760;0.963183;0.822903;0.164581;
0.034770;0.963183;0.822903;0.164581;
0.034780;0.963183;0.822903;0.164581;
0.034790;0.963183;0.822903;0.164581;
0.034800;0.963183;0.822903;0.164581;
0.034810;0.963183;0.822903;0.164581;
0.034820;0.963183;0.822903;0.164581;
0.034830;0.963183;0.822903;0.164581;
0.034840;0.963183;0.822903;0.164581;
0.034850;0.963183;0.822903;0.164581;
0.034860;0.963183;0.822903;0.164581;
0.034870;0.963183;0.822903;0.164581;
0.034880;0.963183;0.822903;0.164581;
0.034890;0.963183;0.822903;0.164581;
0.034900;0.963183;0.822903;0.164581;
0.034910;0.963183;0.822903;0.164581;
0.034920;0.963183;0.822903;0.164581;
0.034930;0.963183;0.822903;0.164581;
0.034940;0.963183;0.822903;0.164581;
0.034950;0.963183;0.822903;0.164581;
0.034960;0.963183;0.822903;0.164581;
0.034970;0.963183;0.822903;0.164581;
0.034980;0.963183;0.822903;0.164581;
0.034990;0.963183;0.822903;0.164581;
0.035000;0.963183;0.822903;0.164581;
0.035010;0.963183;0.822903;0.164581;
0.035020;0.963183;0.822903;0.164581;
0.035030;0.963183;0.822903;0.164581;
0.035040;0.963183;0.822903;0.164581;
0.035050;0.963183;0.822903;0.164581;
0.035060;0.963183;0.822903;0.164581;
0.035070;0.963183;0.822903;0.164581;
0.035080;0.963183;0.822903;0.164581;
0.035090;0.963183;0.822903;0.164581;
0.035100;0.963183;0.822903;0.164581;
0.035110;0.963183;0.822903;0.164581;
0.035120;0.963183;0.822903;0.164581;
0.035130;0.963183;0.822903;0.164581;
0.035140;0.963183;0.822903;0.164581;
0.035150;0.963183;0.822903;0.164581;
0.035160;0.963183;0.822903;0.164581;
0.035170;0.963183;0.822903;0.164581;
0.035180;0.963183;0.822903;0.164581;
0.035190;0.963183;0.822903;0.164581;
0.035200;0.963183;0.822903;0.164581;
0.035210;0.963183;0.822903;0.164581;
0.035220;0.963183;0.822903;0.164581;
0.035230;0.963183;0.822903;0.164581;
0.035240;0.963183;0.822903;0.164581;
0.035250;0.963183;0.822903;0.164581;
0.035260;0.963183;0.822903;0.164581;
0.035270;0.963183;0.822903;0.164581;
0.035280;0.963183;0.822903;0.164581;
0.035290;0.963183;0.822903;0.164581;
0.035300;0.963183;0.822903;0.164581;
0.035310;0.963183;0.822903;0.164581;
0.035320;0.963183;0.822903;0.164581;
0.035330;0.963183;0.822903;0.164581;
0.035340;0.963183;0.822903;0.164581;
0.035350;0.963183;0.822903;0.164581;
0.035360;0.963183;0.822903;0.164581;
0.035370;0.963183;0.822903;0.164581;
0.035380;0.963183;0.822903;0.164581;
0.035390;0.963183;0.822903;0.164581;
0.035400;0.963183;0.822903;0.164581;
0.035410;0.963183;0.822903;0.164581;
0.035420;0.963183;0.822903;0.164581;
0.035430;0.963183;0.822903;0.164581;
0.035440;0.963183;0.822903;0.164581;
0.035450;0.963183;0.822903;0.164581;
0.035460;0.963183;0.822903;0.164581;
0.035470;0.963183;0.822903;0.164581;
0.035480;0.963183;0.822903;0.164581;
0.035490;0.963183;0.822903;0.164581;
0.035500;0.963183;0.822903;0.164581;
0.035510;0.963183;0.822903;0.164581;
0.035520;0.963183;0.822903;0.164581;
0.035530;0.963183;0.822903;0.164581;
0.035540;0.963183;0.822903;0.164581;
0.035550;0.963183;0.822903;0.164581;
0.035560;0.963183;0.822903;0.164581;
0.035570;0.963183;0.822903;0.164581;
0.035580;0.963183;0.822903;0.164581;
0.035590;0.963183;0.822903;0.164581;
0.035600;0.963183;0.822903;0.164581;
0.035610;0.963183;0.822903;0.164581;
0.035620;0.963183;0.822903;0.164581;
0.035630;0.963183;0.822903;0.164581;
0.035640;0.963183;0.822903;0.164581;
0.035650;0.963183;0.822903;0.164581;
