time;NETWORK_B0_Urms;MACHINE_machine_omegaPu;MACHINE_machine_PGenPu;MACHINE_machine_UStatorPu;MACHINE_machine_terminal_i_0_;MACHINE_machine_terminal_i_1_;MACHINE_machine_terminal_i_2_;
0.154100;1.003627;0.999862;0.492686;1.003625;0.186011;0.486335;-0.672346;
0.154110;1.003627;0.999862;0.492685;1.003625;0.183908;0.487889;-0.671796;
0.154120;1.003628;0.999862;0.492684;1.003625;0.181802;0.489438;-0.671240;
0.154130;1.003628;0.999862;0.492682;1.003625;0.179696;0.490981;-0.670677;
0.154140;1.003628;0.999862;0.492681;1.003625;0.177587;0.492520;-0.670108;
0.154150;1.003628;0.999862;0.492680;1.003625;0.175477;0.494055;-0.669531;
0.154160;1.003628;0.999862;0.492679;1.003626;0.173365;0.495584;-0.668949;
0.154170;1.003628;0.999862;0.492678;1.003626;0.171251;0.497108;-0.668359;
0.154180;1.003629;0.999862;0.492677;1.003626;0.169136;0.498627;-0.667763;
0.154190;1.003629;0.999862;0.492676;1.003626;0.167019;0.500142;-0.667161;
0.154200;1.003629;0.999862;0.492675;1.003627;0.164901;0.501651;-0.666552;
0.154210;1.003630;0.999862;0.492674;1.003627;0.162781;0.503156;-0.665936;
0.154220;1.003630;0.999862;0.492673;1.003627;0.160659;0.504655;-0.665314;
0.154230;1.003631;0.999862;0.492672;1.003628;0.158536;0.506149;-0.664685;
0.154240;1.003631;0.999862;0.492672;1.003628;0.156411;0.507639;-0.664050;
0.154250;1.003631;0.999862;0.492671;1.003629;0.154285;0.509123;-0.663408;
0.154260;1.003632;0.999862;0.492670;1.003629;0.152157;0.510602;-0.662759;
0.154270;1.003632;0.999862;0.492669;1.003630;0.150028;0.512076;-0.662104;
0.154280;1.003633;0.999862;0.492668;1.003630;0.147898;0.513545;-0.661443;
0.154290;1.003633;0.999862;0.492667;1.003631;0.145766;0.515009;-0.660775;
0.154300;1.003634;0.999862;0.492666;1.003631;0.143632;0.516468;-0.660100;
0.154310;1.003635;0.999863;0.492665;1.003632;0.141497;0.517922;-0.659419;
0.154320;1.003635;0.999863;0.492664;1.003633;0.139361;0.519370;-0.658732;
0.154330;1.003636;0.999863;0.492663;1.003633;0.137224;0.520814;-0.658038;
0.154340;1.003636;0.999863;0.492662;1.003634;0.135085;0.522252;-0.657337;
0.154350;1.003637;0.999863;0.492661;1.003634;0.132945;0.523685;-0.656630;
0.154360;1.003637;0.999863;0.492660;1.003635;0.130804;0.525113;-0.655917;
0.154370;1.003638;0.999863;0.492659;1.003635;0.128661;0.526536;-0.655197;
0.154380;1.003639;0.999863;0.492658;1.003636;0.126517;0.527953;-0.654470;
0.154390;1.003639;0.999863;0.492657;1.003636;0.124372;0.529365;-0.653737;
0.154400;1.003640;0.999863;0.492656;1.003637;0.122226;0.530772;-0.652998;
0.154410;1.003640;0.999863;0.492655;1.003638;0.120078;0.532174;-0.652252;
0.154420;1.003641;0.999863;0.492654;1.003638;0.117929;0.533570;-0.651500;
0.154430;1.003641;0.999863;0.492653;1.003638;0.115780;0.534961;-0.650741;
0.154440;1.003641;0.999863;0.492651;1.003639;0.113629;0.536347;-0.649976;
0.154450;1.003642;0.999863;0.492650;1.003639;0.111477;0.537728;-0.649204;
0.154460;1.003642;0.999863;0.492649;1.003640;0.109323;0.539103;-0.648426;
0.154470;1.003642;0.999863;0.492648;1.003640;0.107169;0.540473;-0.647642;
0.154480;1.003643;0.999863;0.492647;1.003640;0.105014;0.541838;-0.646851;
0.154490;1.003643;0.999863;0.492645;1.003641;0.102857;0.543197;-0.646054;
0.154500;1.003643;0.999863;0.492644;1.003641;0.100700;0.544551;-0.645251;
0.154510;1.003644;0.999863;0.492643;1.003641;0.098542;0.545899;-0.644441;
0.154520;1.003644;0.999863;0.492642;1.003641;0.096382;0.547242;-0.643625;
0.154530;1.003644;0.999863;0.492640;1.003641;0.094222;0.548580;-0.642802;
0.154540;1.003644;0.999863;0.492639;1.003641;0.092061;0.549912;-0.641973;
0.154550;1.003644;0.999863;0.492638;1.003641;0.089898;0.551239;-0.641138;
0.154560;1.003644;0.999863;0.492636;1.003641;0.087735;0.552561;-0.640296;
0.154570;1.003644;0.999863;0.492635;1.003641;0.085571;0.553877;-0.639448;
0.154580;1.003644;0.999863;0.492633;1.003641;0.083407;0.555188;-0.638594;
0.154590;1.003644;0.999863;0.492632;1.003641;0.081241;0.556493;-0.637734;
0.154600;1.003643;0.999863;0.492631;1.003641;0.079074;0.557792;-0.636867;
0.154610;1.003643;0.999863;0.492629;1.003641;0.076907;0.559087;-0.635994;
0.154620;1.003643;0.999863;0.492628;1.003641;0.074739;0.560375;-0.635114;
0.154630;1.003643;0.999863;0.492626;1.003640;0.072570;0.561658;-0.634229;
0.154640;1.003642;0.999863;0.492625;1.003640;0.070400;0.562936;-0.633337;
0.154650;1.003642;0.999863;0.492623;1.003640;0.068230;0.564208;-0.632438;
0.154660;1.003642;0.999863;0.492622;1.003639;0.066059;0.565475;-0.631534;
0.154670;1.003641;0.999863;0.492620;1.003639;0.063887;0.566736;-0.630623;
0.154680;1.003641;0.999863;0.492619;1.003638;0.061715;0.567991;-0.629706;
0.154690;1.003640;0.999863;0.492617;1.003638;0.059542;0.569241;-0.628783;
0.154700;1.003640;0.999863;0.492615;1.003637;0.057368;0.570486;-0.627854;
0.154710;1.003639;0.999863;0.492614;1.003637;0.055194;0.571724;-0.626919;
0.154720;1.003639;0.999863;0.492612;1.003636;0.053019;0.572958;-0.625977;
0.154730;1.003638;0.999863;0.492611;1.003636;0.050844;0.574185;-0.625029;
0.154740;1.003637;0.999863;0.492609;1.003635;0.048668;0.575407;-0.624075;
0.154750;1.003637;0.999863;0.492608;1.003634;0.046492;0.576623;-0.623115;
0.154760;1.003636;0.999863;0.492606;1.003634;0.044315;0.577834;-0.622149;
0.154770;1.003635;0.999863;0.492605;1.003633;0.042137;0.579039;-0.621176;
0.154780;1.003635;0.999863;0.492603;1.003632;0.039960;0.580238;-0.620197;
0.154790;1.003634;0.999863;0.492602;1.003632;0.037782;0.581431;-0.619213;
0.154800;1.003633;0.999863;0.492600;1.003631;0.035603;0.582619;-0.618222;
0.154810;1.003633;0.999863;0.492599;1.003630;0.033424;0.583801;-0.617225;
0.154820;1.003632;0.999863;0.492597;1.003630;0.031245;0.584977;-0.616222;
0.154830;1.003631;0.999863;0.492596;1.003629;0.029065;0.586148;-0.615213;
0.154840;1.003631;0.999863;0.492595;1.003628;0.026885;0.587313;-0.614198;
0.154850;1.003630;0.999863;0.492593;1.003628;0.024705;0.588472;-0.613177;
0.154860;1.003629;0.999863;0.492592;1.003627;0.022524;0.589625;-0.612149;
0.154870;1.003629;0.999863;0.492591;1.003627;0.020344;0.590773;-0.611116;
0.154880;1.003628;0.999863;0.492589;1.003626;0.018163;0.591914;-0.610077;
0.154890;1.003628;0.999863;0.492588;1.003625;0.015982;0.593050;-0.609032;
0.154900;1.003627;0.999863;0.492587;1.003625;0.013800;0.594180;-0.607980;
0.154910;1.003627;0.999863;0.492586;1.003624;0.011619;0.595304;-0.606923;
0.154920;1.003626;0.999863;0.492584;1.003624;0.009437;0.596422;-0.605860;
0.154930;1.003626;0.999863;0.492583;1.003624;0.007256;0.597535;-0.604790;
0.154940;1.003625;0.999863;0.492582;1.003623;0.005074;0.598641;-0.603715;
0.154950;1.003625;0.999863;0.492581;1.003623;0.002892;0.599742;-0.602634;
0.154960;1.003625;0.999863;0.492580;1.003622;0.000711;0.600836;-0.601547;
0.154970;1.003624;0.999863;0.492579;1.003622;-0.001471;0.601925;-0.600454;
0.154980;1.003624;0.999863;0.492578;1.003622;-0.003653;0.603008;-0.599355;
0.154990;1.003624;0.999863;0.492577;1.003622;-0.005834;0.604085;-0.598250;
0.155000;1.003624;0.999863;0.492576;1.003622;-0.008016;0.605155;-0.597139;
0.155010;1.003624;0.999863;0.492575;1.003622;-0.010198;0.606220;-0.596023;
0.155020;1.003624;0.999863;0.492574;1.003621;-0.012379;0.607279;-0.594900;
0.155030;1.003624;0.999863;0.492573;1.003621;-0.014560;0.608332;-0.593772;
0.155040;1.003624;0.999863;0.492572;1.003622;-0.016741;0.609379;-0.592638;
0.155050;1.003624;0.999863;0.492571;1.003622;-0.018922;0.610420;-0.591498;
0.155060;1.003624;0.999863;0.492571;1.003622;-0.021103;0.611455;-0.590352;
0.155070;1.003624;0.999863;0.492570;1.003622;-0.023283;0.612483;-0.589200;
0.155080;1.003624;0.999863;0.492569;1.003622;-0.025463;0.613506;-0.588043;
0.155090;1.003625;0.999863;0.492568;1.003623;-0.027643;0.614523;-0.586879;
0.155100;1.003625;0.999863;0.492568;1.003623;-0.029823;0.615533;-0.585710;
0.155110;1.003625;0.999863;0.492567;1.003623;-0.032002;0.616537;-0.584536;
0.155120;1.003626;0.999863;0.492566;1.003624;-0.034181;0.617536;-0.583355;
0.155130;1.003626;0.999863;0.492566;1.003624;-0.036359;0.618528;-0.582169;
0.155140;1.003627;0.999863;0.492565;1.003625;-0.038537;0.619514;-0.580977;
0.155150;1.003627;0.999863;0.492564;1.003625;-0.040715;0.620494;-0.579779;
0.155160;1.003628;0.999863;0.492564;1.003626;-0.042892;0.621467;-0.578575;
0.155170;1.003629;0.999863;0.492563;1.003627;-0.045069;0.622435;-0.577366;
0.155180;1.003629;0.999863;0.492562;1.003627;-0.047245;0.623396;-0.576151;
0.155190;1.003630;0.999863;0.492562;1.003628;-0.049421;0.624351;-0.574931;
0.155200;1.003631;0.999863;0.492561;1.003629;-0.051596;0.625300;-0.573704;
0.155210;1.003632;0.999863;0.492561;1.003630;-0.053771;0.626243;-0.572473;
0.155220;1.003632;0.999863;0.492560;1.003630;-0.055945;0.627180;-0.571235;
0.155230;1.003633;0.999863;0.492560;1.003631;-0.058118;0.628110;-0.569992;
0.155240;1.003634;0.999863;0.492559;1.003632;-0.060291;0.629034;-0.568743;
0.155250;1.003635;0.999863;0.492558;1.003633;-0.062463;0.629952;-0.567489;
0.155260;1.003636;0.999863;0.492558;1.003634;-0.064635;0.630864;-0.566229;
0.155270;1.003637;0.999863;0.492557;1.003635;-0.066806;0.631769;-0.564963;
0.155280;1.003638;0.999863;0.492557;1.003636;-0.068976;0.632668;-0.563692;
0.155290;1.003639;0.999863;0.492556;1.003637;-0.071145;0.633561;-0.562416;
0.155300;1.003639;0.999863;0.492555;1.003637;-0.073314;0.634447;-0.561134;
0.155310;1.003640;0.999863;0.492555;1.003638;-0.075482;0.635328;-0.559846;
0.155320;1.003641;0.999863;0.492554;1.003639;-0.077649;0.636201;-0.558553;
0.155330;1.003642;0.999863;0.492553;1.003640;-0.079815;0.637069;-0.557254;
0.155340;1.003643;0.999863;0.492553;1.003641;-0.081981;0.637930;-0.555950;
0.155350;1.003644;0.999863;0.492552;1.003642;-0.084145;0.638785;-0.554640;
0.155360;1.003645;0.999863;0.492551;1.003643;-0.086309;0.639634;-0.553325;
0.155370;1.003645;0.999863;0.492550;1.003643;-0.088472;0.640476;-0.552004;
0.155380;1.003646;0.999863;0.492549;1.003644;-0.090634;0.641312;-0.550678;
0.155390;1.003647;0.999863;0.492549;1.003645;-0.092795;0.642142;-0.549347;
0.155400;1.003648;0.999863;0.492548;1.003646;-0.094955;0.642965;-0.548010;
0.155410;1.003648;0.999863;0.492547;1.003646;-0.097114;0.643782;-0.546668;
0.155420;1.003649;0.999863;0.492546;1.003647;-0.099272;0.644592;-0.545320;
0.155430;1.003649;0.999863;0.492545;1.003647;-0.101429;0.645396;-0.543967;
0.155440;1.003650;0.999863;0.492544;1.003648;-0.103585;0.646194;-0.542608;
0.155450;1.003650;0.999863;0.492543;1.003649;-0.105741;0.646985;-0.541245;
0.155460;1.003651;0.999863;0.492542;1.003649;-0.107895;0.647770;-0.539876;
0.155470;1.003651;0.999863;0.492541;1.003649;-0.110047;0.648549;-0.538501;
0.155480;1.003652;0.999863;0.492540;1.003650;-0.112199;0.649321;-0.537121;
0.155490;1.003652;0.999863;0.492539;1.003650;-0.114350;0.650086;-0.535736;
0.155500;1.003652;0.999863;0.492537;1.003650;-0.116500;0.650846;-0.534346;
0.155510;1.003652;0.999863;0.492536;1.003650;-0.118648;0.651598;-0.532950;
0.155520;1.003652;0.999863;0.492535;1.003650;-0.120795;0.652345;-0.531550;
0.155530;1.003652;0.999863;0.492534;1.003650;-0.122941;0.653085;-0.530143;
0.155540;1.003652;0.999863;0.492532;1.003650;-0.125086;0.653818;-0.528732;
0.155550;1.003652;0.999863;0.492531;1.003650;-0.127230;0.654545;-0.527316;
0.155560;1.003652;0.999863;0.492530;1.003650;-0.129372;0.655266;-0.525894;
0.155570;1.003652;0.999863;0.492528;1.003650;-0.131513;0.655980;-0.524467;
0.155580;1.003652;0.999863;0.492527;1.003650;-0.133653;0.656688;-0.523035;
0.155590;1.003651;0.999863;0.492526;1.003649;-0.135792;0.657389;-0.521598;
0.155600;1.003651;0.999863;0.492524;1.003649;-0.137929;0.658084;-0.520155;
0.155610;1.003650;0.999863;0.492524;1.003654;-0.140111;0.658785;-0.518673;
0.155620;1.003650;0.999863;0.492523;1.003653;-0.142248;0.659467;-0.517219;
0.155630;1.003649;0.999863;0.492521;1.003652;-0.144384;0.660143;-0.515760;
0.155640;1.003648;0.999863;0.492520;1.003651;-0.146518;0.660813;-0.514295;
0.155650;1.003647;0.999863;0.492518;1.003651;-0.148650;0.661476;-0.512826;
0.155660;1.003646;0.999863;0.492516;1.003650;-0.150781;0.662132;-0.511351;
0.155670;1.003645;0.999863;0.492515;1.003649;-0.152910;0.662782;-0.509872;
0.155680;1.003644;0.999863;0.492513;1.003648;-0.155038;0.663425;-0.508388;
0.155690;1.003643;0.999863;0.492512;1.003647;-0.157164;0.664062;-0.506898;
0.155700;1.003643;0.999863;0.492510;1.003646;-0.159288;0.664692;-0.505404;
0.155710;1.003642;0.999863;0.492509;1.003645;-0.161411;0.665316;-0.503905;
0.155720;1.003641;0.999863;0.492507;1.003644;-0.163532;0.665933;-0.502401;
0.155730;1.003640;0.999863;0.492506;1.003643;-0.165652;0.666543;-0.500892;
0.155740;1.003639;0.999863;0.492505;1.003642;-0.167770;0.667147;-0.499378;
0.155750;1.003638;0.999863;0.492503;1.003641;-0.169886;0.667744;-0.497859;
0.155760;1.003637;0.999863;0.492502;1.003640;-0.172000;0.668335;-0.496335;
0.155770;1.003636;0.999863;0.492500;1.003639;-0.174112;0.668919;-0.494807;
0.155780;1.003635;0.999863;0.492499;1.003638;-0.176223;0.669497;-0.493273;
0.155790;1.003634;0.999863;0.492498;1.003637;-0.178332;0.670067;-0.491735;
0.155800;1.003633;0.999863;0.492496;1.003636;-0.180439;0.670632;-0.490193;
0.155810;1.003632;0.999863;0.492495;1.003635;-0.182545;0.671189;-0.488645;
0.155820;1.003631;0.999863;0.492494;1.003635;-0.184648;0.671740;-0.487092;
0.155830;1.003630;0.999863;0.492493;1.003634;-0.186749;0.672285;-0.485535;
0.155840;1.003630;0.999863;0.492491;1.003633;-0.188849;0.672822;-0.483973;
0.155850;1.003629;0.999863;0.492490;1.003632;-0.190947;0.673353;-0.482407;
0.155860;1.003628;0.999863;0.492489;1.003631;-0.193043;0.673878;-0.480835;
0.155870;1.003627;0.999863;0.492488;1.003631;-0.195136;0.674396;-0.479259;
0.155880;1.003627;0.999863;0.492487;1.003630;-0.197228;0.674907;-0.477679;
0.155890;1.003626;0.999863;0.492486;1.003629;-0.199318;0.675411;-0.476093;
0.155900;1.003625;0.999863;0.492485;1.003629;-0.201406;0.675909;-0.474503;
0.155910;1.003625;0.999863;0.492484;1.003628;-0.203492;0.676400;-0.472908;
0.155920;1.003624;0.999863;0.492483;1.003627;-0.205575;0.676885;-0.471309;
0.155930;1.003624;0.999863;0.492482;1.003627;-0.207657;0.677362;-0.469705;
0.155940;1.003623;0.999863;0.492481;1.003626;-0.209737;0.677833;-0.468097;
0.155950;1.003623;0.999863;0.492480;1.003626;-0.211814;0.678298;-0.466483;
0.155960;1.003622;0.999863;0.492479;1.003626;-0.213890;0.678755;-0.464866;
0.155970;1.003622;0.999863;0.492478;1.003625;-0.215963;0.679206;-0.463243;
0.155980;1.003622;0.999863;0.492477;1.003625;-0.218034;0.679651;-0.461617;
0.155990;1.003622;0.999863;0.492476;1.003625;-0.220103;0.680088;-0.459985;
0.156000;1.003621;0.999863;0.492476;1.003624;-0.222170;0.680519;-0.458349;
0.156010;1.003621;0.999863;0.492475;1.003624;-0.224235;0.680943;-0.456709;
0.156020;1.003621;0.999863;0.492474;1.003624;-0.226297;0.681361;-0.455064;
0.156030;1.003621;0.999863;0.492473;1.003624;-0.228357;0.681772;-0.453415;
0.156040;1.003621;0.999863;0.492473;1.003624;-0.230415;0.682176;-0.451761;
0.156050;1.003621;0.999863;0.492472;1.003624;-0.232471;0.682573;-0.450102;
0.156060;1.003621;0.999863;0.492471;1.003624;-0.234524;0.682963;-0.448440;
0.156070;1.003621;0.999863;0.492471;1.003624;-0.236575;0.683347;-0.446772;
0.156080;1.003621;0.999863;0.492470;1.003624;-0.238624;0.683724;-0.445101;
0.156090;1.003621;0.999863;0.492470;1.003624;-0.240670;0.684095;-0.443425;
0.156100;1.003621;0.999863;0.492469;1.003624;-0.242714;0.684458;-0.441744;
0.156110;1.003621;0.999863;0.492468;1.003624;-0.244756;0.684815;-0.440059;
0.156120;1.003622;0.999863;0.492468;1.003625;-0.246795;0.685165;-0.438370;
0.156130;1.003622;0.999863;0.492467;1.003625;-0.248832;0.685509;-0.436677;
0.156140;1.003622;0.999863;0.492467;1.003625;-0.250866;0.685845;-0.434979;
0.156150;1.003622;0.999863;0.492466;1.003625;-0.252898;0.686175;-0.433277;
0.156160;1.003623;0.999863;0.492466;1.003626;-0.254928;0.686498;-0.431570;
0.156170;1.003623;0.999863;0.492465;1.003626;-0.256955;0.686814;-0.429860;
0.156180;1.003623;0.999863;0.492465;1.003626;-0.258979;0.687124;-0.428144;
0.156190;1.003624;0.999863;0.492464;1.003627;-0.261001;0.687426;-0.426425;
0.156200;1.003624;0.999863;0.492464;1.003627;-0.263021;0.687722;-0.424702;
0.156210;1.003625;0.999863;0.492464;1.003628;-0.265038;0.688011;-0.422974;
0.156220;1.003625;0.999863;0.492463;1.003628;-0.267052;0.688294;-0.421242;
0.156230;1.003626;0.999863;0.492463;1.003628;-0.269064;0.688569;-0.419506;
0.156240;1.003626;0.999863;0.492462;1.003629;-0.271073;0.688838;-0.417765;
0.156250;1.003627;0.999863;0.492462;1.003629;-0.273079;0.689100;-0.416021;
0.156260;1.003627;0.999863;0.492461;1.003630;-0.275083;0.689355;-0.414272;
0.156270;1.003628;0.999863;0.492461;1.003630;-0.277084;0.689604;-0.412519;
0.156280;1.003628;0.999863;0.492461;1.003631;-0.279083;0.689845;-0.410762;
0.156290;1.003629;0.999863;0.492460;1.003631;-0.281079;0.690080;-0.409001;
0.156300;1.003629;0.999863;0.492460;1.003632;-0.283072;0.690308;-0.407236;
0.156310;1.003630;0.999863;0.492459;1.003632;-0.285062;0.690529;-0.405467;
0.156320;1.003630;0.999863;0.492459;1.003633;-0.287049;0.690743;-0.403694;
0.156330;1.003631;0.999863;0.492459;1.003633;-0.289034;0.690951;-0.401916;
0.156340;1.003631;0.999863;0.492458;1.003634;-0.291016;0.691151;-0.400135;
0.156350;1.003632;0.999863;0.492458;1.003634;-0.292995;0.691345;-0.398350;
0.156360;1.003632;0.999863;0.492457;1.003635;-0.294971;0.691532;-0.396561;
0.156370;1.003633;0.999863;0.492457;1.003635;-0.296945;0.691712;-0.394768;
0.156380;1.003633;0.999863;0.492457;1.003636;-0.298915;0.691885;-0.392971;
0.156390;1.003634;0.999863;0.492456;1.003636;-0.300882;0.692052;-0.391170;
0.156400;1.003634;0.999863;0.492456;1.003637;-0.302847;0.692212;-0.389365;
0.156410;1.003635;0.999863;0.492456;1.003637;-0.304808;0.692364;-0.387556;
0.156420;1.003635;0.999863;0.492455;1.003638;-0.306767;0.692510;-0.385743;
0.156430;1.003636;0.999863;0.492455;1.003638;-0.308723;0.692649;-0.383927;
0.156440;1.003636;0.999863;0.492454;1.003639;-0.310675;0.692782;-0.382107;
0.156450;1.003637;0.999863;0.492454;1.003639;-0.312625;0.692907;-0.380282;
0.156460;1.003637;0.999863;0.492454;1.003640;-0.314571;0.693026;-0.378455;
0.156470;1.003638;0.999863;0.492453;1.003640;-0.316514;0.693137;-0.376623;
0.156480;1.003638;0.999863;0.492453;1.003641;-0.318454;0.693242;-0.374788;
0.156490;1.003639;0.999863;0.492452;1.003641;-0.320391;0.693340;-0.372949;
0.156500;1.003639;0.999863;0.492452;1.003642;-0.322325;0.693431;-0.371106;
0.156510;1.003640;0.999863;0.492451;1.003642;-0.324256;0.693516;-0.369260;
0.156520;1.003640;0.999863;0.492451;1.003642;-0.326183;0.693593;-0.367410;
0.156530;1.003640;0.999863;0.492451;1.003643;-0.328108;0.693664;-0.365556;
0.156540;1.003641;0.999863;0.492450;1.003643;-0.330029;0.693727;-0.363699;
0.156550;1.003641;0.999863;0.492450;1.003644;-0.331946;0.693784;-0.361838;
0.156560;1.003642;0.999863;0.492449;1.003644;-0.333861;0.693834;-0.359974;
0.156570;1.003642;0.999863;0.492449;1.003644;-0.335772;0.693877;-0.358106;
0.156580;1.003642;0.999863;0.492448;1.003645;-0.337679;0.693914;-0.356234;
0.156590;1.003643;0.999863;0.492448;1.003645;-0.339584;0.693943;-0.354359;
0.156600;1.003643;0.999863;0.492448;1.003645;-0.341485;0.693966;-0.352481;
0.156610;1.003643;0.999863;0.492447;1.003646;-0.343382;0.693981;-0.350599;
0.156620;1.003644;0.999863;0.492447;1.003646;-0.345276;0.693990;-0.348714;
0.156630;1.003644;0.999863;0.492446;1.003646;-0.347167;0.693992;-0.346825;
0.156640;1.003644;0.999863;0.492446;1.003647;-0.349054;0.693987;-0.344933;
0.156650;1.003644;0.999863;0.492445;1.003647;-0.350938;0.693976;-0.343038;
0.156660;1.003645;0.999863;0.492445;1.003647;-0.352818;0.693957;-0.341139;
0.156670;1.003645;0.999863;0.492444;1.003647;-0.354695;0.693931;-0.339237;
0.156680;1.003645;0.999863;0.492444;1.003648;-0.356568;0.693899;-0.337331;
0.156690;1.003645;0.999863;0.492443;1.003648;-0.358437;0.693860;-0.335422;
0.156700;1.003646;0.999863;0.492443;1.003648;-0.360303;0.693814;-0.333510;
0.156710;1.003646;0.999863;0.492442;1.003648;-0.362166;0.693761;-0.331595;
0.156720;1.003646;0.999863;0.492442;1.003648;-0.364024;0.693701;-0.329677;
0.156730;1.003646;0.999863;0.492441;1.003648;-0.365879;0.693635;-0.327755;
0.156740;1.003646;0.999863;0.492441;1.003649;-0.367731;0.693561;-0.325830;
0.156750;1.003647;0.999863;0.492440;1.003649;-0.369578;0.693481;-0.323902;
0.156760;1.003647;0.999863;0.492440;1.003649;-0.371422;0.693394;-0.321971;
0.156770;1.003647;0.999863;0.492439;1.003649;-0.373263;0.693300;-0.320037;
0.156780;1.003647;0.999863;0.492438;1.003649;-0.375099;0.693199;-0.318100;
0.156790;1.003647;0.999863;0.492438;1.003649;-0.376932;0.693091;-0.316159;
0.156800;1.003647;0.999863;0.492437;1.003649;-0.378761;0.692977;-0.314216;
0.156810;1.003647;0.999863;0.492437;1.003649;-0.380586;0.692855;-0.312269;
0.156820;1.003647;0.999863;0.492436;1.003649;-0.382407;0.692727;-0.310320;
0.156830;1.003647;0.999863;0.492436;1.003649;-0.384224;0.692592;-0.308367;
0.156840;1.003647;0.999863;0.492435;1.003649;-0.386038;0.692450;-0.306412;
0.156850;1.003647;0.999863;0.492434;1.003649;-0.387848;0.692301;-0.304453;
0.156860;1.003647;0.999863;0.492434;1.003649;-0.389654;0.692146;-0.302492;
0.156870;1.003647;0.999863;0.492433;1.003649;-0.391456;0.691983;-0.300528;
0.156880;1.003647;0.999863;0.492432;1.003649;-0.393254;0.691814;-0.298560;
0.156890;1.003647;0.999863;0.492432;1.003649;-0.395048;0.691638;-0.296590;
0.156900;1.003647;0.999863;0.492431;1.003649;-0.396838;0.691455;-0.294617;
0.156910;1.003647;0.999863;0.492431;1.003649;-0.398624;0.691265;-0.292641;
0.156920;1.003647;0.999863;0.492430;1.003649;-0.400406;0.691069;-0.290663;
0.156930;1.003646;0.999863;0.492429;1.003648;-0.402184;0.690866;-0.288681;
0.156940;1.003646;0.999863;0.492428;1.003648;-0.403958;0.690655;-0.286697;
0.156950;1.003646;0.999863;0.492428;1.003648;-0.405729;0.690438;-0.284710;
0.156960;1.003646;0.999863;0.492427;1.003648;-0.407495;0.690215;-0.282720;
0.156970;1.003646;0.999863;0.492426;1.003648;-0.409257;0.689984;-0.280727;
0.156980;1.003645;0.999863;0.492426;1.003647;-0.411015;0.689747;-0.278732;
0.156990;1.003645;0.999863;0.492425;1.003647;-0.412769;0.689503;-0.276734;
0.157000;1.003645;0.999863;0.492424;1.003647;-0.414518;0.689252;-0.274733;
0.157010;1.003644;0.999863;0.492423;1.003646;-0.416264;0.688994;-0.272730;
0.157020;1.003644;0.999863;0.492423;1.003646;-0.418006;0.688730;-0.270724;
0.157030;1.003644;0.999863;0.492422;1.003646;-0.419743;0.688458;-0.268715;
0.157040;1.003643;0.999863;0.492421;1.003645;-0.421476;0.688180;-0.266704;
0.157050;1.003643;0.999863;0.492420;1.003645;-0.423205;0.687895;-0.264690;
0.157060;1.003642;0.999863;0.492420;1.003644;-0.424930;0.687604;-0.262673;
0.157070;1.003642;0.999863;0.492419;1.003644;-0.426651;0.687305;-0.260654;
0.157080;1.003642;0.999864;0.492418;1.003643;-0.428368;0.687000;-0.258632;
0.157090;1.003641;0.999864;0.492417;1.003643;-0.430080;0.686688;-0.256608;
0.157100;1.003641;0.999864;0.492417;1.003642;-0.431788;0.686369;-0.254582;
0.157110;1.003640;0.999864;0.492416;1.003642;-0.433492;0.686044;-0.252552;
0.157120;1.003640;0.999864;0.492415;1.003641;-0.435191;0.685712;-0.250521;
0.157130;1.003639;0.999864;0.492414;1.003641;-0.436886;0.685373;-0.248486;
0.157140;1.003639;0.999864;0.492413;1.003640;-0.438577;0.685027;-0.246450;
0.157150;1.003638;0.999864;0.492413;1.003640;-0.440264;0.684675;-0.244411;
0.157160;1.003637;0.999864;0.492412;1.003639;-0.441946;0.684315;-0.242369;
0.157170;1.003637;0.999864;0.492411;1.003639;-0.443624;0.683949;-0.240325;
0.157180;1.003636;0.999864;0.492410;1.003638;-0.445298;0.683577;-0.238279;
0.157190;1.003636;0.999864;0.492410;1.003637;-0.446967;0.683197;-0.236230;
0.157200;1.003635;0.999864;0.492409;1.003637;-0.448632;0.682811;-0.234179;
0.157210;1.003635;0.999864;0.492408;1.003636;-0.450293;0.682418;-0.232126;
0.157220;1.003634;0.999864;0.492408;1.003636;-0.451949;0.682019;-0.230070;
0.157230;1.003633;0.999864;0.492407;1.003635;-0.453600;0.681612;-0.228012;
0.157240;1.003633;0.999864;0.492406;1.003634;-0.455248;0.681199;-0.225952;
0.157250;1.003632;0.999864;0.492405;1.003634;-0.456890;0.680780;-0.223889;
0.157260;1.003632;0.999864;0.492405;1.003633;-0.458529;0.680353;-0.221824;
0.157270;1.003631;0.999864;0.492404;1.003633;-0.460163;0.679920;-0.219757;
0.157280;1.003631;0.999864;0.492404;1.003632;-0.461792;0.679480;-0.217688;
0.157290;1.003630;0.999864;0.492403;1.003632;-0.463417;0.679034;-0.215617;
0.157300;1.003630;0.999864;0.492402;1.003631;-0.465037;0.678580;-0.213543;
0.157310;1.003629;0.999864;0.492402;1.003631;-0.466653;0.678120;-0.211468;
0.157320;1.003629;0.999864;0.492401;1.003630;-0.468264;0.677654;-0.209390;
0.157330;1.003628;0.999864;0.492401;1.003630;-0.469870;0.677180;-0.207310;
