time;GEN_generator_theta;GEN_generator_omegaPu;GEN_generator_eqPPu;GEN_generator_eqPPPu;GEN_generator_edPPPu;GEN_generator_PGenPu;GEN_generator_QGenPu;GEN_generator_psiAgPu;GEN_generator_satDPu;GEN_generator_satQPu;GEN_generator_UPu;
0.000000;0.456920;1.000000;1.025910;0.990259;0.229676;0.665556;0.033305;1.011919;1.109675;1.065805;1.000000;
0.000001;0.456920;1.000000;1.025910;0.990259;0.229676;0.665555;0.033305;1.011919;1.109675;1.065805;1.000000;
0.000002;0.456920;1.000000;1.025910;0.990259;0.229677;0.665554;0.033306;1.011919;1.109675;1.065805;1.000000;
0.000004;0.456920;1.000000;1.025910;0.990259;0.229677;0.665553;0.033306;1.011919;1.109675;1.065805;1.000000;
0.000008;0.456920;1.000000;1.025910;0.990259;0.229678;0.665550;0.033307;1.011920;1.109675;1.065805;1.000000;
0.000016;0.456920;1.000000;1.025910;0.990259;0.229681;0.665543;0.033309;1.011920;1.109676;1.065805;1.000001;
0.000032;0.456920;1.000000;1.025910;0.990259;0.229686;0.665531;0.033313;1.011921;1.109676;1.065806;1.000001;
0.000064;0.456920;1.000000;1.025910;0.990259;0.229696;0.665506;0.033320;1.011924;1.109678;1.065807;1.000003;
0.000128;0.456920;1.000000;1.025910;0.990259;0.229715;0.665456;0.033335;1.011928;1.109682;1.065809;1.000006;
0.000256;0.456920;1.000000;1.025910;0.990259;0.229754;0.665356;0.033365;1.011936;1.109689;1.065813;1.000012;
0.000512;0.456920;1.000000;1.025910;0.990259;0.229832;0.665157;0.033425;1.011954;1.109703;1.065822;1.000024;
0.001024;0.456920;1.000000;1.025910;0.990259;0.229986;0.664762;0.033544;1.011988;1.109731;1.065839;1.000048;
0.002048;0.456920;1.000000;1.025910;0.990259;0.230288;0.663987;0.033777;1.012055;1.109786;1.065872;1.000095;
0.004096;0.456921;1.000001;1.025910;0.990259;0.230870;0.662494;0.034229;1.012184;1.109893;1.065936;1.000185;
0.006144;0.456922;1.000002;1.025910;0.990259;0.231425;0.661073;0.034662;1.012308;1.109996;1.065998;1.000272;
0.010240;0.456926;1.000005;1.025910;0.990259;0.232459;0.658436;0.035473;1.012540;1.110188;1.066113;1.000434;
0.013926;0.456934;1.000008;1.025909;0.990259;0.233307;0.656285;0.036143;1.012733;1.110347;1.066208;1.000567;
0.017613;0.456947;1.000013;1.025909;0.990259;0.234085;0.654331;0.036762;1.012910;1.110494;1.066296;1.000689;
0.021299;0.456966;1.000019;1.025908;0.990258;0.234797;0.652560;0.037332;1.013074;1.110630;1.066378;1.000801;
0.024986;0.456991;1.000025;1.025907;0.990257;0.235450;0.650961;0.037858;1.013225;1.110755;1.066453;1.000904;
0.028672;0.457025;1.000032;1.025906;0.990256;0.236049;0.649523;0.038342;1.013364;1.110870;1.066522;1.000998;
0.032358;0.457066;1.000040;1.025905;0.990254;0.236599;0.648234;0.038788;1.013492;1.110976;1.066586;1.001084;
0.036045;0.457117;1.000048;1.025903;0.990252;0.237104;0.647086;0.039198;1.013610;1.111074;1.066645;1.001162;
0.039731;0.457178;1.000057;1.025902;0.990248;0.237569;0.646070;0.039575;1.013719;1.111164;1.066699;1.001234;
0.043418;0.457249;1.000066;1.025900;0.990244;0.237997;0.645176;0.039922;1.013819;1.111247;1.066748;1.001299;
0.047104;0.457331;1.000075;1.025899;0.990239;0.238392;0.644397;0.040241;1.013911;1.111324;1.066794;1.001358;
0.050790;0.457424;1.000085;1.025897;0.990233;0.238757;0.643726;0.040533;1.013995;1.111394;1.066836;1.001412;
0.054477;0.457529;1.000095;1.025896;0.990226;0.239095;0.643156;0.040801;1.014073;1.111458;1.066875;1.001460;
0.058163;0.457645;1.000106;1.025894;0.990218;0.239409;0.642680;0.041046;1.014144;1.111518;1.066911;1.001504;
0.061850;0.457774;1.000116;1.025892;0.990209;0.239702;0.642294;0.041271;1.014209;1.111572;1.066943;1.001544;
0.065536;0.457915;1.000127;1.025890;0.990198;0.239975;0.641991;0.041476;1.014269;1.111622;1.066973;1.001579;
0.069222;0.458069;1.000138;1.025888;0.990187;0.240231;0.641766;0.041664;1.014324;1.111667;1.067000;1.001610;
0.072909;0.458235;1.000149;1.025886;0.990174;0.240472;0.641615;0.041834;1.014374;1.111709;1.067025;1.001638;
0.076595;0.458414;1.000160;1.025883;0.990159;0.240700;0.641532;0.041989;1.014419;1.111747;1.067048;1.001663;
0.080282;0.458606;1.000171;1.025881;0.990143;0.240916;0.641514;0.042130;1.014461;1.111781;1.067069;1.001684;
0.083968;0.458810;1.000182;1.025878;0.990126;0.241121;0.641557;0.042257;1.014499;1.111813;1.067088;1.001702;
0.087654;0.459027;1.000193;1.025876;0.990108;0.241318;0.641658;0.042372;1.014533;1.111841;1.067105;1.001718;
0.095027;0.459499;1.000215;1.025870;0.990066;0.241692;0.642012;0.042569;1.014592;1.111890;1.067134;1.001743;
0.101663;0.459967;1.000234;1.025865;0.990023;0.242010;0.642494;0.042712;1.014636;1.111927;1.067156;1.001757;
0.108298;0.460474;1.000253;1.025859;0.989976;0.242316;0.643112;0.042825;1.014671;1.111956;1.067174;1.001765;
0.114934;0.461020;1.000271;1.025852;0.989923;0.242615;0.643853;0.042913;1.014699;1.111980;1.067188;1.001768;
0.121569;0.461603;1.000289;1.025845;0.989865;0.242910;0.644703;0.042978;1.014721;1.111998;1.067199;1.001765;
0.128205;0.462221;1.000305;1.025838;0.989803;0.243204;0.645649;0.043023;1.014737;1.112011;1.067207;1.001758;
0.134840;0.462874;1.000321;1.025830;0.989735;0.243501;0.646680;0.043050;1.014748;1.112020;1.067212;1.001747;
0.141476;0.463559;1.000336;1.025821;0.989663;0.243801;0.647785;0.043061;1.014755;1.112026;1.067215;1.001732;
0.148111;0.464274;1.000351;1.025811;0.989586;0.244108;0.648956;0.043057;1.014757;1.112028;1.067217;1.001715;
0.154747;0.465018;1.000364;1.025801;0.989504;0.244422;0.650182;0.043041;1.014756;1.112027;1.067216;1.001694;
0.161382;0.465788;1.000376;1.025790;0.989418;0.244744;0.651456;0.043013;1.014751;1.112023;1.067214;1.001671;
0.168018;0.466582;1.000387;1.025779;0.989328;0.245075;0.652769;0.042974;1.014744;1.112017;1.067210;1.001646;
0.174653;0.467398;1.000397;1.025766;0.989233;0.245416;0.654115;0.042925;1.014733;1.112008;1.067205;1.001619;
0.181289;0.468233;1.000406;1.025753;0.989135;0.245765;0.655487;0.042868;1.014720;1.111997;1.067198;1.001590;
0.187924;0.469086;1.000413;1.025739;0.989033;0.246124;0.656878;0.042803;1.014705;1.111985;1.067191;1.001560;
0.194560;0.469953;1.000420;1.025724;0.988927;0.246492;0.658282;0.042731;1.014688;1.111970;1.067182;1.001528;
0.201196;0.470832;1.000425;1.025708;0.988818;0.246869;0.659694;0.042652;1.014669;1.111954;1.067173;1.001495;
0.207831;0.471722;1.000429;1.025691;0.988706;0.247254;0.661107;0.042567;1.014648;1.111937;1.067162;1.001461;
0.214467;0.472619;1.000432;1.025673;0.988592;0.247646;0.662518;0.042476;1.014626;1.111918;1.067151;1.001426;
0.221102;0.473521;1.000434;1.025655;0.988474;0.248046;0.663920;0.042381;1.014602;1.111898;1.067139;1.001391;
0.227738;0.474425;1.000435;1.025635;0.988355;0.248452;0.665310;0.042281;1.014576;1.111877;1.067126;1.001355;
0.234373;0.475330;1.000434;1.025614;0.988233;0.248864;0.666682;0.042177;1.014549;1.111855;1.067113;1.001319;
0.241009;0.476232;1.000433;1.025593;0.988110;0.249280;0.668034;0.042070;1.014522;1.111832;1.067099;1.001282;
0.247644;0.477130;1.000430;1.025570;0.987985;0.249700;0.669360;0.041959;1.014493;1.111808;1.067085;1.001245;
0.254280;0.478021;1.000426;1.025547;0.987860;0.250123;0.670657;0.041845;1.014463;1.111783;1.067070;1.001209;
0.260915;0.478904;1.000421;1.025522;0.987733;0.250547;0.671921;0.041728;1.014432;1.111757;1.067054;1.001172;
0.267551;0.479775;1.000415;1.025497;0.987606;0.250973;0.673150;0.041610;1.014401;1.111731;1.067039;1.001135;
0.274186;0.480632;1.000408;1.025470;0.987478;0.251398;0.674340;0.041489;1.014368;1.111704;1.067023;1.001099;
0.280822;0.481475;1.000400;1.025443;0.987351;0.251822;0.675489;0.041366;1.014336;1.111677;1.067006;1.001063;
0.287457;0.482300;1.000392;1.025414;0.987224;0.252244;0.676592;0.041242;1.014302;1.111649;1.066990;1.001027;
0.294093;0.483106;1.000382;1.025385;0.987097;0.252662;0.677649;0.041117;1.014268;1.111621;1.066973;1.000992;
0.300728;0.483890;1.000371;1.025355;0.986971;0.253077;0.678657;0.040991;1.014234;1.111593;1.066956;1.000958;
0.307364;0.484652;1.000360;1.025324;0.986846;0.253487;0.679613;0.040864;1.014199;1.111564;1.066938;1.000924;
0.313999;0.485390;1.000348;1.025292;0.986723;0.253890;0.680516;0.040737;1.014164;1.111535;1.066921;1.000891;
0.320635;0.486101;1.000335;1.025259;0.986601;0.254287;0.681363;0.040610;1.014129;1.111506;1.066903;1.000859;
0.327270;0.486786;1.000322;1.025226;0.986481;0.254676;0.682155;0.040483;1.014094;1.111476;1.066886;1.000827;
0.333906;0.487441;1.000308;1.025191;0.986363;0.255056;0.682888;0.040356;1.014059;1.111447;1.066868;1.000797;
0.347177;0.488659;1.000278;1.025120;0.986134;0.255786;0.684176;0.040104;1.013988;1.111388;1.066833;1.000739;
0.359121;0.489646;1.000249;1.025054;0.985938;0.256405;0.685128;0.039881;1.013925;1.111336;1.066801;1.000691;
0.371065;0.490523;1.000219;1.024986;0.985752;0.256985;0.685882;0.039662;1.013862;1.111284;1.066770;1.000646;
0.383009;0.491286;1.000188;1.024917;0.985577;0.257522;0.686436;0.039449;1.013801;1.111233;1.066740;1.000605;
0.394953;0.491934;1.000157;1.024845;0.985414;0.258012;0.686791;0.039241;1.013741;1.111183;1.066710;1.000568;
0.406897;0.492463;1.000125;1.024773;0.985264;0.258454;0.686950;0.039041;1.013682;1.111134;1.066680;1.000536;
0.418841;0.492873;1.000093;1.024699;0.985127;0.258844;0.686917;0.038848;1.013625;1.111086;1.066652;1.000507;
0.430785;0.493164;1.000062;1.024625;0.985004;0.259182;0.686697;0.038664;1.013569;1.111041;1.066624;1.000483;
0.442728;0.493337;1.000031;1.024551;0.984896;0.259466;0.686299;0.038488;1.013516;1.110997;1.066598;1.000463;
0.454672;0.493395;1.000000;1.024476;0.984801;0.259695;0.685730;0.038322;1.013465;1.110954;1.066573;1.000446;
0.466616;0.493341;0.999971;1.024401;0.984722;0.259869;0.685001;0.038166;1.013417;1.110914;1.066548;1.000434;
0.478560;0.493179;0.999942;1.024327;0.984657;0.259989;0.684123;0.038019;1.013371;1.110876;1.066526;1.000426;
0.490504;0.492914;0.999915;1.024253;0.984607;0.260055;0.683107;0.037882;1.013327;1.110840;1.066504;1.000421;
0.502448;0.492551;0.999890;1.024181;0.984570;0.260068;0.681967;0.037756;1.013287;1.110806;1.066484;1.000420;
0.514392;0.492097;0.999867;1.024109;0.984548;0.260030;0.680716;0.037639;1.013248;1.110774;1.066465;1.000421;
0.526336;0.491559;0.999845;1.024039;0.984538;0.259944;0.679369;0.037533;1.013213;1.110745;1.066447;1.000426;
0.538280;0.490944;0.999826;1.023970;0.984541;0.259810;0.677940;0.037436;1.013180;1.110718;1.066431;1.000433;
0.550224;0.490260;0.999809;1.023902;0.984556;0.259633;0.676444;0.037348;1.013149;1.110692;1.066415;1.000443;
0.562168;0.489516;0.999794;1.023837;0.984581;0.259415;0.674897;0.037270;1.013122;1.110669;1.066402;1.000455;
0.574112;0.488721;0.999781;1.023774;0.984617;0.259159;0.673314;0.037200;1.013096;1.110648;1.066389;1.000469;
0.586056;0.487882;0.999771;1.023712;0.984661;0.258868;0.671709;0.037139;1.013073;1.110629;1.066378;1.000484;
0.598000;0.487010;0.999763;1.023653;0.984714;0.258547;0.670097;0.037085;1.013053;1.110612;1.066367;1.000501;
0.609944;0.486113;0.999757;1.023597;0.984774;0.258200;0.668494;0.037038;1.013034;1.110597;1.066358;1.000518;
0.621887;0.485199;0.999754;1.023542;0.984840;0.257829;0.666912;0.036998;1.013017;1.110583;1.066350;1.000536;
0.633831;0.484278;0.999753;1.023490;0.984910;0.257440;0.665365;0.036963;1.013003;1.110571;1.066342;1.000554;
0.645775;0.483359;0.999755;1.023441;0.984985;0.257036;0.663866;0.036934;1.012990;1.110560;1.066336;1.000572;
0.657719;0.482449;0.999759;1.023394;0.985062;0.256622;0.662427;0.036910;1.012978;1.110550;1.066330;1.000590;
0.669663;0.481557;0.999764;1.023349;0.985140;0.256202;0.661058;0.036890;1.012968;1.110542;1.066325;1.000608;
0.681607;0.480690;0.999772;1.023307;0.985220;0.255779;0.659769;0.036872;1.012959;1.110535;1.066321;1.000624;
0.693551;0.479856;0.999782;1.023267;0.985298;0.255358;0.658570;0.036858;1.012951;1.110528;1.066317;1.000640;
0.705495;0.479060;0.999793;1.023230;0.985376;0.254942;0.657469;0.036845;1.012944;1.110522;1.066313;1.000655;
0.717439;0.478310;0.999806;1.023195;0.985451;0.254535;0.656471;0.036834;1.012938;1.110517;1.066310;1.000668;
0.729383;0.477611;0.999820;1.023161;0.985523;0.254141;0.655584;0.036824;1.012932;1.110512;1.066307;1.000679;
0.741327;0.476967;0.999836;1.023130;0.985591;0.253762;0.654811;0.036813;1.012927;1.110508;1.066305;1.000689;
0.753271;0.476383;0.999852;1.023101;0.985654;0.253403;0.654156;0.036802;1.012922;1.110504;1.066302;1.000697;
0.765215;0.475863;0.999870;1.023073;0.985711;0.253065;0.653620;0.036790;1.012916;1.110499;1.066300;1.000704;
0.777159;0.475409;0.999888;1.023047;0.985763;0.252751;0.653206;0.036776;1.012911;1.110495;1.066297;1.000708;
0.789103;0.475024;0.999907;1.023023;0.985808;0.252463;0.652914;0.036760;1.012905;1.110490;1.066294;1.000710;
0.801047;0.474710;0.999926;1.022999;0.985846;0.252203;0.652741;0.036741;1.012899;1.110485;1.066291;1.000709;
0.812990;0.474467;0.999945;1.022977;0.985877;0.251973;0.652686;0.036719;1.012893;1.110480;1.066288;1.000707;
0.824934;0.474295;0.999964;1.022956;0.985900;0.251775;0.652747;0.036694;1.012885;1.110474;1.066284;1.000702;
0.848822;0.474163;1.000001;1.022916;0.985921;0.251474;0.653189;0.036631;1.012868;1.110459;1.066276;1.000686;
0.872710;0.474302;1.000037;1.022877;0.985910;0.251305;0.654027;0.036551;1.012847;1.110442;1.066265;1.000662;
0.896598;0.474693;1.000069;1.022840;0.985868;0.251265;0.655210;0.036453;1.012821;1.110420;1.066252;1.000629;
0.918043;0.475239;1.000095;1.022806;0.985803;0.251336;0.656520;0.036347;1.012794;1.110398;1.066239;1.000594;
0.937343;0.475869;1.000115;1.022774;0.985725;0.251481;0.657858;0.036239;1.012766;1.110375;1.066225;1.000558;
0.954714;0.476533;1.000130;1.022745;0.985639;0.251671;0.659161;0.036131;1.012738;1.110351;1.066211;1.000522;
0.970347;0.477195;1.000141;1.022717;0.985552;0.251888;0.660388;0.036026;1.012710;1.110329;1.066197;1.000488;
0.985980;0.477906;1.000150;1.022688;0.985455;0.252141;0.661646;0.035913;1.012680;1.110304;1.066182;1.000452;
1.000000;0.478575;1.000155;1.022660;0.985361;0.252396;0.662784;0.035806;1.012652;1.110281;1.066168;1.000419;
1.000000;0.478575;1.000155;1.022660;0.985361;0.252396;0.000000;0.000000;0.763158;1.000512;1.000307;0.000000;
1.000001;0.478575;1.000156;1.022660;0.985347;0.252388;0.000000;0.000000;0.763149;1.000515;1.000309;0.000000;
1.000002;0.478575;1.000156;1.022660;0.985333;0.252380;0.000000;0.000000;0.763137;1.000516;1.000310;0.000000;
1.000004;0.478575;1.000156;1.022661;0.985305;0.252364;0.000000;0.000000;0.763114;1.000518;1.000311;0.000000;
1.000008;0.478575;1.000156;1.022661;0.985248;0.252333;0.000000;0.000000;0.763069;1.000521;1.000313;0.000000;
1.000016;0.478576;1.000157;1.022661;0.985135;0.252270;0.000000;0.000000;0.762977;1.000528;1.000317;0.000000;
1.000032;0.478576;1.000158;1.022661;0.984910;0.252144;0.000000;0.000000;0.762793;1.000542;1.000325;0.000000;
1.000064;0.478578;1.000161;1.022662;0.984460;0.251892;0.000000;0.000000;0.762427;1.000571;1.000342;0.000000;
1.000128;0.478581;1.000166;1.022664;0.983561;0.251390;0.000000;0.000000;0.761695;1.000629;1.000378;0.000000;
1.000256;0.478588;1.000177;1.022666;0.981769;0.250389;0.000000;0.000000;0.760238;1.000755;1.000453;0.000000;
1.000512;0.478603;1.000198;1.022671;0.978210;0.248398;0.000000;0.000000;0.757350;1.001040;1.000624;0.000000;
1.001024;0.478639;1.000241;1.022677;0.971185;0.244464;0.000000;0.000000;0.751675;1.001735;1.001041;0.000000;
1.001536;0.478681;1.000283;1.022677;0.964284;0.240593;0.000000;0.000000;0.746132;1.002592;1.001555;0.000000;
1.002048;0.478730;1.000326;1.022673;0.957504;0.236783;0.000000;0.000000;0.740716;1.003603;1.002162;0.000000;
1.002560;0.478786;1.000368;1.022663;0.950844;0.233034;0.000000;0.000000;0.735425;1.004760;1.002856;0.000000;
1.003072;0.478848;1.000411;1.022649;0.944302;0.229345;0.000000;0.000000;0.730254;1.006056;1.003634;0.000000;
1.003584;0.478918;1.000453;1.022630;0.937875;0.225714;0.000000;0.000000;0.725200;1.007484;1.004491;0.000000;
1.004096;0.478994;1.000496;1.022605;0.931561;0.222140;0.000000;0.000000;0.720259;1.009038;1.005423;0.000000;
1.004608;0.479077;1.000539;1.022576;0.925358;0.218622;0.000000;0.000000;0.715429;1.010710;1.006426;0.000000;
1.005120;0.479167;1.000581;1.022543;0.919265;0.215160;0.000000;0.000000;0.710705;1.012496;1.007498;0.000000;
1.005632;0.479264;1.000624;1.022504;0.913279;0.211753;0.000000;0.000000;0.706086;1.014388;1.008633;0.000000;
1.006144;0.479368;1.000666;1.022461;0.907400;0.208399;0.000000;0.000000;0.701568;1.016381;1.009829;0.000000;
1.006656;0.479479;1.000709;1.022414;0.901624;0.205097;0.000000;0.000000;0.697148;1.018470;1.011082;0.000000;
1.007680;0.479720;1.000794;1.022305;0.890377;0.198648;0.000000;0.000000;0.688592;1.022916;1.013749;0.000000;
1.008601;0.479961;1.000871;1.022192;0.880594;0.193015;0.000000;0.000000;0.681204;1.027192;1.016315;0.000000;
1.009523;0.480224;1.000947;1.022065;0.871124;0.187539;0.000000;0.000000;0.674097;1.031702;1.019021;0.000000;
1.010445;0.480510;1.001024;1.021924;0.861958;0.182217;0.000000;0.000000;0.667259;1.036418;1.021851;0.000000;
1.011366;0.480817;1.001100;1.021769;0.853088;0.177043;0.000000;0.000000;0.660679;1.041317;1.024790;0.000000;
1.012288;0.481147;1.001177;1.021600;0.844506;0.172014;0.000000;0.000000;0.654347;1.046377;1.027826;0.000000;
1.013209;0.481499;1.001253;1.021418;0.836205;0.167126;0.000000;0.000000;0.648252;1.051576;1.030946;0.000000;
1.014131;0.481873;1.001330;1.021224;0.828176;0.162374;0.000000;0.000000;0.642384;1.056894;1.034137;0.000000;
1.015053;0.482269;1.001406;1.021016;0.820413;0.157756;0.000000;0.000000;0.636736;1.062312;1.037387;0.000000;
1.015974;0.482687;1.001483;1.020796;0.812909;0.153267;0.000000;0.000000;0.631298;1.067812;1.040687;0.000000;
1.016896;0.483127;1.001559;1.020563;0.805657;0.148905;0.000000;0.000000;0.626062;1.073378;1.044027;0.000000;
1.017817;0.483590;1.001636;1.020319;0.798649;0.144665;0.000000;0.000000;0.621021;1.078992;1.047395;0.000000;
1.018739;0.484074;1.001712;1.020062;0.791880;0.140544;0.000000;0.000000;0.616169;1.084641;1.050785;0.000000;
1.019661;0.484581;1.001789;1.019794;0.785343;0.136540;0.000000;0.000000;0.611497;1.090311;1.054186;0.000000;
1.020582;0.485110;1.001865;1.019515;0.779031;0.132648;0.000000;0.000000;0.607000;1.095988;1.057593;0.000000;
1.021504;0.485661;1.001942;1.019224;0.772938;0.128867;0.000000;0.000000;0.602671;1.101660;1.060996;0.000000;
1.022425;0.486235;1.002018;1.018923;0.767058;0.125194;0.000000;0.000000;0.598504;1.107316;1.064389;0.000000;
1.023347;0.486830;1.002095;1.018611;0.761385;0.121624;0.000000;0.000000;0.594494;1.112945;1.067767;0.000000;
1.024269;0.487447;1.002171;1.018288;0.755913;0.118157;0.000000;0.000000;0.590635;1.118538;1.071123;0.000000;
1.025190;0.488087;1.002247;1.017956;0.750636;0.114788;0.000000;0.000000;0.586923;1.124085;1.074451;0.000000;
1.026112;0.488749;1.002324;1.017613;0.745548;0.111516;0.000000;0.000000;0.583351;1.129578;1.077747;0.000000;
1.027033;0.489433;1.002400;1.017261;0.740644;0.108337;0.000000;0.000000;0.579914;1.135010;1.081006;0.000000;
1.027955;0.490139;1.002477;1.016899;0.735918;0.105251;0.000000;0.000000;0.576609;1.140373;1.084224;0.000000;
1.028877;0.490867;1.002553;1.016529;0.731364;0.102253;0.000000;0.000000;0.573431;1.145662;1.087397;0.000000;
1.029798;0.491617;1.002629;1.016149;0.726977;0.099342;0.000000;0.000000;0.570374;1.150870;1.090522;0.000000;
1.030720;0.492389;1.002706;1.015761;0.722753;0.096515;0.000000;0.000000;0.567436;1.155993;1.093596;0.000000;
1.031641;0.493184;1.002782;1.015364;0.718684;0.093770;0.000000;0.000000;0.564611;1.161026;1.096616;0.000000;
1.032563;0.494000;1.002858;1.014959;0.714767;0.091105;0.000000;0.000000;0.561895;1.165966;1.099580;0.000000;
1.033485;0.494839;1.002935;1.014547;0.710996;0.088518;0.000000;0.000000;0.559285;1.170809;1.102486;0.000000;
1.034406;0.495700;1.003011;1.014126;0.707367;0.086007;0.000000;0.000000;0.556777;1.175553;1.105332;0.000000;
1.035328;0.496582;1.003087;1.013699;0.703874;0.083569;0.000000;0.000000;0.554366;1.180194;1.108117;0.000000;
1.036249;0.497487;1.003164;1.013264;0.700513;0.081203;0.000000;0.000000;0.552051;1.184733;1.110840;0.000000;
1.037171;0.498414;1.003240;1.012822;0.697280;0.078907;0.000000;0.000000;0.549826;1.189165;1.113499;0.000000;
1.038093;0.499364;1.003316;1.012374;0.694169;0.076678;0.000000;0.000000;0.547689;1.193493;1.116096;0.000000;
1.039014;0.500335;1.003393;1.011919;0.691176;0.074516;0.000000;0.000000;0.545634;1.197709;1.118625;0.000000;
1.039936;0.501328;1.003469;1.011457;0.688297;0.072417;0.000000;0.000000;0.543666;1.201830;1.121098;0.000000;
1.040857;0.502343;1.003545;1.010990;0.685528;0.070381;0.000000;0.000000;0.541764;1.205817;1.123490;0.000000;
1.041779;0.503381;1.003621;1.010517;0.682865;0.068406;0.000000;0.000000;0.539950;1.209732;1.125839;0.000000;
1.042701;0.504440;1.003698;1.010039;0.680303;0.066490;0.000000;0.000000;0.538203;1.213524;1.128114;0.000000;
1.043622;0.505522;1.003774;1.009555;0.677839;0.064631;0.000000;0.000000;0.536525;1.217211;1.130327;0.000000;
1.044544;0.506626;1.003850;1.009066;0.675470;0.062828;0.000000;0.000000;0.534914;1.220794;1.132476;0.000000;
1.045465;0.507751;1.003926;1.008572;0.673190;0.061079;0.000000;0.000000;0.533366;1.224274;1.134564;0.000000;
1.046387;0.508899;1.004003;1.008073;0.670997;0.059383;0.000000;0.000000;0.531879;1.227652;1.136591;0.000000;
1.047309;0.510069;1.004079;1.007570;0.668888;0.057738;0.000000;0.000000;0.530451;1.230931;1.138558;0.000000;
1.048230;0.511261;1.004155;1.007062;0.666859;0.056143;0.000000;0.000000;0.529080;1.234112;1.140467;0.000000;
1.049152;0.512475;1.004231;1.006550;0.664906;0.054596;0.000000;0.000000;0.527762;1.237196;1.142318;0.000000;
1.050073;0.513711;1.004307;1.006034;0.663027;0.053096;0.000000;0.000000;0.526496;1.240187;1.144112;0.000000;
1.050995;0.514969;1.004384;1.005514;0.661218;0.051642;0.000000;0.000000;0.525279;1.243086;1.145851;0.000000;
1.051917;0.516250;1.004460;1.004991;0.659477;0.050231;0.000000;0.000000;0.524110;1.245895;1.147537;0.000000;
1.052838;0.517552;1.004536;1.004464;0.657801;0.048864;0.000000;0.000000;0.522987;1.248617;1.149170;0.000000;
1.053760;0.518876;1.004612;1.003934;0.656187;0.047539;0.000000;0.000000;0.521907;1.251253;1.150752;0.000000;
1.054681;0.520222;1.004688;1.003400;0.654633;0.046254;0.000000;0.000000;0.520868;1.253807;1.152284;0.000000;
1.055603;0.521591;1.004764;1.002863;0.653135;0.045008;0.000000;0.000000;0.519870;1.256280;1.153768;0.000000;
1.056525;0.522981;1.004840;1.002324;0.651692;0.043801;0.000000;0.000000;0.518910;1.258675;1.155205;0.000000;
1.057446;0.524394;1.004916;1.001781;0.650301;0.042630;0.000000;0.000000;0.517986;1.260994;1.156596;0.000000;
1.058368;0.525828;1.004993;1.001236;0.648960;0.041496;0.000000;0.000000;0.517096;1.263240;1.157944;0.000000;
1.059289;0.527285;1.005069;1.000688;0.647666;0.040396;0.000000;0.000000;0.516241;1.265415;1.159249;0.000000;
1.060211;0.528763;1.005145;1.000138;0.646418;0.039331;0.000000;0.000000;0.515417;1.267521;1.160513;0.000000;
1.061133;0.530264;1.005221;0.999586;0.645214;0.038298;0.000000;0.000000;0.514623;1.269561;1.161737;0.000000;
1.062054;0.531786;1.005297;0.999032;0.644051;0.037297;0.000000;0.000000;0.513858;1.271537;1.162922;0.000000;
1.062976;0.533331;1.005373;0.998475;0.642929;0.036328;0.000000;0.000000;0.513121;1.273452;1.164071;0.000000;
1.063897;0.534897;1.005449;0.997916;0.641844;0.035388;0.000000;0.000000;0.512411;1.275306;1.165184;0.000000;
1.064819;0.536486;1.005525;0.997356;0.640795;0.034477;0.000000;0.000000;0.511726;1.277104;1.166262;0.000000;
1.065741;0.538097;1.005601;0.996794;0.639781;0.033595;0.000000;0.000000;0.511065;1.278846;1.167308;0.000000;
1.066662;0.539729;1.005677;0.996230;0.638800;0.032740;0.000000;0.000000;0.510427;1.280535;1.168321;0.000000;
1.067584;0.541384;1.005753;0.995664;0.637851;0.031911;0.000000;0.000000;0.509811;1.282173;1.169304;0.000000;
1.068505;0.543061;1.005829;0.995097;0.636932;0.031108;0.000000;0.000000;0.509216;1.283762;1.170257;0.000000;
1.069427;0.544760;1.005905;0.994528;0.636041;0.030331;0.000000;0.000000;0.508641;1.285304;1.171182;0.000000;
1.070000;0.545826;1.005952;0.994174;0.635501;0.029859;0.000000;0.000000;0.508293;1.286240;1.171744;0.000000;
1.070000;0.545826;1.005952;0.994174;0.635501;0.029859;0.865658;-0.911273;0.677090;1.029754;1.017852;0.820896;
1.070001;0.545828;1.005952;0.994174;0.635511;0.029865;0.865660;-0.911251;0.677100;1.029747;1.017848;0.820901;
1.070002;0.545830;1.005952;0.994174;0.635520;0.029871;0.865662;-0.911231;0.677109;1.029742;1.017845;0.820906;
1.070004;0.545834;1.005952;0.994173;0.635538;0.029883;0.865666;-0.911192;0.677126;1.029731;1.017838;0.820915;
1.070008;0.545841;1.005952;0.994171;0.635576;0.029907;0.865675;-0.911113;0.677161;1.029708;1.017825;0.820934;
1.070016;0.545856;1.005952;0.994167;0.635650;0.029955;0.865692;-0.910955;0.677231;1.029664;1.017798;0.820971;
1.070032;0.545886;1.005952;0.994160;0.635798;0.030050;0.865726;-0.910640;0.677371;1.029575;1.017745;0.821045;
1.070064;0.545946;1.005951;0.994146;0.636094;0.030241;0.865794;-0.910009;0.677651;1.029397;1.017638;0.821192;
1.070128;0.546066;1.005949;0.994118;0.636686;0.030623;0.865930;-0.908749;0.678209;1.029044;1.017426;0.821487;
1.070256;0.546305;1.005946;0.994063;0.637865;0.031385;0.866201;-0.906234;0.679321;1.028348;1.017009;0.822075;
1.070512;0.546783;1.005939;0.993952;0.640208;0.032903;0.866739;-0.901226;0.681532;1.026993;1.016196;0.823242;
