time;GEN_generator_theta;GEN_generator_omegaPu;GEN_generator_eqPPu;GEN_generator_eqPPPu;GEN_generator_edPPPu;GEN_generator_PGenPu;GEN_generator_QGenPu;GEN_generator_psiAgPu;GEN_generator_satDPu;GEN_generator_satQPu;GEN_generator_UPu;
2.852528;0.523404;1.000089;1.001346;0.963752;0.273628;0.704832;-0.011116;0.998781;1.099030;1.059418;0.992632;
2.870431;0.523662;1.000002;1.001435;0.963692;0.274292;0.703756;-0.010963;0.998824;1.099064;1.059438;0.992673;
2.886544;0.523487;0.999927;1.001513;0.963690;0.274699;0.702202;-0.010799;0.998869;1.099099;1.059460;0.992724;
2.902658;0.522942;0.999856;1.001589;0.963738;0.274924;0.700141;-0.010608;0.998920;1.099140;1.059484;0.992786;
2.917159;0.522152;0.999796;1.001657;0.963824;0.274973;0.697891;-0.010413;0.998972;1.099181;1.059509;0.992853;
2.930211;0.521213;0.999745;1.001718;0.963935;0.274896;0.695582;-0.010218;0.999023;1.099222;1.059533;0.992920;
2.943263;0.520076;0.999698;1.001780;0.964077;0.274709;0.693037;-0.010005;0.999079;1.099267;1.059560;0.992994;
2.955009;0.518895;0.999660;1.001837;0.964229;0.274450;0.690572;-0.009799;0.999134;1.099310;1.059586;0.993065;
2.966755;0.517580;0.999625;1.001896;0.964404;0.274109;0.687968;-0.009579;0.999192;1.099357;1.059614;0.993140;
2.977327;0.516292;0.999598;1.001951;0.964579;0.273736;0.685526;-0.009369;0.999248;1.099401;1.059640;0.993211;
2.987899;0.514918;0.999573;1.002007;0.964770;0.273304;0.683011;-0.009150;0.999306;1.099447;1.059668;0.993285;
2.998471;0.513467;0.999552;1.002066;0.964976;0.272817;0.680442;-0.008920;0.999367;1.099496;1.059698;0.993360;
3.009043;0.511952;0.999534;1.002126;0.965195;0.272281;0.677839;-0.008681;0.999431;1.099547;1.059728;0.993438;
3.019614;0.510384;0.999520;1.002189;0.965426;0.271699;0.675218;-0.008434;0.999497;1.099600;1.059760;0.993517;
3.030186;0.508774;0.999509;1.002255;0.965667;0.271076;0.672600;-0.008178;0.999566;1.099654;1.059793;0.993597;
3.040758;0.507134;0.999502;1.002323;0.965918;0.270416;0.670002;-0.007916;0.999637;1.099711;1.059827;0.993677;
3.051330;0.505474;0.999498;1.002394;0.966176;0.269726;0.667440;-0.007647;0.999710;1.099769;1.059861;0.993758;
3.061902;0.503808;0.999497;1.002467;0.966440;0.269011;0.664932;-0.007372;0.999785;1.099829;1.059897;0.993839;
3.072473;0.502144;0.999500;1.002544;0.966709;0.268274;0.662493;-0.007092;0.999862;1.099890;1.059934;0.993919;
3.083045;0.500495;0.999505;1.002623;0.966980;0.267523;0.660137;-0.006808;0.999940;1.099952;1.059971;0.993998;
3.093617;0.498869;0.999514;1.002705;0.967254;0.266761;0.657879;-0.006520;1.000020;1.100016;1.060009;0.994077;
3.104189;0.497278;0.999526;1.002789;0.967527;0.265994;0.655732;-0.006229;1.000100;1.100080;1.060048;0.994154;
3.114761;0.495730;0.999541;1.002877;0.967800;0.265227;0.653707;-0.005937;1.000182;1.100145;1.060087;0.994229;
3.125332;0.494235;0.999558;1.002967;0.968070;0.264465;0.651814;-0.005643;1.000265;1.100211;1.060127;0.994302;
3.135904;0.492800;0.999577;1.003059;0.968337;0.263713;0.650063;-0.005348;1.000348;1.100277;1.060166;0.994374;
3.146476;0.491433;0.999599;1.003154;0.968598;0.262974;0.648463;-0.005054;1.000431;1.100344;1.060206;0.994442;
3.157048;0.490142;0.999622;1.003251;0.968854;0.262255;0.647019;-0.004761;1.000515;1.100411;1.060246;0.994509;
3.167620;0.488931;0.999648;1.003350;0.969103;0.261558;0.645739;-0.004469;1.000598;1.100477;1.060286;0.994572;
3.178191;0.487808;0.999675;1.003451;0.969344;0.260889;0.644625;-0.004180;1.000682;1.100544;1.060326;0.994633;
3.188763;0.486777;0.999703;1.003554;0.969576;0.260249;0.643682;-0.003893;1.000765;1.100610;1.060366;0.994691;
3.199335;0.485841;0.999733;1.003658;0.969798;0.259643;0.642910;-0.003610;1.000847;1.100676;1.060406;0.994745;
3.209907;0.485005;0.999763;1.003764;0.970010;0.259074;0.642312;-0.003331;1.000929;1.100742;1.060445;0.994797;
3.220479;0.484270;0.999794;1.003871;0.970211;0.258545;0.641885;-0.003058;1.001010;1.100806;1.060484;0.994845;
3.231050;0.483640;0.999826;1.003979;0.970400;0.258057;0.641629;-0.002789;1.001090;1.100870;1.060522;0.994889;
3.241622;0.483113;0.999857;1.004088;0.970577;0.257612;0.641541;-0.002526;1.001168;1.100933;1.060560;0.994931;
3.252194;0.482692;0.999889;1.004198;0.970742;0.257214;0.641617;-0.002269;1.001245;1.100995;1.060597;0.994969;
3.262766;0.482376;0.999921;1.004307;0.970894;0.256862;0.641852;-0.002019;1.001321;1.101055;1.060633;0.995003;
3.283909;0.482050;0.999982;1.004527;0.971160;0.256302;0.642764;-0.001542;1.001467;1.101172;1.060703;0.995062;
3.302939;0.482094;1.000034;1.004724;0.971356;0.255962;0.644059;-0.001138;1.001592;1.101272;1.060763;0.995105;
3.321968;0.482440;1.000083;1.004919;0.971510;0.255777;0.645752;-0.000760;1.001710;1.101367;1.060820;0.995137;
3.339094;0.482990;1.000123;1.005092;0.971614;0.255740;0.647574;-0.000442;1.001810;1.101447;1.060868;0.995158;
3.354508;0.483661;1.000156;1.005245;0.971682;0.255806;0.649418;-0.000176;1.001896;1.101516;1.060910;0.995171;
3.368380;0.484394;1.000182;1.005381;0.971722;0.255942;0.651215;0.000049;1.001968;1.101574;1.060944;0.995178;
3.382253;0.485235;1.000205;1.005513;0.971744;0.256146;0.653115;0.000259;1.002037;1.101629;1.060978;0.995182;
3.394738;0.486071;1.000223;1.005630;0.971749;0.256383;0.654893;0.000437;1.002095;1.101676;1.061006;0.995182;
3.407223;0.486973;1.000238;1.005744;0.971741;0.256668;0.656716;0.000603;1.002151;1.101721;1.061032;0.995180;
3.419708;0.487928;1.000250;1.005855;0.971722;0.256994;0.658566;0.000759;1.002203;1.101762;1.061057;0.995176;
3.432193;0.488925;1.000260;1.005963;0.971692;0.257358;0.660423;0.000905;1.002252;1.101802;1.061081;0.995170;
3.444678;0.489954;1.000266;1.006068;0.971653;0.257754;0.662270;0.001042;1.002299;1.101839;1.061104;0.995162;
3.457163;0.491001;1.000270;1.006169;0.971606;0.258178;0.664091;0.001169;1.002342;1.101874;1.061125;0.995154;
3.469648;0.492058;1.000270;1.006268;0.971553;0.258624;0.665869;0.001289;1.002384;1.101907;1.061144;0.995145;
3.482133;0.493112;1.000268;1.006363;0.971494;0.259086;0.667590;0.001402;1.002422;1.101939;1.061163;0.995135;
3.494618;0.494153;1.000264;1.006455;0.971432;0.259561;0.669237;0.001508;1.002459;1.101968;1.061181;0.995126;
3.507103;0.495172;1.000257;1.006543;0.971367;0.260042;0.670800;0.001608;1.002494;1.101996;1.061198;0.995117;
3.519588;0.496159;1.000247;1.006629;0.971301;0.260524;0.672264;0.001704;1.002527;1.102023;1.061214;0.995109;
3.532074;0.497104;1.000236;1.006711;0.971235;0.261003;0.673621;0.001796;1.002558;1.102048;1.061229;0.995102;
3.544559;0.498000;1.000222;1.006790;0.971170;0.261474;0.674860;0.001884;1.002589;1.102072;1.061243;0.995096;
3.557044;0.498839;1.000207;1.006866;0.971109;0.261932;0.675973;0.001971;1.002618;1.102096;1.061257;0.995092;
3.569529;0.499615;1.000190;1.006939;0.971050;0.262373;0.676954;0.002057;1.002646;1.102119;1.061271;0.995090;
3.582014;0.500321;1.000171;1.007009;0.970997;0.262794;0.677798;0.002141;1.002674;1.102141;1.061285;0.995090;
3.594499;0.500952;1.000151;1.007077;0.970950;0.263190;0.678500;0.002227;1.002702;1.102163;1.061298;0.995092;
3.606984;0.501505;1.000131;1.007143;0.970909;0.263559;0.679059;0.002313;1.002730;1.102185;1.061311;0.995096;
3.619469;0.501975;1.000109;1.007206;0.970876;0.263897;0.679473;0.002401;1.002757;1.102208;1.061325;0.995103;
3.631954;0.502361;1.000088;1.007267;0.970852;0.264202;0.679744;0.002492;1.002785;1.102230;1.061338;0.995113;
3.644439;0.502660;1.000065;1.007327;0.970836;0.264471;0.679872;0.002586;1.002814;1.102253;1.061352;0.995125;
3.656924;0.502872;1.000043;1.007385;0.970830;0.264704;0.679861;0.002683;1.002843;1.102276;1.061366;0.995140;
3.669409;0.502997;1.000021;1.007441;0.970834;0.264899;0.679716;0.002785;1.002873;1.102300;1.061380;0.995158;
3.694380;0.502994;0.999978;1.007552;0.970872;0.265170;0.679053;0.003002;1.002936;1.102351;1.061411;0.995201;
3.716853;0.502714;0.999942;1.007648;0.970941;0.265278;0.678064;0.003214;1.002996;1.102400;1.061440;0.995249;
3.739326;0.502190;0.999909;1.007744;0.971043;0.265262;0.676755;0.003444;1.003061;1.102452;1.061471;0.995304;
3.759393;0.501536;0.999883;1.007829;0.971161;0.265145;0.675358;0.003663;1.003122;1.102501;1.061501;0.995359;
3.777454;0.500817;0.999862;1.007906;0.971287;0.264962;0.673953;0.003873;1.003181;1.102548;1.061529;0.995413;
3.793708;0.500077;0.999847;1.007977;0.971415;0.264741;0.672598;0.004070;1.003236;1.102593;1.061556;0.995464;
3.809963;0.499265;0.999834;1.008048;0.971555;0.264469;0.671184;0.004276;1.003293;1.102639;1.061583;0.995517;
3.824592;0.498485;0.999825;1.008114;0.971692;0.264187;0.669880;0.004468;1.003346;1.102682;1.061609;0.995567;
3.839221;0.497668;0.999818;1.008181;0.971836;0.263874;0.668565;0.004665;1.003401;1.102726;1.061636;0.995617;
3.853850;0.496826;0.999814;1.008249;0.971986;0.263534;0.667258;0.004867;1.003458;1.102772;1.061663;0.995668;
3.868479;0.495971;0.999812;1.008319;0.972142;0.263172;0.665975;0.005074;1.003516;1.102818;1.061691;0.995719;
3.883108;0.495112;0.999813;1.008390;0.972301;0.262794;0.664732;0.005284;1.003575;1.102866;1.061720;0.995770;
3.897737;0.494261;0.999816;1.008463;0.972463;0.262404;0.663543;0.005497;1.003635;1.102914;1.061749;0.995821;
3.912366;0.493427;0.999820;1.008537;0.972626;0.262008;0.662421;0.005712;1.003696;1.102964;1.061778;0.995870;
3.926995;0.492619;0.999827;1.008613;0.972789;0.261610;0.661380;0.005928;1.003758;1.103013;1.061808;0.995919;
3.941624;0.491846;0.999836;1.008691;0.972951;0.261214;0.660429;0.006146;1.003820;1.103063;1.061838;0.995967;
3.956253;0.491116;0.999846;1.008770;0.973109;0.260827;0.659577;0.006362;1.003882;1.103114;1.061868;0.996012;
3.970882;0.490436;0.999858;1.008850;0.973264;0.260451;0.658832;0.006578;1.003944;1.103164;1.061898;0.996057;
3.985511;0.489812;0.999870;1.008931;0.973414;0.260091;0.658200;0.006793;1.004006;1.103214;1.061928;0.996099;
4.000140;0.489250;0.999884;1.009014;0.973559;0.259751;0.657685;0.007005;1.004068;1.103264;1.061958;0.996139;
4.014769;0.488754;0.999899;1.009097;0.973697;0.259434;0.657288;0.007214;1.004129;1.103313;1.061988;0.996176;
4.029399;0.488326;0.999915;1.009181;0.973827;0.259142;0.657012;0.007419;1.004190;1.103362;1.062017;0.996212;
4.044028;0.487970;0.999930;1.009265;0.973950;0.258879;0.656855;0.007620;1.004249;1.103410;1.062046;0.996245;
4.058657;0.487687;0.999946;1.009350;0.974064;0.258646;0.656815;0.007816;1.004308;1.103457;1.062074;0.996275;
4.073286;0.487476;0.999962;1.009435;0.974169;0.258444;0.656889;0.008007;1.004365;1.103504;1.062102;0.996303;
4.087915;0.487338;0.999978;1.009520;0.974266;0.258276;0.657071;0.008192;1.004421;1.103549;1.062129;0.996328;
4.117173;0.487266;1.000007;1.009688;0.974431;0.258039;0.657722;0.008545;1.004528;1.103636;1.062181;0.996372;
4.141969;0.487409;1.000030;1.009829;0.974542;0.257941;0.658545;0.008824;1.004614;1.103705;1.062223;0.996402;
4.166765;0.487717;1.000050;1.009967;0.974629;0.257934;0.659571;0.009085;1.004695;1.103771;1.062262;0.996426;
4.188679;0.488108;1.000065;1.010086;0.974686;0.257998;0.660608;0.009301;1.004763;1.103825;1.062295;0.996443;
4.208401;0.488540;1.000076;1.010191;0.974723;0.258107;0.661616;0.009482;1.004820;1.103871;1.062323;0.996455;
4.226151;0.488981;1.000083;1.010282;0.974747;0.258241;0.662561;0.009637;1.004869;1.103911;1.062347;0.996464;
4.243901;0.489458;1.000089;1.010371;0.974762;0.258405;0.663520;0.009783;1.004915;1.103949;1.062369;0.996472;
4.261651;0.489959;1.000092;1.010458;0.974769;0.258594;0.664476;0.009921;1.004959;1.103984;1.062391;0.996478;
4.279401;0.490475;1.000094;1.010542;0.974771;0.258803;0.665411;0.010053;1.005002;1.104018;1.062411;0.996484;
4.297151;0.490992;1.000093;1.010623;0.974769;0.259026;0.666308;0.010178;1.005042;1.104051;1.062430;0.996489;
4.314901;0.491500;1.000090;1.010702;0.974764;0.259258;0.667150;0.010298;1.005080;1.104082;1.062449;0.996495;
4.332651;0.491988;1.000086;1.010777;0.974757;0.259493;0.667926;0.010414;1.005117;1.104112;1.062467;0.996500;
4.350401;0.492447;1.000080;1.010850;0.974750;0.259726;0.668622;0.010526;1.005152;1.104140;1.062484;0.996507;
4.368151;0.492868;1.000072;1.010921;0.974744;0.259952;0.669229;0.010635;1.005187;1.104168;1.062501;0.996514;
4.385900;0.493244;1.000063;1.010989;0.974740;0.260167;0.669740;0.010743;1.005221;1.104196;1.062517;0.996523;
4.403650;0.493568;1.000054;1.011055;0.974740;0.260365;0.670149;0.010850;1.005254;1.104223;1.062534;0.996533;
4.421400;0.493836;1.000043;1.011119;0.974745;0.260545;0.670454;0.010957;1.005287;1.104249;1.062550;0.996544;
4.439150;0.494045;1.000032;1.011181;0.974755;0.260703;0.670653;0.011065;1.005319;1.104276;1.062565;0.996557;
4.456900;0.494192;1.000021;1.011241;0.974770;0.260836;0.670748;0.011174;1.005352;1.104302;1.062581;0.996573;
4.474650;0.494277;1.000010;1.011300;0.974792;0.260943;0.670742;0.011285;1.005385;1.104329;1.062598;0.996590;
4.492400;0.494299;0.999998;1.011357;0.974821;0.261022;0.670638;0.011399;1.005419;1.104356;1.062614;0.996608;
4.527900;0.494163;0.999977;1.011470;0.974901;0.261095;0.670171;0.011634;1.005488;1.104412;1.062647;0.996651;
4.559850;0.493853;0.999960;1.011569;0.974996;0.261064;0.669496;0.011857;1.005552;1.104464;1.062679;0.996695;
4.588605;0.493442;0.999948;1.011657;0.975099;0.260962;0.668728;0.012066;1.005612;1.104513;1.062708;0.996739;
4.614484;0.492986;0.999939;1.011737;0.975206;0.260817;0.667947;0.012261;1.005668;1.104558;1.062735;0.996781;
4.637776;0.492521;0.999933;1.011809;0.975310;0.260649;0.667200;0.012443;1.005720;1.104601;1.062760;0.996820;
4.658738;0.492072;0.999930;1.011874;0.975411;0.260473;0.666515;0.012610;1.005768;1.104639;1.062784;0.996855;
4.679700;0.491607;0.999928;1.011940;0.975515;0.260277;0.665839;0.012779;1.005816;1.104679;1.062807;0.996892;
4.700663;0.491137;0.999928;1.012007;0.975623;0.260069;0.665188;0.012952;1.005866;1.104719;1.062831;0.996928;
4.721625;0.490673;0.999930;1.012075;0.975732;0.259852;0.664579;0.013125;1.005916;1.104759;1.062856;0.996963;
4.742587;0.490227;0.999933;1.012143;0.975840;0.259632;0.664025;0.013299;1.005966;1.104800;1.062880;0.996998;
4.763550;0.489806;0.999938;1.012212;0.975948;0.259415;0.663539;0.013473;1.006016;1.104841;1.062905;0.997032;
4.784512;0.489420;0.999944;1.012282;0.976053;0.259205;0.663129;0.013645;1.006067;1.104882;1.062929;0.997064;
4.805474;0.489076;0.999951;1.012352;0.976155;0.259007;0.662802;0.013816;1.006117;1.104922;1.062953;0.997095;
4.826437;0.488778;0.999958;1.012423;0.976251;0.258824;0.662563;0.013984;1.006166;1.104962;1.062977;0.997124;
4.847399;0.488531;0.999966;1.012493;0.976342;0.258660;0.662412;0.014149;1.006215;1.105002;1.063001;0.997151;
4.868361;0.488337;0.999974;1.012564;0.976427;0.258517;0.662349;0.014310;1.006262;1.105041;1.063024;0.997177;
4.889324;0.488196;0.999983;1.012635;0.976506;0.258397;0.662371;0.014466;1.006309;1.105079;1.063047;0.997200;
4.910286;0.488109;0.999991;1.012705;0.976577;0.258301;0.662473;0.014617;1.006354;1.105116;1.063069;0.997221;
4.952211;0.488083;1.000006;1.012844;0.976700;0.258183;0.662881;0.014904;1.006441;1.105186;1.063112;0.997259;
4.987330;0.488198;1.000016;1.012957;0.976781;0.258157;0.663397;0.015128;1.006509;1.105242;1.063145;0.997285;
5.018938;0.488389;1.000023;1.013056;0.976840;0.258185;0.663957;0.015316;1.006567;1.105289;1.063173;0.997305;
5.047385;0.488615;1.000028;1.013142;0.976882;0.258246;0.664504;0.015476;1.006616;1.105329;1.063197;0.997321;
5.072988;0.488846;1.000030;1.013217;0.976913;0.258325;0.665009;0.015612;1.006659;1.105363;1.063218;0.997334;
5.098590;0.489092;1.000031;1.013290;0.976939;0.258420;0.665503;0.015742;1.006699;1.105396;1.063237;0.997346;
5.121632;0.489316;1.000031;1.013354;0.976959;0.258515;0.665924;0.015854;1.006733;1.105424;1.063254;0.997356;
5.144675;0.489532;1.000029;1.013415;0.976978;0.258615;0.666309;0.015963;1.006767;1.105451;1.063271;0.997367;
5.167717;0.489731;1.000027;1.013475;0.976996;0.258715;0.666648;0.016068;1.006799;1.105477;1.063286;0.997378;
5.190759;0.489909;1.000023;1.013532;0.977014;0.258811;0.666933;0.016171;1.006831;1.105503;1.063302;0.997389;
5.213801;0.490059;1.000019;1.013588;0.977033;0.258899;0.667159;0.016273;1.006862;1.105528;1.063317;0.997401;
5.236843;0.490177;1.000014;1.013642;0.977055;0.258978;0.667322;0.016373;1.006892;1.105553;1.063332;0.997414;
5.259885;0.490259;1.000009;1.013695;0.977080;0.259043;0.667420;0.016473;1.006922;1.105577;1.063346;0.997427;
5.282927;0.490304;1.000004;1.013746;0.977107;0.259094;0.667455;0.016574;1.006952;1.105602;1.063361;0.997442;
5.305970;0.490310;0.999998;1.013797;0.977139;0.259129;0.667427;0.016675;1.006982;1.105626;1.063376;0.997458;
5.329012;0.490279;0.999993;1.013846;0.977174;0.259146;0.667343;0.016776;1.007012;1.105651;1.063390;0.997475;
5.375096;0.490115;0.999984;1.013942;0.977257;0.259128;0.667033;0.016984;1.007073;1.105700;1.063420;0.997511;
5.414262;0.489882;0.999978;1.014023;0.977340;0.259062;0.666653;0.017165;1.007126;1.105743;1.063446;0.997544;
5.449511;0.489618;0.999974;1.014094;0.977422;0.258968;0.666256;0.017331;1.007174;1.105783;1.063470;0.997575;
5.481235;0.489352;0.999972;1.014159;0.977500;0.258861;0.665880;0.017482;1.007218;1.105818;1.063491;0.997604;
5.509787;0.489100;0.999971;1.014217;0.977573;0.258752;0.665547;0.017619;1.007258;1.105851;1.063511;0.997630;
5.538339;0.488849;0.999972;1.014275;0.977648;0.258635;0.665236;0.017757;1.007298;1.105884;1.063530;0.997655;
5.566891;0.488608;0.999974;1.014333;0.977722;0.258516;0.664959;0.017895;1.007338;1.105916;1.063550;0.997680;
5.595443;0.488386;0.999976;1.014391;0.977795;0.258399;0.664729;0.018031;1.007378;1.105949;1.063569;0.997704;
5.623994;0.488189;0.999979;1.014449;0.977866;0.258289;0.664552;0.018166;1.007418;1.105981;1.063589;0.997728;
5.652546;0.488023;0.999983;1.014507;0.977934;0.258188;0.664433;0.018298;1.007457;1.106013;1.063608;0.997749;
5.681098;0.487891;0.999987;1.014565;0.977997;0.258101;0.664374;0.018426;1.007495;1.106044;1.063626;0.997770;
5.709650;0.487796;0.999991;1.014622;0.978056;0.258028;0.664374;0.018552;1.007532;1.106074;1.063645;0.997789;
5.738202;0.487738;0.999996;1.014679;0.978109;0.257972;0.664429;0.018673;1.007568;1.106104;1.063662;0.997806;
5.795306;0.487717;1.000003;1.014789;0.978202;0.257910;0.664664;0.018902;1.007637;1.106160;1.063696;0.997837;
5.840810;0.487779;1.000007;1.014874;0.978263;0.257903;0.664944;0.019072;1.007689;1.106202;1.063721;0.997859;
5.886314;0.487887;1.000009;1.014956;0.978314;0.257928;0.665262;0.019231;1.007737;1.106242;1.063745;0.997878;
5.924943;0.487998;1.000010;1.015023;0.978351;0.257967;0.665534;0.019359;1.007776;1.106273;1.063764;0.997893;
5.959708;0.488101;1.000009;1.015081;0.978382;0.258010;0.665760;0.019469;1.007810;1.106301;1.063780;0.997907;
5.994474;0.488195;1.000008;1.015137;0.978411;0.258055;0.665952;0.019576;1.007842;1.106327;1.063796;0.997920;
6.029239;0.488270;1.000006;1.015191;0.978441;0.258097;0.666099;0.019679;1.007873;1.106353;1.063812;0.997933;
6.064005;0.488321;1.000004;1.015243;0.978471;0.258132;0.666198;0.019781;1.007904;1.106378;1.063827;0.997947;
6.098771;0.488343;1.000001;1.015293;0.978503;0.258156;0.666243;0.019882;1.007934;1.106402;1.063841;0.997962;
6.133536;0.488336;0.999998;1.015342;0.978538;0.258169;0.666239;0.019982;1.007963;1.106426;1.063856;0.997977;
6.168302;0.488299;0.999995;1.015389;0.978576;0.258167;0.666189;0.020081;1.007993;1.106450;1.063870;0.997993;
6.217074;0.488202;0.999992;1.015455;0.978633;0.258142;0.666055;0.020221;1.008034;1.106484;1.063890;0.998016;
6.265847;0.488062;0.999990;1.015518;0.978695;0.258093;0.665870;0.020362;1.008075;1.106518;1.063911;0.998040;
6.314619;0.487896;0.999988;1.015581;0.978761;0.258025;0.665663;0.020502;1.008117;1.106551;1.063931;0.998064;
6.358514;0.487738;0.999988;1.015637;0.978822;0.257953;0.665482;0.020628;1.008154;1.106582;1.063949;0.998086;
6.402409;0.487585;0.999989;1.015692;0.978883;0.257877;0.665325;0.020753;1.008190;1.106612;1.063967;0.998108;
6.424983;0.487513;0.999990;1.015720;0.978913;0.257839;0.665263;0.020816;1.008209;1.106627;1.063976;0.998118;
6.447556;0.487449;0.999991;1.015748;0.978943;0.257803;0.665214;0.020878;1.008227;1.106642;1.063985;0.998128;
6.470130;0.487392;0.999992;1.015775;0.978972;0.257769;0.665179;0.020940;1.008245;1.106657;1.063994;0.998138;
6.515277;0.487297;0.999994;1.015830;0.979027;0.257709;0.665140;0.021060;1.008281;1.106686;1.064011;0.998157;
6.560425;0.487233;0.999997;1.015884;0.979077;0.257663;0.665148;0.021176;1.008316;1.106714;1.064028;0.998174;
6.605572;0.487199;0.999999;1.015937;0.979123;0.257630;0.665200;0.021287;1.008349;1.106741;1.064045;0.998190;
6.656224;0.487191;1.000001;1.015995;0.979169;0.257611;0.665296;0.021405;1.008384;1.106770;1.064062;0.998207;
6.706876;0.487208;1.000002;1.016050;0.979210;0.257606;0.665414;0.021518;1.008418;1.106798;1.064079;0.998222;
6.757529;0.487238;1.000002;1.016103;0.979247;0.257612;0.665536;0.021625;1.008450;1.106824;1.064094;0.998236;
6.808181;0.487270;1.000002;1.016155;0.979282;0.257623;0.665646;0.021727;1.008481;1.106849;1.064110;0.998250;
6.858833;0.487294;1.000001;1.016204;0.979315;0.257636;0.665729;0.021825;1.008510;1.106873;1.064124;0.998264;
6.909485;0.487302;1.000000;1.016251;0.979348;0.257644;0.665779;0.021920;1.008539;1.106897;1.064138;0.998277;
6.960138;0.487291;0.999999;1.016296;0.979382;0.257645;0.665791;0.022013;1.008567;1.106919;1.064152;0.998291;
7.010790;0.487259;0.999997;1.016339;0.979417;0.257637;0.665769;0.022105;1.008594;1.106942;1.064165;0.998305;
7.061442;0.487207;0.999996;1.016382;0.979454;0.257619;0.665719;0.022195;1.008621;1.106963;1.064178;0.998320;
7.112095;0.487141;0.999995;1.016423;0.979492;0.257593;0.665652;0.022285;1.008647;1.106985;1.064191;0.998334;
7.162747;0.487067;0.999995;1.016463;0.979531;0.257560;0.665578;0.022373;1.008673;1.107006;1.064204;0.998349;
7.213399;0.486990;0.999995;1.016503;0.979570;0.257524;0.665508;0.022460;1.008699;1.107027;1.064216;0.998363;
7.264051;0.486918;0.999996;1.016542;0.979608;0.257487;0.665452;0.022545;1.008724;1.107048;1.064229;0.998377;
7.314704;0.486856;0.999996;1.016580;0.979645;0.257452;0.665415;0.022628;1.008748;1.107068;1.064241;0.998390;
7.365356;0.486806;0.999997;1.016617;0.979680;0.257422;0.665400;0.022708;1.008772;1.107087;1.064252;0.998402;
7.416008;0.486771;0.999998;1.016653;0.979713;0.257398;0.665407;0.022785;1.008795;1.107106;1.064264;0.998414;
7.466660;0.486750;0.999999;1.016688;0.979743;0.257381;0.665432;0.022859;1.008817;1.107124;1.064275;0.998425;
7.536071;0.486737;1.000000;1.016735;0.979780;0.257367;0.665485;0.022956;1.008846;1.107148;1.064289;0.998438;
7.605482;0.486736;1.000000;1.016779;0.979814;0.257361;0.665544;0.023047;1.008873;1.107170;1.064302;0.998451;
7.674893;0.486736;1.000000;1.016822;0.979845;0.257359;0.665595;0.023133;1.008899;1.107191;1.064315;0.998463;
7.744304;0.486731;1.000000;1.016862;0.979876;0.257357;0.665628;0.023216;1.008924;1.107211;1.064327;0.998475;
7.813715;0.486715;0.999999;1.016900;0.979906;0.257351;0.665639;0.023295;1.008947;1.107231;1.064338;0.998487;
7.883126;0.486687;0.999998;1.016937;0.979936;0.257341;0.665630;0.023372;1.008970;1.107250;1.064350;0.998499;
7.952537;0.486650;0.999998;1.016972;0.979966;0.257325;0.665606;0.023447;1.008992;1.107268;1.064361;0.998511;
8.039223;0.486593;0.999998;1.017014;0.980005;0.257299;0.665564;0.023537;1.009019;1.107290;1.064374;0.998525;
8.125909;0.486536;0.999998;1.017054;0.980042;0.257270;0.665526;0.023624;1.009045;1.107311;1.064386;0.998539;
8.212595;0.486491;0.999998;1.017092;0.980076;0.257245;0.665511;0.023705;1.009069;1.107330;1.064398;0.998551;
8.284322;0.486463;0.999999;1.017122;0.980103;0.257228;0.665512;0.023769;1.009088;1.107346;1.064408;0.998561;
8.348877;0.486444;0.999999;1.017148;0.980125;0.257216;0.665520;0.023824;1.009104;1.107359;1.064416;0.998569;
8.413432;0.486429;0.999999;1.017173;0.980146;0.257207;0.665531;0.023877;1.009120;1.107372;1.064423;0.998577;
8.477986;0.486416;0.999999;1.017198;0.980166;0.257199;0.665543;0.023927;1.009135;1.107385;1.064431;0.998584;
8.542541;0.486404;0.999999;1.017221;0.980184;0.257192;0.665552;0.023976;1.009150;1.107396;1.064438;0.998592;
8.671650;0.486376;0.999999;1.017264;0.980220;0.257177;0.665561;0.024066;1.009176;1.107418;1.064451;0.998605;
8.800759;0.486346;0.999999;1.017304;0.980254;0.257162;0.665561;0.024150;1.009201;1.107439;1.064463;0.998618;
8.929869;0.486314;0.999999;1.017341;0.980285;0.257146;0.665557;0.024228;1.009225;1.107458;1.064475;0.998630;
9.058978;0.486285;0.999999;1.017375;0.980315;0.257130;0.665554;0.024301;1.009246;1.107476;1.064485;0.998641;
9.188087;0.486258;0.999999;1.017407;0.980342;0.257116;0.665552;0.024369;1.009266;1.107492;1.064495;0.998651;
9.446306;0.486210;0.999999;1.017466;0.980392;0.257090;0.665552;0.024494;1.009304;1.107523;1.064514;0.998670;
9.704525;0.486170;1.000000;1.017518;0.980436;0.257069;0.665554;0.024603;1.009336;1.107549;1.064529;0.998686;
10.000000;0.486130;1.000000;1.017568;0.980479;0.257048;0.665555;0.024709;1.009367;1.107575;1.064545;0.998702;
