time;GEN_generator_theta;GEN_generator_omegaPu;GEN_generator_eqPPu;GEN_generator_psi1d;GEN_generator_psi2q;GEN_generator_PGenPu;GEN_generator_QGenPu;GEN_generator_UPu;
2.708768;0.503207;1.000537;0.996469;0.958086;-0.284520;0.703956;-0.009221;0.992936;
2.715821;0.504359;1.000503;0.996509;0.957890;-0.285307;0.705242;-0.009099;0.992934;
2.722874;0.505433;1.000467;0.996547;0.957701;-0.286066;0.706383;-0.008974;0.992934;
2.729927;0.506427;1.000431;0.996584;0.957520;-0.286794;0.707376;-0.008847;0.992937;
2.736979;0.507340;1.000393;0.996619;0.957347;-0.287491;0.708220;-0.008719;0.992943;
2.744032;0.508169;1.000356;0.996654;0.957184;-0.288155;0.708916;-0.008589;0.992952;
2.751085;0.508914;1.000317;0.996687;0.957031;-0.288783;0.709464;-0.008457;0.992963;
2.758138;0.509573;1.000278;0.996719;0.956887;-0.289375;0.709864;-0.008323;0.992977;
2.765190;0.510145;1.000239;0.996750;0.956754;-0.289930;0.710117;-0.008188;0.992993;
2.772243;0.510631;1.000199;0.996780;0.956633;-0.290445;0.710226;-0.008051;0.993012;
2.786349;0.511341;1.000121;0.996838;0.956425;-0.291355;0.710019;-0.007774;0.993058;
2.800454;0.511706;1.000043;0.996894;0.956265;-0.292100;0.709265;-0.007491;0.993114;
2.814560;0.511733;0.999968;0.996947;0.956156;-0.292677;0.707989;-0.007205;0.993179;
2.828665;0.511430;0.999895;0.997000;0.956097;-0.293084;0.706224;-0.006916;0.993252;
2.842771;0.510813;0.999825;0.997052;0.956089;-0.293320;0.704007;-0.006625;0.993333;
2.855466;0.510002;0.999766;0.997099;0.956125;-0.293390;0.701659;-0.006363;0.993411;
2.868161;0.508964;0.999711;0.997146;0.956202;-0.293327;0.699011;-0.006101;0.993494;
2.879587;0.507849;0.999666;0.997190;0.956304;-0.293160;0.696401;-0.005866;0.993572;
2.891012;0.506578;0.999624;0.997235;0.956436;-0.292892;0.693605;-0.005633;0.993653;
2.901295;0.505310;0.999590;0.997276;0.956580;-0.292569;0.690951;-0.005425;0.993727;
2.911578;0.503937;0.999559;0.997319;0.956746;-0.292172;0.688190;-0.005218;0.993803;
2.921861;0.502471;0.999532;0.997363;0.956933;-0.291705;0.685343;-0.005015;0.993879;
2.932144;0.500924;0.999509;0.997409;0.957139;-0.291173;0.682432;-0.004813;0.993956;
2.942427;0.499308;0.999489;0.997457;0.957362;-0.290581;0.679479;-0.004615;0.994033;
2.952710;0.497635;0.999473;0.997507;0.957602;-0.289934;0.676504;-0.004421;0.994109;
2.961964;0.496090;0.999462;0.997553;0.957830;-0.289309;0.673824;-0.004248;0.994178;
2.971219;0.494517;0.999455;0.997601;0.958069;-0.288647;0.671158;-0.004079;0.994245;
2.980474;0.492926;0.999450;0.997651;0.958316;-0.287954;0.668521;-0.003913;0.994311;
2.989728;0.491326;0.999448;0.997703;0.958571;-0.287233;0.665926;-0.003750;0.994376;
2.998983;0.489725;0.999449;0.997756;0.958833;-0.286489;0.663386;-0.003590;0.994439;
3.008238;0.488131;0.999454;0.997811;0.959099;-0.285726;0.660916;-0.003434;0.994501;
3.017492;0.486554;0.999460;0.997868;0.959369;-0.284949;0.658526;-0.003281;0.994561;
3.026747;0.485001;0.999470;0.997927;0.959641;-0.284161;0.656228;-0.003131;0.994619;
3.036002;0.483480;0.999482;0.997987;0.959914;-0.283368;0.654033;-0.002984;0.994674;
3.045256;0.481998;0.999497;0.998049;0.960187;-0.282574;0.651951;-0.002841;0.994727;
3.054511;0.480562;0.999514;0.998113;0.960458;-0.281783;0.649990;-0.002701;0.994778;
3.063765;0.479179;0.999533;0.998178;0.960726;-0.280998;0.648158;-0.002564;0.994826;
3.073020;0.477854;0.999555;0.998245;0.960991;-0.280225;0.646463;-0.002430;0.994872;
3.082275;0.476594;0.999578;0.998314;0.961251;-0.279467;0.644910;-0.002298;0.994915;
3.091529;0.475404;0.999603;0.998384;0.961505;-0.278727;0.643506;-0.002170;0.994956;
3.100784;0.474288;0.999629;0.998455;0.961753;-0.278009;0.642253;-0.002044;0.994993;
3.110039;0.473251;0.999657;0.998527;0.961992;-0.277318;0.641157;-0.001921;0.995028;
3.119293;0.472296;0.999685;0.998601;0.962223;-0.276655;0.640219;-0.001800;0.995061;
3.128548;0.471426;0.999715;0.998675;0.962444;-0.276023;0.639439;-0.001681;0.995090;
3.137803;0.470644;0.999746;0.998750;0.962655;-0.275426;0.638819;-0.001564;0.995117;
3.147057;0.469951;0.999777;0.998827;0.962856;-0.274865;0.638359;-0.001450;0.995141;
3.156312;0.469350;0.999809;0.998904;0.963046;-0.274342;0.638057;-0.001337;0.995163;
3.165567;0.468840;0.999841;0.998981;0.963224;-0.273860;0.637910;-0.001226;0.995182;
3.174821;0.468423;0.999873;0.999059;0.963391;-0.273420;0.637918;-0.001116;0.995199;
3.184076;0.468099;0.999904;0.999138;0.963544;-0.273024;0.638075;-0.001008;0.995213;
3.202585;0.467724;0.999967;0.999295;0.963814;-0.272366;0.638815;-0.000797;0.995234;
3.219244;0.467691;1.000021;0.999437;0.964013;-0.271929;0.639943;-0.000609;0.995246;
3.235902;0.467933;1.000073;0.999578;0.964170;-0.271642;0.641468;-0.000425;0.995251;
3.252560;0.468435;1.000121;0.999718;0.964285;-0.271502;0.643348;-0.000243;0.995251;
3.267553;0.469093;1.000160;0.999842;0.964354;-0.271499;0.645308;-0.000081;0.995247;
3.281046;0.469837;1.000193;0.999953;0.964390;-0.271592;0.647256;0.000064;0.995240;
3.294539;0.470711;1.000221;1.000062;0.964401;-0.271771;0.649351;0.000209;0.995231;
3.306683;0.471596;1.000244;1.000158;0.964391;-0.272002;0.651338;0.000339;0.995221;
3.318827;0.472564;1.000264;1.000252;0.964363;-0.272294;0.653398;0.000470;0.995210;
3.330971;0.473600;1.000281;1.000345;0.964320;-0.272643;0.655511;0.000600;0.995198;
3.341901;0.474584;1.000293;1.000426;0.964267;-0.273001;0.657441;0.000718;0.995186;
3.352830;0.475605;1.000303;1.000506;0.964204;-0.273396;0.659382;0.000837;0.995175;
3.363760;0.476654;1.000310;1.000584;0.964131;-0.273825;0.661317;0.000957;0.995164;
3.374690;0.477723;1.000314;1.000660;0.964048;-0.274283;0.663234;0.001077;0.995153;
3.385619;0.478802;1.000316;1.000734;0.963959;-0.274765;0.665117;0.001198;0.995142;
3.396549;0.479883;1.000315;1.000806;0.963862;-0.275268;0.666954;0.001321;0.995133;
3.407478;0.480957;1.000312;1.000876;0.963761;-0.275785;0.668731;0.001444;0.995124;
3.418408;0.482016;1.000306;1.000945;0.963656;-0.276314;0.670438;0.001569;0.995117;
3.429337;0.483052;1.000298;1.001011;0.963548;-0.276849;0.672064;0.001695;0.995111;
3.440267;0.484057;1.000288;1.001075;0.963439;-0.277386;0.673597;0.001822;0.995107;
3.451196;0.485024;1.000276;1.001137;0.963330;-0.277920;0.675029;0.001951;0.995104;
3.462126;0.485947;1.000262;1.001198;0.963222;-0.278448;0.676352;0.002082;0.995103;
3.473056;0.486818;1.000247;1.001257;0.963116;-0.278966;0.677558;0.002214;0.995104;
3.483985;0.487633;1.000229;1.001314;0.963014;-0.279468;0.678642;0.002347;0.995108;
3.494915;0.488387;1.000211;1.001369;0.962916;-0.279953;0.679598;0.002482;0.995113;
3.505844;0.489076;1.000191;1.001423;0.962824;-0.280417;0.680423;0.002618;0.995121;
3.516774;0.489694;1.000170;1.001476;0.962737;-0.280856;0.681115;0.002756;0.995131;
3.527703;0.490241;1.000149;1.001527;0.962659;-0.281269;0.681670;0.002895;0.995144;
3.538633;0.490712;1.000126;1.001576;0.962588;-0.281652;0.682089;0.003035;0.995158;
3.549562;0.491106;1.000104;1.001625;0.962526;-0.282002;0.682373;0.003177;0.995175;
3.560492;0.491422;1.000081;1.001673;0.962473;-0.282319;0.682521;0.003319;0.995195;
3.571422;0.491659;1.000057;1.001719;0.962431;-0.282600;0.682537;0.003463;0.995216;
3.582351;0.491816;1.000034;1.001765;0.962399;-0.282845;0.682424;0.003607;0.995240;
3.604210;0.491899;0.999989;1.001855;0.962367;-0.283219;0.681833;0.003897;0.995294;
3.623883;0.491715;0.999951;1.001935;0.962376;-0.283422;0.680912;0.004159;0.995348;
3.643557;0.491303;0.999915;1.002013;0.962421;-0.283501;0.679662;0.004421;0.995407;
3.661263;0.490749;0.999885;1.002084;0.962492;-0.283466;0.678292;0.004656;0.995465;
3.678968;0.490042;0.999859;1.002156;0.962590;-0.283336;0.676727;0.004890;0.995525;
3.694904;0.489288;0.999838;1.002220;0.962700;-0.283142;0.675184;0.005098;0.995580;
3.709246;0.488527;0.999823;1.002279;0.962816;-0.282910;0.673711;0.005284;0.995632;
3.723587;0.487701;0.999810;1.002339;0.962947;-0.282627;0.672181;0.005468;0.995683;
3.737929;0.486822;0.999799;1.002400;0.963090;-0.282299;0.670616;0.005649;0.995735;
3.750837;0.485996;0.999792;1.002456;0.963229;-0.281969;0.669196;0.005811;0.995782;
3.763744;0.485148;0.999788;1.002513;0.963376;-0.281611;0.667781;0.005970;0.995827;
3.776652;0.484284;0.999785;1.002571;0.963529;-0.281230;0.666386;0.006126;0.995873;
3.789559;0.483416;0.999785;1.002630;0.963688;-0.280829;0.665025;0.006280;0.995917;
3.802467;0.482552;0.999787;1.002690;0.963851;-0.280413;0.663711;0.006432;0.995960;
3.815375;0.481700;0.999791;1.002751;0.964016;-0.279987;0.662458;0.006581;0.996002;
3.828282;0.480868;0.999797;1.002814;0.964183;-0.279556;0.661275;0.006727;0.996042;
3.841190;0.480064;0.999805;1.002877;0.964350;-0.279123;0.660174;0.006871;0.996081;
3.854097;0.479296;0.999815;1.002942;0.964515;-0.278694;0.659163;0.007012;0.996117;
3.867005;0.478569;0.999826;1.003007;0.964679;-0.278272;0.658252;0.007151;0.996152;
3.879913;0.477890;0.999838;1.003074;0.964839;-0.277861;0.657445;0.007287;0.996185;
3.892820;0.477263;0.999852;1.003141;0.964994;-0.277465;0.656748;0.007421;0.996216;
3.905728;0.476694;0.999867;1.003209;0.965144;-0.277088;0.656166;0.007552;0.996245;
3.918635;0.476186;0.999882;1.003278;0.965288;-0.276732;0.655701;0.007681;0.996271;
3.931543;0.475742;0.999898;1.003347;0.965424;-0.276401;0.655354;0.007808;0.996296;
3.944450;0.475364;0.999915;1.003417;0.965553;-0.276097;0.655125;0.007933;0.996318;
3.957358;0.475054;0.999932;1.003487;0.965673;-0.275822;0.655012;0.008056;0.996339;
3.970266;0.474813;0.999949;1.003557;0.965784;-0.275578;0.655015;0.008177;0.996357;
3.983173;0.474640;0.999966;1.003628;0.965886;-0.275366;0.655128;0.008297;0.996374;
4.008988;0.474493;0.999998;1.003768;0.966061;-0.275044;0.655658;0.008532;0.996401;
4.032222;0.474578;1.000026;1.003894;0.966186;-0.274869;0.656455;0.008740;0.996421;
4.055456;0.474851;1.000050;1.004018;0.966279;-0.274802;0.657511;0.008945;0.996436;
4.076366;0.475242;1.000070;1.004128;0.966338;-0.274830;0.658643;0.009127;0.996447;
4.095185;0.475694;1.000085;1.004226;0.966371;-0.274921;0.659776;0.009290;0.996454;
4.112123;0.476170;1.000096;1.004312;0.966387;-0.275053;0.660864;0.009436;0.996460;
4.129060;0.476698;1.000104;1.004397;0.966390;-0.275227;0.661992;0.009582;0.996465;
4.144304;0.477208;1.000110;1.004471;0.966384;-0.275416;0.663024;0.009713;0.996469;
4.159547;0.477741;1.000114;1.004544;0.966370;-0.275630;0.664056;0.009844;0.996473;
4.174791;0.478287;1.000115;1.004615;0.966349;-0.275865;0.665072;0.009976;0.996478;
4.190034;0.478838;1.000115;1.004685;0.966323;-0.276116;0.666058;0.010108;0.996483;
4.205278;0.479384;1.000113;1.004753;0.966294;-0.276379;0.667000;0.010241;0.996489;
4.220522;0.479916;1.000110;1.004820;0.966262;-0.276649;0.667886;0.010375;0.996495;
4.235765;0.480428;1.000105;1.004885;0.966228;-0.276922;0.668706;0.010509;0.996503;
4.251009;0.480910;1.000098;1.004948;0.966195;-0.277192;0.669449;0.010644;0.996512;
4.266252;0.481358;1.000090;1.005010;0.966163;-0.277457;0.670108;0.010779;0.996522;
4.281496;0.481764;1.000081;1.005070;0.966133;-0.277711;0.670676;0.010916;0.996534;
4.296740;0.482124;1.000070;1.005129;0.966107;-0.277952;0.671149;0.011053;0.996548;
4.311983;0.482434;1.000059;1.005187;0.966085;-0.278175;0.671521;0.011191;0.996563;
4.327227;0.482689;1.000048;1.005243;0.966069;-0.278378;0.671793;0.011329;0.996580;
4.342470;0.482888;1.000036;1.005299;0.966058;-0.278558;0.671963;0.011468;0.996598;
4.357714;0.483030;1.000023;1.005353;0.966055;-0.278713;0.672032;0.011607;0.996618;
4.372958;0.483112;1.000011;1.005407;0.966058;-0.278842;0.672003;0.011746;0.996640;
4.388201;0.483137;0.999999;1.005460;0.966070;-0.278942;0.671881;0.011886;0.996663;
4.418688;0.483020;0.999976;1.005564;0.966116;-0.279057;0.671386;0.012164;0.996713;
4.445893;0.482741;0.999958;1.005657;0.966184;-0.279064;0.670692;0.012412;0.996761;
4.473098;0.482317;0.999942;1.005748;0.966276;-0.278983;0.669808;0.012657;0.996812;
4.496741;0.481849;0.999931;1.005828;0.966375;-0.278848;0.668924;0.012868;0.996858;
4.518020;0.481365;0.999923;1.005900;0.966476;-0.278680;0.668067;0.013055;0.996899;
4.537171;0.480891;0.999918;1.005966;0.966576;-0.278496;0.667269;0.013222;0.996937;
4.556322;0.480393;0.999915;1.006031;0.966683;-0.278287;0.666467;0.013386;0.996974;
4.575473;0.479881;0.999914;1.006098;0.966796;-0.278057;0.665679;0.013548;0.997010;
4.594624;0.479368;0.999915;1.006165;0.966913;-0.277812;0.664924;0.013707;0.997046;
4.611859;0.478913;0.999917;1.006226;0.967020;-0.277584;0.664284;0.013848;0.997077;
4.629095;0.478474;0.999920;1.006287;0.967127;-0.277352;0.663694;0.013987;0.997107;
4.646331;0.478056;0.999925;1.006350;0.967235;-0.277121;0.663163;0.014124;0.997136;
4.663567;0.477665;0.999930;1.006412;0.967340;-0.276895;0.662697;0.014258;0.997164;
4.680803;0.477308;0.999937;1.006475;0.967444;-0.276677;0.662304;0.014391;0.997190;
4.698039;0.476988;0.999944;1.006538;0.967543;-0.276471;0.661987;0.014521;0.997214;
4.715275;0.476709;0.999952;1.006602;0.967639;-0.276279;0.661750;0.014649;0.997237;
4.732510;0.476475;0.999961;1.006665;0.967729;-0.276104;0.661592;0.014775;0.997259;
4.749746;0.476285;0.999969;1.006729;0.967814;-0.275948;0.661515;0.014900;0.997279;
4.766982;0.476143;0.999978;1.006793;0.967893;-0.275814;0.661517;0.015022;0.997297;
4.784218;0.476047;0.999987;1.006856;0.967965;-0.275701;0.661593;0.015143;0.997315;
4.818690;0.475987;1.000003;1.006983;0.968089;-0.275545;0.661942;0.015382;0.997345;
4.849714;0.476073;1.000016;1.007095;0.968178;-0.275481;0.662454;0.015592;0.997370;
4.880739;0.476271;1.000026;1.007205;0.968246;-0.275487;0.663108;0.015800;0.997391;
4.908059;0.476522;1.000033;1.007300;0.968291;-0.275544;0.663765;0.015981;0.997408;
4.932647;0.476793;1.000038;1.007384;0.968321;-0.275631;0.664394;0.016142;0.997423;
4.954777;0.477060;1.000040;1.007458;0.968340;-0.275733;0.664966;0.016287;0.997437;
4.976906;0.477340;1.000041;1.007530;0.968354;-0.275852;0.665527;0.016432;0.997450;
4.999036;0.477619;1.000040;1.007601;0.968365;-0.275983;0.666058;0.016577;0.997464;
5.021165;0.477890;1.000038;1.007670;0.968372;-0.276120;0.666546;0.016721;0.997478;
5.043294;0.478141;1.000035;1.007737;0.968379;-0.276258;0.666978;0.016865;0.997494;
5.065424;0.478365;1.000030;1.007804;0.968387;-0.276392;0.667343;0.017009;0.997510;
5.087553;0.478555;1.000025;1.007868;0.968397;-0.276517;0.667634;0.017154;0.997527;
5.109682;0.478706;1.000019;1.007931;0.968409;-0.276628;0.667847;0.017298;0.997546;
5.131812;0.478815;1.000013;1.007994;0.968426;-0.276724;0.667979;0.017442;0.997566;
5.153941;0.478879;1.000006;1.008055;0.968448;-0.276801;0.668032;0.017586;0.997587;
5.176071;0.478897;0.999999;1.008115;0.968475;-0.276858;0.668007;0.017729;0.997609;
5.198200;0.478869;0.999993;1.008174;0.968508;-0.276892;0.667909;0.017872;0.997632;
5.242459;0.478690;0.999981;1.008291;0.968591;-0.276892;0.667532;0.018155;0.997681;
5.279207;0.478430;0.999973;1.008387;0.968678;-0.276827;0.667070;0.018387;0.997723;
5.312281;0.478130;0.999968;1.008473;0.968769;-0.276723;0.666579;0.018593;0.997761;
5.342047;0.477823;0.999965;1.008550;0.968858;-0.276599;0.666107;0.018775;0.997796;
5.368837;0.477529;0.999964;1.008619;0.968943;-0.276469;0.665682;0.018936;0.997827;
5.395626;0.477232;0.999965;1.008689;0.969032;-0.276326;0.665277;0.019095;0.997857;
5.419737;0.476970;0.999966;1.008751;0.969112;-0.276192;0.664943;0.019235;0.997884;
5.443848;0.476722;0.999968;1.008814;0.969193;-0.276057;0.664648;0.019374;0.997909;
5.467959;0.476494;0.999971;1.008877;0.969272;-0.275925;0.664403;0.019509;0.997933;
5.492069;0.476293;0.999975;1.008940;0.969349;-0.275801;0.664212;0.019643;0.997956;
5.516180;0.476121;0.999979;1.009002;0.969423;-0.275686;0.664079;0.019775;0.997978;
5.540291;0.475982;0.999984;1.009065;0.969493;-0.275585;0.664006;0.019904;0.997999;
5.564401;0.475876;0.999988;1.009127;0.969558;-0.275498;0.663991;0.020032;0.998019;
5.588512;0.475805;0.999993;1.009189;0.969619;-0.275428;0.664031;0.020157;0.998037;
5.612623;0.475768;0.999997;1.009251;0.969674;-0.275374;0.664122;0.020281;0.998054;
5.660844;0.475781;1.000005;1.009372;0.969769;-0.275317;0.664425;0.020525;0.998087;
5.699954;0.475865;1.000009;1.009468;0.969833;-0.275316;0.664761;0.020720;0.998111;
5.739063;0.475993;1.000012;1.009561;0.969885;-0.275349;0.665137;0.020911;0.998134;
5.772855;0.476126;1.000013;1.009641;0.969924;-0.275398;0.665468;0.021075;0.998154;
5.803268;0.476249;1.000013;1.009710;0.969955;-0.275453;0.665749;0.021221;0.998172;
5.833681;0.476366;1.000012;1.009778;0.969985;-0.275513;0.665999;0.021366;0.998190;
5.864094;0.476467;1.000010;1.009845;0.970013;-0.275572;0.666207;0.021511;0.998209;
5.894507;0.476546;1.000007;1.009910;0.970043;-0.275626;0.666363;0.021655;0.998228;
5.924920;0.476597;1.000004;1.009974;0.970074;-0.275671;0.666462;0.021797;0.998248;
5.955333;0.476617;1.000000;1.010036;0.970109;-0.275703;0.666504;0.021939;0.998269;
5.985746;0.476605;0.999997;1.010098;0.970147;-0.275721;0.666490;0.022080;0.998291;
6.016159;0.476560;0.999994;1.010159;0.970188;-0.275723;0.666425;0.022219;0.998313;
6.056822;0.476455;0.999990;1.010239;0.970251;-0.275701;0.666271;0.022404;0.998343;
6.097485;0.476307;0.999987;1.010317;0.970319;-0.275651;0.666062;0.022585;0.998373;
6.138148;0.476129;0.999985;1.010395;0.970394;-0.275580;0.665821;0.022763;0.998404;
6.174744;0.475953;0.999984;1.010465;0.970464;-0.275500;0.665599;0.022921;0.998431;
6.211341;0.475775;0.999984;1.010534;0.970536;-0.275412;0.665391;0.023076;0.998458;
6.244278;0.475622;0.999986;1.010596;0.970601;-0.275331;0.665228;0.023212;0.998481;
6.277215;0.475482;0.999987;1.010658;0.970665;-0.275251;0.665098;0.023346;0.998503;
6.310152;0.475361;0.999989;1.010719;0.970728;-0.275176;0.665007;0.023478;0.998525;
6.343089;0.475262;0.999992;1.010780;0.970787;-0.275110;0.664957;0.023607;0.998545;
6.376026;0.475187;0.999994;1.010840;0.970843;-0.275054;0.664949;0.023734;0.998564;
6.408963;0.475137;0.999996;1.010900;0.970895;-0.275010;0.664981;0.023859;0.998583;
6.441900;0.475111;0.999999;1.010959;0.970943;-0.274978;0.665046;0.023982;0.998600;
6.484408;0.475106;1.000001;1.011034;0.970999;-0.274954;0.665169;0.024139;0.998622;
6.526916;0.475127;1.000003;1.011107;0.971050;-0.274948;0.665319;0.024292;0.998643;
6.569424;0.475164;1.000003;1.011178;0.971096;-0.274956;0.665478;0.024444;0.998663;
6.611933;0.475206;1.000003;1.011248;0.971139;-0.274972;0.665629;0.024593;0.998684;
6.654441;0.475243;1.000003;1.011316;0.971179;-0.274991;0.665756;0.024740;0.998704;
6.696949;0.475266;1.000001;1.011383;0.971220;-0.275008;0.665849;0.024886;0.998725;
6.739457;0.475271;1.000000;1.011448;0.971261;-0.275019;0.665903;0.025030;0.998746;
6.781966;0.475254;0.999998;1.011512;0.971304;-0.275022;0.665917;0.025172;0.998767;
6.824474;0.475216;0.999996;1.011574;0.971350;-0.275014;0.665892;0.025311;0.998788;
6.866982;0.475156;0.999995;1.011635;0.971397;-0.274995;0.665836;0.025449;0.998810;
6.909490;0.475079;0.999993;1.011696;0.971447;-0.274966;0.665756;0.025584;0.998832;
6.951999;0.474990;0.999993;1.011755;0.971499;-0.274928;0.665662;0.025718;0.998853;
6.994507;0.474893;0.999992;1.011814;0.971551;-0.274883;0.665566;0.025848;0.998874;
7.037015;0.474797;0.999993;1.011872;0.971605;-0.274834;0.665476;0.025976;0.998895;
7.079523;0.474705;0.999993;1.011929;0.971657;-0.274784;0.665402;0.026102;0.998915;
7.122032;0.474623;0.999994;1.011986;0.971709;-0.274736;0.665348;0.026225;0.998935;
7.164540;0.474554;0.999995;1.012042;0.971759;-0.274693;0.665319;0.026345;0.998953;
7.207048;0.474499;0.999996;1.012097;0.971806;-0.274656;0.665316;0.026463;0.998971;
7.249556;0.474460;0.999998;1.012151;0.971851;-0.274626;0.665335;0.026579;0.998988;
7.334573;0.474418;0.999999;1.012257;0.971933;-0.274589;0.665421;0.026805;0.999021;
7.411088;0.474408;1.000000;1.012349;0.971999;-0.274574;0.665524;0.027002;0.999049;
7.479951;0.474405;1.000000;1.012428;0.972054;-0.274570;0.665610;0.027174;0.999074;
7.541928;0.474397;0.999999;1.012498;0.972102;-0.274567;0.665665;0.027326;0.999096;
7.603905;0.474374;0.999999;1.012565;0.972150;-0.274560;0.665690;0.027474;0.999118;
7.665882;0.474335;0.999998;1.012631;0.972199;-0.274546;0.665683;0.027619;0.999140;
7.727859;0.474280;0.999997;1.012695;0.972249;-0.274524;0.665652;0.027761;0.999162;
7.797934;0.474204;0.999996;1.012765;0.972306;-0.274489;0.665598;0.027917;0.999186;
7.868010;0.474123;0.999996;1.012834;0.972365;-0.274449;0.665540;0.028068;0.999210;
7.938085;0.474044;0.999996;1.012901;0.972422;-0.274407;0.665493;0.028215;0.999233;
7.982337;0.474001;0.999997;1.012942;0.972457;-0.274382;0.665478;0.028305;0.999247;
8.026588;0.473965;0.999997;1.012983;0.972490;-0.274360;0.665474;0.028393;0.999260;
8.070839;0.473935;0.999998;1.013023;0.972523;-0.274340;0.665478;0.028479;0.999273;
8.159341;0.473885;0.999999;1.013101;0.972584;-0.274308;0.665500;0.028648;0.999298;
8.238994;0.473853;0.999999;1.013169;0.972636;-0.274287;0.665531;0.028795;0.999320;
8.344687;0.473813;0.999999;1.013254;0.972700;-0.274266;0.665563;0.028980;0.999347;
8.435645;0.473774;0.999999;1.013324;0.972753;-0.274245;0.665575;0.029133;0.999370;
8.526602;0.473728;0.999998;1.013391;0.972806;-0.274223;0.665574;0.029281;0.999393;
8.617559;0.473680;0.999998;1.013457;0.972857;-0.274198;0.665567;0.029424;0.999414;
8.708517;0.473631;0.999998;1.013520;0.972907;-0.274173;0.665559;0.029562;0.999435;
8.890432;0.473542;0.999998;1.013637;0.973000;-0.274125;0.665550;0.029819;0.999474;
9.028012;0.473481;0.999999;1.013722;0.973067;-0.274091;0.665548;0.030003;0.999502;
9.165593;0.473424;0.999999;1.013802;0.973130;-0.274060;0.665550;0.030178;0.999528;
9.303173;0.473372;0.999999;1.013877;0.973189;-0.274032;0.665551;0.030343;0.999553;
9.578335;0.473273;0.999999;1.014019;0.973300;-0.273978;0.665554;0.030653;0.999600;
9.825980;0.473191;0.999999;1.014135;0.973391;-0.273934;0.665554;0.030906;0.999638;
10.000000;0.473138;0.999999;1.014210;0.973450;-0.273905;0.665553;0.031070;0.999663;
