time;CAPBUS_cap_p_v_0_;MACHINE_machine_terminal_i_0_;MACHINE_machine_terminal_i_1_;MACHINE_machine_terminal_i_2_;MACHINE_machine_omegaPu;MACHINE_machine_theta;MACHINE_machine_cePu;MACHINE_machine_UStatorPu;MACHINE_machine_ifPu;
0.003160;-0.784190;-0.321258;-0.238409;0.559667;1.000126;1.798780;0.369880;0.921503;0.803289;
0.003180;-0.675786;-0.351764;-0.220719;0.572483;1.000127;1.805064;0.377420;0.932311;0.813652;
0.003200;-0.555848;-0.382986;-0.202650;0.585636;1.000127;1.811348;0.384927;0.941819;0.824203;
0.003220;-0.427065;-0.414787;-0.184306;0.599093;1.000128;1.817632;0.392374;0.949166;0.834899;
0.003240;-0.292211;-0.446975;-0.165824;0.612799;1.000129;1.823916;0.399726;0.953463;0.845680;
0.003260;-0.154073;-0.479301;-0.147377;0.626678;1.000129;1.830200;0.406939;0.953868;0.856470;
0.003280;-0.015367;-0.511466;-0.129170;0.640636;1.000130;1.836484;0.413961;0.949677;0.867178;
0.003300;0.121327;-0.543121;-0.111437;0.654558;1.000130;1.842768;0.420732;0.940416;0.877698;
0.003320;0.253638;-0.573878;-0.094434;0.668312;1.000131;1.849052;0.427192;0.925948;0.887914;
0.003340;0.379461;-0.603315;-0.078437;0.681753;1.000131;1.855336;0.433276;0.906582;0.897702;
0.003360;0.497011;-0.630987;-0.063736;0.694723;1.000132;1.861620;0.438919;0.883193;0.906929;
0.003380;0.604862;-0.656436;-0.050622;0.707058;1.000132;1.867904;0.444060;0.857335;0.915463;
0.003400;0.701973;-0.679175;-0.039378;0.718554;1.000133;1.874188;0.448639;0.831342;0.923171;
0.003420;0.787713;-0.698812;-0.030301;0.729113;1.000133;1.880472;0.452607;0.808346;0.929924;
0.003440;0.861852;-0.714890;-0.023648;0.738538;1.000134;1.886756;0.455921;0.792148;0.935603;
0.003460;0.924565;-0.727016;-0.019655;0.746672;1.000134;1.893040;0.458549;0.786800;0.940099;
0.003480;0.976399;-0.734843;-0.018531;0.753374;1.000134;1.899324;0.460469;0.795892;0.943317;
0.003500;1.018245;-0.738075;-0.020442;0.758517;1.000135;1.905608;0.461675;0.821703;0.945182;
0.003520;1.051295;-0.736485;-0.025513;0.761998;1.000135;1.911892;0.462169;0.864618;0.945634;
0.003540;1.076984;-0.729914;-0.033819;0.763733;1.000136;1.918176;0.461970;0.923118;0.944640;
0.003560;1.096933;-0.718280;-0.045384;0.763665;1.000136;1.924460;0.461108;0.994291;0.942187;
