time;GEN_generator_theta;GEN_generator_omegaPu;GEN_generator_eqPPu;GEN_generator_eqPPPu;GEN_generator_edPPPu;GEN_generator_PGenPu;GEN_generator_QGenPu;GEN_generator_psiAgPu;GEN_generator_psiArgPu;GEN_generator_satDPu;GEN_generator_satQPu;GEN_generator_UPu;
1.456675;0.513007;0.996181;0.979698;0.944769;0.293809;0.595923;-0.053940;0.985502;1.009735;1.107876;1.064726;0.987705;
1.462050;0.506603;0.996232;0.979788;0.945739;0.290841;0.586948;-0.053347;0.985656;1.009518;1.107699;1.064619;0.987921;
1.467425;0.500291;0.996288;0.979885;0.946701;0.287861;0.578244;-0.052755;0.985809;1.009314;1.107531;1.064519;0.988132;
1.472800;0.494078;0.996351;0.979989;0.947653;0.284875;0.569824;-0.052165;0.985963;1.009121;1.107373;1.064424;0.988336;
1.478174;0.487976;0.996419;0.980100;0.948593;0.281888;0.561699;-0.051577;0.986117;1.008941;1.107226;1.064335;0.988535;
1.483549;0.481994;0.996492;0.980219;0.949519;0.278906;0.553879;-0.050990;0.986272;1.008774;1.107089;1.064254;0.988728;
1.488924;0.476139;0.996571;0.980343;0.950432;0.275934;0.546374;-0.050405;0.986427;1.008621;1.106964;1.064178;0.988915;
1.494299;0.470422;0.996654;0.980475;0.951329;0.272978;0.539194;-0.049821;0.986583;1.008481;1.106849;1.064110;0.989096;
1.499673;0.464849;0.996742;0.980612;0.952209;0.270042;0.532346;-0.049238;0.986739;1.008356;1.106747;1.064048;0.989271;
1.505048;0.459428;0.996835;0.980756;0.953072;0.267132;0.525837;-0.048657;0.986896;1.008245;1.106656;1.063994;0.989441;
1.510423;0.454168;0.996932;0.980906;0.953917;0.264253;0.519675;-0.048076;0.987054;1.008149;1.106578;1.063947;0.989606;
1.515798;0.449074;0.997033;0.981061;0.954742;0.261410;0.513865;-0.047497;0.987212;1.008068;1.106511;1.063907;0.989765;
1.521173;0.444154;0.997137;0.981221;0.955547;0.258608;0.508412;-0.046919;0.987371;1.008002;1.106458;1.063875;0.989919;
1.526547;0.439413;0.997246;0.981387;0.956332;0.255852;0.503319;-0.046342;0.987531;1.007951;1.106416;1.063850;0.990067;
1.531922;0.434858;0.997357;0.981557;0.957095;0.253146;0.498592;-0.045767;0.987691;1.007917;1.106388;1.063833;0.990211;
1.537297;0.430493;0.997471;0.981732;0.957836;0.250495;0.494231;-0.045192;0.987852;1.007898;1.106372;1.063823;0.990349;
1.542672;0.426324;0.997589;0.981912;0.958555;0.247904;0.490239;-0.044619;0.988014;1.007894;1.106370;1.063822;0.990483;
1.548046;0.422354;0.997708;0.982095;0.959252;0.245375;0.486617;-0.044047;0.988177;1.007906;1.106380;1.063828;0.990612;
1.553421;0.418589;0.997830;0.982283;0.959925;0.242915;0.483365;-0.043476;0.988340;1.007934;1.106403;1.063842;0.990736;
1.558796;0.415031;0.997955;0.982474;0.960575;0.240526;0.480484;-0.042908;0.988504;1.007978;1.106438;1.063863;0.990856;
1.564171;0.411684;0.998080;0.982669;0.961202;0.238211;0.477972;-0.042341;0.988669;1.008037;1.106486;1.063892;0.990970;
1.569545;0.408551;0.998208;0.982867;0.961805;0.235976;0.475827;-0.041776;0.988833;1.008112;1.106547;1.063928;0.991081;
1.574920;0.405634;0.998336;0.983067;0.962383;0.233822;0.474049;-0.041214;0.988998;1.008201;1.106620;1.063972;0.991186;
1.580295;0.402934;0.998466;0.983271;0.962939;0.231753;0.472632;-0.040655;0.989164;1.008306;1.106706;1.064023;0.991287;
1.585670;0.400455;0.998596;0.983477;0.963470;0.229772;0.471575;-0.040099;0.989329;1.008425;1.106803;1.064082;0.991384;
1.591045;0.398195;0.998727;0.983685;0.963977;0.227881;0.470873;-0.039546;0.989494;1.008558;1.106912;1.064147;0.991476;
1.596419;0.396157;0.998859;0.983895;0.964460;0.226083;0.470523;-0.038998;0.989660;1.008706;1.107033;1.064220;0.991564;
1.601794;0.394341;0.998990;0.984107;0.964919;0.224380;0.470517;-0.038454;0.989824;1.008867;1.107165;1.064299;0.991647;
1.607169;0.392746;0.999121;0.984321;0.965355;0.222774;0.470852;-0.037916;0.989989;1.009041;1.107308;1.064385;0.991726;
1.612544;0.391373;0.999252;0.984535;0.965767;0.221267;0.471522;-0.037383;0.990152;1.009229;1.107461;1.064477;0.991800;
1.617918;0.390219;0.999382;0.984751;0.966155;0.219861;0.472518;-0.036856;0.990315;1.009429;1.107625;1.064575;0.991870;
1.623293;0.389285;0.999512;0.984968;0.966519;0.218556;0.473836;-0.036335;0.990477;1.009640;1.107799;1.064679;0.991935;
1.628668;0.388568;0.999640;0.985185;0.966861;0.217354;0.475467;-0.035822;0.990637;1.009864;1.107982;1.064789;0.991996;
1.634043;0.388067;0.999767;0.985403;0.967179;0.216255;0.477404;-0.035317;0.990796;1.010098;1.108174;1.064905;0.992051;
1.639418;0.387780;0.999893;0.985621;0.967474;0.215261;0.479638;-0.034819;0.990953;1.010342;1.108375;1.065025;0.992103;
1.644792;0.387702;1.000017;0.985840;0.967746;0.214372;0.482161;-0.034331;0.991109;1.010597;1.108585;1.065151;0.992149;
1.650167;0.387833;1.000139;0.986058;0.967996;0.213587;0.484965;-0.033852;0.991262;1.010861;1.108802;1.065281;0.992191;
1.655542;0.388168;1.000259;0.986275;0.968223;0.212908;0.488040;-0.033384;0.991413;1.011134;1.109027;1.065416;0.992228;
1.660917;0.388705;1.000377;0.986492;0.968428;0.212334;0.491377;-0.032925;0.991562;1.011415;1.109259;1.065555;0.992260;
1.666291;0.389438;1.000493;0.986709;0.968611;0.211864;0.494966;-0.032478;0.991708;1.011704;1.109497;1.065698;0.992287;
1.671666;0.390365;1.000606;0.986924;0.968772;0.211498;0.498798;-0.032043;0.991851;1.011999;1.109741;1.065845;0.992310;
1.677041;0.391480;1.000716;0.987139;0.968912;0.211234;0.502862;-0.031620;0.991992;1.012302;1.109991;1.065994;0.992327;
1.682416;0.392779;1.000824;0.987352;0.969030;0.211073;0.507147;-0.031209;0.992129;1.012610;1.110246;1.066147;0.992340;
1.687790;0.394257;1.000928;0.987563;0.969127;0.211013;0.511644;-0.030812;0.992263;1.012924;1.110505;1.066303;0.992347;
1.693165;0.395909;1.001030;0.987773;0.969203;0.211052;0.516342;-0.030428;0.992393;1.013242;1.110769;1.066461;0.992350;
1.698540;0.397730;1.001128;0.987982;0.969258;0.211189;0.521229;-0.030058;0.992519;1.013564;1.111036;1.066622;0.992348;
1.703915;0.399713;1.001223;0.988188;0.969293;0.211423;0.526295;-0.029703;0.992642;1.013890;1.111307;1.066784;0.992341;
1.709290;0.401854;1.001314;0.988392;0.969308;0.211750;0.531529;-0.029362;0.992761;1.014219;1.111580;1.066948;0.992329;
1.714664;0.404146;1.001402;0.988595;0.969302;0.212170;0.536919;-0.029037;0.992876;1.014551;1.111856;1.067114;0.992312;
1.720039;0.406583;1.001486;0.988794;0.969277;0.212680;0.542455;-0.028726;0.992986;1.014884;1.112133;1.067280;0.992290;
1.725414;0.409159;1.001567;0.988991;0.969233;0.213278;0.548124;-0.028432;0.993092;1.015218;1.112412;1.067447;0.992263;
1.730789;0.411867;1.001643;0.989186;0.969170;0.213961;0.553916;-0.028153;0.993194;1.015553;1.112691;1.067615;0.992232;
1.736163;0.414701;1.001715;0.989378;0.969088;0.214727;0.559819;-0.027890;0.993291;1.015888;1.112971;1.067783;0.992196;
1.741538;0.417654;1.001784;0.989566;0.968987;0.215573;0.565822;-0.027643;0.993384;1.016223;1.113251;1.067950;0.992155;
1.746913;0.420719;1.001848;0.989752;0.968868;0.216496;0.571914;-0.027413;0.993472;1.016557;1.113530;1.068118;0.992110;
1.752288;0.423889;1.001909;0.989935;0.968732;0.217494;0.578082;-0.027199;0.993555;1.016890;1.113808;1.068285;0.992060;
1.757662;0.427157;1.001965;0.990114;0.968578;0.218563;0.584316;-0.027001;0.993634;1.017220;1.114085;1.068451;0.992006;
1.763037;0.430517;1.002017;0.990290;0.968407;0.219700;0.590604;-0.026819;0.993708;1.017548;1.114360;1.068616;0.991948;
1.768412;0.433961;1.002064;0.990462;0.968220;0.220902;0.596935;-0.026654;0.993777;1.017874;1.114633;1.068780;0.991886;
1.773787;0.437482;1.002108;0.990631;0.968016;0.222165;0.603299;-0.026505;0.993841;1.018196;1.114904;1.068942;0.991820;
1.779162;0.441072;1.002147;0.990796;0.967797;0.223488;0.609683;-0.026372;0.993901;1.018514;1.115171;1.069103;0.991751;
1.784536;0.444725;1.002182;0.990957;0.967562;0.224865;0.616078;-0.026255;0.993955;1.018828;1.115436;1.069261;0.991677;
1.789911;0.448432;1.002212;0.991115;0.967313;0.226294;0.622472;-0.026153;0.994005;1.019137;1.115696;1.069418;0.991601;
1.795286;0.452188;1.002238;0.991268;0.967050;0.227771;0.628854;-0.026067;0.994051;1.019442;1.115953;1.069572;0.991521;
1.800661;0.455985;1.002260;0.991417;0.966773;0.229294;0.635215;-0.025996;0.994091;1.019741;1.116205;1.069723;0.991438;
1.806035;0.459815;1.002278;0.991563;0.966482;0.230857;0.641544;-0.025940;0.994127;1.020034;1.116453;1.069872;0.991353;
1.811410;0.463671;1.002292;0.991704;0.966180;0.232458;0.647831;-0.025898;0.994159;1.020321;1.116696;1.070017;0.991264;
1.816785;0.467547;1.002301;0.991841;0.965865;0.234093;0.654066;-0.025871;0.994186;1.020602;1.116933;1.070160;0.991174;
1.822160;0.471434;1.002306;0.991973;0.965539;0.235759;0.660239;-0.025857;0.994209;1.020877;1.117165;1.070299;0.991081;
1.827535;0.475327;1.002307;0.992101;0.965203;0.237451;0.666341;-0.025856;0.994228;1.021144;1.117392;1.070435;0.990987;
1.832909;0.479219;1.002304;0.992225;0.964857;0.239168;0.672362;-0.025869;0.994242;1.021404;1.117612;1.070567;0.990891;
1.838284;0.483101;1.002297;0.992345;0.964502;0.240904;0.678294;-0.025893;0.994253;1.021656;1.117826;1.070696;0.990793;
1.843659;0.486969;1.002286;0.992460;0.964138;0.242657;0.684127;-0.025929;0.994259;1.021901;1.118034;1.070820;0.990695;
1.849034;0.490815;1.002271;0.992571;0.963767;0.244424;0.689854;-0.025977;0.994262;1.022138;1.118235;1.070941;0.990595;
1.854408;0.494632;1.002252;0.992677;0.963388;0.246200;0.695465;-0.026035;0.994262;1.022367;1.118429;1.071058;0.990496;
1.859783;0.498415;1.002230;0.992779;0.963004;0.247982;0.700953;-0.026104;0.994257;1.022587;1.118617;1.071170;0.990395;
1.865158;0.502157;1.002204;0.992876;0.962614;0.249768;0.706311;-0.026182;0.994250;1.022799;1.118797;1.071278;0.990295;
1.870533;0.505852;1.002174;0.992969;0.962220;0.251553;0.711531;-0.026269;0.994240;1.023002;1.118970;1.071382;0.990195;
1.875907;0.509494;1.002142;0.993057;0.961823;0.253336;0.716605;-0.026363;0.994226;1.023197;1.119136;1.071482;0.990095;
1.881282;0.513078;1.002105;0.993141;0.961422;0.255111;0.721528;-0.026466;0.994210;1.023383;1.119294;1.071577;0.989996;
1.886657;0.516598;1.002066;0.993221;0.961020;0.256878;0.726292;-0.026575;0.994192;1.023560;1.119445;1.071667;0.989898;
1.892032;0.520049;1.002023;0.993296;0.960617;0.258631;0.730891;-0.026691;0.994171;1.023727;1.119588;1.071753;0.989802;
1.897407;0.523425;1.001977;0.993367;0.960213;0.260370;0.735321;-0.026812;0.994148;1.023886;1.119723;1.071834;0.989707;
1.902781;0.526721;1.001929;0.993434;0.959810;0.262090;0.739574;-0.026938;0.994123;1.024036;1.119851;1.071911;0.989614;
1.908156;0.529933;1.001877;0.993497;0.959409;0.263789;0.743646;-0.027068;0.994096;1.024176;1.119971;1.071983;0.989523;
1.913531;0.533056;1.001823;0.993555;0.959011;0.265464;0.747533;-0.027202;0.994067;1.024308;1.120084;1.072050;0.989434;
1.918906;0.536085;1.001767;0.993610;0.958615;0.267113;0.751230;-0.027338;0.994037;1.024430;1.120188;1.072113;0.989348;
1.924280;0.539017;1.001708;0.993660;0.958224;0.268734;0.754733;-0.027476;0.994006;1.024543;1.120285;1.072171;0.989264;
1.929655;0.541847;1.001646;0.993707;0.957838;0.270323;0.758037;-0.027615;0.993974;1.024647;1.120374;1.072224;0.989184;
1.935030;0.544572;1.001583;0.993750;0.957458;0.271879;0.761140;-0.027755;0.993941;1.024743;1.120455;1.072273;0.989107;
1.940405;0.547188;1.001518;0.993789;0.957084;0.273400;0.764040;-0.027894;0.993908;1.024829;1.120529;1.072317;0.989033;
1.945779;0.549693;1.001450;0.993825;0.956718;0.274883;0.766733;-0.028033;0.993874;1.024906;1.120595;1.072357;0.988963;
1.951154;0.552083;1.001381;0.993857;0.956361;0.276326;0.769217;-0.028170;0.993840;1.024975;1.120654;1.072393;0.988897;
1.956529;0.554354;1.001311;0.993886;0.956012;0.277728;0.771490;-0.028305;0.993806;1.025035;1.120706;1.072423;0.988835;
1.961904;0.556506;1.001239;0.993911;0.955674;0.279087;0.773551;-0.028438;0.993773;1.025087;1.120750;1.072450;0.988777;
1.967279;0.558535;1.001165;0.993934;0.955345;0.280400;0.775399;-0.028567;0.993739;1.025130;1.120787;1.072472;0.988723;
1.972653;0.560439;1.001091;0.993954;0.955029;0.281667;0.777032;-0.028691;0.993707;1.025165;1.120817;1.072490;0.988674;
1.978028;0.562217;1.001015;0.993970;0.954724;0.282887;0.778451;-0.028812;0.993675;1.025192;1.120840;1.072504;0.988629;
1.983403;0.563866;1.000939;0.993984;0.954432;0.284056;0.779656;-0.028927;0.993644;1.025211;1.120857;1.072514;0.988589;
1.988778;0.565386;1.000862;0.993996;0.954153;0.285175;0.780646;-0.029036;0.993614;1.025223;1.120866;1.072520;0.988554;
1.994152;0.566776;1.000784;0.994005;0.953888;0.286242;0.781423;-0.029139;0.993585;1.025227;1.120870;1.072522;0.988524;
1.999527;0.568034;1.000706;0.994012;0.953637;0.287257;0.781988;-0.029235;0.993558;1.025223;1.120867;1.072520;0.988498;
2.010277;0.570154;1.000549;0.994020;0.953181;0.289122;0.782490;-0.029404;0.993508;1.025195;1.120843;1.072506;0.988463;
2.021026;0.571744;1.000393;0.994020;0.952788;0.290765;0.782166;-0.029541;0.993466;1.025141;1.120796;1.072478;0.988448;
2.031776;0.572808;1.000237;0.994015;0.952461;0.292181;0.781038;-0.029643;0.993432;1.025061;1.120728;1.072437;0.988453;
2.042525;0.573349;1.000083;0.994006;0.952203;0.293368;0.779133;-0.029707;0.993406;1.024958;1.120639;1.072384;0.988478;
2.053275;0.573378;0.999933;0.993993;0.952013;0.294324;0.776480;-0.029733;0.993390;1.024833;1.120533;1.072320;0.988523;
2.064024;0.572907;0.999786;0.993977;0.951895;0.295047;0.773115;-0.029719;0.993385;1.024689;1.120410;1.072246;0.988586;
2.074774;0.571949;0.999645;0.993962;0.951847;0.295539;0.769080;-0.029664;0.993389;1.024528;1.120272;1.072163;0.988669;
2.084449;0.570687;0.999522;0.993948;0.951865;0.295787;0.764908;-0.029578;0.993402;1.024369;1.120136;1.072082;0.988757;
2.094123;0.569061;0.999405;0.993935;0.951939;0.295852;0.760261;-0.029460;0.993424;1.024200;1.119992;1.071995;0.988859;
2.102830;0.567300;0.999305;0.993926;0.952053;0.295756;0.755703;-0.029325;0.993451;1.024039;1.119854;1.071913;0.988962;
2.111537;0.565271;0.999210;0.993918;0.952211;0.295519;0.750817;-0.029163;0.993485;1.023872;1.119712;1.071827;0.989073;
2.120245;0.562990;0.999120;0.993914;0.952412;0.295144;0.745635;-0.028976;0.993526;1.023700;1.119564;1.071739;0.989193;
2.128081;0.560733;0.999044;0.993913;0.952628;0.294690;0.740740;-0.028786;0.993568;1.023541;1.119429;1.071657;0.989308;
2.135917;0.558296;0.998973;0.993915;0.952875;0.294132;0.735651;-0.028577;0.993616;1.023379;1.119291;1.071575;0.989429;
2.143754;0.555690;0.998908;0.993920;0.953153;0.293472;0.730391;-0.028348;0.993669;1.023215;1.119152;1.071491;0.989555;
2.151590;0.552929;0.998847;0.993929;0.953460;0.292714;0.724983;-0.028102;0.993727;1.023051;1.119011;1.071407;0.989686;
2.159427;0.550026;0.998792;0.993942;0.953794;0.291862;0.719452;-0.027838;0.993790;1.022886;1.118871;1.071323;0.989820;
2.167263;0.546994;0.998742;0.993960;0.954154;0.290922;0.713820;-0.027557;0.993858;1.022722;1.118731;1.071239;0.989958;
2.175099;0.543846;0.998698;0.993982;0.954538;0.289897;0.708111;-0.027262;0.993930;1.022559;1.118593;1.071156;0.990099;
2.182152;0.540926;0.998663;0.994006;0.954902;0.288907;0.702926;-0.026983;0.993998;1.022414;1.118469;1.071082;0.990228;
2.189205;0.537933;0.998633;0.994034;0.955283;0.287856;0.697714;-0.026692;0.994070;1.022271;1.118348;1.071009;0.990358;
2.196258;0.534878;0.998607;0.994066;0.955679;0.286749;0.692493;-0.026392;0.994145;1.022131;1.118229;1.070937;0.990489;
2.203311;0.531771;0.998586;0.994102;0.956088;0.285590;0.687278;-0.026081;0.994223;1.021994;1.118113;1.070868;0.990621;
2.210363;0.528623;0.998570;0.994143;0.956510;0.284382;0.682086;-0.025761;0.994304;1.021862;1.118000;1.070800;0.990753;
2.217416;0.525443;0.998558;0.994188;0.956942;0.283129;0.676933;-0.025432;0.994387;1.021733;1.117891;1.070735;0.990886;
2.224469;0.522241;0.998551;0.994237;0.957384;0.281837;0.671835;-0.025096;0.994474;1.021609;1.117786;1.070672;0.991018;
2.231522;0.519028;0.998548;0.994291;0.957833;0.280510;0.666806;-0.024752;0.994562;1.021491;1.117686;1.070612;0.991149;
2.238574;0.515814;0.998549;0.994349;0.958289;0.279151;0.661861;-0.024401;0.994653;1.021378;1.117590;1.070554;0.991280;
2.245627;0.512608;0.998555;0.994412;0.958750;0.277766;0.657014;-0.024045;0.994746;1.021272;1.117500;1.070500;0.991409;
2.252680;0.509419;0.998565;0.994479;0.959214;0.276358;0.652278;-0.023683;0.994841;1.021172;1.117415;1.070449;0.991537;
2.259733;0.506257;0.998579;0.994551;0.959681;0.274933;0.647667;-0.023316;0.994937;1.021079;1.117337;1.070402;0.991663;
2.266786;0.503131;0.998597;0.994627;0.960148;0.273495;0.643192;-0.022945;0.995036;1.020993;1.117264;1.070358;0.991787;
2.273838;0.500049;0.998619;0.994707;0.960616;0.272047;0.638866;-0.022569;0.995136;1.020915;1.117198;1.070319;0.991909;
2.280891;0.497020;0.998645;0.994791;0.961081;0.270596;0.634698;-0.022191;0.995237;1.020845;1.117138;1.070283;0.992029;
2.287944;0.494052;0.998675;0.994880;0.961544;0.269145;0.630699;-0.021810;0.995340;1.020783;1.117086;1.070252;0.992146;
2.294997;0.491154;0.998707;0.994972;0.962004;0.267698;0.626878;-0.021427;0.995444;1.020729;1.117041;1.070224;0.992261;
2.302049;0.488331;0.998743;0.995069;0.962458;0.266260;0.623245;-0.021042;0.995549;1.020685;1.117003;1.070202;0.992372;
2.309102;0.485592;0.998783;0.995169;0.962906;0.264835;0.619806;-0.020656;0.995655;1.020649;1.116973;1.070184;0.992481;
2.316155;0.482942;0.998825;0.995273;0.963347;0.263426;0.616569;-0.020269;0.995762;1.020622;1.116950;1.070170;0.992587;
2.323208;0.480389;0.998870;0.995380;0.963780;0.262039;0.613540;-0.019882;0.995869;1.020605;1.116935;1.070161;0.992689;
2.330261;0.477939;0.998917;0.995491;0.964204;0.260677;0.610725;-0.019495;0.995977;1.020596;1.116928;1.070157;0.992788;
2.337313;0.475596;0.998967;0.995605;0.964618;0.259343;0.608129;-0.019109;0.996086;1.020597;1.116929;1.070157;0.992884;
2.344366;0.473365;0.999019;0.995722;0.965022;0.258041;0.605755;-0.018725;0.996194;1.020608;1.116938;1.070163;0.992976;
2.351419;0.471252;0.999073;0.995842;0.965415;0.256775;0.603607;-0.018342;0.996303;1.020627;1.116954;1.070173;0.993065;
2.358472;0.469261;0.999129;0.995965;0.965796;0.255548;0.601686;-0.017961;0.996412;1.020656;1.116979;1.070187;0.993150;
2.365524;0.467394;0.999186;0.996090;0.966164;0.254362;0.599996;-0.017582;0.996521;1.020695;1.117011;1.070207;0.993231;
2.372577;0.465657;0.999245;0.996218;0.966520;0.253222;0.598536;-0.017207;0.996630;1.020742;1.117052;1.070231;0.993308;
2.379630;0.464050;0.999304;0.996347;0.966862;0.252130;0.597306;-0.016835;0.996738;1.020799;1.117099;1.070260;0.993382;
2.386683;0.462577;0.999365;0.996479;0.967189;0.251088;0.596306;-0.016467;0.996845;1.020864;1.117155;1.070293;0.993452;
2.393735;0.461240;0.999427;0.996612;0.967503;0.250098;0.595535;-0.016104;0.996952;1.020938;1.117217;1.070330;0.993518;
2.400788;0.460039;0.999489;0.996747;0.967802;0.249162;0.594990;-0.015745;0.997059;1.021020;1.117287;1.070372;0.993581;
2.407841;0.458975;0.999551;0.996883;0.968085;0.248283;0.594670;-0.015392;0.997164;1.021111;1.117364;1.070418;0.993639;
2.414894;0.458050;0.999614;0.997021;0.968354;0.247461;0.594571;-0.015045;0.997268;1.021210;1.117447;1.070468;0.993693;
2.421947;0.457264;0.999676;0.997159;0.968607;0.246699;0.594690;-0.014703;0.997371;1.021316;1.117538;1.070523;0.993744;
2.428999;0.456616;0.999739;0.997299;0.968844;0.245998;0.595022;-0.014368;0.997473;1.021430;1.117634;1.070580;0.993790;
2.443105;0.455730;0.999862;0.997579;0.969271;0.244784;0.596297;-0.013719;0.997672;1.021678;1.117844;1.070706;0.993872;
2.455800;0.455393;0.999970;0.997831;0.969601;0.243907;0.598115;-0.013160;0.997846;1.021922;1.118052;1.070831;0.993932;
2.468495;0.455480;1.000075;0.998084;0.969879;0.243237;0.600529;-0.012629;0.998013;1.022185;1.118275;1.070965;0.993979;
2.481190;0.455977;1.000176;0.998335;0.970107;0.242773;0.603496;-0.012125;0.998173;1.022463;1.118511;1.071107;0.994015;
2.492615;0.456758;1.000262;0.998559;0.970268;0.242529;0.606602;-0.011698;0.998311;1.022725;1.118734;1.071240;0.994037;
2.504041;0.457839;1.000343;0.998780;0.970389;0.242448;0.610083;-0.011296;0.998442;1.022996;1.118964;1.071379;0.994049;
2.514324;0.459055;1.000412;0.998977;0.970465;0.242510;0.613506;-0.010956;0.998554;1.023245;1.119177;1.071506;0.994052;
2.524607;0.460486;1.000476;0.999170;0.970510;0.242696;0.617173;-0.010638;0.998661;1.023499;1.119394;1.071636;0.994049;
2.533861;0.461946;1.000530;0.999341;0.970525;0.242966;0.620658;-0.010370;0.998752;1.023731;1.119591;1.071755;0.994040;
2.543116;0.463555;1.000579;0.999509;0.970517;0.243328;0.624295;-0.010120;0.998838;1.023963;1.119789;1.071874;0.994026;
2.552371;0.465303;1.000625;0.999673;0.970486;0.243778;0.628062;-0.009887;0.998919;1.024196;1.119988;1.071993;0.994006;
2.561625;0.467175;1.000665;0.999833;0.970434;0.244312;0.631936;-0.009672;0.998995;1.024429;1.120187;1.072112;0.993983;
2.570880;0.469159;1.000702;0.999990;0.970361;0.244924;0.635894;-0.009475;0.999067;1.024660;1.120385;1.072231;0.993955;
2.579209;0.471031;1.000730;1.000127;0.970279;0.245538;0.639511;-0.009312;0.999126;1.024866;1.120561;1.072336;0.993926;
2.587538;0.472973;1.000755;1.000261;0.970182;0.246207;0.643163;-0.009163;0.999182;1.025069;1.120735;1.072441;0.993895;
2.595868;0.474974;1.000776;1.000391;0.970072;0.246928;0.646834;-0.009027;0.999234;1.025270;1.120906;1.072544;0.993861;
2.604197;0.477027;1.000794;1.000518;0.969948;0.247694;0.650507;-0.008904;0.999282;1.025466;1.121075;1.072645;0.993825;
2.612526;0.479119;1.000807;1.000640;0.969813;0.248503;0.654168;-0.008794;0.999326;1.025659;1.121240;1.072744;0.993786;
2.620855;0.481242;1.000817;1.000759;0.969667;0.249349;0.657802;-0.008696;0.999366;1.025846;1.121401;1.072841;0.993746;
2.629184;0.483385;1.000823;1.000873;0.969511;0.250228;0.661393;-0.008609;0.999403;1.026029;1.121557;1.072934;0.993704;
2.637514;0.485539;1.000825;1.000983;0.969346;0.251135;0.664928;-0.008533;0.999437;1.026206;1.121709;1.073025;0.993661;
2.645843;0.487694;1.000824;1.001090;0.969174;0.252066;0.668393;-0.008468;0.999467;1.026376;1.121856;1.073113;0.993618;
2.654172;0.489841;1.000819;1.001192;0.968995;0.253016;0.671776;-0.008412;0.999494;1.026541;1.121997;1.073198;0.993574;
2.662501;0.491970;1.000810;1.001290;0.968811;0.253980;0.675063;-0.008365;0.999518;1.026698;1.122132;1.073279;0.993530;
2.670830;0.494072;1.000798;1.001384;0.968622;0.254954;0.678244;-0.008326;0.999539;1.026849;1.122262;1.073357;0.993486;
2.679159;0.496140;1.000783;1.001473;0.968430;0.255933;0.681306;-0.008295;0.999557;1.026992;1.122385;1.073431;0.993442;
2.687489;0.498164;1.000765;1.001559;0.968237;0.256913;0.684239;-0.008270;0.999574;1.027127;1.122501;1.073501;0.993400;
2.695818;0.500137;1.000744;1.001641;0.968042;0.257890;0.687034;-0.008251;0.999588;1.027255;1.122611;1.073567;0.993358;
2.704147;0.502051;1.000720;1.001718;0.967848;0.258859;0.689682;-0.008238;0.999600;1.027375;1.122714;1.073629;0.993318;
2.712476;0.503899;1.000694;1.001792;0.967655;0.259816;0.692174;-0.008228;0.999610;1.027487;1.122811;1.073686;0.993279;
2.720805;0.505674;1.000664;1.001862;0.967465;0.260757;0.694504;-0.008222;0.999619;1.027590;1.122900;1.073740;0.993243;
2.729135;0.507370;1.000633;1.001928;0.967279;0.261679;0.696663;-0.008218;0.999627;1.027686;1.122983;1.073790;0.993209;
2.737464;0.508980;1.000600;1.001991;0.967097;0.262577;0.698647;-0.008215;0.999633;1.027773;1.123058;1.073835;0.993177;
2.745793;0.510500;1.000564;1.002051;0.966921;0.263449;0.700452;-0.008214;0.999639;1.027853;1.123126;1.073876;0.993148;
2.754122;0.511925;1.000527;1.002107;0.966751;0.264292;0.702072;-0.008213;0.999645;1.027924;1.123188;1.073913;0.993121;
2.762451;0.513251;1.000488;1.002160;0.966590;0.265101;0.703506;-0.008211;0.999650;1.027987;1.123242;1.073945;0.993098;
2.770780;0.514473;1.000448;1.002210;0.966436;0.265876;0.704750;-0.008207;0.999654;1.028043;1.123290;1.073974;0.993078;
2.779110;0.515589;1.000406;1.002257;0.966292;0.266612;0.705803;-0.008202;0.999659;1.028090;1.123331;1.073999;0.993062;
2.787439;0.516596;1.000364;1.002302;0.966158;0.267308;0.706664;-0.008193;0.999664;1.028131;1.123366;1.074020;0.993049;
2.795768;0.517490;1.000321;1.002345;0.966035;0.267961;0.707334;-0.008181;0.999670;1.028163;1.123394;1.074037;0.993040;
2.804097;0.518272;1.000277;1.002385;0.965923;0.268569;0.707812;-0.008165;0.999676;1.028189;1.123417;1.074050;0.993035;
2.812426;0.518938;1.000233;1.002423;0.965823;0.269131;0.708102;-0.008145;0.999683;1.028208;1.123433;1.074060;0.993033;
2.820756;0.519489;1.000188;1.002459;0.965735;0.269646;0.708206;-0.008119;0.999691;1.028220;1.123443;1.074066;0.993035;
2.829085;0.519924;1.000144;1.002494;0.965661;0.270111;0.708125;-0.008087;0.999700;1.028226;1.123448;1.074069;0.993041;
2.845743;0.520450;1.000056;1.002560;0.965553;0.270889;0.707436;-0.008005;0.999723;1.028220;1.123443;1.074066;0.993065;
2.862402;0.520523;0.999971;1.002622;0.965500;0.271463;0.706073;-0.007895;0.999752;1.028193;1.123420;1.074052;0.993105;
2.879060;0.520160;0.999889;1.002681;0.965504;0.271829;0.704085;-0.007756;0.999788;1.028147;1.123380;1.074028;0.993158;
2.894052;0.519477;0.999819;1.002734;0.965556;0.271983;0.701805;-0.007604;0.999827;1.028092;1.123333;1.074000;0.993219;
2.907546;0.518590;0.999760;1.002782;0.965640;0.271981;0.699396;-0.007445;0.999867;1.028033;1.123282;1.073969;0.993282;
