time;GEN_generator_theta;GEN_generator_omegaPu;GEN_generator_eqPPu;GEN_generator_eqPPPu;GEN_generator_edPPPu;GEN_generator_PGenPu;GEN_generator_QGenPu;GEN_generator_psiAgPu;GEN_generator_psiArgPu;GEN_generator_satDPu;GEN_generator_satQPu;GEN_generator_UPu;
2.921039;0.517462;0.999706;1.002831;0.965760;0.271851;0.696687;-0.007266;0.999912;1.027968;1.123226;1.073935;0.993354;
2.933183;0.516258;0.999661;1.002876;0.965897;0.271627;0.694026;-0.007087;0.999958;1.027904;1.123171;1.073903;0.993424;
2.945327;0.514890;0.999620;1.002924;0.966061;0.271308;0.691184;-0.006892;1.000008;1.027838;1.123114;1.073868;0.993500;
2.956256;0.513532;0.999587;1.002969;0.966229;0.270942;0.688498;-0.006702;1.000057;1.027777;1.123061;1.073836;0.993571;
2.967186;0.512067;0.999558;1.003016;0.966415;0.270508;0.685714;-0.006500;1.000109;1.027715;1.123007;1.073804;0.993647;
2.978116;0.510509;0.999533;1.003066;0.966619;0.270008;0.682854;-0.006286;1.000165;1.027653;1.122954;1.073773;0.993725;
2.989045;0.508870;0.999511;1.003119;0.966839;0.269449;0.679944;-0.006060;1.000224;1.027592;1.122902;1.073741;0.993805;
2.998882;0.507338;0.999495;1.003169;0.967049;0.268899;0.677298;-0.005847;1.000280;1.027540;1.122857;1.073714;0.993879;
3.008718;0.505761;0.999483;1.003221;0.967270;0.268309;0.674646;-0.005627;1.000338;1.027489;1.122813;1.073688;0.993955;
3.018555;0.504150;0.999473;1.003276;0.967499;0.267683;0.672002;-0.005398;1.000399;1.027441;1.122772;1.073663;0.994031;
3.028392;0.502516;0.999467;1.003334;0.967736;0.267025;0.669384;-0.005163;1.000461;1.027396;1.122733;1.073640;0.994107;
3.038228;0.500867;0.999464;1.003394;0.967980;0.266340;0.666805;-0.004921;1.000526;1.027355;1.122697;1.073618;0.994184;
3.048065;0.499214;0.999464;1.003457;0.968230;0.265633;0.664282;-0.004674;1.000593;1.027318;1.122666;1.073599;0.994260;
3.057901;0.497567;0.999468;1.003524;0.968483;0.264908;0.661826;-0.004421;1.000661;1.027285;1.122638;1.073583;0.994337;
3.067738;0.495934;0.999474;1.003592;0.968739;0.264168;0.659452;-0.004163;1.000731;1.027258;1.122614;1.073568;0.994412;
3.077575;0.494325;0.999483;1.003664;0.968997;0.263420;0.657171;-0.003903;1.000803;1.027236;1.122595;1.073557;0.994487;
3.087411;0.492749;0.999495;1.003738;0.969255;0.262668;0.654996;-0.003638;1.000875;1.027219;1.122580;1.073548;0.994560;
3.097248;0.491213;0.999509;1.003816;0.969512;0.261915;0.652936;-0.003371;1.000949;1.027208;1.122571;1.073542;0.994632;
3.107084;0.489725;0.999526;1.003895;0.969767;0.261166;0.651001;-0.003102;1.001024;1.027203;1.122567;1.073540;0.994702;
3.116921;0.488293;0.999545;1.003977;0.970019;0.260425;0.649200;-0.002832;1.001099;1.027204;1.122568;1.073541;0.994770;
3.126758;0.486923;0.999567;1.004062;0.970268;0.259696;0.647539;-0.002561;1.001176;1.027212;1.122574;1.073544;0.994836;
3.136594;0.485622;0.999590;1.004149;0.970511;0.258983;0.646026;-0.002291;1.001252;1.027226;1.122586;1.073552;0.994900;
3.146431;0.484395;0.999615;1.004238;0.970748;0.258290;0.644665;-0.002020;1.001329;1.027246;1.122604;1.073562;0.994961;
3.156267;0.483247;0.999641;1.004328;0.970979;0.257621;0.643461;-0.001751;1.001406;1.027273;1.122627;1.073576;0.995020;
3.166104;0.482183;0.999669;1.004421;0.971202;0.256977;0.642418;-0.001484;1.001483;1.027307;1.122656;1.073594;0.995076;
3.175941;0.481207;0.999698;1.004515;0.971417;0.256364;0.641537;-0.001220;1.001559;1.027346;1.122690;1.073614;0.995130;
3.185777;0.480322;0.999728;1.004611;0.971623;0.255782;0.640820;-0.000958;1.001636;1.027393;1.122730;1.073638;0.995180;
3.195614;0.479531;0.999759;1.004708;0.971819;0.255236;0.640267;-0.000700;1.001711;1.027445;1.122775;1.073665;0.995227;
3.205450;0.478836;0.999791;1.004807;0.972005;0.254727;0.639877;-0.000446;1.001786;1.027503;1.122825;1.073695;0.995272;
3.215287;0.478238;0.999822;1.004906;0.972181;0.254256;0.639649;-0.000196;1.001860;1.027567;1.122880;1.073728;0.995313;
3.225124;0.477739;0.999854;1.005006;0.972345;0.253827;0.639580;0.000048;1.001933;1.027636;1.122939;1.073764;0.995351;
3.234960;0.477337;0.999886;1.005106;0.972499;0.253440;0.639666;0.000287;1.002005;1.027710;1.123003;1.073802;0.995386;
3.254633;0.476826;0.999949;1.005308;0.972771;0.252797;0.640279;0.000746;1.002144;1.027873;1.123144;1.073886;0.995447;
3.272339;0.476691;1.000003;1.005489;0.972977;0.252370;0.641308;0.001138;1.002264;1.028033;1.123282;1.073969;0.995492;
3.290045;0.476851;1.000055;1.005669;0.973144;0.252088;0.642748;0.001506;1.002379;1.028205;1.123430;1.074058;0.995526;
3.307751;0.477288;1.000103;1.005847;0.973275;0.251949;0.644555;0.001850;1.002488;1.028385;1.123586;1.074152;0.995552;
3.323686;0.477901;1.000143;1.006004;0.973361;0.251943;0.646457;0.002139;1.002580;1.028553;1.123731;1.074239;0.995568;
3.338028;0.478615;1.000175;1.006143;0.973414;0.252030;0.648356;0.002382;1.002658;1.028708;1.123864;1.074319;0.995576;
3.350936;0.479376;1.000202;1.006266;0.973444;0.252178;0.650194;0.002585;1.002724;1.028848;1.123986;1.074391;0.995580;
3.363843;0.480237;1.000225;1.006386;0.973456;0.252390;0.652129;0.002776;1.002787;1.028988;1.124107;1.074464;0.995580;
3.376751;0.481184;1.000244;1.006502;0.973454;0.252660;0.654138;0.002953;1.002846;1.029128;1.124228;1.074537;0.995576;
3.389658;0.482206;1.000261;1.006616;0.973437;0.252983;0.656198;0.003118;1.002902;1.029267;1.124348;1.074609;0.995570;
3.401275;0.483178;1.000273;1.006715;0.973410;0.253315;0.658079;0.003256;1.002949;1.029389;1.124454;1.074673;0.995563;
3.412892;0.484190;1.000283;1.006811;0.973374;0.253682;0.659968;0.003384;1.002993;1.029509;1.124558;1.074735;0.995554;
3.424509;0.485230;1.000289;1.006905;0.973329;0.254079;0.661848;0.003503;1.003034;1.029627;1.124660;1.074796;0.995543;
3.436126;0.486290;1.000293;1.006995;0.973277;0.254502;0.663705;0.003613;1.003072;1.029740;1.124758;1.074855;0.995532;
3.447743;0.487359;1.000294;1.007082;0.973218;0.254946;0.665523;0.003715;1.003108;1.029850;1.124853;1.074912;0.995519;
3.459359;0.488428;1.000293;1.007166;0.973155;0.255407;0.667290;0.003811;1.003142;1.029955;1.124944;1.074966;0.995507;
3.470976;0.489488;1.000289;1.007247;0.973087;0.255881;0.668992;0.003899;1.003174;1.030055;1.125031;1.075019;0.995494;
3.482593;0.490529;1.000283;1.007324;0.973017;0.256362;0.670617;0.003982;1.003203;1.030150;1.125114;1.075068;0.995481;
3.494210;0.491543;1.000274;1.007399;0.972945;0.256846;0.672153;0.004059;1.003231;1.030240;1.125192;1.075115;0.995469;
3.505827;0.492522;1.000263;1.007470;0.972873;0.257329;0.673591;0.004132;1.003257;1.030324;1.125265;1.075159;0.995458;
3.517444;0.493458;1.000251;1.007539;0.972801;0.257807;0.674921;0.004202;1.003282;1.030403;1.125333;1.075200;0.995448;
3.529060;0.494345;1.000236;1.007604;0.972731;0.258275;0.676136;0.004269;1.003306;1.030475;1.125396;1.075238;0.995439;
3.540677;0.495176;1.000220;1.007667;0.972663;0.258731;0.677229;0.004333;1.003328;1.030542;1.125454;1.075272;0.995432;
3.552294;0.495945;1.000202;1.007727;0.972599;0.259169;0.678194;0.004396;1.003350;1.030603;1.125507;1.075304;0.995427;
3.563911;0.496647;1.000183;1.007785;0.972540;0.259587;0.679027;0.004459;1.003371;1.030658;1.125554;1.075333;0.995423;
3.575528;0.497278;1.000163;1.007840;0.972487;0.259982;0.679724;0.004522;1.003392;1.030707;1.125597;1.075358;0.995422;
3.587145;0.497834;1.000142;1.007893;0.972439;0.260351;0.680284;0.004586;1.003413;1.030750;1.125634;1.075381;0.995423;
3.598761;0.498312;1.000120;1.007944;0.972399;0.260691;0.680706;0.004651;1.003434;1.030788;1.125667;1.075400;0.995426;
3.610378;0.498711;1.000098;1.007993;0.972366;0.261001;0.680991;0.004718;1.003454;1.030820;1.125695;1.075417;0.995432;
3.621995;0.499028;1.000076;1.008041;0.972341;0.261278;0.681139;0.004788;1.003476;1.030847;1.125718;1.075431;0.995440;
3.633612;0.499263;1.000053;1.008087;0.972325;0.261520;0.681153;0.004861;1.003498;1.030869;1.125738;1.075443;0.995451;
3.645229;0.499416;1.000031;1.008132;0.972318;0.261727;0.681038;0.004937;1.003520;1.030887;1.125753;1.075452;0.995465;
3.668462;0.499480;0.999987;1.008220;0.972332;0.262031;0.680444;0.005104;1.003568;1.030910;1.125773;1.075464;0.995499;
3.689373;0.499272;0.999949;1.008296;0.972378;0.262178;0.679524;0.005269;1.003615;1.030918;1.125781;1.075468;0.995539;
3.710283;0.498829;0.999915;1.008372;0.972453;0.262206;0.678281;0.005450;1.003665;1.030918;1.125780;1.075468;0.995586;
3.729102;0.498245;0.999887;1.008440;0.972547;0.262134;0.676925;0.005627;1.003714;1.030911;1.125774;1.075464;0.995634;
3.746040;0.497585;0.999864;1.008502;0.972650;0.261993;0.675546;0.005798;1.003761;1.030901;1.125766;1.075459;0.995681;
3.762977;0.496814;0.999845;1.008565;0.972771;0.261785;0.674046;0.005980;1.003811;1.030889;1.125756;1.075453;0.995732;
3.778221;0.496039;0.999830;1.008624;0.972893;0.261545;0.672620;0.006153;1.003858;1.030878;1.125746;1.075447;0.995781;
3.793464;0.495199;0.999818;1.008683;0.973027;0.261260;0.671146;0.006334;1.003908;1.030867;1.125736;1.075442;0.995831;
3.807183;0.494400;0.999810;1.008738;0.973155;0.260969;0.669795;0.006503;1.003954;1.030858;1.125729;1.075437;0.995878;
3.820903;0.493570;0.999804;1.008795;0.973291;0.260650;0.668440;0.006677;1.004003;1.030851;1.125722;1.075433;0.995925;
3.834622;0.492719;0.999800;1.008853;0.973433;0.260306;0.667096;0.006857;1.004052;1.030845;1.125717;1.075430;0.995973;
3.848341;0.491857;0.999799;1.008912;0.973580;0.259943;0.665779;0.007042;1.004103;1.030842;1.125715;1.075429;0.996021;
3.862060;0.490994;0.999800;1.008974;0.973730;0.259565;0.664502;0.007230;1.004156;1.030842;1.125715;1.075429;0.996069;
3.875780;0.490139;0.999802;1.009037;0.973882;0.259176;0.663280;0.007421;1.004209;1.030846;1.125717;1.075430;0.996117;
3.889499;0.489300;0.999807;1.009102;0.974036;0.258782;0.662125;0.007615;1.004264;1.030853;1.125723;1.075434;0.996164;
3.903218;0.488487;0.999814;1.009169;0.974189;0.258385;0.661047;0.007811;1.004319;1.030863;1.125733;1.075440;0.996210;
3.916937;0.487708;0.999823;1.009237;0.974341;0.257991;0.660056;0.008008;1.004375;1.030878;1.125746;1.075448;0.996255;
3.930657;0.486969;0.999833;1.009307;0.974491;0.257604;0.659162;0.008206;1.004431;1.030898;1.125763;1.075458;0.996299;
3.944376;0.486277;0.999845;1.009378;0.974638;0.257227;0.658371;0.008403;1.004488;1.030922;1.125783;1.075470;0.996341;
3.958095;0.485638;0.999858;1.009450;0.974781;0.256864;0.657689;0.008599;1.004545;1.030950;1.125808;1.075485;0.996381;
3.971814;0.485057;0.999872;1.009523;0.974919;0.256520;0.657119;0.008794;1.004601;1.030983;1.125836;1.075502;0.996419;
3.985534;0.484539;0.999887;1.009598;0.975050;0.256196;0.656666;0.008987;1.004657;1.031020;1.125869;1.075521;0.996455;
3.999253;0.484085;0.999902;1.009673;0.975176;0.255895;0.656329;0.009177;1.004713;1.031061;1.125905;1.075543;0.996489;
4.012972;0.483699;0.999918;1.009749;0.975294;0.255621;0.656110;0.009363;1.004768;1.031107;1.125944;1.075567;0.996521;
4.026691;0.483383;0.999935;1.009825;0.975405;0.255374;0.656006;0.009546;1.004822;1.031156;1.125987;1.075592;0.996550;
4.040411;0.483137;0.999951;1.009902;0.975507;0.255157;0.656015;0.009724;1.004875;1.031209;1.126033;1.075620;0.996577;
4.054130;0.482960;0.999967;1.009979;0.975602;0.254970;0.656133;0.009897;1.004927;1.031265;1.126082;1.075649;0.996601;
4.081568;0.482811;0.999998;1.010131;0.975765;0.254692;0.656666;0.010228;1.005028;1.031386;1.126187;1.075712;0.996644;
4.106263;0.482896;1.000024;1.010267;0.975883;0.254551;0.657454;0.010507;1.005113;1.031503;1.126289;1.075773;0.996674;
4.130958;0.483171;1.000048;1.010400;0.975974;0.254508;0.658487;0.010766;1.005194;1.031624;1.126395;1.075837;0.996698;
4.153183;0.483561;1.000066;1.010517;0.976034;0.254551;0.659586;0.010983;1.005262;1.031736;1.126492;1.075895;0.996714;
4.173185;0.484011;1.000079;1.010620;0.976072;0.254649;0.660678;0.011164;1.005319;1.031837;1.126580;1.075948;0.996725;
4.191188;0.484482;1.000089;1.010709;0.976094;0.254781;0.661717;0.011317;1.005368;1.031927;1.126659;1.075995;0.996732;
4.209190;0.485000;1.000096;1.010796;0.976107;0.254950;0.662786;0.011460;1.005414;1.032016;1.126736;1.076042;0.996738;
4.225392;0.485498;1.000101;1.010872;0.976110;0.255128;0.663755;0.011581;1.005453;1.032094;1.126804;1.076082;0.996741;
4.241594;0.486014;1.000103;1.010945;0.976108;0.255326;0.664715;0.011695;1.005490;1.032169;1.126870;1.076122;0.996744;
4.257797;0.486538;1.000104;1.011016;0.976100;0.255541;0.665650;0.011803;1.005525;1.032242;1.126933;1.076160;0.996746;
4.273999;0.487061;1.000103;1.011085;0.976090;0.255768;0.666545;0.011906;1.005558;1.032311;1.126993;1.076196;0.996748;
4.290201;0.487575;1.000100;1.011150;0.976076;0.256001;0.667389;0.012003;1.005590;1.032376;1.127050;1.076230;0.996750;
4.306403;0.488069;1.000095;1.011214;0.976062;0.256238;0.668171;0.012097;1.005620;1.032438;1.127104;1.076262;0.996752;
4.322605;0.488536;1.000089;1.011275;0.976047;0.256472;0.668878;0.012187;1.005649;1.032495;1.127154;1.076293;0.996755;
4.338807;0.488970;1.000082;1.011333;0.976033;0.256701;0.669505;0.012274;1.005677;1.032548;1.127200;1.076320;0.996759;
4.355010;0.489363;1.000073;1.011390;0.976021;0.256920;0.670043;0.012360;1.005704;1.032597;1.127243;1.076346;0.996763;
4.371212;0.489710;1.000064;1.011444;0.976012;0.257126;0.670488;0.012444;1.005730;1.032641;1.127282;1.076369;0.996769;
4.387414;0.490007;1.000053;1.011497;0.976006;0.257316;0.670835;0.012528;1.005756;1.032681;1.127316;1.076390;0.996777;
4.403616;0.490251;1.000042;1.011548;0.976005;0.257487;0.671084;0.012612;1.005782;1.032717;1.127348;1.076409;0.996786;
4.419818;0.490437;1.000031;1.011597;0.976009;0.257637;0.671235;0.012697;1.005808;1.032749;1.127375;1.076425;0.996796;
4.436020;0.490566;1.000020;1.011645;0.976019;0.257762;0.671287;0.012784;1.005834;1.032776;1.127400;1.076440;0.996809;
4.452222;0.490637;1.000008;1.011692;0.976034;0.257864;0.671246;0.012872;1.005860;1.032801;1.127421;1.076452;0.996823;
4.468425;0.490650;0.999997;1.011737;0.976056;0.257939;0.671114;0.012963;1.005887;1.032822;1.127439;1.076463;0.996838;
4.500829;0.490511;0.999976;1.011827;0.976120;0.258010;0.670615;0.013153;1.005942;1.032856;1.127469;1.076481;0.996875;
4.529270;0.490222;0.999959;1.011905;0.976196;0.257988;0.669948;0.013330;1.005993;1.032879;1.127489;1.076493;0.996912;
4.557712;0.489798;0.999945;1.011982;0.976291;0.257891;0.669114;0.013516;1.006046;1.032898;1.127505;1.076503;0.996953;
4.582445;0.489338;0.999935;1.012049;0.976387;0.257751;0.668290;0.013686;1.006094;1.032912;1.127518;1.076511;0.996992;
4.604705;0.488868;0.999929;1.012111;0.976482;0.257588;0.667501;0.013845;1.006139;1.032925;1.127529;1.076517;0.997028;
4.624739;0.488412;0.999925;1.012167;0.976575;0.257414;0.666775;0.013992;1.006181;1.032936;1.127539;1.076524;0.997061;
4.644773;0.487938;0.999923;1.012224;0.976672;0.257220;0.666053;0.014143;1.006224;1.032950;1.127551;1.076530;0.997095;
4.664807;0.487455;0.999923;1.012282;0.976772;0.257012;0.665353;0.014297;1.006268;1.032965;1.127564;1.076538;0.997129;
4.684841;0.486976;0.999924;1.012341;0.976874;0.256793;0.664690;0.014453;1.006312;1.032982;1.127579;1.076547;0.997163;
4.704875;0.486510;0.999927;1.012401;0.976977;0.256570;0.664079;0.014611;1.006357;1.033002;1.127596;1.076558;0.997196;
4.724909;0.486067;0.999932;1.012462;0.977080;0.256348;0.663533;0.014769;1.006403;1.033025;1.127616;1.076570;0.997228;
4.744943;0.485656;0.999937;1.012523;0.977180;0.256131;0.663062;0.014927;1.006449;1.033051;1.127639;1.076583;0.997259;
4.764977;0.485284;0.999944;1.012586;0.977278;0.255923;0.662674;0.015084;1.006494;1.033080;1.127665;1.076599;0.997289;
4.785011;0.484958;0.999952;1.012649;0.977371;0.255730;0.662373;0.015239;1.006539;1.033113;1.127693;1.076616;0.997317;
4.805045;0.484681;0.999960;1.012712;0.977460;0.255554;0.662163;0.015392;1.006584;1.033149;1.127725;1.076635;0.997344;
4.825079;0.484455;0.999968;1.012776;0.977543;0.255397;0.662043;0.015541;1.006628;1.033187;1.127759;1.076655;0.997368;
4.845113;0.484284;0.999977;1.012840;0.977619;0.255263;0.662013;0.015687;1.006672;1.033229;1.127795;1.076677;0.997391;
4.865147;0.484167;0.999986;1.012904;0.977690;0.255151;0.662068;0.015828;1.006714;1.033273;1.127833;1.076700;0.997411;
4.885181;0.484103;0.999994;1.012967;0.977753;0.255065;0.662203;0.015965;1.006755;1.033319;1.127874;1.076724;0.997430;
4.925249;0.484123;1.000010;1.013091;0.977860;0.254965;0.662675;0.016223;1.006834;1.033416;1.127958;1.076775;0.997462;
4.958225;0.484272;1.000020;1.013191;0.977928;0.254953;0.663233;0.016420;1.006894;1.033498;1.128030;1.076818;0.997483;
4.987903;0.484489;1.000027;1.013278;0.977975;0.254992;0.663825;0.016585;1.006945;1.033573;1.128096;1.076857;0.997499;
5.014613;0.484736;1.000032;1.013353;0.978008;0.255061;0.664401;0.016724;1.006988;1.033639;1.128153;1.076892;0.997511;
5.038653;0.484986;1.000035;1.013419;0.978031;0.255146;0.664931;0.016842;1.007025;1.033697;1.128204;1.076922;0.997521;
5.062692;0.485250;1.000036;1.013482;0.978049;0.255248;0.665452;0.016954;1.007060;1.033752;1.128253;1.076952;0.997530;
5.086731;0.485517;1.000035;1.013543;0.978064;0.255361;0.665945;0.017060;1.007093;1.033805;1.128299;1.076979;0.997539;
5.110771;0.485775;1.000034;1.013602;0.978076;0.255479;0.666396;0.017162;1.007124;1.033855;1.128342;1.077005;0.997547;
5.134810;0.486014;1.000030;1.013659;0.978088;0.255597;0.666790;0.017260;1.007155;1.033901;1.128383;1.077030;0.997556;
5.158849;0.486226;1.000026;1.013713;0.978100;0.255711;0.667119;0.017356;1.007184;1.033943;1.128420;1.077052;0.997566;
5.182888;0.486403;1.000021;1.013765;0.978114;0.255815;0.667374;0.017450;1.007213;1.033982;1.128454;1.077072;0.997576;
5.206928;0.486539;1.000016;1.013816;0.978131;0.255906;0.667551;0.017542;1.007241;1.034017;1.128485;1.077091;0.997587;
5.230967;0.486632;1.000010;1.013865;0.978151;0.255982;0.667649;0.017635;1.007269;1.034048;1.128512;1.077107;0.997600;
5.255006;0.486680;1.000003;1.013912;0.978175;0.256039;0.667670;0.017727;1.007297;1.034077;1.128537;1.077122;0.997614;
5.279046;0.486681;0.999997;1.013958;0.978204;0.256076;0.667616;0.017821;1.007324;1.034102;1.128559;1.077135;0.997629;
5.303085;0.486638;0.999991;1.014004;0.978238;0.256092;0.667495;0.017916;1.007352;1.034125;1.128579;1.077147;0.997645;
5.335532;0.486513;0.999984;1.014064;0.978291;0.256081;0.667238;0.018048;1.007391;1.034152;1.128603;1.077162;0.997669;
5.367978;0.486322;0.999978;1.014123;0.978352;0.256033;0.666897;0.018182;1.007430;1.034177;1.128625;1.077175;0.997694;
5.400425;0.486077;0.999973;1.014182;0.978421;0.255954;0.666498;0.018321;1.007470;1.034201;1.128646;1.077187;0.997721;
5.429627;0.485825;0.999971;1.014235;0.978488;0.255859;0.666112;0.018448;1.007507;1.034222;1.128664;1.077198;0.997747;
5.458829;0.485554;0.999970;1.014289;0.978559;0.255747;0.665724;0.018578;1.007544;1.034243;1.128682;1.077209;0.997772;
5.485111;0.485305;0.999970;1.014337;0.978625;0.255637;0.665388;0.018695;1.007578;1.034263;1.128700;1.077220;0.997795;
5.511393;0.485060;0.999971;1.014386;0.978691;0.255522;0.665078;0.018814;1.007612;1.034284;1.128719;1.077231;0.997818;
5.537675;0.484828;0.999973;1.014435;0.978758;0.255406;0.664808;0.018932;1.007647;1.034307;1.128739;1.077243;0.997840;
5.563957;0.484616;0.999975;1.014484;0.978822;0.255293;0.664583;0.019049;1.007681;1.034332;1.128761;1.077257;0.997861;
5.590239;0.484430;0.999979;1.014533;0.978885;0.255188;0.664411;0.019165;1.007715;1.034359;1.128784;1.077271;0.997881;
5.616521;0.484273;0.999983;1.014582;0.978944;0.255092;0.664296;0.019279;1.007749;1.034388;1.128809;1.077286;0.997900;
5.642803;0.484149;0.999987;1.014632;0.979000;0.255008;0.664237;0.019391;1.007782;1.034418;1.128836;1.077302;0.997918;
5.669085;0.484060;0.999991;1.014681;0.979051;0.254938;0.664235;0.019499;1.007814;1.034450;1.128864;1.077318;0.997934;
5.695366;0.484004;0.999995;1.014729;0.979099;0.254884;0.664286;0.019604;1.007845;1.034483;1.128893;1.077336;0.997949;
5.747930;0.483987;1.000003;1.014824;0.979180;0.254822;0.664515;0.019803;1.007905;1.034551;1.128953;1.077372;0.997976;
5.794758;0.484061;1.000008;1.014905;0.979237;0.254815;0.664828;0.019967;1.007955;1.034613;1.129007;1.077404;0.997996;
5.836904;0.484179;1.000011;1.014976;0.979280;0.254842;0.665158;0.020104;1.007997;1.034668;1.129056;1.077433;0.998012;
5.874835;0.484309;1.000012;1.015036;0.979311;0.254886;0.665463;0.020220;1.008032;1.034716;1.129097;1.077458;0.998025;
5.908972;0.484432;1.000012;1.015089;0.979337;0.254935;0.665721;0.020319;1.008062;1.034756;1.129133;1.077480;0.998036;
5.943110;0.484547;1.000010;1.015139;0.979360;0.254989;0.665947;0.020414;1.008091;1.034794;1.129166;1.077499;0.998047;
5.977248;0.484646;1.000008;1.015187;0.979383;0.255041;0.666128;0.020506;1.008119;1.034829;1.129196;1.077518;0.998058;
6.011386;0.484720;1.000006;1.015233;0.979407;0.255087;0.666255;0.020595;1.008146;1.034861;1.129224;1.077535;0.998069;
6.045524;0.484764;1.000003;1.015278;0.979432;0.255122;0.666324;0.020683;1.008173;1.034890;1.129250;1.077550;0.998082;
6.079661;0.484774;0.999999;1.015321;0.979460;0.255144;0.666335;0.020771;1.008199;1.034916;1.129273;1.077564;0.998095;
6.113799;0.484751;0.999996;1.015363;0.979492;0.255151;0.666291;0.020858;1.008225;1.034940;1.129294;1.077576;0.998109;
6.147937;0.484695;0.999993;1.015404;0.979527;0.255143;0.666200;0.020946;1.008250;1.034962;1.129313;1.077588;0.998123;
6.182075;0.484611;0.999991;1.015444;0.979564;0.255120;0.666072;0.021035;1.008276;1.034982;1.129331;1.077599;0.998139;
6.216212;0.484505;0.999989;1.015484;0.979605;0.255083;0.665918;0.021124;1.008303;1.035002;1.129349;1.077609;0.998155;
6.250350;0.484383;0.999988;1.015523;0.979648;0.255036;0.665751;0.021214;1.008329;1.035021;1.129365;1.077619;0.998171;
6.284488;0.484252;0.999987;1.015563;0.979693;0.254980;0.665584;0.021304;1.008355;1.035041;1.129382;1.077629;0.998187;
6.318626;0.484120;0.999988;1.015602;0.979738;0.254919;0.665427;0.021395;1.008382;1.035060;1.129400;1.077640;0.998203;
6.352763;0.483994;0.999989;1.015641;0.979783;0.254857;0.665290;0.021484;1.008408;1.035081;1.129418;1.077651;0.998219;
6.386901;0.483880;0.999990;1.015679;0.979827;0.254796;0.665181;0.021573;1.008434;1.035102;1.129437;1.077662;0.998234;
6.421039;0.483782;0.999992;1.015718;0.979869;0.254740;0.665105;0.021660;1.008460;1.035125;1.129456;1.077674;0.998248;
6.455177;0.483704;0.999994;1.015756;0.979909;0.254691;0.665065;0.021745;1.008485;1.035148;1.129477;1.077686;0.998262;
6.489315;0.483647;0.999996;1.015794;0.979946;0.254650;0.665061;0.021828;1.008509;1.035172;1.129498;1.077699;0.998274;
6.523452;0.483612;0.999998;1.015831;0.979980;0.254619;0.665089;0.021908;1.008533;1.035197;1.129520;1.077712;0.998286;
6.591728;0.483596;1.000001;1.015903;0.980040;0.254586;0.665216;0.022059;1.008578;1.035247;1.129564;1.077738;0.998307;
6.651024;0.483629;1.000003;1.015963;0.980083;0.254584;0.665377;0.022180;1.008615;1.035290;1.129601;1.077761;0.998323;
6.710321;0.483683;1.000004;1.016019;0.980120;0.254599;0.665547;0.022293;1.008649;1.035330;1.129637;1.077782;0.998337;
6.761666;0.483733;1.000003;1.016066;0.980149;0.254619;0.665679;0.022386;1.008677;1.035363;1.129666;1.077800;0.998349;
6.807877;0.483769;1.000002;1.016106;0.980175;0.254638;0.665769;0.022466;1.008701;1.035391;1.129690;1.077814;0.998360;
6.854088;0.483789;1.000001;1.016145;0.980200;0.254652;0.665825;0.022544;1.008724;1.035416;1.129713;1.077828;0.998371;
6.900299;0.483789;0.999999;1.016181;0.980227;0.254659;0.665843;0.022619;1.008747;1.035439;1.129733;1.077840;0.998382;
6.946509;0.483768;0.999998;1.016217;0.980255;0.254657;0.665827;0.022694;1.008769;1.035461;1.129752;1.077851;0.998394;
6.992720;0.483728;0.999996;1.016252;0.980284;0.254646;0.665781;0.022768;1.008791;1.035481;1.129769;1.077861;0.998405;
7.050695;0.483654;0.999995;1.016294;0.980324;0.254619;0.665694;0.022861;1.008818;1.035504;1.129790;1.077874;0.998421;
7.108669;0.483565;0.999995;1.016335;0.980365;0.254582;0.665593;0.022953;1.008845;1.035527;1.129810;1.077886;0.998436;
7.166644;0.483472;0.999995;1.016376;0.980406;0.254538;0.665497;0.023043;1.008872;1.035549;1.129829;1.077898;0.998451;
7.224618;0.483387;0.999995;1.016415;0.980447;0.254494;0.665422;0.023131;1.008898;1.035572;1.129849;1.077910;0.998466;
7.282593;0.483316;0.999997;1.016454;0.980485;0.254455;0.665378;0.023217;1.008923;1.035595;1.129870;1.077922;0.998479;
7.340567;0.483266;0.999998;1.016492;0.980521;0.254422;0.665369;0.023299;1.008948;1.035619;1.129891;1.077935;0.998492;
7.398542;0.483237;0.999999;1.016529;0.980554;0.254399;0.665390;0.023378;1.008971;1.035643;1.129912;1.077947;0.998504;
7.456517;0.483226;1.000000;1.016565;0.980583;0.254385;0.665436;0.023453;1.008994;1.035667;1.129933;1.077960;0.998514;
7.514491;0.483228;1.000001;1.016599;0.980609;0.254380;0.665494;0.023523;1.009015;1.035691;1.129954;1.077972;0.998524;
7.572466;0.483238;1.000001;1.016631;0.980633;0.254381;0.665555;0.023590;1.009035;1.035713;1.129973;1.077984;0.998533;
7.630440;0.483248;1.000001;1.016663;0.980655;0.254384;0.665607;0.023654;1.009054;1.035734;1.129992;1.077995;0.998542;
7.688415;0.483249;1.000000;1.016692;0.980676;0.254386;0.665634;0.023714;1.009072;1.035753;1.130009;1.078005;0.998551;
7.740592;0.483240;0.999999;1.016717;0.980696;0.254384;0.665642;0.023766;1.009087;1.035769;1.130022;1.078013;0.998558;
7.787551;0.483226;0.999999;1.016739;0.980714;0.254379;0.665637;0.023813;1.009101;1.035782;1.130034;1.078021;0.998566;
