time;NETWORK_TFO_i_a;NETWORK_B1_v_a;
0.016420;0.153940;0.287610;
0.016430;0.154938;0.289636;
0.016440;0.155935;0.291658;
0.016450;0.156930;0.293678;
0.016460;0.157924;0.295695;
0.016470;0.158916;0.297709;
0.016480;0.159907;0.299720;
0.016490;0.160896;0.301728;
0.016500;0.161884;0.303733;
0.016510;0.162870;0.305735;
0.016520;0.163854;0.307734;
0.016530;0.164837;0.309730;
0.016540;0.165818;0.311723;
0.016550;0.166798;0.313712;
0.016560;0.167775;0.315699;
0.016570;0.168752;0.317683;
0.016580;0.169726;0.319663;
0.016590;0.170699;0.321641;
0.016600;0.171670;0.323615;
0.016610;0.172640;0.325586;
0.016620;0.173607;0.327553;
0.016630;0.174573;0.329518;
0.016640;0.175538;0.331479;
0.016650;0.176500;0.333437;
0.016660;0.177461;0.335392;
0.016670;0.178420;0.337343;
0.016680;0.179378;0.339291;
0.016690;0.180333;0.341236;
0.016700;0.181287;0.343177;
0.016710;0.182239;0.345115;
0.016720;0.183189;0.347050;
0.016730;0.184137;0.348981;
0.016740;0.185084;0.350909;
0.016750;0.186029;0.352833;
0.016760;0.186972;0.354754;
0.016770;0.187913;0.356671;
0.016780;0.188852;0.358585;
0.016790;0.189789;0.360495;
0.016800;0.190725;0.362401;
0.016810;0.191658;0.364304;
0.016820;0.192590;0.366204;
0.016830;0.193520;0.368100;
0.016840;0.194448;0.369992;
0.016850;0.195374;0.371880;
0.016860;0.196298;0.373765;
0.016870;0.197220;0.375646;
0.016880;0.198140;0.377524;
0.016890;0.199058;0.379398;
0.016900;0.199974;0.381268;
0.016910;0.200889;0.383134;
0.016920;0.201801;0.384996;
0.016930;0.202711;0.386855;
0.016940;0.203620;0.388710;
0.016950;0.204526;0.390561;
0.016960;0.205430;0.392408;
0.016970;0.206332;0.394251;
0.016980;0.207232;0.396091;
0.016990;0.208131;0.397926;
0.017000;0.209027;0.399758;
0.017010;0.209921;0.401585;
0.017020;0.210813;0.403409;
0.017030;0.211703;0.405229;
0.017040;0.212590;0.407044;
0.017050;0.213476;0.408856;
0.017060;0.214360;0.410663;
0.017070;0.215241;0.412467;
0.017080;0.216120;0.414266;
0.017090;0.216998;0.416062;
0.017100;0.217873;0.417853;
0.017110;0.218746;0.419640;
0.017120;0.219616;0.421423;
0.017130;0.220485;0.423202;
0.017140;0.221351;0.424977;
0.017150;0.222216;0.426747;
0.017160;0.223078;0.428514;
0.017170;0.223937;0.430276;
0.017180;0.224795;0.432033;
0.017190;0.225651;0.433787;
0.017200;0.226504;0.435536;
0.017210;0.227355;0.437281;
0.017220;0.228203;0.439022;
0.017230;0.229050;0.440758;
0.017240;0.229894;0.442490;
0.017250;0.230736;0.444218;
0.017260;0.231576;0.445941;
0.017270;0.232413;0.447660;
0.017280;0.233248;0.449374;
0.017290;0.234081;0.451084;
0.017300;0.234911;0.452790;
0.017310;0.235739;0.454491;
0.017320;0.236565;0.456187;
0.017330;0.237389;0.457879;
0.017340;0.238210;0.459567;
0.017350;0.239028;0.461250;
0.017360;0.239845;0.462928;
0.017370;0.240659;0.464602;
0.017380;0.241471;0.466271;
0.017390;0.242280;0.467936;
0.017400;0.243087;0.469596;
0.017410;0.243891;0.471252;
0.017420;0.244693;0.472902;
0.017430;0.245493;0.474548;
0.017440;0.246290;0.476190;
0.017450;0.247085;0.477827;
0.017460;0.247878;0.479459;
0.017470;0.248667;0.481086;
0.017480;0.249455;0.482708;
0.017490;0.250240;0.484326;
0.017500;0.251023;0.485939;
0.017510;0.251803;0.487547;
0.017520;0.252580;0.489151;
0.017530;0.253355;0.490749;
0.017540;0.254128;0.492343;
0.017550;0.254898;0.493932;
0.017560;0.255666;0.495516;
0.017570;0.256431;0.497095;
0.017580;0.257193;0.498669;
0.017590;0.257953;0.500238;
0.017600;0.258711;0.501803;
0.017610;0.259465;0.503362;
0.017620;0.260218;0.504916;
0.017630;0.260967;0.506466;
0.017640;0.261715;0.508010;
0.017650;0.262459;0.509550;
0.017660;0.263201;0.511084;
0.017670;0.263941;0.512613;
0.017680;0.264677;0.514138;
0.017690;0.265412;0.515657;
0.017700;0.266143;0.517171;
0.017710;0.266872;0.518680;
0.017720;0.267598;0.520184;
0.017730;0.268322;0.521683;
0.017740;0.269043;0.523176;
0.017750;0.269762;0.524665;
0.017760;0.270477;0.526148;
0.017770;0.271190;0.527626;
0.017780;0.271901;0.529099;
0.017790;0.272608;0.530566;
0.017800;0.273313;0.532029;
0.017810;0.274016;0.533486;
0.017820;0.274715;0.534938;
0.017830;0.275412;0.536384;
0.017840;0.276106;0.537826;
0.017850;0.276798;0.539262;
0.017860;0.277486;0.540692;
0.017870;0.278172;0.542118;
0.017880;0.278855;0.543538;
0.017890;0.279536;0.544952;
0.017900;0.280214;0.546362;
0.017910;0.280889;0.547765;
0.017920;0.281561;0.549164;
0.017930;0.282230;0.550557;
0.017940;0.282897;0.551945;
0.017950;0.283560;0.553327;
0.017960;0.284221;0.554703;
0.017970;0.284880;0.556075;
0.017980;0.285535;0.557440;
0.017990;0.286188;0.558801;
0.018000;0.286837;0.560155;
0.018010;0.287484;0.561504;
0.018020;0.288128;0.562848;
0.018030;0.288770;0.564186;
0.018040;0.289408;0.565519;
0.018050;0.290043;0.566846;
0.018060;0.290676;0.568167;
0.018070;0.291306;0.569483;
0.018080;0.291933;0.570793;
0.018090;0.292557;0.572097;
0.018100;0.293178;0.573396;
0.018110;0.293796;0.574689;
0.018120;0.294412;0.575977;
0.018130;0.295024;0.577259;
0.018140;0.295634;0.578535;
0.018150;0.296240;0.579805;
0.018160;0.296844;0.581070;
0.018170;0.297445;0.582329;
0.018180;0.298043;0.583582;
0.018190;0.298637;0.584829;
0.018200;0.299229;0.586071;
0.018210;0.299818;0.587307;
0.018220;0.300404;0.588537;
0.018230;0.300988;0.589761;
0.018240;0.301568;0.590980;
0.018250;0.302145;0.592192;
0.018260;0.302719;0.593399;
0.018270;0.303290;0.594600;
0.018280;0.303858;0.595795;
0.018290;0.304423;0.596984;
0.018300;0.304985;0.598168;
0.018310;0.305545;0.599345;
0.018320;0.306101;0.600516;
0.018330;0.306654;0.601682;
0.018340;0.307204;0.602842;
0.018350;0.307751;0.603995;
0.018360;0.308295;0.605143;
0.018370;0.308836;0.606285;
0.018380;0.309374;0.607420;
0.018390;0.309909;0.608550;
0.018400;0.310441;0.609674;
0.018410;0.310969;0.610792;
0.018420;0.311495;0.611903;
0.018430;0.312018;0.613009;
0.018440;0.312537;0.614109;
0.018450;0.313054;0.615202;
0.018460;0.313567;0.616290;
0.018470;0.314077;0.617371;
0.018480;0.314584;0.618446;
0.018490;0.315088;0.619515;
0.018500;0.315589;0.620578;
0.018510;0.316087;0.621635;
0.018520;0.316582;0.622686;
0.018530;0.317073;0.623731;
0.018540;0.317562;0.624769;
0.018550;0.318047;0.625802;
0.018560;0.318529;0.626828;
0.018570;0.319008;0.627848;
0.018580;0.319484;0.628862;
0.018590;0.319957;0.629869;
0.018600;0.320427;0.630871;
0.018610;0.320893;0.631866;
0.018620;0.321356;0.632855;
0.018630;0.321816;0.633837;
0.018640;0.322273;0.634814;
0.018650;0.322727;0.635784;
0.018660;0.323177;0.636748;
0.018670;0.323625;0.637705;
0.018680;0.324069;0.638657;
0.018690;0.324510;0.639601;
0.018700;0.324948;0.640540;
0.018710;0.325382;0.641472;
0.018720;0.325813;0.642398;
0.018730;0.326242;0.643318;
0.018740;0.326666;0.644231;
0.018750;0.327088;0.645138;
0.018760;0.327507;0.646039;
0.018770;0.327922;0.646933;
0.018780;0.328334;0.647821;
0.018790;0.328742;0.648703;
0.018800;0.329148;0.649578;
0.018810;0.329550;0.650446;
0.018820;0.329949;0.651308;
0.018830;0.330345;0.652164;
0.018840;0.330737;0.653014;
0.018850;0.331127;0.653856;
0.018860;0.331512;0.654693;
0.018870;0.331895;0.655523;
0.018880;0.332275;0.656346;
0.018890;0.332651;0.657163;
0.018900;0.333023;0.657974;
0.018910;0.333393;0.658778;
0.018920;0.333759;0.659576;
0.018930;0.334122;0.660367;
0.018940;0.334482;0.661151;
0.018950;0.334838;0.661929;
0.018960;0.335191;0.662701;
0.018970;0.335541;0.663465;
0.018980;0.335887;0.664224;
0.018990;0.336231;0.664976;
0.019000;0.336570;0.665721;
0.019010;0.336907;0.666460;
0.019020;0.337240;0.667192;
0.019030;0.337570;0.667917;
0.019040;0.337896;0.668636;
0.019050;0.338219;0.669349;
0.019060;0.338539;0.670054;
0.019070;0.338856;0.670753;
0.019080;0.339169;0.671446;
0.019090;0.339479;0.672132;
0.019100;0.339785;0.672811;
0.019110;0.340088;0.673484;
0.019120;0.340388;0.674150;
0.019130;0.340684;0.674809;
0.019140;0.340977;0.675461;
0.019150;0.341267;0.676107;
0.019160;0.341553;0.676747;
0.019170;0.341836;0.677379;
0.019180;0.342116;0.678005;
0.019190;0.342392;0.678625;
0.019200;0.342664;0.679237;
0.019210;0.342934;0.679843;
0.019220;0.343200;0.680442;
0.019230;0.343462;0.681034;
0.019240;0.343722;0.681620;
0.019250;0.343978;0.682199;
0.019260;0.344230;0.682771;
0.019270;0.344479;0.683337;
0.019280;0.344725;0.683896;
0.019290;0.344967;0.684448;
0.019300;0.345206;0.684993;
0.019310;0.345441;0.685531;
0.019320;0.345673;0.686063;
0.019330;0.345902;0.686588;
0.019340;0.346127;0.687106;
0.019350;0.346349;0.687617;
0.019360;0.346567;0.688122;
0.019370;0.346782;0.688620;
0.019380;0.346994;0.689111;
0.019390;0.347202;0.689595;
0.019400;0.347406;0.690072;
0.019410;0.347607;0.690543;
0.019420;0.347805;0.691007;
0.019430;0.348000;0.691464;
0.019440;0.348191;0.691914;
0.019450;0.348378;0.692357;
0.019460;0.348562;0.692794;
0.019470;0.348743;0.693223;
0.019480;0.348920;0.693646;
0.019490;0.349094;0.694062;
0.019500;0.349264;0.694471;
0.019510;0.349431;0.694873;
0.019520;0.349594;0.695269;
0.019530;0.349754;0.695657;
0.019540;0.349911;0.696039;
0.019550;0.350064;0.696414;
0.019560;0.350213;0.696782;
0.019570;0.350359;0.697143;
0.019580;0.350502;0.697497;
0.019590;0.350641;0.697844;
0.019600;0.350777;0.698185;
0.019610;0.350909;0.698518;
0.019620;0.351038;0.698845;
0.019630;0.351163;0.699164;
0.019640;0.351285;0.699477;
0.019650;0.351404;0.699783;
0.019660;0.351519;0.700082;
0.019670;0.351630;0.700374;
0.019680;0.351738;0.700659;
0.019690;0.351843;0.700938;
0.019700;0.351944;0.701209;
0.019710;0.352041;0.701473;
0.019720;0.352136;0.701731;
0.019730;0.352226;0.701981;
0.019740;0.352313;0.702225;
0.019750;0.352397;0.702462;
0.019760;0.352477;0.702691;
0.019770;0.352554;0.702914;
0.019780;0.352627;0.703130;
0.019790;0.352697;0.703339;
0.019800;0.352763;0.703541;
0.019810;0.352826;0.703736;
0.019820;0.352885;0.703924;
0.019830;0.352941;0.704106;
0.019840;0.352994;0.704280;
0.019850;0.353043;0.704447;
0.019860;0.353088;0.704607;
0.019870;0.353130;0.704761;
0.019880;0.353168;0.704907;
0.019890;0.353203;0.705047;
0.019900;0.353235;0.705179;
0.019910;0.353263;0.705305;
0.019920;0.353287;0.705423;
0.019930;0.353308;0.705535;
0.019940;0.353326;0.705640;
0.019950;0.353340;0.705737;
0.019960;0.353350;0.705828;
0.019970;0.353357;0.705912;
0.019980;0.353361;0.705989;
0.019990;0.353361;0.706058;
0.020000;0.353358;0.706121;
0.020010;0.353351;0.706177;
0.020020;0.353340;0.706226;
0.020030;0.353326;0.706268;
0.020040;0.353309;0.706303;
0.020050;0.353288;0.706331;
0.020060;0.353264;0.706352;
0.020070;0.353236;0.706366;
0.020080;0.353205;0.706373;
0.020090;0.353170;0.706373;
0.020100;0.353132;0.706366;
0.020110;0.353090;0.706353;
0.020120;0.353045;0.706332;
0.020130;0.352996;0.706304;
0.020140;0.352944;0.706269;
0.020150;0.352888;0.706228;
0.020160;0.352829;0.706179;
0.020170;0.352766;0.706123;
0.020180;0.352700;0.706061;
0.020190;0.352630;0.705991;
0.020200;0.352557;0.705915;
0.020210;0.352481;0.705831;
0.020220;0.352400;0.705741;
0.020230;0.352317;0.705643;
0.020240;0.352230;0.705539;
0.020250;0.352139;0.705427;
0.020260;0.352045;0.705309;
0.020270;0.351948;0.705184;
0.020280;0.351847;0.705051;
0.020290;0.351743;0.704912;
0.020300;0.351635;0.704766;
0.020310;0.351523;0.704613;
0.020320;0.351409;0.704453;
0.020330;0.351290;0.704286;
0.020340;0.351169;0.704112;
0.020350;0.351043;0.703931;
0.020360;0.350915;0.703743;
0.020370;0.350783;0.703548;
0.020380;0.350647;0.703346;
0.020390;0.350508;0.703138;
0.020400;0.350365;0.702922;
0.020410;0.350219;0.702699;
0.020420;0.350070;0.702470;
0.020430;0.349917;0.702233;
0.020440;0.349761;0.701990;
0.020450;0.349601;0.701740;
0.020460;0.349438;0.701482;
0.020470;0.349271;0.701218;
0.020480;0.349101;0.700947;
0.020490;0.348927;0.700669;
0.020500;0.348750;0.700384;
0.020510;0.348570;0.700092;
0.020520;0.348386;0.699794;
0.020530;0.348198;0.699488;
0.020540;0.348008;0.699175;
0.020550;0.347813;0.698856;
0.020560;0.347616;0.698530;
0.020570;0.347415;0.698196;
0.020580;0.347210;0.697856;
0.020590;0.347002;0.697509;
0.020600;0.346791;0.697155;
0.020610;0.346576;0.696795;
0.020620;0.346358;0.696427;
0.020630;0.346136;0.696052;
0.020640;0.345911;0.695671;
0.020650;0.345683;0.695283;
0.020660;0.345451;0.694887;
0.020670;0.345216;0.694485;
0.020680;0.344977;0.694077;
0.020690;0.344735;0.693661;
0.020700;0.344489;0.693238;
0.020710;0.344240;0.692809;
0.020720;0.343988;0.692373;
0.020730;0.343732;0.691930;
0.020740;0.343473;0.691480;
0.020750;0.343211;0.691023;
0.020760;0.342945;0.690560;
0.020770;0.342676;0.690089;
0.020780;0.342403;0.689612;
0.020790;0.342127;0.689128;
0.020800;0.341848;0.688637;
0.020810;0.341565;0.688140;
0.020820;0.341279;0.687635;
0.020830;0.340989;0.687124;
0.020840;0.340697;0.686606;
0.020850;0.340400;0.686082;
0.020860;0.340101;0.685550;
0.020870;0.339798;0.685012;
0.020880;0.339492;0.684467;
0.020890;0.339182;0.683915;
0.020900;0.338869;0.683357;
0.020910;0.338553;0.682791;
0.020920;0.338233;0.682219;
0.020930;0.337910;0.681641;
0.020940;0.337584;0.681055;
0.020950;0.337254;0.680463;
0.020960;0.336921;0.679864;
0.020970;0.336584;0.679259;
0.020980;0.336245;0.678646;
0.020990;0.335902;0.678027;
0.021000;0.335556;0.677402;
0.021010;0.335206;0.676769;
0.021020;0.334853;0.676130;
0.021030;0.334497;0.675484;
0.021040;0.334137;0.674832;
0.021050;0.333775;0.674173;
0.021060;0.333408;0.673507;
0.021070;0.333039;0.672835;
0.021080;0.332666;0.672156;
0.021090;0.332290;0.671470;
0.021100;0.331911;0.670778;
0.021110;0.331529;0.670079;
0.021120;0.331143;0.669374;
0.021130;0.330754;0.668661;
0.021140;0.330361;0.667943;
0.021150;0.329966;0.667217;
0.021160;0.329567;0.666486;
0.021170;0.329165;0.665747;
0.021180;0.328759;0.665002;
0.021190;0.328351;0.664250;
0.021200;0.327939;0.663492;
0.021210;0.327524;0.662728;
0.021220;0.327106;0.661956;
0.021230;0.326684;0.661179;
0.021240;0.326259;0.660394;
0.021250;0.325831;0.659604;
0.021260;0.325400;0.658806;
0.021270;0.324966;0.658002;
0.021280;0.324528;0.657192;
0.021290;0.324087;0.656375;
0.021300;0.323643;0.655552;
0.021310;0.323196;0.654722;
0.021320;0.322746;0.653886;
0.021330;0.322292;0.653043;
0.021340;0.321835;0.652194;
0.021350;0.321375;0.651339;
0.021360;0.320912;0.650477;
0.021370;0.320446;0.649608;
0.021380;0.319977;0.648733;
0.021390;0.319504;0.647852;
0.021400;0.319028;0.646965;
0.021410;0.318549;0.646071;
0.021420;0.318067;0.645170;
0.021430;0.317582;0.644264;
0.021440;0.317094;0.643350;
0.021450;0.316602;0.642431;
0.021460;0.316108;0.641505;
0.021470;0.315610;0.640573;
0.021480;0.315109;0.639635;
0.021490;0.314605;0.638690;
0.021500;0.314098;0.637739;
0.021510;0.313588;0.636782;
0.021520;0.313075;0.635818;
0.021530;0.312559;0.634848;
0.021540;0.312039;0.633872;
0.021550;0.311517;0.632889;
0.021560;0.310991;0.631901;
0.021570;0.310463;0.630906;
0.021580;0.309931;0.629905;
0.021590;0.309396;0.628897;
0.021600;0.308859;0.627884;
0.021610;0.308318;0.626864;
0.021620;0.307774;0.625838;
0.021630;0.307227;0.624806;
0.021640;0.306677;0.623768;
0.021650;0.306124;0.622723;
0.021660;0.305568;0.621673;
0.021670;0.305009;0.620616;
0.021680;0.304447;0.619553;
0.021690;0.303882;0.618484;
0.021700;0.303314;0.617409;
0.021710;0.302743;0.616328;
0.021720;0.302169;0.615240;
0.021730;0.301592;0.614147;
0.021740;0.301012;0.613048;
0.021750;0.300429;0.611942;
0.021760;0.299843;0.610831;
0.021770;0.299254;0.609713;
0.021780;0.298662;0.608590;
0.021790;0.298068;0.607460;
0.021800;0.297470;0.606325;
0.021810;0.296869;0.605183;
0.021820;0.296266;0.604036;
0.021830;0.295659;0.602882;
0.021840;0.295050;0.601723;
0.021850;0.294437;0.600558;
0.021860;0.293822;0.599386;
0.021870;0.293204;0.598209;
0.021880;0.292583;0.597026;
0.021890;0.291959;0.595837;
0.021900;0.291332;0.594642;
0.021910;0.290703;0.593442;
0.021920;0.290070;0.592235;
0.021930;0.289435;0.591023;
0.021940;0.288796;0.589804;
0.021950;0.288155;0.588580;
0.021960;0.287511;0.587350;
0.021970;0.286864;0.586115;
0.021980;0.286215;0.584873;
0.021990;0.285562;0.583626;
0.022000;0.284907;0.582373;
0.022010;0.284249;0.581114;
0.022020;0.283588;0.579850;
0.022030;0.282924;0.578580;
0.022040;0.282258;0.577304;
0.022050;0.281589;0.576022;
0.022060;0.280917;0.574735;
0.022070;0.280242;0.573442;
0.022080;0.279564;0.572143;
0.022090;0.278884;0.570839;
0.022100;0.278201;0.569529;
0.022110;0.277515;0.568213;
0.022120;0.276826;0.566892;
0.022130;0.276135;0.565566;
0.022140;0.275441;0.564233;
0.022150;0.274744;0.562895;
0.022160;0.274045;0.561552;
0.022170;0.273343;0.560203;
0.022180;0.272638;0.558848;
0.022190;0.271930;0.557488;
0.022200;0.271220;0.556123;
0.022210;0.270507;0.554752;
0.022220;0.269792;0.553375;
0.022230;0.269073;0.551993;
0.022240;0.268352;0.550606;
0.022250;0.267629;0.549213;
0.022260;0.266903;0.547815;
0.022270;0.266174;0.546411;
0.022280;0.265442;0.545002;
0.022290;0.264708;0.543588;
0.022300;0.263972;0.542168;
0.022310;0.263232;0.540743;
0.022320;0.262490;0.539312;
0.022330;0.261746;0.537876;
0.022340;0.260999;0.536435;
0.022350;0.260249;0.534989;
0.022360;0.259497;0.533537;
0.022370;0.258742;0.532080;
0.022380;0.257985;0.530618;
0.022390;0.257225;0.529151;
0.022400;0.256463;0.527678;
0.022410;0.255698;0.526200;
0.022420;0.254930;0.524717;
0.022430;0.254160;0.523229;
0.022440;0.253388;0.521735;
0.022450;0.252613;0.520237;
0.022460;0.251835;0.518733;
0.022470;0.251055;0.517224;
0.022480;0.250273;0.515710;
0.022490;0.249488;0.514191;
0.022500;0.248700;0.512667;
0.022510;0.247911;0.511138;
0.022520;0.247118;0.509604;
0.022530;0.246324;0.508065;
0.022540;0.245526;0.506520;
0.022550;0.244727;0.504971;
0.022560;0.243925;0.503417;
0.022570;0.243120;0.501858;
0.022580;0.242314;0.500294;
0.022590;0.241504;0.498724;
0.022600;0.240693;0.497150;
0.022610;0.239879;0.495572;
0.022620;0.239063;0.493988;
0.022630;0.238244;0.492399;
0.022640;0.237423;0.490806;
0.022650;0.236600;0.489207;
0.022660;0.235774;0.487604;
0.022670;0.234946;0.485996;
0.022680;0.234115;0.484383;
0.022690;0.233283;0.482765;
0.022700;0.232448;0.481143;
0.022710;0.231611;0.479516;
0.022720;0.230771;0.477884;
0.022730;0.229929;0.476248;
0.022740;0.229085;0.474606;
0.022750;0.228239;0.472960;
0.022760;0.227390;0.471310;
0.022770;0.226539;0.469655;
0.022780;0.225686;0.467995;
0.022790;0.224831;0.466330;
0.022800;0.223973;0.464661;
0.022810;0.223114;0.462987;
0.022820;0.222252;0.461309;
0.022830;0.221388;0.459626;
0.022840;0.220521;0.457939;
0.022850;0.219653;0.456247;
0.022860;0.218782;0.454551;
0.022870;0.217909;0.452850;
0.022880;0.217034;0.451144;
0.022890;0.216157;0.449435;
0.022900;0.215278;0.447720;
0.022910;0.214397;0.446002;
0.022920;0.213513;0.444279;
0.022930;0.212627;0.442551;
0.022940;0.211740;0.440819;
0.022950;0.210850;0.439083;
0.022960;0.209958;0.437343;
0.022970;0.209064;0.435598;
0.022980;0.208168;0.433849;
0.022990;0.207270;0.432095;
0.023000;0.206370;0.430338;
0.023010;0.205468;0.428576;
0.023020;0.204564;0.426810;
0.023030;0.203657;0.425039;
0.023040;0.202749;0.423265;
0.023050;0.201839;0.421486;
0.023060;0.200927;0.419703;
0.023070;0.200013;0.417916;
0.023080;0.199097;0.416125;
0.023090;0.198178;0.414330;
0.023100;0.197258;0.412530;
0.023110;0.196336;0.410727;
0.023120;0.195412;0.408920;
0.023130;0.194486;0.407108;
0.023140;0.193559;0.405293;
0.023150;0.192629;0.403473;
0.023160;0.191697;0.401650;
0.023170;0.190764;0.399822;
0.023180;0.189828;0.397991;
0.023190;0.188891;0.396155;
0.023200;0.187952;0.394316;
0.023210;0.187011;0.392473;
0.023220;0.186068;0.390626;
0.023230;0.185124;0.388775;
0.023240;0.184177;0.386920;
0.023250;0.183229;0.385062;
0.023260;0.182279;0.383200;
0.023270;0.181327;0.381333;
0.023280;0.180373;0.379464;
0.023290;0.179418;0.377590;
0.023300;0.178460;0.375713;
0.023310;0.177501;0.373832;
0.023320;0.176541;0.371947;
0.023330;0.175578;0.370058;
0.023340;0.174614;0.368166;
0.023350;0.173648;0.366271;
0.023360;0.172680;0.364371;
0.023370;0.171711;0.362468;
0.023380;0.170740;0.360562;
0.023390;0.169767;0.358652;
0.023400;0.168792;0.356738;
0.023410;0.167816;0.354821;
0.023420;0.166839;0.352901;
0.023430;0.165859;0.350977;
0.023440;0.164878;0.349049;
0.023450;0.163895;0.347118;
0.023460;0.162911;0.345184;
0.023470;0.161925;0.343246;
0.023480;0.160938;0.341304;
0.023490;0.159949;0.339360;
0.023500;0.158958;0.337412;
0.023510;0.157966;0.335461;
0.023520;0.156972;0.333506;
0.023530;0.155977;0.331548;
0.023540;0.154980;0.329587;
0.023550;0.153981;0.327623;
0.023560;0.152981;0.325655;
0.023570;0.151980;0.323684;
0.023580;0.150977;0.321710;
0.023590;0.149973;0.319733;
0.023600;0.148967;0.317753;
0.023610;0.147959;0.315769;
0.023620;0.146950;0.313783;
0.023630;0.145940;0.311793;
0.023640;0.144928;0.309800;
0.023650;0.143915;0.307804;
0.023660;0.142901;0.305805;
0.023670;0.141885;0.303803;
0.023680;0.140867;0.301798;
0.023690;0.139848;0.299791;
0.023700;0.138828;0.297780;
0.023710;0.137807;0.295766;
0.023720;0.136784;0.293749;
0.023730;0.135760;0.291730;
0.023740;0.134734;0.289707;
0.023750;0.133707;0.287682;
0.023760;0.132679;0.285654;
0.023770;0.131649;0.283623;
0.023780;0.130618;0.281589;
0.023790;0.129586;0.279552;
0.023800;0.128553;0.277513;
0.023810;0.127518;0.275471;
0.023820;0.126482;0.273426;
0.023830;0.125445;0.271379;
0.023840;0.124407;0.269328;
0.023850;0.123367;0.267276;
0.023860;0.122326;0.265220;
0.023870;0.121284;0.263162;
0.023880;0.120241;0.261101;
0.023890;0.119196;0.259038;
0.023900;0.118151;0.256972;
0.023910;0.117104;0.254904;
0.023920;0.116056;0.252833;
0.023930;0.115007;0.250760;
0.023940;0.113957;0.248684;
0.023950;0.112905;0.246606;
0.023960;0.111853;0.244525;
0.023970;0.110799;0.242442;
0.023980;0.109744;0.240356;
0.023990;0.108689;0.238268;
0.024000;0.107632;0.236178;
0.024010;0.106574;0.234085;
0.024020;0.105515;0.231991;
0.024030;0.104455;0.229893;
0.024040;0.103394;0.227794;
0.024050;0.102332;0.225692;
0.024060;0.101269;0.223588;
0.024070;0.100205;0.221482;
0.024080;0.099140;0.219374;
0.024090;0.098074;0.217263;
0.024100;0.097007;0.215151;
0.024110;0.095939;0.213036;
0.024120;0.094870;0.210919;
0.024130;0.093800;0.208800;
0.024140;0.092729;0.206679;
0.024150;0.091658;0.204556;
0.024160;0.090585;0.202431;
0.024170;0.089512;0.200304;
0.024180;0.088437;0.198175;
0.024190;0.087362;0.196044;
0.024200;0.086286;0.193911;
0.024210;0.085209;0.191776;
0.024220;0.084131;0.189639;
0.024230;0.083053;0.187501;
0.024240;0.081973;0.185360;
0.024250;0.080893;0.183218;
0.024260;0.079812;0.181074;
0.024270;0.078730;0.178928;
0.024280;0.077648;0.176780;
0.024290;0.076564;0.174631;
0.024300;0.075480;0.172480;
0.024310;0.074395;0.170327;
0.024320;0.073310;0.168173;
0.024330;0.072223;0.166016;
0.024340;0.071136;0.163859;
0.024350;0.070049;0.161699;
0.024360;0.068960;0.159538;
0.024370;0.067871;0.157376;
0.024380;0.066781;0.155212;
0.024390;0.065691;0.153046;
0.024400;0.064600;0.150879;
0.024410;0.063508;0.148710;
0.024420;0.062416;0.146540;
0.024430;0.061323;0.144368;
0.024440;0.060229;0.142195;
0.024450;0.059135;0.140021;
0.024460;0.058040;0.137845;
0.024470;0.056945;0.135668;
0.024480;0.055849;0.133489;
0.024490;0.054753;0.131310;
0.024500;0.053656;0.129129;
0.024510;0.052558;0.126946;
0.024520;0.051460;0.124763;
0.024530;0.050361;0.122578;
0.024540;0.049262;0.120392;
0.024550;0.048163;0.118204;
0.024560;0.047063;0.116016;
0.024570;0.045962;0.113826;
0.024580;0.044862;0.111636;
0.024590;0.043760;0.109444;
0.024600;0.042658;0.107251;
0.024610;0.041556;0.105057;
0.024620;0.040454;0.102862;
0.024630;0.039351;0.100666;
0.024640;0.038247;0.098469;
0.024650;0.037143;0.096271;
0.024660;0.036039;0.094072;
0.024670;0.034935;0.091872;
0.024680;0.033830;0.089672;
0.024690;0.032725;0.087470;
0.024700;0.031619;0.085268;
0.024710;0.030513;0.083064;
0.024720;0.029407;0.080860;
0.024730;0.028301;0.078655;
0.024740;0.027194;0.076449;
0.024750;0.026087;0.074243;
0.024760;0.024980;0.072036;
0.024770;0.023873;0.069828;
0.024780;0.022765;0.067619;
0.024790;0.021657;0.065410;
0.024800;0.020549;0.063200;
0.024810;0.019440;0.060989;
0.024820;0.018332;0.058778;
0.024830;0.017223;0.056567;
0.024840;0.016114;0.054354;
0.024850;0.015005;0.052141;
0.024860;0.013896;0.049928;
0.024870;0.012787;0.047714;
0.024880;0.011677;0.045500;
0.024890;0.010568;0.043285;
0.024900;0.009458;0.041070;
0.024910;0.008348;0.038854;
0.024920;0.007238;0.036638;
0.024930;0.006129;0.034422;
0.024940;0.005019;0.032205;
0.024950;0.003909;0.029988;
0.024960;0.002798;0.027771;
0.024970;0.001688;0.025554;
0.024980;0.000578;0.023336;
0.024990;-0.000532;0.021118;
0.025000;-0.001642;0.018900;
0.025010;-0.002752;0.016681;
0.025020;-0.003862;0.014463;
0.025030;-0.004972;0.012244;
0.025040;-0.006082;0.010025;
0.025050;-0.007192;0.007806;
0.025060;-0.008302;0.005587;
0.025070;-0.009412;0.003368;
0.025080;-0.010521;0.001149;
0.025090;-0.011631;-0.001070;
0.025100;-0.012740;-0.003290;
0.025110;-0.013850;-0.005509;
0.025120;-0.014959;-0.007728;
