time;NETWORK_TFO_i_a;NETWORK_B1_v_a;
0.032890;-0.216157;-0.449435;
0.032900;-0.215278;-0.447720;
0.032910;-0.214397;-0.446002;
0.032920;-0.213513;-0.444279;
0.032930;-0.212627;-0.442551;
0.032940;-0.211740;-0.440819;
0.032950;-0.210850;-0.439083;
0.032960;-0.209958;-0.437343;
0.032970;-0.209064;-0.435598;
0.032980;-0.208168;-0.433849;
0.032990;-0.207270;-0.432095;
0.033000;-0.206370;-0.430338;
0.033010;-0.205468;-0.428576;
0.033020;-0.204564;-0.426810;
0.033030;-0.203657;-0.425039;
0.033040;-0.202749;-0.423265;
0.033050;-0.201839;-0.421486;
0.033060;-0.200927;-0.419703;
0.033070;-0.200013;-0.417916;
0.033080;-0.199097;-0.416125;
0.033090;-0.198178;-0.414330;
0.033100;-0.197258;-0.412530;
0.033110;-0.196336;-0.410727;
0.033120;-0.195412;-0.408920;
0.033130;-0.194486;-0.407108;
0.033140;-0.193559;-0.405293;
0.033150;-0.192629;-0.403473;
0.033160;-0.191697;-0.401650;
0.033170;-0.190764;-0.399822;
0.033180;-0.189828;-0.397991;
0.033190;-0.188891;-0.396155;
0.033200;-0.187952;-0.394316;
0.033210;-0.187011;-0.392473;
0.033220;-0.186068;-0.390626;
0.033230;-0.185124;-0.388775;
0.033240;-0.184177;-0.386920;
0.033250;-0.183229;-0.385062;
0.033260;-0.182279;-0.383200;
0.033270;-0.181327;-0.381333;
0.033280;-0.180373;-0.379464;
0.033290;-0.179418;-0.377590;
0.033300;-0.178460;-0.375713;
0.033310;-0.177501;-0.373832;
0.033320;-0.176541;-0.371947;
0.033330;-0.175578;-0.370058;
0.033340;-0.174614;-0.368166;
0.033350;-0.173648;-0.366271;
0.033360;-0.172680;-0.364371;
0.033370;-0.171711;-0.362468;
0.033380;-0.170740;-0.360562;
0.033390;-0.169767;-0.358652;
0.033400;-0.168792;-0.356738;
0.033410;-0.167816;-0.354821;
0.033420;-0.166839;-0.352901;
0.033430;-0.165859;-0.350977;
0.033440;-0.164878;-0.349049;
0.033450;-0.163895;-0.347118;
0.033460;-0.162911;-0.345184;
0.033470;-0.161925;-0.343246;
0.033480;-0.160938;-0.341304;
0.033490;-0.159949;-0.339360;
0.033500;-0.158958;-0.337412;
0.033510;-0.157966;-0.335461;
0.033520;-0.156972;-0.333506;
0.033530;-0.155977;-0.331548;
0.033540;-0.154980;-0.329587;
0.033550;-0.153981;-0.327623;
0.033560;-0.152981;-0.325655;
0.033570;-0.151980;-0.323684;
0.033580;-0.150977;-0.321710;
0.033590;-0.149973;-0.319733;
0.033600;-0.148967;-0.317753;
0.033610;-0.147959;-0.315769;
0.033620;-0.146950;-0.313783;
0.033630;-0.145940;-0.311793;
0.033640;-0.144928;-0.309800;
0.033650;-0.143915;-0.307804;
0.033660;-0.142901;-0.305805;
0.033670;-0.141885;-0.303803;
0.033680;-0.140867;-0.301798;
0.033690;-0.139848;-0.299791;
0.033700;-0.138828;-0.297780;
0.033710;-0.137807;-0.295766;
0.033720;-0.136784;-0.293749;
0.033730;-0.135760;-0.291730;
0.033740;-0.134734;-0.289707;
0.033750;-0.133707;-0.287682;
0.033760;-0.132679;-0.285654;
0.033770;-0.131649;-0.283623;
0.033780;-0.130618;-0.281589;
0.033790;-0.129586;-0.279552;
0.033800;-0.128553;-0.277513;
0.033810;-0.127518;-0.275471;
0.033820;-0.126482;-0.273426;
0.033830;-0.125445;-0.271379;
0.033840;-0.124407;-0.269328;
0.033850;-0.123367;-0.267276;
0.033860;-0.122326;-0.265220;
0.033870;-0.121284;-0.263162;
0.033880;-0.120241;-0.261101;
0.033890;-0.119196;-0.259038;
0.033900;-0.118151;-0.256972;
0.033910;-0.117104;-0.254904;
0.033920;-0.116056;-0.252833;
0.033930;-0.115007;-0.250760;
0.033940;-0.113957;-0.248684;
0.033950;-0.112905;-0.246606;
0.033960;-0.111853;-0.244525;
0.033970;-0.110799;-0.242442;
0.033980;-0.109744;-0.240356;
0.033990;-0.108689;-0.238268;
0.034000;-0.107632;-0.236178;
0.034010;-0.106574;-0.234085;
0.034020;-0.105515;-0.231991;
0.034030;-0.104455;-0.229893;
0.034040;-0.103394;-0.227794;
0.034050;-0.102332;-0.225692;
0.034060;-0.101269;-0.223588;
0.034070;-0.100205;-0.221482;
0.034080;-0.099140;-0.219374;
0.034090;-0.098074;-0.217263;
0.034100;-0.097007;-0.215151;
0.034110;-0.095939;-0.213036;
0.034120;-0.094870;-0.210919;
0.034130;-0.093800;-0.208800;
0.034140;-0.092729;-0.206679;
0.034150;-0.091658;-0.204556;
0.034160;-0.090585;-0.202431;
0.034170;-0.089512;-0.200304;
0.034180;-0.088437;-0.198175;
0.034190;-0.087362;-0.196044;
0.034200;-0.086286;-0.193911;
0.034210;-0.085209;-0.191776;
0.034220;-0.084131;-0.189639;
0.034230;-0.083053;-0.187501;
0.034240;-0.081973;-0.185360;
0.034250;-0.080893;-0.183218;
0.034260;-0.079812;-0.181074;
0.034270;-0.078730;-0.178928;
0.034280;-0.077648;-0.176780;
0.034290;-0.076564;-0.174631;
0.034300;-0.075480;-0.172480;
0.034310;-0.074395;-0.170327;
0.034320;-0.073310;-0.168173;
0.034330;-0.072223;-0.166016;
0.034340;-0.071136;-0.163859;
0.034350;-0.070049;-0.161699;
0.034360;-0.068960;-0.159538;
0.034370;-0.067871;-0.157376;
0.034380;-0.066781;-0.155212;
0.034390;-0.065691;-0.153046;
0.034400;-0.064600;-0.150879;
0.034410;-0.063508;-0.148710;
0.034420;-0.062416;-0.146540;
0.034430;-0.061323;-0.144368;
0.034440;-0.060229;-0.142195;
0.034450;-0.059135;-0.140021;
0.034460;-0.058040;-0.137845;
0.034470;-0.056945;-0.135668;
0.034480;-0.055849;-0.133489;
0.034490;-0.054753;-0.131310;
0.034500;-0.053656;-0.129129;
0.034510;-0.052558;-0.126946;
0.034520;-0.051460;-0.124763;
0.034530;-0.050361;-0.122578;
0.034540;-0.049262;-0.120392;
0.034550;-0.048163;-0.118204;
0.034560;-0.047063;-0.116016;
0.034570;-0.045962;-0.113826;
0.034580;-0.044862;-0.111636;
0.034590;-0.043760;-0.109444;
0.034600;-0.042658;-0.107251;
0.034610;-0.041556;-0.105057;
0.034620;-0.040454;-0.102862;
0.034630;-0.039351;-0.100666;
0.034640;-0.038247;-0.098469;
0.034650;-0.037143;-0.096271;
0.034660;-0.036039;-0.094072;
0.034670;-0.034935;-0.091872;
0.034680;-0.033830;-0.089672;
0.034690;-0.032725;-0.087470;
0.034700;-0.031619;-0.085268;
0.034710;-0.030513;-0.083064;
0.034720;-0.029407;-0.080860;
0.034730;-0.028301;-0.078655;
0.034740;-0.027194;-0.076449;
0.034750;-0.026087;-0.074243;
0.034760;-0.024980;-0.072036;
0.034770;-0.023873;-0.069828;
0.034780;-0.022765;-0.067619;
0.034790;-0.021657;-0.065410;
0.034800;-0.020549;-0.063200;
0.034810;-0.019440;-0.060989;
0.034820;-0.018332;-0.058778;
0.034830;-0.017223;-0.056567;
0.034840;-0.016114;-0.054354;
0.034850;-0.015005;-0.052141;
0.034860;-0.013896;-0.049928;
0.034870;-0.012787;-0.047714;
0.034880;-0.011677;-0.045500;
0.034890;-0.010568;-0.043285;
0.034900;-0.009458;-0.041070;
0.034910;-0.008348;-0.038854;
0.034920;-0.007238;-0.036638;
0.034930;-0.006129;-0.034422;
0.034940;-0.005019;-0.032205;
0.034950;-0.003909;-0.029988;
0.034960;-0.002798;-0.027771;
0.034970;-0.001688;-0.025554;
0.034980;-0.000578;-0.023336;
0.034990;0.000532;-0.021118;
0.035000;0.001642;-0.018900;
0.035010;0.002752;-0.016681;
0.035020;0.003862;-0.014463;
0.035030;0.004972;-0.012244;
0.035040;0.006082;-0.010025;
0.035050;0.007192;-0.007806;
0.035060;0.008302;-0.005587;
0.035070;0.009412;-0.003368;
0.035080;0.010521;-0.001149;
0.035090;0.011631;0.001070;
0.035100;0.012740;0.003290;
0.035110;0.013850;0.005509;
0.035120;0.014959;0.007728;
0.035130;0.016068;0.009947;
0.035140;0.017177;0.012166;
0.035150;0.018286;0.014384;
0.035160;0.019394;0.016603;
0.035170;0.020502;0.018821;
0.035180;0.021611;0.021040;
0.035190;0.022719;0.023258;
0.035200;0.023826;0.025475;
0.035210;0.024934;0.027693;
0.035220;0.026041;0.029910;
0.035230;0.027148;0.032127;
0.035240;0.028255;0.034344;
0.035250;0.029361;0.036560;
0.035260;0.030467;0.038776;
0.035270;0.031573;0.040992;
0.035280;0.032678;0.043207;
0.035290;0.033784;0.045422;
0.035300;0.034889;0.047636;
0.035310;0.035993;0.049850;
0.035320;0.037097;0.052063;
0.035330;0.038201;0.054276;
0.035340;0.039304;0.056489;
0.035350;0.040407;0.058700;
0.035360;0.041510;0.060911;
0.035370;0.042612;0.063122;
0.035380;0.043714;0.065332;
0.035390;0.044816;0.067541;
0.035400;0.045916;0.069750;
0.035410;0.047017;0.071958;
0.035420;0.048117;0.074165;
0.035430;0.049216;0.076372;
0.035440;0.050316;0.078577;
0.035450;0.051414;0.080782;
0.035460;0.052512;0.082987;
0.035470;0.053610;0.085190;
0.035480;0.054707;0.087392;
0.035490;0.055803;0.089594;
0.035500;0.056899;0.091795;
0.035510;0.057994;0.093995;
0.035520;0.059089;0.096194;
0.035530;0.060183;0.098392;
0.035540;0.061277;0.100589;
0.035550;0.062370;0.102785;
0.035560;0.063462;0.104980;
0.035570;0.064554;0.107174;
0.035580;0.065645;0.109367;
0.035590;0.066736;0.111558;
0.035600;0.067825;0.113749;
0.035610;0.068915;0.115939;
0.035620;0.070003;0.118127;
0.035630;0.071091;0.120315;
0.035640;0.072178;0.122501;
0.035650;0.073264;0.124686;
0.035660;0.074350;0.126869;
0.035670;0.075435;0.129052;
0.035680;0.076519;0.131233;
0.035690;0.077602;0.133413;
0.035700;0.078685;0.135591;
0.035710;0.079767;0.137768;
0.035720;0.080848;0.139944;
0.035730;0.081928;0.142119;
0.035740;0.083008;0.144292;
0.035750;0.084086;0.146463;
0.035760;0.085164;0.148634;
0.035770;0.086241;0.150802;
0.035780;0.087317;0.152970;
0.035790;0.088392;0.155135;
0.035800;0.089467;0.157299;
0.035810;0.090540;0.159462;
0.035820;0.091613;0.161623;
0.035830;0.092685;0.163783;
0.035840;0.093755;0.165940;
0.035850;0.094825;0.168097;
0.035860;0.095894;0.170251;
0.035870;0.096962;0.172404;
0.035880;0.098029;0.174555;
0.035890;0.099095;0.176705;
0.035900;0.100160;0.178852;
0.035910;0.101224;0.180998;
0.035920;0.102288;0.183143;
0.035930;0.103350;0.185285;
0.035940;0.104411;0.187425;
0.035950;0.105471;0.189564;
0.035960;0.106530;0.191701;
0.035970;0.107588;0.193836;
0.035980;0.108645;0.195969;
0.035990;0.109700;0.198100;
0.036000;0.110755;0.200229;
0.036010;0.111809;0.202356;
0.036020;0.112861;0.204481;
0.036030;0.113913;0.206604;
0.036040;0.114963;0.208725;
0.036050;0.116012;0.210844;
0.036060;0.117060;0.212961;
0.036070;0.118107;0.215076;
0.036080;0.119153;0.217189;
0.036090;0.120197;0.219299;
0.036100;0.121240;0.221408;
0.036110;0.122283;0.223514;
0.036120;0.123324;0.225618;
0.036130;0.124363;0.227720;
0.036140;0.125402;0.229819;
0.036150;0.126439;0.231917;
0.036160;0.127475;0.234012;
0.036170;0.128510;0.236104;
0.036180;0.129543;0.238195;
0.036190;0.130575;0.240283;
0.036200;0.131606;0.242368;
0.036210;0.132636;0.244451;
0.036220;0.133664;0.246532;
0.036230;0.134691;0.248611;
0.036240;0.135717;0.250687;
0.036250;0.136741;0.252760;
0.036260;0.137764;0.254831;
0.036270;0.138786;0.256899;
0.036280;0.139806;0.258965;
0.036290;0.140825;0.261029;
0.036300;0.141842;0.263089;
0.036310;0.142858;0.265148;
0.036320;0.143873;0.267203;
0.036330;0.144886;0.269256;
0.036340;0.145898;0.271306;
0.036350;0.146908;0.273354;
0.036360;0.147917;0.275399;
0.036370;0.148925;0.277441;
0.036380;0.149931;0.279480;
0.036390;0.150935;0.281517;
0.036400;0.151938;0.283551;
0.036410;0.152940;0.285582;
0.036420;0.153940;0.287610;
0.036430;0.154938;0.289636;
0.036440;0.155935;0.291658;
0.036450;0.156930;0.293678;
0.036460;0.157924;0.295695;
0.036470;0.158916;0.297709;
0.036480;0.159907;0.299720;
0.036490;0.160896;0.301728;
0.036500;0.161884;0.303733;
0.036510;0.162870;0.305735;
0.036520;0.163854;0.307734;
0.036530;0.164837;0.309730;
0.036540;0.165818;0.311723;
0.036550;0.166798;0.313712;
0.036560;0.167775;0.315699;
0.036570;0.168752;0.317683;
0.036580;0.169726;0.319663;
0.036590;0.170699;0.321641;
0.036600;0.171670;0.323615;
0.036610;0.172640;0.325586;
0.036620;0.173607;0.327553;
0.036630;0.174573;0.329518;
0.036640;0.175538;0.331479;
0.036650;0.176500;0.333437;
0.036660;0.177461;0.335392;
0.036670;0.178420;0.337343;
0.036680;0.179378;0.339291;
0.036690;0.180333;0.341236;
0.036700;0.181287;0.343177;
0.036710;0.182239;0.345115;
0.036720;0.183189;0.347050;
0.036730;0.184137;0.348981;
0.036740;0.185084;0.350909;
0.036750;0.186029;0.352833;
0.036760;0.186972;0.354754;
0.036770;0.187913;0.356671;
0.036780;0.188852;0.358585;
0.036790;0.189789;0.360495;
0.036800;0.190725;0.362401;
0.036810;0.191658;0.364304;
0.036820;0.192590;0.366204;
0.036830;0.193520;0.368100;
0.036840;0.194448;0.369992;
0.036850;0.195374;0.371880;
0.036860;0.196298;0.373765;
0.036870;0.197220;0.375646;
0.036880;0.198140;0.377524;
0.036890;0.199058;0.379398;
0.036900;0.199974;0.381268;
0.036910;0.200889;0.383134;
0.036920;0.201801;0.384996;
0.036930;0.202711;0.386855;
0.036940;0.203620;0.388710;
0.036950;0.204526;0.390561;
0.036960;0.205430;0.392408;
0.036970;0.206332;0.394251;
0.036980;0.207232;0.396091;
0.036990;0.208131;0.397926;
0.037000;0.209027;0.399758;
0.037010;0.209921;0.401585;
0.037020;0.210813;0.403409;
0.037030;0.211703;0.405229;
0.037040;0.212590;0.407044;
0.037050;0.213476;0.408856;
0.037060;0.214360;0.410663;
0.037070;0.215241;0.412467;
0.037080;0.216120;0.414266;
0.037090;0.216998;0.416062;
0.037100;0.217873;0.417853;
0.037110;0.218746;0.419640;
0.037120;0.219616;0.421423;
0.037130;0.220485;0.423202;
0.037140;0.221351;0.424977;
0.037150;0.222216;0.426747;
0.037160;0.223078;0.428514;
0.037170;0.223937;0.430276;
0.037180;0.224795;0.432033;
0.037190;0.225651;0.433787;
0.037200;0.226504;0.435536;
0.037210;0.227355;0.437281;
0.037220;0.228203;0.439022;
0.037230;0.229050;0.440758;
0.037240;0.229894;0.442490;
0.037250;0.230736;0.444218;
0.037260;0.231576;0.445941;
0.037270;0.232413;0.447660;
0.037280;0.233248;0.449374;
0.037290;0.234081;0.451084;
0.037300;0.234911;0.452790;
0.037310;0.235739;0.454491;
0.037320;0.236565;0.456187;
0.037330;0.237389;0.457879;
0.037340;0.238210;0.459567;
0.037350;0.239028;0.461250;
0.037360;0.239845;0.462928;
0.037370;0.240659;0.464602;
0.037380;0.241471;0.466271;
0.037390;0.242280;0.467936;
0.037400;0.243087;0.469596;
0.037410;0.243891;0.471252;
0.037420;0.244693;0.472902;
0.037430;0.245493;0.474548;
0.037440;0.246290;0.476190;
0.037450;0.247085;0.477827;
0.037460;0.247878;0.479459;
0.037470;0.248667;0.481086;
0.037480;0.249455;0.482708;
0.037490;0.250240;0.484326;
0.037500;0.251023;0.485939;
0.037510;0.251803;0.487547;
0.037520;0.252580;0.489151;
0.037530;0.253355;0.490749;
0.037540;0.254128;0.492343;
0.037550;0.254898;0.493932;
0.037560;0.255666;0.495516;
0.037570;0.256431;0.497095;
0.037580;0.257193;0.498669;
0.037590;0.257953;0.500238;
0.037600;0.258711;0.501803;
0.037610;0.259465;0.503362;
0.037620;0.260218;0.504916;
0.037630;0.260967;0.506466;
0.037640;0.261715;0.508010;
0.037650;0.262459;0.509550;
0.037660;0.263201;0.511084;
0.037670;0.263941;0.512613;
0.037680;0.264677;0.514138;
0.037690;0.265412;0.515657;
0.037700;0.266143;0.517171;
0.037710;0.266872;0.518680;
0.037720;0.267598;0.520184;
0.037730;0.268322;0.521683;
0.037740;0.269043;0.523176;
0.037750;0.269762;0.524665;
0.037760;0.270477;0.526148;
0.037770;0.271190;0.527626;
0.037780;0.271901;0.529099;
0.037790;0.272608;0.530566;
0.037800;0.273313;0.532029;
0.037810;0.274016;0.533486;
0.037820;0.274715;0.534938;
0.037830;0.275412;0.536384;
0.037840;0.276106;0.537826;
0.037850;0.276798;0.539262;
0.037860;0.277486;0.540692;
0.037870;0.278172;0.542118;
0.037880;0.278855;0.543538;
0.037890;0.279536;0.544952;
0.037900;0.280214;0.546362;
0.037910;0.280889;0.547765;
0.037920;0.281561;0.549164;
0.037930;0.282230;0.550557;
0.037940;0.282897;0.551945;
0.037950;0.283560;0.553327;
0.037960;0.284221;0.554703;
0.037970;0.284880;0.556075;
0.037980;0.285535;0.557440;
0.037990;0.286188;0.558801;
0.038000;0.286837;0.560155;
0.038010;0.287484;0.561504;
0.038020;0.288128;0.562848;
0.038030;0.288770;0.564186;
0.038040;0.289408;0.565519;
0.038050;0.290043;0.566846;
0.038060;0.290676;0.568167;
0.038070;0.291306;0.569483;
0.038080;0.291933;0.570793;
0.038090;0.292557;0.572097;
0.038100;0.293178;0.573396;
0.038110;0.293796;0.574689;
0.038120;0.294412;0.575977;
0.038130;0.295024;0.577259;
0.038140;0.295634;0.578535;
0.038150;0.296240;0.579805;
0.038160;0.296844;0.581070;
0.038170;0.297445;0.582329;
0.038180;0.298043;0.583582;
0.038190;0.298637;0.584829;
0.038200;0.299229;0.586071;
0.038210;0.299818;0.587307;
0.038220;0.300404;0.588537;
0.038230;0.300988;0.589761;
0.038240;0.301568;0.590980;
0.038250;0.302145;0.592192;
0.038260;0.302719;0.593399;
0.038270;0.303290;0.594600;
0.038280;0.303858;0.595795;
0.038290;0.304423;0.596984;
0.038300;0.304985;0.598168;
0.038310;0.305545;0.599345;
0.038320;0.306101;0.600516;
0.038330;0.306654;0.601682;
0.038340;0.307204;0.602842;
0.038350;0.307751;0.603995;
0.038360;0.308295;0.605143;
0.038370;0.308836;0.606285;
0.038380;0.309374;0.607420;
0.038390;0.309909;0.608550;
0.038400;0.310441;0.609674;
0.038410;0.310969;0.610792;
0.038420;0.311495;0.611903;
0.038430;0.312018;0.613009;
0.038440;0.312537;0.614109;
0.038450;0.313054;0.615202;
0.038460;0.313567;0.616290;
0.038470;0.314077;0.617371;
0.038480;0.314584;0.618446;
0.038490;0.315088;0.619515;
0.038500;0.315589;0.620578;
0.038510;0.316087;0.621635;
0.038520;0.316582;0.622686;
0.038530;0.317073;0.623731;
0.038540;0.317562;0.624769;
0.038550;0.318047;0.625802;
0.038560;0.318529;0.626828;
0.038570;0.319008;0.627848;
0.038580;0.319484;0.628862;
0.038590;0.319957;0.629869;
0.038600;0.320427;0.630871;
0.038610;0.320893;0.631866;
0.038620;0.321356;0.632855;
0.038630;0.321816;0.633837;
0.038640;0.322273;0.634814;
0.038650;0.322727;0.635784;
0.038660;0.323177;0.636748;
0.038670;0.323625;0.637705;
0.038680;0.324069;0.638657;
0.038690;0.324510;0.639601;
0.038700;0.324948;0.640540;
0.038710;0.325382;0.641472;
0.038720;0.325813;0.642398;
0.038730;0.326242;0.643318;
0.038740;0.326666;0.644231;
0.038750;0.327088;0.645138;
0.038760;0.327507;0.646039;
0.038770;0.327922;0.646933;
0.038780;0.328334;0.647821;
0.038790;0.328742;0.648703;
0.038800;0.329148;0.649578;
0.038810;0.329550;0.650446;
0.038820;0.329949;0.651308;
0.038830;0.330345;0.652164;
0.038840;0.330737;0.653014;
0.038850;0.331127;0.653856;
0.038860;0.331512;0.654693;
0.038870;0.331895;0.655523;
0.038880;0.332275;0.656346;
0.038890;0.332651;0.657163;
0.038900;0.333023;0.657974;
0.038910;0.333393;0.658778;
0.038920;0.333759;0.659576;
0.038930;0.334122;0.660367;
0.038940;0.334482;0.661151;
0.038950;0.334838;0.661929;
0.038960;0.335191;0.662701;
0.038970;0.335541;0.663465;
0.038980;0.335887;0.664224;
0.038990;0.336231;0.664976;
0.039000;0.336570;0.665721;
0.039010;0.336907;0.666460;
0.039020;0.337240;0.667192;
0.039030;0.337570;0.667917;
0.039040;0.337896;0.668636;
0.039050;0.338219;0.669349;
0.039060;0.338539;0.670054;
0.039070;0.338856;0.670753;
0.039080;0.339169;0.671446;
0.039090;0.339479;0.672132;
0.039100;0.339785;0.672811;
0.039110;0.340088;0.673484;
0.039120;0.340388;0.674150;
0.039130;0.340684;0.674809;
0.039140;0.340977;0.675461;
0.039150;0.341267;0.676107;
0.039160;0.341553;0.676747;
0.039170;0.341836;0.677379;
0.039180;0.342116;0.678005;
0.039190;0.342392;0.678625;
0.039200;0.342664;0.679237;
0.039210;0.342934;0.679843;
0.039220;0.343200;0.680442;
0.039230;0.343462;0.681034;
0.039240;0.343722;0.681620;
0.039250;0.343978;0.682199;
0.039260;0.344230;0.682771;
0.039270;0.344479;0.683337;
0.039280;0.344725;0.683896;
0.039290;0.344967;0.684448;
0.039300;0.345206;0.684993;
0.039310;0.345441;0.685531;
0.039320;0.345673;0.686063;
0.039330;0.345902;0.686588;
0.039340;0.346127;0.687106;
0.039350;0.346349;0.687617;
0.039360;0.346567;0.688122;
0.039370;0.346782;0.688620;
0.039380;0.346994;0.689111;
0.039390;0.347202;0.689595;
0.039400;0.347406;0.690072;
0.039410;0.347607;0.690543;
0.039420;0.347805;0.691007;
0.039430;0.348000;0.691464;
0.039440;0.348191;0.691914;
0.039450;0.348378;0.692357;
0.039460;0.348562;0.692794;
0.039470;0.348743;0.693223;
0.039480;0.348920;0.693646;
0.039490;0.349094;0.694062;
0.039500;0.349264;0.694471;
0.039510;0.349431;0.694873;
0.039520;0.349594;0.695269;
0.039530;0.349754;0.695657;
0.039540;0.349911;0.696039;
0.039550;0.350064;0.696414;
0.039560;0.350213;0.696782;
0.039570;0.350359;0.697143;
0.039580;0.350502;0.697497;
0.039590;0.350641;0.697844;
0.039600;0.350777;0.698185;
0.039610;0.350909;0.698518;
0.039620;0.351038;0.698845;
0.039630;0.351163;0.699164;
0.039640;0.351285;0.699477;
0.039650;0.351404;0.699783;
0.039660;0.351519;0.700082;
0.039670;0.351630;0.700374;
0.039680;0.351738;0.700659;
0.039690;0.351843;0.700938;
0.039700;0.351944;0.701209;
0.039710;0.352041;0.701473;
0.039720;0.352136;0.701731;
0.039730;0.352226;0.701981;
0.039740;0.352313;0.702225;
0.039750;0.352397;0.702462;
0.039760;0.352477;0.702691;
0.039770;0.352554;0.702914;
0.039780;0.352627;0.703130;
0.039790;0.352697;0.703339;
0.039800;0.352763;0.703541;
0.039810;0.352826;0.703736;
0.039820;0.352885;0.703924;
0.039830;0.352941;0.704106;
0.039840;0.352994;0.704280;
0.039850;0.353043;0.704447;
0.039860;0.353088;0.704607;
0.039870;0.353130;0.704761;
0.039880;0.353168;0.704907;
0.039890;0.353203;0.705047;
0.039900;0.353235;0.705179;
0.039910;0.353263;0.705305;
0.039920;0.353287;0.705423;
0.039930;0.353308;0.705535;
0.039940;0.353326;0.705640;
0.039950;0.353340;0.705737;
0.039960;0.353350;0.705828;
0.039970;0.353357;0.705912;
0.039980;0.353361;0.705989;
0.039990;0.353361;0.706058;
0.040000;0.353358;0.706121;
