time;GEN_A1_generator_omegaPu;GEN_A1_generator_PGen;GEN_A1_generator_QGen;GEN_A1_generator_UStatorPu;GEN_A1_voltageRegulator_EfdPu;GEN_A2_generator_omegaPu;GEN_A2_generator_PGen;GEN_A2_generator_QGen;GEN_A2_generator_UStatorPu;GEN_B1_generator_omegaPu;GEN_B1_generator_PGen;GEN_B1_generator_QGen;GEN_B1_generator_UStatorPu;GEN_B1_voltageRegulator_EfdPu;GEN_B2_generator_omegaPu;GEN_B2_generator_PGen;GEN_B2_generator_QGen;GEN_B2_generator_UStatorPu;OMEGA_REF_omegaRef_0_value;OMEGA_REF_omegaRef_1_value;OMEGA_REF_omegaRef_grp_0_value;OMEGA_REF_omegaRef_grp_2_value;NETWORK_A_HV1_Upu_value;NETWORK_A_HV2_Upu_value;NETWORK_A_HV3_Upu_value;NETWORK_B_HV1_Upu_value;NETWORK_B_HV2_Upu_value;NETWORK_A_LD1_Upu_value;NETWORK_B_LD2_Upu_value;NETWORK_A_HV1_numcc_value;NETWORK_B_HV1_numcc_value;HVDC1_hvdc_PInj1Pu;HVDC1_hvdc_PInj2Pu;HVDC1_hvdc_P1RefPu;LOAD_A1_load_PPu;
2.015808;0.993579;902.698066;3.214093;0.986874;2.505815;0.993447;169.888073;37.818481;1.002758;0.999969;405.807112;31.923924;1.003512;1.519921;0.999964;100.893157;10.435484;1.004992;0.993555;0.999968;0.993555;0.999968;0.983171;0.985025;0.984140;1.000007;1.000007;0.967461;0.992563;0.000000;1.000000;-0.551450;0.551450;0.551450;4.852680;
2.074790;0.993263;902.401284;3.141009;0.987038;2.502522;0.993282;170.194077;37.891890;1.002979;0.999956;406.035203;31.929501;1.003511;1.519924;0.999950;100.920753;10.428813;1.004987;0.993267;0.999955;0.993267;0.999955;0.983346;0.985212;0.984321;1.000005;1.000005;0.967634;0.992561;0.000000;1.000000;-0.548877;0.548877;0.548877;4.853980;
2.133773;0.992958;901.482089;3.177811;0.987264;2.498005;0.993084;171.198869;37.815982;1.003207;0.999942;406.261024;31.934620;1.003510;1.519945;0.999936;100.948359;10.422487;1.004983;0.992981;0.999941;0.992981;0.999941;0.983578;0.985447;0.984555;1.000003;1.000002;0.967862;0.992558;0.000000;1.000000;-0.546320;0.546320;0.546320;4.855700;
2.192755;0.992662;900.269388;3.280652;0.987510;2.493087;0.992847;172.517336;37.655633;1.003418;0.999927;406.484455;31.939354;1.003509;1.519979;0.999921;100.976497;10.416448;1.004977;0.992696;0.999926;0.992696;0.999926;0.983827;0.985693;0.984803;1.000000;0.999999;0.968107;0.992555;0.000000;1.000000;-0.543776;0.543776;0.543776;4.857541;
2.251737;0.992378;898.999540;3.429435;0.987733;2.488624;0.992565;173.851384;37.445036;1.003580;0.999912;406.704766;31.943632;1.003506;1.520030;0.999906;101.005692;10.410710;1.004972;0.992412;0.999911;0.992412;0.999911;0.984048;0.985906;0.985021;0.999997;0.999995;0.968325;0.992551;0.000000;1.000000;-0.541246;0.541246;0.541246;4.859184;
2.369702;0.991847;897.637797;3.604940;0.987958;2.484123;0.991943;175.030288;37.217489;1.003726;0.999879;407.130644;31.950226;1.003498;1.520198;0.999873;101.068153;10.400621;1.004958;0.991864;0.999878;0.991864;0.999878;0.984270;0.986115;0.985237;0.999986;0.999984;0.968544;0.992540;0.000000;1.000000;-0.536266;0.536266;0.536266;4.860828;
2.469523;0.991416;897.144978;3.651800;0.988034;2.482604;0.991445;175.217389;37.166416;1.003780;0.999850;407.482053;31.954482;1.003488;1.520383;0.999844;101.122276;10.393088;1.004945;0.991421;0.999849;0.991421;0.999849;0.984346;0.986187;0.985311;0.999975;0.999973;0.968619;0.992529;0.000000;1.000000;-0.532111;0.532111;0.532111;4.861393;
2.569344;0.991003;896.922300;3.637445;0.988061;2.482063;0.991000;175.078051;37.192721;1.003817;0.999819;407.824699;31.957184;1.003477;1.520613;0.999813;101.176463;10.386795;1.004930;0.991002;0.999818;0.991002;0.999818;0.984377;0.986218;0.985342;0.999963;0.999960;0.968649;0.992516;0.000000;1.000000;-0.528025;0.528025;0.528025;4.861618;
2.669165;0.990605;896.714642;3.606154;0.988079;2.481716;0.990598;174.918796;37.236596;1.003855;0.999787;408.159862;31.958482;1.003464;1.520881;0.999782;101.230309;10.381690;1.004915;0.990604;0.999786;0.990604;0.999786;0.984399;0.986242;0.985365;0.999948;0.999946;0.968670;0.992502;0.000000;1.000000;-0.524003;0.524003;0.524003;4.861781;
2.868807;0.989872;895.917225;3.587759;0.988151;2.480272;0.989885;175.057348;37.255247;1.003949;0.999719;408.802652;31.955733;1.003431;1.521538;0.999714;101.336557;10.376108;1.004882;0.989874;0.999718;0.989874;0.999718;0.984479;0.986327;0.985447;0.999913;0.999913;0.968750;0.992469;0.000000;1.000000;-0.516201;0.516201;0.516201;4.862379;
3.068450;0.989201;894.920777;3.616167;0.988244;2.478418;0.989225;175.442862;37.213088;1.004038;0.999648;409.417432;31.947841;1.003393;1.522298;0.999642;101.441999;10.375067;1.004846;0.989205;0.999647;0.989205;0.999647;0.984578;0.986425;0.985546;0.999874;0.999876;0.968847;0.992433;0.000000;1.000000;-0.508648;0.508648;0.508648;4.863110;
3.467734;0.988071;893.134667;3.720967;0.988422;2.474846;0.988094;176.082754;37.086825;1.004178;0.999495;410.543030;31.915731;1.003304;1.524069;0.999489;101.649762;10.387906;1.004774;0.988075;0.999494;0.988075;0.999494;0.984762;0.986601;0.985726;0.999784;0.999794;0.969029;0.992352;0.000000;1.000000;-0.494527;0.494527;0.494527;4.864478;
3.867018;0.987122;891.600744;3.846948;0.988599;2.471302;0.987141;176.556056;36.948889;1.004299;0.999335;411.574472;31.871786;1.003209;1.525971;0.999330;101.852827;10.412304;1.004702;0.987125;0.999334;0.987125;0.999334;0.984941;0.986768;0.985899;0.999689;0.999709;0.969205;0.992267;0.000000;1.000000;-0.481353;0.481353;0.481353;4.865807;
4.665586;0.985756;889.161552;4.152581;0.988958;2.464121;0.985772;177.199929;36.636335;1.004504;0.999009;413.329581;31.760327;1.003018;1.529782;0.999005;102.233583;10.485550;1.004576;0.985759;0.999008;0.985759;0.999008;0.985294;0.987088;0.986236;0.999501;0.999546;0.969553;0.992106;0.000000;1.000000;-0.458378;0.458378;0.458378;4.868427;
5.464155;0.984786;887.177547;4.470912;0.989292;2.457454;0.984798;177.635990;36.321374;1.004669;0.998689;414.831679;31.643565;1.002840;1.533346;0.998685;102.585982;10.568333;1.004467;0.984788;0.998688;0.984788;0.998688;0.985617;0.987374;0.986540;0.999328;0.999397;0.969871;0.991958;0.000000;1.000000;-0.438340;0.438340;0.438340;4.870821;
6.262723;0.984106;885.543866;4.773049;0.989587;2.451543;0.984116;177.918092;36.027960;1.004801;0.998383;416.125358;31.530021;1.002680;1.536559;0.998380;102.909306;10.651185;1.004375;0.984108;0.998382;0.984108;0.998382;0.985900;0.987621;0.986805;0.999172;0.999266;0.970149;0.991828;0.000000;1.000000;-0.420838;0.420838;0.420838;4.872923;
7.859860;0.983206;882.871394;5.300646;0.990083;2.441632;0.983212;178.243543;35.521213;1.005004;0.997815;418.327958;31.322610;1.002402;1.542119;0.997813;103.490040;10.802623;1.004223;0.983207;0.997815;0.983207;0.997815;0.986372;0.988030;0.987245;0.998904;0.999042;0.970615;0.991606;0.000000;1.000000;-0.390726;0.390726;0.390726;4.876429;
9.456996;0.982847;880.955626;5.702609;0.990441;2.434475;0.982850;178.290886;35.145549;1.005136;0.997324;420.015470;31.155282;1.002188;1.546401;0.997323;103.971490;10.926589;1.004112;0.982848;0.997324;0.982848;0.997324;0.986712;0.988319;0.987559;0.998699;0.998873;0.970949;0.991438;0.000000;1.000000;-0.367292;0.367292;0.367292;4.878946;
12.651270;0.982758;878.410389;6.188008;0.990877;2.425744;0.982758;178.103330;34.708477;1.005300;0.996579;422.383830;30.933577;1.001900;1.552161;0.996579;104.683302;11.089451;1.003962;0.982758;0.996579;0.982758;0.996579;0.987127;0.988672;0.987942;0.998421;0.998644;0.971358;0.991211;0.000000;1.000000;-0.334134;0.334134;0.334134;4.882032;
15.433036;0.983023;877.174578;6.368826;0.991056;2.422176;0.983022;177.812513;34.560912;1.005377;0.996148;423.638197;30.829394;1.001759;1.554978;0.996148;105.084063;11.163199;1.003886;0.983023;0.996148;0.983023;0.996148;0.987300;0.988820;0.988102;0.998285;0.998531;0.971529;0.991100;0.000000;1.000000;-0.316423;0.316423;0.316423;4.883316;
18.214803;0.983301;876.410640;6.440813;0.991146;2.420361;0.983301;177.558851;34.511292;1.005427;0.995862;424.451999;30.769388;1.001674;1.556677;0.995862;105.348408;11.202138;1.003838;0.983301;0.995862;0.983301;0.995862;0.987391;0.988900;0.988187;0.998203;0.998463;0.971618;0.991033;0.000000;1.000000;-0.304943;0.304943;0.304943;4.883989;
20.996570;0.983510;875.920987;6.467206;0.991195;2.419399;0.983510;177.376092;34.501072;1.005462;0.995678;424.981849;30.735915;1.001621;1.557735;0.995678;105.518846;11.223558;1.003806;0.983510;0.995678;0.983510;0.995678;0.987441;0.988945;0.988234;0.998151;0.998420;0.971667;0.990989;0.000000;1.000000;-0.297495;0.297495;0.297495;4.884359;
26.560103;0.983745;875.332419;6.497127;0.991253;2.418237;0.983745;177.166591;34.491205;1.005506;0.995465;425.613841;30.696836;1.001557;1.559017;0.995465;105.717961;11.249991;1.003767;0.983745;0.995465;0.983745;0.995465;0.987501;0.988999;0.988291;0.998087;0.998366;0.971727;0.990936;0.000000;1.000000;-0.288637;0.288637;0.288637;4.884807;
30.000000;0.983805;875.175932;6.502532;0.991268;2.417937;0.983805;177.112721;34.490779;1.005519;0.995412;425.781805;30.686116;1.001540;1.559361;0.995412;105.769077;11.257060;1.003757;0.983805;0.995412;0.983805;0.995412;0.987516;0.989014;0.988306;0.998070;0.998351;0.971742;0.990922;0.000000;1.000000;-0.286301;0.286301;0.286301;4.884925;
