time;UEL_limiter_QGenPu;UEL_limiter_UUelPu;
0.000000;-3.000000;0.000000;
0.000001;-3.000000;0.000000;
0.000002;-3.000000;0.000000;
0.000004;-3.000000;0.000000;
0.000008;-3.000000;0.000000;
0.000016;-3.000000;0.000000;
0.000032;-3.000000;0.000000;
0.000064;-3.000000;0.000000;
0.000128;-3.000000;0.000000;
0.000256;-3.000000;0.000000;
0.000512;-3.000000;0.000000;
0.001024;-3.000000;0.000000;
0.002048;-3.000000;0.000000;
0.003072;-3.000000;0.000000;
0.004096;-3.000000;0.000000;
0.005120;-3.000000;0.000000;
0.006144;-3.000000;0.000000;
0.007168;-3.000000;0.000000;
0.008192;-3.000000;0.000000;
0.009216;-3.000000;0.000000;
0.010240;-3.000000;0.000000;
0.011264;-3.000000;0.000000;
0.012288;-3.000000;0.000000;
0.013312;-3.000000;0.000000;
0.014336;-3.000000;0.000000;
0.015360;-3.000000;0.000000;
0.017408;-3.000000;0.000000;
0.019251;-3.000000;0.000000;
0.021094;-3.000000;0.000000;
0.022938;-3.000000;0.000000;
0.024781;-3.000000;0.000000;
0.026624;-3.000000;0.000000;
0.028467;-3.000000;0.000000;
0.030310;-3.000000;0.000000;
0.032154;-3.000000;0.000000;
0.033997;-3.000000;0.000000;
0.035840;-3.000000;0.000000;
0.037683;-3.000000;0.000000;
0.039526;-3.000000;0.000000;
0.041370;-3.000000;0.000000;
0.043213;-3.000000;0.000000;
0.045056;-3.000000;0.000000;
0.046899;-3.000000;0.000000;
0.048742;-3.000000;0.000000;
0.050586;-3.000000;0.000000;
0.052429;-3.000000;0.000000;
0.054272;-3.000000;0.000000;
0.056115;-3.000000;0.000000;
0.057958;-3.000000;0.000000;
0.059802;-3.000000;0.000000;
0.061645;-3.000000;0.000000;
0.065331;-3.000000;1.787038;
0.068649;-3.000000;4.277331;
0.071967;-3.000000;6.433701;
0.075284;-3.000000;8.287238;
0.078602;-3.000000;9.867691;
0.081920;-3.000000;10.000000;
0.085238;-3.000000;10.000000;
0.088556;-3.000000;10.000000;
0.091873;-3.000000;10.000000;
0.095191;-3.000000;10.000000;
0.098509;-3.000000;10.000000;
0.101827;-3.000000;10.000000;
0.105144;-3.000000;10.000000;
0.108462;-3.000000;10.000000;
0.111780;-3.000000;10.000000;
0.115098;-3.000000;10.000000;
0.118415;-3.000000;10.000000;
0.121733;-3.000000;10.000000;
0.128369;-3.000000;10.000000;
0.134341;-3.000000;10.000000;
0.140313;-3.000000;10.000000;
0.146285;-3.000000;10.000000;
0.152257;-3.000000;10.000000;
0.158228;-3.000000;10.000000;
0.164200;-3.000000;10.000000;
0.176144;-3.000000;9.043550;
0.186894;-3.000000;7.736318;
0.197643;-3.000000;6.517571;
0.207318;-3.000000;5.507812;
0.216993;-3.000000;4.586766;
0.225700;-3.000000;3.834448;
