time;NETWORK_B1_Urms;
0.012660;1.018249;
0.012670;1.018143;
0.012680;1.018040;
0.012690;1.017939;
0.012700;1.017841;
0.012710;1.017744;
0.012720;1.017650;
0.012730;1.017558;
0.012740;1.017469;
0.012750;1.017381;
0.012760;1.017296;
0.012770;1.017213;
0.012780;1.017133;
0.012790;1.017055;
0.012800;1.016979;
0.012810;1.016905;
0.012820;1.016834;
0.012830;1.016765;
0.012840;1.016698;
0.012850;1.016633;
0.012860;1.016571;
0.012870;1.016511;
0.012880;1.016453;
0.012890;1.016398;
0.012900;1.016345;
0.012910;1.016294;
0.012920;1.016245;
0.012930;1.016199;
0.012940;1.016154;
0.012950;1.016113;
0.012960;1.016073;
0.012970;1.016035;
0.012980;1.016000;
0.012990;1.015967;
0.013000;1.015936;
0.013010;1.015907;
0.013020;1.015881;
0.013030;1.015856;
0.013040;1.015834;
0.013050;1.015814;
0.013060;1.015796;
0.013070;1.015780;
0.013080;1.015766;
0.013090;1.015755;
0.013100;1.015745;
0.013110;1.015738;
0.013120;1.015732;
0.013130;1.015729;
0.013140;1.015728;
0.013150;1.015729;
0.013160;1.015731;
0.013170;1.015736;
0.013180;1.015743;
0.013190;1.015751;
0.013200;1.015762;
0.013210;1.015775;
0.013220;1.015789;
0.013230;1.015805;
0.013240;1.015824;
0.013250;1.015844;
0.013260;1.015866;
0.013270;1.015890;
0.013280;1.015915;
0.013290;1.015943;
0.013300;1.015972;
0.013310;1.016003;
0.013320;1.016035;
0.013330;1.016070;
0.013340;1.016106;
0.013350;1.016144;
0.013360;1.016183;
0.013370;1.016224;
0.013380;1.016267;
0.013390;1.016311;
0.013400;1.016357;
0.013410;1.016404;
0.013420;1.016453;
0.013430;1.016504;
0.013440;1.016556;
0.013450;1.016609;
0.013460;1.016664;
0.013470;1.016720;
0.013480;1.016778;
0.013490;1.016837;
0.013500;1.016898;
0.013510;1.016960;
0.013520;1.017023;
0.013530;1.017087;
0.013540;1.017153;
0.013550;1.017220;
0.013560;1.017288;
0.013570;1.017357;
0.013580;1.017428;
0.013590;1.017500;
0.013600;1.017572;
0.013610;1.017646;
0.013620;1.017721;
0.013630;1.017798;
0.013640;1.017875;
0.013650;1.017953;
0.013660;1.018032;
0.013670;1.018112;
0.013680;1.018193;
0.013690;1.018275;
0.013700;1.018358;
0.013710;1.018442;
0.013720;1.018527;
0.013730;1.018612;
0.013740;1.018698;
0.013750;1.018785;
0.013760;1.018873;
0.013770;1.018962;
0.013780;1.019051;
0.013790;1.019141;
0.013800;1.019231;
0.013810;1.019323;
0.013820;1.019414;
0.013830;1.019507;
0.013840;1.019600;
0.013850;1.019693;
0.013860;1.019787;
0.013870;1.019882;
0.013880;1.019977;
0.013890;1.020072;
0.013900;1.020168;
0.013910;1.020265;
0.013920;1.020361;
0.013930;1.020458;
0.013940;1.020556;
0.013950;1.020653;
0.013960;1.020751;
0.013970;1.020850;
0.013980;1.020948;
0.013990;1.021047;
0.014000;1.021146;
0.014010;1.021245;
0.014020;1.021344;
0.014030;1.021444;
0.014040;1.021543;
0.014050;1.021643;
0.014060;1.021742;
0.014070;1.021842;
0.014080;1.021942;
0.014090;1.022042;
0.014100;1.022141;
0.014110;1.022241;
0.014120;1.022341;
0.014130;1.022441;
0.014140;1.022540;
0.014150;1.022640;
0.014160;1.022739;
0.014170;1.022838;
0.014180;1.022937;
0.014190;1.023036;
0.014200;1.023135;
0.014210;1.023233;
0.014220;1.023331;
0.014230;1.023429;
0.014240;1.023527;
0.014250;1.023624;
0.014260;1.023721;
0.014270;1.023818;
0.014280;1.023914;
0.014290;1.024010;
0.014300;1.024106;
0.014310;1.024201;
0.014320;1.024296;
0.014330;1.024390;
0.014340;1.024484;
0.014350;1.024578;
0.014360;1.024671;
0.014370;1.024764;
0.014380;1.024856;
0.014390;1.024947;
0.014400;1.025038;
0.014410;1.025129;
0.014420;1.025219;
0.014430;1.025308;
0.014440;1.025397;
0.014450;1.025485;
0.014460;1.025573;
0.014470;1.025660;
0.014480;1.025746;
0.014490;1.025832;
0.014500;1.025917;
0.014510;1.026001;
0.014520;1.026085;
0.014530;1.026168;
0.014540;1.026250;
0.014550;1.026332;
0.014560;1.026413;
0.014570;1.026493;
0.014580;1.026573;
0.014590;1.026651;
0.014600;1.026729;
0.014610;1.026806;
0.014620;1.026883;
0.014630;1.026958;
0.014640;1.027033;
0.014650;1.027107;
0.014660;1.027181;
0.014670;1.027253;
0.014680;1.027325;
0.014690;1.027396;
0.014700;1.027466;
0.014710;1.027535;
0.014720;1.027603;
0.014730;1.027670;
0.014740;1.027737;
0.014750;1.027803;
0.014760;1.027868;
0.014770;1.027932;
0.014780;1.027995;
0.014790;1.028057;
0.014800;1.028119;
0.014810;1.028179;
0.014820;1.028239;
0.014830;1.028297;
0.014840;1.028355;
0.014850;1.028412;
0.014860;1.028468;
0.014870;1.028523;
0.014880;1.028578;
0.014890;1.028631;
0.014900;1.028684;
0.014910;1.028735;
0.014920;1.028786;
0.014930;1.028836;
0.014940;1.028884;
0.014950;1.028932;
0.014960;1.028979;
0.014970;1.029025;
0.014980;1.029071;
0.014990;1.029115;
0.015000;1.029158;
0.015010;1.029201;
0.015020;1.029242;
0.015030;1.029283;
0.015040;1.029323;
0.015050;1.029362;
0.015060;1.029400;
0.015070;1.029437;
0.015080;1.029473;
0.015090;1.029508;
0.015100;1.029543;
0.015110;1.029577;
0.015120;1.029609;
0.015130;1.029641;
0.015140;1.029672;
0.015150;1.029702;
0.015160;1.029731;
0.015170;1.029760;
0.015180;1.029787;
0.015190;1.029814;
0.015200;1.029840;
0.015210;1.029865;
0.015220;1.029889;
0.015230;1.029912;
0.015240;1.029934;
0.015250;1.029956;
0.015260;1.029977;
0.015270;1.029997;
0.015280;1.030016;
0.015290;1.030035;
0.015300;1.030052;
0.015310;1.030069;
0.015320;1.030085;
0.015330;1.030101;
0.015340;1.030115;
0.015350;1.030129;
0.015360;1.030142;
0.015370;1.030155;
0.015380;1.030166;
0.015390;1.030177;
0.015400;1.030187;
0.015410;1.030197;
0.015420;1.030205;
0.015430;1.030213;
0.015440;1.030221;
0.015450;1.030227;
0.015460;1.030233;
0.015470;1.030239;
0.015480;1.030243;
0.015490;1.030247;
0.015500;1.030251;
0.015510;1.030254;
0.015520;1.030256;
0.015530;1.030257;
0.015540;1.030258;
0.015550;1.030259;
0.015560;1.030258;
0.015570;1.030258;
0.015580;1.030256;
0.015590;1.030254;
0.015600;1.030252;
0.015610;1.030249;
0.015620;1.030245;
0.015630;1.030241;
0.015640;1.030237;
0.015650;1.030232;
0.015660;1.030226;
0.015670;1.030220;
0.015680;1.030213;
0.015690;1.030206;
0.015700;1.030199;
0.015710;1.030191;
0.015720;1.030183;
0.015730;1.030174;
0.015740;1.030165;
0.015750;1.030155;
0.015760;1.030145;
0.015770;1.030135;
0.015780;1.030124;
0.015790;1.030113;
0.015800;1.030102;
0.015810;1.030090;
0.015820;1.030078;
0.015830;1.030065;
0.015840;1.030052;
0.015850;1.030039;
0.015860;1.030026;
0.015870;1.030012;
0.015880;1.029998;
0.015890;1.029984;
0.015900;1.029969;
0.015910;1.029954;
0.015920;1.029939;
0.015930;1.029924;
0.015940;1.029909;
0.015950;1.029893;
0.015960;1.029877;
0.015970;1.029861;
0.015980;1.029844;
0.015990;1.029828;
0.016000;1.029811;
0.016010;1.029794;
0.016020;1.029777;
0.016030;1.029760;
0.016040;1.029743;
0.016050;1.029726;
0.016060;1.029708;
0.016070;1.029690;
0.016080;1.029673;
0.016090;1.029655;
0.016100;1.029637;
0.016110;1.029619;
0.016120;1.029601;
0.016130;1.029582;
0.016140;1.029564;
0.016150;1.029546;
0.016160;1.029528;
0.016170;1.029509;
0.016180;1.029491;
0.016190;1.029472;
0.016200;1.029454;
0.016210;1.029436;
0.016220;1.029417;
0.016230;1.029399;
0.016240;1.029380;
0.016250;1.029362;
0.016260;1.029344;
0.016270;1.029325;
0.016280;1.029307;
0.016290;1.029289;
0.016300;1.029271;
0.016310;1.029253;
0.016320;1.029235;
0.016330;1.029217;
0.016340;1.029199;
0.016350;1.029181;
0.016360;1.029163;
0.016370;1.029146;
0.016380;1.029128;
0.016390;1.029111;
0.016400;1.029093;
0.016410;1.029076;
0.016420;1.029059;
0.016430;1.029042;
0.016440;1.029026;
0.016450;1.029009;
0.016460;1.028992;
0.016470;1.028976;
0.016480;1.028960;
0.016490;1.028944;
0.016500;1.028928;
0.016510;1.028912;
0.016520;1.028896;
0.016530;1.028881;
0.016540;1.028866;
0.016550;1.028851;
0.016560;1.028836;
0.016570;1.028821;
0.016580;1.028807;
0.016590;1.028792;
0.016600;1.028778;
0.016610;1.028764;
0.016620;1.028750;
0.016630;1.028737;
0.016640;1.028723;
0.016650;1.028710;
0.016660;1.028697;
0.016670;1.028685;
0.016680;1.028672;
0.016690;1.028660;
0.016700;1.028648;
0.016710;1.028636;
0.016720;1.028624;
0.016730;1.028613;
0.016740;1.028601;
0.016750;1.028590;
0.016760;1.028579;
0.016770;1.028569;
0.016780;1.028558;
0.016790;1.028548;
0.016800;1.028538;
0.016810;1.028529;
0.016820;1.028519;
0.016830;1.028510;
0.016840;1.028501;
0.016850;1.028492;
0.016860;1.028483;
0.016870;1.028475;
0.016880;1.028467;
0.016890;1.028459;
0.016900;1.028451;
0.016910;1.028444;
0.016920;1.028436;
0.016930;1.028429;
0.016940;1.028422;
0.016950;1.028416;
0.016960;1.028409;
0.016970;1.028403;
0.016980;1.028397;
0.016990;1.028391;
0.017000;1.028386;
0.017010;1.028381;
0.017020;1.028375;
0.017030;1.028370;
0.017040;1.028366;
0.017050;1.028361;
0.017060;1.028357;
0.017070;1.028353;
0.017080;1.028349;
0.017090;1.028345;
0.017100;1.028341;
0.017110;1.028338;
0.017120;1.028335;
0.017130;1.028332;
0.017140;1.028329;
0.017150;1.028326;
0.017160;1.028324;
0.017170;1.028322;
0.017180;1.028319;
0.017190;1.028317;
0.017200;1.028316;
0.017210;1.028314;
0.017220;1.028313;
0.017230;1.028311;
0.017240;1.028310;
0.017250;1.028309;
0.017260;1.028308;
0.017270;1.028307;
0.017280;1.028307;
0.017290;1.028306;
0.017300;1.028306;
0.017310;1.028306;
0.017320;1.028306;
0.017330;1.028306;
0.017340;1.028306;
0.017350;1.028306;
0.017360;1.028306;
0.017370;1.028307;
0.017380;1.028307;
0.017390;1.028308;
0.017400;1.028309;
0.017410;1.028310;
0.017420;1.028311;
0.017430;1.028312;
0.017440;1.028313;
0.017450;1.028314;
0.017460;1.028315;
0.017470;1.028317;
0.017480;1.028318;
0.017490;1.028319;
0.017500;1.028321;
0.017510;1.028322;
0.017520;1.028324;
0.017530;1.028326;
0.017540;1.028327;
0.017550;1.028329;
0.017560;1.028331;
0.017570;1.028333;
0.017580;1.028334;
0.017590;1.028336;
0.017600;1.028338;
0.017610;1.028340;
0.017620;1.028342;
0.017630;1.028343;
0.017640;1.028345;
0.017650;1.028347;
0.017660;1.028349;
0.017670;1.028351;
0.017680;1.028353;
0.017690;1.028354;
0.017700;1.028356;
0.017710;1.028358;
0.017720;1.028360;
0.017730;1.028361;
0.017740;1.028363;
0.017750;1.028364;
0.017760;1.028366;
0.017770;1.028367;
0.017780;1.028369;
0.017790;1.028370;
0.017800;1.028372;
0.017810;1.028373;
0.017820;1.028374;
0.017830;1.028375;
0.017840;1.028376;
0.017850;1.028377;
0.017860;1.028378;
0.017870;1.028379;
0.017880;1.028379;
0.017890;1.028380;
0.017900;1.028380;
0.017910;1.028381;
0.017920;1.028381;
0.017930;1.028381;
0.017940;1.028381;
0.017950;1.028381;
0.017960;1.028381;
0.017970;1.028381;
0.017980;1.028380;
0.017990;1.028380;
0.018000;1.028379;
0.018010;1.028379;
0.018020;1.028378;
0.018030;1.028377;
0.018040;1.028375;
0.018050;1.028374;
0.018060;1.028373;
0.018070;1.028371;
0.018080;1.028369;
0.018090;1.028367;
0.018100;1.028365;
0.018110;1.028363;
0.018120;1.028361;
0.018130;1.028358;
0.018140;1.028356;
0.018150;1.028353;
0.018160;1.028350;
0.018170;1.028347;
0.018180;1.028343;
0.018190;1.028340;
0.018200;1.028336;
0.018210;1.028332;
0.018220;1.028328;
0.018230;1.028324;
0.018240;1.028320;
0.018250;1.028315;
0.018260;1.028311;
0.018270;1.028306;
0.018280;1.028301;
0.018290;1.028296;
0.018300;1.028290;
0.018310;1.028285;
0.018320;1.028279;
0.018330;1.028273;
0.018340;1.028267;
0.018350;1.028260;
0.018360;1.028254;
0.018370;1.028247;
0.018380;1.028240;
0.018390;1.028233;
0.018400;1.028226;
0.018410;1.028219;
0.018420;1.028211;
0.018430;1.028203;
0.018440;1.028195;
0.018450;1.028187;
0.018460;1.028179;
0.018470;1.028170;
0.018480;1.028161;
0.018490;1.028152;
0.018500;1.028143;
0.018510;1.028134;
0.018520;1.028124;
0.018530;1.028115;
0.018540;1.028105;
0.018550;1.028095;
0.018560;1.028085;
0.018570;1.028074;
0.018580;1.028064;
0.018590;1.028053;
0.018600;1.028042;
0.018610;1.028031;
0.018620;1.028019;
0.018630;1.028008;
0.018640;1.027996;
0.018650;1.027985;
0.018660;1.027973;
0.018670;1.027960;
0.018680;1.027948;
0.018690;1.027936;
0.018700;1.027923;
0.018710;1.027910;
0.018720;1.027897;
0.018730;1.027884;
0.018740;1.027871;
0.018750;1.027857;
0.018760;1.027844;
0.018770;1.027830;
0.018780;1.027816;
0.018790;1.027802;
0.018800;1.027788;
0.018810;1.027774;
0.018820;1.027759;
0.018830;1.027745;
0.018840;1.027730;
0.018850;1.027715;
0.018860;1.027700;
0.018870;1.027685;
0.018880;1.027670;
0.018890;1.027654;
0.018900;1.027639;
0.018910;1.027623;
0.018920;1.027608;
0.018930;1.027592;
0.018940;1.027576;
0.018950;1.027560;
0.018960;1.027544;
0.018970;1.027528;
0.018980;1.027511;
0.018990;1.027495;
0.019000;1.027478;
0.019010;1.027462;
0.019020;1.027445;
0.019030;1.027428;
0.019040;1.027411;
0.019050;1.027394;
0.019060;1.027377;
0.019070;1.027360;
0.019080;1.027343;
0.019090;1.027326;
0.019100;1.027309;
0.019110;1.027292;
0.019120;1.027274;
0.019130;1.027257;
0.019140;1.027239;
0.019150;1.027222;
0.019160;1.027204;
0.019170;1.027187;
0.019180;1.027169;
0.019190;1.027152;
0.019200;1.027134;
0.019210;1.027116;
0.019220;1.027099;
0.019230;1.027081;
0.019240;1.027063;
0.019250;1.027045;
0.019260;1.027028;
0.019270;1.027010;
0.019280;1.026992;
0.019290;1.026975;
0.019300;1.026957;
0.019310;1.026939;
0.019320;1.026922;
0.019330;1.026904;
0.019340;1.026886;
0.019350;1.026869;
0.019360;1.026851;
0.019370;1.026834;
0.019380;1.026816;
0.019390;1.026799;
0.019400;1.026781;
0.019410;1.026764;
0.019420;1.026747;
0.019430;1.026730;
0.019440;1.026712;
0.019450;1.026695;
0.019460;1.026678;
0.019470;1.026661;
0.019480;1.026645;
0.019490;1.026628;
0.019500;1.026611;
0.019510;1.026594;
0.019520;1.026578;
0.019530;1.026561;
0.019540;1.026545;
0.019550;1.026529;
0.019560;1.026513;
0.019570;1.026497;
0.019580;1.026481;
0.019590;1.026465;
0.019600;1.026449;
0.019610;1.026434;
0.019620;1.026418;
0.019630;1.026403;
0.019640;1.026388;
0.019650;1.026373;
0.019660;1.026358;
0.019670;1.026343;
0.019680;1.026328;
0.019690;1.026314;
0.019700;1.026299;
0.019710;1.026285;
0.019720;1.026271;
0.019730;1.026257;
0.019740;1.026244;
0.019750;1.026230;
0.019760;1.026217;
0.019770;1.026203;
0.019780;1.026190;
0.019790;1.026177;
0.019800;1.026165;
0.019810;1.026152;
0.019820;1.026140;
0.019830;1.026128;
0.019840;1.026116;
0.019850;1.026104;
0.019860;1.026092;
0.019870;1.026081;
0.019880;1.026070;
0.019890;1.026059;
0.019900;1.026048;
0.019910;1.026037;
0.019920;1.026027;
0.019930;1.026016;
0.019940;1.026006;
0.019950;1.025997;
0.019960;1.025987;
0.019970;1.025978;
0.019980;1.025969;
0.019990;1.025960;
0.020000;1.025951;
0.020010;1.025942;
0.020020;1.025934;
0.020030;1.025926;
0.020040;1.025918;
0.020050;1.025911;
0.020060;1.025903;
0.020070;1.025896;
0.020080;1.025889;
0.020090;1.025883;
0.020100;1.025876;
0.020110;1.025870;
0.020120;1.025864;
0.020130;1.025858;
0.020140;1.025853;
0.020150;1.025848;
0.020160;1.025843;
0.020170;1.025838;
0.020180;1.025833;
0.020190;1.025829;
0.020200;1.025825;
0.020210;1.025821;
0.020220;1.025818;
0.020230;1.025814;
0.020240;1.025811;
0.020250;1.025809;
0.020260;1.025806;
0.020270;1.025804;
0.020280;1.025802;
0.020290;1.025800;
0.020300;1.025798;
0.020310;1.025797;
0.020320;1.025796;
0.020330;1.025795;
0.020340;1.025794;
0.020350;1.025794;
0.020360;1.025794;
0.020370;1.025794;
0.020380;1.025795;
0.020390;1.025795;
0.020400;1.025796;
0.020410;1.025797;
0.020420;1.025799;
0.020430;1.025800;
0.020440;1.025802;
0.020450;1.025804;
0.020460;1.025807;
0.020470;1.025809;
0.020480;1.025812;
0.020490;1.025815;
0.020500;1.025819;
0.020510;1.025822;
0.020520;1.025826;
0.020530;1.025830;
0.020540;1.025834;
0.020550;1.025839;
0.020560;1.025844;
0.020570;1.025849;
0.020580;1.025854;
0.020590;1.025859;
0.020600;1.025865;
0.020610;1.025871;
0.020620;1.025877;
0.020630;1.025883;
0.020640;1.025890;
0.020650;1.025897;
0.020660;1.025904;
0.020670;1.025911;
0.020680;1.025918;
0.020690;1.025926;
0.020700;1.025934;
0.020710;1.025942;
0.020720;1.025950;
0.020730;1.025959;
0.020740;1.025968;
0.020750;1.025977;
0.020760;1.025986;
0.020770;1.025995;
0.020780;1.026005;
0.020790;1.026014;
0.020800;1.026024;
0.020810;1.026034;
0.020820;1.026045;
0.020830;1.026055;
0.020840;1.026066;
0.020850;1.026076;
0.020860;1.026087;
0.020870;1.026099;
0.020880;1.026110;
0.020890;1.026122;
0.020900;1.026133;
0.020910;1.026145;
0.020920;1.026157;
0.020930;1.026169;
0.020940;1.026182;
0.020950;1.026194;
0.020960;1.026207;
0.020970;1.026220;
0.020980;1.026233;
0.020990;1.026246;
0.021000;1.026259;
0.021010;1.026272;
0.021020;1.026286;
0.021030;1.026300;
0.021040;1.026313;
0.021050;1.026327;
0.021060;1.026341;
0.021070;1.026356;
0.021080;1.026370;
0.021090;1.026384;
0.021100;1.026399;
0.021110;1.026413;
0.021120;1.026428;
0.021130;1.026443;
0.021140;1.026458;
0.021150;1.026473;
0.021160;1.026488;
0.021170;1.026503;
0.021180;1.026519;
0.021190;1.026534;
0.021200;1.026549;
0.021210;1.026565;
0.021220;1.026581;
0.021230;1.026596;
0.021240;1.026612;
0.021250;1.026628;
0.021260;1.026644;
0.021270;1.026660;
0.021280;1.026676;
0.021290;1.026692;
0.021300;1.026708;
0.021310;1.026724;
0.021320;1.026741;
0.021330;1.026757;
0.021340;1.026773;
0.021350;1.026790;
0.021360;1.026806;
0.021370;1.026822;
0.021380;1.026839;
0.021390;1.026855;
0.021400;1.026872;
0.021410;1.026888;
0.021420;1.026905;
0.021430;1.026921;
0.021440;1.026938;
0.021450;1.026955;
0.021460;1.026971;
0.021470;1.026988;
0.021480;1.027004;
0.021490;1.027021;
0.021500;1.027037;
0.021510;1.027054;
0.021520;1.027070;
0.021530;1.027087;
0.021540;1.027103;
0.021550;1.027120;
0.021560;1.027136;
0.021570;1.027153;
0.021580;1.027169;
0.021590;1.027185;
0.021600;1.027201;
0.021610;1.027218;
0.021620;1.027234;
0.021630;1.027250;
0.021640;1.027266;
0.021650;1.027282;
0.021660;1.027298;
0.021670;1.027314;
0.021680;1.027330;
0.021690;1.027346;
0.021700;1.027361;
0.021710;1.027377;
0.021720;1.027393;
0.021730;1.027408;
0.021740;1.027424;
0.021750;1.027439;
0.021760;1.027454;
0.021770;1.027469;
0.021780;1.027485;
0.021790;1.027500;
0.021800;1.027514;
0.021810;1.027529;
0.021820;1.027544;
0.021830;1.027559;
0.021840;1.027573;
0.021850;1.027588;
0.021860;1.027602;
0.021870;1.027616;
0.021880;1.027630;
0.021890;1.027644;
0.021900;1.027658;
0.021910;1.027672;
0.021920;1.027686;
0.021930;1.027699;
0.021940;1.027713;
0.021950;1.027726;
0.021960;1.027739;
0.021970;1.027752;
0.021980;1.027765;
0.021990;1.027778;
0.022000;1.027790;
0.022010;1.027803;
0.022020;1.027815;
0.022030;1.027827;
0.022040;1.027839;
0.022050;1.027851;
0.022060;1.027863;
0.022070;1.027875;
0.022080;1.027886;
0.022090;1.027898;
0.022100;1.027909;
0.022110;1.027920;
0.022120;1.027931;
0.022130;1.027942;
0.022140;1.027952;
0.022150;1.027963;
0.022160;1.027973;
0.022170;1.027983;
0.022180;1.027993;
0.022190;1.028003;
0.022200;1.028013;
0.022210;1.028022;
0.022220;1.028031;
0.022230;1.028041;
0.022240;1.028050;
0.022250;1.028058;
0.022260;1.028067;
0.022270;1.028076;
0.022280;1.028084;
0.022290;1.028092;
0.022300;1.028100;
0.022310;1.028108;
0.022320;1.028116;
0.022330;1.028123;
0.022340;1.028130;
0.022350;1.028138;
0.022360;1.028145;
0.022370;1.028151;
0.022380;1.028158;
0.022390;1.028165;
0.022400;1.028171;
0.022410;1.028177;
0.022420;1.028183;
0.022430;1.028189;
0.022440;1.028194;
0.022450;1.028200;
0.022460;1.028205;
0.022470;1.028210;
0.022480;1.028215;
0.022490;1.028220;
0.022500;1.028224;
0.022510;1.028229;
0.022520;1.028233;
0.022530;1.028237;
0.022540;1.028241;
0.022550;1.028244;
0.022560;1.028248;
0.022570;1.028251;
0.022580;1.028254;
0.022590;1.028257;
0.022600;1.028260;
0.022610;1.028263;
0.022620;1.028265;
0.022630;1.028268;
0.022640;1.028270;
0.022650;1.028272;
0.022660;1.028274;
0.022670;1.028275;
0.022680;1.028277;
0.022690;1.028278;
0.022700;1.028279;
0.022710;1.028280;
0.022720;1.028281;
0.022730;1.028282;
0.022740;1.028282;
0.022750;1.028283;
0.022760;1.028283;
0.022770;1.028283;
0.022780;1.028283;
0.022790;1.028283;
0.022800;1.028282;
0.022810;1.028282;
0.022820;1.028281;
0.022830;1.028280;
0.022840;1.028279;
0.022850;1.028278;
0.022860;1.028276;
0.022870;1.028275;
0.022880;1.028273;
0.022890;1.028271;
0.022900;1.028269;
0.022910;1.028267;
0.022920;1.028265;
0.022930;1.028263;
0.022940;1.028260;
0.022950;1.028258;
0.022960;1.028255;
0.022970;1.028252;
0.022980;1.028249;
0.022990;1.028246;
0.023000;1.028242;
0.023010;1.028239;
0.023020;1.028236;
0.023030;1.028232;
0.023040;1.028228;
0.023050;1.028224;
0.023060;1.028220;
0.023070;1.028216;
0.023080;1.028212;
0.023090;1.028207;
0.023100;1.028203;
0.023110;1.028198;
0.023120;1.028193;
0.023130;1.028189;
0.023140;1.028184;
0.023150;1.028179;
0.023160;1.028173;
0.023170;1.028168;
0.023180;1.028163;
0.023190;1.028157;
0.023200;1.028152;
0.023210;1.028146;
0.023220;1.028140;
0.023230;1.028134;
0.023240;1.028129;
0.023250;1.028123;
0.023260;1.028116;
0.023270;1.028110;
0.023280;1.028104;
0.023290;1.028098;
0.023300;1.028091;
0.023310;1.028085;
0.023320;1.028078;
0.023330;1.028071;
0.023340;1.028065;
0.023350;1.028058;
0.023360;1.028051;
0.023370;1.028044;
0.023380;1.028037;
0.023390;1.028030;
0.023400;1.028023;
0.023410;1.028016;
0.023420;1.028008;
0.023430;1.028001;
0.023440;1.027994;
0.023450;1.027986;
0.023460;1.027979;
0.023470;1.027971;
0.023480;1.027964;
0.023490;1.027956;
0.023500;1.027949;
0.023510;1.027941;
0.023520;1.027933;
0.023530;1.027926;
0.023540;1.027918;
0.023550;1.027910;
0.023560;1.027902;
0.023570;1.027894;
0.023580;1.027886;
0.023590;1.027878;
0.023600;1.027870;
0.023610;1.027863;
0.023620;1.027855;
0.023630;1.027847;
0.023640;1.027838;
0.023650;1.027830;
0.023660;1.027822;
0.023670;1.027814;
0.023680;1.027806;
0.023690;1.027798;
0.023700;1.027790;
0.023710;1.027782;
0.023720;1.027774;
0.023730;1.027766;
0.023740;1.027758;
0.023750;1.027749;
0.023760;1.027741;
0.023770;1.027733;
0.023780;1.027725;
0.023790;1.027717;
0.023800;1.027709;
0.023810;1.027701;
0.023820;1.027693;
0.023830;1.027685;
0.023840;1.027677;
0.023850;1.027669;
0.023860;1.027661;
0.023870;1.027653;
0.023880;1.027645;
0.023890;1.027637;
0.023900;1.027629;
0.023910;1.027621;
0.023920;1.027613;
0.023930;1.027605;
0.023940;1.027597;
0.023950;1.027590;
0.023960;1.027582;
0.023970;1.027574;
0.023980;1.027567;
0.023990;1.027559;
0.024000;1.027551;
0.024010;1.027544;
0.024020;1.027536;
0.024030;1.027529;
0.024040;1.027521;
0.024050;1.027514;
0.024060;1.027507;
0.024070;1.027499;
0.024080;1.027492;
0.024090;1.027485;
0.024100;1.027478;
0.024110;1.027470;
0.024120;1.027463;
0.024130;1.027456;
0.024140;1.027449;
0.024150;1.027442;
0.024160;1.027436;
0.024170;1.027429;
0.024180;1.027422;
0.024190;1.027415;
0.024200;1.027409;
0.024210;1.027402;
0.024220;1.027396;
0.024230;1.027389;
0.024240;1.027383;
0.024250;1.027376;
0.024260;1.027370;
0.024270;1.027364;
0.024280;1.027358;
0.024290;1.027352;
0.024300;1.027346;
0.024310;1.027340;
0.024320;1.027334;
0.024330;1.027328;
0.024340;1.027322;
0.024350;1.027316;
0.024360;1.027311;
0.024370;1.027305;
0.024380;1.027300;
0.024390;1.027294;
0.024400;1.027289;
0.024410;1.027284;
0.024420;1.027278;
0.024430;1.027273;
0.024440;1.027268;
0.024450;1.027263;
0.024460;1.027258;
0.024470;1.027254;
0.024480;1.027249;
0.024490;1.027244;
0.024500;1.027239;
0.024510;1.027235;
0.024520;1.027230;
0.024530;1.027226;
0.024540;1.027222;
0.024550;1.027217;
0.024560;1.027213;
0.024570;1.027209;
0.024580;1.027205;
0.024590;1.027201;
0.024600;1.027197;
0.024610;1.027193;
0.024620;1.027190;
0.024630;1.027186;
0.024640;1.027182;
0.024650;1.027179;
0.024660;1.027175;
0.024670;1.027172;
0.024680;1.027169;
0.024690;1.027166;
0.024700;1.027162;
0.024710;1.027159;
0.024720;1.027156;
0.024730;1.027153;
0.024740;1.027151;
0.024750;1.027148;
0.024760;1.027145;
0.024770;1.027142;
0.024780;1.027140;
0.024790;1.027137;
0.024800;1.027135;
0.024810;1.027133;
0.024820;1.027130;
0.024830;1.027128;
0.024840;1.027126;
0.024850;1.027124;
0.024860;1.027122;
0.024870;1.027120;
0.024880;1.027118;
0.024890;1.027116;
0.024900;1.027115;
0.024910;1.027113;
0.024920;1.027112;
0.024930;1.027110;
0.024940;1.027109;
0.024950;1.027107;
0.024960;1.027106;
0.024970;1.027105;
0.024980;1.027104;
0.024990;1.027102;
0.025000;1.027101;
0.025010;1.027100;
0.025020;1.027099;
0.025030;1.027099;
0.025040;1.027098;
0.025050;1.027097;
0.025060;1.027096;
0.025070;1.027096;
0.025080;1.027095;
0.025090;1.027095;
0.025100;1.027094;
0.025110;1.027094;
0.025120;1.027094;
0.025130;1.027093;
0.025140;1.027093;
0.025150;1.027093;
0.025160;1.027093;
0.025170;1.027093;
0.025180;1.027093;
0.025190;1.027093;
0.025200;1.027093;
0.025210;1.027093;
0.025220;1.027093;
0.025230;1.027093;
0.025240;1.027094;
0.025250;1.027094;
0.025260;1.027094;
0.025270;1.027095;
0.025280;1.027095;
0.025290;1.027096;
0.025300;1.027096;
0.025310;1.027097;
0.025320;1.027098;
0.025330;1.027098;
0.025340;1.027099;
0.025350;1.027100;
0.025360;1.027101;
