time;LINE_line_p_v_0_;LINE_line_p_v_1_;LINE_line_p_v_2_;LINE_line_p_i_0_;LINE_line_p_i_1_;LINE_line_p_i_2_;LINE_line_n_v_0_;LINE_line_n_v_1_;LINE_line_n_v_2_;
0.045560;-0.243144;1.328080;-1.084935;-0.151009;0.667257;-0.516247;-0.128262;1.261593;-1.133332;
0.045580;-0.251893;1.331107;-1.079214;-0.155300;0.668569;-0.513269;-0.136947;1.265215;-1.128268;
0.045600;-0.260632;1.334082;-1.073450;-0.159584;0.669854;-0.510270;-0.145627;1.268786;-1.123159;
0.045620;-0.269360;1.337004;-1.067644;-0.163862;0.671113;-0.507251;-0.154301;1.272307;-1.118006;
0.045640;-0.278078;1.339874;-1.061796;-0.168133;0.672345;-0.504212;-0.162969;1.275777;-1.112809;
0.045660;-0.286785;1.342690;-1.055906;-0.172398;0.673551;-0.501153;-0.171630;1.279198;-1.107568;
0.045680;-0.295480;1.345454;-1.049974;-0.176656;0.674730;-0.498075;-0.180285;1.282568;-1.102283;
0.045700;-0.304164;1.348164;-1.044001;-0.180907;0.675883;-0.494976;-0.188933;1.285887;-1.096954;
0.045720;-0.312835;1.350822;-1.037986;-0.185150;0.677009;-0.491859;-0.197573;1.289156;-1.091583;
0.045740;-0.321495;1.353425;-1.031931;-0.189387;0.678108;-0.488721;-0.206205;1.292373;-1.086168;
0.045760;-0.330142;1.355976;-1.025834;-0.193616;0.679181;-0.485565;-0.214830;1.295540;-1.080710;
0.045780;-0.338775;1.358473;-1.019698;-0.197837;0.680226;-0.482389;-0.223446;1.298655;-1.075210;
0.045800;-0.347396;1.360916;-1.013520;-0.202051;0.681245;-0.479194;-0.232052;1.301720;-1.069667;
0.045820;-0.356002;1.363306;-1.007303;-0.206257;0.682237;-0.475981;-0.240650;1.304732;-1.064082;
0.045840;-0.364595;1.365641;-1.001047;-0.210454;0.683202;-0.472748;-0.249239;1.307694;-1.058455;
0.045860;-0.373173;1.367923;-0.994750;-0.214643;0.684140;-0.469497;-0.257817;1.310603;-1.052786;
0.045880;-0.381736;1.370151;-0.988415;-0.218824;0.685051;-0.466227;-0.266385;1.313461;-1.047076;
0.045900;-0.390285;1.372325;-0.982040;-0.222996;0.685935;-0.462939;-0.274943;1.316267;-1.041324;
0.045920;-0.398818;1.374444;-0.975627;-0.227159;0.686792;-0.459633;-0.283490;1.319022;-1.035532;
0.045940;-0.407335;1.376510;-0.969175;-0.231313;0.687622;-0.456308;-0.292026;1.321724;-1.029698;
0.045960;-0.415836;1.378521;-0.962685;-0.235458;0.688424;-0.452966;-0.300550;1.324373;-1.023824;
0.045980;-0.424321;1.380477;-0.956157;-0.239594;0.689200;-0.449605;-0.309062;1.326971;-1.017909;
0.046000;-0.432788;1.382379;-0.949591;-0.243721;0.689948;-0.446227;-0.317562;1.329516;-1.011954;
0.046020;-0.441239;1.384227;-0.942987;-0.247837;0.690669;-0.442832;-0.326050;1.332009;-1.005959;
0.046040;-0.449673;1.386019;-0.936347;-0.251944;0.691363;-0.439418;-0.334525;1.334449;-0.999924;
0.046060;-0.458088;1.387757;-0.929669;-0.256041;0.692029;-0.435988;-0.342986;1.336837;-0.993850;
0.046080;-0.466486;1.389441;-0.922955;-0.260128;0.692668;-0.432540;-0.351434;1.339171;-0.987737;
0.046100;-0.474865;1.391069;-0.916204;-0.264205;0.693280;-0.429075;-0.359868;1.341453;-0.981585;
0.046120;-0.483226;1.392643;-0.909417;-0.268271;0.693864;-0.425593;-0.368288;1.343682;-0.975394;
0.046140;-0.491567;1.394161;-0.902594;-0.272327;0.694421;-0.422095;-0.376693;1.345858;-0.969164;
0.046160;-0.499889;1.395625;-0.895736;-0.276372;0.694951;-0.418579;-0.385084;1.347980;-0.962896;
0.046180;-0.508191;1.397033;-0.888842;-0.280406;0.695453;-0.415048;-0.393459;1.350050;-0.956591;
0.046200;-0.516473;1.398386;-0.881913;-0.284428;0.695928;-0.411499;-0.401819;1.352066;-0.950247;
0.046220;-0.524735;1.399684;-0.874949;-0.288440;0.696375;-0.407935;-0.410163;1.354029;-0.943866;
0.046240;-0.532976;1.400927;-0.867951;-0.292440;0.696795;-0.404354;-0.418491;1.355938;-0.937447;
0.046260;-0.541196;1.402115;-0.860919;-0.296429;0.697187;-0.400758;-0.426802;1.357794;-0.930992;
0.046280;-0.549395;1.403247;-0.853852;-0.300406;0.697552;-0.397146;-0.435096;1.359596;-0.924500;
0.046300;-0.557572;1.404324;-0.846752;-0.304371;0.697889;-0.393518;-0.443373;1.361345;-0.917971;
0.046320;-0.565727;1.405345;-0.839618;-0.308324;0.698198;-0.389874;-0.451633;1.363039;-0.911406;
0.046340;-0.573859;1.406311;-0.832452;-0.312265;0.698480;-0.386215;-0.459875;1.364680;-0.904806;
0.046360;-0.581969;1.407221;-0.825252;-0.316194;0.698735;-0.382541;-0.468098;1.366267;-0.898169;
0.046380;-0.590056;1.408076;-0.818020;-0.320110;0.698962;-0.378852;-0.476303;1.367800;-0.891497;
0.046400;-0.598120;1.408875;-0.810755;-0.324014;0.699161;-0.375147;-0.484490;1.369280;-0.884790;
0.046420;-0.606160;1.409619;-0.803459;-0.327905;0.699333;-0.371428;-0.492657;1.370705;-0.878048;
0.046440;-0.614176;1.410306;-0.796130;-0.331782;0.699477;-0.367695;-0.500805;1.372076;-0.871271;
0.046460;-0.622168;1.410939;-0.788771;-0.335647;0.699593;-0.363946;-0.508933;1.373392;-0.864460;
0.046480;-0.630135;1.411515;-0.781380;-0.339498;0.699682;-0.360184;-0.517041;1.374655;-0.857614;
0.046500;-0.638078;1.412036;-0.773958;-0.343336;0.699743;-0.356407;-0.525128;1.375863;-0.850735;
0.046520;-0.645995;1.412501;-0.766506;-0.347161;0.699777;-0.352616;-0.533195;1.377017;-0.843822;
0.046540;-0.653887;1.412910;-0.759024;-0.350972;0.699783;-0.348811;-0.541241;1.378117;-0.836876;
0.046560;-0.661753;1.413264;-0.751511;-0.354769;0.699761;-0.344993;-0.549265;1.379162;-0.829897;
0.046580;-0.669593;1.413561;-0.743969;-0.358552;0.699712;-0.341160;-0.557268;1.380153;-0.822885;
0.046600;-0.677406;1.413803;-0.736397;-0.362320;0.699635;-0.337315;-0.565249;1.381089;-0.815841;
0.046620;-0.685193;1.413989;-0.728797;-0.366075;0.699531;-0.333456;-0.573207;1.381971;-0.808764;
0.046640;-0.692952;1.414120;-0.721168;-0.369815;0.699399;-0.329584;-0.581143;1.382798;-0.801656;
0.046660;-0.700684;1.414194;-0.713510;-0.373540;0.699239;-0.325699;-0.589056;1.383571;-0.794515;
0.046680;-0.708389;1.414213;-0.705824;-0.377251;0.699051;-0.321801;-0.596945;1.384289;-0.787344;
0.046700;-0.716066;1.414176;-0.698110;-0.380947;0.698836;-0.317890;-0.604811;1.384952;-0.780141;
0.046720;-0.723714;1.414083;-0.690369;-0.384627;0.698594;-0.313967;-0.612653;1.385561;-0.772908;
0.046740;-0.731334;1.413934;-0.682600;-0.388293;0.698324;-0.310031;-0.620471;1.386115;-0.765644;
0.046760;-0.738925;1.413729;-0.674804;-0.391943;0.698026;-0.306083;-0.628264;1.386614;-0.758350;
0.046780;-0.746486;1.413468;-0.666982;-0.395578;0.697701;-0.302123;-0.636033;1.387059;-0.751026;
0.046800;-0.754019;1.413152;-0.659134;-0.399197;0.697348;-0.298151;-0.643777;1.387449;-0.743672;
0.046820;-0.761521;1.412780;-0.651259;-0.402800;0.696968;-0.294167;-0.651495;1.387784;-0.736289;
0.046840;-0.768993;1.412352;-0.643359;-0.406388;0.696560;-0.290172;-0.659187;1.388064;-0.728877;
0.046860;-0.776436;1.411869;-0.635433;-0.409959;0.696125;-0.286165;-0.666853;1.388289;-0.721436;
0.046880;-0.783847;1.411329;-0.627482;-0.413515;0.695662;-0.282147;-0.674493;1.388460;-0.713966;
0.046900;-0.791227;1.410734;-0.619507;-0.417053;0.695172;-0.278118;-0.682107;1.388576;-0.706469;
0.046920;-0.798577;1.410083;-0.611507;-0.420576;0.694654;-0.274078;-0.689693;1.388637;-0.698943;
0.046940;-0.805894;1.409377;-0.603483;-0.424082;0.694109;-0.270027;-0.697253;1.388643;-0.691390;
0.046960;-0.813180;1.408615;-0.595435;-0.427571;0.693536;-0.265965;-0.704784;1.388594;-0.683810;
0.046980;-0.820434;1.407797;-0.587363;-0.431043;0.692936;-0.261893;-0.712288;1.388491;-0.676202;
0.047000;-0.827655;1.406924;-0.579268;-0.434498;0.692309;-0.257811;-0.719764;1.388332;-0.668568;
0.047020;-0.834844;1.405995;-0.571151;-0.437936;0.691654;-0.253718;-0.727211;1.388119;-0.660908;
0.047040;-0.842000;1.405011;-0.563011;-0.441357;0.690972;-0.249615;-0.734630;1.387851;-0.653221;
0.047060;-0.849122;1.403971;-0.554848;-0.444760;0.690263;-0.245503;-0.742020;1.387528;-0.645509;
0.047080;-0.856211;1.402876;-0.546664;-0.448146;0.689527;-0.241381;-0.749380;1.387151;-0.637771;
0.047100;-0.863267;1.401725;-0.538458;-0.451514;0.688763;-0.237249;-0.756711;1.386719;-0.630008;
0.047120;-0.870288;1.400519;-0.530231;-0.454865;0.687972;-0.233108;-0.764012;1.386232;-0.622220;
0.047140;-0.877275;1.399258;-0.521983;-0.458197;0.687154;-0.228957;-0.771282;1.385690;-0.614408;
0.047160;-0.884227;1.397941;-0.513715;-0.461511;0.686309;-0.224798;-0.778523;1.385094;-0.606571;
0.047180;-0.891144;1.396570;-0.505426;-0.464807;0.685437;-0.220630;-0.785732;1.384442;-0.598710;
0.047200;-0.898026;1.395143;-0.497117;-0.468085;0.684538;-0.216453;-0.792911;1.383737;-0.590826;
0.047220;-0.904872;1.393661;-0.488789;-0.471344;0.683611;-0.212267;-0.800058;1.382976;-0.582918;
0.047240;-0.911683;1.392124;-0.480441;-0.474584;0.682658;-0.208073;-0.807173;1.382161;-0.574988;
0.047260;-0.918458;1.390532;-0.472074;-0.477806;0.681678;-0.203871;-0.814257;1.381292;-0.567035;
0.047280;-0.925197;1.388886;-0.463689;-0.481009;0.680670;-0.199661;-0.821309;1.380368;-0.559059;
0.047300;-0.931899;1.387184;-0.455285;-0.484193;0.679636;-0.195443;-0.828328;1.379389;-0.551061;
0.047320;-0.938564;1.385428;-0.446864;-0.487358;0.678576;-0.191217;-0.835315;1.378356;-0.543041;
0.047340;-0.945192;1.383617;-0.438424;-0.490504;0.677488;-0.186984;-0.842268;1.377269;-0.535001;
0.047360;-0.951783;1.381751;-0.429968;-0.493630;0.676373;-0.182743;-0.849188;1.376127;-0.526938;
0.047380;-0.958337;1.379831;-0.421494;-0.496737;0.675232;-0.178496;-0.856075;1.374931;-0.518856;
0.047400;-0.964852;1.377856;-0.413004;-0.499824;0.674065;-0.174241;-0.862928;1.373680;-0.510752;
0.047420;-0.971330;1.375827;-0.404497;-0.502891;0.672870;-0.169979;-0.869747;1.372376;-0.502629;
0.047440;-0.977769;1.373744;-0.395975;-0.505939;0.671649;-0.165710;-0.876532;1.371017;-0.494485;
0.047460;-0.984169;1.371606;-0.387437;-0.508967;0.670402;-0.161435;-0.883281;1.369604;-0.486322;
0.047480;-0.990531;1.369414;-0.378883;-0.511974;0.669128;-0.157154;-0.889997;1.368137;-0.478140;
0.047500;-0.996853;1.367169;-0.370315;-0.514961;0.667827;-0.152866;-0.896676;1.366616;-0.469939;
0.047520;-1.003137;1.364869;-0.361732;-0.517928;0.666501;-0.148573;-0.903321;1.365041;-0.461720;
0.047540;-1.009380;1.362515;-0.353135;-0.520875;0.665148;-0.144273;-0.909930;1.363412;-0.453482;
0.047560;-1.015584;1.360108;-0.344524;-0.523801;0.663768;-0.139968;-0.916503;1.361729;-0.445226;
0.047580;-1.021748;1.357646;-0.335899;-0.526706;0.662363;-0.135657;-0.923040;1.359993;-0.436953;
0.047600;-1.027871;1.355132;-0.327261;-0.529590;0.660931;-0.131341;-0.929540;1.358202;-0.428662;
0.047620;-1.033954;1.352563;-0.318610;-0.532454;0.659474;-0.127020;-0.936004;1.356359;-0.420355;
0.047640;-1.039995;1.349942;-0.309946;-0.535297;0.657990;-0.122693;-0.942430;1.354461;-0.412031;
0.047660;-1.045996;1.347267;-0.301270;-0.538118;0.656480;-0.118362;-0.948820;1.352511;-0.403691;
0.047680;-1.051956;1.344539;-0.292583;-0.540918;0.654944;-0.114026;-0.955172;1.350506;-0.395335;
0.047700;-1.057874;1.341757;-0.283884;-0.543697;0.653383;-0.109686;-0.961486;1.348449;-0.386963;
0.047720;-1.063750;1.338923;-0.275173;-0.546454;0.651796;-0.105341;-0.967762;1.346338;-0.378576;
0.047740;-1.069584;1.336036;-0.266452;-0.549190;0.650183;-0.100992;-0.974001;1.344174;-0.370174;
0.047760;-1.075376;1.333096;-0.257720;-0.551904;0.648544;-0.096640;-0.980200;1.341957;-0.361757;
0.047780;-1.081126;1.330104;-0.248978;-0.554597;0.646880;-0.092283;-0.986361;1.339687;-0.353326;
0.047800;-1.086833;1.327059;-0.240226;-0.557267;0.645190;-0.087923;-0.992483;1.337364;-0.344881;
0.047820;-1.092497;1.323962;-0.231465;-0.559915;0.643474;-0.083559;-0.998566;1.334989;-0.336423;
0.047840;-1.098118;1.320812;-0.222694;-0.562542;0.641734;-0.079192;-1.004610;1.332561;-0.327951;
0.047860;-1.103695;1.317610;-0.213915;-0.565146;0.639968;-0.074822;-1.010614;1.330080;-0.319466;
0.047880;-1.109229;1.314357;-0.205127;-0.567728;0.638176;-0.070449;-1.016577;1.327546;-0.310969;
0.047900;-1.114719;1.311051;-0.196332;-0.570287;0.636360;-0.066073;-1.022501;1.324960;-0.302459;
0.047920;-1.120165;1.307694;-0.187528;-0.572824;0.634518;-0.061694;-1.028385;1.322322;-0.293938;
0.047940;-1.125567;1.304285;-0.178717;-0.575338;0.632652;-0.057313;-1.034227;1.319632;-0.285404;
0.047960;-1.130925;1.300824;-0.169899;-0.577830;0.630760;-0.052930;-1.040029;1.316889;-0.276860;
0.047980;-1.136238;1.297312;-0.161074;-0.580298;0.628843;-0.048545;-1.045790;1.314095;-0.268305;
0.048000;-1.141506;1.293749;-0.152243;-0.582744;0.626902;-0.044158;-1.051510;1.311249;-0.259739;
0.048020;-1.146729;1.290135;-0.143406;-0.585167;0.624936;-0.039769;-1.057188;1.308350;-0.251162;
0.048040;-1.151906;1.286470;-0.134564;-0.587567;0.622945;-0.035378;-1.062824;1.305401;-0.242576;
0.048060;-1.157038;1.282754;-0.125716;-0.589943;0.620930;-0.030986;-1.068419;1.302399;-0.233981;
0.048080;-1.162125;1.278987;-0.116863;-0.592297;0.618890;-0.026593;-1.073971;1.299347;-0.225376;
0.048100;-1.167166;1.275170;-0.108005;-0.594626;0.616825;-0.022199;-1.079481;1.296243;-0.216762;
0.048120;-1.172160;1.271303;-0.099143;-0.596933;0.614737;-0.017804;-1.084948;1.293088;-0.208139;
0.048140;-1.177108;1.267386;-0.090277;-0.599216;0.612624;-0.013408;-1.090373;1.289881;-0.199509;
0.048160;-1.182010;1.263418;-0.081408;-0.601475;0.610486;-0.009012;-1.095754;1.286624;-0.190870;
0.048180;-1.186865;1.259400;-0.072535;-0.603710;0.608325;-0.004615;-1.101092;1.283316;-0.182224;
0.048200;-1.191673;1.255333;-0.063660;-0.605922;0.606140;-0.000218;-1.106387;1.279958;-0.173571;
0.048220;-1.196435;1.251217;-0.054782;-0.608109;0.603931;0.004179;-1.111638;1.276549;-0.164911;
0.048240;-1.201149;1.247050;-0.045902;-0.610273;0.601698;0.008575;-1.116845;1.273089;-0.156244;
0.048260;-1.205815;1.242835;-0.037020;-0.612413;0.599441;0.012972;-1.122008;1.269579;-0.147572;
0.048280;-1.210434;1.238571;-0.028136;-0.614528;0.597160;0.017367;-1.127126;1.266019;-0.138893;
0.048300;-1.215005;1.234257;-0.019252;-0.616619;0.594856;0.021763;-1.132200;1.262410;-0.130209;
0.048320;-1.219529;1.229895;-0.010367;-0.618686;0.592529;0.026157;-1.137230;1.258750;-0.121520;
0.048340;-1.224004;1.225485;-0.001481;-0.620728;0.590178;0.030550;-1.142215;1.255040;-0.112826;
0.048360;-1.228430;1.221026;0.007405;-0.622746;0.587804;0.034942;-1.147154;1.251281;-0.104127;
0.048380;-1.232809;1.216519;0.016290;-0.624739;0.585406;0.039333;-1.152048;1.247473;-0.095425;
0.048400;-1.237138;1.211963;0.025175;-0.626708;0.582986;0.043722;-1.156897;1.243615;-0.086719;
0.048420;-1.241419;1.207360;0.034059;-0.628652;0.580542;0.048109;-1.161700;1.239709;-0.078009;
0.048440;-1.245651;1.202710;0.042941;-0.630571;0.578076;0.052495;-1.166457;1.235753;-0.069296;
0.048460;-1.249833;1.198011;0.051822;-0.632465;0.575587;0.056878;-1.171168;1.231749;-0.060580;
0.048480;-1.253967;1.193266;0.060701;-0.634334;0.573075;0.061259;-1.175833;1.227696;-0.051862;
0.048500;-1.258050;1.188473;0.069577;-0.636178;0.570540;0.065638;-1.180452;1.223594;-0.043142;
0.048520;-1.262084;1.183634;0.078451;-0.637997;0.567983;0.070014;-1.185024;1.219444;-0.034421;
0.048540;-1.266069;1.178747;0.087321;-0.639791;0.565403;0.074388;-1.189549;1.215246;-0.025698;
0.048560;-1.270003;1.173815;0.096188;-0.641560;0.562801;0.078758;-1.194027;1.211000;-0.016974;
0.048580;-1.273887;1.168836;0.105051;-0.643303;0.560177;0.083126;-1.198458;1.206707;-0.008249;
0.048600;-1.277721;1.163810;0.113910;-0.645021;0.557531;0.087490;-1.202841;1.202365;0.000476;
0.048620;-1.281504;1.158739;0.122765;-0.646713;0.554863;0.091850;-1.207178;1.197976;0.009201;
0.048640;-1.285237;1.153622;0.131615;-0.648380;0.552173;0.096207;-1.211466;1.193540;0.017926;
0.048660;-1.288919;1.148460;0.140459;-0.650021;0.549461;0.100560;-1.215707;1.189057;0.026650;
0.048680;-1.292550;1.143252;0.149298;-0.651637;0.546727;0.104910;-1.219900;1.184527;0.035373;
0.048700;-1.296130;1.137999;0.158131;-0.653227;0.543972;0.109255;-1.224044;1.179950;0.044094;
0.048720;-1.299659;1.132701;0.166958;-0.654791;0.541195;0.113596;-1.228140;1.175326;0.052814;
0.048740;-1.303137;1.127358;0.175779;-0.656329;0.538397;0.117932;-1.232188;1.170656;0.061532;
0.048760;-1.306563;1.121971;0.184592;-0.657841;0.535578;0.122263;-1.236187;1.165940;0.070247;
0.048780;-1.309938;1.116540;0.193398;-0.659327;0.532737;0.126590;-1.240138;1.161178;0.078960;
0.048800;-1.313260;1.111064;0.202196;-0.660788;0.529876;0.130912;-1.244039;1.156370;0.087669;
0.048820;-1.316532;1.105545;0.210987;-0.662222;0.526993;0.135229;-1.247891;1.151516;0.096375;
0.048840;-1.319751;1.099982;0.219769;-0.663630;0.524090;0.139540;-1.251694;1.146617;0.105077;
0.048860;-1.322918;1.094375;0.228542;-0.665012;0.521166;0.143846;-1.255448;1.141673;0.113775;
0.048880;-1.326032;1.088726;0.237307;-0.666368;0.518222;0.148146;-1.259152;1.136683;0.122469;
0.048900;-1.329095;1.083033;0.246062;-0.667697;0.515257;0.152440;-1.262806;1.131649;0.131157;
0.048920;-1.332105;1.077298;0.254807;-0.669000;0.512271;0.156728;-1.266410;1.126570;0.139841;
0.048940;-1.335062;1.071520;0.263542;-0.670276;0.509266;0.161010;-1.269965;1.121446;0.148519;
0.048960;-1.337967;1.065700;0.272267;-0.671527;0.506240;0.165286;-1.273469;1.116278;0.157191;
0.048980;-1.340819;1.059837;0.280981;-0.672750;0.503195;0.169555;-1.276923;1.111066;0.165857;
0.049000;-1.343617;1.053933;0.289684;-0.673947;0.500129;0.173818;-1.280327;1.105811;0.174516;
0.049020;-1.346363;1.047987;0.298376;-0.675118;0.497044;0.178073;-1.283680;1.100511;0.183169;
0.049040;-1.349056;1.042000;0.307056;-0.676261;0.493939;0.182322;-1.286982;1.095169;0.191814;
0.049060;-1.351695;1.035972;0.315723;-0.677378;0.490815;0.186563;-1.290234;1.089782;0.200451;
0.049080;-1.354282;1.029903;0.324379;-0.678469;0.487671;0.190797;-1.293435;1.084353;0.209081;
0.049100;-1.356814;1.023793;0.333021;-0.679532;0.484508;0.195024;-1.296584;1.078881;0.217703;
0.049120;-1.359293;1.017643;0.341650;-0.680569;0.481326;0.199243;-1.299682;1.073367;0.226315;
0.049140;-1.361719;1.011453;0.350266;-0.681579;0.478125;0.203454;-1.302730;1.067810;0.234919;
0.049160;-1.364090;1.005222;0.358868;-0.682562;0.474905;0.207657;-1.305725;1.062211;0.243514;
0.049180;-1.366408;0.998952;0.367456;-0.683518;0.471666;0.211851;-1.308669;1.056570;0.252099;
0.049200;-1.368672;0.992643;0.376029;-0.684447;0.468409;0.216038;-1.311562;1.050888;0.260674;
0.049220;-1.370882;0.986294;0.384587;-0.685349;0.465133;0.220215;-1.314402;1.045163;0.269239;
0.049240;-1.373037;0.979907;0.393131;-0.686224;0.461839;0.224385;-1.317191;1.039398;0.277793;
0.049260;-1.375139;0.973480;0.401658;-0.687072;0.458527;0.228545;-1.319928;1.033592;0.286337;
0.049280;-1.377186;0.967016;0.410170;-0.687892;0.455196;0.232696;-1.322613;1.027744;0.294868;
0.049300;-1.379179;0.960513;0.418666;-0.688686;0.451848;0.236838;-1.325245;1.021856;0.303389;
0.049320;-1.381117;0.953972;0.427145;-0.689452;0.448481;0.240971;-1.327825;1.015928;0.311897;
0.049340;-1.383001;0.947394;0.435607;-0.690191;0.445097;0.245094;-1.330353;1.009960;0.320393;
0.049360;-1.384830;0.940778;0.444052;-0.690903;0.441696;0.249207;-1.332828;1.003952;0.328876;
0.049380;-1.386605;0.934125;0.452480;-0.691588;0.438277;0.253311;-1.335251;0.997904;0.337347;
0.049400;-1.388325;0.927435;0.460890;-0.692245;0.434840;0.257405;-1.337621;0.991817;0.345804;
0.049420;-1.389990;0.920708;0.469281;-0.692875;0.431387;0.261488;-1.339938;0.985691;0.354247;
0.049440;-1.391600;0.913946;0.477654;-0.693478;0.427916;0.265561;-1.342202;0.979525;0.362676;
0.049460;-1.393155;0.907147;0.486008;-0.694053;0.424429;0.269624;-1.344413;0.973321;0.371092;
0.049480;-1.394655;0.900312;0.494343;-0.694601;0.420925;0.273676;-1.346571;0.967079;0.379492;
0.049500;-1.396100;0.893442;0.502659;-0.695121;0.417404;0.277717;-1.348676;0.960799;0.387877;
0.049520;-1.397490;0.886536;0.510954;-0.695614;0.413867;0.281748;-1.350728;0.954480;0.396248;
0.049540;-1.398825;0.879596;0.519229;-0.696080;0.410313;0.285767;-1.352726;0.948124;0.404602;
0.049560;-1.400105;0.872621;0.527484;-0.696518;0.406743;0.289775;-1.354671;0.941731;0.412941;
0.049580;-1.401329;0.865611;0.535718;-0.696929;0.403157;0.293771;-1.356563;0.935300;0.421263;
0.049600;-1.402498;0.858567;0.543931;-0.697312;0.399556;0.297756;-1.358401;0.928832;0.429568;
0.049620;-1.403612;0.851489;0.552123;-0.697667;0.395938;0.301729;-1.360185;0.922328;0.437857;
0.049640;-1.404670;0.844378;0.560292;-0.697995;0.392305;0.305690;-1.361915;0.915787;0.446128;
0.049660;-1.405673;0.837233;0.568440;-0.698296;0.388656;0.309639;-1.363592;0.909210;0.454382;
0.049680;-1.406620;0.830055;0.576565;-0.698568;0.384992;0.313576;-1.365215;0.902597;0.462618;
0.049700;-1.407512;0.822845;0.584667;-0.698814;0.381313;0.317501;-1.366784;0.895949;0.470835;
0.049720;-1.408348;0.815602;0.592747;-0.699031;0.377619;0.321413;-1.368300;0.889265;0.479034;
0.049740;-1.409129;0.808327;0.600803;-0.699221;0.373909;0.325312;-1.369761;0.882546;0.487214;
0.049760;-1.409854;0.801019;0.608835;-0.699384;0.370185;0.329199;-1.371168;0.875793;0.495375;
0.049780;-1.410523;0.793681;0.616843;-0.699519;0.366447;0.333072;-1.372521;0.869004;0.503516;
0.049800;-1.411137;0.786311;0.624826;-0.699626;0.362694;0.336932;-1.373819;0.862182;0.511638;
0.049820;-1.411695;0.778909;0.632786;-0.699706;0.358926;0.340779;-1.375064;0.855325;0.519739;
0.049840;-1.412197;0.771478;0.640720;-0.699758;0.355145;0.344613;-1.376254;0.848435;0.527820;
0.049860;-1.412644;0.764015;0.648628;-0.699782;0.351349;0.348433;-1.377390;0.841511;0.535879;
0.049880;-1.413034;0.756523;0.656512;-0.699779;0.347540;0.352239;-1.378472;0.834553;0.543918;
0.049900;-1.413369;0.749000;0.664369;-0.699748;0.343717;0.356031;-1.379499;0.827563;0.551935;
0.049920;-1.413648;0.741448;0.672200;-0.699690;0.339880;0.359809;-1.380471;0.820541;0.559931;
0.049940;-1.413872;0.733867;0.680004;-0.699603;0.336030;0.363573;-1.381389;0.813485;0.567904;
0.049960;-1.414039;0.726257;0.687782;-0.699490;0.332167;0.367323;-1.382253;0.806398;0.575855;
0.049980;-1.414151;0.718618;0.695533;-0.699348;0.328290;0.371058;-1.383062;0.799279;0.583783;
0.050000;-1.414207;0.710951;0.703256;-0.699179;0.324401;0.374779;-1.383816;0.792128;0.591688;
0.050020;-1.414207;0.703256;0.710951;-0.698983;0.320498;0.378485;-1.384516;0.784947;0.599570;
0.050040;-1.414151;0.695533;0.718618;-0.698759;0.316583;0.382175;-1.385161;0.777734;0.607428;
0.050060;-1.414039;0.687782;0.726257;-0.698507;0.312656;0.385851;-1.385752;0.770490;0.615262;
0.050080;-1.413872;0.680004;0.733867;-0.698228;0.308716;0.389511;-1.386288;0.763216;0.623072;
0.050100;-1.413648;0.672200;0.741448;-0.697921;0.304764;0.393156;-1.386769;0.755912;0.630857;
0.050120;-1.413369;0.664369;0.749000;-0.697586;0.300800;0.396786;-1.387195;0.748578;0.638617;
0.050140;-1.413034;0.656512;0.756523;-0.697224;0.296824;0.400400;-1.387566;0.741214;0.646352;
0.050160;-1.412644;0.648628;0.764015;-0.696835;0.292837;0.403998;-1.387883;0.733821;0.654062;
0.050180;-1.412197;0.640720;0.771478;-0.696418;0.288838;0.407580;-1.388145;0.726400;0.661745;
0.050200;-1.411695;0.632786;0.778909;-0.695973;0.284827;0.411146;-1.388352;0.718949;0.669403;
0.050220;-1.411137;0.624826;0.786311;-0.695501;0.280805;0.414696;-1.388504;0.711470;0.677034;
0.050240;-1.410523;0.616843;0.793681;-0.695002;0.276773;0.418229;-1.388602;0.703963;0.684639;
0.050260;-1.409854;0.608835;0.801019;-0.694475;0.272729;0.421746;-1.388645;0.696429;0.692216;
0.050280;-1.409129;0.600803;0.808327;-0.693921;0.268674;0.425247;-1.388633;0.688866;0.699766;
0.050300;-1.408348;0.592747;0.815602;-0.693339;0.264609;0.428730;-1.388566;0.681277;0.707289;
0.050320;-1.407512;0.584667;0.822845;-0.692730;0.260533;0.432197;-1.388444;0.673661;0.714783;
0.050340;-1.406620;0.576565;0.830055;-0.692094;0.256448;0.435646;-1.388267;0.666018;0.722250;
0.050360;-1.405673;0.568440;0.837233;-0.691430;0.252352;0.439079;-1.388036;0.658349;0.729687;
0.050380;-1.404670;0.560292;0.844378;-0.690739;0.248246;0.442494;-1.387750;0.650653;0.737096;
0.050400;-1.403612;0.552123;0.851489;-0.690021;0.244130;0.445891;-1.387409;0.642932;0.744476;
0.050420;-1.402498;0.543931;0.858567;-0.689275;0.240004;0.449271;-1.387013;0.635186;0.751827;
0.050440;-1.401329;0.535718;0.865611;-0.688502;0.235869;0.452633;-1.386562;0.627415;0.759148;
0.050460;-1.400105;0.527484;0.872621;-0.687703;0.231725;0.455977;-1.386057;0.619619;0.766438;
0.050480;-1.398825;0.519229;0.879596;-0.686876;0.227572;0.459304;-1.385497;0.611798;0.773699;
0.050500;-1.397490;0.510954;0.886536;-0.686021;0.223410;0.462612;-1.384883;0.603953;0.780929;
0.050520;-1.396100;0.502659;0.893442;-0.685140;0.219238;0.465902;-1.384213;0.596085;0.788128;
