time;GEN_generator_omegaPu;GEN_generator_PGenPu;GEN_generator_QGenPu;GEN_generator_UPu;GEN_generator_delta;LOAD_load_PPu;LOAD_load_QPu;OMEGA_REF_setPoint_setPoint;NETWORK_BUS_Upu_value;
6.889760;0.927860;1.200000;0.199871;0.990617;-87.232876;1.200000;0.200000;1.000000;0.990617;
6.906144;0.927769;1.200000;0.199900;0.990609;-87.604429;1.200000;0.200000;1.000000;0.990609;
6.914336;0.927723;1.200000;0.199989;0.990592;-87.790381;1.200000;0.200000;1.000000;0.990592;
6.930720;0.927633;1.200000;0.199967;0.990596;-88.162635;1.200000;0.200000;1.000000;0.990596;
6.963488;0.927452;1.200000;0.199860;0.990619;-88.908539;1.200000;0.200000;1.000000;0.990619;
6.979872;0.927362;1.200000;0.199894;0.990610;-89.282187;1.200000;0.200000;1.000000;0.990610;
6.988064;0.927318;1.200000;0.199989;0.990592;-89.469184;1.200000;0.200000;1.000000;0.990592;
7.004448;0.927228;1.200000;0.199965;0.990596;-89.843524;1.200000;0.200000;1.000000;0.990596;
7.037216;0.927050;1.200000;0.199850;0.990621;-90.593578;1.200000;0.200000;1.000000;0.990621;
7.053600;0.926962;1.200000;0.199888;0.990611;-90.969291;1.200000;0.200000;1.000000;0.990611;
7.061792;0.926918;1.200000;0.199988;0.990593;-91.157318;1.200000;0.200000;1.000000;0.990593;
7.078176;0.926830;1.200000;0.199964;0.990596;-91.533713;1.200000;0.200000;1.000000;0.990596;
7.110944;0.926654;1.200000;0.199838;0.990623;-92.287857;1.200000;0.200000;1.000000;0.990623;
7.127328;0.926567;1.200000;0.199881;0.990612;-92.665604;1.200000;0.200000;1.000000;0.990612;
7.135520;0.926524;1.200000;0.199988;0.990593;-92.854646;1.200000;0.200000;1.000000;0.990593;
7.151904;0.926437;1.200000;0.199962;0.990597;-93.233066;1.200000;0.200000;1.000000;0.990597;
7.184672;0.926264;1.200000;0.199827;0.990625;-93.991239;1.200000;0.200000;1.000000;0.990625;
7.201056;0.926178;1.200000;0.199875;0.990613;-94.370991;1.200000;0.200000;1.000000;0.990613;
7.209248;0.926135;1.200000;0.199987;0.990593;-94.561033;1.200000;0.200000;1.000000;0.990593;
7.225632;0.926050;1.200000;0.199960;0.990597;-94.941448;1.200000;0.200000;1.000000;0.990597;
7.258400;0.925880;1.200000;0.199814;0.990628;-95.703592;1.200000;0.200000;1.000000;0.990628;
7.274784;0.925795;1.200000;0.199868;0.990614;-96.085320;1.200000;0.200000;1.000000;0.990614;
7.282976;0.925753;1.200000;0.199987;0.990593;-96.276347;1.200000;0.200000;1.000000;0.990593;
7.299360;0.925669;1.200000;0.199958;0.990597;-96.658727;1.200000;0.200000;1.000000;0.990597;
7.332128;0.925501;1.200000;0.199802;0.990630;-97.424784;1.200000;0.200000;1.000000;0.990630;
7.348512;0.925418;1.200000;0.199861;0.990615;-97.808458;1.200000;0.200000;1.000000;0.990615;
7.356704;0.925376;1.200000;0.199986;0.990593;-98.000457;1.200000;0.200000;1.000000;0.990593;
7.373088;0.925293;1.200000;0.199957;0.990597;-98.384774;1.200000;0.200000;1.000000;0.990597;
7.405856;0.925128;1.200000;0.199788;0.990632;-99.154686;1.200000;0.200000;1.000000;0.990632;
7.422240;0.925045;1.200000;0.199854;0.990617;-99.540278;1.200000;0.200000;1.000000;0.990617;
7.430432;0.925004;1.200000;0.199986;0.990593;-99.733234;1.200000;0.200000;1.000000;0.990593;
7.446816;0.924923;1.200000;0.199955;0.990598;-100.119460;1.200000;0.200000;1.000000;0.990598;
7.479584;0.924760;1.200000;0.199775;0.990635;-100.893170;1.200000;0.200000;1.000000;0.990635;
7.495968;0.924679;1.200000;0.199846;0.990618;-101.280653;1.200000;0.200000;1.000000;0.990618;
7.504160;0.924638;1.200000;0.199985;0.990593;-101.474551;1.200000;0.200000;1.000000;0.990593;
7.520544;0.924558;1.200000;0.199953;0.990598;-101.862658;1.200000;0.200000;1.000000;0.990598;
7.553312;0.924397;1.200000;0.199760;0.990638;-102.640111;1.200000;0.200000;1.000000;0.990638;
7.569696;0.924318;1.200000;0.199839;0.990619;-103.029457;1.200000;0.200000;1.000000;0.990619;
7.577888;0.924278;1.200000;0.199984;0.990593;-103.224283;1.200000;0.200000;1.000000;0.990593;
7.594272;0.924198;1.200000;0.199951;0.990598;-103.614244;1.200000;0.200000;1.000000;0.990598;
7.627040;0.924040;1.200000;0.199746;0.990640;-104.395386;1.200000;0.200000;1.000000;0.990640;
7.643424;0.923962;1.200000;0.199831;0.990620;-104.786566;1.200000;0.200000;1.000000;0.990620;
7.651616;0.923922;1.200000;0.199984;0.990593;-104.982308;1.200000;0.200000;1.000000;0.990593;
7.668000;0.923844;1.200000;0.199949;0.990599;-105.374095;1.200000;0.200000;1.000000;0.990599;
7.676192;0.923805;1.200000;0.199996;0.990591;-105.570139;1.200000;0.200000;1.000000;0.990591;
7.692576;0.923727;1.200000;0.199949;0.990599;-105.962528;1.200000;0.200000;1.000000;0.990599;
7.700768;0.923688;1.200000;0.199996;0.990591;-106.158873;1.200000;0.200000;1.000000;0.990591;
7.717152;0.923611;1.200000;0.199948;0.990599;-106.551862;1.200000;0.200000;1.000000;0.990599;
7.749920;0.923457;1.200000;0.199719;0.990645;-107.339031;1.200000;0.200000;1.000000;0.990645;
7.766304;0.923380;1.200000;0.199817;0.990623;-107.733211;1.200000;0.200000;1.000000;0.990623;
7.774496;0.923342;1.200000;0.199983;0.990593;-107.930449;1.200000;0.200000;1.000000;0.990593;
7.790880;0.923265;1.200000;0.199946;0.990599;-108.325220;1.200000;0.200000;1.000000;0.990599;
7.799072;0.923227;1.200000;0.199996;0.990591;-108.522752;1.200000;0.200000;1.000000;0.990591;
7.815456;0.923151;1.200000;0.199946;0.990599;-108.918111;1.200000;0.200000;1.000000;0.990599;
7.823648;0.923113;1.200000;0.199996;0.990591;-109.115937;1.200000;0.200000;1.000000;0.990591;
7.840032;0.923038;1.200000;0.199945;0.990599;-109.511881;1.200000;0.200000;1.000000;0.990599;
7.872800;0.922887;1.200000;0.199691;0.990650;-110.304933;1.200000;0.200000;1.000000;0.990650;
7.889184;0.922812;1.200000;0.199803;0.990625;-110.702038;1.200000;0.200000;1.000000;0.990625;
7.897376;0.922775;1.200000;0.199982;0.990594;-110.900736;1.200000;0.200000;1.000000;0.990594;
7.913760;0.922701;1.200000;0.199942;0.990600;-111.298419;1.200000;0.200000;1.000000;0.990600;
7.921952;0.922663;1.200000;0.199996;0.990591;-111.497404;1.200000;0.200000;1.000000;0.990591;
7.938336;0.922589;1.200000;0.199942;0.990600;-111.895660;1.200000;0.200000;1.000000;0.990600;
7.946528;0.922552;1.200000;0.199996;0.990591;-112.094932;1.200000;0.200000;1.000000;0.990591;
7.962912;0.922478;1.200000;0.199941;0.990600;-112.493759;1.200000;0.200000;1.000000;0.990600;
7.971104;0.922442;1.200000;0.199996;0.990591;-112.693315;1.200000;0.200000;1.000000;0.990591;
7.987488;0.922368;1.200000;0.199941;0.990600;-113.092711;1.200000;0.200000;1.000000;0.990600;
7.995680;0.922332;1.200000;0.199996;0.990591;-113.292551;1.200000;0.200000;1.000000;0.990591;
8.012064;0.922259;1.200000;0.199940;0.990600;-113.692512;1.200000;0.200000;1.000000;0.990600;
8.020256;0.922222;1.200000;0.199996;0.990591;-113.892633;1.200000;0.200000;1.000000;0.990591;
8.036640;0.922149;1.200000;0.199939;0.990600;-114.293157;1.200000;0.200000;1.000000;0.990600;
8.044832;0.922113;1.200000;0.199995;0.990591;-114.493560;1.200000;0.200000;1.000000;0.990591;
8.061216;0.922041;1.200000;0.199939;0.990600;-114.894643;1.200000;0.200000;1.000000;0.990600;
8.069408;0.922005;1.200000;0.199995;0.990591;-115.095325;1.200000;0.200000;1.000000;0.990591;
8.085792;0.921933;1.200000;0.199938;0.990600;-115.496966;1.200000;0.200000;1.000000;0.990600;
8.093984;0.921897;1.200000;0.199995;0.990592;-115.697925;1.200000;0.200000;1.000000;0.990592;
8.110368;0.921825;1.200000;0.199937;0.990600;-116.100121;1.200000;0.200000;1.000000;0.990600;
8.118560;0.921789;1.200000;0.199995;0.990592;-116.301357;1.200000;0.200000;1.000000;0.990592;
8.134944;0.921718;1.200000;0.199937;0.990600;-116.704104;1.200000;0.200000;1.000000;0.990600;
8.143136;0.921683;1.200000;0.199995;0.990592;-116.905615;1.200000;0.200000;1.000000;0.990592;
8.159520;0.921612;1.200000;0.199936;0.990600;-117.308911;1.200000;0.200000;1.000000;0.990600;
8.167712;0.921576;1.200000;0.199995;0.990592;-117.510696;1.200000;0.200000;1.000000;0.990592;
8.184096;0.921506;1.200000;0.199935;0.990601;-117.914539;1.200000;0.200000;1.000000;0.990601;
8.192288;0.921471;1.200000;0.199995;0.990592;-118.116596;1.200000;0.200000;1.000000;0.990592;
8.208672;0.921400;1.200000;0.199934;0.990601;-118.520982;1.200000;0.200000;1.000000;0.990601;
8.216864;0.921365;1.200000;0.199995;0.990592;-118.723311;1.200000;0.200000;1.000000;0.990592;
8.233248;0.921295;1.200000;0.199934;0.990601;-119.128238;1.200000;0.200000;1.000000;0.990601;
8.241440;0.921261;1.200000;0.199995;0.990592;-119.330836;1.200000;0.200000;1.000000;0.990592;
8.257824;0.921191;1.200000;0.199933;0.990601;-119.736302;1.200000;0.200000;1.000000;0.990601;
8.266016;0.921156;1.200000;0.199995;0.990592;-119.939169;1.200000;0.200000;1.000000;0.990592;
8.282400;0.921087;1.200000;0.199932;0.990601;-120.345170;1.200000;0.200000;1.000000;0.990601;
8.290592;0.921053;1.200000;0.199995;0.990592;-120.548304;1.200000;0.200000;1.000000;0.990592;
8.306976;0.920984;1.200000;0.199932;0.990601;-120.954838;1.200000;0.200000;1.000000;0.990601;
8.315168;0.920949;1.200000;0.199995;0.990592;-121.158238;1.200000;0.200000;1.000000;0.990592;
8.331552;0.920881;1.200000;0.199931;0.990601;-121.565303;1.200000;0.200000;1.000000;0.990601;
8.339744;0.920847;1.200000;0.199995;0.990592;-121.768967;1.200000;0.200000;1.000000;0.990592;
8.356128;0.920778;1.200000;0.199930;0.990601;-122.176560;1.200000;0.200000;1.000000;0.990601;
8.364320;0.920744;1.200000;0.199995;0.990592;-122.380488;1.200000;0.200000;1.000000;0.990592;
8.380704;0.920677;1.200000;0.199929;0.990601;-122.788605;1.200000;0.200000;1.000000;0.990601;
8.388896;0.920643;1.200000;0.199995;0.990592;-122.992795;1.200000;0.200000;1.000000;0.990592;
8.405280;0.920575;1.200000;0.199929;0.990601;-123.401436;1.200000;0.200000;1.000000;0.990601;
8.413472;0.920541;1.200000;0.199995;0.990592;-123.605886;1.200000;0.200000;1.000000;0.990592;
8.429856;0.920474;1.200000;0.199928;0.990602;-124.015047;1.200000;0.200000;1.000000;0.990602;
8.438048;0.920441;1.200000;0.199995;0.990592;-124.219757;1.200000;0.200000;1.000000;0.990592;
8.454432;0.920374;1.200000;0.199927;0.990602;-124.629435;1.200000;0.200000;1.000000;0.990602;
8.462624;0.920341;1.200000;0.199995;0.990592;-124.834403;1.200000;0.200000;1.000000;0.990592;
8.479008;0.920274;1.200000;0.199926;0.990602;-125.244596;1.200000;0.200000;1.000000;0.990602;
8.487200;0.920241;1.200000;0.199994;0.990592;-125.449821;1.200000;0.200000;1.000000;0.990592;
8.503584;0.920175;1.200000;0.199926;0.990602;-125.860526;1.200000;0.200000;1.000000;0.990602;
8.511776;0.920142;1.200000;0.199994;0.990592;-126.066007;1.200000;0.200000;1.000000;0.990592;
8.528160;0.920076;1.200000;0.199925;0.990602;-126.477223;1.200000;0.200000;1.000000;0.990602;
8.536352;0.920043;1.200000;0.199994;0.990592;-126.682958;1.200000;0.200000;1.000000;0.990592;
8.552736;0.919977;1.200000;0.199924;0.990602;-127.094681;1.200000;0.200000;1.000000;0.990602;
8.560928;0.919945;1.200000;0.199994;0.990592;-127.300669;1.200000;0.200000;1.000000;0.990592;
8.577312;0.919879;1.200000;0.199923;0.990602;-127.712897;1.200000;0.200000;1.000000;0.990602;
8.585504;0.919847;1.200000;0.199994;0.990592;-127.919137;1.200000;0.200000;1.000000;0.990592;
8.601888;0.919782;1.200000;0.199923;0.990602;-128.331867;1.200000;0.200000;1.000000;0.990602;
8.610080;0.919749;1.200000;0.199994;0.990592;-128.538358;1.200000;0.200000;1.000000;0.990592;
8.626464;0.919685;1.200000;0.199922;0.990602;-128.951589;1.200000;0.200000;1.000000;0.990602;
8.634656;0.919653;1.200000;0.199994;0.990592;-129.158329;1.200000;0.200000;1.000000;0.990592;
8.651040;0.919588;1.200000;0.199921;0.990603;-129.572057;1.200000;0.200000;1.000000;0.990603;
8.659232;0.919556;1.200000;0.199994;0.990592;-129.779045;1.200000;0.200000;1.000000;0.990592;
8.675616;0.919492;1.200000;0.199920;0.990603;-130.193269;1.200000;0.200000;1.000000;0.990603;
8.683808;0.919460;1.200000;0.199994;0.990592;-130.400504;1.200000;0.200000;1.000000;0.990592;
8.700192;0.919397;1.200000;0.199920;0.990603;-130.815220;1.200000;0.200000;1.000000;0.990603;
8.708384;0.919365;1.200000;0.199994;0.990592;-131.022701;1.200000;0.200000;1.000000;0.990592;
8.724768;0.919302;1.200000;0.199919;0.990603;-131.437908;1.200000;0.200000;1.000000;0.990603;
8.732960;0.919270;1.200000;0.199994;0.990592;-131.645633;1.200000;0.200000;1.000000;0.990592;
8.749344;0.919207;1.200000;0.199918;0.990603;-132.061328;1.200000;0.200000;1.000000;0.990603;
8.757536;0.919175;1.200000;0.199994;0.990592;-132.269296;1.200000;0.200000;1.000000;0.990592;
8.773920;0.919113;1.200000;0.199917;0.990603;-132.685476;1.200000;0.200000;1.000000;0.990603;
8.782112;0.919081;1.200000;0.199994;0.990592;-132.893687;1.200000;0.200000;1.000000;0.990592;
8.798496;0.919019;1.200000;0.199916;0.990603;-133.310351;1.200000;0.200000;1.000000;0.990603;
8.806688;0.918988;1.200000;0.199994;0.990592;-133.518803;1.200000;0.200000;1.000000;0.990592;
8.823072;0.918926;1.200000;0.199916;0.990603;-133.935947;1.200000;0.200000;1.000000;0.990603;
8.831264;0.918895;1.200000;0.199994;0.990592;-134.144638;1.200000;0.200000;1.000000;0.990592;
8.847648;0.918833;1.200000;0.199915;0.990603;-134.562261;1.200000;0.200000;1.000000;0.990603;
8.855840;0.918802;1.200000;0.199994;0.990592;-134.771191;1.200000;0.200000;1.000000;0.990592;
8.872224;0.918741;1.200000;0.199914;0.990604;-135.189290;1.200000;0.200000;1.000000;0.990604;
8.880416;0.918710;1.200000;0.199993;0.990592;-135.398458;1.200000;0.200000;1.000000;0.990592;
8.896800;0.918649;1.200000;0.199913;0.990604;-135.817030;1.200000;0.200000;1.000000;0.990604;
8.904992;0.918618;1.200000;0.199993;0.990592;-136.026434;1.200000;0.200000;1.000000;0.990592;
8.921376;0.918557;1.200000;0.199913;0.990604;-136.445477;1.200000;0.200000;1.000000;0.990604;
8.929568;0.918527;1.200000;0.199993;0.990592;-136.655117;1.200000;0.200000;1.000000;0.990592;
8.945952;0.918466;1.200000;0.199912;0.990604;-137.074630;1.200000;0.200000;1.000000;0.990604;
8.954144;0.918436;1.200000;0.199993;0.990592;-137.284503;1.200000;0.200000;1.000000;0.990592;
8.970528;0.918376;1.200000;0.199911;0.990604;-137.704482;1.200000;0.200000;1.000000;0.990604;
8.978720;0.918346;1.200000;0.199993;0.990592;-137.914588;1.200000;0.200000;1.000000;0.990592;
8.995104;0.918286;1.200000;0.199910;0.990604;-138.335032;1.200000;0.200000;1.000000;0.990604;
9.003296;0.918256;1.200000;0.199993;0.990592;-138.545370;1.200000;0.200000;1.000000;0.990592;
9.019680;0.918196;1.200000;0.199909;0.990604;-138.966277;1.200000;0.200000;1.000000;0.990604;
9.027872;0.918166;1.200000;0.199993;0.990592;-139.176845;1.200000;0.200000;1.000000;0.990592;
9.044256;0.918107;1.200000;0.199909;0.990604;-139.598211;1.200000;0.200000;1.000000;0.990604;
9.052448;0.918077;1.200000;0.199993;0.990592;-139.809009;1.200000;0.200000;1.000000;0.990592;
9.068832;0.918018;1.200000;0.199908;0.990604;-140.230833;1.200000;0.200000;1.000000;0.990604;
9.077024;0.917989;1.200000;0.199993;0.990592;-140.441859;1.200000;0.200000;1.000000;0.990592;
9.093408;0.917930;1.200000;0.199907;0.990605;-140.864139;1.200000;0.200000;1.000000;0.990605;
9.101600;0.917900;1.200000;0.199993;0.990592;-141.075392;1.200000;0.200000;1.000000;0.990592;
9.117984;0.917842;1.200000;0.199906;0.990605;-141.498124;1.200000;0.200000;1.000000;0.990605;
9.126176;0.917813;1.200000;0.199993;0.990592;-141.709604;1.200000;0.200000;1.000000;0.990592;
9.142560;0.917754;1.200000;0.199905;0.990605;-142.132788;1.200000;0.200000;1.000000;0.990605;
9.150752;0.917725;1.200000;0.199993;0.990592;-142.344492;1.200000;0.200000;1.000000;0.990592;
9.167136;0.917667;1.200000;0.199904;0.990605;-142.768124;1.200000;0.200000;1.000000;0.990605;
9.175328;0.917638;1.200000;0.199993;0.990592;-142.980052;1.200000;0.200000;1.000000;0.990592;
9.191712;0.917581;1.200000;0.199904;0.990605;-143.404132;1.200000;0.200000;1.000000;0.990605;
9.199904;0.917552;1.200000;0.199993;0.990592;-143.616283;1.200000;0.200000;1.000000;0.990592;
9.216288;0.917494;1.200000;0.199903;0.990605;-144.040806;1.200000;0.200000;1.000000;0.990605;
9.224480;0.917466;1.200000;0.199993;0.990592;-144.253179;1.200000;0.200000;1.000000;0.990592;
9.240864;0.917409;1.200000;0.199902;0.990605;-144.678144;1.200000;0.200000;1.000000;0.990605;
9.249056;0.917380;1.200000;0.199993;0.990592;-144.890738;1.200000;0.200000;1.000000;0.990592;
9.265440;0.917323;1.200000;0.199901;0.990605;-145.316143;1.200000;0.200000;1.000000;0.990605;
9.273632;0.917295;1.200000;0.199992;0.990592;-145.528956;1.200000;0.200000;1.000000;0.990592;
9.290016;0.917238;1.200000;0.199900;0.990605;-145.954800;1.200000;0.200000;1.000000;0.990605;
9.298208;0.917210;1.200000;0.199992;0.990592;-146.167831;1.200000;0.200000;1.000000;0.990592;
9.314592;0.917154;1.200000;0.199900;0.990606;-146.594110;1.200000;0.200000;1.000000;0.990606;
9.322784;0.917126;1.200000;0.199992;0.990592;-146.807359;1.200000;0.200000;1.000000;0.990592;
9.339168;0.917070;1.200000;0.199899;0.990606;-147.234072;1.200000;0.200000;1.000000;0.990606;
9.347360;0.917042;1.200000;0.199992;0.990592;-147.447537;1.200000;0.200000;1.000000;0.990592;
9.363744;0.916986;1.200000;0.199898;0.990606;-147.874681;1.200000;0.200000;1.000000;0.990606;
9.371936;0.916958;1.200000;0.199992;0.990592;-148.088361;1.200000;0.200000;1.000000;0.990592;
9.388320;0.916903;1.200000;0.199897;0.990606;-148.515935;1.200000;0.200000;1.000000;0.990606;
9.396512;0.916875;1.200000;0.199992;0.990592;-148.729829;1.200000;0.200000;1.000000;0.990592;
9.412896;0.916820;1.200000;0.199896;0.990606;-149.157831;1.200000;0.200000;1.000000;0.990606;
9.421088;0.916792;1.200000;0.199992;0.990592;-149.371938;1.200000;0.200000;1.000000;0.990592;
9.437472;0.916737;1.200000;0.199895;0.990606;-149.800365;1.200000;0.200000;1.000000;0.990606;
9.445664;0.916710;1.200000;0.199992;0.990592;-150.014684;1.200000;0.200000;1.000000;0.990592;
9.462048;0.916655;1.200000;0.199895;0.990606;-150.443533;1.200000;0.200000;1.000000;0.990606;
9.470240;0.916628;1.200000;0.199992;0.990592;-150.658064;1.200000;0.200000;1.000000;0.990592;
9.486624;0.916574;1.200000;0.199894;0.990606;-151.087334;1.200000;0.200000;1.000000;0.990606;
9.494816;0.916547;1.200000;0.199992;0.990592;-151.302075;1.200000;0.200000;1.000000;0.990592;
9.511200;0.916492;1.200000;0.199893;0.990606;-151.731764;1.200000;0.200000;1.000000;0.990606;
9.519392;0.916465;1.200000;0.199992;0.990592;-151.946714;1.200000;0.200000;1.000000;0.990592;
9.535776;0.916412;1.200000;0.199892;0.990607;-152.376820;1.200000;0.200000;1.000000;0.990607;
9.543968;0.916385;1.200000;0.199992;0.990592;-152.591977;1.200000;0.200000;1.000000;0.990592;
9.560352;0.916331;1.200000;0.199891;0.990607;-153.022499;1.200000;0.200000;1.000000;0.990607;
9.568544;0.916304;1.200000;0.199992;0.990592;-153.237863;1.200000;0.200000;1.000000;0.990592;
9.584928;0.916251;1.200000;0.199891;0.990607;-153.668797;1.200000;0.200000;1.000000;0.990607;
9.593120;0.916224;1.200000;0.199992;0.990592;-153.884367;1.200000;0.200000;1.000000;0.990592;
9.609504;0.916171;1.200000;0.199890;0.990607;-154.315712;1.200000;0.200000;1.000000;0.990607;
9.617696;0.916145;1.200000;0.199992;0.990592;-154.531487;1.200000;0.200000;1.000000;0.990592;
9.634080;0.916092;1.200000;0.199889;0.990607;-154.963241;1.200000;0.200000;1.000000;0.990607;
9.642272;0.916066;1.200000;0.199991;0.990592;-155.179220;1.200000;0.200000;1.000000;0.990592;
9.658656;0.916013;1.200000;0.199888;0.990607;-155.611380;1.200000;0.200000;1.000000;0.990607;
9.666848;0.915987;1.200000;0.199991;0.990592;-155.827562;1.200000;0.200000;1.000000;0.990592;
9.683232;0.915935;1.200000;0.199887;0.990607;-156.260127;1.200000;0.200000;1.000000;0.990607;
9.691424;0.915909;1.200000;0.199991;0.990592;-156.476511;1.200000;0.200000;1.000000;0.990592;
9.707808;0.915856;1.200000;0.199886;0.990607;-156.909479;1.200000;0.200000;1.000000;0.990607;
9.716000;0.915831;1.200000;0.199991;0.990592;-157.126064;1.200000;0.200000;1.000000;0.990592;
9.732384;0.915779;1.200000;0.199885;0.990607;-157.559433;1.200000;0.200000;1.000000;0.990607;
9.740576;0.915753;1.200000;0.199991;0.990592;-157.776217;1.200000;0.200000;1.000000;0.990592;
9.756960;0.915701;1.200000;0.199885;0.990608;-158.209985;1.200000;0.200000;1.000000;0.990608;
9.765152;0.915676;1.200000;0.199991;0.990592;-158.426969;1.200000;0.200000;1.000000;0.990592;
9.781536;0.915624;1.200000;0.199884;0.990608;-158.861134;1.200000;0.200000;1.000000;0.990608;
9.789728;0.915599;1.200000;0.199991;0.990592;-159.078315;1.200000;0.200000;1.000000;0.990592;
9.806112;0.915548;1.200000;0.199883;0.990608;-159.512875;1.200000;0.200000;1.000000;0.990608;
9.814304;0.915522;1.200000;0.199991;0.990592;-159.730253;1.200000;0.200000;1.000000;0.990592;
9.830688;0.915472;1.200000;0.199882;0.990608;-160.165206;1.200000;0.200000;1.000000;0.990608;
9.838880;0.915446;1.200000;0.199991;0.990592;-160.382780;1.200000;0.200000;1.000000;0.990592;
9.855264;0.915396;1.200000;0.199881;0.990608;-160.818124;1.200000;0.200000;1.000000;0.990608;
9.863456;0.915370;1.200000;0.199991;0.990592;-161.035894;1.200000;0.200000;1.000000;0.990592;
9.879840;0.915320;1.200000;0.199880;0.990608;-161.471627;1.200000;0.200000;1.000000;0.990608;
9.888032;0.915295;1.200000;0.199991;0.990592;-161.689591;1.200000;0.200000;1.000000;0.990592;
9.904416;0.915245;1.200000;0.199880;0.990608;-162.125711;1.200000;0.200000;1.000000;0.990608;
9.912608;0.915220;1.200000;0.199991;0.990592;-162.343868;1.200000;0.200000;1.000000;0.990592;
9.928992;0.915170;1.200000;0.199879;0.990608;-162.780373;1.200000;0.200000;1.000000;0.990608;
9.937184;0.915145;1.200000;0.199991;0.990592;-162.998722;1.200000;0.200000;1.000000;0.990592;
9.953568;0.915096;1.200000;0.199878;0.990609;-163.435612;1.200000;0.200000;1.000000;0.990609;
9.961760;0.915071;1.200000;0.199991;0.990592;-163.654152;1.200000;0.200000;1.000000;0.990592;
9.978144;0.915022;1.200000;0.199877;0.990609;-164.091423;1.200000;0.200000;1.000000;0.990609;
10.000000;0.914956;1.200000;0.199786;0.990630;-164.675135;1.200000;0.200000;1.000000;0.990630;
